gisco_id,name,registered,turnout,invalid,blank,PARTIDUL NAȚIONAL LIBERAL,ASOCIAȚIA PARTIDA ROMILOR PRO-EUROPA,PARTIDUL MIȘCAREA POPULARĂ,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,UNIUNEA POLONEZILOR DIN ROMÂNIA,PARTIDUL BLOCUL UNITĂȚII NAȚIONALE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,PARTIDUL ROMÂNIA MARE,PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,UNIUNEA CROAȚILOR DIN ROMÂNIA,UNIUNEA ELENĂ DIN ROMÂNIA,UNIUNEA SÂRBILOR DIN ROMÂNIA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ROMÂNIA UNITĂ,PARTIDUL SOCIAL DEMOCRAT,PARTIDUL ROMILOR DEMOCRAȚI,PARTIDUL SOCIALIST ROMÂN,PARTIDUL VERDE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR,PARTIDUL PLATFORMA ACȚIUNEA CIVICĂ A TINERILOR,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,ALIANȚA NOASTRĂ ROMÂNIA,UNIUNEA SALVAȚI ROMÂNIA,PARTIDUL NOUA ROMÂNIE,UNIUNEA ARMENILOR DIN ROMÂNIA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,ASOCIAȚIA LIGA ALBANEZILOR DIN ROMÂNIA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,PARTIDUL VRANCEA NOASTRĂ,CANDIDAT INDEPENDENT - DUMITRU FLUCUȘ,CANDIDAT INDEPENDENT - THEODOR PALEOLOGU,CANDIDAT INDEPENDENT - VERONICA ZAMFIR,CANDIDAT INDEPENDENT - RODICA BARNA,CANDIDAT INDEPENDENT - REMUS-FLORINEL CERNEA,CANDIDAT INDEPENDENT - GEORGE-ALEXANDRU MANCIU,CANDIDAT INDEPENDENT - PETRICĂ FOLICĂ,CANDIDAT INDEPENDENT - DĂNUȚ DINU,CANDIDAT INDEPENDENT - GHEORGHE DINU,CANDIDAT INDEPENDENT - ION-MARIUS FENICHIU,CANDIDAT INDEPENDENT - REMI RĂDULESCU,CANDIDAT INDEPENDENT - GHEORGHE BLEDEA,CANDIDAT INDEPENDENT - COSTEL-IOAN CIOBAN,CANDIDAT INDEPENDENT - IOAN SPIRIDON,CANDIDAT INDEPENDENT - SORIN ȘOVA,CANDIDAT INDEPENDENT - NEVISER ZAHARCU,CANDIDAT INDEPENDENT - TIBERIU MĂNESCU,CANDIDAT INDEPENDENT - ION-GABRIEL LINŢĂ,CANDIDAT INDEPENDENT - IOAN-COSMIN CURELEA,CANDIDAT INDEPENDENT - ELENA-GABRIELA UDREA,CANDIDAT INDEPENDENT - ROMEO RĂDULESCU,CANDIDAT INDEPENDENT - LIA ARDELEAN,CANDIDAT INDEPENDENT - NECULAI GĂLĂȚANU,CANDIDAT INDEPENDENT - DANIELA-SIMONA VREME,CANDIDAT INDEPENDENT - DUMITRU-NICU CORNOIU,CANDIDAT INDEPENDENT - NICU RĂDULESCU,CANDIDAT INDEPENDENT - VIŞINEL-COSTEL BALAN,CANDIDAT INDEPENDENT - DANIELA PEPENE,CANDIDAT INDEPENDENT - SEBASTIAN-IOAN BURDUJA,CANDIDAT INDEPENDENT - VASILE-MARINEL REVNIC,CANDIDAT INDEPENDENT - SERGIU-SORIN CHELMU,CANDIDAT INDEPENDENT - COSTEL MARIN,CANDIDAT INDEPENDENT - TIBERIU-MIHAI-ANTONIU JALBĂ,CANDIDAT INDEPENDENT - MIRCEA ION,CANDIDAT INDEPENDENT - COSTEL NEACŞU,CANDIDAT INDEPENDENT - ALEXANDRU PAZIUC,CANDIDAT INDEPENDENT - ION CĂLINOIU,CANDIDAT INDEPENDENT - ELENA NICOLACHE,CANDIDAT INDEPENDENT - GICĂ DUŢĂ,PARTIDUL NAŢIONAL LIBERAL,ASOCIAŢIA PARTIDA ROMILOR PRO-EUROPA,PARTIDUL MIŞCAREA POPULARĂ,UNIUNEA CROAŢILOR DIN ROMÂNIA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,ALIANŢA NOASTRĂ ROMÂNIA,UNIUNEA SALVAŢI ROMÂNIA,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA
RO_106979,Oraş Vişeu de Sus,14847,3597,98,31,660,4,229,41,1,0,6,10,0,0,1,4,4,5,2,52,182,1838,0,0,0,109,4,99,0,3,17,160,0,8,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107001,Ardusat,2188,556,6,4,83,1,39,0,0,0,1,0,0,0,0,0,1,1,1,10,17,345,0,0,0,2,1,21,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107047,Ariniş,948,545,13,9,77,0,47,0,0,0,1,0,0,0,0,0,1,0,0,14,12,304,0,0,0,39,0,13,0,0,3,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107083,Asuaju de Sus,1120,514,7,4,95,0,36,1,0,0,0,0,0,0,0,0,0,0,0,5,11,327,0,0,0,2,0,13,0,0,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107118,Băiţa de sub Codru,1476,722,0,16,116,0,32,0,1,0,0,0,0,0,0,0,2,1,0,17,21,467,0,0,0,3,0,28,0,0,3,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107154,Băiuţ,2039,558,10,3,74,0,20,1,1,0,1,0,0,0,0,0,0,0,0,11,19,252,0,0,0,105,0,44,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107190,Băseşti,1154,424,9,11,43,0,103,0,0,0,0,0,0,0,0,0,0,1,1,6,18,172,0,0,0,2,0,51,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107234,Bicaz,866,416,12,2,83,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,13,259,0,0,0,3,0,17,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107270,Bistra,3279,973,52,12,331,1,13,2,2,0,2,99,0,0,134,2,0,1,1,8,8,256,0,0,0,4,1,15,0,1,8,11,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107314,Bârsana,3829,1152,11,17,189,1,39,2,0,0,0,8,0,0,2,0,0,0,0,10,42,753,0,0,0,7,0,23,0,0,15,28,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107350,Bocicoiu Mare,3637,820,30,9,104,0,65,0,0,0,1,103,0,0,8,0,1,3,0,17,22,360,0,0,0,29,1,23,0,0,2,32,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107403,Bogdan Vodă,2571,860,21,14,91,1,53,1,1,0,2,6,0,0,2,0,0,0,0,5,14,261,0,0,0,2,0,355,0,1,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107430,Boiu Mare,997,452,7,2,81,0,29,1,0,0,0,1,0,0,0,0,0,0,2,11,14,280,0,0,0,5,0,13,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107485,Botiza,2132,910,8,11,92,2,58,0,0,0,0,1,0,0,0,0,0,1,0,6,35,663,0,0,0,6,0,10,0,1,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107519,Budeşti,2552,881,15,8,264,0,117,1,0,0,3,0,0,0,0,0,0,0,3,12,12,402,0,0,0,2,0,18,0,0,3,15,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107546,Călineşti,2625,755,11,7,212,0,223,1,0,0,0,2,0,0,0,0,0,2,1,14,17,210,0,0,0,8,1,23,0,1,7,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107582,Cerneşti,3017,1119,20,4,331,1,65,0,0,0,0,0,0,0,1,0,0,0,0,23,40,548,0,0,0,3,0,48,0,1,2,28,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107662,Cicârlău,3385,885,17,5,230,0,77,0,0,0,1,1,0,0,0,1,2,0,1,19,20,430,0,0,0,7,0,30,0,0,0,39,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107715,Câmpulung la Tisa,2063,470,12,6,19,0,10,0,1,0,1,3,0,0,1,0,0,0,0,9,7,93,0,0,0,298,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107733,Copalnic-Mănăştur,4646,1322,25,7,476,1,80,0,1,0,1,1,0,0,2,0,0,0,1,35,54,497,0,0,0,5,0,67,0,1,3,52,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107868,Coroieni,1865,882,14,19,495,0,37,0,0,0,0,1,0,0,0,0,0,0,0,6,11,240,0,0,0,3,0,31,0,0,3,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107920,Cupşeni,2927,951,18,7,215,1,36,0,1,0,1,0,0,0,0,0,0,0,0,9,22,596,0,0,0,5,0,20,0,0,6,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_107975,Deseşti,2030,1018,23,10,359,0,174,0,2,0,1,2,0,0,0,0,0,1,0,17,17,323,0,0,0,1,0,59,0,1,3,17,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108017,Oraş Dragomiresti,1988,976,21,16,96,0,393,0,2,0,1,2,0,0,0,0,1,4,0,13,26,336,0,0,0,0,0,40,0,0,1,19,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108035,Dumbrăviţa,3716,1264,36,7,489,0,82,1,0,0,3,0,0,0,0,0,0,0,0,33,42,452,0,0,0,11,0,49,0,1,3,52,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108106,Fărcaşa,3278,951,15,10,161,0,114,0,0,0,0,3,0,0,2,0,0,0,1,13,48,492,0,0,0,9,2,19,0,0,2,54,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108151,Giuleşti,2796,1421,19,15,121,1,22,0,0,0,6,0,0,0,0,0,0,2,1,22,64,172,0,0,0,4,0,936,0,3,6,19,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108204,Ieud,3456,884,17,23,177,2,135,0,2,0,0,4,0,0,0,0,0,0,1,4,17,460,0,0,0,3,1,19,0,1,2,10,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108222,Lăpuş,3023,708,12,8,139,0,56,0,0,0,2,1,0,0,1,0,0,0,0,14,27,372,0,0,0,5,0,27,0,0,0,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108240,Leordina,1994,593,5,12,183,1,31,0,1,0,1,0,0,0,0,0,0,0,1,10,28,253,0,0,0,3,0,47,0,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108268,Mireşu Mare,3969,1356,33,9,209,1,125,1,0,0,1,0,0,0,0,0,1,0,1,44,45,800,0,0,0,6,0,37,0,0,0,37,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108348,Moisei,7462,2621,55,25,987,0,148,0,0,0,3,2,0,0,1,1,3,6,2,47,104,1139,0,0,0,2,1,29,0,0,6,50,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108366,Oarţa de Jos,996,345,2,5,75,0,28,0,0,0,0,0,0,0,0,0,0,2,0,12,11,158,0,0,0,8,0,35,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108400,Ocna Şugatag,3477,932,18,7,304,0,84,1,1,0,1,2,0,0,2,0,0,3,1,18,40,271,0,0,0,86,4,37,0,0,6,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108455,Petrova,1982,597,11,13,122,1,50,2,1,0,3,4,0,0,4,1,0,2,0,8,22,305,0,0,0,1,0,32,0,0,1,8,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108473,Poienile de Sub Munte,7305,2327,117,39,173,3,46,1,1,0,4,154,0,0,5,5,1,4,3,5,53,1625,0,0,0,22,0,30,0,0,2,24,0,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108491,Remetea Chioarului,2312,799,13,9,92,1,324,2,0,0,0,1,0,0,0,0,1,1,0,18,15,194,0,0,0,75,0,25,0,1,0,23,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108552,Remeţi,2577,669,25,7,121,1,34,0,0,0,1,108,0,0,4,0,1,1,0,8,14,259,0,0,0,38,3,32,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108598,Repedea,3584,1099,41,27,106,0,47,0,0,0,0,43,0,0,0,0,0,0,0,10,4,771,0,0,0,2,0,10,0,2,10,19,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108614,Rona de Jos,1722,567,4,4,70,0,36,0,0,0,0,11,0,0,0,0,0,0,4,13,17,362,0,0,0,2,1,31,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108632,Rona de Sus,3737,658,41,10,69,0,24,0,0,0,0,214,0,0,2,0,0,1,2,28,3,189,0,0,0,51,0,7,0,0,0,8,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108669,Rozavlea,2661,711,14,10,63,0,30,0,0,0,0,0,0,0,0,0,0,1,1,8,28,523,0,0,0,0,0,10,0,0,2,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108696,Ruscova,4345,955,52,14,323,2,26,1,2,0,5,142,0,0,3,2,3,0,2,15,18,299,0,0,0,4,0,12,0,0,1,15,0,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108712,Satulung,4699,1902,30,22,291,8,89,1,0,0,2,0,0,0,1,1,1,0,0,36,49,1230,0,0,0,21,0,48,0,0,5,61,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108794,Săcălăşeni,1922,613,20,3,99,11,42,0,0,0,1,1,0,0,0,0,0,0,0,13,24,297,0,0,0,4,0,54,0,0,3,39,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108874,Săcel,2843,912,17,19,183,1,64,0,0,0,1,2,0,0,0,0,2,0,0,47,32,494,0,0,0,1,1,17,0,0,2,14,0,5,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108892,Oraş Săliştea de Sus,4246,1178,23,18,169,1,79,0,1,0,4,1,0,0,0,0,3,2,1,23,60,644,0,0,0,5,1,24,0,1,69,39,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108918,Sălsig,1267,557,12,4,75,1,41,0,1,0,0,0,0,0,0,0,0,0,0,7,9,382,0,0,0,3,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108945,Săpânţa,2639,872,7,3,405,0,26,0,0,0,1,2,0,0,1,1,1,1,1,4,37,289,0,0,0,5,0,25,0,1,3,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_108963,Oraş Seini,7969,2708,54,11,580,0,92,2,0,0,4,0,0,0,1,1,3,2,0,26,33,1337,0,0,0,361,2,71,0,1,10,97,0,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109005,Strâmtura,3079,891,24,13,171,1,53,1,0,0,0,3,0,0,0,2,2,0,2,17,74,475,0,0,0,4,0,23,0,0,2,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109041,Suciu de Sus,3233,1464,23,15,245,4,21,0,1,0,0,1,0,0,0,1,0,0,1,12,20,1054,0,0,0,3,1,17,0,0,2,37,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109096,Şişeşti,4545,1178,24,7,435,0,78,0,0,0,0,0,0,0,1,0,0,0,0,25,50,418,0,0,0,7,0,45,0,0,7,72,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109176,Oraş Şomcuţa Mare,6438,2267,33,23,285,6,150,1,0,0,2,0,0,0,0,0,2,0,1,37,58,1461,0,0,0,30,3,79,0,0,8,85,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109265,Oraş Ulmeni,5581,2816,57,32,182,1,1107,2,1,0,3,0,0,0,0,1,2,3,1,59,89,505,0,0,0,620,5,77,0,1,2,59,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109354,Valea Chioarului,1785,914,21,11,125,2,61,0,1,0,2,0,0,0,0,2,0,1,0,18,24,548,0,0,0,10,0,26,0,0,3,55,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109425,Vima Mică,1251,450,5,6,62,0,81,0,0,0,1,0,0,0,0,0,1,0,0,13,8,244,0,0,0,2,0,15,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
