gisco_id,name,registered,turnout,invalid,blank,LFI-PRG-GRS-MRC,AR,PI-SIEL,PP (2006),LREM-MoDem-Agir-MR-UDE-AC,DR [Démocratie représentative],LP (2017),PACE,GE-MEI-MDP-UDE,DF,UDI,PS-PP-ND-PRG,PFE,MIC,DLF,AE,D19,LO,PCF,UPR,G·s,AVE,RN,NEA,PRC,EDE,ÉC,AJ,LR-LC-CPNT,LÉ,PA,ACPLI,UDLEF,UDMF
FR_31197,Franquevielle,320,147,9,5,16,0,0,0,13,0,0,0,0,0,3,11,0,0,5,0,0,2,6,0,4,0,51,0,0,0,0,0,2,17,1,2,0,0
FR_02331,Franqueville,76,58,7,3,5,0,0,0,2,0,0,0,0,0,2,4,0,0,4,0,0,1,0,0,0,0,24,0,0,0,0,0,4,0,2,0,0,0
FR_27266,Franqueville,245,124,3,3,12,0,0,1,8,0,2,0,2,0,2,1,0,0,10,0,0,2,1,1,1,0,51,0,0,0,0,4,8,7,2,3,0,0
FR_80346,Franqueville,125,55,2,3,10,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,1,2,0,0,0,17,0,0,0,0,0,2,1,3,0,0,0
FR_76475,Franqueville-Saint-Pierre,4794,2851,42,47,130,1,0,2,801,0,15,1,44,0,105,168,0,0,90,1,0,22,46,18,64,0,495,0,0,0,0,9,270,414,64,2,0,0
FR_01166,Frans,1667,896,10,17,38,0,0,3,217,0,5,0,19,0,28,29,0,0,37,0,0,9,11,6,14,0,197,0,0,2,0,5,114,122,12,1,0,0
FR_80347,Fransart,113,71,4,1,8,0,0,0,6,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,39,0,0,0,0,0,1,3,1,0,0,0
FR_80348,Fransu,125,82,1,6,8,0,0,0,12,0,0,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,6,1,5,0,0,0
FR_80349,Fransures,111,73,2,1,5,0,0,0,17,0,1,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,2,12,1,0,0,0
FR_23086,Fransèches,205,123,5,12,10,0,0,0,25,0,1,0,1,2,4,6,0,0,2,0,2,0,6,1,3,1,23,0,0,0,0,1,3,15,0,0,0,0
FR_80350,Franvillers,429,215,5,5,16,0,0,0,45,0,2,0,2,0,5,8,0,0,14,0,0,2,2,1,10,0,70,0,0,0,0,0,8,17,3,0,0,0
FR_21285,Franxault,352,183,1,2,11,0,0,0,23,0,7,0,4,0,6,1,0,0,9,0,0,1,0,2,9,0,75,0,0,0,0,0,18,9,5,0,0,0
FR_41093,Françay,228,128,7,2,7,0,0,0,17,0,2,0,1,0,6,4,0,0,6,0,0,1,0,0,4,0,42,0,0,0,0,5,10,9,3,2,0,0
FR_79128,François,733,408,11,7,22,0,0,0,105,0,1,0,16,0,8,33,0,0,10,0,0,1,4,8,20,0,49,0,0,3,0,2,27,76,5,0,0,0
FR_88182,Frapelle,164,114,3,6,7,0,0,0,10,0,2,0,0,0,2,4,0,0,3,0,0,2,0,1,1,0,45,0,0,0,0,1,11,13,2,1,0,0
FR_57233,Fraquelfing,73,31,0,1,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,10,0,0,0,0,0,8,1,1,0,0,0
FR_39237,Fraroz,52,33,0,4,5,0,0,0,7,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,1,2,3,1,0,0,0
FR_58119,Frasnay-Reugny,56,39,0,0,2,0,0,0,6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,16,0,0,0,0,0,4,5,0,0,0,0
FR_25259,Frasne,1366,634,15,15,33,0,0,0,130,0,10,0,13,1,12,38,1,0,46,0,0,3,5,1,7,0,125,0,0,0,0,5,78,80,14,2,0,0
FR_70253,Frasne-le-Château,214,110,4,5,2,0,0,0,15,0,0,0,0,0,4,6,0,0,6,0,0,0,1,0,5,0,33,0,0,0,0,3,9,15,2,0,0,0
FR_39238,Frasne-les-Meulières,105,68,2,2,4,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,3,0,5,2,4,0,11,0,0,0,0,2,3,21,0,0,0,0
FR_39240,Le Frasnois,135,84,4,1,3,0,0,0,21,0,1,0,0,0,2,3,0,0,2,0,0,0,2,0,1,0,13,0,0,0,0,0,8,19,3,1,0,0
FR_59251,Frasnoy,261,165,5,7,5,0,0,0,29,0,2,0,5,0,4,7,1,0,4,0,0,1,3,1,1,0,56,0,0,0,0,3,9,19,3,0,0,0
FR_39239,La Frasnée,39,23,1,0,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,4,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0
FR_2A119,Frasseto,165,61,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0,21,0,0,0,0,0,6,9,0,0,0,0
FR_57234,Frauenberg,457,219,4,4,4,0,0,0,53,0,4,0,1,0,9,6,0,0,12,0,0,2,0,3,3,0,66,0,0,0,0,1,19,19,9,0,0,0
FR_81095,Frausseilles,85,59,1,3,5,0,0,0,11,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,1,0,16,0,0,0,0,0,9,4,1,0,0,0
FR_10160,Fravaux,47,40,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,8,1,2,1,0,0
FR_81094,Fraissines,82,58,3,3,4,0,0,0,19,0,0,0,0,0,0,2,0,0,4,0,0,0,1,2,3,0,11,0,0,0,0,0,1,4,0,1,0,0
FR_46113,Frayssinet,276,157,8,5,19,0,0,0,15,0,2,0,2,0,5,6,0,0,2,1,0,2,4,0,5,0,45,0,0,0,0,2,19,12,3,0,0,0
FR_46114,Frayssinet-le-Gélat,329,187,7,9,15,0,0,1,23,0,0,0,3,1,2,12,0,1,3,0,0,0,10,2,9,0,49,0,0,0,0,2,13,22,3,0,0,0
FR_46115,Frayssinhes,151,85,9,0,8,0,0,0,14,0,0,0,0,0,5,6,0,0,5,0,0,1,1,0,3,0,8,0,0,1,0,1,6,17,0,0,0,0
FR_28161,Frazé,396,237,4,3,9,0,0,1,48,0,0,0,2,0,8,5,0,0,18,0,0,1,5,6,4,1,69,0,0,0,0,2,33,18,0,0,0,0
FR_88183,Frebécourt,290,162,7,7,4,0,0,2,26,0,1,0,2,0,4,9,0,0,15,0,0,0,2,0,4,0,58,0,0,0,0,0,3,16,2,0,0,0
FR_05058,Freissinières,177,94,2,4,6,0,0,0,14,0,2,0,0,0,2,7,0,0,4,0,0,0,1,1,1,0,12,0,0,0,0,1,11,22,3,1,0,0
FR_57235,Freistroff,846,438,50,8,10,0,0,0,45,0,8,0,3,0,11,16,0,0,26,0,1,7,1,6,13,0,173,0,0,0,0,4,10,36,10,0,0,0
FR_15072,Freix-Anglards,189,102,3,4,3,0,0,0,19,0,0,0,1,0,6,1,0,0,6,0,0,0,2,3,4,0,22,0,0,1,0,1,16,8,2,0,0,0
FR_59252,Frelinghien,1892,1169,10,22,45,0,0,2,293,0,15,0,16,0,25,59,0,0,41,0,0,6,12,4,21,0,276,0,0,1,0,10,121,159,30,1,0,0
FR_88184,Fremifontaine,379,208,6,7,5,0,0,0,26,0,2,0,3,0,7,12,0,0,22,0,0,1,7,3,4,0,65,0,0,0,0,0,13,15,10,0,0,0
FR_62354,Frencq,637,327,21,20,11,0,0,0,81,0,4,0,5,0,9,11,0,0,14,0,0,0,5,1,4,0,72,0,0,0,0,2,45,15,5,2,0,0
FR_88185,Frenelle-la-Grande,103,76,2,4,1,0,0,0,9,0,0,0,0,0,1,3,0,0,2,0,0,0,6,1,2,0,33,0,0,0,0,0,2,4,6,0,0,0
FR_88186,Frenelle-la-Petite,40,25,1,2,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,3,1,0,0
FR_27070,Boisemont,1208,698,24,9,45,0,0,0,96,0,7,0,10,0,14,21,1,0,31,1,1,7,9,10,15,2,302,0,0,2,0,3,37,28,20,3,0,0
FR_76282,Freneuse,729,466,7,8,22,0,0,0,96,0,1,0,11,0,16,19,5,2,11,0,2,0,18,6,17,0,105,0,0,1,0,0,33,65,19,2,0,0
FR_78255,Freneuse,2816,1285,40,29,93,0,0,1,238,0,8,0,22,0,28,46,0,0,61,0,0,7,33,19,29,3,359,0,0,0,0,8,83,126,45,2,1,4
FR_27267,Freneuse-sur-Risle,312,185,13,4,12,0,0,0,30,0,1,0,4,0,3,3,0,0,10,0,0,1,1,1,2,0,60,0,0,0,0,3,12,22,3,0,0,0
FR_73119,Freney,85,47,1,0,2,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,10,0,0,0,0,3,6,7,2,0,0,0
FR_76283,Fresles,176,109,3,1,6,0,0,0,20,0,0,0,2,0,4,4,0,0,6,0,0,2,1,0,5,0,38,0,0,0,0,1,8,8,0,0,0,0
FR_10161,Fresnay,45,30,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,9,1,0,1,0,0
FR_28164,Fresnay-lÉvêque,457,258,7,4,15,0,0,0,33,0,1,0,1,0,1,13,0,0,16,0,0,1,5,6,4,0,85,0,0,0,0,3,37,19,7,0,0,0
FR_28162,Fresnay-le-Comte,246,133,5,6,2,0,0,0,23,0,3,0,2,0,5,1,0,0,11,0,0,0,0,0,2,0,34,0,0,0,0,2,27,7,3,0,0,0
FR_28163,Fresnay-le-Gilmert,171,89,6,1,1,0,0,0,15,0,0,0,1,0,1,3,0,0,2,0,0,1,1,0,4,0,20,0,0,0,0,0,14,16,3,0,0,0
FR_76284,Fresnay-le-Long,276,156,6,2,4,0,0,0,31,0,4,0,0,0,2,10,0,0,12,0,0,0,1,0,9,0,52,0,0,0,0,1,8,11,3,0,0,0
FR_61180,Fresnay-le-Samson,87,63,3,7,5,0,0,0,11,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,2,0,17,0,0,0,0,0,9,1,2,0,0,0
FR_72138,Fresnay-sur-Sarthe,2195,1140,51,54,52,0,0,0,177,0,8,0,24,2,18,59,0,0,28,0,0,11,15,8,30,0,333,0,0,1,0,7,150,89,21,2,0,0
FR_27269,Fresne-Cauverville,157,97,4,4,9,0,0,0,15,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,37,0,0,0,0,0,11,8,2,0,0,0
FR_60257,Fresne-Léguillon,309,141,2,4,7,0,0,0,33,0,2,0,0,0,5,0,0,0,3,0,0,1,0,2,1,0,48,0,0,0,0,1,17,11,4,0,0,0
FR_70255,Fresne-Saint-Mamès,424,234,7,7,9,1,0,0,26,0,3,0,2,0,5,10,0,0,20,0,0,3,0,2,5,0,101,0,0,1,0,2,11,14,1,4,0,0
FR_76285,Fresne-le-Plan,485,259,2,6,7,0,0,0,58,0,4,0,4,0,11,10,0,0,19,0,1,0,5,2,5,0,62,0,0,0,0,3,20,30,9,1,0,0
FR_02333,Fresnes,107,63,0,3,2,0,0,0,4,0,0,0,5,0,0,1,0,0,3,0,0,2,3,0,0,0,29,0,0,0,0,1,4,4,2,0,0,0
FR_21287,Fresnes,143,93,1,5,6,0,0,0,12,0,2,0,2,0,2,5,0,0,5,0,0,1,3,2,3,0,29,0,0,0,0,0,10,5,0,0,0,0
FR_41094,Fresnes,964,541,13,18,42,1,0,0,94,0,5,0,5,0,15,25,0,0,45,0,1,1,7,5,16,0,137,0,0,2,0,2,43,52,12,0,0,0
FR_89183,Fresnes,64,37,3,0,4,0,0,0,3,0,0,0,1,0,3,1,0,0,2,0,0,0,0,1,1,0,13,0,0,0,0,0,3,2,0,0,0,0
FR_94034,Fresnes,14907,6783,72,108,488,1,1,24,1601,4,20,1,161,1,173,536,4,0,174,1,0,45,216,96,319,0,808,0,0,4,0,35,414,1210,173,10,5,78
FR_80353,Fresnes-Mazancourt,90,47,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,23,0,0,0,0,0,6,5,0,0,0,0
FR_80354,Fresnes-Tilloloy,119,77,4,4,3,0,0,1,15,0,1,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,2,5,0,0,0,0
FR_55197,Fresnes-au-Mont,129,65,3,2,4,0,0,0,5,0,1,0,1,0,0,2,0,0,3,0,0,0,2,0,2,0,21,0,0,0,0,1,10,5,3,0,0,0
FR_57238,Fresnes-en-Saulnois,155,87,3,2,2,0,0,0,15,0,0,0,1,0,5,2,0,0,5,0,0,2,1,1,1,0,29,0,0,0,0,0,9,9,0,0,0,0
FR_02332,Fresnes-en-Tardenois,185,120,5,2,6,1,0,0,14,0,0,0,1,0,6,1,0,0,3,0,0,1,2,1,3,0,50,0,0,0,0,3,5,11,5,0,0,0
FR_55198,Fresnes-en-Woëvre,506,258,5,5,7,0,0,0,59,0,3,0,3,0,3,12,0,0,12,0,0,0,4,0,4,0,77,0,0,0,0,1,23,27,12,1,0,0
FR_62355,Fresnes-lès-Montauban,412,264,8,7,7,0,0,0,59,0,1,0,3,0,8,5,1,0,20,0,0,0,1,1,3,0,86,0,0,0,0,3,15,26,10,0,0,0
FR_52208,Fresnes-sur-Apance,127,81,1,7,1,0,0,1,21,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,0,2,10,5,4,1,0,0
FR_59253,Fresnes-sur-Escaut,5034,2356,38,64,185,0,0,0,224,0,30,1,28,2,33,51,3,0,64,0,0,27,173,18,40,0,1087,0,0,3,0,12,69,136,67,1,0,0
FR_77196,Fresnes-sur-Marne,540,278,2,10,13,0,0,0,48,0,2,0,10,0,3,9,0,0,12,0,0,0,4,6,11,0,78,0,0,1,0,0,24,37,8,0,0,0
FR_80355,Fresneville,83,54,1,1,3,0,0,0,9,0,0,0,1,0,4,0,0,0,5,0,0,0,1,0,0,1,20,0,0,0,0,0,3,3,2,0,0,0
FR_27271,Fresney,251,118,0,4,3,0,0,0,14,0,1,0,2,0,8,0,0,0,9,0,0,4,2,0,0,0,49,0,0,1,0,2,7,11,0,1,0,0
FR_14290,Fresney-le-Puceux,564,324,8,5,31,0,0,1,39,0,3,0,8,0,5,27,0,0,17,0,0,3,6,6,16,0,70,0,0,0,0,4,26,48,1,0,0,0
FR_14291,Fresney-le-Vieux,187,131,1,12,3,0,0,0,17,0,1,0,0,0,4,7,0,0,11,0,0,1,0,2,4,0,34,0,0,0,0,0,13,19,0,2,0,0
FR_62356,Fresnicourt-le-Dolmen,646,398,12,16,26,0,0,0,48,0,2,0,5,0,12,21,0,0,6,0,0,5,9,3,9,0,156,0,0,0,0,2,19,30,15,2,0,0
FR_60258,Fresnières,118,62,4,3,5,0,0,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,1,0,1,0,26,0,0,0,0,1,2,4,1,1,0,0
FR_54212,Fresnois-la-Montagne,292,161,4,2,9,0,0,1,28,0,0,0,0,0,4,5,0,0,6,0,0,0,1,0,8,0,47,0,0,0,0,2,16,26,1,1,0,0
FR_62357,Fresnoy,57,36,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,7,0,1,0,0,0
FR_80356,Fresnoy-Andainville,81,51,1,3,4,0,0,0,9,0,0,0,1,0,2,3,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,1,3,3,0,0,0,0
FR_76286,Fresnoy-Folny,511,325,16,6,18,0,0,0,33,0,2,0,3,0,4,8,0,0,7,0,0,3,3,2,7,0,166,0,0,0,0,2,20,16,9,0,0,0
FR_80357,Fresnoy-au-Val,198,108,2,4,2,0,0,0,16,0,0,0,0,0,3,1,0,0,6,0,0,0,1,4,4,0,37,0,0,0,0,0,10,15,3,0,0,0
FR_80358,Fresnoy-en-Chaussée,92,58,0,1,0,0,0,0,10,0,1,0,1,0,0,4,0,0,7,0,0,0,0,2,0,0,28,0,0,0,0,0,1,2,1,0,0,0
FR_62358,Fresnoy-en-Gohelle,192,130,3,4,2,0,0,0,13,0,5,0,1,0,0,5,0,0,7,0,0,0,5,4,2,0,40,0,0,0,0,0,24,12,3,0,0,0
FR_60259,Fresnoy-en-Thelle,667,381,10,9,20,0,0,0,53,0,3,1,16,0,24,11,0,0,25,0,0,0,5,5,15,0,110,0,0,1,0,5,29,25,14,0,0,0
FR_60260,Fresnoy-la-Rivière,502,243,4,7,11,0,0,0,31,0,5,0,6,0,5,8,0,0,8,0,0,0,0,11,5,0,81,0,0,2,0,0,21,23,15,0,0,0
FR_10162,Fresnoy-le-Château,232,153,8,4,3,0,0,0,23,0,0,0,2,0,1,10,0,0,4,0,0,0,3,0,4,0,58,0,0,0,0,0,17,13,3,0,0,0
FR_02334,Fresnoy-le-Grand,2054,1054,43,49,81,0,0,0,134,0,13,1,19,0,18,46,0,0,31,0,0,7,14,9,30,0,429,0,0,1,0,4,55,49,20,1,0,0
FR_60261,Fresnoy-le-Luat,357,211,8,5,6,0,0,0,42,0,2,0,4,0,4,15,0,0,15,2,0,3,2,4,4,0,51,0,0,0,0,0,24,15,5,0,0,0
FR_80359,Fresnoy-lès-Roye,209,128,3,4,5,0,0,0,30,0,0,0,0,0,5,5,0,0,3,0,0,0,2,1,3,0,47,0,0,0,0,1,8,8,3,0,0,0
FR_14289,Fresné-la-Mère,409,236,11,6,11,0,0,0,30,0,6,0,2,0,11,7,0,0,16,0,0,0,6,4,7,0,81,0,0,0,0,0,8,27,3,0,0,0
FR_47105,Frespech,215,134,8,3,7,0,0,0,15,0,0,0,5,0,4,5,0,0,5,0,0,0,4,0,3,0,43,0,0,1,0,0,7,21,2,1,0,0
FR_76287,Fresquiennes,809,485,11,15,39,0,0,0,97,0,1,0,12,0,8,23,0,0,25,0,0,4,6,4,7,0,133,0,0,0,0,3,36,47,13,1,0,0
FR_30119,Fressac,139,93,1,1,4,0,0,0,25,0,0,0,4,0,1,1,0,0,3,0,0,0,1,2,2,0,20,0,0,0,0,0,7,19,1,1,0,0
FR_59254,Fressain,679,397,13,14,38,0,0,0,52,0,6,0,4,0,9,9,0,0,13,0,0,5,14,8,8,0,145,1,0,0,0,1,9,36,10,2,0,0
FR_02335,Fressancourt,164,82,0,2,4,0,0,0,9,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0,47,0,0,0,0,1,1,9,2,0,0,0
FR_70256,Fresse,582,313,6,10,23,0,0,0,35,0,3,0,5,0,5,15,0,0,14,0,2,7,10,8,4,0,105,0,0,0,0,3,26,23,9,0,0,0
FR_88188,Fresse-sur-Moselle,1434,731,31,37,45,0,1,0,77,0,14,0,11,0,10,27,0,0,43,0,0,13,13,11,23,0,238,0,0,1,0,8,50,62,14,2,0,0
FR_23087,Fresselines,478,271,11,6,23,0,0,0,56,0,3,0,1,0,12,17,0,0,11,0,0,2,10,4,8,0,48,0,0,0,0,2,22,29,4,2,0,0
FR_80360,Fressenneville,1776,1013,28,45,175,0,0,0,139,0,2,0,4,1,9,39,0,0,39,1,0,8,64,3,16,4,317,0,0,2,0,4,38,60,13,2,0,0
FR_59255,Fressies,424,219,4,2,17,0,0,0,29,0,1,0,5,0,7,9,0,0,8,0,0,3,10,1,3,0,93,0,0,0,0,1,11,8,6,1,0,0
FR_62359,Fressin,419,277,13,4,13,0,0,0,41,0,4,0,0,0,10,10,0,0,18,0,0,2,9,2,6,0,87,0,0,0,0,2,29,21,6,0,0,0
FR_79129,Fressines,1264,697,11,11,44,0,0,0,166,0,2,0,38,0,16,59,0,0,18,0,0,12,5,1,53,0,90,0,0,0,0,4,25,127,14,1,0,0
FR_50194,Fresville,296,166,2,1,10,0,0,0,39,0,1,0,1,0,0,6,0,0,5,0,0,0,3,0,5,0,54,0,0,0,0,2,19,16,2,0,0,0
FR_70257,Fretigney-et-Velloreille,532,292,8,4,14,0,0,0,48,0,3,0,9,0,6,12,0,0,10,0,0,0,0,4,6,0,108,0,0,0,0,4,15,29,9,3,0,0
FR_59256,Fretin,2528,1400,40,34,82,0,0,1,282,0,10,0,24,0,45,115,0,0,51,0,0,7,18,4,59,1,274,0,0,1,0,4,70,223,52,3,0,0
FR_80361,Frettecuisse,58,37,2,3,5,0,0,0,9,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,2,0,0,0,0
FR_80362,Frettemeule,237,111,6,2,15,0,0,0,7,0,0,0,1,0,0,2,0,0,7,0,0,1,1,0,6,0,46,0,0,0,0,0,10,3,3,1,0,0
FR_71207,Fretterans,229,153,5,7,11,0,0,0,18,0,2,0,1,0,3,0,0,0,8,0,0,0,0,0,3,1,60,0,0,1,0,0,27,3,1,2,0,0
FR_76288,Freulleville,250,139,2,3,6,0,0,0,19,0,2,0,2,0,4,8,0,0,4,0,1,1,0,0,3,0,57,0,0,0,0,1,5,20,1,0,0,0
FR_57239,Freybouse,346,175,3,9,6,0,0,0,20,0,5,0,1,0,6,9,0,0,12,0,0,1,2,1,3,0,54,0,0,1,0,2,24,10,3,1,0,2
FR_43097,Freycenet-la-Cuche,127,77,2,3,0,0,0,0,8,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,16,0,0,0,0,1,34,7,0,0,0,0
FR_43098,Freycenet-la-Tour,119,74,2,3,6,0,0,0,13,0,0,0,1,0,2,4,0,0,2,0,0,3,3,0,2,0,7,0,0,0,0,0,15,8,3,0,0,0
FR_09126,Freychenet,95,61,1,1,8,0,0,0,9,0,1,0,3,0,1,4,0,0,1,0,0,0,0,3,1,0,12,0,0,0,0,1,3,12,0,0,0,0
FR_57240,Freyming-Merlebach,8714,3867,81,63,240,0,0,6,447,0,104,0,35,1,50,190,6,0,159,0,0,54,60,56,76,0,1598,0,0,3,1,40,222,255,105,13,0,2
FR_07092,Freyssenet,55,42,1,0,3,0,0,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,11,2,0,0,0,0
FR_28166,Friaize,199,104,3,5,4,0,1,0,7,0,0,0,2,0,1,3,2,0,7,0,0,2,1,2,1,0,43,0,0,0,0,1,10,5,2,2,0,0
FR_80364,Friaucourt,574,336,22,18,26,0,0,0,53,0,1,1,1,0,9,13,0,0,11,0,0,1,9,2,6,1,101,0,0,0,0,3,26,11,19,2,0,0
FR_54213,Friauville,299,161,4,1,13,0,0,1,26,0,4,0,3,0,4,6,0,0,7,0,0,0,6,1,6,0,50,0,0,0,0,3,11,9,6,0,0,0
FR_57241,Fribourg,133,72,1,1,1,0,0,0,10,0,1,0,0,0,2,0,0,0,12,0,0,0,1,0,2,0,21,0,0,0,0,2,12,3,2,1,0,0
FR_80365,Fricamps,126,70,2,2,10,0,0,0,8,0,0,0,1,0,2,2,0,8,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,7,1,0,0,0
FR_76290,Frichemesnil,353,196,7,6,12,0,0,0,29,0,0,0,8,0,4,8,0,0,6,0,0,0,9,2,4,0,43,0,0,0,0,0,9,43,6,0,0,0
FR_80366,Fricourt,343,215,6,10,10,0,0,0,38,0,2,0,2,0,12,7,0,0,15,0,0,1,3,0,6,0,71,0,0,0,0,1,14,13,4,0,0,0
FR_15073,Fridefont,82,45,3,1,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,21,3,0,0,0,0
FR_67145,Friedolsheim,193,116,0,3,2,0,0,0,33,0,1,0,4,0,3,3,0,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,16,10,7,0,0,0
FR_68098,Friesen,520,300,10,15,20,0,0,0,44,0,8,0,9,0,11,8,0,0,23,0,0,1,0,4,2,0,79,0,0,0,0,1,27,32,6,0,0,0
FR_67146,Friesenheim,547,309,10,11,15,0,0,0,42,0,2,0,2,0,8,6,2,0,21,0,0,1,5,7,4,0,105,0,0,0,0,2,25,40,0,1,0,0
FR_51262,Frignicourt,1439,744,22,12,27,0,0,0,149,0,6,0,4,0,11,39,0,0,38,0,0,10,7,11,13,0,263,0,0,0,0,4,56,52,19,1,0,0
FR_80367,Frise,154,99,3,1,6,0,0,0,14,0,0,0,0,0,3,3,0,0,9,0,0,2,1,1,0,0,39,0,0,0,0,1,8,5,3,0,0,0
FR_80368,Friville-Escarbotin,3515,1787,68,80,184,0,0,1,236,0,11,1,6,0,40,58,0,4,57,0,0,32,86,12,40,2,642,0,0,1,0,6,76,98,44,2,0,0
FR_88190,Frizon,378,206,7,5,8,0,0,0,39,0,3,0,3,0,4,8,0,0,21,0,0,2,4,3,3,0,46,0,0,0,0,0,16,26,8,0,0,0
FR_02336,Frières-Faillouël,763,414,13,20,23,0,0,0,48,0,3,0,3,0,4,11,0,0,16,0,0,7,4,3,12,0,185,0,0,2,0,3,16,30,10,1,0,0
FR_76291,Froberville,932,507,10,16,24,0,0,0,65,0,6,0,7,0,17,27,0,0,23,0,0,11,6,7,16,0,175,0,0,1,0,3,27,47,17,2,0,0
FR_60264,Frocourt,349,222,1,12,9,0,0,0,42,0,1,0,1,0,13,8,0,0,6,0,0,1,2,4,4,0,55,0,0,2,0,0,20,38,3,0,0,0
FR_68099,Froeningen,603,335,10,3,2,0,0,0,95,0,4,0,10,0,6,15,1,0,17,1,0,1,1,5,5,0,70,0,0,0,0,1,34,35,17,2,0,0
FR_67147,Froeschwiller,435,215,7,13,8,0,0,0,27,0,4,0,9,0,9,7,0,0,13,0,0,2,2,1,0,0,60,0,0,0,0,4,25,20,4,0,0,0
FR_38175,Froges,2603,1199,8,21,71,0,0,0,258,0,7,0,19,0,36,66,2,0,43,0,0,7,41,19,59,0,268,0,0,1,1,6,62,174,28,1,0,1
FR_80369,Frohen-sur-Authie,164,110,4,7,7,0,0,0,21,0,3,0,0,0,3,0,0,0,4,0,0,1,3,1,2,1,36,0,0,0,0,3,10,0,4,0,0,0
FR_67148,Frohmuhl,150,101,0,1,5,0,0,0,11,0,1,0,4,0,5,4,1,0,7,0,1,5,1,3,0,0,21,0,0,0,0,0,10,14,6,1,0,0
FR_70258,Froideconche,1494,872,39,20,37,0,0,0,142,0,6,0,14,0,25,30,0,0,39,1,0,13,8,12,14,0,306,0,0,1,0,6,70,67,15,7,0,0
FR_90051,Froidefontaine,348,185,8,4,5,0,0,0,38,0,3,0,2,0,2,7,0,0,4,0,0,3,2,1,4,0,68,0,0,0,0,1,18,10,4,1,0,0
FR_02337,Froidestrées,154,89,1,5,10,0,0,0,12,0,0,0,1,0,0,6,0,0,3,0,0,1,0,1,3,0,38,0,0,0,0,0,4,3,0,1,0,0
FR_70259,Froideterre,331,190,6,2,12,0,0,0,14,0,1,0,2,0,4,8,0,0,4,0,0,0,9,2,2,0,88,0,0,0,0,2,13,17,3,1,0,0
FR_25261,Froidevaux,66,48,0,1,8,0,0,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,17,0,0,0,0,0,9,4,0,0,0,0
FR_85095,Froidfond,1197,590,19,17,23,0,0,0,124,0,2,0,17,0,15,23,0,0,29,0,1,3,3,10,13,0,164,0,0,0,0,7,50,59,8,3,0,0
FR_02338,Froidmont-Cohartille,189,98,2,7,6,0,0,0,15,0,2,0,0,0,1,4,0,0,5,0,0,1,0,2,0,0,32,0,0,0,0,0,10,11,0,0,0,0
FR_55199,Froidos,84,50,0,2,4,0,0,0,5,0,0,0,0,0,1,3,0,0,1,0,0,3,1,0,2,0,13,0,0,0,0,0,4,6,4,1,0,0
FR_60265,Froissy,745,410,16,6,13,0,0,0,52,0,4,0,7,0,11,15,0,0,13,0,0,4,5,4,11,0,177,0,0,1,0,1,31,27,10,2,0,0
