gisco_id,name,registered,turnout,invalid,blank,LFI-PRG-GRS-MRC,AR,PI-SIEL,PP (2006),LREM-MoDem-Agir-MR-UDE-AC,DR [Démocratie représentative],LP (2017),PACE,GE-MEI-MDP-UDE,DF,UDI,PS-PP-ND-PRG,PFE,MIC,DLF,AE,D19,LO,PCF,UPR,G·s,AVE,RN,NEA,PRC,EDE,ÉC,AJ,LR-LC-CPNT,LÉ,PA,ACPLI,UDLEF,UDMF
FR_64001,Aast,171,106,2,3,6,0,0,0,20,0,1,0,2,0,4,7,0,0,2,0,0,0,0,1,10,0,15,0,0,0,0,1,15,13,3,1,0,0
FR_55001,Abainville,245,151,5,8,7,0,0,0,19,0,0,0,2,0,4,5,0,0,5,0,0,4,3,2,1,0,51,0,0,0,0,1,16,9,8,1,0,0
FR_59001,Abancourt,367,236,7,9,12,0,0,0,46,0,0,0,3,0,8,11,0,0,9,0,0,4,5,1,7,0,56,0,0,0,0,1,19,27,10,1,0,0
FR_60001,Abancourt,432,240,8,10,11,0,0,0,29,0,3,0,2,0,6,6,0,0,18,0,0,4,2,1,2,0,114,0,0,0,0,0,14,6,4,0,0,0
FR_54001,Abaucourt,233,128,7,4,6,0,0,0,10,0,2,0,1,0,2,13,0,0,12,0,0,1,5,2,3,0,41,0,0,0,0,0,7,9,3,0,0,0
FR_55002,Abaucourt-Hautecourt,84,52,4,1,5,0,0,0,8,0,1,0,0,0,0,2,0,0,6,0,0,0,2,0,0,0,16,0,0,0,0,0,4,3,0,0,0,0
FR_25001,Abbans-Dessous,185,115,2,1,11,0,0,0,14,0,0,0,1,0,2,6,0,0,9,0,0,1,1,3,3,0,26,0,0,0,0,0,8,26,0,1,0,0
FR_25002,Abbans-Dessus,285,170,5,2,11,0,0,0,25,0,1,0,10,0,5,11,0,0,11,0,0,0,0,1,6,0,27,0,0,0,0,2,18,31,4,0,0,0
FR_44001,Abbaretz,1461,710,35,46,46,0,0,0,139,0,9,0,14,0,26,36,1,0,24,0,0,8,4,4,20,0,117,0,0,0,0,4,63,100,10,4,0,0
FR_60002,Abbecourt,660,338,9,8,16,0,0,0,55,0,2,0,4,0,12,7,0,0,12,0,0,3,4,3,11,0,106,0,0,0,0,4,31,44,6,1,0,0
FR_25003,Abbenans,269,153,4,4,6,0,0,0,16,0,0,0,1,0,3,10,0,0,6,0,1,3,4,1,4,0,63,0,0,0,0,2,5,15,4,1,0,0
FR_80001,Abbeville,17670,8426,309,212,895,4,0,1,1586,0,62,15,114,1,168,331,0,9,284,3,0,64,144,60,194,10,2612,0,0,11,0,49,439,564,259,25,0,1
FR_60003,Abbeville-Saint-Lucien,449,259,12,8,12,0,0,0,39,0,0,0,8,0,10,6,0,0,6,0,0,2,3,3,8,0,93,0,0,0,0,0,24,18,7,0,0,0
FR_02001,Abbécourt,394,211,8,7,11,0,0,0,20,0,6,0,5,0,1,3,0,0,7,0,0,3,3,1,6,0,109,0,0,0,0,0,9,11,1,0,0,0
FR_91001,Abbéville-la-Rivière,212,131,1,3,2,0,0,0,12,0,0,0,7,0,3,1,0,0,9,0,0,0,3,5,0,0,46,0,0,1,0,1,22,6,8,1,0,0
FR_54002,Abbéville-lès-Conflans,186,111,1,5,9,0,0,1,22,0,1,0,0,0,2,9,0,0,8,0,0,0,3,2,6,0,20,0,0,0,0,2,9,10,1,0,0,0
FR_25004,Abbévillers,810,370,12,19,19,0,0,0,50,0,5,0,5,0,5,18,0,0,26,0,0,5,3,3,9,0,125,0,0,0,0,6,15,31,13,1,0,0
FR_34001,Abeilhan,1364,754,16,23,41,0,0,0,114,0,8,0,5,0,17,32,0,0,27,3,0,4,16,7,11,0,299,0,0,0,0,9,42,64,16,0,0,0
FR_70001,Abelcourt,245,143,12,3,2,0,0,0,15,0,0,0,6,0,4,4,0,0,5,0,0,0,2,0,2,0,62,0,0,2,0,0,13,8,3,0,0,0
FR_39001,Abergement-la-Ronce,625,350,9,7,24,0,0,1,42,0,1,0,7,0,5,21,0,0,28,3,0,6,6,5,10,0,113,0,0,0,0,2,26,25,9,0,0,0
FR_39002,Abergement-le-Grand,39,24,3,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,7,0,0,0,0,0,1,4,0,0,0,0
FR_39003,Abergement-le-Petit,39,32,0,0,3,0,0,0,11,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,1,4,0,0,0,0
FR_39004,Abergement-lès-Thésy,54,31,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,9,2,0,0,0,0
FR_FRZZCI,Citizens of France living in Côte d'Ivoire,11183,1338,10,6,57,0,0,1,503,0,3,1,38,0,27,99,0,0,37,0,0,1,12,22,33,0,137,0,0,0,0,4,126,205,13,3,0,0
FR_64003,Abidos,201,105,0,7,12,0,0,0,15,0,1,0,2,0,2,9,0,0,2,0,0,0,2,0,3,0,25,0,0,0,0,2,7,13,3,0,0,0
FR_37001,Abilly,824,448,18,16,29,0,0,0,76,0,8,0,6,0,26,9,0,0,13,0,0,4,6,10,13,0,128,0,0,0,0,7,18,46,15,0,0,0
FR_64004,Abitain,95,71,7,0,3,0,0,0,6,0,0,0,1,0,3,1,0,0,7,0,0,2,4,2,2,0,13,0,0,0,0,0,11,6,1,2,0,0
FR_24001,Abjat-sur-Bandiat,464,254,5,16,22,0,0,0,39,0,2,1,2,0,5,14,0,0,6,0,0,0,8,0,14,0,58,0,0,2,0,1,23,28,7,1,0,0
FR_62001,Ablain-Saint-Nazaire,1427,893,35,26,51,0,0,0,154,0,4,0,10,0,30,37,1,0,49,0,0,3,16,3,39,0,206,0,0,0,0,2,65,136,24,2,0,0
FR_80002,Ablaincourt-Pressoir,184,115,2,8,4,0,0,0,17,0,1,0,2,0,3,1,0,0,4,0,0,0,3,1,4,0,49,0,0,0,0,0,9,2,5,0,0,0
FR_62002,Ablainzevelle,184,106,4,5,6,0,0,0,19,0,2,0,2,0,1,2,0,0,8,0,0,2,3,0,2,0,38,0,0,0,0,0,4,6,2,0,0,0
FR_51001,Ablancourt,134,66,2,1,7,0,0,0,4,0,0,0,2,0,1,1,0,0,3,0,0,0,0,1,1,0,28,0,0,0,0,0,10,5,0,0,0,0
FR_95002,Ableiges,718,451,9,8,22,0,0,0,82,0,3,0,5,0,24,27,0,0,23,0,1,7,10,7,4,0,111,0,0,0,0,2,27,68,11,0,0,0
FR_78003,Ablis,2345,1269,30,38,72,1,0,0,270,0,1,0,23,0,41,70,1,0,62,0,0,11,26,20,50,0,278,0,0,0,0,6,94,139,32,4,0,0
FR_14001,Ablon,952,547,7,12,28,0,0,0,111,0,4,2,12,0,20,20,1,0,28,0,0,7,7,5,12,0,161,0,0,0,0,9,36,55,9,1,0,0
FR_94001,Ablon-sur-Seine,3023,1479,10,32,97,0,0,3,315,0,9,1,34,0,27,61,0,7,60,0,0,13,33,23,54,0,324,0,0,2,0,8,124,200,39,2,1,0
FR_54003,Aboncourt,98,55,1,1,1,0,0,0,8,0,0,0,0,0,6,0,0,0,7,0,0,0,2,0,0,0,22,0,0,0,0,0,6,0,1,0,0,0
FR_57001,Aboncourt,257,111,1,3,11,0,0,0,9,0,0,0,3,0,1,7,1,0,8,1,0,2,1,1,9,0,36,0,0,0,0,4,3,8,2,0,0,0
FR_70002,Aboncourt-Gesincourt,182,89,1,1,3,0,0,0,24,0,0,0,1,0,2,4,0,0,2,0,0,0,1,0,4,0,21,0,0,0,0,0,10,13,2,0,0,0
FR_57002,Aboncourt-sur-Seille,59,33,1,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,0,0,9,1,0,0,0
FR_74001,Abondance,1169,593,17,19,12,0,0,0,92,0,10,0,7,0,13,13,0,0,30,0,0,2,10,9,12,0,152,0,0,1,0,1,110,73,8,2,0,0
FR_28001,Abondant,1546,830,4,10,41,0,0,1,205,0,5,0,18,0,21,22,0,0,31,2,2,8,8,7,34,0,231,0,0,0,0,10,63,84,22,1,0,0
FR_64005,Abos,472,300,10,18,11,0,0,1,67,0,1,0,0,0,3,33,0,0,8,0,0,2,5,3,10,0,58,0,0,4,0,1,28,31,5,1,0,0
FR_FRZZAE,Citizens of France living in United Arab Emirates,13760,3032,20,18,62,0,0,2,1394,0,2,0,51,0,73,92,0,0,41,0,1,2,8,78,61,0,278,0,0,0,1,3,409,411,15,5,1,4
FR_42001,Aboën,326,188,1,4,11,0,0,0,29,0,2,0,3,0,4,6,1,0,11,0,0,1,4,1,3,0,58,0,0,0,0,1,15,28,5,0,0,0
FR_57003,Abreschviller,1065,553,10,16,18,0,0,1,99,0,6,0,8,0,11,19,1,0,44,0,0,4,10,6,16,0,162,0,0,2,0,2,55,49,14,0,0,0
FR_03001,Abrest,2120,1136,38,36,64,0,0,0,225,0,9,0,25,0,37,45,0,0,37,0,1,8,39,9,23,0,311,0,0,1,0,6,87,95,38,2,0,0
FR_05001,Abriès,351,228,4,4,38,0,0,0,47,0,1,0,9,0,2,13,0,0,6,0,0,1,6,4,5,0,29,0,0,2,0,0,11,41,0,4,0,1
FR_59002,Abscon,2852,1547,30,31,116,0,0,0,172,0,28,1,15,0,19,58,3,0,31,3,0,22,86,24,21,1,696,0,0,1,0,9,41,98,41,0,0,0
FR_FRZZNG,Citizens of France living in Nigeria,794,238,1,1,3,0,0,0,95,0,0,1,3,0,8,6,0,0,7,0,0,0,3,4,10,0,20,0,0,0,0,1,33,40,2,0,0,0
FR_16001,Abzac,355,200,9,6,7,0,0,0,50,0,0,0,1,0,7,10,0,0,2,0,0,3,2,0,4,0,70,0,0,0,0,1,15,9,3,1,0,0
FR_33001,Abzac,1492,720,10,26,40,0,0,0,104,0,3,0,17,0,7,40,0,0,15,0,0,12,19,5,14,0,268,0,0,2,0,5,37,74,16,6,0,0
FR_64002,Abère,116,79,4,3,2,0,0,0,19,0,1,0,1,0,2,6,0,0,6,0,0,1,2,0,2,0,15,0,0,0,0,0,7,4,4,0,0,0
FR_25005,Accolans,80,56,3,1,2,0,0,0,5,0,1,0,0,0,1,1,0,0,3,0,0,0,2,1,4,0,21,0,0,0,0,1,3,4,2,1,0,0
FR_07001,Accons,346,206,4,7,5,0,0,0,41,0,4,0,4,0,9,7,0,0,14,0,0,0,6,4,5,0,38,0,0,0,0,0,29,22,6,1,0,0
FR_64006,Accous,405,230,1,13,27,0,0,0,48,0,1,0,2,0,2,19,0,0,5,0,0,1,13,3,10,0,22,0,0,1,0,1,11,49,1,0,0,0
FR_FRZZGH,Citizens of France living in Ghana,668,181,2,2,8,0,0,0,66,0,0,0,6,0,3,12,0,0,1,0,0,1,0,1,5,0,13,0,0,0,0,1,19,39,2,0,0,0
FR_57004,Achain,70,47,0,0,3,0,0,0,8,0,0,0,0,0,1,1,0,0,8,0,0,0,2,0,1,0,15,0,0,0,0,0,3,4,1,0,0,0
FR_57006,Achen,802,379,14,18,20,0,0,0,54,0,2,0,5,0,12,8,1,0,41,0,0,5,5,1,5,0,120,0,0,1,0,4,16,38,9,0,0,0
FR_67001,Achenheim,1793,960,15,30,24,0,0,0,272,0,4,0,19,0,27,36,2,0,42,0,0,6,6,7,15,0,195,0,0,0,0,3,89,143,21,4,0,0
FR_02002,Achery,392,243,14,4,16,0,0,0,27,0,1,0,0,0,3,9,0,0,12,0,1,0,2,0,5,0,118,0,0,0,0,0,15,9,6,1,0,0
FR_80003,Acheux-en-Amiénois,426,256,10,10,16,0,0,0,54,0,0,0,2,0,10,7,0,0,11,0,0,3,3,0,6,0,86,0,0,0,0,1,9,23,5,0,0,0
FR_80004,Acheux-en-Vimeu,409,246,12,9,23,0,0,0,41,0,1,0,0,0,5,7,0,0,12,0,0,2,10,0,4,0,83,0,0,0,0,0,16,14,6,1,0,0
FR_62003,Acheville,536,317,9,6,22,0,0,0,56,0,0,0,8,0,8,13,0,0,8,0,0,2,5,3,6,0,94,0,0,0,0,1,20,33,21,2,0,0
FR_70003,Achey,65,47,2,0,2,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,9,5,1,1,0,0
FR_62004,Achicourt,5939,3320,88,89,250,0,0,7,613,0,36,3,17,0,80,209,0,0,89,1,0,41,79,40,119,0,836,0,0,5,0,29,163,458,59,9,0,0
FR_62005,Achiet-le-Grand,746,352,13,7,28,0,0,0,42,0,5,0,6,0,8,6,0,0,19,0,0,7,6,2,21,0,127,0,0,0,0,4,16,24,11,0,0,0
FR_62006,Achiet-le-Petit,253,170,9,11,3,0,0,0,15,0,5,0,0,0,3,8,0,0,9,0,0,1,9,0,2,0,68,0,0,0,0,0,20,6,1,0,0,0
FR_58001,Achun,109,79,4,1,2,0,0,0,10,0,0,0,1,0,3,9,0,0,2,0,0,1,0,0,3,0,25,0,0,0,0,0,13,3,2,0,0,0
FR_60004,Achy,280,172,6,2,5,0,0,0,27,0,1,0,0,0,2,9,0,0,10,0,0,0,1,0,5,0,78,0,0,0,0,0,14,10,2,0,0,0
FR_18001,Achères,282,179,2,4,20,0,0,0,19,0,1,0,0,0,5,12,0,0,9,0,0,1,3,4,7,0,43,0,0,0,0,3,11,31,4,0,0,0
FR_78005,Achères,13055,5897,119,106,456,1,0,4,1340,1,28,1,121,0,148,385,8,0,170,2,1,47,241,85,254,7,1003,3,2,8,0,36,341,813,132,7,18,9
FR_77001,Achères-la-Forêt,887,520,2,8,13,0,0,2,120,0,2,0,7,0,12,17,0,0,35,0,0,1,4,3,9,0,111,0,0,2,0,1,67,83,18,2,1,0
FR_35001,Acigné,5175,3056,53,62,126,0,0,3,802,0,3,0,72,0,88,342,2,0,54,1,1,26,57,30,157,0,249,0,0,3,0,11,147,730,37,0,0,0
FR_27001,Aclou,232,123,2,4,7,0,0,1,20,0,3,0,1,0,1,4,0,0,9,0,0,1,2,0,3,0,33,0,0,0,0,0,12,15,5,0,0,0
FR_27002,Acon,339,204,1,6,8,0,0,0,41,0,1,0,4,0,5,10,0,0,11,0,0,4,1,5,2,0,67,0,0,1,0,3,12,20,2,0,0,0
FR_97601,Acoua,2591,850,57,39,65,0,0,0,56,0,15,0,0,0,14,27,0,0,25,0,0,5,12,19,14,0,383,0,0,0,0,0,102,17,0,0,0,0
FR_62007,Acq,523,306,7,7,12,0,0,0,63,0,3,0,6,0,4,22,0,0,7,0,0,3,3,1,10,0,78,0,0,0,0,1,30,40,6,3,0,0
FR_27003,Acquigny,1266,705,9,11,31,0,0,0,138,0,3,0,12,0,23,29,0,0,27,0,0,5,15,8,18,0,192,0,0,0,0,9,64,96,15,0,0,0
FR_62008,Acquin-Westbécourt,590,336,21,14,13,0,0,0,60,0,1,0,2,1,7,9,0,0,19,0,0,4,5,0,7,0,102,0,0,0,0,0,33,29,6,3,0,0
FR_02003,Acy,796,431,10,12,23,0,0,1,57,0,2,0,8,0,5,17,0,0,22,0,0,5,4,7,7,0,154,0,0,0,0,5,30,54,8,0,0,0
FR_08001,Acy-Romance,361,203,14,2,5,0,0,0,45,0,1,0,3,0,4,8,0,0,16,0,0,1,3,0,1,0,53,0,0,0,0,0,33,10,4,0,0,0
FR_60005,Acy-en-Multien,584,268,4,3,18,0,0,0,26,0,4,0,7,0,8,3,0,0,8,0,0,3,8,3,6,0,96,0,0,0,0,3,18,35,15,0,0,0
FR_57007,Adaincourt,90,49,0,1,3,0,0,0,12,0,0,0,3,0,1,0,1,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,1,5,0,0,0,0
FR_78006,Adainville,631,384,2,6,6,0,0,0,85,0,1,0,4,0,8,18,0,0,22,0,0,5,8,1,5,1,89,0,0,0,0,1,50,57,15,0,0,0
FR_25006,Adam-lès-Passavant,72,36,1,2,1,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,10,0,0,0,0,0,2,1,1,0,0,0
FR_25007,Adam-lès-Vercel,70,33,0,4,0,0,0,0,4,0,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,8,0,0,0,0,0,5,4,0,0,0,0
FR_67002,Adamswiller,335,147,3,5,1,0,0,0,29,0,2,0,3,0,5,8,1,0,8,0,0,0,2,0,0,0,37,0,0,0,0,1,22,17,2,1,0,0
FR_65001,Adast,244,135,0,3,11,0,0,0,30,0,0,0,0,0,1,14,0,0,3,0,0,0,3,1,5,0,43,0,0,0,0,0,10,7,4,0,0,0
FR_FRZZET,Citizens of France living in Ethiopia,577,202,2,3,13,0,0,0,55,0,1,0,3,0,5,22,0,0,5,0,0,0,2,2,17,0,10,0,0,0,0,1,9,50,1,1,0,0
FR_57008,Adelange,183,109,1,5,7,0,0,0,21,0,0,0,1,0,7,6,0,0,4,0,1,0,0,2,1,0,29,0,0,0,0,0,5,13,5,1,0,0
FR_70004,Adelans-et-le-Val-de-Bithaine,233,141,7,1,12,0,0,0,4,0,1,0,2,0,3,4,0,0,8,0,0,0,4,2,0,0,66,0,0,0,0,1,16,8,2,0,0,0
FR_65003,Adervielle-Pouchergues,112,73,2,1,4,0,0,0,17,0,0,0,1,0,0,10,0,0,2,0,0,0,6,0,6,0,4,0,0,0,0,0,4,14,2,0,0,0
FR_79002,Adilly,236,130,16,0,4,0,0,0,48,0,0,0,1,0,6,4,0,0,0,0,4,4,1,2,2,0,13,0,0,0,0,0,12,9,3,1,0,0
FR_62009,Adinfer,196,121,11,13,1,0,0,0,25,0,0,0,0,0,2,3,0,0,3,0,0,2,1,0,2,0,29,0,0,0,0,0,11,10,7,1,0,0
FR_34002,Adissan,883,477,12,8,30,0,0,0,68,0,3,0,0,0,9,22,0,0,26,0,0,3,6,9,12,0,186,0,0,0,0,5,33,36,9,0,0,0
FR_45001,Adon,165,102,0,2,4,0,0,0,18,0,0,0,1,0,5,4,0,0,6,0,0,1,0,0,0,0,36,0,0,0,0,0,17,1,7,0,0,0
FR_86001,Adriers,529,299,15,13,24,1,0,0,47,0,1,0,3,0,6,16,0,0,8,0,0,5,12,1,24,0,71,0,0,0,0,1,15,27,9,0,0,0
FR_65002,Adé,581,346,20,11,18,0,0,0,65,0,2,0,6,0,10,25,0,0,26,0,0,4,5,2,6,0,84,0,0,0,0,2,21,32,6,1,0,0
FR_2A001,Afa,2554,839,7,9,20,0,0,0,166,0,6,0,15,0,6,32,1,0,18,0,0,3,36,2,12,0,243,0,0,0,0,2,49,175,33,4,0,0
FR_19001,Affieux,307,182,9,12,22,0,0,0,28,0,0,0,0,0,2,12,0,0,3,0,0,1,7,2,5,0,35,0,0,0,0,0,24,15,4,1,0,0
FR_54004,Affléville,154,79,1,2,5,0,0,0,8,0,0,0,1,0,4,1,0,0,1,0,0,0,1,2,4,0,26,0,0,0,0,0,10,8,5,0,0,0
FR_69001,Affoux,277,150,0,8,7,0,0,0,23,0,0,0,0,0,5,4,0,0,4,0,1,0,1,2,5,0,48,0,0,0,0,2,19,12,7,2,0,0
FR_54005,Affracourt,92,54,3,3,3,0,0,0,14,0,0,0,1,0,1,2,0,0,3,0,0,0,1,3,1,0,6,0,0,0,0,0,3,9,1,0,0,0
FR_62010,Affringues,181,128,7,5,9,0,0,0,11,0,3,0,0,0,7,7,0,0,13,0,0,5,4,2,5,0,32,0,0,0,0,0,6,8,4,0,0,0
FR_FRZZMA,Citizens of France living in Morocco,36408,8458,153,72,841,0,0,3,3018,0,25,3,115,0,207,575,1,0,136,2,3,24,149,169,353,0,689,0,0,0,0,17,603,1181,89,18,1,11
FR_31001,Agassac,91,64,0,1,8,0,0,0,8,0,0,0,0,0,0,9,1,0,1,0,0,1,0,3,2,0,13,0,0,0,0,2,2,11,2,0,0,0
FR_34003,Agde,24083,12645,221,210,638,0,0,0,2144,1,105,3,217,1,172,451,11,1,404,4,1,51,236,160,249,1,4797,1,0,9,12,75,1215,900,335,17,1,2
FR_34004,Agel,191,123,0,4,14,0,0,0,23,0,0,0,0,0,2,13,0,0,5,0,0,0,3,1,2,0,29,0,0,0,0,1,11,15,0,0,0,0
FR_47001,Agen,17381,8583,230,204,645,3,0,24,1823,0,60,0,172,2,186,588,0,0,258,0,4,53,222,86,287,0,1735,0,0,14,1,47,610,1063,225,27,0,14
FR_12001,Agen-dAveyron,956,614,18,30,36,0,0,1,123,0,4,1,19,0,22,51,0,0,22,0,0,4,7,5,14,0,114,0,0,1,0,4,48,73,11,6,0,0
FR_21001,Agencourt,328,200,2,5,11,0,0,0,41,0,2,0,1,0,5,6,0,0,16,0,0,3,0,4,6,0,49,0,0,0,0,0,20,22,6,1,0,0
FR_80005,Agenville,61,33,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,2,0,13,0,0,0,0,0,3,1,0,0,0,0
FR_80006,Agenvillers,177,119,7,10,10,0,0,0,21,0,1,0,1,0,6,1,0,0,3,0,0,0,1,0,0,0,40,0,0,1,0,1,8,5,3,0,0,0
FR_52001,Ageville,253,142,5,4,4,0,0,0,22,0,3,0,3,0,6,8,0,0,8,0,0,1,1,3,4,0,39,0,0,0,0,0,13,13,5,0,0,0
FR_21002,Agey,251,149,3,5,5,0,0,0,28,0,0,0,9,0,3,12,0,0,2,0,0,0,2,0,9,0,17,0,0,2,0,0,17,33,1,1,0,0
FR_2B002,Aghione,186,100,5,0,5,0,0,0,21,0,0,0,0,0,3,0,0,0,4,0,0,1,1,0,2,0,26,0,0,0,0,1,15,12,4,0,0,0
FR_54006,Agincourt,372,233,7,5,10,0,0,0,63,0,1,0,2,0,6,12,0,0,4,0,0,0,1,5,2,0,37,0,0,0,0,2,29,40,7,0,0,0
FR_47002,Agmé,95,73,0,6,1,0,0,1,11,0,2,0,1,0,4,5,0,0,0,0,0,0,2,0,1,0,25,0,0,0,0,1,11,2,0,0,0,0
FR_47003,Agnac,334,205,11,2,11,0,0,1,36,0,8,0,1,0,5,5,0,0,9,0,1,1,8,3,3,0,52,0,0,0,0,0,26,20,1,1,0,0
FR_43001,Agnat,161,98,3,1,3,0,0,0,12,0,0,0,4,0,3,4,0,0,4,0,0,3,1,0,2,0,27,0,0,0,0,0,21,6,3,1,0,0
FR_50002,Agneaux,3343,1861,34,40,62,0,0,0,591,0,11,0,32,0,47,143,0,0,70,1,1,8,24,17,67,0,235,0,0,1,0,7,200,234,33,3,0,0
FR_60007,Agnetz,2394,1402,35,38,63,0,0,0,255,0,8,0,27,0,34,60,0,3,61,0,1,13,27,18,40,0,395,0,0,2,0,5,131,143,33,7,0,3
FR_62011,Agnez-lès-Duisans,574,345,9,11,11,0,0,0,82,0,2,1,17,0,17,11,1,0,27,0,0,1,4,6,7,0,86,0,0,0,0,1,26,11,12,2,0,0
FR_02004,Agnicourt-et-Séchelles,151,94,4,2,3,0,0,0,18,0,0,0,0,0,4,0,0,0,2,0,0,0,1,1,5,0,36,0,0,1,0,0,11,6,0,0,0,0
FR_38003,Agnin,792,435,9,10,34,0,0,0,66,0,3,0,10,0,9,15,0,0,13,0,0,5,12,4,7,0,132,0,0,0,0,4,46,47,6,3,0,0
FR_62012,Agnières,174,106,5,3,4,0,0,0,15,0,3,0,1,0,2,8,0,0,5,0,0,0,4,0,1,0,33,0,0,0,0,1,5,14,2,0,0,0
FR_64007,Agnos,854,473,12,17,41,0,0,0,74,0,2,0,10,0,7,41,0,0,12,0,0,14,16,2,25,0,85,0,0,0,1,3,23,73,12,3,0,0
FR_62013,Agny,1622,879,29,20,41,0,0,0,203,0,5,0,8,0,18,58,0,0,46,1,0,8,18,11,29,0,227,0,0,0,0,5,32,95,23,2,0,0
FR_50003,Agon-Coutainville,2645,1701,48,26,74,0,0,1,603,0,6,5,26,0,32,117,0,0,54,0,2,4,22,9,40,0,208,0,0,3,0,9,160,216,21,15,0,0
FR_24002,Agonac,1305,809,44,18,50,0,0,0,129,0,3,0,7,0,11,80,0,0,25,0,0,6,46,9,37,0,171,0,0,3,0,6,36,113,12,1,0,2
FR_03002,Agonges,240,151,4,4,7,0,0,0,20,0,1,0,1,0,2,3,0,0,4,0,0,0,19,1,5,0,30,0,0,0,0,0,14,29,7,0,0,0
FR_34005,Agonès,211,132,3,3,21,0,0,0,22,0,0,0,0,0,1,3,0,0,5,0,0,1,1,0,4,0,23,0,0,0,0,1,12,32,0,0,0,0
FR_65004,Agos-Vidalos,359,229,6,4,10,0,0,0,49,0,0,0,4,0,8,19,0,0,8,0,0,3,5,2,11,0,52,0,0,0,0,0,9,32,7,0,0,0
FR_16003,Agris,578,299,14,10,18,0,0,0,45,0,2,0,5,0,5,10,0,0,7,0,0,3,7,1,12,0,104,0,0,1,0,2,12,32,8,1,0,0
FR_17002,Agudelle,104,65,0,3,6,0,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,2,6,2,2,0,16,0,0,0,0,1,1,6,1,0,0,0
FR_12002,Aguessac,666,381,13,11,28,0,0,1,70,0,7,0,9,2,10,24,0,0,14,0,0,0,11,2,12,0,89,0,0,0,0,7,18,45,7,1,0,0
FR_02005,Aguilcourt,329,191,1,6,13,0,0,0,28,0,1,0,2,0,6,2,0,0,14,0,0,1,1,2,1,0,68,0,0,1,0,3,11,21,9,0,0,0
FR_81001,Aguts,229,151,6,6,4,0,0,0,28,0,1,0,0,0,4,5,0,0,5,0,1,2,6,2,4,0,41,0,0,0,0,0,7,25,4,0,0,0
FR_14003,Agy,224,136,4,0,10,0,0,0,42,0,1,0,2,0,3,9,0,0,1,0,0,3,1,0,4,0,27,0,0,1,0,0,7,17,4,0,0,0
FR_64008,Ahaxe-Alciette-Bascassan,244,146,4,4,11,0,0,0,31,0,2,0,3,0,8,8,0,0,5,0,0,6,1,1,6,0,14,0,0,1,0,0,20,17,2,2,0,0
FR_64009,Ahetze,1575,793,15,24,40,0,0,0,231,0,6,0,17,1,18,40,0,0,11,0,0,9,9,14,34,0,96,0,0,0,0,8,63,151,6,0,0,0
FR_53001,Ahuillé,1404,757,27,41,18,0,0,0,169,0,3,0,23,0,32,50,0,0,33,0,0,9,11,8,13,0,94,0,0,1,0,2,64,143,16,0,0,0
FR_23001,Ahun,1059,521,24,21,27,0,0,0,94,0,2,2,4,0,16,31,0,0,21,0,4,7,9,4,17,0,142,0,0,0,0,0,49,36,10,1,0,0
FR_21003,Ahuy,1096,631,7,15,16,0,0,0,168,0,3,0,10,0,7,39,0,0,27,0,0,5,7,5,12,0,127,0,0,1,0,0,79,82,21,0,0,0
FR_88002,Ahéville,51,30,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,9,0,0,0,0,0,2,2,0,0,0,0
FR_59003,Aibes,256,144,3,1,8,0,0,0,17,0,1,0,2,0,3,4,0,0,8,0,0,3,0,1,2,0,57,0,0,0,0,0,11,19,4,0,0,0
FR_25008,Aibre,375,196,1,8,8,0,0,0,21,0,0,0,3,0,4,10,0,0,16,0,0,4,4,4,6,0,71,0,0,0,0,0,13,15,7,1,0,0
FR_79003,Aiffres,4173,2418,49,46,128,0,0,0,564,0,14,0,96,0,67,188,0,0,78,1,2,26,50,10,101,0,416,0,0,0,0,26,146,354,51,5,0,0
FR_30001,Aigaliers,384,247,7,6,21,0,0,0,50,0,5,0,6,0,5,16,0,0,11,0,0,0,4,1,9,0,60,0,0,0,4,2,8,27,4,1,0,0
FR_08003,Aiglemont,1256,660,18,17,45,0,0,0,108,0,2,0,7,0,14,36,0,0,23,0,0,8,9,3,15,0,210,0,0,0,0,2,51,71,21,0,0,0
FR_39006,Aiglepierre,357,201,3,10,15,0,0,0,45,0,1,0,8,0,8,11,0,0,6,0,0,3,1,1,7,0,33,0,0,2,0,2,11,27,7,0,0,0
FR_27004,Aigleville,275,150,1,2,16,0,0,0,25,0,3,0,1,0,6,4,0,0,4,0,0,4,6,4,11,0,34,0,0,0,0,1,7,18,3,0,0,0
