gisco_id,name,registered,turnout,invalid,blank,LO,LCR,EXG,PCF,PS,LÉ,PR,ECO,CPNT,DIV,LR,RPF,MPF,RN,MNR,PRG,REG,DVG,UDF,DVD,EXD,DL
FR_01001,LAbergement-Clémenciat,568,356,7,0,3,9,0,3,94,2,3,10,8,1,154,2,3,54,3,0,0,0,0,0,0,0
FR_01002,LAbergement-de-Varey,195,151,0,0,1,1,0,2,27,18,3,1,8,0,55,0,1,33,1,0,0,0,0,0,0,0
FR_01004,Ambérieu-en-Bugey,7297,4242,77,0,71,53,0,222,1011,273,106,41,44,11,1526,0,51,664,92,0,0,0,0,0,0,0
FR_01005,Ambérieux-en-Dombes,909,573,7,0,7,7,5,4,130,12,6,8,33,0,228,3,3,114,6,0,0,0,0,0,0,0
FR_01006,Ambléon,93,67,1,0,1,0,0,1,0,3,1,0,17,1,20,0,0,8,0,14,0,0,0,0,0,0
FR_01007,Ambronay,1508,981,22,0,10,5,0,45,211,49,24,11,50,1,319,0,16,201,17,0,0,0,0,0,0,0
FR_01008,Ambutrix,454,302,5,0,3,0,0,9,75,29,11,4,9,1,107,0,0,44,5,0,0,0,0,0,0,0
FR_01009,Andert-et-Condon,250,168,5,0,6,0,0,3,0,15,14,1,20,1,65,0,0,15,3,20,0,0,0,0,0,0
FR_01010,Anglefort,549,359,11,0,6,0,4,39,0,14,26,2,9,1,106,0,0,72,3,66,0,0,0,0,0,0
FR_01011,Apremont,267,178,9,0,1,0,0,5,18,7,0,3,7,1,95,0,6,12,14,0,0,0,0,0,0,0
FR_01012,Aranc,269,191,2,0,0,0,0,5,0,13,83,2,6,0,57,0,0,15,0,8,0,0,0,0,0,0
FR_01013,Arandas,141,107,5,0,1,0,0,0,0,3,7,1,5,0,43,0,0,30,0,12,0,0,0,0,0,0
FR_01014,Arbent,1746,1061,21,0,14,5,0,42,207,28,20,18,6,4,463,0,24,144,65,0,0,0,0,0,0,0
FR_01015,Arbignieu,359,264,4,0,3,0,1,5,0,11,16,4,23,1,124,0,0,18,4,48,2,0,0,0,0,0
FR_01016,Arbigny,295,163,2,0,3,3,0,1,28,0,4,1,5,1,93,1,0,17,4,0,0,0,0,0,0,0
FR_01017,Argis,257,171,6,0,1,0,1,12,0,1,12,2,7,0,62,0,0,25,7,35,0,0,0,0,0,0
FR_01019,Armix,34,27,0,0,0,0,0,0,0,0,4,1,6,0,6,0,0,3,0,7,0,0,0,0,0,0
FR_01021,Ars-sur-Formans,786,529,6,0,2,6,2,7,106,4,4,10,2,3,290,7,4,70,6,0,0,0,0,0,0,0
FR_01022,Artemare,734,443,11,0,7,0,4,12,0,20,47,6,15,3,204,0,0,61,1,52,0,0,0,0,0,0
FR_01023,Asnières-sur-Saône,64,43,1,0,2,1,0,0,7,1,0,0,0,0,28,0,1,1,1,0,0,0,0,0,0,0
FR_01024,Attignat,1529,1036,19,0,10,5,8,11,349,0,11,9,15,1,433,0,22,120,23,0,0,0,0,0,0,0
FR_01025,Bâgé-la-Ville,1602,971,24,0,11,24,4,18,270,15,6,9,13,3,452,3,3,106,10,0,0,0,0,0,0,0
FR_01026,Bâgé-le-Châtel,534,372,7,0,2,3,2,12,88,1,1,3,8,0,209,1,2,31,2,0,0,0,0,0,0,0
FR_01027,Balan,970,651,8,0,10,7,0,11,142,16,24,9,10,5,258,0,13,124,14,0,0,0,0,0,0,0
FR_01028,Baneins,368,218,8,0,4,4,1,2,46,5,2,4,10,0,90,1,0,35,6,0,0,0,0,0,0,0
FR_01029,Beaupont,357,225,9,0,0,5,4,1,64,0,3,1,8,0,84,0,0,42,4,0,0,0,0,0,0,0
FR_01030,Beauregard,498,274,4,0,5,3,0,1,70,2,3,4,4,1,117,4,2,50,4,0,0,0,0,0,0,0
FR_01031,Bellignat,1880,1058,24,0,10,10,0,44,248,31,12,17,4,5,430,0,26,135,62,0,0,0,0,0,0,0
FR_01032,Béligneux,1698,1048,18,0,11,4,0,12,225,22,23,12,16,4,416,0,14,243,28,0,0,0,0,0,0,0
FR_01033,Bellegarde-sur-Valserine,5761,3219,177,0,70,0,32,164,0,101,105,61,29,21,1118,0,0,457,27,840,17,0,0,0,0,0
FR_01034,Belley,4561,2907,62,0,48,0,13,89,0,164,118,41,192,11,1259,0,0,320,46,539,5,0,0,0,0,0
FR_01035,Belleydoux,223,144,4,0,1,0,0,6,18,9,2,4,5,2,47,0,6,30,10,0,0,0,0,0,0,0
FR_01036,Belmont-Luthézieu,366,235,7,0,1,0,0,3,0,12,18,2,7,1,117,0,0,33,4,30,0,0,0,0,0,0
FR_01037,Bénonces,210,129,3,0,1,0,1,1,0,8,5,3,1,2,84,0,0,13,0,7,0,0,0,0,0,0
FR_01038,Bény,498,321,8,0,2,4,2,5,81,0,4,4,12,0,173,0,1,19,6,0,0,0,0,0,0,0
FR_01039,Béon,306,185,5,0,9,0,2,16,0,2,9,0,13,1,64,0,0,21,0,42,1,0,0,0,0,0
FR_01040,Béréziat,247,145,1,0,0,2,2,1,55,0,1,2,5,0,66,0,0,9,1,0,0,0,0,0,0,0
FR_01041,Bettant,530,353,11,0,3,5,0,14,79,42,8,4,2,0,102,0,3,75,5,0,0,0,0,0,0,0
FR_01042,Bey,172,107,0,0,1,1,1,0,31,3,1,4,3,0,51,0,0,11,0,0,0,0,0,0,0,0
FR_01043,Beynost,2608,1683,16,0,6,20,5,24,439,37,24,32,8,1,737,20,10,292,12,0,0,0,0,0,0,0
FR_01044,Billiat,315,204,6,0,3,0,0,10,0,8,4,5,2,1,88,0,0,25,3,49,0,0,0,0,0,0
FR_01045,Birieux,131,90,2,0,0,0,2,0,6,0,0,4,7,0,46,1,2,20,0,0,0,0,0,0,0,0
FR_01046,Biziat,474,292,5,0,3,1,1,3,55,10,8,4,9,0,135,2,2,49,5,0,0,0,0,0,0,0
FR_01047,Blyes,524,326,6,0,2,8,0,7,54,12,12,4,12,0,148,0,3,54,4,0,0,0,0,0,0,0
FR_01049,La Boisse,1805,1245,25,0,15,10,0,48,304,22,24,27,9,4,461,0,20,239,37,0,0,0,0,0,0,0
FR_01050,Boissey,171,101,1,0,1,2,1,0,17,1,2,0,6,0,43,3,0,24,0,0,0,0,0,0,0,0
FR_01051,Bolozon,81,58,1,0,1,0,0,4,11,0,0,0,4,0,23,0,1,11,2,0,0,0,0,0,0,0
FR_01052,Bouligneux,225,162,1,0,1,0,2,1,30,5,0,2,4,0,76,0,5,34,1,0,0,0,0,0,0,0
FR_01053,Bourg-en-Bresse,22435,13765,163,0,83,219,192,184,5143,0,124,213,53,13,5779,0,196,1205,198,0,0,0,0,0,0,0
FR_01054,Bourg-Saint-Christophe,657,423,13,0,5,3,0,4,83,26,19,6,13,1,162,0,3,75,10,0,0,0,0,0,0,0
FR_01056,Boyeux-Saint-Jérôme,272,179,3,0,3,1,0,6,17,6,13,1,2,0,75,0,6,44,2,0,0,0,0,0,0,0
FR_01057,Boz,269,141,4,0,1,2,0,1,37,4,1,1,3,0,63,1,0,22,1,0,0,0,0,0,0,0
FR_01058,Brégnier-Cordon,487,333,4,0,8,0,3,13,0,13,7,8,59,2,99,0,0,36,13,68,0,0,0,0,0,0
FR_01059,Brénaz,90,65,2,0,1,0,0,1,0,3,4,1,13,0,22,0,0,5,0,12,1,0,0,0,0,0
FR_01060,Brénod,347,255,5,0,0,0,1,1,0,9,65,1,4,1,119,0,0,31,3,15,0,0,0,0,0,0
FR_01061,Brens,595,368,13,0,2,0,4,13,0,15,18,10,25,3,136,0,0,40,17,68,4,0,0,0,0,0
FR_01062,Bressolles,445,315,3,0,2,1,0,8,54,17,9,9,3,3,141,0,4,54,7,0,0,0,0,0,0,0
FR_01063,Brion,416,277,4,0,0,1,0,5,61,13,3,8,4,1,102,0,3,60,12,0,0,0,0,0,0,0
FR_01064,Briord,479,250,14,0,15,0,2,14,0,11,11,5,15,1,76,0,0,37,5,43,1,0,0,0,0,0
FR_01065,Buellas,996,667,14,0,4,5,4,7,195,0,12,24,4,2,315,0,9,65,7,0,0,0,0,0,0,0
FR_01066,La Burbanche,79,60,0,0,1,0,0,1,0,3,4,1,8,0,16,0,0,23,0,3,0,0,0,0,0,0
FR_01067,Ceignes,177,118,7,0,1,1,0,6,17,4,2,3,3,0,47,0,3,22,2,0,0,0,0,0,0,0
FR_01068,Cerdon,494,278,5,0,4,4,0,8,37,16,3,3,5,1,119,0,7,56,10,0,0,0,0,0,0,0
FR_01069,Certines,981,546,14,0,6,15,8,14,176,0,9,10,8,1,202,0,11,65,7,0,0,0,0,0,0,0
FR_01071,Cessy,1509,903,22,0,7,0,6,22,0,25,25,17,12,6,465,0,0,127,7,162,0,0,0,0,0,0
FR_01072,Ceyzériat,1779,1161,26,0,7,15,13,31,416,0,21,18,13,4,451,0,18,110,18,0,0,0,0,0,0,0
FR_01073,Ceyzérieu,738,432,10,0,5,0,3,14,0,22,29,3,39,4,163,0,0,60,7,71,2,0,0,0,0,0
FR_01074,Chalamont,1178,682,10,0,7,11,2,5,136,7,15,12,22,2,334,5,5,99,10,0,0,0,0,0,0,0
FR_01075,Chaleins,700,423,2,0,5,4,0,8,76,4,6,2,29,0,187,6,2,82,10,0,0,0,0,0,0,0
FR_01076,Chaley,126,92,1,0,4,0,0,3,0,3,14,1,3,0,29,0,0,21,0,13,0,0,0,0,0,0
FR_01077,Challes,148,95,3,0,1,2,0,1,14,3,1,0,1,1,44,0,1,21,2,0,0,0,0,0,0,0
FR_01078,Challex,596,371,10,0,5,0,4,9,0,20,12,8,5,4,163,0,0,37,1,92,1,0,0,0,0,0
FR_01079,Champagne-en-Valromey,508,295,4,0,4,0,6,12,0,4,40,8,2,0,150,0,0,28,1,36,0,0,0,0,0,0
FR_01080,Champdor,298,199,2,0,2,0,1,13,0,3,84,2,2,1,41,0,0,24,3,21,0,0,0,0,0,0
FR_01081,Champfromier,415,276,26,0,1,0,1,8,0,16,15,5,7,1,117,0,0,28,1,50,0,0,0,0,0,0
FR_01082,Chanay,328,196,7,0,8,0,1,11,0,10,7,7,10,2,59,0,0,34,2,37,1,0,0,0,0,0
FR_01083,Chaneins,458,273,6,0,0,6,0,2,39,7,2,6,1,0,125,5,1,69,4,0,0,0,0,0,0,0
FR_01084,Chanoz-Châtenay,417,235,3,0,1,2,3,6,44,3,3,1,2,1,130,0,2,29,5,0,0,0,0,0,0,0
FR_01085,La Chapelle-du-Châtelard,205,148,1,0,0,0,0,1,11,2,0,0,11,0,91,0,3,27,1,0,0,0,0,0,0,0
FR_01087,Charix,224,140,4,0,1,1,0,6,16,5,5,3,0,0,67,0,1,25,6,0,0,0,0,0,0,0
FR_01088,Charnoz-sur-Ain,523,347,8,0,1,2,0,7,55,4,15,11,3,1,152,0,3,82,3,0,0,0,0,0,0,0
FR_01089,Château-Gaillard,1003,631,10,0,8,4,0,19,112,34,19,11,9,0,238,0,1,141,25,0,0,0,0,0,0,0
FR_01090,Châtenay,262,157,2,0,3,1,1,0,45,0,0,0,10,0,67,1,0,25,2,0,0,0,0,0,0,0
FR_01091,Châtillon-en-Michaille,1670,1076,46,0,27,0,10,46,0,28,38,28,12,10,407,0,0,168,16,234,6,0,0,0,0,0
FR_01092,Châtillon-la-Palud,855,589,7,0,3,11,1,9,129,6,5,10,79,1,180,5,9,129,5,0,0,0,0,0,0,0
FR_01093,Châtillon-sur-Chalaronne,2776,1735,36,0,18,21,12,11,403,23,32,26,47,2,792,17,13,271,11,0,0,0,0,0,0,0
FR_01094,Chavannes-sur-Reyssouze,472,278,10,0,5,5,1,5,71,1,2,0,7,0,143,0,3,24,1,0,0,0,0,0,0,0
FR_01095,Chavannes-sur-Suran,349,253,6,0,1,4,11,3,76,0,3,7,11,1,83,0,4,40,3,0,0,0,0,0,0,0
FR_01096,Chaveyriat,635,383,10,0,5,2,1,1,94,2,9,0,12,1,196,5,0,42,3,0,0,0,0,0,0,0
FR_01097,Chavornay,161,94,4,0,0,0,1,3,0,8,9,1,3,0,43,0,0,5,0,17,0,0,0,0,0,0
FR_01098,Chazey-Bons,498,319,6,0,9,0,5,14,0,6,18,1,24,0,138,0,0,47,4,47,0,0,0,0,0,0
FR_01099,Chazey-sur-Ain,853,587,7,0,5,4,0,7,113,14,15,12,6,2,264,0,14,114,10,0,0,0,0,0,0,0
FR_01100,Cheignieu-la-Balme,114,91,2,0,0,0,0,5,0,3,11,1,7,0,21,0,0,9,2,30,0,0,0,0,0,0
FR_01101,Chevillard,134,92,2,0,5,0,1,3,0,2,8,2,2,0,32,0,0,20,3,12,0,0,0,0,0,0
FR_01102,Chevroux,523,273,9,0,1,9,1,6,63,4,0,1,16,0,123,5,0,32,3,0,0,0,0,0,0,0
FR_01103,Chevry,544,342,7,0,4,0,1,2,0,12,9,8,2,0,171,0,0,53,3,70,0,0,0,0,0,0
FR_01104,Chézery-Forens,313,186,2,0,1,0,2,8,0,8,7,1,4,0,81,0,0,28,2,42,0,0,0,0,0,0
FR_01105,Civrieux,815,560,9,0,0,5,1,6,163,8,5,7,12,0,257,6,4,74,3,0,0,0,0,0,0,0
FR_01106,Cize,122,91,0,0,0,1,3,0,34,0,6,0,0,0,29,0,2,16,0,0,0,0,0,0,0,0
FR_01107,Cleyzieu,106,71,0,0,4,0,1,2,0,4,3,0,5,1,22,0,0,19,1,9,0,0,0,0,0,0
FR_01108,Coligny,859,564,8,0,6,8,9,13,177,0,5,7,8,2,248,0,10,50,13,0,0,0,0,0,0,0
FR_01109,Collonges,688,405,10,0,7,0,4,12,0,17,24,11,5,3,181,0,0,61,5,61,4,0,0,0,0,0
FR_01110,Colomieu,101,64,0,0,0,0,1,1,0,11,5,0,14,0,13,0,0,1,0,18,0,0,0,0,0,0
FR_01111,Conand,86,60,3,0,2,0,0,4,0,0,12,1,3,0,20,0,0,6,0,9,0,0,0,0,0,0
FR_01112,Condamine,206,140,3,0,1,0,0,6,0,9,2,2,6,1,56,0,0,31,4,18,1,0,0,0,0,0
FR_01113,Condeissiat,499,316,3,0,2,3,1,1,68,2,3,3,4,0,180,5,3,36,2,0,0,0,0,0,0,0
FR_01114,Confort,321,208,7,0,5,0,2,12,0,12,10,6,7,4,76,0,0,26,4,37,0,0,0,0,0,0
FR_01115,Confrançon,652,371,12,0,3,5,5,2,116,0,2,7,2,1,140,0,4,66,6,0,0,0,0,0,0,0
FR_01116,Contrevoz,380,263,6,0,6,0,0,8,0,11,9,3,17,3,87,0,0,40,3,70,0,0,0,0,0,0
FR_01117,Conzieu,94,66,3,0,0,0,0,2,0,1,2,1,15,0,27,0,0,6,0,9,0,0,0,0,0,0
FR_01118,Corbonod,587,384,10,0,9,0,3,14,0,16,16,7,9,3,165,0,0,63,8,60,1,0,0,0,0,0
FR_01119,Corcelles,144,93,1,0,0,0,0,3,0,2,30,5,2,0,34,0,0,8,2,6,0,0,0,0,0,0
FR_01121,Corlier,65,42,1,0,2,0,1,0,0,0,6,0,0,0,28,0,0,2,1,1,0,0,0,0,0,0
FR_01122,Cormaranche-en-Bugey,592,438,10,0,3,0,0,26,0,8,149,3,12,0,162,0,0,39,4,20,2,0,0,0,0,0
FR_01123,Cormoranche-sur-Saône,629,404,12,0,5,9,1,3,100,6,4,4,12,0,195,5,1,47,0,0,0,0,0,0,0,0
FR_01124,Cormoz,408,265,7,0,3,3,3,15,114,0,7,2,9,0,64,0,4,29,5,0,0,0,0,0,0,0
FR_01125,Corveissiat,426,272,8,0,9,4,12,6,97,0,7,3,7,0,90,0,2,26,1,0,0,0,0,0,0,0
FR_01127,Courmangoux,338,208,3,0,2,3,11,3,54,0,0,2,3,1,96,0,1,27,2,0,0,0,0,0,0,0
FR_01128,Courtes,180,103,2,0,0,2,1,0,24,0,1,2,7,1,52,0,0,11,0,0,0,0,0,0,0,0
FR_01129,Crans,187,129,2,0,0,2,1,0,22,2,2,7,7,0,64,2,0,18,0,0,0,0,0,0,0,0
FR_01130,Cras-sur-Reyssouze,745,439,7,0,0,4,4,6,157,0,8,8,9,1,163,0,12,57,3,0,0,0,0,0,0,0
FR_01133,Cressin-Rochefort,249,171,7,0,4,0,2,6,0,11,12,1,20,0,54,0,0,19,0,33,2,0,0,0,0,0
FR_01134,Crottet,970,622,12,0,5,5,9,10,151,18,9,9,9,0,278,10,13,77,7,0,0,0,0,0,0,0
FR_01135,Crozet,853,515,9,0,4,0,0,8,0,21,23,7,6,12,216,0,0,94,2,113,0,0,0,0,0,0
FR_01136,Cruzilles-lès-Mépillat,487,322,5,0,1,5,1,2,79,9,4,2,9,0,148,4,3,50,0,0,0,0,0,0,0,0
FR_01138,Culoz,1686,971,38,0,22,0,6,59,0,36,43,20,22,10,340,0,0,169,13,192,1,0,0,0,0,0
FR_01139,Curciat-Dongalon,352,205,1,0,1,1,1,8,67,0,1,0,6,0,95,0,5,17,2,0,0,0,0,0,0,0
FR_01140,Curtafond,445,279,9,0,1,0,1,5,73,0,5,9,6,1,128,0,2,35,4,0,0,0,0,0,0,0
FR_01141,Cuzieu,268,180,3,0,1,0,1,6,0,13,13,3,6,0,68,0,0,29,0,36,1,0,0,0,0,0
FR_01142,Dagneux,2408,1460,21,0,25,22,0,28,312,41,31,32,23,9,560,0,23,289,44,0,0,0,0,0,0,0
FR_01143,Divonne-les-Bains,4240,2416,50,0,19,0,6,20,0,85,69,36,22,22,1539,0,0,224,9,308,7,0,0,0,0,0
FR_01144,Dommartin,496,300,6,0,2,8,3,1,63,0,5,2,7,1,152,3,1,44,2,0,0,0,0,0,0,0
FR_01145,Dompierre-sur-Veyle,688,434,6,0,6,10,9,22,123,0,1,14,10,1,149,0,7,73,3,0,0,0,0,0,0,0
FR_01146,Dompierre-sur-Chalaronne,196,129,1,0,0,2,0,3,27,2,3,1,4,0,61,0,1,23,1,0,0,0,0,0,0,0
FR_01147,Domsure,326,229,9,0,0,1,2,4,70,0,4,2,13,0,79,0,2,38,5,0,0,0,0,0,0,0
FR_01148,Dortan,1349,819,12,0,10,5,0,36,142,12,9,20,16,7,330,0,11,173,36,0,0,0,0,0,0,0
FR_01149,Douvres,581,408,5,0,4,4,0,16,75,45,5,9,14,0,144,0,4,76,7,0,0,0,0,0,0,0
FR_01150,Drom,123,94,3,0,0,1,0,2,38,0,0,2,1,0,35,0,1,9,2,0,0,0,0,0,0,0
FR_01151,Druillat,704,456,12,0,4,3,10,12,127,0,6,6,15,0,163,0,6,88,4,0,0,0,0,0,0,0
FR_01152,Échallon,526,369,9,0,4,2,0,11,63,24,10,7,7,1,146,0,13,55,17,0,0,0,0,0,0,0
FR_01153,Échenevex,704,411,7,0,3,0,1,5,0,15,9,4,2,2,210,0,0,67,0,85,1,0,0,0,0,0
FR_01154,Étrez,467,280,13,0,5,2,4,3,107,0,2,2,7,0,103,0,8,20,4,0,0,0,0,0,0,0
FR_01155,Évosges,106,83,0,0,2,0,1,3,0,2,6,1,8,0,35,0,0,17,1,6,1,0,0,0,0,0
FR_01156,Faramans,456,295,6,0,2,2,0,5,48,8,10,2,9,0,134,0,6,56,7,0,0,0,0,0,0,0
FR_01157,Fareins,1281,812,12,0,7,15,2,30,187,17,14,10,15,0,338,14,7,131,13,0,0,0,0,0,0,0
FR_01158,Farges,429,248,8,0,4,0,4,4,0,5,13,9,4,0,106,0,0,33,2,55,1,0,0,0,0,0
FR_01159,Feillens,2058,1283,23,0,7,25,3,10,204,10,8,15,15,1,819,14,7,117,5,0,0,0,0,0,0,0
FR_01160,Ferney-Voltaire,3254,1907,23,0,15,0,8,46,0,89,77,37,9,20,943,0,0,188,14,431,7,0,0,0,0,0
FR_01162,Flaxieu,69,49,1,0,0,0,0,0,0,0,1,0,2,1,29,0,0,6,0,9,0,0,0,0,0,0
FR_01163,Foissiat,1234,751,16,0,2,4,4,10,204,0,2,15,14,1,370,0,18,82,9,0,0,0,0,0,0,0
FR_01165,Francheleins,661,420,11,0,4,5,0,10,77,7,4,4,3,0,189,6,6,89,5,0,0,0,0,0,0,0
FR_01166,Frans,1222,817,26,0,12,8,2,13,163,9,11,10,11,0,344,11,10,180,7,0,0,0,0,0,0,0
FR_01167,Garnerans,478,292,10,0,3,3,1,0,66,4,8,3,8,0,139,6,0,35,6,0,0,0,0,0,0,0
FR_01169,Genouilleux,266,153,2,0,1,5,2,0,24,2,4,4,0,0,71,0,3,34,1,0,0,0,0,0,0,0
FR_01170,Géovreissiat,444,282,8,0,4,1,0,2,36,15,5,2,4,1,121,0,7,60,16,0,0,0,0,0,0,0
FR_01171,Géovreisset,506,310,13,0,3,0,0,5,39,12,7,3,2,2,166,0,6,38,14,0,0,0,0,0,0,0
FR_01172,Germagnat,116,82,0,0,0,0,1,1,18,0,0,1,1,0,43,0,0,16,1,0,0,0,0,0,0,0
FR_01173,Gex,3739,2142,38,0,25,0,9,32,0,95,71,37,22,20,1019,0,0,293,14,458,9,0,0,0,0,0
FR_01174,Giron,101,70,3,0,2,0,0,0,0,1,8,1,2,2,33,0,0,8,0,10,0,0,0,0,0,0
FR_01175,Gorrevod,448,298,6,0,0,5,0,25,42,2,4,0,3,2,159,4,6,38,2,0,0,0,0,0,0,0
FR_01176,Le Grand-Abergement,96,75,2,0,0,0,0,0,0,2,15,1,4,1,32,0,0,7,1,8,2,0,0,0,0,0
FR_01177,Grand-Corent,104,78,0,0,0,1,0,0,20,0,0,1,1,0,44,0,0,8,3,0,0,0,0,0,0,0
FR_01179,Grièges,1164,780,9,0,9,16,4,11,172,14,9,6,33,1,389,4,5,90,8,0,0,0,0,0,0,0
FR_01180,Grilly,400,228,3,0,1,0,0,7,0,13,4,8,1,2,130,0,0,30,2,24,3,0,0,0,0,0
FR_01181,Groissiat,585,395,8,0,2,1,0,7,61,9,5,6,1,3,200,0,5,58,29,0,0,0,0,0,0,0
FR_01182,Groslée,296,187,6,0,3,0,0,2,0,5,7,0,11,3,99,0,0,33,6,11,1,0,0,0,0,0
FR_01183,Guéreins,729,453,8,0,4,7,2,3,64,7,5,6,10,0,186,8,2,128,13,0,0,0,0,0,0,0
FR_01184,Hautecourt-Romanèche,549,356,3,0,3,3,12,3,125,0,2,9,9,1,130,0,5,49,2,0,0,0,0,0,0,0
FR_01185,Hauteville-Lompnes,2177,1460,38,0,15,0,3,45,0,36,519,21,13,5,499,0,0,164,13,86,3,0,0,0,0,0
FR_01186,Hostias,75,53,0,0,2,0,0,1,0,1,15,1,0,0,17,0,0,10,0,6,0,0,0,0,0,0
FR_01187,Hotonnes,256,175,3,0,0,0,1,3,0,10,26,7,7,0,82,0,0,7,1,28,0,0,0,0,0,0
FR_01188,Illiat,346,226,4,0,1,0,1,2,27,1,1,9,16,1,122,1,5,34,1,0,0,0,0,0,0,0
FR_01189,Injoux-Génissiat,654,411,21,0,6,0,4,40,0,26,12,6,4,9,100,0,0,64,5,114,0,0,0,0,0,0
FR_01190,Innimond,126,92,2,0,1,0,0,3,0,1,4,0,8,2,37,0,0,15,0,19,0,0,0,0,0,0
FR_01191,Izenave,118,72,2,0,0,0,0,0,0,1,19,3,1,0,34,0,0,4,0,8,0,0,0,0,0,0
FR_01192,Izernore,1097,684,10,0,9,3,0,23,90,15,16,12,19,5,297,0,26,133,26,0,0,0,0,0,0,0
FR_01193,Izieu,163,118,2,0,1,0,1,6,0,7,3,4,33,1,34,0,0,6,1,19,0,0,0,0,0,0
FR_01194,Jassans-Riottier,3254,2061,29,0,23,32,3,23,522,33,20,28,9,4,804,32,20,463,16,0,0,0,0,0,0,0
FR_01195,Jasseron,966,682,9,0,4,7,13,5,212,0,11,10,14,0,302,0,9,69,17,0,0,0,0,0,0,0
FR_01196,Jayat,637,359,12,0,4,5,4,4,99,0,0,6,22,0,131,0,12,52,8,0,0,0,0,0,0,0
FR_01197,Journans,247,187,2,0,5,1,7,6,69,0,3,4,3,0,72,0,0,12,3,0,0,0,0,0,0,0
FR_01198,Joyeux,193,141,4,0,0,0,0,1,18,2,5,2,6,1,88,0,2,12,0,0,0,0,0,0,0,0
FR_01199,Jujurieux,1219,768,13,0,10,11,0,21,195,42,10,10,17,8,288,0,10,125,8,0,0,0,0,0,0,0
FR_01200,Labalme,94,65,0,0,2,1,0,3,19,2,0,0,2,0,23,0,1,12,0,0,0,0,0,0,0,0
FR_01202,Lagnieu,4110,2525,39,0,46,11,0,96,501,104,46,40,53,7,1139,0,27,368,48,0,0,0,0,0,0,0
FR_01203,Laiz,732,424,8,0,10,15,1,6,102,9,10,4,15,2,173,4,1,59,5,0,0,0,0,0,0,0
FR_01204,Lalleyriat,151,93,2,0,1,2,0,3,21,4,1,4,6,0,39,0,0,10,0,0,0,0,0,0,0,0
FR_01205,Lancrans,640,367,10,0,4,0,3,10,0,13,13,16,4,2,154,0,0,53,1,84,0,0,0,0,0,0
FR_01206,Lantenay,210,158,4,0,5,0,1,3,0,6,28,10,10,3,63,0,0,11,0,12,2,0,0,0,0,0
FR_01207,Lapeyrouse,171,132,3,0,1,0,0,0,24,0,3,5,10,0,63,0,1,22,0,0,0,0,0,0,0,0
FR_01208,Lavours,127,96,2,0,2,0,2,5,0,4,9,1,14,0,38,0,0,6,2,11,0,0,0,0,0,0
FR_01209,Léaz,376,228,2,0,5,0,3,4,0,6,9,5,6,2,94,0,0,50,0,41,1,0,0,0,0,0
FR_01210,Lélex,198,124,2,0,1,0,1,1,0,2,3,2,2,0,84,0,0,15,1,10,0,0,0,0,0,0
FR_01211,Lent,822,537,14,0,5,10,8,6,160,0,4,6,15,2,245,0,9,46,7,0,0,0,0,0,0,0
FR_01212,Lescheroux,474,277,5,0,7,4,3,13,81,0,1,3,7,0,101,0,5,40,7,0,0,0,0,0,0,0
FR_01213,Leyment,635,431,4,0,7,1,0,5,126,47,5,5,9,0,120,0,2,89,11,0,0,0,0,0,0,0
FR_01214,Leyssard,116,80,3,0,0,1,0,3,17,8,2,2,1,0,24,0,5,14,0,0,0,0,0,0,0,0
FR_01215,Lhôpital,42,33,1,0,1,0,0,0,0,3,3,0,1,1,14,0,0,4,0,4,1,0,0,0,0,0
FR_01216,Lhuis,579,332,9,0,5,0,1,8,0,19,18,10,46,2,136,0,0,37,7,34,0,0,0,0,0,0
FR_01218,Lochieu,64,50,0,0,0,0,1,2,0,2,3,0,5,0,20,0,0,13,0,3,1,0,0,0,0,0
FR_01219,Lompnas,133,83,3,0,0,0,1,3,0,2,7,1,9,0,42,0,0,8,1,6,0,0,0,0,0,0
FR_01221,Lompnieu,129,79,1,0,1,0,0,4,0,2,11,1,1,0,27,0,0,12,0,19,0,0,0,0,0,0
FR_01224,Loyettes,1409,815,12,0,17,4,0,25,192,22,12,13,12,1,325,0,19,142,19,0,0,0,0,0,0,0
FR_01225,Lurcy,222,158,1,0,3,2,0,2,33,3,0,4,3,1,85,0,2,18,1,0,0,0,0,0,0,0
FR_01227,Magnieu,244,170,0,0,0,0,0,5,0,7,7,2,4,1,85,0,0,27,3,29,0,0,0,0,0,0
FR_01228,Maillat,417,258,2,0,1,2,0,6,41,3,2,2,6,0,131,0,10,40,12,0,0,0,0,0,0,0
FR_01229,Malafretaz,525,355,12,0,1,3,3,4,106,0,1,4,6,1,150,0,10,45,9,0,0,0,0,0,0,0
FR_01230,Mantenay-Montlin,213,137,2,0,3,1,3,0,51,0,0,0,1,1,54,0,1,16,4,0,0,0,0,0,0,0
FR_01231,Manziat,1250,817,16,0,4,8,3,10,159,5,15,12,23,1,477,11,4,65,4,0,0,0,0,0,0,0
FR_01232,Marboz,1556,986,15,0,12,11,6,12,272,0,3,11,83,3,416,0,25,110,7,0,0,0,0,0,0,0
FR_01233,Marchamp,126,86,2,0,1,0,0,3,0,1,1,0,21,0,28,0,0,7,0,22,0,0,0,0,0,0
FR_01234,Marignieu,121,85,1,0,2,0,0,1,0,0,3,2,24,1,22,0,0,5,0,24,0,0,0,0,0,0
