gisco_id,name,registered,turnout,invalid,blank,EXG,PCF,LFI,PS,ECO,DIV,MoDem,LR,RN,DLF,DVG,RE,PRG,UDI,EXD,DVD,REG
FR_38409,Saint-Just-de-Claix,874,365,1,8,2,0,54,0,39,5,127,51,64,11,0,0,0,0,3,0,0
FR_38410,Saint-Lattier,1006,516,0,9,3,0,50,0,65,6,169,82,107,22,0,0,0,0,3,0,0
FR_38416,Saint-Marcellin,5190,2468,18,26,30,0,311,0,270,18,933,444,343,50,0,0,0,0,25,0,0
FR_38432,Saint-Nicolas-de-Macherin,763,396,1,6,5,0,71,0,44,3,161,47,43,15,0,0,0,0,0,0,0
FR_38437,Saint-Paul-dIzeaux,257,117,1,2,0,0,27,0,11,3,32,17,19,3,0,0,0,0,2,0,0
FR_38443,Saint-Pierre-de-Chérennes,398,241,3,2,0,0,44,0,39,1,70,30,42,7,0,0,0,0,3,0,0
FR_38450,Saint-Quentin-sur-Isère,1015,500,2,10,2,0,71,0,48,1,195,80,82,8,0,0,0,0,1,0,0
FR_38453,Saint-Romans,1279,588,3,7,10,0,62,0,52,3,238,110,85,11,0,0,0,0,7,0,0
FR_38454,Saint-Sauveur,1303,597,1,8,5,0,80,0,68,0,248,84,92,8,0,0,0,0,3,0,0
FR_38463,Saint-Vérand,1381,699,1,11,6,0,107,0,84,4,268,103,97,17,0,0,0,0,1,0,0
FR_38495,La Sône,424,186,0,5,1,0,28,0,25,0,63,26,32,5,0,0,0,0,1,0,0
FR_38500,Têche,463,231,2,4,4,0,24,0,15,1,72,48,51,9,0,0,0,0,1,0,0
FR_38517,Tullins,5390,2369,14,27,36,0,349,0,308,19,948,285,345,31,0,0,0,0,7,0,0
FR_38523,Varacieux,726,367,2,6,6,0,47,0,40,0,123,49,81,11,0,0,0,0,2,0,0
FR_38526,Vatilieu,330,186,0,1,4,0,20,0,35,2,80,22,17,5,0,0,0,0,0,0,0
FR_38559,Vinay,2877,1244,10,20,19,0,126,0,146,16,414,255,205,29,0,0,0,0,4,0,0
FR_38563,Voiron,14959,7257,0,137,59,0,940,0,963,55,2723,1580,655,119,0,0,0,0,26,0,0
FR_38565,Voreppe,6845,3731,14,50,18,0,452,0,528,31,1553,593,421,60,0,0,0,0,11,0,0
FR_38566,Vourey,1390,711,2,6,3,0,82,0,123,2,308,102,69,10,0,0,0,0,4,0,0
FR_38012,Aoste,1753,734,4,14,13,6,62,58,24,2,0,94,208,35,8,206,0,0,0,0,0
FR_38029,La Bâtie-Montgascon,1243,616,6,4,6,5,75,49,17,7,0,88,145,24,6,184,0,0,0,0,0
FR_38048,Bonnefamille,899,444,2,10,2,9,49,32,12,4,0,67,67,14,2,174,0,0,0,0,0
FR_38064,Cessieu,2022,917,2,15,10,7,102,66,28,9,0,149,204,34,13,278,0,0,0,0,0
FR_38076,La Chapelle-de-la-Tour,1345,720,9,8,6,10,61,57,13,6,0,113,124,18,7,288,0,0,0,0,0
FR_38091,Châteauvilain,568,307,1,3,0,4,30,39,6,1,0,37,58,5,1,122,0,0,0,0,0
FR_38102,Chèzeneuve,429,248,0,1,3,3,18,17,10,1,0,36,40,9,1,109,0,0,0,0,0
FR_38104,Chimilin,1082,509,2,2,2,7,37,50,14,6,0,75,116,21,10,167,0,0,0,0,0
FR_38124,Corbelin,1776,803,1,16,6,21,66,66,30,6,0,138,165,25,5,258,0,0,0,0,0
FR_38136,Crachier,385,207,0,7,1,4,15,16,17,1,0,22,47,9,2,66,0,0,0,0,0
FR_38148,Dolomieu,2396,1165,5,17,14,11,142,76,33,8,0,144,263,40,46,366,0,0,0,0,0
FR_38149,Domarin,1243,649,3,11,7,7,59,64,19,4,0,122,90,9,13,241,0,0,0,0,0
FR_38156,Les Éparres,685,336,0,5,4,1,32,21,12,5,0,39,59,18,4,136,0,0,0,0,0
FR_38162,Faverges-de-la-Tour,1054,546,0,13,6,7,85,47,31,6,0,50,109,11,14,167,0,0,0,0,0
FR_38172,Four,990,522,2,8,4,6,60,57,28,5,0,78,87,10,4,173,0,0,0,0,0
FR_38183,Granieu,340,170,0,2,1,1,17,18,4,0,0,24,28,7,0,68,0,0,0,0,0
FR_38193,LIsle-dAbeau,9369,3401,14,49,36,74,428,279,153,37,0,346,588,52,28,1317,0,0,0,0,0
FR_38223,Maubec,1402,753,1,8,6,11,62,53,32,3,0,184,102,16,6,269,0,0,0,0,0
FR_38230,Meyrié,898,504,6,0,5,8,42,37,32,3,0,74,70,7,5,215,0,0,0,0,0
FR_38246,Montagnieu,768,404,4,10,1,1,25,20,11,2,0,57,105,21,3,144,0,0,0,0,0
FR_38250,Montcarra,380,211,1,9,1,7,23,25,8,0,0,38,30,2,5,62,0,0,0,0,0
FR_38276,Nivolas-Vermelle,1771,885,3,16,5,23,60,66,31,4,0,130,148,31,5,363,0,0,0,0,0
FR_38315,Le Pont-de-Beauvoisin,2141,992,6,10,7,18,138,57,29,3,0,180,171,26,11,336,0,0,0,0,0
FR_38323,Pressins,931,453,1,4,3,4,46,71,16,1,0,57,68,19,3,160,0,0,0,0,0
FR_38339,Roche,1625,849,2,6,4,17,92,61,26,3,0,181,169,22,4,262,0,0,0,0,0
FR_38341,Rochetoirin,912,462,0,7,2,2,56,38,16,1,0,68,110,12,5,145,0,0,0,0,0
FR_38343,Romagnieu,1304,613,3,7,7,4,58,57,19,1,0,96,91,28,6,236,0,0,0,0,0
FR_38352,Saint-Alban-de-Roche,1574,793,6,5,3,9,71,62,34,3,0,146,91,21,4,338,0,0,0,0,0
FR_38354,Saint-Albin-de-Vaulserre,311,156,1,2,1,1,12,18,3,0,0,29,33,5,1,50,0,0,0,0,0
FR_38357,Saint-André-le-Gaz,1956,910,8,19,9,11,121,111,38,2,0,116,172,33,5,265,0,0,0,0,0
FR_38369,Sainte-Blandine,762,416,3,10,5,4,51,39,20,1,0,61,68,18,4,132,0,0,0,0,0
FR_38377,Saint-Clair-de-la-Tour,2343,1083,3,12,11,10,129,104,35,11,0,115,285,23,14,331,0,0,0,0,0
FR_38381,Saint-Didier-de-la-Tour,1511,723,3,7,2,6,65,39,19,1,0,129,147,29,23,253,0,0,0,0,0
FR_38398,Saint-Jean-dAvelanne,657,301,1,8,2,4,31,25,16,1,0,52,42,8,4,107,0,0,0,0,0
FR_38401,Saint-Jean-de-Soudain,1082,523,0,11,2,6,72,44,11,4,0,83,98,11,12,169,0,0,0,0,0
FR_38420,Saint-Martin-de-Vaulserre,236,129,0,0,0,2,12,23,6,3,0,14,22,3,1,43,0,0,0,0,0
FR_38449,Saint-Quentin-Fallavier,3517,1552,6,21,13,51,265,145,47,13,0,193,303,33,11,451,0,0,0,0,0
FR_38464,Saint-Victor-de-Cessieu,1532,684,3,4,3,9,66,68,23,2,0,109,177,31,6,183,0,0,0,0,0
FR_38475,Satolas-et-Bonce,1793,837,3,11,1,4,70,30,13,1,0,286,161,9,3,245,0,0,0,0,0
FR_38481,Sérézin-de-la-Tour,744,394,2,6,2,2,22,50,11,3,0,58,83,11,5,139,0,0,0,0,0
FR_38498,Succieu,552,300,1,2,1,6,20,39,16,0,0,35,67,7,0,106,0,0,0,0,0
FR_38508,Torchefelon,484,275,3,4,0,7,30,24,11,0,0,21,50,5,1,119,0,0,0,0,0
FR_38509,La Tour-du-Pin,5109,2115,6,25,18,49,232,220,74,19,0,381,373,35,18,665,0,0,0,0,0
FR_38530,Vaulx-Milieu,1850,941,4,10,2,18,87,68,31,0,0,120,174,18,12,397,0,0,0,0,0
FR_38537,La Verpillière,4242,1835,7,9,14,28,183,175,69,17,0,291,353,51,18,620,0,0,0,0,0
FR_38546,Vignieu,726,346,2,11,5,5,31,22,11,2,0,54,78,13,3,109,0,0,0,0,0
FR_38553,Villefontaine,10720,4090,13,41,55,156,631,631,174,25,0,338,632,72,34,1288,0,0,0,0,0
FR_39003,Abergement-le-Petit,38,28,0,2,0,0,5,3,0,0,0,2,3,0,0,13,0,0,0,0,0
FR_39007,Alièze,125,69,0,2,0,0,6,6,2,0,0,13,14,5,0,18,0,0,0,3,0
FR_39010,Andelot-Morval,76,51,0,2,0,0,10,2,1,0,0,5,8,2,0,20,0,0,0,1,0
FR_39016,Arinthod,724,367,3,5,2,0,48,30,3,18,0,72,57,9,0,109,0,0,0,11,0
FR_39017,Arlay,1018,547,3,6,6,0,60,38,9,3,0,98,64,22,0,219,0,0,0,19,0
FR_39018,Aromas,378,171,0,6,1,0,18,11,2,1,0,27,30,9,0,63,0,0,0,3,0
FR_39021,Chailleuse,517,293,1,3,2,0,52,27,7,2,0,51,32,14,0,95,0,0,0,7,0
FR_39025,Augea,213,115,1,4,1,0,21,9,2,2,0,18,15,2,0,39,0,0,0,1,0
FR_39027,Augisey,153,74,0,0,0,0,8,3,2,0,0,13,4,7,0,34,0,0,0,3,0
FR_39028,Aumont,339,180,6,2,2,0,39,7,3,2,0,14,25,2,0,75,0,0,0,3,0
FR_39035,Balanod,241,131,1,4,1,0,21,12,4,2,0,12,30,3,0,40,0,0,0,1,0
FR_39036,La Balme-dÉpy,54,28,0,1,2,0,8,4,0,0,0,4,5,2,0,1,0,0,0,1,0
FR_39040,Barretaine,150,92,1,0,0,0,9,5,1,0,0,19,11,0,0,39,0,0,0,7,0
FR_39041,Baume-les-Messieurs,174,109,1,2,1,0,7,11,2,2,0,21,4,4,0,42,0,0,0,12,0
FR_39043,Beaufort,811,424,5,19,12,0,69,28,6,7,0,44,78,20,0,126,0,0,0,10,0
FR_39045,Beffia,60,33,0,2,0,0,3,4,0,0,0,5,3,7,0,9,0,0,0,0,0
FR_39049,Bersaillin,293,135,5,2,1,0,15,12,6,0,0,28,17,6,0,34,0,0,0,9,0
FR_39050,Besain,153,108,0,1,0,0,30,12,1,0,0,10,12,3,0,35,0,0,0,4,0
FR_39054,Biefmorin,63,36,0,0,0,0,8,8,0,0,0,2,5,0,0,13,0,0,0,0,0
FR_39056,Bletterans,969,461,1,8,1,0,34,27,4,5,0,84,42,16,0,226,0,0,0,13,0
FR_39057,Blois-sur-Seille,89,63,0,0,0,0,9,9,1,1,0,15,9,4,0,15,0,0,0,0,0
FR_39058,Blye,117,71,0,2,0,0,8,8,2,0,0,19,8,6,0,17,0,0,0,1,0
FR_39060,Bois-de-Gand,50,30,0,1,0,0,6,1,0,0,0,1,6,0,0,15,0,0,0,0,0
FR_39062,La Boissière,49,34,0,0,0,0,2,5,0,1,0,6,2,1,0,15,0,0,0,2,0
FR_39065,Bonnefontaine,77,39,0,1,0,0,7,2,0,0,0,4,7,1,0,14,0,0,0,3,0
FR_39066,Bornay,143,99,1,1,1,0,4,12,2,0,0,38,13,4,0,20,0,0,0,3,0
FR_39073,Brainans,134,82,1,3,1,0,12,6,0,1,0,11,12,1,0,30,0,0,0,4,0
FR_39075,Bréry,177,111,0,1,3,0,30,8,0,0,0,12,13,2,0,41,0,0,0,1,0
FR_39079,Briod,169,121,1,2,0,0,17,16,1,1,0,18,8,7,0,46,0,0,0,4,0
FR_39080,Broissia,53,50,0,4,0,0,3,1,1,0,0,14,10,1,0,16,0,0,0,0,0
FR_39081,Buvilly,287,157,3,4,2,0,11,13,4,0,0,27,14,4,0,71,0,0,0,4,0
FR_39086,Cernon,204,104,0,1,3,0,14,4,2,1,0,23,21,2,0,33,0,0,0,0,0
FR_39088,Cesancey,304,169,0,3,0,0,33,13,2,1,0,10,22,2,0,70,0,0,0,13,0
FR_39089,Cézia,53,33,1,0,0,0,10,0,0,0,0,6,7,2,0,5,0,0,0,2,0
FR_39092,Chambéria,150,91,0,1,0,0,6,5,1,1,0,30,19,6,0,22,0,0,0,0,0
FR_39094,Chamole,127,79,0,2,1,0,10,10,1,1,0,8,0,4,0,34,0,0,0,8,0
FR_39100,Champrougier,91,40,0,4,1,0,9,1,0,0,0,3,3,0,0,19,0,0,0,0,0
FR_39104,Chapelle-Voland,448,259,2,7,5,0,29,12,0,3,0,25,44,12,0,112,0,0,0,8,0
FR_39110,La Charme,50,27,0,0,0,0,3,0,0,0,0,4,4,2,0,13,0,0,0,1,0
FR_39111,Charnod,48,28,0,0,0,0,4,2,0,1,0,11,1,1,0,8,0,0,0,0,0
FR_39112,La Chassagne,100,62,1,0,1,0,13,0,0,2,0,10,8,3,0,23,0,0,0,1,0
FR_39114,Château-Chalon,165,95,0,2,1,0,8,9,1,0,0,11,9,1,0,41,0,0,0,12,0
FR_39119,Le Chateley,77,37,0,0,1,0,10,3,2,0,0,4,5,0,0,7,0,0,0,5,0
FR_39122,Châtillon,100,48,0,0,0,0,12,3,0,0,0,10,3,0,0,18,0,0,0,2,0
FR_39124,Chaumergy,339,212,1,3,1,0,17,12,2,0,0,19,21,3,0,130,0,0,0,3,0
FR_39127,Chaussenans,73,53,1,0,0,0,9,5,3,1,0,6,8,2,0,18,0,0,0,0,0
FR_39132,La Chaux-en-Bresse,34,26,0,0,0,0,2,0,0,0,0,5,1,0,0,18,0,0,0,0,0
FR_39134,Chavéria,161,83,0,4,0,0,10,6,0,1,0,13,14,3,0,30,0,0,0,2,0
FR_39136,Chemenot,40,30,0,0,1,0,6,0,1,1,0,4,5,0,0,9,0,0,0,3,0
FR_39137,Chemilla,86,48,0,1,0,0,9,2,0,0,0,13,16,2,0,5,0,0,0,0,0
FR_39140,Chêne-Sec,38,23,0,0,0,0,1,1,0,0,0,4,5,2,0,10,0,0,0,0,0
FR_39142,Chevreaux,105,68,1,2,1,0,7,5,2,0,0,11,15,2,0,20,0,0,0,2,0
FR_39145,Chille,260,188,1,2,0,0,20,20,1,0,0,46,21,12,0,58,0,0,0,7,0
FR_39146,Chilly-le-Vignoble,444,216,0,3,3,0,24,28,0,10,0,38,8,5,0,90,0,0,0,7,0
FR_39148,Chisséria,52,28,0,0,1,0,2,0,1,0,0,9,6,0,0,9,0,0,0,0,0
FR_39159,Colonne,202,99,0,2,0,0,21,3,3,2,0,16,4,1,0,46,0,0,0,1,0
FR_39160,Commenailles,618,371,4,1,4,0,45,17,2,0,0,35,56,7,0,194,0,0,0,6,0
FR_39162,Condamine,194,110,1,0,1,0,7,19,0,2,0,14,12,4,0,44,0,0,0,6,0
FR_39163,Condes,91,48,0,2,1,0,5,4,2,0,0,7,8,3,0,14,0,0,0,2,0
FR_39164,Conliège,564,321,2,5,1,0,40,47,2,4,0,48,34,7,0,122,0,0,0,9,0
FR_39166,Cornod,195,91,0,4,2,0,8,5,2,0,0,19,17,2,0,30,0,0,0,2,0
FR_39167,Cosges,274,146,1,3,0,0,9,10,0,0,0,28,30,3,0,59,0,0,0,3,0
FR_39168,Courbette,40,21,0,1,0,0,2,2,0,0,0,8,0,0,0,7,0,0,0,1,0
FR_39169,Courbouzon,506,298,3,2,3,0,37,38,6,0,0,73,24,7,0,101,0,0,0,4,0
FR_39170,Courlans,752,335,0,5,1,0,39,63,2,0,0,56,32,19,0,113,0,0,0,5,0
FR_39171,Courlaoux,808,411,0,7,3,0,53,45,1,5,0,52,75,35,0,128,0,0,0,7,0
FR_39173,Cousance,899,403,5,5,4,0,61,37,8,5,0,44,78,18,0,129,0,0,0,9,0
FR_39177,Hauteroche,684,409,3,8,2,0,55,51,19,2,0,65,43,10,0,146,0,0,0,5,0
FR_39180,Cressia,233,127,0,1,0,0,25,10,0,0,0,13,50,4,0,19,0,0,0,5,0
FR_39185,Cuisia,319,169,1,5,2,0,33,6,3,1,0,35,28,11,0,38,0,0,0,6,0
FR_39191,Darbonnay,76,53,0,2,0,0,2,10,0,0,0,15,4,2,0,16,0,0,0,2,0
FR_39194,Desnes,370,195,3,4,1,0,22,11,2,1,0,32,24,6,0,80,0,0,0,9,0
FR_39196,Les Deux-Fays,92,73,1,0,0,0,10,0,0,0,0,17,8,1,0,34,0,0,0,2,0
FR_39197,Digna,290,188,2,4,0,0,20,7,4,1,0,29,37,5,0,69,0,0,0,10,0
FR_39199,Domblans,788,416,2,10,0,0,52,40,4,6,0,67,60,8,0,154,0,0,0,13,0
FR_39200,Dompierre-sur-Mont,184,113,1,4,0,0,9,7,1,2,0,21,6,3,0,55,0,0,0,4,0
FR_39204,Dramelay,26,19,0,2,0,0,3,1,0,0,0,6,0,0,0,7,0,0,0,0,0
FR_39207,Écrille,64,40,0,0,1,0,6,1,2,0,0,4,9,2,0,12,0,0,0,3,0
FR_39209,Val-dÉpy,260,124,0,2,0,0,17,8,0,0,0,16,18,2,0,56,0,0,0,5,0
FR_39217,LÉtoile,492,303,1,4,0,0,41,47,5,0,0,47,18,7,0,127,0,0,0,6,0
FR_39222,Fay-en-Montagne,81,59,0,1,0,0,6,7,0,1,0,7,8,2,0,25,0,0,0,2,0
FR_39225,Le Fied,167,98,1,3,0,0,18,14,3,1,0,11,8,2,0,34,0,0,0,3,0
FR_39229,Fontainebrux,159,77,0,4,0,0,12,9,1,0,0,10,10,4,0,27,0,0,0,0,0
FR_39234,Foulenay,71,40,1,3,1,0,5,1,1,1,0,14,4,2,0,7,0,0,0,0,0
FR_39236,Francheville,32,25,0,0,1,0,1,0,0,0,0,3,2,1,0,14,0,0,0,3,0
FR_39241,Frébuans,281,169,0,2,1,0,22,11,2,2,0,57,21,5,0,44,0,0,0,2,0
FR_39244,Frontenay,150,100,0,2,1,0,10,13,5,0,0,9,10,2,0,40,0,0,0,8,0
FR_39247,Genod,61,43,0,1,0,0,5,1,0,0,0,10,10,2,0,14,0,0,0,0,0
FR_39250,Geruge,143,92,1,0,0,0,19,8,2,0,0,25,5,2,0,27,0,0,0,3,0
FR_39251,Gevingey,333,170,1,3,2,0,30,37,1,2,0,20,25,2,0,41,0,0,0,6,0
FR_39253,Gigny,240,124,0,4,2,0,13,5,2,1,0,17,32,7,0,36,0,0,0,5,0
FR_39255,Gizia,162,76,0,0,0,0,11,0,1,1,0,16,11,4,0,30,0,0,0,2,0
FR_39261,Graye-et-Charnay,118,75,0,1,1,0,25,6,3,0,0,22,3,0,0,14,0,0,0,0,0
FR_39263,Grozon,315,152,0,8,3,0,21,12,4,0,0,9,24,2,0,67,0,0,0,2,0
FR_39272,Ladoye-sur-Seille,53,22,0,0,0,0,4,2,1,0,0,1,3,0,0,11,0,0,0,0,0
FR_39273,Montlainsia,216,104,0,1,1,0,12,1,3,3,0,18,28,8,0,25,0,0,0,4,0
FR_39279,Larnaud,457,242,2,5,0,0,28,13,3,0,0,30,31,14,0,114,0,0,0,2,0
FR_39287,Lavans-sur-Valouse,112,50,0,1,0,0,4,3,0,0,0,15,9,0,0,17,0,0,0,1,0
FR_39288,Lavigny,301,169,0,3,1,0,30,20,6,1,0,36,21,2,0,47,0,0,0,2,0
FR_39290,Valzin en Petite Montagne,413,256,1,4,0,0,32,23,3,1,0,53,37,9,0,86,0,0,0,7,0
FR_39295,Loisia,148,80,0,1,2,0,10,6,0,2,0,18,14,3,0,21,0,0,0,3,0
FR_39296,Lombard,161,90,1,1,0,0,7,7,1,0,0,7,17,4,0,45,0,0,0,0,0
FR_39300,Lons-le-Saunier,12054,5833,25,69,24,0,846,849,82,106,0,1363,407,230,0,1659,0,0,0,173,0
FR_39304,Le Louverot,225,128,0,2,0,0,28,12,3,1,0,12,9,3,0,57,0,0,0,1,0
FR_39306,Macornay,810,505,2,9,3,0,65,47,4,3,0,130,20,26,0,187,0,0,0,9,0
FR_39310,Mantry,378,196,3,2,0,0,27,21,4,1,0,35,20,8,0,67,0,0,0,8,0
FR_39312,Marigna-sur-Valouse,96,50,1,3,0,0,6,6,1,0,0,6,10,2,0,14,0,0,0,1,0
FR_39314,Marnézia,64,36,0,3,0,0,5,1,2,0,0,7,5,0,0,12,0,0,0,1,0
FR_39317,La Marre,264,140,1,4,0,0,18,11,1,1,0,29,16,2,0,55,0,0,0,2,0
FR_39320,Maynal,267,156,1,2,0,0,42,7,4,2,0,21,23,4,0,48,0,0,0,2,0
FR_39321,Menétru-le-Vignoble,131,73,0,1,0,0,7,7,0,1,0,18,17,1,0,15,0,0,0,6,0
FR_39324,Mérona,22,15,0,0,0,0,0,3,0,0,0,5,0,0,0,6,0,0,0,1,0
FR_39327,Messia-sur-Sorne,647,333,0,6,7,0,63,32,4,2,0,64,35,13,0,104,0,0,0,3,0
FR_39330,Miéry,124,73,2,4,0,0,13,8,1,0,0,6,11,2,0,23,0,0,0,3,0
FR_39334,Moiron,105,63,0,3,0,0,10,2,1,0,0,18,2,1,0,26,0,0,0,0,0
FR_39336,Molain,98,51,1,0,1,0,3,3,0,0,0,6,9,2,0,19,0,0,0,7,0
FR_39342,Monay,125,68,0,2,2,0,10,5,1,0,0,9,6,0,0,31,0,0,0,2,0
FR_39343,Monnetay,24,17,0,0,0,0,1,0,0,0,0,2,2,0,0,12,0,0,0,0,0
FR_39346,Montagna-le-Reconduit,96,52,1,0,0,0,5,5,2,0,0,2,17,2,0,12,0,0,0,6,0
FR_39348,Montaigu,359,221,5,0,0,0,40,25,4,0,0,38,12,8,0,86,0,0,0,3,0
FR_39349,Montain,354,254,1,2,0,0,31,41,3,1,0,31,11,9,0,119,0,0,0,5,0
FR_39353,Montfleur,137,75,0,1,0,0,21,4,0,2,0,4,15,2,0,25,0,0,0,1,0
FR_39354,Montholier,253,113,2,3,1,0,9,4,1,0,0,25,25,2,0,36,0,0,0,5,0
FR_39362,Montmorot,2137,1200,10,14,3,0,185,191,18,18,0,190,128,53,0,368,0,0,0,22,0
FR_39363,Montrevel,103,49,0,2,0,0,7,5,0,0,0,6,12,4,0,13,0,0,0,0,0
FR_39375,Moutonne,82,54,1,1,0,0,3,0,1,0,0,7,11,3,0,26,0,0,0,1,0
FR_39378,Trois Châteaux,504,298,1,7,5,0,40,25,5,3,0,47,77,13,0,68,0,0,0,7,0
FR_39379,Nance,397,201,3,3,5,0,11,17,3,2,0,20,26,9,0,94,0,0,0,8,0
FR_39380,Nancuise,46,28,0,0,1,0,2,3,0,2,0,9,5,1,0,4,0,0,0,1,0
FR_39386,Neuvilley,62,25,0,2,0,0,5,1,0,0,0,1,9,0,0,6,0,0,0,1,0
FR_39388,Nevy-sur-Seille,195,104,0,2,0,0,17,4,2,2,0,22,11,2,0,38,0,0,0,4,0
FR_39390,Nogna,198,116,1,1,3,0,27,12,2,0,0,5,23,3,0,33,0,0,0,6,0
FR_39394,Onoz,67,36,2,1,0,0,6,4,0,0,0,5,5,3,0,9,0,0,0,1,0
FR_39395,Orbagna,147,78,0,1,0,0,19,5,1,0,0,12,7,3,0,28,0,0,0,2,0
FR_39397,Orgelet,1108,569,2,10,7,0,85,70,3,4,0,105,66,19,0,179,0,0,0,19,0
FR_39401,Oussières,178,113,0,4,1,0,24,3,0,0,0,24,5,2,0,46,0,0,0,4,0
FR_39404,Pannessières,417,241,0,6,1,0,15,45,7,2,0,29,10,5,0,112,0,0,0,9,0
FR_39407,Passenans,283,173,0,3,0,0,20,10,8,1,0,22,12,0,0,91,0,0,0,6,0
FR_39411,Perrigny,1145,630,6,6,3,0,79,84,13,2,0,114,62,22,0,209,0,0,0,30,0
FR_39418,Picarreau,83,58,2,1,1,0,4,7,0,2,0,12,7,1,0,20,0,0,0,1,0
FR_39420,Pimorin,166,106,0,1,0,0,14,13,0,0,0,20,22,1,0,34,0,0,0,1,0
FR_39421,Le Pin,242,149,3,2,1,0,8,16,3,0,0,29,13,7,0,62,0,0,0,5,0
FR_39422,Plainoiseau,468,259,1,6,0,0,38,18,1,0,0,28,41,15,0,100,0,0,0,11,0
FR_39423,Plaisia,111,67,1,0,0,0,9,5,2,0,0,5,15,0,0,30,0,0,0,0,0
FR_39426,Plasne,220,117,4,0,1,0,26,7,3,1,0,16,7,5,0,45,0,0,0,2,0
FR_39431,Poids-de-Fiole,244,121,1,5,1,0,9,14,0,2,0,21,19,8,0,38,0,0,0,3,0
FR_39434,Poligny,2736,1455,6,23,10,0,242,131,16,24,0,263,122,31,0,529,0,0,0,58,0
FR_39443,Présilly,102,54,0,3,1,0,3,4,2,0,0,11,6,1,0,20,0,0,0,3,0
FR_39445,Publy,235,124,0,3,2,0,23,8,3,0,0,23,13,3,0,43,0,0,0,3,0
FR_39447,Quintigny,210,139,0,2,1,0,29,17,4,1,0,14,10,8,0,53,0,0,0,0,0
FR_39454,Recanoz,73,41,1,0,0,0,9,2,0,0,0,8,8,1,0,12,0,0,0,0,0
FR_39455,Reithouse,51,34,0,2,3,0,12,0,0,0,0,1,8,0,0,8,0,0,0,0,0
FR_39456,Relans,270,134,1,2,0,0,12,2,2,0,0,18,33,2,0,60,0,0,0,2,0
FR_39457,Les Repôts,38,23,2,0,0,0,1,0,0,1,0,6,3,2,0,8,0,0,0,0,0
FR_39458,Revigny,212,112,0,1,2,0,32,14,0,0,0,16,17,2,0,26,0,0,0,2,0
FR_39466,Rosay,104,48,1,1,1,0,14,4,0,0,0,1,8,0,0,18,0,0,0,0,0
FR_39467,Rotalier,145,84,0,2,0,0,11,9,3,0,0,22,11,5,0,20,0,0,0,1,0
FR_39468,Rothonay,107,55,0,1,0,0,9,2,1,1,0,7,6,5,0,23,0,0,0,0,0
FR_39471,Ruffey-sur-Seille,573,335,2,9,2,0,48,27,6,2,0,35,51,16,0,125,0,0,0,12,0
FR_39472,Rye,177,91,1,6,1,0,2,9,2,0,0,12,19,2,0,37,0,0,0,0,0
FR_39474,Sainte-Agnès,258,121,0,6,0,0,13,3,2,0,0,24,21,9,0,37,0,0,0,6,0
FR_39475,Saint-Amour,1575,841,5,13,7,0,121,99,11,23,0,121,157,19,0,251,0,0,0,14,0
FR_39480,Saint-Didier,221,142,0,2,2,0,13,36,3,0,0,18,9,13,0,45,0,0,0,1,0
FR_39483,Saint-Hymetière,69,42,0,2,0,0,7,1,0,0,0,9,8,0,0,15,0,0,0,0,0
FR_39484,Saint-Jean-dÉtreux,136,95,1,2,1,0,17,7,0,0,0,7,23,0,0,31,0,0,0,6,0
FR_39485,Val Suran,617,333,1,7,1,0,41,18,9,7,0,47,72,12,0,112,0,0,0,6,0
FR_39486,Saint-Lamain,114,82,1,1,0,0,16,5,1,1,0,8,7,1,0,39,0,0,0,2,0
FR_39489,Saint-Lothain,376,229,1,1,2,0,39,22,6,3,0,21,24,2,0,105,0,0,0,3,0
FR_39492,Saint-Maur,170,111,0,1,1,0,21,20,1,0,0,15,5,0,0,44,0,0,0,3,0
FR_39504,Sarrogna,188,121,1,4,1,0,7,19,5,2,0,17,14,3,0,48,0,0,0,0,0
FR_39508,Sellières,529,269,3,2,5,0,19,25,4,2,0,35,39,6,0,123,0,0,0,6,0
FR_39511,Sergenaux,44,30,1,1,0,0,6,4,0,0,0,4,1,0,0,13,0,0,0,0,0
FR_39512,Sergenon,45,23,0,1,1,0,3,3,0,0,0,2,5,1,0,7,0,0,0,0,0
FR_39530,Thoirette,659,312,1,2,2,0,40,13,0,0,0,50,110,6,0,75,0,0,0,13,0
FR_39532,Thoissia,42,26,0,0,0,0,6,1,1,1,0,7,2,0,0,8,0,0,0,0,0
FR_39533,Toulouse-le-Château,186,100,0,0,0,0,10,3,1,0,0,12,18,1,0,54,0,0,0,1,0
FR_39534,La Tour-du-Meix,182,89,0,2,0,0,8,5,2,1,0,15,9,3,0,41,0,0,0,3,0
FR_39535,Tourmont,376,194,2,4,2,0,23,10,3,2,0,30,27,3,0,76,0,0,0,12,0
FR_39537,Trenal,372,222,1,6,0,0,36,20,2,0,0,36,26,7,0,79,0,0,0,9,0
FR_39542,Valfin-sur-Valouse,73,48,0,3,0,0,14,2,2,0,0,7,6,0,0,14,0,0,0,0,0
FR_39548,Vaux-sur-Poligny,65,46,1,1,0,0,4,8,2,0,0,7,6,0,0,15,0,0,0,2,0
FR_39550,Verges,177,96,0,2,0,0,9,14,1,1,0,17,14,3,0,28,0,0,0,7,0
FR_39551,Véria,105,42,1,2,0,0,6,1,2,0,0,4,8,1,0,17,0,0,0,0,0
