gisco_id,name,registered,turnout,invalid,blank,EXG,PCF,LFI,PS,ECO,DIV,MoDem,LR,RN,DLF,DVG,RE,PRG,UDI,EXD,DVD,REG
FR_01016,Arbigny,317,157,1,10,2,2,12,3,6,2,48,45,26,0,0,0,0,0,0,0,0
FR_01024,Attignat,2325,1059,1,10,3,13,85,84,15,6,384,306,152,0,0,0,0,0,0,0,0
FR_01029,Beaupont,429,202,2,3,0,2,15,8,3,2,64,56,47,0,0,0,0,0,0,0,0
FR_01038,Bény,575,285,1,5,2,5,26,18,1,0,94,93,40,0,0,0,0,0,0,0,0
FR_01040,Béréziat,346,150,2,0,2,6,21,12,1,1,42,33,30,0,0,0,0,0,0,0,0
FR_01050,Boissey,248,121,1,2,0,0,4,3,3,1,31,40,36,0,0,0,0,0,0,0,0
FR_01053,Bourg-en-Bresse,23694,10770,42,126,83,186,1176,1085,228,161,2381,2098,1139,57,0,1303,461,244,0,0,0
FR_01057,Boz,392,186,0,4,4,2,16,7,1,3,68,31,50,0,0,0,0,0,0,0,0
FR_01065,Buellas,1328,669,5,9,3,10,50,53,4,7,280,158,90,0,0,0,0,0,0,0,0
FR_01069,Certines,1084,544,1,8,3,12,62,40,10,3,200,105,100,0,0,0,0,0,0,0,0
FR_01072,Ceyzériat,2255,1191,2,9,6,13,142,95,24,8,388,401,103,0,0,0,0,0,0,0,0
FR_01094,Chavannes-sur-Reyssouze,556,248,2,2,1,5,15,10,2,7,96,50,58,0,0,0,0,0,0,0,0
FR_01095,Nivigne et Suran,560,340,2,4,1,8,47,30,2,6,119,62,59,0,0,0,0,0,0,0,0
FR_01102,Chevroux,650,303,0,5,2,5,24,12,5,5,96,85,64,0,0,0,0,0,0,0,0
FR_01106,Cize,133,73,0,2,0,4,7,9,2,0,10,23,16,0,0,0,0,0,0,0,0
FR_01108,Coligny,888,451,0,5,2,3,35,42,4,4,144,131,81,0,0,0,0,0,0,0,0
FR_01115,Confrançon,890,394,1,4,2,5,44,35,10,3,131,74,85,0,0,0,0,0,0,0,0
FR_01124,Cormoz,539,273,1,7,7,9,22,19,4,4,70,74,56,0,0,0,0,0,0,0,0
FR_01125,Corveissiat,451,232,1,6,2,1,36,31,6,5,54,46,44,0,0,0,0,0,0,0,0
FR_01127,Courmangoux,391,205,1,5,1,1,24,13,3,1,71,53,32,0,0,0,0,0,0,0,0
FR_01128,Courtes,215,101,0,1,0,0,9,12,1,0,31,27,20,0,0,0,0,0,0,0,0
FR_01130,Cras-sur-Reyssouze,1041,507,1,3,2,6,37,46,3,4,208,112,85,0,0,0,0,0,0,0,0
FR_01139,Curciat-Dongalon,325,157,1,1,1,2,15,7,2,2,43,48,35,0,0,0,0,0,0,0,0
FR_01140,Curtafond,541,313,1,6,1,4,30,17,5,2,93,89,65,0,0,0,0,0,0,0,0
FR_01145,Dompierre-sur-Veyle,834,415,1,3,2,4,45,23,3,18,126,90,100,0,0,0,0,0,0,0,0
FR_01147,Domsure,363,192,0,1,0,2,17,15,2,2,57,52,44,0,0,0,0,0,0,0,0
FR_01150,Drom,170,110,0,2,0,3,22,23,4,0,21,27,8,0,0,0,0,0,0,0,0
FR_01151,Druillat,857,410,2,5,8,11,33,27,6,6,131,96,85,0,0,0,0,0,0,0,0
FR_01154,Étrez,574,288,0,9,4,7,28,24,1,6,80,88,41,0,0,0,0,0,0,0,0
FR_01163,Foissiat,1501,662,5,11,4,4,39,30,5,4,214,244,102,0,0,0,0,0,0,0,0
FR_01175,Gorrevod,612,282,0,8,0,15,28,5,6,2,89,70,59,0,0,0,0,0,0,0,0
FR_01177,Grand-Corent,146,86,0,0,1,0,20,17,0,1,20,21,6,0,0,0,0,0,0,0,0
FR_01184,Hautecourt-Romanèche,588,318,1,4,1,4,30,34,3,7,96,101,37,0,0,0,0,0,0,0,0
FR_01195,Jasseron,1199,668,2,8,2,10,52,63,10,11,269,144,97,0,0,0,0,0,0,0,0
FR_01196,Jayat,796,372,2,8,5,14,19,25,11,3,86,109,90,0,0,0,0,0,0,0,0
FR_01197,Journans,270,156,0,1,5,10,21,29,3,2,41,29,15,0,0,0,0,0,0,0,0
FR_01212,Lescheroux,547,264,0,6,4,10,22,12,2,3,47,94,64,0,0,0,0,0,0,0,0
FR_01229,Malafretaz,833,425,3,6,4,8,24,24,10,5,156,119,66,0,0,0,0,0,0,0,0
FR_01230,Mantenay-Montlin,231,131,2,0,0,1,16,5,3,0,34,42,28,0,0,0,0,0,0,0,0
FR_01232,Marboz,1687,837,2,12,6,9,71,61,13,12,281,259,111,0,0,0,0,0,0,0,0
FR_01236,Marsonnas,731,336,1,5,5,6,34,22,5,7,121,85,45,0,0,0,0,0,0,0,0
FR_01241,Meillonnas,977,545,1,5,0,9,71,56,9,10,211,112,61,0,0,0,0,0,0,0,0
FR_01245,Bohas-Meyriat-Rignat,718,383,0,3,3,6,45,31,5,4,142,94,50,0,0,0,0,0,0,0,0
FR_01259,Montcet,449,205,0,2,1,2,15,19,5,1,76,52,32,0,0,0,0,0,0,0,0
FR_01266,Montrevel-en-Bresse,1819,886,5,16,6,14,66,74,10,8,292,262,133,0,0,0,0,0,0,0,0
FR_01273,Neuville-sur-Ain,1232,555,0,10,8,10,89,38,11,9,176,92,112,0,0,0,0,0,0,0,0
FR_01284,Ozan,482,237,3,4,4,1,17,15,1,3,83,60,46,0,0,0,0,0,0,0,0
FR_01296,Pirajoux,285,122,3,1,1,2,11,7,2,5,25,41,24,0,0,0,0,0,0,0,0
FR_01301,Polliat,1909,1029,8,9,10,10,82,83,11,11,342,316,147,0,0,0,0,0,0,0,0
FR_01304,Pont-dAin,1800,810,5,11,6,12,98,43,8,8,274,175,170,0,0,0,0,0,0,0,0
FR_01305,Pont-de-Vaux,1486,671,2,12,3,15,66,24,11,10,225,197,106,0,0,0,0,0,0,0,0
FR_01309,Pouillat,71,34,0,0,0,0,4,2,1,0,10,7,10,0,0,0,0,0,0,0,0
FR_01314,Priay,1174,584,3,9,6,11,73,27,5,8,192,113,137,0,0,0,0,0,0,0,0
FR_01317,Ramasse,228,132,0,1,1,0,5,20,4,2,42,26,31,0,0,0,0,0,0,0,0
FR_01321,Revonnas,654,360,0,1,1,5,44,41,8,4,122,89,45,0,0,0,0,0,0,0,0
FR_01323,Reyssouze,735,325,4,0,3,7,35,16,11,5,122,67,55,0,0,0,0,0,0,0,0
FR_01337,Saint-Bénigne,956,462,2,8,7,8,34,29,14,6,178,97,79,0,0,0,0,0,0,0,0
FR_01344,Saint-Denis-lès-Bourg,4535,2409,12,28,18,49,208,272,24,17,943,594,244,0,0,0,0,0,0,0,0
FR_01346,Saint-Didier-dAussiat,606,322,2,4,2,5,29,15,7,10,100,83,65,0,0,0,0,0,0,0,0
FR_01350,Saint-Étienne-du-Bois,1872,1006,8,17,4,5,74,68,14,8,353,309,146,0,0,0,0,0,0,0,0
FR_01352,Saint-Étienne-sur-Reyssouze,390,182,1,4,1,3,17,12,3,2,57,44,38,0,0,0,0,0,0,0,0
FR_01364,Saint-Jean-sur-Reyssouze,551,250,1,7,2,4,26,12,6,4,55,82,51,0,0,0,0,0,0,0,0
FR_01367,Saint-Julien-sur-Reyssouze,427,227,1,1,5,8,21,9,1,3,55,82,41,0,0,0,0,0,0,0,0
FR_01374,Saint-Martin-du-Mont,1326,675,0,8,3,15,67,56,13,3,248,165,97,0,0,0,0,0,0,0,0
FR_01375,Saint-Martin-le-Châtel,607,287,4,5,0,3,18,22,2,2,102,73,56,0,0,0,0,0,0,0,0
FR_01380,Saint-Nizier-le-Bouchoux,505,250,2,2,0,4,12,11,2,3,76,102,36,0,0,0,0,0,0,0,0
FR_01387,Saint-Sulpice,151,78,1,1,0,2,10,2,2,1,22,24,13,0,0,0,0,0,0,0,0
FR_01388,Saint-Trivier-de-Courtes,717,361,2,10,2,3,12,16,7,5,126,120,58,0,0,0,0,0,0,0,0
FR_01391,Salavre,241,130,0,1,0,4,13,3,0,0,36,40,33,0,0,0,0,0,0,0,0
FR_01402,Sermoyer,478,223,0,1,3,4,26,23,1,3,73,47,42,0,0,0,0,0,0,0,0
FR_01406,Servignat,125,65,1,1,2,0,14,1,0,3,11,20,12,0,0,0,0,0,0,0,0
FR_01408,Simandre-sur-Suran,506,259,1,4,3,4,36,23,0,3,75,61,49,0,0,0,0,0,0,0,0
FR_01422,Tossiat,1042,531,1,7,5,14,55,36,1,1,204,134,73,0,0,0,0,0,0,0,0
FR_01425,La Tranclière,220,106,0,5,0,2,8,6,1,0,34,33,17,0,0,0,0,0,0,0,0
FR_01426,Val-Revermont,1827,974,3,15,4,9,136,112,32,13,296,214,140,0,0,0,0,0,0,0,0
FR_01429,Vandeins,473,252,1,6,3,0,22,18,5,2,75,61,59,0,0,0,0,0,0,0,0
FR_01430,Varambon,414,227,0,2,2,2,23,15,1,4,70,45,63,0,0,0,0,0,0,0,0
FR_01432,Verjon,221,123,0,8,0,2,10,9,2,0,39,40,13,0,0,0,0,0,0,0,0
FR_01433,Vernoux,173,83,0,1,1,0,5,6,1,3,17,18,31,0,0,0,0,0,0,0,0
FR_01437,Vescours,148,68,0,5,0,2,4,1,2,2,12,22,18,0,0,0,0,0,0,0,0
FR_01445,Villemotier,468,231,2,1,1,4,16,18,3,1,84,65,36,0,0,0,0,0,0,0,0
FR_01447,Villereversure,871,426,3,3,5,8,52,43,5,7,107,112,81,0,0,0,0,0,0,0,0
FR_01451,Viriat,4653,2328,2,30,7,17,170,223,34,24,737,784,300,0,0,0,0,0,0,0,0
FR_01008,Ambutrix,585,316,1,4,2,0,46,0,20,6,76,107,47,7,0,0,0,0,0,0,0
FR_01021,Ars-sur-Formans,945,536,3,10,0,3,42,0,30,5,173,172,72,26,0,0,0,0,0,0,0
FR_01027,Balan,1218,558,3,16,1,9,55,0,25,4,205,107,112,21,0,0,0,0,0,0,0
FR_01030,Beauregard,518,245,0,3,1,4,22,0,13,0,77,66,52,7,0,0,0,0,0,0,0
FR_01032,Béligneux,1961,859,3,6,10,9,107,0,42,12,280,188,180,22,0,0,0,0,0,0,0
FR_01043,Beynost,3577,1752,4,3,10,14,153,0,142,19,668,508,209,22,0,0,0,0,0,0,0
FR_01047,Blyes,695,334,1,6,0,0,39,0,14,0,101,114,55,4,0,0,0,0,0,0,0
FR_01049,La Boisse,2157,1115,2,24,4,23,124,0,75,18,400,219,200,26,0,0,0,0,0,0,0
FR_01054,Bourg-Saint-Christophe,924,534,0,4,10,5,68,0,37,7,176,127,93,7,0,0,0,0,0,0,0
FR_01062,Bressolles,616,339,1,3,2,1,19,0,23,6,129,109,38,8,0,0,0,0,0,0,0
FR_01088,Charnoz-sur-Ain,744,416,7,0,1,5,30,0,23,2,120,127,88,13,0,0,0,0,0,0,0
FR_01099,Chazey-sur-Ain,1190,618,2,9,3,5,52,0,20,3,205,214,93,12,0,0,0,0,0,0,0
FR_01105,Civrieux,1191,597,1,8,2,3,56,0,30,6,273,120,88,10,0,0,0,0,0,0,0
FR_01142,Dagneux,3193,1457,3,17,22,12,183,0,102,29,484,292,276,37,0,0,0,0,0,0,0
FR_01156,Faramans,620,304,2,2,1,7,34,0,12,2,68,85,83,8,0,0,0,0,0,0,0
FR_01166,Frans,1689,859,2,7,6,18,70,0,57,6,342,185,139,27,0,0,0,0,0,0,0
FR_01194,Jassans-Riottier,4223,2035,10,37,17,43,211,0,143,38,712,360,400,64,0,0,0,0,0,0,0
FR_01198,Joyeux,192,116,0,5,1,2,17,0,5,1,32,35,15,3,0,0,0,0,0,0,0
FR_01202,Lagnieu,4880,2521,10,22,15,49,269,0,98,17,604,1061,340,36,0,0,0,0,0,0,0
FR_01213,Leyment,922,453,3,9,4,5,61,0,32,0,107,140,86,6,0,0,0,0,0,0,0
FR_01224,Loyettes,1936,738,0,10,10,12,70,0,27,14,230,199,157,9,0,0,0,0,0,0,0
FR_01238,Massieux,1934,974,1,16,7,16,120,0,49,14,371,196,157,27,0,0,0,0,0,0,0
FR_01244,Meximieux,5070,2388,11,21,10,32,275,0,153,36,907,535,359,49,0,0,0,0,0,0,0
FR_01248,Mionnay,1734,890,2,10,1,11,78,0,53,2,371,166,172,24,0,0,0,0,0,0,0
FR_01249,Miribel,6793,3184,7,35,31,32,349,0,242,50,1228,702,437,71,0,0,0,0,0,0,0
FR_01250,Misérieux,1279,682,3,7,6,15,93,0,43,7,269,103,125,11,0,0,0,0,0,0,0
FR_01260,Le Montellier,199,132,0,1,2,1,4,0,5,2,37,51,22,7,0,0,0,0,0,0,0
FR_01262,Montluel,4367,2015,4,20,7,24,195,0,166,72,732,424,323,48,0,0,0,0,0,0,0
FR_01275,Neyron,1861,884,2,8,4,6,80,0,66,13,325,220,124,36,0,0,0,0,0,0,0
FR_01276,Niévroz,1196,533,0,4,3,10,67,0,27,6,160,116,116,24,0,0,0,0,0,0,0
FR_01285,Parcieux,866,495,4,3,5,5,39,0,29,7,216,100,70,17,0,0,0,0,0,0,0
FR_01290,Pérouges,983,551,1,3,2,6,49,0,29,6,167,196,74,18,0,0,0,0,0,0,0
FR_01297,Pizay,670,371,1,7,1,5,39,0,28,1,122,89,70,8,0,0,0,0,0,0,0
FR_01318,Rancé,498,255,3,2,0,10,24,0,12,1,81,55,54,13,0,0,0,0,0,0,0
FR_01322,Reyrieux,3362,1725,4,16,7,27,191,0,104,17,735,355,216,53,0,0,0,0,0,0,0
FR_01325,Rignieux-le-Franc,733,441,0,3,1,7,72,0,21,5,126,117,73,16,0,0,0,0,0,0,0
FR_01333,Saint-André-de-Corcy,2521,1274,7,16,11,25,175,0,73,12,449,210,259,37,0,0,0,0,0,0,0
FR_01339,Saint-Bernard,1214,643,1,5,1,1,50,0,33,3,305,166,72,6,0,0,0,0,0,0,0
FR_01342,Sainte-Croix,404,257,2,2,1,1,32,0,14,5,77,78,41,4,0,0,0,0,0,0,0
FR_01347,Saint-Didier-de-Formans,1539,822,1,3,2,21,79,0,59,4,374,132,130,17,0,0,0,0,0,0,0
FR_01349,Saint-Éloi,401,187,0,0,0,0,20,0,14,1,51,65,32,4,0,0,0,0,0,0,0
FR_01353,Sainte-Euphémie,1100,600,3,9,6,11,52,0,41,13,279,81,97,8,0,0,0,0,0,0,0
FR_01361,Saint-Jean-de-Niost,1170,585,0,1,3,12,61,0,24,5,195,146,118,20,0,0,0,0,0,0,0
FR_01362,Saint-Jean-de-Thurigneux,570,293,0,2,1,3,24,0,20,5,115,68,50,5,0,0,0,0,0,0,0
FR_01366,Sainte-Julie,630,368,0,5,3,5,36,0,23,8,100,118,65,5,0,0,0,0,0,0,0
FR_01376,Saint-Maurice-de-Beynost,2456,1041,3,18,16,8,119,0,77,11,405,167,191,26,0,0,0,0,0,0,0
FR_01378,Saint-Maurice-de-Gourdans,1997,952,2,7,6,16,86,0,49,8,326,208,216,28,0,0,0,0,0,0,0
FR_01386,Saint-Sorlin-en-Bugey,836,498,4,6,1,12,42,0,33,2,144,189,54,11,0,0,0,0,0,0,0
FR_01390,Saint-Vulbas,776,341,0,2,2,3,33,0,8,9,86,126,66,6,0,0,0,0,0,0,0
FR_01396,Sault-Brénaz,638,286,0,4,2,7,21,0,12,2,67,113,52,6,0,0,0,0,0,0,0
FR_01411,Souclin,203,122,0,0,0,0,9,0,3,0,19,62,28,1,0,0,0,0,0,0,0
FR_01418,Thil,818,418,1,5,1,2,42,0,39,2,183,80,48,15,0,0,0,0,0,0,0
FR_01423,Toussieux,772,379,3,4,1,5,30,0,27,4,152,52,89,12,0,0,0,0,0,0,0
FR_01424,Tramoyes,1391,774,4,6,3,4,76,0,55,5,335,149,102,35,0,0,0,0,0,0,0
FR_01427,Trévoux,4176,1986,22,3,17,67,262,0,150,41,744,374,262,44,0,0,0,0,0,0,0
FR_01431,Vaux-en-Bugey,917,507,1,4,6,9,66,0,32,3,140,186,44,16,0,0,0,0,0,0,0
FR_01444,Villebois,806,395,3,0,4,2,60,0,20,2,95,143,57,9,0,0,0,0,0,0,0
FR_01450,Villieu-Loyes-Mollon,2664,1279,2,8,7,26,118,0,71,15,421,309,265,37,0,0,0,0,0,0,0
FR_01006,Ambléon,99,56,0,2,0,0,13,3,2,1,0,12,11,0,0,12,0,0,0,0,0
FR_01009,Andert-et-Condon,259,146,1,1,1,2,18,5,3,0,0,38,25,0,1,51,0,0,0,0,0
FR_01010,Anglefort,739,340,2,2,2,9,35,15,8,8,0,52,79,0,0,128,0,0,0,0,0
FR_01015,Arboys en Bugey,537,314,1,5,0,8,23,18,11,3,0,69,27,0,0,149,0,0,0,0,0
FR_01033,Bellegarde-sur-Valserine,6066,2369,13,34,16,74,282,135,80,54,0,464,365,0,5,847,0,0,0,0,0
FR_01034,Belley,5621,2692,15,32,17,36,259,142,80,35,0,721,342,0,1,1012,0,0,0,0,0
FR_01044,Billiat,407,184,0,4,3,4,18,9,9,4,0,31,25,0,0,77,0,0,0,0,0
FR_01058,Brégnier-Cordon,624,311,1,5,2,7,40,14,6,5,0,60,63,0,0,108,0,0,0,0,0
FR_01061,Brens,860,423,10,1,2,5,35,25,17,7,0,83,73,0,0,165,0,0,0,0,0
FR_01071,Cessy,2565,1195,2,12,2,5,68,36,61,45,0,257,99,0,1,607,0,0,0,0,0
FR_01078,Challex,776,331,0,2,0,1,54,12,19,14,0,48,28,0,0,153,0,0,0,0,0
FR_01081,Champfromier,507,294,0,8,0,12,31,14,19,7,0,56,45,0,0,102,0,0,0,0,0
FR_01082,Chanay,387,191,2,8,0,5,26,10,11,2,0,40,25,0,0,62,0,0,0,0,0
FR_01091,Châtillon-en-Michaille,2262,942,3,15,7,19,95,46,30,8,0,187,172,0,2,358,0,0,0,0,0
FR_01098,Chazey-Bons,739,369,1,3,6,6,32,10,16,4,0,87,73,1,1,129,0,0,0,0,0
FR_01103,Chevry,842,383,1,4,0,3,23,19,14,21,0,96,22,0,0,180,0,0,0,0,0
FR_01104,Chézery-Forens,331,145,1,1,0,3,18,4,11,5,0,36,21,0,0,45,0,0,0,0,0
FR_01109,Collonges,1168,452,6,1,1,3,56,28,15,14,0,103,48,0,0,177,0,0,0,0,0
FR_01110,Colomieu,127,73,0,2,1,1,25,7,1,1,0,10,8,0,0,17,0,0,0,0,0
FR_01114,Confort,390,217,0,6,1,10,16,15,16,5,0,37,31,0,0,80,0,0,0,0,0
FR_01117,Conzieu,117,62,0,1,0,3,3,0,0,3,0,16,9,0,0,27,0,0,0,0,0
FR_01118,Corbonod,768,362,3,5,2,6,40,11,14,6,0,77,68,0,0,130,0,0,0,0,0
FR_01133,Cressin-Rochefort,326,175,1,0,2,1,23,4,15,1,0,34,28,0,0,66,0,0,0,0,0
FR_01135,Crozet,1118,512,5,4,2,2,39,16,32,19,0,84,52,0,1,256,0,0,0,0,0
FR_01138,Culoz,1863,783,0,11,5,17,106,37,26,17,0,159,156,0,1,248,0,0,0,0,0
FR_01143,Divonne-les-Bains,5847,2669,0,12,6,6,106,55,84,93,0,723,154,0,3,1427,0,0,0,0,0
FR_01153,Échenevex,1133,551,0,3,2,0,25,22,22,17,0,132,39,0,0,289,0,0,0,0,0
FR_01158,Farges,541,242,2,5,2,1,19,6,8,8,0,50,32,0,0,109,0,0,0,0,0
FR_01160,Ferney-Voltaire,3633,1712,4,13,4,14,177,103,104,35,0,307,106,0,3,842,0,0,0,0,0
FR_01173,Gex,6402,2727,5,25,12,30,227,116,148,84,0,537,252,0,6,1285,0,0,0,0,0
FR_01174,Giron,133,65,1,0,0,1,5,0,4,1,0,19,5,0,0,29,0,0,0,0,0
FR_01180,Grilly,492,230,0,2,0,0,12,5,5,21,0,66,13,0,0,106,0,0,0,0,0
FR_01189,Injoux-Génissiat,752,308,1,12,2,12,36,18,11,3,0,34,54,0,0,125,0,0,0,0,0
FR_01193,Izieu,175,114,1,0,0,1,21,4,5,3,0,20,23,0,0,36,0,0,0,0,0
FR_01205,Lancrans,702,314,1,4,2,13,29,17,10,11,0,77,39,0,0,111,0,0,0,0,0
FR_01208,Lavours,116,84,0,1,2,0,14,7,2,0,0,18,15,0,0,25,0,0,0,0,0
FR_01209,Léaz,428,224,1,3,3,3,22,9,15,7,0,40,40,0,0,81,0,0,0,0,0
FR_01210,Lélex,184,105,0,1,0,0,5,3,3,3,0,39,10,0,0,41,0,0,0,0,0
FR_01215,Lhôpital,48,28,0,1,0,0,3,1,1,0,0,4,4,0,0,14,0,0,0,0,0
FR_01227,Magnieu,359,170,1,6,2,0,13,6,8,2,0,39,46,0,0,47,0,0,0,0,0
FR_01239,Massignieu-de-Rives,493,263,0,6,0,7,25,8,10,11,0,56,42,0,0,98,0,0,0,0,0
FR_01247,Mijoux,250,126,0,2,0,0,11,0,7,1,0,46,15,0,0,44,0,0,0,0,0
FR_01257,Montanges,306,126,1,0,0,2,16,6,9,3,0,24,21,0,0,44,0,0,0,0,0
FR_01268,Murs-et-Gélignieux,207,115,0,5,0,0,2,2,4,2,0,39,27,0,0,34,0,0,0,0,0
FR_01281,Ornex,1799,844,0,9,3,7,71,23,59,15,0,168,50,0,0,439,0,0,0,0,0
FR_01286,Parves et Nattages,759,433,2,7,6,25,66,23,23,9,0,58,45,0,0,169,0,0,0,0,0
FR_01288,Péron,1327,559,0,8,4,5,59,27,22,17,0,105,45,0,1,266,0,0,0,0,0
FR_01294,Peyrieu,605,282,2,6,2,9,30,7,6,8,0,84,36,0,0,92,0,0,0,0,0
FR_01298,Plagne,106,50,0,0,0,1,2,0,3,0,0,12,16,0,0,16,0,0,0,0,0
FR_01302,Pollieu,151,78,0,0,0,0,20,3,2,4,0,11,13,0,0,25,0,0,0,0,0
FR_01308,Pougny,434,173,2,2,0,6,21,8,15,3,0,24,20,0,0,72,0,0,0,0,0
FR_01310,Prémeyzel,131,75,0,0,0,3,12,2,3,1,0,13,20,0,0,21,0,0,0,0,0
FR_01313,Prévessin-Moëns,3651,1691,0,8,0,5,113,69,72,32,0,369,96,0,4,923,0,0,0,0,0
FR_01341,Saint-Champ,126,97,0,0,0,4,9,3,5,1,0,30,10,0,0,35,0,0,0,0,0
FR_01354,Saint-Genis-Pouilly,4557,1854,3,17,9,4,159,97,81,37,0,266,147,0,18,1016,0,0,0,0,0
FR_01357,Saint-Germain-de-Joux,272,125,0,1,0,2,10,2,7,3,0,24,20,0,0,56,0,0,0,0,0
FR_01358,Saint-Germain-les-Paroisses,326,195,0,3,0,0,19,12,9,4,0,73,19,0,0,56,0,0,0,0,0
FR_01360,Saint-Jean-de-Gonville,945,477,1,4,0,2,31,36,17,13,0,98,39,0,3,233,0,0,0,0,0
FR_01397,Sauverny,604,239,0,0,1,1,13,3,9,8,0,70,13,0,0,121,0,0,0,0,0
FR_01399,Ségny,1063,513,10,1,2,0,36,14,22,8,0,135,54,0,0,231,0,0,0,0,0
FR_01401,Sergy,971,497,0,5,1,2,31,18,29,5,0,101,45,0,0,260,0,0,0,0,0
FR_01407,Seyssel,624,282,1,3,3,4,22,9,13,4,0,51,48,0,1,123,0,0,0,0,0
FR_01413,Surjoux,66,33,1,0,0,0,5,1,3,1,0,5,12,0,0,5,0,0,0,0,0
FR_01419,Thoiry,3012,1462,5,7,6,4,110,53,72,51,0,261,110,0,3,780,0,0,0,0,0
FR_01435,Versonnex,1283,497,0,3,1,6,41,16,21,23,0,73,52,0,3,258,0,0,0,0,0
FR_01436,Vesancy,330,192,0,1,0,0,9,5,13,3,0,61,7,0,1,92,0,0,0,0,0
FR_01448,Villes,263,122,1,0,0,5,8,5,2,3,0,30,18,0,0,50,0,0,0,0,0
FR_01454,Virignin,635,288,2,5,2,4,28,11,14,3,0,53,57,0,0,109,0,0,0,0,0
FR_01001,LAbergement-Clémenciat,598,337,0,0,0,3,28,0,11,8,0,65,61,6,0,128,10,17,0,0,0
FR_01005,Ambérieux-en-Dombes,1173,564,3,8,1,4,45,0,21,13,0,82,158,7,0,183,13,26,0,0,0
FR_01023,Asnières-sur-Saône,56,37,0,0,0,0,10,0,0,1,0,11,5,1,0,8,0,1,0,0,0
FR_01025,Bâgé-la-Ville,2289,1101,4,9,2,10,81,0,27,28,0,266,167,18,0,403,34,52,0,0,0
FR_01026,Bâgé-le-Châtel,555,302,4,2,2,4,18,0,10,4,0,80,29,2,0,110,18,19,0,0,0
FR_01028,Baneins,449,226,3,0,0,1,12,0,6,12,0,39,71,1,0,65,6,10,0,0,0
FR_01042,Bey,226,123,1,1,0,0,12,0,5,2,0,12,19,4,0,46,8,13,0,0,0
FR_01045,Birieux,194,86,0,1,0,1,2,0,2,0,0,13,32,1,0,30,2,2,0,0,0
FR_01046,Biziat,615,296,1,4,1,1,19,0,10,9,0,47,60,7,0,113,11,13,0,0,0
FR_01052,Bouligneux,266,140,0,0,1,0,11,0,3,4,0,24,32,5,0,47,4,9,0,0,0
FR_01074,Chalamont,1539,703,3,8,1,1,70,0,11,19,0,135,155,13,0,189,79,19,0,0,0
FR_01075,Chaleins,891,411,1,6,1,5,38,0,8,10,0,62,92,9,0,145,12,22,0,0,0
FR_01083,Chaneins,675,313,1,4,2,2,28,0,16,8,0,36,86,10,0,93,8,19,0,0,0
FR_01084,Chanoz-Châtenay,593,306,1,3,2,0,17,0,6,12,0,57,71,7,0,102,14,14,0,0,0
FR_01085,La Chapelle-du-Châtelard,291,146,0,2,1,4,5,0,12,6,0,24,35,10,0,32,6,9,0,0,0
FR_01090,Châtenay,253,141,0,3,0,0,14,0,3,1,0,36,21,3,0,44,4,12,0,0,0
FR_01092,Châtillon-la-Palud,1204,597,6,2,2,2,83,0,24,21,0,80,134,15,0,183,29,16,0,0,0
FR_01093,Châtillon-sur-Chalaronne,3498,1646,5,29,8,7,110,0,39,35,0,469,253,18,0,549,48,76,0,0,0
FR_01096,Chaveyriat,747,340,4,4,2,2,38,0,10,9,0,51,55,2,0,135,13,15,0,0,0
FR_01113,Condeissiat,587,267,0,1,1,1,19,0,10,9,0,46,41,7,0,102,13,17,0,0,0
FR_01123,Cormoranche-sur-Saône,810,411,3,7,1,1,39,0,12,6,0,72,67,15,0,155,12,21,0,0,0
FR_01129,Crans,203,119,1,1,0,1,18,0,3,2,0,19,34,3,0,30,2,5,0,0,0
FR_01134,Crottet,1292,647,4,16,3,4,54,0,10,17,0,102,128,7,0,249,24,29,0,0,0
FR_01136,Cruzilles-lès-Mépillat,607,284,0,6,0,2,11,0,12,6,0,35,52,4,0,126,10,20,0,0,0
FR_01144,Dommartin,637,304,4,4,1,2,15,0,3,7,0,76,55,4,0,104,13,16,0,0,0
FR_01146,Dompierre-sur-Chalaronne,284,153,1,3,0,3,15,0,0,1,0,24,29,1,0,62,5,9,0,0,0
FR_01157,Fareins,1654,891,0,3,3,18,82,0,42,17,0,94,168,12,0,385,32,35,0,0,0
FR_01159,Feillens,2534,1341,5,10,2,8,72,0,19,14,0,557,148,20,0,372,25,89,0,0,0
FR_01165,Francheleins,1016,475,3,9,2,1,26,0,23,13,0,47,115,7,0,194,14,21,0,0,0
FR_01167,Garnerans,537,289,2,6,1,1,30,0,10,7,0,19,60,10,0,89,12,42,0,0,0
FR_01169,Genouilleux,417,210,0,3,0,5,15,0,9,7,0,34,36,5,0,78,2,16,0,0,0
FR_01179,Grièges,1394,733,4,7,7,3,57,0,21,23,0,119,132,8,0,277,32,43,0,0,0
FR_01183,Guéreins,1010,436,3,5,1,3,27,0,12,3,0,73,92,12,0,157,5,43,0,0,0
FR_01188,Illiat,482,213,4,1,2,1,7,0,1,4,0,26,47,6,0,66,5,43,0,0,0
FR_01203,Laiz,907,454,2,6,6,2,36,0,20,9,0,70,82,9,0,175,21,16,0,0,0
FR_01207,Lapeyrouse,248,148,1,2,0,0,11,0,2,2,0,42,37,1,0,44,3,3,0,0,0
FR_01211,Lent,1018,506,3,2,2,4,53,0,13,12,0,40,87,17,0,193,24,56,0,0,0
