gisco_id,name,registered,turnout,invalid,blank,NUPES,LR,ENS,RN,DVD,DVG,REG,DVC,UDI,DSV,DXG,DIV
FR_01016,Arbigny,327,155,5,4,43,103,0,0,0,0,0,0,0,0,0,0
FR_01024,Attignat,2455,1153,10,43,359,741,0,0,0,0,0,0,0,0,0,0
FR_01029,Beaupont,446,207,2,10,67,128,0,0,0,0,0,0,0,0,0,0
FR_01038,Bény,604,287,6,6,108,167,0,0,0,0,0,0,0,0,0,0
FR_01040,Béréziat,362,166,1,3,53,109,0,0,0,0,0,0,0,0,0,0
FR_01050,Boissey,262,114,1,9,28,76,0,0,0,0,0,0,0,0,0,0
FR_01053,Bourg-en-Bresse,23357,10339,195,615,4737,3578,0,1214,0,0,0,0,0,0,0,0
FR_01057,Boz,391,154,5,8,58,83,0,0,0,0,0,0,0,0,0,0
FR_01065,Buellas,1409,718,7,24,230,457,0,0,0,0,0,0,0,0,0,0
FR_01069,Certines,1169,517,5,18,196,298,0,0,0,0,0,0,0,0,0,0
FR_01072,Ceyzériat,2418,1262,19,42,417,784,0,0,0,0,0,0,0,0,0,0
FR_01094,Chavannes-sur-Reyssouze,561,257,11,13,70,163,0,0,0,0,0,0,0,0,0,0
FR_01095,Nivigne et Suran,590,320,1,17,144,158,0,0,0,0,0,0,0,0,0,0
FR_01102,Chevroux,699,286,7,13,81,185,0,0,0,0,0,0,0,0,0,0
FR_01106,Cize,140,69,2,4,24,39,0,0,0,0,0,0,0,0,0,0
FR_01108,Coligny,924,444,4,27,150,263,0,0,0,0,0,0,0,0,0,0
FR_01115,Confrançon,943,406,7,16,136,247,0,0,0,0,0,0,0,0,0,0
FR_01124,Cormoz,518,226,2,7,46,171,0,0,0,0,0,0,0,0,0,0
FR_01125,Corveissiat,442,251,4,5,110,132,0,0,0,0,0,0,0,0,0,0
FR_01127,Courmangoux,388,231,2,9,78,142,0,0,0,0,0,0,0,0,0,0
FR_01128,Courtes,220,93,0,3,34,56,0,0,0,0,0,0,0,0,0,0
FR_01130,Bresse Vallons,1741,780,3,35,237,505,0,0,0,0,0,0,0,0,0,0
FR_01139,Curciat-Dongalon,325,176,3,11,45,117,0,0,0,0,0,0,0,0,0,0
FR_01140,Curtafond,562,326,4,16,93,213,0,0,0,0,0,0,0,0,0,0
FR_01145,Dompierre-sur-Veyle,893,405,17,25,106,257,0,0,0,0,0,0,0,0,0,0
FR_01147,Domsure,407,182,0,13,34,135,0,0,0,0,0,0,0,0,0,0
FR_01150,Drom,182,113,1,8,52,52,0,0,0,0,0,0,0,0,0,0
FR_01151,Druillat,890,425,5,12,141,267,0,0,0,0,0,0,0,0,0,0
FR_01163,Foissiat,1595,688,7,9,177,495,0,0,0,0,0,0,0,0,0,0
FR_01175,Gorrevod,655,313,12,17,107,177,0,0,0,0,0,0,0,0,0,0
FR_01177,Grand-Corent,162,102,0,2,58,42,0,0,0,0,0,0,0,0,0,0
FR_01184,Hautecourt-Romanèche,644,314,5,15,133,161,0,0,0,0,0,0,0,0,0,0
FR_01195,Jasseron,1359,713,8,32,248,425,0,0,0,0,0,0,0,0,0,0
FR_01196,Jayat,890,357,6,13,106,232,0,0,0,0,0,0,0,0,0,0
FR_01197,Journans,285,166,0,8,90,68,0,0,0,0,0,0,0,0,0,0
FR_01212,Lescheroux,560,246,2,18,66,160,0,0,0,0,0,0,0,0,0,0
FR_01229,Malafretaz,931,418,4,17,127,270,0,0,0,0,0,0,0,0,0,0
FR_01230,Mantenay-Montlin,263,137,1,4,40,92,0,0,0,0,0,0,0,0,0,0
FR_01232,Marboz,1740,831,4,34,238,555,0,0,0,0,0,0,0,0,0,0
FR_01236,Marsonnas,751,329,8,19,101,201,0,0,0,0,0,0,0,0,0,0
FR_01241,Meillonnas,1060,562,5,27,222,308,0,0,0,0,0,0,0,0,0,0
FR_01245,Bohas-Meyriat-Rignat,726,374,8,9,151,206,0,0,0,0,0,0,0,0,0,0
FR_01259,Montcet,493,253,2,9,72,170,0,0,0,0,0,0,0,0,0,0
FR_01266,Montrevel-en-Bresse,1990,925,16,36,278,595,0,0,0,0,0,0,0,0,0,0
FR_01273,Neuville-sur-Ain,1285,535,5,20,197,313,0,0,0,0,0,0,0,0,0,0
FR_01284,Ozan,543,217,9,18,61,129,0,0,0,0,0,0,0,0,0,0
FR_01296,Pirajoux,318,104,2,0,33,69,0,0,0,0,0,0,0,0,0,0
FR_01301,Polliat,2070,1038,6,24,279,729,0,0,0,0,0,0,0,0,0,0
FR_01304,Pont-dAin,1948,742,13,32,297,400,0,0,0,0,0,0,0,0,0,0
FR_01305,Pont-de-Vaux,1496,652,8,35,214,395,0,0,0,0,0,0,0,0,0,0
FR_01309,Pouillat,67,36,0,2,15,19,0,0,0,0,0,0,0,0,0,0
FR_01314,Priay,1259,548,7,26,202,313,0,0,0,0,0,0,0,0,0,0
FR_01317,Ramasse,251,136,2,7,62,65,0,0,0,0,0,0,0,0,0,0
FR_01321,Revonnas,708,367,0,16,154,197,0,0,0,0,0,0,0,0,0,0
FR_01323,Reyssouze,737,294,2,18,101,173,0,0,0,0,0,0,0,0,0,0
FR_01337,Saint-Bénigne,986,431,10,20,139,262,0,0,0,0,0,0,0,0,0,0
FR_01344,Saint-Denis-lès-Bourg,4626,2400,39,96,886,1379,0,0,0,0,0,0,0,0,0,0
FR_01346,Saint-Didier-dAussiat,622,313,6,11,91,205,0,0,0,0,0,0,0,0,0,0
FR_01350,Saint-Étienne-du-Bois,1980,1058,8,40,334,676,0,0,0,0,0,0,0,0,0,0
FR_01352,Saint-Étienne-sur-Reyssouze,415,181,2,12,57,110,0,0,0,0,0,0,0,0,0,0
FR_01364,Saint-Jean-sur-Reyssouze,570,249,2,13,72,162,0,0,0,0,0,0,0,0,0,0
FR_01367,Saint-Julien-sur-Reyssouze,463,252,8,6,86,152,0,0,0,0,0,0,0,0,0,0
FR_01374,Saint-Martin-du-Mont,1462,719,12,24,231,452,0,0,0,0,0,0,0,0,0,0
FR_01375,Saint-Martin-le-Châtel,645,306,4,8,99,195,0,0,0,0,0,0,0,0,0,0
FR_01380,Saint-Nizier-le-Bouchoux,521,273,6,16,70,181,0,0,0,0,0,0,0,0,0,0
FR_01387,Saint-Sulpice,171,92,1,9,25,57,0,0,0,0,0,0,0,0,0,0
FR_01388,Saint-Trivier-de-Courtes,716,331,8,17,69,237,0,0,0,0,0,0,0,0,0,0
FR_01391,Salavre,260,150,6,1,48,95,0,0,0,0,0,0,0,0,0,0
FR_01402,Sermoyer,507,232,6,15,86,125,0,0,0,0,0,0,0,0,0,0
FR_01406,Servignat,135,70,2,3,18,47,0,0,0,0,0,0,0,0,0,0
FR_01408,Simandre-sur-Suran,542,284,0,9,129,146,0,0,0,0,0,0,0,0,0,0
FR_01422,Tossiat,1117,535,7,21,182,325,0,0,0,0,0,0,0,0,0,0
FR_01425,La Tranclière,238,119,0,5,31,83,0,0,0,0,0,0,0,0,0,0
FR_01426,Val-Revermont,1883,975,11,28,428,508,0,0,0,0,0,0,0,0,0,0
FR_01429,Vandeins,503,235,6,13,65,151,0,0,0,0,0,0,0,0,0,0
FR_01430,Varambon,428,201,4,9,72,116,0,0,0,0,0,0,0,0,0,0
FR_01432,Verjon,263,154,3,3,50,98,0,0,0,0,0,0,0,0,0,0
FR_01433,Vernoux,194,89,1,1,36,51,0,0,0,0,0,0,0,0,0,0
FR_01437,Vescours,148,76,3,3,15,55,0,0,0,0,0,0,0,0,0,0
FR_01445,Villemotier,464,216,7,11,63,135,0,0,0,0,0,0,0,0,0,0
FR_01447,Villereversure,930,452,5,15,161,271,0,0,0,0,0,0,0,0,0,0
FR_01451,Viriat,4833,2313,26,94,645,1548,0,0,0,0,0,0,0,0,0,0
FR_01008,Ambutrix,553,300,23,13,116,0,148,0,0,0,0,0,0,0,0,0
FR_01021,Ars-sur-Formans,1049,542,17,64,134,0,327,0,0,0,0,0,0,0,0,0
FR_01027,Balan,1283,554,9,54,172,0,319,0,0,0,0,0,0,0,0,0
FR_01030,Beauregard,582,244,1,22,95,0,126,0,0,0,0,0,0,0,0,0
FR_01032,Béligneux,2038,805,13,55,318,0,419,0,0,0,0,0,0,0,0,0
FR_01043,Beynost,3760,1865,35,89,699,0,1042,0,0,0,0,0,0,0,0,0
FR_01047,Blyes,884,420,10,44,147,0,219,0,0,0,0,0,0,0,0,0
FR_01049,La Boisse,2382,1070,19,63,414,0,574,0,0,0,0,0,0,0,0,0
FR_01054,Bourg-Saint-Christophe,1093,572,9,58,217,0,288,0,0,0,0,0,0,0,0,0
FR_01062,Bressolles,715,361,7,23,137,0,194,0,0,0,0,0,0,0,0,0
FR_01088,Charnoz-sur-Ain,783,374,10,38,127,0,199,0,0,0,0,0,0,0,0,0
FR_01099,Chazey-sur-Ain,1224,597,11,50,213,0,323,0,0,0,0,0,0,0,0,0
FR_01105,Civrieux,1393,642,11,45,187,0,399,0,0,0,0,0,0,0,0,0
FR_01142,Dagneux,3309,1437,21,73,618,0,725,0,0,0,0,0,0,0,0,0
FR_01156,Faramans,659,313,12,32,101,0,168,0,0,0,0,0,0,0,0,0
FR_01166,Frans,1816,870,25,58,256,0,531,0,0,0,0,0,0,0,0,0
FR_01194,Jassans-Riottier,4451,1964,43,119,732,0,1070,0,0,0,0,0,0,0,0,0
FR_01198,Joyeux,206,117,1,13,41,0,62,0,0,0,0,0,0,0,0,0
FR_01202,Lagnieu,5311,2358,48,153,980,0,1177,0,0,0,0,0,0,0,0,0
FR_01213,Leyment,996,416,8,34,182,0,192,0,0,0,0,0,0,0,0,0
FR_01224,Loyettes,2148,747,17,64,247,0,419,0,0,0,0,0,0,0,0,0
FR_01238,Massieux,2076,936,29,67,320,0,520,0,0,0,0,0,0,0,0,0
FR_01244,Meximieux,5569,2522,45,131,1098,0,1248,0,0,0,0,0,0,0,0,0
FR_01248,Mionnay,1837,922,11,78,337,0,496,0,0,0,0,0,0,0,0,0
FR_01249,Miribel,7057,3241,49,151,1373,0,1668,0,0,0,0,0,0,0,0,0
FR_01250,Misérieux,1341,677,8,52,259,0,358,0,0,0,0,0,0,0,0,0
FR_01260,Le Montellier,224,133,3,6,34,0,90,0,0,0,0,0,0,0,0,0
FR_01262,Montluel,4542,2166,20,94,940,0,1112,0,0,0,0,0,0,0,0,0
FR_01275,Neyron,1914,938,11,40,316,0,571,0,0,0,0,0,0,0,0,0
FR_01276,Niévroz,1259,534,9,37,194,0,294,0,0,0,0,0,0,0,0,0
FR_01285,Parcieux,1015,504,12,26,188,0,278,0,0,0,0,0,0,0,0,0
FR_01290,Pérouges,1037,562,3,40,208,0,311,0,0,0,0,0,0,0,0,0
FR_01297,Pizay,723,345,8,32,137,0,168,0,0,0,0,0,0,0,0,0
FR_01318,Rancé,553,274,5,17,98,0,154,0,0,0,0,0,0,0,0,0
FR_01322,Reyrieux,3726,1793,28,94,612,0,1059,0,0,0,0,0,0,0,0,0
FR_01325,Rignieux-le-Franc,830,431,10,47,155,0,219,0,0,0,0,0,0,0,0,0
FR_01333,Saint-André-de-Corcy,2673,1247,20,109,506,0,612,0,0,0,0,0,0,0,0,0
FR_01339,Saint-Bernard,1310,658,7,23,173,0,455,0,0,0,0,0,0,0,0,0
FR_01342,Sainte-Croix,424,252,6,16,104,0,126,0,0,0,0,0,0,0,0,0
FR_01347,Saint-Didier-de-Formans,1722,917,10,41,315,0,551,0,0,0,0,0,0,0,0,0
FR_01349,Saint-Éloi,415,207,0,18,78,0,111,0,0,0,0,0,0,0,0,0
FR_01353,Sainte-Euphémie,1176,551,11,37,212,0,291,0,0,0,0,0,0,0,0,0
FR_01361,Saint-Jean-de-Niost,1348,649,11,54,223,0,361,0,0,0,0,0,0,0,0,0
FR_01362,Saint-Jean-de-Thurigneux,588,313,7,26,81,0,199,0,0,0,0,0,0,0,0,0
FR_01366,Sainte-Julie,741,365,10,21,163,0,171,0,0,0,0,0,0,0,0,0
FR_01376,Saint-Maurice-de-Beynost,2488,1026,12,58,440,0,516,0,0,0,0,0,0,0,0,0
FR_01378,Saint-Maurice-de-Gourdans,2169,1012,7,86,344,0,575,0,0,0,0,0,0,0,0,0
FR_01386,Saint-Sorlin-en-Bugey,875,437,10,38,178,0,211,0,0,0,0,0,0,0,0,0
FR_01390,Saint-Vulbas,869,330,9,49,102,0,170,0,0,0,0,0,0,0,0,0
FR_01396,Sault-Brénaz,586,244,2,20,98,0,124,0,0,0,0,0,0,0,0,0
FR_01411,Souclin,198,110,8,8,43,0,51,0,0,0,0,0,0,0,0,0
FR_01418,Thil,921,442,9,26,160,0,247,0,0,0,0,0,0,0,0,0
FR_01423,Toussieux,814,397,7,20,143,0,227,0,0,0,0,0,0,0,0,0
FR_01424,Tramoyes,1438,798,24,54,244,0,476,0,0,0,0,0,0,0,0,0
FR_01427,Trévoux,4121,1903,45,80,854,0,924,0,0,0,0,0,0,0,0,0
FR_01431,Vaux-en-Bugey,921,512,14,49,248,0,201,0,0,0,0,0,0,0,0,0
FR_01444,Villebois,940,432,5,27,235,0,165,0,0,0,0,0,0,0,0,0
FR_01450,Villieu-Loyes-Mollon,2904,1324,20,97,478,0,729,0,0,0,0,0,0,0,0,0
FR_01006,Ambléon,101,55,1,3,20,0,31,0,0,0,0,0,0,0,0,0
FR_01009,Andert-et-Condon,284,150,8,10,50,0,82,0,0,0,0,0,0,0,0,0
FR_01010,Anglefort,801,285,4,22,132,0,127,0,0,0,0,0,0,0,0,0
FR_01015,Arboys en Bugey,564,287,13,21,89,0,164,0,0,0,0,0,0,0,0,0
FR_01033,Valserhône,9553,3373,66,212,1640,0,1455,0,0,0,0,0,0,0,0,0
FR_01034,Belley,5987,2564,92,180,1091,0,1201,0,0,0,0,0,0,0,0,0
FR_01044,Billiat,441,140,2,18,61,0,59,0,0,0,0,0,0,0,0,0
FR_01058,Brégnier-Cordon,654,284,6,23,112,0,143,0,0,0,0,0,0,0,0,0
FR_01061,Brens,955,460,12,34,165,0,249,0,0,0,0,0,0,0,0,0
FR_01071,Cessy,2899,1149,17,50,375,0,707,0,0,0,0,0,0,0,0,0
FR_01078,Challex,822,345,2,15,128,0,200,0,0,0,0,0,0,0,0,0
FR_01081,Champfromier,521,263,9,31,115,0,108,0,0,0,0,0,0,0,0,0
FR_01082,Chanay,361,173,5,9,82,0,77,0,0,0,0,0,0,0,0,0
FR_01098,Chazey-Bons,776,357,9,24,150,0,148,0,26,0,0,0,0,0,0,0
FR_01103,Chevry,1050,402,1,27,122,0,252,0,0,0,0,0,0,0,0,0
FR_01104,Chézery-Forens,357,181,2,13,69,0,97,0,0,0,0,0,0,0,0,0
FR_01109,Collonges,1301,444,41,8,178,0,217,0,0,0,0,0,0,0,0,0
FR_01110,Colomieu,132,67,0,2,38,0,27,0,0,0,0,0,0,0,0,0
FR_01114,Confort,406,177,4,11,84,0,78,0,0,0,0,0,0,0,0,0
FR_01117,Conzieu,119,61,1,7,21,0,32,0,0,0,0,0,0,0,0,0
FR_01118,Corbonod,818,320,4,26,131,0,159,0,0,0,0,0,0,0,0,0
FR_01133,Cressin-Rochefort,330,172,0,13,73,0,86,0,0,0,0,0,0,0,0,0
FR_01135,Crozet,1275,523,5,19,194,0,305,0,0,0,0,0,0,0,0,0
FR_01138,Culoz,1910,703,24,47,346,0,286,0,0,0,0,0,0,0,0,0
FR_01143,Divonne-les-Bains,6481,2733,71,136,636,0,1890,0,0,0,0,0,0,0,0,0
FR_01153,Échenevex,1250,541,8,22,161,0,350,0,0,0,0,0,0,0,0,0
FR_01158,Farges,611,221,1,22,94,0,104,0,0,0,0,0,0,0,0,0
FR_01160,Ferney-Voltaire,4085,1725,26,64,746,0,889,0,0,0,0,0,0,0,0,0
FR_01173,Gex,6716,2491,45,163,913,0,1370,0,0,0,0,0,0,0,0,0
FR_01174,Giron,129,80,2,4,31,0,43,0,0,0,0,0,0,0,0,0
FR_01180,Grilly,564,267,8,12,61,0,186,0,0,0,0,0,0,0,0,0
FR_01189,Injoux-Génissiat,732,324,3,25,144,0,152,0,0,0,0,0,0,0,0,0
FR_01193,Izieu,196,118,3,16,51,0,48,0,0,0,0,0,0,0,0,0
FR_01208,Lavours,112,62,3,6,29,0,24,0,0,0,0,0,0,0,0,0
FR_01209,Léaz,493,207,9,6,95,0,97,0,0,0,0,0,0,0,0,0
FR_01210,Lélex,225,128,1,11,49,0,67,0,0,0,0,0,0,0,0,0
FR_01215,Surjoux-Lhopital,112,72,4,11,27,0,30,0,0,0,0,0,0,0,0,0
FR_01227,Magnieu,538,263,11,23,114,0,115,0,0,0,0,0,0,0,0,0
FR_01239,Massignieu-de-Rives,515,256,8,24,90,0,134,0,0,0,0,0,0,0,0,0
FR_01247,Mijoux,228,118,4,9,33,0,72,0,0,0,0,0,0,0,0,0
FR_01257,Montanges,299,133,17,2,52,0,62,0,0,0,0,0,0,0,0,0
FR_01268,Murs-et-Gélignieux,203,103,2,7,20,0,74,0,0,0,0,0,0,0,0,0
FR_01281,Ornex,2067,902,8,33,367,0,494,0,0,0,0,0,0,0,0,0
FR_01286,Parves et Nattages,808,450,10,40,226,0,174,0,0,0,0,0,0,0,0,0
FR_01288,Péron,1501,622,11,28,249,0,334,0,0,0,0,0,0,0,0,0
FR_01294,Peyrieu,650,316,4,23,136,0,153,0,0,0,0,0,0,0,0,0
FR_01298,Plagne,112,58,2,2,27,0,27,0,0,0,0,0,0,0,0,0
FR_01302,Pollieu,144,90,3,9,38,0,40,0,0,0,0,0,0,0,0,0
FR_01308,Pougny,443,163,5,9,81,0,68,0,0,0,0,0,0,0,0,0
FR_01310,Prémeyzel,131,81,3,8,40,0,30,0,0,0,0,0,0,0,0,0
FR_01313,Prévessin-Moëns,4153,1849,24,54,562,0,1209,0,0,0,0,0,0,0,0,0
FR_01354,Saint-Genis-Pouilly,5208,1916,20,56,806,0,1034,0,0,0,0,0,0,0,0,0
FR_01357,Saint-Germain-de-Joux,271,111,2,10,35,0,64,0,0,0,0,0,0,0,0,0
FR_01358,Saint-Germain-les-Paroisses,337,188,5,18,71,0,94,0,0,0,0,0,0,0,0,0
FR_01360,Saint-Jean-de-Gonville,1087,456,10,31,145,0,270,0,0,0,0,0,0,0,0,0
FR_01397,Sauverny,615,254,4,9,64,0,177,0,0,0,0,0,0,0,0,0
FR_01399,Ségny,1206,474,6,25,139,0,304,0,0,0,0,0,0,0,0,0
FR_01401,Sergy,1062,497,2,22,160,0,313,0,0,0,0,0,0,0,0,0
FR_01407,Seyssel,674,277,5,14,122,0,136,0,0,0,0,0,0,0,0,0
FR_01419,Thoiry,3323,1469,20,60,494,0,895,0,0,0,0,0,0,0,0,0
FR_01435,Versonnex,1261,454,8,12,174,0,260,0,0,0,0,0,0,0,0,0
FR_01436,Vesancy,343,183,2,4,46,0,131,0,0,0,0,0,0,0,0,0
FR_01448,Villes,283,123,1,8,42,0,72,0,0,0,0,0,0,0,0,0
FR_01454,Virignin,745,267,11,11,123,0,122,0,0,0,0,0,0,0,0,0
FR_01001,LAbergement-Clémenciat,644,323,11,38,102,0,0,172,0,0,0,0,0,0,0,0
FR_01005,Ambérieux-en-Dombes,1299,610,16,84,170,0,0,340,0,0,0,0,0,0,0,0
FR_01023,Asnières-sur-Saône,60,34,0,0,10,0,0,24,0,0,0,0,0,0,0,0
FR_01025,Bâgé-Dommartin,3060,1226,40,145,410,0,0,631,0,0,0,0,0,0,0,0
FR_01026,Bâgé-le-Châtel,618,291,10,60,90,0,0,131,0,0,0,0,0,0,0,0
FR_01028,Baneins,436,217,3,27,56,0,0,131,0,0,0,0,0,0,0,0
FR_01042,Bey,251,123,9,14,47,0,0,53,0,0,0,0,0,0,0,0
FR_01045,Birieux,204,109,8,5,17,0,0,79,0,0,0,0,0,0,0,0
FR_01046,Biziat,650,309,7,34,92,0,0,176,0,0,0,0,0,0,0,0
FR_01052,Bouligneux,265,168,2,24,36,0,0,106,0,0,0,0,0,0,0,0
FR_01074,Chalamont,1784,734,22,72,222,0,0,418,0,0,0,0,0,0,0,0
FR_01075,Chaleins,992,452,20,63,132,0,0,237,0,0,0,0,0,0,0,0
FR_01083,Chaneins,778,341,15,21,91,0,0,214,0,0,0,0,0,0,0,0
FR_01084,Chanoz-Châtenay,647,308,0,51,84,0,0,173,0,0,0,0,0,0,0,0
FR_01085,La Chapelle-du-Châtelard,311,149,6,12,30,0,0,101,0,0,0,0,0,0,0,0
FR_01090,Châtenay,262,130,4,22,39,0,0,65,0,0,0,0,0,0,0,0
FR_01092,Châtillon-la-Palud,1293,612,15,80,214,0,0,303,0,0,0,0,0,0,0,0
FR_01093,Châtillon-sur-Chalaronne,3744,1661,69,218,468,0,0,906,0,0,0,0,0,0,0,0
FR_01096,Chaveyriat,773,356,14,43,116,0,0,183,0,0,0,0,0,0,0,0
FR_01113,Condeissiat,602,290,5,34,93,0,0,158,0,0,0,0,0,0,0,0
FR_01123,Cormoranche-sur-Saône,908,454,23,61,147,0,0,223,0,0,0,0,0,0,0,0
FR_01129,Crans,222,131,2,11,47,0,0,71,0,0,0,0,0,0,0,0
FR_01134,Crottet,1337,697,22,79,203,0,0,393,0,0,0,0,0,0,0,0
FR_01136,Cruzilles-lès-Mépillat,692,324,14,38,89,0,0,183,0,0,0,0,0,0,0,0
FR_01146,Dompierre-sur-Chalaronne,299,129,5,24,25,0,0,75,0,0,0,0,0,0,0,0
FR_01157,Fareins,1879,911,18,103,342,0,0,448,0,0,0,0,0,0,0,0
FR_01159,Feillens,2623,1132,52,200,282,0,0,598,0,0,0,0,0,0,0,0
FR_01165,Francheleins,1113,531,10,62,142,0,0,317,0,0,0,0,0,0,0,0
FR_01167,Garnerans,575,280,13,37,85,0,0,145,0,0,0,0,0,0,0,0
FR_01169,Genouilleux,495,239,3,21,66,0,0,149,0,0,0,0,0,0,0,0
FR_01179,Grièges,1499,697,64,64,212,0,0,357,0,0,0,0,0,0,0,0
FR_01183,Guéreins,1109,499,11,75,138,0,0,275,0,0,0,0,0,0,0,0
FR_01188,Illiat,516,218,10,30,40,0,0,138,0,0,0,0,0,0,0,0
FR_01203,Laiz,925,484,14,54,166,0,0,250,0,0,0,0,0,0,0,0
FR_01207,Lapeyrouse,263,156,1,14,35,0,0,106,0,0,0,0,0,0,0,0
FR_01211,Lent,1104,522,13,81,158,0,0,270,0,0,0,0,0,0,0,0
FR_01225,Lurcy,379,180,5,25,51,0,0,99,0,0,0,0,0,0,0,0
FR_01231,Manziat,1552,683,28,117,188,0,0,350,0,0,0,0,0,0,0,0
FR_01235,Marlieux,758,357,11,37,93,0,0,216,0,0,0,0,0,0,0,0
FR_01243,Messimy-sur-Saône,968,477,13,71,140,0,0,253,0,0,0,0,0,0,0,0
FR_01246,Mézériat,1624,611,21,69,181,0,0,340,0,0,0,0,0,0,0,0
FR_01252,Mogneneins,621,305,8,46,81,0,0,170,0,0,0,0,0,0,0,0
FR_01254,Montagnat,1707,725,30,116,239,0,0,340,0,0,0,0,0,0,0,0
FR_01258,Montceaux,949,426,8,45,100,0,0,273,0,0,0,0,0,0,0,0
FR_01261,Monthieux,533,277,6,25,83,0,0,163,0,0,0,0,0,0,0,0
FR_01263,Montmerle-sur-Saône,2996,1325,35,170,374,0,0,746,0,0,0,0,0,0,0,0
FR_01264,Montracol,764,378,6,34,132,0,0,206,0,0,0,0,0,0,0,0
FR_01272,Neuville-les-Dames,1073,521,18,55,148,0,0,300,0,0,0,0,0,0,0,0
FR_01289,Péronnas,4694,2166,67,276,819,0,0,1004,0,0,0,0,0,0,0,0
FR_01291,Perrex,638,361,8,77,81,0,0,195,0,0,0,0,0,0,0,0
FR_01295,Peyzieux-sur-Saône,451,217,2,28,68,0,0,119,0,0,0,0,0,0,0,0
FR_01299,Le Plantay,414,196,4,27,41,0,0,124,0,0,0,0,0,0,0,0
FR_01306,Pont-de-Veyle,968,431,16,59,140,0,0,216,0,0,0,0,0,0,0,0
FR_01319,Relevant,345,180,7,21,42,0,0,110,0,0,0,0,0,0,0,0
FR_01320,Replonges,2901,1285,63,185,349,0,0,688,0,0,0,0,0,0,0,0
FR_01328,Romans,390,200,8,28,57,0,0,107,0,0,0,0,0,0,0,0
FR_01332,Saint-André-de-Bâgé,615,298,17,40,92,0,0,149,0,0,0,0,0,0,0,0
FR_01334,Saint-André-dHuiriat,479,220,3,12,82,0,0,123,0,0,0,0,0,0,0,0
FR_01335,Saint-André-le-Bouchoux,278,130,1,13,46,0,0,70,0,0,0,0,0,0,0,0
FR_01336,Saint-André-sur-Vieux-Jonc,902,473,9,74,153,0,0,237,0,0,0,0,0,0,0,0
FR_01343,Saint-Cyr-sur-Menthon,1375,586,28,79,182,0,0,297,0,0,0,0,0,0,0,0
FR_01348,Saint-Didier-sur-Chalaronne,2228,953,37,129,244,0,0,543,0,0,0,0,0,0,0,0
FR_01351,Saint-Étienne-sur-Chalaronne,1215,514,13,41,141,0,0,319,0,0,0,0,0,0,0,0
FR_01355,Saint-Genis-sur-Menthon,386,165,6,21,54,0,0,84,0,0,0,0,0,0,0,0
FR_01356,Saint-Georges-sur-Renon,181,93,2,12,28,0,0,51,0,0,0,0,0,0,0,0
FR_01359,Saint-Germain-sur-Renon,212,101,3,13,21,0,0,64,0,0,0,0,0,0,0,0
FR_01365,Saint-Jean-sur-Veyle,873,407,21,53,126,0,0,207,0,0,0,0,0,0,0,0
FR_01368,Saint-Julien-sur-Veyle,601,280,7,50,80,0,0,143,0,0,0,0,0,0,0,0
FR_01369,Saint-Just,762,381,7,57,147,0,0,170,0,0,0,0,0,0,0,0
FR_01370,Saint-Laurent-sur-Saône,1020,420,9,48,206,0,0,157,0,0,0,0,0,0,0,0
FR_01371,Saint-Marcel,949,409,10,27,166,0,0,206,0,0,0,0,0,0,0,0
FR_01381,Saint-Nizier-le-Désert,659,304,8,36,78,0,0,182,0,0,0,0,0,0,0,0
FR_01382,Sainte-Olive,253,115,2,24,28,0,0,61,0,0,0,0,0,0,0,0
FR_01383,Saint-Paul-de-Varax,1146,479,11,51,128,0,0,289,0,0,0,0,0,0,0,0
FR_01385,Saint-Rémy,784,387,20,56,128,0,0,183,0,0,0,0,0,0,0,0
FR_01389,Saint-Trivier-sur-Moignans,1318,616,13,61,158,0,0,384,0,0,0,0,0,0,0,0
FR_01393,Sandrans,450,237,10,30,63,0,0,134,0,0,0,0,0,0,0,0
FR_01398,Savigneux,1035,477,7,71,133,0,0,266,0,0,0,0,0,0,0,0
FR_01405,Servas,910,396,16,46,118,0,0,216,0,0,0,0,0,0,0,0
FR_01412,Sulignat,443,218,8,38,55,0,0,117,0,0,0,0,0,0,0,0
FR_01420,Thoissey,1038,409,15,34,138,0,0,222,0,0,0,0,0,0,0,0
FR_01428,Valeins,107,48,2,6,4,0,0,36,0,0,0,0,0,0,0,0
FR_01434,Versailleux,335,170,1,30,45,0,0,94,0,0,0,0,0,0,0,0
FR_01439,Vésines,72,42,0,10,6,0,0,26,0,0,0,0,0,0,0,0
FR_01443,Villars-les-Dombes,3475,1562,70,155,549,0,0,788,0,0,0,0,0,0,0,0
FR_01446,Villeneuve,1170,527,16,50,124,0,0,337,0,0,0,0,0,0,0,0
FR_01449,Villette-sur-Ain,587,272,12,27,89,0,0,144,0,0,0,0,0,0,0,0
FR_01457,Vonnas,2249,947,43,145,289,0,0,470,0,0,0,0,0,0,0,0
FR_01002,LAbergement-de-Varey,218,134,1,4,58,0,0,0,71,0,0,0,0,0,0,0
FR_01004,Ambérieu-en-Bugey,8845,3773,89,247,1707,0,0,0,1730,0,0,0,0,0,0,0
FR_01007,Ambronay,2039,949,36,70,364,0,0,0,479,0,0,0,0,0,0,0
FR_01011,Apremont,288,165,4,14,52,0,0,0,95,0,0,0,0,0,0,0
FR_01012,Aranc,288,161,1,10,80,0,0,0,70,0,0,0,0,0,0,0
