gisco_id,name,registered,turnout,invalid,blank,EXG,FG,PRG,LÉ,ECO,LR,DVD,RN,PS,PRV,DVG,MoDem,EXD,NC (2007),AC,DIV,REG
FR_01001,LAbergement-Clémenciat,595,370,6,0,5,15,126,8,6,129,4,71,0,0,0,0,0,0,0,0,0
FR_01002,LAbergement-de-Varey,216,138,5,0,2,12,0,0,4,42,5,15,46,7,0,0,0,0,0,0,0
FR_01004,Ambérieu-en-Bugey,8200,4457,57,0,52,350,0,0,104,1448,45,757,1499,145,0,0,0,0,0,0,0
FR_01005,Ambérieux-en-Dombes,1152,658,3,0,3,12,209,12,3,232,10,174,0,0,0,0,0,0,0,0,0
FR_01006,Ambléon,105,65,0,0,0,5,0,7,1,27,2,9,14,0,0,0,0,0,0,0,0
FR_01007,Ambronay,1705,1058,17,0,14,86,0,0,28,331,12,214,337,19,0,0,0,0,0,0,0
FR_01008,Ambutrix,549,339,1,0,2,21,0,57,1,135,0,45,0,0,68,9,0,0,0,0,0
FR_01009,Andert-et-Condon,269,162,1,0,1,8,0,3,1,66,4,25,53,0,0,0,0,0,0,0,0
FR_01010,Anglefort,682,414,3,0,5,21,0,8,1,124,9,90,153,0,0,0,0,0,0,0,0
FR_01011,Apremont,257,167,1,0,1,11,0,0,6,58,0,25,39,26,0,0,0,0,0,0,0
FR_01012,Aranc,282,176,3,0,1,33,0,0,4,44,1,25,57,8,0,0,0,0,0,0,0
FR_01013,Arandas,140,98,2,0,1,0,0,0,5,45,0,19,25,1,0,0,0,0,0,0,0
FR_01014,Arbent,2167,1152,8,0,9,66,0,0,15,367,9,162,336,180,0,0,0,0,0,0,0
FR_01015,Arbignieu,388,273,3,0,2,14,0,9,4,102,2,38,99,0,0,0,0,0,0,0,0
FR_01016,Arbigny,309,157,4,0,0,4,0,5,0,72,3,27,42,0,0,0,0,0,0,0,0
FR_01017,Argis,298,218,6,0,8,18,0,0,6,55,3,49,70,3,0,0,0,0,0,0,0
FR_01019,Armix,37,30,0,0,0,0,0,0,4,8,0,4,14,0,0,0,0,0,0,0,0
FR_01021,Ars-sur-Formans,897,594,10,0,0,11,0,37,9,266,0,131,0,0,110,20,0,0,0,0,0
FR_01022,Artemare,811,463,12,0,10,25,0,0,15,176,6,81,131,7,0,0,0,0,0,0,0
FR_01023,Asnières-sur-Saône,48,38,0,0,0,0,10,0,0,20,0,8,0,0,0,0,0,0,0,0,0
FR_01024,Attignat,2057,1210,7,0,2,46,0,18,6,497,16,205,413,0,0,0,0,0,0,0,0
FR_01025,Bâgé-la-Ville,2125,1246,21,0,9,42,434,29,5,463,14,229,0,0,0,0,0,0,0,0,0
FR_01026,Bâgé-le-Châtel,562,339,6,0,0,9,110,7,2,163,8,34,0,0,0,0,0,0,0,0,0
FR_01027,Balan,1075,643,6,0,4,16,0,47,3,241,0,170,0,0,147,9,0,0,0,0,0
FR_01028,Baneins,437,241,2,0,0,1,92,5,1,81,2,57,0,0,0,0,0,0,0,0,0
FR_01029,Beaupont,411,247,3,0,1,8,0,4,2,78,1,49,101,0,0,0,0,0,0,0,0
FR_01030,Beauregard,521,280,4,0,4,17,0,23,3,92,0,61,0,0,65,11,0,0,0,0,0
FR_01031,Bellignat,2084,1045,9,0,8,65,0,0,21,229,7,172,249,285,0,0,0,0,0,0,0
FR_01032,Béligneux,2020,1126,11,0,8,26,0,117,8,386,0,306,0,0,242,22,0,0,0,0,0
FR_01033,Bellegarde-sur-Valserine,6046,3001,37,0,32,147,0,95,19,985,48,476,1162,0,0,0,0,0,0,0,0
FR_01034,Belley,5486,3260,56,0,15,229,0,95,21,1247,33,435,1129,0,0,0,0,0,0,0,0
FR_01035,Belleydoux,268,155,6,0,1,14,0,0,9,38,2,49,29,7,0,0,0,0,0,0,0
FR_01036,Belmont-Luthézieu,413,268,3,0,0,29,0,0,2,100,3,44,85,2,0,0,0,0,0,0,0
FR_01037,Bénonces,215,140,8,0,1,5,0,0,2,70,6,14,29,5,0,0,0,0,0,0,0
FR_01038,Bény,558,339,4,0,3,2,0,13,1,150,1,46,119,0,0,0,0,0,0,0,0
FR_01039,Béon,321,199,2,0,2,12,0,0,4,54,3,21,92,9,0,0,0,0,0,0,0
FR_01040,Béréziat,313,172,1,0,0,9,0,5,1,65,0,28,63,0,0,0,0,0,0,0,0
FR_01041,Bettant,578,339,11,0,8,27,0,0,14,80,6,72,113,8,0,0,0,0,0,0,0
FR_01042,Bey,194,143,2,0,0,5,44,4,5,65,2,16,0,0,0,0,0,0,0,0,0
FR_01043,Beynost,3316,1969,16,0,6,69,0,210,26,829,0,292,0,0,462,59,0,0,0,0,0
FR_01044,Billiat,380,214,5,0,2,10,0,8,0,75,1,44,69,0,0,0,0,0,0,0,0
FR_01045,Birieux,169,108,1,0,0,5,16,1,1,57,4,23,0,0,0,0,0,0,0,0,0
FR_01046,Biziat,587,337,4,0,3,3,77,10,2,160,4,74,0,0,0,0,0,0,0,0,0
FR_01047,Blyes,618,371,4,0,1,11,0,44,3,159,0,75,0,0,69,5,0,0,0,0,0
FR_01049,La Boisse,1952,1240,16,0,4,62,0,120,8,432,0,288,0,0,284,26,0,0,0,0,0
FR_01050,Boissey,216,130,3,0,0,3,0,3,0,54,2,38,27,0,0,0,0,0,0,0,0
FR_01051,Bolozon,98,62,2,0,0,8,0,0,6,10,0,10,22,4,0,0,0,0,0,0,0
FR_01052,Bouligneux,254,174,2,0,0,1,34,10,0,91,2,34,0,0,0,0,0,0,0,0,0
FR_01053,Bourg-en-Bresse,23317,12823,140,0,119,532,1869,392,65,4185,93,1375,4053,0,0,0,0,0,0,0,0
FR_01054,Bourg-Saint-Christophe,861,554,2,0,6,19,0,81,6,208,0,109,0,0,115,8,0,0,0,0,0
FR_01056,Boyeux-Saint-Jérôme,297,204,2,0,5,9,0,0,10,91,1,33,46,7,0,0,0,0,0,0,0
FR_01057,Boz,346,191,2,0,1,11,0,13,2,51,2,47,62,0,0,0,0,0,0,0,0
FR_01058,Brégnier-Cordon,573,376,8,0,2,14,0,16,4,120,8,80,124,0,0,0,0,0,0,0,0
FR_01059,Brénaz,83,62,0,0,0,7,0,0,2,24,2,6,20,1,0,0,0,0,0,0,0
FR_01060,Brénod,421,304,4,0,5,23,0,0,4,139,1,49,69,10,0,0,0,0,0,0,0
FR_01061,Brens,814,508,12,0,5,27,0,20,10,150,15,91,178,0,0,0,0,0,0,0,0
FR_01062,Bressolles,551,343,4,0,0,5,0,53,5,170,0,44,0,0,61,1,0,0,0,0,0
FR_01063,Brion,369,233,1,0,4,3,0,0,1,94,2,38,65,25,0,0,0,0,0,0,0
FR_01064,Briord,628,330,8,0,3,23,0,0,6,70,6,77,126,11,0,0,0,0,0,0,0
FR_01065,Buellas,1232,781,8,0,1,10,0,17,2,313,9,121,300,0,0,0,0,0,0,0,0
FR_01066,La Burbanche,78,53,0,0,1,9,0,0,3,15,2,10,10,3,0,0,0,0,0,0,0
FR_01067,Ceignes,199,120,1,0,6,4,0,0,5,39,0,23,24,18,0,0,0,0,0,0,0
FR_01068,Cerdon,514,289,4,0,8,23,0,0,9,105,5,67,53,15,0,0,0,0,0,0,0
FR_01069,Certines,1055,593,3,0,2,29,0,9,5,176,7,123,239,0,0,0,0,0,0,0,0
FR_01071,Cessy,2259,1191,13,0,6,14,0,51,14,589,26,129,349,0,0,0,0,0,0,0,0
FR_01072,Ceyzériat,2025,1309,10,0,7,46,0,36,5,531,22,141,511,0,0,0,0,0,0,0,0
FR_01073,Ceyzérieu,836,520,13,0,10,32,0,0,16,145,5,95,195,9,0,0,0,0,0,0,0
FR_01074,Chalamont,1469,874,5,0,6,28,274,20,8,309,13,211,0,0,0,0,0,0,0,0,0
FR_01075,Chaleins,833,512,3,0,4,14,122,21,2,206,5,135,0,0,0,0,0,0,0,0,0
FR_01076,Chaley,118,78,2,0,1,11,0,0,4,21,1,11,27,0,0,0,0,0,0,0,0
FR_01077,Challes,142,86,0,0,4,6,0,0,2,28,0,24,17,5,0,0,0,0,0,0,0
FR_01078,Challex,726,364,6,0,1,21,0,26,4,160,11,35,100,0,0,0,0,0,0,0,0
FR_01079,Champagne-en-Valromey,538,304,7,0,2,29,0,0,5,124,2,42,89,4,0,0,0,0,0,0,0
FR_01080,Champdor,343,211,0,0,1,35,0,0,6,49,1,45,65,9,0,0,0,0,0,0,0
FR_01081,Champfromier,507,293,3,0,1,10,0,19,2,104,5,51,98,0,0,0,0,0,0,0,0
FR_01082,Chanay,398,217,5,0,0,15,0,14,3,66,4,26,84,0,0,0,0,0,0,0,0
FR_01083,Chaneins,627,334,5,0,0,2,88,15,3,130,0,91,0,0,0,0,0,0,0,0,0
FR_01084,Chanoz-Châtenay,491,310,3,0,1,12,88,9,3,126,4,64,0,0,0,0,0,0,0,0,0
FR_01085,La Chapelle-du-Châtelard,273,184,1,0,1,2,41,9,0,92,5,33,0,0,0,0,0,0,0,0,0
FR_01087,Charix,215,157,3,0,1,21,0,0,2,60,0,32,23,15,0,0,0,0,0,0,0
FR_01088,Charnoz-sur-Ain,686,441,5,0,1,16,0,36,4,156,0,139,0,0,78,6,0,0,0,0,0
FR_01089,Château-Gaillard,1199,705,6,0,9,40,0,0,11,259,7,175,188,10,0,0,0,0,0,0,0
FR_01090,Châtenay,266,174,1,0,1,2,57,3,2,76,1,31,0,0,0,0,0,0,0,0,0
FR_01091,Châtillon-en-Michaille,2150,1161,21,0,7,49,0,29,6,442,18,215,374,0,0,0,0,0,0,0,0
FR_01092,Châtillon-la-Palud,1138,665,6,0,9,32,209,17,3,216,7,166,0,0,0,0,0,0,0,0,0
FR_01093,Châtillon-sur-Chalaronne,3347,1833,24,0,7,50,560,34,13,841,29,275,0,0,0,0,0,0,0,0,0
FR_01094,Chavannes-sur-Reyssouze,525,277,4,0,1,9,0,10,1,100,2,61,89,0,0,0,0,0,0,0,0
FR_01095,Chavannes-sur-Suran,401,278,1,0,4,16,0,11,2,91,4,43,106,0,0,0,0,0,0,0,0
FR_01096,Chaveyriat,719,393,7,0,4,5,131,15,4,153,9,65,0,0,0,0,0,0,0,0,0
FR_01097,Chavornay,180,112,0,0,3,6,0,0,1,39,1,15,44,3,0,0,0,0,0,0,0
FR_01098,Chazey-Bons,548,325,4,0,1,21,0,14,5,131,3,53,93,0,0,0,0,0,0,0,0
FR_01099,Chazey-sur-Ain,1119,703,10,0,2,13,0,62,5,324,0,128,0,0,144,15,0,0,0,0,0
FR_01100,Cheignieu-la-Balme,124,80,1,0,1,5,0,0,3,22,0,13,34,1,0,0,0,0,0,0,0
FR_01101,Chevillard,140,94,2,0,5,6,0,0,2,32,0,14,18,15,0,0,0,0,0,0,0
FR_01102,Chevroux,634,347,7,0,2,5,0,3,5,130,4,80,111,0,0,0,0,0,0,0,0
FR_01103,Chevry,693,387,4,0,1,8,0,24,1,193,3,52,101,0,0,0,0,0,0,0,0
FR_01104,Chézery-Forens,338,217,1,0,2,20,0,6,2,89,2,35,60,0,0,0,0,0,0,0,0
FR_01105,Civrieux,971,633,4,0,1,6,0,41,4,208,0,140,0,0,117,112,0,0,0,0,0
FR_01106,Cize,136,84,0,0,0,5,0,8,0,21,2,22,26,0,0,0,0,0,0,0,0
FR_01107,Cleyzieu,121,80,0,0,0,5,0,0,0,23,1,23,27,1,0,0,0,0,0,0,0
FR_01108,Coligny,894,568,5,0,4,20,0,19,5,197,2,99,217,0,0,0,0,0,0,0,0
FR_01109,Collonges,1043,498,2,0,1,18,0,33,7,191,8,85,153,0,0,0,0,0,0,0,0
FR_01110,Colomieu,115,68,0,0,0,9,0,5,1,15,0,4,34,0,0,0,0,0,0,0,0
FR_01111,Conand,108,79,0,0,1,9,0,0,1,25,1,15,24,3,0,0,0,0,0,0,0
FR_01112,Condamine,259,173,3,0,0,17,0,0,4,73,1,33,27,15,0,0,0,0,0,0,0
FR_01113,Condeissiat,546,324,5,0,3,6,98,8,5,139,2,58,0,0,0,0,0,0,0,0,0
FR_01114,Confort,360,204,2,0,2,8,0,8,3,75,4,35,67,0,0,0,0,0,0,0,0
FR_01115,Confrançon,838,500,9,0,4,12,0,11,2,188,5,93,176,0,0,0,0,0,0,0,0
FR_01116,Contrevoz,412,264,4,0,11,16,0,0,12,72,1,44,97,7,0,0,0,0,0,0,0
FR_01117,Conzieu,113,74,2,0,0,9,0,7,0,29,1,11,15,0,0,0,0,0,0,0,0
FR_01118,Corbonod,748,423,7,0,0,20,0,15,8,166,7,64,136,0,0,0,0,0,0,0,0
FR_01119,Corcelles,168,103,4,0,1,7,0,0,4,43,3,11,27,3,0,0,0,0,0,0,0
FR_01121,Corlier,86,65,0,0,2,9,0,0,1,26,0,7,15,5,0,0,0,0,0,0,0
FR_01122,Cormaranche-en-Bugey,625,415,4,0,2,42,0,0,14,147,8,65,119,14,0,0,0,0,0,0,0
FR_01123,Cormoranche-sur-Saône,736,467,7,0,2,17,154,17,3,186,5,76,0,0,0,0,0,0,0,0,0
FR_01124,Cormoz,491,312,2,0,3,11,0,3,0,94,5,48,146,0,0,0,0,0,0,0,0
FR_01125,Corveissiat,468,284,3,0,2,15,0,8,1,83,12,38,122,0,0,0,0,0,0,0,0
FR_01127,Courmangoux,380,242,1,0,1,20,0,11,3,99,2,28,77,0,0,0,0,0,0,0,0
FR_01128,Courtes,209,116,2,0,0,0,0,2,3,57,0,11,41,0,0,0,0,0,0,0,0
FR_01129,Crans,189,120,0,0,2,4,31,5,0,48,1,29,0,0,0,0,0,0,0,0,0
FR_01130,Cras-sur-Reyssouze,925,568,2,0,2,10,0,10,3,203,4,111,223,0,0,0,0,0,0,0,0
FR_01133,Cressin-Rochefort,295,195,3,0,0,11,0,8,1,63,0,35,74,0,0,0,0,0,0,0,0
FR_01134,Crottet,1208,682,11,0,3,21,209,24,6,274,9,125,0,0,0,0,0,0,0,0,0
FR_01135,Crozet,991,562,3,0,4,19,0,36,4,261,10,67,158,0,0,0,0,0,0,0,0
FR_01136,Cruzilles-lès-Mépillat,569,339,2,0,4,5,112,12,5,139,10,50,0,0,0,0,0,0,0,0,0
FR_01138,Culoz,1859,976,17,0,4,71,0,25,9,276,16,156,402,0,0,0,0,0,0,0,0
FR_01139,Curciat-Dongalon,342,201,0,0,3,2,0,1,2,96,1,29,67,0,0,0,0,0,0,0,0
FR_01140,Curtafond,516,345,4,0,0,13,0,12,0,137,2,68,109,0,0,0,0,0,0,0,0
FR_01141,Cuzieu,346,221,3,0,1,7,0,0,10,88,7,22,83,0,0,0,0,0,0,0,0
FR_01142,Dagneux,2822,1688,24,0,15,64,0,193,19,619,0,351,0,0,377,26,0,0,0,0,0
FR_01143,Divonne-les-Bains,5153,2615,38,0,5,35,0,134,27,1444,57,285,590,0,0,0,0,0,0,0,0
FR_01144,Dommartin,618,351,6,0,3,7,95,12,3,160,8,57,0,0,0,0,0,0,0,0,0
FR_01145,Dompierre-sur-Veyle,802,457,4,0,4,23,0,13,4,156,8,117,128,0,0,0,0,0,0,0,0
FR_01146,Dompierre-sur-Chalaronne,269,177,1,0,2,3,44,3,2,76,2,44,0,0,0,0,0,0,0,0,0
FR_01147,Domsure,373,243,1,0,2,9,0,6,0,94,3,36,92,0,0,0,0,0,0,0,0
FR_01148,Dortan,1353,725,12,0,5,40,0,0,10,231,8,155,151,113,0,0,0,0,0,0,0
FR_01149,Douvres,756,499,11,0,2,39,0,0,12,154,4,106,165,6,0,0,0,0,0,0,0
FR_01150,Drom,156,116,1,0,1,4,0,4,0,50,1,8,47,0,0,0,0,0,0,0,0
FR_01151,Druillat,862,567,4,0,4,27,0,14,1,207,9,124,177,0,0,0,0,0,0,0,0
FR_01152,Échallon,616,382,0,0,8,20,0,0,15,107,8,77,86,61,0,0,0,0,0,0,0
FR_01153,Échenevex,893,504,3,0,0,15,0,27,2,256,4,54,143,0,0,0,0,0,0,0,0
FR_01154,Étrez,541,352,9,0,3,12,0,9,2,122,6,59,130,0,0,0,0,0,0,0,0
FR_01155,Évosges,126,96,0,0,0,4,0,0,1,33,4,29,18,7,0,0,0,0,0,0,0
FR_01156,Faramans,573,366,1,0,2,17,0,40,4,152,0,92,0,0,48,10,0,0,0,0,0
FR_01157,Fareins,1586,958,8,0,6,50,290,33,5,345,18,203,0,0,0,0,0,0,0,0,0
FR_01158,Farges,477,279,4,0,1,8,0,24,5,106,10,52,69,0,0,0,0,0,0,0,0
FR_01159,Feillens,2414,1386,30,0,9,34,353,34,2,727,20,177,0,0,0,0,0,0,0,0,0
FR_01160,Ferney-Voltaire,3641,1889,13,0,7,75,0,126,25,745,14,159,725,0,0,0,0,0,0,0,0
FR_01162,Flaxieu,64,50,0,0,1,0,0,0,0,22,0,4,18,5,0,0,0,0,0,0,0
FR_01163,Foissiat,1450,834,10,0,7,10,0,16,6,404,9,140,232,0,0,0,0,0,0,0,0
FR_01165,Francheleins,939,579,6,0,4,9,154,21,4,224,8,149,0,0,0,0,0,0,0,0,0
FR_01166,Frans,1515,984,8,0,4,36,0,90,8,409,0,198,0,0,206,25,0,0,0,0,0
FR_01167,Garnerans,500,304,3,0,3,7,96,16,0,103,15,61,0,0,0,0,0,0,0,0,0
FR_01169,Genouilleux,383,233,3,0,2,6,63,7,0,89,4,59,0,0,0,0,0,0,0,0,0
FR_01170,Géovreissiat,595,321,6,0,1,27,0,0,7,135,2,66,55,22,0,0,0,0,0,0,0
FR_01171,Géovreisset,617,329,2,0,4,18,0,0,5,87,5,57,73,78,0,0,0,0,0,0,0
FR_01172,Germagnat,129,89,1,0,1,6,0,2,2,35,0,16,26,0,0,0,0,0,0,0,0
FR_01173,Gex,5418,2601,37,0,7,87,0,150,39,1154,43,287,797,0,0,0,0,0,0,0,0
FR_01174,Giron,123,67,1,0,0,1,0,6,1,31,1,4,22,0,0,0,0,0,0,0,0
FR_01175,Gorrevod,580,326,4,0,2,26,0,4,2,119,6,59,104,0,0,0,0,0,0,0,0
FR_01176,Le Grand-Abergement,104,73,3,0,1,4,0,0,2,26,0,12,20,5,0,0,0,0,0,0,0
FR_01177,Grand-Corent,138,104,0,0,3,10,0,3,1,36,0,9,42,0,0,0,0,0,0,0,0
FR_01179,Grièges,1386,890,12,0,9,24,281,13,6,377,7,161,0,0,0,0,0,0,0,0,0
FR_01180,Grilly,474,226,1,0,0,6,0,8,1,141,2,14,53,0,0,0,0,0,0,0,0
FR_01181,Groissiat,747,484,3,0,3,19,0,0,4,156,3,86,92,118,0,0,0,0,0,0,0
FR_01182,Groslée,284,170,0,0,0,5,0,0,1,78,1,41,40,4,0,0,0,0,0,0,0
FR_01183,Guéreins,922,549,1,0,2,13,117,12,1,231,9,163,0,0,0,0,0,0,0,0,0
FR_01184,Hautecourt-Romanèche,561,394,9,0,1,19,0,10,7,124,4,63,157,0,0,0,0,0,0,0,0
FR_01185,Hauteville-Lompnes,2281,1247,14,0,14,178,0,0,40,402,25,223,316,35,0,0,0,0,0,0,0
FR_01186,Hostiaz,78,52,0,0,0,6,0,0,0,25,0,11,10,0,0,0,0,0,0,0,0
FR_01187,Hotonnes,277,164,5,0,1,15,0,0,11,70,1,17,41,3,0,0,0,0,0,0,0
FR_01188,Illiat,466,237,3,0,5,7,40,8,0,117,2,55,0,0,0,0,0,0,0,0,0
FR_01189,Injoux-Génissiat,714,394,2,0,0,21,0,11,4,97,5,82,172,0,0,0,0,0,0,0,0
FR_01190,Innimond,127,82,1,0,0,5,0,0,0,32,0,17,26,1,0,0,0,0,0,0,0
FR_01191,Izenave,136,79,2,0,1,1,0,0,2,37,1,16,12,7,0,0,0,0,0,0,0
FR_01192,Izernore,1469,835,9,0,16,49,0,0,21,347,17,150,153,73,0,0,0,0,0,0,0
FR_01193,Izieu,184,125,1,0,1,6,0,7,0,44,3,13,50,0,0,0,0,0,0,0,0
FR_01194,Jassans-Riottier,3763,2267,21,0,10,88,0,215,26,723,0,537,0,0,590,57,0,0,0,0,0
FR_01195,Jasseron,1156,756,6,0,5,22,0,20,3,322,18,83,277,0,0,0,0,0,0,0,0
FR_01196,Jayat,781,444,7,0,2,8,0,14,5,175,1,101,131,0,0,0,0,0,0,0,0
FR_01197,Journans,265,186,0,0,4,18,0,10,2,57,5,8,82,0,0,0,0,0,0,0,0
FR_01198,Joyeux,189,120,5,0,1,0,0,14,0,50,0,21,0,0,25,4,0,0,0,0,0
FR_01199,Jujurieux,1417,847,14,0,7,56,0,0,34,254,27,150,287,18,0,0,0,0,0,0,0
FR_01200,Labalme,121,75,1,0,0,10,0,0,2,15,1,13,32,1,0,0,0,0,0,0,0
FR_01202,Lagnieu,4885,2897,26,0,18,180,0,243,19,1409,0,396,0,0,572,34,0,0,0,0,0
FR_01203,Laiz,860,520,1,0,7,21,170,10,2,185,11,113,0,0,0,0,0,0,0,0,0
FR_01204,Lalleyriat,186,120,1,0,1,5,0,0,10,59,1,13,30,0,0,0,0,0,0,0,0
FR_01205,Lancrans,739,381,1,0,2,12,0,20,4,150,8,63,121,0,0,0,0,0,0,0,0
FR_01206,Lantenay,232,146,4,0,6,13,0,0,6,57,4,20,30,6,0,0,0,0,0,0,0
FR_01207,Lapeyrouse,221,144,0,0,0,4,18,1,1,80,4,36,0,0,0,0,0,0,0,0,0
FR_01208,Lavours,131,95,2,0,0,7,0,4,0,31,0,13,38,0,0,0,0,0,0,0,0
FR_01209,Léaz,390,235,3,0,0,5,0,17,2,81,5,41,81,0,0,0,0,0,0,0,0
FR_01210,Lélex,189,108,0,0,0,6,0,4,0,75,0,6,17,0,0,0,0,0,0,0,0
FR_01211,Lent,982,594,9,0,6,18,205,12,4,233,8,99,0,0,0,0,0,0,0,0,0
FR_01212,Lescheroux,518,295,2,0,3,14,0,3,3,112,3,55,100,0,0,0,0,0,0,0,0
FR_01213,Leyment,827,530,2,0,5,26,0,62,6,197,0,110,0,0,118,4,0,0,0,0,0
FR_01214,Leyssard,121,74,0,0,2,11,0,0,1,14,0,18,26,2,0,0,0,0,0,0,0
FR_01215,Lhôpital,45,30,2,0,0,1,0,0,0,13,0,2,12,0,0,0,0,0,0,0,0
FR_01216,Lhuis,655,371,4,0,4,16,0,0,4,141,9,76,104,13,0,0,0,0,0,0,0
FR_01218,Lochieu,83,56,1,0,0,0,0,0,4,22,1,16,8,4,0,0,0,0,0,0,0
FR_01219,Lompnas,136,81,0,0,0,2,0,0,3,48,0,7,21,0,0,0,0,0,0,0,0
FR_01221,Lompnieu,130,88,0,0,3,6,0,0,4,25,1,10,37,2,0,0,0,0,0,0,0
FR_01224,Loyettes,1676,874,4,0,6,35,0,94,10,332,0,197,0,0,185,11,0,0,0,0,0
FR_01225,Lurcy,313,199,3,0,0,4,56,11,0,92,3,30,0,0,0,0,0,0,0,0,0
FR_01227,Magnieu,340,225,4,0,0,11,0,9,1,75,4,47,74,0,0,0,0,0,0,0,0
FR_01228,Maillat,453,277,3,0,1,5,0,0,1,139,2,63,39,24,0,0,0,0,0,0,0
FR_01229,Malafretaz,683,417,9,0,1,6,0,2,0,166,4,64,165,0,0,0,0,0,0,0,0
FR_01230,Mantenay-Montlin,220,135,1,0,0,5,0,0,1,45,3,39,41,0,0,0,0,0,0,0,0
FR_01231,Manziat,1423,907,28,0,3,14,239,29,7,440,13,134,0,0,0,0,0,0,0,0,0
FR_01232,Marboz,1672,1061,14,0,4,19,0,25,1,407,8,179,404,0,0,0,0,0,0,0,0
FR_01233,Marchamp,114,69,4,0,2,5,0,0,1,27,1,11,18,0,0,0,0,0,0,0,0
FR_01234,Marignieu,138,104,1,0,0,7,0,0,4,32,0,15,39,6,0,0,0,0,0,0,0
FR_01235,Marlieux,599,362,1,0,5,10,87,4,4,164,8,79,0,0,0,0,0,0,0,0,0
FR_01236,Marsonnas,702,432,2,0,3,6,0,6,5,148,4,100,158,0,0,0,0,0,0,0,0
FR_01237,Martignat,1028,630,7,0,5,37,0,0,14,165,7,140,105,150,0,0,0,0,0,0,0
FR_01238,Massieux,1810,1077,13,0,4,34,0,95,13,339,0,275,0,0,264,40,0,0,0,0,0
FR_01239,Massignieu-de-Rives,490,326,9,0,1,15,0,14,1,115,6,58,107,0,0,0,0,0,0,0,0
FR_01240,Matafelon-Granges,474,299,2,0,15,29,0,0,10,71,2,89,55,26,0,0,0,0,0,0,0
FR_01241,Meillonnas,976,663,7,0,3,33,0,27,3,200,9,78,303,0,0,0,0,0,0,0,0
FR_01242,Mérignat,94,60,1,0,3,7,0,0,4,13,1,10,20,1,0,0,0,0,0,0,0
FR_01243,Messimy-sur-Saône,841,542,2,0,3,7,155,20,7,213,9,126,0,0,0,0,0,0,0,0,0
FR_01244,Meximieux,4927,2725,32,0,9,128,0,370,16,973,0,455,0,0,664,78,0,0,0,0,0
FR_01245,Bohas-Meyriat-Rignat,652,432,4,0,3,26,0,9,6,150,6,82,146,0,0,0,0,0,0,0,0
FR_01246,Mézériat,1411,756,13,0,3,23,228,18,5,313,9,144,0,0,0,0,0,0,0,0,0
FR_01247,Mijoux,252,157,3,0,0,6,0,10,1,79,0,20,38,0,0,0,0,0,0,0,0
FR_01248,Mionnay,1528,962,13,0,4,29,0,92,7,333,0,223,0,0,237,24,0,0,0,0,0
FR_01249,Miribel,6455,3521,25,0,20,118,0,316,37,1231,0,679,0,0,986,109,0,0,0,0,0
FR_01250,Misérieux,1227,806,9,0,3,52,0,86,9,226,0,178,0,0,211,32,0,0,0,0,0
FR_01252,Mogneneins,560,326,6,0,2,3,102,10,1,138,3,61,0,0,0,0,0,0,0,0,0
FR_01254,Montagnat,1363,804,8,0,6,22,279,28,6,349,4,102,0,0,0,0,0,0,0,0,0
FR_01255,Montagnieu,387,245,6,0,5,13,0,0,2,85,1,30,96,7,0,0,0,0,0,0,0
FR_01257,Montanges,289,163,4,0,0,8,0,15,3,61,0,37,35,0,0,0,0,0,0,0,0
FR_01258,Montceaux,809,485,5,0,2,10,122,12,1,181,8,144,0,0,0,0,0,0,0,0,0
FR_01259,Montcet,438,268,2,0,4,4,0,6,2,96,2,65,87,0,0,0,0,0,0,0,0
FR_01260,Le Montellier,200,133,0,0,0,2,0,12,1,74,0,25,0,0,16,3,0,0,0,0,0
FR_01261,Monthieux,432,291,5,0,5,7,64,20,0,118,6,66,0,0,0,0,0,0,0,0,0
FR_01262,Montluel,4145,2278,29,0,8,123,0,254,19,781,0,450,0,0,553,61,0,0,0,0,0
FR_01263,Montmerle-sur-Saône,2678,1567,13,0,15,48,370,102,5,633,16,365,0,0,0,0,0,0,0,0,0
FR_01264,Montracol,643,447,7,0,3,9,122,14,2,182,5,103,0,0,0,0,0,0,0,0,0
FR_01265,Montréal-la-Cluse,2028,1132,10,0,11,83,0,0,14,426,7,180,316,85,0,0,0,0,0,0,0
FR_01266,Montrevel-en-Bresse,1724,1039,10,0,10,22,0,11,6,372,12,170,426,0,0,0,0,0,0,0,0
FR_01267,Nurieux-Volognat,699,438,6,0,16,23,0,0,15,159,7,95,88,29,0,0,0,0,0,0,0
FR_01268,Murs-et-Gélignieux,205,135,2,0,2,1,0,0,1,71,1,26,31,0,0,0,0,0,0,0,0
FR_01269,Nantua,1740,889,9,0,18,66,0,0,13,317,6,141,264,55,0,0,0,0,0,0,0
FR_01271,Nattages,452,296,5,0,0,35,0,12,3,88,5,40,108,0,0,0,0,0,0,0,0
FR_01272,Neuville-les-Dames,1026,626,6,0,3,22,179,7,5,253,13,138,0,0,0,0,0,0,0,0,0
FR_01273,Neuville-sur-Ain,1101,682,11,0,9,35,0,25,5,212,6,150,229,0,0,0,0,0,0,0,0
FR_01274,Les Neyrolles,348,207,4,0,0,9,0,0,4,76,10,56,40,8,0,0,0,0,0,0,0
FR_01275,Neyron,1714,1031,8,0,2,38,0,99,15,434,0,211,0,0,204,20,0,0,0,0,0
FR_01276,Niévroz,1100,675,8,0,1,12,0,71,6,208,0,187,0,0,157,25,0,0,0,0,0
