gisco_id,name,registered,turnout,invalid,blank,EXG,FG,PRG,LÉ,ECO,LR,DVD,RN,PS,PRV,DVG,MoDem,EXD,NC (2007),AC,DIV,REG
FR_53117,Houssay,324,198,1,0,0,8,0,3,0,43,35,15,68,0,0,0,0,0,25,0,0
FR_53118,Le Housseau-Brétignolles,184,116,4,0,3,5,0,18,0,75,0,7,0,0,0,4,0,0,0,0,0
FR_53119,LHuisserie,3249,1905,46,0,19,43,0,103,0,339,213,136,837,0,0,0,0,0,169,0,0
FR_53120,Izé,373,211,7,0,5,2,0,0,2,56,27,17,62,0,0,0,0,2,31,0,0
FR_53121,Javron-les-Chapelles,1079,655,6,0,11,16,0,104,0,433,4,66,0,0,0,15,0,0,0,0,0
FR_53122,Jublains,545,342,14,0,5,10,0,0,6,99,24,22,136,0,0,0,0,2,24,0,0
FR_53123,Juvigné,1053,657,15,0,4,21,0,140,0,379,5,48,0,0,0,45,0,0,0,0,0
FR_53124,Laigné,596,346,7,0,0,5,0,2,0,75,91,21,77,0,0,0,0,0,68,0,0
FR_53125,Landivy,918,538,5,0,10,12,0,95,0,352,9,42,0,0,0,13,0,0,0,0,0
FR_53126,Larchamp,799,519,7,0,2,12,0,75,0,373,0,30,0,0,0,20,0,0,0,0,0
FR_53127,Lassay-les-Châteaux,1748,1146,23,0,15,40,0,236,0,729,9,57,0,0,0,37,0,0,0,0,0
FR_53128,Laubrières,231,150,1,0,3,0,0,2,0,44,6,9,19,0,0,0,0,0,66,0,0
FR_53129,Launay-Villiers,280,181,3,0,1,9,0,62,0,76,2,18,0,0,0,10,0,0,0,0,0
FR_53130,Laval,32459,18994,332,0,235,742,0,456,380,4488,1160,1349,8842,0,0,0,0,70,940,0,0
FR_53131,Lesbois,153,105,1,0,1,3,0,22,0,64,2,7,0,0,0,5,0,0,0,0,0
FR_53132,Levaré,254,142,6,0,2,3,0,28,0,94,0,6,0,0,0,3,0,0,0,0,0
FR_53133,Lignières-Orgères,610,376,8,0,6,23,0,86,0,192,5,51,0,0,0,5,0,0,0,0,0
FR_53134,Livet,117,79,2,0,0,1,0,0,5,15,5,10,38,0,0,0,0,0,3,0,0
FR_53135,Livré,608,365,8,0,0,3,0,13,0,69,36,42,72,0,0,0,0,0,122,0,0
FR_53136,Loigné-sur-Mayenne,597,361,8,0,2,10,0,20,0,72,103,14,93,0,0,0,0,0,39,0,0
FR_53137,Loiron,1108,601,19,0,17,34,0,193,0,235,13,72,0,0,0,18,0,0,0,0,0
FR_53138,Longuefuye,245,155,7,0,0,15,0,13,0,18,23,18,53,0,0,0,0,0,8,0,0
FR_53139,Loupfougères,321,175,4,0,8,8,0,0,9,28,18,18,70,0,0,0,0,0,12,0,0
FR_53140,Louverné,2960,1763,30,0,15,55,0,0,46,318,173,155,904,0,0,0,0,13,54,0,0
FR_53141,Louvigné,690,434,16,0,2,7,0,0,12,75,39,52,218,0,0,0,0,1,12,0,0
FR_53142,Madré,263,162,4,0,0,2,0,22,0,111,1,21,0,0,0,1,0,0,0,0,0
FR_53143,Maisoncelles-du-Maine,369,222,9,0,4,4,0,7,0,43,18,26,77,0,0,0,0,0,34,0,0
FR_53144,Marcillé-la-Ville,574,337,9,0,6,13,0,72,0,204,0,24,0,0,0,9,0,0,0,0,0
FR_53145,Marigné-Peuton,372,228,3,0,1,1,0,1,0,39,78,24,42,0,0,0,0,0,39,0,0
FR_53146,Martigné-sur-Mayenne,1200,735,19,0,11,36,0,188,0,370,7,74,0,0,0,30,0,0,0,0,0
FR_53147,Mayenne,9676,5729,120,0,85,343,0,2267,0,2358,22,380,0,0,0,154,0,0,0,0,0
FR_53148,Mée,136,84,2,0,1,4,0,3,0,20,23,7,11,0,0,0,0,0,13,0,0
FR_53150,Ménil,720,430,3,0,1,15,0,23,0,64,106,33,121,0,0,0,0,0,64,0,0
FR_53151,Méral,721,408,7,0,2,8,0,19,0,126,35,35,88,0,0,0,0,0,88,0,0
FR_53152,Meslay-du-Maine,2026,1220,22,0,12,18,0,25,0,311,248,91,337,0,0,0,0,0,156,0,0
FR_53153,Mézangers,485,309,3,0,3,8,0,0,12,47,24,36,147,0,0,0,0,2,27,0,0
FR_53154,Montaudin,691,451,13,0,6,6,0,93,0,296,4,19,0,0,0,14,0,0,0,0,0
FR_53155,Montenay,1120,665,9,0,5,14,0,198,0,382,2,28,0,0,0,27,0,0,0,0,0
FR_53156,Montflours,153,97,3,0,2,8,0,0,8,13,1,13,48,0,0,0,0,0,1,0,0
FR_53157,Montigné-le-Brillant,1007,588,13,0,7,14,0,31,0,121,73,55,217,0,0,0,0,0,57,0,0
FR_53158,Montjean,720,399,16,0,8,19,0,107,0,189,6,46,0,0,0,8,0,0,0,0,0
FR_53159,Montourtier,232,145,4,0,0,9,0,0,4,33,11,15,60,0,0,0,0,0,9,0,0
FR_53160,Montreuil-Poulay,297,177,3,0,4,14,0,43,0,90,3,16,0,0,0,4,0,0,0,0,0
FR_53161,Montsûrs,1565,917,24,0,21,25,0,0,22,177,99,90,410,0,0,0,0,6,43,0,0
FR_53162,Moulay,739,455,13,0,4,22,0,125,0,250,3,28,0,0,0,10,0,0,0,0,0
FR_53163,Neau,476,287,16,0,6,14,0,0,4,38,21,29,142,0,0,0,0,1,16,0,0
FR_53164,Neuilly-le-Vendin,293,193,1,0,2,0,0,23,0,140,4,21,0,0,0,2,0,0,0,0,0
FR_53165,Niafles,256,159,3,0,4,3,0,5,0,24,10,8,54,0,0,0,0,0,48,0,0
FR_53168,Nuillé-sur-Vicoin,846,504,16,0,8,11,0,18,0,98,63,62,191,0,0,0,0,0,37,0,0
FR_53169,Olivet,303,190,6,0,4,14,0,84,0,58,3,17,0,0,0,4,0,0,0,0,0
FR_53170,Oisseau,903,472,14,0,8,31,0,119,0,248,5,36,0,0,0,11,0,0,0,0,0
FR_53172,Origné,276,179,5,0,1,5,0,10,0,32,14,22,60,0,0,0,0,0,30,0,0
FR_53173,La Pallu,128,87,0,0,2,2,0,10,0,57,1,12,0,0,0,3,0,0,0,0,0
FR_53174,Parigné-sur-Braye,572,372,7,0,11,21,0,122,0,171,2,24,0,0,0,14,0,0,0,0,0
FR_53175,Parné-sur-Roc,954,565,8,0,9,15,0,0,9,139,44,55,268,0,0,0,0,3,15,0,0
FR_53176,Le Pas,388,235,1,0,2,10,0,28,0,168,0,25,0,0,0,1,0,0,0,0,0
FR_53177,La Pellerine,247,163,4,0,0,1,0,31,0,90,4,20,0,0,0,13,0,0,0,0,0
FR_53178,Peuton,161,101,2,0,0,3,0,1,0,29,21,7,17,0,0,0,0,0,21,0,0
FR_53179,Placé,252,156,2,0,2,0,0,42,0,96,0,8,0,0,0,6,0,0,0,0,0
FR_53180,Pommerieux,526,292,9,0,2,5,0,13,0,53,37,17,92,0,0,0,0,0,64,0,0
FR_53181,Pontmain,669,428,12,0,6,3,0,71,0,294,1,23,0,0,0,18,0,0,0,0,0
FR_53182,Port-Brillet,1298,661,8,0,22,52,0,295,0,188,5,73,0,0,0,18,0,0,0,0,0
FR_53184,Préaux,124,76,2,0,0,2,0,4,0,28,7,6,14,0,0,0,0,0,13,0,0
FR_53185,Pré-en-Pail,1545,1002,23,0,8,28,0,0,21,122,320,80,364,0,0,0,0,8,28,0,0
FR_53186,Quelaines-Saint-Gault,1489,810,24,0,4,14,0,22,0,180,198,43,200,0,0,0,0,0,125,0,0
FR_53187,Ravigny,169,117,3,0,0,6,0,0,2,20,18,12,53,0,0,0,0,0,3,0,0
FR_53188,Renazé,1940,1117,14,0,10,50,0,8,0,169,62,68,400,0,0,0,0,0,336,0,0
FR_53189,Rennes-en-Grenouilles,94,61,0,0,0,1,0,7,0,46,0,7,0,0,0,0,0,0,0,0,0
FR_53190,Le Ribay,330,204,5,0,0,3,0,19,0,165,1,6,0,0,0,5,0,0,0,0,0
FR_53191,La Roë,171,105,0,0,1,4,0,3,0,10,10,9,33,0,0,0,0,0,35,0,0
FR_53192,La Rouaudière,230,146,3,0,1,2,0,2,0,22,6,12,19,0,0,0,0,0,79,0,0
FR_53193,Ruillé-Froid-Fonds,370,239,2,0,1,9,0,16,0,42,40,39,69,0,0,0,0,0,21,0,0
FR_53194,Ruillé-le-Gravelais,661,391,9,0,6,15,0,116,0,170,4,59,0,0,0,12,0,0,0,0,0
FR_53195,Sacé,302,202,1,0,6,5,0,79,0,83,0,17,0,0,0,11,0,0,0,0,0
FR_53196,Saint-Aignan-de-Couptrain,284,169,2,0,1,3,0,21,0,127,1,11,0,0,0,3,0,0,0,0,0
FR_53197,Saint-Aignan-sur-Roë,693,440,11,0,2,7,0,3,0,94,46,32,91,0,0,0,0,0,154,0,0
FR_53198,Saint-Aubin-du-Désert,199,127,4,0,4,1,0,0,0,33,15,12,55,0,0,0,0,1,2,0,0
FR_53199,Saint-Aubin-Fosse-Louvain,196,118,1,0,0,0,0,10,0,91,1,8,0,0,0,7,0,0,0,0,0
FR_53200,Saint-Baudelle,864,561,15,0,11,41,0,187,0,258,1,32,0,0,0,16,0,0,0,0,0
FR_53201,Saint-Berthevin,5492,3399,54,0,35,104,0,110,0,424,902,231,1312,0,0,0,0,0,227,0,0
FR_53202,Saint-Berthevin-la-Tannière,268,167,1,0,3,6,0,36,0,109,1,4,0,0,0,7,0,0,0,0,0
FR_53203,Saint-Brice,382,251,2,0,3,10,0,11,0,64,27,25,93,0,0,0,0,0,16,0,0
FR_53204,Saint-Calais-du-Désert,274,155,2,0,1,15,0,29,0,94,1,9,0,0,0,4,0,0,0,0,0
FR_53205,Saint-Céneré,390,230,9,0,9,8,0,0,6,41,20,39,87,0,0,0,0,1,10,0,0
FR_53206,Saint-Charles-la-Forêt,177,119,4,0,3,6,0,4,0,27,14,13,36,0,0,0,0,0,12,0,0
FR_53207,Saint-Christophe-du-Luat,565,316,9,0,9,10,0,0,8,64,17,46,121,0,0,0,0,2,30,0,0
FR_53208,Saint-Cyr-en-Pail,383,202,4,0,2,4,0,0,2,38,36,25,76,0,0,0,0,3,12,0,0
FR_53209,Saint-Cyr-le-Gravelais,406,225,7,0,1,10,0,38,0,131,3,26,0,0,0,9,0,0,0,0,0
FR_53210,Saint-Denis-dAnjou,1122,694,11,0,19,12,0,21,0,194,141,67,162,0,0,0,0,0,67,0,0
FR_53211,Saint-Denis-de-Gastines,1180,771,10,0,5,9,0,147,0,508,6,52,0,0,0,34,0,0,0,0,0
FR_53212,Saint-Denis-du-Maine,298,197,3,0,0,4,0,4,0,51,27,29,45,0,0,0,0,0,34,0,0
FR_53213,Saint-Ellier-du-Maine,407,242,6,0,1,4,0,56,0,156,1,12,0,0,0,6,0,0,0,0,0
FR_53214,Saint-Erblon,113,63,1,0,0,0,0,2,0,12,8,6,16,0,0,0,0,0,18,0,0
FR_53215,Saint-Fort,1298,858,15,0,4,16,0,18,0,143,291,41,249,0,0,0,0,0,81,0,0
FR_53216,Saint-Fraimbault-de-Prières,683,381,9,0,11,15,0,114,0,179,4,37,0,0,0,12,0,0,0,0,0
FR_53218,Sainte-Gemmes-le-Robert,670,384,15,0,2,8,0,0,17,64,37,29,153,0,0,0,0,3,56,0,0
FR_53219,Saint-Georges-Buttavent,1133,688,12,0,4,25,0,216,0,368,7,33,0,0,0,23,0,0,0,0,0
FR_53220,Saint-Georges-le-Fléchard,239,143,5,0,3,5,0,6,0,18,8,15,68,0,0,0,0,0,15,0,0
FR_53221,Saint-Georges-sur-Erve,290,191,5,0,2,6,0,0,3,38,12,26,65,0,0,0,0,0,34,0,0
FR_53222,Saint-Germain-dAnxure,259,174,4,0,2,10,0,36,0,105,1,11,0,0,0,5,0,0,0,0,0
FR_53223,Saint-Germain-de-Coulamer,303,184,3,0,4,4,0,0,4,50,22,29,52,0,0,0,0,0,16,0,0
FR_53224,Saint-Germain-le-Fouilloux,685,427,9,0,2,12,0,0,15,88,40,41,206,0,0,0,0,3,11,0,0
FR_53225,Saint-Germain-le-Guillaume,327,208,4,0,4,9,0,64,0,102,4,18,0,0,0,3,0,0,0,0,0
FR_53226,Saint-Hilaire-du-Maine,575,402,13,0,3,5,0,177,0,166,4,29,0,0,0,5,0,0,0,0,0
FR_53228,Saint-Jean-sur-Erve,335,187,6,0,5,4,0,3,0,52,17,19,47,0,0,0,0,0,34,0,0
FR_53229,Saint-Jean-sur-Mayenne,1086,721,18,0,13,26,0,0,35,137,64,57,349,0,0,0,0,2,20,0,0
FR_53230,Saint-Julien-du-Terroux,201,107,6,0,0,0,0,22,0,62,1,14,0,0,0,2,0,0,0,0,0
FR_53231,Saint-Laurent-des-Mortiers,154,105,0,0,3,2,0,1,0,23,16,17,31,0,0,0,0,0,12,0,0
FR_53232,Saint-Léger,244,137,7,0,1,4,0,6,0,20,8,27,43,0,0,0,0,0,21,0,0
FR_53233,Saint-Loup-du-Dorat,256,135,2,0,2,7,0,6,0,28,13,17,52,0,0,0,0,0,8,0,0
FR_53234,Saint-Loup-du-Gast,265,167,8,0,1,4,0,53,0,83,2,10,0,0,0,6,0,0,0,0,0
FR_53235,Sainte-Marie-du-Bois,170,130,1,0,2,9,0,26,0,77,2,12,0,0,0,1,0,0,0,0,0
FR_53236,Saint-Mars-du-Désert,132,78,4,0,2,1,0,0,1,22,5,7,35,0,0,0,0,0,1,0,0
FR_53237,Saint-Mars-sur-Colmont,332,194,2,0,2,6,0,48,0,120,2,9,0,0,0,5,0,0,0,0,0
FR_53238,Saint-Mars-sur-la-Futaie,473,292,7,0,2,5,0,61,0,196,0,13,0,0,0,8,0,0,0,0,0
FR_53239,Saint-Martin-de-Connée,347,191,11,0,3,2,0,0,2,48,25,20,62,0,0,0,0,0,18,0,0
FR_53240,Saint-Martin-du-Limet,385,215,1,0,2,12,0,12,0,38,12,17,66,0,0,0,0,0,55,0,0
FR_53241,Saint-Michel-de-Feins,123,69,0,0,0,4,0,4,0,13,12,5,19,0,0,0,0,0,12,0,0
FR_53242,Saint-Michel-de-la-Roë,175,114,3,0,0,1,0,3,0,18,15,18,23,0,0,0,0,0,33,0,0
FR_53243,Saint-Ouën-des-Toits,1185,747,17,0,21,30,0,242,0,281,9,100,0,0,0,47,0,0,0,0,0
FR_53244,Saint-Ouën-des-Vallons,160,94,6,0,2,4,0,0,0,17,7,12,38,0,0,0,0,0,8,0,0
FR_53245,Saint-Pierre-des-Landes,736,442,10,0,4,12,0,91,0,268,7,28,0,0,0,22,0,0,0,0,0
FR_53246,Saint-Pierre-des-Nids,1483,914,14,0,8,35,0,0,23,155,174,75,387,0,0,0,0,9,34,0,0
FR_53247,Saint-Pierre-la-Cour,1494,857,18,0,19,47,0,272,0,333,12,130,0,0,0,26,0,0,0,0,0
FR_53248,Saint-Pierre-sur-Erve,101,69,0,0,0,4,0,6,0,11,5,6,23,0,0,0,0,0,14,0,0
FR_53249,Saint-Pierre-sur-Orthe,409,227,2,0,1,2,0,0,6,54,30,32,75,0,0,0,0,1,24,0,0
FR_53250,Saint-Poix,305,183,2,0,1,2,0,6,0,64,9,16,30,0,0,0,0,0,53,0,0
FR_53251,Saint-Quentin-les-Anges,293,173,1,0,0,3,0,7,0,37,22,12,52,0,0,0,0,0,39,0,0
FR_53252,Saint-Samson,323,201,7,0,3,8,0,0,4,31,33,28,73,0,0,0,0,1,13,0,0
FR_53253,Saint-Saturnin-du-Limet,333,194,5,0,2,6,0,5,0,30,17,14,47,0,0,0,0,0,68,0,0
FR_53254,Saint-Sulpice,162,106,2,0,1,0,0,7,0,30,30,7,21,0,0,0,0,0,8,0,0
FR_53255,Sainte-Suzanne,753,491,11,0,7,11,0,19,0,156,24,55,150,0,0,0,0,0,58,0,0
FR_53256,Saint-Thomas-de-Courceriers,172,113,5,0,2,7,0,0,1,24,6,7,42,0,0,0,0,0,19,0,0
FR_53257,Saulges,223,135,6,0,0,3,0,6,0,46,13,15,34,0,0,0,0,0,12,0,0
FR_53258,La Selle-Craonnaise,629,346,8,0,7,5,0,13,0,66,38,27,79,0,0,0,0,0,103,0,0
FR_53259,Senonnes,236,131,3,0,2,0,0,2,0,47,13,15,12,0,0,0,0,0,37,0,0
FR_53260,Simplé,261,150,5,0,1,2,0,1,0,42,34,14,20,0,0,0,0,0,31,0,0
FR_53261,Soucé,126,87,1,0,1,4,0,21,0,53,0,3,0,0,0,4,0,0,0,0,0
FR_53262,Soulgé-sur-Ouette,764,493,23,0,12,11,0,0,16,115,49,56,192,0,0,0,0,4,15,0,0
FR_53263,Thuboeuf,228,153,8,0,1,10,0,31,0,78,0,20,0,0,0,5,0,0,0,0,0
FR_53264,Thorigné-en-Charnie,129,85,0,0,1,1,0,2,0,27,7,8,22,0,0,0,0,0,17,0,0
FR_53265,Torcé-Viviers-en-Charnie,554,312,12,0,1,15,0,14,0,74,23,50,91,0,0,0,0,0,32,0,0
FR_53266,Trans,185,116,0,0,0,2,0,0,0,44,6,10,38,0,0,0,0,3,13,0,0
FR_53267,Vaiges,795,485,13,0,8,4,0,13,0,148,57,84,100,0,0,0,0,0,58,0,0
FR_53269,Vautorte,443,265,9,0,2,6,0,54,0,153,1,26,0,0,0,14,0,0,0,0,0
FR_53270,Vieuvy,107,71,3,0,1,1,0,11,0,46,1,5,0,0,0,3,0,0,0,0,0
FR_53271,Villaines-la-Juhel,2266,1271,30,0,15,35,0,0,26,245,127,92,620,0,0,0,0,3,78,0,0
FR_53272,Villepail,154,78,2,0,3,0,0,0,0,20,5,15,25,0,0,0,0,1,7,0,0
FR_53273,Villiers-Charlemagne,746,455,15,0,2,13,0,22,0,103,80,40,130,0,0,0,0,0,50,0,0
FR_53274,Vimarcé,203,115,1,0,0,2,0,0,4,20,20,16,42,0,0,0,0,0,10,0,0
FR_53276,Voutré,691,474,10,0,6,13,0,0,3,61,20,60,268,0,0,0,0,0,33,0,0
FR_54001,Abaucourt,251,153,0,0,0,5,2,5,0,28,1,48,64,0,0,0,0,0,0,0,0
FR_54002,Abbéville-lès-Conflans,191,122,3,0,2,9,1,4,0,30,2,18,53,0,0,0,0,0,0,0,0
FR_54003,Aboncourt,106,69,0,0,1,6,0,1,0,37,0,12,11,0,0,1,0,0,0,0,0
FR_54004,Affléville,160,89,2,0,2,9,2,2,0,20,0,20,32,0,0,0,0,0,0,0,0
FR_54005,Affracourt,99,73,3,0,2,0,0,0,1,31,1,13,22,0,0,0,0,0,0,0,0
FR_54006,Agincourt,358,225,2,0,0,11,0,3,4,0,1,30,67,97,2,5,0,0,0,3,0
FR_54007,Aingeray,489,283,4,0,1,6,0,9,1,111,1,47,95,0,0,8,0,0,0,0,0
FR_54008,Allain,321,215,2,0,2,7,0,5,0,46,3,47,84,0,0,19,0,0,0,0,0
FR_54009,Allamont,117,65,1,0,1,5,0,1,0,23,0,9,25,0,0,0,0,0,0,0,0
FR_54010,Allamps,392,246,6,0,2,5,0,6,5,76,2,25,113,0,0,6,0,0,0,0,0
FR_54011,Allondrelle-la-Malmaison,358,167,1,0,3,10,0,0,1,79,6,22,42,3,0,0,0,0,0,0,0
FR_54012,Amance,262,198,4,0,0,21,0,14,5,0,2,18,56,74,0,4,0,0,0,0,0
FR_54013,Amenoncourt,77,54,0,0,1,0,0,6,5,33,0,9,0,0,0,0,0,0,0,0,0
FR_54014,Ancerviller,229,153,1,0,0,6,0,55,1,68,0,22,0,0,0,0,0,0,0,0,0
FR_54015,Anderny,197,105,2,0,2,4,0,0,7,16,3,36,30,5,0,0,0,0,0,0,0
FR_54016,Andilly,211,134,0,0,2,2,0,1,0,54,2,35,36,0,0,2,0,0,0,0,0
FR_54017,Angomont,73,57,1,0,1,3,0,21,2,21,0,8,0,0,0,0,0,0,0,0,0
FR_54018,Anoux,231,137,3,0,3,43,0,0,0,39,1,15,31,2,0,0,0,0,0,0,0
FR_54019,Ansauville,78,53,0,0,0,2,0,1,0,26,1,13,8,0,0,2,0,0,0,0,0
FR_54020,Anthelupt,307,211,2,0,0,6,0,62,4,99,0,38,0,0,0,0,0,0,0,0,0
FR_54021,Armaucourt,179,108,0,0,3,6,0,3,0,21,0,36,39,0,0,0,0,0,0,0,0
FR_54022,Arnaville,466,283,3,0,4,9,2,25,0,45,3,49,143,0,0,0,0,0,0,0,0
FR_54023,Arracourt,196,133,1,0,1,4,0,31,1,79,3,13,0,0,0,0,0,0,0,0,0
FR_54024,Arraye-et-Han,243,136,2,0,2,3,3,9,0,20,0,22,75,0,0,0,0,0,0,0,0
FR_54025,Art-sur-Meurthe,851,546,11,0,7,39,0,166,4,189,16,114,0,0,0,0,0,0,0,0,0
FR_54026,Athienville,158,103,5,0,5,1,0,21,1,55,0,15,0,0,0,0,0,0,0,0,0
FR_54027,Atton,590,321,8,0,4,8,2,9,0,105,3,67,115,0,0,0,0,0,0,0,0
FR_54028,Auboué,1884,958,10,0,15,220,10,6,0,79,8,117,493,0,0,0,0,0,0,0,0
FR_54029,Audun-le-Roman,1792,786,14,0,9,105,0,0,15,154,9,145,316,14,0,0,0,0,0,5,0
FR_54030,Autrepierre,89,60,0,0,0,3,0,11,2,32,0,12,0,0,0,0,0,0,0,0,0
FR_54031,Autreville-sur-Moselle,200,135,4,0,2,3,0,5,0,36,0,16,69,0,0,0,0,0,0,0,0
FR_54032,Autrey,154,113,4,0,1,2,0,2,1,50,2,19,31,0,0,1,0,0,0,0,0
FR_54033,Avillers,66,37,0,0,0,1,0,0,1,18,0,9,8,0,0,0,0,0,0,0,0
FR_54034,Avrainville,180,121,0,0,1,4,0,5,0,59,1,15,35,0,0,1,0,0,0,0,0
FR_54035,Avricourt,304,179,1,0,1,11,0,65,3,70,2,26,0,0,0,0,0,0,0,0,0
FR_54036,Avril,700,361,6,0,4,25,0,0,7,97,2,78,137,4,0,0,0,0,0,1,0
FR_54037,Azelot,317,207,6,0,1,13,0,66,6,65,1,49,0,0,0,0,0,0,0,0,0
FR_54038,Azerailles,653,381,1,0,8,15,0,114,6,176,4,57,0,0,0,0,0,0,0,0,0
FR_54039,Baccarat,3097,1649,28,0,31,74,0,539,24,555,35,363,0,0,0,0,0,0,0,0,0
FR_54040,Badonviller,1134,684,18,0,14,45,0,228,6,226,7,140,0,0,0,0,0,0,0,0,0
FR_54041,Bagneux,105,87,1,0,0,2,0,3,1,47,0,11,19,0,0,3,0,0,0,0,0
FR_54042,Bainville-aux-Miroirs,255,176,4,0,3,5,0,1,1,66,1,25,67,0,0,3,0,0,0,0,0
FR_54043,Bainville-sur-Madon,909,536,5,0,5,14,0,16,5,158,8,85,229,0,0,11,0,0,0,0,0
FR_54044,Barbas,128,85,1,0,0,1,0,14,0,45,1,23,0,0,0,0,0,0,0,0,0
FR_54045,Barbonville,336,198,1,0,2,3,0,46,1,100,0,45,0,0,0,0,0,0,0,0,0
FR_54046,Barisey-au-Plain,282,170,2,0,2,1,0,0,0,71,1,33,59,0,0,1,0,0,0,0,0
FR_54047,Barisey-la-Côte,161,110,5,0,1,0,0,1,0,36,1,15,48,0,0,3,0,0,0,0,0
FR_54048,Les Baroches,325,198,2,0,4,21,0,0,5,54,2,37,72,1,0,0,0,0,0,0,0
FR_54049,Baslieux,400,201,1,0,2,15,0,0,5,47,1,44,81,3,0,0,0,0,0,2,0
FR_54050,Bathelémont-lès-Bauzemont,68,50,1,0,0,1,0,2,0,26,0,20,0,0,0,0,0,0,0,0,0
FR_54051,Batilly,983,500,9,0,11,32,2,15,0,100,6,96,229,0,0,0,0,0,0,0,0
FR_54052,Battigny,91,68,0,0,0,0,0,2,1,21,0,12,31,0,0,1,0,0,0,0,0
FR_54053,Bauzemont,105,66,0,0,1,3,0,14,3,35,0,10,0,0,0,0,0,0,0,0,0
FR_54054,Bayon,961,609,8,0,15,27,0,217,10,222,6,104,0,0,0,0,0,0,0,0,0
FR_54055,Bayonville-sur-Mad,252,152,3,0,1,4,2,4,0,32,3,30,73,0,0,0,0,0,0,0,0
FR_54056,Bazailles,137,79,2,0,2,3,0,0,2,29,1,13,26,1,0,0,0,0,0,0,0
FR_54057,Beaumont,62,32,1,0,0,0,0,0,0,11,0,13,7,0,0,0,0,0,0,0,0
FR_54058,Béchamps,82,55,1,0,0,0,0,1,0,29,2,9,13,0,0,0,0,0,0,0,0
FR_54059,Belleau,518,326,5,0,6,18,2,10,0,63,3,67,152,0,0,0,0,0,0,0,0
FR_54060,Belleville,1030,571,12,0,9,14,9,5,0,141,2,124,255,0,0,0,0,0,0,0,0
FR_54061,Bénaménil,403,259,3,0,4,13,0,87,3,85,0,64,0,0,0,0,0,0,0,0,0
FR_54062,Benney,487,300,4,0,2,6,0,8,1,109,6,52,103,0,0,9,0,0,0,0,0
FR_54063,Bernécourt,161,101,2,0,0,2,0,2,1,56,3,15,17,0,0,3,0,0,0,0,0
FR_54064,Bertrambois,276,178,2,0,1,7,0,64,3,68,3,30,0,0,0,0,0,0,0,0,0
FR_54065,Bertrichamps,909,497,16,0,3,32,0,136,7,151,8,144,0,0,0,0,0,0,0,0,0
FR_54066,Bettainvillers,237,122,0,0,1,18,0,0,1,14,0,20,67,1,0,0,0,0,0,0,0
FR_54067,Beuveille,474,264,3,0,5,25,0,0,10,76,1,39,97,6,0,0,0,0,0,2,0
FR_54068,Beuvezin,106,69,1,0,0,1,0,2,0,29,1,17,14,0,0,4,0,0,0,0,0
FR_54069,Beuvillers,278,130,1,0,2,2,0,0,1,54,2,29,38,0,0,0,0,0,0,1,0
FR_54070,Bey-sur-Seille,116,73,0,0,1,3,0,4,0,25,2,19,19,0,0,0,0,0,0,0,0
FR_54071,Bezange-la-Grande,149,91,2,0,0,3,0,24,2,43,0,17,0,0,0,0,0,0,0,0,0
FR_54072,Bezaumont,178,112,0,0,1,6,0,0,0,27,0,19,59,0,0,0,0,0,0,0,0
FR_54073,Bicqueley,712,453,9,0,3,8,0,10,0,149,2,96,163,0,0,13,0,0,0,0,0
FR_54074,Bienville-la-Petite,24,17,1,0,0,0,0,7,0,5,0,4,0,0,0,0,0,0,0,0,0
FR_54075,Bionville,118,86,1,0,0,9,0,28,6,26,4,12,0,0,0,0,0,0,0,0,0
FR_54076,Blainville-sur-lEau,3103,1614,25,0,31,183,0,648,24,426,18,259,0,0,0,0,0,0,0,0,0
FR_54077,Blâmont,737,380,7,0,6,22,0,123,4,140,6,72,0,0,0,0,0,0,0,0,0
FR_54078,Blémerey,58,38,0,0,0,2,0,4,1,21,1,9,0,0,0,0,0,0,0,0,0
FR_54079,Blénod-lès-Pont-à-Mousson,3212,1613,23,0,18,74,98,22,0,342,15,355,666,0,0,0,0,0,0,0,0
FR_54080,Blénod-lès-Toul,769,487,9,0,6,21,0,4,3,159,3,103,174,0,0,5,0,0,0,0,0
FR_54081,Boismont,364,188,5,0,2,9,0,0,7,33,1,37,89,5,0,0,0,0,0,0,0
FR_54082,Boncourt,164,108,4,0,0,1,0,2,0,33,2,24,42,0,0,0,0,0,0,0,0
FR_54083,Bonviller,145,87,2,0,1,3,0,18,2,50,0,11,0,0,0,0,0,0,0,0,0
FR_54084,Mont-Bonvillers,659,327,5,0,4,42,0,0,7,58,4,75,126,4,0,0,0,0,0,2,0
FR_54085,Borville,80,54,1,0,0,5,0,12,0,21,0,15,0,0,0,0,0,0,0,0,0
FR_54086,Boucq,297,193,6,0,2,8,0,2,0,92,3,28,50,0,0,2,0,0,0,0,0
FR_54087,Bouillonville,95,64,1,0,0,2,0,3,1,20,0,7,29,0,0,1,0,0,0,0,0
FR_54088,Bouvron,159,117,2,0,1,0,0,2,2,45,2,20,35,0,0,8,0,0,0,0,0
FR_54089,Bouxières-aux-Chênes,1133,690,10,0,4,38,0,7,18,0,8,107,188,298,3,6,0,0,0,3,0
FR_54090,Bouxières-aux-Dames,3176,1890,17,0,16,93,0,32,31,0,25,329,701,605,10,25,0,0,0,6,0
FR_54091,Bouxières-sous-Froidmont,196,113,3,0,1,0,0,1,0,43,0,32,33,0,0,0,0,0,0,0,0
