gisco_id,name,registered,turnout,invalid,blank,ENS,RN,NFP,UXD,LR,DVD,DVG,HOR,DVC,REG,UDI,EXD,DIV,ECO,DSV,LFI,PS
FR_01001,LAbergement-Clémenciat,662,494,4,14,203,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01002,LAbergement-de-Varey,228,187,4,17,0,0,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01004,Ambérieu-en-Bugey,8745,5887,136,403,0,0,2606,2742,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01005,Ambérieux-en-Dombes,1337,979,7,46,388,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01006,Ambléon,98,65,0,6,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01007,Ambronay,2076,1518,43,137,0,0,534,804,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01008,Ambutrix,568,413,3,8,204,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01009,Andert-et-Condon,287,209,1,12,110,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01010,Anglefort,827,558,7,18,238,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01011,Apremont,296,229,3,20,0,0,70,136,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01012,Aranc,299,218,3,23,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01013,Arandas,125,99,2,7,0,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01014,Arbent,2253,1481,17,134,0,0,634,696,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01015,Arboys en Bugey,562,395,7,20,209,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01016,Arbigny,332,239,1,8,0,122,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0
FR_01017,Argis,324,221,6,18,0,0,75,122,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01019,Armix,37,31,1,3,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01021,Ars-sur-Formans,1088,843,1,28,423,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01022,Artemare,898,600,13,55,0,0,169,363,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01023,Asnières-sur-Saône,61,52,0,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01024,Attignat,2486,1816,7,44,0,806,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0
FR_01025,Bâgé-Dommartin,3176,2204,28,80,961,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01026,Bâgé-le-Châtel,635,430,4,18,215,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01027,Balan,1318,952,6,38,448,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01028,Baneins,432,311,2,18,117,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01029,Beaupont,464,335,3,8,0,163,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0
FR_01030,Beauregard,575,406,8,10,201,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01031,Bellignat,1917,1221,32,98,0,0,510,581,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01032,Béligneux,2090,1400,8,57,651,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01033,Valserhône,9778,5835,60,200,3267,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01034,Belley,6197,3980,52,161,2052,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01035,Belleydoux,276,193,4,20,0,0,78,91,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01036,Valromey-sur-Séran,1101,776,32,54,0,0,341,349,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01037,Bénonces,235,162,2,17,0,0,55,88,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01038,Bény,600,462,5,14,0,206,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0
FR_01040,Béréziat,378,281,1,4,0,151,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
FR_01041,Bettant,576,410,5,39,0,0,171,195,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01042,Bey,267,186,3,13,99,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01043,Beynost,3879,2821,16,80,1711,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01044,Billiat,447,272,2,16,112,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01045,Birieux,208,166,2,1,61,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01046,Biziat,657,467,6,23,175,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01047,Blyes,910,663,8,28,309,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01049,La Boisse,2408,1738,23,61,942,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01050,Boissey,254,188,0,7,0,104,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
FR_01051,Bolozon,68,53,1,11,0,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01052,Bouligneux,272,213,3,8,80,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01053,Bourg-en-Bresse,23103,14819,137,486,3148,4497,0,0,6551,0,0,0,0,0,0,0,0,0,0,0,0
FR_01054,Bourg-Saint-Christophe,1126,897,7,29,467,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01056,Boyeux-Saint-Jérôme,333,241,4,30,0,0,71,136,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01057,Boz,401,292,2,6,0,141,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
FR_01058,Brégnier-Cordon,681,449,6,22,196,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01060,Brénod,416,321,9,40,0,0,83,189,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01061,Brens,980,708,11,19,307,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01062,Bressolles,732,550,1,25,302,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01063,Brion,428,315,10,47,0,0,84,174,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01064,Briord,854,541,5,38,0,0,160,338,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01065,Buellas,1420,1096,4,33,0,420,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0
FR_01066,La Burbanche,92,74,2,5,0,0,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01067,Ceignes,204,159,15,6,0,0,43,95,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01068,Cerdon,575,376,27,6,0,0,107,236,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01069,Certines,1179,895,8,32,0,428,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0
FR_01071,Cessy,2849,1974,9,59,1265,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01072,Ceyzériat,2511,1864,16,71,0,579,0,0,1198,0,0,0,0,0,0,0,0,0,0,0,0
FR_01073,Ceyzérieu,916,703,13,89,0,0,288,313,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01074,Chalamont,1702,1154,13,41,448,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01075,Chaleins,1046,776,4,32,338,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01076,Chaley,126,85,1,7,0,0,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01077,Challes,143,98,2,9,0,0,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01078,Challex,834,556,2,18,338,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01079,Champagne-en-Valromey,577,414,10,30,0,0,201,173,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01080,Champdor,546,385,12,38,0,0,136,199,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01081,Champfromier,536,373,6,22,182,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01082,Chanay,385,269,8,23,109,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01083,Chaneins,820,594,6,24,194,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01084,Chanoz-Châtenay,659,483,2,23,197,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01085,La Chapelle-du-Châtelard,306,232,2,11,78,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01087,Charix,214,151,1,12,0,0,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01088,Charnoz-sur-Ain,793,595,1,17,250,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01089,Château-Gaillard,1530,1121,22,100,0,0,389,610,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01090,Châtenay,284,219,3,12,85,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01092,Châtillon-la-Palud,1289,938,7,39,404,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01093,Châtillon-sur-Chalaronne,3875,2596,24,114,1179,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01094,Chavannes-sur-Reyssouze,570,393,5,15,0,216,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0
FR_01095,Nivigne et Suran,573,435,4,18,0,182,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0
FR_01096,Chaveyriat,805,560,7,23,226,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01098,Chazey-Bons,772,543,6,18,233,211,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01099,Chazey-sur-Ain,1272,938,6,38,442,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01100,Cheignieu-la-Balme,127,91,1,6,0,0,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01101,Chevillard,143,113,3,11,0,0,39,60,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01102,Chevroux,724,530,6,6,0,307,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0
FR_01103,Chevry,1091,725,7,21,464,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01104,Chézery-Forens,361,264,0,8,135,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01105,Civrieux,1433,1067,3,30,555,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01106,Cize,142,96,0,7,0,42,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
FR_01107,Cleyzieu,120,85,0,11,0,0,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01108,Coligny,954,660,8,9,0,315,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0
FR_01109,Collonges,1371,818,13,25,399,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01110,Colomieu,125,78,4,5,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01111,Conand,128,85,7,5,0,0,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01112,Condamine,297,217,3,23,0,0,52,139,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01113,Condeissiat,582,432,8,14,195,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01114,Confort,402,286,2,17,150,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01115,Confrançon,1001,717,7,17,0,372,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0
FR_01116,Contrevoz,418,310,5,26,0,0,116,163,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01117,Conzieu,122,86,0,2,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01118,Corbonod,816,577,10,18,282,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01121,Corlier,93,63,2,11,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01123,Cormoranche-sur-Saône,919,667,3,24,332,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01124,Cormoz,515,338,2,5,0,179,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0
FR_01125,Corveissiat,457,348,9,22,0,159,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0
FR_01127,Courmangoux,392,310,7,11,0,121,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0
FR_01128,Courtes,231,159,1,3,0,80,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
FR_01129,Crans,234,180,1,6,77,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01130,Bresse Vallons,1816,1322,16,32,0,663,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0
FR_01133,Cressin-Rochefort,313,238,1,10,112,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01134,Crottet,1359,1034,9,27,491,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01135,Crozet,1305,893,5,29,527,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01136,Cruzilles-lès-Mépillat,682,520,5,27,215,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01138,Culoz,2313,1490,13,95,529,648,93,112,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01139,Curciat-Dongalon,332,216,1,7,0,95,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0
FR_01140,Curtafond,543,440,4,10,0,209,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0
FR_01141,Cuzieu,395,267,2,38,0,0,93,134,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01142,Dagneux,3403,2297,20,76,1188,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01143,Divonne-les-Bains,6625,4293,42,81,3005,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01145,Dompierre-sur-Veyle,909,657,3,25,0,337,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0
FR_01146,Dompierre-sur-Chalaronne,304,234,1,6,96,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01147,Domsure,410,286,4,9,0,151,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0
FR_01148,Dortan,1317,923,24,75,0,0,266,558,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01149,Douvres,875,682,26,66,0,0,252,338,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01150,Drom,184,132,2,10,0,38,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
FR_01151,Druillat,863,682,5,18,0,338,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0
FR_01152,Échallon,624,472,11,53,0,0,163,245,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01153,Échenevex,1266,879,6,26,572,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01155,Évosges,127,100,0,11,0,0,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01156,Faramans,688,522,2,11,206,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01157,Fareins,1955,1474,14,40,774,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01158,Farges,642,403,1,23,214,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01159,Feillens,2626,1774,19,69,863,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01160,Ferney-Voltaire,4190,2676,28,76,1973,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01162,Flaxieu,93,82,3,13,0,0,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01163,Foissiat,1571,1132,6,23,0,533,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0
FR_01165,Francheleins,1122,860,5,23,352,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01166,Frans,1850,1395,10,58,730,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01167,Garnerans,566,399,2,16,169,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01169,Genouilleux,502,384,6,12,144,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01170,Béard-Géovreissiat,737,524,10,49,0,0,176,289,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01171,Géovreisset,531,403,12,53,0,0,127,211,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01173,Gex,6929,4188,27,139,2726,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01174,Giron,122,94,4,0,57,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01175,Gorrevod,646,473,3,17,0,188,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0
FR_01177,Grand-Corent,157,131,1,7,0,46,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
FR_01179,Grièges,1533,1066,7,43,501,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01180,Grilly,568,388,4,12,252,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01181,Groissiat,910,685,8,63,0,0,204,410,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01183,Guéreins,1128,773,8,18,349,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01184,Hautecourt-Romanèche,619,455,7,12,0,204,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0
FR_01185,Plateau d'Hauteville,3168,2099,62,207,0,0,825,1005,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01187,Haut Valromey,630,455,10,60,0,0,191,194,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01188,Illiat,524,364,3,9,142,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01189,Injoux-Génissiat,748,537,6,29,246,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01190,Innimond,109,87,0,2,0,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01191,Izenave,133,97,5,17,0,0,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01192,Izernore,1496,1103,32,116,0,0,305,650,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01193,Izieu,194,150,0,6,60,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01194,Jassans-Riottier,4283,3021,19,94,1609,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01195,Jasseron,1379,1078,7,22,0,403,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0
FR_01196,Jayat,884,636,2,19,0,344,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0
FR_01197,Journans,292,233,3,10,0,70,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
FR_01198,Joyeux,214,161,4,6,89,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01199,Jujurieux,1585,1086,19,74,0,0,439,554,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01200,Labalme,155,107,3,15,0,0,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01202,Lagnieu,5460,3768,32,140,1768,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01203,Laiz,960,703,7,30,331,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01204,Poizat-Lalleyriat,574,402,9,47,0,0,152,194,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01206,Lantenay,221,174,3,29,0,0,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01207,Lapeyrouse,257,195,1,11,62,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01208,Lavours,108,88,0,7,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01209,Léaz,515,333,2,22,172,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01210,Lélex,206,158,1,6,86,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01211,Lent,1151,824,11,23,376,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01212,Lescheroux,559,371,1,8,0,209,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
FR_01213,Leyment,1040,716,13,30,291,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01214,Leyssard,123,96,2,6,0,0,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01215,Surjoux-Lhopital,113,84,5,9,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01216,Lhuis,653,492,11,62,0,0,136,283,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01219,Lompnas,123,102,1,23,0,0,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01224,Loyettes,2193,1461,14,44,661,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01225,Lurcy,384,294,5,6,135,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01227,Magnieu,544,404,6,21,183,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01228,Maillat,496,379,8,51,0,0,84,236,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01229,Malafretaz,950,687,10,28,0,300,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0
FR_01230,Mantenay-Montlin,263,182,5,1,0,94,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
FR_01231,Manziat,1592,1188,7,42,557,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01232,Marboz,1729,1268,15,38,0,575,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0
FR_01233,Marchamp,110,84,0,11,0,0,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01234,Marignieu,146,118,3,19,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01235,Marlieux,791,524,1,19,223,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01236,Marsonnas,746,549,6,20,0,237,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0
FR_01237,Martignat,1201,830,13,88,0,0,272,457,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01238,Massieux,2104,1562,12,44,825,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01239,Massignieu-de-Rives,532,412,6,10,206,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01240,Matafelon-Granges,484,362,15,36,0,0,84,227,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01241,Meillonnas,1085,852,4,33,0,310,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0
FR_01242,Mérignat,99,84,6,8,0,0,55,15,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01243,Messimy-sur-Saône,983,769,6,32,391,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01244,Meximieux,5731,3853,34,106,2295,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01245,Bohas-Meyriat-Rignat,747,577,3,16,0,247,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0
FR_01246,Mézériat,1663,1101,12,32,523,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01247,Mijoux,238,179,2,8,94,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01248,Mionnay,1809,1408,10,35,734,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01249,Miribel,7197,5060,31,121,3074,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01250,Misérieux,1374,1044,9,37,578,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01252,Mogneneins,645,462,2,12,209,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01254,Montagnat,1732,1298,12,48,713,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01255,Montagnieu,448,305,7,34,0,0,84,180,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01257,Montanges,306,212,3,10,97,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01258,Montceaux,968,677,7,20,252,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01259,Montcet,492,404,2,10,0,201,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0
FR_01260,Le Montellier,230,180,2,7,90,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01261,Monthieux,546,417,0,9,212,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01262,Montluel,4573,3186,30,101,1897,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01263,Montmerle-sur-Saône,2959,2131,22,68,1036,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01264,Montracol,795,616,8,20,242,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01265,Montréal-la-Cluse,2134,1429,30,133,0,0,589,677,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01266,Montrevel-en-Bresse,1991,1369,10,28,0,656,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0
FR_01267,Nurieux-Volognat,753,550,14,50,0,0,135,351,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01268,Murs-et-Gélignieux,192,147,1,5,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01269,Nantua,1647,1038,37,76,0,0,470,455,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01272,Neuville-les-Dames,1106,793,5,21,347,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01273,Neuville-sur-Ain,1319,939,7,27,0,489,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0
FR_01274,Les Neyrolles,348,235,2,11,0,0,99,123,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01275,Neyron,1957,1423,17,35,835,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01276,Niévroz,1268,905,5,28,418,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01277,Nivollet-Montgriffon,120,84,0,14,0,0,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01279,Oncieu,82,61,1,3,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01280,Ordonnaz,142,112,2,15,0,0,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01281,Ornex,2163,1410,8,64,1006,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01282,Outriaz,179,142,19,4,0,0,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01283,Oyonnax,11815,6837,100,452,0,0,3278,3007,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01284,Ozan,551,426,5,8,0,228,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0
FR_01285,Parcieux,1020,811,7,18,474,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01286,Parves et Nattages,798,613,7,33,346,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01288,Péron,1551,978,6,39,594,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01289,Péronnas,4759,3294,34,133,1802,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01290,Pérouges,1088,828,7,33,392,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01291,Perrex,612,491,4,22,220,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01293,Peyriat,147,120,8,13,0,0,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01294,Peyrieu,613,456,8,16,213,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
