gisco_id,name,registered,turnout,invalid,blank,ENS,RN,NFP,UXD,LR,DVD,DVG,HOR,DVC,REG,UDI,EXD,DIV,ECO,DSV,LFI,PS
FR_28364,Sancheville,509,306,3,6,149,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28365,Sandarville,282,211,2,2,0,124,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
FR_28366,Santeuil,227,158,1,4,69,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28367,Santilly,240,151,0,2,54,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28368,La Saucelle,149,109,2,2,0,50,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
FR_28369,Saulnières,522,338,0,13,0,184,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0
FR_28370,Saumeray,344,230,2,4,100,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28371,Saussay,714,526,4,13,0,272,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0
FR_28372,Senantes,479,346,5,8,166,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28373,Senonches,2181,1369,26,41,0,641,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0
FR_28374,Serazereux,389,265,3,13,0,135,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0
FR_28375,Serville,249,175,2,4,0,75,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
FR_28377,Sorel-Moussel,1384,944,5,22,0,451,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0
FR_28378,Souancé-au-Perche,411,293,3,8,0,141,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
FR_28379,Soulaires,377,257,5,5,125,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28380,Sours,1496,1011,8,19,502,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28382,Terminiers,640,454,2,9,213,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28383,Theuville,554,378,6,6,154,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28385,Le Thieulin,314,217,2,6,0,129,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
FR_28386,Thimert-Gâtelles,851,596,5,14,0,310,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0
FR_28387,Thiron-Gardais,715,455,6,17,0,261,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0
FR_28388,Thivars,780,615,3,17,352,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28389,Thiville,257,190,1,6,86,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28390,Tillay-le-Péneux,249,161,2,4,73,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28391,Toury,1873,1166,14,32,559,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28392,Trancrainville,147,101,1,2,51,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28393,Tremblay-les-Villages,1529,1027,13,32,0,479,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0
FR_28394,Tréon,1075,727,2,26,0,349,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0
FR_28395,Trizay-Coutretot-Saint-Serge,384,299,3,11,0,149,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
FR_28396,Trizay-lès-Bonneval,232,173,2,4,67,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28397,Umpeau,312,218,2,14,98,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28398,Unverre,923,648,7,19,302,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28400,Varize,136,114,1,2,59,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28401,Vaupillon,359,243,1,6,0,150,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
FR_28403,Ver-lès-Chartres,670,506,9,25,281,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28404,Vernouillet,7836,4410,48,156,0,1301,0,0,2905,0,0,0,0,0,0,0,0,0,0,0,0
FR_28405,Vert-en-Drouais,856,587,8,17,0,279,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0
FR_28406,Eole-en-Beauce,940,661,5,14,286,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28407,Vichères,237,180,0,6,0,89,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
FR_28408,Vierville,63,51,0,3,28,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28409,Vieuvicq,324,221,1,7,102,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28410,Villampuy,211,141,0,1,61,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28411,Villars,129,82,2,0,37,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28414,Villebon,55,47,1,1,0,26,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
FR_28415,Villemeux-sur-Eure,1189,869,5,16,394,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28417,Villiers-le-Morhier,1047,724,11,31,407,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28418,Villiers-Saint-Orien,153,108,2,0,54,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28419,Vitray-en-Beauce,224,159,2,0,64,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28421,Voise,213,131,0,7,48,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28422,Villages Vovéens,2825,1815,21,40,882,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28423,Yermenonville,477,365,9,7,197,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28424,Yèvres,1446,972,8,16,479,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28425,Ymeray,490,308,1,9,141,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_28426,Ymonville,358,261,4,7,136,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29001,Argol,803,605,11,41,0,265,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29002,Arzano,1083,792,10,46,441,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29003,Audierne,3284,2430,16,48,1010,692,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29004,Bannalec,4618,3239,93,155,1738,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29005,Baye,1099,850,21,48,489,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29006,Bénodet,3392,2646,15,52,1321,763,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29007,Berrien,769,553,9,23,0,152,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29008,Beuzec-Cap-Sizun,825,637,6,11,294,157,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29010,Bodilis,1026,802,5,39,487,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29011,Bohars,2818,2192,5,25,0,477,610,0,0,0,0,0,1075,0,0,0,0,0,0,0,0
FR_29012,Bolazec,138,87,1,2,0,33,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29013,Botmeur,179,128,1,6,0,31,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29014,Botsorhel,378,284,0,9,83,103,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29015,Bourg-Blanc,2420,1875,22,65,1168,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29016,Brasparts,797,540,13,29,0,185,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29017,Brélès,717,557,5,30,359,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29018,Brennilis,380,249,7,13,0,84,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29019,Brest,85122,58215,0,2087,9215,13668,18918,0,0,0,0,0,14327,0,0,0,0,0,0,0,0
FR_29020,Briec,4257,3035,22,38,1042,904,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29021,Plounéour-Brignogan-plages,1835,1428,18,65,935,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29022,Camaret-sur-Mer,2326,1633,18,82,0,671,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29023,Carantec,3012,2512,12,33,1319,520,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29024,Carhaix-Plouguer,5633,3751,76,170,0,1332,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29025,Cast,1273,914,12,48,0,369,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29026,Châteaulin,3738,2600,77,172,0,1005,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29027,Châteauneuf-du-Faou,2701,1911,63,115,0,778,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29028,Cléden-Cap-Sizun,801,610,5,15,224,201,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29029,Cléden-Poher,921,681,16,29,0,290,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29030,Cléder,3255,2335,14,50,1028,735,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29031,Clohars-Carnoët,4715,3574,57,138,2264,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29032,Clohars-Fouesnant,1933,1542,5,44,616,490,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29033,Le Cloître-Pleyben,408,285,8,17,0,122,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29034,Le Cloître-Saint-Thégonnec,431,329,0,8,89,93,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29035,Coat-Méal,765,600,6,25,347,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29036,Collorec,459,300,5,15,0,135,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29037,Combrit,3906,3103,19,53,1420,676,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29038,Commana,836,588,2,13,144,189,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29039,Concarneau,18296,12741,157,455,8519,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29040,Le Conquet,2518,1886,10,80,1271,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29041,Coray,1386,1020,23,75,0,417,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29042,Crozon,7055,5066,102,299,0,1888,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29043,Daoulas,1526,1209,14,54,0,287,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29044,Dinéault,1083,832,26,44,0,312,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29045,Dirinon,1830,1404,33,79,892,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29046,Douarnenez,12125,8948,45,158,2904,1915,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29047,Le Drennec,1376,1048,5,37,651,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29048,Edern,1786,1300,10,34,436,405,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29049,Elliant,2541,1912,38,90,1126,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29051,Ergué-Gabéric,6955,5373,48,114,2036,1382,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29053,Le Faou,1394,1030,12,72,0,281,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29054,La Feuillée,509,389,11,20,0,89,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29055,Le Folgoët,2587,1970,26,98,1205,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29056,La Forest-Landerneau,1584,1269,12,65,842,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29057,La Forêt-Fouesnant,3061,2456,43,15,1189,649,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29058,Fouesnant,9539,7579,50,139,3464,1904,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29059,Garlan,780,586,5,16,176,150,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29060,Gouesnach,2612,2052,24,37,850,566,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29061,Gouesnou,5398,4097,18,69,0,1037,1149,0,0,0,0,0,1824,0,0,0,0,0,0,0,0
FR_29062,Gouézec,865,629,5,49,0,222,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29063,Goulien,368,304,6,10,113,100,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29064,Goulven,376,286,2,12,184,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29065,Gourlizon,735,550,5,19,153,204,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29066,Guengat,1451,1087,3,26,409,327,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29067,Guerlesquin,1027,729,14,14,218,277,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29068,Guiclan,1801,1302,4,35,552,379,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29069,Guilers,6691,4947,22,84,0,1395,1433,0,0,0,0,0,2013,0,0,0,0,0,0,0,0
FR_29070,Guiler-sur-Goyen,412,312,6,6,103,109,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29071,Guilligomarch,667,455,9,29,223,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29072,Guilvinec,2496,1828,16,46,605,631,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29073,Guimaëc,778,644,2,13,149,182,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29074,Guimiliau,809,582,11,43,322,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29075,Guipavas,11776,8625,92,376,5687,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29076,Milizac-Guipronvel,3518,2607,18,109,1646,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29077,Guissény,1678,1261,10,54,773,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29078,Hanvec,1668,1249,19,58,0,403,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29079,Henvic,1048,821,2,21,358,215,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29080,Hôpital-Camfrout,1922,1486,20,110,0,387,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29081,Huelgoat,1010,712,11,23,0,218,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29082,Île-de-Batz,452,355,1,13,138,86,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29083,Île-de-Sein,242,200,0,3,83,49,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29084,Île-Molène,226,163,2,13,100,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29085,Île-Tudy,713,582,2,8,277,109,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29086,Irvillac,1076,804,11,56,0,240,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29087,Le Juch,578,442,9,15,124,141,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29089,Kergloff,701,524,8,45,0,209,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29090,Kerlaz,698,537,13,38,0,181,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29091,Kerlouan,1835,1315,14,50,750,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29093,Kernilis,966,669,3,26,398,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29094,Kernouës,577,421,7,25,268,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29095,Kersaint-Plabennec,1118,842,6,44,523,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29097,Lampaul-Guimiliau,1582,1141,23,67,604,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29098,Lampaul-Plouarzel,1955,1513,16,96,1055,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29099,Lampaul-Ploudalmézeau,718,542,9,37,355,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29100,Lanarvily,331,246,2,17,158,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29101,Landéda,3160,2438,37,111,1696,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29102,Landeleau,778,539,10,16,0,241,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29103,Landerneau,11407,8226,120,407,5592,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29104,Landévennec,312,234,1,23,0,68,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29105,Landivisiau,6768,4652,72,178,2770,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29106,Landrévarzec,1423,1113,4,34,423,325,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29107,Landudal,750,589,4,17,212,182,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29108,Landudec,1175,854,11,27,328,288,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29109,Landunvez,1376,1109,7,63,743,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29110,Langolen,652,502,5,12,151,156,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29111,Lanhouarneau,900,665,14,31,388,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29112,Lanildut,902,722,5,31,492,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29113,Lanmeur,1794,1304,9,30,406,372,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29114,Lannéanou,260,193,0,1,56,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29115,Lannédern,251,179,10,9,0,57,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29116,Lanneuffret,112,80,1,10,18,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29117,Lannilis,4436,3286,33,141,2140,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29119,Lanrivoaré,1233,911,7,64,582,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29120,Lanvéoc,1536,1050,29,56,0,465,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29122,Laz,531,389,4,17,0,152,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29123,Lennon,600,422,11,27,0,173,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29124,Lesneven,5849,3888,44,172,2474,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29125,Leuhan,615,428,5,28,0,186,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29126,Loc-Brévalaire,173,142,1,9,84,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29128,Loc-Eguiner,260,207,0,3,103,77,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29130,Locmaria-Plouzané,4171,3184,25,118,2251,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29131,Locmélar,370,289,9,9,104,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29132,Locquénolé,646,555,3,18,227,97,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29133,Locquirec,1504,1228,5,22,526,271,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29134,Locronan,760,585,14,34,0,163,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29135,Loctudy,4059,3165,20,76,1411,740,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29136,Locunolé,921,658,25,36,332,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29137,Logonna-Daoulas,1869,1459,13,95,0,313,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29139,Lopérec,620,470,5,25,0,140,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29140,Loperhet,2973,2350,33,147,0,698,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29141,Loqueffret,311,210,12,3,0,74,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29142,Lothey,324,255,6,17,0,89,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29143,Mahalon,769,582,6,22,188,200,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29144,La Martyre,558,426,4,9,132,151,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29145,Confort-Meilars,713,539,4,18,198,146,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29146,Melgven,2770,2010,30,83,1130,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29147,Mellac,2803,2062,49,113,1182,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29148,Mespaul,709,540,1,12,240,177,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29150,Moëlan-sur-Mer,6533,4854,78,234,3012,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29151,Morlaix,10535,7279,47,125,2380,1388,3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29152,Motreff,515,402,5,14,0,189,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29153,Névez,2767,2139,20,78,1391,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29155,Ouessant,817,610,9,24,0,205,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29156,Pencran,1667,1234,8,46,822,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29158,Penmarch,4918,3692,42,93,1217,1150,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29159,Peumérit,770,596,5,17,168,176,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29160,Plabennec,6516,4826,45,191,3222,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29161,Pleuven,2736,2152,21,51,795,647,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29162,Pleyben,2808,1954,55,147,0,763,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29163,Pleyber-Christ,2317,1758,10,28,601,456,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29165,Plobannalec,3444,2686,22,59,1026,662,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29166,Ploéven,402,301,3,17,0,114,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29167,Plogastel-Saint-Germain,1599,1209,11,30,486,320,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29168,Plogoff,1063,791,7,28,311,239,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29169,Plogonnec,2425,1839,21,45,667,533,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29170,Plomelin,3668,2804,21,68,1100,662,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29171,Plomeur,3463,2534,22,66,896,860,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29172,Plomodiern,1945,1455,22,113,0,522,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29173,Plonéis,1697,1297,17,33,515,382,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29174,Plonéour-Lanvern,5171,4000,52,96,1407,1076,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29175,Plonévez-du-Faou,1525,1058,28,40,0,367,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29176,Plonévez-Porzay,1548,1121,24,88,0,378,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29177,Plouarzel,3267,2484,28,118,1660,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29178,Ploudalmézeau,5642,4142,38,174,2458,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29179,Ploudaniel,2754,2063,32,106,1289,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29180,Ploudiry,681,524,2,8,184,177,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29181,Plouédern,2126,1599,25,83,1022,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29182,Plouégat-Guérand,852,661,3,16,191,194,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29183,Plouégat-Moysan,560,422,1,14,132,156,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29184,Plouénan,2089,1428,3,38,623,411,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29185,Plouescat,3072,2193,31,97,1403,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29186,Plouézoch,1444,1178,7,31,446,216,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29187,Plougar,632,470,4,26,261,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29188,Plougasnou,2849,2242,17,34,893,489,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29189,Plougastel-Daoulas,10882,8232,140,597,0,2184,5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29190,Plougonvelin,3758,2963,27,108,2069,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29191,Plougonven,2678,1954,16,33,611,541,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29192,Plougoulm,1382,1053,6,24,464,298,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29193,Plougourvest,1027,794,5,39,456,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29195,Plouguerneau,5750,4152,72,171,2576,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29196,Plouguin,1754,1245,12,54,735,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29197,Plouhinec,3469,2528,30,50,896,833,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29198,Plouider,1566,1208,13,52,756,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29199,Plouigneau,3997,2902,19,51,933,924,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29201,Ploumoguer,1644,1194,16,40,771,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29202,Plounéour-Ménez,1053,766,7,15,171,215,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29204,Plounéventer,1622,1215,17,61,717,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29205,Plounévézel,915,668,15,35,0,276,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29206,Plounévez-Lochrist,1834,1308,23,37,803,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29207,Plourin-lès-Morlaix,3512,2685,12,51,951,635,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29208,Plourin,964,722,5,33,437,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_29209,Plouvien,2948,2196,22,97,1310,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
