gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,B.E.,PCP-PEV,CDS-PP,PAN,A,L,PPM.PPV/CDC,NC,IL,PCTP/MRPP,PNR,PDR,PURP,PTP,MAS
PT_PTYY99,Portugal (votes outside of a municipality),0,15735,223,976,4809,2150,1815,2512,928,613,345,281,459,139,117,176,63,39,37,22,31
PT_PTZZTR,Turkey,1302,6,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PT_PTZZCH,Switzerland,147737,1136,2,27,360,173,161,105,64,72,18,80,8,15,26,5,9,7,0,1,3
PT_PTZZSE,Sweden,1312,74,0,2,17,7,9,8,1,17,2,10,0,0,1,0,0,0,0,0,0
PT_PTZZRU,Russia,170,11,0,0,4,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0
PT_PTZZRO,Romania,675,30,0,0,6,6,3,0,2,3,0,3,0,5,1,0,0,1,0,0,0
PT_PTZZCZ,Czech Republic,294,64,1,0,11,9,13,3,7,8,0,4,0,1,6,0,0,0,0,0,1
PT_PTZZGB,United Kingdom,120261,512,4,4,111,76,76,32,30,63,10,54,4,14,20,3,5,2,3,1,0
PT_PTZZPL,Poland,655,52,0,1,11,10,3,0,8,8,3,4,1,1,0,0,0,2,0,0,0
PT_PTZZNO,Norway,2765,137,1,1,20,20,35,9,2,14,3,16,0,5,6,2,2,0,0,0,1
PT_PTZZLU,Luxembourg,47541,460,7,7,128,101,61,34,28,32,10,23,4,2,11,3,4,1,1,3,0
PT_PTZZIT,Italy,2393,37,0,0,6,8,4,1,5,3,0,3,0,1,1,0,3,0,0,1,1
PT_PTZZIE,Ireland,3631,166,0,5,32,23,27,9,8,24,7,8,0,8,10,0,1,1,0,0,3
PT_PTZZHU,Hungary,196,35,0,0,9,4,4,1,3,7,1,3,0,2,1,0,0,0,0,0,0
PT_PTZZNL,Netherlands,10776,278,1,3,51,31,40,18,12,47,6,43,0,3,19,0,0,1,0,2,1
PT_PTZZGR,Greece,103,11,0,0,3,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0
PT_PTZZFR,France,384153,1200,16,16,426,216,136,62,60,94,27,54,5,17,18,12,14,16,1,7,3
PT_PTZZFI,Finland,226,29,0,2,1,1,6,1,0,3,0,12,0,1,1,0,1,0,0,0,0
PT_PTZZES,Spain,30893,448,2,8,103,94,68,21,41,39,12,28,3,8,15,0,1,3,1,1,0
PT_PTZZDK,Denmark,986,138,1,0,22,20,19,5,4,33,0,26,1,2,3,1,1,0,0,0,0
PT_PTZZCY,Cyprus,159,15,0,0,3,2,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0
PT_PTZZBG,Bulgaria,158,23,0,1,6,2,6,3,0,3,1,0,0,1,0,0,0,0,0,0,0
PT_PTZZBE,Belgium,19672,849,5,2,230,158,123,33,54,72,29,90,7,17,18,4,0,6,0,0,1
PT_PTZZAT,Austria,1407,108,0,2,28,12,18,1,7,19,3,10,2,1,4,1,0,0,0,0,0
PT_PTZZAD,AD,6878,129,1,1,59,23,9,8,8,5,1,1,2,3,2,1,1,3,0,1,0
PT_PTZZDE,Germany,76156,854,3,9,194,135,146,57,32,129,8,80,7,19,15,6,6,1,6,0,1
PT_PTZZTL,TL,896,51,0,0,15,16,4,0,5,2,1,2,0,1,2,2,0,0,0,1,0
PT_PTZZTH,Thailand,106,10,0,2,0,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
PT_PTZZSG,Singapore,332,76,1,9,13,16,6,4,10,5,0,6,1,1,2,1,0,1,0,0,0
PT_PTZZQA,Qatar,489,39,0,4,8,9,1,1,2,3,1,1,2,5,2,0,0,0,0,0,0
PT_PTZZJP,Japan,241,12,0,0,3,3,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0
PT_PTZZIL,Israel,912,10,0,0,1,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
PT_PTZZID,Indonesia,102,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PT_PTZZIN,India,32848,22,0,3,5,4,0,0,1,2,0,1,0,1,0,0,1,1,2,0,1
PT_PTZZAE,United Arab Emirates,2347,70,0,3,13,13,5,1,3,10,6,5,1,1,7,1,0,1,0,0,0
PT_PTZZCN,China,71558,698,0,27,173,128,77,27,56,43,23,43,8,42,17,10,3,7,2,8,4
PT_PTZZAU,Australia,8093,53,0,0,16,9,7,3,3,7,0,3,0,2,1,1,1,0,0,0,0
PT_PTZZSA,Saudi Arabia,223,17,0,1,1,4,1,4,1,0,1,1,0,3,0,0,0,0,0,0,0
PT_PTZZVE,VE,53987,922,1,0,209,562,5,3,79,9,3,1,2,3,3,2,10,15,8,6,1
PT_PTZZUY,UY,1184,54,5,1,6,23,1,0,0,7,1,0,0,0,2,3,1,3,0,1,0
PT_PTZZPE,PE,160,11,0,0,0,4,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0
PT_PTZZPA,Panama,621,36,1,1,3,19,1,0,2,2,1,0,1,1,0,2,0,0,1,1,0
PT_PTZZMX,Mexico,543,23,0,0,3,7,1,1,3,1,1,1,0,0,4,0,0,1,0,0,0
PT_PTZZUS,United States,56899,347,4,2,103,125,26,5,18,18,3,18,4,1,2,1,0,12,4,0,1
PT_PTZZCO,CO,456,52,0,2,6,22,0,3,12,1,0,4,1,0,0,0,0,0,0,1,0
PT_PTZZCL,Chile,496,32,0,2,6,7,6,1,6,3,0,0,0,0,1,0,0,0,0,0,0
PT_PTZZCA,Canada,55318,208,1,3,58,84,22,7,9,8,2,6,3,0,2,0,1,2,0,0,0
PT_PTZZBR,Brazil,220660,2782,15,7,669,1060,157,49,142,119,90,45,34,52,77,11,88,123,12,29,3
PT_PTZZAR,Argentina,5390,199,1,0,46,118,5,0,2,3,2,0,0,1,0,1,1,5,3,9,2
PT_PTZZZW,ZW,242,10,0,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
PT_PTZZSN,Senegal,354,10,0,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PT_PTZZST,ST,587,31,0,0,15,12,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
PT_PTZZCD,CD,90,7,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PT_PTZZNA,NA,424,8,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
PT_PTZZMZ,MZ,9274,327,4,8,69,103,31,18,28,19,10,9,10,9,5,0,3,0,0,1,0
PT_PTZZMA,Morocco,194,10,0,0,5,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
PT_PTZZGW,GW,152,22,0,0,11,5,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
PT_PTZZCV,CV,2966,76,0,3,37,21,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0
PT_PTZZAO,AO,19903,300,0,5,78,92,16,16,47,9,6,3,6,3,10,1,3,0,4,1,0
PT_PTZZZA,South Africa,33024,486,1,0,52,348,9,1,42,5,8,2,2,0,0,2,4,5,0,5,0
PT_490101,Corvo,326,125,3,11,87,4,2,1,3,3,2,0,9,0,0,0,0,0,0,0,0
PT_480204,Santa Cruz Das Flores,1384,305,12,32,111,41,17,23,30,11,5,8,6,2,1,3,1,1,1,0,0
PT_480203,Ponta Delgada,292,76,1,6,24,22,5,4,6,2,4,0,2,0,0,0,0,0,0,0,0
PT_480202,Cedros,118,43,0,1,11,3,4,13,7,0,0,0,1,0,0,2,1,0,0,0,0
PT_480201,Caveira,68,37,0,6,9,3,3,7,3,0,3,0,1,0,1,1,0,0,0,0,0
PT_480107,Mosteiro,32,14,1,3,0,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PT_480106,Lomba,162,56,1,12,23,8,6,2,2,0,0,0,0,0,1,0,1,0,0,0,0
PT_480105,Lajes Das Flores,507,138,2,19,48,19,11,11,5,6,7,1,4,0,2,1,0,1,1,0,0
PT_480104,Lajedo,91,36,0,4,16,8,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0
PT_480103,Fazenda,240,88,1,6,46,13,1,0,1,6,8,1,1,0,0,2,0,0,2,0,0
PT_480102,Fajãzinha,73,35,1,3,12,6,1,7,0,1,0,3,0,0,0,0,0,1,0,0,0
PT_480101,Fajã Grande,209,69,2,3,31,10,10,1,1,2,3,1,1,0,0,2,0,0,2,0,0
PT_470113,Salão,362,115,0,17,25,52,5,2,6,1,0,0,5,0,0,1,0,0,0,1,0
PT_470112,Ribeirinha,380,101,3,19,39,22,4,3,4,1,2,1,1,2,0,0,0,0,0,0,0
PT_470111,Praia Do Norte,210,102,1,15,19,40,5,2,19,1,0,0,0,0,0,0,0,0,0,0,0
PT_470110,Praia Do Almoxarife,717,189,5,13,81,36,15,3,11,11,3,3,2,0,3,0,1,1,0,0,1
PT_470109,Pedro Miguel,609,142,1,17,39,44,8,9,8,6,3,3,1,0,1,1,0,0,1,0,0
PT_470108,Horta (Matriz),2219,599,5,52,185,131,67,43,30,35,11,18,3,9,2,2,1,1,3,0,1
PT_470107,Horta (Conceição),1044,283,4,26,120,46,28,19,17,9,4,3,2,3,0,0,0,0,1,1,0
PT_470106,Horta (Angústias),2223,575,5,43,213,141,61,28,19,22,15,10,0,4,2,4,3,1,1,2,1
PT_470105,Flamengos,1381,304,5,38,113,83,21,5,10,6,8,4,3,4,0,3,0,0,1,0,0
PT_470104,Feteira,1526,286,3,35,109,53,25,10,10,19,3,3,7,1,5,0,1,0,1,0,1
PT_470103,Cedros,780,244,6,19,84,92,6,4,21,5,4,0,1,0,0,1,0,0,1,0,0
PT_470102,Castelo Branco,1131,241,0,36,101,52,20,4,7,8,3,3,1,3,0,0,2,1,0,0,0
PT_470101,Capelo,476,134,3,21,42,29,15,10,8,4,1,0,1,0,0,0,0,0,0,0,0
PT_460305,São Roque Do Pico,1276,261,5,28,96,58,23,4,14,15,4,2,3,3,2,1,2,0,1,0,0
PT_460304,Santo António,717,150,2,17,77,15,7,4,6,12,0,1,4,0,0,1,0,2,1,0,1
PT_460303,Santo Amaro,283,102,0,18,57,17,1,1,2,0,1,2,0,0,0,0,0,2,1,0,0
PT_460302,Santa Luzia,425,79,1,9,39,21,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0
PT_460301,Prainha,564,90,1,6,48,17,5,5,5,0,1,0,0,1,0,0,0,0,0,0,1
PT_460206,São Mateus,678,170,2,15,68,55,10,4,9,2,3,1,0,0,0,0,1,0,0,0,0
PT_460205,São Caetano,493,154,2,15,46,64,5,5,3,7,2,2,2,0,0,1,0,0,0,0,0
PT_460204,Madalena,2536,450,4,60,169,126,19,16,18,12,7,5,5,3,2,0,0,3,1,0,0
PT_460203,Criação Velha,779,153,5,32,50,46,5,0,6,4,2,1,0,1,0,0,0,0,0,1,0
PT_460202,Candelária,787,203,5,40,90,40,6,4,2,3,1,2,4,1,0,3,0,0,0,0,2
PT_460201,Bandeiras,611,85,0,13,35,18,4,1,4,3,0,2,2,0,0,1,0,2,0,0,0
PT_460106,São João,452,120,3,16,54,28,7,4,1,4,2,0,1,0,0,0,0,0,0,0,0
PT_460105,Ribeirinha,386,105,1,6,70,17,3,0,6,1,0,0,0,0,0,0,0,1,0,0,0
PT_460104,Ribeiras,870,176,2,7,91,39,10,7,5,4,0,2,3,2,0,1,0,0,0,1,2
PT_460103,Piedade,808,153,4,14,67,47,7,2,1,2,1,3,3,0,0,1,0,1,0,0,0
PT_460102,Lajes Do Pico,1676,409,4,37,171,53,38,29,17,17,11,9,7,2,1,3,0,4,0,1,5
PT_460101,Calheta De Nesquim,334,64,3,10,24,16,4,0,1,1,0,0,2,0,0,1,0,0,1,1,0
PT_450206,Velas (São Jorge),1789,444,6,29,191,57,35,12,77,15,12,2,3,0,1,0,3,0,0,0,1
PT_450205,Urzelina (São Mateus),830,217,1,19,65,44,6,12,48,4,7,1,3,0,2,2,0,1,0,1,1
PT_450204,Santo Amaro,780,197,5,16,68,20,9,8,58,4,4,1,1,2,0,1,0,0,0,0,0
PT_450203,Rosais,685,166,0,13,52,10,4,5,74,3,1,0,0,1,0,1,0,2,0,0,0
PT_450202,Norte Grande (Neves),558,165,0,7,66,28,4,6,45,3,1,1,3,0,0,0,1,0,0,0,0
PT_450201,Manadas (Santa Bárbara),356,84,2,2,32,19,5,0,19,2,0,0,1,1,0,0,0,1,0,0,0
PT_450105,Topo (Nossa Senhora Do Rosário),465,92,0,3,39,32,3,3,7,3,0,0,0,0,0,1,1,0,0,0,0
PT_450104,Santo Antão,710,133,2,16,49,40,5,0,14,3,1,1,1,0,0,0,1,0,0,0,0
PT_450103,Ribeira Seca,1011,187,1,9,62,59,12,4,28,5,2,0,1,1,0,2,0,1,0,0,0
PT_450102,Norte Pequeno,212,71,0,4,21,31,1,2,8,1,1,0,2,0,0,0,0,0,0,0,0
PT_450101,Calheta,1306,237,3,12,109,33,13,8,30,8,8,1,6,3,1,1,0,0,1,0,0
PT_440104,Santa Cruz Da Graciosa,1643,347,8,31,180,57,15,9,16,9,2,5,7,3,3,1,0,0,1,0,0
PT_440103,São Mateus,733,239,8,19,137,51,5,6,5,3,2,1,0,1,0,1,0,0,0,0,0
PT_440102,Luz,652,143,1,15,79,36,7,0,0,2,0,1,1,0,0,0,0,0,1,0,0
PT_440101,Guadalupe,1021,197,6,26,72,76,5,0,2,5,2,1,0,0,0,1,0,0,0,0,1
PT_430211,Porto Martins,1054,279,4,16,101,52,29,7,54,3,5,1,2,1,2,1,0,1,0,0,0
PT_430210,Vila Nova,1524,309,2,16,166,70,6,6,26,8,0,0,0,2,1,4,0,0,2,0,0
PT_430209,São Brás,993,183,0,24,80,33,12,3,16,6,1,2,3,0,0,1,0,1,1,0,0
PT_430208,Quatro Ribeiras,366,105,2,10,57,19,7,0,2,2,1,1,2,1,0,0,0,0,0,1,0
PT_430207,Praia Da Vitória (Santa Cruz),6201,909,9,61,349,181,65,22,100,37,21,16,13,9,3,9,3,5,2,1,3
PT_430206,Lajes,3216,575,10,47,222,158,26,3,48,15,6,7,14,4,2,4,2,3,2,1,1
PT_430205,Fontinhas,1435,298,3,30,115,85,15,2,30,7,4,2,2,1,0,0,0,0,0,1,1
PT_430204,Fonte Do Bastardo,1079,190,3,15,77,45,10,3,19,4,1,3,6,1,1,0,0,0,1,1,0
PT_430203,Cabo Da Praia,665,149,6,6,53,38,7,3,26,2,3,1,0,1,1,1,1,0,0,0,0
PT_430202,Biscoitos,1478,272,2,26,115,73,12,3,17,2,4,4,5,3,0,4,1,0,0,0,1
PT_430201,Agualva,1297,264,5,14,118,98,4,2,11,0,5,2,1,0,1,0,0,1,0,0,2
PT_430119,Vila De São Sebastião,2043,402,6,25,153,96,23,3,71,3,8,2,3,2,1,2,1,1,1,0,1
PT_430118,Terra Chã,2595,547,12,49,209,128,32,12,50,15,8,2,3,3,12,1,5,2,2,2,0
PT_430117,Serreta,361,113,0,11,50,22,4,0,18,1,2,0,1,0,0,1,0,0,0,2,1
PT_430116,São Mateus Da Calheta,3482,667,11,50,287,91,64,24,63,20,11,11,7,10,5,3,2,4,1,0,3
PT_430115,São Bento,1798,433,13,29,170,89,45,9,34,17,7,5,5,2,0,2,3,1,2,0,0
PT_430114,São Bartolomeu De Regatos,1786,353,8,27,113,102,28,3,41,11,10,4,3,1,0,1,0,1,0,0,0
PT_430113,Santa Bárbara,1233,253,1,17,113,63,10,2,23,8,4,1,0,4,0,0,2,2,3,0,0
PT_430112,Ribeirinha,2373,610,17,40,236,181,25,3,72,3,8,1,7,6,2,2,2,2,2,0,1
PT_430111,Raminho,514,161,2,12,64,58,5,5,8,2,1,0,3,1,0,0,0,0,0,0,0
PT_430110,Posto Santo,945,235,7,17,113,42,15,4,12,7,5,4,7,1,0,1,0,0,0,0,0
PT_430109,Porto Judeu,2381,376,8,38,144,113,24,1,28,4,6,0,3,2,1,1,0,0,2,1,0
PT_430108,Feteira,1202,337,6,24,132,84,23,1,29,10,3,7,8,3,1,0,4,1,1,0,0
PT_430107,Doze Ribeiras,479,124,2,16,63,26,4,1,4,0,3,2,0,1,0,1,0,1,0,0,0
PT_430106,Cinco Ribeiras,635,199,5,21,62,75,8,6,12,3,2,1,0,0,0,1,2,1,0,0,0
PT_430105,Angra (Sé),1122,368,10,22,109,100,29,6,46,9,16,5,2,6,6,1,0,0,0,0,1
PT_430104,Angra (São Pedro),3340,959,5,55,323,200,99,30,122,37,31,16,8,6,9,4,3,1,6,2,2
PT_430103,Angra (Santa Luzia),2390,590,9,45,223,91,78,17,56,28,9,5,9,4,5,3,1,1,4,0,2
PT_430102,Angra (Nossa Senhora Da Conceição),3790,839,19,45,312,133,99,21,80,44,26,18,11,11,4,6,0,4,4,2,0
PT_430101,Altares,826,200,4,17,89,50,12,2,19,2,2,0,0,1,0,0,0,0,1,0,1
PT_420606,Ribeira Seca,1009,133,4,7,51,25,11,0,10,4,7,5,4,1,0,1,0,0,3,0,0
PT_420605,Vila Franca Do Campo (São Pedro),1461,200,7,15,84,34,20,4,5,9,6,4,8,1,0,0,0,1,1,0,1
PT_420604,Vila Franca Do Campo (São Miguel),2672,294,14,18,114,59,23,7,11,7,10,6,12,1,2,3,1,1,2,1,2
PT_420603,Ribeira Das Taínhas,649,134,2,11,75,19,10,2,2,2,1,4,1,2,2,1,0,0,0,0,0
PT_420602,Ponta Garça,3152,443,17,25,207,111,15,12,20,12,6,4,3,1,1,6,1,1,0,1,0
PT_420601,Água de Alto,1655,188,3,15,99,28,13,5,7,3,1,2,0,4,1,0,3,3,1,0,0
PT_420514,São Brás,599,111,1,9,43,29,6,2,5,10,1,1,2,0,0,1,0,0,0,1,0
PT_420513,Santa Bárbara,1137,180,6,13,90,39,7,3,8,9,2,1,1,0,0,1,0,0,0,0,0
PT_420512,Ribeirinha,2243,255,5,8,99,81,13,4,11,4,2,5,2,9,1,6,1,1,0,1,2
PT_420511,Ribeira Seca,2630,432,15,11,142,151,29,8,13,21,17,8,8,1,0,0,2,1,0,1,4
PT_420510,Ribeira Grande (Matriz),3437,401,6,19,162,92,39,11,15,25,5,6,3,2,1,4,5,2,2,2,0
PT_420509,Ribeira Grande (Conceição),2283,436,13,32,194,61,44,9,16,22,11,11,9,6,1,2,1,0,1,1,2
PT_420508,Rabo De Peixe,7330,727,12,44,206,233,106,10,34,11,23,11,8,5,1,8,1,5,5,2,2
PT_420507,Porto Formoso,1131,193,10,10,124,21,9,3,6,3,2,1,0,0,0,2,0,0,1,0,1
PT_420506,Pico Da Pedra,2630,527,17,42,189,74,63,19,27,30,24,19,8,3,1,3,3,1,1,1,2
PT_420505,Maia,1758,316,11,22,172,44,17,7,15,8,1,2,8,4,1,2,0,0,1,1,0
PT_420504,Lomba De São Pedro,326,94,0,1,44,42,2,0,1,2,0,0,0,0,0,1,0,0,0,1,0
PT_420503,Lomba Da Maia,1064,137,4,8,54,39,8,2,5,5,4,0,2,1,0,3,0,1,0,1,0
PT_420502,Fenais Da Ajuda,943,134,1,9,38,59,4,0,7,2,2,4,0,0,0,3,2,0,2,1,0
PT_420501,Calheta,755,118,1,3,52,32,8,1,3,7,2,2,3,1,1,0,1,1,0,0,0
PT_420406,Ribeira Quente,843,140,1,7,77,30,12,2,4,2,1,3,0,0,0,1,0,0,0,0,0
PT_420405,Povoação,2068,412,17,27,241,64,9,9,10,4,8,2,1,1,1,3,0,4,1,8,2
PT_420404,Nossa Senhora Dos Remédios,1189,209,2,27,91,57,8,1,7,5,1,1,1,0,3,2,1,1,1,0,0
PT_420403,Furnas,1521,243,12,17,121,30,16,6,6,16,4,3,5,1,1,2,0,0,1,1,1
PT_420402,Faial Da Terra,419,58,2,7,25,17,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0
PT_420401,Água Retorta,428,87,4,10,54,11,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0
PT_420325,Santa Clara,2833,512,22,40,202,70,50,20,24,22,14,18,7,8,1,1,3,5,1,3,1
PT_420324,Pilar da Bretanha,599,98,5,7,50,14,4,2,4,4,1,3,0,0,0,2,1,0,1,0,0
PT_420323,Ajuda da Bretanha,659,85,1,2,38,18,4,3,3,5,5,1,2,1,1,0,0,0,0,1,0
PT_420322,Sete Cidades,683,91,3,3,51,12,5,2,3,6,0,1,0,0,1,1,0,2,0,1,0
PT_420321,São Vicente Ferreira,2244,338,11,29,123,64,26,11,12,14,21,6,3,1,3,4,0,4,2,2,2
PT_420320,Santo António,1658,222,11,15,102,48,10,2,6,11,3,2,3,1,0,3,1,2,0,0,2
PT_420319,Santa Bárbara,767,149,1,9,86,23,7,2,2,10,1,0,0,2,0,2,0,3,1,0,0
PT_420318,Rosto Do Cão (São Roque),4499,619,29,46,276,71,49,15,23,37,29,18,12,5,4,1,2,1,1,0,0
PT_420317,Rosto Do Cão (Livramento),4076,726,25,55,236,146,72,17,42,41,35,18,14,7,3,6,1,3,1,3,1
PT_420316,Remédios,840,143,4,7,74,28,12,4,1,2,2,2,4,0,1,1,0,0,0,0,1
PT_420315,Relva,2710,437,14,33,162,91,29,15,29,20,14,7,5,6,1,1,4,4,0,0,2
PT_420314,Ponta Delgada (São Pedro),7595,1488,46,102,506,238,172,46,67,95,55,63,21,24,19,5,13,8,5,0,3
PT_420313,Ponta Delgada (São José),5937,1228,34,71,424,209,137,44,73,53,63,43,10,17,12,12,10,8,3,1,4
PT_420312,Ponta Delgada (São Sebastião),4178,840,16,41,251,175,81,31,66,62,43,29,15,10,5,2,5,1,3,1,3
PT_420311,Mosteiros,1068,136,1,8,55,49,4,4,3,3,1,1,1,0,1,3,0,2,0,0,0
PT_420310,Ginetes,1122,216,6,8,121,41,8,0,4,7,4,3,2,1,5,2,1,0,0,1,2
PT_420309,Feteiras,1422,117,3,7,63,12,2,2,2,9,5,2,3,1,1,1,1,1,0,2,0
PT_420308,Fenais Da Luz,1828,255,7,13,99,44,13,6,20,15,9,7,6,4,1,4,1,0,1,0,5
PT_420307,Fajã De Cima,3057,450,10,24,195,85,44,4,22,28,13,7,4,2,2,3,0,0,2,4,1
PT_420306,Fajã De Baixo,4653,1029,26,83,389,148,103,35,58,53,57,22,11,11,10,5,1,6,6,2,3
PT_420305,Covoada,1174,144,2,3,82,26,10,3,3,4,4,1,4,1,0,0,1,0,0,0,0
PT_420304,Capelas,3700,589,11,36,282,104,45,8,17,20,21,16,7,6,0,6,0,4,2,0,4
PT_420303,Candelária,960,121,3,4,58,28,4,3,5,7,3,2,2,0,1,1,0,0,0,0,0
PT_420301,Arrifes,6596,715,19,45,333,78,65,16,25,38,17,15,8,4,4,7,5,2,5,27,2
PT_420210,São Pedro de Nordestinho,280,83,2,7,55,13,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
PT_420209,Santo António de Nordestinho,305,96,3,4,36,33,6,2,2,2,3,3,1,0,0,0,0,1,0,0,0
PT_420208,Algarvia,271,71,1,3,20,39,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0
PT_420207,Santana,399,117,4,10,45,41,5,3,1,6,1,0,0,0,0,0,0,0,0,1,0
PT_420206,Salga,503,94,1,9,50,24,4,0,0,1,1,0,1,0,0,2,1,0,0,0,0
PT_420204,Nordeste,1216,228,5,20,81,62,23,3,9,6,3,3,3,4,1,1,1,1,0,1,1
PT_420203,Lomba Da Fazenda,887,173,4,4,67,65,10,0,11,3,1,1,0,1,0,3,0,0,0,3,0
PT_420202,Achadinha,501,103,0,6,62,24,2,0,2,1,0,1,0,3,0,2,0,0,0,0,0
PT_420201,Achada,464,95,3,9,57,15,2,2,2,1,1,2,0,0,0,0,1,0,0,0,0
PT_420105,Ribeira Chã,386,82,5,5,45,14,2,0,2,2,1,1,4,0,0,0,1,0,0,0,0
PT_420104,Lagoa (Santa Cruz),3191,437,15,22,219,68,21,13,21,21,16,7,4,4,1,1,1,0,1,1,1
PT_420103,Lagoa (Nossa Senhora Do Rosário),4827,882,28,56,371,107,78,25,41,49,45,37,17,12,6,2,3,1,0,0,4
PT_420102,Cabouco,1689,271,7,9,163,21,11,5,6,16,5,8,12,5,0,0,0,0,2,0,1
PT_420101,Água De Pau,2801,268,6,17,145,32,16,3,17,13,4,3,2,3,0,5,0,0,2,0,0
PT_410105,Vila Do Porto,2972,599,14,52,277,96,67,18,11,19,12,7,3,7,5,0,3,5,2,0,1
PT_410104,São Pedro,710,112,2,11,48,11,16,3,8,3,4,1,0,0,0,1,2,2,0,0,0
PT_410103,Santo Espírito,773,109,4,10,62,20,8,0,0,0,1,0,0,0,0,3,0,1,0,0,0
PT_410102,Santa Bárbara,510,91,0,11,49,14,6,4,0,0,0,3,3,0,0,0,1,0,0,0,0
PT_410101,Almagreira,582,111,0,13,56,18,12,1,0,3,1,0,1,3,0,1,0,2,0,0,0
PT_320101,Porto Santo,5184,1792,74,28,638,639,83,40,84,51,22,17,23,23,11,12,6,13,17,9,2
PT_311003,São Vicente,3439,1105,39,12,332,487,38,18,78,19,8,12,13,7,3,12,3,3,12,8,1
PT_311002,Ponta Delgada,1308,504,14,4,130,236,26,11,30,9,12,7,4,2,1,7,0,3,2,6,0
PT_311001,Boa Ventura,1347,479,20,12,83,279,10,2,31,8,1,4,1,3,0,8,2,8,2,3,2
PT_310906,Ilha,277,132,6,1,20,64,4,0,29,2,0,0,1,0,0,1,1,0,0,1,2
PT_310905,São Roque Do Faial,623,320,14,2,49,153,8,10,61,5,3,1,4,2,0,0,3,2,3,0,0
PT_310904,São Jorge,1545,640,19,6,108,213,15,33,167,16,8,10,9,2,4,4,3,3,13,5,2
PT_310903,Santana,3358,1169,46,21,207,336,49,15,338,40,9,17,14,15,9,10,4,9,10,12,8
PT_310902,Faial,1664,590,24,5,88,306,21,6,76,9,6,10,7,3,4,1,6,5,2,8,3
PT_310901,Arco De São Jorge,407,192,5,1,36,98,7,4,27,4,1,1,1,1,1,1,0,1,0,2,1
PT_310806,Santo António Da Serra,855,328,8,6,89,113,21,5,24,14,3,7,5,3,2,10,0,5,6,7,0
PT_310805,Santa Cruz,7341,2372,102,41,690,717,173,56,137,97,40,44,35,29,10,34,14,29,49,70,5
PT_310804,Gaula,3806,1409,58,37,352,477,92,46,103,50,14,40,23,11,8,14,4,18,30,28,4
PT_310803,Caniço,20905,8341,429,150,1998,2412,602,291,656,482,158,157,165,144,138,82,51,84,177,146,19
PT_310802,Camacha,6410,2776,129,71,676,938,168,82,210,142,60,39,40,29,19,26,14,11,63,45,14
PT_310704,Tábua,1222,400,21,4,69,203,11,13,26,12,5,6,4,2,3,2,2,2,7,5,3
PT_310703,Serra De Água,1124,421,28,4,82,201,18,6,33,11,3,4,5,2,4,3,2,2,9,2,2
PT_310702,Ribeira Brava,7054,2583,173,28,462,1101,124,53,202,79,39,31,38,26,14,35,21,28,86,37,6
PT_310701,Campanário,4505,1762,82,27,295,895,62,30,113,53,22,22,29,25,14,16,7,12,34,17,7
PT_310604,Seixal,725,343,7,6,142,155,2,3,5,8,2,1,1,3,2,1,0,0,3,1,1
PT_310603,Ribeira Da Janela,293,126,6,2,52,56,2,1,6,0,0,0,0,0,0,0,0,0,0,1,0
PT_310602,Porto Moniz,1826,938,21,15,456,352,18,7,27,10,4,4,7,2,2,3,2,2,0,6,0
PT_310601,Achadas Da Cruz,211,104,1,3,58,33,5,0,0,0,1,0,0,0,0,2,0,1,0,0,0
PT_310503,Ponta Do Sol,4860,1611,57,15,440,713,75,17,137,36,11,21,14,14,10,9,4,5,16,11,6
PT_310502,Madalena Do Mar,600,218,4,3,59,117,7,1,11,4,2,3,4,0,0,0,2,0,0,1,0
PT_310501,Canhas,4371,1407,44,16,347,702,26,11,101,37,12,12,12,13,5,10,6,11,23,13,6
PT_310405,Santo António Da Serra,1238,473,32,8,107,209,25,7,26,14,6,6,8,3,2,0,0,3,8,8,1
