gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,B.E.,PCP-PEV,CDS-PP,PAN,A,L,PPM.PPV/CDC,NC,IL,PCTP/MRPP,PNR,PDR,PURP,PTP,MAS
PT_041109,Pinelo,254,82,1,2,14,62,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
PT_041108,Matela,333,80,1,3,22,40,3,2,3,3,0,0,1,0,0,1,0,0,0,1,0
PT_041107,Carção,563,116,1,5,33,58,3,1,5,1,3,0,1,1,1,0,1,0,0,2,0
PT_041103,Argozelo,910,191,2,3,96,73,2,3,1,5,3,0,0,0,0,2,0,0,1,0,0
PT_041024,Vilas Boas e Vilarinho das Azenhas,729,233,8,7,96,75,10,3,18,6,2,2,1,0,0,4,0,0,1,0,0
PT_041023,Vila Flor e Nabo,2338,724,14,32,285,230,45,23,36,20,6,5,5,6,2,2,4,2,4,1,2
PT_041022,Valtorno e Mourão,430,158,4,4,46,70,13,2,11,3,0,0,0,2,1,1,0,0,1,0,0
PT_041021,Candoso e Carvalho de Egas,324,110,1,5,38,35,12,1,5,2,2,0,0,1,1,2,1,4,0,0,0
PT_041020,Assares e Lodões,286,83,2,2,41,16,8,4,3,2,0,0,1,0,0,1,1,1,1,0,0
PT_041015,Vale Frechoso,181,83,4,0,24,39,7,0,3,2,1,0,0,1,1,0,0,1,0,0,0
PT_041014,Trindade,167,59,0,0,21,31,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0
PT_041013,Seixo De Manhoses,481,159,5,4,42,46,11,4,32,4,5,0,1,0,1,1,0,1,0,1,1
PT_041012,Santa Comba De Vilariça,456,154,5,9,70,28,23,4,5,1,0,0,0,0,1,2,0,4,1,0,1
PT_041011,Sampaio,163,66,1,0,18,29,2,0,9,0,2,0,2,1,0,1,0,0,0,1,0
PT_041010,Samões,396,126,8,5,51,36,14,2,7,1,0,0,0,0,0,0,0,0,0,2,0
PT_041009,Roios,166,73,3,1,28,23,11,1,1,2,0,0,2,0,0,0,0,0,0,0,1
PT_041005,Freixiel,688,235,7,2,96,86,13,6,7,3,1,1,3,0,1,5,0,1,2,0,1
PT_041002,Benlhevai,189,79,2,5,25,19,10,3,5,3,0,0,2,0,0,3,0,0,1,1,0
PT_040921,Urrós e Peredo dos Castelhanos,445,123,2,2,63,35,4,5,5,0,0,2,0,1,0,2,0,0,1,0,1
PT_040920,Felgueiras e Maçores,442,142,0,5,68,44,12,1,6,1,0,0,2,0,0,0,0,0,0,3,0
PT_040919,Felgar e Souto da Velha,1075,285,8,13,106,82,18,19,13,3,2,1,9,2,0,4,2,1,0,2,0
PT_040918,Adeganha e Cardanha,624,178,5,5,52,83,13,2,8,0,0,2,0,0,1,4,1,1,1,0,0
PT_040916,Torre De Moncorvo,2598,791,27,42,234,244,75,18,47,21,16,14,18,3,6,7,5,4,5,2,3
PT_040913,Mós,181,70,1,4,38,15,6,0,4,0,0,1,0,0,0,0,0,1,0,0,0
PT_040911,Lousa,457,124,7,2,54,35,5,4,9,3,1,1,0,0,0,0,0,1,1,0,1
PT_040910,Larinho,439,130,5,2,51,32,5,0,21,4,1,1,0,2,0,2,1,1,0,1,1
PT_040909,Horta Da Vilariça,301,77,3,2,16,35,0,1,12,1,0,0,0,0,0,4,0,0,2,1,0
PT_040906,Castedo,187,67,3,3,30,17,1,5,4,1,1,0,0,1,0,1,0,0,0,0,0
PT_040905,Carviçais,716,207,9,9,64,82,15,5,4,2,0,1,4,2,3,4,0,0,1,1,1
PT_040903,Cabeça Boa,423,100,0,1,27,54,7,1,2,3,0,1,1,0,1,1,0,0,0,1,0
PT_040901,Açoreira,418,123,4,3,51,39,13,2,1,2,1,0,4,2,0,0,0,1,0,0,0
PT_040832,Vilarinho dos Galegos e Ventozelo,449,145,11,2,66,34,2,1,17,3,2,2,0,0,2,0,2,0,0,1,0
PT_040831,Remondes e Soutelo,490,147,6,7,48,54,6,1,11,1,5,2,1,0,0,3,0,1,0,1,0
PT_040830,"Mogadouro, Valverde, Vale de Porco e Vilar de Rei",3742,998,45,38,328,349,65,11,74,22,14,7,5,4,3,11,6,7,4,1,4
PT_040829,"Brunhozinho, Castanheira e Sanhoane",310,118,6,8,24,52,4,2,8,1,1,4,0,1,1,1,1,2,1,0,1
PT_040826,Vila De Ala,283,106,4,3,18,63,3,0,12,1,1,0,0,0,0,0,0,0,0,1,0
PT_040822,Vale Da Madre,155,52,1,2,11,27,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0
PT_040821,Urrós,369,114,1,5,40,52,3,2,3,1,2,0,0,0,0,1,1,0,1,2,0
PT_040820,Travanca,177,64,1,1,25,24,4,0,5,0,2,0,0,0,0,2,0,0,0,0,0
PT_040819,Tó,205,88,5,2,21,44,2,1,10,0,0,0,0,0,0,3,0,0,0,0,0
PT_040817,São Martinho Do Peso,475,120,4,2,53,36,5,0,5,4,1,0,1,0,0,4,0,2,1,2,0
PT_040815,Saldanha,166,71,3,2,16,44,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
PT_040813,Peredo Da Bemposta,242,110,4,5,22,65,3,1,6,0,0,0,0,0,0,0,0,1,1,1,1
PT_040812,Penas Roias,407,120,7,9,49,35,9,3,0,0,2,1,2,0,0,1,0,1,0,0,1
PT_040811,Paradela,183,77,7,0,29,28,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0
PT_040809,Meirinhos,304,119,6,6,72,20,3,0,8,0,0,0,1,0,0,1,0,0,1,0,1
PT_040808,Castro Vicente,377,106,2,4,25,58,6,1,5,2,1,0,0,1,0,0,0,0,0,1,0
PT_040807,Castelo Branco,519,221,8,8,83,84,12,2,6,5,2,2,4,1,0,0,1,2,0,1,0
PT_040804,Brunhoso,312,86,2,2,14,53,5,1,5,1,0,1,0,1,0,0,1,0,0,0,0
PT_040803,Bruçó,177,66,9,4,29,11,6,0,3,0,1,0,0,0,0,1,0,0,1,1,0
PT_040802,Bemposta,725,182,5,6,65,66,15,1,8,4,0,0,2,3,1,0,3,1,0,2,0
PT_040801,Azinhoso,356,124,5,4,33,59,9,0,7,3,0,1,0,3,0,0,0,0,0,0,0
PT_040742,Freixeda e Vila Verde,171,73,1,1,19,37,3,1,9,1,1,0,0,0,0,0,0,0,0,0,0
PT_040741,Franco e Vila Boa,355,102,3,3,25,49,4,0,9,1,2,0,0,1,0,1,0,3,0,1,0
PT_040740,"Barcel, Marmelos e Valverde da Gestosa",422,140,2,7,43,53,11,4,14,2,1,2,1,0,0,0,0,0,0,0,0
PT_040739,"Avidagos, Navalho e Pereira",503,186,4,12,61,73,11,5,7,2,1,2,2,2,1,0,0,2,0,1,0
PT_040738,Avantos e Romeu,385,117,2,3,32,57,4,5,11,1,0,0,0,0,1,1,0,0,0,0,0
PT_040734,Vale De Telhas,313,78,6,1,33,18,5,0,10,1,0,0,1,0,1,0,0,0,0,2,0
PT_040733,Vale De Salgueiro,393,153,4,5,37,75,1,3,8,6,0,0,6,0,0,3,1,1,1,2,0
PT_040732,Vale De Gouvinhas,384,80,2,1,33,18,7,3,8,2,0,0,1,1,0,0,3,0,1,0,0
PT_040731,Vale De Asnes,312,66,2,1,15,29,6,0,8,1,1,0,0,0,0,1,2,0,0,0,0
PT_040730,Torre de Dona Chama,1076,222,5,5,63,81,9,5,40,5,1,3,2,0,2,0,0,0,1,0,0
PT_040729,Suçães,632,216,9,9,69,82,13,5,15,2,3,2,2,1,1,1,0,1,0,1,0
PT_040728,São Salvador,231,62,1,2,27,21,0,2,2,3,1,0,1,0,0,0,0,0,1,1,0
PT_040727,São Pedro Velho,338,108,2,2,32,52,3,0,10,0,3,0,0,0,0,2,0,1,0,1,0
PT_040724,Passos,423,164,3,2,52,60,10,1,22,1,1,2,2,0,1,1,0,2,1,3,0
PT_040722,Múrias,350,93,6,1,30,37,3,0,9,0,1,2,1,0,0,0,1,0,0,1,1
PT_040721,Mirandela,10950,3033,96,80,934,839,258,150,303,100,49,37,57,25,23,16,24,20,7,6,9
PT_040720,Mascarenhas,591,184,10,6,62,53,13,11,23,1,1,0,0,0,0,3,1,0,0,0,0
PT_040718,Lamas De Orelhão,487,189,2,1,38,99,5,2,28,1,0,2,3,0,0,1,3,2,1,0,1
PT_040716,Frechas,886,324,9,11,154,83,18,11,16,6,2,1,8,0,2,1,1,0,1,0,0
PT_040714,Fradizela,276,95,2,0,38,33,4,2,10,2,1,0,0,0,0,1,0,2,0,0,0
PT_040713,Cobro,160,60,3,1,8,34,1,2,5,2,0,0,1,0,3,0,0,0,0,0,0
PT_040712,Cedães,398,135,9,5,43,42,9,2,10,5,1,0,1,0,0,3,1,3,1,0,0
PT_040711,Carvalhais,1278,311,9,9,98,90,30,25,20,11,2,0,4,2,2,2,2,3,2,0,0
PT_040710,Caravelas,220,63,0,7,15,18,0,1,16,0,2,1,0,0,0,1,1,1,0,0,0
PT_040709,Cabanelas,405,87,2,5,29,37,2,1,6,0,0,0,3,0,0,1,1,0,0,0,0
PT_040708,Bouça,333,106,4,3,36,32,4,2,13,6,0,1,0,0,3,0,0,0,1,0,1
PT_040704,Alvites,268,36,2,1,12,11,0,0,7,1,0,0,0,0,0,1,1,0,0,0,0
PT_040703,Aguieiras,355,88,4,2,28,33,2,0,10,2,2,1,0,0,1,0,0,0,1,0,2
PT_040702,Abreiro,263,91,7,3,20,41,2,3,10,0,3,0,0,0,0,0,0,2,0,0,0
PT_040701,Abambres,403,89,6,6,18,43,4,1,5,0,0,0,0,3,0,2,0,0,0,1,0
PT_040621,Silva e Águas Vivas,557,168,6,8,48,73,7,0,13,2,4,1,2,0,0,0,0,2,0,1,1
PT_040620,Sendim e Atenor,1422,370,11,15,152,116,26,6,19,6,0,4,1,3,1,1,4,1,3,0,1
PT_040619,Ifanes e Paradela,297,122,1,2,54,51,1,0,6,2,0,0,1,1,2,0,1,0,0,0,0
PT_040618,Constantim e Cicouro,233,77,0,4,31,36,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0
PT_040616,Vila Chã De Braciosa,364,132,10,8,44,49,2,4,7,1,1,0,1,0,0,0,0,3,1,1,0
PT_040613,São Martinho De Angueira,348,94,3,2,39,42,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0
PT_040612,Póvoa,206,70,2,3,24,23,3,0,8,3,0,0,1,0,0,0,1,2,0,0,0
PT_040611,Picote,288,108,9,5,56,23,3,1,8,0,0,0,0,0,0,1,1,1,0,0,0
PT_040609,Palaçoulo,486,134,10,14,36,48,1,0,8,7,0,1,2,0,1,0,1,2,1,1,1
PT_040608,Miranda Do Douro,1941,534,22,26,204,172,34,6,25,9,5,4,6,5,2,1,2,8,2,1,0
PT_040607,Malhadas,399,97,1,7,32,34,3,1,7,0,1,1,6,1,0,2,0,1,0,0,0
PT_040605,Genísio,229,71,0,3,24,26,4,1,4,0,1,0,0,1,1,1,0,0,3,0,2
PT_040604,Duas Igrejas,677,162,3,5,67,60,11,0,9,2,2,0,3,0,0,0,0,0,0,0,0
PT_040544,Talhinhas e Bagueixe,455,117,2,4,49,25,8,5,9,4,0,1,3,1,0,1,0,0,2,0,3
PT_040543,Podence e Santa Combinha,455,137,3,5,58,33,8,2,23,4,0,0,0,0,0,0,1,0,0,0,0
PT_040542,"Espadanedo, Edroso, Murçós e Soutelo Mourisco",733,152,5,7,43,72,8,0,12,3,0,0,1,0,0,0,0,0,1,0,0
PT_040541,Castelãos e Vilar do Monte,435,133,0,2,35,52,3,5,22,3,2,0,4,1,2,1,1,0,0,0,0
PT_040540,Bornes e Burga,563,111,2,3,32,51,7,3,9,0,1,0,2,0,0,0,0,0,0,0,1
PT_040539,Ala e Vilarinho do Monte,620,194,13,7,69,50,6,0,19,3,1,1,6,1,0,2,0,1,1,14,0
PT_040538,Vinhas,294,70,5,0,28,24,3,0,4,1,1,1,0,0,0,1,0,1,1,0,0
PT_040536,Vilarinho De Agrochão,244,54,1,0,24,24,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0
PT_040534,Vale De Prados,511,117,0,0,49,37,10,3,6,5,4,3,0,0,0,0,0,0,0,0,0
PT_040533,Vale Da Porca,352,98,6,3,43,26,6,3,7,1,0,1,0,0,0,1,0,1,0,0,0
PT_040532,Vale Benfeito,255,78,5,6,21,30,9,0,4,1,0,0,1,0,0,0,0,0,1,0,0
PT_040530,Talhas,503,101,3,0,45,35,3,0,6,3,2,0,0,1,0,2,0,0,0,1,0
PT_040528,Sezulfe,337,92,5,3,28,30,4,1,9,4,1,0,2,1,0,1,2,0,1,0,0
PT_040526,Salselas,456,132,2,2,50,44,10,3,7,6,0,2,3,0,0,2,0,1,0,0,0
PT_040524,Peredo,249,80,3,1,29,29,2,1,10,2,0,0,0,1,1,0,0,1,0,0,0
PT_040523,Olmos,267,100,8,3,42,34,4,0,2,2,0,0,0,0,2,1,1,0,0,0,1
PT_040521,Morais,712,117,9,1,46,37,6,1,4,5,0,0,5,0,0,1,0,0,1,1,0
PT_040520,Macedo De Cavaleiros,6252,1832,69,55,596,535,180,51,161,64,29,12,20,17,8,7,1,15,5,3,4
PT_040519,Lombo,322,104,0,4,44,32,9,1,4,2,1,1,2,1,0,0,3,0,0,0,0
PT_040518,Lamas De Podence,323,71,2,1,6,34,3,2,18,2,1,0,0,0,0,1,1,0,0,0,0
PT_040517,Lamalonga,439,88,5,0,35,36,2,0,3,0,0,0,1,0,0,0,0,1,1,4,0
PT_040516,Lagoa,395,114,5,7,29,47,2,0,15,0,2,1,0,0,1,0,0,0,2,0,3
PT_040515,Grijó De Vale Benfeito,500,116,5,3,35,43,8,1,11,3,2,0,1,2,0,2,0,0,0,0,0
PT_040514,Ferreira,376,107,0,1,38,58,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0
PT_040511,Corujas,209,79,1,1,22,27,1,0,21,2,0,3,0,0,0,0,1,0,0,0,0
PT_040510,Cortiços,383,115,4,3,48,31,4,15,5,0,1,0,1,0,0,1,0,0,0,1,1
PT_040509,Chacim,367,84,3,5,26,36,6,1,3,0,0,1,1,0,0,1,0,0,0,1,0
PT_040507,Carrapatas,229,79,8,3,21,22,5,1,5,1,3,1,1,3,0,1,0,3,0,1,0
PT_040503,Arcas,367,117,2,4,44,49,5,1,6,2,0,0,1,2,0,0,1,0,0,0,0
PT_040502,Amendoeira,435,179,7,5,60,58,10,6,21,4,2,0,2,1,2,0,0,0,0,1,0
PT_040408,Lagoaça e Fornos,517,170,8,3,72,52,7,6,7,2,4,1,2,1,0,1,1,3,0,0,0
PT_040407,Freixo de Espada à Cinta e Mazouco,2048,501,10,8,215,157,39,12,26,14,2,5,5,3,0,1,1,0,1,0,2
PT_040406,Poiares,362,120,8,1,59,27,9,1,6,3,0,1,1,0,1,0,0,1,1,1,0
PT_040404,Ligares,337,92,0,2,27,34,14,2,7,1,0,0,0,3,0,1,0,0,0,1,0
PT_040323,"Lavandeira, Beira Grande e Selores",452,163,8,3,52,62,8,3,13,2,4,2,3,0,2,0,0,0,1,0,0
PT_040322,Castanheiro do Norte e Ribalonga,489,212,7,3,97,62,10,6,8,6,4,0,4,0,0,3,0,1,1,0,0
PT_040321,Belver e Mogo de Malta,408,138,5,12,34,53,9,1,8,7,1,2,0,3,0,1,1,1,0,0,0
PT_040320,Amedo e Zedes,525,134,4,6,34,56,12,3,11,0,0,0,0,3,0,4,0,0,1,0,0
PT_040318,Vilarinho da Castanheira,540,138,5,5,45,45,9,1,11,3,5,1,0,0,0,4,1,0,0,3,0
PT_040316,Seixo De Ansiães,304,122,6,6,51,38,3,4,3,2,0,2,0,0,0,2,1,0,2,0,2
PT_040314,Pombal,276,118,5,5,35,42,2,0,18,4,1,0,1,0,0,0,0,2,1,2,0
PT_040313,Pinhal Do Norte,261,79,2,3,22,33,3,2,7,1,1,0,2,0,0,1,0,0,0,1,1
PT_040312,Pereiros,230,97,3,4,45,25,2,3,4,4,1,0,1,1,1,1,0,1,0,0,1
PT_040311,Parambos,230,106,4,1,40,47,2,1,4,2,2,0,0,1,0,0,1,0,0,0,1
PT_040309,Marzagão,299,111,3,7,34,53,3,2,2,1,1,1,1,0,0,0,1,1,1,0,0
PT_040308,Linhares,474,124,9,5,45,38,10,1,9,2,0,0,0,0,0,3,2,0,0,0,0
PT_040306,Fonte Longa,289,103,6,9,24,47,5,0,7,2,0,0,1,0,0,0,0,0,0,2,0
PT_040304,Carrazeda De Ansiães,1594,522,16,21,198,157,40,11,29,8,3,5,14,4,4,5,5,1,1,0,0
PT_040257,"Sé, Santa Maria e Meixedo",21215,5280,197,227,1710,1405,570,165,267,213,117,80,97,61,46,24,34,31,16,8,12
PT_040256,São Julião de Palácios e Deilão,555,112,4,4,25,64,2,0,9,0,0,0,0,1,0,1,0,1,0,0,1
PT_040255,Rio Frio e Milhão,412,158,7,5,44,86,8,0,3,0,2,1,0,1,0,0,0,1,0,0,0
PT_040254,Rebordainhos e Pombares,251,78,1,2,27,36,1,0,4,2,1,1,0,0,0,0,1,0,0,2,0
PT_040253,Parada e Failde,868,214,6,2,83,82,12,3,10,2,2,1,1,4,0,2,0,0,3,0,1
PT_040252,"Izeda, Calvelhe e Paradinha Nova",1183,231,6,9,98,73,17,4,9,5,1,0,1,0,0,6,1,0,0,0,1
PT_040251,Castrelos e Carrazedo,272,68,1,4,6,34,7,3,3,4,1,0,1,1,0,1,0,0,1,0,1
PT_040250,Aveleda e Rio de Onor,412,110,1,8,36,51,10,0,2,1,0,0,0,0,1,0,0,0,0,0,0
PT_040249,Zóio,170,52,0,2,17,23,2,0,3,0,1,0,0,0,0,2,1,0,1,0,0
PT_040248,Sortes,301,85,1,5,37,18,9,0,4,4,0,0,1,1,0,0,0,2,2,1,0
PT_040247,Serapicos,329,65,2,9,17,29,0,0,4,0,1,0,0,0,0,1,0,0,0,1,1
PT_040246,Sendas,213,88,2,2,9,64,5,0,0,1,0,0,1,0,0,1,0,1,1,0,1
PT_040244,São Pedro De Sarracenos,363,120,2,7,44,39,6,1,2,2,4,2,3,2,3,1,2,0,0,0,0
PT_040241,Santa Comba De Rossas,361,87,2,4,34,26,8,0,8,1,1,0,0,1,0,1,0,0,0,1,0
PT_040240,Samil,1070,299,13,16,83,99,41,5,12,5,3,2,6,4,4,1,0,4,1,0,0
PT_040239,Salsas,450,81,1,1,30,32,5,2,4,1,1,0,1,0,0,1,1,1,0,0,0
PT_040236,Rebordãos,566,111,5,1,20,65,10,3,4,1,0,0,0,0,0,0,0,2,0,0,0
PT_040234,Rabal,239,84,6,2,10,30,0,9,5,2,15,0,0,1,0,3,1,0,0,0,0
PT_040233,Quintela De Lampaças,282,62,3,5,15,29,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0
PT_040232,Quintanilha,254,83,5,9,33,8,14,3,3,1,1,0,1,0,0,2,1,1,0,1,0
PT_040230,Pinela,330,78,3,2,15,47,1,1,2,2,1,0,0,1,0,1,0,2,0,0,0
PT_040229,Parâmio,264,40,2,1,14,10,2,4,4,2,0,0,0,0,0,0,0,0,1,0,0
PT_040226,Outeiro,321,77,2,1,32,32,6,0,1,0,0,1,1,0,0,0,0,0,1,0,0
PT_040225,Nogueira,481,111,0,5,47,42,9,0,2,2,2,0,2,0,0,0,0,0,0,0,0
PT_040224,Mós,260,27,1,5,6,11,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PT_040221,Macedo Do Mato,283,59,1,2,13,29,3,1,5,2,0,0,1,0,0,0,0,1,1,0,0
PT_040219,Grijó De Parada,364,83,2,6,39,21,0,3,9,0,0,0,1,0,0,1,0,0,0,1,0
PT_040218,Gostei,442,102,1,4,40,31,6,5,5,2,1,0,3,0,0,2,0,1,0,1,0
PT_040217,Gondesende,194,60,0,2,12,21,9,2,5,1,1,0,0,4,2,0,1,0,0,0,0
PT_040216,Gimonde,389,101,3,4,32,47,3,1,5,2,0,1,1,1,0,1,0,0,0,0,0
PT_040215,França,298,67,0,3,29,24,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0
PT_040213,Espinhosela,269,91,2,1,41,36,1,0,2,1,4,0,0,0,0,0,0,0,0,3,0
PT_040212,Donai,450,130,3,7,39,44,9,2,11,5,0,5,3,0,1,1,0,0,0,0,0
PT_040210,Coelhoso,488,112,3,4,27,72,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0
PT_040209,Castro De Avelãs,349,90,2,3,24,35,8,4,5,0,1,1,1,2,1,0,0,1,0,2,0
PT_040206,Carragosa,254,55,1,4,12,22,4,1,8,1,0,0,1,0,0,1,0,0,0,0,0
PT_040204,Baçal,530,163,7,8,46,63,7,0,13,3,5,0,7,1,0,0,0,0,2,0,1
PT_040203,Babe,323,86,5,2,23,38,3,1,8,2,0,1,1,1,0,1,0,0,0,0,0
PT_040201,Alfaião,188,74,0,2,21,45,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0
PT_040126,Pombal e Vales,204,93,4,4,36,28,2,3,9,1,1,1,1,0,0,0,0,0,1,2,0
PT_040125,Parada e Sendim da Ribeira,240,87,0,1,44,22,5,2,5,1,0,0,0,1,1,3,1,0,1,0,0
PT_040124,Gebelim e Soeima,391,135,5,3,59,44,10,2,9,1,0,0,0,0,0,1,0,0,0,0,1
PT_040123,Ferradosa e Sendim da Serra,276,132,5,2,57,51,6,1,4,1,0,1,3,0,0,1,0,0,0,0,0
PT_040122,"Eucisia, Gouveia e Valverde",390,139,8,6,49,41,10,1,10,2,0,5,2,0,1,0,0,1,2,0,1
PT_040121,"Agrobom, Saldonha e Vale Pereiro",343,132,6,3,59,44,4,4,6,0,0,0,0,1,1,3,0,0,1,0,0
PT_040120,Vilares De Vilariça,240,78,0,2,26,29,6,3,7,1,1,1,1,0,0,1,0,0,0,0,0
PT_040119,Vilarelhos,273,116,5,2,55,35,0,5,11,2,0,0,0,0,0,0,0,1,0,0,0
PT_040118,Vilar Chão,279,84,4,2,27,36,5,0,8,1,0,0,0,0,1,0,0,0,0,0,0
PT_040111,Sambade,520,183,4,6,70,70,9,2,14,0,1,0,0,2,1,0,2,0,1,1,0
PT_040103,Cerejais,211,78,3,5,36,26,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0
PT_040102,Alfândega Da Fé,1960,727,19,24,320,206,40,25,43,8,3,7,10,4,4,2,4,1,2,3,2
PT_031409,Tagilde e Vizela (São Paio),2856,884,27,39,403,166,77,31,53,24,7,7,10,4,16,6,1,3,2,6,2
PT_031408,Caldas de Vizela (São Miguel e São João),9831,3408,84,176,1491,567,387,132,189,155,39,36,21,34,23,25,14,14,11,7,3
PT_031406,Vizela (Santo Adrião),2066,681,17,21,305,161,61,31,20,28,5,8,4,2,8,3,2,1,1,2,1
PT_031404,Infias,1628,616,20,39,293,96,37,16,40,29,15,9,1,2,4,3,1,3,3,3,2
PT_031401,Santa Eulália,4827,1383,29,81,649,244,141,40,52,52,8,20,12,8,17,11,5,4,3,6,1
PT_031370,Vila Verde e Barbudo,6560,2053,59,107,555,787,158,40,98,88,35,30,19,19,17,6,6,10,5,4,10
PT_031369,Vade,1680,664,15,18,125,405,19,2,47,13,2,1,1,2,1,0,3,6,2,2,0
PT_031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",651,213,4,7,53,113,5,4,14,4,3,0,2,0,2,0,2,0,0,0,0
PT_031367,"Sande, Vilarinho, Barros e Gomide",1330,498,15,17,105,298,10,6,23,7,0,1,1,2,0,2,0,4,1,2,4
PT_031366,"Pico de Regalados, Gondiães e Mós",1325,650,18,33,181,282,36,4,38,15,10,4,7,3,3,2,4,1,4,3,2
PT_031365,Oriz (Santa Marinha) e Oriz (São Miguel),540,244,5,6,35,166,2,1,17,1,2,2,2,1,0,1,0,1,1,1,0
PT_031364,Marrancos e Arcozelo,855,324,9,20,46,192,18,2,18,5,3,2,3,1,0,1,1,1,0,0,2
PT_031363,"Esqueiros, Nevogilde e Travassós",884,342,12,25,66,180,19,1,11,8,2,2,4,3,1,5,0,2,0,1,0
PT_031362,Escariz (São Mamede) e Escariz (São Martinho),779,288,3,14,52,163,12,2,19,5,1,5,3,0,1,2,0,1,1,3,1
PT_031361,Carreiras (São Miguel) e Carreiras (Santiago),885,290,10,7,63,160,12,2,20,4,1,1,3,1,2,2,0,0,1,1,0
PT_031360,Ribeira do Neiva,3620,1210,49,70,167,646,41,16,128,22,8,9,15,4,3,9,8,4,4,6,1
PT_031359,Aboim da Nóbrega e Gondomar,1011,331,10,16,72,167,13,4,22,12,2,1,6,0,1,0,1,2,0,0,2
PT_031355,Valdreu,544,164,0,4,49,81,6,5,8,1,0,1,1,0,3,2,0,2,0,0,1
PT_031354,Turiz,1639,671,12,27,137,347,41,14,27,24,11,7,7,1,2,1,5,2,1,3,2
PT_031352,Soutelo,1899,725,19,51,247,232,51,11,35,23,7,9,10,10,2,7,3,4,0,4,0
PT_031350,Prado (São Miguel),661,177,3,7,44,95,2,1,14,1,2,2,2,1,0,2,0,1,0,0,0
PT_031342,Vila De Prado,4080,1396,38,91,390,462,112,43,78,68,16,17,26,15,2,11,7,8,9,1,2
PT_031340,Sabariz,428,201,4,12,34,96,13,5,9,10,4,2,4,1,2,4,0,1,0,0,0
PT_031337,Ponte,474,172,6,2,34,96,11,2,11,4,0,0,3,0,0,1,1,0,1,0,0
PT_031335,Pico,543,202,7,10,43,116,8,0,5,9,1,1,0,0,0,0,0,2,0,0,0
PT_031331,Parada De Gatim,749,214,3,10,73,93,5,2,11,2,0,0,2,3,0,5,0,2,0,2,1
PT_031330,Oleiros,1234,352,10,17,96,137,22,15,17,9,3,7,4,2,2,3,1,3,0,3,1
PT_031328,Moure,1439,602,7,16,100,416,12,8,19,12,2,1,4,0,0,2,0,0,1,2,0
PT_031325,Loureira,1014,377,10,28,93,169,33,6,15,12,1,2,3,0,1,0,0,2,1,0,1
PT_031324,Lanhas,544,247,14,5,78,108,13,7,7,6,0,0,3,1,3,1,1,0,0,0,0
PT_031323,Lage,2666,871,27,39,207,364,58,28,57,28,14,12,12,2,2,7,5,6,0,1,2
PT_031317,Geme,472,206,5,4,37,114,10,2,8,15,0,0,0,1,3,3,1,2,1,0,0
PT_031316,Freiriz,1014,339,10,17,59,184,15,1,23,9,3,1,3,6,1,1,1,0,0,5,0
PT_031313,Dossãos,413,216,10,8,27,133,2,1,9,10,2,2,0,0,0,5,0,0,1,4,2
PT_031311,Coucieiro,483,189,1,7,25,124,6,3,9,3,2,1,1,3,2,0,0,0,1,1,0
PT_031309,Cervães,1896,526,13,37,118,269,20,7,30,11,3,3,6,0,3,1,2,0,0,0,3
PT_031308,Cabanelas,1799,547,14,45,208,185,27,7,15,16,3,5,12,3,0,2,1,2,0,1,1
PT_031304,Atiães,469,235,7,6,38,151,11,1,7,1,2,3,0,0,0,1,2,3,0,2,0
PT_031260,Vila Nova de Famalicão e Calendário,18273,7320,186,401,2157,1656,671,271,1055,385,81,108,82,66,63,40,21,23,25,14,15
PT_031259,"Vale (São Cosme), Telhado e Portela",4811,1986,68,121,589,530,115,52,345,51,11,11,20,14,10,12,3,17,6,6,5
PT_031258,Seide,1430,616,18,49,178,192,39,9,77,20,5,5,7,3,1,3,2,2,3,3,0
PT_031257,Ruivães e Novais,2752,1142,39,37,536,195,66,41,114,58,2,7,7,10,6,8,4,5,3,3,1
PT_031256,"Lemenhe, Mouquim e Jesufrei",2798,1271,43,89,391,357,68,23,189,43,8,11,9,6,4,5,2,14,1,6,2
PT_031255,"Gondifelos, Cavalões e Outiz",4487,1602,37,96,407,540,92,28,268,56,9,7,15,5,5,8,6,8,7,3,5
PT_031254,Esmeriz e Cabeçudos,3164,1227,34,75,350,351,92,27,180,40,10,8,14,11,7,4,4,10,2,3,5
PT_031253,Carreira e Bente,2334,905,30,44,339,238,45,46,81,36,11,12,2,5,4,2,4,1,3,0,2
