gisco_id,name,registered,turnout,invalid,blank,PPD/PSD.CDS-PP,PS,B.E.,PDA,PCP-PEV,PCTP/MRPP,MD,POUS,PND,PPM,P.N.R.,MPT,P.H.
PT_150911,Vale De Água,638,222,1,1,13,127,7,0,61,8,0,0,1,1,0,0,2
PT_151001,Aldeia De Paio Pires,8485,3317,45,78,350,1380,183,3,1092,102,21,3,25,12,4,15,4
PT_151002,Amora,39738,14613,190,326,2595,6480,1115,13,3298,212,69,12,132,49,30,62,30
PT_151003,Arrentela,20844,7964,93,179,1215,3189,552,10,2366,151,34,4,56,35,25,40,15
PT_151004,Seixal,2383,1168,14,23,146,387,68,1,492,24,3,0,4,2,1,2,1
PT_151005,Corroios,34235,14407,194,420,2838,6387,1279,7,2696,164,83,7,145,54,33,69,31
PT_151006,Fernão Ferro,8549,3594,73,94,931,1592,209,8,543,52,19,4,23,22,8,12,4
PT_151101,Sesimbra (Castelo),11921,4594,86,157,959,2095,303,3,785,86,15,7,32,27,11,18,10
PT_151102,Sesimbra (Santiago),6433,2149,22,54,458,917,145,1,463,43,8,2,19,5,4,4,4
PT_151103,Quinta Do Conde,13824,4998,70,112,1066,2187,396,3,912,73,37,7,48,28,6,35,18
PT_151201,Setúbal (Nossa Senhora Da Anunciada),13942,5049,61,109,1068,2290,411,6,874,67,16,2,64,30,7,25,19
PT_151202,Setúbal (Santa Maria Da Graça),5332,2023,19,49,589,821,174,0,303,18,6,1,12,11,1,14,5
PT_151203,Setúbal (São Julião),14517,5964,64,198,1894,2325,560,1,701,54,14,4,69,31,13,23,13
PT_151204,São Lourenco,6319,2397,33,67,572,1008,207,4,406,34,6,2,20,13,5,17,3
PT_151205,Setúbal (São Sebastião),41086,14372,142,286,2312,6874,1068,11,2979,344,49,17,107,62,30,66,25
PT_151206,São Simão,3660,1492,16,33,304,628,103,1,343,28,5,2,15,2,4,7,1
PT_151207,Gâmbia - Pontes - Alto Da Guerra,3400,1286,16,17,150,521,40,2,479,38,1,1,4,3,1,5,8
PT_151208,Sado,4712,2062,13,16,162,834,85,1,849,69,4,2,10,3,3,7,4
PT_151301,Sines,9815,3538,36,135,548,1424,215,1,979,116,18,1,23,14,5,17,6
PT_151302,Porto Covo,958,424,5,5,67,196,18,1,107,9,2,0,3,3,2,5,1
PT_160101,Aboim Das Choças,382,184,1,6,105,52,2,0,8,2,1,0,4,3,0,0,0
PT_160102,Aguiã,712,198,2,1,67,108,5,3,3,3,0,0,0,0,2,1,3
PT_160103,Alvora,339,90,2,4,47,32,0,2,1,0,0,1,0,1,0,0,0
PT_160104,Ázere,284,91,0,3,51,30,4,0,0,0,0,0,2,1,0,0,0
PT_160105,Cabana Maior,396,42,1,3,26,8,2,0,0,0,0,0,0,0,1,0,1
PT_160106,Cabreiro,626,137,8,5,80,25,1,1,1,1,0,3,2,0,2,0,8
PT_160107,Carralcova,181,56,0,0,42,9,0,0,0,0,1,0,1,0,1,0,2
PT_160108,Cendufe,395,140,2,4,80,39,3,0,3,0,0,0,3,1,0,3,2
PT_160109,Couto,805,157,0,3,86,60,3,1,2,0,0,0,1,0,0,0,1
PT_160110,Eiras,351,125,0,0,70,45,0,0,2,1,0,0,2,0,1,0,4
PT_160111,Ermelo,225,76,2,1,61,4,2,1,0,1,0,0,1,1,1,1,0
PT_160112,Extremo,227,56,1,0,22,30,1,0,0,0,0,0,0,0,1,1,0
PT_160113,Gavieira,680,108,6,1,55,35,0,2,0,0,1,1,0,0,0,0,7
PT_160114,Giela,382,159,0,4,59,86,3,0,1,1,0,0,2,1,0,1,1
PT_160115,Gondoriz,1115,280,2,14,140,93,8,1,5,3,4,0,2,4,2,1,1
PT_160116,Grade,405,103,1,0,53,39,2,0,2,0,0,0,2,1,1,1,1
PT_160117,Guilhadeses,899,308,14,12,123,127,6,3,8,1,1,1,2,4,2,0,4
PT_160118,Loureda,275,74,2,0,34,26,4,0,2,1,1,0,2,0,1,0,1
PT_160119,Jolda (Madalena),462,167,3,6,92,58,2,0,1,1,0,0,2,1,0,0,1
PT_160120,Mei,164,45,1,1,18,22,1,0,0,0,1,0,1,0,0,0,0
PT_160121,Miranda,606,185,6,3,80,69,3,3,2,4,2,0,2,4,2,1,4
PT_160122,Monte Redondo,298,97,0,0,68,20,1,0,1,1,0,0,4,0,1,0,1
PT_160123,Oliveira,361,134,3,3,64,53,1,1,4,0,0,1,2,0,1,0,1
PT_160124,Paçô,747,233,2,2,98,107,7,1,5,0,0,0,7,3,1,0,0
PT_160125,Padroso,347,103,0,1,65,28,2,0,0,1,0,1,0,2,0,1,2
PT_160126,Parada,292,90,0,0,21,57,1,0,2,2,1,1,1,2,0,1,1
PT_160127,Portela,382,104,0,4,51,34,1,2,3,0,1,0,2,3,0,0,3
PT_160128,Prozelo,866,274,5,5,111,133,2,1,4,3,2,1,4,1,0,0,2
PT_160129,Rio Cabrão,167,68,3,0,40,18,1,0,0,0,1,0,2,2,0,0,1
PT_160130,Rio Frio,960,224,2,7,132,56,2,1,2,1,2,3,5,1,1,1,8
PT_160131,Rio De Moinhos,526,193,0,1,122,54,1,2,2,1,0,0,4,2,3,1,0
PT_160132,Sá,189,57,1,2,32,13,0,0,2,1,0,0,4,1,1,0,0
PT_160133,Sabadim,541,90,2,1,35,39,5,1,0,0,0,0,2,1,0,1,3
PT_160134,Arcos de Valdevez (São Salvador),1033,460,1,11,202,190,14,0,26,4,0,0,5,3,0,1,3
PT_160135,Padreiro (Salvador),380,141,3,0,68,58,0,1,1,3,0,2,2,2,1,0,0
PT_160136,Padreiro (Santa Cristina),169,76,1,0,52,14,1,0,1,0,1,0,2,0,1,2,1
PT_160137,Távora (Santa Maria),727,231,3,9,144,60,0,2,3,0,0,0,4,2,2,1,1
PT_160138,Santar,148,80,2,1,50,17,2,0,1,1,0,1,0,2,0,0,3
PT_160139,São Cosme E São Damião,257,88,2,3,46,33,0,0,0,1,0,0,0,2,0,0,1
PT_160140,São Jorge,797,178,4,0,88,72,1,1,2,3,1,1,4,0,0,0,1
PT_160141,Arcos De Valdevez  (São Paio),1129,458,8,14,182,208,12,0,18,1,2,0,5,1,1,4,2
PT_160142,Jolda (São Paio),367,137,0,3,78,41,1,0,2,0,1,0,7,2,0,0,2
PT_160143,Távora (São Vicente),342,96,2,2,43,43,0,0,0,0,1,1,1,0,0,0,3
PT_160144,Senharei,418,122,5,2,68,33,1,0,1,1,4,0,1,0,1,0,5
PT_160145,Sistelo,392,103,3,4,62,14,2,1,1,0,1,0,6,3,3,0,3
PT_160146,Soajo,1464,273,7,8,137,72,5,2,17,10,1,1,5,4,1,0,3
PT_160147,Souto,592,186,6,4,110,47,3,2,2,0,3,2,1,1,2,1,2
PT_160148,Tabaçô,367,112,1,0,47,57,1,1,1,1,0,1,1,0,1,0,0
PT_160149,Vale,920,210,1,2,138,58,1,0,3,0,1,0,1,0,2,1,2
PT_160150,Vila Fonche,566,242,2,9,84,123,9,1,2,2,3,0,3,1,0,0,3
PT_160151,Vilela,285,143,0,3,92,33,3,2,2,1,1,0,4,1,0,0,1
PT_160201,Âncora,883,367,7,6,112,192,12,1,20,4,2,0,9,0,2,0,0
PT_160202,Arga De Baixo,149,86,0,0,75,9,0,0,0,0,0,0,2,0,0,0,0
PT_160203,Arga De Cima,99,72,0,3,57,12,0,0,0,0,0,0,0,0,0,0,0
PT_160204,Arga De São João,80,54,2,1,30,18,0,0,1,0,1,0,0,0,0,1,0
PT_160205,Argela,409,177,1,6,47,91,7,1,12,2,3,0,5,2,0,0,0
PT_160206,Azevedo,151,77,3,1,23,41,1,0,2,1,0,0,0,3,0,1,1
PT_160207,Caminha (Matriz),1626,726,9,15,227,339,50,0,66,8,2,0,7,1,0,1,1
PT_160208,Cristelo,214,102,1,4,23,66,4,0,3,1,0,0,0,0,0,0,0
PT_160209,Dem,413,146,2,2,62,66,1,2,0,2,1,0,3,2,1,0,2
PT_160210,Gondar,226,83,1,0,18,57,2,0,2,1,1,0,1,0,0,0,0
PT_160211,Lanhelas,973,497,6,16,194,214,31,2,9,7,5,1,1,0,4,2,5
PT_160212,Moledo,1137,418,1,11,116,223,20,0,29,2,4,1,5,3,0,3,0
PT_160213,Orbacém,263,100,0,0,36,54,2,0,3,1,1,0,1,0,1,0,1
PT_160214,Riba De Âncora,688,257,5,8,94,111,8,1,13,3,0,0,4,1,3,3,3
PT_160215,Seixas,1238,496,7,9,130,290,23,1,18,6,1,1,4,3,0,1,2
PT_160216,Venade,812,317,4,11,104,153,10,2,11,1,4,2,9,1,3,0,2
PT_160217,Vila Praia De Âncora,3959,1528,17,27,458,820,54,3,82,15,5,2,25,8,3,1,8
PT_160218,Vilar De Mouros,730,356,6,6,77,135,19,0,87,9,4,1,6,2,2,2,0
PT_160219,Vilarelho,739,327,9,10,84,176,18,0,18,4,2,0,3,0,0,1,2
PT_160220,Vile,276,121,2,3,41,57,2,1,7,0,3,0,4,0,0,1,0
PT_160301,Alvaredo,545,155,6,6,36,96,6,1,1,0,2,0,1,0,0,0,0
PT_160302,Castro Laboreiro,837,167,3,5,46,89,17,0,4,2,0,0,0,0,0,0,1
PT_160303,Chaviães,522,139,3,2,44,79,1,1,1,1,0,1,2,1,1,0,2
PT_160304,Cousso,430,110,2,2,61,37,2,2,0,0,0,0,0,0,2,0,2
PT_160305,Cristoval,638,191,1,7,87,74,3,3,5,4,2,0,3,1,0,0,1
PT_160306,Cubalhão,258,59,0,0,31,25,1,0,1,0,0,0,0,0,0,0,1
PT_160307,Fiães,401,101,2,3,25,69,0,0,1,0,0,0,0,1,0,0,0
PT_160308,Gave,391,110,0,3,48,47,0,1,3,3,0,0,2,2,0,1,0
PT_160309,Lamas De Mouro,228,101,1,0,8,89,1,1,0,0,0,0,0,1,0,0,0
PT_160310,Paços,432,126,2,4,42,73,1,0,0,1,1,0,0,0,0,2,0
PT_160311,Paderne,1378,378,9,12,139,195,4,0,7,1,2,2,2,3,0,0,2
PT_160312,Parada Do Monte,637,183,5,4,104,50,5,1,2,1,0,0,3,0,1,1,6
PT_160313,Penso,545,142,1,0,54,74,2,1,1,1,1,1,2,2,0,1,1
PT_160314,Prado,489,125,2,5,41,64,7,0,3,0,1,0,2,0,0,0,0
PT_160315,Remoães,165,67,1,3,16,46,0,0,0,0,0,0,0,1,0,0,0
PT_160316,Roussas,725,204,3,3,85,100,2,3,0,0,0,0,2,3,0,0,3
PT_160317,São Paio,685,159,2,2,59,87,3,1,1,0,0,0,1,1,2,0,0
PT_160318,Vila,1190,447,0,8,146,246,21,1,10,2,6,0,0,2,2,0,3
PT_160401,Abedim,303,73,1,1,35,25,2,2,1,1,2,0,0,1,0,0,2
PT_160402,Anhões,247,84,0,0,56,22,1,1,1,0,0,1,0,2,0,0,0
PT_160403,Badim,278,70,2,3,9,51,0,0,2,1,0,0,0,0,1,0,1
PT_160404,Barbeita,1014,266,3,9,106,116,13,1,9,2,0,0,5,1,0,0,1
PT_160405,Barroças E Taias,367,78,1,0,56,18,1,0,1,0,0,0,1,0,0,0,0
PT_160406,Bela,686,172,4,5,92,66,2,0,0,0,0,0,1,0,1,0,1
PT_160407,Cambeses,511,138,0,5,56,64,4,1,3,0,1,0,1,0,1,1,1
PT_160408,Ceivães,605,176,5,1,68,92,1,0,1,0,1,0,1,0,1,2,3
PT_160409,Lapela,247,110,0,2,45,62,1,0,0,0,0,0,0,0,0,0,0
PT_160410,Lara,330,83,1,6,47,26,1,0,0,0,0,0,1,1,0,0,0
PT_160411,Longos Vales,1086,253,1,6,92,129,5,1,4,0,0,0,4,4,2,1,4
PT_160412,Lordelo,148,85,0,4,47,26,1,2,1,1,0,1,1,0,0,0,1
PT_160413,Luzio,196,72,2,1,30,32,2,1,2,0,1,0,0,0,0,0,1
PT_160414,Mazedo,1336,352,1,11,181,128,10,1,6,3,1,0,5,2,1,0,2
PT_160415,Merufe,1336,235,3,5,152,49,10,0,1,0,3,1,5,1,1,2,2
PT_160416,Messegães,389,113,0,0,21,73,5,0,9,0,0,0,2,1,1,0,1
PT_160417,Monção,2240,765,4,14,217,453,36,0,24,3,3,1,5,3,0,0,2
PT_160418,Moreira,662,150,1,0,105,34,3,0,2,1,0,0,2,0,1,1,0
PT_160419,Parada,141,54,0,2,40,9,0,0,0,0,1,0,1,0,1,0,0
PT_160420,Pias,933,313,1,4,192,86,9,1,6,0,4,0,6,0,0,1,3
PT_160421,Pinheiros,327,109,2,7,71,22,1,1,1,0,0,0,1,1,0,0,2
PT_160422,Podame,365,118,2,0,50,53,1,0,4,2,0,0,3,0,1,0,2
PT_160423,Portela,250,49,0,2,15,26,2,1,1,1,0,0,1,0,0,0,0
PT_160424,Riba De Mouro,1334,223,0,5,95,97,2,0,5,3,1,2,2,2,0,1,8
PT_160425,Sá,303,71,2,3,37,24,0,1,1,0,0,0,2,0,0,1,0
PT_160426,Sago,344,67,0,0,52,14,0,0,0,0,0,0,0,0,0,0,1
PT_160427,Segude,414,92,0,3,30,51,2,0,1,0,0,0,2,2,0,0,1
PT_160428,Tangil,1012,282,3,7,136,113,8,3,0,1,0,1,2,2,2,2,2
PT_160429,Troporiz,328,101,0,2,18,68,1,0,4,0,0,0,3,0,1,3,1
PT_160430,Troviscoso,1031,284,4,7,138,112,10,0,4,0,0,0,5,0,1,1,2
PT_160431,Trute,322,54,1,3,28,17,2,0,0,0,0,1,1,0,0,0,1
PT_160432,Valadares,249,86,1,2,44,34,1,2,1,1,0,0,0,0,0,0,0
PT_160433,Cortes,957,265,5,9,66,161,4,1,11,3,0,0,3,0,1,1,0
PT_160501,Agualonga,259,94,1,0,24,58,1,1,1,1,2,0,1,0,1,0,3
PT_160502,Bico,503,84,0,1,28,43,4,0,2,2,0,1,0,1,0,1,1
PT_160503,Castanheira,605,121,2,2,44,69,0,0,2,2,0,0,0,0,0,0,0
PT_160504,Cossourado,287,93,1,0,17,62,4,0,1,2,0,0,4,0,0,1,1
PT_160505,Coura,429,152,1,5,89,44,2,1,4,0,2,0,2,0,0,2,0
PT_160506,Cristelo,317,84,2,0,28,45,2,0,0,1,2,1,1,0,0,0,2
PT_160507,Cunha,498,142,4,5,32,92,1,0,2,2,1,0,0,0,2,0,1
PT_160508,Ferreira,510,162,2,4,54,88,2,1,3,0,0,0,3,2,2,0,1
PT_160509,Formariz,571,185,0,4,55,74,11,0,28,5,3,0,1,1,1,0,2
PT_160510,Infesta,445,123,3,2,46,50,5,0,4,5,0,0,2,2,1,0,3
PT_160511,Insalde,501,99,2,3,52,26,2,0,3,3,4,0,1,0,2,0,1
PT_160512,Linhares,225,94,2,4,13,62,0,1,3,1,0,0,3,0,1,1,3
PT_160513,Mozelos,317,115,4,1,35,65,4,0,3,0,0,0,0,1,1,0,1
PT_160514,Padornelo,463,108,2,0,22,79,2,0,1,0,0,1,0,0,1,0,0
PT_160515,Parada,345,80,1,5,33,31,1,0,1,1,4,0,0,1,1,0,1
PT_160516,Paredes De Coura,1237,461,2,10,88,297,35,2,20,1,1,0,3,0,1,1,0
PT_160517,Porreiras,123,46,0,1,10,29,0,1,1,0,1,0,0,1,1,0,1
PT_160518,Resende,503,84,0,1,28,43,4,0,2,2,0,1,0,1,0,1,1
PT_160519,Romarigães,288,87,1,0,32,45,3,0,1,1,1,0,1,0,1,1,0
PT_160520,Rubiães,552,124,0,0,44,61,5,0,3,3,0,0,6,0,0,1,1
PT_160521,Vascões,246,91,1,2,36,43,6,0,1,1,0,0,1,0,0,0,0
PT_160601,Azias,436,113,1,1,90,14,0,0,1,1,1,0,0,1,0,0,3
PT_160602,Boivães,335,72,1,0,49,18,0,0,0,0,1,1,0,0,0,0,2
PT_160603,Bravães,607,174,1,1,74,87,4,0,0,1,2,1,2,0,0,0,1
PT_160604,Britelo,687,268,1,1,79,159,5,2,12,4,0,1,1,2,0,1,0
PT_160605,Crasto,506,162,0,0,77,72,0,0,1,3,0,0,1,1,0,1,6
PT_160606,Cuide De Vila Verde,384,123,2,0,69,48,0,0,1,0,0,0,1,2,0,0,0
PT_160607,Entre Ambos-os-Rios,555,174,1,0,74,78,0,2,5,1,2,0,4,0,1,4,2
PT_160608,Ermida,94,43,0,0,34,7,0,0,1,0,0,0,0,0,0,0,1
PT_160609,Germil,118,44,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0
PT_160610,Grovelas,223,89,0,1,26,59,1,1,0,0,0,0,1,0,0,0,0
PT_160611,Lavradas,921,247,1,3,146,83,2,0,6,1,2,0,1,0,0,1,1
PT_160612,Lindoso,765,244,5,5,108,86,3,2,13,4,1,1,4,3,2,0,7
PT_160613,Nogueira,401,140,0,2,65,59,3,0,5,0,0,0,2,0,0,1,3
PT_160614,Oleiros,510,200,0,4,120,68,2,0,4,0,1,0,0,0,0,1,0
PT_160615,Paço Vedro de Magalhães,776,267,3,8,85,142,8,0,12,1,0,0,5,1,1,0,1
PT_160616,Ponte Da Barca,1539,664,7,21,146,416,36,1,24,1,0,0,5,1,4,1,1
PT_160617,Ruivos,249,67,0,0,35,30,0,0,1,0,0,0,0,0,0,0,1
PT_160618,Touvedo (Salvador),229,97,1,2,50,38,1,0,3,1,0,0,0,0,0,0,1
PT_160619,Sampriz,460,112,1,1,62,34,1,1,1,0,1,0,5,3,0,1,1
PT_160620,Vila Chã (Santiago),215,54,1,1,18,29,0,0,0,0,0,0,0,2,0,3,0
PT_160621,Vila Chã (São João Baptista),569,147,1,2,87,51,0,0,0,0,0,0,5,0,0,1,0
PT_160622,Touvedo (São Lourenço),309,114,0,1,61,45,2,1,1,0,0,0,0,0,0,1,2
PT_160623,Vade (São Pedro),283,99,1,0,65,33,0,0,0,0,0,0,0,0,0,0,0
PT_160624,Vade (São Tomé),298,82,0,0,40,38,1,0,0,0,0,0,0,0,0,0,3
PT_160625,Vila Nova De Muía,871,264,2,4,105,126,8,1,7,1,1,0,3,1,1,0,4
PT_160701,Anais,1083,482,3,3,342,96,7,1,8,4,1,4,6,2,2,2,1
PT_160702,Arca,423,223,3,7,78,82,10,1,37,0,1,0,3,0,0,1,0
PT_160703,São Pedro d'Arcos,590,205,3,4,112,64,3,0,3,3,2,0,5,2,1,2,1
PT_160704,Arcozelo,3106,1288,28,37,473,538,24,2,108,29,6,1,21,5,1,3,12
PT_160705,Ardegão,225,113,0,2,72,29,1,0,0,2,0,0,5,1,1,0,0
PT_160706,Bárrio,363,114,0,3,74,25,2,1,1,0,1,0,7,0,0,0,0
PT_160707,Beiral Do Lima,814,158,2,0,119,20,2,0,3,1,1,0,10,0,0,0,0
PT_160708,Bertiandos,412,166,3,8,87,49,4,0,5,1,1,0,6,0,0,1,1
PT_160709,Boalhosa,239,89,0,0,72,13,0,0,2,0,0,0,1,0,0,0,1
PT_160710,Brandara,374,154,4,3,77,48,5,1,4,2,1,1,4,1,1,0,2
PT_160711,Cabaços,743,336,2,2,282,35,2,0,3,1,0,1,5,1,1,1,0
PT_160712,Cabração,144,76,1,0,54,17,1,0,1,0,0,0,1,0,0,0,1
PT_160713,Calheiros,889,353,6,4,220,80,8,0,13,1,2,0,5,3,5,2,4
PT_160714,Calvelo,694,272,3,2,158,77,6,0,9,3,1,0,6,1,2,0,4
PT_160715,Cepões,529,210,6,1,88,100,3,1,2,1,1,0,6,1,0,0,0
PT_160716,Correlhã,2437,1044,13,32,578,314,15,4,20,5,7,2,25,9,5,6,9
PT_160717,Estorãos,493,153,4,4,81,43,10,0,5,2,1,1,0,1,0,0,1
PT_160718,Facha,1219,552,12,22,333,136,13,2,11,1,4,1,11,0,0,3,3
PT_160719,Feitosa,518,192,2,8,76,77,8,0,8,2,0,0,8,0,1,0,2
PT_160720,Fojo Lobal,304,104,2,2,70,22,2,2,0,0,0,0,3,0,1,0,0
PT_160721,Fontão,928,351,6,26,182,108,12,1,6,2,1,0,2,1,1,0,3
PT_160722,Fornelos,1286,436,6,9,286,87,4,1,5,3,2,0,10,4,4,1,14
PT_160723,Freixo,1288,470,13,20,197,162,13,1,18,11,3,0,17,4,1,0,10
PT_160724,Friastelas,500,183,0,1,115,36,5,0,2,2,1,0,12,4,3,0,2
PT_160725,Gaifar,309,135,1,1,89,33,2,0,2,1,2,0,2,0,1,0,1
PT_160726,Gandra,1085,332,3,8,149,128,13,0,16,2,2,0,5,1,0,2,3
PT_160727,Gemieira,540,135,1,9,82,31,3,0,1,1,0,0,6,0,0,1,0
PT_160728,Gondufe,444,96,0,0,53,28,3,0,2,2,1,0,1,3,2,0,1
PT_160729,Labruja,393,150,4,2,96,34,4,1,1,1,0,0,4,1,2,0,0
PT_160730,Labrujó,122,53,2,0,32,9,1,1,0,2,1,0,0,2,1,1,1
PT_160731,Mato,280,104,0,5,54,34,4,2,0,0,2,0,0,1,1,0,1
PT_160732,Moreira Do Lima,908,346,5,5,170,114,7,3,9,4,5,0,11,3,2,1,7
PT_160733,Navió,224,93,0,3,63,15,1,0,0,5,0,0,5,0,0,1,0
PT_160734,Poiares,688,256,2,65,112,57,3,2,3,2,0,0,7,2,1,0,0
PT_160735,Ponte De Lima,2619,1174,7,26,407,513,55,1,126,9,1,1,12,8,3,3,2
PT_160736,Queijada,288,150,2,3,84,48,2,0,3,1,1,0,4,0,1,0,1
PT_160737,Refóios Do Lima,2160,923,8,26,560,203,6,4,17,11,10,1,22,7,8,4,36
PT_160738,Rendufe,189,63,1,2,25,22,1,0,2,2,2,1,4,0,0,0,1
PT_160739,Ribeira,1480,667,11,14,188,391,20,1,14,5,4,2,8,4,1,1,3
PT_160740,Sá,333,126,1,4,49,57,4,0,0,3,1,0,1,2,1,0,3
PT_160741,Sandiães,415,190,1,5,128,47,2,0,1,1,0,1,1,0,2,0,1
PT_160742,Santa Comba,438,258,2,17,93,115,7,1,8,1,1,0,5,2,4,1,1
PT_160743,Santa Cruz Do Lima,456,147,0,2,73,65,1,0,1,0,0,1,1,2,1,0,0
PT_160744,Rebordões (Santa Maria),909,323,9,8,198,78,3,0,8,4,5,1,6,1,0,2,0
PT_160745,Seara,548,266,6,4,138,85,7,6,0,3,2,0,9,0,1,4,1
PT_160746,Serdedelo,471,202,3,5,140,29,1,5,3,1,1,0,6,1,2,1,4
PT_160747,Rebordões (Souto),1008,394,2,14,272,80,2,1,2,5,2,0,8,3,0,1,2
PT_160748,Vilar Das Almas,356,127,0,2,109,9,1,0,0,3,0,0,1,0,0,0,2
PT_160749,Vilar Do Monte,138,50,1,0,30,12,0,0,3,0,0,1,0,1,2,0,0
PT_160750,Vitorino Das Donas,815,344,6,8,181,97,12,1,15,7,4,2,3,4,0,1,3
PT_160751,Vitorino Dos Piães,1417,516,12,15,292,146,11,2,13,5,3,0,9,4,0,2,2
PT_160801,Arão,687,197,2,7,88,76,7,1,3,1,4,0,4,2,0,0,2
PT_160802,Boivão,281,87,0,2,70,13,0,0,0,1,0,0,0,0,1,0,0
PT_160803,Cerdal,1532,363,5,14,170,138,9,3,10,4,1,0,3,4,1,0,1
PT_160804,Cristelo Covo,783,254,4,2,132,101,0,0,4,2,1,0,3,1,2,1,1
PT_160805,Fontoura,672,220,5,9,144,46,1,0,3,0,2,0,7,0,0,2,1
PT_160806,Friestas,537,177,5,2,65,85,3,1,10,0,0,1,2,1,0,0,2
PT_160807,Gandra,1249,383,10,10,170,156,7,0,14,5,0,0,2,4,2,0,3
PT_160808,Ganfei,1111,376,4,3,116,230,0,3,9,3,1,1,1,1,1,0,3
PT_160809,Gondomil,393,126,1,6,79,33,1,0,2,0,1,1,1,0,0,0,1
PT_160810,Sanfins,167,38,1,1,18,11,0,0,3,1,1,0,0,0,0,0,2
PT_160811,São Julião,393,99,0,5,56,25,1,0,1,2,1,0,5,1,0,0,2
PT_160812,São Pedro Da Torre,1189,404,6,4,213,149,3,2,7,3,1,0,9,2,3,0,2
PT_160813,Silva,245,85,1,2,37,33,0,0,1,5,2,0,0,0,1,1,2
PT_160814,Taião,170,46,2,0,18,20,0,0,3,0,0,0,1,1,1,0,0
PT_160815,Valença,2729,827,17,23,354,362,31,0,13,7,3,1,8,4,1,1,2
PT_160816,Verdoejo,591,244,1,8,68,122,10,0,22,1,5,1,1,2,2,0,1
PT_160901,Afife,1515,664,10,20,189,273,35,2,108,13,3,0,8,0,1,1,1
PT_160902,Alvarães,2475,1006,10,26,447,398,24,2,38,14,5,1,18,3,4,6,10
PT_160903,Amonde,318,161,4,7,56,67,3,0,15,3,0,1,2,2,0,1,0
PT_160904,Anha,2214,933,8,42,356,429,34,1,34,4,4,0,10,3,2,3,3
PT_160905,Areosa,3851,1613,22,60,413,775,127,3,148,20,8,4,7,8,2,8,8
PT_160906,Barroselas,3502,1267,6,40,513,578,36,4,39,8,6,0,22,5,1,4,5
PT_160907,Cardielos,1110,503,17,4,188,248,19,1,10,5,0,0,3,1,1,3,3
PT_160908,Carreço,1532,658,7,19,224,284,41,2,49,9,3,2,8,2,3,2,3
PT_160909,Carvoeiro,1014,309,3,10,141,118,8,1,10,1,3,2,4,5,1,0,2
PT_160910,Castelo Do Neiva,2971,934,20,33,423,329,29,3,30,15,11,5,7,14,2,3,10
PT_160911,Darque,6226,1967,20,31,475,971,108,1,288,23,9,2,18,7,1,7,6
PT_160912,Deão,912,291,1,9,100,144,7,2,6,3,3,1,13,1,0,1,0
PT_160913,Deocriste,654,285,5,10,75,167,6,2,5,1,1,0,9,2,0,0,2
PT_160914,Freixieiro De Soutelo,498,174,2,5,70,76,4,0,8,2,3,1,1,1,0,0,1
PT_160915,Lanheses,1584,612,11,19,278,247,17,0,17,2,4,0,4,4,3,2,4
PT_160916,Mazarefes,1233,543,1,14,146,303,13,1,46,7,1,0,5,2,1,1,2
PT_160917,Meadela,6754,2986,27,94,806,1474,223,0,253,27,15,1,31,8,4,15,8
PT_160918,Meixedo,450,150,2,6,72,53,9,0,0,0,0,0,5,1,1,0,1
PT_160919,Viana Do Castelo (Monserrate),5360,2165,16,42,539,1012,178,4,299,28,6,1,12,8,3,12,5
PT_160920,Montaria,667,215,1,8,89,83,10,3,8,2,1,0,3,1,3,1,2
PT_160921,Moreira De Geraz Do Lima,527,237,3,8,71,129,7,3,7,2,2,0,1,0,1,1,2
PT_160922,Mujães,1395,537,10,32,200,232,13,1,19,5,2,1,11,5,1,3,2
PT_160923,São Romão de Neiva,1103,420,6,10,166,181,20,3,12,4,2,1,6,1,2,2,4
PT_160924,Nogueira,783,366,6,7,179,149,7,0,8,1,0,1,4,0,1,0,3
PT_160925,Outeiro,1164,498,14,38,176,195,19,5,23,8,2,1,7,0,2,2,6
PT_160926,Perre,2474,1153,23,55,312,549,42,0,114,18,3,1,15,6,0,8,7
PT_160927,Portela Susã,611,204,3,3,87,83,2,4,6,3,5,0,2,1,2,2,1
PT_160928,Santa Marta de Portuzelo,3214,1430,22,36,453,725,49,1,93,12,8,1,15,4,3,2,6
PT_160929,Geraz Do Lima (Santa Leocádia),1044,350,7,7,193,112,1,0,4,4,0,2,3,2,1,3,11
PT_160930,Geraz Do Lima (Santa Maria),817,330,7,8,159,126,4,2,3,2,4,0,9,2,1,3,0
PT_160931,Viana Do Castelo (Santa Maria Maior),9061,4212,46,90,1059,1808,423,1,637,36,15,3,39,15,6,23,11
PT_160932,Serreleis,966,459,4,11,181,212,9,2,20,3,4,1,5,4,0,0,3
PT_160933,Subportela,1155,410,2,20,183,168,7,1,11,6,4,1,4,3,0,0,0
PT_160934,Torre,592,233,4,3,139,61,9,0,4,1,1,0,7,1,1,0,2
PT_160935,Vila Franca,1743,621,7,15,227,286,16,1,30,8,0,2,17,6,1,2,3
PT_160936,Vila Fria,1148,440,4,13,105,245,9,0,44,5,1,1,6,3,3,0,1
PT_160937,Vila Mou,475,225,2,7,133,61,7,0,4,4,3,1,2,0,0,1,0
PT_160938,Vila De Punhe,2153,792,4,19,275,384,18,3,46,6,4,0,11,6,1,6,9
