gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD.CDS-PP.PPM,CH,IL,BE,PCP-PEV,L,ADN,PAN,Volt,E,ND,RIR,MAS,MPT,NC,PTP
PT_PTZZTR,Turkey,4053,36,0,0,7,13,1,4,6,0,3,1,1,0,0,0,0,0,0,0,0
PT_PTZZCH,Switzerland,153422,2753,4,9,535,463,600,393,185,120,297,35,64,26,7,4,1,9,0,1,0
PT_PTZZSE,Sweden,2374,246,0,2,30,40,4,49,43,13,56,0,6,3,0,0,0,0,0,0,0
PT_PTZZRS,Serbia,140,43,0,0,5,10,8,14,1,2,1,0,2,0,0,0,0,0,0,0,0
PT_PTZZRO,Romania,922,281,6,7,25,56,126,32,8,8,4,1,3,0,1,1,2,1,0,0,0
PT_PTZZGB,United Kingdom,179411,2619,10,13,502,455,283,444,326,96,346,30,65,28,0,6,3,1,2,4,5
PT_PTZZPL,Poland,1206,207,0,0,20,44,22,63,18,7,28,3,1,1,0,0,0,0,0,0,0
PT_PTZZNL,Netherlands,16900,1317,2,15,148,175,47,350,174,39,309,4,27,23,0,1,1,0,1,0,1
PT_PTZZNO,Norway,4358,283,1,3,53,47,13,70,33,8,44,1,3,3,1,1,0,0,1,1,0
PT_PTZZLU,Luxembourg,28712,924,3,5,161,211,137,206,54,39,75,12,11,5,1,1,0,0,1,1,1
PT_PTZZIT,Italy,3692,240,0,2,33,77,12,26,26,6,50,1,2,3,0,0,0,1,1,0,0
PT_PTZZIE,Ireland,6734,388,1,3,59,68,29,109,36,3,58,2,16,4,0,0,0,0,0,0,0
PT_PTZZHU,Hungary,239,99,0,0,19,21,13,21,8,3,11,0,1,1,0,0,0,0,1,0,0
PT_PTZZGR,Greece,443,120,0,0,17,26,14,23,16,6,13,1,3,0,0,0,0,0,1,0,0
PT_PTZZFR,France,363075,2179,7,12,497,417,358,273,191,80,239,16,51,15,3,6,2,4,4,1,3
PT_PTZZFI,Finland,708,111,0,0,10,16,2,22,24,3,27,1,4,2,0,0,0,0,0,0,0
PT_PTZZRU,Russia,227,11,0,0,1,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0
PT_PTZZES,Spain,41487,2272,5,23,310,595,158,616,205,58,228,14,43,11,1,1,0,2,2,0,0
PT_PTZZSK,Slovakia,126,45,0,0,6,9,5,16,3,1,4,0,1,0,0,0,0,0,0,0,0
PT_PTZZDK,Denmark,2880,645,1,9,68,97,114,126,61,32,109,1,21,4,0,2,0,0,0,0,0
PT_PTZZHR,Croatia,67,43,0,0,5,8,2,10,6,6,4,2,0,0,0,0,0,0,0,0,0
PT_PTZZCY,Cyprus,402,22,0,0,5,4,2,6,2,0,2,0,0,0,0,0,0,0,1,0,0
PT_PTZZCZ,Czech Republic,730,215,0,1,30,38,17,56,20,6,38,2,4,3,0,0,0,0,0,0,0
PT_PTZZBG,Bulgaria,324,59,0,0,9,3,2,10,13,4,9,2,4,0,1,0,0,0,1,0,1
PT_PTZZBE,Belgium,17223,2706,7,14,598,504,166,469,252,80,464,20,61,54,3,2,6,0,4,1,1
PT_PTZZAT,Austria,1969,377,1,4,64,47,21,91,41,11,77,2,10,6,0,1,0,0,1,0,0
PT_PTZZAD,AD,7693,151,1,1,56,33,36,2,7,0,5,0,4,0,0,1,0,1,1,1,2
PT_PTZZDE,Germany,74674,2398,2,10,442,408,154,361,331,111,409,18,73,60,2,2,3,3,5,4,0
PT_PTZZTL,TL,1356,318,1,4,64,108,34,35,29,12,23,2,3,0,1,0,0,0,1,0,1
PT_PTZZTH,Thailand,256,38,0,0,2,12,9,10,0,3,1,0,1,0,0,0,0,0,0,0,0
PT_PTZZSG,Singapore,489,78,0,4,14,16,6,23,4,0,10,1,0,0,0,0,0,0,0,0,0
PT_PTZZJP,Japan,289,37,0,1,6,8,0,8,3,2,6,1,1,0,0,0,0,0,1,0,0
PT_PTZZIL,Israel,33514,275,0,1,11,150,88,4,4,0,2,7,0,1,0,2,0,0,2,2,1
PT_PTZZID,Indonesia,140,14,0,0,4,4,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0
PT_PTZZIN,India,14245,30,0,2,5,15,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0
PT_PTZZAE,United Arab Emirates,3129,161,0,0,26,35,16,55,10,4,10,1,1,1,1,0,0,1,0,0,0
PT_PTZZKR,South Korea,80,52,1,0,12,7,4,9,12,1,4,0,2,0,0,0,0,0,0,0,0
PT_PTZZCN,China,53673,610,2,8,143,186,73,68,33,27,37,12,8,4,1,0,3,4,0,1,0
PT_PTZZQA,Qatar,627,99,0,0,17,27,14,15,9,2,9,2,3,0,1,0,0,0,0,0,0
PT_PTZZAU,Australia,6507,120,1,1,26,20,20,21,13,3,9,0,6,0,0,0,0,0,0,0,0
PT_PTZZSA,Saudi Arabia,568,89,0,2,17,19,7,25,7,1,5,1,4,0,0,0,0,1,0,0,0
PT_PTZZVE,VE,53157,1252,25,1,102,732,174,23,9,6,12,91,6,13,6,11,3,17,11,2,8
PT_PTZZUY,UY,1157,40,3,0,5,19,5,1,0,1,1,4,0,0,0,0,0,1,0,0,0
PT_PTZZPE,PE,577,21,0,0,0,7,2,6,0,4,1,0,0,0,0,1,0,0,0,0,0
PT_PTZZPA,Panama,1774,50,0,0,7,16,4,6,1,5,3,2,1,1,0,0,0,0,0,0,4
PT_PTZZMX,Mexico,1551,72,0,0,18,21,4,12,4,4,2,3,2,1,0,0,0,1,0,0,0
PT_PTZZUS,United States,67680,601,4,7,119,150,61,94,48,22,71,3,8,9,0,2,0,0,1,1,1
PT_PTZZCO,CO,1264,84,0,0,11,42,7,5,2,3,2,6,1,2,0,0,0,0,1,2,0
PT_PTZZCL,Chile,1972,64,0,1,8,27,8,6,5,2,6,0,0,0,0,1,0,0,0,0,0
PT_PTZZCA,Canada,56424,311,4,0,83,96,45,33,18,5,19,5,2,0,0,0,0,0,0,1,0
PT_PTZZBR,Brazil,267700,2143,6,3,406,502,771,86,141,45,37,48,24,13,10,32,2,4,5,1,7
PT_PTZZAR,Argentina,7454,105,0,1,11,64,6,8,3,0,2,5,0,0,0,2,0,1,0,2,0
PT_PTZZZW,ZW,477,34,0,0,2,18,7,0,1,0,1,2,0,1,0,0,0,0,0,0,2
PT_PTZZTN,Tunisia,224,27,0,0,6,12,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0
PT_PTZZSN,Senegal,317,39,0,0,12,13,5,6,0,2,0,0,0,0,0,0,0,0,1,0,0
PT_PTZZST,ST,643,227,0,2,76,61,22,24,11,5,13,3,4,2,1,1,1,1,0,0,0
PT_PTZZKE,KE,187,33,0,0,6,10,0,1,6,0,8,0,2,0,0,0,0,0,0,0,0
PT_PTZZNA,NA,590,61,0,0,6,26,22,0,4,0,0,2,0,0,0,1,0,0,0,0,0
PT_PTZZMZ,MZ,9372,718,0,2,119,258,170,91,25,13,27,5,4,1,0,1,0,1,0,1,0
PT_PTZZMA,Morocco,438,33,0,0,14,15,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
PT_PTZZGW,GW,228,189,0,0,87,31,22,8,21,3,14,0,3,0,0,0,0,0,0,0,0
PT_PTZZET,Ethiopia,89,46,1,0,16,12,4,2,5,1,2,2,1,0,0,0,0,0,0,0,0
PT_PTZZCI,CI,190,48,0,1,11,21,6,4,0,0,1,1,1,0,0,0,1,0,0,1,0
PT_PTZZCD,CD,226,191,0,7,6,18,128,22,0,2,7,0,0,0,0,0,0,1,0,0,0
PT_PTZZCV,CV,5373,552,1,4,224,144,24,36,45,11,42,9,5,0,0,1,1,4,1,0,0
PT_PTZZAO,AO,16457,987,3,3,195,350,182,126,35,26,39,9,9,0,2,4,3,0,0,0,1
PT_PTZZZA,South Africa,32657,336,3,0,18,124,157,8,6,5,3,9,0,0,0,2,0,1,0,0,0
PT_490101,Corvo,359,226,3,8,90,93,5,3,6,4,5,6,1,0,0,0,1,0,0,0,1
PT_480204,Santa Cruz Das Flores,1351,430,3,16,174,128,34,33,11,11,6,6,4,0,2,0,0,2,0,0,0
PT_480203,Ponta Delgada,290,82,1,7,24,30,2,5,0,6,1,1,2,0,2,0,1,0,0,0,0
PT_480202,Cedros,111,39,0,1,14,10,5,1,2,4,1,0,1,0,0,0,0,0,0,0,0
PT_480201,Caveira,66,52,0,2,26,12,2,2,0,6,1,1,0,0,0,0,0,0,0,0,0
PT_480107,Mosteiro,25,17,0,0,5,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0
PT_480106,Lomba,168,66,2,4,24,15,3,6,3,2,2,2,2,0,1,0,0,0,0,0,0
PT_480105,Lajes Das Flores,488,162,2,4,56,63,8,12,7,1,2,1,1,0,3,1,0,0,1,0,0
PT_480104,Lajedo,83,30,0,2,11,10,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0
PT_480103,Fazenda,222,82,0,4,29,31,7,0,3,3,4,1,0,0,0,0,0,0,0,0,0
PT_480102,Fajãzinha,68,34,0,7,11,8,0,1,0,3,3,0,1,0,0,0,0,0,0,0,0
PT_480101,Fajã Grande,202,104,0,1,38,41,5,10,2,1,6,0,0,0,0,0,0,0,0,0,0
PT_470113,Salão,346,121,1,6,20,68,4,4,9,2,1,4,2,0,0,0,0,0,0,0,0
PT_470112,Ribeirinha,375,91,0,7,25,43,4,2,5,3,1,0,1,0,0,0,0,0,0,0,0
PT_470111,Praia Do Norte,214,136,1,9,39,73,3,0,4,3,1,3,0,0,0,0,0,0,0,0,0
PT_470110,Praia Do Almoxarife,746,227,3,5,88,67,18,6,13,7,8,7,2,0,0,0,0,1,1,1,0
PT_470109,Pedro Miguel,621,143,1,6,31,74,5,5,4,8,3,4,1,0,0,0,1,0,0,0,0
PT_470108,Horta (Matriz),2211,708,3,11,212,283,25,36,52,33,30,9,10,0,2,0,2,0,0,0,0
PT_470107,Horta (Conceição),1034,346,3,10,112,141,26,15,15,7,7,3,3,0,1,1,0,0,1,0,1
PT_470106,Horta (Angústias),2070,633,4,16,225,219,28,27,42,26,18,11,11,0,3,1,0,2,0,0,0
PT_470105,Flamengos,1409,306,2,11,106,136,15,7,12,7,2,1,5,0,0,1,0,0,0,1,0
PT_470104,Feteira,1600,330,0,14,127,118,21,7,14,16,3,5,2,0,0,0,1,0,0,2,0
PT_470103,Cedros,744,251,2,6,50,167,6,1,2,4,1,9,0,1,0,0,0,0,1,0,1
PT_470102,Castelo Branco,1143,274,2,8,86,114,21,12,13,4,5,5,1,1,1,1,0,0,0,0,0
PT_470101,Capelo,496,169,0,6,56,60,10,6,9,10,6,3,1,1,1,0,0,0,0,0,0
PT_460305,São Roque Do Pico,1271,342,2,11,90,168,22,12,6,7,12,5,3,1,0,0,0,1,2,0,0
PT_460304,Santo António,720,162,1,14,64,47,11,6,4,1,6,3,2,0,2,0,0,0,0,0,1
PT_460303,Santo Amaro,277,106,0,2,41,35,6,8,3,1,4,2,4,0,0,0,0,0,0,0,0
PT_460302,Santa Luzia,498,98,1,6,34,39,7,1,2,2,1,2,1,1,0,0,0,1,0,0,0
PT_460301,Prainha,548,192,3,7,68,63,11,15,6,2,6,7,2,2,0,0,0,0,0,0,0
PT_460206,São Mateus,655,201,2,14,83,80,0,6,5,2,4,4,0,0,1,0,0,0,0,0,0
PT_460205,São Caetano,495,144,0,7,39,85,5,2,3,1,1,1,0,0,0,0,0,0,0,0,0
PT_460204,Madalena,2641,717,7,20,178,314,46,59,31,16,17,10,12,3,0,1,0,1,1,1,0
PT_460203,Criação Velha,781,206,0,8,46,99,21,6,6,8,6,3,2,0,0,1,0,0,0,0,0
PT_460202,Candelária,793,220,1,8,92,70,15,15,4,3,3,4,1,3,0,0,0,1,0,0,0
PT_460201,Bandeiras,674,125,0,3,34,50,12,8,10,2,1,2,0,0,0,0,0,1,1,1,0
PT_460106,São João,444,167,2,6,64,70,12,1,4,5,1,2,0,0,0,0,0,0,0,0,0
PT_460105,Ribeirinha,407,148,1,6,69,58,2,5,3,1,0,1,1,0,0,0,0,0,0,1,0
PT_460104,Ribeiras,863,224,2,5,76,88,22,6,8,6,7,3,1,0,0,0,0,0,0,0,0
PT_460103,Piedade,815,233,4,12,84,106,4,4,4,6,1,2,2,0,0,0,0,1,3,0,0
PT_460102,Lajes Do Pico,1605,497,5,16,189,185,21,32,14,14,9,4,5,1,1,0,0,0,1,0,0
PT_460101,Calheta De Nesquim,345,92,1,5,38,31,2,6,3,1,1,2,1,0,0,0,1,0,0,0,0
PT_450206,Velas (São Jorge),1705,436,3,15,155,179,29,13,10,11,5,4,8,0,1,0,0,1,1,0,1
PT_450205,Urzelina (São Mateus),842,220,0,3,69,106,7,11,5,5,8,3,2,0,0,0,0,0,0,0,1
PT_450204,Santo Amaro,833,209,2,8,53,107,12,4,7,9,2,3,0,1,0,0,0,0,0,1,0
PT_450203,Rosais,690,161,2,3,38,95,10,3,3,0,1,3,1,2,0,0,0,0,0,0,0
PT_450202,Norte Grande (Neves),542,172,1,1,50,87,12,0,5,6,0,2,1,1,1,1,0,4,0,0,0
PT_450201,Manadas (Santa Bárbara),358,78,0,0,21,44,0,3,1,3,2,0,2,0,1,0,1,0,0,0,0
PT_450105,Topo (Nossa Senhora Do Rosário),474,116,1,4,34,67,3,1,0,1,0,3,0,1,1,0,0,0,0,0,0
PT_450104,Santo Antão,712,161,1,2,30,107,7,3,2,1,0,5,0,0,0,0,1,1,1,0,0
PT_450103,Ribeira Seca,989,180,1,3,38,104,7,8,4,2,7,2,0,2,1,0,0,0,0,1,0
PT_450102,Norte Pequeno,194,98,0,10,22,47,10,2,0,0,2,2,2,0,0,0,0,1,0,0,0
PT_450101,Calheta,1341,270,1,5,113,91,14,17,5,9,6,6,3,0,0,0,0,0,0,0,0
PT_440104,Santa Cruz Da Graciosa,1570,474,2,17,208,178,25,14,8,4,6,1,8,1,0,1,0,1,0,0,0
PT_440103,São Mateus,688,217,7,9,103,74,12,4,1,2,2,1,0,0,0,1,0,0,0,1,0
PT_440102,Luz,644,144,0,8,56,56,15,5,2,0,0,1,0,0,1,0,0,0,0,0,0
PT_440101,Guadalupe,953,256,3,10,72,146,17,2,1,0,2,2,0,0,1,0,0,0,0,0,0
PT_430211,Porto Martins,1137,298,3,7,75,134,16,27,11,4,6,6,5,0,2,0,1,1,0,0,0
PT_430210,Vila Nova,1582,385,3,10,147,164,31,13,4,2,0,8,1,0,1,1,0,0,0,0,0
PT_430209,São Brás,996,220,0,6,79,78,18,16,5,4,3,5,6,0,0,0,0,0,0,0,0
PT_430208,Quatro Ribeiras,363,125,1,3,52,46,10,9,1,2,1,0,0,0,0,0,0,0,0,0,0
PT_430207,Praia Da Vitória (Santa Cruz),6325,1321,4,26,423,489,136,88,58,24,21,28,11,1,2,0,3,1,4,0,2
PT_430206,Lajes,3112,710,4,27,215,304,72,43,7,2,12,11,5,1,3,0,0,1,2,1,0
PT_430205,Fontinhas,1441,379,1,10,123,180,27,14,10,1,3,8,1,0,0,0,0,0,0,1,0
PT_430204,Fonte Do Bastardo,1172,242,4,5,62,113,14,15,5,4,3,8,4,1,2,0,1,1,0,0,0
PT_430203,Cabo Da Praia,683,209,0,0,60,98,21,14,6,0,2,1,4,0,2,0,0,0,0,1,0
PT_430202,Biscoitos,1537,397,1,10,122,152,35,37,10,11,10,2,6,0,1,0,0,0,0,0,0
PT_430201,Agualva,1301,299,1,3,135,132,8,7,4,0,2,4,2,0,0,0,0,0,1,0,0
PT_430119,Vila De São Sebastião,2120,513,3,10,167,206,52,30,13,4,8,8,7,1,2,1,1,0,0,0,0
PT_430118,Terra Chã,2652,594,10,16,194,232,44,40,24,8,11,7,4,3,0,0,0,0,1,0,0
PT_430117,Serreta,341,133,0,9,43,56,13,4,2,0,0,2,2,0,0,0,0,1,0,1,0
PT_430116,São Mateus Da Calheta,3622,715,4,11,248,281,45,61,22,18,13,6,5,1,0,0,0,0,0,0,0
PT_430115,São Bento,1782,529,6,13,223,173,37,30,16,6,7,8,4,2,2,1,0,0,0,0,1
PT_430114,São Bartolomeu De Regatos,1803,416,0,12,125,176,32,24,14,6,15,5,5,0,2,0,0,0,0,0,0
PT_430113,Santa Bárbara,1251,284,3,11,90,127,16,11,7,1,6,3,5,0,1,0,0,1,0,1,1
PT_430112,Ribeirinha,2431,652,1,7,203,332,27,17,14,2,11,12,18,1,3,0,0,1,2,0,1
PT_430111,Raminho,488,160,3,3,61,70,8,7,3,1,1,1,1,0,1,0,0,0,0,0,0
PT_430110,Posto Santo,947,269,1,8,100,101,18,16,13,0,8,4,0,0,0,0,0,0,0,0,0
PT_430109,Porto Judeu,2347,517,3,6,177,220,33,33,15,7,12,6,5,0,0,0,0,0,0,0,0
PT_430108,Feteira,1255,379,9,11,105,159,37,34,6,2,7,2,3,0,0,1,0,1,0,1,1
PT_430107,Doze Ribeiras,442,159,4,5,56,65,10,5,7,1,1,3,0,0,0,0,0,0,1,1,0
PT_430106,Cinco Ribeiras,645,224,2,9,59,108,12,5,11,6,5,4,1,0,0,0,0,0,0,1,1
PT_430105,Angra (Sé),1088,529,9,12,134,204,37,38,42,5,28,7,7,2,1,0,0,0,1,1,1
PT_430104,Angra (São Pedro),3325,1147,7,16,374,458,51,110,49,21,40,6,11,1,1,0,2,0,0,0,0
PT_430103,Angra (Santa Luzia),2288,653,5,22,248,226,36,45,28,10,16,7,6,2,0,0,0,0,0,0,2
PT_430102,Angra (Nossa Senhora Da Conceição),3691,1114,11,25,387,352,84,84,57,25,42,18,17,2,5,1,0,0,1,3,0
PT_430101,Altares,848,244,3,7,93,107,9,14,3,1,3,2,2,0,0,0,0,0,0,0,0
PT_420606,Ribeira Seca,1023,161,1,7,46,68,13,8,9,2,1,2,3,0,1,0,0,0,0,0,0
PT_420605,Vila Franca Do Campo (São Pedro),1462,304,0,6,101,101,37,24,10,2,6,8,8,1,0,0,0,0,0,0,0
PT_420604,Vila Franca Do Campo (São Miguel),2688,465,4,11,130,176,46,33,24,10,9,12,8,0,2,0,0,0,0,0,0
PT_420603,Ribeira Das Taínhas,629,142,2,4,75,34,7,3,1,0,4,3,7,0,1,0,0,0,0,0,1
PT_420602,Ponta Garça,3105,523,9,15,160,204,69,10,19,5,7,5,10,4,0,1,1,0,2,1,1
PT_420601,Água de Alto,1603,256,1,1,111,92,19,13,3,3,6,3,3,0,1,0,0,0,0,0,0
PT_420514,São Brás,578,141,1,9,35,72,7,6,5,0,0,2,3,0,1,0,0,0,0,0,0
PT_420513,Santa Bárbara,1169,230,6,9,70,84,26,11,2,7,4,4,4,0,2,0,0,0,1,0,0
PT_420512,Ribeirinha,2300,391,7,8,120,148,51,10,12,4,8,6,10,1,2,2,0,1,0,0,1
PT_420511,Ribeira Seca,2603,454,4,8,133,188,47,30,16,3,7,4,8,2,1,0,1,0,1,1,0
PT_420510,Ribeira Grande (Matriz),3483,587,3,11,188,216,44,39,32,13,15,6,11,1,1,2,0,2,1,1,1
PT_420509,Ribeira Grande (Conceição),2364,571,3,14,207,186,49,44,21,7,11,10,11,1,0,0,1,2,1,2,1
PT_420508,Rabo De Peixe,7669,772,16,18,212,312,81,38,39,5,18,11,9,4,0,2,2,0,2,2,1
PT_420507,Porto Formoso,1070,217,6,8,75,80,16,3,10,5,4,2,3,2,0,0,0,0,3,0,0
PT_420506,Pico Da Pedra,2857,692,9,17,207,251,66,43,28,14,26,6,16,3,1,0,1,1,0,3,0
PT_420505,Maia,1703,387,6,9,123,145,55,17,8,5,5,5,4,1,0,0,0,2,1,1,0
PT_420504,Lomba De São Pedro,316,71,1,2,23,25,11,3,1,0,1,3,0,1,0,0,0,0,0,0,0
PT_420503,Lomba Da Maia,1064,193,0,5,70,78,15,6,6,3,1,5,1,2,0,0,1,0,0,0,0
PT_420502,Fenais Da Ajuda,926,142,3,3,27,74,24,3,2,0,0,3,2,0,0,0,0,1,0,0,0
PT_420501,Calheta,807,166,1,4,46,63,17,9,9,1,2,4,3,1,0,1,4,0,1,0,0
PT_420406,Ribeira Quente,804,184,8,5,86,42,21,9,4,1,1,3,4,0,0,0,0,0,0,0,0
PT_420405,Povoação,2012,533,4,18,206,192,64,15,8,4,3,10,2,3,1,0,1,0,1,1,0
PT_420404,Nossa Senhora Dos Remédios,1134,274,1,5,85,131,24,10,7,1,1,5,4,0,0,0,0,0,0,0,0
PT_420403,Furnas,1481,471,12,21,129,138,55,47,28,2,11,9,12,0,1,2,0,0,1,1,2
PT_420402,Faial Da Terra,405,116,2,3,40,44,15,4,2,0,0,1,2,1,1,0,0,0,1,0,0
PT_420401,Água Retorta,430,115,3,8,54,23,20,1,0,0,1,1,2,0,0,0,0,0,0,1,1
PT_420325,Santa Clara,2889,768,9,20,243,271,61,55,43,18,19,14,10,1,2,1,0,0,0,1,0
PT_420324,Pilar da Bretanha,594,125,3,0,33,50,24,5,4,2,3,1,0,0,0,0,0,0,0,0,0
PT_420323,Ajuda da Bretanha,676,120,2,2,41,47,14,4,4,0,2,3,0,0,0,0,0,1,0,0,0
PT_420322,Sete Cidades,645,206,1,8,77,59,19,16,9,4,5,3,1,1,0,0,0,0,2,1,0
PT_420321,São Vicente Ferreira,2345,548,4,13,116,234,68,50,20,10,13,6,8,0,1,2,0,1,1,0,1
PT_420320,Santo António,1595,330,4,5,93,138,39,13,8,5,5,12,4,0,0,0,2,1,0,1,0
PT_420319,Santa Bárbara,753,184,4,8,84,36,23,7,6,2,3,4,5,0,1,0,0,0,0,1,0
PT_420318,Rosto Do Cão (São Roque),4395,739,7,13,248,231,73,66,35,15,32,7,6,0,0,1,1,1,0,2,1
PT_420317,Rosto Do Cão (Livramento),4239,1013,8,31,254,388,89,94,56,16,36,17,15,3,1,2,2,1,0,0,0
PT_420316,Remédios,788,188,4,4,64,55,38,3,5,1,6,2,3,1,0,0,0,1,0,0,1
PT_420315,Relva,2708,634,4,13,171,247,74,49,24,12,14,13,9,0,0,0,1,0,0,2,1
PT_420314,Ponta Delgada (São Pedro),7559,2162,11,31,651,778,147,208,117,42,86,24,48,4,5,1,3,0,2,1,3
PT_420313,Ponta Delgada (São José),5784,1909,8,34,511,715,136,228,84,44,90,18,32,3,1,2,0,0,2,1,0
PT_420312,Ponta Delgada (São Sebastião),4240,1296,10,18,306,511,89,148,70,22,68,18,23,3,4,0,1,1,1,2,1
PT_420311,Mosteiros,1052,198,3,1,60,80,23,11,3,3,2,9,1,0,0,1,0,1,0,0,0
PT_420310,Ginetes,1122,250,5,5,76,91,28,15,13,5,1,4,5,0,0,0,0,0,1,0,1
PT_420309,Feteiras,1449,173,2,6,65,51,22,8,5,2,3,1,2,2,0,2,0,1,0,1,0
PT_420308,Fenais Da Luz,2022,458,16,6,107,179,48,31,19,5,22,7,10,0,2,2,0,1,0,2,1
PT_420307,Fajã De Cima,3004,643,11,10,227,228,48,29,28,11,13,8,24,0,1,0,0,2,2,0,1
PT_420306,Fajã De Baixo,4720,1431,15,31,420,520,107,133,59,24,66,22,19,5,3,0,1,0,1,5,0
PT_420305,Covoada,1145,179,1,0,61,64,28,5,5,2,3,6,0,3,0,0,0,0,0,0,1
PT_420304,Capelas,3806,853,7,13,294,311,89,48,38,8,17,6,14,1,2,1,0,0,0,3,1
PT_420303,Candelária,928,155,3,5,40,67,17,5,1,0,4,9,2,1,0,0,0,1,0,0,0
PT_420301,Arrifes,6928,1089,10,22,369,376,132,62,40,10,26,12,16,2,3,1,1,1,4,1,1
PT_420210,São Pedro de Nordestinho,287,95,0,4,39,32,8,2,1,0,1,4,2,1,0,0,0,0,1,0,0
PT_420209,Santo António de Nordestinho,305,114,2,3,41,45,8,6,1,2,2,3,0,0,0,0,0,0,1,0,0
PT_420208,Algarvia,252,103,2,6,21,55,11,1,0,1,2,1,2,0,0,0,0,0,0,1,0
PT_420207,Santana,427,174,5,8,62,68,12,6,3,3,3,1,0,1,0,0,0,1,1,0,0
PT_420206,Salga,516,126,2,11,51,42,8,2,1,0,2,5,0,0,1,0,0,0,1,0,0
PT_420204,Nordeste,1188,353,10,8,108,148,31,15,12,2,6,5,3,1,2,0,2,0,0,0,0
PT_420203,Lomba Da Fazenda,868,265,7,4,63,131,31,3,6,8,0,7,1,0,1,0,0,0,1,1,1
PT_420202,Achadinha,496,125,3,2,54,49,11,0,1,0,2,3,0,0,0,0,0,0,0,0,0
PT_420201,Achada,451,131,1,5,53,53,8,3,0,4,0,2,1,0,1,0,0,0,0,0,0
PT_420105,Ribeira Chã,374,90,1,11,36,20,14,0,3,0,3,0,2,0,0,0,0,0,0,0,0
PT_420104,Lagoa (Santa Cruz),3205,595,9,13,238,172,65,29,22,7,13,7,12,2,0,1,0,2,1,1,1
PT_420103,Lagoa (Nossa Senhora Do Rosário),4892,1298,18,18,459,406,115,106,58,23,44,15,18,5,3,3,0,3,2,1,1
PT_420102,Cabouco,1757,388,4,5,140,128,43,23,14,2,7,8,10,1,1,0,0,0,0,0,2
PT_420101,Água De Pau,2762,404,8,5,146,133,58,18,9,3,5,10,5,0,1,1,0,2,0,0,0
PT_410105,Vila Do Porto,2850,770,3,26,284,231,59,61,34,18,24,16,9,1,1,0,0,0,2,1,0
PT_410104,São Pedro,709,157,1,10,64,35,4,9,16,6,5,5,0,0,0,0,0,1,1,0,0
PT_410103,Santo Espírito,628,128,1,6,62,31,8,5,4,0,5,4,0,2,0,0,0,0,0,0,0
PT_410102,Santa Bárbara,443,88,0,6,45,23,2,4,4,0,1,0,0,0,2,0,0,0,1,0,0
PT_410101,Almagreira,574,109,0,5,45,38,5,8,2,1,1,2,0,0,0,0,1,0,0,0,1
PT_320101,Porto Santo,5494,3666,51,34,999,1540,311,332,80,29,85,49,51,5,12,5,13,10,13,13,34
PT_311003,São Vicente,3387,1398,33,11,340,661,131,57,18,20,20,33,15,8,4,3,4,4,7,5,24
PT_311002,Ponta Delgada,1237,632,12,8,132,336,58,17,13,7,4,18,7,2,3,1,2,0,4,3,5
PT_311001,Boa Ventura,1239,543,8,6,99,334,33,13,5,2,1,17,2,2,2,4,4,1,1,1,8
PT_310906,Ilha,212,126,0,1,31,72,6,5,3,1,2,2,2,1,0,0,0,0,0,0,0
PT_310905,São Roque Do Faial,578,322,2,1,68,194,16,10,3,2,9,0,3,1,0,0,4,0,2,3,4
PT_310904,São Jorge,1327,662,6,2,152,363,42,7,15,6,13,19,8,1,4,2,1,1,1,6,13
PT_310903,Santana,2905,1397,34,11,352,673,78,58,46,14,23,29,19,7,2,7,6,1,7,8,22
PT_310902,Faial,1486,638,11,1,117,356,56,19,19,6,11,7,4,3,3,1,3,1,0,4,16
PT_310901,Arco De São Jorge,368,221,4,0,64,111,15,0,4,1,4,7,1,0,1,0,1,2,1,2,3
PT_310806,Santo António Da Serra,805,553,6,3,161,214,72,18,10,10,7,6,3,3,2,0,3,0,6,9,20
PT_310805,Santa Cruz,7245,2587,41,18,774,935,218,143,72,68,52,59,49,4,11,6,11,6,10,15,95
PT_310804,Gaula,3865,1642,32,18,437,610,161,92,51,27,38,31,35,5,9,13,5,4,7,12,55
PT_310803,Caniço,21864,8644,148,64,2248,3171,864,575,344,163,171,203,257,21,34,29,36,25,65,72,154
PT_310802,Camacha,6188,2910,56,33,739,1102,270,145,118,51,50,66,74,19,17,12,11,15,28,20,84
PT_310704,Tábua,1260,490,8,5,93,255,61,17,6,5,10,7,5,2,1,1,1,0,1,3,9
PT_310703,Serra De Água,1064,498,14,4,119,263,46,9,5,8,2,6,5,0,1,1,2,1,1,4,7
PT_310702,Ribeira Brava,7088,2982,63,11,610,1441,337,136,68,31,42,59,46,6,11,6,17,13,15,10,60
PT_310701,Campanário,4642,1870,55,9,357,958,169,59,28,26,23,42,35,6,4,12,19,2,19,10,37
PT_310604,Seixal,716,448,2,2,117,249,27,16,6,4,8,3,2,0,3,0,2,0,1,3,3
