gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD.CDS-PP.PPM,CH,IL,BE,PCP-PEV,L,ADN,PAN,Volt,E,ND,RIR,MAS,MPT,NC,PTP
PT_101515,Meirinhas,1482,738,8,11,81,382,96,87,13,4,13,21,6,6,3,5,0,2,0,0,0
PT_101514,Vila Cã,1342,444,5,14,106,190,61,34,7,10,7,6,1,1,0,1,0,0,1,0,0
PT_101513,Vermoil,2480,1018,7,26,228,433,128,90,21,22,15,33,4,1,0,1,3,2,2,1,1
PT_101510,Redinha,1901,594,6,11,204,207,65,43,20,4,9,6,5,7,2,0,1,2,1,0,1
PT_101509,Pombal,15276,5051,40,109,1327,1850,530,483,201,99,210,95,42,13,14,10,6,3,13,4,2
PT_101508,Pelariga,1824,619,4,9,164,238,59,57,14,8,19,20,6,3,9,2,0,3,3,1,0
PT_101506,Louriçal,3956,1388,16,48,341,604,100,95,50,20,38,43,8,4,5,8,4,1,2,0,1
PT_101505,Carriço,3096,1002,9,19,260,409,111,71,28,11,24,34,7,1,2,3,4,2,1,4,2
PT_101504,Carnide,1595,533,7,8,65,311,66,42,9,1,6,12,2,2,0,0,0,0,1,1,0
PT_101503,Almagreira,2784,829,1,13,189,409,70,73,12,2,18,18,3,8,4,2,2,0,3,1,1
PT_101501,Abiul,2377,696,6,9,111,365,89,45,15,6,15,15,6,4,1,3,2,3,0,1,0
PT_101407,Peniche,12138,4948,26,63,1618,1327,558,425,227,292,215,54,74,11,20,7,17,5,2,7,0
PT_101406,Ferrel,2573,1336,9,15,440,331,148,167,65,42,65,18,23,2,0,2,3,1,4,1,0
PT_101405,Serra Del-Rei,1213,655,5,13,180,187,74,81,24,37,26,11,6,2,4,2,3,0,0,0,0
PT_101402,Atouguia Da Baleia,8347,4044,31,53,1146,1322,485,399,164,117,133,77,52,13,18,6,13,5,3,4,3
PT_101303,Vila Facaia,462,306,7,4,79,126,30,16,10,10,4,9,6,1,0,0,3,0,0,1,0
PT_101302,Pedrógão Grande,1970,1319,9,21,349,463,186,120,35,35,58,13,12,1,6,2,2,2,2,2,1
PT_101301,Graça,576,273,3,9,72,112,25,14,8,12,7,7,3,0,0,0,0,0,1,0,0
PT_101210,"Santa Maria, São Pedro e Sobral da Lagoa",3493,1626,7,22,481,509,145,204,72,48,76,20,20,6,5,2,2,2,3,0,2
PT_101209,Usseira,796,370,5,9,68,153,51,31,11,10,9,12,5,1,1,1,1,1,1,0,0
PT_101208,Gaeiras,2103,1019,7,17,367,278,88,106,48,19,52,12,10,3,1,4,3,2,1,1,0
PT_101207,Vau,911,505,4,4,134,171,49,73,14,15,24,6,5,3,0,0,2,0,1,0,0
PT_101203,Olho Marinho,1192,528,2,7,144,156,57,49,18,49,20,10,7,0,4,1,4,0,0,0,0
PT_101202,Amoreira,953,364,5,8,110,105,35,39,16,9,14,9,6,0,2,0,1,2,2,1,0
PT_101201,A Dos Negros,1346,581,6,7,204,165,64,49,23,26,13,13,7,1,0,0,2,1,0,0,0
PT_101103,Valado Dos Frades,2685,980,7,12,333,271,76,63,56,98,34,7,10,2,6,0,1,3,1,0,0
PT_101102,Nazaré,9862,3942,28,52,1286,1108,402,398,213,167,137,54,59,8,8,4,9,0,3,3,3
PT_101101,Famalicão,1529,707,9,7,258,222,69,40,27,10,28,11,14,2,2,1,2,1,1,2,1
PT_101003,Moita,1232,456,1,10,197,87,51,19,20,48,11,5,3,1,0,0,0,0,1,2,0
PT_101002,Vieira De Leiria,5073,2311,33,47,822,562,261,167,113,142,69,31,31,6,6,7,6,1,5,0,2
PT_101001,Marinha Grande,27874,10232,83,143,3436,2270,1016,991,602,910,417,128,117,25,18,14,14,5,18,17,8
PT_100940,Souto da Carpalhosa e Ortigosa,5058,2369,21,56,406,1153,218,229,64,12,68,80,26,5,6,3,8,2,9,3,0
PT_100939,Santa Eufémia e Boa Vista,3768,1747,9,44,274,866,145,186,57,25,33,65,11,4,5,9,3,1,5,2,3
PT_100938,Santa Catarina da Serra e Chainça,4197,2292,30,32,262,1301,243,210,38,16,39,75,18,6,7,4,3,4,1,3,0
PT_100937,Parceiros e Azoia,6691,3046,25,46,821,1047,289,429,131,46,91,44,45,5,8,4,3,4,6,2,0
PT_100936,Monte Redondo e Carreira,4740,1988,22,41,499,780,206,163,67,42,56,53,24,2,7,6,7,4,6,3,0
PT_100935,Monte Real e Carvide,5010,2139,23,35,616,750,222,212,92,39,55,44,18,3,4,2,8,5,7,2,2
PT_100934,Marrazes e Barosa,21804,8183,63,108,2405,2523,897,1002,377,184,305,115,99,22,25,8,8,8,20,9,5
PT_100933,"Leiria, Pousos, Barreira e Cortes",29066,13350,109,182,3362,4627,1105,1843,662,275,693,192,154,29,24,15,15,15,32,8,8
PT_100932,Colmeias e Memória,3788,1328,5,30,260,628,156,114,45,8,30,30,6,1,5,4,2,1,2,1,0
PT_100926,Bidoeira De Cima,2095,886,17,16,101,519,74,81,14,3,5,34,10,2,1,4,1,2,0,2,0
PT_100925,Bajouca,1785,975,10,24,114,569,59,87,21,10,33,18,10,1,2,1,5,2,4,3,2
PT_100921,Regueira De Pontes,1873,823,18,14,219,296,102,78,24,13,26,17,5,2,1,2,1,1,1,1,2
PT_100915,Milagres,2801,1107,13,23,232,463,113,123,44,10,25,30,8,2,7,5,1,1,4,2,1
PT_100913,Maceira,8341,3405,33,89,1055,1101,344,349,117,78,102,56,39,6,5,5,4,6,8,4,4
PT_100909,Coimbrão,1649,1040,9,25,292,327,127,113,36,23,37,21,18,1,2,5,1,3,0,0,0
PT_100907,Caranguejeira,4254,1963,16,37,256,1073,192,186,29,12,35,74,17,3,6,13,3,6,1,2,2
PT_100902,Arrabal,2349,1329,8,22,251,609,141,158,25,16,21,34,18,1,9,3,3,0,10,0,0
PT_100901,Amor,4084,1706,24,35,469,574,181,179,59,43,51,40,15,4,3,5,11,5,2,3,3
PT_100806,Figueiró dos Vinhos e Bairradas,3300,1606,16,29,531,570,177,103,52,29,38,27,20,2,2,2,3,2,3,0,0
PT_100803,Campelo,164,120,0,4,31,52,15,7,3,2,1,4,1,0,0,0,0,0,0,0,0
PT_100802,Arega,691,352,2,5,114,151,19,20,7,3,9,11,2,2,1,3,0,1,0,1,1
PT_100801,Aguda,912,401,11,4,98,169,58,16,11,4,7,11,4,0,3,0,2,1,1,0,1
PT_100703,Castanheira de Pêra e Coentral,2456,1440,17,30,637,395,139,84,42,30,31,17,13,0,1,1,0,2,1,0,0
PT_100619,Tornada e Salir do Porto,3963,1898,9,36,618,576,188,179,100,49,78,22,20,4,5,1,3,1,4,2,3
PT_100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,10601,4313,40,56,1275,1233,521,406,253,144,227,57,55,7,11,5,8,5,6,2,2
PT_100617,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",16264,6463,43,80,1839,2063,619,704,354,182,352,78,76,26,17,10,2,9,4,2,3
PT_100615,Vidais,931,513,3,8,122,218,50,36,26,11,19,5,6,1,0,1,4,1,0,1,1
PT_100611,Santa Catarina,2554,1199,15,16,244,555,121,103,34,23,34,28,12,1,0,2,3,4,2,1,1
PT_100609,Salir De Matos,2219,1058,14,24,313,357,101,88,53,12,35,30,17,0,1,4,2,1,4,2,0
PT_100608,Nadadouro,1730,889,0,9,261,304,80,86,42,27,43,9,16,4,3,1,3,0,0,1,0
PT_100607,Landal,893,437,0,6,103,204,50,19,16,8,15,9,2,0,2,0,0,0,1,1,1
PT_100606,Foz Do Arelho,1319,1162,8,12,374,371,118,104,62,35,33,26,4,3,2,0,5,0,5,0,0
PT_100604,Carvalhal Benfeito,1001,439,5,8,76,225,35,36,12,9,10,12,6,0,0,1,0,0,2,2,0
PT_100602,Alvorninha,2474,946,7,11,245,400,86,85,36,17,25,14,9,0,2,2,3,2,1,0,1
PT_100601,A Dos Francos,1407,674,5,8,160,291,92,33,27,14,20,16,4,1,0,1,0,0,1,1,0
PT_100506,Bombarral e Vale Covo,6265,2685,25,40,836,804,276,219,143,130,104,43,37,9,0,6,3,4,4,1,1
PT_100505,Pó,722,318,2,5,94,132,27,24,6,9,6,10,1,0,0,1,0,0,1,0,0
PT_100503,Roliça,2273,985,6,13,325,308,111,65,36,69,18,19,4,2,4,0,2,1,0,2,0
PT_100502,Carvalhal,2217,985,5,13,344,320,93,71,38,28,32,12,10,5,3,4,2,0,2,2,1
PT_100404,Golpilheira,1325,642,6,19,148,288,50,60,14,8,18,19,2,2,1,2,2,0,2,1,0
PT_100403,São Mamede,3167,1534,8,19,204,797,260,114,25,7,23,56,5,3,5,3,0,2,1,1,1
PT_100402,Reguengo Do Fetal,1881,862,15,16,241,380,63,69,21,9,13,17,3,2,2,2,4,0,2,3,0
PT_100401,Batalha,7530,3366,35,60,730,1292,344,454,116,67,106,75,32,12,11,6,7,6,9,2,2
PT_100309,Ansião,3229,1436,12,18,459,525,131,119,33,38,28,34,14,1,6,5,7,3,1,2,0
PT_100307,Santiago Da Guarda,2584,1193,10,16,271,635,98,70,13,13,26,23,4,1,1,2,2,2,3,3,0
PT_100306,Pousaflores,806,466,5,5,126,212,60,18,5,5,12,7,2,0,3,1,2,1,1,1,0
PT_100304,Chão De Couce,1628,680,7,11,165,339,59,39,12,6,7,18,6,2,0,5,2,0,1,0,1
PT_100303,Avelar,1829,776,4,10,242,291,82,50,26,22,19,16,7,1,2,2,0,0,0,1,1
PT_100301,Alvorge,933,411,6,12,134,157,33,23,8,1,13,15,4,0,1,2,0,1,0,0,1
PT_100209,Pussos São Pedro,1538,738,9,11,160,355,101,30,13,13,13,15,4,3,3,1,2,0,0,3,2
PT_100208,Alvaiázere,1576,852,14,13,203,390,96,57,25,10,11,20,5,0,2,1,3,0,1,0,1
PT_100205,Pelmá,677,276,2,4,41,134,56,11,6,3,2,12,2,0,0,2,0,0,0,1,0
PT_100204,Maçãs de Dona Maria,1399,633,7,8,132,348,65,20,11,11,9,9,7,0,0,3,1,1,1,0,0
PT_100201,Almoster,525,276,2,4,61,147,17,14,5,5,6,12,1,1,0,0,1,0,0,0,0
PT_100123,Pataias e Martingança,6052,2571,21,57,935,714,289,185,82,112,89,27,31,4,4,3,5,4,5,4,0
PT_100122,"Coz, Alpedriz e Montes",2671,1108,12,27,450,284,95,92,29,31,31,23,14,3,7,3,3,2,1,0,1
PT_100121,Alcobaça e Vestiaria,6143,3136,18,45,863,1073,292,372,125,107,145,37,36,5,5,0,0,3,4,6,0
PT_100120,Aljubarrota,5655,2025,29,42,623,659,225,178,65,53,57,43,29,5,5,3,2,1,2,3,1
PT_100116,Vimeiro,1574,888,14,9,159,480,106,58,10,10,14,19,3,1,1,1,1,1,0,1,0
PT_100114,Turquel,3862,1674,34,12,294,854,195,119,31,12,44,45,10,5,7,3,3,0,3,1,2
PT_100112,São Martinho Do Porto,2878,2227,18,28,646,741,229,238,105,69,88,23,27,3,2,1,1,3,3,2,0
PT_100109,Maiorga,1619,661,9,7,284,148,81,41,27,31,14,6,7,0,1,1,1,0,1,1,1
PT_100108,Évora De Alcobaça,3708,1790,25,23,490,787,159,147,25,36,25,38,8,8,1,8,2,1,1,5,1
PT_100106,Cela,2765,1034,13,22,301,427,71,71,38,23,29,18,11,1,3,2,2,0,0,2,0
PT_100105,Benedita,7360,3694,44,63,692,1679,360,447,127,36,107,73,25,4,6,12,5,4,5,4,1
PT_100104,Bárrio,1319,532,7,7,201,171,47,30,15,19,21,10,1,0,0,1,0,2,0,0,0
PT_100102,Alfeizerão,3236,1236,21,13,319,498,142,106,31,19,34,25,17,3,1,2,1,0,1,1,2
PT_091419,Vila Nova de Foz Côa,3081,1249,17,13,454,445,125,30,35,39,30,15,4,3,5,1,2,28,2,1,0
PT_091418,Freixo de Numão,510,234,3,1,94,72,16,10,10,5,11,8,2,0,0,0,1,0,0,0,1
PT_091416,Touça,212,84,1,4,27,27,10,1,1,3,2,2,0,1,1,2,1,0,1,0,0
PT_091415,Seixas,273,107,0,2,28,53,8,3,3,1,3,3,0,1,1,0,0,0,1,0,0
PT_091414,Sebadelhe,251,104,2,0,49,31,11,0,6,1,0,4,0,0,0,0,0,0,0,0,0
PT_091412,Santa Comba,264,114,0,3,29,46,13,9,5,2,1,2,2,2,0,0,0,0,0,0,0
PT_091411,Numão,243,108,1,1,47,45,8,0,2,0,1,1,1,0,0,0,1,0,0,0,0
PT_091410,Muxagata,292,151,1,4,46,53,25,5,4,1,3,3,1,2,0,1,0,1,1,0,0
PT_091407,Horta,221,96,0,1,42,32,8,7,2,0,0,4,0,0,0,0,0,0,0,0,0
PT_091405,Custóias,220,93,0,1,19,54,6,1,6,2,1,3,0,0,0,0,0,0,0,0,0
PT_091404,Chãs,259,116,2,3,38,47,12,0,2,1,1,8,0,0,0,1,0,1,0,0,0
PT_091403,Cedovim,280,144,1,0,52,57,17,8,0,2,0,4,1,1,1,0,0,0,0,0,0
PT_091402,Castelo Melhor,235,110,0,3,46,35,2,4,4,5,2,5,0,0,2,1,0,1,0,0,0
PT_091401,Almendra,351,120,0,2,49,45,12,3,1,2,1,1,1,2,1,0,0,0,0,0,0
PT_091335,Vilares e Carnicães,305,225,2,2,78,84,24,7,9,4,2,7,3,0,0,2,0,0,0,0,1
PT_091334,Vila Franca das Naves e Feital,861,359,0,4,117,158,24,17,7,5,10,6,4,0,1,0,1,1,0,2,2
PT_091333,Vale do Seixo e Vila Garcia,230,131,5,1,48,45,16,6,4,1,1,2,0,0,0,0,0,0,0,0,2
PT_091332,Trancoso (São Pedro e Santa Maria) e Souto Maior,2995,1223,6,16,443,444,125,73,28,19,16,35,1,2,2,0,2,1,4,3,3
PT_091331,"Torre do Terrenho, Sebadelhe da Serra e Terrenho",423,227,3,3,67,98,34,5,3,2,3,6,1,0,0,0,0,0,1,0,1
PT_091330,Freches e Torres,498,232,3,2,81,88,25,7,5,8,7,6,0,0,0,0,0,0,0,0,0
PT_091325,Valdujo,165,82,2,4,33,31,3,3,0,2,1,3,0,0,0,0,0,0,0,0,0
PT_091321,Tamanhos,212,98,0,2,37,38,14,3,0,0,0,3,0,1,0,0,0,0,0,0,0
PT_091316,Rio De Mel,241,127,3,0,40,61,9,4,2,2,0,4,0,1,0,0,0,1,0,0,0
PT_091315,Reboleiro,197,107,2,4,24,51,9,5,5,0,1,5,0,0,0,0,0,0,1,0,0
PT_091314,Póvoa Do Concelho,283,127,1,1,26,65,10,7,2,1,1,7,0,2,1,1,0,1,0,0,1
PT_091313,Palhais,179,81,2,2,15,41,5,1,3,1,6,2,0,0,0,1,2,0,0,0,0
PT_091312,Moreira De Rei,462,128,2,0,63,40,8,4,3,0,4,1,0,0,0,1,0,1,0,1,0
PT_091311,Moimentinha,198,76,0,0,20,36,7,5,2,0,0,4,0,0,1,1,0,0,0,0,0
PT_091310,Guilheiro,138,75,1,0,34,20,7,1,2,1,0,6,2,0,0,1,0,0,0,0,0
PT_091309,Granja,162,74,3,1,27,30,7,0,0,2,0,3,0,0,0,0,0,1,0,0,0
PT_091307,Fiães,231,119,0,1,40,53,14,2,2,2,0,2,0,1,0,2,0,0,0,0,0
PT_091305,Cótimos,156,63,0,0,38,16,4,1,2,0,0,1,0,0,0,0,0,1,0,0,0
PT_091304,Cogula,151,102,2,0,44,35,13,4,0,0,1,3,0,0,0,0,0,0,0,0,0
PT_091303,Castanheira,154,92,1,1,15,50,14,6,2,0,1,2,0,0,0,0,0,0,0,0,0
PT_091301,Aldeia Nova,270,85,1,6,29,33,8,2,2,0,0,1,0,1,1,0,0,1,0,0,0
PT_091236,Vide e Cabeça,541,368,4,6,169,78,34,20,13,23,15,2,1,0,0,0,1,0,1,1,0
PT_091235,Tourais e Lajes,1510,659,5,6,183,316,77,16,9,10,9,17,4,2,1,1,2,1,0,0,0
PT_091234,Torrozelo e Folhadosa,662,346,10,3,186,68,36,10,8,6,7,8,0,1,0,1,2,0,0,0,0
PT_091233,"Seia, São Romão e Lapa dos Dinheiros",7945,3176,31,48,1247,922,275,210,114,139,89,44,25,4,3,5,5,6,2,3,4
PT_091232,Santa Marinha e São Martinho,1368,627,4,10,293,176,59,22,19,16,5,14,4,0,0,2,0,0,1,1,1
PT_091231,Sameice e Santa Eulália,505,242,2,3,112,88,17,6,1,1,2,2,3,2,0,0,0,2,0,0,1
PT_091230,Carragozela e Várzea de Meruge,500,297,1,2,129,85,41,16,8,5,6,2,0,0,0,0,0,1,1,0,0
PT_091228,Vila Cova à Coelheira,308,160,0,2,96,28,21,4,1,2,0,3,0,0,2,0,1,0,0,0,0
PT_091225,Valezim,257,126,2,2,54,42,6,7,3,1,5,0,1,1,1,1,0,0,0,0,0
PT_091224,Travancinha,357,236,6,8,63,107,25,8,2,1,3,5,1,1,0,0,2,1,1,2,0
PT_091221,Teixeira,159,158,3,10,67,36,8,6,7,7,7,5,2,0,0,0,0,0,0,0,0
PT_091219,Sazes Da Beira,225,121,0,0,56,41,8,2,1,3,2,3,2,1,1,0,0,1,0,0,0
PT_091216,Santiago,1074,445,5,9,122,176,47,29,16,10,15,10,3,0,1,0,1,1,0,0,0
PT_091213,Santa Comba,689,273,2,5,100,82,44,13,6,11,3,5,0,0,1,1,0,0,0,0,0
PT_091212,Sandomil,683,407,13,9,158,134,34,34,4,5,2,7,2,0,2,1,1,0,0,1,0
PT_091210,Sabugueiro,345,208,4,9,82,50,21,15,8,7,6,1,1,0,1,0,1,0,2,0,0
PT_091209,Pinhanços,613,235,6,5,72,103,24,5,5,1,4,7,2,0,0,0,0,0,0,1,0
PT_091208,Paranhos,1237,462,3,6,131,206,55,16,4,8,12,8,6,3,3,0,0,1,0,0,0
PT_091207,Loriga,814,485,3,7,270,96,25,22,13,19,16,1,5,2,1,2,1,0,1,1,0
PT_091205,Girabolhos,324,122,5,1,41,52,10,6,1,0,1,3,0,0,0,0,1,0,1,0,0
PT_091201,Alvoco Da Serra,404,246,5,4,89,65,11,8,11,47,1,2,2,0,0,0,0,1,0,0,0
PT_091147,Seixo do Côa e Vale Longo,263,156,1,2,56,56,18,8,3,0,2,5,0,0,1,3,1,0,0,0,0
PT_091146,Santo Estêvão e Moita,370,160,2,2,76,35,23,5,3,4,2,1,3,0,1,1,0,0,0,1,1
PT_091145,Sabugal e Aldeia de Santo António,2576,968,11,20,341,282,156,67,23,17,19,13,9,0,1,1,2,1,1,3,1
PT_091144,"Ruvina, Ruivós e Vale das Éguas",223,141,1,4,36,60,12,9,7,2,1,4,2,1,1,0,0,0,0,1,0
PT_091143,"Pousafoles do Bispo, Pena Lobo e Lomba",381,239,4,3,75,83,34,12,12,2,5,4,1,0,0,1,1,1,1,0,0
PT_091142,Lajeosa e Forcalhos,235,135,1,1,45,42,24,7,4,3,3,3,1,0,0,0,0,0,0,0,1
PT_091141,"Aldeia da Ribeira, Vilar Maior e Badamalos",323,235,6,3,89,71,30,5,5,9,4,4,3,1,1,1,1,0,0,2,0
PT_091139,Vila Do Touro,152,101,2,0,37,32,11,5,3,0,2,2,4,0,0,1,1,1,0,0,0
PT_091138,Vila Boa,271,128,1,3,47,39,18,2,6,0,4,1,0,2,1,0,1,1,2,0,0
PT_091136,Vale De Espinho,398,130,2,4,44,58,13,4,1,2,0,1,0,1,0,0,0,0,0,0,0
PT_091134,Souto,1042,320,6,3,99,106,46,11,12,8,7,11,3,0,4,0,1,1,0,2,0
PT_091133,Sortelha,384,273,3,4,107,77,30,15,14,4,7,4,2,0,2,1,0,1,1,1,0
PT_091127,Rendo,271,172,1,2,47,58,36,4,4,4,7,4,1,2,0,0,0,1,0,1,0
PT_091126,Rebolosa,228,112,1,3,25,47,16,1,5,2,5,3,0,1,1,0,0,1,0,1,0
PT_091125,Rapoula Do Côa,193,125,1,1,40,40,23,10,1,0,1,4,1,0,1,0,0,2,0,0,0
PT_091124,Quintas De São Bartolomeu,237,92,2,1,34,28,14,2,4,2,2,2,1,0,0,0,0,0,0,0,0
PT_091123,Quadrazais,507,195,3,4,73,50,35,7,2,2,3,3,6,1,2,1,1,1,0,1,0
PT_091120,Nave,248,118,2,3,23,37,26,16,1,1,4,1,2,0,0,0,0,0,1,1,0
PT_091118,Malcata,368,100,4,2,34,27,23,2,2,1,1,1,1,0,1,0,0,1,0,0,0
PT_091114,Fóios,277,127,0,2,64,35,15,5,4,1,0,1,0,0,0,0,0,0,0,0,0
PT_091113,Cerdeira,183,75,0,3,23,24,15,1,1,1,2,1,1,1,0,1,0,0,0,1,0
PT_091112,Casteleiro,281,127,1,1,68,21,16,3,4,1,4,1,0,0,1,3,2,0,0,1,0
PT_091111,Bismula,196,56,0,0,22,14,11,0,4,1,2,0,2,0,0,0,0,0,0,0,0
PT_091110,Bendada,492,255,3,7,117,66,33,10,4,3,4,5,1,0,0,0,1,0,0,0,1
PT_091109,Baraçal,182,84,0,0,25,37,6,3,5,1,4,2,0,0,1,0,0,0,0,0,0
PT_091107,Alfaiates,343,122,3,2,35,38,29,8,1,0,2,2,0,0,0,0,1,0,1,0,0
PT_091106,Aldeia Velha,366,157,2,3,35,79,17,6,2,1,0,9,1,1,1,0,0,0,0,0,0
PT_091103,Aldeia Da Ponte,316,196,0,2,68,62,23,16,6,2,6,3,2,0,0,2,0,2,0,2,0
PT_091102,Aldeia Do Bispo,231,140,2,2,44,60,12,8,1,1,1,4,2,0,0,1,0,0,0,1,1
PT_091101,Águas Belas,181,106,4,1,24,44,9,5,6,1,3,5,3,0,0,0,1,0,0,0,0
PT_091035,Atalaia e Safurdão,199,161,0,7,43,75,18,2,7,2,1,4,0,0,1,0,0,1,0,0,0
PT_091034,Vale do Massueime,257,162,2,1,38,87,8,0,5,7,6,5,1,0,0,1,0,0,0,1,0
PT_091033,Vale do Côa,183,169,0,0,24,98,24,3,2,1,5,4,2,3,0,0,0,1,2,0,0
PT_091032,Alto do Palurdo,239,107,2,2,38,52,3,4,4,0,1,1,0,0,0,0,0,0,0,0,0
PT_091031,Valbom/Bogalhal,208,114,0,5,27,65,2,4,3,1,5,1,0,0,0,1,0,0,0,0,0
PT_091030,Terras de Massueime,259,106,2,3,31,46,10,4,2,5,0,2,0,0,0,1,0,0,0,0,0
PT_091029,Alverca da Beira/Bouça Cova,454,205,2,3,100,47,20,9,3,5,2,6,1,1,1,2,1,1,1,0,0
PT_091028,Agregação das freguesias Sul de Pinhel,375,194,8,6,57,70,19,7,4,3,5,9,1,0,1,1,0,0,2,0,1
PT_091027,Vascoveiro,188,84,1,3,17,48,11,1,0,0,0,2,0,0,0,0,1,0,0,0,0
PT_091024,Souro Pires,525,118,2,1,56,35,6,6,5,0,4,2,0,0,0,0,0,1,0,0,0
PT_091018,Pínzio,335,185,0,2,64,63,19,17,10,1,3,1,1,1,0,0,1,0,1,0,1
PT_091017,Pinhel,3194,1174,15,13,379,450,125,73,31,28,18,21,9,2,0,4,2,1,0,1,2
PT_091015,Pala,539,175,4,3,78,49,18,7,1,3,2,4,2,0,2,0,2,0,0,0,0
PT_091014,Manigoto,175,76,0,4,19,39,2,5,2,2,0,2,1,0,0,0,0,0,0,0,0
PT_091013,Lameiras,215,128,1,3,46,54,10,2,2,1,4,4,0,0,1,0,0,0,0,0,0
PT_091012,Lamegal,225,144,0,2,29,68,16,7,4,6,1,4,2,0,1,3,1,0,0,0,0
PT_091010,Freixedas,807,300,1,3,76,137,32,14,4,8,11,10,1,1,0,2,0,0,0,0,0
PT_091009,Ervedosa,145,62,1,3,12,36,5,1,0,0,0,3,0,0,1,0,0,0,0,0,0
PT_090919,"Vale Flor, Carvalhal e Pai Penela",319,156,0,5,33,68,28,0,5,0,3,8,0,1,1,1,1,1,1,0,0
PT_090918,Prova e Casteição,331,161,6,0,40,69,23,3,1,0,3,9,3,0,1,1,0,1,1,0,0
PT_090917,"Meda, Outeiro de Gatos e Fonte Longa",2282,923,10,12,345,324,92,55,18,9,24,21,4,3,0,2,0,4,0,0,0
PT_090915,Ranhados,299,107,3,1,27,57,9,2,0,3,1,2,0,0,0,0,1,0,0,1,0
PT_090914,Rabaçal,246,94,0,1,28,47,6,4,2,1,0,4,0,0,1,0,0,0,0,0,0
PT_090912,Poço Do Canto,399,168,3,1,44,80,15,3,6,2,2,7,0,0,1,2,0,0,1,1,0
PT_090908,Marialva,264,136,3,0,50,46,9,10,3,4,2,3,3,0,0,1,0,1,0,0,1
PT_090907,Longroiva,256,142,2,3,40,65,6,5,4,1,5,8,0,0,1,2,0,0,0,0,0
PT_090905,Coriscada,181,132,1,1,37,58,9,7,7,1,0,6,1,1,0,1,1,1,0,0,0
PT_090902,Barreira,202,95,2,1,18,51,4,2,5,3,1,6,0,0,2,0,0,0,0,0,0
PT_090901,Aveloso,194,77,2,1,19,34,13,3,2,1,0,2,0,0,0,0,0,0,0,0,0
PT_090804,Vale de Amoreira,253,121,1,2,38,41,9,8,6,1,4,8,0,0,0,2,0,0,1,0,0
PT_090803,Manteigas (São Pedro),1115,489,7,3,213,136,28,40,17,7,18,11,3,1,0,0,1,2,1,1,0
PT_090802,Manteigas (Santa Maria),1266,549,4,3,226,135,39,54,30,21,20,7,3,2,2,0,0,2,1,0,0
PT_090801,Sameiro,306,128,3,0,47,33,17,13,6,2,3,1,2,0,1,0,0,0,0,0,0
PT_090766,Adão,292,156,2,4,51,65,16,1,2,0,2,8,2,0,0,0,2,1,0,0,0
PT_090765,Rochoso e Monte Margarida,246,119,2,0,32,40,12,11,5,7,0,2,2,1,0,1,1,1,2,0,0
PT_090764,Pousade e Albardo,261,167,1,1,69,52,21,9,4,2,3,2,0,0,0,0,1,0,1,1,0
PT_090763,"Mizarela, Pêro Soares e Vila Soeiro",220,169,6,3,71,30,17,16,9,6,3,0,4,1,1,0,1,0,0,1,0
PT_090762,Corujeira e Trinta,472,223,0,2,94,66,31,1,11,2,4,6,3,0,0,0,1,1,1,0,0
PT_090761,Avelãs de Ambom e Rocamondo,152,87,0,1,39,30,12,1,2,1,0,1,0,0,0,0,0,0,0,0,0
PT_090760,Jarmelo São Pedro,261,165,0,1,45,58,33,12,3,0,3,3,3,1,0,0,1,2,0,0,0
PT_090759,Jarmelo São Miguel,273,225,0,1,77,89,29,13,3,3,1,5,2,0,1,0,0,0,1,0,0
PT_090758,Guarda,22992,9447,100,79,3238,3062,964,883,381,154,292,121,82,15,22,19,13,9,5,3,5
PT_090757,Gonçalo,956,411,3,7,214,79,25,17,16,32,8,4,3,2,1,0,0,0,0,0,0
PT_090753,Vila Garcia,299,137,4,3,57,46,9,9,3,1,2,3,0,0,0,0,0,0,0,0,0
PT_090752,Vila Franca Do Deão,137,84,3,0,25,36,8,3,1,1,2,2,1,0,0,0,1,0,0,1,0
PT_090751,Vila Fernando,441,151,3,2,40,64,12,4,6,5,5,5,2,0,1,0,1,1,0,0,0
PT_090750,Vila Cortês Do Mondego,249,80,0,3,43,13,15,0,1,3,1,0,1,0,0,0,0,0,0,0,0
PT_090749,Videmonte,359,247,9,5,86,84,28,14,6,2,4,4,3,1,1,0,0,0,0,0,0
PT_090748,Vela,343,181,2,0,80,36,19,8,15,3,10,3,2,0,1,0,0,0,2,0,0
PT_090747,Valhelhas,329,199,2,3,90,45,23,9,6,8,3,4,2,0,2,0,0,0,2,0,0
PT_090746,Vale De Estrela,339,172,3,1,84,50,11,8,7,0,2,4,1,1,0,0,0,0,0,0,0
PT_090744,Sobral Da Serra,231,135,0,1,55,45,16,2,5,2,2,3,1,0,0,1,0,1,1,0,0
PT_090738,Santana Da Azinha,407,114,0,2,45,35,17,4,2,2,1,4,2,0,0,0,0,0,0,0,0
PT_090734,Ramela,182,97,0,3,44,31,5,5,5,0,2,2,0,0,0,0,0,0,0,0,0
PT_090732,Porto Da Carne,253,150,2,0,57,58,17,8,2,3,1,2,0,0,0,0,0,0,0,0,0
