gisco_id,name,registered,turnout,invalid,blank,CDU,SPD,FDP,DIE LINKE,GRÜNE,CSU,PIRATEN,NPD,Tierschutzpartei,REP,ÖDP,FAMILIE,Bündnis 21/RRP,RENTNER,BP,PBC,BüSo,DIE VIOLETTEN,MLPD,Volksabstimmung,AfD,BIG,pro Deutschland,FREIE WÄHLER,PARTEI DER VERNUNFT,Die PARTEI,Bergpartei,BGD,DKP,NEIN,WGr/EB
DE_01001000,Flensburg,70321,37772,501,0,12338,15694,615,2777,3302,0,1076,279,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0
DE_01001999,Briefwahl für mehrere Gemeinden,0,9055,88,0,3309,3221,192,473,1231,0,227,45,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0
DE_01002000,Kiel,187464,102600,1281,0,31217,45345,1901,5992,9959,0,2692,691,0,0,0,0,0,592,0,0,0,0,0,0,2869,0,0,0,0,0,0,0,0,0,61
DE_01002999,Briefwahl für mehrere Gemeinden,0,29454,243,0,10192,11728,802,1228,3505,0,655,95,0,0,0,0,0,240,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,19
DE_01003000,Lübeck,167287,90577,1201,0,31192,37623,1926,5305,6578,0,2179,768,0,0,0,0,0,0,0,0,0,0,0,0,3037,0,0,768,0,0,0,0,0,0,0
DE_01003999,Briefwahl für mehrere Gemeinden,0,22774,222,0,8781,8504,783,900,2138,0,427,93,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,226,0,0,0,0,0,0,0
DE_01004000,Neumünster,61095,34003,560,0,13190,13730,533,1555,1637,0,701,533,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,59
DE_01004999,Briefwahl für mehrere Gemeinden,0,5954,63,0,2667,2161,122,213,356,0,96,65,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,9
DE_01051001,Albersdorf,2695,1517,16,0,778,415,78,64,62,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
DE_01051002,Arkebek,176,125,1,0,80,21,6,5,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DE_01051003,Averlak,476,263,2,0,125,89,9,7,7,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
DE_01051004,Bargenstedt,743,493,8,0,260,149,23,12,12,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
DE_01051005,Barkenholm,144,102,0,0,51,34,3,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DE_01051006,Barlt,638,440,6,0,205,165,17,19,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
DE_01051008,Bergewöhrden,25,23,0,0,19,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051010,Brickeln,156,99,3,0,65,13,5,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
DE_01051011,Brunsbüttel,10521,5826,102,0,2271,2264,322,246,237,0,104,59,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0
DE_01051012,Buchholz,799,519,7,0,294,140,18,14,13,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
DE_01051013,Büsum,4160,2365,27,0,1227,793,48,85,80,0,29,7,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
DE_01051014,Büsumer Deichhausen,329,212,3,0,98,66,10,2,17,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
DE_01051015,Bunsoh,620,399,4,0,218,96,11,25,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
DE_01051016,Burg (Dithmarschen),3440,1935,30,0,868,642,111,79,76,0,32,19,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
DE_01051017,Busenwurth,239,157,2,0,87,41,7,5,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
DE_01051019,Dellstedt,594,381,7,0,249,75,4,13,17,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
DE_01051020,Delve,575,373,7,0,188,106,13,13,27,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
DE_01051021,Diekhusen-Fahrstedt,563,318,1,0,132,142,14,7,9,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
DE_01051022,Dingen,525,339,4,0,134,145,17,10,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
DE_01051023,Dörpling,466,290,8,0,178,66,3,8,13,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
DE_01051024,Eddelak,1077,646,12,0,319,193,24,31,17,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
DE_01051026,Eggstedt,640,438,1,0,223,131,11,20,14,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
DE_01051027,Elpersbüttel,682,434,9,0,219,149,16,11,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
DE_01051028,Epenwöhrden,608,383,6,0,191,118,20,15,15,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
DE_01051030,Fedderingen,202,133,4,0,83,24,6,1,4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DE_01051032,Frestedt,299,201,5,0,114,50,4,5,11,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
