gisco_id,name,registered,turnout,invalid,blank,SPD,CDU,GRÜNE,FDP,AfD,CSU,Die Linke,FREIE WÄHLER,Tierschutzpartei,dieBasis,Die PARTEI,Team Todenhöfer,PIRATEN,Volt,ÖDP,SSW,PdH,Bündnis C,BP,MLPD,PdF,SGP,BüSo,BÜNDNIS DEUTSCHLAND,BSW,MERA25,WerteUnion,Übrige
DE_01001000,Flensburg,69358,55072,372,0,7934,9860,16696,1261,7527,0,4255,242,0,0,0,0,0,547,0,6067,0,0,0,0,0,0,0,174,0,0,0,137
DE_01002000,Kiel,183830,151581,903,0,33263,30011,39858,4318,16402,0,15206,701,0,0,1905,0,0,2377,0,6637,0,0,0,0,0,0,0,0,0,0,0,0
DE_01003000,Lübeck,162925,129549,1139,0,36803,29412,25623,3520,19469,0,9446,1689,0,0,0,0,0,2173,0,0,0,0,0,275,0,0,0,0,0,0,0,0
DE_01004000,Neumünster,58634,44693,642,0,10900,12929,4489,1391,9877,0,2938,919,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051001,Albersdorf,2819,1685,22,0,332,578,119,47,421,0,107,36,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051002,Arkebek,243,171,1,0,39,70,11,7,32,0,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051003,Averlak,511,336,3,0,62,92,8,11,139,0,11,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051004,Bargenstedt,775,512,2,0,75,224,33,25,127,0,15,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051005,Barkenholm,145,101,0,0,16,36,10,4,19,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051006,Barlt,591,418,2,0,77,156,19,22,113,0,18,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051010,Brickeln,162,87,2,0,16,25,2,1,35,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051011,Brunsbüttel,9794,7807,60,0,1852,2393,568,454,1789,0,443,146,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051012,Buchholz,841,567,3,0,99,233,25,31,140,0,22,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051013,Büsum,4152,2169,16,0,464,818,174,87,403,0,86,30,0,0,0,0,0,16,0,75,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051014,Büsumer Deichhausen,322,192,2,0,46,68,26,7,24,0,8,1,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051015,Bunsoh,722,481,8,0,70,195,42,18,83,0,47,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051016,Burg (Dithmarschen),3400,1987,16,0,406,626,155,79,552,0,112,19,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051017,Busenwurth,252,164,0,0,26,51,10,12,51,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051019,Dellstedt,596,412,0,0,54,177,29,18,95,0,17,5,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051020,Delve,681,445,1,0,69,155,29,23,107,0,24,3,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051021,Diekhusen-Fahrstedt,562,386,4,0,88,132,20,23,92,0,22,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051022,Dingen,529,389,4,0,99,111,23,20,101,0,18,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051023,Dörpling,497,313,3,0,38,105,18,19,95,0,13,4,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051024,Eddelak,1094,677,3,0,115,262,32,21,177,0,49,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051026,Eggstedt,635,432,3,0,85,154,22,17,113,0,23,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051027,Elpersbüttel,725,493,3,0,87,215,32,14,112,0,17,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051028,Epenwöhrden,614,402,7,0,80,139,28,12,100,0,22,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051030,Fedderingen,236,143,1,0,19,49,17,3,33,0,10,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051032,Frestedt,309,190,1,0,34,75,8,12,35,0,14,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051034,Friedrichskoog,2024,1243,17,0,222,435,55,58,372,0,46,31,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051035,Gaushorn,152,88,3,0,16,25,4,4,24,0,6,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051036,Glüsing,88,65,0,0,7,30,4,9,8,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051037,Großenrade,382,259,0,0,50,80,28,14,56,0,20,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051039,Gudendorf,331,236,1,0,47,82,7,11,62,0,14,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051043,Hedwigenkoog,160,110,0,0,21,51,14,1,10,0,3,4,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051044,Heide,16527,12590,96,0,2702,3681,1229,459,2527,0,1005,111,0,0,0,0,0,135,0,645,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051045,Hellschen-Heringsand-Unterschaar,121,92,2,0,9,36,10,6,21,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051046,Helse,705,459,7,0,90,157,30,24,107,0,30,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051047,Hemme,384,211,0,0,41,70,17,14,45,0,7,4,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051048,Hemmingstedt,2255,1465,12,0,345,429,86,60,329,0,101,14,0,0,0,0,0,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051049,Hennstedt,1757,1007,7,0,147,343,58,64,273,0,46,14,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051051,Hochdonn,918,573,6,0,104,178,42,19,171,0,31,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051053,Hollingstedt,260,166,0,0,29,66,6,9,33,0,8,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051057,Kaiser-Wilhelm-Koog,261,180,3,0,41,74,10,7,28,0,9,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051058,Karolinenkoog,118,81,0,0,7,37,4,8,17,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051060,Kleve,340,235,2,0,33,88,22,10,52,0,8,3,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051061,Krempel,504,308,3,0,79,87,10,16,70,0,9,3,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051062,Kronprinzenkoog,690,441,3,0,82,156,25,24,122,0,23,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051063,Krumstedt,444,312,2,0,64,120,18,20,62,0,16,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051064,Kuden,529,339,2,0,54,106,22,17,103,0,20,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051065,Lehe,884,517,8,0,107,144,31,17,116,0,31,5,0,0,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051067,Lieth,324,207,1,0,34,89,13,4,46,0,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051068,Linden,689,434,1,0,67,155,35,22,101,0,23,3,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051069,Lohe-Rickelshof,1670,1091,11,0,256,369,117,33,177,0,59,7,0,0,0,0,0,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051071,Lunden,1362,665,12,0,126,158,43,17,197,0,56,5,0,0,0,0,0,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051072,Marne,4524,2658,28,0,581,843,175,184,628,0,153,38,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051073,Marnerdeich,304,183,1,0,28,75,9,9,49,0,7,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051074,Meldorf,5760,3355,34,0,810,1008,360,126,668,0,260,56,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051075,Neuenkirchen,771,497,3,0,95,167,32,24,136,0,13,7,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051076,Neufeld,472,305,1,0,51,120,21,18,65,0,23,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051077,Neufelderkoog,100,74,0,0,4,47,7,3,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051078,Nindorf,952,626,1,0,132,225,55,30,135,0,29,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051079,Norddeich,388,263,1,0,49,97,24,11,49,0,16,6,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051080,Norderheistedt,109,80,1,0,11,34,6,2,17,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051081,Norderwöhrden,196,114,1,0,15,56,5,11,19,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051082,Nordhastedt,2190,1417,9,0,315,503,120,44,277,0,68,12,0,0,0,0,0,22,0,47,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051083,Odderade,271,192,0,0,35,75,11,6,52,0,8,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051084,Oesterdeichstrich,182,124,0,0,20,52,5,9,15,0,10,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051085,Offenbüttel,209,162,1,0,23,79,11,9,26,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051086,Osterrade,327,210,2,0,35,97,20,5,39,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051087,Ostrohe,753,509,4,0,86,189,47,32,91,0,31,7,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051088,Pahlen,953,593,3,0,78,264,42,25,137,0,16,3,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051089,Quickborn,154,112,1,0,13,33,11,7,35,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051090,Ramhusen,118,88,3,0,11,38,0,5,26,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051092,Rehm-Flehde-Bargen,455,286,0,0,43,88,25,7,91,0,20,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051093,Reinsbüttel,356,238,4,0,44,75,25,14,48,0,7,3,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051096,Sankt Annen,262,158,0,0,18,53,15,2,45,0,3,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051097,Sankt Michaelisdonn,2833,1732,14,0,350,581,101,66,471,0,100,32,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051098,Sarzbüttel,595,408,2,0,87,141,28,24,94,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051099,Schafstedt,1101,748,1,0,123,285,61,29,169,0,54,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051100,Schalkholz,488,288,3,0,22,100,20,18,80,0,16,2,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051102,Schlichting,195,127,0,0,19,42,13,8,32,0,3,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051103,Schmedeswurth,152,108,1,0,18,40,11,7,20,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051105,Schülp,325,223,2,0,47,71,30,8,45,0,5,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051107,Stelle-Wittenwurth,403,215,1,0,28,72,15,8,54,0,10,4,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051108,Strübbel,76,51,1,0,8,18,10,4,4,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051109,Süderdeich,358,223,2,0,42,75,25,10,42,0,6,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051110,Süderhastedt,616,379,4,0,53,173,25,15,91,0,8,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051113,Wöhrden,926,555,2,0,106,204,41,20,107,0,39,8,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051114,Tellingstedt,2207,1323,14,0,195,521,89,65,295,0,57,14,0,0,0,0,0,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051117,Tielenhemme,130,89,0,0,16,30,5,6,22,0,3,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051118,Trennewurth,204,146,2,0,30,42,10,10,44,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051119,Volsemenhusen,273,165,2,0,28,47,18,12,46,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051121,Warwerort,208,128,1,0,26,44,11,4,30,0,7,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051122,Weddingstedt,1895,1179,8,0,218,454,100,53,221,0,53,16,0,0,0,0,0,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051125,Welmbüttel,341,195,1,0,37,60,7,7,54,0,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051127,Wesselburen,2264,1366,6,0,306,452,89,50,326,0,51,14,0,0,0,0,0,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051128,Wesselburener Deichhausen,102,80,0,0,14,27,10,2,14,0,7,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051129,Wesselburenerkoog,140,103,0,0,14,45,7,3,24,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051130,Wesseln,1132,723,6,0,153,247,67,26,137,0,38,2,0,0,0,0,0,9,0,38,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051131,Westerborstel,86,68,0,0,8,39,9,2,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051132,Westerdeichstrich,721,437,3,0,92,139,29,29,100,0,19,4,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051133,Wiemerstedt,131,106,1,0,9,51,6,4,28,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051134,Windbergen,617,422,4,0,67,150,37,14,111,0,25,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051135,Wolmersdorf,276,186,2,0,41,65,14,10,34,0,11,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051136,Wrohm,583,397,2,0,42,190,34,7,85,0,10,3,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051137,Nordermeldorf,485,317,2,0,56,146,19,14,61,0,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051138,Tensbüttel-Röst,544,362,4,0,61,153,34,18,63,0,16,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051139,Süderdorf,275,192,0,0,24,104,6,10,30,0,4,7,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051140,Oesterwurth,205,128,0,0,7,53,14,8,32,0,9,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051141,Süderheistedt,416,255,1,0,37,98,28,13,47,0,9,5,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051963,Briefwahl Amt Burg-St. Michaelisdonn,0,2741,13,0,557,1104,238,116,440,0,127,83,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051966,Briefwahl Amt Marne-Nordsee,0,2119,15,0,486,737,208,115,351,0,107,67,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051969,Briefwahl KSLG Eider,0,3408,20,0,568,1234,326,148,575,0,176,49,0,0,0,0,0,36,0,276,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051972,Briefwahl KSLG Heider Umland,0,2705,13,0,592,1027,293,121,307,0,112,31,0,0,0,0,0,17,0,192,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051975,Briefwahl Amt Mitteldithmarschen,0,3886,28,0,876,1436,493,155,514,0,214,108,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01051978,Briefwahl Amt Büsum-Wesselburen,0,2315,14,0,524,919,250,86,274,0,103,32,0,0,0,0,0,15,0,98,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053001,Albsfelde,64,55,2,0,10,22,11,2,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053002,Alt Mölln,626,399,1,0,73,142,41,9,98,0,24,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053003,Aumühle,2495,1348,8,0,259,481,313,67,139,0,65,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053004,Bäk,756,467,6,0,73,190,74,23,67,0,20,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053005,Bälau,185,131,0,0,15,47,16,6,38,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053006,Basedow,527,326,2,0,56,85,21,18,113,0,11,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053007,Basthorst,322,210,1,0,41,72,28,11,39,0,9,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053008,Behlendorf,328,234,0,0,38,69,56,6,48,0,11,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053009,Berkenthin,1718,1076,10,0,288,300,130,30,229,0,63,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053010,Besenthal,78,66,0,0,5,29,3,3,20,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053011,Bliestorf,492,323,2,0,72,99,61,15,37,0,25,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DE_01053012,Börnsen,3557,2258,15,0,591,614,356,63,417,0,145,30,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053013,Borstorf,260,194,0,0,28,65,24,9,52,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053014,Breitenfelde,1608,1039,4,0,212,319,104,33,286,0,51,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053015,Bröthen,248,164,1,0,26,53,25,6,43,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053016,Brunsmark,135,96,1,0,25,27,11,4,16,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053017,Brunstorf,574,386,2,0,58,137,33,15,96,0,26,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053018,Buchholz,187,133,0,0,23,36,60,4,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053019,Buchhorst,129,102,1,0,25,32,12,5,22,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053020,Büchen,5139,3216,24,0,750,962,408,94,659,0,203,79,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053021,Dahmker,134,96,2,0,13,38,13,4,21,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053022,Dalldorf,281,203,0,0,32,69,21,6,57,0,9,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053023,Dassendorf,2660,1633,9,0,366,572,227,66,298,0,50,24,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053024,Düchelsdorf,124,83,3,0,15,27,7,4,19,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053025,Duvensee,445,321,2,0,45,119,39,14,75,0,19,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053026,Einhaus,336,245,0,0,45,64,63,3,46,0,16,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053027,Elmenhorst,605,427,0,0,85,133,31,25,113,0,18,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053028,Escheburg,3097,2085,14,0,486,644,305,69,397,0,113,32,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053029,Fitzen,307,224,1,0,46,66,34,3,58,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053031,Fuhlenhagen,292,195,2,0,42,76,25,6,32,0,7,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053032,Geesthacht,22768,18123,158,0,5068,4897,1655,523,3862,0,1326,378,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053033,Giesensdorf,113,60,2,0,10,22,7,2,9,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053034,Göldenitz,198,155,0,0,28,76,11,3,31,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053035,Göttin,57,49,0,0,9,6,16,1,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053036,Grabau,275,179,0,0,35,69,29,6,26,0,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053037,Grambek,419,303,1,0,67,100,38,11,67,0,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053038,Grinau,239,114,2,0,19,48,13,2,19,0,7,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053039,Groß Boden,173,116,3,0,23,35,17,5,22,0,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DE_01053040,Groß Disnack,73,59,0,0,9,27,6,4,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053041,Groß Grönau,2958,2077,12,0,549,718,346,74,241,0,89,27,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053042,Groß Pampau,129,115,1,0,16,51,10,6,20,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053043,Groß Sarau,817,558,8,0,118,177,95,24,96,0,24,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053044,Groß Schenkenberg,450,330,3,0,69,87,62,12,63,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053045,Grove,214,157,1,0,32,54,8,6,38,0,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053046,Gudow,1416,906,9,0,177,301,78,43,207,0,57,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053047,Gülzow,980,694,8,0,169,222,62,24,166,0,23,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053048,Güster,1080,686,3,0,148,226,76,32,141,0,41,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053049,Hamfelde,416,314,2,0,59,107,44,16,64,0,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053050,Hamwarde,653,440,1,0,100,166,32,12,94,0,20,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053051,Harmsdorf,248,183,0,0,27,92,10,12,35,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053052,Havekost,149,89,1,0,10,38,8,3,19,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053053,Hohenhorn,406,273,3,0,56,99,35,10,53,0,12,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053054,Hollenbek,367,224,0,0,49,71,22,2,53,0,18,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053056,Hornbek,159,119,2,0,13,56,14,3,19,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053057,Horst,211,138,0,0,27,49,17,4,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE_01053058,Juliusburg,142,105,0,0,20,33,10,6,30,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
