gisco_id,name,registered,turnout,invalid,blank,PD,PRM,PNL,PSD,UDMR,PC,PNT-CD,P.Romilor,P.Verde,PIN,PNG-CD,PLD,PAS,TOKES
RO_008348,Moisei,7267,2109,84,0,913,108,154,378,3,64,126,4,5,29,121,98,10,12
RO_049502,Moldova-Sulita,1619,401,33,0,57,16,39,90,1,14,6,10,2,4,53,70,5,1
RO_058721,Moldovenesti,2913,1030,51,0,134,29,39,96,476,2,6,10,5,3,23,20,13,123
RO_079999,Moldoveni,1021,536,22,0,117,9,25,192,1,7,1,6,1,8,117,21,7,2
RO_023228,Moldoveni,1986,938,97,0,192,19,339,161,3,2,12,8,3,10,18,46,13,15
RO_049539,Moldovita,3997,1543,73,0,180,29,295,254,1,49,18,24,3,26,193,384,10,4
RO_011478,Moneasa,896,430,10,0,152,24,70,59,6,14,10,4,0,11,35,26,2,7
RO_033952,Monor,1283,635,28,0,155,25,62,279,1,25,6,10,1,10,8,16,3,6
RO_017423,Moraresti,1656,634,23,0,270,15,52,217,2,7,8,0,0,4,5,24,4,3
RO_057781,Moravita,2107,649,33,0,168,24,235,99,13,10,5,3,1,11,18,19,4,6
RO_068182,Moroeni,4109,1726,124,0,395,75,112,523,2,33,6,101,4,24,164,153,5,5
RO_068253,Morteni,2420,999,87,0,473,20,45,179,2,6,7,4,1,17,67,86,2,3
RO_027625,Morunglav,2237,783,30,0,166,26,43,381,3,8,4,29,1,13,37,36,5,1
RO_098202,Mosna,1552,600,35,0,275,25,32,116,3,4,6,2,2,0,62,19,11,8
RO_045104,Mosna,2617,783,57,0,191,15,40,320,9,6,5,44,5,7,44,31,6,3
RO_057834,Mosnita Noua,3608,915,36,0,302,23,127,136,61,11,70,5,6,35,30,31,5,37
RO_017496,Mosoaia,3438,1399,80,0,180,50,66,766,1,12,5,7,2,15,143,63,4,5
RO_053384,Mosteni,1352,1120,16,0,67,5,893,90,0,2,3,1,0,11,19,9,4,0
RO_065645,Motaieni,1843,852,34,0,182,36,46,395,1,4,4,4,3,11,31,93,5,3
RO_073335,Motatei,6463,2007,141,0,602,57,140,841,5,8,27,19,5,26,44,69,14,9
RO_098220,Motca,3993,1480,48,0,329,95,172,614,2,14,6,16,1,17,77,67,9,13
RO_023494,Motoseni,3120,1140,91,0,219,27,161,455,5,30,5,3,2,13,82,30,11,6
RO_094081,Movila,1632,628,28,0,125,12,127,287,0,8,0,7,0,4,17,11,2,0
RO_047774,Movila Banului,2184,1089,114,0,602,25,24,172,2,31,6,15,3,20,31,31,11,2
RO_043652,Movila Miresii,3492,1700,111,0,149,47,114,1026,9,15,11,46,4,28,71,60,6,3
RO_076745,Movileni,2627,826,60,0,251,5,82,246,1,50,17,21,3,13,21,51,3,2
RO_098257,Movileni,2524,977,109,0,142,45,357,202,0,31,4,5,0,19,21,21,14,7
RO_027689,Movileni,3086,878,49,0,395,36,60,246,4,12,2,9,4,14,16,23,6,2
RO_004270,Movilita,2033,402,32,0,155,16,18,89,2,6,7,7,1,11,36,15,4,3
RO_076793,Movilita,3266,1097,79,0,213,49,318,230,0,57,10,8,2,27,29,47,15,13
RO_017575,Mozaceni,2036,615,34,0,94,35,157,213,1,4,8,5,0,5,15,33,11,0
RO_071539,Muereasca,2101,769,34,0,76,23,524,53,1,4,2,1,0,14,7,26,1,3
RO_085127,Mugeni,2816,1752,58,0,18,6,12,18,507,7,1,10,4,3,3,3,7,1095
RO_070316,Municipiul Băileşti,16705,4127,154,0,1299,160,860,1005,13,88,53,28,6,70,188,170,21,12
RO_083561,Municipiul Gheorgheni,16991,7289,190,0,205,73,63,142,2478,34,7,28,12,32,23,77,36,3889
RO_065841,Municipiul Moreni,18181,5306,183,0,1380,172,339,1618,2,120,29,162,22,113,350,791,12,13
RO_083632,Municipiul Topliţa,13492,2843,90,0,619,175,142,633,646,36,10,15,18,71,57,138,20,173
RO_087175,Municipiul Vulcan,24309,6266,353,0,1211,421,379,1287,297,1601,24,32,21,61,270,205,48,56
RO_074860,Adjud,16652,4059,200,0,1288,137,437,1243,4,59,57,47,14,157,180,186,21,29
RO_001213,Aiud,23383,6730,274,0,1745,262,853,1085,959,75,98,58,34,245,288,458,35,261
RO_001017,Alba Iulia,60293,17476,436,0,7490,437,2227,2225,394,241,382,103,95,851,730,1734,48,83
RO_051790,Alexandria,46749,11294,469,0,2868,484,1881,2478,11,316,87,140,48,303,894,1260,24,31
RO_009262,Arad,156950,36763,1164,0,12582,1438,3099,4592,3478,1368,597,160,218,1095,1546,4242,107,1077
RO_020297,Municipiul Bacău,164165,41534,1703,0,12299,1771,5308,8036,77,1554,357,191,261,1900,2232,5429,173,243
RO_006318,Baia Mare,124625,30360,814,0,7272,1173,4160,4173,3206,657,455,176,155,1671,1023,3887,70,1468
RO_061794,Bârlad,63169,14560,625,0,4225,666,1510,4105,16,365,95,220,41,376,958,1214,67,77
RO_026804,Municipiul Beiuş,9683,3325,89,0,1424,142,388,663,214,44,38,2,7,66,91,69,7,81
RO_032394,Municipiul Bistriţa,73663,17865,439,0,5962,657,1848,2495,1161,477,456,410,94,1219,459,1905,66,217
RO_001348,Blaj,17607,5008,227,0,1949,163,522,632,332,77,217,139,16,124,187,316,32,75
RO_035731,Municipiul Botoşani,103438,22543,889,0,5572,1195,3636,4878,34,649,158,169,89,636,1196,3248,86,108
RO_087291,Municipiul Brad,14860,3963,142,0,1144,186,422,1280,56,65,74,21,6,94,175,258,19,21
RO_042682,Municipiul Brăila,193127,48225,2019,0,13654,2489,4830,10955,79,2227,373,359,254,2646,2907,5066,169,198
RO_040198,Municipiul Braşov,258329,68627,2562,0,25084,2552,7130,9561,5230,1307,1140,167,461,2775,3084,6040,212,1322
RO_044818,Municipiul Buzău,120619,27254,1044,0,9413,1316,2671,5732,38,790,237,257,163,1539,1688,2157,110,99
RO_070352,Municipiul Calafat,16508,4176,163,0,1336,141,708,799,11,223,46,26,11,70,406,210,16,10
RO_092569,Municipiul Călăraşi,65856,17205,874,0,5496,691,2909,2920,23,823,610,353,62,419,971,888,76,90
RO_055357,Municipiul Câmpia Turzii,24180,5149,199,0,1470,304,355,943,370,106,99,145,29,485,200,272,39,133
RO_031256,Campina,34336,10203,294,0,3730,316,737,1528,44,1412,100,84,49,274,854,734,14,33
RO_013490,Municipiul Câmpulung,33883,7598,275,0,2346,518,1050,1666,15,188,122,115,24,196,458,567,28,30
RO_046502,Campulung Moldovenesc,17472,5742,195,0,1474,218,602,1035,10,109,84,32,25,137,445,1320,22,34
RO_025472,Caracal,31383,7909,344,0,2711,264,668,2402,21,124,74,149,21,226,513,345,25,22
RO_051010,Municipiul Caransebeş,26627,5263,180,0,2101,169,1008,843,38,71,110,33,30,143,203,293,17,24
RO_036526,Carei,21771,5834,190,0,896,114,802,431,1885,46,25,17,14,57,81,186,15,1075
RO_054975,Municipiul Cluj-Napoca,271370,80020,1475,0,30017,3037,7572,8672,11755,1109,1318,208,433,3006,1186,4699,248,5285
RO_040241,Municipiul Codlea,20926,4561,222,0,1408,197,422,707,151,76,73,176,31,131,532,353,25,57
RO_060419,Municipiul Constanţa,279375,78162,3331,0,24343,2692,8244,16647,150,908,1234,533,420,3324,3163,12650,232,291
RO_069900,Municipiul Craiova,263499,53555,1764,0,18938,2578,6203,10806,101,2456,1055,617,230,1678,2116,4649,210,154
RO_013622,Municipiul Curtea de Arges,29744,6136,238,0,1786,344,745,1595,7,168,67,25,29,192,347,532,34,27
RO_055008,Municipiul Dej,34014,7909,184,0,2257,438,642,1547,800,219,76,49,38,479,478,315,28,359
RO_086687,Municipiul Deva,62336,17188,428,0,4659,710,2957,2789,1348,624,271,49,92,532,456,2008,90,175
RO_036006,Municipiul Dorohoi,26436,6608,310,0,1708,445,876,1886,6,153,66,38,20,146,403,483,29,39
RO_067981,Dragasani,18063,4667,221,0,1052,132,887,1482,8,51,37,34,17,235,193,245,59,14
RO_009773,Drobeta-Turnu Severin,96483,20420,700,0,7239,1150,3123,3555,74,563,212,61,56,701,1232,1618,100,36
RO_040278,Municipiul Făgăraş,35477,7816,284,0,2582,301,1126,1370,352,232,232,83,36,205,286,629,17,81
RO_046539,Falticeni,26788,7007,304,0,1157,292,894,2241,24,123,136,48,36,155,487,1073,17,20
RO_092701,Municipiul Feteşti,29170,6635,380,0,1851,403,687,1806,18,103,72,128,32,221,445,434,21,34
RO_074744,Focsani,82146,22702,715,0,7893,713,2294,5718,23,350,202,93,107,1156,1139,2112,90,97
RO_075098,Municipiul Galaţi,265962,68799,2596,0,21349,2148,6290,14220,194,7358,584,372,605,2921,3832,5854,190,286
RO_055384,Municipiul Gherla,19497,4899,145,0,1578,235,503,788,746,127,83,45,11,120,90,210,25,193
RO_000521,Giurgiu,61236,13097,493,0,3542,492,2795,2927,30,273,195,100,48,399,693,1015,55,40
RO_086810,Municipiul Hunedoara,64538,16040,585,0,4377,747,1685,2915,1080,669,136,111,79,448,588,2385,93,142
RO_061829,Husi,25670,5330,271,0,1681,232,681,1494,8,130,32,31,12,152,301,240,31,34
RO_095060,Municipiul Iaşi,276828,76888,2697,0,21888,3069,9818,14663,99,1765,767,224,413,3417,2947,14548,236,337
RO_055350,Lugoj,41454,9181,317,0,3664,308,947,1312,533,234,220,55,50,299,242,857,16,127
RO_087059,Municipiul Lupeni,23950,6570,359,0,1766,353,350,2113,424,210,21,60,25,97,490,182,40,80
RO_060482,Municipiul Mangalia,36437,10895,515,0,4306,461,789,1685,23,769,130,115,45,444,523,1014,28,48
RO_026877,Municipiul Marghita,15389,4139,126,0,744,101,309,463,1264,36,30,25,7,61,123,80,9,761
RO_060847,Municipiul Medgidia,39142,10343,647,0,3511,413,815,2836,11,101,139,125,40,312,575,727,42,49
RO_043619,Medias,51539,13228,453,0,4939,463,999,1582,1157,139,270,150,76,403,351,1982,56,208
RO_083320,Municipiul Miercurea Ciuc,35693,14792,257,0,532,184,203,328,5955,91,14,33,16,108,95,241,39,6696
RO_020876,Municipiul Moineşti,20524,5786,355,0,1566,329,436,1569,3,164,44,112,18,131,468,519,39,33
RO_078141,Municipiul Motru,19494,5396,198,0,1743,1019,464,1134,22,65,26,52,8,108,338,177,26,16
RO_083133,Municipiul Odorheiu Secuiesc,32611,13841,296,0,147,50,59,126,5270,22,20,117,6,28,32,36,42,7590
RO_000610,Oltenita,25208,5226,282,0,1364,241,653,1327,8,319,248,142,46,135,195,192,33,41
RO_020563,Municipiul Oneşti,47101,10605,394,0,3097,420,1115,3066,37,239,88,43,51,400,283,1283,45,44
RO_026564,Municipiul Oradea,189239,51388,1181,0,17884,2115,3350,4705,8026,1028,568,131,259,1447,1369,2215,99,7011
RO_087638,Municipiul Orăştie,19852,4467,171,0,1750,170,632,762,106,94,66,50,11,107,228,266,32,22
RO_010063,Orsova,12113,2533,105,0,849,130,341,354,22,78,25,146,10,106,135,211,10,11
RO_095391,Municipiul Paşcani,36726,10965,434,0,2441,447,1189,4385,7,201,62,40,38,337,496,785,54,49
RO_086990,Municipiul Petroşani,38227,10765,349,0,5451,485,673,1861,530,232,54,35,32,113,377,429,58,86
RO_020726,Piatra Neamt,101552,30155,951,0,4416,1015,2944,4854,34,406,190,124,128,885,851,13178,77,102
RO_013169,Municipiul Piteşti,153459,34146,1018,0,9891,1746,4301,7608,47,1073,493,98,123,1240,2338,3915,161,94
RO_030534,Ploiesti,204888,50396,2026,0,18029,1820,5409,8548,102,2504,756,380,303,1646,3269,5336,104,164
RO_046628,Radauti,25352,6736,248,0,1933,201,538,1247,11,115,77,28,21,204,286,1782,19,26
RO_044845,Municipiul Râmnicu Sărat,34440,8197,460,0,3070,323,677,1767,8,476,102,175,28,246,472,343,23,27
RO_067473,Ramnicu Valcea,99902,24382,754,0,7893,1023,3297,4625,77,743,326,56,201,1149,840,3055,268,75
RO_014809,Reghin,32031,9446,370,0,1887,584,828,1170,2503,108,67,175,16,288,445,586,25,394
RO_050790,Municipiul Reşiţa,80021,17694,545,0,7635,577,1743,2683,476,434,354,120,94,481,1427,993,43,89
RO_020860,Roman,63686,15879,709,0,3497,661,1714,3863,19,832,132,593,86,492,612,2518,67,84
RO_051870,Rosiori De Vede,29222,6091,262,0,1918,278,683,1547,12,111,61,56,27,139,463,483,19,32
RO_040438,Municipiul Săcele,25776,8116,562,0,1727,280,800,1482,1549,97,45,230,45,153,286,429,32,399
RO_026975,Municipiul Salonta,16937,5694,206,0,694,129,323,348,2258,28,15,35,4,47,140,107,26,1334
RO_036483,Satu Mare,107541,25518,542,0,5466,598,2304,2928,6941,227,243,67,64,635,615,1302,67,3519
RO_001874,Sebes,25355,6587,268,0,2852,130,855,1080,22,112,80,253,17,176,183,507,15,37
RO_063394,Municipiul Sfântul Gheorghe,54863,20014,431,0,1202,292,350,669,4577,209,39,39,37,200,170,309,51,11439
RO_043450,Sibiu,142496,37270,1029,0,13864,1073,4770,4485,724,596,1022,111,311,1659,958,6350,90,228
RO_006559,Sighetu Marmatiei,35402,7997,228,0,1723,344,760,1635,1023,215,157,74,18,468,347,553,24,428
RO_014514,Sighisoara,30084,7037,206,0,2292,280,622,877,1163,136,54,196,30,291,184,409,28,269
RO_025347,Slatina,73262,17868,697,0,7213,612,1575,3922,13,218,121,188,48,1487,712,973,49,40
RO_092658,Municipiul Slobozia,45836,10974,395,0,3500,402,1030,2635,16,277,116,90,38,392,856,1138,54,35
RO_046263,Suceava,94154,27507,811,0,6621,809,4348,5719,73,501,276,90,111,711,1634,5653,62,88
RO_065342,Municipiul Târgovişte,81703,21723,727,0,4446,689,1798,4384,35,564,234,344,176,531,1062,6641,43,49
RO_077812,Municipiul Târgu Jiu,80368,17085,610,0,5245,1233,1933,3710,45,513,205,431,55,512,1159,1304,73,57
RO_014319,Targu Mures,130492,44303,767,0,5671,2616,2089,3264,16911,954,258,137,132,1026,904,1661,82,7831
RO_063740,Municipiul Târgu Secuiesc,17519,5940,152,0,120,40,54,103,2163,29,2,12,6,13,17,26,19,3184
RO_014925,Tarnaveni,23278,5740,252,0,1229,423,446,1077,858,147,69,258,29,147,232,321,37,215
RO_075203,Municipiul Tecuci,37700,8948,485,0,2929,346,771,1729,26,434,97,113,626,228,655,416,52,41
RO_055243,Timisoara,287151,64168,1729,0,21618,2307,7224,8012,3247,1865,4075,212,452,2959,1925,7161,136,1246
RO_059614,Tulcea,78782,19484,709,0,7777,848,1855,3642,25,241,176,147,77,816,888,2164,49,70
RO_055259,Municipiul Turda,49735,11907,456,0,4092,719,816,1850,942,188,186,555,49,602,407,716,62,267
RO_051683,Turnu Magurele,27596,7178,331,0,1530,245,698,3215,9,88,59,69,18,140,330,397,25,24
RO_000683,Urziceni,15482,2731,102,0,925,130,373,493,1,54,98,34,15,92,197,199,10,8
RO_061945,Vaslui,63685,14429,575,0,4015,590,1815,3944,12,547,90,69,58,467,836,1262,73,76
RO_046744,Vatra Dornei,15187,5816,208,0,1165,489,555,1326,16,79,64,18,27,90,248,1484,16,31
RO_039704,Zalau,57204,13521,252,0,3481,594,1380,2001,1787,323,337,33,52,648,436,971,34,1192
RO_075258,Munteni,5707,1996,160,0,235,58,729,372,5,152,19,16,11,25,161,27,16,10
RO_094107,Munteni-Buzau,3047,769,45,0,189,19,115,294,1,11,9,15,3,9,22,23,9,5
RO_064936,Muntenii De Jos,3125,1011,77,0,365,60,77,227,4,18,9,6,3,10,103,27,21,4
RO_067302,Muntenii de Sus,2934,767,73,0,143,68,171,186,2,16,5,3,3,13,47,23,8,6
RO_073371,Murgasi,2093,905,27,0,323,17,65,291,8,11,17,7,1,12,96,24,5,1
RO_047818,Murgesti,920,299,23,0,48,4,115,70,1,6,7,4,1,8,6,6,0,0
RO_060911,Murighiol,2843,1087,42,0,511,51,112,175,1,11,10,4,1,26,48,85,4,6
RO_017619,Musatesti,3221,776,37,0,166,48,77,286,0,50,6,4,3,7,36,51,3,2
RO_049584,Musenita,1685,659,49,0,112,68,79,231,3,4,5,3,3,10,35,43,8,6
RO_080908,Musetesti,1837,606,15,0,158,57,33,78,3,19,16,2,0,5,170,45,4,1
RO_018469,Nades,2102,508,23,0,158,36,75,55,91,19,2,18,0,4,8,6,1,12
RO_057898,Nadrag,2606,851,26,0,514,27,31,159,8,15,3,2,6,11,16,29,2,2
RO_047854,Naeni,1503,608,39,0,311,39,24,77,0,7,4,4,3,16,32,44,4,4
RO_053345,Naidas,932,518,13,0,251,14,20,129,2,22,23,3,5,3,13,19,1,0
RO_060993,Nalbant,2018,550,40,0,119,32,90,83,0,22,5,11,2,21,36,84,5,0
RO_076763,Namoloasa,1906,910,50,0,128,11,21,461,1,97,4,48,1,9,56,17,6,0
RO_004323,Nana,2047,494,50,0,112,26,130,88,2,20,7,19,4,12,11,4,5,4
RO_076855,Nanesti,2186,943,95,0,136,16,81,506,2,3,2,3,2,6,65,11,6,9
RO_051816,Nanov,3087,838,49,0,178,36,108,291,2,10,5,8,7,14,82,43,3,2
RO_042177,Napradea,2258,852,41,0,382,34,48,259,0,13,21,20,2,6,7,7,7,5
RO_076891,Naruja,1548,728,57,0,131,32,91,293,2,3,4,2,1,0,67,36,7,2
RO_053400,Nasturelu,2315,996,63,0,124,25,450,127,2,27,5,8,4,25,99,26,7,4
RO_018511,Neaua,1192,764,34,0,12,13,1,23,443,11,1,6,0,1,1,4,7,207
RO_053437,Necsesti,1197,522,35,0,31,15,283,106,1,8,2,9,1,11,8,10,0,2
RO_073460,Negoi,1802,960,42,0,482,11,18,338,4,8,3,11,10,7,3,10,11,2
RO_080980,Negomir,2912,1467,76,0,737,87,155,270,4,10,9,13,2,24,46,24,6,4
RO_017726,Negrasi,2022,768,30,0,130,16,47,464,0,10,9,3,3,9,11,34,1,1
RO_060169,Negreni,2142,629,29,0,253,55,73,106,1,16,17,17,0,9,26,23,2,2
RO_025169,Negreşti,1629,655,41,0,169,24,117,190,1,4,7,4,1,9,11,67,6,4
RO_023644,Negri,2418,896,85,0,139,15,229,298,3,31,7,3,0,6,46,19,8,7
RO_079659,Negrileşti,2066,932,36,0,229,27,118,444,8,16,4,2,0,1,4,36,2,5
RO_077579,Negrileşti,2010,959,88,0,110,23,192,182,6,166,5,11,5,13,117,32,8,1
RO_078885,Negrileşti,1561,746,38,0,50,13,71,524,0,5,2,4,0,2,11,11,10,5
RO_054996,Nenciuleşti,2124,771,47,0,96,85,130,188,2,110,3,6,5,4,63,18,9,5
RO_076944,Nereju,3169,1515,112,0,300,56,80,817,1,7,6,7,2,12,42,58,12,3
RO_023715,Nicolae Balcescu,7118,1990,158,0,660,142,362,197,18,47,10,5,2,36,113,195,19,26
RO_004341,Nicolae Balcescu,1310,448,30,0,144,13,116,89,0,10,10,1,0,5,11,7,7,5
RO_062440,Nicolae Balcescu,4157,1010,71,0,287,36,157,240,3,2,8,11,1,8,118,56,7,5
RO_071628,Nicolae Balcescu,2997,1010,50,0,108,86,222,258,2,103,11,10,3,19,25,106,5,2
RO_027714,Nicolae Titulescu,1119,588,35,0,380,11,12,100,4,1,5,4,4,6,15,9,1,1
RO_076807,Nicoresti,3302,1430,112,0,137,22,582,286,8,126,5,17,9,46,32,37,8,3
RO_038456,Nicseni,2244,833,52,0,117,73,92,299,3,34,5,7,3,13,64,41,16,14
RO_004387,Niculesti,3331,868,68,0,141,26,53,356,1,4,3,18,2,12,93,87,2,2
RO_061035,Niculitel,3957,1078,92,0,231,65,108,207,7,10,24,28,7,33,137,114,7,8
RO_033989,Nimigea,4278,1551,63,0,350,85,74,558,183,40,8,9,3,16,98,16,8,40
RO_077003,Nistoresti,1893,847,58,0,101,52,53,526,3,3,7,3,1,14,12,7,5,2
RO_057923,Nitchidorf,1261,365,27,0,109,15,38,94,9,4,4,8,1,12,11,28,2,3
RO_045140,Nocrich,2149,677,45,0,159,25,94,224,3,9,9,16,0,8,6,67,4,8
RO_030149,Nojorid,3613,1482,43,0,527,48,569,100,26,6,8,5,0,25,62,36,10,17
RO_006048,Noslac,1612,574,21,0,215,22,33,113,124,8,2,0,0,1,3,17,2,13
ROZZNZ,NOUA ZEELANDA,0,23,0,0,7,1,5,0,0,0,6,0,0,1,1,2,0,0
RO_068280,Nucet,3365,1115,54,0,187,22,84,533,3,5,7,18,2,11,38,144,3,4
RO_004421,Nuci,2398,845,65,0,121,19,62,517,0,8,3,4,1,5,12,20,4,4
RO_017771,Nucsoara,1337,430,25,0,95,13,36,90,1,15,6,5,2,8,77,52,1,4
RO_061053,Nufaru,1925,617,54,0,188,32,98,113,2,6,9,4,2,16,21,61,8,3
RO_034075,Nuseni,2584,1697,51,0,1019,48,86,142,252,12,16,2,2,10,17,15,7,18
RO_042239,Nusfalau,3009,1269,34,0,55,11,16,99,740,4,3,17,4,10,12,2,2,260
RO_076932,Oancea,1159,789,50,0,71,19,416,102,10,58,0,8,2,12,19,18,3,1
RO_017824,Oarja,2190,549,16,0,196,30,50,120,0,7,18,8,1,3,52,39,5,4
RO_008366,Oarta De Jos,1068,465,22,0,127,13,91,129,1,6,19,0,0,12,7,31,2,5
RO_027750,Obarsia,2471,1317,56,0,157,32,116,851,1,22,6,17,3,12,23,16,3,2
RO_012744,Obarsia De Camp,1792,976,35,0,351,20,346,139,6,1,11,5,1,9,7,40,3,2
RO_010027,Obarsia-Closani,851,312,11,0,82,16,98,36,1,8,4,1,0,4,35,16,0,0
RO_027812,Oboga,1461,1342,15,0,198,44,166,903,0,0,0,2,0,3,3,6,1,1
RO_053372,Obreja,2522,1154,34,0,339,31,327,328,4,22,6,13,2,10,21,16,0,1
RO_078947,Obrejiţa,1212,672,32,0,66,12,39,402,0,71,4,2,0,2,24,11,6,1
RO_085243,Ocland,991,552,29,0,12,4,5,31,294,0,3,3,0,0,1,3,4,163
RO_050987,Ocna De Fier,603,177,3,0,76,7,13,45,1,2,7,0,3,1,13,2,1,3
RO_008400,Ocna Sugatag,3437,1074,31,0,169,56,140,120,132,31,31,4,0,26,237,63,4,30
RO_068324,Ocnita,3455,844,21,0,291,37,83,177,0,8,2,4,2,12,93,110,2,2
RO_006119,Ocolis,654,283,10,0,99,28,72,46,2,7,4,0,1,3,5,4,1,1
RO_048021,Odaile,850,401,17,0,167,7,14,167,0,8,3,4,0,1,4,5,2,2
RO_026353,Odobeşti,1730,1013,67,0,286,34,62,426,1,14,2,2,1,7,30,60,14,7
RO_068342,Odobesti,3970,1310,91,0,492,36,133,350,6,20,5,9,6,26,28,101,6,1
RO_038280,Odoreu,4167,1095,43,0,213,11,105,295,196,1,9,6,2,12,66,67,3,66
RO_018575,Ogra,1835,705,73,0,70,51,75,141,173,7,2,52,0,12,13,8,6,22
RO_079819,Ograda,2226,466,27,0,138,10,26,182,1,4,9,9,3,9,22,23,3,0
RO_004485,Ogrezeni,3725,1678,45,0,312,37,98,629,0,0,5,4,3,8,52,474,6,5
RO_006164,Ohaba,723,385,35,0,149,11,63,70,1,7,6,3,0,4,8,24,4,0
RO_057969,Ohaba Lunga,924,458,10,0,133,13,20,207,0,26,19,0,1,4,7,11,3,4
RO_004519,Oinacu,3092,940,60,0,215,19,91,368,1,18,9,2,0,8,19,107,17,6
RO_023797,Oituz,7732,1651,133,0,404,87,145,578,4,32,12,10,5,20,115,62,33,11
RO_064602,Ojdula,2872,1069,48,0,46,25,16,39,429,8,2,7,2,0,5,7,9,426
RO_071806,Olanu,2693,930,59,0,215,63,239,226,4,26,13,9,0,23,13,27,11,2
RO_011502,Olari,1573,474,19,0,135,11,25,109,108,10,3,13,2,4,10,10,1,14
RO_036250,Olari,1615,939,59,0,92,52,35,63,11,533,9,7,5,12,40,13,7,1
RO_030229,Olcea,2170,1222,47,0,862,48,53,135,1,24,6,1,2,3,18,17,2,3
RO_065069,Oltenesti,2203,937,76,0,156,57,46,510,0,19,2,5,2,9,12,17,16,10
RO_053473,Olteni,2597,2495,30,0,327,102,193,1722,0,72,1,20,5,4,8,11,0,0
RO_062486,Oltina,2368,794,78,0,197,32,77,280,1,3,6,10,1,21,44,33,5,6
RO_023868,Oncesti,1349,586,59,0,42,16,243,144,0,10,5,1,0,8,12,29,10,7
RO_079864,Onceşti,1258,419,25,0,46,10,213,47,0,3,7,2,1,31,19,10,5,0
RO_023255,Oniceni,2369,1019,64,0,123,23,199,502,1,21,1,3,2,4,40,20,10,6
RO_027858,Oporelu,986,465,36,0,92,14,69,182,2,3,1,2,0,7,40,13,3,1
RO_012771,Oprisor,2311,798,51,0,130,21,323,155,4,8,11,4,2,19,27,37,4,2
RO_027901,Optaşi-Măgura,1116,959,17,0,47,52,29,781,2,0,2,3,3,4,9,10,0,0
RO_001151,Abrud,4909,1208,35,0,381,64,254,228,12,23,13,4,6,25,86,70,2,5
RO_043682,Agnita,10322,2229,79,0,830,91,299,454,49,38,12,26,11,55,106,164,3,12
RO_026699,Oraş Aleşd,8925,3062,99,0,799,84,927,200,364,40,32,58,9,49,95,63,10,233
RO_092836,Oraş Amara,6559,1695,110,0,378,53,174,573,2,42,22,21,5,36,115,147,9,8
RO_050889,Oraş Anina,8039,2093,83,0,832,83,138,460,14,54,20,13,8,37,297,39,7,8
RO_087219,Oraş Aninoasa,3985,1223,75,0,506,94,48,245,41,37,1,17,3,6,99,36,8,7
RO_036848,Ardud,5376,1362,76,0,199,36,234,319,292,4,5,10,3,4,80,48,5,47
RO_044054,Avrig,12204,3112,119,0,1249,75,401,521,48,46,37,27,21,72,219,240,9,28
RO_030954,Azuga,4268,1333,65,0,557,43,202,159,7,47,12,11,11,38,83,83,6,9
RO_059650,Babadag,8113,1951,108,0,630,103,239,357,3,16,30,14,9,46,165,213,8,10
RO_068372,Babeni,7259,1770,79,0,349,116,120,647,4,132,22,14,7,36,119,113,7,5
RO_009924,Baia De Arama,4407,1130,45,0,288,81,320,180,4,18,15,63,1,41,28,37,6,3
RO_002915,Baia De Aries,3806,1007,24,0,402,49,146,232,2,27,22,2,1,23,24,47,1,5
RO_006684,Baia Sprie,13553,3180,101,0,692,125,421,446,484,66,47,49,7,81,89,426,8,138
RO_030981,Baicoi,16539,3334,90,0,1179,163,381,713,5,245,52,22,17,67,183,199,12,6
RO_067641,Baile Govora,2584,1049,49,0,150,41,415,184,5,23,18,3,4,34,25,85,10,3
RO_050923,Oraş Băile Herculane,4904,1992,68,0,978,67,196,234,10,79,12,10,12,98,118,95,8,7
RO_067696,Baile Olanesti,3810,1560,51,0,447,82,171,404,9,46,42,7,3,82,74,128,9,5
RO_083428,Oraş Băile Tuşnad,1502,694,54,0,44,1,17,18,319,1,1,3,3,1,2,24,1,205
RO_083464,Oraş Bălan,7064,1463,73,0,160,70,88,224,439,26,8,9,6,28,37,80,11,204
RO_068452,Balcesti,4565,1302,63,0,216,56,215,395,9,82,11,5,3,13,62,155,9,8
RO_025418,Bals,18600,3822,199,0,1207,163,468,890,5,70,46,75,14,191,142,329,14,9
RO_061069,Băneasa,4333,1693,130,0,416,65,469,297,3,11,10,52,2,27,28,170,7,6
RO_063447,Oraş Baraolt,7938,3619,124,0,84,32,34,75,938,22,8,16,2,4,11,16,28,2225
RO_062360,Oraş Murfatlar,8968,3359,157,0,920,75,666,979,6,23,20,119,6,60,100,205,13,10
RO_070879,Oraş Bechet,3121,1285,87,0,337,21,486,179,9,31,5,9,5,25,31,53,4,3
RO_032483,Oraş Beclean,9477,3462,76,0,586,177,206,1395,344,46,25,95,10,70,82,243,14,93
RO_068602,Berbesti,4573,1117,57,0,229,27,98,401,3,25,21,4,0,46,35,164,5,2
RO_075338,Oraş Bereşti,2969,1046,68,0,193,42,56,188,3,388,10,8,1,8,34,31,10,6
RO_020968,Bicaz,7513,2473,117,0,649,139,204,463,3,101,13,32,17,79,95,534,13,14
RO_050969,Oraş Bocşa,15429,3551,151,0,1401,107,284,874,62,184,76,48,13,66,121,122,18,24
