gisco_id,name,registered,turnout,invalid,blank,PD,PRM,PNL,PSD,UDMR,PC,PNT-CD,P.Romilor,P.Verde,PIN,PNG-CD,PLD,PAS,TOKES
RO_061559,Crucea,2699,977,60,0,152,14,105,519,0,1,22,11,0,15,29,40,4,5
RO_047884,Crucea,1717,549,32,0,84,33,75,128,0,10,4,4,3,7,62,98,3,6
RO_037504,Crucisor,2179,650,25,0,111,48,196,99,18,8,6,3,0,16,69,43,5,3
RO_079932,Cruset,2736,624,49,0,138,49,71,218,4,10,9,4,0,1,20,48,2,1
RO_016132,Cuca,1789,692,52,0,133,19,50,291,0,7,11,7,1,7,63,37,10,4
RO_076139,Cuca,2140,878,67,0,89,30,88,328,7,148,5,13,3,13,38,34,12,3
RO_016395,Cucerdea,1373,571,38,0,126,25,248,89,1,9,2,1,0,4,13,10,3,2
RO_016439,Cuci,1694,734,46,0,136,39,26,208,78,6,0,3,1,3,149,6,11,22
RO_096664,Cucuteni,1074,496,32,0,102,11,51,259,0,3,4,2,0,2,6,5,12,7
RO_076157,Cudalbi,6426,2140,243,0,470,55,136,908,11,65,15,46,6,42,31,83,16,13
RO_011444,Cujmir,3012,1313,60,0,700,32,307,122,2,10,4,3,1,22,15,33,2,0
RO_037540,Culciu,3212,1040,49,0,170,30,136,151,286,2,7,5,2,11,10,30,4,147
RO_061620,Cumpăna,8620,2488,176,0,810,50,129,872,0,21,56,42,12,45,73,183,10,9
RO_026503,Cungrea,1834,781,20,0,164,27,61,261,3,6,7,4,1,9,193,15,9,1
RO_007920,Cupseni,3108,1476,22,0,586,124,222,283,15,27,85,3,2,9,15,80,2,1
RO_028941,Curatele,2176,851,28,0,409,43,113,120,1,25,10,5,2,23,44,19,5,4
RO_002419,Curcani,4181,876,63,0,273,21,340,69,7,30,3,13,3,7,25,16,1,5
RO_056589,Curtea,1084,334,18,0,113,15,47,61,3,13,42,4,0,7,5,3,1,2
RO_035759,Curtesti,3668,873,52,0,200,64,161,262,3,17,4,2,2,12,39,47,7,1
RO_026433,Curtisoara,3555,1150,62,0,442,58,143,321,2,11,9,6,1,15,21,55,2,2
RO_029001,Curtuiseni,2977,1316,91,0,148,27,79,190,537,31,3,17,1,3,36,26,3,124
RO_009019,Cut,1054,360,10,0,123,7,84,53,0,7,17,1,0,3,3,46,3,3
RO_093281,Cuza Voda,3327,971,76,0,242,75,188,220,1,21,14,6,4,21,59,29,11,4
RO_063300,Cuza Vodă,2471,771,43,0,80,26,30,152,1,3,7,294,1,10,69,52,1,2
RO_077595,Cuza Vodă,2365,962,50,0,128,25,51,488,0,98,4,21,2,12,46,25,5,7
RO_040869,Cuzaplac,1538,802,32,0,165,27,35,336,111,19,8,5,0,10,11,17,9,17
RO_055062,Cuzdrioara,2414,590,23,0,204,38,62,130,17,22,5,16,3,11,18,22,4,15
RO_057546,Dabaca,1306,460,12,0,142,36,49,127,15,1,4,3,1,8,34,14,7,7
RO_060305,Daeni,1906,564,33,0,84,13,36,196,2,2,7,9,3,10,126,41,2,0
RO_069351,Daesti,2268,922,61,0,134,42,254,251,0,28,5,7,3,19,40,68,8,2
RO_096717,Dagata,3499,1499,124,0,524,41,107,315,5,21,7,16,2,18,263,16,29,11
RO_002446,Daia,2391,780,46,0,222,22,123,236,0,7,18,6,1,12,25,50,6,6
RO_004240,Daia Romana,2531,629,26,0,307,18,119,89,1,8,12,1,0,6,16,20,5,1
RO_052570,Dalboset,1521,1080,28,0,656,16,201,76,6,10,15,5,2,17,20,19,4,5
RO_065147,Dalnic,804,284,22,0,12,3,1,9,128,2,2,2,0,0,1,4,2,96
RO_016329,Dambovicioara,874,501,13,0,51,55,85,188,0,27,6,5,3,10,22,34,2,0
RO_022111,Damienesti,1587,559,29,0,104,33,133,168,0,11,3,3,1,10,19,33,5,7
RO_022249,Damuc,2492,1114,56,0,160,48,73,371,0,3,3,1,5,6,13,369,2,4
RO_080043,Danciulesti,1881,528,37,0,122,75,32,110,6,38,7,4,3,8,29,56,1,0
RO_026585,Daneasa,3036,1158,59,0,513,71,48,380,2,10,3,3,0,6,34,26,3,0
RO_016493,Danes,4107,992,97,0,401,64,106,140,9,16,10,36,4,23,53,25,4,4
RO_080123,Danesti,2922,804,23,0,254,113,85,131,9,18,12,3,0,13,77,61,3,2
RO_084237,Dăneşti,1909,1221,35,0,12,3,5,9,700,0,0,2,1,1,2,0,8,443
RO_063253,Danesti,1826,559,58,0,88,37,54,254,2,11,0,7,3,3,9,19,11,3
RO_071956,Daneti,5352,1536,64,0,696,77,79,270,17,60,42,7,9,20,90,91,11,3
RO_037057,Dangeni,2358,798,51,0,93,45,135,207,3,20,8,4,3,10,173,31,14,1
RO_069404,Danicei,1843,800,49,0,95,37,163,180,4,177,11,4,2,5,14,21,37,1
RO_002525,Darasti-Ilfov,2224,830,34,0,427,13,88,97,2,11,2,6,0,10,113,22,3,2
RO_084380,Darjiu,891,461,28,0,8,4,4,7,187,2,2,23,1,0,1,2,7,185
RO_044553,Darlos,2696,681,19,0,229,25,48,123,2,46,10,15,5,8,80,60,3,8
RO_016365,Darmanesti,2944,598,34,0,90,26,63,205,4,29,6,5,1,9,47,74,4,1
RO_067256,Darmanesti,3976,1080,69,0,190,93,77,274,0,7,17,9,2,20,76,238,4,4
RO_047937,Darmanesti,4643,1598,88,0,294,64,179,340,15,44,19,10,4,23,105,401,6,6
RO_056623,Darova,2552,662,22,0,176,28,97,125,2,115,18,1,3,13,28,28,2,4
RO_011550,Darvari,2434,764,35,0,138,17,223,112,0,6,22,10,3,11,61,115,8,3
RO_002473,Dascalu,2104,817,60,0,425,25,83,115,1,5,1,4,9,8,49,22,5,5
RO_016285,Davidesti,2253,684,37,0,79,40,98,189,3,145,4,14,1,14,24,33,1,2
RO_084264,Dealu,3022,1774,94,0,12,23,3,21,898,9,5,8,1,5,3,9,10,673
RO_022237,Dealu Morii,2455,1061,76,0,348,27,44,468,2,23,13,3,0,6,8,23,15,5
RO_016545,Deda,3440,1437,43,0,309,97,588,167,13,7,16,13,8,21,110,29,4,12
RO_061675,Deleni,1896,788,44,0,376,39,31,235,2,1,7,7,2,8,9,25,1,1
RO_096815,Deleni,7683,1974,165,0,510,98,186,781,4,31,9,10,3,32,49,65,14,17
RO_063324,Deleni,1911,804,66,0,92,57,321,120,1,13,3,7,0,14,31,53,13,13
RO_063379,Deleşti,1936,817,93,0,119,62,128,230,7,35,3,5,0,18,51,42,12,12
RO_089348,Densus,1398,855,27,0,198,21,428,79,6,34,6,2,3,9,3,32,4,3
RO_056669,Denta,2613,642,25,0,165,26,81,120,35,4,37,4,0,8,35,92,3,7
RO_029038,Derna,2324,776,44,0,149,40,350,108,7,8,10,2,0,8,6,24,5,15
RO_037011,Dersca,2634,814,75,0,119,20,150,260,1,33,13,3,0,8,47,73,9,3
RO_072034,Desa,3903,812,37,0,307,18,42,334,2,2,6,2,0,6,29,25,1,1
RO_007975,Desesti,2141,1092,50,0,484,52,219,178,0,19,13,1,2,8,5,52,2,7
RO_011480,Devesel,2422,878,56,0,263,41,111,200,3,3,12,19,2,15,26,115,8,4
RO_026647,Deveselu,2668,878,20,0,321,16,66,326,1,6,9,3,2,18,70,15,3,2
RO_010649,Dezna,1196,457,20,0,140,49,55,70,2,21,13,2,2,14,25,38,4,2
RO_093325,Dichiseni,1499,585,37,0,230,27,72,104,2,8,48,3,3,6,20,16,2,7
RO_074502,Diculeşti,1591,685,14,0,156,9,153,244,10,6,2,2,1,7,9,69,1,2
RO_052724,Didesti,1104,651,38,0,333,11,38,136,1,21,1,12,0,8,2,48,1,1
RO_010701,Dieci,1351,557,14,0,79,47,43,231,1,22,10,5,0,18,18,65,1,3
RO_039959,Dimăcheni,1148,941,36,0,136,19,17,690,0,6,1,0,0,1,21,8,6,0
RO_064277,Dimitrie Cantemir,2237,933,73,0,122,23,172,471,0,4,3,3,1,4,17,21,11,8
RO_029092,Diosig,5359,1525,121,0,242,43,38,150,607,11,11,24,4,1,9,4,11,249
RO_072052,Diosti,2544,804,63,0,162,32,58,264,2,23,69,5,1,9,89,20,6,1
RO_084344,Ditrau,4899,2132,79,0,41,9,17,40,932,8,1,2,1,6,1,6,13,976
RO_037611,Doba,2325,907,59,0,119,30,263,184,117,0,5,8,0,11,38,37,7,29
RO_037100,Dobarceni,2213,1048,52,0,106,50,188,271,2,60,9,4,0,12,184,79,17,14
RO_064265,Dobarlau,1765,435,30,0,138,41,34,116,2,7,5,5,2,8,16,22,5,4
RO_067292,Dobra,2991,1082,90,0,228,34,119,356,2,11,6,14,3,17,34,160,5,3
RO_089428,Dobra,2888,1170,51,0,499,62,194,226,12,23,8,1,2,10,25,37,15,5
RO_122285,Dobreni,1426,633,41,0,170,31,38,200,0,4,1,0,1,3,6,122,8,8
RO_016427,Dobresti,1486,665,15,0,126,21,206,158,1,36,23,3,1,8,54,12,1,0
RO_029154,Dobresti,4080,1256,86,0,332,148,173,314,5,17,7,42,0,17,57,30,13,15
RO_072098,Dobresti,2156,855,32,0,189,8,102,331,4,27,8,6,1,14,100,22,8,3
RO_026674,Dobretu,1097,500,37,0,219,10,25,167,3,0,10,2,0,1,20,6,0,0
RO_040958,Dobrin,1388,751,43,0,54,12,12,81,470,13,5,5,3,1,1,2,0,49
RO_179310,Dobroieşti,5667,939,55,0,275,25,132,184,2,28,12,7,4,21,127,57,6,4
RO_061737,Dobromir,1951,1056,97,0,122,33,209,425,2,7,2,28,4,15,24,84,3,1
RO_026718,Dobrosloveni,3066,981,64,0,273,31,70,414,4,12,11,11,0,15,20,48,6,2
RO_026772,Dobroteasa,1553,721,31,0,382,14,53,172,1,2,1,2,2,8,12,36,4,1
RO_074883,Dobroteşti,1528,755,66,0,315,10,69,245,0,8,5,9,0,0,6,22,0,0
RO_052760,Dobrotesti,3972,1142,78,0,337,59,91,341,5,35,6,11,2,28,67,59,8,15
RO_096888,Dobrovat,2021,698,76,0,153,38,113,223,0,10,7,5,2,11,25,14,12,9
RO_026825,Dobrun,1276,858,44,0,120,14,138,497,2,4,2,2,0,4,16,12,1,2
RO_025098,Dochia,1975,903,75,0,326,62,49,237,2,5,2,4,1,8,22,94,9,7
RO_052650,Doclin,1623,427,28,0,166,15,33,94,3,8,23,2,5,7,18,16,3,6
RO_067286,Dodeşti,1413,664,44,0,33,32,307,155,0,8,1,0,1,12,56,7,2,6
RO_022380,Dofteana,8393,2614,158,0,992,120,140,856,9,21,13,29,6,28,135,54,28,25
RO_052696,Dognecea,1553,699,30,0,488,31,21,58,2,8,18,8,3,6,14,11,0,1
RO_065413,Doicesti,3852,1023,60,0,204,43,55,377,0,43,2,11,4,18,34,164,4,4
RO_096904,Dolhesti,2181,948,77,0,163,29,114,298,0,18,2,21,6,5,189,15,8,3
RO_048097,Dolhesti,3196,1107,83,0,192,41,81,454,6,16,67,15,2,8,48,72,7,15
RO_022347,Doljesti,5512,1911,126,0,259,51,193,1070,1,3,4,8,5,5,17,129,20,20
RO_052721,Domasnea,1203,429,6,0,221,8,17,117,2,4,20,3,4,6,8,9,1,3
RO_016454,Domnesti,2686,653,18,0,102,29,164,184,0,10,6,0,0,9,57,70,2,2
RO_002570,Domnesti,5039,1068,59,0,271,48,135,192,5,111,4,6,6,17,134,72,6,2
RO_093370,Dor Marunt,5313,1284,121,0,291,49,93,439,0,18,11,141,9,22,44,22,11,13
RO_048202,Dorna Candrenilor,2392,879,33,0,115,25,118,147,0,11,3,11,1,11,21,372,3,8
RO_048131,Dorna-Arini,2516,888,40,0,201,25,110,261,0,13,11,5,3,13,30,166,4,6
RO_048293,Dornesti,3499,1022,64,0,301,35,59,154,2,12,19,76,2,20,139,124,9,6
RO_012912,Dorobanţi,1421,698,14,0,20,2,11,13,530,12,1,8,0,1,6,3,0,77
RO_093441,Dorobantu,2610,865,83,0,248,23,226,147,4,35,17,7,6,16,30,10,8,5
RO_060323,Dorobantu,1325,481,31,0,93,27,122,125,2,0,3,5,1,6,12,52,2,0
RO_037675,Dorolt,2938,1342,66,0,79,9,28,55,1020,3,1,4,2,2,4,3,1,65
RO_004268,Dostat,793,333,16,0,80,8,71,33,1,9,4,4,1,4,78,15,7,2
RO_055109,Dracea,1454,749,45,0,105,21,294,152,4,4,2,8,2,12,82,9,6,3
RO_052797,Dracsenei,1627,753,43,0,90,25,262,245,2,4,3,4,1,9,40,17,5,3
RO_093487,Dragalina,6797,1245,86,0,325,46,165,261,3,74,16,54,3,14,85,94,8,11
RO_029243,Draganesti,2387,1106,24,0,342,92,73,368,90,23,8,2,2,7,40,18,2,15
RO_075221,Draganesti,4598,1765,101,0,512,46,82,383,6,339,15,89,10,21,100,45,9,7
RO_025132,Drăgăneşti,1245,606,27,0,179,25,37,180,2,2,6,1,0,6,78,52,5,6
RO_033018,Draganesti,3965,1171,87,0,472,30,87,229,6,20,6,18,1,23,112,59,13,8
RO_052868,Draganesti De Vede,1780,701,36,0,358,25,39,162,0,24,7,7,1,5,22,12,2,1
RO_052902,Draganesti-Vlasca,3866,1119,95,0,185,42,68,485,2,35,7,59,0,9,45,80,4,3
RO_016506,Draganu,1604,280,21,0,63,10,52,73,0,0,4,2,1,8,29,16,0,1
RO_029341,Dragesti,1818,810,84,0,377,60,78,147,3,9,5,9,0,4,18,9,4,3
RO_025490,Draghiceni,1514,610,16,0,211,15,153,188,2,0,1,2,1,7,6,4,3,1
RO_067327,Dragodana,5494,1369,48,0,670,57,73,257,4,17,9,6,6,15,28,172,4,3
RO_002641,Dragoesti,854,210,22,0,64,11,10,76,2,8,5,0,0,5,3,2,1,1
RO_069547,Dragoesti,1847,901,42,0,109,57,314,251,1,54,7,2,1,12,12,28,8,3
RO_048328,Dragoiesti,2114,731,49,0,137,54,55,197,3,21,8,6,2,13,39,132,13,2
RO_067407,Dragomiresti,6640,2112,139,0,295,41,171,787,0,18,12,110,4,25,70,428,5,7
RO_022392,Dragomiresti,1871,852,73,0,144,49,68,345,1,2,3,2,4,10,29,98,10,14
RO_063486,Dragomiresti,3460,1422,106,0,223,233,150,461,5,16,4,28,4,23,76,63,20,10
RO_002605,Dragomiresti-Vale,3453,1298,73,0,620,48,164,169,1,22,6,2,1,21,116,47,7,1
RO_093539,Dragos Voda,2274,468,31,0,191,23,58,80,0,12,8,6,1,2,25,19,8,4
RO_016472,Dragoslavele,2031,966,63,0,82,40,41,577,0,12,12,28,1,4,58,46,0,2
RO_072150,Dragotesti,1796,1193,70,0,139,38,65,805,4,2,6,12,0,6,21,13,8,4
RO_080249,Dragotesti,2081,675,26,0,98,61,70,75,4,13,7,1,2,10,266,35,6,1
RO_041027,Dragu,942,562,33,0,82,33,197,113,2,31,5,12,1,6,17,20,5,5
RO_042480,Drăguş,865,459,21,0,203,11,33,51,0,75,2,1,0,2,23,33,2,2
RO_037173,Draguseni,2110,631,38,0,179,35,61,196,4,26,8,1,1,6,21,42,3,10
RO_076175,Draguseni,4049,1758,170,0,197,66,560,422,12,109,12,54,1,45,60,32,10,8
RO_100308,Draguşeni,1114,534,29,0,94,22,97,211,0,32,2,1,1,5,5,16,15,4
RO_048382,Draguseni,2098,788,61,0,132,18,61,425,1,11,4,5,1,5,36,18,4,6
RO_078016,Dragutesti,4020,1051,44,0,248,100,89,316,10,43,4,17,3,25,62,69,15,6
RO_032896,Drajna,4578,1198,56,0,287,30,355,275,3,49,11,13,4,25,44,38,3,5
RO_063618,Dranceni,3661,1087,98,0,251,104,194,225,1,13,13,10,2,28,70,37,14,27
RO_072221,Dranic,2356,944,64,0,172,49,79,450,3,30,4,11,2,5,40,24,8,3
RO_002703,Dridu,3010,700,57,0,185,12,137,218,2,3,13,8,4,12,14,23,5,7
RO_012904,Dubova,839,418,18,0,97,21,123,61,6,6,2,2,2,12,37,26,2,3
RO_063681,Duda-Epureni,3831,1106,100,0,220,81,191,346,2,40,5,6,0,20,43,27,9,16
RO_043073,Dudesti,3172,839,57,0,107,43,57,313,7,68,13,22,6,18,54,59,11,4
RO_059384,Dudeştii Noi,2081,412,17,0,130,35,46,76,6,25,12,3,1,6,9,45,0,1
RO_056712,Dudestii Vechi,3846,766,43,0,160,26,217,92,46,29,20,2,3,11,58,41,4,14
RO_022463,Dulcesti,2240,1002,69,0,290,40,183,277,2,21,4,5,1,12,21,43,18,16
RO_011587,Dumbrava,1345,782,58,0,143,16,215,194,1,54,13,4,1,10,34,29,7,3
RO_033090,Dumbrava,3458,847,65,0,176,27,176,125,3,26,12,61,4,24,90,46,5,7
RO_056767,Dumbrava,2206,742,16,0,289,22,27,90,150,12,51,2,1,7,10,14,4,47
RO_020771,Dumbrava Rosie,6128,1999,159,0,388,68,282,422,4,7,17,7,8,28,186,383,21,19
RO_063161,Dumbrăveni,439,229,16,0,30,6,34,101,0,0,9,3,1,4,9,12,3,1
RO_048426,Dumbraveni,6241,1573,126,0,505,42,143,356,4,21,60,7,2,14,76,206,5,6
RO_075938,Dumbraveni,3444,1021,55,0,302,45,99,312,0,13,9,1,0,19,109,33,9,15
RO_031461,Dumbravesti,2998,719,26,0,168,52,75,193,3,53,8,19,1,16,71,31,2,1
RO_040928,Dumbravita,3786,1039,48,0,252,32,388,144,4,24,23,9,3,20,45,31,7,9
RO_008035,Dumbravita,3527,970,18,0,257,54,175,215,19,25,41,0,2,26,62,68,6,2
RO_055261,Dumbravita,2879,782,40,0,192,16,85,77,163,8,26,1,2,26,20,71,1,54
RO_096940,Dumesti,3681,1187,108,0,229,34,238,406,1,29,11,13,6,15,16,41,28,12
RO_063734,Dumesti,2804,844,87,0,131,82,59,377,1,11,7,16,2,12,18,23,10,8
RO_033202,Dumitra,3559,1420,66,0,894,45,62,153,1,6,15,7,1,10,110,21,18,11
RO_075983,Dumitresti,4067,1906,120,0,277,57,452,752,3,16,15,5,3,17,119,32,21,17
RO_079686,Dumitriţa,2207,662,63,0,223,36,64,92,2,17,27,64,1,9,29,16,7,12
RO_037217,Durnesti,3144,1237,108,0,124,74,430,293,5,21,4,8,3,12,66,72,9,8
RO_053700,Eftimie Murgu,1445,793,9,0,121,12,475,80,2,12,29,2,0,1,43,5,1,1
ROZZAE,United Arab Emirates,0,197,2,0,109,6,22,15,1,5,2,0,1,4,3,26,0,1
RO_063789,Epureni,2523,896,66,0,171,141,47,366,2,4,6,7,1,11,22,22,14,16
RO_097009,Erbiceni,4207,1457,111,0,522,46,159,446,1,6,9,9,0,18,48,47,20,15
RO_016590,Eremitu,3004,1503,65,0,49,20,15,46,850,4,1,81,3,2,1,5,12,349
RO_016652,Ernei,4209,1805,77,0,64,35,25,92,1242,12,2,14,2,5,12,13,10,200
RO_012245,Eselnita,2368,839,32,0,174,24,127,162,0,26,3,139,1,11,93,35,9,3
RO_065154,Estelnic,895,534,17,0,10,12,9,19,348,3,1,4,0,1,3,0,6,101
RO_052758,Ezeris,1018,461,9,0,135,13,116,61,2,7,15,5,1,8,71,13,1,4
RO_093575,Facaeni,4557,1403,100,0,281,32,542,312,3,5,11,20,3,23,20,42,7,2
RO_026905,Fagetelu,875,513,20,0,77,10,24,334,0,0,1,4,0,2,24,8,7,2
RO_063832,Falciu,4755,2118,154,0,603,96,120,662,1,28,14,9,1,22,193,164,26,25
RO_026978,Falcoiu,3199,2178,58,0,304,22,47,1658,2,4,6,11,1,8,28,24,2,3
RO_051488,Fântâna Mare,2003,900,52,0,124,52,74,410,2,6,41,5,1,12,50,52,8,11
RO_063334,Fântânele,1327,768,38,0,120,8,94,317,3,3,8,9,0,3,87,72,3,3
RO_100317,Fântânele,1486,595,14,0,155,15,44,255,0,4,5,0,0,2,62,19,14,6
RO_016796,Fantanele,4117,2113,83,0,45,27,11,80,1136,18,2,15,2,8,4,6,18,658
RO_033278,Fantanele,1759,361,26,0,156,22,30,74,0,13,1,2,1,12,16,7,0,1
RO_048453,Fantanele,3674,1150,100,0,173,55,90,370,10,24,70,15,3,11,82,136,6,5
RO_055118,Fântânele,1572,708,30,0,63,23,91,287,4,62,8,3,1,4,102,25,4,1
RO_009280,Fântânele,2898,748,43,0,268,18,54,183,44,16,0,2,1,11,42,37,0,29
RO_016723,Faragau,1297,667,125,0,100,39,71,115,56,3,8,101,4,2,11,11,10,11
RO_022460,Faraoani,4322,1149,101,0,421,39,66,350,11,27,8,2,2,14,20,60,11,17
RO_004302,Farau,1491,648,36,0,240,20,48,105,99,20,10,8,2,7,17,9,15,12
RO_072276,Farcas,1583,603,37,0,103,17,53,237,3,23,9,18,2,8,72,15,5,1
RO_008106,Farcasa,2944,644,43,0,165,30,82,153,6,22,8,0,2,20,52,56,3,2
RO_022551,Farcasa,2548,727,33,0,148,58,64,228,0,21,4,2,1,9,19,125,9,6
RO_027019,Farcasele,3861,1362,96,0,368,40,94,640,4,7,5,13,2,11,55,20,3,4
RO_080285,Farcasesti,2832,756,32,0,136,70,43,167,6,25,9,2,3,11,211,35,3,3
RO_056927,Fardea,1575,620,24,0,301,32,36,100,1,18,24,1,2,8,7,54,1,11
RO_052785,Farliug,1486,1347,21,0,1140,14,27,73,2,10,21,1,4,10,10,9,2,3
RO_076255,Fartanesti,4084,1505,69,0,220,21,64,863,4,148,5,22,5,22,14,33,10,5
RO_069681,Fartatesti,3470,1133,61,0,224,58,124,444,3,33,22,6,5,25,81,36,5,6
RO_022613,Faurei,1826,944,50,0,279,22,62,415,2,1,4,6,2,11,36,31,17,6
RO_069583,Făureşti,1274,439,30,0,71,5,121,144,0,24,7,0,0,12,8,15,2,0
ROZZRU,FEDERATIA RUSA,0,120,4,0,32,8,22,23,1,10,0,0,1,4,1,13,0,1
RO_040955,Feldioara,5407,1083,67,0,332,48,112,144,45,23,10,13,3,14,130,115,13,14
RO_033248,Feldru,6048,1373,38,0,375,53,47,698,1,14,12,6,1,22,14,69,14,9
RO_057582,Feleacu,3070,713,27,0,204,28,36,73,161,0,6,2,3,11,12,22,4,124
RO_083197,Feliceni,2499,1401,32,0,22,8,4,10,619,7,1,2,1,3,1,5,17,669
RO_010827,Felnac,2339,788,23,0,493,20,46,113,1,3,37,8,0,5,12,13,7,7
RO_067295,Fereşti,1689,393,28,0,64,15,14,204,0,5,1,2,1,2,31,10,11,5
RO_059393,Fibiş,1288,352,10,0,124,11,17,93,2,0,47,0,0,8,14,23,1,2
RO_041081,Fildu De Jos,1144,554,30,0,102,34,46,95,110,14,5,17,2,5,24,24,6,40
RO_022488,Filipeni,1892,899,44,0,171,26,142,338,0,52,4,1,2,7,12,73,15,12
RO_022576,Filipesti,3619,1144,61,0,245,53,88,461,1,5,11,9,2,14,101,73,9,11
RO_033161,Filipestii De Padure,8351,1936,122,0,792,84,126,352,5,130,14,87,12,35,88,75,6,8
RO_033214,Filipestii De Targ,6458,954,52,0,303,38,127,146,10,56,8,12,5,14,123,48,7,5
RO_029403,Finis,2809,1213,44,0,304,22,63,114,402,11,2,9,0,6,39,7,9,181
RO_067470,Finta,3576,1255,61,0,332,32,56,478,4,10,12,15,4,18,128,94,7,4
RO_076150,Fitionesti,2400,998,72,0,263,34,334,147,0,12,9,2,2,34,8,48,19,14
RO_057644,Fizesu Gherlii,2157,667,33,0,122,45,54,95,159,6,11,41,2,5,9,42,5,38
RO_057706,Floresti,6588,1898,74,0,583,81,106,235,381,10,13,32,5,29,23,85,14,227
RO_011685,Floresti,2071,813,37,0,332,45,82,83,3,8,7,2,2,18,167,22,3,2
RO_033330,Floresti,6064,3682,61,0,343,53,2389,300,1,283,17,75,3,20,98,34,2,3
RO_002794,Floresti-Stoenesti,6697,1656,84,0,682,19,140,260,2,9,5,3,7,18,35,352,30,10
RO_050564,Florica,1297,738,59,0,200,5,327,44,2,5,10,8,3,20,20,27,6,2
RO_097063,Focuri,3070,879,52,0,194,32,62,466,2,5,1,1,2,8,22,16,8,8
RO_057004,Foeni,1426,308,16,0,97,32,17,30,63,9,9,3,1,4,15,3,1,8
RO_037728,Foieni,1642,637,21,0,20,2,7,23,449,1,1,0,0,2,0,1,0,110
RO_076282,Foltesti,2593,895,58,0,181,23,64,217,5,137,4,52,2,6,108,25,9,4
RO_048514,Forăşti,3971,1859,92,0,216,71,69,1151,14,9,19,12,1,11,92,86,7,9
RO_052856,Forotic,1438,523,19,0,249,27,38,46,3,9,7,12,7,11,80,14,1,0
RO_069896,Francesti,4370,1154,71,0,171,51,202,394,2,57,2,13,8,14,97,60,9,3
RO_002838,Frasinet,1548,426,43,0,49,17,114,72,2,5,82,4,0,8,9,13,3,5
RO_055127,Frăsinet,2239,1150,33,0,135,40,613,144,5,135,4,0,2,9,16,11,2,1
RO_057742,Frata,3584,755,54,0,191,43,116,216,39,19,11,6,2,8,9,19,13,9
RO_048667,Fratautii Noi,4250,1226,75,0,300,119,63,262,2,82,74,16,2,14,117,86,7,7
RO_048694,Fratautii Vechi,3698,686,29,0,193,31,40,215,2,17,7,5,1,3,66,68,4,5
RO_002909,Fratesti,4444,1211,67,0,374,41,145,389,1,4,9,25,1,15,39,74,9,18
RO_043117,Frecatei,1177,421,13,0,74,14,60,142,0,10,4,8,3,9,14,67,3,0
RO_060387,Frecatei,3030,850,52,0,256,54,92,215,3,7,11,6,4,20,28,90,10,2
RO_084415,Frumoasa,2914,1398,41,0,9,8,0,29,876,6,5,4,3,3,3,5,9,397
RO_052993,Frumoasa,1992,886,40,0,95,89,158,320,1,32,40,12,2,14,36,39,5,3
RO_048729,Frumosu,2930,1228,49,0,145,24,108,294,3,22,6,9,2,13,47,492,7,7
RO_002945,Frumusani,3574,926,72,0,542,33,42,102,2,10,4,20,2,20,45,19,5,8
RO_012920,Frumuşeni,2160,548,33,0,228,31,26,92,4,31,3,3,3,16,38,29,4,7
RO_037324,Frumusica,4667,1509,117,0,245,94,361,457,2,21,42,9,3,16,50,66,16,10
RO_076317,Frumusita,4209,1610,149,0,207,43,158,411,13,307,10,173,6,17,82,26,3,5
RO_067231,Fruntişeni,1382,687,54,0,52,50,179,183,1,2,9,1,1,5,127,11,8,4
RO_033394,Fulga,3014,960,75,0,398,17,47,141,8,170,9,11,5,14,15,37,6,7
RO_040991,Fundata,818,314,15,0,100,13,56,61,0,7,0,0,4,7,12,35,1,3
RO_003014,Fundeni,3898,1008,64,0,532,47,92,139,0,25,7,14,1,11,56,12,5,3
RO_076353,Fundeni,3242,1312,55,0,233,36,261,262,6,277,12,10,6,32,70,41,6,5
RO_048765,Fundu Moldovei,3425,1214,26,0,207,26,244,361,0,4,5,4,2,21,78,218,7,11
RO_052948,Furculesti,3052,995,89,0,158,44,216,362,0,20,9,11,2,5,33,39,4,3
RO_125150,Gadinţi,1868,523,45,0,99,21,44,222,1,14,7,3,2,4,29,18,6,8
RO_063903,Gagesti,1587,951,43,0,381,150,56,221,2,30,1,2,1,4,29,21,6,4
RO_022665,Gaiceana,2372,985,79,0,157,16,71,495,46,59,3,7,0,5,16,15,7,9
RO_003087,Gaiseni,4138,837,47,0,113,20,168,169,1,14,45,5,1,13,12,217,7,5
RO_048872,Galanesti,2149,499,23,0,105,12,31,225,5,2,3,3,1,4,13,71,0,1
RO_053026,Galateni,2443,524,18,0,278,16,12,118,0,16,5,1,1,3,48,4,1,3
RO_033275,Galatii Bistritei,1959,785,10,0,158,70,59,229,98,26,17,5,2,20,34,21,5,31
RO_084460,Galautas,2117,575,23,0,116,41,34,126,156,13,1,7,1,4,16,15,3,19
RO_043180,Galbenu,2656,927,35,0,258,32,58,327,0,40,9,17,2,19,65,52,11,2
RO_046769,Galbinasi,3334,1192,75,0,497,59,55,278,1,9,5,28,2,30,81,62,6,4
RO_079962,Gălbinaşi,2608,711,49,0,292,26,107,80,0,21,13,1,0,10,95,9,3,5
RO_004366,Galda De Jos,3688,1285,63,0,474,35,311,155,74,16,17,6,5,20,34,60,5,10
RO_016867,Galesti,2273,1047,53,0,33,11,6,45,657,1,1,11,0,3,4,2,6,214
