gisco_id,name,registered,turnout,invalid,blank,PARTIDUL DEMOCRAT LIBERAL,PARTIDUL MIŞCAREA POPULARĂ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,ALIANŢA ELECTORALĂ PSD-UNPR-PC,PARTIDUL NAŢIONAL LIBERAL,PARTIDUL ROMÂNIA MARE,ALIANŢA NAŢIONALĂ A AGRICULTORILOR,PARTIDUL DREPTĂŢII SOCIALE,PARTIDUL NOUA REPUBLICĂ,PARTIDUL VERDE,FORŢA CIVICĂ,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ALTERNATIVA SOCIALISTĂ,PARTIDUL NAŢIONAL ŢĂRĂNESC CREŞTIN DEMOCRAT,PARTIDUL POPORULUI - DAN DIACONESCU,UNGUREANU GEORGIANA-CORINA,FILIP CONSTANTIN-TITIAN,LIGA DĂNUŢ,PUREA PAUL,CAPSALI PERICLE-IULIAN,COSTEA PETER,DIACONU MIRCEA,DĂEANU VALENTIN-EUGEN
RO_149655,Ostra,2470,867,60,0,110,16,3,508,81,14,16,5,2,0,2,2,2,0,19,2,0,1,0,2,1,21,0
RO_149682,Panaci,1876,482,24,0,110,19,2,160,60,12,41,2,0,2,8,5,3,5,6,3,0,2,0,3,2,13,0
RO_149753,Păltinoasa,4598,1644,79,0,453,19,5,860,100,17,11,3,4,0,7,3,4,2,27,3,0,0,2,11,2,29,3
RO_149780,Pârteştii de Jos,2227,850,31,0,242,33,4,272,42,142,5,1,6,1,4,6,2,3,17,2,1,1,2,7,0,25,1
RO_149833,Pătrăuţi,3538,768,81,0,251,16,0,231,43,14,4,2,3,0,9,1,1,2,61,2,0,0,0,5,23,19,0
RO_149851,Poiana Stampei,1856,948,47,0,155,37,2,478,87,11,39,4,4,1,20,7,4,3,21,2,5,0,2,4,1,11,3
RO_149931,Pojorâta,2498,864,42,0,241,72,3,229,76,23,14,4,3,6,20,7,14,4,20,4,2,4,1,10,4,59,2
RO_149968,Preuteşti,5406,2284,174,0,315,38,5,1001,516,75,11,8,12,2,14,6,2,9,52,3,4,3,3,2,4,25,0
RO_150043,Putna,3116,1409,55,0,152,30,3,876,32,16,2,19,3,3,3,18,0,6,13,5,0,1,1,119,6,44,2
RO_150070,Rădăşeni,3488,1092,54,0,519,18,1,287,78,34,8,1,5,1,19,6,0,5,8,1,1,1,2,17,2,24,0
RO_150114,Râşca,3959,1483,70,0,128,20,11,1001,66,39,12,11,2,3,14,11,2,4,14,2,1,2,5,13,1,51,0
RO_150178,Sadova,2022,666,35,0,252,27,3,128,96,27,13,0,3,2,10,6,0,10,17,3,1,0,1,7,0,24,1
RO_150196,Satu Mare,3384,776,36,0,235,22,1,168,177,27,3,0,3,1,2,23,0,2,44,5,1,1,0,5,1,18,1
RO_150221,Siminicea,2392,674,57,0,114,19,3,295,35,19,14,2,3,7,9,2,1,2,39,1,1,4,3,19,2,22,1
RO_150258,Slatina,4191,1237,103,0,342,36,0,566,74,20,6,2,7,2,9,2,4,4,29,5,2,1,3,3,0,17,0
RO_150294,Straja,4481,1155,65,0,630,27,1,152,40,18,4,3,2,3,5,126,0,11,12,5,1,1,1,23,10,14,1
RO_150310,Stroieşti,2686,739,27,0,264,30,4,233,33,16,9,0,2,1,10,4,0,4,63,2,1,2,0,17,0,16,1
RO_150356,Stulpicani,4753,1409,68,0,341,20,4,630,155,50,28,6,6,1,6,10,2,2,35,3,2,2,2,11,4,21,0
RO_150418,Suceviţa,2235,761,44,0,162,24,0,218,42,16,16,1,7,6,5,42,0,5,76,0,1,1,1,46,12,34,2
RO_150445,Saru Dornei,3469,953,53,0,257,25,4,277,86,45,49,7,4,2,15,6,1,5,29,4,6,4,5,19,2,47,1
RO_150524,Todireşti,4357,1452,93,0,393,26,9,631,101,36,9,4,8,3,8,2,0,51,24,9,1,5,2,0,7,29,1
RO_150588,Udeşti,5854,2533,122,0,417,74,7,1411,98,53,30,3,10,3,26,42,1,25,81,4,3,3,4,15,67,32,2
RO_150702,Ulma,1682,376,20,0,67,38,5,114,23,7,4,1,8,0,0,6,0,2,54,2,0,2,1,6,1,13,2
RO_150766,Vadu Moldovei,3707,1768,115,0,213,31,0,805,265,61,9,3,7,3,6,9,0,4,61,3,3,7,6,110,16,31,0
RO_150891,Valea Moldovei,2684,987,95,0,436,6,1,353,30,10,5,1,2,1,1,0,0,2,20,0,1,1,0,0,0,18,4
RO_150935,Vama,4894,1240,73,0,426,71,6,268,91,55,12,2,15,2,14,12,3,5,45,6,0,3,4,36,4,86,1
RO_150980,Vatra Moldoviţei,3544,1381,67,0,265,532,0,245,129,41,2,1,6,4,8,3,1,5,20,6,1,3,5,2,0,35,0
RO_151022,Vereşti,5477,1196,99,0,207,48,9,446,56,55,23,3,7,1,18,16,9,3,63,1,2,3,3,31,57,34,2
RO_151077,Vicovu de Jos,4835,663,37,0,91,19,1,255,62,32,4,6,8,1,7,7,2,3,12,3,2,1,5,42,5,56,2
RO_151095,Oraş Vicovu de Sus,11093,1646,109,0,232,64,4,758,86,53,12,9,10,2,15,59,0,5,26,1,5,4,2,62,74,53,1
RO_151120,Volovăţ,3944,1268,73,0,155,63,1,682,208,14,6,4,1,3,6,16,0,5,9,1,1,1,0,6,1,12,0
RO_151157,Vultureşti,2767,1029,65,0,277,95,6,371,54,14,18,1,0,1,5,1,0,1,86,3,1,1,0,4,4,19,2
RO_151246,Zamostea,2441,947,53,0,125,12,6,536,99,13,8,0,5,0,8,18,2,5,27,5,1,3,0,1,0,19,1
RO_151344,Zvoriştea,4685,1501,95,0,172,31,13,906,113,33,9,5,15,3,10,4,5,7,33,5,3,3,1,5,4,25,1
RO_151433,Comăneşti,1803,563,33,0,245,14,2,178,46,7,3,0,0,2,0,1,1,0,9,0,0,0,0,4,0,15,3
RO_151442,Iaslovăţ,2873,596,47,0,113,27,0,291,36,32,2,0,1,0,1,3,2,6,9,0,0,5,0,3,6,12,0
RO_151451,Ciocaneşti,1226,456,20,0,135,11,2,92,108,16,15,2,2,0,3,9,2,6,7,2,1,3,2,1,0,16,1
RO_151460,Serbăuţi,2521,446,20,0,171,9,3,152,46,10,2,1,0,0,3,2,1,1,11,1,0,1,1,0,1,10,0
RO_151479,Horodnic de Sus,3750,882,62,0,212,48,1,294,42,24,7,4,9,6,11,36,2,2,14,1,1,3,6,56,11,29,1
RO_151488,Fântâna Mare,2099,895,55,0,102,26,0,533,36,28,13,2,1,2,7,4,1,3,35,3,1,2,1,3,1,34,2
RO_151497,Cosna,1230,516,23,0,88,13,0,231,78,9,19,0,2,0,7,3,0,0,12,6,0,0,0,2,1,21,1
RO_151503,Capu Câmpului,1897,711,36,0,241,17,1,117,213,10,10,2,2,1,5,4,1,2,24,0,2,1,0,7,1,14,0
RO_151512,Hânţeşti,3010,886,80,0,234,48,2,351,55,19,17,1,11,0,6,6,1,7,21,2,2,3,3,1,4,12,0
RO_151521,Burla,1564,506,31,0,190,7,0,221,20,5,4,1,1,1,3,0,1,1,10,1,1,2,0,0,1,5,0
RO_151530,Bălăceana,1256,356,33,0,58,5,0,163,41,13,9,0,2,0,1,0,1,1,9,0,1,1,1,13,1,2,1
RO_151549,Hartop,1925,602,50,0,121,3,0,331,29,8,2,1,3,0,6,3,3,1,11,0,0,0,1,15,2,11,1
RO_151558,Voitinel,2936,1051,69,0,125,86,0,671,27,12,10,1,1,1,3,5,2,7,10,0,1,1,5,3,5,6,0
RO_151567,Ciprian Porumbescu,1484,301,9,0,114,1,0,96,26,21,5,0,0,0,0,1,0,4,10,1,0,1,0,1,1,10,0
RO_151576,Berchisesti,2176,1540,42,0,231,27,18,1063,36,31,13,2,12,2,9,5,0,4,20,3,1,0,1,2,2,15,1
RO_151585,Poieni-Solca,1686,349,17,0,87,3,2,158,50,5,3,1,2,0,3,0,0,0,5,0,1,2,0,1,0,9,0
RO_151683,Municipiul Turnu Măgurele,25774,7641,669,0,917,354,7,3591,544,257,36,24,15,23,91,59,9,29,380,36,7,19,11,10,20,524,9
RO_151709,Ciuperceni,1419,975,59,0,112,29,1,617,58,7,1,3,3,1,2,0,2,8,44,0,0,5,1,1,2,19,0
RO_151736,Islaz,4578,1940,166,0,191,60,3,1123,105,64,24,1,1,1,12,6,2,4,108,7,5,3,3,1,0,50,0
RO_151763,Lita,2337,890,72,0,50,26,1,554,77,20,9,3,1,0,4,3,2,4,34,3,0,4,1,4,0,17,1
RO_151790,Municipiul Alexandria,44475,13908,1100,0,1786,791,11,5474,1600,373,74,36,31,44,236,79,18,45,666,75,31,23,9,60,108,1207,31
RO_151816,Nanov,3115,1042,53,0,249,50,1,310,186,30,6,1,0,0,11,6,0,3,45,1,6,1,2,6,5,70,0
RO_151834,Poroschia,3859,2185,110,0,85,28,0,418,1371,28,4,2,2,1,8,6,7,5,48,4,1,1,3,1,3,49,0
RO_151870,Municipiul Roşiori de Vede,27208,6944,552,0,572,363,7,3231,711,252,54,17,11,27,82,54,9,39,277,34,4,17,12,38,18,537,26
RO_151905,Oraş Videle,9670,4456,417,0,1220,120,4,1825,250,94,34,12,7,8,27,25,6,18,170,19,5,9,2,9,2,169,4
RO_151932,Crevenicu,1253,526,29,0,87,18,1,286,62,8,1,2,0,0,4,1,2,1,14,0,0,0,0,0,0,10,0
RO_151978,Oraş Zimnicea,13257,4203,325,0,242,150,2,2151,677,110,37,9,7,9,36,13,7,15,109,23,2,13,7,9,13,232,5
RO_151996,Balaci,1587,956,73,0,64,17,0,644,28,26,14,2,0,3,3,7,7,3,35,1,0,0,0,3,7,19,0
RO_152038,Băbăiţa,2488,1124,47,0,56,47,8,488,406,18,8,4,0,16,0,2,1,0,11,0,0,0,0,0,0,12,0
RO_152083,Blejeşti,3134,1450,97,0,101,33,0,968,109,26,18,1,1,1,10,5,1,2,48,2,1,0,2,1,0,23,0
RO_152127,Bogdana,1978,1432,90,0,120,28,2,868,116,22,3,2,9,2,15,6,4,4,112,1,3,3,0,3,0,18,1
RO_152172,Botoroaga,4447,2438,64,0,187,83,2,403,1597,22,4,0,1,0,4,2,3,2,32,2,0,0,0,1,1,28,0
RO_152234,Bragadiru,3427,736,38,0,29,59,2,153,352,11,15,2,1,2,6,6,1,0,20,0,2,0,0,0,3,34,0
RO_152252,Brânceni,2384,1109,89,0,79,30,2,687,108,19,5,1,1,2,6,3,2,3,39,1,1,5,0,3,2,21,0
RO_152270,Bujoreni,852,354,27,0,69,38,0,133,29,7,2,0,2,1,4,2,1,1,14,1,1,0,0,3,0,19,0
RO_152314,Bujoru,1532,654,43,0,41,33,0,131,329,13,4,0,1,0,2,2,0,1,27,1,1,1,1,0,0,23,0
RO_152332,Buzescu,3574,2254,62,0,145,30,1,365,1567,18,9,1,1,0,8,1,1,2,19,0,1,0,0,0,0,22,1
RO_152350,Călineşti,2754,1731,46,0,76,37,0,1359,97,22,9,3,1,1,8,5,1,5,26,0,1,0,1,3,3,27,0
RO_152412,Călmăţuiu,1693,1065,28,0,198,26,2,624,116,16,5,0,0,1,5,0,0,1,18,1,0,3,0,2,0,19,0
RO_152467,Călmăţuiu de Sus,1903,1392,40,0,212,21,1,466,570,13,5,0,1,1,1,2,2,0,31,0,1,0,1,0,0,24,0
RO_152500,Cervenia,2565,610,24,0,152,33,0,218,92,12,3,4,1,2,3,3,0,0,24,2,2,2,2,1,3,25,2
RO_152528,Ciolăneşti,2358,862,48,0,77,28,0,305,302,17,5,1,1,2,5,3,6,5,26,1,1,4,1,0,0,24,0
RO_152564,Conţeşti,2806,1832,51,0,124,16,0,388,1165,16,7,4,0,0,3,2,1,1,13,0,4,2,0,4,3,26,2
RO_152582,Cosmeşti,2055,1609,5,0,40,45,0,102,1404,1,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,1,0
RO_152617,Crângeni,2420,1063,104,0,99,34,3,525,131,18,6,1,1,28,3,3,1,3,61,1,1,7,0,0,2,31,0
RO_152662,Crângu,1210,825,13,0,187,30,0,392,112,9,4,3,1,2,6,6,5,3,20,1,0,1,2,0,1,26,1
RO_152724,Dideşti,1014,274,12,0,82,4,0,129,25,4,2,0,0,0,0,1,0,0,5,5,0,0,0,0,1,4,0
RO_152760,Dobroteşti,3792,1444,87,0,65,61,1,305,749,28,11,2,2,6,18,4,3,4,44,3,1,2,4,3,0,37,4
RO_152797,Drăcşenei,1497,734,33,0,68,13,1,239,328,8,6,2,0,1,2,3,3,1,13,1,0,3,1,0,0,7,1
RO_152868,Drăgăneşti de Vede,1726,594,29,0,187,6,0,217,102,8,3,0,0,5,3,2,0,0,13,5,0,0,1,4,0,9,0
RO_152902,Drăgăneşti-Vlaşca,3573,1458,79,0,333,133,1,611,114,37,5,2,4,6,11,12,3,2,48,5,6,4,3,1,4,33,1
RO_152948,Furculeşti,2941,1149,55,0,131,46,1,508,271,17,6,5,4,2,12,4,2,6,32,1,0,4,1,1,0,39,1
RO_152993,Frumoasa,1816,836,56,0,109,22,1,354,164,49,6,0,1,1,7,2,3,3,25,5,2,0,0,2,0,23,1
RO_153026,Gălăteni,2075,1833,24,0,73,51,7,1180,395,27,5,0,0,25,0,0,3,0,12,1,0,0,0,1,0,28,1
RO_153062,Gratia,2299,1109,43,0,75,31,1,810,21,24,7,2,2,3,6,4,0,3,25,6,2,3,1,0,1,36,3
RO_153106,Izvoarele,2209,743,35,0,36,22,0,318,161,15,5,1,0,3,7,1,3,4,102,4,2,5,0,6,3,10,0
RO_153124,Lisa,1907,820,33,0,170,20,0,256,291,9,2,2,0,1,0,2,0,5,9,2,1,0,0,2,0,15,0
RO_153151,Lunca,2706,757,75,0,91,27,0,441,65,16,0,0,0,1,3,0,1,1,20,0,1,0,0,0,0,15,0
RO_153204,Mavrodin,2107,908,36,0,118,340,2,297,28,16,1,1,3,2,4,6,1,3,20,2,3,0,1,0,3,21,0
RO_153240,Măgura,2374,1532,90,0,125,56,2,966,190,22,6,3,1,2,6,1,2,1,27,0,2,1,0,0,2,27,0
RO_153277,Măldăeni,3595,1495,102,0,244,35,1,840,119,26,12,1,7,3,9,2,0,3,39,3,1,1,1,7,0,36,3
RO_153295,Mereni,2252,1244,59,0,35,8,0,164,910,15,2,1,0,1,3,2,2,3,24,0,0,1,0,0,0,14,0
RO_153339,Mârzăneşti,3185,1683,89,0,689,49,0,527,145,28,19,0,0,2,11,3,0,3,52,4,1,2,2,1,10,42,4
RO_153384,Moşteni,1246,1260,16,0,29,19,0,69,1097,6,3,0,2,1,2,3,0,0,4,0,0,2,0,1,0,6,0
RO_153400,Năsturelu,2215,818,57,0,23,14,1,199,437,13,10,0,1,3,2,2,2,0,19,4,0,0,0,7,0,23,1
RO_153437,Necşeşti,980,544,28,0,37,5,0,173,261,9,4,0,0,1,5,1,1,2,10,0,0,1,0,1,1,3,1
RO_153473,Olteni,2508,2143,0,0,75,0,0,1826,235,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
RO_153507,Orbeasca,6414,2933,82,0,153,57,1,2022,346,33,17,4,1,7,11,2,2,57,99,1,1,5,1,0,1,28,2
RO_153543,Peretu,6142,1486,62,0,110,25,0,337,829,26,2,0,1,2,2,2,0,4,20,1,0,0,22,0,1,39,1
RO_153561,Piatra,2732,1496,113,0,142,45,0,902,84,27,14,9,1,2,6,7,3,4,39,8,7,9,1,3,5,61,4
RO_153589,Pietroşani,2278,692,38,0,25,81,0,323,154,17,6,3,1,0,1,1,0,4,13,1,2,0,1,0,0,21,0
RO_153605,Plosca,4930,2002,70,0,316,81,1,804,604,18,7,2,1,0,4,2,3,2,45,0,1,4,4,1,0,31,1
RO_153623,Plopii-Slăviteşti,2113,918,32,0,413,19,1,277,109,8,3,1,1,2,3,4,0,3,23,0,0,0,1,1,0,17,0
RO_153696,Poeni,2405,568,35,0,85,67,2,223,56,18,8,0,1,2,8,2,1,0,21,0,2,1,1,1,1,32,1
RO_153776,Vităneşti,2339,1439,58,0,119,43,0,902,189,14,14,4,0,4,15,4,0,3,29,7,2,2,0,1,0,28,1
RO_153829,Putineiu,1846,1250,138,0,109,30,2,726,67,22,20,3,0,4,8,2,7,4,55,6,3,4,1,0,2,32,5
RO_153865,Rădoieşti,1768,795,36,0,56,36,0,600,23,8,5,0,0,0,0,1,1,2,13,1,1,0,2,2,0,8,0
RO_153909,Răsmireşti,711,222,13,0,39,3,1,116,20,1,1,0,0,2,4,1,0,3,11,0,0,1,0,1,0,5,0
RO_153936,Salcia,2316,1207,72,0,78,26,1,796,72,33,8,0,1,4,6,5,2,6,47,3,0,3,0,1,1,37,5
RO_153972,Săceni,1092,607,43,0,39,26,0,375,53,11,2,1,0,2,2,1,1,2,37,2,0,1,1,0,0,5,3
RO_154013,Scrioaştea,3309,1661,109,0,115,49,1,1059,178,42,9,2,0,1,12,5,2,8,29,4,1,0,0,0,0,35,0
RO_154068,Scurtu Mare,1395,810,39,0,109,11,0,401,175,13,2,1,2,1,1,0,1,30,18,0,0,0,1,0,0,5,0
RO_154139,Seaca,2063,756,61,0,42,19,0,302,239,17,6,2,1,1,5,3,0,3,22,3,0,3,1,0,0,26,0
RO_154166,Sfinţeşti,981,382,16,0,24,13,0,162,136,7,2,1,0,0,1,0,0,0,10,0,1,2,0,0,0,6,1
RO_154184,Segarcea-Vale,2660,1298,131,0,128,29,0,770,58,27,13,4,1,3,3,0,8,4,77,3,0,4,0,5,1,29,0
RO_154228,Siliştea,1991,1155,44,0,112,21,0,155,746,11,3,0,4,2,6,2,1,2,26,1,0,1,0,0,0,18,0
RO_154282,Siliştea-Gumeşti,2136,518,28,0,93,26,0,226,41,7,2,0,1,0,4,3,2,0,54,0,1,0,4,0,7,18,1
RO_154308,Sârbeni,1166,569,41,0,61,21,0,311,53,12,12,0,4,8,3,0,1,2,19,0,1,1,1,0,1,17,0
RO_154344,Slobozia Mândra,1544,979,75,0,53,16,0,698,76,5,6,0,0,1,1,1,0,0,24,3,1,0,0,0,0,19,0
RO_154380,Smârdioasa,1963,855,78,0,49,24,0,210,361,26,8,4,0,2,6,3,3,4,29,1,0,2,1,3,0,41,0
RO_154415,Stejaru,1533,1027,38,0,180,44,0,654,49,19,6,1,2,0,1,3,1,1,16,2,0,0,0,0,0,10,0
RO_154460,Suhaia,2054,1011,43,0,569,9,3,194,114,16,0,1,1,0,2,1,1,6,12,3,2,0,1,1,1,30,1
RO_154497,Ştorobăneasa,2692,871,67,0,89,37,0,448,116,17,7,2,1,0,6,3,2,1,31,3,0,2,1,1,6,31,0
RO_154521,Talpa,1608,1188,35,0,80,47,0,838,100,21,6,5,0,14,1,3,1,0,16,2,1,0,0,0,0,18,0
RO_154585,Tătărăştii de Jos,2935,864,51,0,84,36,0,374,182,15,5,1,0,0,7,3,2,38,29,4,2,1,4,1,0,25,0
RO_154665,Tătărăştii de Sus,2361,1302,75,0,57,26,0,323,728,15,3,0,0,3,4,8,2,14,21,0,0,1,2,1,0,18,1
RO_154709,Toporu,1653,1310,50,0,63,22,0,993,110,23,8,4,2,0,2,1,0,3,19,1,0,0,0,2,0,7,0
RO_154736,Traian,1594,834,51,0,64,17,0,518,50,18,5,9,2,1,8,3,0,1,49,2,0,0,1,0,10,25,0
RO_154754,Trivalea-Moşteni,2290,1021,47,0,44,22,1,150,681,15,4,0,0,1,1,7,1,1,30,2,0,0,0,2,0,11,1
RO_154790,Troianul,2525,1684,66,0,627,43,1,678,108,25,5,1,0,10,2,2,1,5,56,4,2,5,4,7,3,28,1
RO_154834,Ţigăneşti,4396,2106,102,0,90,34,0,1457,209,31,17,7,3,6,6,9,1,2,46,4,2,1,2,8,24,45,0
RO_154852,Vedea,2438,1406,226,0,79,77,1,873,59,17,1,2,0,2,2,0,0,2,43,2,0,6,0,1,1,11,1
RO_154914,Viişoara,1533,752,53,0,194,22,0,160,248,16,2,0,0,3,3,1,1,2,27,0,1,1,1,1,4,11,1
RO_154932,Vârtoape,2317,1759,14,0,77,85,0,308,1223,9,0,0,0,2,0,0,0,18,10,0,0,0,0,0,0,13,0
RO_154978,Zâmbreasca,1279,619,49,0,99,12,1,317,48,10,6,2,1,4,0,3,2,1,50,1,0,2,2,0,1,7,1
RO_154996,Nenciulesti,2046,1048,48,0,154,22,1,669,74,14,4,0,1,3,5,2,1,5,30,1,2,2,0,1,8,1,0
RO_155083,Beciu,1366,715,44,0,62,66,0,422,43,9,6,0,0,1,14,1,4,2,30,0,0,2,0,0,1,8,0
RO_155092,Beuca,1193,867,51,0,129,74,0,433,96,10,7,1,1,4,15,4,0,2,21,2,1,3,0,2,0,11,0
RO_155109,Dracea,1360,700,65,0,26,22,0,268,254,21,0,0,0,3,6,1,1,1,8,0,0,3,0,1,0,20,0
RO_155118,Fântânele,1468,760,37,0,279,13,0,262,100,23,2,1,0,0,5,2,1,3,17,3,0,0,0,0,0,12,0
RO_155127,Frăsinet,2180,933,41,0,50,25,0,221,491,24,5,5,0,9,5,3,1,3,18,3,1,1,0,4,2,21,0
RO_155136,Purani,1223,547,27,0,35,9,0,407,22,9,4,0,0,1,5,3,0,2,12,0,1,0,1,4,0,5,0
RO_155145,Saelele,2094,1090,72,0,67,25,0,764,38,25,11,1,1,2,6,4,1,6,39,0,0,2,1,0,0,25,0
RO_155154,Uda-Clocociov,1453,828,32,0,119,31,0,556,32,2,4,1,1,0,2,2,1,0,36,1,0,1,1,1,0,5,0
RO_155243,Municipiul Timişoara,285909,69653,3490,0,6884,7267,2830,18416,8782,1336,531,137,490,383,2800,1263,52,1262,1998,416,71,75,245,1080,1418,8315,112
RO_155261,Dumbrăviţa,5655,2097,71,0,262,201,211,452,271,22,14,3,12,12,91,29,1,102,29,8,3,3,5,31,68,194,2
RO_155289,Ghiroda,5285,1472,82,0,190,150,19,453,132,31,15,6,21,33,41,35,2,41,44,6,0,0,2,22,37,110,0
RO_155314,Giroc,7505,2241,146,0,216,222,33,645,254,35,26,4,18,49,61,44,2,21,82,19,1,0,8,29,101,221,4
RO_155350,Municipiul Lugoj,40704,9829,471,0,1004,906,402,3841,812,209,79,21,20,29,295,159,15,65,429,62,11,16,83,61,104,727,8
RO_155403,Oraş Buziaş,6859,2192,130,0,196,112,38,972,320,61,15,6,6,6,46,33,2,5,79,11,1,0,5,16,17,113,2
RO_155458,Oraş Deta,6320,1912,78,0,858,45,89,454,124,36,20,2,4,4,12,19,1,13,38,8,1,3,1,8,7,85,2
RO_155494,Oraş Jimbolia,11099,2037,88,0,469,115,179,428,366,59,16,7,4,5,32,15,4,15,64,7,6,6,8,5,26,109,4
RO_155528,Oraş Sânnicolau Mare,11863,3721,205,0,1613,155,126,854,268,43,15,7,10,13,59,33,3,11,70,8,1,5,4,10,27,181,0
RO_155546,Balint,1304,720,28,0,91,24,97,299,35,22,4,1,2,3,19,8,1,16,40,4,0,1,6,1,2,16,0
RO_155591,Banloc,2449,721,40,0,149,37,8,273,65,23,11,4,4,1,9,3,1,18,38,4,0,1,8,1,1,22,0
RO_155662,Bara,267,282,3,0,53,9,3,135,24,8,2,3,0,1,2,0,0,13,18,0,0,1,0,3,0,4,0
RO_155724,Beba Veche,1287,487,36,0,150,7,47,174,25,6,5,1,2,2,2,1,0,6,12,2,1,0,2,0,1,5,0
RO_155760,Becicherecu Mic,2499,725,35,0,136,69,3,242,125,9,6,4,1,1,8,7,1,2,17,1,0,1,1,1,4,48,3
RO_155797,Belinţ,2243,690,39,0,203,38,5,197,83,12,6,0,2,0,9,9,2,19,30,2,0,1,4,3,6,19,1
RO_155840,Bethausen,2200,855,26,0,90,20,7,455,39,17,7,4,1,0,28,6,2,41,69,5,0,2,8,9,2,15,2
RO_155911,Biled,3294,833,35,0,176,90,5,156,191,5,4,0,2,2,9,75,1,5,31,3,1,0,4,2,1,35,0
RO_155957,Bârna,1204,442,24,0,67,27,5,189,64,19,14,3,1,1,0,2,3,0,17,1,0,0,1,0,1,3,0
RO_156035,Bogda,400,239,7,0,38,9,2,105,49,6,2,0,0,0,2,0,0,2,5,0,1,2,1,3,0,5,0
RO_156106,Boldur,1973,958,51,0,91,68,8,365,211,15,19,1,3,3,17,6,1,7,34,3,3,4,9,4,5,30,0
RO_156151,Brestovăţ,569,262,13,0,106,11,0,69,16,6,3,0,1,1,1,2,0,3,12,2,0,1,1,0,5,8,1
RO_156213,Cărpiniş,4432,945,48,0,116,53,7,489,74,13,10,3,21,1,18,11,0,2,39,0,4,0,0,2,4,30,0
RO_156259,Cenad,3881,373,17,0,100,19,51,78,24,7,2,1,1,1,7,8,0,1,12,4,0,1,1,13,1,23,1
RO_156277,Cenei,2606,822,40,0,83,28,18,287,261,22,17,1,0,2,4,5,0,21,15,0,1,0,1,2,4,10,0
RO_156311,Chevereşu Mare,1753,822,26,0,49,38,15,527,90,9,4,3,2,0,5,2,1,0,37,2,0,0,1,0,1,9,1
RO_156357,Oraş Ciacova,4289,1074,69,0,269,65,26,317,110,26,17,3,6,2,16,3,0,8,87,0,6,1,2,3,4,33,1
RO_156437,Comloşu Mare,4224,1408,85,0,102,42,5,950,84,22,12,1,0,4,11,5,4,6,39,3,1,2,3,2,4,21,0
RO_156473,Coşteiu,3178,1020,43,0,122,59,229,191,178,24,12,1,3,2,37,16,0,4,52,5,2,0,7,4,2,25,2
RO_156534,Criciova,1335,1152,24,0,321,91,4,270,322,22,2,2,1,3,8,6,0,3,40,2,1,1,1,1,5,22,0
RO_156589,Curtea,1017,393,22,0,22,11,2,188,34,4,1,3,2,0,3,1,0,51,21,0,0,0,1,3,8,15,1
RO_156623,Darova,2724,537,25,0,188,19,4,101,54,7,8,1,0,2,6,3,1,40,29,2,0,2,1,9,13,22,0
RO_156669,Denta,2650,914,37,0,79,22,19,428,141,22,9,0,2,2,5,1,2,2,86,0,2,3,3,2,3,42,2
RO_156712,Dudeştii Vechi,3689,962,70,0,91,113,48,227,304,18,10,0,1,2,17,9,0,4,10,0,1,2,2,1,10,21,1
RO_156767,Dumbrava,2218,701,37,0,72,12,181,189,116,20,4,2,3,0,4,5,2,4,21,2,0,1,1,3,9,12,1
RO_156801,Oraş Făget,6132,2128,104,0,491,76,48,864,200,37,17,2,10,2,20,12,3,12,78,10,2,4,8,4,36,88,0
RO_156927,Fârdea,1491,453,8,0,130,17,7,135,52,8,4,0,4,1,4,9,0,17,30,0,0,0,2,2,9,13,1
RO_157004,Foeni,1457,333,18,0,68,5,32,100,62,8,1,1,3,0,3,2,0,1,8,2,0,0,3,0,0,14,2
RO_157031,Gavojdia,2349,673,34,0,144,42,3,200,174,16,5,0,2,1,3,2,2,1,32,1,0,2,1,0,0,8,0
RO_157086,Oraş Gătaia,5222,1783,106,0,601,58,73,565,116,26,21,8,5,1,19,6,0,5,52,11,1,2,7,3,24,72,1
RO_157193,Ghizela,987,317,19,0,73,12,0,122,36,11,10,4,0,0,2,6,0,3,6,1,0,1,1,0,2,8,0
RO_157246,Giarmata,5616,1755,80,0,594,79,12,509,140,29,13,1,1,0,54,13,2,14,60,6,1,2,2,8,37,96,2
RO_157273,Giera,1164,338,17,0,69,8,37,117,53,5,3,1,0,0,2,2,0,5,11,1,0,0,0,1,4,2,0
RO_157317,Giulvăz,2437,519,39,0,79,31,6,210,51,20,20,2,5,0,5,1,0,1,27,2,2,1,0,2,4,10,1
RO_157362,Jamu Mare,2514,895,37,0,117,36,13,446,108,17,15,0,1,0,5,3,0,7,20,4,0,11,1,17,4,32,1
RO_157424,Jebel,2904,1479,89,0,136,61,2,762,203,22,14,3,3,2,15,14,1,7,52,8,2,3,7,1,24,48,0
RO_157451,Lenauheim,5054,896,62,0,314,45,7,204,78,13,15,4,8,2,10,4,1,4,81,2,1,3,3,1,1,33,0
RO_157497,Liebling,3225,629,27,0,78,29,28,134,204,12,15,0,1,2,9,4,1,5,27,3,1,0,1,0,13,34,1
