gisco_id,name,registered,turnout,invalid,blank,PARTIDUL DEMOCRAT LIBERAL,PARTIDUL MIŞCAREA POPULARĂ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,ALIANŢA ELECTORALĂ PSD-UNPR-PC,PARTIDUL NAŢIONAL LIBERAL,PARTIDUL ROMÂNIA MARE,ALIANŢA NAŢIONALĂ A AGRICULTORILOR,PARTIDUL DREPTĂŢII SOCIALE,PARTIDUL NOUA REPUBLICĂ,PARTIDUL VERDE,FORŢA CIVICĂ,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ALTERNATIVA SOCIALISTĂ,PARTIDUL NAŢIONAL ŢĂRĂNESC CREŞTIN DEMOCRAT,PARTIDUL POPORULUI - DAN DIACONESCU,UNGUREANU GEORGIANA-CORINA,FILIP CONSTANTIN-TITIAN,LIGA DĂNUŢ,PUREA PAUL,CAPSALI PERICLE-IULIAN,COSTEA PETER,DIACONU MIRCEA,DĂEANU VALENTIN-EUGEN
ROZZAF,AFGANISTAN,0,952,57,0,103,54,2,283,89,88,39,1,5,9,52,26,3,2,18,45,4,1,6,2,4,57,2
ROZZZA,AFRICA DE SUD,0,42,0,0,2,8,0,9,4,0,2,0,1,0,4,1,0,2,1,0,0,0,0,0,0,7,1
ROZZAL,ALBANIA,0,21,0,0,1,2,0,4,7,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,1
ROZZDZ,ALGERIA,0,25,0,0,5,1,0,3,4,3,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,4,0
ROZZAO,ANGOLA,0,10,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
ROZZSA,ARABIA SAUDITĂ,0,32,0,0,2,7,0,3,9,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,4,0
ROZZAR,ARGENTINA,0,20,0,0,2,0,1,5,4,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,3,0
ROZZAM,ARMENIA,0,12,0,0,0,1,0,1,4,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0
ROZZAU,Australia,0,33,0,0,8,6,0,5,6,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0
ROZZAT,AUSTRIA,0,847,26,0,102,134,21,113,97,19,6,4,6,31,83,28,1,9,14,11,2,1,5,20,23,86,5
ROZZAZ,AZERBAIDJAN,0,20,1,0,0,5,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0
ROZZBY,BELARUS,0,9,0,0,0,1,0,1,1,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
ROZZBE,BELGIA,0,2095,35,0,375,277,36,249,314,29,8,2,14,51,214,38,2,34,25,29,2,2,5,125,53,166,10
ROZZBA,Bosnia and Herzegovina,0,45,3,0,4,4,0,12,9,1,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,3,1
ROZZBR,BRAZILIA,0,20,0,0,6,1,0,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
ROZZBG,BULGARIA,0,75,2,0,9,12,1,23,7,0,0,0,0,2,5,4,0,0,0,3,0,1,0,2,0,4,0
ROZZCA,Canada,0,566,6,0,82,139,2,52,54,7,0,0,0,6,59,20,0,4,5,4,2,0,0,16,7,101,0
ROZZCZ,CEHIA,0,215,13,0,35,25,0,24,21,4,2,1,4,5,24,8,0,4,2,5,0,1,0,12,0,24,1
ROZZCL,CHILE,0,18,2,0,2,2,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0
ROZZCN,CHINA,0,91,1,0,8,6,0,18,10,1,1,1,0,1,13,5,0,0,0,0,0,0,0,2,0,24,0
ROZZCY,CIPRU,0,158,8,0,16,32,0,24,14,9,1,0,0,1,12,7,3,0,3,2,0,0,1,7,0,14,4
ROZZCO,COLUMBIA,0,9,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROZZKP,COREEA DE NORD,0,10,0,0,1,0,0,4,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ROZZKR,COREEA DE SUD,0,16,0,0,1,1,0,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
ROZZHR,CROAŢIA,0,28,0,0,5,2,0,4,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,9,0
ROZZCU,CUBA,0,19,0,0,1,0,0,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
ROZZDK,DANEMARCA,0,119,4,0,14,9,4,13,16,2,0,0,2,4,18,4,0,2,1,2,0,0,1,8,0,15,0
ROZZEG,EGIPT,0,42,2,0,6,2,0,7,6,3,3,0,0,2,5,1,0,1,0,0,0,0,0,0,0,4,0
ROZZCH,ELVEŢIA,0,313,4,0,45,55,9,27,36,4,1,1,10,5,55,13,0,5,1,2,0,1,0,8,8,22,1
ROZZAE,United Arab Emirates,0,152,3,0,30,29,2,22,17,1,2,0,1,0,15,7,0,2,0,1,0,0,0,2,0,15,3
ROZZET,ETIOPIA,0,15,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,3,1
ROZZPH,FILIPINE,0,21,0,0,5,1,0,4,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
ROZZFI,FINLANDA,0,70,1,0,6,13,2,9,7,3,0,0,1,2,9,2,0,1,1,0,0,0,0,3,4,6,0
ROZZFR,FRANŢA,0,2255,47,0,249,369,6,180,183,37,9,5,17,28,147,543,4,31,33,9,3,4,5,97,69,159,21
ROZZGE,GEORGIA,0,32,1,0,3,6,0,3,3,2,0,0,2,0,2,3,0,0,0,1,0,0,0,0,0,5,1
ROZZDE,GERMANIA,0,1081,37,0,140,206,25,123,144,18,11,4,11,24,97,31,3,10,13,10,2,1,2,87,4,74,4
ROZZGR,GRECIA,0,308,8,0,34,57,4,51,29,13,6,0,0,3,23,17,2,1,18,5,1,2,0,9,1,21,3
ROZZIN,INDIA,0,11,0,0,3,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ROZZID,INDONEZIA,0,11,0,0,1,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ROZZJO,IORDANIA,0,55,1,0,5,3,1,16,5,1,2,0,0,0,5,0,0,0,1,1,0,1,0,0,1,12,0
ROZZIQ,IRAK,0,46,1,0,5,2,0,13,3,3,0,0,0,0,4,1,1,1,2,1,0,0,0,0,0,8,1
ROZZIR,IRAN,0,25,0,0,5,0,0,5,5,1,1,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1
ROZZIE,IRLANDA,0,305,5,0,35,64,3,24,62,6,4,0,6,0,18,14,0,4,17,1,0,0,1,13,1,25,2
ROZZIL,ISRAEL,0,142,2,0,28,16,3,26,13,1,1,0,1,2,11,5,1,1,2,5,0,0,0,1,0,22,1
ROZZIT,ITALIA,0,3806,149,0,379,608,7,536,234,87,27,8,16,24,255,79,2,28,885,24,4,7,29,62,37,295,24
ROZZJP,JAPONIA,0,38,0,0,3,5,0,6,2,2,0,0,0,1,6,1,1,3,0,3,0,0,0,4,0,1,0
ROZZKZ,KAZAHSTAN,0,10,0,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0
ROZZKE,KENYA,0,24,0,0,4,1,0,6,3,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,5,0
ROZZKW,KUWEIT,0,55,0,0,4,12,0,14,6,4,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,6,1
ROZZLB,LIBAN,0,52,0,0,3,6,0,12,6,5,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,12,0
ROZZLY,LIBIA,0,21,0,0,2,1,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
ROZZLT,LITUANIA,0,26,1,0,1,5,0,3,6,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0
ROZZLU,LUXEMBURG,0,332,4,0,67,50,5,29,52,3,5,1,4,6,34,13,1,7,1,4,0,0,0,8,2,30,6
ROZZMK,MACEDONIA,0,17,1,0,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
ROZZMY,MALAEZIA,0,15,1,0,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ROZZGB,MAREA BRITANIE,0,808,15,0,97,147,9,75,108,17,3,1,10,16,84,29,1,15,36,4,1,1,0,36,23,77,3
ROZZMA,MAROC,0,26,1,0,2,1,0,7,3,1,0,0,0,0,5,4,0,0,1,1,0,0,0,0,0,0,0
ROZZMX,MEXIC,0,16,0,0,2,1,0,4,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0
ROZZMD,Moldova,0,9558,47,0,2162,5259,12,397,461,152,23,47,42,395,215,43,4,30,68,28,5,5,8,31,70,36,18
ROZZME,MUNTENEGRU,0,13,2,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
ROZZNG,NIGERIA,0,8,0,0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
ROZZNO,NORVEGIA,0,171,2,0,13,30,11,23,11,2,1,0,3,1,22,11,0,2,7,3,0,1,0,0,4,24,0
ROZZNL,OLANDA,0,252,5,0,40,56,3,25,34,6,2,0,1,5,27,9,1,2,1,0,1,0,0,9,2,21,2
ROZZPS,PALESTINA,0,15,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROZZPK,PAKISTAN,0,13,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0
ROZZPE,PERU,0,11,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
ROZZPL,POLONIA,0,115,4,0,19,10,1,15,18,0,0,0,1,1,7,6,1,1,2,0,2,1,0,1,0,24,1
ROZZPT,PORTUGALIA,0,139,3,0,13,34,0,24,9,3,2,0,1,1,9,4,1,4,5,2,0,1,0,3,0,20,0
ROZZQA,QATAR,0,70,2,0,11,8,0,8,7,1,1,1,0,1,9,7,0,0,0,1,0,0,0,2,1,10,0
ROZZRU,RUSIA,0,156,5,0,16,15,1,53,26,5,2,0,0,0,9,5,0,1,2,1,1,0,0,2,2,10,0
ROZZSN,SENEGAL,0,11,0,0,1,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
ROZZRS,SERBIA,0,151,14,0,20,18,0,14,15,2,2,0,2,0,17,7,0,2,2,5,0,0,1,6,0,23,1
ROZZSG,SINGAPORE,0,32,3,0,6,1,1,5,2,0,0,0,1,1,5,1,0,0,0,1,0,0,0,1,0,4,0
ROZZSY,Syria,7069,1341,88,0,560,47,23,282,80,54,21,0,7,0,20,11,2,3,49,3,2,2,1,10,15,60,1
ROZZSK,SLOVACIA,0,70,0,0,13,6,1,9,10,0,0,0,2,0,14,4,0,0,0,3,0,0,0,2,0,5,1
ROZZSI,SLOVENIA,0,31,2,0,6,6,0,4,6,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0
ROZZES,SPANIA,0,2384,56,0,199,433,8,349,196,71,19,9,14,20,182,79,2,25,433,13,0,9,28,53,20,160,6
ROZZLK,SRI LANKA,0,12,0,0,7,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROZZUS,SUA,0,460,8,0,57,119,4,47,54,10,0,0,9,3,43,10,1,5,8,4,0,0,1,8,15,53,1
ROZZSD,SUDAN,0,6,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ROZZSE,SUEDIA,0,132,5,0,20,22,1,18,12,1,1,0,0,1,6,13,0,0,0,0,1,0,0,13,0,18,0
ROZZTH,THAILANDA,0,8,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0
ROZZTN,TUNISIA,0,26,0,0,1,5,0,8,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0
ROZZTR,TURCIA,0,183,1,0,20,13,2,70,16,3,2,2,0,2,15,2,0,1,3,4,0,0,0,2,1,24,0
ROZZTM,TURKMENISTAN,0,13,1,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0
ROZZUA,UCRAINA,0,77,1,0,8,6,0,25,8,4,1,1,0,0,3,1,1,0,0,1,0,0,0,0,4,13,0
ROZZHU,UNGARIA,0,381,7,0,32,24,175,29,22,4,2,2,2,2,25,2,2,0,10,2,0,1,0,7,6,25,0
ROZZUY,URUGUAY,0,22,3,0,5,2,0,3,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0
ROZZUZ,UZBEKISTAN,0,16,0,0,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0
ROZZVE,VENEZUELA,0,31,1,0,7,7,0,2,4,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
ROZZVN,VIETNAM,0,21,0,0,4,4,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
ROZZZW,ZIMBABWE,0,5,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001017,Municipiul Alba Iulia,61421,19769,842,0,3409,1404,294,5246,2952,351,103,53,55,75,712,303,12,214,409,119,22,18,22,677,604,1834,39
RO_001071,Ciugud,2455,1483,80,0,170,132,7,694,127,24,17,4,6,2,24,11,3,7,36,1,2,1,2,28,51,51,3
RO_001151,Oraş Abrud,4785,1754,121,0,225,43,26,715,263,43,24,5,3,4,11,49,2,5,38,7,1,4,3,15,25,121,1
RO_001213,Municipiul Aiud,22493,6626,285,0,892,302,783,2058,789,190,62,16,14,19,106,87,12,52,277,27,4,22,16,89,86,430,8
RO_001348,Municipiul Blaj,17057,6082,248,0,2836,189,213,1193,539,91,26,7,13,10,78,40,6,36,104,18,2,6,3,10,23,387,4
RO_001455,Oraş Câmpeni,6615,2575,165,0,307,87,13,767,548,54,29,11,2,4,23,153,3,75,46,8,1,7,8,90,33,139,2
RO_001696,Oraş Cugir,23282,7932,515,0,811,385,51,2788,1822,172,61,14,12,27,112,117,12,33,247,34,7,10,20,117,82,460,23
RO_001794,Oraş Ocna Mureş,12341,3058,172,0,726,168,209,886,333,75,12,7,14,7,43,30,3,22,98,11,3,3,3,25,84,123,1
RO_001874,Municipiul Sebeş,25831,6930,460,0,1106,605,34,2273,796,95,43,14,15,10,360,89,9,34,268,25,7,2,6,114,123,435,7
RO_001936,Oraş Zlatna,6885,2453,109,0,714,178,24,608,415,42,25,2,8,2,13,12,2,119,76,6,1,1,1,8,3,82,2
RO_002130,Albac,1754,604,33,0,222,22,6,104,82,12,16,1,2,0,2,52,0,1,17,0,0,1,1,21,1,8,0
RO_002309,Almaşu Mare,1101,501,22,0,211,70,6,83,34,14,9,0,2,1,7,1,1,4,24,1,1,0,0,6,0,4,0
RO_002381,Arieşeni,1440,595,38,0,204,15,1,157,100,14,11,4,2,0,2,22,0,3,5,0,1,2,1,0,0,13,0
RO_002577,Avram Iancu,1332,879,14,0,483,18,5,224,68,7,7,1,2,2,4,6,0,4,14,2,1,0,0,2,4,11,0
RO_002915,Oraş Baia de Arieş,3576,1383,61,0,448,43,15,358,264,28,12,3,4,2,12,14,0,6,30,1,1,2,3,15,3,57,1
RO_002988,Berghin,1737,668,37,0,324,26,3,120,77,17,5,0,2,2,13,4,0,1,21,0,0,0,0,2,3,11,0
RO_003039,Bistra,4019,1161,63,0,229,44,5,245,374,28,26,1,0,3,6,19,1,0,69,3,0,1,1,5,2,36,0
RO_003397,Blandiana,843,444,14,0,151,40,2,51,129,13,4,0,0,3,4,2,2,2,16,1,2,0,0,2,2,4,0
RO_003459,Bucium,1387,531,19,0,99,12,5,249,36,28,17,3,1,2,0,5,2,5,16,2,2,2,0,3,1,22,0
RO_003761,Cenade,779,353,19,0,234,5,0,28,39,2,1,0,1,0,5,2,0,0,7,1,0,0,1,0,0,8,0
RO_003805,Cergău,1291,784,28,0,471,8,0,91,121,17,7,0,4,0,1,4,1,2,17,0,0,2,0,4,0,6,0
RO_003841,Ceru-Băcăinţi,233,138,3,0,88,5,0,22,11,3,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0
RO_003958,Cetatea de Baltă,2423,897,55,0,343,23,92,189,81,20,9,2,1,2,3,5,0,5,28,1,1,4,1,1,2,29,0
RO_004008,Ciuruleasa,1016,389,30,0,54,24,2,177,36,15,6,2,3,0,3,2,1,3,12,3,0,1,1,1,6,7,0
RO_004106,Câlnic,1360,790,40,0,302,102,3,211,90,4,0,0,0,0,10,1,0,1,8,0,0,0,1,4,2,9,2
RO_004142,Cricău,1719,821,34,0,347,12,4,147,194,4,4,2,3,0,2,5,0,12,8,0,2,0,3,4,21,13,0
RO_004188,Crăciunelu de Jos,1690,905,52,0,397,17,10,214,128,12,8,2,3,2,13,4,1,2,6,1,1,1,1,1,1,28,0
RO_004240,Daia Română,2495,916,33,0,109,21,0,229,455,11,7,1,0,1,10,6,0,3,15,1,1,0,1,2,0,9,1
RO_004268,Doştat,746,417,21,0,254,6,0,69,47,1,1,0,0,0,1,0,0,0,11,1,0,0,0,1,1,3,0
RO_004302,Fărău,1339,711,23,0,293,29,83,87,153,10,5,2,0,0,1,3,3,2,6,1,0,2,0,3,3,2,0
RO_004366,Galda de Jos,3753,1280,58,0,274,66,47,255,380,24,12,2,7,3,23,14,1,7,36,5,2,3,0,11,2,47,1
RO_004482,Gârbova,1641,688,34,0,322,22,2,154,115,4,1,2,1,0,3,1,0,1,12,1,0,0,1,0,9,3,0
RO_004525,Gârda de Sus,1455,496,21,0,186,31,4,159,28,15,6,0,2,1,1,13,0,3,9,0,0,1,2,4,1,9,0
RO_004703,Hopârta,930,539,26,0,309,20,5,94,38,13,3,1,6,0,3,1,1,0,7,1,1,0,1,0,2,7,0
RO_004767,Horea,1713,912,28,0,569,38,3,113,42,17,11,0,12,3,3,24,1,1,14,3,0,3,0,9,2,16,0
RO_004927,Ighiu,5517,1992,106,0,977,58,9,406,210,30,12,0,4,2,18,12,1,7,37,4,2,1,2,14,29,49,2
RO_004981,Întregalde,591,203,9,0,46,13,3,40,59,18,1,0,2,1,0,0,0,1,6,0,0,1,0,0,0,2,1
RO_005103,Jidvei,4174,1862,89,0,1282,31,25,214,111,22,8,0,2,2,7,2,0,4,16,1,1,1,2,8,4,30,0
RO_005167,Livezile,1171,411,26,0,81,23,4,100,109,17,4,0,2,0,3,1,1,1,14,0,0,0,0,15,2,7,1
RO_005210,Lopadea Nouă,2331,1025,26,0,472,15,312,87,53,26,7,0,4,0,3,4,1,1,1,3,0,0,0,4,3,3,0
RO_005309,Lunca Mureşului,2047,724,37,0,139,22,137,171,106,6,12,2,1,2,1,4,0,0,67,0,0,2,2,2,3,7,1
RO_005336,Lupşa,2775,953,50,0,115,29,4,395,69,133,14,3,3,5,4,10,2,17,31,2,1,5,1,23,2,34,1
RO_005577,Meteş,2484,1004,58,0,322,114,6,250,126,20,10,2,3,0,10,6,4,4,32,1,0,2,3,0,5,25,1
RO_005700,Mihalţ,2813,1506,64,0,624,71,6,531,97,8,5,6,0,3,6,4,0,30,12,2,0,0,0,2,2,32,1
RO_005755,Mirăslău,1828,717,23,0,220,42,132,129,110,15,3,2,2,0,5,5,1,1,8,0,0,0,2,1,3,13,0
RO_005826,Mogoş,750,302,14,0,142,13,1,43,51,11,2,1,2,0,0,3,0,1,9,1,0,2,1,0,2,3,0
RO_006048,Noşlac,1496,626,19,0,277,16,91,111,43,10,1,2,0,2,3,0,1,2,26,4,0,0,1,1,7,9,0
RO_006119,Ocoliş,551,416,16,0,228,12,4,50,69,10,1,0,0,0,3,5,1,0,4,1,1,1,0,2,0,8,0
RO_006164,Ohaba,631,356,17,0,122,35,0,111,26,5,4,0,2,2,4,1,0,4,10,0,0,0,0,0,3,10,0
RO_006217,Pianu,2919,923,53,0,256,24,1,221,254,11,10,4,2,0,10,5,0,2,14,0,1,0,0,39,1,15,0
RO_006271,Poiana Vadului,919,277,15,0,113,9,1,61,48,3,7,0,3,1,0,0,0,1,9,0,0,2,0,0,1,3,0
RO_006397,Ponor,502,283,7,0,109,3,3,72,61,4,2,1,0,0,2,0,0,0,13,2,0,0,0,2,0,2,0
RO_006468,Poşaga,943,485,6,0,178,16,4,75,154,16,2,0,2,2,5,3,1,3,4,1,0,0,0,4,0,9,0
RO_006547,Rădeşti,1114,617,16,0,285,16,75,124,55,6,3,1,1,1,0,3,0,4,12,0,0,0,1,4,0,10,0
RO_006592,Râmetea,965,330,16,0,9,5,238,24,20,4,0,0,0,0,5,2,0,0,1,1,0,0,0,4,0,1,0
RO_006627,Râmeţ,517,357,22,0,85,9,4,127,38,8,4,2,1,0,5,0,0,1,9,0,0,1,0,30,0,11,0
RO_006761,Roşia Montană,2426,1174,93,0,343,41,6,398,104,42,17,6,1,4,13,12,1,2,32,6,2,0,2,3,6,40,0
RO_006930,Roşia de Secaş,1227,609,29,0,284,35,2,112,75,13,1,1,4,0,4,2,3,1,24,0,0,0,0,1,8,9,1
RO_006976,Sălciua,1370,428,13,0,145,22,2,88,32,12,3,0,2,0,2,9,0,51,16,1,1,1,1,7,0,19,1
RO_007044,Săliştea,1889,984,45,0,195,37,0,203,408,14,5,3,2,1,6,4,1,5,18,1,4,0,1,16,4,10,1
RO_007099,Săsciori,4715,1900,95,0,954,73,5,308,204,11,13,10,8,3,103,12,1,6,34,5,0,1,1,13,5,35,0
RO_007197,Scărişoara,1378,589,48,0,70,22,4,90,263,28,15,2,1,2,3,14,0,3,10,1,0,3,0,3,1,6,0
RO_007348,Sâncel,2182,913,43,0,163,62,4,229,310,40,8,0,2,1,7,3,0,4,9,3,1,1,0,5,1,17,0
RO_007384,Sântimbru,2480,764,40,0,272,35,7,147,131,18,21,1,1,2,11,1,2,5,20,2,1,0,2,9,0,35,1
RO_007446,Sohodol,1538,435,33,0,151,19,0,111,40,23,9,0,0,0,4,20,1,0,6,1,1,0,1,3,0,12,0
RO_007767,Stremţ,2114,896,23,0,122,54,5,391,193,11,12,2,0,6,7,14,0,1,25,2,3,1,2,3,1,18,0
RO_007810,Şibot,2133,965,42,0,305,36,1,220,152,17,2,0,3,2,9,5,1,91,50,2,0,0,0,0,2,25,0
RO_007865,Şona,3609,1071,69,0,229,51,202,238,138,41,11,3,5,1,6,6,0,2,30,0,1,2,2,4,4,26,0
RO_007945,Şpring,2107,986,29,0,73,39,1,200,551,10,6,0,0,0,15,2,1,2,19,2,1,1,0,9,4,16,5
RO_008014,Şugag,2335,1195,46,0,191,94,1,105,655,8,21,1,0,1,28,1,1,3,11,2,2,2,1,11,2,7,1
RO_008096,Oraş Teiuş,6156,2461,155,0,395,125,45,939,417,43,19,5,0,5,55,22,3,13,69,10,0,1,6,10,18,106,0
RO_008158,Unirea,4182,1333,61,0,408,53,164,324,156,23,6,8,6,2,13,9,1,13,35,4,0,1,2,12,7,25,0
RO_008229,Vadu Moţilor,1136,438,31,0,77,15,0,90,142,12,13,1,5,1,1,29,0,2,9,0,0,0,1,2,2,3,2
RO_008354,Valea Lungă,2512,1068,60,0,423,37,16,304,128,20,3,1,4,2,8,4,3,5,9,0,0,0,0,3,6,31,1
RO_008425,Vidra,1418,585,25,0,273,20,0,160,47,10,7,0,1,1,3,4,0,3,10,2,2,2,0,1,8,6,0
RO_008826,Vinţu de Jos,4448,1749,117,0,404,112,13,463,368,32,23,3,2,8,18,15,5,9,61,6,0,0,7,22,7,52,2
RO_009019,Cut,1061,452,27,0,54,28,0,148,74,6,5,0,2,0,7,6,0,45,31,0,1,0,0,4,0,13,1
RO_009026,Bucerdea Grânoasă,1894,775,38,0,72,19,169,63,355,12,6,1,2,0,3,5,0,3,5,0,0,0,1,0,4,17,0
RO_009262,Municipiul Arad,152400,39627,1817,0,7630,2283,3243,9842,2690,712,264,79,557,120,1499,480,48,291,1554,185,28,62,73,712,1704,3697,57
RO_009280,Fântânele,3002,1038,71,0,211,49,63,448,35,16,6,2,6,2,17,4,1,1,34,4,0,2,1,8,25,31,1
RO_009333,Livada,2785,575,28,0,101,31,57,135,45,17,8,2,0,0,18,5,1,2,23,5,1,1,0,17,41,35,2
RO_009360,Şofronea,2295,667,30,0,102,30,221,135,20,9,2,1,2,1,13,2,1,1,20,1,2,1,1,3,38,30,1
RO_009397,Vladimirescu,10308,1812,90,0,326,145,26,473,142,42,19,6,18,10,61,13,0,15,157,6,2,2,6,34,68,149,2
RO_009459,Oraş Chişineu-Criş,6923,2188,107,0,278,51,230,933,120,67,28,8,3,2,28,4,2,6,146,4,3,2,0,17,37,110,2
RO_009495,Oraş Curtici,6836,1269,83,0,288,69,22,252,63,25,15,2,14,5,62,51,4,19,48,2,2,6,2,14,137,83,1
RO_009538,Oraş Ineu,8091,2957,117,0,381,83,82,594,1007,67,9,1,8,3,20,16,1,9,306,6,1,3,2,20,76,143,2
RO_009574,Oraş Lipova,9642,2475,130,0,393,171,37,944,200,58,29,6,33,9,44,21,2,14,145,8,4,0,8,7,46,163,3
RO_009627,Oraş Nădlac,6700,1425,92,0,563,49,24,230,130,16,28,5,5,0,44,4,0,7,130,4,0,2,2,3,15,71,1
RO_009654,Oraş Pâncota,6358,1069,49,0,231,47,37,333,106,25,7,3,3,4,46,8,1,4,56,8,0,1,0,21,32,44,3
RO_009690,Oraş Sebiş,5412,1529,63,0,528,76,37,309,140,42,16,12,9,2,34,8,3,22,48,7,1,2,2,3,48,116,1
RO_009743,Almaş,2196,853,49,0,311,22,1,226,36,31,13,1,2,1,13,4,1,15,63,2,1,1,1,10,29,20,0
RO_009798,Apateu,2802,730,12,0,252,22,2,280,42,24,11,3,4,0,3,3,5,0,33,1,0,1,0,4,18,10,0
RO_009832,Archiş,1245,670,23,0,142,14,4,318,65,20,4,2,18,0,2,2,1,0,19,5,1,1,0,1,14,12,2
RO_009887,Bata,838,452,22,0,217,13,2,111,27,4,5,1,2,2,3,3,1,0,24,2,1,2,0,0,3,7,0
RO_009930,Beliu,2535,1315,69,0,541,14,2,271,210,27,2,3,6,3,19,5,0,8,44,1,0,18,1,19,18,34,0
RO_010006,Birchis,1532,530,27,0,169,52,1,148,35,16,7,1,0,1,2,2,0,5,30,1,0,0,1,1,11,20,0
RO_010051,Barsa,1556,651,16,0,307,11,5,177,40,9,6,0,2,5,9,2,0,0,28,2,0,0,0,3,11,18,0
RO_010104,Barzava,2196,1112,59,0,112,42,4,654,77,23,26,4,2,0,23,7,1,5,34,2,1,2,2,4,5,20,3
RO_010195,Bocsig,2799,838,26,0,198,16,7,220,52,19,15,2,3,1,10,6,2,2,201,2,2,1,2,2,11,38,0
RO_010239,Brazii,989,431,11,0,136,9,0,112,39,19,5,2,4,1,6,2,0,1,55,2,0,2,1,0,7,17,0
RO_010293,Buteni,2828,1319,56,0,275,42,9,280,504,23,6,0,0,2,9,9,1,11,33,1,0,1,2,7,11,37,0
RO_010346,Carand,977,370,22,0,116,10,6,86,68,10,3,0,2,0,2,0,0,4,21,2,0,1,1,1,1,14,0
RO_010373,Cermei,2249,724,51,0,249,25,21,151,49,24,5,2,4,0,8,3,0,3,58,2,0,3,1,5,32,28,0
RO_010417,Chisindia,1149,443,13,0,194,5,1,121,63,7,8,1,1,1,2,2,1,8,5,0,1,0,0,0,2,7,0
RO_010453,Conop,1815,695,35,0,222,28,5,215,20,22,4,0,3,0,3,2,2,1,112,3,1,0,0,2,5,9,1
