gisco_id,name,registered,turnout,invalid,blank,PP,PUSL,ADU,Şoşoacă,RS,Ştefănuţă,REPER,AUR,PDU,UDMR,PAD,PRM,S.O.S. RO,PSD-PNL,Pîrvănescu,Gheorghe
RO_039836,Vorniceni,3714,1750,177,0,7,7,196,19,1,13,28,141,3,20,2,7,31,1084,4,10
RO_039872,Vorona,6043,2991,228,0,17,19,89,38,7,46,17,456,18,27,4,26,160,1775,11,53
RO_039942,Lozna,1525,802,61,0,1,35,39,13,4,11,9,125,3,8,2,4,67,407,6,7
RO_039959,Dimăcheni,993,723,36,0,0,2,5,2,2,3,1,111,1,4,1,1,27,524,0,3
RO_039967,Cândeşti,1869,979,67,0,3,5,12,13,1,14,0,221,14,10,1,1,54,545,4,14
RO_039975,Coşula,2433,1078,197,0,8,2,16,24,2,13,2,140,5,5,1,4,98,545,1,15
RO_039983,Blândeşti,1536,917,77,0,1,3,54,9,2,3,0,177,5,3,2,4,48,521,1,7
RO_040035,Adăşeni,1742,616,47,0,4,0,3,2,0,7,6,261,4,3,1,1,28,243,2,4
RO_040198,Municipiul Braşov,240626,117715,5043,0,829,984,24635,599,495,5825,8241,12791,2877,6054,655,981,4318,37098,1035,5032
RO_040214,Oraş Ghimbav,6832,3602,112,0,36,37,544,44,28,135,198,525,132,98,14,31,200,1278,43,147
RO_040241,Municipiul Codlea,20739,9676,557,0,84,77,833,107,48,316,249,1254,342,282,27,108,456,4521,99,316
RO_040278,Municipiul Făgăraş,29816,10718,722,0,81,93,950,120,78,334,391,1683,325,337,51,88,751,4320,91,302
RO_040303,Oraş Predeal,3942,2396,140,0,11,12,270,28,17,67,62,303,62,27,29,18,156,1048,34,106
RO_040367,Oraş Râşnov,15221,7836,266,0,51,65,1659,75,43,186,276,1145,218,119,33,59,344,3001,64,231
RO_040394,Oraş Rupea,4647,2429,209,0,16,9,101,12,7,72,51,266,29,278,8,12,66,1247,6,40
RO_040438,Municipiul Săcele,27632,12983,853,0,75,96,1228,105,54,237,421,1470,228,2246,33,95,433,5083,56,256
RO_040465,Oraş Victoria,6728,2920,145,0,25,20,524,18,16,97,73,432,65,55,4,12,119,1246,20,39
RO_040492,Oraş Zărneşti,21157,10366,586,0,59,72,738,114,82,342,312,1472,293,148,33,80,507,5136,105,287
RO_040526,Apata,2471,1477,181,0,1,4,15,13,1,7,4,117,5,571,1,2,46,507,1,1
RO_040544,Beclean,1539,1092,56,0,4,16,57,7,5,13,27,151,18,9,5,6,53,636,3,26
RO_040606,Bod,4674,2643,115,0,30,13,214,27,14,66,258,379,57,145,6,11,112,1099,19,76
RO_040633,Bran,4473,2933,206,0,14,85,238,37,9,76,106,421,64,13,7,25,162,1389,20,61
RO_040688,Budila,3373,2348,391,0,6,2,206,11,6,12,11,197,19,350,3,4,108,1008,4,10
RO_040704,Bunesti,2172,1335,137,0,96,11,181,15,4,12,35,273,8,22,1,4,88,430,4,10
RO_040768,Cata,2033,1310,193,0,5,4,10,3,1,9,3,107,4,188,3,4,29,730,6,11
RO_040820,Cincu,1537,888,80,0,4,5,15,6,3,15,11,150,7,9,0,2,47,513,3,18
RO_040857,Comana,2254,1530,134,0,21,8,28,15,3,21,7,197,4,7,3,5,53,1005,2,10
RO_040900,Cristian,5882,3462,111,0,23,28,564,21,16,146,269,386,86,72,19,19,125,1442,16,119
RO_040928,Dumbravita,4121,2365,222,0,7,12,563,27,7,36,40,286,30,26,4,15,101,939,14,36
RO_040955,Feldioara,6033,3239,196,0,21,20,129,25,10,39,71,644,66,107,6,19,123,1673,13,77
RO_040991,Fundata,592,517,19,0,0,1,18,3,2,3,18,98,2,2,0,2,11,326,0,12
RO_041033,Halchiu,4239,2491,142,0,16,9,261,33,9,56,81,397,64,282,2,15,92,864,19,90
RO_041088,Harman,6327,3184,169,0,16,27,534,33,16,100,247,409,93,80,10,30,113,1146,32,129
RO_041113,Harseni,1940,1298,120,0,8,37,52,13,8,14,28,192,24,12,4,8,53,684,5,35
RO_041177,Hoghiz,3921,2276,219,0,5,12,63,16,10,21,17,265,18,505,4,10,89,971,6,35
RO_041248,Homorod,2026,1033,159,0,5,4,10,4,0,1,9,162,14,185,2,2,36,428,3,7
RO_041284,Jibert,2129,1265,151,0,12,7,113,6,4,8,17,162,7,135,1,7,51,566,3,15
RO_041346,Lisa,1474,1026,196,0,3,3,50,5,2,8,14,200,8,7,2,12,59,443,0,14
RO_041382,Maierus,2327,2032,212,0,6,7,28,12,2,17,10,324,11,16,1,6,59,795,2,6
RO_041417,Mandra,2552,1535,119,0,11,6,215,14,7,37,43,214,37,17,7,10,63,698,6,31
RO_041471,Moieciu,3799,2692,192,0,13,13,328,18,11,60,132,332,57,8,11,22,96,1299,13,83
RO_041541,Ormenis,1590,1151,292,0,4,0,26,11,0,0,2,66,5,442,1,5,36,261,0,0
RO_041578,Parau,1676,1150,168,0,29,4,53,17,4,9,11,132,11,20,1,3,72,587,6,23
RO_041621,Poiana Mărului,2577,1805,133,0,13,12,65,11,5,25,37,274,22,15,7,10,96,1046,3,31
RO_041667,Prejmer,7959,4117,313,0,41,23,277,38,21,68,89,681,105,56,11,30,225,2004,39,95
RO_041701,Racos,2568,1624,509,0,6,3,35,18,6,12,6,141,10,520,0,10,51,271,14,12
RO_041738,Recea,2691,1665,120,0,9,14,137,19,6,16,28,277,22,12,2,2,107,856,2,34
RO_041818,Sercaia,2330,1353,152,0,12,9,63,16,7,22,33,180,20,113,9,7,53,601,2,29
RO_041854,Sinca,2928,1756,362,0,10,7,64,17,7,10,11,272,19,22,7,22,100,787,11,28
RO_041925,Sanpetru,10160,5542,188,0,33,39,1306,46,21,218,386,640,156,171,14,56,200,1734,42,289
RO_041943,Soars,1613,1006,141,0,6,1,86,8,1,1,6,117,8,15,2,5,46,536,16,1
RO_042003,Tarlungeni,9677,5618,471,0,33,15,504,41,21,89,169,1273,110,1040,8,25,209,1414,28,168
RO_042058,Teliu,3344,2306,153,0,9,10,38,9,5,36,20,225,12,228,0,2,50,1475,4,30
RO_042076,Ticusu,785,563,128,0,4,1,18,4,0,6,9,63,2,28,0,1,18,278,1,2
RO_042101,Ucea,1837,1251,61,0,5,8,130,14,8,24,19,180,17,12,2,3,40,690,8,26
RO_042156,Ungra,1725,1106,196,0,5,8,24,9,2,7,4,202,4,8,0,7,39,579,1,11
RO_042183,Vama Buzaului,2865,1374,139,0,6,4,70,14,4,29,23,183,35,6,2,9,67,730,6,45
RO_042236,Vistea,1804,1259,104,0,7,9,63,14,1,27,13,178,19,7,2,5,23,764,8,15
RO_042307,Voila,2563,1669,117,0,10,158,155,17,5,14,23,408,16,15,6,7,85,600,2,31
RO_042398,Vulcan,4219,2680,145,0,10,21,89,35,23,56,41,389,56,29,9,15,133,1559,18,52
RO_042449,Şinca Nouă,1281,1053,44,0,7,6,59,8,2,8,30,306,13,10,0,3,38,484,3,26
RO_042456,Crizbav,2100,1309,170,0,2,1,27,0,0,0,1,78,0,771,1,0,46,211,0,1
RO_042464,Sâmbăta de Sus,1311,942,71,0,6,30,37,6,2,9,19,153,12,7,6,17,29,512,3,23
RO_042472,Holbav,1024,721,62,0,5,2,29,8,3,2,5,132,9,5,1,1,28,421,1,7
RO_042480,Drăguş,905,733,56,0,7,3,88,3,1,7,11,89,10,9,1,0,25,397,4,22
RO_042498,Augustin,1444,915,80,0,1,0,2,8,1,0,2,140,1,10,0,1,24,639,1,5
RO_042682,Municipiul Brăila,160578,63809,2353,0,478,781,4216,631,436,1569,1375,9030,1487,428,266,492,4699,33610,454,1397
RO_042708,Chişcani,5402,2605,146,0,15,9,133,33,7,49,28,479,29,17,7,11,283,1313,4,42
RO_042753,Oraş Făurei,3067,2039,126,0,13,15,63,14,4,45,28,256,19,10,5,8,87,1298,12,36
RO_042771,Surdila-Greci,1144,757,54,0,2,3,14,6,2,7,4,89,4,6,0,2,25,532,3,4
RO_042824,Baraganul,2358,1515,82,0,7,7,25,14,0,20,10,155,9,9,3,5,86,1067,4,12
RO_042842,Bertestii De Jos,2348,1316,147,0,8,3,14,10,2,2,6,167,5,5,1,1,64,874,2,5
RO_042913,Bordei Verde,1995,1332,78,0,6,2,25,8,2,10,2,103,3,10,0,3,62,1001,1,16
RO_042968,Ciocile,1810,1225,108,0,4,9,43,15,5,15,5,85,6,9,2,3,50,843,7,16
RO_043019,Ciresu,2163,1439,67,0,2,4,10,5,1,2,5,64,0,5,1,3,37,1227,2,4
RO_043073,Dudesti,2757,1777,175,0,12,31,17,9,1,14,6,277,5,22,2,8,64,1124,4,6
RO_043117,Frecatei,1048,784,76,0,3,3,8,7,3,4,3,82,1,2,2,3,42,542,1,2
RO_043180,Galbenu,2344,1623,137,0,4,11,7,13,0,29,10,311,6,10,0,8,48,1015,4,10
RO_043242,Gemenele,1342,843,43,0,5,3,8,0,3,4,7,97,4,2,0,10,44,607,0,6
RO_043279,Gradistea,1645,1163,127,0,6,1,9,6,0,4,5,73,4,3,2,3,43,872,2,3
RO_043313,Gropeni,2681,1789,158,0,12,12,39,16,2,7,9,165,3,8,2,7,115,1222,0,12
RO_043331,Oraş Ianca,8598,4861,244,0,23,33,72,54,11,55,37,587,21,25,18,17,291,3283,14,76
RO_043411,Oraş Însurăţei,5513,2802,177,0,8,17,249,33,13,26,10,362,13,10,7,11,240,1599,5,22
RO_043466,Jirlau,2413,1365,47,0,2,11,9,3,3,5,11,100,2,8,2,1,57,1098,0,6
RO_043493,Marasu,2047,1374,157,0,7,4,36,14,2,4,1,103,3,2,3,5,64,948,2,19
RO_043563,Maxineni,2589,1563,73,0,8,8,22,14,5,12,6,199,14,9,3,6,116,1054,3,10
RO_043625,Mircea Voda,2478,1669,131,0,6,10,26,10,2,17,7,135,4,6,2,5,102,1195,4,7
RO_043652,Movila Miresii,3208,1954,161,0,8,16,21,19,3,10,14,172,9,19,2,6,125,1349,6,14
RO_043698,Racovita,788,564,63,0,8,4,45,7,0,1,1,132,3,9,3,1,26,257,3,1
RO_043732,Ramnicelu,1515,836,47,0,4,2,12,4,0,4,1,83,2,3,1,4,31,630,3,5
RO_043787,Romanu,1442,931,94,0,6,9,25,7,3,18,10,87,9,14,4,2,50,572,2,19
RO_043812,Rosiori,1939,1045,83,0,4,6,25,5,1,5,6,160,3,4,0,2,40,692,5,4
RO_043867,Salcia Tudor,1917,1206,83,0,3,3,57,12,5,12,6,357,3,8,3,3,34,603,2,12
RO_043929,Scortaru Nou,997,654,69,0,0,5,4,12,0,12,3,96,2,2,25,3,24,391,1,5
RO_043992,Silistea,1489,922,45,0,3,7,14,8,2,12,3,110,5,5,1,3,59,625,3,17
RO_044060,Stancuta,2663,1847,111,0,9,6,41,17,2,13,3,391,7,7,4,4,115,1101,3,13
RO_044113,Surdila-Gaiseanca,1881,1353,89,0,5,6,18,8,1,10,2,172,6,15,1,4,76,919,4,17
RO_044140,Sutesti,3443,2227,160,0,10,7,27,5,7,3,5,180,8,11,6,7,94,1684,2,11
RO_044177,Tichilesti,2941,1771,111,0,14,11,13,22,3,17,13,181,7,11,2,5,299,1036,5,21
RO_044202,Traian,2634,1646,111,0,9,10,18,18,4,13,5,172,5,11,5,17,112,1125,2,9
RO_044257,Tudor Vladimirescu,1665,1004,78,0,2,8,161,11,2,3,4,92,7,14,2,5,54,550,4,7
RO_044300,Tufesti,4028,2327,95,0,2,11,33,12,2,23,6,254,9,13,0,3,126,1719,3,16
RO_044328,Ulmu,2767,1867,144,0,18,3,19,8,1,13,2,124,7,22,4,2,66,1415,6,13
RO_044355,Unirea,1843,1230,67,0,4,4,30,3,1,7,14,89,4,7,0,5,69,918,4,4
RO_044391,Vadeni,3235,1824,84,0,17,7,36,9,8,26,19,242,16,13,4,4,114,1198,5,22
RO_044435,Victoria,2787,1843,119,0,3,4,19,9,1,8,4,567,3,7,4,7,97,979,1,11
RO_044462,Visani,1796,1152,79,0,1,5,11,6,2,6,0,61,4,9,3,2,28,925,0,10
RO_044505,Viziru,4841,2915,290,0,12,9,25,31,8,8,14,579,8,22,5,7,186,1682,6,23
RO_044532,Zavoaia,2363,1503,106,0,8,8,14,8,4,8,3,140,3,5,0,1,90,1093,2,10
RO_044560,Cazasu,3364,1933,89,0,6,52,77,16,7,31,34,320,35,6,5,6,161,1046,5,37
RO_044818,Municipiul Buzău,102573,44679,1798,0,392,469,4082,356,339,1693,1428,5652,1184,263,183,459,2236,21741,388,1265
RO_044845,Municipiul Râmnicu Sărat,31009,13886,732,0,82,124,606,227,86,280,198,1772,225,78,29,100,988,7990,74,277
RO_044863,Amaru,1737,1126,81,0,8,5,33,5,5,5,7,119,3,6,3,5,75,757,1,8
RO_044934,Balta Alba,1873,1508,148,0,8,7,63,4,1,22,4,161,10,23,3,6,49,978,7,14
RO_044989,Balaceanu,1196,988,54,0,5,6,20,0,2,12,3,103,6,6,1,3,40,706,10,11
RO_045003,Beceni,3420,2240,131,0,9,13,58,12,12,40,17,259,20,6,5,14,84,1516,6,38
RO_045101,Berca,6947,3645,171,0,16,19,393,38,18,99,71,402,60,12,10,15,159,2076,14,72
RO_045245,Bisoca,1825,1114,119,0,2,6,8,8,2,10,4,85,2,1,0,3,30,823,3,8
RO_045334,Blajani,767,636,43,0,1,1,18,1,2,1,6,43,5,2,0,1,13,484,1,14
RO_045361,Boldu,1726,1124,64,0,2,5,56,10,3,6,7,78,6,1,2,7,47,816,1,13
RO_045389,Bozioru,713,630,85,0,6,2,12,6,3,2,7,41,6,2,2,6,27,420,0,3
RO_045496,Bradeanu,1827,1230,87,0,5,4,11,11,4,14,6,78,7,7,2,9,47,917,6,15
RO_045539,Braesti,1619,1136,119,0,9,3,29,7,1,8,5,59,2,12,3,6,23,839,4,7
RO_045619,Breaza,2037,1095,98,0,4,5,65,12,7,12,15,130,13,7,0,4,81,630,3,9
RO_045673,Buda,2224,1459,156,0,9,5,126,14,1,4,1,105,7,16,3,5,45,954,1,7
RO_045753,Calvini,3499,2331,401,0,4,3,163,18,3,17,16,192,26,10,1,9,55,1378,3,32
RO_045815,C.a. Rosetti,2729,1795,202,0,10,5,24,17,2,21,11,220,16,6,4,5,69,1148,1,34
RO_045888,Canesti,533,444,20,0,0,0,27,5,1,7,2,42,2,3,0,9,17,301,1,7
RO_045959,Catina,1893,1437,94,0,3,1,27,9,1,10,8,141,10,5,1,6,52,1049,5,15
RO_046019,Cernatesti,2928,1714,80,0,9,9,51,7,6,29,21,155,30,7,3,13,75,1174,10,35
RO_046108,Chiliile,374,290,6,0,0,1,4,0,0,2,1,8,2,1,0,3,6,253,0,3
RO_046180,Chiojdu,2556,1795,107,0,14,10,57,12,0,16,24,123,20,8,2,6,50,1325,4,17
RO_046251,Cilibia,1467,1066,100,0,5,3,105,5,0,8,24,175,7,3,0,5,32,577,1,16
RO_046313,Cislau,3720,2456,168,0,13,19,100,29,6,45,25,230,37,20,2,54,127,1535,7,39
RO_046377,Cochirleanca,4191,2686,133,0,8,4,62,9,5,31,14,817,12,7,1,8,124,1425,8,18
RO_046439,Colti,735,583,66,0,3,5,36,2,0,6,2,58,20,4,1,5,19,347,4,5
RO_046484,Costesti,4065,2100,118,0,11,19,99,18,8,31,22,280,28,13,4,8,120,1275,2,44
RO_046554,Cozieni,1400,1015,105,0,6,7,80,6,5,16,0,76,13,6,5,27,44,598,4,17
RO_046769,Galbinasi,3585,2285,110,0,9,5,157,29,7,30,18,238,28,5,1,18,156,1427,9,38
RO_046803,Gheraseni,2639,1610,125,0,8,5,78,26,4,35,18,191,13,17,4,4,93,963,6,20
RO_046830,Ghergheasa,1721,1042,38,0,4,2,22,3,1,8,2,90,13,2,0,2,36,811,0,8
RO_046867,Glodeanu Sarat,3096,2283,224,0,11,5,95,20,10,23,15,277,13,19,6,8,89,1432,6,30
RO_046910,Glodeanu-Silistea,2601,1832,130,0,5,11,23,6,4,22,6,262,9,5,0,3,85,1238,3,20
RO_047006,Grebanu,4328,2917,242,0,22,12,36,15,9,14,12,252,22,11,5,6,149,2091,7,12
RO_047079,Gura Teghii,2661,1816,91,0,9,12,170,16,5,17,11,468,34,34,2,7,54,855,7,24
RO_047159,Largu,1169,925,99,0,3,2,16,3,3,10,5,71,9,1,1,1,33,643,2,23
RO_047186,Lopatari,2623,1876,98,0,7,3,622,11,2,20,10,139,19,21,2,10,58,821,3,16
RO_047300,Luciu,2152,1253,125,0,5,5,17,19,5,13,5,103,7,7,1,1,66,863,2,9
RO_047337,Magura,1714,1276,68,0,5,4,38,9,7,13,10,163,15,5,1,4,51,870,5,8
RO_047373,Maracineni,7748,4133,193,0,31,11,217,59,28,127,85,515,46,11,7,31,238,2414,18,102
RO_047417,Margaritesti,441,387,37,0,0,0,7,1,1,5,5,20,1,2,0,1,10,294,2,1
RO_047453,Merei,5429,3046,172,0,12,19,85,18,4,51,52,454,45,6,8,23,141,1892,12,52
RO_047578,Mihăileşti,1611,1050,119,0,4,4,14,13,2,7,2,168,2,3,0,4,60,641,0,7
RO_047630,Manzalesti,1740,1124,63,0,5,6,23,7,0,12,5,107,12,5,2,5,27,831,6,8
RO_047774,Movila Banului,1956,1355,86,0,5,8,17,0,4,12,6,118,11,3,0,5,71,986,5,18
RO_047818,Murgesti,665,531,43,0,2,2,13,3,1,3,6,44,3,3,0,0,20,378,3,7
RO_047854,Naeni,1240,1027,109,0,4,3,96,5,1,4,3,151,9,3,3,3,46,573,4,10
RO_047916,Oraş Nehoiu,8517,5377,264,0,34,26,367,41,21,126,61,710,159,44,18,31,253,3083,20,117
RO_048021,Odaile,539,348,27,0,1,1,3,1,1,6,1,27,1,0,0,2,10,267,0,0
RO_048138,Padina,2932,1612,160,0,10,9,72,14,7,21,14,136,9,9,2,5,76,1044,3,21
RO_048165,Pardoşi,261,220,7,0,1,0,7,1,0,0,0,10,3,1,6,1,0,182,0,1
RO_048227,Panatau,1795,1099,66,0,4,4,21,4,2,3,10,146,22,2,0,6,28,763,3,15
RO_048325,Oraş Patârlagele,6029,3608,176,0,13,18,111,20,10,74,46,582,200,16,5,32,123,2108,15,59
RO_048487,Pietroasele,2554,1483,75,0,12,24,322,19,4,22,17,145,20,13,2,7,54,730,4,13
RO_048557,Parscov,4370,2355,116,0,8,7,113,23,3,35,25,292,19,13,9,31,129,1467,3,36
RO_048682,Podgoria,2498,1553,93,0,10,7,178,13,9,13,9,166,18,13,0,3,71,933,3,14
RO_048744,Oraş Pogoanele,5600,3818,267,0,15,11,161,25,2,34,17,1158,15,26,3,12,155,1878,10,29
RO_048771,Posta Calnau,4890,2859,103,0,17,6,171,22,5,33,21,303,33,17,0,14,181,1873,5,40
RO_048842,Puiesti,2739,1597,128,0,3,6,62,21,6,24,10,117,21,10,2,6,52,1105,3,21
RO_048922,Racoviteni,982,605,49,0,2,4,37,4,3,3,4,57,2,0,0,1,23,406,2,8
RO_048968,Ramnicelu,3496,2537,703,0,15,6,39,21,4,11,12,407,12,11,2,26,172,1071,5,20
RO_049019,Robeasca,781,554,50,0,1,3,6,3,2,1,3,35,3,2,1,4,24,404,2,10
RO_049046,Rusetu,2841,1956,249,0,7,8,148,43,4,47,27,272,19,9,9,10,77,964,21,42
RO_049073,Sageata,3539,2466,122,0,9,11,57,13,9,23,8,453,8,10,1,10,112,1592,8,20
RO_049153,Sahateni,2543,1742,99,0,15,13,43,30,6,37,15,185,23,16,1,14,87,1120,6,32
RO_049206,Sapoca,2877,1895,103,0,10,9,56,14,3,38,28,221,23,17,1,6,103,1213,5,45
RO_049233,Sarulesti,984,552,53,0,0,1,28,2,2,4,2,49,12,6,1,5,19,364,1,3
RO_049313,Scortoasa,1959,1304,74,0,3,4,18,5,5,9,5,141,6,3,2,11,39,962,3,14
RO_049439,Scutelnici,1618,1106,68,0,5,4,28,14,2,9,5,63,2,1,1,1,52,843,1,7
RO_049484,Siriu,2509,1841,109,0,11,7,41,16,0,14,7,209,48,13,5,6,83,1240,6,26
RO_049545,Smeeni,5160,2692,166,0,12,6,116,34,2,27,14,288,20,19,1,6,151,1780,7,43
RO_049625,Stâlpu,2544,1615,89,0,5,11,67,6,3,24,7,191,10,6,3,2,60,1107,5,19
RO_049643,Tisau,3613,2263,144,0,15,10,82,10,10,39,25,331,14,16,2,29,80,1413,10,33
RO_049769,Topliceni,3478,2060,147,0,10,10,96,33,8,33,20,282,24,10,7,40,114,1202,3,21
RO_049849,Tintesti,3591,2385,191,0,5,10,527,13,4,10,14,177,11,19,2,4,96,1263,6,33
RO_049894,Ulmeni,2493,1542,117,0,7,17,72,20,4,32,10,142,21,8,4,10,89,966,6,17
RO_049956,Vadu Pasii,8339,5272,283,0,20,34,181,85,12,65,45,516,69,24,13,19,285,3541,6,74
RO_050022,Valea Ramnicului,4502,2477,91,0,24,17,113,24,11,35,18,266,44,15,2,17,209,1552,4,35
RO_050068,Valea Salciei,512,403,32,0,2,2,22,0,1,7,2,19,13,1,0,0,12,288,0,2
RO_050102,Vernesti,7578,3903,269,0,24,25,181,40,11,77,33,461,72,17,7,26,235,2342,22,61
RO_050228,Vintila Voda,2268,1435,75,0,17,2,67,14,3,13,21,159,19,7,7,5,54,944,5,23
RO_050326,Viperesti,2517,1637,167,0,7,6,51,25,2,12,8,152,10,9,2,12,105,1047,8,14
RO_050399,Valcelele,1072,759,10,0,0,0,0,1,0,3,1,25,1,3,1,3,14,696,0,1
RO_050415,Zarnesti,3930,2655,184,0,17,20,247,31,5,31,16,224,20,14,2,9,87,1715,8,25
RO_050479,Ziduri,3316,2018,136,0,8,4,47,5,0,18,12,195,9,7,1,2,84,1476,3,11
RO_050549,Unguriu,1881,1051,70,0,3,1,97,12,5,20,25,103,11,8,0,12,38,613,4,29
RO_050564,Florica,989,719,40,0,2,3,32,5,1,8,3,71,3,2,3,2,35,491,2,16
RO_050790,Municipiul Reşiţa,67214,22572,905,0,186,225,1969,209,136,729,702,3730,603,443,124,133,1202,10373,202,674
RO_050889,Oraş Anina,6935,2902,239,0,18,172,110,34,18,55,28,494,37,39,17,16,165,1385,14,61
RO_050923,Oraş Băile Herculane,3846,2439,102,0,21,48,114,29,13,40,37,405,49,24,12,11,195,1295,10,34
RO_050969,Oraş Bocşa,14694,6211,352,0,38,42,183,86,23,90,76,943,100,69,14,29,380,3608,37,124
RO_050987,Ocna De Fier,585,458,12,0,0,1,5,5,0,9,3,75,2,7,2,3,7,318,2,7
RO_051010,Municipiul Caransebeş,23664,9596,462,0,109,129,656,124,47,215,196,1641,274,150,51,65,524,4617,87,239
RO_051056,Oraş Moldova Nouă,10444,4896,311,0,33,33,260,57,33,84,37,701,83,54,14,34,211,2854,25,72
RO_051118,Oraş Oraviţa,9973,4303,212,0,32,38,176,75,24,71,60,866,77,68,16,21,459,1946,29,98
RO_051207,Oraş Oţelu Roşu,9817,4281,211,0,35,37,293,26,20,81,63,703,108,70,21,18,276,2207,23,88
RO_051243,Armenis,1924,1510,78,0,1,8,33,10,0,25,9,263,20,4,6,0,41,986,10,16
RO_051305,Bania,1351,1135,91,0,4,14,20,5,1,4,4,136,7,8,1,1,38,770,1,30
RO_051332,Bautar,1992,1430,55,0,2,3,21,26,0,16,11,242,18,0,3,4,83,928,4,14
RO_051387,Berliste,914,618,41,0,4,2,29,9,2,3,0,112,1,13,0,7,18,371,2,4
RO_051449,Berzasca,2087,1159,62,0,9,41,16,14,8,7,3,209,21,7,3,2,60,681,4,12
RO_051500,Berzovia,3146,1756,104,0,8,5,137,9,4,15,12,534,15,22,4,6,65,784,3,21
RO_051546,Bolvasnita,1098,840,44,0,2,25,39,8,3,7,10,276,7,2,1,21,43,340,3,8
RO_051573,Bozovici,2286,1327,74,0,4,14,22,6,6,5,13,235,14,7,3,2,43,874,3,1
RO_051626,Brebu,950,1138,73,0,8,7,22,16,1,12,3,116,22,7,3,7,29,795,3,14
RO_051662,Brebu Nou,333,339,11,0,3,3,43,1,0,5,30,32,10,9,1,1,4,179,3,4
RO_051699,Buchin,1707,1028,70,0,13,9,42,10,2,16,10,134,13,6,12,6,48,623,3,11
RO_051751,Bucosnita,2342,1303,18,0,6,3,26,3,1,1,3,118,9,2,5,5,29,1061,1,12
RO_051804,Carasova,2405,1271,121,0,4,3,63,19,9,38,17,153,14,16,7,5,47,723,6,26
RO_051840,Carbunari,718,667,25,0,2,7,29,8,2,1,1,193,6,26,2,2,29,327,1,2
RO_051877,Constantin Daicoviciu,2217,1488,95,0,8,9,58,13,2,11,14,250,19,7,2,6,64,897,4,22
RO_051948,Ciclova Romana,1331,830,49,0,1,1,32,5,1,6,15,114,14,15,2,2,45,517,2,9
RO_051984,Ciuchici,867,668,47,0,2,1,27,1,4,3,10,76,11,10,2,2,37,427,4,4
RO_052035,Ciudanovita,451,339,21,0,2,3,15,6,1,1,1,25,3,2,1,4,20,231,1,2
RO_052062,Copacele,877,703,55,0,4,4,36,9,2,8,7,175,9,8,2,2,43,315,4,10
RO_052115,Cornea,1398,1176,104,0,5,42,52,9,5,11,11,378,10,9,1,10,56,463,2,7
RO_052160,Cornereva,2259,1554,79,0,3,1,51,13,1,11,1,137,12,1,4,1,62,1168,6,3
RO_052570,Dalboset,1256,948,45,0,2,11,51,4,1,11,0,125,2,12,0,1,42,626,2,13
RO_052650,Doclin,1525,1021,50,0,5,2,28,22,1,5,14,123,5,21,6,5,79,645,2,6
RO_052696,Dognecea,1595,928,17,0,0,0,8,7,0,3,0,34,3,3,0,2,10,835,4,2
RO_052721,Domasnea,1046,864,53,0,1,4,20,2,1,5,2,210,16,3,4,2,36,488,3,14
RO_052758,Ezeris,1101,679,26,0,3,4,29,5,1,9,11,67,10,2,1,3,30,463,5,9
RO_052785,Farliug,1451,1327,90,0,7,9,47,1,0,11,7,145,5,32,8,3,28,916,3,15
RO_052856,Forotic,1312,935,50,0,6,4,27,0,0,16,5,109,7,4,2,4,49,629,3,18
RO_052909,Garnic,1085,677,53,0,2,16,138,1,1,18,8,97,9,5,1,2,17,300,2,7
RO_052936,Glimboca,1511,937,28,0,12,45,46,0,0,0,6,114,12,0,0,0,70,604,0,0
RO_052954,Goruia,668,687,43,0,4,5,43,4,4,13,11,173,9,10,2,2,67,286,7,4
RO_052990,Gradinari,1625,1004,93,0,3,12,51,12,2,4,14,163,13,6,9,3,94,500,4,21
RO_053023,Iablanita,1656,1283,78,0,6,121,35,9,1,8,3,254,7,7,3,21,36,669,6,18
RO_053069,Lapusnicel,706,596,37,0,5,2,53,14,0,3,3,99,2,9,3,0,68,288,1,9
RO_053103,Lapusnicu Mare,1273,1126,53,0,6,6,44,9,2,3,5,234,6,6,2,2,52,677,3,16
RO_053130,Luncavita,1834,1164,59,0,9,67,139,0,1,1,0,38,15,18,0,2,29,755,0,2
RO_053167,Lupac,2188,1263,186,0,3,2,76,31,6,34,14,144,22,45,11,3,108,549,5,24
RO_053210,Marga,882,585,15,0,1,1,16,0,2,1,0,138,7,68,0,0,41,295,0,0
RO_053247,Maureni,2245,1293,45,0,3,11,12,16,4,11,10,137,10,15,2,5,93,888,6,25
RO_053274,Mehadia,3403,2400,132,0,11,11,87,16,5,47,24,385,13,10,5,8,102,1496,8,40
RO_053327,Mehadica,527,461,63,0,5,9,32,5,1,7,1,76,3,5,1,6,27,215,0,5
RO_053345,Naidas,842,701,36,0,1,15,116,11,4,3,1,105,15,6,0,1,41,327,4,15
RO_053372,Obreja,2672,1866,96,0,18,16,82,21,6,25,10,435,22,7,6,6,100,985,9,22
RO_053425,Paltinis,2113,1634,58,0,10,15,36,16,8,15,15,220,22,4,11,11,96,1062,6,29
RO_053489,Coronini,1619,1103,69,0,3,10,23,19,1,0,3,146,5,0,0,0,56,759,2,7
RO_053513,Pojejena,2309,1415,70,0,10,4,34,5,3,8,10,212,8,7,4,2,70,959,1,8
RO_053577,Prigor,1916,1328,99,0,3,23,46,16,6,7,15,209,4,15,3,7,52,802,2,19
