gisco_id,name,registered,turnout,invalid,blank,PP,PUSL,ADU,Şoşoacă,RS,Ştefănuţă,REPER,AUR,PDU,UDMR,PAD,PRM,S.O.S. RO,PSD-PNL,Pîrvănescu,Gheorghe
RO_001017,Municipiul Alba Iulia,61923,28490,867,0,217,284,2535,200,135,1085,1432,5333,823,540,155,157,1134,12343,332,918
RO_001071,Ciugud,2820,2066,125,0,9,14,100,24,9,48,80,372,51,13,4,9,57,1079,14,58
RO_001151,Oraş Abrud,4344,2610,92,0,13,18,50,25,9,59,35,433,32,37,4,8,143,1600,11,41
RO_001213,Municipiul Aiud,20476,10111,381,0,46,147,457,84,35,199,271,1475,183,1429,16,77,298,4756,58,199
RO_001348,Municipiul Blaj,16565,8320,408,0,39,54,671,100,32,192,197,1041,159,344,22,42,356,4450,43,170
RO_001455,Oraş Câmpeni,5898,3566,167,0,18,14,149,38,13,73,56,672,75,46,2,34,371,1770,13,55
RO_001696,Oraş Cugir,21001,9238,380,0,57,64,956,79,44,237,174,1238,221,106,18,53,341,5056,39,175
RO_001794,Oraş Ocna Mureş,11327,5261,247,0,27,34,328,52,21,80,113,923,99,304,11,38,217,2664,20,83
RO_001874,Municipiul Sebeş,26068,12536,491,0,83,88,694,119,44,388,474,2767,285,115,40,52,509,5980,82,325
RO_001936,Oraş Zlatna,6458,3798,178,0,14,14,94,23,10,54,53,646,38,47,6,18,155,2378,14,56
RO_002130,Albac,1588,1380,117,0,7,6,35,17,0,25,12,290,10,4,3,8,57,772,3,14
RO_002309,Almaşu Mare,1016,823,51,0,3,11,54,7,3,9,9,182,13,9,2,4,38,410,2,16
RO_002381,Arieşeni,1291,1174,59,0,2,3,21,2,2,9,20,175,12,6,2,1,21,829,2,8
RO_002577,Avram Iancu,1145,882,74,0,2,7,19,14,2,6,7,258,6,2,0,7,49,421,3,5
RO_002915,Oraş Baia de Arieş,3183,1809,60,0,7,32,61,7,3,38,30,781,26,15,6,2,55,647,4,35
RO_002988,Berghin,1549,873,63,0,8,6,35,7,2,7,9,228,8,8,2,2,38,441,1,8
RO_003039,Bistra,3750,2353,135,0,16,12,30,42,5,35,17,413,35,17,15,15,157,1351,31,27
RO_003397,Blandiana,750,608,27,0,3,3,14,7,0,5,10,79,5,3,3,4,9,428,3,5
RO_003459,Bucium,1184,845,38,0,4,9,18,6,3,9,7,135,10,7,1,8,19,555,3,13
RO_003761,Cenade,802,470,44,0,5,5,7,7,0,12,2,31,4,3,1,2,39,303,0,5
RO_003805,Cergău,1242,935,73,0,5,29,125,5,0,13,7,84,6,5,1,5,45,508,2,22
RO_003841,Ceru-Băcăinţi,246,229,21,0,0,0,8,2,0,2,2,19,5,1,0,0,7,158,1,3
RO_003958,Cetatea de Baltă,2393,1171,98,0,10,5,21,8,2,9,6,151,10,178,2,4,53,603,4,7
RO_004008,Ciuruleasa,911,719,74,0,5,2,6,5,2,9,15,154,8,3,3,4,31,388,4,6
RO_004106,Câlnic,1528,1042,84,0,8,13,17,8,2,13,6,82,11,4,6,4,28,743,3,10
RO_004142,Cricău,1630,1249,33,0,14,10,26,10,4,16,11,152,19,8,1,4,45,870,4,22
RO_004188,Crăciunelu de Jos,1739,1195,106,0,4,9,222,15,1,21,15,152,6,17,0,2,42,562,8,13
RO_004240,Daia Română,2552,1563,86,0,14,2,54,4,2,13,12,212,11,17,2,2,58,1044,4,26
RO_004268,Doştat,801,609,40,0,5,2,26,3,1,6,9,45,8,2,0,2,20,432,2,6
RO_004302,Fărău,1223,892,72,0,7,2,10,5,1,1,8,51,8,104,1,0,27,586,2,7
RO_004366,Galda de Jos,3638,2519,130,0,17,18,361,17,10,70,40,411,44,139,6,15,106,1084,6,45
RO_004482,Gârbova,1661,1126,93,0,7,9,18,3,1,16,3,141,19,10,1,5,45,732,2,21
RO_004525,Gârda de Sus,1219,918,79,0,8,2,22,4,2,11,14,206,8,5,3,5,18,516,5,10
RO_004703,Hopârta,858,534,54,0,3,2,16,7,1,0,1,71,3,7,0,4,12,349,0,4
RO_004767,Horea,1576,1108,85,0,4,5,25,4,2,8,1,329,7,8,25,3,63,528,5,6
RO_004927,Ighiu,5882,3385,148,0,28,9,185,37,11,48,54,503,64,47,11,14,147,2020,16,43
RO_004981,Întregalde,488,350,18,0,3,0,5,4,0,9,0,44,2,2,0,0,15,241,2,5
RO_005103,Jidvei,4190,2417,242,0,10,14,30,13,7,29,16,364,20,40,2,11,71,1505,10,33
RO_005167,Livezile,1011,721,34,0,2,12,13,4,1,9,5,103,8,6,2,6,34,471,3,8
RO_005210,Lopadea Nouă,2148,1656,68,0,2,19,17,5,1,9,3,73,4,709,3,6,32,694,2,9
RO_005309,Lunca Mureşului,1989,1286,111,0,4,7,32,14,4,9,6,125,15,424,1,5,56,462,1,10
RO_005336,Lupşa,2425,1786,90,0,5,7,43,17,6,22,17,363,25,9,2,8,83,1076,0,13
RO_005577,Meteş,2261,1495,87,0,17,23,39,8,1,12,9,282,14,7,1,7,68,903,1,16
RO_005700,Mihalţ,2669,1821,68,0,4,3,78,15,2,21,17,254,18,15,3,8,80,1204,10,21
RO_005755,Mirăslău,1631,985,58,0,2,2,78,8,0,15,11,103,14,227,1,3,31,420,1,11
RO_005826,Mogoş,631,445,33,0,0,3,7,3,0,3,3,56,3,4,1,2,15,302,3,7
RO_006048,Noşlac,1493,837,47,0,1,3,44,11,1,7,5,128,6,118,0,4,22,430,4,6
RO_006119,Ocoliş,436,412,21,0,3,9,8,1,0,4,3,37,9,1,1,5,8,292,3,7
RO_006164,Ohaba,470,385,42,0,4,3,4,1,0,1,0,65,4,0,1,2,7,240,0,11
RO_006217,Pianu,2938,1896,99,0,13,10,104,17,6,20,28,339,21,7,1,9,109,1058,8,47
RO_006271,Poiana Vadului,840,643,50,0,2,4,20,14,2,2,3,159,5,2,1,4,34,334,2,5
RO_006397,Ponor,515,441,37,0,2,4,5,4,0,4,3,127,11,4,2,1,12,220,0,5
RO_006468,Poşaga,790,687,46,0,3,4,52,1,0,11,17,106,12,5,0,0,15,407,1,7
RO_006547,Rădeşti,1056,842,44,0,5,1,10,8,2,2,8,78,13,114,4,5,19,518,4,7
RO_006592,Râmetea,854,568,22,0,2,2,4,1,0,3,10,17,2,449,1,2,0,52,1,0
RO_006627,Râmeţ,453,476,26,0,8,8,11,1,0,4,4,50,3,2,0,3,11,341,0,4
RO_006761,Roşia Montană,2149,1595,106,0,2,3,66,15,8,35,35,571,10,16,2,7,58,639,10,12
RO_006930,Roşia de Secaş,1203,817,66,0,3,37,12,3,0,5,7,146,8,21,1,2,27,467,4,8
RO_006976,Sălciua,1201,812,44,0,4,6,30,12,0,7,14,167,21,7,1,3,15,467,3,11
RO_007044,Săliştea,1925,1537,71,0,4,4,34,12,4,23,23,184,19,7,8,4,47,1063,1,29
RO_007099,Săsciori,4921,2886,193,0,21,15,73,30,9,56,55,363,21,19,10,16,116,1789,12,88
RO_007197,Scărişoara,1164,964,72,0,3,16,16,12,2,10,8,197,14,2,2,5,37,555,2,11
RO_007348,Sâncel,2111,1359,83,0,5,3,37,18,3,20,18,226,9,1,3,6,43,863,0,21
RO_007384,Sântimbru,2481,1462,78,0,5,10,49,15,8,13,22,280,9,18,2,4,77,825,9,38
RO_007446,Sohodol,1381,846,53,0,0,5,18,13,5,14,14,206,6,1,1,9,34,454,6,7
RO_007767,Stremţ,2009,1457,62,0,9,5,25,11,5,28,17,256,27,12,4,6,60,904,6,20
RO_007810,Şibot,1992,1265,64,0,7,6,40,11,3,20,32,260,11,12,1,9,41,730,3,15
RO_007865,Şona,3553,2089,139,0,7,6,55,11,7,25,9,227,11,430,1,7,74,1050,7,23
RO_007945,Şpring,2031,1378,67,0,15,11,101,11,2,16,14,123,17,18,12,8,59,874,3,27
RO_008014,Şugag,2253,1552,68,0,6,12,189,9,3,21,52,245,18,18,4,8,49,801,4,45
RO_008096,Oraş Teiuş,5715,3162,135,0,32,14,102,19,11,67,42,717,38,85,10,9,133,1672,18,58
RO_008158,Unirea,3824,1999,130,0,6,15,94,20,1,35,33,298,29,181,4,5,78,1030,8,31
RO_008229,Vadu Moţilor,1040,882,34,0,5,1,14,9,4,17,5,188,16,5,1,7,33,540,2,1
RO_008354,Valea Lungă,2492,1571,80,0,5,6,21,11,5,23,10,675,15,22,1,2,38,623,1,33
RO_008425,Vidra,1257,966,62,0,4,1,53,5,4,4,6,206,9,10,1,2,31,556,1,11
RO_008826,Vinţu de Jos,4481,2650,130,0,11,41,114,28,14,69,48,745,52,35,8,7,152,1136,11,49
RO_009019,Cut,1056,736,42,0,1,3,16,0,1,22,10,66,8,2,0,1,35,507,5,17
RO_009026,Bucerdea Grânoasă,1797,1251,81,0,11,4,28,5,1,20,9,470,10,189,0,8,31,374,8,2
RO_009262,Municipiul Arad,141672,56206,1760,0,324,1375,7440,433,301,1846,2529,10283,1208,4759,1094,380,2814,17609,310,1740
RO_009280,Fântânele,3151,1865,97,0,8,8,54,12,6,25,41,263,27,123,6,5,77,1072,8,33
RO_009333,Livada,3504,2016,77,0,8,37,229,22,8,66,57,478,38,105,16,13,102,712,6,42
RO_009360,Şofronea,2566,1600,49,0,10,15,59,12,3,23,34,388,28,473,9,5,63,395,5,29
RO_009397,Vladimirescu,12432,5460,243,0,32,85,377,68,25,140,175,1102,115,104,43,38,320,2381,22,190
RO_009459,Oraş Chişineu-Criş,6603,4485,267,0,13,36,157,24,11,83,954,539,58,526,9,29,157,1547,7,68
RO_009495,Oraş Curtici,7074,2683,172,0,12,18,219,23,8,47,55,562,35,62,18,10,202,1184,8,48
RO_009538,Oraş Ineu,7623,4372,199,0,18,116,101,36,17,89,79,766,73,147,13,15,257,2367,12,67
RO_009574,Oraş Lipova,8974,4693,207,0,20,53,212,47,17,79,71,943,76,63,10,13,245,2553,12,72
RO_009627,Oraş Nădlac,6399,3320,142,0,46,26,123,37,13,89,70,444,52,157,12,13,173,1854,19,50
RO_009654,Oraş Pâncota,6414,3228,199,0,9,35,103,31,8,52,62,610,49,96,11,7,144,1728,10,74
RO_009690,Oraş Sebiş,5125,2605,117,0,10,58,83,30,11,48,44,509,31,53,11,14,142,1376,13,54
RO_009743,Almaş,2005,1403,71,0,8,37,44,24,3,15,9,300,10,12,4,6,130,701,7,22
RO_009798,Apateu,2720,1914,110,0,12,45,39,14,2,15,26,313,12,12,0,3,69,1215,4,23
RO_009832,Archiş,1185,917,45,0,1,5,29,11,1,11,5,154,4,3,2,0,23,608,2,13
RO_009887,Bata,830,651,63,0,4,9,34,11,0,6,5,105,7,4,2,1,18,366,6,10
RO_009930,Beliu,2483,1768,112,0,11,26,45,9,4,28,11,324,14,11,2,4,83,1062,3,19
ROZZZA,AFRICA DE SUD,0,80,2,0,0,5,20,0,0,1,12,4,1,0,2,1,4,23,0,5
ROZZDZ,ALGERIA,0,12,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,1
ROZZAO,ANGOLA,0,23,2,0,1,0,5,0,2,0,0,6,1,1,0,0,0,5,0,0
ROZZAR,ARGENTINA,0,15,0,0,0,1,5,0,0,2,1,2,1,1,0,0,0,0,1,1
ROZZAM,ARMENIA,0,15,1,0,1,1,4,0,0,2,1,1,0,0,0,0,1,2,0,1
ROZZAU,Australia,0,254,6,0,3,3,60,2,1,7,47,64,13,0,2,1,17,20,0,8
ROZZAT,AUSTRIA,0,6646,195,0,11,35,829,138,12,487,707,1844,359,95,33,11,1099,388,20,382
ROZZAZ,AZERBAIDJAN,0,20,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,8,1,2
ROZZBE,BELGIA,0,9588,285,0,41,73,1110,133,21,738,1574,1784,621,97,39,18,1431,714,40,868
ROZZBA,BOSNIA ȘI HERȚEGOVINA,0,207,11,0,2,5,16,3,1,11,14,21,9,3,1,3,11,62,2,32
ROZZBR,BRAZILIA,0,67,0,0,0,3,1,0,0,1,4,0,1,2,0,0,0,54,0,1
ROZZBG,BULGARIA,0,117,3,0,0,0,30,0,1,11,20,8,1,7,1,1,2,15,0,17
ROZZCA,Canada,0,1473,12,0,4,20,348,10,2,38,154,432,62,26,17,4,194,108,3,39
ROZZCL,CHILE,0,39,0,0,0,0,9,0,2,2,5,4,2,1,0,0,1,12,0,1
ROZZCU,CUBA,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0
ROZZDK,DANEMARCA,0,2920,64,0,11,16,385,45,4,384,534,315,201,33,11,9,407,145,19,337
ROZZEG,EGIPT,0,37,0,0,0,1,3,1,1,0,8,4,4,3,0,0,2,10,0,0
ROZZCH,ELVEȚIA,0,2888,43,0,4,18,650,23,3,288,761,289,137,52,21,8,240,185,10,155
ROZZAE,United Arab Emirates,0,350,13,0,0,0,101,2,1,34,78,9,15,4,4,0,21,44,0,24
ROZZEE,ESTONIA,0,53,1,0,1,0,13,0,0,8,13,2,2,1,0,1,0,8,0,3
ROZZET,ETIOPIA,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ROZZRU,FEDERAȚIA RUSĂ,0,49,0,0,0,0,10,0,0,0,12,5,0,0,0,0,2,18,0,2
ROZZPH,FILIPINE,0,15,0,0,0,0,5,0,0,1,3,0,2,0,0,0,0,4,0,0
ROZZFI,FINLANDA,0,358,7,0,2,3,73,2,0,34,93,39,25,6,0,2,35,17,2,18
ROZZFR,FRANȚA,0,9438,227,0,22,60,1397,200,27,630,1219,1531,826,57,47,40,1240,1225,102,585
ROZZGE,GEORGIA,0,39,1,0,0,0,9,0,0,2,12,3,1,0,0,0,0,8,0,3
ROZZDE,GERMANIA,0,25392,979,0,61,220,2723,741,68,1409,2056,4841,2484,309,106,73,5793,1669,90,1770
ROZZIQ,IRAK,0,43,0,0,1,1,4,0,0,1,1,5,4,1,0,0,3,10,0,12
ROZZIE,IRLANDA,0,2784,64,0,9,16,411,57,8,180,359,484,245,27,10,14,436,274,16,174
ROZZIS,ISLANDA,0,186,8,0,0,2,28,5,1,19,13,17,25,4,0,0,24,17,3,20
ROZZIT,ITALIA,0,24531,1012,0,249,160,2952,687,95,1035,1444,4951,2258,93,99,144,5235,2956,120,1037
ROZZJP,JAPONIA,0,98,1,0,0,0,26,0,0,20,21,11,3,2,0,1,2,4,0,7
ROZZKZ,KAZAHSTAN,0,14,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,7,0,1
ROZZKE,KENYA,0,14,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,1,0
ROZZKW,KUWEIT,0,56,1,0,0,0,16,0,0,3,7,8,2,1,1,1,5,10,0,1
ROZZLV,LETONIA,0,45,0,0,0,0,12,0,0,6,10,4,2,0,1,0,0,9,0,1
ROZZLT,LITUANIA,0,36,2,0,0,0,6,0,0,8,7,2,0,0,0,0,0,4,0,7
ROZZLU,LUXEMBURG,0,1037,18,0,3,6,193,11,0,98,325,88,37,5,6,2,83,80,10,72
ROZZMY,MALAYSIA,0,43,1,0,0,1,18,0,0,5,7,1,3,0,1,0,0,6,0,0
ROZZMT,MALTA,0,290,4,0,0,6,58,3,1,44,38,21,30,3,1,1,23,29,2,26
ROZZMX,MEXIC,0,32,0,0,0,1,5,0,0,4,3,4,1,1,0,0,1,11,0,1
ROZZME,MUNTENEGRU,0,30,1,0,1,0,6,0,1,1,5,0,0,1,0,1,2,8,2,1
ROZZNO,NORVEGIA,0,1188,24,0,3,7,207,10,2,71,224,171,115,20,16,6,121,72,9,110
ROZZNZ,NOUA ZEELANDĂ,0,35,0,0,0,0,12,0,0,3,7,1,1,1,0,0,4,5,0,1
ROZZPS,PALESTINA,0,11,0,0,0,0,4,1,0,0,2,0,1,1,0,0,1,1,0,0
ROZZPL,POLONIA,0,589,6,0,1,5,107,0,4,125,149,19,24,11,2,3,9,72,3,49
ROZZPT,PORTUGALIA,0,852,34,0,8,13,143,11,4,111,120,157,48,11,4,4,61,86,5,32
ROZZMC,PRINCIPATUL MONACO,0,99,0,0,0,0,17,2,0,7,17,5,12,0,0,3,5,27,0,4
ROZZQA,QATAR,0,83,2,0,1,0,24,1,0,5,19,5,2,0,2,1,5,8,1,7
ROZZSA,REGATUL ARABIEI SAUDITE,0,36,0,0,0,0,6,0,0,4,8,1,0,1,0,0,1,10,0,5
ROZZJO,REGATUL HAȘEMIT AL IORDANIEI,0,54,3,0,0,0,7,1,1,7,7,1,4,0,0,2,5,6,2,8
ROZZMA,REGATUL MAROC,0,32,0,0,0,0,7,0,0,1,6,3,4,0,0,2,1,5,0,3
ROZZTH,REGATUL THAILANDEI,0,37,3,0,0,0,9,0,0,1,10,4,4,0,0,0,0,5,0,1
ROZZGB,REGATUL UNIT AL MARII BRITANII ȘI AL IRLANDEI DE NORD,0,31218,866,0,95,257,4228,692,91,2348,3348,5078,3356,209,162,122,5843,2048,169,2302
ROZZNL,REGATUL ȚĂRILOR DE JOS,0,6565,87,0,8,17,946,58,11,2117,1267,434,243,48,18,14,436,277,21,563
ROZZAL,REPUBLICA ALBANIA,0,54,0,0,0,0,7,1,0,11,14,4,0,2,0,0,1,14,0,0
ROZZSY,REPUBLICA ARABĂ SIRIANĂ,0,20,0,0,0,0,1,0,0,0,3,2,2,0,1,0,2,7,1,1
ROZZBY,REPUBLICA BELARUS,0,8,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,1
ROZZCZ,REPUBLICA CEHĂ,0,506,4,0,0,3,104,2,1,99,124,42,21,15,3,0,13,43,0,32
ROZZCY,REPUBLICA CIPRU,0,861,22,0,6,13,101,37,5,37,61,146,65,9,2,6,218,87,14,32
ROZZCO,REPUBLICA COLUMBIA,0,13,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,6,0,0
ROZZKR,REPUBLICA COREEA,0,37,0,0,0,1,8,0,1,3,7,4,2,1,0,1,0,7,2,0
ROZZHR,REPUBLICA CROAȚIA,0,48,0,0,0,0,12,0,2,7,11,0,1,0,1,0,0,12,1,1
ROZZGR,REPUBLICA ELENĂ,0,1193,23,0,6,5,165,26,6,60,209,200,65,12,6,4,115,218,11,62
ROZZNG,REPUBLICA FEDERALĂ NIGERIA,0,12,0,0,0,0,7,0,0,0,0,2,1,0,0,0,0,1,1,0
ROZZIN,REPUBLICA INDIA,0,23,0,0,0,0,2,0,0,1,4,1,1,0,1,0,0,12,0,1
ROZZID,REPUBLICA INDONEZIA,0,9,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,1,1,0
ROZZIR,REPUBLICA ISLAMICĂ IRAN,0,21,0,0,0,0,2,0,0,1,1,2,2,0,0,0,0,6,1,6
ROZZPK,REPUBLICA ISLAMICĂ PAKISTAN,0,12,0,0,1,0,3,0,0,1,6,0,0,0,0,0,0,0,0,1
ROZZLB,REPUBLICA LIBANEZĂ,0,50,2,0,0,0,12,2,1,0,7,6,3,0,0,0,4,11,0,2
ROZZMK,REPUBLICA MACEDONIA DE NORD,0,28,0,0,0,3,5,0,0,2,11,1,0,1,0,0,0,3,2,0
ROZZMD,REPUBLICA MOLDOVA,0,56719,680,0,346,466,12893,281,131,691,3064,2586,699,435,518,988,1133,30807,109,891
ROZZUY,REPUBLICA ORIENTALĂ A URUGUAYULUI,0,10,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,4,0,0
ROZZPE,REPUBLICA PERU,0,24,1,0,0,0,3,0,0,0,4,7,2,0,0,0,0,7,0,0
ROZZCN,REPUBLICA POPULARĂ CHINEZĂ,0,100,1,0,1,0,21,0,0,17,16,15,5,2,1,1,2,15,1,2
ROZZRS,REPUBLICA SERBIA,0,248,7,0,2,6,28,1,4,13,30,28,6,0,5,4,4,95,3,12
ROZZSG,REPUBLICA SINGAPORE,0,86,0,0,0,2,29,0,0,8,28,6,1,2,0,0,0,7,0,3
ROZZSK,REPUBLICA SLOVACĂ,0,130,2,0,0,0,24,1,1,21,32,14,3,6,0,2,5,6,0,13
ROZZVN,REPUBLICA SOCIALISTĂ VIETNAM,0,11,0,0,0,0,2,0,0,0,3,1,1,0,0,0,2,1,0,1
ROZZTN,REPUBLICA TUNISIANĂ,0,33,1,0,0,1,7,0,0,0,7,1,0,0,1,0,2,12,0,1
ROZZSN,SENEGAL,0,10,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1
ROZZSI,SLOVENIA,0,58,0,0,0,1,10,0,0,9,14,4,0,2,1,0,2,7,2,6
ROZZES,SPANIA,0,20569,755,0,153,340,2764,542,82,780,1284,4142,2502,154,148,103,3845,2038,101,833
ROZZLK,SRI LANKA,0,13,1,0,0,0,5,0,0,0,2,2,1,0,0,0,0,2,0,0
ROZZUS,STATELE UNITE ALE AMERICII,0,2701,34,0,7,22,555,13,7,134,385,714,144,32,33,14,175,348,15,69
ROZZIL,STATUL ISRAEL,0,202,2,0,0,2,46,1,4,5,24,17,10,8,3,0,9,68,0,3
ROZZSE,SUEDIA,0,859,20,0,6,5,147,12,0,98,166,103,70,11,9,3,87,74,1,47
ROZZOM,SULTANATUL OMAN,0,23,0,0,0,0,6,0,2,0,9,1,1,0,0,0,0,3,0,1
ROZZTR,TURCIA,0,379,6,0,4,5,45,3,3,45,42,42,13,7,2,0,5,118,3,36
ROZZTM,TURKMENISTAN,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0
ROZZUA,UCRAINA,0,95,2,0,0,2,20,0,2,3,7,21,4,0,0,3,1,27,1,2
ROZZHU,UNGARIA,0,667,13,0,1,2,54,4,0,60,67,20,9,347,3,0,25,38,1,22
ROZZUZ,UZBEKISTAN,0,11,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,3,0,0
ROZZZW,ZIMBABWE,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
RO_010006,Birchis,1449,920,44,0,2,14,12,3,0,12,5,304,8,3,1,4,29,472,2,5
RO_010051,Barsa,1454,1142,38,0,4,12,23,7,5,10,18,194,4,9,0,6,57,746,1,8
RO_010104,Barzava,1937,1137,79,0,3,10,29,7,3,8,7,189,9,10,3,3,72,696,3,6
RO_010195,Bocsig,2633,1717,118,0,3,39,28,10,4,30,14,398,12,11,1,2,72,939,3,22
RO_010239,Brazii,969,800,63,0,4,21,11,10,2,3,5,177,2,0,2,2,34,457,0,7
RO_010293,Buteni,2647,1980,126,0,9,93,35,19,4,12,23,341,11,15,5,4,100,1153,2,28
RO_010346,Carand,883,649,51,0,5,30,32,5,0,3,11,117,3,16,4,2,30,336,0,4
RO_010373,Cermei,2181,1331,142,0,5,11,15,5,3,7,4,217,11,32,3,5,53,795,2,7
RO_010417,Chisindia,1008,820,54,0,2,8,44,3,12,7,9,155,21,12,3,1,34,444,0,11
RO_010453,Conop,1706,1304,83,0,3,11,24,10,2,6,11,188,9,18,5,6,59,846,6,17
RO_010514,Covasint,2066,1107,77,0,8,6,23,14,1,12,10,152,17,17,2,5,33,704,4,22
RO_010532,Craiva,2235,1651,116,0,3,27,36,12,5,11,6,242,4,8,0,5,77,1071,4,24
RO_010649,Dezna,965,875,43,0,3,15,30,10,4,15,72,147,2,9,1,3,33,472,2,14
RO_010701,Dieci,1188,992,80,0,3,4,44,15,1,8,16,178,15,10,4,10,90,507,0,4
RO_010765,Ususău,1081,805,78,0,3,4,39,11,1,11,4,179,7,11,0,3,51,391,2,10
RO_010827,Felnac,2560,1447,80,0,5,9,33,6,5,29,11,208,11,20,2,3,70,923,9,23
RO_010872,Ghioroc,3498,1749,78,0,11,22,71,12,3,24,31,322,36,141,11,6,81,876,4,20
RO_010916,Graniceri,2017,1109,111,0,5,6,15,8,3,17,28,216,7,5,1,2,73,591,7,14
RO_010943,Gurahont,3045,2135,131,0,7,141,65,19,8,18,16,368,15,14,9,7,100,1189,5,23
RO_011058,Halmagiu,2030,1708,92,0,8,36,26,12,3,19,10,359,17,8,4,8,34,1040,6,26
RO_011174,Halmagel,868,754,43,0,1,11,14,8,0,6,2,104,6,3,1,10,31,500,3,10
RO_011236,Hasmas,964,852,60,0,2,11,37,4,3,5,8,342,6,17,2,0,34,315,0,6
RO_011307,Ignesti,586,468,26,0,0,5,13,0,2,4,3,185,5,6,0,1,12,204,0,2
RO_011352,Iratosu,2137,1287,59,0,5,63,33,8,7,15,15,150,9,478,1,6,45,365,7,21
RO_011398,Macea,5930,2455,128,0,9,13,70,32,11,30,28,543,31,26,3,7,130,1328,7,59
RO_011423,Misca,2857,1872,155,0,5,9,14,4,3,7,18,140,5,972,1,2,55,447,17,5
RO_011478,Moneasa,741,750,32,0,7,23,39,5,4,12,25,95,13,27,2,4,15,437,1,9
RO_011502,Olari,1575,948,70,0,1,5,22,10,0,11,7,85,2,183,1,3,40,491,1,16
RO_011539,Paulis,3632,2214,99,0,10,19,64,12,7,28,31,1009,16,21,7,10,74,782,6,19
RO_011584,Oraş Pecica,11437,5583,233,0,16,34,160,46,17,73,75,1608,54,915,23,14,217,1994,12,91
RO_011637,Peregu Mare,1502,876,29,0,3,3,21,11,1,7,8,79,6,456,1,3,33,189,2,9
RO_011664,Petris,1102,833,71,0,2,2,27,11,2,3,16,139,18,5,0,2,61,458,6,10
RO_011735,Pilu,1702,1277,125,0,4,10,96,6,2,27,19,125,4,22,1,3,43,774,3,13
RO_011762,Plescuta,895,718,55,0,0,1,22,2,0,1,11,115,0,5,0,4,24,471,4,3
RO_011842,Savarsin,2333,1573,55,0,7,20,37,15,5,24,10,457,15,15,7,7,92,784,6,17
RO_011940,Secusigiu,4780,2611,163,0,10,27,45,25,7,41,30,489,24,67,2,15,152,1469,12,33
RO_011995,Seleus,2363,1704,66,0,5,25,21,10,5,17,6,421,20,5,2,5,64,1004,4,24
RO_012037,Semlac,3370,1572,101,0,10,12,45,26,10,31,18,336,28,19,5,9,117,757,5,43
RO_012055,Sintea Mare,2967,1832,169,0,8,11,33,17,3,21,34,152,14,315,5,3,219,813,1,14
RO_012091,Oraş Sântana,12644,4613,249,0,16,107,190,32,25,65,79,1249,57,66,11,15,234,2105,10,103
RO_012126,Socodor,1833,1371,93,0,6,7,17,6,1,12,22,166,7,22,0,5,50,943,4,10
RO_012144,Sagu,3392,1960,102,0,13,13,127,14,9,26,26,358,39,17,6,7,90,1071,5,37
RO_012206,Seitin,2463,1463,96,0,5,13,36,19,4,17,17,232,26,13,4,2,66,880,5,28
RO_012224,Sepreus,2197,1263,91,0,13,2,44,12,0,7,12,474,10,15,2,9,56,503,3,10
RO_012242,Sicula,3387,2407,179,0,5,123,28,16,6,19,26,684,9,10,4,6,125,1133,7,27
RO_012288,Silindia,664,606,30,0,7,9,6,5,3,1,5,75,4,33,3,3,29,390,3,0
RO_012340,Simand,3405,2093,142,0,6,110,48,29,7,31,22,502,27,42,5,8,145,915,6,48
RO_012368,Siria,7132,2952,188,0,19,28,71,25,6,42,45,483,31,35,3,15,189,1696,7,57
RO_012402,Sistarovat,333,287,13,0,3,1,8,1,1,5,1,94,2,3,0,1,10,140,1,3
RO_012457,Taut,1273,1032,53,0,5,11,14,6,0,12,13,410,7,4,2,3,30,452,4,6
RO_012509,Tarnova,4879,3465,194,0,6,38,46,58,6,15,22,718,26,15,12,4,217,2053,3,32
RO_012572,Varadia De Mures,1338,961,54,0,6,28,30,3,1,8,9,316,14,9,2,3,32,431,5,10
RO_012643,Vinga,5720,2926,216,0,7,258,66,23,8,42,31,420,25,386,2,15,113,1228,12,74
RO_012689,Varfurile,2059,1381,62,0,8,43,39,10,5,2,11,379,6,1,0,3,36,769,1,6
RO_012778,Zabrani,3593,2094,112,0,16,18,236,27,4,33,22,451,21,34,3,4,124,941,5,43
RO_012812,Zarand,2166,1506,136,0,7,15,74,9,5,4,7,229,2,10,3,7,69,916,1,9
RO_012849,Zerind,1210,763,38,0,1,2,5,0,1,1,1,21,2,390,0,1,16,276,2,6
