gisco_id,name,registered,turnout,invalid,blank,РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,"ПАТРИОТИЧЕН ФРОНТ – НФСБ, БДС РАДИКАЛИ И БНДС ЦЕЛОКУПНА БЪЛГАРИЯ",ВЪЗРАЖДАНЕ,НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,БСДД – Български Съюз за Директна Демокрация,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,АТАКА,ПП ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ,ПП ГЛАС НАРОДЕН,Движение за права и свободи – ДПС,ПП ПРАВОТО,ВМРО – БЪЛГАРСКО НАЦИОНАЛНО ДВИЖЕНИЕ,БНО,ВОЛЯ,ПП ИМА ТАКЪВ НАРОД,Продължаваме Промяната,Партия МИР,ПП БЛАГОДЕНСТВИЕ – ОБЕДИНЕНИЕ – ГРАДИВНОСТ,Български национален съюз – НД,ПРЯКА ДЕМОКРАЦИЯ,"ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ (ДА България, ДСБ, Зелено движение)",ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,ГЕРБ-СДС,БСП ЗА БЪЛГАРИЯ,БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,Партия на ЗЕЛЕНИТЕ,БРИГАДА,ИК за Петър Константинов Низамов - независим-Петър Константинов Низамов,Давид Леон Леви - независим-Давид Леон Леви
BG_SLS34,Тутракан,14280,5298,17,40,15,13,177,18,22,35,33,25,24,1629,15,100,6,17,465,771,10,1,3,0,98,231,911,607,5,8,2,0,0
BG_SFO54,Антон,1255,424,0,6,4,2,27,1,0,4,0,2,1,54,1,4,1,0,54,106,2,0,1,0,18,9,76,50,1,0,0,0,0
BG_TGV02,Антоново,5582,2653,54,16,3,2,26,10,3,9,9,4,7,1622,4,5,3,3,134,98,6,8,1,2,37,18,348,215,2,1,3,0,0
BG_SFO10,Горна Малина,4649,2060,36,39,6,5,84,4,3,21,14,6,11,80,3,26,3,8,227,401,5,2,5,0,97,52,535,380,0,3,4,0,0
BG_SZR07,Гълъбово,10011,3447,23,52,6,28,188,28,17,55,30,23,29,124,15,18,2,23,496,845,7,5,2,2,65,86,622,648,5,2,1,0,0
BG_TGV24,Попово,24868,6751,34,95,20,28,259,54,24,41,35,33,26,672,27,54,4,14,795,1284,14,3,2,1,263,156,1311,1479,11,4,8,0,0
BG_VTR04,Велико Търново,72047,30092,54,455,79,91,2035,92,56,133,133,105,130,1675,53,433,22,46,3155,8780,32,38,4,4,1921,550,6781,3182,14,30,8,0,0
BG_SML31,Смолян,33490,13829,72,258,29,57,496,42,32,83,47,66,60,637,61,92,10,26,1364,4032,24,10,2,4,528,247,3788,1731,10,15,6,0,0
BG_KRZ02,Ардино,24569,6411,21,50,5,6,38,22,10,16,7,13,17,4977,12,8,2,5,107,229,2,4,0,1,58,16,615,168,1,0,1,0,0
BG_VAR16,Дългопол,12541,4486,38,35,5,16,95,17,16,24,16,22,29,1346,16,24,5,17,249,343,11,1,4,1,124,56,1495,461,10,10,0,0,0
BG_GAB05,Габрово,55256,21081,58,280,50,53,1294,82,30,118,104,89,91,445,51,219,21,74,1824,5843,30,0,4,15,897,463,7018,1899,5,18,6,0,0
BG_SZR31,Стара Загора,139078,55946,111,818,160,172,3773,185,82,287,308,230,208,1213,147,482,55,169,6399,16853,57,30,23,24,2906,1697,13218,6212,55,56,16,0,0
BG_VID16,Димово,4915,2098,28,28,5,7,44,15,9,18,17,8,13,669,9,3,3,4,166,224,7,1,1,2,160,52,351,246,4,3,1,0,0
BG_PDV01,Асеновград,57636,21074,50,237,41,134,849,82,46,99,106,108,79,3653,52,120,18,63,1747,4132,20,12,9,6,800,480,5641,2460,7,20,3,0,0
BG_SLV16,Нова Загора,32131,9722,84,107,33,42,435,42,30,65,83,52,39,489,32,61,14,51,962,2186,26,6,4,3,376,308,2814,1351,11,13,3,0,0
BG_VTR31,Стражица,10965,3865,39,72,11,24,83,70,31,47,22,29,34,812,14,25,3,12,325,423,5,4,3,4,58,32,564,1107,2,5,5,0,0
BG_PVN21,Никопол,8008,3281,29,40,7,19,48,24,13,35,18,19,13,1033,10,7,3,9,175,331,3,1,4,3,53,101,427,840,13,3,0,0,0
BG_JAM25,Тунджа,17991,6607,79,54,17,54,296,31,44,57,91,35,24,114,11,60,9,25,618,1126,7,7,5,8,188,262,1543,1819,4,11,8,0,0
BG_PVN16,Левски,17036,5341,5,62,16,29,214,34,27,61,38,35,24,501,21,55,4,24,641,1003,7,5,4,3,265,125,1069,1048,12,8,1,0,0
BG_BGS09,Карнобат,21156,6622,64,77,19,36,279,35,26,57,39,43,31,628,22,46,6,21,688,1402,15,7,3,2,212,380,1255,1205,6,9,3,6,0
BG_MON26,Медковец,2895,1236,8,6,1,13,21,9,6,13,6,4,1,207,4,14,2,2,76,109,3,1,2,4,26,32,349,308,7,1,1,0,0
BG_KRZ21,Момчилград,31088,7478,25,51,7,8,53,22,12,18,11,23,29,5760,12,6,8,11,317,242,1,13,4,0,64,26,581,170,0,3,1,0,0
BG_PDV28,Садово,12192,3497,14,67,15,33,159,20,24,54,24,23,22,71,17,21,5,12,372,638,5,1,10,1,94,68,738,974,3,2,10,0,0
BG_SML02,Баните,3498,1705,31,19,2,4,12,9,6,9,3,9,3,271,2,5,2,6,142,277,3,1,0,1,51,29,480,321,2,4,1,0,0
BG_BGS13,Царево,7477,3344,25,37,8,30,111,20,13,21,8,16,13,128,10,14,4,10,367,937,7,0,1,1,174,61,989,327,0,9,0,3,0
BG_PAZ08,Велинград,30433,11570,29,107,16,35,424,26,23,42,31,48,39,2008,12,56,10,29,759,2070,15,6,4,4,444,278,4019,1028,1,4,3,0,0
BG_SLS31,Силистра,47466,18094,47,225,59,75,752,85,42,142,76,87,100,1070,74,165,17,68,2088,5306,29,12,4,8,745,280,4339,2159,12,16,12,0,0
BG_PDV07,Брезово,5181,1969,41,15,4,12,71,9,11,19,14,10,7,9,6,15,2,6,166,328,5,5,0,4,38,66,538,563,3,1,1,0,0
BG_KNL04,Бобов дол,6731,2340,20,40,8,9,79,10,4,20,20,10,14,57,7,20,4,5,306,417,5,1,3,0,47,97,639,489,3,3,3,0,0
BG_RSE33,Сливо поле,10224,2755,7,37,1,9,109,26,15,34,11,13,24,710,8,32,5,10,211,395,1,3,2,1,41,28,692,321,2,4,3,0,0
BG_BLG02,Белица,8030,4462,6,26,2,4,23,12,13,11,4,6,12,3534,6,12,1,4,88,127,2,4,0,3,14,22,356,169,0,1,0,0,0
BG_KNL29,Кюстендил,66592,19243,47,279,57,53,931,58,44,127,94,91,98,215,44,375,20,78,1661,4898,24,13,8,9,648,860,6182,2251,24,30,13,0,0
BG_KNL05,Бобошево,2048,778,4,9,3,13,31,10,3,6,12,4,4,12,1,7,2,1,107,153,0,1,2,1,24,25,206,135,1,0,1,0,0
BG_PVN10,Долна Митрополия,16002,4794,8,48,15,28,162,26,13,48,31,30,28,188,19,67,9,12,854,854,10,8,6,1,88,194,1119,907,11,4,6,0,0
BG_PER36,Радомир,16229,6006,65,94,12,13,199,29,19,43,31,29,28,88,26,80,7,16,618,1353,10,7,1,1,210,166,2100,740,9,8,4,0,0
BG_SHU11,Хитрино,10569,2311,24,21,4,7,24,10,11,4,4,6,10,765,6,11,1,10,77,853,24,2,2,1,12,16,228,162,5,7,2,0,0
BG_KRZ35,Черноочене,12802,4682,10,18,1,2,16,12,7,3,3,4,8,3976,2,2,2,2,38,54,0,7,2,0,36,5,367,104,0,0,1,0,0
BG_LOV34,Троян,27284,10165,36,156,16,21,638,35,18,50,58,32,46,318,25,202,10,47,1003,2485,12,10,5,10,497,228,2864,1328,4,5,6,0,0
BG_KNL48,Дупница,40506,13425,18,199,50,38,559,29,32,102,92,76,82,213,42,200,15,32,1488,3552,21,5,8,6,490,346,4061,1614,2,35,4,0,0
BG_BLG13,Гърмен,13241,6301,13,44,7,9,70,46,14,11,7,18,20,3729,7,48,2,4,595,377,7,2,0,2,89,89,835,250,2,1,3,0,0
BG_VID06,Брегово,4182,2040,31,37,8,4,42,8,6,16,22,8,8,38,4,16,4,12,110,234,5,1,3,0,60,47,870,437,1,4,4,0,0
BG_HKV30,Стамболово,12489,4401,25,14,3,5,22,2,5,10,4,3,11,3684,4,3,2,6,93,148,3,2,0,1,50,45,152,103,0,1,0,0,0
BG_RAZ26,Разград,51539,14687,34,212,43,53,596,72,44,102,87,51,53,2414,41,144,8,40,1333,2935,20,9,2,4,1460,214,3018,1672,13,11,2,0,0
BG_DOB03,Балчик,17067,5108,25,61,22,23,254,26,23,44,34,34,18,608,21,105,3,16,591,1290,5,2,1,4,249,166,846,625,4,7,1,0,0
BG_MON02,Берковица,15709,5503,31,74,16,12,193,34,26,34,29,28,19,960,20,39,6,18,577,1295,7,9,0,1,129,146,1150,640,5,3,2,0,0
BG_RSE08,Две могили,7731,2239,14,27,7,12,81,10,12,18,12,12,22,423,6,27,3,12,208,418,5,1,3,1,44,39,563,252,0,5,2,0,0
BG_VRC10,Враца,65825,23389,33,324,53,68,1027,71,48,138,154,107,100,926,88,458,35,59,2655,6502,45,11,20,9,1092,668,6246,2411,15,16,10,0,0
BG_BLG11,Гоце Делчев,27697,10887,4,130,9,24,365,31,17,55,40,38,34,2727,32,114,4,11,717,1740,7,2,1,3,328,155,2228,2061,3,6,1,0,0
BG_PER08,Брезник,5163,2169,24,28,12,8,52,22,6,17,19,25,7,44,4,12,3,5,237,462,3,5,1,0,68,70,698,337,0,0,0,0,0
BG_VAR26,Суворово,6578,2557,23,31,5,15,110,12,17,23,14,11,13,239,10,91,7,9,230,378,5,1,3,2,43,37,995,227,2,2,2,0,0
BG_BLG01,Банско,11043,5561,9,95,20,21,188,26,15,31,27,28,37,89,16,58,10,93,645,1353,12,6,0,2,246,168,1713,636,5,9,3,0,0
BG_BLG37,Разлог,17488,8025,0,98,22,44,292,45,34,61,24,48,43,334,37,104,11,29,1074,1837,25,11,5,6,972,175,1834,848,4,7,1,0,0
BG_BGS15,Несебър,20153,7987,15,113,21,68,600,42,24,43,25,49,28,123,35,46,8,23,887,2759,12,5,3,3,436,339,1556,701,8,4,2,9,0
BG_PAZ20,Панагюрище,20895,6990,5,104,24,26,319,20,20,33,42,22,36,118,25,60,4,27,822,1770,3,5,4,9,296,138,2005,1036,5,7,5,0,0
BG_PDV13,Карлово,44350,14780,22,243,55,113,595,58,60,138,90,85,60,782,47,337,16,45,1543,3698,30,14,6,10,534,301,3306,2557,10,20,5,0,0
BG_KNL27,Кочериново,3287,1382,12,32,6,2,36,5,4,12,7,7,4,15,2,11,1,4,168,223,5,2,1,2,23,46,519,228,1,2,2,0,0
BG_SML10,Доспат,7579,3275,8,32,5,7,38,9,6,20,4,22,25,295,9,9,3,7,398,446,1,2,1,2,45,33,1455,388,3,2,0,0,0
BG_RSE27,Русе,144771,52465,103,747,131,139,3306,177,83,266,296,286,221,1346,168,965,35,105,6666,17675,69,33,23,31,2619,1131,10216,5558,15,36,19,0,0
BG_BLG33,Петрич,52598,16530,42,177,39,66,484,66,46,97,68,129,98,175,52,185,22,51,2302,3994,35,8,6,6,582,405,5715,1648,11,14,7,0,0
BG_VTR22,Павликени,19943,6690,41,114,19,31,296,99,29,44,53,31,19,883,16,96,8,25,531,1156,13,9,3,3,205,110,1344,1492,9,8,3,0,0
BG_PAZ03,Батак,5206,2428,1,32,4,1,43,4,3,5,5,9,5,1221,4,36,0,4,161,295,1,0,0,2,53,41,364,134,0,0,0,0,0
BG_RSE03,Борово,4935,1487,4,21,6,11,56,15,10,11,9,23,9,213,9,13,5,8,135,233,4,2,3,0,22,30,401,230,2,1,1,0,0
BG_SFO43,Своге,16649,6616,56,121,19,25,291,40,31,57,48,40,37,1073,20,40,5,17,565,1150,21,8,5,6,244,107,1910,663,3,9,5,0,0
BG_LOV38,Ябланица,4620,1445,10,20,6,8,51,8,3,8,8,9,10,112,1,17,5,9,178,240,2,2,1,0,48,35,400,251,1,2,0,0,0
BG_VRC21,Криводол,7167,2461,36,23,11,8,84,10,13,21,19,11,11,173,12,69,7,7,266,531,9,2,1,2,67,84,592,386,3,3,0,0,0
BG_KRZ16,Кърджали,98302,24910,75,318,39,53,485,231,56,92,78,72,88,12921,64,108,18,48,1352,3219,23,20,8,14,643,177,3085,1594,11,13,5,0,0
BG_SLS07,Главиница,11240,4619,22,36,5,8,64,151,8,25,14,7,17,2941,11,21,7,20,151,238,7,8,2,3,34,9,594,210,3,1,2,0,0
BG_SZR23,Опан,2097,1143,46,12,14,5,33,4,1,3,6,3,1,95,1,17,3,6,80,172,3,1,0,1,24,44,269,297,0,0,2,0,0
BG_VTR13,Елена,8054,3107,37,32,8,13,122,13,8,29,22,17,20,445,9,37,4,9,223,566,4,5,0,3,113,44,766,555,1,1,1,0,0
BG_PVN24,Плевен,117304,44499,40,599,113,186,2107,190,60,195,200,200,180,1009,116,672,29,89,7048,12752,69,20,13,20,1842,1346,9569,5742,44,39,10,0,0
BG_PDV12,Калояново,9251,3347,18,47,8,10,176,17,18,36,23,20,17,204,13,26,4,10,324,743,8,4,2,3,76,63,1004,464,2,5,2,0,0
BG_SML09,Девин,10581,3810,16,50,49,20,79,19,11,34,10,30,17,781,16,10,4,14,326,588,5,4,7,1,100,57,1006,544,2,7,3,0,0
BG_LOV19,Луковит,14501,4412,28,57,16,19,158,29,12,31,22,31,25,828,12,38,4,27,519,647,8,1,3,5,106,92,1194,478,6,7,9,0,0
BG_SFO26,Костинброд,13745,5905,25,95,9,11,243,33,21,49,39,38,30,303,20,262,3,23,551,1279,9,3,3,3,296,91,1832,620,4,6,2,0,0
BG_MON29,Монтана,45856,17919,58,239,62,47,802,55,35,78,122,76,83,2316,46,165,10,34,2132,4751,33,9,6,4,601,478,3606,2042,6,18,5,0,0
BG_PDV26,Родопи,27759,10017,10,144,16,79,586,50,22,76,51,61,53,549,24,75,8,20,1051,2573,11,5,2,4,354,223,2833,1116,6,10,5,0,0
BG_DOB17,Каварна,12650,3654,16,44,13,23,205,15,11,37,32,28,23,80,14,45,5,18,443,1073,12,1,2,0,161,111,703,497,34,5,3,0,0
BG_PVN03,Белене,7920,2910,12,50,10,14,133,16,9,26,12,8,16,81,8,27,2,5,449,578,7,1,5,1,100,252,450,629,1,5,3,0,0
BG_MON04,Бойчиновци,7000,2537,25,34,10,8,70,98,10,17,18,11,13,769,6,76,4,12,243,322,3,5,0,1,55,44,397,280,2,3,1,0,0
BG_SZR27,Раднево,15925,5866,45,103,20,24,349,31,14,46,42,40,32,159,18,36,4,22,745,1649,10,6,2,3,140,198,1075,1037,9,4,3,0,0
BG_BGS06,Средец,11122,3799,63,62,10,80,149,22,18,39,29,23,23,71,4,31,3,15,336,899,11,2,3,4,84,94,1066,639,3,7,8,1,0
BG_MON36,Чипровци,3109,1602,22,34,2,5,60,7,4,14,14,8,11,49,6,13,1,4,133,432,5,1,0,2,38,40,486,209,1,0,1,0,0
BG_RAZ14,Исперих,26282,8490,24,130,6,25,123,31,21,38,13,28,41,4189,26,28,17,40,304,503,6,2,4,4,499,61,1998,316,5,4,4,0,0
BG_GAB35,Трявна,9910,3308,4,44,5,14,209,13,5,25,17,9,13,39,15,86,1,9,355,1059,5,0,1,1,136,101,764,369,0,7,2,0,0
BG_PDV15,Лъки,2287,822,7,19,1,2,22,2,5,1,3,3,3,48,1,5,1,10,86,146,2,2,1,0,15,106,201,130,0,0,0,0,0
BG_HKV17,Любимец,7863,3482,32,43,9,15,105,6,6,19,11,19,14,10,9,13,14,12,416,686,13,5,1,1,58,31,1487,435,2,9,1,0,0
BG_RAZ16,Кубрат,18809,5915,38,65,13,14,131,29,20,39,24,24,31,3126,17,26,10,24,314,479,9,9,0,3,205,51,789,407,14,3,1,0,0
BG_PDV37,Хисаря,9696,3888,33,53,10,29,231,12,13,36,20,34,15,99,14,30,4,22,421,1017,11,1,1,3,147,93,827,699,1,4,8,0,0
BG_VAR08,Ветрино,4716,1924,11,30,4,14,104,11,10,18,17,9,10,345,8,7,1,10,174,240,2,1,2,1,22,26,608,226,6,4,3,0,0
BG_VID01,Белоградчик,5283,1824,12,20,4,3,46,12,3,17,8,4,7,236,4,14,0,4,195,425,5,1,0,0,102,53,341,306,1,0,1,0,0
BG_PDV25,Раковски,22363,5879,10,83,10,41,354,35,16,45,34,33,33,48,29,28,5,12,652,1135,9,4,2,2,227,128,2225,661,12,4,2,0,0
BG_SHU30,Шумен,87071,29100,49,395,111,111,1512,151,65,207,147,163,151,1845,85,423,25,134,3269,8240,18,14,10,7,1055,573,6977,3320,11,22,10,0,0
BG_TGV22,Омуртаг,24968,7633,51,104,12,20,76,31,27,34,17,23,24,5259,24,22,13,27,283,467,7,18,6,6,145,81,536,306,5,4,5,0,0
BG_VID33,Ружинци,3118,1337,27,17,5,8,33,7,5,14,9,8,6,77,4,5,3,9,125,151,0,1,0,3,65,38,585,128,1,0,3,0,0
BG_HKV11,Ивайловград,6319,2738,15,34,6,10,74,8,9,12,8,9,12,339,6,25,2,12,200,475,4,7,3,1,65,116,880,397,3,6,0,0,0
BG_VAR04,Белослав,9003,2593,0,40,3,16,169,13,12,27,25,16,14,143,11,35,3,13,473,648,7,1,0,0,69,66,516,262,4,5,2,0,0
BG_RSE37,Ценово,4532,1952,19,13,4,8,58,11,9,15,9,10,12,40,7,24,4,11,184,312,0,4,2,3,24,26,763,374,1,4,1,0,0
BG_PDV17,Марица,25793,8400,0,136,21,38,518,49,46,86,48,58,52,364,32,61,13,26,1084,1889,11,5,2,6,279,260,2308,994,3,9,2,0,0
BG_SFO56,Мирково,1797,634,14,18,3,2,28,6,3,3,4,2,5,4,2,7,0,2,61,161,3,2,1,0,33,17,157,93,0,2,1,0,0
BG_BGS23,Сунгурларе,10396,3576,59,27,6,16,81,19,13,23,16,8,12,1579,10,24,4,5,192,401,7,9,5,2,50,111,526,357,0,5,5,4,0
BG_SLV20,Сливен,108752,33840,87,387,143,187,1769,151,108,226,172,161,159,1025,96,293,43,180,3646,9660,96,28,14,26,1498,1338,8349,3914,21,42,21,0,0
BG_BGS18,Руен,27721,13122,3,86,9,18,64,90,19,28,17,14,40,11415,21,16,6,24,121,154,2,6,2,2,74,78,568,236,2,3,3,1,0
BG_HKV33,Харманли,20817,7254,61,106,12,32,317,32,25,55,41,39,33,547,23,46,11,24,717,1978,17,5,2,3,157,142,1871,943,5,5,5,0,0
BG_RSE04,Бяла,11050,4086,33,62,16,24,172,31,18,31,28,20,27,286,14,36,7,32,445,927,6,6,1,2,104,81,1213,456,3,4,1,0,0
BG_PER19,Земен,1727,1048,23,17,1,4,32,3,4,6,3,3,7,52,3,17,2,7,94,164,3,0,0,1,39,20,371,169,2,1,0,0,0
BG_PAZ32,Стрелча,4098,1713,19,27,11,3,62,9,6,10,5,8,6,232,5,11,1,7,187,397,2,2,0,2,33,28,406,231,1,2,0,0,0
BG_BGS12,Малко Търново,2553,1053,20,15,2,10,32,3,8,11,4,8,2,22,6,7,0,2,77,248,5,2,1,0,35,19,286,227,0,0,0,1,0
BG_SLV24,Твърдица,11738,2849,4,33,12,17,122,20,19,31,22,17,16,332,16,20,9,33,305,591,9,2,1,2,88,74,675,367,6,3,3,0,0
BG_VAR24,Провадия,19127,5920,57,74,12,23,287,29,21,53,36,25,31,734,21,116,12,37,622,1016,4,5,2,4,128,158,1473,930,3,2,5,0,0
BG_SFO17,Елин Пелин,17831,6757,13,155,20,34,350,24,17,50,47,45,48,89,23,326,7,8,840,1816,10,4,1,2,367,118,1619,709,5,5,5,0,0
BG_PER32,Перник,80478,30845,19,536,105,100,1557,293,93,256,222,192,149,404,107,392,36,79,3198,7737,35,17,15,11,1440,750,9775,3255,18,35,19,0,0
BG_RAZ29,Самуил,9082,3286,13,20,3,3,15,12,3,8,4,4,9,2616,6,3,2,5,61,47,2,3,0,1,155,18,252,20,0,1,0,0,0
BG_BLG42,Сатовча,14723,6174,3,47,2,2,39,54,9,15,4,12,11,3805,9,29,2,6,461,281,1,4,2,1,22,33,938,376,2,1,3,0,0
BG_SML38,Чепеларе,5934,2382,6,31,3,7,92,5,2,24,45,14,5,247,12,11,1,8,222,591,3,1,3,1,77,53,588,324,2,4,0,0,0
BG_VRC27,Мездра,17068,6723,85,96,17,22,221,28,14,51,45,25,26,527,21,130,7,22,705,1305,11,8,4,6,175,126,2092,942,2,3,7,0,0
BG_SFO20,Ихтиман,14220,4672,27,81,17,30,203,24,19,49,35,34,29,196,21,44,15,40,565,902,18,3,4,5,142,155,1603,397,2,11,1,0,0
BG_HKV09,Димитровград,46907,16323,60,249,59,66,1233,93,34,108,93,65,76,282,50,73,15,65,1815,4531,37,9,9,8,857,390,4242,1768,12,21,8,0,0
BG_SFO07,Ботевград,27548,10043,16,153,33,39,431,56,27,81,59,63,59,235,44,97,9,28,1440,2639,94,12,2,5,419,206,2599,1168,11,16,2,0,0
BG_RSE13,Иваново,7564,2972,16,29,7,13,105,19,21,44,20,20,18,224,8,48,3,18,293,586,4,2,0,2,57,38,910,454,3,7,3,0,0
BG_SFO06,Божурище,6357,2853,2,47,7,4,141,7,7,22,17,18,24,29,7,29,6,4,261,839,3,1,2,2,187,96,802,280,0,7,2,0,0
BG_SHU10,Върбица,11391,4016,9,18,2,10,21,18,9,6,11,7,10,3273,2,7,2,14,109,82,1,4,1,1,8,13,267,104,3,3,1,0,0
BG_SLS10,Дулово,28916,10229,25,72,11,20,125,242,18,33,28,29,41,5084,30,36,17,46,303,439,5,9,5,3,51,51,3190,293,7,12,4,0,0
BG_SFO18,Етрополе,10267,3722,38,69,12,16,151,15,14,49,11,30,26,208,26,24,7,8,499,1007,13,3,1,2,128,87,658,601,6,8,5,0,0
BG_VID03,Бойница,747,418,14,5,0,0,4,1,2,3,5,2,0,12,1,0,0,4,33,56,3,0,0,0,10,7,197,56,1,2,0,0,0
BG_JAM03,Болярово,2764,1659,40,23,5,27,46,7,15,19,18,9,3,8,3,9,3,9,72,197,3,1,0,2,48,23,262,787,3,3,14,0,0
BG_SML27,Рудозем,8471,4333,28,74,10,5,58,21,11,17,9,26,25,2042,11,16,9,6,349,653,6,5,1,4,95,39,611,200,1,0,1,0,0
BG_PAZ14,Лесичово,4215,1577,14,16,1,7,49,9,6,14,13,7,7,302,6,11,3,8,166,215,1,3,2,0,29,41,382,260,2,2,1,0,0
BG_SML05,Борино,3323,1709,6,17,3,0,10,11,0,4,0,5,8,1181,2,3,1,1,68,86,2,0,0,0,99,6,104,90,2,0,0,0,0
BG_SML16,Мадан,10295,5454,36,85,7,12,87,16,6,26,11,24,25,2810,16,11,5,5,433,596,8,16,2,1,86,61,671,385,3,7,3,0,0
BG_PVN27,Пордим,4738,1691,4,17,5,18,50,8,8,26,11,4,13,92,5,63,5,4,185,203,5,5,0,0,20,56,488,389,3,2,2,0,0
BG_HKV18,Маджарово,2992,1210,8,6,0,1,20,2,3,6,1,1,2,797,0,5,0,1,48,79,1,1,0,0,20,16,128,64,0,0,0,0,0
BG_JAM07,Елхово,12815,3997,27,51,13,25,166,19,18,33,40,20,20,99,21,35,1,4,410,873,15,4,3,3,125,87,1159,709,2,10,5,0,0
BG_VRC05,Борован,4394,1871,28,31,8,7,35,19,11,22,18,7,6,734,8,12,8,7,132,214,1,2,3,2,25,24,268,232,3,1,3,0,0
BG_SHU07,Венец,10270,3200,10,22,7,7,16,16,12,9,5,13,12,2012,5,6,7,18,90,29,3,6,2,3,10,12,801,64,1,0,2,0,0
BG_SLS32,Ситово,5091,2002,17,25,9,8,31,61,8,16,4,5,11,982,3,7,6,2,117,184,3,1,1,0,27,23,255,193,0,0,3,0,0
BG_VRC35,Хайредин,3765,1627,11,9,3,5,21,5,6,11,9,6,5,461,1,25,0,4,92,178,6,1,0,0,43,306,221,194,0,2,2,0,0
BG_MON11,Вълчедръм,7235,2890,20,23,9,12,81,48,11,17,16,9,10,1403,10,16,2,8,185,304,3,1,3,3,41,51,285,314,1,3,1,0,0
BG_PAZ29,Септември,21528,6356,5,73,30,31,210,35,31,68,59,38,35,990,23,95,7,20,693,956,6,5,2,3,139,127,1656,1008,8,1,2,0,0
BG_VAR09,Вълчи дол,7991,2839,56,39,8,24,98,10,15,21,17,12,24,394,14,26,5,25,223,412,7,5,1,0,35,65,902,390,3,5,3,0,0
BG_SFO09,Годеч,4311,1572,13,31,5,5,37,4,3,8,9,7,9,42,7,9,1,6,145,398,2,4,2,0,53,23,589,154,0,0,2,0,0
BG_SHU18,Каолиново,17533,5154,0,28,3,12,30,27,19,11,14,11,20,3866,9,10,2,15,103,83,0,3,3,0,39,15,718,108,1,3,1,0,0
BG_VID15,Грамада,1396,718,7,4,0,1,8,2,1,1,3,2,3,23,1,14,1,1,51,252,10,1,2,1,79,9,110,126,1,4,0,0,0
BG_BGS04,Бургас,181448,73875,70,1130,208,535,4661,212,120,291,264,252,283,1178,161,613,58,143,7412,23629,101,39,21,48,4697,2022,19142,6407,26,50,12,90,0
BG_SZR04,Братя Даскалови,5821,1904,24,28,4,4,58,6,5,13,10,9,6,176,6,7,2,7,151,301,2,1,1,2,37,75,485,474,4,4,2,0,0
BG_PAZ06,Брацигово,7540,2307,4,32,6,9,115,15,8,20,16,22,9,48,2,42,3,10,253,472,3,0,0,3,83,37,719,367,3,3,3,0,0
BG_BLG44,Симитли,12488,7523,8,57,5,12,118,12,16,17,15,23,17,97,6,31,17,23,530,675,5,1,3,1,88,60,5434,242,6,4,0,0,0
BG_PVN39,Кнежа,11365,4078,18,58,15,14,123,23,12,33,28,26,23,480,17,41,6,31,530,830,14,7,3,3,40,64,1137,490,3,4,5,0,0
BG_PVN08,Гулянци,9763,2807,22,29,7,17,85,15,16,24,19,18,11,70,6,55,2,10,370,449,7,2,2,0,44,213,590,713,7,2,2,0,0
BG_PVN37,Червен бряг,24699,8025,0,89,38,50,286,39,41,73,59,45,34,1000,36,86,20,42,1177,1410,14,7,3,5,275,206,1719,1255,10,2,4,0,0
BG_RAZ11,Завет,11231,3570,2,39,1,8,35,9,8,12,4,5,18,2275,6,10,2,13,93,125,3,0,0,1,417,22,380,76,2,4,0,0,0
BG_MON07,Брусарци,3824,1657,37,17,3,7,23,9,6,11,13,9,8,288,1,3,1,7,134,247,7,1,0,0,9,40,566,207,2,0,1,0,0
BG_PDV23,Първомай,22684,7120,13,87,14,54,369,37,30,65,34,38,28,860,18,36,2,35,586,1382,11,6,2,8,222,145,1581,1448,2,4,3,0,0
BG_SZR12,Казанлък,65128,23763,22,311,62,63,1503,82,40,162,131,132,105,2391,70,217,16,57,2729,6231,37,14,9,10,877,428,5443,2591,5,19,7,0,0
BG_VAR13,Долни чифлик,15847,3949,19,34,10,21,175,19,20,45,19,21,20,403,16,36,8,35,436,628,6,3,2,3,63,84,1314,492,10,3,4,0,0
BG_PER51,Трън,3334,1350,20,44,4,5,29,7,6,19,8,4,10,39,1,15,3,10,123,207,3,2,1,2,41,38,430,273,0,3,3,0,0
BG_VRC20,Козлодуй,16115,6069,18,93,26,31,393,45,20,43,39,33,32,184,25,61,13,24,841,1652,3,2,3,4,246,212,1291,722,6,5,2,0,0
BG_HKV32,Тополовград,8664,3163,19,38,6,35,137,8,8,36,19,19,8,188,10,22,5,11,356,714,11,2,4,3,67,68,809,552,3,3,2,0,0
BG_LOV33,Тетевен,17358,6277,30,73,13,21,165,32,17,53,36,27,26,1111,18,126,15,12,577,1014,10,1,2,3,193,156,1544,988,2,8,4,0,0
BG_PVN11,Долни Дъбник,11723,2973,0,37,16,21,86,19,20,35,14,16,19,246,14,56,7,7,342,511,6,5,3,2,57,152,589,682,6,4,1,0,0
