gisco_id,name,registered,turnout,invalid,blank,ПП ИМА ТАКЪВ НАРОД,ПП ГЛАС НАРОДЕН,СИНЯ БЪЛГАРИЯ,"НИЕ ГРАЖДАНИТЕ /БЪЛГАРСКАТА ПРОЛЕТ, КОЙ, БРСП, НАЦИЯ/",ПОЛИТИЧЕСКА ПАРТИЯ БЪЛГАРСКИ ГЛАСЪ,КОАЛИЦИЯ НА РОЗАТА,ЦЕНТЪР,СОЛИДАРНА БЪЛГАРИЯ,ЕДИНЕНИЕ,БНО,ВЪЗРАЖДАНЕ,ПП МЕЧ,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА,БЪЛГАРСКИ ВЪЗХОД,КП ГРАЖДАНСКИ БЛОК (ГБ),ПП ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ,ЛЕВИЦАТА!,Партия на ЗЕЛЕНИТЕ,НИЕ ИДВАМЕ,ГЕРБ-СДС,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД,БСП за БЪЛГАРИЯ,ПП ВЕЛИЧИЕ,ПП ВМРО – БЪЛГАРСКО НАЦИОНАЛНО ДВИЖЕНИЕ,ПРЯКА ДЕМОКРАЦИЯ,Движение за права и свободи – ДПС,ЗЕЛЕНО ДВИЖЕНИЕ,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД – БЪЛГАРСКИ СЪЮЗ ЗА ДИРЕКТНА ДЕМОКРАЦИЯ,КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (РУСОФИЛИ И КОМУНИСТИ)
BG_LOV36,Угърчин,4657,1910,138,41,81,2,5,5,2,0,13,18,0,1,144,47,94,2,11,2,4,0,3,16,987,3,156,15,14,4,96,3,2,0,1
BG_TGV23,Опака,5642,2239,96,35,47,2,0,2,10,0,7,9,3,0,61,27,109,2,5,0,4,2,2,1,167,4,128,10,9,4,1491,2,0,0,0
BG_PDV33,Съединение,7778,2051,70,64,143,5,10,7,0,1,22,25,3,1,379,150,189,6,42,1,1,8,4,3,533,5,187,102,13,10,55,6,3,0,3
BG_BLG49,Струмяни,4095,1722,71,25,38,3,4,1,2,1,10,10,1,0,130,29,90,1,1,1,3,5,2,2,325,1,94,19,40,5,805,0,1,0,2
BG_VTR14,Златарица,3486,1279,83,22,27,5,3,0,1,3,4,6,0,0,100,20,50,0,0,4,4,11,3,1,143,2,125,30,58,3,571,0,0,0,0
BG_LOV17,Летница,4045,932,36,35,39,1,12,3,1,1,2,14,2,2,80,28,50,0,27,1,0,5,1,2,211,1,97,18,0,3,250,5,3,0,2
BG_SZR37,Гурково,4146,1313,79,24,54,4,1,3,1,2,13,6,2,0,131,47,58,3,1,0,10,5,1,0,289,4,179,53,32,1,306,2,1,1,0
BG_PDV42,Куклен,6212,1527,45,44,73,2,87,3,3,4,18,8,7,2,175,34,155,2,15,1,1,17,2,1,300,1,121,80,5,2,315,2,1,0,1
BG_SFO25,Костенец,10033,3073,71,111,141,4,31,2,6,2,43,37,20,1,570,78,304,2,7,2,0,11,7,3,1120,2,199,133,19,11,117,10,5,0,4
BG_VAR14,Девня,7613,2679,177,53,102,7,4,4,1,4,9,24,3,1,244,124,133,6,18,4,0,191,16,8,1333,2,88,62,18,3,31,1,2,3,3
BG_VTR20,Лясковец,10667,3419,86,80,189,9,16,10,1,3,28,26,1,2,546,90,279,1,18,1,5,15,11,4,1276,2,298,154,48,10,190,8,5,2,5
BG_MON24,Лом,23131,7950,346,136,283,25,108,13,8,8,25,92,10,3,806,210,418,3,26,19,12,15,25,22,2887,18,366,172,22,20,1815,14,3,1,19
BG_SFO59,Долна баня,3811,2150,150,47,51,10,14,5,5,3,10,23,3,1,123,49,79,2,1,4,2,6,11,12,1330,5,57,25,4,2,108,6,0,1,1
BG_VRC32,Роман,4592,2043,87,46,54,6,11,5,5,0,5,8,1,1,146,44,121,4,3,2,2,18,4,4,429,5,289,86,35,1,610,2,2,0,7
BG_PVN23,Искър,5699,1389,75,33,72,4,5,2,3,0,7,31,1,0,146,138,70,4,29,7,4,4,4,3,220,1,222,28,37,0,238,0,1,0,0
BG_MON38,Якимово,3045,1326,53,16,39,1,41,0,8,3,6,20,0,1,66,26,67,0,4,0,2,4,0,2,482,5,60,7,1,1,408,0,1,1,1
BG_PAZ24,Ракитово,11774,4162,199,68,85,10,20,2,1,3,87,14,1,5,283,102,104,5,6,10,12,2,9,4,1298,14,269,64,6,2,1467,5,2,0,3
BG_SHU23,Велики Преслав,12073,2647,102,66,123,10,9,2,4,1,18,86,6,0,352,72,196,9,7,0,0,23,2,5,669,4,211,76,14,6,570,1,1,0,2
BG_HKV29,Симеоновград,6702,2695,179,29,58,8,3,2,5,3,13,12,1,2,219,94,104,0,10,4,3,10,7,9,1428,6,163,44,5,2,265,1,2,1,3
BG_SFO55,Пирдоп,6395,1921,47,78,127,3,21,2,1,4,38,25,2,0,284,72,184,4,41,0,1,9,2,37,490,3,142,95,19,0,181,6,1,0,1
BG_PER22,Ковачевци,1059,651,32,17,32,2,14,0,0,0,6,10,1,1,90,11,43,0,1,4,0,14,1,3,158,0,160,11,1,0,24,15,0,0,0
BG_SZR38,Николаево,3407,1325,74,10,38,1,3,1,2,4,3,5,2,0,90,53,33,1,2,2,4,4,0,0,167,1,233,37,5,4,536,4,1,0,5
BG_RAZ36,Цар Калоян,5789,1936,52,41,23,7,1,1,1,0,2,6,1,0,76,36,87,1,1,0,2,4,2,1,170,2,54,15,7,1,1337,2,1,0,2
BG_SFO47,Златица,4571,1460,50,51,108,4,18,3,2,7,33,32,3,1,285,87,116,4,10,3,2,22,2,10,384,1,96,43,10,3,62,6,1,1,0
BG_PDV41,Стамболийски,17553,4579,181,114,243,18,33,9,2,12,45,98,7,2,707,204,741,6,24,2,6,14,11,16,1314,4,417,285,22,19,5,12,2,1,3
BG_PAZ21,Пещера,18388,5783,341,134,181,14,37,10,7,5,54,25,4,4,565,134,320,12,10,27,8,12,5,12,2113,10,781,161,110,5,669,5,4,2,2
BG_SFO24,Копривщица,1749,679,22,28,28,5,5,0,1,0,11,2,1,0,141,17,84,1,0,1,3,3,0,1,177,1,57,24,10,0,50,2,2,1,1
BG_PDV39,Кричим,7151,1349,26,56,77,6,15,1,1,1,18,20,2,0,228,63,111,1,2,1,19,7,3,1,216,1,93,61,7,3,301,2,2,0,0
BG_PAZ39,Сърница,4272,2977,39,16,10,0,0,0,0,0,10,0,0,1,10,13,29,2,0,1,3,0,1,0,112,2,27,4,1,1,2694,1,0,0,0
BG_KNL41,Сапарева баня,6167,2393,88,72,132,14,21,1,1,3,34,51,2,1,304,64,215,2,3,7,3,5,7,5,1060,3,123,86,11,8,62,2,2,0,1
BG_KNL38,Рила,2281,753,21,28,37,0,9,0,0,1,10,9,3,0,65,22,63,0,5,3,0,2,3,2,240,1,68,12,9,1,136,0,2,0,1
BG_PDV40,Перущица,4109,942,39,27,39,3,13,2,0,0,5,14,0,1,131,45,107,1,4,0,1,2,0,3,238,0,184,52,6,3,20,1,0,1,0
BG_PDV22,Пловдив,302038,98730,2204,3282,6660,348,1718,208,95,107,1007,1590,322,57,14716,3569,17845,103,858,65,43,421,238,347,25385,105,5589,6171,1017,292,3740,417,65,39,107
BG_DOB28,Добрич,80228,22247,479,598,1615,82,302,39,58,17,314,246,55,8,4267,834,2453,26,130,21,10,130,67,41,5760,8,1754,1292,237,53,1104,206,12,10,19
BG_SFO57,Чавдар,981,348,14,15,28,5,3,1,0,0,2,5,1,1,54,8,29,0,1,0,0,1,0,2,54,2,45,17,12,1,45,0,0,1,1
BG_SFO58,Челопеч,1232,473,13,29,34,1,4,0,1,0,3,4,2,0,72,25,38,1,3,0,0,3,0,3,135,0,60,20,5,2,15,0,0,0,0
BG_JAM26,Ямбол,63848,16720,385,472,1295,37,193,54,20,7,337,351,25,7,3153,553,1957,18,267,63,18,113,42,39,3363,12,2064,1065,107,60,569,31,15,5,21
BG_BGZZAU,Australia,93,349,4,8,6,1,10,1,1,0,1,5,1,0,100,2,125,0,1,0,1,0,1,3,17,0,3,44,1,2,2,7,0,0,2
BG_BGZZAT,Austria,376,4012,67,135,241,15,52,14,4,2,64,56,16,0,608,175,1339,4,18,6,3,18,28,12,391,1,116,411,26,13,118,47,3,2,6
BG_BGZZAZ,Azerbaijan,7,51,1,5,1,0,0,0,0,0,0,1,0,0,6,2,5,0,0,0,0,2,0,0,23,0,1,0,1,2,1,0,0,0,0
BG_BGZZAL,Albania,80,172,8,9,6,3,2,1,0,0,2,3,0,0,2,3,13,0,2,0,0,0,1,0,39,0,5,4,65,0,2,2,0,0,0
BG_BGZZDZ,Algeria,3,27,2,0,4,0,0,1,0,0,0,1,0,0,4,0,2,0,1,0,0,2,1,0,5,0,3,0,0,0,1,0,0,0,0
BG_BGZZAM,Armenia,24,49,2,1,2,0,0,0,1,0,1,1,0,0,8,1,15,0,0,0,0,2,0,0,8,0,3,3,0,0,0,0,1,0,0
BG_BGZZBY,Belarus,13,30,0,0,3,0,0,0,1,0,0,2,0,0,8,2,6,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0
BG_BGZZBE,Belgium,386,3762,83,83,230,12,55,5,5,1,35,43,11,3,456,207,1280,2,16,1,3,18,24,17,354,3,90,314,18,8,344,34,3,1,3
BG_BGZZBA,Bosnia and Herzegovina,20,36,0,3,1,0,0,1,0,0,0,1,0,0,2,0,16,0,0,0,0,0,0,1,6,0,2,1,1,0,0,1,0,0,0
BG_BGZZDE,Germany,2644,21502,379,540,1758,66,262,58,10,20,321,212,65,5,4060,1643,5471,24,77,29,15,68,125,61,1899,14,421,2527,112,100,952,157,20,8,32
BG_BGZZGE,Georgia,22,31,0,0,2,0,2,1,0,0,0,1,0,0,2,0,15,0,2,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0
BG_BGZZGR,Greece,879,4708,117,145,257,15,118,10,10,3,77,58,11,0,657,145,1617,15,14,11,3,21,32,21,759,5,157,291,16,14,46,50,5,1,6
BG_BGZZDK,Denmark,146,1235,18,31,120,6,13,1,0,1,12,12,1,0,166,45,461,0,5,2,1,4,8,10,84,0,26,132,6,12,42,16,0,0,0
BG_BGZZEG,Egypt,3,45,2,3,1,0,1,0,0,0,0,0,0,1,12,0,14,0,1,0,0,0,1,0,4,0,0,3,0,0,0,1,0,1,0
BG_BGZZIL,Israel,26,126,3,3,9,0,1,0,6,0,1,1,0,0,22,2,48,0,2,0,0,0,20,0,1,4,0,0,0,0,0,1,0,0,2
BG_BGZZJO,Jordan,9,37,0,1,1,0,3,0,0,0,0,0,0,0,14,0,4,0,0,0,2,0,1,0,6,0,3,0,0,0,2,0,0,0,0
BG_BGZZIE,Ireland,210,670,9,22,72,1,14,0,0,0,6,2,0,1,124,11,212,0,0,0,0,3,1,2,47,0,13,116,3,7,1,1,1,1,0
BG_BGZZIS,Iceland,33,82,0,3,14,0,0,0,0,0,1,0,0,0,22,4,22,0,0,0,0,0,0,0,5,0,0,8,0,0,2,1,0,0,0
BG_BGZZES,Spain,1726,10273,215,195,1125,14,73,62,11,3,98,89,15,5,2500,629,1433,22,30,7,3,30,46,36,1163,5,234,1653,37,71,377,49,9,8,22
BG_BGZZIT,Italy,854,2909,62,80,259,7,30,15,3,2,36,23,7,1,749,170,598,4,7,2,1,13,22,12,353,5,92,268,16,13,21,18,5,2,8
BG_BGZZCA,Canada,359,2622,41,30,173,2,23,9,1,0,8,10,3,0,872,34,745,2,7,2,1,5,3,8,190,1,47,351,8,27,2,13,3,1,0
BG_BGZZQA,Qatar,6,53,2,3,4,0,1,0,0,0,1,0,1,0,7,0,23,0,0,0,0,0,0,0,5,0,2,1,0,1,0,2,0,0,0
BG_BGZZCY,Cyprus,163,1637,117,37,122,6,17,3,3,2,13,16,5,0,408,92,163,3,4,2,1,6,9,2,185,0,31,198,9,11,157,10,3,2,1
BG_BGZZCN,China,26,70,0,3,4,0,0,0,0,0,0,3,0,0,14,1,24,0,2,0,0,0,1,0,8,0,7,0,2,0,1,0,0,0,0
BG_BGZZXK,Kosovo,94,184,2,9,22,2,1,1,0,1,4,0,0,0,36,14,19,1,0,1,0,0,5,0,28,0,6,23,6,1,1,1,0,0,0
BG_BGZZKW,Kuwait,5,58,3,2,2,0,1,0,0,0,0,0,0,0,11,0,9,0,0,0,0,3,0,0,14,0,2,5,1,2,1,2,0,0,0
BG_BGZZLB,Lebanon,4,40,0,2,3,0,1,0,0,0,0,2,0,0,11,0,6,0,0,0,0,0,0,0,6,0,1,6,1,0,0,0,1,0,0
BG_BGZZLU,Luxembourg,111,641,5,14,21,1,25,0,0,0,2,13,2,0,65,5,365,0,4,0,1,4,3,5,67,1,18,23,0,3,0,3,0,0,0
BG_BGZZMT,Malta,47,369,4,11,52,1,6,1,0,0,4,10,0,0,88,9,72,1,0,0,0,0,3,3,50,1,6,39,3,2,0,1,0,0,2
BG_BGZZMA,Morocco,4,32,0,1,0,0,3,0,0,0,0,0,0,0,3,1,9,0,1,0,0,0,0,0,8,0,2,2,1,0,0,0,0,1,0
BG_BGZZMD,Moldova,11,587,84,7,7,2,5,1,5,1,180,2,4,0,149,1,27,1,1,14,2,1,1,2,31,0,25,14,5,0,4,3,5,1,2
BG_BGZZNL,Netherlands,833,4836,87,206,317,22,84,18,7,1,97,26,11,0,488,391,1910,6,9,0,9,11,20,18,345,2,66,352,24,12,212,78,3,0,2
BG_BGZZNZ,New Zealand,9,103,0,4,8,0,3,0,0,0,0,2,1,0,24,3,20,0,0,2,0,1,0,2,12,0,8,12,0,0,0,1,0,0,0
BG_BGZZNO,Norway,175,823,12,27,99,1,15,6,0,0,11,9,0,0,156,39,209,1,1,1,1,3,2,5,81,0,8,119,1,3,3,9,1,0,0
BG_BGZZAE,United Arab Emirates,27,308,4,7,14,1,6,1,0,0,11,3,2,0,55,5,112,1,1,0,2,0,1,1,42,0,5,30,1,1,2,0,0,0,0
BG_BGZZGB,United Kingdom,2432,20581,329,671,2443,59,176,73,13,18,326,133,40,16,4291,1084,4697,30,50,15,22,62,82,93,1658,7,404,3172,69,98,232,116,49,11,26
BG_BGZZPL,Poland,60,270,4,9,25,0,9,1,0,0,2,2,0,0,32,2,119,0,1,1,0,1,1,4,30,1,8,9,0,0,1,8,0,0,0
BG_BGZZPT,Portugal,49,317,5,11,34,1,6,0,0,1,2,4,1,0,69,11,103,0,0,0,0,2,1,1,28,1,4,21,3,0,6,2,0,0,0
BG_BGZZKR,South Korea,8,34,0,1,1,0,1,0,0,0,0,0,0,0,4,0,14,0,1,0,0,0,1,0,7,0,0,2,0,0,0,2,0,0,0
BG_BGZZMK,North Macedonia,120,340,40,5,19,0,6,1,0,1,0,5,0,0,45,3,59,0,0,7,0,0,1,0,77,0,4,5,33,2,24,2,0,0,1
BG_BGZZZA,South Africa,92,306,1,5,15,0,2,0,0,0,1,0,0,0,130,1,45,0,1,0,0,2,0,0,33,0,5,61,0,0,3,1,0,0,0
BG_BGZZRO,Romania,66,222,1,17,11,1,9,0,0,0,11,5,0,0,24,3,73,0,1,0,0,2,1,2,40,0,11,7,1,0,1,1,0,0,0
BG_BGZZRU,Russia,64,262,11,9,12,0,2,3,0,0,2,4,1,1,148,1,22,0,0,0,0,4,1,0,12,0,9,12,0,1,0,1,0,0,6
BG_BGZZSA,Saudi Arabia,3,24,1,4,0,0,0,0,0,0,0,1,0,0,4,0,8,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
BG_BGZZUS,United States,1378,7470,91,139,547,15,107,19,0,4,39,29,15,1,1527,114,2745,7,10,2,10,14,20,29,687,3,146,1017,31,24,16,42,10,4,4
BG_BGZZSG,Singapore,24,56,0,0,0,0,1,0,1,0,0,2,0,0,2,0,37,0,0,0,0,0,1,0,6,0,1,4,0,0,0,1,0,0,0
BG_BGZZSK,Slovakia,31,172,3,2,3,0,10,2,0,1,3,1,0,0,32,3,67,0,0,1,0,0,1,1,12,1,14,12,2,0,0,1,0,0,0
BG_BGZZSI,Slovenia,21,91,2,3,4,2,2,1,0,0,1,0,0,0,21,3,27,1,0,0,0,1,1,0,6,0,5,10,1,0,0,0,0,0,0
BG_BGZZRS,Serbia,106,742,38,26,23,3,9,6,0,4,10,7,7,0,73,7,233,1,3,0,1,32,2,3,208,0,8,15,11,1,9,4,0,0,0
BG_BGZZTN,Tunisia,5,22,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,5,0,3,1,0,0,0,0,0,0,0
BG_BGZZTR,Turkey,23173,46582,1721,78,252,30,38,27,40,19,103,54,26,40,114,46,531,30,46,22,126,27,28,25,814,49,247,57,72,103,41995,83,22,36,8
BG_BGZZHU,Hungary,23,238,3,7,15,1,3,1,0,0,2,4,2,0,29,11,97,0,1,0,0,0,2,2,27,0,10,10,3,3,2,2,0,0,1
BG_BGZZFI,Finland,60,329,5,11,16,0,7,1,0,0,7,3,2,1,59,19,96,0,0,0,0,0,2,1,31,0,3,51,2,0,5,7,0,0,0
BG_BGZZFR,France,372,2922,40,64,191,6,60,12,2,1,18,36,3,0,510,136,1027,1,12,3,3,16,19,7,274,7,80,269,18,6,59,37,4,0,1
BG_BGZZHR,Croatia,31,96,1,4,4,0,2,0,0,0,1,1,0,0,4,5,51,0,1,0,0,0,3,0,9,0,2,6,0,0,0,2,0,0,0
BG_BGZZME,Montenegro,10,19,0,2,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
BG_BGZZCZ,Czech Republic,186,816,15,20,54,0,14,3,1,0,6,8,1,0,228,23,248,0,2,0,0,3,5,2,45,1,19,101,5,3,4,2,0,0,3
BG_BGZZCH,Switzerland,237,1863,20,41,107,8,29,6,2,3,25,14,13,0,327,66,769,2,5,1,0,4,3,4,151,0,37,177,4,8,5,29,2,1,0
BG_BGZZSE,Sweden,93,567,3,2,29,3,6,2,0,1,5,3,2,0,108,21,200,0,0,0,0,2,3,5,50,0,13,67,2,4,29,6,0,0,1
BG_BGZZJP,Japan,41,88,0,6,1,2,2,0,0,1,0,0,0,0,13,0,41,0,1,0,0,1,1,0,9,0,2,2,0,0,4,1,0,1,0
