gisco_id,name,registered,turnout,invalid,blank,"ПП ""Нова Алтернатива""","ПП ""Демократическа Партия""","ПП ""Национален Фронт за Спасение на България""","КП ""Коалиция за България""","КП ""Център - Свобода и Достойнство""","ПП ""Национал-Демократична Партия""","КП ""Гражданска Листа - Модерна България""","КП ""Съюз на Демократичните Сили""","ПП ""Либерален Алианс""","ПП ""Християн-Социален Съюз""","ПП ""Атака""","ПП ""ГЕРБ""","ПП ""Ред, Законност и Справедливост""","ПП ""ВМРО - Българско Национално Движение""","ПП ""Демократична Гражданска Инициатива""","ПП ""Християндемократическа Партия на България""","ПП ""Средна Европейска Класа""","ПП ""Национално Патриотично Обединение""","ПП ""Лидер""","ПП ""Зелените""","КП ""Демократи за Силна България и Български Демократически Форум (ДСБ, БДФ)""","ПП ""Социалдемократическа Партия""","ПП ""Другата България""","ПП ""Българската Левица""","ПП ""Кауза България""","ПП ""Движение България на Гражданите""","ПП ""Демократична Алтернатива за Национално Обединение""","КП ""Българска Пролет""","КП ""Горда България""","ПП ""Глас Народен""","ПП ""Български Земеделски Народен Съюз""","ПП ""Движение за Права и Свободи""","ПП ""Национално Движение Единство""","ПП ""Партия на Българските Жени""","ПП ""Единна Народна Партия""","ПП ""Съюз на Комунистите в България""",Инициативен Комитет Жоро Петров НиЧев
BG_47593,Медковец,3490,2066,65,0,3,4,60,1105,9,1,1,13,3,1,110,464,25,31,3,2,0,0,34,3,23,0,1,2,3,29,0,1,22,23,2,14,0,4,1,4,0
BG_48996,Момчилград,26498,8669,380,0,17,0,45,453,361,2,7,22,4,0,66,1004,34,6,0,0,0,3,135,12,12,0,3,2,3,46,4,0,9,7,7,5944,0,18,37,26,0
BG_65139,Садово,12115,6011,191,0,42,10,237,2667,66,2,15,80,6,2,324,1744,65,36,14,2,1,1,35,8,46,0,6,11,1,77,18,4,8,31,10,223,0,5,6,17,0
BG_44402,Баните,4607,2397,76,0,0,2,65,1027,29,1,6,16,3,1,53,417,59,6,2,5,1,5,49,5,60,0,1,4,1,98,0,0,15,1,5,378,1,0,5,0,0
BG_48619,Царево,8044,5407,115,0,9,5,586,1689,12,3,5,85,4,3,137,2265,51,35,20,2,3,7,11,12,119,2,5,3,1,110,2,3,9,50,9,13,0,8,0,14,0
BG_10450,Велинград,32049,16835,386,0,15,0,387,4097,172,14,29,92,16,10,1027,4840,140,147,19,10,6,5,37,46,213,3,9,17,4,269,7,10,43,80,18,4592,9,19,14,33,0
BG_66425,Силистра,52705,26650,566,0,65,0,1346,8499,368,26,107,138,80,14,1989,8092,617,398,89,38,10,29,212,92,467,0,0,51,15,886,58,32,69,236,0,1969,31,33,28,0,0
BG_06361,Брезово,6108,3693,83,0,6,5,114,1824,93,4,11,61,10,2,195,874,49,13,5,3,2,1,58,5,20,0,0,7,1,79,0,3,3,15,13,112,0,6,6,10,0
BG_04501,Бобов дол,8157,4765,105,0,8,3,63,1096,31,10,15,23,9,0,392,931,55,18,16,4,2,3,1801,12,29,3,0,7,5,49,0,7,5,12,3,46,0,0,2,0,0
BG_06286,Брезник,6002,3392,75,0,38,6,88,1373,40,4,7,32,1,3,288,828,39,58,13,11,1,1,135,5,67,2,0,10,4,171,3,6,8,13,17,31,3,5,2,4,0
BG_67444,Сливо поле,10858,5337,174,0,15,5,139,1143,176,5,11,19,4,0,182,1296,62,56,6,10,3,1,46,12,29,0,0,11,2,81,1,4,8,17,9,1788,5,5,12,0,0
BG_03504,Белица,8094,5582,162,0,1,2,45,615,117,2,10,11,0,0,59,859,28,24,3,0,0,0,102,1,21,1,1,6,1,42,0,1,144,6,6,3287,7,4,14,0,0
BG_41112,Кюстендил,66110,31356,745,0,89,22,492,10854,136,43,164,509,33,0,3189,9305,497,438,166,21,38,19,1613,142,660,13,0,36,21,986,289,26,112,326,86,226,0,0,60,0,0
BG_04532,Бобошево,2605,1485,52,0,2,1,48,437,3,0,6,7,2,0,174,337,19,24,4,3,0,2,187,2,13,1,0,4,2,50,50,12,7,6,2,28,0,0,0,0,0
BG_22215,Долна Митрополия,18028,9187,384,0,34,10,446,3123,47,10,17,63,10,0,548,2274,100,254,26,6,7,6,133,7,59,0,5,46,2,187,0,7,47,50,114,977,5,9,8,21,145
BG_61577,Радомир,17932,9353,215,0,93,8,372,3052,31,5,46,94,3,8,873,2952,160,111,56,9,6,4,404,28,183,10,0,24,2,233,13,9,32,93,105,71,4,17,2,25,0
BG_14516,Хитрино,9272,4519,145,0,5,0,43,326,239,1,3,8,2,1,37,320,8,3,1,5,0,0,1,4,30,0,0,3,0,14,5,2,0,2,3,3275,7,5,12,9,0
BG_81236,Черноочене,11993,5664,173,0,1,0,14,184,251,2,4,12,0,1,16,431,9,1,0,0,0,0,1,0,3,0,0,2,0,3,3,0,0,2,4,4499,0,13,31,4,0
BG_73198,Троян,29738,15484,316,0,43,14,881,4040,378,15,80,207,98,8,1160,5088,379,442,68,4,27,4,141,72,329,0,0,26,10,446,20,18,33,142,43,899,1,0,10,42,0
BG_68789,Дупница,44366,21846,534,0,350,18,216,6602,78,18,69,142,21,0,2696,6479,226,412,108,25,11,11,1957,87,333,14,0,37,9,599,221,90,253,143,22,51,0,0,14,0,0
BG_18366,Гърмен,12967,6851,177,0,9,2,50,629,247,3,7,11,7,1,140,1477,192,73,3,1,1,13,142,11,48,0,1,1,2,50,0,4,95,19,9,3396,12,7,11,0,0
BG_68727,Стамболово,9899,3570,143,0,6,1,58,371,194,0,5,12,2,0,55,267,18,3,1,2,0,1,2,2,10,0,1,3,2,21,7,1,9,0,10,2332,17,3,7,4,0
BG_61710,Разград,53565,23072,595,0,44,0,834,5773,457,15,54,97,21,21,1435,5954,387,216,34,0,17,0,87,55,873,0,10,32,23,646,126,20,27,132,25,4958,8,28,30,38,0
BG_02508,Балчик,18556,9025,258,0,29,17,508,2120,435,27,32,150,40,0,700,2440,168,196,40,12,2,3,44,0,107,0,3,17,3,343,4,15,37,40,17,1187,0,20,11,0,0
BG_03928,Берковица,17525,9179,262,0,24,9,314,3015,21,9,94,68,14,8,1118,2441,104,136,47,35,0,5,420,33,121,0,2,16,21,351,7,12,19,47,15,333,5,18,14,21,0
BG_20184,Две могили,8826,4533,114,0,6,5,260,1156,154,1,13,103,11,0,276,787,84,85,7,9,2,5,56,9,41,0,3,9,1,122,1,6,17,10,10,1138,9,13,10,0,0
BG_12259,Враца,72228,35263,760,0,332,46,1381,11063,311,34,131,391,83,12,3456,9345,477,1524,174,57,13,25,940,163,788,35,25,71,22,1234,9,44,357,402,75,1198,7,91,50,137,0
BG_17395,Гоце Делчев,28621,15854,382,0,56,11,193,3091,324,9,43,184,19,6,1313,4969,261,142,42,13,36,4,267,18,391,6,7,9,4,256,9,5,40,64,14,3615,10,18,23,0,0
BG_70175,Суворово,6255,3572,103,0,6,0,162,811,174,4,6,23,21,0,240,1139,30,100,12,0,2,3,4,4,23,0,1,2,0,85,0,3,3,10,7,560,0,4,4,17,9
BG_02676,Банско,11394,7099,210,0,20,8,219,1787,19,5,31,75,10,8,425,2602,134,259,21,6,6,4,410,21,162,6,2,10,3,175,7,8,68,44,4,311,0,10,9,0,0
BG_61813,Разлог,18586,11334,344,0,25,13,553,3117,64,26,51,129,23,9,578,3978,813,203,49,18,35,7,217,33,449,10,6,16,3,322,7,7,33,79,19,62,4,25,7,0,0
BG_51500,Несебър,19204,10529,196,0,36,7,1516,3154,30,11,55,127,16,4,493,3341,148,311,49,8,27,5,21,60,169,13,7,26,6,281,4,18,29,116,44,146,0,20,16,19,0
BG_55302,Панагюрище,22991,11981,246,0,49,0,397,4102,44,16,30,140,18,4,1190,4351,192,115,43,32,7,5,88,68,129,13,16,19,12,291,7,13,23,107,38,84,2,18,15,57,0
BG_36498,Карлово,47588,24716,636,0,568,40,1264,8517,212,14,76,1166,66,14,1916,6329,326,226,103,18,10,7,246,83,281,0,17,53,23,538,4,23,38,150,47,1525,8,80,39,53,0
BG_39116,Кочериново,3799,1994,70,0,7,1,70,757,12,5,6,14,5,0,115,578,27,45,2,2,1,1,92,11,40,2,0,3,0,89,2,2,3,4,2,24,0,0,2,0,0
BG_23025,Доспат,8184,4718,106,0,4,5,30,831,386,1,5,16,4,2,30,1089,71,4,7,1,2,2,78,4,292,0,0,4,2,130,1,2,45,6,2,1548,2,0,6,0,0
BG_63427,Русе,156088,78764,1626,0,338,86,3370,19138,427,61,461,864,181,0,7880,25385,1452,3166,345,76,121,50,584,665,2652,0,50,219,38,4316,56,103,314,1073,150,3253,23,157,84,0,0
BG_56126,Петрич,53208,21499,513,0,75,28,551,4503,78,17,95,1078,33,8,2360,7492,726,304,75,14,18,14,969,55,456,19,18,43,10,510,19,108,654,370,69,136,28,29,24,0,0
BG_55052,Павликени,22386,11810,347,0,26,10,563,4325,63,6,27,130,33,25,763,2662,260,251,22,9,4,1,94,31,81,0,4,22,5,248,8,25,68,79,24,1518,14,25,12,25,0
BG_02837,Батак,5654,3506,61,0,26,0,127,638,22,2,20,30,17,3,154,664,75,20,10,2,2,1,29,9,62,1,0,33,2,66,1,0,7,6,6,1397,3,3,5,2,0
BG_05611,Борово,5773,3090,109,0,7,7,203,863,13,3,6,23,1,0,132,839,77,40,11,2,2,0,4,4,22,0,0,2,3,76,2,4,11,9,4,598,4,3,6,0,0
BG_65869,Своге,18755,10142,268,0,32,10,389,2895,101,14,26,151,9,5,896,3198,159,97,33,4,7,6,322,25,490,19,6,13,2,188,14,5,18,109,17,555,6,26,11,19,0
BG_87014,Ябланица,4595,2906,125,0,6,4,103,825,23,3,4,67,14,1,186,593,66,81,28,1,2,1,50,7,36,0,0,66,1,31,5,1,66,3,3,486,2,0,7,9,0
BG_39846,Криводол,8430,5273,195,0,30,6,174,1649,50,2,9,17,2,1,256,857,32,85,5,27,7,1,34,6,35,3,0,8,1,60,1,4,79,19,10,1575,2,7,15,9,0
BG_40909,Кърджали,89066,33353,1641,0,32,0,769,5391,1046,22,54,202,21,7,1054,6578,281,154,0,0,0,10,164,84,312,0,7,18,26,419,53,0,144,121,57,14515,0,31,92,48,0
BG_15031,Главиница,11462,6298,219,0,5,0,168,707,1581,5,31,13,2,0,74,682,35,13,0,2,0,1,18,4,22,0,0,4,0,40,2,4,2,8,0,2615,9,6,26,0,0
BG_53576,Опан,2491,1686,41,0,3,1,83,895,8,1,2,15,2,0,55,380,31,9,1,0,0,0,83,2,12,0,0,2,0,5,3,2,27,5,3,13,0,0,0,2,0
BG_27190,Елена,8812,4548,120,0,9,7,146,1462,72,4,41,27,5,0,274,1215,73,109,7,6,2,0,138,15,99,0,2,19,4,136,2,4,36,25,12,443,3,12,6,13,0
BG_56722,Плевен,126653,65507,1320,0,485,77,2319,18431,393,44,195,676,100,0,6615,19426,943,2014,517,68,108,56,1468,309,1543,0,26,368,37,3182,132,58,266,1030,343,2446,25,120,48,100,219
BG_35523,Калояново,10005,5380,143,0,25,4,196,1539,15,2,9,546,17,1,344,1714,101,25,12,1,0,1,58,5,43,0,3,5,4,211,0,2,3,19,8,301,2,4,1,16,0
BG_20465,Девин,12040,6085,156,0,12,4,188,2183,100,3,28,35,6,3,112,1235,240,37,17,8,6,6,45,12,44,0,2,14,4,123,2,11,126,20,12,1276,5,0,10,0,0
BG_44327,Луковит,15658,7260,259,0,15,8,259,2307,100,6,24,87,17,5,464,1930,202,142,18,7,15,1,316,142,76,0,0,14,1,201,5,6,41,14,11,525,3,0,8,31,0
BG_38978,Костинброд,13977,8353,135,0,27,10,285,2369,38,11,25,100,8,2,642,3315,104,135,25,10,6,4,63,135,166,8,3,9,11,278,2,8,12,90,19,243,2,14,7,24,0
BG_48489,Монтана,51120,27201,621,0,120,31,699,7989,100,22,108,373,47,13,4035,5048,508,1135,93,131,0,33,1941,88,551,0,11,84,32,1762,21,41,141,367,110,667,13,60,134,72,0
BG_PDV26,Родопи,28324,14367,349,0,47,9,617,3430,153,8,45,319,49,3,1151,5536,198,142,26,9,7,10,292,34,201,0,9,30,12,385,10,9,19,167,33,963,5,28,27,35,0
BG_35064,Каварна,13701,6687,192,0,25,14,656,1792,107,1,30,88,42,0,430,1751,342,105,21,10,3,3,7,0,269,0,8,18,1,211,6,15,24,57,29,406,0,17,7,0,0
BG_03366,Белене,9314,5390,115,0,113,6,277,2956,28,1,15,108,2,0,511,663,60,79,34,7,4,15,12,11,69,0,3,16,1,65,3,4,16,33,8,113,0,15,7,5,15
BG_05236,Бойчиновци,7728,4563,148,0,8,6,130,1321,17,0,6,54,3,3,261,1020,155,190,6,20,0,11,628,8,24,0,1,10,1,99,3,7,14,8,10,354,2,11,4,20,0
BG_61460,Раднево,17831,10073,228,0,19,14,570,3770,32,10,105,98,25,6,955,2270,219,117,16,9,7,7,203,28,143,0,2,16,2,340,4,11,95,78,36,553,2,27,30,26,0
BG_17974,Средец,12371,6398,172,0,18,9,827,1959,31,5,16,68,5,13,306,1897,117,84,23,9,112,6,163,17,43,7,2,13,4,153,1,8,10,13,14,209,0,5,36,23,0
BG_81390,Чипровци,3587,2225,82,0,4,1,109,549,12,2,7,21,1,1,276,579,36,82,7,12,0,2,206,2,23,0,1,2,3,74,1,0,27,7,6,81,0,3,3,3,0
BG_32874,Исперих,25473,12612,408,0,9,0,295,1380,741,12,21,21,18,5,227,1538,108,34,14,0,1,0,48,19,57,0,4,9,2,94,15,1,6,39,12,7395,23,11,29,16,0
BG_73403,Трявна,11338,5750,74,0,13,28,392,1554,19,5,18,76,14,1,583,1799,123,128,25,3,43,3,72,82,107,0,4,12,7,302,0,4,18,43,11,153,0,16,4,14,0
BG_44478,Лъки,2745,1273,29,0,8,1,61,561,21,0,2,7,0,1,50,286,24,9,2,2,1,1,21,1,10,0,0,7,0,39,0,0,8,5,1,109,0,0,3,3,0
BG_44570,Любимец,8617,5109,127,0,12,6,333,1522,14,5,17,39,2,2,239,2224,67,63,11,3,2,3,110,24,30,0,3,5,3,71,1,6,12,28,7,82,0,9,7,20,0
BG_40422,Кубрат,19716,8903,293,0,5,0,199,1226,708,12,21,29,77,6,164,1169,113,24,44,0,4,0,23,16,94,0,3,17,7,193,6,6,1,12,8,4356,15,8,26,18,0
BG_77270,Хисаря,11887,6070,175,0,24,6,319,2155,23,4,15,93,39,7,437,2017,112,62,40,11,2,3,36,23,61,0,2,17,1,122,6,17,11,53,6,128,2,16,6,19,0
BG_10865,Ветрино,5031,2823,103,0,1,0,182,843,114,2,4,11,15,0,138,681,29,9,6,3,1,6,5,5,15,0,2,3,1,59,0,2,8,4,1,549,3,0,6,8,4
BG_03616,Белоградчик,6196,2985,81,0,19,0,96,1185,62,6,29,70,9,0,251,622,117,44,18,0,11,1,76,7,56,0,4,4,2,111,0,7,36,12,0,32,0,0,4,13,0
BG_62075,Раковски,23437,9306,245,0,20,13,297,2576,103,3,36,96,4,13,660,3813,222,182,27,10,5,4,115,35,79,0,4,14,5,199,8,6,16,61,14,321,6,49,11,34,0
BG_83510,Шумен,91925,45380,1114,0,403,0,1693,11595,652,47,145,490,96,46,3961,14591,622,635,174,46,0,31,45,190,835,0,43,50,56,2042,42,47,203,516,68,4624,37,102,35,104,0
BG_53535,Омуртаг,24644,12957,388,0,7,0,158,1010,2635,5,41,25,20,6,153,895,39,17,4,0,1,0,71,1,35,0,1,32,2,105,2,2,43,11,6,7165,0,22,36,19,0
BG_63255,Ружинци,3781,2093,82,0,2,0,55,1092,47,3,12,22,3,2,99,476,32,9,0,2,5,0,17,2,9,0,0,2,0,83,0,4,18,1,0,11,0,0,2,1,0
BG_32024,Ивайловград,6905,3909,134,0,2,6,225,1255,17,4,8,35,4,1,159,1459,39,41,10,3,0,1,3,4,35,0,1,3,0,41,2,3,3,6,10,376,2,3,3,11,0
BG_03719,Белослав,9303,4695,102,0,22,5,537,1116,106,8,29,57,36,0,345,1315,72,46,30,9,3,6,113,12,52,0,5,15,2,233,8,4,15,39,10,278,4,5,5,6,45
BG_78361,Ценово,5481,2850,85,0,6,5,283,1071,25,2,7,33,8,0,135,624,91,59,8,0,4,2,48,6,47,0,3,6,1,93,2,4,11,9,6,157,1,6,2,0,0
BG_PDV17,Марица,25727,13529,298,0,113,7,467,3731,113,13,50,673,30,10,928,4576,218,164,34,10,3,2,174,33,139,0,6,12,2,267,2,11,24,74,26,1220,13,22,25,39,0
BG_48324,Мирково,2103,1108,51,0,11,0,63,407,3,0,4,10,0,0,90,285,20,10,2,0,1,0,23,5,55,1,1,4,1,10,2,1,1,8,1,30,0,4,1,3,0
BG_30778,Земен,2403,1529,25,0,31,6,79,563,16,3,8,102,3,0,83,396,27,8,1,2,0,1,40,4,58,0,0,3,1,32,0,0,1,9,9,13,0,3,0,2,0
BG_23409,Драгоман,4609,2956,83,0,10,1,121,929,7,2,4,35,56,1,129,931,69,32,14,1,1,1,260,7,44,2,0,3,2,108,7,1,8,17,2,51,2,1,0,14,0
BG_70247,Сунгурларе,11043,5765,214,0,4,6,399,1307,295,5,16,33,3,8,153,1033,39,27,6,7,37,0,11,2,28,1,1,11,0,41,4,5,17,9,5,2008,0,8,14,8,0
BG_67338,Сливен,114333,53557,1492,0,959,0,1946,16067,289,59,184,613,89,52,4634,17332,959,1550,358,112,148,73,513,209,1135,0,41,73,21,1258,32,0,225,568,229,1868,22,98,157,192,0
BG_63224,Руен,26696,16025,505,0,10,5,154,718,2432,4,21,20,7,2,36,604,21,22,4,9,3,5,44,3,32,2,2,5,2,41,4,3,3,11,11,11196,0,21,48,15,0
BG_77181,Харманли,23181,11274,264,0,36,18,777,3582,129,11,45,100,19,10,723,3013,404,133,37,13,6,6,257,25,107,0,4,14,1,204,3,12,69,79,31,1074,9,17,18,24,0
BG_07603,Бяла,13091,6167,151,0,38,19,439,1776,29,2,22,73,16,0,432,1642,140,139,17,6,4,3,23,12,99,0,2,26,0,631,3,7,23,41,10,320,1,12,9,0,0
BG_69835,Стрелча,4556,2315,88,0,11,0,126,815,34,4,8,16,3,1,129,696,41,13,6,2,1,1,78,3,24,3,1,26,1,54,1,1,7,4,5,98,1,5,1,7,0
BG_46663,Малко Търново,3063,1846,70,0,6,9,230,645,15,2,2,29,2,1,30,504,34,30,3,2,2,1,114,8,6,3,0,1,0,33,0,2,4,10,7,29,0,3,2,7,0
BG_72165,Твърдица,12082,5452,438,0,30,0,165,1699,23,12,16,57,11,11,316,1443,120,146,18,2,5,3,227,6,70,0,1,10,1,48,3,0,12,29,4,476,4,7,6,33,0
BG_58503,Провадия,20522,9914,258,0,16,11,664,3224,228,9,30,63,72,0,719,2427,81,140,21,4,5,10,110,21,90,0,4,14,3,267,3,12,4,40,17,1260,11,13,23,25,15
BG_27303,Елин Пелин,18563,9815,230,0,111,16,358,2842,81,12,38,234,13,10,1065,3117,148,221,31,30,6,8,246,75,160,14,12,19,3,329,8,11,40,97,29,132,1,32,8,27,0
BG_55871,Перник,87457,48123,916,0,397,119,872,14463,170,23,244,447,61,37,5751,14430,608,667,292,50,25,48,3034,348,1923,28,0,115,26,1468,60,45,152,573,225,264,15,117,30,80,0
BG_65276,Самуил,8545,4135,137,0,1,0,14,188,110,2,2,14,0,0,18,307,41,7,6,0,2,0,15,0,54,0,1,1,1,6,7,1,0,2,2,3122,51,5,14,4,0
BG_65440,Сатовча,15182,7007,163,0,10,3,33,898,300,3,2,18,7,1,43,1736,291,2,4,1,1,0,70,5,83,3,0,6,1,110,2,4,196,5,3,2980,10,2,10,0,0
BG_80371,Чепеларе,6746,3500,80,0,14,5,207,1125,28,3,14,103,9,3,185,1100,90,69,17,2,0,2,35,17,45,0,3,2,9,89,1,5,22,20,13,132,0,0,51,0,0
BG_47714,Мездра,19537,10182,186,0,32,14,411,3913,44,5,34,81,45,6,1107,2498,152,225,38,3,5,4,110,41,147,26,4,21,5,365,1,38,123,100,14,316,0,25,16,27,0
BG_32901,Ихтиман,14793,8092,268,0,26,11,192,2084,34,5,39,72,10,7,812,2771,173,164,16,15,6,5,677,29,73,3,10,14,3,186,0,6,27,51,6,246,2,12,8,29,0
BG_21052,Димитровград,52618,25695,676,0,84,20,1285,7915,73,16,114,235,39,17,2462,7733,341,495,128,24,16,25,757,183,283,0,11,50,19,644,41,29,115,294,100,1246,13,63,100,49,0
BG_05815,Ботевград,29540,17083,377,0,71,16,849,4870,46,17,115,160,63,11,1698,5157,588,1100,51,12,7,9,285,89,339,12,12,83,6,472,28,44,48,142,39,161,7,45,18,40,0
BG_32095,Иваново,8666,4902,161,0,9,6,293,1540,35,8,24,24,7,0,310,1429,70,137,7,2,2,3,19,5,41,0,2,6,3,126,2,8,7,20,12,569,3,7,5,0,0
BG_SFO06,Божурище,6076,3498,75,0,28,1,123,988,10,3,9,43,2,2,251,1314,59,59,54,1,6,2,33,43,88,4,3,2,2,95,2,3,4,52,40,58,0,25,4,10,0
BG_12766,Върбица,10635,5478,316,0,0,0,49,561,380,2,10,10,1,3,40,713,10,2,0,6,0,3,0,1,22,0,0,2,0,21,2,0,5,2,3,3275,9,2,17,11,0
BG_24030,Дулово,28816,15618,590,0,6,0,240,1131,649,11,16,22,16,8,124,3878,40,24,18,5,0,1,60,11,15,0,0,7,3,88,10,5,12,19,0,8505,20,20,64,0,0
BG_27632,Етрополе,11219,6504,127,0,35,5,536,2600,17,12,17,68,20,4,407,1399,96,673,19,1,6,0,36,25,74,5,6,6,3,160,5,10,12,41,6,35,2,20,4,12,0
BG_05195,Бойница,1058,631,18,0,2,0,7,278,58,2,3,2,1,1,34,125,29,4,1,1,0,0,8,0,3,0,0,0,4,27,0,1,4,1,0,11,0,0,0,6,0
BG_05284,Болярово,3403,2391,85,0,7,0,151,1352,45,5,8,9,0,1,63,439,136,6,0,1,1,0,1,7,13,0,1,3,1,21,3,3,4,3,6,9,2,0,0,5,0
BG_63207,Рудозем,9124,5431,176,0,16,3,51,837,460,3,15,104,2,2,45,771,45,3,5,7,2,14,94,16,40,0,2,2,13,77,1,5,50,9,11,2535,3,0,12,0,0
BG_43369,Лесичово,4605,2432,73,0,5,0,64,965,72,3,3,31,8,2,213,612,44,7,4,0,1,0,20,4,33,3,1,4,2,55,3,0,11,9,5,159,2,5,3,6,0
BG_05462,Борино,3548,2268,62,0,2,2,8,364,117,0,4,4,0,0,17,380,5,1,1,0,1,13,21,1,17,0,0,2,1,16,2,0,16,2,1,1203,3,0,2,0,0
BG_46045,Мадан,11357,6018,164,0,13,5,88,1684,223,2,18,47,5,2,63,1195,48,9,13,11,2,15,171,34,25,0,9,9,5,145,3,6,55,43,9,1881,6,0,10,0,0
BG_57772,Пордим,5456,2960,76,0,6,1,163,1156,9,3,8,15,2,0,152,620,41,135,10,3,0,1,78,3,10,0,1,17,1,72,3,1,5,4,27,325,2,5,3,2,0
BG_46084,Маджарово,2433,1144,81,0,1,1,34,170,14,1,0,7,0,0,45,299,23,4,0,1,0,0,2,1,16,0,0,1,1,10,1,0,1,1,1,422,1,0,3,2,0
BG_27382,Елхово,14877,7698,216,0,69,0,433,2889,38,13,31,78,9,4,423,2538,392,88,0,7,9,5,29,12,101,0,1,6,4,173,5,7,23,15,17,47,1,0,4,11,0
BG_05548,Борован,4910,3047,113,0,4,0,129,891,21,3,3,9,3,4,137,549,17,14,3,1,2,0,96,5,14,1,5,7,1,48,2,2,67,2,4,863,7,6,6,8,0
BG_49494,Мъглиж,9435,4268,221,0,13,7,218,1182,315,2,13,29,9,0,239,922,119,45,7,3,2,1,72,4,29,0,3,4,0,83,4,6,11,9,11,656,7,10,6,6,0
BG_10642,Венец,8607,4285,189,0,2,0,10,152,95,4,4,7,2,2,19,195,5,3,2,3,0,1,3,0,2,0,0,2,0,32,6,2,0,0,3,3504,12,2,13,9,0
BG_77102,Хайредин,4614,2947,85,0,7,0,72,698,27,3,11,23,3,1,195,417,27,16,3,1,0,1,72,0,30,3,3,3,0,18,2,2,28,3,7,1168,1,1,3,13,0
BG_12543,Вълчедръм,8253,4665,189,0,9,4,83,1411,24,6,11,30,2,6,299,1588,61,76,5,36,0,1,162,4,35,0,2,4,4,83,1,1,63,7,12,389,3,3,5,46,0
BG_66264,Септември,22902,10124,286,0,153,0,194,2823,173,7,31,292,17,10,1354,2516,130,120,7,5,16,9,92,15,253,3,6,35,2,181,4,21,47,35,31,1203,8,11,13,21,0
BG_12574,Вълчи дол,9045,5168,151,0,6,6,343,1684,55,7,9,44,30,0,175,1347,54,38,9,4,3,8,13,7,53,0,4,4,2,132,3,6,1,12,10,904,3,8,7,14,12
BG_15309,Годеч,4693,2474,60,0,30,3,123,852,6,5,14,20,0,2,130,688,40,27,19,2,0,0,262,5,32,1,1,3,0,69,0,3,5,7,6,47,1,4,1,6,0
BG_36079,Каолиново,15265,6689,207,0,3,0,45,407,395,5,4,13,3,3,38,755,26,4,0,7,0,6,3,1,59,0,1,4,2,23,5,2,3,1,0,4618,18,4,18,6,0
BG_17645,Грамада,1758,1046,35,0,0,0,37,393,162,1,4,16,4,0,50,153,21,7,0,2,0,0,78,3,14,0,0,0,0,30,1,3,1,3,0,26,0,0,0,2,0
BG_07079,Бургас,186536,103494,1905,0,497,87,9528,23010,540,52,505,2492,102,42,4474,42600,1285,1764,641,90,482,76,2424,676,2306,54,49,140,65,3152,53,82,273,1439,187,1961,0,195,104,162,0
BG_06183,Братя Даскалови,6677,3852,102,0,12,2,160,1664,32,8,14,29,11,0,250,822,52,29,1,1,0,3,82,1,22,0,0,3,1,53,1,2,8,8,11,450,3,4,7,4,0
BG_06207,Брацигово,8415,4546,140,0,5,0,255,1529,45,7,16,68,7,3,406,1361,180,29,6,5,2,2,27,7,64,2,5,7,1,82,0,4,23,31,17,188,1,10,1,10,0
BG_66460,Симитли,12993,6941,226,0,20,7,117,1920,153,4,13,42,18,2,450,1890,371,31,10,5,4,0,1207,11,109,7,9,3,5,74,0,13,10,74,15,97,3,10,11,0,0
BG_37376,Кнежа,12620,5853,234,0,9,7,311,1494,32,3,7,83,25,0,597,1222,58,99,18,5,2,3,203,13,63,0,4,41,2,223,1,9,14,30,78,886,7,16,23,20,11
BG_18099,Гулянци,11793,5842,168,0,11,7,365,2002,50,3,23,53,5,0,459,1214,59,336,43,4,7,2,100,7,54,0,0,10,2,72,5,9,24,35,78,362,1,6,3,10,253
BG_80501,Червен бряг,27269,13755,393,0,23,11,643,4632,81,9,33,174,23,0,1135,3802,350,238,35,13,25,9,130,28,192,0,7,27,4,450,27,6,29,69,28,992,11,21,12,30,63
BG_30065,Завет,11126,5363,152,0,0,0,52,276,621,2,7,11,11,1,53,379,56,33,3,0,0,0,25,3,50,0,1,4,2,26,7,2,2,8,2,3547,8,1,15,3,0
BG_06570,Брусарци,4494,2559,85,0,10,7,59,1014,12,3,10,22,4,2,180,726,29,69,7,9,0,2,34,1,6,0,0,10,1,69,1,5,31,2,6,125,0,4,4,10,0
BG_59080,Първомай,24511,11689,271,0,63,13,665,3728,43,9,39,122,29,9,954,3509,255,85,45,12,7,2,121,33,212,0,7,9,4,212,4,7,20,77,20,1015,10,27,21,30,0
BG_35167,Казанлък,69442,35784,590,0,528,29,1909,10129,219,33,116,334,74,15,2378,11505,602,700,104,18,19,25,773,224,531,0,12,42,13,878,76,21,122,327,72,3145,14,78,85,44,0
BG_21912,Долни чифлик,16010,7491,178,0,5,4,498,1949,33,7,13,31,21,0,397,2170,38,30,13,6,7,11,38,5,53,0,2,7,3,103,6,5,6,36,21,1689,12,9,23,19,43
BG_73273,Трън,3628,2467,84,0,10,3,61,724,14,3,7,13,1,2,111,1146,26,40,4,1,1,2,40,5,23,0,0,5,1,48,4,2,3,2,8,55,1,5,1,11,0
BG_37798,Козлодуй,17419,9408,210,0,18,7,250,2795,160,3,28,75,22,10,972,2321,94,150,40,9,8,2,1453,26,104,7,5,14,3,92,5,9,49,88,8,308,1,32,7,23,0
