gisco_id,name,registered,turnout,invalid,blank,ФСБСБ,ДНБ,КзБ,Гранит,КнЕ,НДСВ,КДБ,ДСБ,НКДЖБ,Евророма,КнР,БНС,НВ,Атака,ФАГО,ОППБ,ДПС,БХК,ОДС,НЗПНП,ПСД,РК,Петко Илиев Пенев,Радослав Николов Коев,Неделчо Михайлов Димов,Стефчо Иванов Събчев,Илия Замфиров Илиев - Независим,Любомир Христов Василев,Ивайло Манчев Петров,Жоро Петров Ничев,Георги Николаев Мумджиев,Веселина Минчева Бозукова,Асен Фиданов Чаушев,Илия Кирилов Велчев - Независим,Юлий Григоров Абаджиев - Независим
BG_PAZ0810450,Велинград,35640,19682,446,0,35,19,4084,46,16,2722,28,652,45,209,98,1229,324,1214,29,72,7701,38,660,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ1443369,Лесичово,4652,2872,160,0,1,9,1363,3,5,308,13,91,7,364,23,113,67,93,36,5,43,10,153,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ1955155,Пазарджик,104494,51597,1570,0,405,197,14955,72,55,11571,389,2860,130,1079,417,3005,1828,3945,221,150,2001,242,6406,38,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ2055302,Панагюрище,24567,12344,357,0,23,26,4852,23,11,2355,33,447,50,241,323,534,369,1254,13,54,24,53,1286,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ2156277,Пещера,18272,8946,355,0,12,20,2790,13,18,1689,16,313,24,43,59,460,124,914,9,50,922,65,1043,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ2462004,Ракитово,12081,5250,213,0,7,12,1410,8,1,849,11,143,26,141,32,241,72,246,7,14,1390,12,411,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ2966264,Септември,23186,11662,460,0,156,19,3940,9,15,1778,39,397,32,1010,145,626,252,442,5,33,904,53,1330,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PAZ3269835,Стрелча,4903,2576,90,0,37,8,1120,3,4,411,7,69,8,182,44,159,51,70,6,9,8,4,283,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PER0806286,Брезник,6731,4361,180,0,5,17,1871,13,8,1207,7,152,11,57,29,113,61,150,40,19,12,14,374,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
BG_PER1930778,Земен,3077,1939,70,0,2,3,836,8,1,235,4,57,5,6,7,152,26,69,36,11,0,10,395,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BG_PER2237513,Ковачевци,1557,1148,54,0,0,3,625,0,1,143,1,70,0,2,8,65,22,23,11,3,3,7,89,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0
BG_PER3255871,Перник,88692,44393,1001,0,70,125,14775,112,38,11191,75,2917,112,332,404,2029,1268,3206,631,146,135,239,5128,25,9,10,0,0,0,0,0,415,0,0,0,0,0,0,0
BG_PER3661577,Радомир,18940,9287,254,0,24,13,3583,28,8,2097,21,529,27,240,83,472,311,451,91,57,77,14,846,12,2,6,0,0,0,0,0,41,0,0,0,0,0,0,0
BG_PER5173273,Трън,4434,3151,99,0,10,12,1754,5,1,582,5,114,5,58,14,58,24,130,2,11,34,1,226,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
BG_PVN0303366,Белене,10330,6057,188,0,10,16,2422,12,7,1167,12,199,24,19,159,283,111,521,5,25,243,9,612,2,1,1,0,0,0,0,0,0,6,3,0,0,0,0,0
BG_PVN0818099,Гулянци,13566,7356,314,0,7,23,3181,8,4,1005,18,198,34,16,179,627,78,524,102,26,423,5,416,2,3,2,0,0,0,0,0,0,58,103,0,0,0,0,0
BG_PVN1022215,Долна Митрополия,20045,11542,467,0,11,38,4692,22,11,1886,30,245,28,128,173,665,208,748,215,43,1054,110,483,4,7,2,0,0,0,0,0,0,43,229,0,0,0,0,0
BG_PVN1122407,Долни Дъбник,12599,6722,333,0,7,14,2225,12,4,794,12,100,23,25,51,1131,86,388,29,23,935,23,477,1,3,2,0,0,0,0,0,0,14,10,0,0,0,0,0
BG_PVN1643236,Левски,21080,12183,452,0,16,25,4443,23,14,1754,25,767,24,44,122,566,198,1179,112,47,1447,60,764,10,1,1,0,0,0,0,0,0,80,9,0,0,0,0,0
BG_PVN2151723,Никопол,10745,6368,324,0,10,16,2751,7,3,843,12,114,12,11,77,290,62,344,72,21,1147,4,177,6,1,2,0,0,0,0,0,0,56,6,0,0,0,0,0
BG_PVN2355782,Искър,6990,3727,183,0,3,13,1818,7,3,555,7,47,5,44,17,237,26,251,20,9,299,5,153,1,1,1,0,0,0,0,0,0,21,1,0,0,0,0,0
BG_PVN2456722,Плевен,130990,67020,1274,0,108,111,20558,86,41,15234,71,3834,198,307,551,3087,1655,8218,365,200,2829,407,7449,31,24,12,0,0,0,0,0,0,224,146,0,0,0,0,0
BG_PVN2757772,Пордим,6092,4013,174,0,4,4,1591,7,1,461,3,71,8,40,39,760,39,358,19,5,255,9,151,4,2,1,0,0,0,0,0,0,5,2,0,0,0,0,0
BG_PVN3780501,Червен бряг,29129,14200,485,0,6,38,6036,28,10,2513,22,640,36,96,252,509,197,929,56,40,960,218,946,3,5,7,0,0,0,0,0,0,152,16,0,0,0,0,0
BG_PVN3937376,Кнежа,13122,6481,282,0,5,18,2782,12,2,639,14,255,24,125,43,454,89,705,22,18,646,21,292,1,4,0,0,0,0,0,0,0,26,2,0,0,0,0,0
BG_PDV2256784,Пловдив,295430,167394,3027,0,423,160,42434,333,105,42996,227,14105,351,137,1098,7678,4970,12946,674,479,11797,1427,21187,69,119,70,0,0,0,0,0,0,0,0,582,0,0,0,0
BG_PDV0100702,Асеновград,56328,34855,1008,0,40,39,8138,41,26,8719,58,1327,58,82,216,1258,638,2252,28,109,8013,281,2485,12,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV0706361,Брезово,6864,4724,150,0,8,21,2907,15,3,556,8,102,20,128,49,162,103,134,4,19,13,19,293,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1235523,Калояново,10390,6213,260,0,8,14,2274,15,7,813,6,251,11,104,18,240,89,220,5,23,174,33,1631,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1336498,Карлово,49422,26286,810,0,51,53,9181,42,139,4648,54,889,85,1057,558,1019,566,2578,97,109,1811,159,2339,15,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1544478,Лъки,2979,1413,57,0,0,7,496,1,2,274,7,31,5,9,13,104,27,79,7,15,176,8,72,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1787669,Марица,25418,11708,416,0,13,28,4365,15,17,2753,27,428,35,241,114,677,276,730,12,39,97,229,1175,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2359080,Първомай,25651,13864,536,0,18,38,5615,30,15,2359,45,423,35,93,51,618,264,1022,20,41,950,203,1459,7,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2562075,Раковски,22647,8644,347,0,10,24,3289,22,8,2090,26,222,34,125,54,343,223,798,11,39,228,117,618,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2687240,Родопи,27798,13703,448,0,24,24,4113,41,10,2929,28,770,34,91,46,841,231,1395,33,49,1134,113,1332,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2865139,Садово,12400,5758,194,0,6,15,2505,12,10,1462,5,211,21,141,12,227,78,335,7,14,119,33,341,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV3370528,Съединение,9270,5044,223,0,5,15,1984,14,12,951,13,206,9,74,19,492,86,322,8,11,44,57,486,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV3777270,Хисаря,12968,6754,335,0,18,16,2909,12,9,1079,9,215,17,138,46,475,204,482,30,28,68,53,590,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV3939921,Кричим,6961,3780,145,0,4,9,1068,6,5,634,12,113,8,22,16,158,76,285,11,9,952,43,199,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4055909,Перущица,4371,2436,130,0,3,3,805,4,3,346,3,112,3,128,15,68,35,162,2,10,111,121,368,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4151980,Стамболийски,18397,8615,309,0,13,20,2626,68,6,2128,19,463,25,90,37,384,214,617,17,46,283,87,1145,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4240467,Куклен,5660,3339,155,0,3,3,728,1,2,475,5,124,4,101,14,210,34,210,5,7,1024,7,224,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4368080,Сопот,8986,4839,104,0,8,5,1572,2,4,1282,23,140,15,64,59,198,190,693,19,12,134,7,303,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1130065,Завет,9987,6991,238,0,21,7,596,0,1,447,11,44,12,17,318,134,19,134,137,29,4645,4,170,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1432874,Исперих,21570,15443,523,0,122,63,2226,13,6,1114,20,129,21,71,281,213,131,877,381,51,8783,26,368,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1640422,Кубрат,18616,12769,561,0,32,51,2441,17,5,1325,27,159,21,46,112,311,140,426,312,59,6238,29,441,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1744166,Лозница,8393,6398,156,0,0,20,718,7,7,559,9,49,8,10,64,41,32,124,80,25,4251,8,225,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ2661710,Разград,48785,30869,827,0,32,39,8942,36,23,4965,42,954,65,244,405,1026,723,3254,1066,65,7128,87,923,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ2965276,Самуил,6430,5234,220,0,9,4,361,2,5,787,17,65,6,26,473,22,14,22,37,11,3083,7,58,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ3677308,Цар Калоян,6039,4253,179,0,4,4,691,0,10,352,6,30,3,3,195,25,19,296,0,11,2307,7,105,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0305611,Борово,6295,3621,229,0,6,13,1403,11,4,369,14,56,10,29,46,126,62,426,11,22,543,29,205,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0407603,Бяла,14110,7753,263,0,20,19,2642,13,7,1587,17,290,23,128,77,394,262,1009,11,47,541,19,380,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0510803,Ветово,12879,8742,314,0,9,20,1411,7,10,1202,23,127,18,164,65,88,110,514,13,34,4484,8,112,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0820184,Две могили,9363,5776,269,0,12,28,1916,15,7,490,17,133,10,117,86,209,95,628,10,24,1373,20,305,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE1332095,Иваново,9332,5711,244,0,11,19,2108,12,5,960,17,167,27,12,126,343,82,502,14,33,742,15,265,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE2763427,Русе,155084,84492,1402,0,265,198,20864,105,53,19794,192,6061,266,272,725,5827,2999,11414,329,406,3999,415,8792,37,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE3367444,Сливо поле,10825,6397,294,0,10,9,1616,14,7,805,8,107,11,33,109,215,59,289,12,30,2408,15,340,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE3778361,Ценово,6465,3902,182,0,6,10,1440,10,9,738,7,109,25,31,130,194,53,343,32,21,393,3,159,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS0100415,Алфатар,3023,2026,108,0,4,5,945,7,3,233,4,26,26,8,23,41,47,60,1,17,353,2,109,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS0715031,Главиница,11119,7581,378,0,49,27,1454,11,4,371,23,75,22,23,139,106,134,144,10,36,4452,23,85,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS1024030,Дулово,25486,19406,779,0,357,70,2667,13,14,462,34,110,7,71,385,171,128,532,125,84,13095,38,239,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS1535242,Кайнарджа,4010,2935,144,0,3,3,863,8,3,168,13,30,7,9,66,33,45,64,14,20,1257,2,176,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS3166425,Силистра,54410,33089,900,0,75,54,12628,65,38,7064,101,948,356,59,370,1175,1159,2691,85,121,3743,160,1250,11,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS3266665,Ситово,5433,3886,232,0,11,11,1275,10,4,355,7,38,17,6,32,53,40,87,20,13,1575,10,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS3473496,Тутракан,16074,10164,379,0,19,23,3430,12,9,1509,25,133,64,43,73,226,228,672,7,33,3039,47,183,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLV1139030,Котел,17469,8556,421,0,54,14,2011,16,10,632,18,149,127,251,79,541,134,394,31,38,3009,167,426,4,6,4,0,0,0,0,0,0,0,0,0,20,0,0,0
BG_SLV1651809,Нова Загора,35257,17650,677,0,84,33,6960,30,9,1926,25,654,120,159,337,1149,690,1967,29,40,1086,295,1217,26,98,9,0,0,0,0,0,0,0,0,0,30,0,0,0
BG_SLV2067338,Сливен,109871,54911,1420,0,433,123,16996,64,37,11515,116,2432,1007,808,639,2419,2738,5107,182,196,3485,1118,3755,33,54,39,0,0,0,0,0,0,0,0,0,195,0,0,0
BG_SLV2472165,Твърдица,12031,6026,440,0,26,10,2039,14,6,805,26,128,69,83,57,254,158,473,26,34,834,157,347,11,4,1,0,0,0,0,0,0,0,0,0,24,0,0,0
BG_SML0244402,Баните,5639,2975,112,0,3,9,952,8,8,734,8,133,13,10,26,88,53,50,8,0,530,9,196,6,5,1,0,0,0,0,0,0,0,0,0,0,13,0,0
BG_SML0505462,Борино,3500,2297,63,0,4,13,420,13,1,29,2,142,3,8,6,91,9,28,5,0,1368,6,83,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BG_SML0920465,Девин,12576,6910,221,0,14,49,2269,11,5,669,20,348,25,33,283,349,114,168,23,0,1884,24,363,11,4,1,0,0,0,0,0,0,0,0,0,0,22,0,0
BG_SML1023025,Доспат,8368,4933,147,0,4,5,901,7,1,866,9,1059,17,30,79,111,74,28,47,0,1373,1,159,1,1,2,0,0,0,0,0,0,0,0,0,0,11,0,0
BG_SML1131111,Златоград,12030,6064,248,0,18,11,1240,12,6,806,15,316,9,13,102,1089,423,272,43,0,816,19,580,7,4,2,0,0,0,0,0,0,0,0,0,0,13,0,0
BG_SML1646045,Мадан,11640,5122,160,0,13,15,1476,11,8,545,20,348,33,21,80,570,100,76,20,0,752,4,850,1,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0
BG_SML1851319,Неделино,6859,3488,115,0,8,6,832,5,2,377,4,182,1,13,41,1469,93,51,2,0,184,1,87,1,3,1,0,0,0,0,0,0,0,0,0,0,10,0,0
BG_SML2763207,Рудозем,9090,4424,149,0,12,3,784,17,3,511,12,295,22,21,39,414,111,89,29,0,1051,5,729,2,2,2,0,0,0,0,0,0,0,0,0,0,122,0,0
BG_SML3167653,Смолян,38386,21336,599,0,22,55,7976,31,40,4601,48,1103,140,148,207,1031,577,1389,208,0,954,37,2063,20,3,8,0,0,0,0,0,0,0,0,0,0,76,0,0
BG_SML3880371,Чепеларе,7353,3793,118,0,23,10,1458,5,9,675,7,171,11,20,56,153,66,310,15,0,148,8,514,1,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0
BG_SOF4687401,Столична,1035696,557607,7651,0,2364,935,162791,663,513,114966,710,87098,2090,4629,4072,37898,17421,49983,2426,1648,5950,2222,50395,245,218,316,0,0,0,0,0,0,0,0,0,0,0,398,0
BG_SFO0677400,Божурище,5943,3016,55,0,29,9,1091,6,2,526,4,322,12,3,35,168,119,265,4,15,68,10,267,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO0705815,Ботевград,29677,15279,351,0,118,28,4922,14,14,3451,34,599,43,747,595,847,402,1651,29,39,375,31,958,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO0915309,Годеч,5187,2703,71,0,4,12,1213,6,4,373,6,97,12,8,27,95,77,226,25,13,200,1,224,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1016314,Горна Малина,5344,2826,117,0,5,8,1202,7,8,453,10,177,9,85,37,155,59,178,2,15,110,4,179,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1623409,Драгоман,4575,2803,94,0,13,7,1308,7,1,350,8,158,12,33,81,92,87,138,5,9,116,3,274,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1727303,Елин Пелин,18301,8602,254,0,20,29,3056,22,7,1710,12,392,44,88,146,620,265,790,21,44,280,70,712,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1827632,Етрополе,11328,5844,156,0,109,28,2689,16,9,1049,11,243,21,108,105,247,105,511,4,26,58,43,271,2,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2032901,Ихтиман,14382,8480,367,0,37,30,2772,12,10,1151,25,245,24,1481,55,425,182,916,13,33,180,20,481,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2438558,Копривщица,2048,1303,46,0,3,3,581,3,1,180,7,95,2,3,41,35,68,113,8,4,30,2,71,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2538916,Костенец,12192,5879,157,0,148,18,2223,38,5,986,16,234,28,19,57,363,178,686,11,26,261,28,391,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2638978,Костинброд,13629,6587,201,0,15,57,2644,4,6,1195,13,510,18,46,50,384,166,504,22,45,227,24,446,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO3458030,Правец,6503,3829,122,0,80,31,1980,11,3,729,6,113,11,83,33,124,78,189,11,12,41,9,157,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO3965231,Самоков,34099,20937,574,0,38,117,5595,23,19,4941,29,903,62,2492,383,932,479,2552,125,67,539,46,990,14,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO4365869,Своге,18025,9777,303,0,15,33,3324,20,25,1313,28,542,27,26,102,299,177,667,18,55,1914,26,838,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO4567372,Сливница,8358,3930,101,0,5,15,1578,10,6,641,8,333,25,55,17,304,123,319,6,13,106,13,246,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO4731044,Златица,5181,2731,62,0,2,4,823,6,0,366,2,124,15,128,145,101,146,530,41,5,44,4,178,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5400504,Антон,1377,729,28,0,2,2,273,2,1,55,1,53,5,30,18,23,13,127,12,3,6,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5556407,Пирдоп,7699,4343,108,0,10,4,1336,7,4,633,8,222,16,134,88,201,226,802,139,16,80,6,300,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5648324,Мирково,2377,1310,33,0,1,6,488,3,2,160,5,116,12,82,87,40,17,158,10,6,17,5,58,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5780011,Чавдар,1140,623,15,0,1,0,272,6,0,47,1,41,1,24,22,17,25,92,10,5,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5880323,Челопеч,1338,816,22,0,3,3,304,0,1,106,1,27,2,41,64,27,47,112,11,3,2,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5922006,Долна баня,3764,1767,47,0,23,1,536,4,1,445,12,61,11,186,16,113,74,64,1,5,56,4,103,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SZR0406183,Братя Даскалови,7697,5207,224,0,5,23,2891,17,4,466,11,132,8,119,18,317,150,136,2,22,423,57,164,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8
BG_SZR0718280,Гълъбово,12807,6528,277,0,10,16,3103,10,9,671,13,210,27,153,125,403,365,528,8,27,38,43,428,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,55
BG_SZR1235167,Казанлък,70928,34226,828,0,58,75,11025,48,31,8164,87,1775,77,316,325,1571,1462,3003,75,166,2176,345,2367,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,215
BG_SZR2249494,Мъглиж,9296,4432,257,0,5,21,1654,4,6,508,10,147,11,184,62,203,273,350,4,26,290,72,277,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,61
BG_SZR2353576,Опан,2740,2112,104,0,3,11,1274,9,3,183,3,71,4,18,8,188,35,38,1,3,35,6,101,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
BG_SZR2455021,Павел баня,12796,7467,392,0,18,21,1966,12,8,811,18,193,17,226,165,316,122,449,38,45,2291,34,303,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13
BG_SZR2761460,Раднево,18197,9954,329,0,12,18,3970,22,8,1160,28,555,27,319,106,751,359,895,10,27,73,87,1072,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,109
BG_SZR3168850,Стара Загора,145368,78477,1525,0,163,145,24474,73,57,14955,220,5783,225,1300,1714,5160,3935,8598,77,229,1661,589,6689,44,52,38,0,0,0,0,0,0,0,0,0,0,0,0,771
BG_SZR3681414,Чирпан,21291,11776,342,0,19,26,4834,19,11,1648,17,420,34,74,188,663,524,1117,14,50,1149,71,456,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,79
BG_SZR3718157,Гурково,4384,2234,104,0,6,5,873,5,2,229,4,117,13,24,13,148,42,120,125,9,249,3,88,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51
BG_SZR3851648,Николаево,3711,2108,104,0,5,9,745,5,0,185,12,32,3,11,30,128,65,91,15,10,544,2,101,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
BG_TGV0200518,Антоново,5942,5029,168,0,3,11,1135,4,4,150,13,176,1,34,72,177,120,67,6,40,2791,3,48,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV2253535,Омуртаг,22275,15635,602,0,16,22,2516,10,4,455,34,409,8,102,79,179,137,421,21,67,10308,31,199,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV2353552,Опака,6392,4551,187,0,3,234,850,1,4,74,4,27,7,11,587,46,46,113,2,7,2319,3,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV2457649,Попово,28533,16764,463,0,11,133,6702,27,18,2010,72,666,47,86,237,681,348,1605,42,58,3047,34,460,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV3573626,Търговище,55287,35984,933,0,58,57,11325,37,28,3573,50,1215,76,474,192,1676,869,3691,56,98,10145,128,1273,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV0921052,Димитровград,55182,28224,899,0,29,60,8870,45,31,6174,58,990,85,347,260,3210,841,2386,130,132,2020,162,1437,19,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1132024,Ивайловград,6667,4522,149,0,4,7,1868,15,6,456,26,116,13,3,73,508,140,182,9,16,614,16,296,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1744570,Любимец,9248,5545,224,0,15,11,2262,14,5,1346,37,119,15,68,57,331,89,269,30,33,320,11,278,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1846084,Маджарово,1785,1334,37,0,2,4,348,0,0,131,1,42,2,0,6,148,24,23,16,5,504,2,36,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1972103,Минерални бани,5524,4463,127,0,1,41,802,1,4,199,12,20,0,40,12,79,40,87,8,13,2869,24,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV2865677,Свиленград,20947,11064,381,0,32,23,4299,22,25,2204,31,484,40,99,71,547,338,726,93,94,871,35,628,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV2947278,Симеоновград,8080,4523,157,0,8,7,1783,7,8,716,15,205,23,87,42,139,209,297,18,33,360,18,388,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3068727,Стамболово,5079,4277,162,0,1,4,560,4,3,252,7,28,3,46,35,50,14,40,42,14,2965,4,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3272761,Тополовград,12348,7084,333,0,18,25,2863,22,11,1276,11,274,31,184,39,249,270,461,123,21,411,15,435,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3377181,Харманли,23333,12379,507,0,10,19,4816,23,15,2204,24,318,29,163,96,692,543,1031,130,47,983,57,649,12,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3477195,Хасково,86095,48768,1383,0,49,84,14114,51,34,8868,95,1856,89,398,456,2552,1785,4531,348,150,9239,346,2264,22,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU0710642,Венец,7955,5286,180,0,42,12,201,1,2,330,13,10,5,10,47,5,9,13,6,20,4206,1,170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1012766,Върбица,8967,5395,233,0,10,7,977,4,1,759,9,62,7,36,103,34,121,118,12,18,2761,26,93,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1114516,Хитрино,6998,5330,180,0,12,9,454,3,1,226,14,46,0,3,177,18,36,36,5,15,4010,7,70,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1836079,Каолиново,12014,8012,373,0,154,10,588,12,7,257,14,26,6,58,474,23,87,25,2,25,5339,16,510,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1936590,Каспичан,7619,4222,177,0,7,11,1870,15,1,849,12,69,11,27,16,152,202,311,3,28,272,44,134,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2151651,Никола Козлево,5656,4100,144,0,5,12,1169,7,1,268,7,16,7,22,104,14,37,46,2,20,2082,6,126,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2252009,Нови пазар,17182,9351,292,0,24,16,3714,28,8,1376,22,325,20,50,77,213,297,733,10,45,1829,8,255,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2358222,Велики Преслав,13213,7311,212,0,13,20,2285,13,6,890,22,212,23,200,66,117,218,1185,7,21,1323,56,407,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2567708,Смядово,6562,3714,188,0,11,18,1170,13,5,1062,13,61,11,43,34,93,195,51,1,18,510,63,150,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU3083510,Шумен,89910,50266,1111,0,51,75,14544,114,30,10001,154,1641,160,402,274,1381,2145,7894,50,190,5123,677,4150,22,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0
