gisco_id,name,registered,turnout,invalid,blank,PP,LPVV,AP,VKK,Vas,SFP,Liik,Kok,SKP,SDP,PS,VIHR,SKE,VL,KP (2014),FP,EOP,Kesk.,KD,Korj,Helminen,SML,KaL,Johansson,Mkinen,Suominen,HI,FÅ,ObS,S,Enkvist,Heiskanen,Virtanen,Lukkarinen,LSY
FI_231,Kaskinen,1191,739,6,0,0,1,0,1,49,185,7,121,2,164,138,14,0,7,1,0,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_232,Kauhajoki,10906,7164,41,0,0,6,0,13,125,33,86,1063,4,443,2421,114,0,110,9,0,0,2541,153,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_233,Kauhava,12796,8976,39,0,0,11,0,14,88,45,136,1607,10,516,2692,84,0,220,7,0,0,2887,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_236,Kaustinen,3386,2409,14,0,0,15,0,3,27,31,41,197,0,197,720,36,0,23,4,0,0,971,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_272,Kokkola,39568,26292,151,0,0,67,0,68,958,1982,284,3719,11,4731,5469,749,0,450,25,0,0,5199,2422,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
FI_280,Korsnäs,1959,1299,1,0,0,1,0,0,8,1141,5,5,0,77,23,5,0,6,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_287,Kristiinankaupunki,6536,3912,23,0,0,8,0,9,59,2076,37,306,0,338,536,53,0,42,1,0,0,293,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_288,Kruunupyy,5536,3835,15,0,0,3,0,12,35,2292,28,365,2,209,303,42,0,35,0,0,0,159,334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_300,Kuortane,2975,2137,12,0,0,0,0,2,13,9,40,551,0,107,555,42,0,25,6,0,0,672,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_301,Kurikka,16914,11624,58,0,0,15,0,19,285,49,125,2121,7,1069,3974,227,0,136,3,0,0,3166,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_399,Laihia,6135,4425,19,0,0,9,0,11,162,86,78,811,3,540,1517,92,0,86,3,0,0,823,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_403,Lappajärvi,2412,1672,7,0,0,2,0,3,22,7,18,280,0,108,396,28,0,20,2,0,0,686,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_408,Lapua,11301,8121,34,0,0,6,0,13,104,33,107,2302,1,646,2254,122,0,142,9,0,0,1981,364,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FI_421,Lestijärvi,639,429,5,0,0,0,0,2,28,2,1,12,0,36,79,11,0,3,0,0,0,228,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_440,Luoto,4029,3157,9,0,0,0,0,2,23,983,14,50,1,228,139,32,0,42,2,0,0,16,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_475,Maalahti,5024,3451,16,0,0,0,0,13,21,2806,12,43,1,258,117,35,0,22,2,0,0,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_499,Mustasaari,16436,11751,56,0,0,15,0,31,130,7514,137,603,4,1121,1053,295,0,145,6,0,0,148,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_545,Närpiö,8601,5020,26,0,0,3,0,4,30,4125,27,35,1,392,130,30,0,25,1,0,0,28,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_599,Pedersören kunta,8679,6615,23,0,0,4,0,23,46,3361,39,93,0,444,334,93,0,31,1,0,0,51,2070,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_584,Perho,1998,1372,4,0,0,0,0,2,19,6,8,103,1,227,426,4,0,39,1,0,0,454,76,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_598,Pietarsaari,16841,10333,75,0,0,17,0,29,432,4484,92,380,7,1903,1249,289,0,66,22,0,0,238,1048,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_743,Seinäjoki,52263,37206,135,0,0,84,0,71,1045,235,1144,8754,26,4164,8829,1522,0,819,30,0,0,8269,2076,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FI_759,Soini,1703,1113,9,0,0,0,0,6,15,2,5,102,0,54,315,18,0,18,0,0,0,434,134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_846,Teuva,4245,2826,17,0,0,2,0,7,170,21,30,507,10,202,865,23,0,40,2,0,0,774,155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_849,Toholampi,2599,1726,6,0,0,0,0,1,26,9,9,80,0,101,325,18,0,15,0,0,0,966,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_893,Uusikaarlepyy,6391,4318,30,0,0,1,0,3,33,3065,17,37,0,385,354,48,0,21,8,0,0,34,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_905,Vaasa,57955,38082,178,0,0,162,0,103,1432,9772,744,5643,19,7325,7091,2090,0,400,40,0,0,1628,1451,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FI_924,Veteli,2535,1767,14,0,0,0,0,6,16,13,18,143,0,138,512,16,0,37,1,0,0,716,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_934,Vimpeli,2372,1656,5,0,0,1,0,3,104,11,7,571,1,114,320,21,0,24,1,0,0,360,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_946,Vöyri,5658,3827,14,0,0,3,0,7,25,3060,28,66,1,189,158,47,0,21,4,0,0,63,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_989,Ähtäri,4704,3005,12,0,0,4,0,1,53,14,55,293,1,388,654,43,0,32,4,0,0,1332,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_077,Hankasalmi,3969,2529,10,0,4,0,0,12,142,2,26,230,5,460,630,66,0,23,3,0,0,804,107,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_172,Joutsa,3637,2453,22,0,1,0,0,6,49,4,26,326,4,386,734,88,0,10,4,0,0,604,186,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_179,Jyväskylä,120260,83588,348,0,125,0,0,305,6916,96,1405,16194,174,18868,14228,9371,0,679,120,0,0,10378,4238,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_182,Jämsä,16768,11173,67,0,7,0,0,40,453,9,100,1628,9,3517,3089,313,0,126,17,0,0,1361,418,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_216,Kannonkoski,1156,716,4,0,0,0,0,3,13,1,2,84,0,162,176,15,0,5,0,0,0,238,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_226,Karstula,3393,2131,16,0,1,0,0,5,34,5,7,322,3,308,490,35,0,12,4,0,0,766,121,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_249,Keuruu,8037,5150,31,0,4,0,0,18,136,6,48,809,8,1128,1239,188,0,30,6,0,0,1108,383,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_256,Kinnula,1442,913,10,0,0,0,0,3,18,1,4,48,0,121,208,4,0,21,2,0,0,457,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_265,Kivijärvi,993,611,2,0,0,0,0,4,3,1,3,39,0,94,143,5,0,6,2,0,0,298,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_275,Konnevesi,2171,1439,9,0,1,0,0,5,68,2,14,161,1,241,344,34,0,13,2,0,0,456,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_312,Kyyjärvi,1098,690,4,0,0,0,0,1,8,0,1,54,0,61,158,4,0,6,1,0,0,336,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_410,Laukaa,14147,10004,49,0,9,0,0,37,396,5,119,1341,10,2222,2625,357,0,108,10,0,0,2079,617,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_435,Luhanka,644,463,1,0,0,0,0,0,10,0,2,81,0,66,130,4,0,3,0,0,0,136,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_495,Multia,1283,815,4,0,1,0,0,2,39,11,7,67,0,116,198,22,0,5,0,0,0,304,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_500,Muurame,7919,5917,32,0,7,0,0,17,229,6,69,1466,10,1382,1091,343,0,52,2,0,0,903,302,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_592,Petäjävesi,2928,2029,10,0,2,0,0,5,64,7,30,203,1,501,509,102,0,22,0,0,0,416,154,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_601,Pihtipudas,3362,2095,11,0,0,0,0,15,53,1,11,98,1,389,407,30,0,11,3,0,0,992,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_729,Saarijärvi,7880,5078,23,0,7,0,0,40,136,4,38,389,4,839,1307,112,0,36,12,0,0,1846,279,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_850,Toivakka,1923,1305,4,0,0,0,0,3,39,1,10,162,1,210,342,42,0,19,0,0,0,329,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_892,Uurainen,2606,1907,5,0,4,0,0,19,51,1,20,153,0,288,507,43,0,16,2,0,0,625,170,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_931,Viitasaari,5392,3292,16,0,3,0,0,23,138,4,22,260,2,1021,673,74,0,23,4,0,0,807,218,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_992,Äänekoski,15327,9689,55,0,13,0,0,31,996,15,80,811,7,2576,2132,429,0,100,25,0,0,1951,445,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_009,Alavieska,1979,1334,0,0,0,1,0,5,81,2,8,80,0,71,451,8,0,10,8,0,0,574,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_069,Haapajärvi,5823,3424,14,0,0,8,0,18,179,6,29,302,1,371,1045,66,1,28,8,0,0,1252,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_071,Haapavesi,5269,3406,11,0,0,3,0,4,232,4,27,148,3,242,994,55,0,68,5,0,0,1531,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_072,Hailuoto,827,594,2,0,0,0,0,0,36,2,2,98,1,83,153,38,0,7,5,0,0,160,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_105,Hyrynsalmi,2008,1136,4,0,0,0,0,1,150,1,5,55,0,100,346,14,0,4,1,0,0,382,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_139,Ii,7595,5027,24,0,0,12,0,14,552,5,40,571,7,670,1522,146,3,42,10,0,0,1326,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_205,Kajaani,29583,18938,85,0,0,65,0,85,2257,22,126,2404,35,3013,5201,1036,5,136,53,0,0,3639,775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_208,Kalajoki,10032,6757,29,0,0,11,0,25,417,5,61,738,5,638,1756,142,2,93,18,0,0,2506,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_244,Kempele,14080,10423,23,0,0,31,0,39,589,20,118,2098,2,1576,2577,373,5,156,21,0,0,2555,236,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_290,Kuhmo,6912,4446,17,0,0,5,0,16,269,0,10,166,3,494,1276,74,1,20,7,0,0,1878,207,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_305,Kuusamo,13396,8037,38,0,0,16,0,15,279,9,126,841,6,970,1843,561,2,57,24,0,0,3158,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_317,Kärsämäki,2118,1379,7,0,0,1,0,7,42,2,10,46,1,107,442,13,1,11,1,0,0,655,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_425,Liminka,6628,4948,17,0,0,10,0,21,269,11,76,774,2,524,1437,174,1,77,5,0,0,1445,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_436,Lumijoki,1403,989,4,0,0,1,0,0,85,1,9,92,1,78,307,18,0,21,1,0,0,351,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_483,Merijärvi,878,567,2,0,0,1,0,1,16,0,4,11,0,19,189,2,0,6,4,0,0,278,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_494,Muhos,6750,4464,15,0,0,10,0,23,412,2,36,402,5,484,1598,132,0,87,9,0,0,1169,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_535,Nivala,8089,5604,12,0,0,9,0,11,171,4,32,398,4,387,1832,59,1,78,13,0,0,2495,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_563,Oulainen,5873,3841,9,0,0,7,0,12,213,5,27,290,2,390,1034,81,0,45,9,0,0,1022,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_564,Oulu,170792,117273,433,0,0,967,0,253,12800,323,1530,24117,95,19784,25786,8954,43,1008,301,0,0,18676,2153,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_578,Paltamo,2754,1730,4,0,0,6,0,9,204,2,7,209,0,170,446,46,0,7,2,0,0,523,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_615,Pudasjärvi,6664,3913,21,0,0,5,0,5,208,4,55,179,3,288,979,55,0,62,7,0,0,1964,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_620,Puolanka,2266,1346,5,0,0,4,0,23,178,3,11,72,4,108,343,25,1,7,7,0,0,510,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_625,Pyhäjoki,2476,1642,9,0,0,5,0,2,138,3,12,93,1,163,434,39,2,49,2,0,0,651,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_626,Pyhäjärvi,4273,2591,12,0,0,0,0,5,595,13,13,109,3,220,729,26,1,24,2,0,0,739,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_630,Pyhäntä,1157,822,3,0,0,1,0,2,43,1,6,59,0,62,262,14,2,13,1,0,0,334,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_678,Raahe,19381,12613,40,0,0,14,0,38,1508,7,92,1035,13,1748,3692,294,2,181,34,0,0,3563,344,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_691,Reisjärvi,2212,1433,7,0,0,5,0,3,67,1,15,62,1,85,363,14,2,52,3,0,0,734,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_697,Ristijärvi,1044,716,7,0,0,0,0,1,56,2,2,52,2,54,182,16,1,3,2,0,0,294,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_746,Sievi,3564,2407,9,0,0,3,0,9,105,0,62,132,1,112,932,33,1,44,6,0,0,895,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_748,Siikajoki,3937,2544,13,0,0,1,0,5,150,5,22,159,2,214,783,44,0,60,4,0,0,1028,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_791,Siikalatva,4305,2789,18,0,0,5,0,7,182,5,13,123,5,246,872,32,0,33,5,0,0,1196,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_765,Sotkamo,8492,5614,18,0,0,9,0,17,533,4,28,838,3,468,1337,157,1,51,12,0,0,1536,601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_777,Suomussalmi,6873,4013,26,0,0,20,0,6,780,2,53,278,4,228,975,56,1,29,9,0,0,1420,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_832,Taivalkoski,3397,2038,12,0,0,4,0,15,80,2,19,120,4,336,581,37,1,15,1,0,0,782,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_859,Tyrnävä,4351,3150,15,0,0,10,0,14,192,4,14,452,0,278,962,70,4,57,5,0,0,1008,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_889,Utajärvi,2222,1342,6,0,0,1,0,5,110,0,6,73,0,172,454,19,0,12,5,0,0,463,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_785,Vaala,2396,1474,7,0,0,3,0,34,162,4,7,204,0,159,420,23,0,15,3,0,0,399,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_977,Ylivieska,11844,7945,16,0,0,35,0,28,362,10,80,1348,5,885,2120,210,1,130,24,0,0,2467,218,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_047,Enontekiö,1822,1053,10,0,0,0,0,8,34,19,9,176,1,223,264,34,0,4,0,0,0,235,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FI_148,Inari,6342,3974,35,0,0,8,2,14,290,60,29,601,5,897,1100,209,0,21,0,0,0,635,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
FI_240,Kemi,17839,10359,67,0,0,11,4,34,1859,7,43,911,41,2795,2711,148,0,88,0,0,0,1484,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
FI_320,Kemijärvi,7089,3978,22,0,0,2,1,10,432,1,15,343,6,523,1108,66,0,16,0,0,0,1365,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
FI_241,Keminmaa,6601,4488,15,0,0,4,0,15,402,1,17,356,2,585,1408,68,0,62,0,0,0,1338,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
FI_261,Kittilä,5797,3608,15,0,0,8,1,3,321,14,49,498,10,515,920,215,0,28,0,0,0,777,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
FI_273,Kolari,3823,2307,20,0,0,5,0,7,350,7,27,186,10,313,410,169,0,31,0,0,0,519,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
FI_498,Muonio,2100,1225,2,0,0,1,1,3,80,5,11,229,2,243,282,54,0,13,0,0,0,261,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FI_583,Pelkosenniemi,1056,559,2,0,0,0,0,6,41,0,2,60,0,65,109,52,0,3,0,0,0,215,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_854,Pello,3594,2108,7,0,0,1,0,2,607,0,1,180,6,217,389,18,0,7,0,0,0,648,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
FI_614,Posio,3043,1748,10,0,0,1,0,3,78,3,5,88,5,230,441,31,0,8,0,0,0,822,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
FI_683,Ranua,3231,1950,10,0,0,1,1,2,35,3,7,199,2,182,541,17,0,23,0,0,0,889,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
FI_698,Rovaniemi,54456,35576,143,0,0,96,15,137,2978,56,278,5899,31,7461,9234,1873,0,220,0,0,0,6549,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
FI_732,Salla,3809,1902,16,0,0,0,0,9,199,2,4,130,8,223,458,32,0,11,0,0,0,783,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
FI_742,Savukoski,913,622,5,0,0,1,0,0,29,3,1,90,2,49,190,8,0,6,0,0,0,232,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_751,Simo,2514,1676,11,0,0,1,1,3,213,1,6,109,1,189,533,12,0,7,0,0,0,565,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
FI_758,Sodankylä,7445,4550,38,0,0,5,3,10,280,9,27,447,5,627,1256,101,0,17,0,0,0,1544,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
FI_845,Tervola,2791,1598,14,0,0,2,0,2,172,3,19,84,7,169,506,19,0,17,0,0,0,554,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
FI_851,Tornio,19535,12029,55,0,0,11,6,25,940,20,75,1156,21,1684,3607,198,0,91,0,0,0,3956,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
FI_890,Utsjoki,1230,704,3,0,0,1,0,0,37,78,2,80,2,200,137,38,0,4,0,0,0,103,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_976,Ylitornio,4473,2401,11,0,0,2,1,6,354,5,13,156,5,295,595,24,0,16,0,0,0,847,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
