gisco_id,name,registered,turnout,invalid,blank,Kesk.,LKP,PS,SSP,KIPU,SDP,VIHR,MVS,SFP,Kok,KD,Vas,YVP,KTP,SI,SKP,Eskola,Rosti,SKS,KA,KSLY,Luojola,Peltonen,Karlsson,MEÅS,S,FÅ,GLTU,Oksanen,Rinteelä,Mizaras,Niemimaa
FI_741,Savonranta,1066,661,8,0,303,0,2,0,0,214,16,2,0,38,22,49,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_768,Sulkava,2795,1847,9,0,1038,0,13,0,0,468,42,7,0,154,56,53,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_937,Virtasalmi,983,636,4,0,367,0,0,0,0,177,12,2,0,24,38,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_140,Iisalmi / Idensalmi,18515,11894,30,0,4665,11,62,0,0,1690,599,7,0,1079,2002,1587,0,2,51,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_174,Juankoski,4705,3034,4,0,1815,3,38,0,0,535,67,6,0,143,146,261,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_204,Kaavi,2996,1753,2,0,983,2,41,0,0,331,32,3,0,74,139,137,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_212,Kangaslampi,1303,871,4,0,393,4,4,0,0,224,15,1,0,62,97,65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_227,Karttula,2635,1750,18,0,875,0,11,0,0,271,48,3,0,101,224,186,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_239,Keitele,2402,1584,5,0,926,0,10,0,0,262,38,4,0,117,85,113,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_263,Kiuruvesi,8205,5276,24,0,3113,1,41,0,0,337,117,7,0,371,201,1008,0,1,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_297,Kuopio,71041,44819,172,0,12149,41,171,0,0,10969,4034,62,0,8121,3170,5461,0,25,88,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_402,Lapinlahti,6111,3968,7,0,2145,1,35,0,0,508,222,6,0,232,379,389,0,2,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_420,Leppävirta,8841,5750,30,0,2446,6,23,0,0,1410,168,8,0,570,537,521,0,2,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_476,Maaninka,3047,1980,16,0,1113,1,38,0,0,319,104,3,0,136,112,121,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_534,Nilsiä,5515,3407,27,0,1750,0,30,0,0,432,68,3,0,275,500,295,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_595,Pielavesi,4711,3058,6,0,1950,2,27,0,0,339,46,7,0,127,122,406,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_686,Rautalampi,3154,2064,11,0,998,2,14,0,0,563,70,5,0,124,133,131,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_687,Rautavaara,1885,1065,4,0,556,0,8,0,0,150,25,0,0,37,61,210,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_749,Siilinjärvi,14680,9963,41,0,3515,9,67,0,0,2211,938,15,0,1443,777,805,0,7,29,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_762,Sonkajärvi,4213,2757,8,0,1421,4,78,0,0,281,63,1,0,154,321,306,0,0,5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_778,Suonenjoki,6557,3977,16,0,1815,3,18,0,0,807,129,4,0,540,269,360,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_844,Tervo,1592,1037,0,0,637,0,7,0,0,156,22,0,0,72,75,61,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_857,Tuusniemi,2576,1585,14,0,814,0,13,0,0,237,37,2,0,107,149,190,0,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_915,Varkaus,18765,11500,40,0,1363,19,21,0,0,4031,383,10,0,1184,2190,2175,0,1,12,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_916,Varpaisjärvi,2593,1564,8,0,926,3,23,0,0,199,39,0,0,86,112,150,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_919,Vehmersalmi,1714,1128,1,0,641,0,28,0,0,215,21,0,0,66,64,82,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_921,Vesanto,2262,1507,7,0,901,1,9,0,0,265,42,0,0,111,83,77,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_925,Vieremä,3459,2298,13,0,1391,0,34,0,0,164,72,1,0,93,145,332,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_045,Eno,5708,3575,17,0,1166,1,28,0,0,1673,103,3,0,248,94,202,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_146,Ilomantsi / Ilomants,5646,3792,17,0,2166,1,21,0,0,1004,89,8,0,228,126,113,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_167,Joensuu,42340,27302,149,0,6411,18,194,0,0,9924,3182,34,0,4304,1365,1309,0,12,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_176,Juuka,5236,3265,5,0,1486,0,26,0,0,896,127,53,0,397,114,121,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_248,Kesälahti,2244,1423,5,0,664,0,35,0,0,465,39,2,0,114,80,14,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_251,Kiihtelysvaara,1982,1340,13,0,659,1,15,0,0,418,74,4,0,63,63,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_260,Kitee,8174,5342,14,0,2567,4,25,0,0,1880,183,7,0,346,238,54,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_276,Kontiolahti,8668,5815,29,0,2095,2,40,0,0,2072,449,4,0,665,227,198,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_422,Lieksa,12466,7893,46,0,2337,3,22,0,0,4185,276,14,0,475,175,226,0,5,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_426,Liperi,8773,5937,32,0,2949,2,85,0,0,1657,297,6,0,407,286,178,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_541,Nurmes,7708,4861,21,0,2665,0,20,0,0,1403,183,9,0,199,178,138,0,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_309,Outokumpu,6539,4296,5,0,1402,3,19,0,0,920,175,9,0,208,161,1374,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_607,Polvijärvi,4223,2749,0,0,1549,15,36,0,0,628,198,4,0,82,142,83,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_632,Pyhäselkä,5123,3312,16,0,1356,1,25,0,0,1064,164,9,0,397,194,68,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_707,Rääkkylä,2482,1679,5,0,754,1,15,0,0,671,53,2,0,63,84,21,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_848,Tohmajärvi,4063,2603,15,0,1204,2,14,0,0,906,91,5,0,189,104,61,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_856,Tuupovaara,1837,1177,4,0,644,0,4,0,0,328,25,3,0,81,48,30,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_911,Valtimo,2344,1502,12,0,775,0,9,0,0,421,41,8,0,22,91,105,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_943,Värtsilä,561,366,0,0,177,1,2,0,0,124,18,0,0,10,28,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_004,Alahärmä,3975,2930,0,0,1376,0,78,1,0,162,49,15,7,1012,157,66,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_005,Alajärvi,7105,5266,0,0,2695,0,1437,4,1,295,58,85,7,256,230,193,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_010,Alavus,7908,5153,14,0,2760,1,391,6,59,710,147,43,2,559,316,138,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_218,Karijoki / Bötom,1570,1090,0,0,655,0,53,0,0,51,13,4,8,255,23,25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_989,Ähtäri / Etseri,5771,3706,23,0,1428,2,214,9,2,574,706,20,7,391,205,117,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_052,Evijärvi,2451,1841,0,0,1419,0,75,1,1,85,12,4,10,102,64,61,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_074,Halsua,1254,869,0,0,643,0,80,2,1,46,4,2,4,17,54,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_095,Himanka,2527,1920,0,0,1148,2,96,2,0,205,15,3,5,55,137,201,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_145,Ilmajoki,9234,6928,22,0,3936,3,481,6,2,1001,90,16,9,970,231,124,34,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_598,Pietarsaari / Jakobstad,16987,11005,0,0,549,2,95,15,2,2809,225,9,3867,568,1394,1320,3,2,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_164,Jalasjärvi,7184,4954,6,0,2933,3,374,11,0,470,65,30,10,761,154,122,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_175,Jurva,3990,2598,11,0,1298,0,112,0,1,339,41,14,8,409,82,261,2,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_217,Kannus,4792,3308,8,0,2064,0,125,2,0,604,47,3,11,141,229,57,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_272,Kokkola / Karleby,29695,18797,40,0,4388,10,728,12,3,4296,605,42,2708,1086,3444,1305,9,5,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_231,Kaskinen / Kaskö,1513,940,0,0,111,0,18,1,0,294,28,1,252,104,33,93,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_232,Kauhajoki,12014,8103,18,0,5491,4,359,3,2,533,78,23,20,1106,210,230,14,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_233,Kauhava,6658,4628,0,0,2622,0,403,5,0,406,50,26,6,634,307,158,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_236,Kaustinen / Kaustby,3501,2460,2,0,1761,0,190,2,1,162,30,5,51,88,144,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_315,Kälviä / Kelviå,3472,2507,6,0,1301,2,85,1,0,293,45,3,17,211,490,46,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_499,Mustasaari / Korsholm,14161,9540,4,0,373,5,90,8,0,1029,210,10,6143,528,758,374,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_280,Korsnäs,2150,1401,0,0,19,0,1,1,0,58,8,0,1212,5,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_281,Kortesjärvi,1984,1559,0,0,993,0,56,7,1,74,5,4,2,356,51,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_287,Kristiinankaupunki / Kristinestad,7824,4869,0,0,657,3,53,3,0,397,54,7,2381,984,217,99,5,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_288,Kruunupyy / Kronoby,5692,4364,0,0,203,1,51,2,0,174,27,4,3491,31,361,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_300,Kuortane,3651,2656,4,0,1626,0,229,0,2,168,38,9,4,416,130,26,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_301,Kurikka,8567,6027,5,0,2520,4,264,4,1,1577,82,11,12,752,597,182,11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_399,Laihia / Laihela,5967,4125,22,0,1637,1,228,5,3,830,59,16,31,802,188,287,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_403,Lappajärvi,3200,2309,0,0,1493,1,272,0,0,164,29,11,5,183,122,25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_408,Lapua / Lappo,11309,8013,0,0,4116,5,597,8,1,913,90,57,14,1557,407,235,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_440,Luoto / Larsmo,2839,2258,0,0,13,0,1,1,0,431,11,0,892,24,857,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_414,Lehtimäki,1673,1164,0,0,797,1,148,0,0,66,34,9,3,51,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_421,Lestijärvi,826,563,0,0,367,0,12,2,1,66,3,6,1,13,24,65,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_942,Vähäkyrö / Lillkyro,3729,2455,10,0,940,1,119,3,0,503,47,7,23,555,83,157,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_429,Lohtaja / Lochteå,2327,1715,5,0,1086,0,64,2,0,214,27,11,10,96,164,28,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_475,Maalahti / Malax,5076,3266,0,0,164,1,17,3,1,278,38,2,2475,29,223,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_479,Maksamaa / Maxmo,956,628,2,0,12,0,1,0,0,30,3,5,487,5,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_544,Nurmo,8286,6245,9,0,2725,0,243,6,1,1135,121,33,6,1283,511,161,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_893,Uusikaarlepyy / Nykarleby,6615,4404,0,0,89,0,9,2,0,464,26,3,3316,35,360,93,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_545,Närpiö / Närpes,9575,5744,0,0,351,0,4,2,0,285,20,9,4537,31,442,60,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_559,Oravainen / Oravais,2041,1331,0,0,37,0,6,2,0,109,5,3,1016,21,84,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_599,Pedersören kunta,7718,6182,0,0,150,0,8,2,2,782,29,4,3923,43,1168,58,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_584,Perho,2308,1696,0,0,1293,0,60,1,1,200,9,3,1,57,18,48,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_589,Peräseinäjoki,3014,2071,3,0,1127,1,138,4,4,250,15,8,5,295,135,81,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_743,Seinäjoki,25113,17402,49,0,5825,5,866,27,13,4366,627,113,29,3853,1130,458,9,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_759,Soini,2182,1436,5,0,812,0,203,0,2,61,30,9,4,108,152,47,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_152,Isokyrö / Storkyro,4258,2951,0,0,1495,0,167,0,2,378,36,15,11,606,132,98,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_151,Isojoki / Storå,2412,1438,0,0,872,0,63,3,0,118,20,8,8,243,66,26,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_849,Toholampi,3141,2248,0,0,1805,0,55,0,0,218,13,4,3,67,59,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_863,Töysä,2460,1568,2,0,928,0,173,5,4,126,45,7,1,177,69,26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_885,Ullava,867,603,0,0,467,0,60,0,0,36,7,3,1,3,23,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_905,Vaasa / Vasa,49190,30208,0,0,2403,13,594,30,11,8700,1732,90,7144,4579,1965,2814,27,40,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_924,Veteli / Vetil,3011,2035,4,0,1266,0,303,0,0,172,19,7,25,48,155,32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_934,Vimpeli,2890,2168,0,0,1235,1,267,3,1,125,28,14,0,93,116,277,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_944,Vöyri / Vörå,3174,2161,0,0,145,0,29,0,0,119,16,6,1688,37,105,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_971,Ylihärmä,2427,1792,3,0,863,0,77,1,0,144,19,8,4,539,91,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_975,Ylistaro,4638,3461,1,0,1712,0,164,8,1,660,29,26,5,660,156,34,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_846,Teuva / Östermark,5395,3870,12,0,2392,1,153,8,0,284,30,9,8,593,92,251,1,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_077,Hankasalmi,4641,2931,8,0,1648,1,8,0,0,497,87,51,0,173,157,274,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_172,Joutsa,3432,2273,18,0,909,2,12,0,0,418,103,7,0,598,132,65,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_179,Jyväskylä,67456,44485,64,0,9957,31,88,0,0,12114,5364,82,0,8952,3080,3874,0,31,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_180,Jyväskylän_mlk / Jyväskylä_lk,25429,16650,61,0,4594,5,45,0,0,4911,1110,46,0,2839,1253,1607,0,7,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_182,Jämsä,12441,7728,43,0,2492,6,21,0,0,2315,205,13,0,1297,374,868,0,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_183,Jämsänkoski,6104,3829,28,0,918,3,14,0,0,1591,116,3,0,354,148,561,0,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_216,Kannonkoski,1443,873,3,0,566,0,2,0,0,159,16,2,0,45,34,43,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_226,Karstula,4269,2622,1,0,1566,2,15,0,0,433,37,3,0,249,247,58,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_249,Keuruu,9456,6403,30,0,3922,42,15,0,0,1269,154,10,0,374,286,266,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_256,Kinnula,1736,1148,0,0,814,0,4,0,0,150,14,2,0,60,43,57,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_265,Kivijärvi,1268,843,0,0,577,1,6,0,0,189,8,4,0,25,19,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_275,Konnevesi,2594,1780,18,0,859,0,6,0,0,326,37,9,0,108,132,274,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_277,Korpilahti,3974,2657,16,0,1189,5,14,0,0,463,239,8,0,281,141,265,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_291,Kuhmoinen,2516,1583,8,0,650,2,11,0,0,408,53,1,0,262,98,77,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_312,Kyyjärvi,1506,940,0,0,650,0,2,0,0,113,8,8,0,50,90,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_410,Laukaa,12689,8349,29,0,3373,4,29,0,0,2087,441,12,0,822,639,845,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_415,Leivonmäki,991,654,5,0,346,0,1,0,0,96,18,0,0,65,71,46,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_435,Luhanka,792,533,3,0,287,0,5,0,0,109,19,0,0,78,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_495,Multia,1736,1212,6,0,726,41,6,0,0,183,27,0,0,52,71,92,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_500,Muurame,6137,4199,26,0,1256,5,6,0,0,1115,234,7,0,743,344,407,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_592,Petäjävesi,2980,1947,8,0,715,1,3,0,0,376,74,4,0,176,421,155,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_601,Pihtipudas,4158,2555,0,0,1599,3,4,0,0,491,29,3,0,122,106,182,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_633,Pylkönmäki,897,555,0,0,360,0,2,0,0,74,6,1,0,38,45,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_729,Saarijärvi,8392,5264,21,0,2533,3,137,0,0,1096,124,8,0,566,479,250,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_770,Sumiainen,1044,739,3,0,382,0,4,0,0,98,15,1,0,29,79,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_774,Suolahti,4556,2837,40,0,596,2,3,0,0,854,83,10,0,208,288,721,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_850,Toivakka,1896,1223,10,0,513,0,1,0,0,227,33,2,0,105,251,73,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_892,Uurainen,2414,1591,4,0,614,1,13,0,0,283,37,5,0,82,460,79,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_931,Viitasaari,6483,4185,19,0,1938,1,13,0,0,1106,94,31,0,295,319,340,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_992,Äänekoski,10915,6944,36,0,1983,1,20,0,0,1929,242,12,0,682,450,1530,0,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_009,Alavieska,2216,1474,2,0,1039,0,52,0,0,160,37,22,2,48,40,67,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_678,Raahe / Brahestad,17951,11366,28,0,4011,12,34,0,0,1792,358,190,11,1235,314,3167,0,4,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_069,Haapajärvi,6563,3904,0,0,2240,4,37,0,0,718,109,35,5,208,205,324,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_071,Haapavesi,6028,3830,0,0,2474,3,16,0,0,289,100,52,0,167,108,597,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FI_084,Haukipudas,12332,7782,10,0,2845,15,28,0,0,1400,569,45,13,588,533,1657,0,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FI_105,Hyrynsalmi,2771,1661,0,0,1010,0,4,0,0,161,14,6,1,82,64,311,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_139,Ii / Ijo,4770,3104,9,0,1250,3,10,0,0,492,159,35,4,205,158,698,0,2,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_205,Kajaani / Kajana,28527,18257,67,0,7277,14,102,0,0,2916,512,68,12,1751,545,4801,0,15,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
FI_208,Kalajoki,7251,4928,0,0,2783,1,498,0,0,360,188,35,4,326,261,452,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_072,Hailuoto / Karlö,854,573,1,0,239,0,2,0,0,67,39,4,0,74,26,115,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_244,Kempele,9275,6284,24,0,2540,14,23,0,0,959,432,43,4,821,489,881,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
FI_247,Kestilä,1345,878,7,0,658,1,2,0,0,73,16,11,0,13,15,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_255,Kiiminki,7608,5145,28,0,2297,7,48,0,0,744,301,43,3,477,414,739,0,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_290,Kuhmo,8879,5709,30,0,3493,3,29,0,0,620,94,15,0,210,461,720,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FI_292,Kuivaniemi,1684,1010,1,0,627,4,4,0,0,101,39,10,0,35,17,149,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_305,Kuusamo,14275,9488,0,0,7116,4,15,0,0,899,306,31,19,621,97,360,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_317,Kärsämäki,2519,1664,1,0,1330,1,10,0,0,108,37,20,1,28,28,95,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_425,Liminka / Limingo,4135,2762,22,0,1468,2,14,0,0,303,164,21,3,227,158,325,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_436,Lumijoki,1248,842,6,0,519,1,2,0,0,59,34,6,0,81,26,70,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_483,Merijärvi,1041,658,0,0,512,2,5,0,0,28,16,43,0,9,5,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_494,Muhos,6027,3802,13,0,1840,4,36,0,0,506,173,32,5,229,292,609,0,37,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_535,Nivala,8300,5645,16,0,4007,7,29,0,0,602,104,67,0,365,148,277,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
