gisco_id,name,registered,turnout,invalid,blank,Vas,VIHR,KP (2016),SKE,EOP,FP,PP,LPVV,STL,PS,SKP,Korj,KaL,KD,KTP,SFP,Kok,SDP,Kesk.,Liik,Helminen,Sin,Aarnio,VS,Taskinen,Leppjoki,Paaki,Koskela,Markkula,AÅ,FÅ,Eckerman-Hartvik,RY,JL,Kuparinen,Vlimki,Hirvimki,asyl,Kuotesaho
FI_152,Isokyrö / Storkyro,3874,2665,5,0,62,63,40,0,0,1,7,0,22,588,3,22,4,153,0,25,538,315,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
FI_217,Kannus,4640,2978,20,0,57,101,7,0,0,2,4,5,12,606,2,16,1,123,1,13,116,495,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
FI_218,Karijoki / Bötom,1279,832,2,0,24,7,8,0,0,0,0,0,2,199,0,4,0,21,0,12,106,73,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_231,Kaskinen / Kaskö,1265,837,7,0,54,31,1,0,0,1,0,0,13,111,1,6,1,17,2,224,68,273,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_232,Kauhajoki,11250,7260,41,0,237,218,104,0,0,5,8,2,23,1639,3,36,3,165,0,27,899,590,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_233,Kauhava,13313,9459,37,0,132,115,68,0,0,3,8,8,64,2164,2,104,3,1114,0,52,1606,805,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0
FI_236,Kaustinen / Kaustby,3412,2404,15,0,41,113,14,0,0,1,1,5,12,532,1,25,1,112,1,28,187,176,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_272,Kokkola / Karleby,39309,26248,157,0,1266,1909,141,0,0,34,43,31,93,4952,9,158,20,2200,5,2277,2171,4857,5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
FI_280,Korsnäs,2017,1390,6,0,8,5,0,0,0,1,0,0,1,15,0,0,0,12,0,1282,6,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_287,Kristiinankaupunki / Kristinestad,6860,4259,26,0,96,72,5,0,0,3,6,2,18,392,2,14,2,153,1,2363,297,455,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_288,Kruunupyy / Kronoby,5613,3923,27,0,39,71,10,0,0,0,6,0,5,209,2,12,1,362,3,2582,99,290,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_300,Kuortane,3071,2178,8,0,20,64,13,0,0,0,3,1,6,524,0,22,3,148,1,6,499,133,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_301,Kurikka,17668,11965,55,0,480,717,62,0,0,7,15,6,58,3001,4,121,4,408,2,54,1915,1307,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0
FI_399,Laihia / Laihela,6268,4549,21,0,197,138,39,0,0,3,7,5,29,1329,3,28,2,163,2,109,793,739,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
FI_403,Lappajärvi,2611,1821,15,0,21,46,8,0,0,0,3,2,9,381,0,82,0,194,0,5,151,135,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_408,Lapua / Lappo,11320,8052,43,0,129,167,78,0,0,0,19,3,31,1698,3,104,6,503,0,25,2398,660,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_421,Lestijärvi,687,468,5,0,68,16,1,0,0,1,0,0,1,63,0,2,1,20,1,4,13,42,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_440,Luoto / Larsmo,3770,3005,9,0,22,14,0,0,0,0,0,1,1,49,1,0,0,1438,0,1165,29,245,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_475,Maalahti / Malax,5035,3580,14,0,36,18,4,0,0,0,0,1,0,87,2,1,0,57,1,3049,27,263,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_499,Mustasaari / Korsholm,16149,11794,49,0,217,248,18,0,0,1,14,4,12,917,3,9,3,386,2,7989,469,1313,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_545,Närpiö / Närpes,8767,5452,16,0,33,34,6,0,0,0,2,0,3,87,2,2,1,114,2,4833,22,269,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_599,Pedersören kunta,8562,6699,20,0,95,46,10,0,0,1,5,1,4,160,3,1,0,1571,0,4085,59,587,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_584,Perho,2096,1398,9,0,50,22,6,0,0,1,1,0,2,317,2,38,1,60,0,6,53,142,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_598,Pietarsaari / Jakobstad,16982,10894,75,0,939,346,15,0,0,7,17,4,17,971,3,23,2,930,2,5048,290,1944,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_743,Seinäjoki,50625,35810,161,0,878,2433,813,0,0,19,111,37,97,6755,17,375,37,2425,16,156,7772,4899,8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,116,0,0,0
FI_759,Soini,1817,1134,4,0,22,23,3,0,0,0,1,1,3,267,0,93,0,117,0,2,79,68,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
FI_846,Teuva / Östermark,4500,3091,28,0,357,42,18,0,0,0,0,1,16,579,0,15,0,98,4,21,491,211,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_849,Toholampi,2737,1822,9,0,37,33,5,0,0,0,2,2,4,297,0,6,0,37,0,2,45,144,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_893,Uusikaarlepyy / Nykarleby,6501,4456,15,0,73,44,2,0,0,3,0,0,4,120,2,2,2,288,0,3427,40,406,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_905,Vaasa / Vasa,57270,38998,195,0,1835,2545,128,0,0,28,147,70,119,6697,31,89,9,1364,11,10590,5040,8609,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0
FI_924,Veteli / Vetil,2674,1808,15,0,20,52,3,0,0,0,1,3,7,478,1,42,0,116,0,21,102,152,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_934,Vimpeli,2528,1752,14,0,114,41,2,0,0,1,0,1,3,312,3,265,1,119,0,9,99,171,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_946,Vöyri / Vörå,5866,4060,24,0,46,43,6,0,0,0,4,1,2,130,3,3,0,138,1,3319,48,244,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
FI_989,Ähtäri / Etseri,4939,3168,30,0,84,84,15,0,0,1,3,0,2,529,3,19,6,152,1,4,309,662,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_077,Hankasalmi,4200,2713,13,0,236,121,9,2,3,1,6,0,17,654,3,13,0,115,1,0,168,422,888,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_172,Joutsa,3891,2578,25,0,87,127,2,0,4,2,16,0,4,617,2,16,0,118,1,0,313,396,806,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_179,Jyväskylä,116020,80892,418,0,6899,13578,166,26,96,163,999,0,144,12185,251,377,0,4536,18,0,12197,14860,11700,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0
FI_182,Jämsä,17563,11772,64,0,736,509,64,2,10,9,46,0,22,2708,19,62,0,410,7,0,1359,2921,1734,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
FI_216,Kannonkoski,1212,761,7,0,23,34,2,0,1,0,0,0,2,162,1,4,0,16,1,0,53,163,289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_226,Karstula,3656,2337,20,0,55,59,2,0,1,2,4,0,10,511,1,6,0,145,0,0,235,365,907,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_249,Keuruu,8334,5531,30,0,258,373,15,1,5,1,17,0,6,1105,8,21,0,466,2,0,621,1082,1423,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_256,Kinnula,1493,945,9,0,41,3,0,0,0,1,2,0,1,180,0,0,0,21,1,0,54,118,505,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_265,Kivijärvi,1042,654,3,0,10,7,1,0,0,0,0,0,2,109,0,4,0,24,0,0,30,110,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_275,Konnevesi,2291,1564,5,0,147,66,3,1,1,0,5,0,2,348,2,2,0,88,0,0,91,233,547,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_291,Kuhmoinen,2067,1331,7,0,45,50,2,1,3,1,6,0,1,287,2,6,0,103,1,0,223,245,313,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
FI_312,Kyyjärvi,1200,798,6,0,19,24,0,0,0,1,2,0,3,152,0,0,0,51,0,0,28,67,440,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_410,Laukaa,14076,9804,64,0,693,722,16,6,9,5,36,0,65,2103,10,60,0,585,2,0,1054,1795,2321,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
FI_435,Luhanka,643,465,5,0,10,13,0,0,0,0,0,0,0,103,0,1,0,12,0,0,118,57,143,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_495,Multia,1358,940,8,0,60,45,2,1,0,1,4,0,0,152,0,4,0,48,1,0,39,118,447,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_500,Muurame,7610,5696,23,0,326,562,16,3,5,7,18,0,10,1049,8,27,0,297,1,0,994,1227,952,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
FI_592,Petäjävesi,3051,2079,14,0,120,154,8,0,5,2,9,0,7,469,1,10,0,131,0,0,179,367,547,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
FI_601,Pihtipudas,3519,2131,12,0,130,49,2,2,2,0,3,0,22,450,2,9,0,52,0,0,126,391,862,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_729,Saarijärvi,8124,5299,21,0,240,220,9,3,3,2,14,0,5,920,8,14,0,452,3,0,327,977,2020,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
FI_850,Toivakka,1903,1348,5,0,66,77,1,2,1,2,1,0,3,274,1,7,0,119,1,0,127,251,384,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_892,Uurainen,2685,1929,8,0,86,70,7,0,1,0,5,0,4,517,3,7,0,140,0,0,139,369,541,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_931,Viitasaari,5632,3569,25,0,186,153,5,1,8,3,11,0,11,854,16,11,0,278,1,0,278,748,944,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_992,Äänekoski,15765,10101,70,0,2208,623,18,5,10,7,35,0,48,1942,6,44,0,567,6,0,954,1919,1531,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
FI_009,Alavieska,2059,1395,6,0,64,44,1,2,0,1,1,0,1,351,0,3,1,76,0,3,56,62,674,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41
FI_069,Haapajärvi,6064,3661,19,0,136,152,4,0,0,0,7,0,8,737,2,12,0,97,0,4,203,922,1301,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37
FI_071,Haapavesi,5451,3460,22,0,415,101,9,2,0,1,9,0,7,734,3,66,5,64,0,2,200,197,1545,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63
FI_072,Hailuoto / Karlö,841,608,6,0,75,36,2,1,0,1,0,0,1,108,0,2,1,10,0,1,76,65,203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
FI_105,Hyrynsalmi,2195,1217,9,0,218,20,13,2,0,1,2,0,3,267,0,5,1,23,0,1,40,106,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FI_139,Ii,7500,4990,23,0,856,238,11,6,0,3,5,1,69,1115,2,66,3,47,1,6,376,477,1580,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62
FI_205,Kajaani / Kajana,30388,19528,111,0,3812,1671,244,4,0,32,89,18,28,4213,14,80,6,361,5,18,1839,2310,4399,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,146
FI_208,Kalajoki,10083,6803,42,0,554,316,28,2,0,10,19,1,24,1342,4,36,1,290,0,11,694,522,2775,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96
FI_244,Kempele,12993,9663,59,0,895,574,24,3,0,13,29,1,25,2074,1,72,12,238,0,16,1318,1156,2931,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,155
FI_290,Kuhmo,7382,4602,37,0,503,167,30,0,0,2,7,0,7,838,2,25,0,184,1,1,172,416,2188,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
FI_305,Kuusamo,13539,8121,59,0,272,899,15,6,0,10,17,3,18,1192,1,27,2,66,3,7,511,866,4026,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54
FI_317,Kärsämäki,2193,1385,8,0,79,33,2,0,0,0,12,0,4,339,3,10,0,29,0,2,63,135,644,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FI_425,Liminka / Limingo,6336,4626,21,0,396,305,16,1,0,7,6,4,12,968,2,44,1,110,4,6,482,337,1747,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,124
FI_436,Lumijoki,1387,978,3,0,109,37,2,0,0,0,2,1,1,163,0,43,3,17,0,0,53,69,448,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
FI_483,Merijärvi,909,605,6,0,36,18,5,0,0,0,0,1,5,113,2,3,0,15,0,0,11,13,360,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
FI_494,Muhos,6662,4381,17,0,655,223,13,0,0,5,15,2,10,1145,1,123,1,71,1,4,287,335,1374,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,70
FI_535,Nivala,8172,5573,34,0,204,193,10,2,0,1,4,2,26,1535,1,20,5,126,2,4,232,361,2716,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59
FI_563,Oulainen,6119,4083,16,0,421,153,11,2,0,6,9,1,19,869,1,16,1,327,1,3,227,390,1476,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105
FI_564,Oulu / Uleåborg,162416,112346,554,0,15401,12831,179,24,0,236,906,231,345,22057,56,894,119,2240,19,303,17958,12431,23065,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1313
FI_578,Paltamo,2930,1857,7,0,336,84,15,2,0,2,2,1,2,326,1,5,2,50,0,2,67,150,780,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
FI_615,Pudasjärvi,6884,4098,45,0,310,160,8,4,0,4,8,0,19,863,1,24,3,44,3,3,172,334,2042,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36
FI_620,Puolanka,2449,1444,15,0,265,50,14,9,0,4,2,1,10,256,1,2,0,26,0,1,62,95,612,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
FI_625,Pyhäjoki,2624,1786,13,0,251,77,27,1,0,1,5,0,6,323,0,3,3,47,2,1,81,111,746,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74
FI_626,Pyhäjärvi,4573,2801,18,0,787,62,1,2,0,4,8,0,12,478,1,8,0,98,1,1,98,223,960,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
FI_630,Pyhäntä,1172,810,7,0,39,22,1,1,0,0,4,0,2,169,2,0,1,16,0,0,41,108,366,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
FI_678,Raahe / Brahestad,19696,13253,90,0,2720,463,43,1,0,13,11,3,42,2506,4,35,12,300,1,5,723,1462,4047,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,624
FI_691,Reisjärvi,2288,1474,11,0,81,30,4,0,0,1,0,0,13,268,0,10,1,37,0,2,58,105,827,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FI_697,Ristijärvi,1151,744,5,0,108,35,8,1,0,0,0,0,2,135,1,2,0,17,0,2,53,43,326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
FI_746,Sievi,3681,2432,12,0,119,95,4,1,0,1,3,3,12,585,2,9,4,67,0,1,78,117,1282,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
FI_748,Siikajoki,4134,2821,5,0,246,65,10,3,0,0,4,1,11,527,1,14,4,29,0,2,131,237,1206,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,306
FI_791,Siikalatva,4537,2884,13,0,246,65,6,1,0,0,9,0,24,596,6,21,3,46,1,3,95,312,1330,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90
FI_765,Sotkamo,8573,5502,53,0,831,273,212,1,0,9,14,1,20,1012,0,17,4,121,0,3,504,417,1933,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42
FI_777,Suomussalmi,7271,4231,30,0,1132,122,26,1,0,1,2,1,11,886,5,11,3,71,1,5,273,181,1416,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44
FI_832,Taivalkoski,3545,2160,20,0,125,87,18,1,0,1,3,0,11,465,6,14,0,23,0,1,72,357,912,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
FI_859,Tyrnävä,4359,3147,26,0,266,112,5,1,0,4,9,4,5,688,0,19,2,47,0,1,186,217,1447,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,83
FI_889,Utajärvi,2325,1422,13,0,196,53,1,1,0,1,3,0,8,425,1,26,3,8,0,0,52,137,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
FI_785,Vaala,2546,1544,19,0,267,54,2,1,0,2,0,2,4,336,0,15,0,26,1,1,53,144,571,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
FI_977,Ylivieska,11685,7901,24,0,394,456,17,3,0,6,18,6,20,1767,7,19,6,264,0,6,785,668,3249,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,144
FI_047,Enontekiö / Enontekis,1865,1062,11,0,50,95,0,0,0,1,1,0,5,160,0,4,0,36,0,3,154,134,402,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_148,Inari / Enare,6263,3912,33,0,495,549,0,0,0,3,5,0,20,585,3,12,1,63,2,12,453,527,1093,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_240,Kemi,18971,11467,80,0,2988,581,0,0,0,7,35,0,78,2254,47,32,5,83,11,7,823,2685,1547,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_320,Kemijärvi,7459,4203,32,0,824,191,0,0,0,3,2,0,10,677,4,56,1,148,0,1,332,437,1455,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_241,Keminmaa,6796,4550,38,0,673,232,0,0,0,2,9,0,42,1057,6,13,10,38,2,3,386,547,1362,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_261,Kittilä,5600,3495,24,0,711,444,0,0,0,6,8,0,66,440,3,19,0,29,1,7,393,280,994,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_273,Kolari,3745,2244,32,0,586,325,0,0,0,2,1,0,24,271,8,4,0,18,1,2,149,206,590,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_498,Muonio,2093,1248,9,0,125,119,0,0,0,1,1,0,18,162,1,5,1,27,3,1,213,186,362,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_583,Pelkosenniemi,1075,625,6,0,114,100,0,0,0,0,1,0,1,95,0,5,0,8,0,0,40,46,188,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_854,Pello,3717,2303,18,0,397,110,0,0,0,6,0,0,15,438,3,8,0,20,4,1,157,250,861,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_614,Posio,3246,1876,22,0,151,81,0,0,0,0,2,0,21,213,2,13,0,20,0,4,92,224,1009,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_683,Ranua,3349,1982,6,0,92,65,0,0,0,2,6,0,21,311,0,8,1,21,0,2,129,155,1132,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_698,Rovaniemi,53085,35024,184,0,3301,4943,0,0,0,71,173,0,193,5522,38,217,3,367,6,26,6117,5078,7924,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_732,Salla,3945,2039,22,0,431,77,0,0,0,1,3,0,5,286,2,18,0,18,0,1,116,149,904,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_742,Savukoski,936,682,4,0,165,48,0,0,0,1,0,0,3,105,0,1,0,6,0,0,45,21,265,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_751,Simo,2600,1817,12,0,239,48,0,0,0,1,2,0,7,469,3,6,0,7,0,3,79,180,738,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_758,Sodankylä,7715,4850,32,0,575,735,0,0,0,3,7,0,20,642,6,20,1,42,0,3,392,396,1718,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_845,Tervola,2930,1724,22,0,304,80,0,0,0,1,2,0,27,331,1,7,3,13,0,4,69,135,714,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_851,Tornio / Torneå,19773,12087,78,0,1355,705,0,0,0,10,20,0,73,2689,18,27,3,73,4,8,898,1425,4546,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_890,Utsjoki,1241,749,5,0,68,78,0,0,0,0,0,0,2,97,1,3,0,21,0,21,86,160,199,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_976,Ylitornio / Övertorneå,4655,2557,19,0,484,100,0,0,0,0,2,0,16,356,4,5,1,19,1,3,120,258,1142,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
