gisco_id,name,registered,turnout,invalid,blank,VIHR,KTP,SKP,Vas,Kok,SDP,M11,PS,SFP,PP,KD,KA,Kesk.,SSP,STP,SR,Helminen,Korhonen,Laajola,Lönnroth,Marttunen,Nikoskinen,Salminen,YS,Alliansen,ÅS,Valjakka,Kotajärvi,Simonen,Toivanen,Niskanen
FI_831,Taipalsaari,3800,2681,14,0,112,9,0,46,583,549,6,591,0,3,137,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_935,Virolahti,2873,1920,13,0,38,2,0,35,187,305,2,373,0,2,48,0,912,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_046,Enonkoski,1370,955,7,0,46,0,0,6,55,249,0,136,0,2,48,0,403,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_090,Heinävesi,3368,2207,14,0,85,1,0,85,217,561,1,416,0,6,192,0,625,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_097,Hirvensalmi,2076,1314,15,0,42,1,2,6,173,267,2,258,0,1,52,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_171,Joroinen,4434,2781,24,0,115,0,1,70,276,624,3,640,0,9,107,0,910,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_178,Juva,5861,3838,21,0,185,1,2,55,400,715,4,713,0,9,142,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_213,Kangasniemi,5152,3250,24,0,100,1,1,52,266,477,2,877,0,8,155,0,1283,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_246,Kerimäki,4637,3097,30,0,469,1,1,72,256,703,3,529,0,4,145,0,880,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_491,Mikkeli,40191,26399,167,0,2205,11,28,432,4998,6206,59,5797,0,119,1133,0,5229,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_507,Mäntyharju,5487,3490,24,0,127,3,16,34,442,811,7,703,0,6,123,0,1191,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_588,Pertunmaa,1627,1084,8,0,42,0,2,17,76,126,1,214,0,0,25,0,572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_593,Pieksämäki,16852,10323,76,0,444,2,3,450,1247,2432,6,2272,0,31,416,0,2935,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_618,Punkaharju,3164,2044,21,0,183,0,0,35,193,582,0,364,0,3,97,0,565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_623,Puumala,2222,1521,10,0,75,0,0,13,233,284,1,301,0,3,56,0,544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_681,Rantasalmi,3395,2235,16,0,104,4,0,49,203,456,0,412,0,1,58,0,926,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_696,Ristiina,3963,2621,10,0,149,0,2,42,405,534,5,567,0,6,120,0,778,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_740,Savonlinna,23397,15183,129,0,1477,3,15,394,2173,4596,17,2747,0,33,823,0,2764,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_768,Sulkava,2538,1696,10,0,72,1,1,42,176,361,0,319,0,2,64,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_140,Iisalmi,18377,11550,44,0,426,4,56,1110,1826,1570,21,2806,0,0,529,20,3118,0,6,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_174,Juankoski,4385,2745,11,0,55,1,5,206,210,469,4,670,0,0,92,0,1019,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_204,Kaavi,2844,1630,7,0,25,2,2,101,198,313,6,385,0,0,70,1,517,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_239,Keitele,2213,1498,9,0,20,0,7,95,124,240,16,300,0,0,58,5,621,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_263,Kiuruvesi,7616,4787,23,0,77,0,10,694,581,265,9,989,0,0,130,13,1988,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_297,Kuopio,79907,52425,236,0,4869,17,166,4019,11247,9952,257,10260,0,0,1765,44,9425,0,24,66,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
FI_402,Lapinlahti,8525,5251,17,0,169,3,24,423,393,523,9,1299,0,0,259,10,2109,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_420,Leppävirta,8685,5793,23,0,136,3,7,368,631,1360,14,1124,0,0,178,0,1929,0,3,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_476,Maaninka,3070,1980,10,0,89,0,2,99,212,263,2,490,0,0,58,1,749,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_534,Nilsiä,5437,3336,15,0,90,1,3,198,361,298,13,677,0,0,542,0,1132,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
FI_595,Pielavesi,4302,2805,15,0,52,1,7,238,153,249,44,670,0,0,72,1,1302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_686,Rautalampi,2896,1833,4,0,41,0,3,211,189,276,7,327,0,0,80,1,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FI_687,Rautavaara,1666,995,6,0,17,0,5,135,42,98,1,332,0,0,126,0,231,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_749,Siilinjärvi,15938,10901,46,0,571,6,17,769,1892,1893,38,2542,0,0,399,7,2700,0,5,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
FI_762,Sonkajärvi,3979,2538,8,0,74,0,48,175,194,309,5,692,0,0,162,2,863,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_778,Suonenjoki,6376,3846,19,0,111,4,5,301,412,648,19,807,0,0,172,7,1339,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_844,Tervo,1518,973,2,0,33,1,3,45,81,141,3,241,0,0,23,1,397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FI_857,Tuusniemi,2458,1522,7,0,28,1,8,182,162,173,5,354,0,0,55,0,545,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_915,Varkaus,19174,12073,67,0,262,1,16,1482,2340,4580,23,1804,0,0,292,6,1155,0,7,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
FI_921,Vesanto,2090,1356,3,0,24,2,0,54,126,305,0,212,0,0,24,1,604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_925,Vieremä,3303,2117,13,0,37,1,17,187,187,155,8,518,0,0,54,12,927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_146,Ilomantsi,5122,3220,16,0,80,3,4,129,157,698,3,684,0,4,80,0,1356,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_167,Joensuu,60402,39308,191,0,3394,10,150,2058,5217,10908,172,8232,0,205,918,0,7756,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
FI_176,Juuka,4742,2833,10,0,55,0,18,101,230,672,1,699,0,6,110,0,929,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_248,Kesälahti,2018,1269,8,0,32,0,1,24,116,243,1,325,0,4,51,0,461,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_260,Kitee,7717,4595,24,0,98,1,4,81,407,1013,8,916,0,13,396,0,1611,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
FI_276,Kontiolahti,10103,6905,25,0,340,2,13,194,869,1811,18,1835,0,16,139,0,1635,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_422,Lieksa,11263,7043,48,0,96,0,18,253,579,2639,9,1694,0,17,140,0,1545,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_426,Liperi,9476,6438,26,0,229,2,25,136,591,1275,11,1802,0,13,174,0,2136,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
FI_541,Nurmes,7240,4348,29,0,85,2,22,94,262,1202,7,1049,0,6,139,0,1444,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_309,Outokumpu,6302,3737,25,0,103,1,14,364,285,951,8,976,0,11,84,0,904,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
FI_607,Polvijärvi,4026,2578,14,0,88,0,5,53,148,487,4,644,0,3,74,0,1056,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_707,Rääkkylä,2162,1415,8,0,42,1,2,21,57,194,0,536,0,4,49,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
FI_848,Tohmajärvi,4203,2670,15,0,55,1,3,96,198,629,3,584,0,2,92,0,951,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
FI_911,Valtimo,2122,1275,10,0,24,2,4,52,34,299,1,276,0,2,35,0,533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_005,Alajärvi,8385,6025,17,0,44,1,3,144,510,295,0,2084,9,9,552,0,2343,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_010,Alavus,7657,4909,23,0,61,2,13,120,816,549,3,999,4,19,231,0,2049,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_052,Evijärvi,2305,1614,12,0,9,0,1,51,123,108,1,354,14,2,106,0,831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_074,Halsua,1152,776,3,0,4,0,1,6,17,35,0,224,3,2,66,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_145,Ilmajoki,9365,6620,26,0,80,2,2,100,1650,920,1,1311,9,7,263,0,2241,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_151,Isojoki,2200,1302,9,0,9,0,2,25,244,84,0,292,3,1,37,0,595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_152,Isokyrö,4177,2802,5,0,41,1,1,81,587,344,2,589,9,9,158,0,966,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_164,Jalasjärvi,6888,4661,27,0,30,0,0,125,788,402,1,1086,8,6,153,0,2023,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_217,Kannus,4758,2982,16,0,45,0,2,61,248,422,4,591,9,7,126,0,1448,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_218,Karijoki,1451,990,4,0,6,0,1,15,256,64,1,186,7,0,14,0,435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_231,Kaskinen,1399,963,7,0,19,0,0,61,107,330,0,137,243,0,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_232,Kauhajoki,11955,7690,44,0,74,1,6,170,915,680,2,1679,18,17,172,0,3907,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_233,Kauhava,14254,9977,37,0,64,1,4,219,2069,741,2,2065,23,25,763,0,3939,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_236,Kaustinen,3502,2480,12,0,35,0,0,30,115,174,0,765,32,6,115,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_272,Kokkola,38137,25229,153,0,589,2,30,1242,2452,5201,18,4319,2482,65,2516,0,6095,10,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FI_280,Korsnäs,2097,1437,5,0,3,0,1,5,5,93,0,15,1273,4,18,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FI_287,Kristiinankaupunki,7296,4602,24,0,33,0,3,94,878,371,1,368,2270,5,120,0,428,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_288,Kruunupyy,5698,4179,27,0,26,1,3,20,51,320,0,190,3097,6,233,0,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
FI_300,Kuortane,3354,2339,13,0,31,2,1,49,424,164,0,465,3,3,183,0,996,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_301,Kurikka,12167,8195,50,0,91,1,6,346,1304,923,5,2497,23,17,271,0,2640,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_399,Laihia,6263,4501,13,0,44,1,3,268,820,620,3,1216,35,5,158,0,1304,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_403,Lappajärvi,2990,2108,11,0,21,1,2,26,163,149,0,510,7,4,311,0,899,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_408,Lapua,11464,8170,39,0,75,1,1,165,2583,779,4,1439,17,18,907,0,2119,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_421,Lestijärvi,774,515,2,0,8,0,1,46,25,54,0,81,1,3,23,0,269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_440,Luoto,3306,2629,11,0,11,0,2,20,24,361,0,74,976,2,1119,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
FI_475,Maalahti,5092,3552,18,0,10,0,2,29,33,276,2,89,2922,3,103,0,54,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
FI_499,Mustasaari,15592,11267,46,0,107,0,5,353,651,1130,2,758,7577,27,384,0,195,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
FI_545,Närpiö,9084,5416,46,0,11,0,0,67,39,379,2,90,4518,5,189,0,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
FI_599,Pedersören kunta,8290,6367,34,0,24,1,10,42,41,617,0,207,3755,10,1520,0,93,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
FI_584,Perho,2184,1396,10,0,5,0,1,55,62,163,0,279,4,2,36,0,776,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_598,Pietarsaari,17167,11276,67,0,127,1,16,671,344,2349,2,1634,4542,24,947,0,478,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
FI_743,Seinäjoki,46012,31951,133,0,778,11,13,765,8364,5797,23,6042,74,102,2088,0,7632,110,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FI_759,Soini,2038,1301,6,0,3,1,1,17,95,56,0,451,1,3,111,0,555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_846,Teuva,5125,3557,20,0,29,2,2,257,674,270,0,614,7,4,135,0,1537,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_849,Toholampi,3005,1994,12,0,17,1,1,21,87,179,0,342,4,2,40,0,1285,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_863,Töysä,2489,1590,4,0,15,0,4,26,153,120,0,357,2,5,79,0,823,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_893,Uusikaarlepyy,6600,4499,12,0,25,0,3,67,30,1117,0,91,2861,3,207,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
FI_905,Vaasa,50636,33916,138,0,826,5,76,3042,6394,6664,28,5442,8255,162,1329,0,1364,137,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
FI_924,Veteli,2895,2042,6,0,12,0,2,20,67,158,3,810,15,6,85,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_934,Vimpeli,2767,2021,10,0,17,1,1,163,124,95,1,982,0,3,90,0,530,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_942,Vähäkyrö,3749,2550,15,0,30,0,1,134,462,396,1,744,39,5,97,0,615,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_946,Vöyri,6064,4052,17,0,19,1,6,52,68,331,2,157,3161,8,139,0,77,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
FI_989,Ähtäri,5480,3646,23,0,38,3,2,50,245,477,0,695,9,2,132,0,1964,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_077,Hankasalmi,4635,3019,17,0,70,1,12,235,273,418,1,802,0,10,123,0,1048,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_172,Joutsa,4265,2708,18,0,56,0,3,106,403,420,4,516,0,8,235,0,930,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_179,Jyväskylä,106898,72891,326,0,7235,11,606,7428,13075,15470,134,11857,0,838,4612,0,11093,175,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_182,Jämsä,18790,11983,80,0,563,6,42,1096,1492,3029,7,2410,0,167,532,0,2445,100,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_216,Kannonkoski,1392,847,4,0,12,0,1,29,69,172,2,169,0,5,31,0,351,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_226,Karstula,3982,2499,14,0,25,0,3,34,237,700,1,387,0,8,172,0,915,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_249,Keuruu,9021,6097,37,0,135,1,11,218,832,1209,52,1162,0,22,379,0,1998,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_256,Kinnula,1670,1096,6,0,10,0,5,40,160,143,1,131,0,1,18,0,580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_265,Kivijärvi,1201,771,4,0,6,1,1,10,41,138,1,99,0,2,10,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_275,Konnevesi,2499,1653,12,0,36,2,3,139,132,288,1,338,0,5,109,0,586,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_291,Kuhmoinen,2291,1467,13,0,28,1,2,53,231,297,3,315,0,3,84,0,421,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_312,Kyyjärvi,1348,848,7,0,5,0,0,23,102,99,0,126,0,3,63,0,419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_410,Laukaa,13710,9338,59,0,417,2,26,756,1316,1858,8,2075,0,41,574,0,2174,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_435,Luhanka,725,520,7,0,3,0,1,12,84,85,0,119,0,1,10,0,197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_495,Multia,1583,1030,5,0,22,0,3,63,73,162,2,185,0,2,65,0,446,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_500,Muurame,6836,4923,24,0,230,0,29,405,859,1010,3,907,0,22,412,0,1016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_592,Petäjävesi,3166,2120,10,0,109,0,2,121,252,327,4,482,0,12,175,0,624,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_601,Pihtipudas,3845,2307,6,0,28,0,4,120,320,530,4,337,0,3,59,0,894,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_729,Saarijärvi,8944,5464,21,0,126,2,11,283,744,964,1,997,0,19,396,0,1889,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_850,Toivakka,1967,1328,3,0,32,0,0,76,133,228,2,307,0,2,141,0,401,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_892,Uurainen,2545,1718,8,0,40,1,3,73,130,263,1,445,0,5,271,0,472,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_931,Viitasaari,6256,3890,39,0,101,1,8,213,383,1009,3,646,0,12,213,0,1250,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_992,Äänekoski,16581,10694,58,0,312,6,26,1833,953,2678,4,2121,0,44,887,0,1755,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_009,Alavieska,2159,1426,3,0,45,0,1,54,39,89,0,231,2,1,115,0,844,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_069,Haapajärvi,6306,3689,19,0,68,2,4,176,165,355,7,724,4,8,102,1,2046,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_071,Haapavesi,5877,3644,24,0,80,0,10,342,165,235,11,615,7,5,149,0,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_072,Hailuoto,884,611,2,0,23,0,3,103,75,65,0,105,1,0,15,0,218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_084,Haukipudas,13842,8907,37,0,388,1,12,1613,985,1219,24,1928,11,20,187,4,2471,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_105,Hyrynsalmi,2499,1401,8,0,19,0,1,299,47,78,0,337,1,2,43,4,560,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_139,Ii,7109,4576,29,0,136,2,12,907,336,489,43,1001,6,9,65,1,1537,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_205,Kajaani,30777,19596,87,0,508,9,61,3791,2660,2320,32,4490,12,60,493,65,4927,0,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_208,Kalajoki,10204,6860,33,0,502,11,5,560,474,487,14,1100,3,18,293,2,3356,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_244,Kempele,11211,7963,31,0,390,3,5,871,1142,1035,10,1601,22,19,241,5,2576,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_255,Kiiminki,8801,6003,25,0,276,4,2,722,894,600,18,1598,9,13,126,3,1709,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_290,Kuhmo,8147,4937,26,0,95,1,4,703,292,846,7,1184,0,2,194,4,1541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
FI_305,Kuusamo,14181,8562,38,0,182,4,5,383,756,824,9,1390,7,19,90,5,4846,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_317,Kärsämäki,2398,1555,15,0,27,0,2,87,40,91,8,358,0,3,43,2,878,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_425,Liminka,5579,3796,11,0,149,4,3,351,466,414,10,778,5,4,105,2,1491,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_436,Lumijoki,1385,927,4,0,32,1,3,102,66,66,1,190,0,0,32,1,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_483,Merijärvi,993,660,1,0,13,0,0,23,7,14,0,77,0,0,21,0,503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_494,Muhos,6566,4162,18,0,134,14,5,680,347,353,6,1137,2,5,69,2,1387,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_535,Nivala,8366,5425,15,0,114,2,2,223,288,413,12,1030,0,9,171,3,3115,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_563,Oulainen,6385,4161,26,0,110,1,5,351,505,507,9,637,3,8,232,1,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_564,Oulu,115984,76589,376,0,6696,35,110,12438,14004,10039,521,14219,294,392,2164,51,15190,0,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FI_567,Oulunsalo,6517,4697,27,0,300,1,2,510,742,414,8,1004,13,14,109,4,1547,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_578,Paltamo,3268,2017,10,0,23,0,2,359,80,180,2,409,1,2,52,1,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_615,Pudasjärvi,7506,4373,29,0,108,4,5,475,190,217,7,1430,5,5,58,1,1836,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_620,Puolanka,2754,1660,10,0,33,4,3,352,86,62,0,393,0,1,40,1,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_625,Pyhäjoki,2816,1910,11,0,166,1,1,291,95,106,1,287,2,4,117,1,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_626,Pyhäjärvi,5135,3099,11,0,50,0,6,225,120,730,5,630,1,10,114,2,1193,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_630,Pyhäntä,1231,797,2,0,19,1,0,49,49,43,3,177,0,0,22,2,428,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_678,Raahe,17771,11374,58,0,339,3,18,2894,1019,1366,26,2165,10,29,389,3,3045,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FI_691,Reisjärvi,2436,1504,9,0,21,2,2,92,67,86,3,285,0,3,22,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_697,Ristijärvi,1329,863,3,0,9,4,0,132,65,52,0,173,0,5,19,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_746,Sievi,3828,2486,11,0,45,2,2,161,104,133,4,544,1,2,51,2,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_748,Siikajoki,4403,2767,8,0,77,1,6,314,176,164,4,634,3,6,48,2,1318,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FI_791,Siikalatva,5129,3165,21,0,119,2,3,296,76,187,6,518,0,4,40,3,1888,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_765,Sotkamo,8763,5602,34,0,96,2,9,1143,588,379,6,1078,7,14,152,8,2076,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FI_777,Suomussalmi,8138,4744,13,0,42,1,3,1719,248,149,4,973,2,9,109,5,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FI_832,Taivalkoski,3745,2343,9,0,58,1,3,87,91,315,2,503,1,8,23,1,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_859,Tyrnävä,4178,2815,16,0,80,0,3,300,182,157,2,541,1,9,33,3,1486,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_889,Utajärvi,2517,1532,9,0,31,2,1,159,78,136,0,504,0,2,15,0,593,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_785,Vaala,2891,1775,17,0,33,2,0,277,113,128,0,463,2,23,43,1,669,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_926,Vihanti,2535,1630,10,0,35,2,3,260,71,120,5,317,0,3,41,0,762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_972,Yli-Ii,1719,1094,2,0,21,0,2,132,34,49,1,212,0,1,11,1,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
