gisco_id,name,registered,turnout,invalid,blank,Kesk.,Vas,Kok,VIHR,SFP,SKP,SDP,PS,M11,KaL,KA,KD,STP,KTP,PP,Helminen,Katajisto,Kreisler,Leinonen,Punto,Sjöström,Yilmaz,Tikka,Vähkängas,Leppjoki,ÅS,L,PSY,Valitsijayhdistys,Toivanen,Hintikka,Poikalainen
FI_849,Toholampi,2900,1869,17,0,1251,59,59,20,4,2,158,252,3,6,0,34,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_893,Uusikaarlepyy / Nykarleby,6572,4347,23,0,64,55,54,22,2931,1,855,120,2,2,0,206,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
FI_905,Vaasa / Vasa,56459,36636,160,0,2516,1610,5754,1728,10281,55,5990,6752,31,156,0,1315,15,7,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
FI_924,Veteli / Vetil,2813,1846,9,0,986,16,68,18,15,0,133,429,1,13,0,151,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_934,Vimpeli,2673,1931,4,0,936,106,73,17,6,1,107,566,2,19,0,87,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_946,Vöyri / Vörå,6037,3995,13,0,116,50,74,30,3134,4,225,156,4,8,0,171,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
FI_989,Ähtäri / Etseri,5269,3310,16,0,2035,61,250,51,10,2,315,363,0,54,0,142,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_077,Hankasalmi,4449,2883,14,0,1190,203,152,120,0,7,375,720,2,11,0,77,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_172,Joutsa,4119,2667,11,0,1030,71,342,96,0,7,367,559,3,0,0,167,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FI_179,Jyväskylä,111150,75858,283,0,14936,5658,12341,10330,0,491,14298,12745,48,194,0,3430,10,15,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33
FI_182,Jämsä,18312,11695,61,0,2697,863,1537,535,0,23,3062,2485,5,23,0,355,3,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_216,Kannonkoski,1302,837,4,0,422,23,56,18,0,1,127,168,0,1,0,12,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_226,Karstula,3817,2447,15,0,1169,28,184,34,0,2,443,445,0,7,0,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_249,Keuruu,8698,5762,20,0,2344,189,644,242,0,11,978,936,1,16,0,356,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_256,Kinnula,1602,1047,5,0,662,36,58,11,0,1,116,149,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_265,Kivijärvi,1147,731,5,0,476,3,21,5,0,3,113,93,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_275,Konnevesi,2415,1634,6,0,677,102,95,46,0,1,217,347,0,5,0,131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FI_291,Kuhmoinen,2171,1401,8,0,462,27,215,52,0,2,255,317,1,2,0,53,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_312,Kyyjärvi,1260,807,3,0,479,20,55,14,0,0,73,117,0,0,0,44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_410,Laukaa,14009,9616,44,0,2764,562,1123,725,0,19,1618,2181,3,33,0,494,3,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
FI_435,Luhanka,673,508,4,0,206,7,103,11,0,0,66,94,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_495,Multia,1477,998,10,0,567,48,38,41,0,2,118,139,0,5,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_500,Muurame,7229,5277,19,0,1334,256,793,400,0,14,1069,1140,4,9,0,218,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FI_592,Petäjävesi,3161,2142,6,0,721,104,185,116,0,3,369,522,1,17,0,88,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_601,Pihtipudas,3634,2359,9,0,1050,84,136,17,0,1,691,341,0,2,0,22,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_729,Saarijärvi,8607,5532,23,0,2556,190,475,165,0,13,736,1083,7,17,0,249,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_850,Toivakka,1950,1312,8,0,442,53,126,51,0,0,200,316,0,1,0,112,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_892,Uurainen,2619,1873,4,0,684,64,130,65,0,5,263,586,0,4,0,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_931,Viitasaari,6013,3942,25,0,1646,125,217,132,0,7,751,874,2,6,0,142,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_992,Äänekoski,16362,10578,50,0,2215,1429,750,373,0,26,2405,2785,9,22,0,468,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
FI_009,Alavieska,2147,1446,6,0,1000,48,36,52,3,0,55,219,1,4,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_069,Haapajärvi,6249,3524,22,0,1940,148,201,103,10,4,363,641,10,14,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_071,Haapavesi,5657,3524,12,0,2196,263,134,122,7,11,181,535,7,7,0,44,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_072,Hailuoto / Karlö,884,634,4,0,291,61,75,22,7,3,64,98,1,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_105,Hyrynsalmi,2345,1338,7,0,741,172,56,19,2,2,96,204,1,6,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_139,Ii,7267,4760,18,0,1961,792,347,244,28,13,418,893,6,8,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_205,Kajaani / Kajana,30807,18923,95,0,6330,2545,2321,1146,40,75,2334,3570,46,49,0,269,0,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_208,Kalajoki,10255,6971,35,0,3756,475,539,844,15,10,342,784,26,33,0,97,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_244,Kempele,12059,8715,33,0,3935,791,1190,415,50,10,765,1330,21,53,0,98,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_290,Kuhmo,7828,4771,25,0,2606,367,226,124,9,13,428,822,3,8,0,136,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_305,Kuusamo,13929,8646,55,0,5547,190,588,773,42,10,504,860,10,8,0,50,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_317,Kärsämäki,2255,1424,15,0,861,73,58,26,5,1,82,254,28,4,0,5,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_425,Liminka / Limingo,6066,4251,10,0,2134,347,411,231,33,5,309,707,10,8,0,30,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_436,Lumijoki,1417,937,6,0,545,75,60,35,4,2,49,144,1,3,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_483,Merijärvi,947,628,3,0,461,23,14,17,0,0,18,80,0,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_494,Muhos,6635,4322,11,0,1770,550,286,170,15,6,312,1127,13,17,0,30,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_535,Nivala,8285,5525,18,0,3651,128,196,144,3,3,324,930,17,15,0,86,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_563,Oulainen,6273,4089,17,0,2111,402,254,165,10,3,407,585,11,46,0,62,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_564,Oulu / Uleåborg,155322,103490,427,0,32366,14184,16769,8899,933,135,10915,15693,440,502,0,968,0,34,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_578,Paltamo,3087,1936,19,0,1147,214,57,40,3,1,151,258,5,3,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_615,Pudasjärvi,7215,4429,37,0,2219,388,240,130,15,7,212,1144,9,5,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_620,Puolanka,2598,1605,3,0,1040,193,30,29,3,2,83,194,3,4,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_625,Pyhäjoki,2742,1824,8,0,961,221,76,194,7,0,76,209,3,45,0,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_626,Pyhäjärvi,4874,2886,15,0,1448,248,106,65,54,5,253,574,32,14,0,63,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_630,Pyhäntä,1196,849,2,0,543,35,46,5,0,3,83,126,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_678,Raahe / Brahestad,20028,12854,63,0,4756,3311,834,414,30,18,1230,1908,29,60,0,162,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_691,Reisjärvi,2398,1502,7,0,987,64,56,17,3,7,106,234,1,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_697,Ristijärvi,1256,767,3,0,436,70,52,20,1,2,60,105,0,3,0,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_746,Sievi,3775,2487,14,0,1583,187,93,59,4,2,89,407,2,11,0,30,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_748,Siikajoki,4287,2822,11,0,1480,275,168,64,7,1,139,638,7,17,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_791,Siikalatva,4896,3042,14,0,1865,204,85,62,11,5,244,505,11,10,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_765,Sotkamo,8661,5480,42,0,2404,746,462,184,15,6,334,1182,4,10,0,81,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_777,Suomussalmi,7702,4409,13,0,2205,924,244,106,8,8,199,624,4,8,0,57,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_832,Taivalkoski,3655,2306,16,0,1406,64,66,51,6,6,274,393,5,4,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_859,Tyrnävä,4303,2969,11,0,1751,255,171,101,4,0,164,474,7,12,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_889,Utajärvi,2472,1509,12,0,730,112,56,25,2,1,151,405,0,5,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_785,Vaala,2751,1648,13,0,840,173,75,32,2,5,117,361,3,3,0,20,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_977,Ylivieska,11513,7558,26,0,4578,262,411,375,22,11,502,1212,20,30,0,75,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_047,Enontekiö / Enontekis,1896,1088,6,0,523,47,168,28,75,1,86,119,1,1,0,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_148,Inari / Enare,6202,3954,9,0,2034,381,378,130,75,6,437,395,17,14,0,31,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_240,Kemi,19706,11847,98,0,2887,3156,862,239,29,86,1932,2274,42,80,0,88,0,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_320,Kemijärvi,7875,4715,24,0,1833,863,284,68,7,45,575,821,3,5,0,167,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_241,Keminmaa,6958,4763,27,0,2319,639,284,65,11,6,360,941,12,49,0,31,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_261,Kittilä,5577,3494,25,0,1428,702,366,87,21,5,184,581,6,39,0,28,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_273,Kolari,3807,2304,24,0,1080,477,146,79,10,9,210,222,8,7,0,15,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_498,Muonio,2120,1203,9,0,528,92,201,31,7,0,145,147,1,4,0,28,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_583,Pelkosenniemi,1098,628,2,0,282,122,30,46,0,1,30,90,1,7,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_854,Pello,3896,2553,9,0,1260,387,178,20,2,6,211,435,2,12,0,21,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_614,Posio,3530,2108,18,0,1389,154,97,17,4,1,122,254,3,1,0,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_683,Ranua,3487,2092,5,0,1387,73,120,24,2,3,114,324,1,9,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_698,Rovaniemi,51657,33100,176,0,12051,3152,5394,1319,108,38,4333,5479,76,145,0,416,0,8,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_732,Salla,4237,2382,20,0,1182,463,99,19,3,1,145,409,3,5,0,22,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_742,Savukoski,1000,738,4,0,418,171,37,11,0,1,17,72,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_751,Simo,2754,1933,9,0,1036,231,64,15,2,6,111,439,2,3,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_758,Sodankylä,7923,4911,31,0,2444,623,447,91,34,9,364,739,9,20,0,45,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_845,Tervola,3086,1833,7,0,1023,302,49,14,3,2,133,273,2,6,0,13,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_851,Tornio / Torneå,19925,12216,62,0,6318,1223,748,289,25,48,1118,2178,19,29,0,67,0,8,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_890,Utsjoki,1265,758,5,0,308,68,93,20,49,5,89,72,6,1,0,25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_976,Ylitornio / Övertorneå,4907,2838,17,0,1563,501,110,31,3,6,227,357,3,9,0,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
