gisco_id,name,registered,turnout,invalid,blank,Kesk.,SDP,Kok,Vas,VIHR,KD,SFP,PS,SKP,LKP,SSP,SKS,KTP,KA,STP,IPU,Basic,Hänninen,Syväoja,Varje,IKL,YA,OY,YS,BA,S,YVP,Aaltonen,Flinkman
FI_927,Vihti / Vichtis,19809,13386,0,0,2786,2704,3586,1195,1484,481,130,677,37,6,22,0,14,19,10,34,0,0,0,0,10,94,0,0,0,0,0,0,0
FI_006,Alastaro,2437,1709,0,0,790,162,350,221,35,42,7,74,7,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_019,Aura,2800,1906,0,0,500,378,509,219,83,82,5,78,9,1,1,25,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_586,Perniö / Bjärnå,4925,3271,0,0,789,1054,731,193,184,128,41,89,3,3,9,14,7,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
FI_040,Dragsfjärd,3242,1907,0,0,35,506,58,230,85,28,877,14,7,0,2,0,1,0,15,25,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_784,Särkisalo / Finby,656,434,0,0,72,120,133,14,22,19,40,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_304,Kustavi / Gustavs,793,541,0,0,143,106,189,15,23,23,11,20,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FI_073,Halikko,7481,5004,0,0,1192,1102,1561,269,323,294,55,130,3,0,2,18,7,0,2,5,0,0,0,0,1,0,0,5,0,0,0,0,0
FI_101,Houtskari / Houtskär,639,382,0,0,15,4,9,3,13,11,314,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_150,Iniö,292,174,0,0,6,3,12,6,16,0,129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_252,Kiikala,1474,976,0,0,422,187,187,46,31,52,10,24,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_243,Kemiö / Kimito,2831,1747,0,0,214,345,135,58,96,28,824,17,1,0,0,2,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_259,Kisko,1511,986,0,0,301,203,248,63,37,81,6,30,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_279,Korppoo / Korpo,882,504,0,0,16,20,38,26,26,13,360,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FI_284,Koski_Tl,2055,1425,0,0,691,159,337,85,48,34,2,52,1,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_308,Kuusjoki,1397,925,0,0,409,142,226,39,48,28,0,22,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_400,Laitila,6894,4274,0,0,1984,811,801,239,103,145,13,103,11,3,0,18,1,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0
FI_419,Lemu,1192,823,0,0,194,176,210,104,56,24,5,31,1,0,0,12,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_430,Loimaa,10688,7291,0,0,2312,671,2194,1315,256,153,21,244,26,6,2,29,0,0,2,1,0,0,0,0,4,0,0,10,0,0,0,0,0
FI_423,Lieto / Lundo,11407,8090,0,0,1659,1489,2595,814,585,377,115,204,20,7,5,107,31,0,0,5,0,0,0,0,5,0,0,17,0,0,0,0,0
FI_480,Marttila,1699,1214,0,0,531,100,285,48,35,53,5,130,3,0,1,13,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
FI_481,Masku,4533,3278,0,0,562,644,1063,317,254,145,40,136,5,3,6,53,0,0,0,2,0,0,0,0,3,0,0,13,0,0,0,0,0
FI_482,Mellilä,979,675,0,0,285,65,163,60,16,29,3,20,25,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FI_485,Merimasku,1197,888,0,0,131,176,352,53,70,35,17,30,1,1,0,14,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
FI_501,Muurla,1188,833,0,0,238,192,273,20,43,23,3,29,1,0,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FI_503,Mynämäki,6246,4181,0,0,1243,740,836,724,193,175,19,159,6,2,5,42,0,0,0,7,0,0,0,0,2,0,0,7,0,0,0,0,0
FI_533,Nauvo / Nagu,1310,855,0,0,47,54,67,59,46,19,550,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FI_538,Nousiainen / Nousis,3440,2383,0,0,661,426,620,294,127,78,14,93,3,1,0,25,0,0,0,7,0,0,0,0,2,0,0,7,0,0,0,0,0
FI_895,Uusikaupunki / Nystad,13321,8483,0,0,1948,2706,1835,655,283,343,46,427,90,17,9,30,4,0,3,10,0,0,0,0,4,0,0,9,0,0,0,0,0
FI_529,Naantali / Nådendal,11210,7772,0,0,581,1984,3088,536,694,319,186,180,15,14,18,66,1,0,3,1,0,0,0,0,3,0,0,24,0,0,0,0,0
FI_561,Oripää,1065,760,0,0,308,113,176,84,20,12,4,15,2,0,0,9,1,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0
FI_573,Parainen / Pargas,10148,6181,0,0,325,885,988,398,488,150,2752,87,17,5,7,24,3,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0
FI_577,Paimio / Pemar,7794,5393,0,0,1113,1071,1317,422,305,894,50,94,28,4,3,39,3,0,1,6,0,0,0,0,5,0,0,6,0,0,0,0,0
FI_587,Pertteli,2968,1894,0,0,569,488,440,76,92,117,13,59,5,4,2,12,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_602,Piikkiö / Pikis,5544,3723,0,0,564,743,1108,465,314,286,68,95,3,2,4,46,2,0,1,1,0,0,0,0,1,0,0,7,0,0,0,0,0
FI_631,Pyhäranta,1800,1199,0,0,316,366,227,65,34,72,9,71,1,0,1,7,7,0,1,4,0,0,0,0,2,0,0,1,0,0,0,0,0
FI_636,Pöytyä,4810,3218,0,0,1083,467,939,223,101,179,11,144,6,2,5,30,1,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0
FI_680,Raisio / Reso,18908,12400,0,0,1037,3654,3498,1873,776,578,213,307,38,8,10,181,4,0,5,7,0,0,0,0,8,0,0,129,0,0,0,0,0
FI_705,Rymättylä / Rimito,1617,1154,0,0,328,264,328,59,83,33,19,13,0,3,1,9,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0
FI_704,Rusko,2730,1998,0,0,320,421,610,207,166,89,29,69,16,4,3,42,1,0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0
FI_202,Kaarina / S:t_Karins,17039,12073,0,0,914,2735,4040,1320,1324,657,518,245,29,10,11,161,1,0,4,7,0,0,0,0,5,0,0,15,0,0,0,0,0
FI_738,Sauvo / Sagu,2303,1638,0,0,644,239,361,86,83,133,30,31,2,3,0,5,0,0,1,5,0,0,0,0,1,0,0,2,0,0,0,0,0
FI_734,Salo,19979,12856,0,0,1685,4091,4359,632,848,635,107,260,15,11,6,54,12,0,13,14,0,0,0,0,5,0,0,18,0,0,0,0,0
FI_761,Somero,7754,5385,0,0,2841,829,753,379,132,271,21,89,12,2,5,5,1,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0
FI_776,Suomusjärvi,1043,703,0,0,227,171,157,54,38,23,6,19,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_838,Tarvasjoki,1474,1045,0,0,363,122,364,52,40,37,6,43,3,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_833,Taivassalo / Tövsala,1461,992,0,0,339,147,281,53,45,35,12,50,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
FI_906,Vahto,1387,932,0,0,289,170,258,68,47,23,9,38,3,0,0,14,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
FI_918,Vehmaa,2007,1409,0,0,458,297,292,147,49,47,6,86,1,0,0,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FI_920,Velkua,207,155,0,0,36,22,46,6,22,4,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FI_017,Askainen / Villnäs,764,514,0,0,171,98,109,49,33,11,4,30,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_923,Västanfjärd,729,472,0,0,12,104,24,9,23,13,271,4,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_979,Yläne,1746,1141,0,0,485,205,191,127,37,34,2,34,6,1,0,10,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
FI_853,Turku / Åbo,148970,95405,0,0,6212,20854,26822,12358,13937,4263,5485,1920,478,180,131,1882,31,0,29,108,0,0,0,0,43,0,0,168,0,0,0,0,0
FI_609,Pori / Björneborg,63850,41384,0,0,5868,12687,10521,7049,1725,890,0,1668,161,0,404,24,11,0,15,94,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_050,Eura,7582,5129,0,0,1348,2186,652,524,99,89,0,158,11,0,16,2,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_051,Eurajoki / Euraåminne,4611,3146,0,0,1216,982,435,235,73,56,0,105,7,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_079,Harjavalta,6372,4074,0,0,712,1664,644,583,79,183,0,145,9,0,22,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_099,Honkajoki,1678,1038,0,0,657,67,83,88,6,5,0,124,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_102,Huittinen,7390,4681,0,0,1193,644,1915,406,82,149,0,228,3,0,12,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_181,Jämijärvi,1747,1180,0,0,585,207,54,57,19,48,0,201,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_214,Kankaanpää,10274,6810,0,0,2528,1488,754,408,253,120,0,1189,5,0,10,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_230,Karvia,2333,1555,0,0,916,192,235,26,15,20,0,133,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_254,Kiikoinen,1055,716,0,0,386,69,123,35,12,34,0,42,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_262,Kiukainen,2712,1925,0,0,781,595,242,176,35,27,0,37,1,0,5,2,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_319,Köyliö / Kjulo,2324,1618,0,0,814,454,148,74,37,14,0,59,3,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_271,Kokemäki / Kumo,6819,4517,0,0,1901,1063,590,500,112,77,0,207,8,0,27,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_406,Lappi,2578,1765,0,0,714,539,223,93,51,54,0,68,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_413,Lavia,1836,1276,0,0,639,120,201,128,28,32,0,106,1,0,0,2,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_442,Luvia,2628,1902,0,0,552,492,504,166,52,33,0,74,2,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_531,Nakkila,4607,3157,0,0,880,907,605,400,74,74,0,156,9,0,25,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_537,Noormarkku / Norrmark,4776,3246,0,0,939,746,741,457,90,60,0,165,5,0,15,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_608,Pomarkku / Påmark,2092,1425,0,0,506,252,187,248,18,48,0,128,18,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_684,Rauma / Raumo,30850,19205,0,0,2926,7138,4673,1657,1017,699,0,742,76,0,81,16,9,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_484,Merikarvia / Sastmola,3047,1927,0,0,810,440,320,154,26,30,0,112,0,0,10,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_747,Siikainen,1558,993,0,0,518,183,79,56,15,25,0,102,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_783,Säkylä,3976,2676,0,0,905,763,534,213,59,29,0,101,2,0,9,6,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_886,Ulvila / Ulvsby,10831,7597,0,0,1642,2282,1771,959,297,172,0,320,26,0,58,11,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_913,Vampula,1328,856,0,0,441,72,161,123,18,9,0,22,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_035,Brändö,488,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,39,0,0,0
FI_043,Eckerö,863,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,27,0,0,0
FI_060,Finström,2154,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,118,0,0,0
FI_062,Föglö,598,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,20,0,0,0
FI_065,Geta,433,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,7,0,0,0
FI_076,Hammarland,1294,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,69,0,0,0
FI_170,Jomala,3149,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,180,0,0,0
FI_295,Kumlinge,406,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,26,0,0,0
FI_318,Kökar,315,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,31,0,0,0
FI_417,Lemland,1482,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,83,0,0,0
FI_438,Lumparland,363,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,17,0,0,0
FI_478,Maarianhamina / Mariehamn,10468,4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,828,0,0,0
FI_736,Saltvik,1629,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,86,0,0,0
FI_766,Sottunga,124,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0
FI_771,Sund,966,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,56,0,0,0
FI_941,Vårdö,379,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,18,0,0,0
FI_015,Artjärvi / Artsjö,1257,873,0,0,509,85,138,27,27,21,0,36,3,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_016,Asikkala,6975,4566,0,0,1564,725,1146,259,216,389,0,92,22,5,100,3,2,0,6,2,0,0,0,0,0,0,0,0,0,0,2,1,0
FI_061,Forssa,14857,9793,0,0,3236,2508,1288,1625,367,418,0,86,43,7,95,6,10,0,12,3,0,0,0,0,0,0,0,0,0,0,1,3,0
FI_081,Hartola,2958,1816,0,0,723,384,354,147,51,89,0,34,1,0,6,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0
FI_082,Hattula,7395,4988,0,0,946,1677,1326,199,278,304,0,140,18,7,17,1,6,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0
FI_083,Hauho,3234,2166,0,0,491,551,804,69,74,107,0,33,9,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
FI_086,Hausjärvi,6563,4210,0,0,1335,1090,798,234,187,370,0,81,27,3,10,8,7,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0
FI_111,Heinola,17139,10518,0,0,1969,3056,2619,910,653,711,0,210,192,5,40,11,4,0,5,21,0,0,0,0,0,0,0,0,0,0,6,2,0
FI_098,Hollola,16276,10988,0,0,2412,2129,3501,828,512,971,0,253,50,5,223,2,2,0,8,12,0,0,0,0,0,0,0,0,0,0,5,4,0
FI_103,Humppila,2099,1432,0,0,627,358,129,178,37,58,0,26,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_283,Hämeenkoski,1740,1174,0,0,418,183,346,59,41,69,0,24,3,1,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
FI_165,Janakkala,12565,8482,0,0,2088,2982,1364,609,597,489,0,168,61,4,26,4,4,0,7,6,0,0,0,0,0,0,0,0,0,0,5,3,0
FI_169,Jokioinen / Jockis,4374,3069,0,0,1318,680,218,487,131,131,0,34,7,5,17,14,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_210,Kalvola,2808,1869,0,0,379,751,345,84,91,115,0,62,8,1,8,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_316,Kärkölä,3911,2444,0,0,657,563,659,133,85,118,0,150,10,5,27,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0
FI_398,Lahti / Lahtis,82280,49502,0,0,5724,13634,13636,5286,3530,4052,0,1060,373,52,1511,40,31,0,66,70,0,0,0,0,0,0,0,0,0,0,29,14,0
FI_401,Lammi,4506,3004,0,0,853,682,885,97,114,193,0,47,16,1,19,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0
FI_433,Loppi,6127,4273,0,0,1198,926,1271,291,153,222,0,112,16,3,10,3,2,0,3,4,0,0,0,0,0,0,0,0,0,0,3,1,0
FI_532,Nastola,11719,6884,0,0,1447,1845,1528,569,329,605,0,182,39,4,210,3,5,0,6,32,0,0,0,0,0,0,0,0,0,0,16,4,0
FI_560,Orimattila,11474,6988,0,0,1852,1419,2208,422,286,361,0,215,33,10,90,1,4,0,6,11,0,0,0,0,0,0,0,0,0,0,3,2,0
FI_576,Padasjoki,3025,1981,0,0,472,423,526,147,151,126,0,59,11,0,33,3,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
FI_692,Renko,1853,1266,0,0,441,341,204,48,61,87,0,59,10,1,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_694,Riihimäki,22006,13804,0,0,1546,4541,2803,1259,919,2085,0,272,92,27,54,27,3,0,12,10,0,0,0,0,0,0,0,0,0,0,5,6,0
FI_781,Sysmä,3867,2438,0,0,940,517,590,95,60,140,0,43,6,0,17,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,2,0
FI_834,Tammela,5106,3694,0,0,1655,730,433,342,255,157,0,41,19,3,27,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
FI_109,Hämeenlinna / Tavastehus,38984,26267,0,0,2716,9688,7154,1166,2337,2095,0,610,104,22,116,11,25,0,18,15,0,0,0,0,0,0,0,0,0,0,9,12,0
FI_855,Tuulos,1270,821,0,0,212,229,239,16,35,43,0,22,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
FI_981,Ypäjä,2187,1390,0,0,655,205,196,159,51,50,0,31,6,2,13,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_020,Akaa / Ackas,11046,7078,0,0,789,2304,1839,586,401,522,0,269,65,22,192,3,3,0,2,12,0,0,0,0,4,0,0,0,0,0,0,0,0
FI_604,Pirkkala / Birkala,11426,8153,0,0,1160,1713,2573,736,897,431,0,306,41,23,202,2,2,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0
FI_143,Ikaalinen / Ikalis,6204,4189,0,0,1560,897,703,244,152,241,0,274,45,6,30,1,2,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0
FI_177,Juupajoki,1770,1152,0,0,381,336,165,77,54,49,0,61,11,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_211,Kangasala,21080,14258,0,0,2029,3182,3721,998,905,2046,0,518,122,114,498,3,2,0,4,17,0,0,0,0,15,0,0,0,0,0,0,0,0
FI_250,Kihniö,1945,1368,0,0,363,115,96,11,21,118,0,596,33,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_289,Kuhmalahti,898,580,0,0,214,105,114,17,14,53,0,31,7,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_303,Kuru,2255,1483,0,0,451,344,225,134,58,46,0,124,22,5,54,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_310,Kylmäkoski,2113,1431,0,0,393,354,377,84,47,38,0,77,10,0,37,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_418,Lempäälä,13998,9753,0,0,2268,2219,2481,853,641,505,0,435,86,24,176,4,0,0,1,8,0,0,0,0,10,0,0,0,0,0,0,0,0
FI_493,Mouhijärvi,2360,1527,0,0,506,273,309,164,46,70,0,106,17,2,17,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_506,Mänttä,5523,3368,0,0,644,1391,488,354,124,113,0,103,26,7,90,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_536,Nokia,23312,15221,0,0,1784,3796,3042,3357,902,770,0,591,359,51,400,5,10,0,6,11,0,0,0,0,20,0,0,0,0,0,0,0,0
FI_562,Orivesi,7666,5067,0,0,1191,1244,1098,288,256,552,0,220,28,10,130,1,1,0,1,8,0,0,0,0,6,0,0,0,0,0,0,0,0
FI_581,Parkano,6019,4072,0,0,1764,503,597,185,163,112,0,661,18,3,25,4,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,0
FI_619,Punkalaidun,2875,1979,0,0,668,295,404,143,32,26,0,334,10,2,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_635,Pälkäne,5539,3628,0,0,811,714,1012,282,183,216,0,203,19,14,109,1,1,0,2,13,0,0,0,0,6,0,0,0,0,0,0,0,0
FI_702,Ruovesi,4460,3011,0,0,1035,601,513,472,86,83,0,116,47,6,12,2,3,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0
FI_837,Tampere / Tammerfors,173059,114015,0,0,11220,26679,30962,10446,14843,6553,0,4710,2230,453,4854,42,38,0,38,141,0,0,0,0,147,0,0,0,0,0,0,0,0
FI_108,Hämeenkyrö / Tavastkyro,8071,5458,0,0,1424,1080,1256,754,207,317,0,244,27,5,75,1,6,0,1,21,0,0,0,0,6,0,0,0,0,0,0,0,0
FI_887,Urjala,4574,2782,0,0,924,670,595,130,84,111,0,151,23,4,43,6,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_908,Valkeakoski,17044,10628,0,0,1351,3694,2210,1181,462,367,0,784,158,24,265,9,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0
FI_912,Vammala,13469,9000,0,0,1710,1794,3383,507,326,619,0,344,67,22,132,2,5,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0
FI_922,Vesilahti,2878,2073,0,0,807,267,591,103,109,69,0,76,7,1,25,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0
FI_933,Vilppula,4593,2879,0,0,1075,873,329,221,61,123,0,95,30,7,30,2,2,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0
FI_936,Virrat / Virdois,6495,4451,0,0,1896,814,463,290,141,561,0,186,29,4,21,2,2,0,2,10,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_980,Ylöjärvi,19035,12998,0,0,2143,3232,3224,1439,763,837,0,659,246,21,320,3,3,0,1,13,0,0,0,0,11,0,0,0,0,0,0,0,0
FI_988,Äetsä,3972,2530,0,0,565,671,629,248,78,133,0,104,22,15,37,0,2,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_754,Anjalankoski,13869,8792,0,0,3117,2537,1054,768,232,486,0,494,21,0,0,0,6,0,2,10,0,0,0,0,0,0,0,0,0,0,4,0,1
FI_044,Elimäki,6639,4362,0,0,2162,694,768,138,129,189,0,213,14,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,2
FI_075,Hamina / Fredrikshamn,17815,11010,0,0,2453,2808,2979,1309,417,441,0,451,12,0,0,0,13,0,3,41,0,0,0,0,0,0,0,0,0,0,4,0,5
FI_142,Iitti,5956,3766,0,0,1066,846,1014,168,149,273,0,189,15,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,3,0,0
FI_153,Imatra,24755,14892,0,0,2390,5663,3226,478,691,1103,0,1069,80,0,0,0,3,0,9,43,0,0,0,0,0,0,0,0,0,0,2,0,2
FI_163,Jaala,1570,1036,0,0,369,217,242,45,35,40,0,74,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_173,Joutseno,8832,5759,0,0,1551,1521,801,149,208,1227,0,212,17,0,0,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_285,Kotka,45667,28264,0,0,1985,8744,6491,5430,1670,1695,0,1722,120,0,0,0,17,0,15,31,0,0,0,0,0,0,0,0,0,0,26,0,60
FI_286,Kouvola,25803,16833,0,0,2572,3631,6300,651,958,1478,0,1029,29,0,0,0,7,0,6,30,0,0,0,0,0,0,0,0,0,0,5,0,2
FI_306,Kuusankoski,16754,10535,0,0,1226,4459,2096,817,383,584,0,836,20,0,0,0,7,0,3,13,0,0,0,0,0,0,0,0,0,0,5,0,3
FI_416,Lemi,2416,1644,0,0,745,216,323,26,87,79,0,145,6,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_441,Luumäki,4281,2875,0,0,1043,422,872,48,87,189,0,184,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_489,Miehikkälä,1988,1345,0,0,730,129,303,29,28,73,0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_580,Parikkala,5341,3518,0,0,2439,460,254,55,74,122,0,75,9,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_624,Pyhtää / Pyttis,4131,2709,0,0,686,675,528,328,167,134,0,147,5,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,3
FI_689,Rautjärvi,3579,2358,0,0,1044,733,222,79,54,119,0,72,9,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_700,Ruokolahti,4915,3406,0,0,1638,860,461,45,76,141,0,146,3,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_739,Savitaipale,3499,2333,0,0,1040,355,438,40,80,273,0,79,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0
FI_775,Suomenniemi,681,460,0,0,228,102,58,5,10,26,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
