gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,GRÜNE,BZÖ,NEOS,REKOS,ANDERS,EUSTOP
AT_31615,Groß-Engersdorf,1166,621,36,0,207,167,103,58,0,22,5,6,17
AT_31616,Großharras,978,538,31,0,243,87,100,29,2,28,6,3,9
AT_31617,Großkrut,1328,755,32,0,287,163,160,45,2,38,3,6,19
AT_31620,Hausbrunn,693,408,7,0,109,170,76,16,0,6,1,7,16
AT_31621,Herrnbaumgarten,810,461,24,0,231,53,88,24,4,22,8,2,5
AT_31622,Hochleithen,942,557,14,0,197,134,113,48,0,30,4,5,12
AT_31627,Kreuttal,1174,628,30,0,196,145,108,68,3,39,7,13,19
AT_31628,Kreuzstetten,1267,683,26,0,214,145,124,79,3,52,6,11,23
AT_31629,Laa an der Thaya,5164,2550,106,0,857,566,480,229,8,129,34,48,93
AT_31630,Ladendorf,1826,966,50,0,344,176,186,96,2,56,11,14,31
AT_31633,Mistelbach,9087,4420,197,0,1479,896,797,513,14,284,27,78,135
AT_31634,Neudorf bei Staatz,1148,551,31,0,199,130,115,18,0,33,9,7,9
AT_31636,Niederleis,720,407,20,0,151,102,69,28,0,19,5,5,8
AT_31642,Pillichsdorf,944,615,28,0,210,95,81,110,0,33,19,14,25
AT_31644,Poysdorf,4439,2451,125,0,1171,371,433,121,5,118,19,29,59
AT_31645,Rabensburg,928,454,22,0,49,193,128,14,5,16,9,5,13
AT_31646,Schrattenberg,692,310,24,0,168,32,46,12,2,11,1,3,11
AT_31649,Staatz,1670,880,54,0,346,195,151,39,2,37,3,8,45
AT_31650,Stronsdorf,1375,831,41,0,415,78,186,44,5,34,8,6,14
AT_31651,Ulrichskirchen-Schleinbach,2100,1116,48,0,278,269,208,201,8,50,6,20,28
AT_31652,Unterstinkenbrunn,472,285,12,0,141,39,49,12,1,17,1,2,11
AT_31653,Wildendürnbach,1291,677,41,0,378,73,86,30,3,37,6,5,18
AT_31654,Wilfersdorf,1740,941,44,0,325,231,174,60,3,62,8,9,25
AT_31655,Wolkersdorf im Weinviertel,5414,2795,78,0,947,467,370,563,4,213,25,51,77
AT_31658,Ottenthal,507,278,17,0,177,19,45,8,1,4,4,1,2
AT_31699,Briefwahlkarten - Mistelbach,0,3225,72,0,1285,542,468,365,9,287,39,54,104
AT_31701,Achau,1041,516,19,0,107,146,93,69,1,54,1,13,13
AT_31702,Biedermannsdorf,2336,1056,20,0,315,204,186,152,3,116,7,19,34
AT_31703,Breitenfurt bei Wien,4726,2414,64,0,588,503,393,439,11,278,39,43,56
AT_31704,Brunn am Gebirge,8620,4086,141,0,961,894,664,722,11,491,36,87,79
AT_31706,Gaaden,1267,625,23,0,172,114,99,110,1,77,7,9,13
AT_31707,Gießhübl,1637,841,15,0,232,138,99,162,3,150,10,10,22
AT_31709,Gumpoldskirchen,2922,1477,59,0,372,270,229,292,5,169,27,27,27
AT_31710,Guntramsdorf,6917,3481,120,0,624,1008,731,433,10,352,29,63,111
AT_31711,Hennersdorf,1185,619,19,0,140,182,108,75,1,46,7,17,24
AT_31712,Hinterbrühl,3021,1534,43,0,526,187,191,265,4,240,16,37,25
AT_31713,Kaltenleutgeben,2580,1283,37,0,256,355,221,209,5,116,16,30,38
AT_31714,Laab im Walde,926,533,12,0,188,92,50,118,2,49,1,11,10
AT_31715,Laxenburg,2221,1083,37,0,371,214,135,154,5,99,21,18,29
AT_31716,Maria Enzersdorf,6614,3184,66,0,1038,422,420,639,12,431,39,51,66
AT_31717,Mödling,15291,6954,195,0,1881,1249,937,1468,28,736,88,152,220
AT_31718,Münchendorf,2188,991,31,0,227,252,216,112,6,99,8,11,29
AT_31719,Perchtoldsdorf,11670,5918,132,0,1857,941,825,1112,14,757,66,127,87
AT_31723,Vösendorf,4964,1980,64,0,337,553,468,222,12,155,21,54,94
AT_31725,Wiener Neudorf,7060,3284,90,0,566,891,628,529,10,319,37,73,141
AT_31726,Wienerwald,2058,1089,47,0,326,170,209,171,3,103,7,22,31
AT_31799,Briefwahlkarten - Mödling,0,5991,70,0,1804,1058,649,1057,20,988,77,105,163
AT_31801,Altendorf,261,160,6,0,84,9,37,9,0,6,3,1,5
AT_31802,Aspang-Markt,1570,816,44,0,286,177,156,47,2,61,14,8,21
AT_31803,Aspangberg-Sankt Peter,1595,813,42,0,364,136,130,46,7,33,23,9,23
AT_31804,Breitenau,1172,593,32,0,134,209,118,45,1,38,2,1,13
AT_31805,Breitenstein,279,135,6,0,48,41,17,5,1,7,0,2,8
AT_31806,Buchbach,297,155,5,0,48,59,20,14,0,5,0,1,3
AT_31807,Edlitz,776,422,34,0,174,80,66,36,3,16,4,2,7
AT_31808,Enzenreith,1596,783,31,0,203,227,155,70,3,48,1,13,32
AT_31809,Feistritz am Wechsel,879,459,35,0,203,52,98,25,1,18,7,2,18
AT_31810,Gloggnitz,4718,2076,84,0,437,583,489,231,4,109,20,31,88
AT_31811,Grafenbach-Sankt Valentin,1783,957,59,0,209,294,230,53,5,47,13,11,36
AT_31812,Grimmenstein,1112,611,32,0,253,149,81,40,1,22,6,10,17
AT_31813,Grünbach am Schneeberg,1313,595,14,0,122,219,133,36,3,37,5,8,18
AT_31814,Kirchberg am Wechsel,1910,1078,45,0,455,115,225,100,5,45,38,9,41
AT_31815,Mönichkirchen,526,256,16,0,112,37,54,12,3,11,1,5,5
AT_31817,Natschbach-Loipersbach,1408,751,32,0,247,117,159,88,4,52,19,6,27
AT_31818,Neunkirchen,9063,3676,129,0,788,1055,831,423,16,212,42,63,117
AT_31820,Otterthal,465,205,11,0,70,43,54,6,1,6,4,2,8
AT_31821,Payerbach,1779,838,52,0,200,249,149,86,5,43,6,12,36
AT_31823,Pitten,2082,1036,50,0,254,256,225,103,3,82,9,15,39
AT_31825,Prigglitz,391,186,5,0,71,41,38,14,0,12,1,2,2
AT_31826,Puchberg am Schneeberg,2222,1007,39,0,304,288,172,85,6,47,3,11,52
AT_31827,Raach am Hochgebirge,242,153,5,0,85,11,22,17,1,5,0,2,5
AT_31829,Reichenau an der Rax,2136,988,48,0,263,250,200,90,2,69,5,19,42
AT_31830,Sankt Corona am Wechsel,307,163,15,0,71,11,39,11,0,5,4,1,6
AT_31831,Sankt Egyden am Steinfeld,1536,767,31,0,227,167,164,68,4,47,10,17,32
AT_31832,Scheiblingkirchen-Thernberg,1555,840,30,0,394,119,132,65,4,55,13,7,21
AT_31833,Schottwien,554,271,16,0,76,49,80,12,2,14,4,8,10
AT_31834,Schrattenbach,293,149,9,0,53,26,20,20,1,10,3,0,7
AT_31835,Schwarzau am Steinfelde,1469,750,35,0,156,232,163,63,2,46,15,15,23
AT_31836,Schwarzau im Gebirge,541,266,30,0,61,92,38,9,1,7,8,2,18
AT_31837,Seebenstein,1130,588,16,0,118,191,118,61,1,37,13,8,25
AT_31838,Semmering,466,208,6,0,64,40,56,17,0,17,1,3,4
AT_31839,Ternitz,11699,5439,239,0,768,1937,1308,493,18,276,73,84,243
AT_31840,Thomasberg,1035,560,25,0,257,100,100,27,0,22,15,4,10
AT_31841,Trattenbach,456,260,16,0,134,29,48,9,0,8,12,1,3
AT_31842,Bürg-Vöstenhof,142,82,3,0,32,17,17,3,0,3,2,1,4
AT_31843,Warth,1264,687,33,0,322,123,92,56,0,24,16,5,16
AT_31844,Wartmannstetten,1337,864,63,0,385,145,125,49,6,51,4,10,26
AT_31845,Willendorf,776,345,10,0,86,75,67,57,3,23,12,4,8
AT_31846,Wimpassing im Schwarzatale,1257,617,27,0,53,256,135,63,4,32,3,15,29
AT_31847,Würflach,1299,677,24,0,188,186,121,75,1,37,7,14,24
AT_31848,Zöbern,1170,692,39,0,341,85,103,45,7,30,20,9,13
AT_31849,Höflein an der Hohen Wand,757,413,16,0,82,135,95,38,4,22,5,1,15
AT_31899,Briefwahlkarten - Neunkirchen,0,3274,79,0,920,838,487,426,14,293,38,40,139
AT_31901,Altlengbach,2235,989,38,0,251,208,217,103,7,82,10,24,49
AT_31902,Asperhofen,1702,767,35,0,294,75,171,72,2,56,6,21,35
AT_31903,Böheimkirchen,3909,1929,105,0,561,398,333,245,10,139,41,26,71
AT_31904,Brand-Laaben,989,492,20,0,176,78,92,60,1,36,5,11,13
AT_31905,Eichgraben,3416,1622,56,0,340,301,283,348,9,173,19,53,40
AT_31906,Frankenfels,1625,974,54,0,461,201,135,55,0,35,4,7,22
AT_31907,Gerersdorf,722,397,19,0,216,66,45,30,1,10,2,0,8
AT_31909,Hofstetten-Grünau,2138,1169,62,0,527,182,170,94,2,85,13,4,30
AT_31910,Hafnerbach,1311,774,31,0,308,155,123,72,3,43,14,8,17
AT_31911,Haunoldstein,866,453,30,0,159,91,93,41,3,15,4,8,9
AT_31912,Herzogenburg,6043,3250,147,0,685,1053,702,303,13,173,32,46,96
AT_31913,Inzersdorf-Getzersdorf,1230,596,15,0,196,117,125,55,2,46,6,12,22
AT_31915,Kapelln,1108,565,23,0,261,59,116,33,5,41,6,5,16
AT_31916,Karlstetten,1695,884,47,0,303,186,153,84,4,66,12,12,17
AT_31917,Kasten bei Böheimkirchen,1090,607,36,0,202,85,107,66,0,57,12,19,23
AT_31918,Kirchberg an der Pielach,2579,1497,81,0,565,264,257,146,5,103,16,24,36
AT_31919,Kirchstetten,1680,711,41,0,206,158,123,91,2,40,7,13,30
AT_31920,Loich,498,274,9,0,120,69,40,13,2,8,7,2,4
AT_31921,Maria-Anzbach,2297,1133,41,0,316,207,202,200,10,96,13,14,34
AT_31922,Markersdorf-Haindorf,1626,805,36,0,264,142,173,95,2,45,6,6,36
AT_31923,Michelbach,748,448,22,0,223,28,69,36,4,39,4,9,14
AT_31925,Neidling,1243,673,26,0,241,134,110,82,3,38,12,16,11
AT_31926,Neulengbach,6276,2876,104,0,843,483,539,434,10,273,21,71,98
AT_31927,Neustift-Innermanzing,1201,533,18,0,171,89,114,62,1,32,3,14,29
AT_31928,Nußdorf ob der Traisen,1434,813,46,0,258,185,144,75,2,52,10,12,29
AT_31929,Ober-Grafendorf,3666,1988,85,0,565,591,294,190,8,128,16,42,69
AT_31930,Obritzberg-Rust,1827,968,30,0,410,140,198,78,4,61,17,11,19
AT_31932,Prinzersdorf,1286,694,30,0,189,167,99,110,1,53,13,11,21
AT_31934,Pyhra,2785,1467,70,0,601,230,246,127,6,115,18,19,35
AT_31935,Rabenstein an der Pielach,2037,1095,73,0,407,234,189,78,2,45,8,16,43
AT_31938,Sankt Margarethen an der Sierning,879,527,28,0,265,62,75,36,2,34,1,16,8
AT_31939,Schwarzenbach an der Pielach,332,224,16,0,102,47,48,3,0,4,0,1,3
AT_31940,Statzendorf,1097,584,29,0,173,183,93,39,2,32,2,11,20
AT_31941,Stössing,614,297,9,0,145,28,44,31,0,21,5,5,9
AT_31943,Traismauer,4536,2347,112,0,542,714,464,215,5,116,29,39,111
AT_31945,Weinburg,1093,593,27,0,129,229,89,49,3,28,6,13,20
AT_31946,Weißenkirchen an der Perschling,1073,607,28,0,272,58,119,61,2,35,5,8,19
AT_31947,Wilhelmsburg,5136,2374,87,0,547,686,520,224,12,138,16,47,97
AT_31948,Wölbling,1978,1128,55,0,313,272,215,122,4,76,15,21,35
AT_31999,Briefwahlkarten - Sankt Pölten(Land),0,3435,76,0,974,793,480,519,19,368,30,57,119
AT_32001,Gaming,2619,1237,52,0,278,446,229,94,6,46,12,19,55
AT_32002,Göstling an der Ybbs,1721,842,29,0,366,181,107,66,4,43,15,4,27
AT_32003,Gresten,1602,706,34,0,229,169,105,89,4,41,5,10,20
AT_32004,Gresten-Land,1232,678,31,0,401,70,80,35,1,30,8,2,20
AT_32005,Lunz am See,1535,636,34,0,231,157,93,53,1,38,12,4,13
AT_32006,Oberndorf an der Melk,2394,1369,72,0,752,120,225,76,5,40,20,16,43
AT_32007,Puchenstuben,258,107,4,0,43,33,8,8,0,5,1,1,4
AT_32008,Purgstall an der Erlauf,4315,1860,74,0,724,291,339,193,4,125,34,18,58
AT_32009,Randegg,1557,847,31,0,484,80,109,63,1,53,6,2,18
AT_32010,Reinsberg,837,448,17,0,240,36,49,31,15,26,13,6,15
AT_32011,Sankt Anton an der Jeßnitz,1002,387,14,0,187,66,64,18,2,13,11,3,9
AT_32012,Sankt Georgen an der Leys,1110,573,37,0,301,41,94,23,2,25,17,9,24
AT_32013,Scheibbs,3469,1709,78,0,642,354,190,240,6,110,22,19,48
AT_32014,Steinakirchen am Forst,1872,1125,58,0,547,111,178,121,2,59,10,18,21
AT_32015,Wang,1063,635,31,0,321,58,146,36,0,21,4,3,15
AT_32016,Wieselburg,2944,1335,57,0,308,424,246,143,5,81,14,24,33
AT_32017,Wieselburg-Land,2624,1362,67,0,510,220,304,114,2,66,15,13,51
AT_32018,Wolfpassing,1188,688,23,0,337,63,115,66,4,53,6,8,13
AT_32099,Briefwahlkarten - Scheibbs,0,1812,47,0,653,408,166,286,5,142,9,33,63
AT_32101,Absdorf,1446,789,55,0,276,177,113,83,0,45,10,7,23
AT_32104,Atzenbrugg,2226,1118,84,0,466,141,228,80,1,64,25,10,19
AT_32106,Fels am Wagram,1725,799,46,0,268,150,156,61,4,66,9,8,31
AT_32107,Grafenwörth,2513,1292,74,0,427,275,248,97,3,75,28,19,46
AT_32109,Großriedenthal,803,490,23,0,245,94,68,23,0,21,6,3,7
AT_32110,Großweikersdorf,2535,1312,48,0,424,257,309,131,1,63,11,24,44
AT_32112,Judenau-Baumgarten,1631,941,51,0,300,177,174,99,2,85,18,8,27
AT_32114,Kirchberg am Wagram,2825,1571,72,0,559,322,260,159,5,108,25,24,37
AT_32115,Königsbrunn am Wagram,1065,560,31,0,206,114,85,51,1,44,10,8,10
AT_32116,Königstetten,1667,868,38,0,255,186,142,106,3,98,14,10,16
AT_32119,Langenrohr,1752,978,44,0,383,112,252,62,6,70,14,11,24
AT_32120,Michelhausen,2121,1132,69,0,515,142,162,94,5,80,9,13,43
AT_32131,Sieghartskirchen,5641,2797,116,0,833,536,638,251,10,231,25,39,118
AT_32132,Sitzenberg-Reidling,1635,905,46,0,320,175,181,73,0,49,16,17,28
AT_32134,Tulbing,2371,1316,52,0,385,287,229,158,8,109,17,21,50
AT_32135,Tulln an der Donau,11768,5427,193,0,1623,989,940,798,16,524,56,120,168
AT_32139,Würmla,1051,541,34,0,236,60,92,57,0,39,4,4,15
AT_32140,Zeiselmauer-Wolfpassing,1769,901,32,0,211,229,152,141,7,73,12,12,32
AT_32141,Zwentendorf an der Donau,3016,1499,79,0,388,433,308,94,3,87,14,31,62
AT_32142,Sankt Andrä-Wördern,5981,2993,73,0,642,691,557,569,6,280,22,61,92
AT_32143,Muckendorf-Wipfing,1107,592,32,0,151,106,156,70,3,41,2,7,24
AT_32199,Briefwahlkarten - Tulln,0,2769,49,0,854,533,412,407,5,305,35,62,107
AT_32202,Dietmanns,964,464,21,0,65,182,151,14,1,20,0,3,7
AT_32203,Dobersberg,1402,767,53,0,427,74,130,25,1,29,2,11,15
AT_32206,Gastern,1074,571,34,0,253,99,109,26,1,24,2,11,12
AT_32207,Groß-Siegharts,2372,1013,56,0,301,294,194,72,6,41,4,9,36
AT_32209,Karlstein an der Thaya,1261,666,31,0,299,103,131,42,2,30,5,7,16
AT_32210,Kautzen,1003,524,41,0,235,74,89,27,1,28,5,13,11
AT_32212,Ludweis-Aigen,818,446,29,0,225,76,55,32,1,15,1,5,7
AT_32214,Pfaffenschlag bei Waidhofen a.d.Thaya,781,464,22,0,237,40,99,22,1,23,6,5,9
AT_32216,Raabs an der Thaya,2376,1283,91,0,631,182,199,59,3,72,8,12,26
AT_32217,Thaya,1194,597,28,0,299,70,121,31,2,23,7,8,8
AT_32219,Vitis,2213,1232,66,0,569,254,166,62,3,79,4,7,22
AT_32220,Waidhofen an der Thaya,4798,2253,76,0,871,342,372,268,6,177,24,47,70
AT_32221,Waidhofen an der Thaya-Land,1012,558,25,0,258,71,89,44,2,43,10,6,10
AT_32222,Waldkirchen an der Thaya,495,301,18,0,163,33,59,16,1,6,1,2,2
AT_32223,Windigsteig,848,415,22,0,200,73,61,33,1,8,6,3,8
AT_32299,Briefwahlkarten - Waidhofen an der Thaya,0,1632,39,0,707,217,196,203,7,147,15,42,59
AT_32301,Bad Fischau-Brunn,2490,1211,30,0,350,297,198,152,1,109,7,16,51
AT_32302,Bad Schönau,605,340,29,0,125,34,78,17,1,21,10,6,19
AT_32304,Ebenfurth,2115,901,34,0,127,351,210,70,0,44,3,17,45
AT_32305,Eggendorf,3552,1567,53,0,241,513,489,80,4,66,17,27,77
AT_32306,Bad Erlach,2344,1087,44,0,370,266,220,75,3,56,9,7,37
AT_32307,Felixdorf,3221,1386,45,0,234,480,353,102,4,80,24,15,49
AT_32308,Gutenstein,1027,482,32,0,169,92,99,34,0,23,12,8,13
AT_32309,Hochneukirchen-Gschaidt,1390,750,24,0,439,77,125,24,0,37,7,5,12
AT_32310,Hochwolkersdorf,851,447,20,0,153,137,76,23,0,19,1,1,17
AT_32311,Hohe Wand,1153,574,16,0,226,82,103,54,3,43,6,15,26
AT_32312,Hollenthon,853,507,28,0,216,81,97,20,0,29,10,2,24
AT_32313,Katzelsdorf,2551,1357,64,0,342,251,269,176,7,160,18,29,41
AT_32314,Kirchschlag in der Buckligen Welt,2364,1229,57,0,646,129,210,59,1,57,25,9,36
AT_32315,Krumbach,1897,1041,64,0,471,125,174,65,2,70,11,11,48
AT_32316,Lanzenkirchen,3013,1492,56,0,372,391,340,121,9,97,29,27,50
AT_32317,Lichtenegg,864,551,26,0,312,31,69,31,0,29,36,5,12
AT_32318,Lichtenwörth,2199,911,32,0,190,242,243,90,1,48,9,25,31
AT_32319,Markt Piesting,2217,1141,48,0,344,184,242,136,3,94,12,21,57
AT_32320,Matzendorf-Hölles,1608,764,40,0,243,155,187,42,2,45,6,15,29
AT_32321,Miesenbach,569,243,6,0,95,51,45,21,1,15,5,3,1
AT_32322,Muggendorf,416,243,15,0,96,38,50,21,2,15,0,1,5
AT_32323,Pernitz,1976,947,41,0,192,272,215,91,8,37,7,18,66
AT_32324,Rohr im Gebirge,378,165,9,0,65,25,32,13,0,11,3,1,6
AT_32325,Bromberg,985,553,30,0,257,75,82,51,1,29,5,9,14
AT_32326,Schwarzenbach,840,484,13,0,138,215,92,4,1,6,4,0,11
AT_32327,Sollenau,3696,1673,72,0,311,556,424,105,6,84,12,24,79
AT_32330,Theresienfeld,2217,941,37,0,145,278,284,79,3,60,9,17,29
AT_32331,Waidmannsfeld,1326,655,35,0,91,241,142,55,2,30,10,14,35
AT_32332,Waldegg,1444,728,32,0,191,203,161,60,1,51,8,10,11
AT_32333,Walpersbach,894,525,20,0,185,123,80,33,2,43,12,10,17
AT_32334,Weikersdorf am Steinfelde,862,458,29,0,189,50,121,18,2,26,4,4,15
AT_32335,Wiesmath,1277,693,43,0,297,122,131,29,3,29,21,3,15
AT_32336,Winzendorf-Muthmannsdorf,1507,709,26,0,174,166,161,75,4,48,6,22,27
AT_32337,Wöllersdorf-Steinabrückl,3230,1415,68,0,272,368,406,116,4,85,13,26,57
AT_32338,Zillingdorf,1591,814,42,0,163,241,199,68,2,53,10,9,27
AT_32399,Briefwahlkarten - Wiener Neustadt(Land),0,2460,43,0,695,675,360,294,8,251,26,33,75
AT_32401,Ebergassing,2706,1225,32,0,189,454,315,91,1,69,7,19,48
AT_32402,Fischamend,3908,1642,60,0,259,540,420,134,9,105,11,38,66
AT_32403,Gablitz,3697,1754,44,0,459,332,301,270,1,207,12,58,70
AT_32404,Gerasdorf bei Wien,8220,3788,105,0,840,985,899,451,11,269,18,79,131
AT_32405,Gramatneusiedl,2091,910,32,0,167,269,191,127,5,56,6,15,42
AT_32406,Himberg,5369,2574,97,0,522,760,651,228,6,152,16,54,88
AT_32407,Klein-Neusiedl,678,352,21,0,50,166,77,20,0,7,0,1,10
AT_32408,Klosterneuburg,19986,9579,216,0,2871,1470,1300,1931,23,1228,101,211,228
AT_32409,Lanzendorf,1311,609,29,0,79,223,123,63,4,47,10,14,17
AT_32410,Leopoldsdorf,3885,1753,67,0,350,446,399,228,4,161,22,31,45
AT_32411,Maria-Lanzendorf,1588,696,25,0,137,152,210,88,2,48,5,5,24
AT_32412,Mauerbach,2923,1333,27,0,384,257,193,237,3,146,10,36,40
AT_32413,Moosbrunn,1312,682,28,0,211,165,141,38,4,52,9,18,16
AT_32415,Pressbaum,5334,2383,79,0,620,430,420,408,5,262,35,56,68
AT_32416,Purkersdorf,7039,2998,74,0,542,719,499,633,8,327,31,78,87
AT_32417,Rauchenwarth,519,309,8,0,153,49,41,21,0,20,0,7,10
AT_32418,Schwadorf,1450,707,30,0,138,257,142,56,0,52,2,7,23
AT_32419,Schwechat,12330,5163,196,0,637,1688,1274,669,13,335,38,122,191
AT_32421,Tullnerbach,2118,997,24,0,274,186,158,190,4,109,12,15,25
AT_32423,Wolfsgraben,1315,666,23,0,178,77,112,138,9,67,23,19,20
AT_32424,Zwölfaxing,1247,554,23,0,121,127,141,64,1,38,4,8,27
AT_32499,Briefwahlkarten - Wien-Umgebung,0,5071,90,0,1173,1240,729,882,11,624,27,112,183
AT_32501,Allentsteig,1680,775,49,0,323,141,165,33,2,34,6,7,15
AT_32502,Arbesbach,1401,814,56,0,422,60,120,56,4,49,14,9,24
AT_32503,Bärnkopf,302,175,12,0,35,86,24,3,1,6,0,3,5
AT_32504,Echsenbach,1015,623,34,0,353,54,92,34,1,26,13,5,11
AT_32505,Göpfritz an der Wild,1508,859,57,0,366,165,169,51,5,19,5,10,12
AT_32506,Grafenschlag,742,398,17,0,224,38,61,24,0,14,2,7,11
AT_32508,Groß-Gerungs,3834,1935,142,0,884,249,328,130,3,107,21,25,46
AT_32509,Großgöttfritz,1157,737,25,0,365,86,159,33,3,43,5,2,16
AT_32511,Gutenbrunn,456,253,7,0,72,91,55,7,1,14,0,0,6
AT_32514,Kirchschlag,556,351,23,0,187,38,66,10,2,20,1,1,3
AT_32515,Kottes-Purk,1254,766,33,0,417,109,96,62,2,22,8,5,12
AT_32516,Langschlag,1497,832,45,0,414,135,114,50,3,41,6,9,15
AT_32517,Martinsberg,945,539,25,0,243,85,117,26,0,17,15,2,9
AT_32518,Ottenschlag,861,570,24,0,274,76,84,40,6,34,4,10,18
AT_32519,Altmelon,722,390,32,0,189,42,74,14,0,15,3,5,16
AT_32520,Pölla,811,450,21,0,226,52,101,19,0,18,2,4,7
AT_32521,Rappottenstein,1456,775,42,0,365,75,140,54,3,39,32,8,17
AT_32522,Sallingberg,1091,639,35,0,344,63,109,23,2,30,4,7,22
AT_32523,Schönbach,711,416,27,0,229,51,43,22,0,29,0,4,11
AT_32524,Schwarzenau,1264,794,39,0,321,194,129,63,0,20,5,7,16
AT_32525,Schweiggers,1651,1031,75,0,643,54,137,34,1,41,11,7,28
AT_32528,Bad Traunstein,854,525,33,0,321,42,42,39,3,27,3,4,11
AT_32529,Waldhausen,1052,539,30,0,269,72,84,27,1,24,5,8,19
AT_32530,Zwettl-Niederösterreich,9500,5264,321,0,2435,668,777,474,17,349,52,45,126
AT_32599,Briefwahlkarten - Zwettl,0,1876,37,0,871,269,219,210,10,171,15,17,57
AT_40101,Linz,141174,54987,1340,0,9200,17136,10453,9143,245,3828,525,2064,1053
AT_40199,Briefwahlkarten - Linz(Stadt,0,8731,127,0,1797,2380,1016,1883,27,970,72,282,177
AT_40201,Steyr,28148,11430,319,0,1592,3937,2528,1543,44,762,119,277,309
AT_40299,Briefwahlkarten - Steyr(Stadt),0,1284,25,0,252,407,158,236,4,120,18,27,37
AT_40301,Wels,40404,16392,467,0,2884,4524,4389,2153,68,1072,155,317,363
AT_40399,Briefwahlkarten - Wels(Stadt),0,1953,25,0,403,554,327,337,11,211,14,37,34
AT_40401,Altheim,3811,1501,56,0,378,346,430,152,1,79,7,15,37
AT_40402,Aspach,1964,710,22,0,317,88,160,61,3,28,13,7,11
AT_40403,Auerbach,421,198,10,0,86,12,61,9,1,10,3,0,6
AT_40404,Braunau am Inn,12023,3977,113,0,763,1040,954,601,33,246,40,63,124
AT_40405,Burgkirchen,2037,775,29,0,293,137,157,81,5,39,3,9,22
AT_40406,Eggelsberg,1766,602,22,0,199,91,144,73,1,45,9,3,15
AT_40407,Feldkirchen bei Mattighofen,1560,564,14,0,215,71,149,51,0,28,10,13,13
AT_40408,Franking,731,306,21,0,120,44,74,17,1,17,4,2,6
AT_40409,Geretsberg,854,326,14,0,150,45,56,27,3,20,1,4,6
AT_40410,Gilgenberg am Weilhart,1026,335,6,0,143,28,85,40,2,17,2,5,7
AT_40411,Haigermoos,463,216,12,0,87,25,49,19,1,10,0,0,13
AT_40412,Handenberg,1055,413,13,0,169,59,88,27,2,26,19,5,5
AT_40413,Helpfau-Uttendorf,2394,870,35,0,247,168,236,79,1,47,11,16,30
AT_40414,Hochburg-Ach,2251,823,20,0,309,141,153,98,4,59,14,15,10
AT_40415,Höhnhart,1145,404,15,0,152,63,112,27,2,17,12,1,3
AT_40416,Jeging,504,230,8,0,75,33,64,12,3,17,5,2,11
AT_40417,Kirchberg bei Mattighofen,932,343,14,0,123,39,82,34,2,32,5,5,7
AT_40418,Lengau,3500,1198,56,0,298,346,236,122,9,69,10,15,37
AT_40419,Lochen,2055,761,29,0,318,89,148,65,2,57,17,8,28
AT_40420,Maria Schmolln,1147,398,22,0,166,48,82,41,1,21,5,4,8
AT_40421,Mattighofen,3705,1181,43,0,214,323,307,104,5,92,18,21,54
AT_40422,Mauerkirchen,1655,550,25,0,141,129,155,36,5,39,8,4,8
AT_40423,Mining,948,408,11,0,158,66,83,50,1,20,3,7,9
AT_40424,Moosbach,762,333,20,0,102,39,113,19,1,27,3,3,6
AT_40425,Moosdorf,1235,429,17,0,136,120,71,49,0,20,1,4,11
AT_40426,Munderfing,2237,948,48,0,321,189,185,89,3,58,13,14,28
AT_40427,Neukirchen an der Enknach,1728,685,30,0,235,125,147,69,4,24,13,13,25
AT_40428,Ostermiething,2438,776,30,0,243,138,167,97,6,62,4,9,20
AT_40429,Palting,768,270,12,0,95,42,50,27,2,28,0,4,10
AT_40430,Perwang am Grabensee,729,280,10,0,108,39,49,32,0,30,3,3,6
AT_40431,Pfaffstätt,751,295,17,0,102,63,57,22,4,18,5,2,5
AT_40432,Pischelsdorf am Engelbach,1318,532,24,0,229,64,135,27,5,30,6,4,8
AT_40433,Polling im Innkreis,778,324,9,0,142,45,99,11,0,9,1,1,7
AT_40434,Roßbach,784,379,23,0,137,76,94,17,2,20,2,0,8
AT_40435,Sankt Georgen am Fillmannsbach,324,122,8,0,31,8,54,8,1,6,4,1,1
AT_40436,Sankt Johann am Walde,1669,528,39,0,183,115,106,48,0,22,5,4,6
AT_40437,Sankt Pantaleon,2342,871,23,0,248,200,210,85,3,46,9,21,26
AT_40438,Sankt Peter am Hart,1856,626,21,0,195,123,133,96,1,31,5,10,11
AT_40439,Sankt Radegund,484,231,12,0,131,15,18,37,0,9,1,1,7
AT_40440,Sankt Veit im Innkreis,334,168,6,0,59,42,39,12,0,5,0,1,4
AT_40441,Schalchen,2884,1024,39,0,215,263,253,111,5,68,17,12,41
AT_40442,Schwand im Innkreis,732,290,8,0,111,35,58,35,5,17,3,5,13
AT_40443,Tarsdorf,1622,553,18,0,220,64,126,58,0,36,10,6,15
AT_40444,Treubach,591,232,9,0,112,8,65,21,2,7,4,1,3
AT_40445,Überackern,452,174,9,0,65,34,38,14,0,6,1,2,5
AT_40446,Weng im Innkreis,1151,467,18,0,163,66,139,28,2,37,0,5,9
AT_40499,Briefwahlkarten - Braunau am Inn,0,3223,64,0,782,714,524,546,17,320,37,71,148
AT_40501,Alkoven,4454,2178,69,0,467,663,466,235,11,164,11,34,58
AT_40502,Aschach an der Donau,1650,816,30,0,184,218,187,119,2,39,3,9,25
