gisco_id,name,registered,turnout,invalid,blank,SPÖ,ÖVP,FPÖ,GRÜNE,NEOS,JETZT,GILT,FPS,KPÖ,WEIßE,SLP,EUAUS,M,CPÖ,NBZ,DU
AT_20534,Frauenstein,2925,2140,28,0,541,595,714,49,108,74,17,6,6,2,0,0,0,0,0,0
AT_20599,Briefwahlkarten - Sankt Veit an der Glan,0,4416,35,0,1299,1384,1116,145,205,153,36,10,26,7,0,0,0,0,0,0
AT_20601,Bad Kleinkirchheim,1320,810,2,0,167,260,306,12,35,26,1,0,1,0,0,0,0,0,0,0
AT_20602,Baldramsdorf,1533,1011,15,0,310,199,433,5,19,18,7,1,2,2,0,0,0,0,0,0
AT_20603,Berg im Drautal,1067,749,10,0,173,343,154,16,27,12,8,1,2,3,0,0,0,0,0,0
AT_20604,Dellach im Drautal,1342,899,20,0,245,317,238,12,40,19,3,1,1,3,0,0,0,0,0,0
AT_20605,Großkirchheim,1083,771,6,0,103,292,299,12,28,18,6,1,3,3,0,0,0,0,0,0
AT_20607,Flattach,976,649,7,0,148,192,261,5,20,11,3,2,0,0,0,0,0,0,0,0
AT_20608,Gmünd in Kärnten,2119,1431,22,0,393,398,475,32,66,26,11,0,7,1,0,0,0,0,0,0
AT_20609,Greifenburg,1386,978,16,0,210,293,357,20,38,23,10,1,4,6,0,0,0,0,0,0
AT_20610,Heiligenblut am Großglockner,858,571,9,0,82,243,175,4,27,23,1,3,3,1,0,0,0,0,0,0
AT_20611,Irschen,1629,1205,18,0,355,398,329,14,54,18,11,1,4,3,0,0,0,0,0,0
AT_20613,Kleblach-Lind,974,713,13,0,229,210,201,11,32,12,2,0,3,0,0,0,0,0,0,0
AT_20616,Lendorf,1429,1012,11,0,259,279,381,12,33,27,8,0,1,1,0,0,0,0,0,0
AT_20618,Mallnitz,641,437,5,0,197,105,91,6,18,10,3,1,1,0,0,0,0,0,0,0
AT_20619,Malta,1678,1105,19,0,304,246,457,19,24,23,9,0,2,2,0,0,0,0,0,0
AT_20620,Millstatt am See,2762,1762,23,0,435,574,511,46,87,53,15,9,3,6,0,0,0,0,0,0
AT_20622,Mörtschach,680,477,7,0,61,168,203,5,7,14,6,1,4,1,0,0,0,0,0,0
AT_20624,Mühldorf,831,557,10,0,166,70,277,3,12,13,3,0,3,0,0,0,0,0,0,0
AT_20625,Oberdrauburg,966,654,14,0,170,240,187,16,9,14,2,1,1,0,0,0,0,0,0,0
AT_20627,Obervellach,1821,1163,14,0,250,374,439,17,43,13,8,2,3,0,0,0,0,0,0,0
AT_20630,Radenthein,4897,3348,53,0,1036,796,1158,44,113,89,36,6,11,6,0,0,0,0,0,0
AT_20631,Rangersdorf,1366,871,7,0,186,228,393,11,22,11,8,1,1,3,0,0,0,0,0,0
AT_20632,Rennweg am Katschberg,1490,1055,22,0,234,340,394,15,24,17,3,2,3,1,0,0,0,0,0,0
AT_20633,Sachsenburg,1021,715,14,0,173,162,313,7,20,17,3,1,2,3,0,0,0,0,0,0
AT_20634,Seeboden am Millstätter See,5145,3360,46,0,753,1021,1147,74,187,82,26,4,11,9,0,0,0,0,0,0
AT_20635,Spittal an der Drau,11924,7894,113,0,2466,1810,2657,146,309,274,62,14,29,14,0,0,0,0,0,0
AT_20636,Stall,1315,851,8,0,176,213,414,5,11,15,5,1,2,1,0,0,0,0,0,0
AT_20637,Steinfeld,1686,1159,16,0,376,291,386,16,31,27,9,1,4,2,0,0,0,0,0,0
AT_20638,Trebesing,958,655,20,0,140,211,236,5,25,12,3,1,2,0,0,0,0,0,0,0
AT_20639,Weißensee,628,406,1,0,57,195,106,9,24,8,2,1,1,2,0,0,0,0,0,0
AT_20640,Winklern,985,598,8,0,139,172,225,9,25,16,3,0,1,0,0,0,0,0,0,0
AT_20642,Krems in Kärnten,1483,977,16,0,185,311,409,4,23,19,6,1,3,0,0,0,0,0,0,0
AT_20643,Lurnfeld,2153,1400,13,0,382,359,503,18,64,35,16,2,5,3,0,0,0,0,0,0
AT_20644,Reißeck,1795,1269,22,0,414,275,451,18,39,31,6,5,5,3,0,0,0,0,0,0
AT_20699,Briefwahlkarten - Spittal an der Drau,0,6991,54,0,1867,2223,1767,306,396,230,85,11,42,10,0,0,0,0,0,0
AT_20701,Afritz am See,1196,834,6,0,255,145,348,14,26,23,10,0,4,3,0,0,0,0,0,0
AT_20702,Arnoldstein,5281,3626,52,0,1276,726,1244,49,115,105,31,2,17,9,0,0,0,0,0,0
AT_20703,Arriach,1153,775,15,0,161,185,362,9,20,14,5,1,2,1,0,0,0,0,0,0
AT_20705,Bad Bleiberg,1882,1276,13,0,503,180,457,21,41,37,10,1,12,1,0,0,0,0,0,0
AT_20707,Feistritz an der Gail,514,388,8,0,93,124,132,4,17,8,1,0,1,0,0,0,0,0,0,0
AT_20708,Feld am See,911,644,7,0,167,152,267,8,18,17,4,1,2,1,0,0,0,0,0,0
AT_20710,Ferndorf,1781,1290,30,0,439,208,505,25,33,34,6,0,8,2,0,0,0,0,0,0
AT_20711,Finkenstein am Faaker See,6968,4866,61,0,1504,1266,1481,119,203,152,52,4,20,4,0,0,0,0,0,0
AT_20712,Fresach,1040,795,27,0,251,130,333,7,17,19,9,0,1,1,0,0,0,0,0,0
AT_20713,Hohenthurn,652,464,4,0,163,158,105,5,15,8,3,0,3,0,0,0,0,0,0,0
AT_20719,Nötsch im Gailtal,1851,1356,24,0,437,352,424,22,41,29,19,1,3,4,0,0,0,0,0,0
AT_20720,Paternion,4773,3519,57,0,1053,777,1266,50,134,104,38,6,17,17,0,0,0,0,0,0
AT_20721,Rosegg,1481,1062,11,0,305,251,368,23,32,43,16,5,6,2,0,0,0,0,0,0
AT_20722,Sankt Jakob im Rosental,3440,2370,34,0,988,436,628,62,78,88,33,3,14,6,0,0,0,0,0,0
AT_20723,Stockenboi,1315,994,15,0,255,230,412,10,28,21,14,4,3,2,0,0,0,0,0,0
AT_20724,Treffen am Ossiachersee,3552,2311,32,0,635,565,755,70,94,98,35,1,21,5,0,0,0,0,0,0
AT_20725,Velden am Wörther See,6979,4613,70,0,1274,1269,1436,82,218,190,50,2,16,6,0,0,0,0,0,0
AT_20726,Weißenstein,2473,1823,22,0,607,370,640,22,64,62,19,3,8,6,0,0,0,0,0,0
AT_20727,Wernberg,4335,3039,36,0,875,709,1096,68,104,103,27,7,7,7,0,0,0,0,0,0
AT_20799,Briefwahlkarten - Villach Land,0,5045,29,0,1622,1397,1142,236,275,234,61,8,34,7,0,0,0,0,0,0
AT_20801,Bleiburg,3062,2099,44,0,682,596,547,40,75,69,18,1,21,6,0,0,0,0,0,0
AT_20802,Diex,642,498,8,0,122,163,166,7,12,9,4,0,5,2,0,0,0,0,0,0
AT_20803,Eberndorf,4722,3262,40,0,1089,821,1012,77,101,75,17,3,17,10,0,0,0,0,0,0
AT_20804,Eisenkappel-Vellach,1826,1297,25,0,576,271,264,21,78,35,12,1,11,3,0,0,0,0,0,0
AT_20805,Feistritz ob Bleiburg,1688,1261,21,0,443,269,351,58,51,42,11,1,11,3,0,0,0,0,0,0
AT_20806,Gallizien,1432,1097,14,0,314,337,339,20,27,34,6,0,4,2,0,0,0,0,0,0
AT_20807,Globasnitz,1323,940,23,0,343,197,250,36,42,29,7,0,13,0,0,0,0,0,0,0
AT_20808,Griffen,2813,2024,31,0,459,650,724,27,57,47,12,6,6,5,0,0,0,0,0,0
AT_20810,Neuhaus,892,588,19,0,154,174,199,13,11,12,0,0,6,0,0,0,0,0,0,0
AT_20812,Ruden,1244,894,19,0,289,222,304,12,24,11,6,2,5,0,0,0,0,0,0,0
AT_20813,Sankt Kanzian am Klopeiner See,3414,2369,34,0,647,694,693,55,111,88,25,3,12,7,0,0,0,0,0,0
AT_20815,Sittersdorf,1655,1116,16,0,398,268,310,21,59,35,4,0,1,4,0,0,0,0,0,0
AT_20817,Völkermarkt,8734,6096,108,0,1851,1553,1993,121,214,176,46,8,17,9,0,0,0,0,0,0
AT_20899,Briefwahlkarten - Völkermarkt,0,2810,28,0,885,860,553,133,164,129,23,3,25,7,0,0,0,0,0,0
AT_20901,Bad Sankt Leonhard im Lavanttal,3629,2651,41,0,754,753,923,35,73,52,8,3,4,5,0,0,0,0,0,0
AT_20905,Frantschach-Sankt Gertraud,2084,1475,19,0,393,439,528,8,49,25,6,0,6,2,0,0,0,0,0,0
AT_20909,Lavamünd,2440,1742,26,0,572,389,662,8,24,43,11,2,3,2,0,0,0,0,0,0
AT_20911,Preitenegg,787,606,5,0,131,226,207,7,15,8,1,0,4,2,0,0,0,0,0,0
AT_20912,Reichenfels,1503,1068,16,0,270,329,376,12,34,16,8,2,3,2,0,0,0,0,0,0
AT_20913,Sankt Andrä,8297,5688,86,0,1501,1317,2406,48,147,110,36,9,13,15,0,0,0,0,0,0
AT_20914,Sankt Georgen im Lavanttal,1663,1180,27,0,295,287,509,7,27,18,6,0,3,1,0,0,0,0,0,0
AT_20918,Sankt Paul im Lavanttal,2746,1955,35,0,529,523,736,25,55,37,6,2,5,2,0,0,0,0,0,0
AT_20923,Wolfsberg,20324,14467,207,0,4100,3824,5035,178,483,440,100,12,68,20,0,0,0,0,0,0
AT_20999,Briefwahlkarten - Wolfsberg,0,3227,25,0,1002,920,841,132,146,103,26,3,23,6,0,0,0,0,0,0
AT_21001,Albeck,801,532,7,0,93,167,233,7,13,10,2,0,0,0,0,0,0,0,0,0
AT_21002,Feldkirchen in Kärnten,11520,7564,112,0,1951,1924,2798,115,289,261,57,11,28,18,0,0,0,0,0,0
AT_21003,Glanegg,1560,997,12,0,349,231,331,13,20,28,9,0,3,1,0,0,0,0,0,0
AT_21004,Gnesau,833,587,10,0,105,182,241,9,16,12,7,2,3,0,0,0,0,0,0,0
AT_21005,Himmelberg,1887,1307,26,0,268,354,532,12,57,38,10,4,1,5,0,0,0,0,0,0
AT_21006,Ossiach,590,405,1,0,67,117,154,12,27,22,4,0,1,0,0,0,0,0,0,0
AT_21007,Reichenau,1473,1030,19,0,294,284,357,6,41,21,5,0,1,2,0,0,0,0,0,0
AT_21008,Sankt Urban,1188,752,6,0,156,165,380,11,14,13,2,0,3,2,0,0,0,0,0,0
AT_21009,Steindorf am Ossiacher See,2947,1874,21,0,460,509,685,24,81,65,21,2,3,3,0,0,0,0,0,0
AT_21010,Steuerberg,1327,890,13,0,200,268,344,9,32,17,6,0,1,0,0,0,0,0,0,0
AT_21099,Briefwahlkarten - Feldkirchen,0,2557,21,0,661,789,655,113,143,135,25,3,6,6,0,0,0,0,0,0
AT_2A099,Wahlkarten - Klagenfurt,0,605,23,0,159,152,72,49,77,56,9,0,8,0,0,0,0,0,0,0
AT_2B099,Wahlkarten - Villach,0,423,1,0,104,98,89,32,55,34,5,0,3,2,0,0,0,0,0,0
AT_2C099,Wahlkarten - Kärnten West,0,385,3,0,89,119,50,21,51,38,6,1,6,1,0,0,0,0,0,0
AT_2D099,Wahlkarten - Kärnten Ost,0,355,4,0,98,97,71,14,38,25,3,0,5,0,0,0,0,0,0,0
AT_30099,nichtzuordenbare Wahlkarten - Niederösterreich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_30101,Krems an der Donau,18158,12779,159,0,3696,3964,3164,357,620,539,148,12,105,15,0,0,0,0,0,0
AT_30199,Briefwahlkarten - Krems an der Donau(Stadt),0,1986,19,0,540,684,336,103,130,126,21,1,24,2,0,0,0,0,0,0
AT_30201,Sankt Pölten,39303,27717,310,0,9642,7128,6742,841,1209,1189,338,36,215,67,0,0,0,0,0,0
AT_30299,Briefwahlkarten - Sankt Pölten(Stadt),0,3853,28,0,1395,1060,667,164,184,245,66,3,33,8,0,0,0,0,0,0
AT_30301,Waidhofen an der Ybbs,8994,6548,89,0,1450,2685,1431,196,328,259,63,5,23,19,0,0,0,0,0,0
AT_30399,Briefwahlkarten - Waidhofen an der Ybbs(Stadt),0,1096,6,0,256,450,142,76,75,63,13,0,12,3,0,0,0,0,0,0
AT_30401,Wiener Neustadt,31306,21251,217,0,6347,5547,6201,568,914,977,257,22,154,47,0,0,0,0,0,0
AT_30499,Briefwahlkarten - Wiener Neustadt(Stadt),0,2692,14,0,786,843,553,116,153,150,47,1,24,5,0,0,0,0,0,0
AT_30501,Allhartsberg,1689,1381,23,0,253,617,361,30,41,34,14,3,4,1,0,0,0,0,0,0
AT_30502,Amstetten,17511,12732,166,0,3788,3507,3731,294,529,425,164,12,73,43,0,0,0,0,0,0
AT_30503,Ardagger,2758,2219,44,0,319,998,615,52,105,46,23,0,14,3,0,0,0,0,0,0
AT_30504,Aschbach-Markt,2911,2134,33,0,367,886,626,41,97,46,20,3,10,5,0,0,0,0,0,0
AT_30506,Behamberg,2663,2162,29,0,502,808,585,38,83,63,35,4,10,5,0,0,0,0,0,0
AT_30507,Biberbach,1846,1497,21,0,222,744,340,30,64,46,20,0,7,3,0,0,0,0,0,0
AT_30508,Ennsdorf,2317,1681,15,0,715,330,462,34,49,55,11,1,8,1,0,0,0,0,0,0
AT_30509,Ernsthofen,1803,1342,21,0,415,463,293,20,54,37,23,5,6,5,0,0,0,0,0,0
AT_30510,Ertl,1020,778,13,0,84,384,249,9,17,9,6,3,4,0,0,0,0,0,0,0
AT_30511,Euratsfeld,2090,1756,31,0,232,860,436,41,93,42,14,0,3,4,0,0,0,0,0,0
AT_30512,Ferschnitz,1436,1113,11,0,147,516,311,16,51,41,11,0,5,4,0,0,0,0,0,0
AT_30514,Haag,4465,3197,33,0,724,1255,719,103,189,89,43,11,19,12,0,0,0,0,0,0
AT_30515,Haidershofen,2959,2359,31,0,649,861,591,50,91,46,36,2,0,2,0,0,0,0,0,0
AT_30516,Hollenstein an der Ybbs,1368,1024,13,0,263,442,212,15,39,23,13,0,3,1,0,0,0,0,0,0
AT_30517,Kematen an der Ybbs,1948,1491,32,0,508,395,432,21,25,46,14,3,7,8,0,0,0,0,0,0
AT_30520,Neuhofen an der Ybbs,2248,1745,36,0,232,769,525,36,106,29,4,1,5,2,0,0,0,0,0,0
AT_30521,Neustadtl an der Donau,1715,1444,25,0,248,639,433,10,55,19,7,4,2,2,0,0,0,0,0,0
AT_30522,Oed-Oehling,1485,1066,12,0,200,438,302,21,44,38,8,1,1,1,0,0,0,0,0,0
AT_30524,Opponitz,702,577,9,0,123,250,131,8,21,28,5,1,1,0,0,0,0,0,0,0
AT_30526,Sankt Georgen am Reith,441,354,3,0,70,163,92,7,11,5,2,0,1,0,0,0,0,0,0,0
AT_30527,Sankt Georgen am Ybbsfelde,2239,1713,21,0,321,710,496,33,74,30,21,1,4,2,0,0,0,0,0,0
AT_30529,Sankt Pantaleon-Erla,2090,1612,27,0,498,494,405,46,58,42,20,2,14,6,0,0,0,0,0,0
AT_30530,Sankt Peter in der Au,4104,3109,33,0,562,1394,755,75,129,91,44,4,7,15,0,0,0,0,0,0
AT_30531,Sankt Valentin,7478,5586,83,0,2120,1322,1352,133,283,186,49,4,41,13,0,0,0,0,0,0
AT_30532,Seitenstetten,2626,2040,25,0,374,833,509,75,115,58,22,3,21,5,0,0,0,0,0,0
AT_30533,Sonntagberg,3156,2323,49,0,783,693,553,46,85,71,29,1,6,7,0,0,0,0,0,0
AT_30534,Strengberg,1622,1226,22,0,269,539,271,23,56,31,9,3,2,1,0,0,0,0,0,0
AT_30536,Viehdorf,1069,867,16,0,130,418,241,13,28,12,5,2,1,1,0,0,0,0,0,0
AT_30538,Wallsee-Sindelburg,1751,1242,21,0,289,501,295,26,54,41,8,1,4,2,0,0,0,0,0,0
AT_30539,Weistrach,1808,1405,17,0,201,692,334,41,60,33,16,3,5,3,0,0,0,0,0,0
AT_30541,Winklarn,1331,1059,14,0,241,374,292,27,58,37,8,3,2,3,0,0,0,0,0,0
AT_30542,Wolfsbach,1601,1218,13,0,164,653,298,13,41,20,7,0,7,2,0,0,0,0,0,0
AT_30543,Ybbsitz,2867,2291,36,0,331,1176,495,67,84,59,24,2,6,11,0,0,0,0,0,0
AT_30544,Zeillern,1481,1159,23,0,145,546,332,21,41,32,14,0,4,1,0,0,0,0,0,0
AT_30599,Briefwahlkarten - Amstetten,0,8955,70,0,2373,3257,1653,428,498,416,165,4,72,19,0,0,0,0,0,0
AT_30601,Alland,1971,1416,18,0,289,489,398,28,80,76,27,3,6,2,0,0,0,0,0,0
AT_30602,Altenmarkt an der Triesting,1540,1158,10,0,214,462,325,15,36,72,16,1,7,0,0,0,0,0,0,0
AT_30603,Bad Vöslau,8694,6423,78,0,1855,1873,1497,206,397,377,79,7,43,11,0,0,0,0,0,0
AT_30604,Baden,19040,13273,103,0,3164,4676,2594,618,1045,813,135,30,78,17,0,0,0,0,0,0
AT_30605,Berndorf,6481,4629,58,0,1545,991,1407,105,215,207,60,5,22,14,0,0,0,0,0,0
AT_30607,Ebreichsdorf,8002,5916,61,0,1660,1465,1990,124,264,237,65,10,26,14,0,0,0,0,0,0
AT_30608,Enzesfeld-Lindabrunn,3269,2476,37,0,723,623,773,40,114,113,30,5,15,3,0,0,0,0,0,0
AT_30609,Furth an der Triesting,675,540,5,0,65,274,131,11,14,22,10,2,2,4,0,0,0,0,0,0
AT_30612,Günselsdorf,1315,1003,16,0,326,218,357,9,32,36,8,0,1,0,0,0,0,0,0,0
AT_30613,Heiligenkreuz,1103,824,4,0,138,321,214,33,52,47,11,1,3,0,0,0,0,0,0,0
AT_30614,Hernstein,1251,1039,14,0,207,456,225,18,52,49,10,1,6,1,0,0,0,0,0,0
AT_30615,Hirtenberg,1651,1226,15,0,422,242,407,31,47,37,16,2,6,1,0,0,0,0,0,0
AT_30616,Klausen-Leopoldsdorf,1314,944,11,0,196,290,318,7,47,51,17,1,2,4,0,0,0,0,0,0
AT_30618,Kottingbrunn,5659,4197,45,0,1288,1057,1202,89,221,199,53,9,28,6,0,0,0,0,0,0
AT_30620,Leobersdorf,3573,2717,39,0,776,714,824,49,139,120,33,4,17,2,0,0,0,0,0,0
AT_30621,Mitterndorf an der Fischa,1861,1356,19,0,421,259,537,16,41,35,17,0,8,3,0,0,0,0,0,0
AT_30623,Oberwaltersdorf,3270,2394,21,0,647,801,590,59,115,104,38,0,16,3,0,0,0,0,0,0
AT_30625,Pfaffstätten,2617,1998,18,0,533,646,421,74,136,133,20,2,9,6,0,0,0,0,0,0
AT_30626,Pottendorf,5176,3798,40,0,1105,964,1253,75,141,142,49,7,14,8,0,0,0,0,0,0
AT_30627,Pottenstein,2150,1569,11,0,502,408,429,53,81,49,17,3,11,5,0,0,0,0,0,0
AT_30629,Reisenberg,1276,999,6,0,271,294,339,11,43,23,3,2,2,5,0,0,0,0,0,0
AT_30631,Schönau an der Triesting,1601,1212,22,0,380,310,337,22,55,54,20,1,8,3,0,0,0,0,0,0
AT_30633,Seibersdorf,1184,954,10,0,198,358,302,12,35,26,6,2,3,2,0,0,0,0,0,0
AT_30635,Sooß,800,604,7,0,125,243,129,20,32,34,6,2,5,1,0,0,0,0,0,0
AT_30636,Tattendorf,1080,848,14,0,212,298,226,14,35,41,6,0,2,0,0,0,0,0,0,0
AT_30637,Teesdorf,1406,1127,12,0,403,308,253,11,57,61,12,1,7,2,0,0,0,0,0,0
AT_30639,Traiskirchen,13281,10244,133,0,3479,2261,3027,203,505,416,139,13,45,23,0,0,0,0,0,0
AT_30641,Trumau,2596,2046,19,0,823,392,577,34,96,69,19,4,13,0,0,0,0,0,0,0
AT_30645,Weissenbach an der Triesting,1304,1017,12,0,278,278,290,16,53,45,29,5,9,2,0,0,0,0,0,0
AT_30646,Blumau-Neurißhof,1393,979,6,0,249,212,395,10,48,32,19,1,6,1,0,0,0,0,0,0
AT_30699,Briefwahlkarten - Baden,0,9325,57,0,2449,3185,1876,392,593,554,135,3,58,23,0,0,0,0,0,0
AT_30701,Au am Leithaberge,771,608,11,0,93,247,227,4,11,10,5,0,0,0,0,0,0,0,0,0
AT_30702,Bad Deutsch-Altenburg,1194,866,10,0,200,266,313,12,20,33,6,2,4,0,0,0,0,0,0,0
AT_30703,Berg,497,392,3,0,128,145,90,5,8,11,1,1,0,0,0,0,0,0,0,0
AT_30704,Bruck an der Leitha,5885,4300,52,0,1427,1083,1236,134,139,167,35,4,16,7,0,0,0,0,0,0
AT_30706,Enzersdorf an der Fischa,2510,1958,18,0,556,579,607,28,62,77,17,5,9,0,0,0,0,0,0,0
AT_30708,Göttlesbrunn-Arbesthal,1109,887,8,0,141,402,230,8,45,34,15,1,3,0,0,0,0,0,0,0
AT_30709,Götzendorf an der Leitha,1526,1197,13,0,364,359,334,21,40,45,15,0,6,0,0,0,0,0,0,0
AT_30710,Hainburg a.d.Donau,3761,2644,21,0,664,854,888,43,68,72,12,6,9,7,0,0,0,0,0,0
AT_30711,Haslau-Maria Ellend,1477,1175,8,0,360,345,326,28,40,49,11,2,5,1,0,0,0,0,0,0
AT_30712,Höflein,987,802,5,0,152,330,252,19,18,15,5,0,2,4,0,0,0,0,0,0
AT_30713,Hof am Leithaberge,1189,979,6,0,229,346,327,9,25,22,10,2,2,1,0,0,0,0,0,0
AT_30715,Hundsheim,454,399,4,0,135,122,109,6,9,13,1,0,0,0,0,0,0,0,0,0
AT_30716,Mannersdorf am Leithagebirge,2966,2239,20,0,868,500,609,43,70,78,25,6,13,7,0,0,0,0,0,0
AT_30718,Petronell-Carnuntum,971,749,7,0,223,231,206,13,29,30,3,1,5,1,0,0,0,0,0,0
AT_30719,Prellenkirchen,1164,865,6,0,177,363,250,11,23,23,8,1,3,0,0,0,0,0,0,0
AT_30721,Rohrau,1233,916,11,0,222,335,262,19,24,27,10,1,4,1,0,0,0,0,0,0
AT_30722,Scharndorf,908,734,17,0,148,335,145,17,21,41,8,1,1,0,0,0,0,0,0,0
AT_30724,Sommerein,1584,1253,7,0,432,302,410,17,36,33,11,0,5,0,0,0,0,0,0,0
AT_30726,Trautmannsdorf an der Leitha,2318,1784,17,0,430,647,501,31,54,66,21,1,15,1,0,0,0,0,0,0
AT_30728,Wolfsthal,573,467,6,0,101,193,133,3,11,12,5,0,2,1,0,0,0,0,0,0
AT_30729,Ebergassing,2676,1907,16,0,722,408,568,30,72,63,16,1,8,3,0,0,0,0,0,0
AT_30730,Fischamend,3987,2808,29,0,839,620,938,39,113,127,30,1,60,12,0,0,0,0,0,0
AT_30731,Gramatneusiedl,2212,1610,18,0,506,426,455,39,59,80,21,0,4,2,0,0,0,0,0,0
AT_30732,Himberg,5536,4015,45,0,1158,1045,1273,84,167,171,42,6,18,6,0,0,0,0,0,0
AT_30733,Klein-Neusiedl,657,455,7,0,194,90,115,7,8,20,3,5,5,1,0,0,0,0,0,0
AT_30734,Lanzendorf,1359,1046,10,0,341,243,314,19,46,54,11,0,4,4,0,0,0,0,0,0
AT_30735,Leopoldsdorf,3905,2965,30,0,823,890,764,78,174,142,37,1,21,5,0,0,0,0,0,0
AT_30736,Maria-Lanzendorf,1590,1148,14,0,303,301,370,38,52,53,8,1,6,2,0,0,0,0,0,0
AT_30737,Moosbrunn,1354,1077,8,0,298,370,286,17,43,45,8,0,2,0,0,0,0,0,0,0
AT_30738,Rauchenwarth,561,457,7,0,83,219,93,15,20,16,3,0,1,0,0,0,0,0,0,0
AT_30739,Schwadorf,1554,1087,9,0,368,251,352,7,50,34,11,1,3,1,0,0,0,0,0,0
AT_30740,Schwechat,12350,8710,81,0,2788,1787,2890,241,311,440,84,16,51,21,0,0,0,0,0,0
AT_30741,Zwölfaxing,1324,966,17,0,230,245,359,22,35,43,9,0,6,0,0,0,0,0,0,0
AT_30799,Briefwahlkarten - Bruck an der Leitha,0,6397,45,0,1938,1985,1527,176,296,310,65,4,38,13,0,0,0,0,0,0
AT_30801,Aderklaa,146,113,0,0,4,65,23,4,8,8,0,0,0,1,0,0,0,0,0,0
AT_30802,Andlersdorf,111,82,0,0,17,38,8,0,8,4,5,0,1,1,0,0,0,0,0,0
AT_30803,Angern an der March,2558,1922,14,0,651,545,567,22,48,44,14,2,11,4,0,0,0,0,0,0
AT_30804,Auersthal,1501,1200,17,0,344,437,250,29,47,52,17,2,3,2,0,0,0,0,0,0
AT_30805,Bad Pirawarth,1354,1031,18,0,259,407,253,19,34,26,7,2,4,2,0,0,0,0,0,0
AT_30808,Deutsch-Wagram,6431,4701,41,0,1237,1277,1465,135,231,231,42,5,28,9,0,0,0,0,0,0
AT_30810,Drösing,937,691,11,0,203,223,199,13,8,24,7,1,2,0,0,0,0,0,0,0
AT_30811,Dürnkrut,1814,1377,19,0,421,358,478,10,38,34,11,0,6,2,0,0,0,0,0,0
AT_30812,Ebenthal,690,554,8,0,124,186,186,8,13,21,5,0,2,1,0,0,0,0,0,0
AT_30813,Eckartsau,968,722,2,0,122,323,216,16,22,16,4,1,0,0,0,0,0,0,0,0
AT_30814,Engelhartstetten,1559,1221,13,0,261,418,426,12,29,38,12,2,6,4,0,0,0,0,0,0
AT_30817,Gänserndorf,8031,5728,53,0,1621,1504,1807,162,220,273,47,5,29,7,0,0,0,0,0,0
AT_30819,Glinzendorf,207,156,2,0,27,63,44,8,9,2,0,1,0,0,0,0,0,0,0,0
AT_30821,Groß-Enzersdorf,8199,6022,47,0,1631,1778,1814,140,255,278,45,7,20,7,0,0,0,0,0,0
AT_30822,Großhofen,63,56,0,0,5,32,15,0,2,1,1,0,0,0,0,0,0,0,0,0
AT_30824,Groß-Schweinbarth,987,783,12,0,168,357,173,15,20,28,5,1,2,2,0,0,0,0,0,0
AT_30825,Haringsee,933,694,9,0,167,286,176,9,22,20,3,0,2,0,0,0,0,0,0,0
AT_30826,Hauskirchen,1007,759,9,0,139,321,239,9,12,20,7,2,1,0,0,0,0,0,0,0
AT_30827,Hohenau an der March,2145,1590,13,0,615,315,539,19,21,45,6,2,15,0,0,0,0,0,0,0
AT_30828,Hohenruppersdorf,752,596,6,0,109,281,138,14,16,24,6,0,2,0,0,0,0,0,0,0
AT_30829,Jedenspeigen,896,726,13,0,208,310,143,6,18,19,7,0,0,2,0,0,0,0,0,0
AT_30830,Lassee,2056,1605,12,0,346,496,646,16,39,28,19,1,2,0,0,0,0,0,0,0
AT_30831,Leopoldsdorf im Marchfelde,2064,1581,15,0,486,403,515,23,58,56,14,3,8,0,0,0,0,0,0,0
AT_30834,Mannsdorf an der Donau,272,215,1,0,35,101,56,3,6,11,2,0,0,0,0,0,0,0,0,0
AT_30835,Marchegg,2077,1583,12,0,495,364,559,22,44,51,19,4,8,5,0,0,0,0,0,0
AT_30836,Markgrafneusiedl,661,543,7,0,155,173,153,5,15,25,6,1,0,3,0,0,0,0,0,0
AT_30838,Matzen-Raggendorf,2117,1644,20,0,394,564,499,31,47,67,14,0,6,2,0,0,0,0,0,0
AT_30841,Neusiedl an der Zaya,1022,775,11,0,149,312,245,11,26,16,2,1,2,0,0,0,0,0,0,0
AT_30842,Obersiebenbrunn,1298,935,13,0,266,251,329,8,24,28,8,0,7,1,0,0,0,0,0,0
AT_30844,Orth an der Donau,1597,1079,10,0,244,375,341,18,34,38,8,4,6,1,0,0,0,0,0,0
AT_30845,Palterndorf-Dobermannsdorf,1055,809,9,0,154,321,284,5,11,16,5,0,3,1,0,0,0,0,0,0
AT_30846,Parbasdorf,131,115,1,0,10,68,22,1,9,3,1,0,0,0,0,0,0,0,0,0
AT_30848,Prottes,1105,818,8,0,201,298,234,11,32,22,7,0,3,2,0,0,0,0,0,0
AT_30849,Raasdorf,424,338,2,0,76,168,69,6,9,7,1,0,0,0,0,0,0,0,0,0
AT_30850,Ringelsdorf-Niederabsdorf,1056,804,10,0,295,230,219,8,23,10,7,1,1,0,0,0,0,0,0,0
AT_30852,Schönkirchen-Reyersdorf,1513,1172,15,0,300,373,358,19,47,44,11,0,5,0,0,0,0,0,0,0
AT_30854,Spannberg,790,634,4,0,101,251,223,7,25,12,5,0,4,2,0,0,0,0,0,0
