gisco_id,name,registered,turnout,invalid,blank,PiS,PJN,SLD,Ruch PL,PSL,PPP,PO,Samoobrona,NP (2011),PR (2007),MN
PL_110150801,Konstantynów Łódzki,14454,7306,354,0,1839,124,479,796,256,37,3195,13,174,39,0
PL_110150802,Pabianice,56997,30358,1111,0,7848,615,2632,3983,928,128,12246,73,736,58,0
PL_110150803,Dłutów,3430,1543,89,0,589,33,115,159,168,7,339,6,27,11,0
PL_110150804,Dobroń,5754,2931,144,0,838,41,167,313,461,10,888,8,55,6,0
PL_110150805,Ksawerów,5984,3187,135,0,918,42,232,364,152,20,1238,4,80,2,0
PL_110150806,Lutomiersk,5977,2599,184,0,838,33,125,215,358,13,755,28,45,5,0
PL_110150807,Pabianice,4920,2665,99,0,877,56,280,181,371,14,731,4,47,5,0
PL_110180901,Działoszyn,10389,4459,353,0,1508,46,277,494,302,45,1364,18,46,6,0
PL_110180902,Kiełczygłów,3554,1410,70,0,629,24,90,122,263,4,178,3,22,5,0
PL_110180903,Nowa Brzeźnica,3937,1534,140,0,618,25,110,122,195,12,282,5,15,10,0
PL_110180904,Pajęczno,9643,4192,244,0,1560,52,310,380,607,24,932,9,56,18,0
PL_110180905,Rząśnia,3869,1646,98,0,664,13,89,103,131,8,508,8,16,8,0
PL_110180906,Siemkowice,3969,1444,118,0,422,20,63,110,503,9,163,9,15,12,0
PL_110180907,Strzelce Wielkie,3896,1484,114,0,678,18,102,127,216,13,195,3,17,1,0
PL_110180908,Sulmierzyce,3735,1660,114,0,795,31,194,127,127,9,242,8,12,1,0
PL_110171001,Aleksandrów,3718,1519,147,0,591,13,149,89,359,11,157,0,0,3,0
PL_110171002,Czarnocin,3246,1472,75,0,610,29,86,104,332,6,225,0,0,5,0
PL_110171003,Gorzkowice,6887,2861,215,0,1548,33,204,206,253,18,360,0,0,24,0
PL_110171004,Grabica,4796,1996,96,0,819,29,142,117,557,12,220,0,0,4,0
PL_110171005,Łęki Szlacheckie,2980,995,83,0,388,4,120,63,161,5,131,0,0,40,0
PL_110171006,Moszczenica,10195,4646,248,0,2106,62,269,332,624,26,931,0,0,48,0
PL_110171007,Ręczno,3071,1237,81,0,409,19,102,79,333,6,193,0,0,15,0
PL_110171008,Rozprza,9532,3609,296,0,1436,54,294,245,602,35,628,0,0,19,0
PL_110171009,Sulejów,12687,5906,415,0,2315,91,655,527,616,39,1204,0,0,44,0
PL_110171010,Wola Krzysztoporska,9095,4097,286,0,2190,54,302,234,501,48,471,0,0,11,0
PL_110171011,Wolbórz,6317,3249,177,0,1246,33,177,256,665,23,644,0,0,28,0
PL_110181101,Dalików,3086,1263,112,0,448,14,63,89,296,4,215,8,13,1,0
PL_110181102,Pęczniew,2963,1224,85,0,509,17,82,88,227,5,196,4,10,1,0
PL_110181103,Poddębice,12950,5527,372,0,1734,49,490,511,855,23,1411,24,51,7,0
PL_110181104,Uniejów,6024,2711,165,0,1123,34,183,211,482,13,465,7,25,3,0
PL_110181105,Wartkowice,5120,1715,161,0,620,23,121,130,366,14,253,11,13,3,0
PL_110181106,Zadzim,4390,2034,185,0,641,8,68,104,850,4,155,6,8,5,0
PL_110171201,Radomsko,39447,18345,913,0,5379,521,1610,1682,2180,66,5770,0,0,224,0
PL_110171202,Dobryszyce,3369,1410,108,0,463,25,114,150,224,5,313,0,0,8,0
PL_110171203,Gidle,5300,2003,140,0,580,34,163,198,481,11,361,0,0,35,0
PL_110171204,Gomunice,4768,2177,190,0,847,46,175,187,324,22,380,0,0,6,0
PL_110171205,Kamieńsk,4896,2232,165,0,1073,24,158,164,287,9,338,0,0,14,0
PL_110171206,Kobiele Wielkie,3577,1384,67,0,357,31,257,126,345,4,191,0,0,6,0
PL_110171207,Kodrąb,3927,1419,122,0,514,20,93,86,362,3,206,0,0,13,0
PL_110171208,Lgota Wielka,3512,1351,118,0,506,21,104,116,258,8,211,0,0,9,0
PL_110171209,Ładzice,3827,1364,93,0,443,11,97,109,262,5,336,0,0,8,0
PL_110171210,Masłowice,3570,1177,76,0,383,21,161,77,294,7,155,0,0,3,0
PL_110171211,Przedbórz,6167,2544,224,0,885,41,425,131,467,10,351,0,0,10,0
PL_110171212,Radomsko,4510,1769,185,0,586,48,127,154,291,4,356,0,0,18,0
PL_110171213,Wielgomłyny,3990,1406,92,0,380,21,116,137,541,10,106,0,0,3,0
PL_110171214,Żytno,4574,1578,173,0,520,73,116,128,327,10,225,0,0,6,0
PL_110191301,Rawa Mazowiecka,14672,7271,397,0,2425,142,537,678,772,39,2092,0,0,189,0
PL_110191302,Biała Rawska,9378,3511,250,0,1205,38,217,262,945,9,526,0,0,59,0
PL_110191303,Cielądz,3301,1282,101,0,511,13,63,67,372,3,139,0,0,13,0
PL_110191304,Rawa Mazowiecka,6883,2666,182,0,1046,25,122,152,730,9,359,0,0,41,0
PL_110191305,Regnów,1498,621,56,0,216,7,26,32,241,2,40,0,0,1,0
PL_110191306,Sadkowice,4612,1518,103,0,494,20,65,93,586,3,147,0,0,7,0
PL_110181401,Sieradz,36786,19056,883,0,5537,331,1937,2111,825,81,6908,30,393,20,0
PL_110181402,Błaszki,12057,4571,326,0,1578,64,368,334,1147,20,648,29,51,6,0
PL_110181403,Brąszewice,3466,1345,102,0,596,16,94,69,237,10,189,16,11,5,0
PL_110181404,Brzeźnio,5005,2126,158,0,608,33,204,184,425,17,453,18,21,5,0
PL_110181405,Burzenin,4598,1685,114,0,481,30,138,158,304,9,418,10,18,5,0
PL_110181406,Goszczanów,4516,1565,123,0,531,9,144,126,405,10,191,3,19,4,0
PL_110181407,Klonowa,2397,894,83,0,225,7,73,60,299,2,126,8,8,3,0
PL_110181408,Sieradz,7990,3458,212,0,1320,54,267,278,508,19,753,9,33,5,0
PL_110181409,Warta,10348,4372,365,0,1576,57,265,279,1055,25,695,11,35,9,0
PL_110181410,Wróblew,4973,1839,80,0,671,34,120,135,490,9,265,6,26,3,0
PL_110181411,Złoczew,5858,2341,194,0,949,38,188,187,321,19,388,12,35,10,0
PL_110191501,Bolimów,3261,1314,117,0,401,24,69,95,313,6,281,0,0,8,0
PL_110191502,Głuchów,4749,2715,164,0,1307,40,71,92,837,10,173,0,0,21,0
PL_110191503,Godzianów,2098,978,80,0,420,9,45,70,256,6,88,0,0,4,0
PL_110191504,Kowiesy,2454,972,62,0,323,16,52,65,297,7,146,0,0,4,0
PL_110191505,Lipce Reymontowskie,2691,1169,74,0,423,14,70,82,299,14,190,0,0,3,0
PL_110191506,Maków,4853,2099,147,0,835,40,100,160,374,16,394,0,0,33,0
PL_110191507,Nowy Kawęczyn,2694,1119,97,0,374,12,114,87,267,8,156,0,0,4,0
PL_110191508,Skierniewice,5636,2314,196,0,858,27,130,172,360,13,538,0,0,20,0
PL_110191509,Słupia,2120,903,82,0,343,12,53,51,269,2,85,0,0,6,0
PL_110171601,Tomaszów Mazowiecki,53087,26534,1245,0,8635,573,3119,2444,902,108,9391,0,0,117,0
PL_110171602,Będków,2848,1309,71,0,562,17,91,91,292,8,169,0,0,8,0
PL_110171603,Budziszewice,1784,839,62,0,386,8,58,60,140,3,119,0,0,3,0
PL_110171604,Czerniewice,4240,1721,159,0,518,12,78,99,686,6,159,0,0,4,0
PL_110171605,Inowłódz,3281,1617,113,0,511,14,98,90,177,5,597,0,0,12,0
PL_110171606,Lubochnia,5711,2697,212,0,1193,37,324,121,400,6,382,0,0,22,0
PL_110171607,Rokiciny,5014,2366,140,0,903,98,234,186,382,18,393,0,0,12,0
PL_110171608,Rzeczyca,3957,1683,148,0,601,14,101,75,603,8,117,0,0,16,0
PL_110171609,Tomaszów Mazowiecki,8302,3879,238,0,1588,120,271,293,413,9,923,0,0,24,0
PL_110171610,Ujazd,6391,2892,182,0,1106,72,326,262,340,12,582,0,0,10,0
PL_110171611,Żelechlinek,2762,1257,71,0,427,12,46,37,580,5,73,0,0,6,0
PL_110181701,Biała,4449,1631,143,0,570,12,108,142,368,8,236,11,27,6,0
PL_110181702,Czarnożyły,3654,1464,78,0,462,25,89,139,395,8,241,12,14,1,0
PL_110181703,Konopnica,3223,1401,102,0,351,13,110,113,443,12,222,22,11,2,0
PL_110181704,Mokrsko,4325,1871,181,0,536,27,141,173,405,7,343,33,21,4,0
PL_110181705,Osjaków,3854,1816,136,0,533,31,63,153,668,15,189,8,18,2,0
PL_110181706,Ostrówek,3676,1383,79,0,451,13,100,99,385,9,229,8,7,3,0
PL_110181707,Pątnów,5160,2262,160,0,866,39,132,227,430,20,328,21,32,7,0
PL_110181708,Skomlin,2698,1126,90,0,272,18,63,138,308,6,216,6,6,3,0
PL_110181709,Wieluń,27110,13048,659,0,3321,171,909,1326,1991,162,4248,43,202,16,0
PL_110181710,Wierzchlas,5359,1973,149,0,545,18,150,173,507,27,378,5,13,8,0
PL_110181801,Bolesławiec,3349,1278,89,0,337,32,176,109,254,11,238,4,22,6,0
PL_110181802,Czastary,3171,1188,96,0,300,9,97,95,318,2,243,9,18,1,0
PL_110181803,Galewice,4960,1767,99,0,513,30,188,170,403,10,325,9,18,2,0
PL_110181804,Lututów,3770,1551,157,0,419,10,158,114,512,8,156,4,11,2,0
PL_110181805,Łubnice,3314,1274,114,0,271,8,72,110,517,5,156,7,9,5,0
PL_110181806,Sokolniki,3886,1502,74,0,469,10,116,129,425,10,239,8,19,3,0
PL_110181807,Wieruszów,11504,5588,291,0,1390,73,680,465,1157,24,1422,10,66,10,0
PL_110181901,Zduńska Wola,35568,17902,863,0,5089,471,1544,2038,686,92,6747,33,311,28,0
PL_110181902,Szadek,5920,2319,171,0,667,20,140,166,652,6,453,12,26,6,0
PL_110181903,Zapolice,3917,1532,89,0,465,31,107,148,245,12,418,4,9,4,0
PL_110181904,Zduńska Wola,9030,3922,208,0,1286,102,180,350,534,20,1169,9,54,10,0
PL_110152001,Głowno,12350,5620,234,0,1375,93,643,736,189,18,2220,16,83,13,0
PL_110152002,Ozorków,16567,7266,469,0,2148,132,661,834,360,37,2511,13,88,13,0
PL_110152003,Zgierz,47252,24684,1107,0,6632,448,2140,2667,606,123,10382,37,460,82,0
PL_110152004,Aleksandrów Łódzki,22982,12435,545,0,2890,207,628,1233,370,35,6261,21,229,16,0
PL_110152005,Głowno,3933,1509,74,0,501,17,216,113,305,1,231,39,9,3,0
PL_110152006,Ozorków,5466,2467,145,0,862,44,132,176,448,5,611,10,31,3,0
PL_110152007,Parzęczew,4109,1759,81,0,473,44,228,196,238,4,459,8,24,4,0
PL_110152008,Stryków,9929,4665,204,0,1323,84,450,488,422,17,1565,18,80,14,0
PL_110152009,Zgierz,10213,5172,230,0,1723,188,375,488,246,19,1794,20,75,14,0
PL_110152101,Brzeziny,19061,8334,446,0,2592,92,795,627,963,67,2608,14,130,0,0
PL_110152103,Dmosin,3798,1558,76,0,493,20,107,157,358,9,312,8,18,0,0
PL_110152104,Jeżów,2849,1329,80,0,501,12,92,83,244,5,281,6,25,0,0
PL_110152105,Rogów,3867,1714,96,0,571,21,122,119,210,78,464,9,24,0,0
PL_110166101,Łódź,589701,332729,8247,0,77719,5261,32047,36077,5232,1408,159238,481,7019,0,0
PL_110176201,Piotrków Trybunalski,62377,32842,1361,0,10111,583,4193,3657,1474,223,10987,0,0,253,0
PL_110196301,Skierniewice,39158,21049,779,0,5942,378,1490,2068,1271,108,8740,0,0,273,0
PL_212200101,Bochnia,23732,12796,520,0,4811,463,736,951,424,45,4701,0,0,145,0
PL_212200102,Bochnia,14770,6791,466,0,3017,215,347,396,596,32,1588,0,0,134,0
PL_212200103,Drwinia,5108,2372,154,0,1309,43,96,118,237,10,376,0,0,29,0
PL_212200104,Lipnica Murowana,4298,1979,195,0,843,108,64,67,326,5,357,0,0,14,0
PL_212200105,Łapanów,5896,2668,275,0,1038,50,116,153,390,10,606,0,0,30,0
PL_212200106,Nowy Wiśnicz,10535,5593,475,0,1932,808,221,262,784,23,1041,0,0,47,0
PL_212200107,Rzezawa,8415,3863,212,0,2073,91,111,228,294,12,811,0,0,31,0
PL_212200108,Trzciana,4027,2055,138,0,1007,63,85,88,284,8,325,0,0,57,0
PL_212200109,Żegocina,3961,2163,82,0,1390,69,45,55,253,4,243,0,0,22,0
PL_212240201,Borzęcin,6578,2963,237,0,1099,46,79,144,867,9,469,0,0,13,0
PL_212240202,Brzesko,28572,14132,709,0,6079,287,521,871,678,53,4802,0,0,132,0
PL_212240203,Czchów,7287,3444,264,0,1605,74,169,151,361,14,740,0,0,66,0
PL_212240204,Dębno,11105,5473,365,0,2510,126,274,287,588,48,1240,0,0,35,0
PL_212240205,Gnojnik,5796,2658,231,0,1352,47,81,83,197,8,638,0,0,21,0
PL_212240206,Iwkowa,4698,2320,193,0,1144,42,41,49,608,6,227,0,0,10,0
PL_212240207,Szczurowa,7761,3119,246,0,1281,49,124,166,515,12,700,0,0,26,0
PL_212230301,Alwernia,10340,4894,273,0,1444,194,277,489,233,31,1903,0,0,50,0
PL_212230302,Babice,7191,3401,210,0,1159,55,202,301,205,20,1222,0,0,27,0
PL_212230303,Chrzanów,39753,20282,780,0,4994,462,1699,2576,494,138,8952,0,0,187,0
PL_212230304,Libiąż,18418,9278,590,0,2758,158,588,800,112,53,4134,0,0,85,0
PL_212230305,Trzebinia,28345,14049,796,0,3607,248,1229,1734,532,82,5704,0,0,117,0
PL_212240401,Bolesław,2335,791,47,0,398,17,27,24,193,0,81,0,0,4,0
PL_212240402,Dąbrowa Tarnowska,16541,7104,398,0,3534,348,258,296,662,20,1544,0,0,44,0
PL_212240403,Gręboszów,2975,1378,58,0,698,18,38,45,387,3,127,0,0,4,0
PL_212240404,Mędrzechów,2850,1101,85,0,432,45,53,41,275,1,165,0,0,4,0
PL_212240405,Olesno,6157,2522,98,0,1543,87,98,100,263,10,318,0,0,5,0
PL_212240406,Radgoszcz,5613,2452,223,0,1110,53,45,106,696,4,198,0,0,17,0
PL_212240407,Szczucin,10644,4318,347,0,1691,105,329,253,578,24,962,0,0,29,0
PL_212220501,Gorlice,23972,11573,512,0,4120,370,1280,684,315,28,4020,0,207,37,0
PL_212220502,Biecz,13683,5915,330,0,2828,121,403,319,577,21,1210,0,82,24,0
PL_212220503,Bobowa,7076,3447,294,0,1788,50,71,113,622,7,464,0,25,13,0
PL_212220504,Gorlice,13272,5948,377,0,2755,143,430,321,434,24,1352,0,87,25,0
PL_212220505,Lipinki,5433,2489,137,0,1129,38,392,94,83,12,553,0,33,18,0
PL_212220506,Łużna,6492,2951,231,0,1105,34,116,96,921,22,390,0,27,9,0
PL_212220507,Moszczenica,3799,1490,113,0,762,26,115,65,179,4,193,0,29,4,0
PL_212220508,Ropa,3942,1946,128,0,1138,37,73,47,171,11,317,0,18,6,0
PL_212220509,Sękowa,3954,1867,104,0,501,22,65,91,97,4,964,0,14,5,0
PL_212220510,Uście Gorlickie,5189,2189,180,0,639,35,113,143,195,50,786,0,32,16,0
PL_212200601,Czernichów,10695,4641,279,0,1747,98,244,378,307,25,1407,0,156,0,0
PL_212200602,Igołomia-Wawrzeńczyce,6177,2166,109,0,793,32,100,156,393,12,530,0,41,0,0
PL_212200603,Iwanowice,6735,3098,162,0,1187,53,132,193,593,11,700,0,67,0,0
PL_212200604,Jerzmanowice-Przeginia,8443,3990,270,0,1571,70,228,290,497,13,972,0,79,0,0
PL_212200605,Kocmyrzów-Luborzyca,10847,4663,208,0,1564,74,189,318,806,34,1395,0,75,0,0
PL_212200606,Krzeszowice,26289,13089,599,0,4582,196,766,1197,573,68,4790,0,318,0,0
PL_212200607,Liszki,12577,5901,270,0,2599,146,186,373,346,36,1763,0,182,0,0
PL_212200608,Michałowice,6826,3440,127,0,1129,65,150,243,367,11,1272,0,76,0,0
PL_212200609,Mogilany,9479,5140,170,0,1881,114,138,383,272,20,2011,0,151,0,0
PL_212200610,Skała,7945,3727,219,0,1317,56,160,253,592,15,1013,0,102,0,0
PL_212200611,Skawina,33410,16395,734,0,6003,339,573,1331,722,67,6151,0,475,0,0
PL_212200612,Słomniki,11027,4645,296,0,1659,219,191,304,808,14,1074,0,80,0,0
PL_212200613,Sułoszowa,4601,2134,101,0,793,29,52,84,745,5,305,0,20,0,0
PL_212200614,Świątniki Górne,7400,3711,158,0,1489,94,93,203,329,16,1194,0,135,0,0
PL_212200615,Wielka Wieś,8104,4394,192,0,1463,85,161,367,318,14,1636,0,158,0,0
PL_212200616,Zabierzów,19414,11154,453,0,3433,201,459,881,562,58,4705,0,402,0,0
PL_212200617,Zielonki,13801,7824,248,0,2233,164,287,605,460,28,3533,0,266,0,0
PL_212220701,Limanowa,12035,6664,253,0,3014,279,264,310,482,31,1842,0,126,63,0
PL_212220702,Mszana Dolna,5960,3088,138,0,1353,43,57,129,292,6,1005,0,61,4,0
PL_432641801,Dobra,16053,6112,550,0,2212,126,387,434,901,33,1368,0,85,16,0
PL_212220704,Jodłownik,6343,2813,232,0,1419,68,93,119,362,19,455,0,36,10,0
PL_212220705,Kamienica,5663,2402,151,0,1359,44,55,71,202,15,450,0,28,27,0
PL_212220706,Laskowa,5674,3371,158,0,2271,121,68,63,284,2,342,0,47,15,0
PL_212220707,Limanowa,17893,9381,627,0,4958,328,195,239,1763,36,1072,0,114,49,0
PL_212220708,Łukowica,7063,3564,267,0,1936,63,143,94,475,13,505,0,42,26,0
PL_212220709,Mszana Dolna,12610,5884,348,0,3227,54,65,120,394,9,1575,0,84,8,0
PL_212220710,Niedźwiedź,5145,2061,145,0,1020,35,24,46,186,6,576,0,15,8,0
PL_212220711,Słopnice,4362,2143,137,0,1134,46,33,42,89,3,627,0,25,7,0
PL_212220712,Tymbark,4777,2498,124,0,1462,72,41,70,198,3,466,0,42,20,0
PL_212200801,Charsznica,6284,2303,125,0,673,90,178,197,604,21,364,0,51,0,0
PL_212200802,Gołcza,5143,2057,109,0,708,37,133,180,505,9,354,0,22,0,0
PL_212200803,Kozłów,4040,1324,126,0,352,190,123,96,245,4,169,0,19,0,0
PL_212200804,Książ Wielki,4409,1788,79,0,790,45,98,157,319,9,267,0,24,0,0
PL_212200805,Miechów,16172,7193,307,0,2018,350,605,631,1010,22,2082,0,168,0,0
PL_212200806,Racławice,2060,709,30,0,159,12,48,31,159,2,256,0,12,0,0
PL_212200807,Słaboszów,3122,1063,66,0,274,29,105,81,365,15,125,0,3,0,0
PL_212200901,Dobczyce,11218,5494,241,0,2429,155,272,337,309,39,1644,0,0,68,0
PL_212200902,Lubień,7300,3481,177,0,2140,104,92,162,179,19,590,0,0,18,0
PL_212200903,Myślenice,32938,17242,685,0,7897,383,748,1133,746,89,5326,0,0,235,0
PL_212200904,Pcim,8189,4075,267,0,2527,93,99,160,158,30,713,0,0,28,0
PL_212200905,Raciechowice,4833,1981,181,0,861,73,66,113,213,4,384,0,0,86,0
PL_212200906,Siepraw,6312,2821,120,0,1419,85,78,149,110,17,799,0,0,44,0
PL_212200907,Sułkowice,11013,4724,409,0,1976,108,210,311,153,26,1450,0,0,81,0
PL_212200908,Tokarnia,6386,3121,217,0,1918,53,68,100,180,21,531,0,0,33,0
PL_212200909,Wiśniowa,5403,2504,192,0,1314,38,73,79,407,8,355,0,0,38,0
PL_212221001,Grybów,4878,2814,112,0,1695,52,104,159,79,9,538,0,55,11,0
PL_212221002,Chełmiec,19679,10583,594,0,6060,178,337,365,669,23,2075,0,238,44,0
PL_212221003,Gródek nad Dunajcem,6751,3179,224,0,1651,39,111,96,496,11,474,0,66,11,0
PL_212221004,Grybów,17611,10133,552,0,7038,167,217,284,483,31,1185,0,154,22,0
PL_212221005,Kamionka Wielka,7094,3821,231,0,2253,96,156,116,236,17,649,0,43,24,0
PL_212221006,Korzenna,10354,5270,370,0,3279,89,149,133,599,22,537,0,71,21,0
PL_212221007,Krynica-Zdrój,14740,7707,391,0,2580,133,420,484,816,25,2692,0,133,33,0
PL_212221008,Łabowa,4028,1820,154,0,1092,29,62,47,105,8,287,0,20,16,0
PL_212221009,Łącko,11706,5699,463,0,3083,77,147,156,637,18,903,0,72,143,0
PL_212221010,Łososina Dolna,7763,4225,176,0,2930,52,86,75,284,12,553,0,47,10,0
PL_212221011,Muszyna,9118,4392,291,0,1879,78,182,236,255,12,1365,0,83,11,0
PL_212221012,Nawojowa,5905,2945,153,0,1766,44,105,113,220,9,483,0,39,13,0
PL_212221013,Piwniczna-Zdrój,8344,3691,200,0,1747,65,104,153,89,21,1251,0,44,17,0
PL_212221014,Podegrodzie,9013,4400,274,0,2464,78,152,124,301,13,868,0,85,41,0
PL_212221015,Rytro,2956,1475,142,0,760,18,36,42,42,4,389,0,13,29,0
PL_212221016,Stary Sącz,17564,9484,556,0,4430,76,220,277,190,23,3552,0,123,37,0
PL_212221101,Nowy Targ,26619,13703,653,0,4877,315,584,1014,452,46,5321,0,400,41,0
PL_212221102,Szczawnica,6221,2904,198,0,961,58,126,161,150,15,1152,0,67,16,0
PL_212221103,Czarny Dunajec,16601,5690,440,0,3166,109,77,193,423,23,1161,0,83,15,0
PL_212221104,Czorsztyn,5653,2489,191,0,738,40,106,94,171,10,1048,0,86,5,0
PL_212221105,Jabłonka,13314,5346,274,0,3506,151,80,218,171,15,834,0,75,22,0
PL_212221106,Krościenko nad Dunajcem,5241,2201,165,0,996,45,53,90,167,6,645,0,29,5,0
PL_212221107,Lipnica Wielka,4334,1872,142,0,1000,37,33,197,65,4,369,0,22,3,0
PL_212221108,Łapsze Niżne,6999,2582,160,0,1351,55,67,69,206,11,606,0,47,10,0
PL_212221109,Nowy Targ,17463,7240,495,0,3510,143,149,264,498,21,2007,0,122,31,0
PL_212221110,Ochotnica Dolna,6166,2736,170,0,1607,86,40,66,264,6,440,0,42,15,0
PL_212221111,Raba Wyżna,10872,4706,336,0,2801,136,92,163,141,11,955,0,63,8,0
PL_212221112,Rabka-Zdrój,14015,7133,355,0,3623,157,182,369,210,20,2051,0,142,24,0
PL_212221113,Spytkowice,3175,1247,95,0,760,28,22,45,55,2,224,0,13,3,0
PL_212221114,Szaflary,7926,2846,179,0,1596,67,43,96,187,11,617,0,39,11,0
PL_212231201,Bukowno,8651,4085,201,0,976,67,618,560,64,26,1483,0,90,0,0
PL_212231203,Bolesław,6567,2968,145,0,660,44,448,450,55,24,1094,0,48,0,0
PL_212231204,Klucze,12503,6286,298,0,1647,93,655,748,294,26,2417,0,108,0,0
PL_212231205,Olkusz,41192,21732,794,0,7517,316,3043,1967,437,101,6993,0,564,0,0
PL_212231206,Trzyciąż,5693,2180,143,0,825,41,142,151,480,10,359,0,29,0,0
PL_212231207,Wolbrom,18930,9105,473,0,2869,386,754,735,547,40,3141,0,160,0,0
PL_212231301,Oświęcim,33026,17980,866,0,4807,539,2148,1659,335,78,7417,0,0,131,0
PL_212231302,Brzeszcze,17641,9516,456,0,2829,231,865,917,352,118,3678,0,0,70,0
PL_212231303,Chełmek,10442,5454,349,0,1524,95,463,540,101,56,2284,0,0,42,0
PL_212231304,Kęty,27251,14411,687,0,4872,458,942,1096,460,87,5710,0,0,99,0
PL_212231305,Osiek,6354,2909,240,0,973,52,237,208,367,24,799,0,0,9,0
PL_212231306,Oświęcim,14187,7841,395,0,2429,200,951,711,363,51,2689,0,0,52,0
PL_212231307,Polanka Wielka,3385,1695,113,0,465,60,98,103,521,14,314,0,0,7,0
PL_212231308,Przeciszów,5439,2402,154,0,695,58,215,192,320,10,744,0,0,14,0
PL_212231309,Zator,7381,3511,237,0,1190,80,298,303,252,13,1123,0,0,15,0
PL_212201401,Koniusza,6876,2538,163,0,815,25,161,188,692,9,472,0,0,13,0
PL_212201402,Koszyce,4730,1594,114,0,494,25,240,93,352,7,258,0,0,11,0
PL_212201403,Nowe Brzesko,4624,1907,132,0,793,27,60,111,434,7,337,0,0,6,0
PL_212201404,Pałecznica,2885,1267,90,0,168,6,16,39,901,5,40,0,0,2,0
PL_212201405,Proszowice,13368,5514,300,0,1875,51,306,343,1443,17,1147,0,0,32,0
PL_212201406,Radziemice,2767,1006,66,0,244,18,42,48,514,7,61,0,0,6,0
PL_212231501,Jordanów,4096,2104,125,0,783,92,83,165,304,3,529,0,0,20,0
PL_212231502,Sucha Beskidzka,7872,3954,210,0,1240,218,245,344,146,10,1509,0,0,32,0
PL_212231503,Budzów,6443,2586,203,0,1145,86,72,137,460,12,445,0,0,26,0
PL_212231504,Bystra-Sidzina,4959,1941,169,0,1013,43,46,111,259,4,277,0,0,19,0
PL_212231505,Jordanów,8116,3568,229,0,1665,80,81,115,833,15,520,0,0,30,0
PL_212231506,Maków Podhalański,12866,6138,422,0,2869,220,246,345,490,11,1476,0,0,59,0
PL_212231507,Stryszawa,9414,4398,313,0,2085,156,162,234,317,22,1074,0,0,35,0
PL_212231508,Zawoja,7137,3334,290,0,1401,437,74,153,173,11,770,0,0,25,0
PL_212231509,Zembrzyce,4488,2022,197,0,747,77,65,160,138,10,577,0,0,51,0
PL_212241601,Ciężkowice,8702,3772,288,0,1568,80,167,248,706,16,674,0,0,25,0
PL_212241602,Gromnik,6651,2792,225,0,1623,35,88,115,356,10,316,0,0,24,0
PL_212241603,Lisia Góra,10845,5225,273,0,2788,156,235,264,510,12,954,0,0,33,0
PL_212241604,Pleśna,9128,4248,340,0,1782,94,208,191,658,22,926,0,0,27,0
PL_212241605,Radłów,7754,3225,243,0,1448,79,102,158,450,20,704,0,0,21,0
PL_212241606,Ryglice,8854,3985,388,0,1932,82,128,139,256,28,1009,0,0,23,0
PL_212241607,Rzepiennik Strzyżewski,5281,2359,119,0,1290,66,97,64,371,11,323,0,0,18,0
PL_212241608,Skrzyszów,10422,4702,284,0,2207,142,251,245,336,42,1178,0,0,17,0
PL_212241609,Tarnów,18741,9852,543,0,4295,357,558,618,734,44,2613,0,0,90,0
PL_212241610,Tuchów,14025,6944,434,0,3895,143,283,346,442,23,1236,0,0,142,0
PL_212241611,Wierzchosławice,8329,4251,250,0,1923,113,158,221,364,12,1188,0,0,22,0
PL_212241612,Wietrzychowice,3284,1490,123,0,723,9,40,60,339,3,187,0,0,6,0
PL_212241613,Wojnicz,10306,4779,267,0,2342,126,207,286,307,27,1185,0,0,32,0
PL_212241614,Zakliczyn,9495,4104,364,0,1867,84,399,166,515,23,672,0,0,14,0
PL_212241615,Żabno,14890,6702,390,0,3236,147,227,276,702,18,1672,0,0,34,0
PL_212241616,Szerzyny,6364,2605,180,0,1310,56,63,132,427,13,391,0,0,33,0
PL_212221701,Zakopane,23780,13217,435,0,4571,323,390,915,488,42,5772,0,241,40,0
PL_212221702,Biały Dunajec,5445,2109,104,0,1258,29,22,63,208,21,381,0,18,5,0
PL_212221703,Bukowina Tatrzańska,9999,4519,188,0,2673,76,62,137,199,12,1094,0,72,6,0
PL_212221704,Kościelisko,6462,2625,134,0,1205,75,58,147,112,18,840,0,33,3,0
PL_212221705,Poronin,8574,3478,196,0,1704,70,38,121,176,20,1114,0,32,7,0
PL_212231801,Andrychów,34944,18257,931,0,6886,645,1016,1596,670,107,6244,0,0,162,0
PL_212231802,Brzeźnica,7799,3207,214,0,1180,64,157,235,344,14,968,0,0,31,0
PL_212231803,Kalwaria Zebrzydowska,15557,7336,388,0,2818,195,305,547,514,43,2468,0,0,58,0
PL_212231804,Lanckorona,4675,1881,124,0,615,39,74,149,186,16,663,0,0,15,0
PL_212231805,Mucharz,3102,1463,84,0,555,49,67,150,66,9,469,0,0,14,0
PL_212231806,Spytkowice,7920,3351,237,0,1385,92,231,225,235,23,904,0,0,19,0
PL_212231807,Stryszów,5366,2452,167,0,797,27,127,165,200,9,941,0,0,19,0
PL_212231808,Tomice,5861,2581,224,0,808,60,161,203,274,9,814,0,0,28,0
PL_212231809,Wadowice,30448,15529,729,0,5168,392,1085,1653,855,73,5462,0,0,112,0
PL_212231810,Wieprz,9121,4378,286,0,1833,101,223,277,508,34,1095,0,0,21,0
