gisco_id,name,registered,turnout,invalid,blank,PiS,PJN,SLD,Ruch PL,PSL,PPP,PO,Samoobrona,NP (2011),PR (2007),MN
PL_502010101,Bolesławiec,32669,15923,622,0,3496,276,1815,1867,432,79,7336,0,0,0,0
PL_502010102,Bolesławiec,10560,4214,253,0,1043,68,368,464,359,27,1632,0,0,0,0
PL_502010103,Gromadka,4480,1775,147,0,513,21,158,182,169,8,577,0,0,0,0
PL_502010104,Nowogrodziec,11907,3910,288,0,1048,70,299,425,430,25,1325,0,0,0,0
PL_502010105,Osiecznica,5283,2022,160,0,416,38,234,287,126,10,751,0,0,0,0
PL_502010106,Warta Bolesławiecka,6557,2394,173,0,609,44,245,253,163,12,895,0,0,0,0
PL_502030201,Bielawa,26107,11154,602,0,2484,429,914,1623,213,88,4801,0,0,0,0
PL_502030202,Dzierżoniów,28756,13820,567,0,3167,349,1101,1951,310,88,6287,0,0,0,0
PL_502030203,Pieszyce,7781,3092,174,0,812,65,209,403,121,18,1290,0,0,0,0
PL_502030204,Piława Górna,5386,2079,149,0,695,28,138,283,84,13,689,0,0,0,0
PL_502030205,Dzierżoniów,7732,3110,202,0,899,63,196,402,281,40,1027,0,0,0,0
PL_502030206,Łagiewniki,6177,2336,157,0,651,56,170,281,194,31,796,0,0,0,0
PL_502030207,Niemcza,4844,1897,108,0,476,99,137,276,98,17,686,0,0,0,0
PL_502020301,Głogów,55592,28487,1438,0,8540,596,4108,2820,634,175,10176,0,0,0,0
PL_502020302,Głogów,4872,2342,157,0,775,54,247,242,133,21,713,0,0,0,0
PL_502020303,Jerzmanowa,3101,1582,97,0,466,27,246,143,100,6,497,0,0,0,0
PL_502020304,Kotla,3314,1208,116,0,337,22,142,108,66,9,408,0,0,0,0
PL_502020305,Pęcław,1789,661,57,0,202,11,55,57,63,6,210,0,0,0,0
PL_502020306,Żukowice,2783,1050,68,0,297,16,92,152,139,9,277,0,0,0,0
PL_502020401,Góra,16498,6135,389,0,1405,78,431,595,597,28,2551,0,61,0,0
PL_502020402,Jemielno,2525,788,65,0,219,12,60,68,126,7,220,0,11,0,0
PL_502020403,Niechlów,4002,1259,140,0,350,18,99,118,175,11,338,0,10,0,0
PL_502020404,Wąsosz,5910,1989,155,0,516,27,123,222,264,7,659,0,16,0,0
PL_502010501,Jawor,20097,9059,401,0,2865,135,872,889,240,58,3599,0,0,0,0
PL_502010502,Bolków,8940,3472,211,0,796,44,666,345,273,17,1120,0,0,0,0
PL_502010503,Męcinka,3857,1364,65,0,563,14,111,107,122,8,374,0,0,0,0
PL_502010504,Mściwojów,3291,1342,110,0,345,17,122,137,148,14,449,0,0,0,0
PL_502010505,Paszowice,3195,1165,90,0,389,11,103,98,121,7,346,0,0,0,0
PL_502010506,Wądroże Wielkie,3232,1222,81,0,284,10,103,143,197,4,400,0,0,0,0
PL_502010601,Karpacz,4429,2203,97,0,321,28,326,243,65,8,1115,0,0,0,0
PL_502010602,Kowary,9642,4272,260,0,741,58,864,521,118,29,1681,0,0,0,0
PL_502010603,Piechowice,5353,2494,114,0,552,29,285,325,103,14,1072,0,0,0,0
PL_502010604,Szklarska Poręba,5860,2741,101,0,588,40,298,332,88,15,1279,0,0,0,0
PL_502010605,Janowice Wielkie,3596,1478,127,0,296,9,131,153,66,9,687,0,0,0,0
PL_502010606,Jeżów Sudecki,5409,2449,125,0,432,29,301,288,156,28,1090,0,0,0,0
PL_502010607,Mysłakowice,8164,3487,189,0,678,46,666,365,184,17,1342,0,0,0,0
PL_502010608,Podgórzyn,6569,2822,136,0,471,42,437,329,142,9,1256,0,0,0,0
PL_502010609,Stara Kamienica,4243,1651,126,0,322,22,182,221,134,11,633,0,0,0,0
PL_502010701,Kamienna Góra,17045,7728,418,0,1940,85,795,937,173,27,3353,0,0,0,0
PL_502010702,Kamienna Góra,6909,2980,178,0,780,49,218,338,187,22,1208,0,0,0,0
PL_502010703,Lubawka,9349,4199,228,0,783,41,791,653,131,23,1549,0,0,0,0
PL_502010704,Marciszów,3730,1457,99,0,250,16,130,144,346,7,465,0,0,0,0
PL_502030801,Duszniki-Zdrój,4358,1973,77,0,430,34,156,257,83,4,932,0,0,0,0
PL_502030802,Kłodzko,23475,11298,483,0,2447,113,830,1245,1005,37,5138,0,0,0,0
PL_502030803,Kudowa-Zdrój,8734,4192,199,0,1254,63,287,415,165,35,1774,0,0,0,0
PL_502030804,Nowa Ruda,19832,8451,429,0,1626,101,566,824,251,58,4596,0,0,0,0
PL_502030805,Polanica-Zdrój,6013,3066,189,0,784,45,299,284,143,10,1312,0,0,0,0
PL_502030806,Bystrzyca Kłodzka,16279,6633,385,0,1636,107,416,641,683,53,2712,0,0,0,0
PL_502030807,Kłodzko,13869,5752,402,0,1112,63,290,488,1859,34,1504,0,0,0,0
PL_502030808,Lądek-Zdrój,7578,3282,197,0,717,42,230,338,254,17,1487,0,0,0,0
PL_502030809,Lewin Kłodzki,1631,564,22,0,200,8,30,57,58,3,186,0,0,0,0
PL_502030810,Międzylesie,6202,2358,145,0,456,44,214,325,205,19,950,0,0,0,0
PL_502030811,Nowa Ruda,10008,3885,248,0,803,51,278,360,362,26,1757,0,0,0,0
PL_502030812,Radków,7620,2893,183,0,754,43,148,243,382,21,1119,0,0,0,0
PL_502030813,Stronie Śląskie,6214,2474,166,0,419,39,266,281,129,20,1154,0,0,0,0
PL_502030814,Szczytna,6023,2279,126,0,469,34,218,262,172,19,979,0,0,0,0
PL_502020901,Chojnów,11545,4711,228,0,1246,74,523,561,149,43,1887,0,0,0,0
PL_502020902,Chojnów,7570,2615,179,0,735,46,263,270,335,16,771,0,0,0,0
PL_502020903,Krotoszyce,2496,1076,65,0,363,18,106,119,88,6,311,0,0,0,0
PL_502020904,Kunice,4574,2223,123,0,484,51,253,263,112,15,922,0,0,0,0
PL_502020905,Legnickie Pole,3762,1599,103,0,446,29,238,139,182,14,448,0,0,0,0
PL_502020906,Miłkowice,5055,2178,119,0,550,73,223,261,183,13,756,0,0,0,0
PL_502020907,Prochowice,6000,2371,166,0,588,39,146,222,202,17,991,0,0,0,0
PL_502020908,Ruja,2148,710,38,0,183,18,96,92,81,8,194,0,0,0,0
PL_502011001,Lubań,18341,8328,382,0,1936,142,941,1016,248,55,3608,0,0,0,0
PL_502011002,Świeradów-Zdrój,3866,1723,85,0,355,24,182,220,81,11,765,0,0,0,0
PL_502011003,Leśna,8374,3232,200,0,698,38,413,420,270,28,1165,0,0,0,0
PL_502011004,Lubań,5165,2041,149,0,440,29,174,212,325,18,694,0,0,0,0
PL_502011005,Olszyna,5360,2086,130,0,416,29,372,239,139,15,746,0,0,0,0
PL_502011006,Platerówka,1315,559,47,0,178,10,51,42,71,2,158,0,0,0,0
PL_502011007,Siekierczyn,4069,1774,109,0,441,27,180,251,137,15,614,0,0,0,0
PL_502021101,Lubin,60930,31695,1443,0,10244,732,5219,3290,1493,161,9113,0,0,0,0
PL_502021102,Lubin,10478,5084,313,0,1478,98,895,549,388,20,1343,0,0,0,0
PL_502021103,Rudna,5941,2699,207,0,903,40,453,241,255,7,593,0,0,0,0
PL_502021104,Ścinawa,8379,3575,253,0,1314,52,404,275,328,25,924,0,0,0,0
PL_502011201,Gryfów Śląski,8333,3191,189,0,893,45,385,322,187,12,1158,0,0,0,0
PL_502011202,Lubomierz,4916,1805,129,0,405,24,161,167,214,15,690,0,0,0,0
PL_502011203,Lwówek Śląski,14344,5711,354,0,1285,88,520,661,338,43,2422,0,0,0,0
PL_502011204,Mirsk,7278,2707,198,0,672,51,267,289,385,18,827,0,0,0,0
PL_502011205,Wleń,3706,1545,102,0,366,19,110,226,160,14,548,0,0,0,0
PL_502041301,Cieszków,3746,1425,100,0,341,32,125,119,150,7,534,0,17,0,0
PL_502041302,Krośnice,6345,2460,230,0,683,33,306,192,223,12,748,0,33,0,0
PL_502041303,Milicz,19500,8522,512,0,2178,114,678,824,577,53,3489,0,97,0,0
PL_502041401,Oleśnica,30210,15407,564,0,3733,230,1269,1507,443,61,7288,0,312,0,0
PL_502041402,Bierutów,8195,3147,241,0,814,34,237,287,257,22,1202,0,53,0,0
PL_502041403,Dobroszyce,4960,1962,171,0,462,23,139,177,220,13,720,0,37,0,0
PL_502041404,Dziadowa Kłoda,3611,1215,109,0,187,14,85,120,306,5,381,0,8,0,0
PL_502041405,Międzybórz,3978,1675,93,0,192,26,85,146,434,14,664,0,21,0,0
PL_502041406,Oleśnica,9503,3597,273,0,854,50,187,320,371,27,1460,0,55,0,0
PL_502041407,Syców,13149,5901,388,0,1494,57,303,502,418,29,2619,0,91,0,0
PL_502041408,Twardogóra,10427,4414,362,0,1124,51,291,359,208,26,1917,0,76,0,0
PL_502041501,Oława,25639,13596,567,0,3389,216,808,1192,432,61,6685,0,246,0,0
PL_502041502,Domaniów,4160,1758,161,0,441,17,80,130,307,8,592,0,22,0,0
PL_502041503,Jelcz-Laskowice,18011,8373,453,0,2488,102,392,739,352,36,3644,0,167,0,0
PL_502041504,Oława,11465,5017,256,0,1524,90,226,425,443,27,1959,0,67,0,0
PL_502021601,Chocianów,10329,4603,309,0,1905,72,484,385,317,23,1108,0,0,0,0
PL_502021602,Gaworzyce,3051,1377,119,0,432,31,164,149,134,18,330,0,0,0,0
PL_502021603,Grębocice,4085,1630,124,0,544,21,240,123,156,15,407,0,0,0,0
PL_502021604,Polkowice,20679,10071,733,0,3194,184,1604,1005,379,60,2912,0,0,0,0
PL_502021605,Przemków,7083,2739,181,0,858,52,334,262,186,18,848,0,0,0,0
PL_502021606,Radwanice,3633,1586,109,0,378,25,185,161,322,8,398,0,0,0,0
PL_502041701,Borów,4245,1826,130,0,552,31,80,107,337,6,565,0,18,0,0
PL_502041702,Kondratowice,3705,1384,121,0,371,15,77,83,201,8,501,0,7,0,0
PL_502041703,Przeworno,4168,1510,111,0,386,21,72,119,213,13,542,0,33,0,0
PL_502041704,Strzelin,18697,8563,435,0,1954,90,722,819,939,57,3442,0,105,0,0
PL_502041705,Wiązów,5924,2287,198,0,751,21,103,137,264,11,777,0,25,0,0
PL_502041801,Kostomłoty,5704,2124,206,0,526,38,342,146,242,7,590,0,27,0,0
PL_502041802,Malczyce,4794,1766,125,0,464,52,121,149,113,9,680,0,53,0,0
PL_502041803,Miękinia,10218,4923,271,0,1050,75,158,362,399,15,2500,0,93,0,0
PL_502041804,Środa Śląska,15488,6553,308,0,1421,387,366,671,319,23,2945,0,113,0,0
PL_502041805,Udanin,4556,1663,142,0,403,35,102,121,350,9,448,0,53,0,0
PL_502031901,Świdnica,49052,25048,970,0,5852,451,1883,3301,644,207,11740,0,0,0,0
PL_502031902,Świebodzice,18720,8072,502,0,1948,117,651,1028,449,57,3320,0,0,0,0
PL_502031903,Dobromierz,4410,1660,140,0,510,34,132,145,133,8,558,0,0,0,0
PL_502031904,Jaworzyna Śląska,8394,3263,268,0,905,73,237,389,128,42,1221,0,0,0,0
PL_502031905,Marcinowice,5142,2100,151,0,610,39,152,197,223,23,705,0,0,0,0
PL_502031906,Strzegom,21949,8701,614,0,2225,153,685,872,549,51,3552,0,0,0,0
PL_502031907,Świdnica,13007,5451,338,0,1344,102,400,602,410,48,2207,0,0,0,0
PL_502031908,Żarów,10148,4450,300,0,1096,71,429,548,192,45,1769,0,0,0,0
PL_502042001,Oborniki Śląskie,15194,7716,321,0,2025,140,331,662,311,24,3769,0,133,0,0
PL_502042002,Prusice,7419,2795,229,0,688,40,81,168,659,12,888,0,30,0,0
PL_502042003,Trzebnica,18036,8169,328,0,2201,107,350,627,279,43,4119,0,115,0,0
PL_502042004,Wisznia Mała,7316,3568,143,0,1012,59,140,308,150,14,1669,0,73,0,0
PL_502042005,Zawonia,4465,1642,117,0,381,17,108,149,131,6,712,0,21,0,0
PL_502042006,Żmigród,11903,4470,325,0,887,63,297,515,379,24,1932,0,48,0,0
PL_502032101,Boguszów-Gorce,13268,5025,341,0,1025,77,547,668,106,39,2222,0,0,0,0
PL_502032102,Jedlina-Zdrój,4070,1743,113,0,402,37,185,214,45,10,737,0,0,0,0
PL_502032103,Szczawno-Zdrój,5083,2772,108,0,565,55,265,392,76,10,1301,0,0,0,0
PL_502032104,Czarny Bór,3885,1736,150,0,421,42,175,181,122,16,629,0,0,0,0
PL_502032105,Głuszyca,7450,3082,225,0,665,29,432,348,147,12,1224,0,0,0,0
PL_502032106,Mieroszów,5946,2107,138,0,370,37,212,260,67,18,1005,0,0,0,0
PL_502032107,Stare Bogaczowice,3426,1358,106,0,246,69,132,190,111,13,491,0,0,0,0
PL_502032108,Walim,4760,1725,122,0,345,52,155,217,79,11,744,0,0,0,0
PL_502032109,Wałbrzych,97842,41376,1839,0,8097,587,4743,5672,942,331,19165,0,0,0,0
PL_502042201,Brzeg Dolny,13178,6133,332,0,1388,59,381,524,120,35,3189,0,105,0,0
PL_502042202,Wińsko,7022,2434,196,0,934,34,168,184,239,10,634,0,35,0,0
PL_502042203,Wołów,19739,8552,530,0,2301,111,502,831,375,50,3738,0,114,0,0
PL_502042301,Czernica,8648,5083,199,0,1215,66,180,443,358,13,2486,0,123,0,0
PL_502042302,Długołęka,18993,9927,387,0,2637,148,434,791,512,39,4757,0,222,0,0
PL_502042303,Jordanów Śląski,2518,1030,72,0,264,22,21,93,257,4,280,0,17,0,0
PL_502042304,Kąty Wrocławskie,15822,7774,366,0,1865,119,306,546,844,32,3518,0,178,0,0
PL_502042305,Kobierzyce,12473,6336,303,0,1388,113,206,596,287,27,3252,0,164,0,0
PL_502042306,Mietków,3158,1378,82,0,346,9,96,105,206,12,500,0,22,0,0
PL_502042307,Sobótka,10183,4366,234,0,1092,59,153,335,785,17,1619,0,72,0,0
PL_502042308,Siechnice,12745,7222,263,0,1851,139,345,633,298,29,3447,0,217,0,0
PL_502042309,Żórawina,7326,3272,160,0,746,56,97,271,462,14,1402,0,64,0,0
PL_502032401,Bardo,4584,1885,138,0,438,26,114,247,269,11,642,0,0,0,0
PL_502032402,Ciepłowody,2581,862,53,0,205,16,61,76,174,2,275,0,0,0,0
PL_502032403,Kamieniec Ząbkowicki,6985,2728,197,0,631,34,253,345,180,16,1072,0,0,0,0
PL_502032404,Stoszowice,4527,1663,155,0,363,28,170,203,161,20,563,0,0,0,0
PL_502032405,Ząbkowice Śląskie,18729,8376,419,0,2032,130,624,804,580,76,3711,0,0,0,0
PL_502032406,Ziębice,14777,5305,317,0,1314,64,344,539,897,59,1771,0,0,0,0
PL_502032407,Złoty Stok,3937,1455,93,0,371,27,103,176,96,21,568,0,0,0,0
PL_502012501,Zawidów,3523,1502,80,0,374,37,156,145,59,10,641,0,0,0,0
PL_502012502,Zgorzelec,26818,13352,613,0,3115,199,1400,1426,363,71,6165,0,0,0,0
PL_502012503,Bogatynia,19863,8444,559,0,2991,91,819,800,195,54,2935,0,0,0,0
PL_502012504,Pieńsk,7394,2681,184,0,566,50,271,305,196,14,1095,0,0,0,0
PL_502012505,Sulików,4870,1871,103,0,545,23,100,173,333,6,588,0,0,0,0
PL_502012506,Węgliniec,7156,2698,261,0,600,49,264,283,121,19,1101,0,0,0,0
PL_502012507,Zgorzelec,6554,2532,183,0,592,26,272,273,155,14,1017,0,0,0,0
PL_502012601,Wojcieszów,3130,1117,113,0,217,16,120,132,41,8,470,0,0,0,0
PL_502012602,Złotoryja,13461,6223,395,0,1411,81,935,741,162,26,2472,0,0,0,0
PL_502012603,Pielgrzymka,3718,1390,121,0,327,27,107,130,269,9,400,0,0,0,0
PL_502012604,Świerzawa,6356,2368,167,0,523,30,322,270,197,15,844,0,0,0,0
PL_502012605,Zagrodno,4528,1708,146,0,528,36,255,132,214,8,389,0,0,0,0
PL_502012606,Złotoryja,5626,2187,103,0,627,37,261,235,196,16,712,0,0,0,0
PL_502016101,Jelenia Góra,69032,34719,1192,0,7164,526,4098,4317,947,229,16246,0,0,0,0
PL_502026201,Legnica,81338,40108,1291,0,10629,972,5449,4537,884,204,16142,0,0,0,0
PL_502056401,Wrocław,505199,302314,7050,0,73818,4746,14491,29089,5614,1203,158298,0,8005,0,0
PL_604080101,Aleksandrów Kujawski,10080,4351,258,0,924,62,535,491,285,29,1727,0,40,0,0
PL_604080102,Ciechocinek,10378,6576,235,0,1766,105,576,624,232,24,2913,0,101,0,0
PL_604080103,Nieszawa,1658,795,48,0,150,14,107,100,47,8,312,0,9,0,0
PL_604080104,Aleksandrów Kujawski,8753,3144,242,0,834,52,279,328,435,22,914,0,38,0,0
PL_604080105,Bądkowo,3619,1373,111,0,400,14,170,170,242,12,245,0,9,0,0
PL_604080106,Koneck,2708,899,55,0,339,9,89,91,126,4,182,0,4,0,0
PL_604080107,Raciążek,2537,1116,80,0,312,11,119,135,83,11,351,0,14,0,0
PL_604080108,Waganiec,3575,1291,100,0,375,25,138,147,180,5,312,0,9,0,0
PL_604080109,Zakrzewo,2972,1102,79,0,251,25,96,128,277,12,220,0,14,0,0
PL_604070201,Brodnica,21723,10276,383,0,2556,142,825,928,912,50,4369,0,111,0,0
PL_604070202,Bobrowo,4990,1811,127,0,503,15,143,159,451,17,382,0,14,0,0
PL_604070203,Brodnica,5643,2245,119,0,556,33,141,192,481,7,687,0,29,0,0
PL_604070204,Brzozie,2913,1217,103,0,410,15,55,85,286,4,237,0,22,0,0
PL_604070205,Górzno,3188,1286,107,0,488,5,51,76,350,3,195,0,11,0,0
PL_604070206,Bartniczka,3650,1424,113,0,428,16,73,93,425,7,251,0,18,0,0
PL_604070207,Jabłonowo Pomorskie,7206,2776,223,0,704,32,201,234,577,16,764,0,25,0,0
PL_604070208,Osiek,3199,1085,83,0,317,22,81,71,308,8,188,0,7,0,0
PL_604070209,Świedziebnia,4074,1710,95,0,366,7,37,47,1055,5,95,0,3,0,0
PL_604070210,Zbiczno,3748,1563,111,0,301,17,111,133,434,8,426,0,22,0,0
PL_604060301,Białe Błota,12909,7117,270,0,1322,140,494,968,282,44,3456,0,141,0,0
PL_604060302,Dąbrowa Chełmińska,5950,2299,146,0,455,35,185,323,216,16,888,0,35,0,0
PL_604060303,Dobrcz,7878,3524,279,0,615,45,214,395,808,36,1079,0,53,0,0
PL_604060304,Koronowo,19320,8030,539,0,1492,198,1093,920,794,31,2844,0,119,0,0
PL_604060305,Nowa Wieś Wielka,6999,3027,216,0,599,70,252,369,133,17,1326,0,45,0,0
PL_604060306,Osielsko,8422,5091,193,0,817,150,294,657,219,17,2631,0,113,0,0
PL_604060307,Sicienko,7491,3355,264,0,642,44,266,391,408,18,1276,0,46,0,0
PL_604060308,Solec Kujawski,12790,6340,453,0,1309,127,489,839,239,51,2710,0,123,0,0
PL_604070401,Chełmno,16048,7446,384,0,1643,94,782,755,295,33,3333,0,127,0,0
PL_604070402,Chełmno,4145,1417,107,0,281,15,213,110,230,3,438,0,20,0,0
PL_604070403,Kijewo Królewskie,3428,1315,86,0,315,13,119,115,198,5,446,0,18,0,0
PL_604070404,Lisewo,4071,1456,91,0,326,23,172,147,245,6,438,0,8,0,0
PL_604070405,Papowo Biskupie,3473,1193,83,0,247,22,145,130,196,7,348,0,15,0,0
PL_604070406,Stolno,4007,1371,99,0,395,17,133,120,191,10,391,0,15,0,0
PL_604070407,Unisław,5419,2150,116,0,501,33,178,222,162,18,897,0,23,0,0
PL_604070501,Golub-Dobrzyń,10096,4377,236,0,1182,81,482,476,242,17,1594,0,67,0,0
PL_604070502,Ciechocin,3095,1204,82,0,430,19,83,110,255,7,205,0,13,0,0
PL_604070503,Golub-Dobrzyń,6651,2230,126,0,678,42,196,227,359,10,576,0,16,0,0
PL_604070504,Kowalewo Pomorskie,9124,3735,218,0,874,93,424,452,526,31,1078,0,39,0,0
PL_604070505,Radomin,3250,1164,77,0,388,52,133,83,259,2,160,0,10,0,0
PL_604070506,Zbójno,3478,1175,82,0,375,40,116,113,235,8,202,0,4,0,0
PL_604070601,Grudziądz,8983,3637,193,0,817,32,186,389,436,115,1384,0,85,0,0
PL_604070602,Gruta,5214,1747,120,0,399,27,144,181,278,50,525,0,23,0,0
PL_604070603,Łasin,6581,2416,158,0,570,30,319,154,286,67,793,0,39,0,0
PL_604070604,Radzyń Chełmiński,3826,1194,77,0,339,18,98,130,182,24,315,0,11,0,0
PL_604070605,Rogóźno,3213,1000,68,0,260,12,67,84,195,24,278,0,12,0,0
PL_604070606,Świecie nad Osą,3367,944,115,0,235,19,82,76,152,14,233,0,18,0,0
PL_604080701,Inowrocław,63316,31540,1662,0,5514,481,3533,4659,1065,165,14105,0,356,0,0
PL_604080702,Dąbrowa Biskupia,4041,1169,97,0,297,13,131,103,214,6,300,0,8,0,0
PL_604080703,Gniewkowo,11628,4563,356,0,932,50,501,522,421,19,1706,0,56,0,0
PL_604080704,Inowrocław,9058,3482,239,0,737,38,360,421,489,27,1128,0,43,0,0
PL_604080705,Janikowo,10923,4614,331,0,888,80,502,539,589,53,1588,0,44,0,0
PL_604080706,Kruszwica,15991,6283,493,0,1354,57,722,489,1178,38,1896,0,56,0,0
PL_604080707,Pakość,7948,3144,277,0,553,51,396,417,276,26,1117,0,31,0,0
PL_604080708,Rojewo,3699,1367,144,0,319,19,138,130,281,10,316,0,10,0,0
PL_604080709,Złotniki Kujawskie,7293,2965,258,0,434,28,1081,255,255,17,604,0,33,0,0
PL_604080801,Lipno,11679,4842,319,0,1357,63,424,493,456,20,1643,0,67,0,0
PL_604080802,Bobrowniki,2406,912,79,0,205,7,58,79,208,6,268,0,2,0,0
PL_604080803,Chrostkowo,2429,646,40,0,212,10,42,38,202,6,91,0,5,0,0
PL_604080804,Dobrzyń nad Wisłą,6415,2162,170,0,587,22,202,177,423,15,526,0,40,0,0
PL_604080805,Kikół,5682,2059,141,0,486,17,125,126,800,9,337,0,18,0,0
PL_604080806,Lipno,8978,2815,173,0,690,32,219,263,809,7,604,0,18,0,0
PL_604080807,Skępe,6039,2320,142,0,543,22,136,239,275,5,933,0,25,0,0
PL_604080808,Tłuchowo,3640,1213,97,0,321,15,202,99,266,4,189,0,20,0,0
PL_604080809,Wielgie,5196,1657,158,0,385,22,252,106,375,4,345,0,10,0,0
PL_604080901,Dąbrowa,3688,1306,109,0,194,20,157,133,300,8,373,0,12,0,0
PL_604080902,Jeziora Wielkie,4035,1512,130,0,194,56,177,116,528,12,289,0,10,0,0
PL_604080903,Mogilno,19848,8412,578,0,1516,103,851,1012,1204,67,2977,0,104,0,0
PL_604080904,Strzelno,9646,4012,320,0,714,62,335,337,939,119,1150,0,36,0,0
PL_604081001,Kcynia,10712,4168,402,0,717,76,472,342,829,30,1243,0,57,0,0
PL_604081002,Mrocza,7102,2845,269,0,544,48,377,287,370,19,903,0,28,0,0
PL_604081003,Nakło nad Notecią,26510,12186,895,0,2322,267,1105,1299,875,73,5209,0,141,0,0
PL_604081004,Sadki,5655,2184,204,0,431,58,228,173,315,16,731,0,28,0,0
PL_604081005,Szubin,18402,8419,561,0,1547,160,1276,842,619,28,3268,0,118,0,0
PL_604081101,Radziejów,4937,2219,145,0,587,32,240,228,145,11,807,0,24,0,0
PL_604081102,Bytoń,3039,1003,72,0,301,23,102,104,215,4,155,0,27,0,0
PL_604081103,Dobre,4531,1558,150,0,414,16,194,123,328,18,305,0,10,0,0
PL_604081104,Osięciny,6578,2139,146,0,623,15,268,234,332,16,478,0,27,0,0
PL_604081105,Piotrków Kujawski,7663,2576,213,0,825,54,392,217,305,10,521,0,39,0,0
PL_604081106,Radziejów,3607,1265,84,0,436,18,98,105,263,5,240,0,16,0,0
PL_604081107,Topólka,4109,1450,127,0,332,17,194,121,317,14,319,0,9,0,0
PL_604081201,Rypin,13399,5972,285,0,1655,127,437,593,512,24,2265,0,74,0,0
PL_604081202,Brzuze,4312,1409,108,0,338,30,95,188,302,15,323,0,10,0,0
PL_604081203,Rogowo,3854,1134,93,0,384,13,83,70,287,2,199,0,3,0,0
PL_604081204,Rypin,5829,1627,61,0,425,29,101,127,516,11,336,0,21,0,0
PL_604081205,Skrwilno,4888,1680,118,0,616,18,68,86,532,9,215,0,18,0,0
PL_604081206,Wąpielsk,3299,924,54,0,282,16,78,72,234,1,179,0,8,0,0
PL_604071301,Kamień Krajeński,5481,1973,147,0,347,38,159,198,270,23,715,0,76,0,0
PL_604071302,Sępólno Krajeńskie,12680,5251,303,0,1000,84,457,582,633,31,2093,0,68,0,0
PL_604071303,Sośno,4099,1441,163,0,243,17,190,112,397,13,295,0,11,0,0
PL_604071304,Więcbork,10418,4213,279,0,1074,44,333,319,601,29,1478,0,56,0,0
PL_604071401,Bukowiec,3986,1401,127,0,289,40,101,139,297,18,379,0,11,0,0
PL_604071402,Dragacz,5592,2066,142,0,342,29,357,230,191,12,732,0,31,0,0
PL_604071403,Drzycim,3966,1447,126,0,281,31,134,141,296,8,411,0,19,0,0
PL_604071404,Jeżewo,6141,2386,188,0,590,46,214,231,256,11,822,0,28,0,0
PL_604071405,Lniano,3256,1405,106,0,309,37,83,131,373,11,344,0,11,0,0
PL_604071406,Nowe,8631,2997,188,0,542,40,216,237,344,27,1292,0,111,0,0
PL_604071407,Osie,4249,1687,136,0,306,20,156,120,343,13,570,0,23,0,0
PL_604071408,Pruszcz,7400,3163,238,0,574,45,205,325,675,22,1039,0,40,0,0
PL_604071409,Świecie,26690,12190,829,0,2234,224,1107,1285,1188,66,5127,0,130,0,0
PL_604071410,Świekatowo,2776,1157,122,0,194,13,55,81,438,7,220,0,27,0,0
PL_604071411,Warlubie,5139,1653,121,0,333,17,167,136,362,5,424,0,88,0,0
PL_604061501,Chełmża,11775,4983,312,0,1437,62,366,406,415,29,1889,0,67,0,0
PL_604061502,Chełmża,7508,2543,251,0,684,30,224,198,509,15,603,0,29,0,0
PL_604061503,Czernikowo,6819,2308,145,0,544,36,154,240,202,9,953,0,25,0,0
PL_604061504,Lubicz,13992,6682,268,0,1929,134,508,677,373,21,2635,0,137,0,0
PL_604061505,Łubianka,4760,2139,128,0,569,61,169,230,359,7,596,0,20,0,0
PL_604061506,Łysomice,7052,3058,136,0,742,98,299,309,200,13,1224,0,37,0,0
PL_604061507,Obrowo,9611,4347,217,0,1035,74,347,380,638,26,1574,0,56,0,0
PL_604061508,Wielka Nieszawka,3512,1752,97,0,378,44,152,177,87,7,771,0,39,0,0
PL_604061509,Zławieś Wielka,9482,4131,206,0,876,134,372,403,433,18,1616,0,73,0,0
PL_604071601,Cekcyn,5168,2175,216,0,417,26,190,168,387,15,743,0,13,0,0
PL_604071602,Gostycyn,4130,1776,173,0,381,24,139,165,279,17,578,0,20,0,0
PL_604071603,Kęsowo,3523,1273,121,0,269,35,100,131,243,11,345,0,18,0,0
PL_604071604,Lubiewo,4462,1935,151,0,457,20,161,125,399,11,602,0,9,0,0
PL_604071605,Śliwice,4308,1833,139,0,482,20,150,112,344,13,545,0,28,0,0
PL_604071606,Tuchola,16021,7428,438,0,1621,90,1034,483,684,36,2926,0,116,0,0
PL_604071701,Wąbrzeźno,11206,4885,296,0,843,56,626,523,206,17,2239,0,79,0,0
PL_604071702,Dębowa Łąka,2538,931,63,0,236,19,74,77,240,2,205,0,15,0,0
PL_604071703,Książki,3372,1223,50,0,316,20,97,161,220,11,325,0,23,0,0
PL_604071704,Płużnica,3921,1240,68,0,253,15,101,151,279,6,363,0,4,0,0
PL_604071705,Wąbrzeźno,6763,2150,142,0,451,27,182,282,403,12,621,0,30,0,0
PL_604081801,Kowal,2892,1299,97,0,344,13,125,173,88,23,425,0,11,0,0
PL_604081802,Baruchowo,2869,1025,68,0,220,18,89,136,224,18,239,0,13,0,0
PL_604081803,Boniewo,2839,915,70,0,211,13,60,65,324,5,158,0,9,0,0
PL_604081804,Brześć Kujawski,9270,3349,219,0,796,28,442,427,333,11,1048,0,45,0,0
PL_604081805,Choceń,6536,2063,153,0,442,26,240,197,391,28,565,0,21,0,0
