gisco_id,name,registered,turnout,invalid,blank,KE,Razem,POLEXIT,JN,PiS,RPE,Wiosna,Konf,K’15,PO
PL_1007141286501,Warszawa,1346633,842309,3537,0,419607,16599,0,0,233422,0,89734,37261,27179,14680
PL_1003021010101,Bolesławiec,30273,13638,90,0,6408,154,0,0,4875,0,892,725,494,0
PL_1003021010102,Bolesławiec,11166,4397,31,0,1536,46,0,0,2060,0,237,271,216,0
PL_1003021010103,Gromadka,4376,1612,32,0,454,17,0,0,881,0,76,91,61,0
PL_1003021010104,Nowogrodziec,11854,3923,61,0,980,53,0,0,2236,0,197,225,171,0
PL_1003021010105,Osiecznica,5369,1856,36,0,614,44,0,0,797,0,131,135,99,0
PL_1003021010106,Warta Bolesławiecka,6725,2338,20,0,709,33,0,0,1201,0,140,131,103,0
PL_1003021030201,Bielawa,24226,9668,71,0,3975,125,0,0,4027,0,657,460,353,0
PL_1003021030202,Dzierżoniów,26216,11989,100,0,5261,145,0,0,4660,0,834,592,397,0
PL_1003021030203,Pieszyce,7572,2858,27,0,1004,36,0,0,1323,0,205,165,98,0
PL_1003021030204,Piława Górna,5039,1875,11,0,585,29,0,0,940,0,117,127,66,0
PL_1003021030205,Dzierżoniów,7454,3004,45,0,891,38,0,0,1604,0,172,119,135,0
PL_1003021030206,Łagiewniki,6018,2259,22,0,616,21,0,0,1283,0,103,116,98,0
PL_1003021030207,Niemcza,4482,1555,19,0,552,23,0,0,766,0,82,63,50,0
PL_1003021020301,Głogów,52081,23838,162,0,9926,340,0,0,9984,0,1462,1014,945,0
PL_1003021020302,Głogów,5325,2342,18,0,794,29,0,0,1138,0,150,98,115,0
PL_1003021020303,Jerzmanowa,3885,1791,11,0,697,28,0,0,773,0,118,88,76,0
PL_1003021020304,Kotla,3412,1195,19,0,310,20,0,0,662,0,81,47,56,0
PL_1003021020305,Pęcław,1745,630,18,0,128,12,0,0,417,0,12,23,20,0
PL_1003021020306,Żukowice,2707,954,17,0,259,13,0,0,496,0,61,58,50,0
PL_1003021020401,Góra,15662,5400,49,0,2020,68,0,0,2548,0,306,211,198,0
PL_1003021020402,Jemielno,2426,762,10,0,199,10,0,0,443,0,36,37,27,0
PL_1003021020403,Niechlów,3841,1215,23,0,288,17,0,0,756,0,43,50,38,0
PL_1003021020404,Wąsosz,5801,1907,36,0,586,29,0,0,947,0,146,72,91,0
PL_1003021010501,Jawor,18570,7896,55,0,3079,93,0,0,3529,0,456,375,309,0
PL_1003021010502,Bolków,8369,3036,56,0,1104,36,0,0,1342,0,228,136,134,0
PL_1003021010503,Męcinka,3957,1462,14,0,378,12,0,0,846,0,83,68,61,0
PL_1003021010504,Mściwojów,3247,1218,17,0,411,20,0,0,606,0,84,44,36,0
PL_1003021010505,Paszowice,3222,1249,14,0,423,13,0,0,605,0,64,67,63,0
PL_1003021010506,Wądroże Wielkie,3241,1173,12,0,405,10,0,0,610,0,53,36,47,0
PL_1003021010601,Karpacz,4291,2080,18,0,1195,33,0,0,530,0,153,100,50,0
PL_1003021010602,Kowary,8508,3384,30,0,1619,95,0,0,1102,0,259,169,110,0
PL_1003021010603,Piechowice,4989,2148,17,0,1048,27,0,0,684,0,167,127,78,0
PL_1003021010604,Szklarska Poręba,5226,2410,26,0,1187,30,0,0,787,0,198,87,95,0
PL_1003021010605,Janowice Wielkie,3438,1395,17,0,672,19,0,0,457,0,107,73,50,0
PL_1003021010606,Jeżów Sudecki,5785,2534,29,0,1302,33,0,0,739,0,218,124,89,0
PL_1003021010607,Mysłakowice,7999,3338,36,0,1517,85,0,0,1192,0,259,137,112,0
PL_1003021010608,Podgórzyn,6544,2730,30,0,1338,95,0,0,869,0,199,118,80,0
PL_1003021010609,Stara Kamienica,4197,1534,24,0,630,23,0,0,575,0,157,70,55,0
PL_1003021010701,Kamienna Góra,15590,6197,51,0,2772,88,0,0,2451,0,401,244,190,0
PL_1003021010702,Kamienna Góra,6988,2728,34,0,1037,53,0,0,1235,0,138,99,132,0
PL_1003021010703,Lubawka,8850,3416,37,0,1487,40,0,0,1298,0,291,127,136,0
PL_1003021010704,Marciszów,3622,1229,8,0,466,16,0,0,582,0,51,62,44,0
PL_1003021030801,Duszniki-Zdrój,4004,1825,12,0,845,26,0,0,687,0,106,107,42,0
PL_1003021030802,Kłodzko,21744,9397,64,0,4418,96,0,0,3499,0,518,447,355,0
PL_1003021030803,Kudowa-Zdrój,8419,3867,35,0,1780,38,0,0,1529,0,180,178,127,0
PL_1003021030804,Nowa Ruda,18016,6843,45,0,3256,115,0,0,2487,0,397,345,197,0
PL_1003021030805,Polanica-Zdrój,5858,2873,15,0,1370,31,0,0,1083,0,170,98,106,0
PL_1003021030806,Bystrzyca Kłodzka,15398,6013,48,0,2343,67,0,0,2851,0,282,240,182,0
PL_1003021030807,Kłodzko,13516,4994,61,0,1625,49,0,0,2568,0,233,253,205,0
PL_1003021030808,Lądek-Zdrój,7267,2885,32,0,1231,54,0,0,1187,0,156,124,101,0
PL_1003021030809,Lewin Kłodzki,1601,604,0,0,247,11,0,0,265,0,26,37,18,0
PL_1003021030810,Międzylesie,5862,2188,34,0,800,35,0,0,984,0,141,115,79,0
PL_1003021030811,Nowa Ruda,9424,3466,26,0,1334,50,0,0,1563,0,226,149,118,0
PL_1003021030812,Radków,7302,2630,37,0,885,41,0,0,1317,0,119,130,95,0
PL_1003021030813,Stronie Śląskie,5995,2252,14,0,992,29,0,0,888,0,158,74,97,0
PL_1003021030814,Szczytna,5866,2193,31,0,884,28,0,0,908,0,114,136,92,0
PL_1003021020901,Chojnów,10439,4164,31,0,1662,69,0,0,1834,0,235,198,133,0
PL_1003021020902,Chojnów,7555,2789,27,0,752,26,0,0,1624,0,123,142,95,0
PL_1003021020903,Krotoszyce,2598,1016,11,0,258,18,0,0,587,0,54,54,34,0
PL_1003021020904,Kunice,5220,2465,25,0,1044,12,0,0,992,0,156,113,123,0
PL_1003021020905,Legnickie Pole,3865,1630,26,0,474,22,0,0,891,0,76,80,61,0
PL_1003021020906,Miłkowice,5219,2322,30,0,751,39,0,0,1110,0,160,112,120,0
PL_1003021020907,Prochowice,5894,2317,18,0,770,19,0,0,1181,0,127,95,107,0
PL_1003021020908,Ruja,2052,636,12,0,143,4,0,0,399,0,28,23,27,0
PL_1003021011001,Lubań,16717,6996,53,0,3338,98,0,0,2524,0,444,314,225,0
PL_1003021011002,Świeradów-Zdrój,3657,1693,12,0,771,23,0,0,619,0,126,72,70,0
PL_1003021011003,Leśna,7987,2931,32,0,1133,41,0,0,1268,0,200,147,110,0
PL_1003021011004,Lubań,5183,1874,28,0,681,21,0,0,845,0,99,108,92,0
PL_1003021011005,Olszyna,5212,1895,17,0,807,15,0,0,803,0,93,91,69,0
PL_1003021011006,Platerówka,1305,516,4,0,146,5,0,0,300,0,19,25,17,0
PL_1003021011007,Siekierczyn,3976,1451,19,0,516,23,0,0,655,0,99,58,81,0
PL_1003021021101,Lubin,56170,26207,176,0,9446,288,0,0,12162,0,1524,1325,1286,0
PL_1003021021102,Lubin,12298,5576,41,0,1949,59,0,0,2584,0,340,300,303,0
PL_1003021021103,Rudna,6119,2472,28,0,625,42,0,0,1375,0,119,135,148,0
PL_1003021021104,Ścinawa,7786,3116,28,0,749,39,0,0,1886,0,129,152,133,0
PL_1003021011201,Gryfów Śląski,7838,2884,31,0,1175,54,0,0,1237,0,170,113,104,0
PL_1003021011202,Lubomierz,4872,1763,30,0,673,22,0,0,778,0,96,74,90,0
PL_1003021011203,Lwówek Śląski,13734,5213,46,0,2171,71,0,0,2066,0,344,314,201,0
PL_1003021011204,Mirsk,6977,2395,34,0,850,24,0,0,1145,0,138,107,97,0
PL_1003021011205,Wleń,3506,1339,25,0,527,22,0,0,568,0,86,62,49,0
PL_1003021041301,Cieszków,3755,1456,15,0,465,13,0,0,791,0,57,64,49,0
PL_1003021041302,Krośnice,6378,2294,21,0,649,30,0,0,1333,0,97,90,74,0
PL_1003021041303,Milicz,19182,7489,70,0,2908,83,0,0,3479,0,397,324,228,0
PL_1003021041401,Oleśnica,29146,13542,84,0,6032,184,0,0,4958,0,984,739,560,0
PL_1003021041402,Bierutów,7904,2787,28,0,967,26,0,0,1426,0,126,122,92,0
PL_1003021041403,Dobroszyce,5264,2072,21,0,698,34,0,0,1008,0,113,105,93,0
PL_1003021041404,Dziadowa Kłoda,3584,1193,26,0,430,22,0,0,580,0,65,51,19,0
PL_1003021041405,Międzybórz,4026,1382,9,0,547,24,0,0,574,0,91,72,65,0
PL_1003021041406,Oleśnica,10444,3880,37,0,1481,39,0,0,1761,0,259,163,140,0
PL_1003021041407,Syców,13276,5377,55,0,2405,78,0,0,2012,0,326,278,223,0
PL_1003021041408,Twardogóra,10403,3988,71,0,1425,63,0,0,1897,0,222,174,136,0
PL_1003021041501,Oława,25407,12460,81,0,5576,163,0,0,4580,0,774,717,569,0
PL_1003021041502,Domaniów,4157,1565,16,0,410,21,0,0,862,0,97,97,62,0
PL_1003021041503,Jelcz-Laskowice,17918,8146,52,0,2986,77,0,0,3789,0,511,411,320,0
PL_1003021041504,Oława,11869,5327,46,0,1785,52,0,0,2625,0,295,296,228,0
PL_1003021021601,Chocianów,10024,4155,43,0,952,66,0,0,2486,0,161,264,182,0
PL_1003021021602,Gaworzyce,3082,1310,26,0,325,19,0,0,746,0,77,63,54,0
PL_1003021021603,Grębocice,4178,1604,26,0,400,25,0,0,942,0,57,96,58,0
PL_1003021021604,Polkowice,20545,8414,73,0,2718,110,0,0,4180,0,551,405,376,0
PL_1003021021605,Przemków,6659,2444,32,0,643,42,0,0,1389,0,112,119,107,0
PL_1003021021606,Radwanice,3728,1456,19,0,432,23,0,0,763,0,82,49,88,0
PL_1003021041701,Borów,4316,1820,24,0,444,13,0,0,1086,0,77,87,89,0
PL_1003021041702,Kondratowice,3527,1280,12,0,347,11,0,0,751,0,57,54,48,0
PL_1003021041703,Przeworno,3927,1435,15,0,425,19,0,0,821,0,42,56,57,0
PL_1003021041704,Strzelin,18129,7848,69,0,3167,103,0,0,3386,0,424,370,329,0
PL_1003021041705,Wiązów,5829,2272,24,0,575,26,0,0,1359,0,85,119,84,0
PL_1003021041801,Kostomłoty,5710,2099,22,0,559,26,0,0,1201,0,104,99,88,0
PL_1003021041802,Malczyce,4677,1619,13,0,520,10,0,0,879,0,72,66,59,0
PL_1003021041803,Miękinia,12344,5641,35,0,2420,84,0,0,2026,0,471,343,262,0
PL_1003021041804,Środa Śląska,15507,6258,56,0,2548,60,0,0,2723,0,317,300,254,0
PL_1003021041805,Udanin,4262,1635,15,0,392,13,0,0,1049,0,63,42,61,0
PL_1003021031901,Świdnica,45110,21995,149,0,10097,261,0,0,7232,0,2291,1066,899,0
PL_1003021031902,Świebodzice,17780,7999,56,0,3638,133,0,0,2877,0,604,379,312,0
PL_1003021031903,Dobromierz,4212,1535,13,0,480,19,0,0,825,0,87,54,57,0
PL_1003021031904,Jaworzyna Śląska,8245,3081,27,0,1017,61,0,0,1418,0,212,189,157,0
PL_1003021031905,Marcinowice,5149,2041,20,0,606,23,0,0,1110,0,124,80,78,0
PL_1003021031906,Strzegom,20715,8289,91,0,2897,95,0,0,3874,0,572,453,307,0
PL_1003021031907,Świdnica,13598,5803,46,0,2131,62,0,0,2465,0,543,271,285,0
PL_1003021031908,Żarów,9985,3967,37,0,1427,63,0,0,1773,0,285,191,191,0
PL_1003021042001,Oborniki Śląskie,15924,7879,60,0,3433,91,0,0,3018,0,541,442,294,0
PL_1003021042002,Prusice,7532,2713,34,0,773,43,0,0,1527,0,105,132,99,0
PL_1003021042003,Trzebnica,18570,8570,68,0,3350,99,0,0,3720,0,516,493,324,0
PL_1003021042004,Wisznia Mała,8118,4173,23,0,1761,29,0,0,1735,0,287,195,143,0
PL_1003021042005,Zawonia,4705,1795,26,0,622,22,0,0,805,0,126,108,86,0
PL_1003021042006,Żmigród,11668,4177,42,0,1538,55,0,0,1920,0,232,212,178,0
PL_1003021032101,Boguszów-Gorce,12087,4091,40,0,1908,61,0,0,1425,0,343,164,150,0
PL_1003021032102,Jedlina-Zdrój,3798,1593,22,0,741,28,0,0,526,0,160,62,54,0
PL_1003021032103,Szczawno-Zdrój,4768,2555,16,0,1364,21,0,0,740,0,257,75,82,0
PL_1003021032104,Czarny Bór,3863,1608,18,0,561,27,0,0,741,0,111,84,66,0
PL_1003021032105,Głuszyca,6997,2658,32,0,1206,23,0,0,950,0,217,136,94,0
PL_1003021032106,Mieroszów,5393,2053,15,0,969,38,0,0,714,0,159,91,67,0
PL_1003021032107,Stare Bogaczowice,3380,1504,20,0,597,23,0,0,612,0,123,63,66,0
PL_1003021032108,Walim,4480,1759,19,0,750,18,0,0,718,0,128,72,54,0
PL_1003021042201,Brzeg Dolny,12733,5310,62,0,2267,72,0,0,2061,0,359,332,157,0
PL_1003021042202,Wińsko,6833,2402,26,0,527,26,0,0,1562,0,93,92,76,0
PL_1003021042203,Wołów,19021,7522,76,0,2853,96,0,0,3413,0,403,396,285,0
PL_1003021042301,Czernica,11666,6715,41,0,3199,75,0,0,2193,0,528,414,265,0
PL_1003021042302,Długołęka,24683,12799,66,0,5642,139,0,0,4615,0,1047,708,580,0
PL_1003021042303,Jordanów Śląski,2570,1099,8,0,330,17,0,0,568,0,73,61,42,0
PL_1003021042304,Kąty Wrocławskie,18206,9063,45,0,3996,105,0,0,3312,0,658,476,471,0
PL_1003021042305,Kobierzyce,15037,7725,34,0,3909,109,0,0,2215,0,675,422,360,0
PL_1003021042306,Mietków,3151,1288,11,0,461,14,0,0,600,0,73,58,71,0
PL_1003021042307,Sobótka,10213,4319,34,0,1625,63,0,0,1895,0,277,264,161,0
PL_1003021042308,Siechnice,16421,8892,35,0,4109,92,0,0,2855,0,780,596,425,0
PL_1003021042309,Żórawina,8409,4060,26,0,1774,48,0,0,1486,0,319,240,167,0
PL_1003021032401,Bardo,4297,1697,19,0,628,29,0,0,756,0,116,50,97,0
PL_1003021032402,Ciepłowody,2528,840,8,0,251,6,0,0,470,0,29,41,35,0
PL_1003021032403,Kamieniec Ząbkowicki,6701,2546,38,0,871,38,0,0,1219,0,164,93,123,0
PL_1003021032404,Stoszowice,4356,1555,11,0,532,22,0,0,807,0,66,58,59,0
PL_1003021032405,Ząbkowice Śląskie,17567,7301,48,0,3194,76,0,0,3170,0,284,259,270,0
PL_1003021032406,Ziębice,13818,5084,61,0,1764,65,0,0,2595,0,239,174,186,0
PL_1003021032407,Złoty Stok,3696,1457,10,0,538,19,0,0,701,0,76,57,56,0
PL_1003021012501,Zawidów,3326,1279,16,0,519,8,0,0,529,0,79,64,64,0
PL_1003021012502,Zgorzelec,24674,11105,81,0,5157,141,0,0,3943,0,615,408,760,0
PL_1003021012503,Bogatynia,18449,6588,58,0,2584,93,0,0,2750,0,427,368,308,0
PL_1003021012504,Pieńsk,7050,2358,46,0,817,37,0,0,1048,0,165,109,136,0
PL_1003021012505,Sulików,4783,1826,20,0,536,18,0,0,963,0,71,90,126,0
PL_1003021012506,Węgliniec,6742,2337,36,0,861,34,0,0,1036,0,150,110,110,0
PL_1003021012507,Zgorzelec,6728,2624,25,0,933,35,0,0,1171,0,134,108,218,0
PL_1003021012601,Wojcieszów,2962,1063,14,0,479,25,0,0,394,0,70,35,46,0
PL_1003021012602,Złotoryja,12479,5422,42,0,2545,60,0,0,2000,0,346,221,208,0
PL_1003021012603,Pielgrzymka,3672,1252,20,0,415,12,0,0,632,0,79,50,44,0
PL_1003021012604,Świerzawa,6059,2064,30,0,848,25,0,0,858,0,117,103,83,0
PL_1003021012605,Zagrodno,4257,1571,25,0,380,21,0,0,986,0,47,63,49,0
PL_1003021012606,Złotoryja,5557,2085,19,0,750,34,0,0,1000,0,107,86,89,0
PL_1003021016101,Jelenia Góra,62671,30085,217,0,15844,383,0,0,9052,0,2349,1338,901,0
PL_1003021026201,Legnica,75449,33382,189,0,14276,456,0,0,13315,0,2442,1505,1198,0
PL_1003021056401,Wrocław,485846,272486,1276,0,136307,4201,0,0,80244,0,24248,15842,10338,0
PL_1003021036501,Wałbrzych,85857,36065,220,0,18437,512,0,0,11440,0,2808,1298,1347,0
PL_1004041080101,Aleksandrów Kujawski,9739,3796,18,0,1737,47,0,0,1430,0,275,142,147,0
PL_1004041080102,Ciechocinek,10185,6049,30,0,2892,66,0,0,2387,0,297,172,205,0
PL_1004041080103,Nieszawa,1580,643,12,0,255,6,0,0,267,0,27,30,46,0
PL_1004041080104,Aleksandrów Kujawski,9119,3177,65,0,1050,35,0,0,1591,0,162,129,145,0
PL_1004041080105,Bądkowo,3487,1212,18,0,371,16,0,0,660,0,55,44,48,0
PL_1004041080106,Koneck,2655,800,11,0,188,9,0,0,509,0,35,26,22,0
PL_1004041080107,Raciążek,2615,992,12,0,309,12,0,0,499,0,48,45,67,0
PL_1004041080108,Waganiec,3661,1274,24,0,291,15,0,0,809,0,47,35,53,0
PL_1004041080109,Zakrzewo,2874,943,22,0,297,10,0,0,513,0,53,14,34,0
PL_1004041070201,Brodnica,21623,9308,63,0,3752,80,0,0,3203,0,414,216,1580,0
PL_1004041070202,Bobrowo,5090,1793,22,0,413,22,0,0,932,0,75,37,292,0
PL_1004041070203,Brodnica,6379,2344,22,0,718,10,0,0,940,0,103,43,508,0
PL_1004041070204,Brzozie,2940,1151,31,0,235,5,0,0,648,0,18,30,184,0
PL_1004041070205,Górzno,3166,1125,11,0,264,13,0,0,636,0,34,26,141,0
PL_1004041070206,Bartniczka,3622,1296,17,0,293,9,0,0,749,0,18,21,189,0
PL_1004041070207,Jabłonowo Pomorskie,7063,2294,28,0,605,31,0,0,1228,0,77,61,264,0
PL_1004041070208,Osiek,3154,1026,21,0,209,15,0,0,555,0,25,32,169,0
PL_1004041070209,Świedziebnia,4110,1297,14,0,327,15,0,0,762,0,30,27,122,0
PL_1004041070210,Zbiczno,3905,1482,18,0,477,9,0,0,600,0,65,31,282,0
PL_1004041060301,Białe Błota,16038,8166,47,0,4379,51,0,0,2330,0,662,403,294,0
PL_1004041060302,Dąbrowa Chełmińska,6428,2415,21,0,976,27,0,0,988,0,159,158,86,0
PL_1004041060303,Dobrcz,8938,3764,35,0,1639,45,0,0,1468,0,248,181,148,0
PL_1004041060304,Koronowo,18975,6867,84,0,2980,69,0,0,2842,0,371,269,249,0
PL_1004041060305,Nowa Wieś Wielka,7795,3197,24,0,1553,23,0,0,1106,0,242,134,115,0
PL_1004041060306,Osielsko,10550,6319,29,0,3746,69,0,0,1509,0,460,274,232,0
PL_1004041060307,Sicienko,7974,3314,34,0,1576,40,0,0,1164,0,178,203,119,0
PL_1004041060308,Solec Kujawski,12599,5648,69,0,2791,84,0,0,1818,0,361,309,216,0
PL_1004041070401,Chełmno,14644,6151,48,0,3045,83,0,0,2057,0,421,219,277,0
PL_1004041070402,Chełmno,4583,1379,12,0,522,10,0,0,582,0,102,77,74,0
PL_1004041070403,Kijewo Królewskie,3504,1297,16,0,452,19,0,0,615,0,71,54,70,0
PL_1004041070404,Lisewo,3982,1314,13,0,394,21,0,0,698,0,76,51,61,0
PL_1004041070405,Papowo Biskupie,3387,1024,17,0,332,8,0,0,524,0,38,24,81,0
PL_1004041070406,Stolno,4054,1424,13,0,481,25,0,0,685,0,77,62,81,0
PL_1004041070407,Unisław,5308,1947,29,0,692,29,0,0,890,0,135,76,96,0
PL_1004041070501,Golub-Dobrzyń,9588,3623,34,0,1392,46,0,0,1581,0,187,126,257,0
PL_1004041070502,Ciechocin,3237,1165,19,0,302,16,0,0,686,0,57,39,46,0
PL_1004041070503,Golub-Dobrzyń,7084,2441,22,0,763,34,0,0,1294,0,108,58,162,0
PL_1004041070504,Kowalewo Pomorskie,8988,3214,36,0,1152,40,0,0,1511,0,181,122,172,0
PL_1004041070505,Radomin,3280,1208,17,0,234,14,0,0,763,0,51,35,94,0
PL_1004041070506,Zbójno,3503,1022,5,0,259,14,0,0,608,0,48,24,64,0
PL_1004041070601,Grudziądz,9564,3630,23,0,1567,35,0,0,1458,0,238,137,172,0
PL_1004041070602,Gruta,5126,1623,13,0,487,21,0,0,896,0,69,65,72,0
PL_1004041070603,Łasin,6193,1928,25,0,667,30,0,0,992,0,80,67,67,0
PL_1004041070604,Radzyń Chełmiński,3702,1026,14,0,276,21,0,0,551,0,53,35,76,0
PL_1004041070605,Rogóźno,3211,1022,8,0,309,11,0,0,554,0,62,38,40,0
PL_1004041070606,Świecie nad Osą,3327,862,12,0,175,14,0,0,548,0,31,27,55,0
PL_1004041670701,Inowrocław,58805,27405,188,0,15862,234,0,0,8529,0,1292,734,566,0
PL_1004041670702,Dąbrowa Biskupia,4027,1321,23,0,432,13,0,0,722,0,50,36,45,0
PL_1004041670703,Gniewkowo,11200,3993,49,0,1677,37,0,0,1712,0,189,169,160,0
PL_1004041670704,Inowrocław,9388,3638,31,0,1615,34,0,0,1575,0,152,111,120,0
PL_1004041670705,Janikowo,10565,3860,43,0,1692,36,0,0,1609,0,186,176,118,0
PL_1004041670706,Kruszwica,15430,5685,74,0,2374,44,0,0,2675,0,202,173,143,0
PL_1004041670707,Pakość,7787,2841,27,0,1249,37,0,0,1231,0,109,106,82,0
PL_1004041670708,Rojewo,3680,1288,19,0,417,11,0,0,718,0,42,46,35,0
PL_1004041670709,Złotniki Kujawskie,7247,2740,41,0,1113,20,0,0,1231,0,154,94,87,0
PL_1004041080801,Lipno,11170,4141,44,0,1940,34,0,0,1651,0,224,119,128,0
PL_1004041080802,Bobrowniki,2472,871,13,0,368,7,0,0,406,0,34,22,21,0
PL_1004041080803,Chrostkowo,2397,699,7,0,183,3,0,0,449,0,12,22,23,0
PL_1004041080804,Dobrzyń nad Wisłą,6212,2025,34,0,612,27,0,0,1189,0,50,56,57,0
PL_1004041080805,Kikół,5640,1694,24,0,568,16,0,0,892,0,83,34,77,0
PL_1004041080806,Lipno,9239,2847,44,0,1095,24,0,0,1421,0,115,70,78,0
PL_1004041080807,Skępe,6033,2101,16,0,777,19,0,0,1084,0,77,58,70,0
PL_1004041080808,Tłuchowo,3659,1225,8,0,349,15,0,0,779,0,25,23,26,0
PL_1004041080809,Wielgie,5246,1686,35,0,624,20,0,0,819,0,73,53,62,0
PL_1004041670901,Dąbrowa,3685,1225,15,0,450,16,0,0,615,0,57,39,33,0
PL_1004041670902,Jeziora Wielkie,3877,1275,20,0,429,8,0,0,697,0,52,32,37,0
PL_1004041670903,Mogilno,19818,7576,75,0,3242,82,0,0,3157,0,416,322,282,0
PL_1004041670904,Strzelno,9471,3321,47,0,1368,35,0,0,1484,0,169,122,96,0
PL_1004041671001,Kcynia,10417,3788,47,0,1590,45,0,0,1770,0,139,102,95,0
PL_1004041671002,Mrocza,7052,2511,44,0,974,35,0,0,1137,0,96,61,164,0
PL_1004041671003,Nakło nad Notecią,25095,10299,106,0,4940,110,0,0,3914,0,563,364,302,0
PL_1004041671004,Sadki,5632,1993,23,0,768,25,0,0,979,0,100,40,58,0
PL_1004041671005,Szubin,18825,7605,65,0,3733,83,0,0,2814,0,348,298,262,0
PL_1004041081101,Radziejów,4648,1935,19,0,814,15,0,0,871,0,103,42,71,0
PL_1004041081102,Bytoń,2927,1016,11,0,231,7,0,0,677,0,29,32,29,0
PL_1004041081103,Dobre,4395,1369,22,0,373,17,0,0,815,0,51,45,46,0
PL_1004041081104,Osięciny,6360,2148,30,0,579,34,0,0,1260,0,123,57,65,0
PL_1004041081105,Piotrków Kujawski,7635,2483,30,0,662,32,0,0,1491,0,125,73,70,0
PL_1004041081106,Radziejów,3608,1210,15,0,353,11,0,0,687,0,46,44,54,0
PL_1004041081107,Topólka,4071,1400,25,0,418,24,0,0,793,0,69,23,48,0
PL_1004041071201,Rypin,12734,5003,41,0,2200,51,0,0,2095,0,278,153,185,0
PL_1004041071202,Brzuze,4251,1335,16,0,383,21,0,0,742,0,53,42,78,0
PL_1004041071203,Rogowo,3813,1202,13,0,277,11,0,0,767,0,53,40,41,0
PL_1004041071204,Rypin,5901,1746,14,0,502,14,0,0,937,0,93,58,128,0
PL_1004041071205,Skrwilno,4713,1559,6,0,317,14,0,0,1063,0,54,35,70,0
PL_1004041071206,Wąpielsk,3240,957,9,0,235,14,0,0,552,0,47,23,77,0
PL_1004041681301,Kamień Krajeński,5392,1777,18,0,604,33,0,0,826,0,119,73,104,0
PL_1004041681302,Sępólno Krajeńskie,12308,4762,43,0,2049,66,0,0,1913,0,285,179,227,0
PL_1004041681303,Sośno,3921,1216,23,0,405,16,0,0,635,0,42,37,58,0
PL_1004041681304,Więcbork,10299,3681,57,0,1327,54,0,0,1753,0,232,125,133,0
PL_1004041681401,Bukowiec,3934,1309,18,0,392,17,0,0,746,0,49,44,43,0
PL_1004041681402,Dragacz,5518,1896,21,0,828,20,0,0,755,0,115,61,96,0
PL_1004041681403,Drzycim,3906,1333,11,0,378,5,0,0,723,0,88,48,80,0
PL_1004041681404,Jeżewo,6203,2201,40,0,716,31,0,0,1074,0,120,115,104,0
PL_1004041681405,Lniano,3319,1218,24,0,375,9,0,0,651,0,63,54,42,0
PL_1004041681406,Nowe,7977,2554,31,0,1087,40,0,0,1079,0,116,119,82,0
PL_1004041681407,Osie,4365,1499,20,0,634,14,0,0,621,0,89,62,56,0
PL_1004041681408,Pruszcz,7401,2894,46,0,1145,35,0,0,1301,0,139,116,112,0
PL_1004041681409,Świecie,25558,10068,102,0,4921,129,0,0,3526,0,689,373,328,0
PL_1004041681410,Świekatowo,2860,1062,24,0,367,13,0,0,506,0,64,44,44,0
PL_1004041681411,Warlubie,4988,1535,26,0,552,16,0,0,764,0,79,40,58,0
PL_1004041061501,Chełmża,10939,4031,37,0,1834,54,0,0,1532,0,257,180,137,0
PL_1004041061502,Chełmża,7684,2516,40,0,809,29,0,0,1291,0,118,123,106,0
PL_1004041061503,Czernikowo,7096,2034,20,0,762,27,0,0,972,0,111,79,63,0
PL_1004041061504,Lubicz,15053,6712,48,0,2874,81,0,0,2710,0,431,279,289,0
PL_1004041061505,Łubianka,5419,2326,26,0,869,37,0,0,1031,0,150,101,112,0
PL_1004041061506,Łysomice,7765,3229,13,0,1554,37,0,0,1159,0,189,158,119,0
PL_1004041061507,Obrowo,12689,5413,48,0,2277,64,0,0,2248,0,339,199,238,0
PL_1004041061508,Wielka Nieszawka,3829,1768,10,0,864,17,0,0,579,0,140,81,77,0
PL_1004041061509,Zławieś Wielka,10600,4401,34,0,1996,58,0,0,1613,0,314,171,215,0
PL_1004041681601,Cekcyn,5315,2037,32,0,681,21,0,0,1046,0,85,89,83,0
PL_1004041681602,Gostycyn,4072,1497,30,0,478,14,0,0,782,0,69,74,50,0
PL_1004041681603,Kęsowo,3512,1297,34,0,333,18,0,0,755,0,55,52,50,0
PL_1004041681604,Lubiewo,4683,1778,20,0,511,14,0,0,1002,0,75,76,80,0
PL_1004041681605,Śliwice,4382,1788,31,0,522,8,0,0,1033,0,65,67,62,0
PL_1004041681606,Tuchola,15701,6634,69,0,2693,65,0,0,2990,0,308,266,243,0
PL_1004041071701,Wąbrzeźno,10387,4012,33,0,2056,56,0,0,1309,0,270,127,161,0
PL_1004041071702,Dębowa Łąka,2532,726,15,0,199,7,0,0,369,0,31,41,64,0
PL_1004041071703,Książki,3314,1057,5,0,323,10,0,0,564,0,61,39,55,0
PL_1004041071704,Płużnica,3790,1179,18,0,396,26,0,0,576,0,69,39,55,0
PL_1004041071705,Ryńsk,6744,2080,25,0,625,38,0,0,1045,0,133,91,123,0
PL_1004041081801,Kowal,2843,1185,20,0,467,14,0,0,505,0,84,41,54,0
PL_1004041081802,Baruchowo,2834,915,16,0,235,5,0,0,564,0,43,26,26,0
PL_1004041081803,Boniewo,2787,896,18,0,297,9,0,0,494,0,21,20,37,0
