gisco_id,name,registered,turnout,invalid,blank,KE,Razem,POLEXIT,JN,PiS,RPE,Wiosna,Konf,K’15,PO
PL_1005101190208,Nowe Ostrowy,2888,1003,13,0,247,19,0,0,602,0,47,34,41,0
PL_1005101190209,Oporów,2068,780,5,0,141,14,0,0,557,0,22,23,18,0
PL_1005101190210,Strzelce,3211,1224,21,0,249,20,0,0,829,0,37,26,42,0
PL_1005101190211,Żychlin,9812,3684,52,0,1249,68,0,0,1849,0,226,132,108,0
PL_1005101180301,Buczek,4063,1777,18,0,425,41,0,0,1069,0,77,64,83,0
PL_1005101180302,Łask,22461,10096,86,0,3738,171,0,0,4621,0,679,443,358,0
PL_1005101180303,Sędziejowice,5234,2201,14,0,504,34,0,0,1420,0,74,100,55,0
PL_1005101180304,Widawa,6265,2582,29,0,484,44,0,0,1741,0,98,96,90,0
PL_1005101180305,Wodzierady,2794,1234,20,0,403,26,0,0,639,0,69,36,41,0
PL_1005101190401,Łęczyca,11530,4882,51,0,2226,126,0,0,1827,0,283,211,158,0
PL_1005101190402,Daszyna,3251,1041,11,0,201,16,0,0,714,0,33,32,34,0
PL_1005101190403,Góra Świętej Małgorzaty,3593,1346,24,0,200,25,0,0,975,0,36,51,35,0
PL_1005101190404,Grabów,4982,1725,12,0,313,43,0,0,1205,0,51,52,49,0
PL_1005101190405,Łęczyca,7817,2760,38,0,579,57,0,0,1796,0,91,93,102,0
PL_1005101190406,Piątek,4932,1887,14,0,389,25,0,0,1308,0,45,56,50,0
PL_1005101190407,Świnice Warckie,3238,1234,12,0,300,23,0,0,790,0,45,35,29,0
PL_1005101190408,Witonia,2722,1017,21,0,201,17,0,0,652,0,38,45,43,0
PL_1005101190501,Łowicz,23458,10923,108,0,4332,159,0,0,4854,0,535,421,514,0
PL_1005101190502,Bielawy,4552,1723,25,0,387,26,0,0,1127,0,41,61,56,0
PL_1005101190503,Chąśno,2428,1007,12,0,212,15,0,0,659,0,8,51,50,0
PL_1005101190504,Domaniewice,3702,1563,15,0,311,19,0,0,1012,0,43,85,78,0
PL_1005101190505,Kiernozia,2790,1115,20,0,211,16,0,0,768,0,14,41,45,0
PL_1005101190506,Kocierzew Południowy,3474,1517,15,0,218,18,0,0,1127,0,18,43,78,0
PL_1005101190507,Łowicz,6224,2680,15,0,613,45,0,0,1672,0,87,103,145,0
PL_1005101190508,Łyszkowice,5355,1982,31,0,377,32,0,0,1349,0,50,62,81,0
PL_1005101190509,Nieborów,7604,3343,29,0,736,54,0,0,2089,0,137,126,172,0
PL_1005101190510,Zduny,4684,1934,23,0,561,27,0,0,1106,0,50,75,92,0
PL_1005101150602,Andrespol,11007,5893,38,0,2391,133,0,0,2450,0,360,258,263,0
PL_1005101150603,Brójce,5231,2684,16,0,844,36,0,0,1478,0,108,100,102,0
PL_1005101150607,Koluszki,18578,9169,60,0,3266,184,0,0,4383,0,481,427,368,0
PL_1005101150608,Nowosolna,3950,2321,22,0,1204,41,0,0,732,0,158,89,75,0
PL_1005101150610,Rzgów,7935,4280,24,0,1561,52,0,0,2060,0,212,222,149,0
PL_1005101150611,Tuszyn,9990,4515,30,0,1570,102,0,0,2212,0,239,207,155,0
PL_1005101170701,Białaczów,4744,1863,14,0,314,35,0,0,1334,0,53,69,44,0
PL_1005101170702,Drzewica,8622,4129,44,0,636,82,0,0,2981,0,101,133,152,0
PL_1005101170703,Mniszków,3833,1730,21,0,260,17,0,0,1314,0,33,45,40,0
PL_1005101170704,Opoczno,27303,13005,120,0,3179,242,0,0,7858,0,451,545,609,0
PL_1005101170705,Paradyż,3529,1955,21,0,142,21,0,0,1653,0,18,50,50,0
PL_1005101170706,Poświętne,2687,1343,16,0,184,15,0,0,1012,0,22,53,41,0
PL_1005101170707,Sławno,6024,2726,26,0,352,46,0,0,2069,0,35,95,103,0
PL_1005101170708,Żarnów,5025,2219,19,0,355,39,0,0,1586,0,58,81,81,0
PL_1005101150801,Konstantynów Łódzki,14560,7213,49,0,3156,116,0,0,2723,0,477,338,352,0
PL_1005101150802,Pabianice,51786,25669,180,0,11260,504,0,0,9759,0,2078,1089,786,0
PL_1005101150803,Dłutów,3714,1609,10,0,484,24,0,0,883,0,93,66,49,0
PL_1005101150804,Dobroń,6100,3007,28,0,1040,54,0,0,1391,0,216,135,143,0
PL_1005101150805,Ksawerów,6127,3185,28,0,1321,52,0,0,1263,0,224,164,133,0
PL_1005101150806,Lutomiersk,6677,2995,15,0,1172,55,0,0,1277,0,193,142,141,0
PL_1005101150807,Pabianice,5616,2910,23,0,1008,50,0,0,1386,0,181,128,133,0
PL_1005101180901,Działoszyn,10115,4291,44,0,1001,62,0,0,2395,0,173,172,444,0
PL_1005101180902,Kiełczygłów,3411,1546,18,0,181,20,0,0,1186,0,42,44,55,0
PL_1005101180903,Nowa Brzeźnica,3819,1540,13,0,305,32,0,0,1027,0,55,47,61,0
PL_1005101180904,Pajęczno,9521,3942,27,0,1022,61,0,0,2304,0,182,143,203,0
PL_1005101180905,Rząśnia,3974,1846,18,0,249,30,0,0,1348,0,59,82,60,0
PL_1005101180906,Siemkowice,3951,1595,24,0,271,28,0,0,1075,0,53,56,87,0
PL_1005101180907,Strzelce Wielkie,3758,1493,13,0,210,17,0,0,1075,0,45,53,80,0
PL_1005101180908,Sulmierzyce,3687,1693,25,0,276,31,0,0,1160,0,47,71,83,0
PL_1005101171001,Aleksandrów,3751,1643,25,0,289,31,0,0,1158,0,39,51,50,0
PL_1005101171002,Czarnocin,3277,1491,10,0,293,15,0,0,990,0,51,80,52,0
PL_1005101171003,Gorzkowice,6892,2916,25,0,508,52,0,0,2049,0,78,110,94,0
PL_1005101171004,Grabica,4789,1985,14,0,292,32,0,0,1473,0,46,66,62,0
PL_1005101171005,Łęki Szlacheckie,2905,1039,7,0,153,19,0,0,761,0,27,22,50,0
PL_1005101171006,Moszczenica,10242,4527,40,0,853,71,0,0,2984,0,161,223,195,0
PL_1005101171007,Ręczno,2983,1318,17,0,250,25,0,0,883,0,31,53,59,0
PL_1005101171008,Rozprza,9607,3896,43,0,711,64,0,0,2700,0,98,119,161,0
PL_1005101171009,Sulejów,13056,5903,50,0,1501,108,0,0,3543,0,242,226,233,0
PL_1005101171010,Wola Krzysztoporska,9372,4142,42,0,566,47,0,0,3083,0,102,142,160,0
PL_1005101171011,Wolbórz,6332,3084,20,0,708,65,0,0,1875,0,122,171,123,0
PL_1005101181101,Dalików,3175,1315,12,0,360,21,0,0,785,0,49,40,48,0
PL_1005101181102,Pęczniew,2890,1226,13,0,297,21,0,0,773,0,47,46,29,0
PL_1005101181103,Poddębice,12673,5274,69,0,1915,95,0,0,2584,0,252,192,166,0
PL_1005101181104,Uniejów,5799,2550,25,0,656,48,0,0,1568,0,82,81,90,0
PL_1005101181105,Wartkowice,5062,1620,16,0,305,55,0,0,1057,0,64,73,50,0
PL_1005101181106,Zadzim,4184,1723,22,0,441,38,0,0,1043,0,56,55,68,0
PL_1005101171201,Radomsko,37288,15808,89,0,5927,262,0,0,7103,0,1379,529,519,0
PL_1005101171202,Dobryszyce,3481,1396,14,0,381,24,0,0,771,0,73,70,63,0
PL_1005101171203,Gidle,5136,1960,20,0,482,53,0,0,1151,0,84,85,85,0
PL_1005101171204,Gomunice,4731,2079,30,0,498,37,0,0,1257,0,101,82,74,0
PL_1005101171205,Kamieńsk,4773,2151,24,0,358,19,0,0,1516,0,73,85,76,0
PL_1005101171206,Kobiele Wielkie,3558,1290,17,0,346,21,0,0,732,0,80,43,51,0
PL_1005101171207,Kodrąb,3780,1377,15,0,301,30,0,0,866,0,61,54,50,0
PL_1005101171208,Lgota Wielka,3480,1426,18,0,263,28,0,0,970,0,55,50,42,0
PL_1005101171209,Ładzice,3898,1367,15,0,303,18,0,0,868,0,73,44,46,0
PL_1005101171210,Masłowice,3464,1367,15,0,251,34,0,0,922,0,55,33,57,0
PL_1005101171211,Przedbórz,6008,2332,42,0,448,32,0,0,1414,0,64,83,249,0
PL_1005101171212,Radomsko,4447,1777,9,0,427,25,0,0,1020,0,134,89,73,0
PL_1005101171213,Wielgomłyny,3776,1398,24,0,197,26,0,0,1016,0,55,40,40,0
PL_1005101171214,Żytno,4311,1709,23,0,272,43,0,0,1205,0,56,42,68,0
PL_1005101191301,Rawa Mazowiecka,13767,6571,47,0,2287,137,0,0,3264,0,289,295,250,0
PL_1005101191302,Biała Rawska,9155,3454,40,0,694,73,0,0,2173,0,112,237,125,0
PL_1005101191303,Cielądz,3219,1228,19,0,142,20,0,0,925,0,21,62,39,0
PL_1005101191304,Rawa Mazowiecka,6945,2763,28,0,509,56,0,0,1876,0,81,124,89,0
PL_1005101191305,Regnów,1491,610,12,0,78,13,0,0,462,0,16,17,10,0
PL_1005101191306,Sadkowice,4481,1722,23,0,204,32,0,0,1190,0,34,180,59,0
PL_1005101181401,Sieradz,34607,16609,148,0,6510,412,0,0,7124,0,1037,818,559,0
PL_1005101181402,Błaszki,11762,4553,67,0,1062,66,0,0,2926,0,140,163,129,0
PL_1005101181403,Brąszewice,3554,1501,12,0,173,30,0,0,1118,0,28,70,70,0
PL_1005101181404,Brzeźnio,5066,2096,17,0,541,39,0,0,1277,0,74,78,70,0
PL_1005101181405,Burzenin,4460,1725,35,0,355,31,0,0,1064,0,106,71,63,0
PL_1005101181406,Goszczanów,4388,1482,12,0,244,27,0,0,1054,0,44,45,56,0
PL_1005101181407,Klonowa,2316,926,8,0,162,6,0,0,673,0,32,20,25,0
PL_1005101181408,Sieradz,8325,3596,34,0,795,58,0,0,2303,0,146,140,120,0
PL_1005101181409,Warta,10274,4036,62,0,875,100,0,0,2553,0,159,153,133,0
PL_1005101181410,Wróblew,4925,2037,26,0,359,35,0,0,1369,0,75,93,80,0
PL_1005101181411,Złoczew,5870,2326,27,0,457,40,0,0,1556,0,89,71,86,0
PL_1005101191501,Bolimów,3183,1270,16,0,295,30,0,0,754,0,62,62,51,0
PL_1005101191502,Głuchów,4678,2341,25,0,290,30,0,0,1820,0,36,70,70,0
PL_1005101191503,Godzianów,2098,962,9,0,102,21,0,0,716,0,32,37,45,0
PL_1005101191504,Kowiesy,2402,997,9,0,213,27,0,0,604,0,43,49,52,0
PL_1005101191505,Lipce Reymontowskie,2664,1154,10,0,198,29,0,0,813,0,33,38,33,0
PL_1005101191506,Maków,4856,1986,26,0,338,36,0,0,1325,0,62,99,100,0
PL_1005101191507,Nowy Kawęczyn,2817,1188,20,0,253,28,0,0,753,0,38,56,40,0
PL_1005101191508,Skierniewice,5851,2436,28,0,563,60,0,0,1526,0,86,87,86,0
PL_1005101191509,Słupia,2051,902,10,0,119,11,0,0,675,0,30,33,24,0
PL_1005101171601,Tomaszów Mazowiecki,48920,22563,162,0,8759,456,0,0,10153,0,1320,848,864,0
PL_1005101171602,Będków,2713,1219,10,0,254,23,0,0,807,0,31,56,38,0
PL_1005101171603,Budziszewice,1716,767,13,0,167,22,0,0,475,0,25,39,26,0
PL_1005101171604,Czerniewice,4115,1689,25,0,294,24,0,0,1195,0,43,43,65,0
PL_1005101171605,Inowłódz,3233,1481,19,0,417,36,0,0,828,0,65,67,49,0
PL_1005101171606,Lubochnia,5575,2385,24,0,444,44,0,0,1638,0,44,103,88,0
PL_1005101171607,Rokiciny,4930,2188,16,0,531,53,0,0,1323,0,111,75,79,0
PL_1005101171608,Rzeczyca,3899,1547,28,0,234,32,0,0,1119,0,45,56,33,0
PL_1005101171609,Tomaszów Mazowiecki,8731,3968,39,0,1054,81,0,0,2313,0,159,141,181,0
PL_1005101171610,Ujazd,6206,2720,34,0,725,45,0,0,1593,0,106,95,122,0
PL_1005101171611,Żelechlinek,2687,1245,17,0,270,24,0,0,851,0,12,42,29,0
PL_1005101181701,Biała,4453,1687,26,0,333,33,0,0,1123,0,64,39,68,0
PL_1005101181702,Czarnożyły,3642,1565,15,0,370,30,0,0,992,0,62,38,58,0
PL_1005101181703,Konopnica,3144,1366,24,0,358,29,0,0,807,0,51,52,45,0
PL_1005101181704,Mokrsko,4345,1881,28,0,406,63,0,0,1163,0,67,72,82,0
PL_1005101181705,Osjaków,3815,1721,22,0,310,39,0,0,1156,0,58,61,75,0
PL_1005101181706,Ostrówek,3646,1437,21,0,313,32,0,0,937,0,57,46,31,0
PL_1005101181707,Pątnów,5263,2284,25,0,352,47,0,0,1634,0,90,54,82,0
PL_1005101181708,Skomlin,2620,1110,13,0,292,23,0,0,643,0,51,46,42,0
PL_1005101181709,Wieluń,25671,11745,76,0,4461,231,0,0,5362,0,750,426,438,0
PL_1005101181710,Wierzchlas,5457,2101,25,0,504,40,0,0,1285,0,104,58,85,0
PL_1005101181801,Bolesławiec,3305,1276,14,0,294,16,0,0,749,0,73,75,55,0
PL_1005101181802,Czastary,3176,1232,18,0,258,19,0,0,789,0,52,40,56,0
PL_1005101181803,Galewice,4961,1785,21,0,360,42,0,0,1116,0,74,97,75,0
PL_1005101181804,Lututów,3665,1478,26,0,319,25,0,0,935,0,65,44,64,0
PL_1005101181805,Łubnice,3338,1242,21,0,321,19,0,0,757,0,41,40,43,0
PL_1005101181806,Sokolniki,4007,1702,17,0,412,31,0,0,1027,0,57,81,77,0
PL_1005101181807,Wieruszów,11490,5070,54,0,1696,82,0,0,2484,0,310,224,220,0
PL_1005101181901,Zduńska Wola,32965,15470,99,0,5805,242,0,0,7151,0,940,696,536,0
PL_1005101181902,Szadek,5939,2403,21,0,654,41,0,0,1413,0,113,81,80,0
PL_1005101181903,Zapolice,4155,1559,19,0,373,31,0,0,941,0,85,58,52,0
PL_1005101181904,Zduńska Wola,9509,4090,41,0,1032,73,0,0,2410,0,207,166,161,0
PL_1005101152001,Głowno,11602,5172,41,0,2190,106,0,0,2153,0,312,168,202,0
PL_1005101152002,Ozorków,15293,6859,52,0,2564,141,0,0,3120,0,450,282,249,0
PL_1005101152003,Zgierz,44500,21650,150,0,9516,524,0,0,8417,0,1499,846,697,0
PL_1005101152004,Aleksandrów Łódzki,24529,12485,88,0,6204,230,0,0,4263,0,766,486,448,0
PL_1005101152005,Głowno,3927,1598,11,0,323,30,0,0,1072,0,38,55,69,0
PL_1005101152006,Ozorków,5700,2730,28,0,778,40,0,0,1583,0,118,105,78,0
PL_1005101152007,Parzęczew,4198,1946,16,0,680,32,0,0,955,0,108,90,65,0
PL_1005101152008,Stryków,10155,4872,30,0,1899,73,0,0,2186,0,286,228,170,0
PL_1005101152009,Zgierz,11484,6000,40,0,2426,110,0,0,2639,0,334,219,232,0
PL_1005101152101,Brzeziny,19178,8101,77,0,2426,155,0,0,4337,0,377,311,418,0
PL_1005101152103,Dmosin,3689,1641,23,0,438,21,0,0,964,0,79,52,64,0
PL_1005101152104,Jeżów,2745,1197,16,0,249,26,0,0,792,0,32,46,36,0
PL_1005101152105,Rogów,3776,1647,14,0,432,33,0,0,969,0,64,70,65,0
PL_1005101166101,Łódź,530752,282953,1381,0,151976,5775,0,0,85179,0,19212,11281,8104,0
PL_1005101176201,Piotrków Trybunalski,58353,27646,173,0,10586,588,0,0,12346,0,1572,1253,1121,0
PL_1005101196301,Skierniewice,37368,18451,162,0,7636,403,0,0,7546,0,1088,845,770,0
PL_1001121200101,Bochnia,23205,11590,56,0,3660,119,43,0,5971,0,604,517,502,118
PL_1001121200102,Bochnia,15589,7169,81,0,1207,47,18,0,4937,0,229,308,288,53
PL_1001121200103,Drwinia,5273,2617,35,0,281,11,7,0,2034,0,58,76,107,7
PL_1001121200104,Lipnica Murowana,4417,2109,15,0,260,11,4,0,1695,0,25,46,47,6
PL_1001121200105,Łapanów,6349,2867,45,0,451,21,10,0,2007,0,79,115,125,14
PL_1001121200106,Nowy Wiśnicz,11043,5559,74,0,766,29,21,0,4142,0,135,187,178,27
PL_1001121200107,Rzezawa,8817,4157,31,0,537,27,9,0,3076,0,107,184,162,24
PL_1001121200108,Trzciana,4321,2281,14,0,242,6,6,0,1842,0,19,69,70,13
PL_1001121200109,Żegocina,4188,2440,11,0,212,11,7,0,2027,0,26,84,52,10
PL_1001121240201,Borzęcin,6778,2839,35,0,366,17,15,0,2064,0,61,140,122,19
PL_1001121240202,Brzesko,28853,13261,103,0,3274,91,44,0,7895,0,405,819,533,97
PL_1001121240203,Czchów,7695,3583,48,0,549,19,10,0,2575,0,67,144,151,19
PL_1001121240204,Dębno,11535,5459,55,0,850,32,23,0,3819,0,149,258,229,44
PL_1001121240205,Gnojnik,6148,2933,43,0,259,14,8,0,2334,0,50,119,90,16
PL_1001121240206,Iwkowa,4965,2597,23,0,257,8,7,0,2124,0,27,87,59,5
PL_1001121240207,Szczurowa,7714,2995,34,0,411,19,19,0,2169,0,79,122,132,10
PL_1001121230301,Alwernia,10186,4560,32,0,1237,46,21,0,2533,0,256,185,217,33
PL_1001121230302,Babice,7402,3407,54,0,855,33,14,0,1926,0,166,149,187,23
PL_1001121230303,Chrzanów,36972,17276,125,0,6738,262,80,0,7087,0,1320,749,758,157
PL_1001121230304,Libiąż,17716,8451,82,0,2539,109,36,0,4503,0,410,299,397,76
PL_1001121230305,Trzebinia,27083,12570,111,0,4304,152,68,0,5670,0,928,560,659,118
PL_1001121240401,Bolesław,2286,745,9,0,133,5,2,0,534,0,7,27,27,1
PL_1001121240402,Dąbrowa Tarnowska,16795,7323,69,0,1331,46,21,0,5166,0,141,301,202,46
PL_1001121240403,Gręboszów,2811,1085,10,0,193,8,4,0,801,0,10,31,23,5
PL_1001121240404,Mędrzechów,2876,1128,22,0,202,12,3,0,766,0,19,45,55,4
PL_1001121240405,Olesno,6367,2621,27,0,276,19,5,0,2045,0,43,114,84,8
PL_1001121240406,Radgoszcz,5929,2693,23,0,210,19,4,0,2220,0,42,98,71,6
PL_1001121240407,Szczucin,10550,4172,63,0,585,29,11,0,3019,0,91,136,217,21
PL_1001121220501,Gorlice,22346,10316,84,0,3134,94,32,0,5223,0,399,387,723,240
PL_1001121220502,Biecz,13644,5898,48,0,809,48,11,0,4238,0,151,188,352,53
PL_1001121220503,Bobowa,7471,3511,35,0,355,9,6,0,2831,0,53,94,114,14
PL_1001121220504,Gorlice,13816,6126,66,0,975,29,16,0,4040,0,153,245,537,65
PL_1001121220505,Lipinki,5503,2433,22,0,294,22,8,0,1763,0,34,74,203,13
PL_1001121220506,Łużna,6644,2882,36,0,385,20,6,0,2099,0,53,122,146,15
PL_1001121220507,Moszczenica,3870,1627,18,0,153,6,2,0,1263,0,12,61,103,9
PL_1001121220508,Ropa,4155,1974,17,0,229,12,8,0,1501,0,39,66,91,11
PL_1001121220509,Sękowa,4081,1779,10,0,434,5,4,0,1047,0,59,57,143,20
PL_1001121220510,Uście Gorlickie,5536,2183,23,0,591,22,12,0,1205,0,121,92,88,29
PL_1001121200601,Czernichów,11445,5180,57,0,1211,39,13,0,3128,0,244,225,228,35
PL_1001121200602,Igołomia-Wawrzeńczyce,6205,2405,22,0,454,20,2,0,1605,0,73,76,145,8
PL_1001121200603,Iwanowice,7214,3442,25,0,664,28,10,0,2274,0,125,148,136,28
PL_1001121200604,Jerzmanowice-Przeginia,8840,4187,51,0,752,66,14,0,2725,0,137,231,175,36
PL_1001121200605,Kocmyrzów-Luborzyca,12115,5685,54,0,1554,43,21,0,3157,0,300,229,284,43
PL_1001121200606,Krzeszowice,25664,12453,100,0,3809,138,53,0,6377,0,695,562,624,94
PL_1001121200607,Liszki,13281,6501,49,0,1421,36,18,0,4105,0,261,310,270,31
PL_1001121200608,Michałowice,8003,4242,25,0,1502,36,6,0,2013,0,248,203,176,33
PL_1001121200609,Mogilany,10787,5787,41,0,1907,45,10,0,2908,0,298,262,261,55
PL_1001121200610,Skała,8408,4158,46,0,961,31,15,0,2534,0,190,205,144,32
PL_1001121200611,Skawina,33720,15925,135,0,4594,191,72,0,8473,0,850,796,644,169
PL_1001121200612,Słomniki,10897,4841,41,0,909,35,23,0,3140,0,200,221,240,32
PL_1001121200613,Sułoszowa,4663,2299,20,0,348,17,9,0,1703,0,61,64,60,17
PL_1001121200614,Świątniki Górne,7955,3951,39,0,1090,20,12,0,2218,0,168,202,170,32
PL_1001121200615,Wielka Wieś,9613,5150,44,0,1781,49,15,0,2457,0,296,250,196,62
PL_1001121200616,Zabierzów,20849,11764,86,0,4357,118,54,0,5167,0,701,628,520,133
PL_1001121200617,Zielonki,16476,9227,51,0,3910,100,27,0,3477,0,677,431,422,131
PL_1001121220701,Limanowa,11867,6047,42,0,1353,46,15,0,3819,0,152,289,290,41
PL_1001121220702,Mszana Dolna,6202,2968,25,0,649,16,8,0,1917,0,108,100,118,27
PL_1002321641801,Dobra,16049,6301,82,0,1188,54,15,0,4312,0,200,237,196,17
PL_1001121220704,Jodłownik,6637,3016,60,0,321,23,6,0,2349,0,43,93,107,14
PL_1001121220705,Kamienica,5997,2705,31,0,246,16,6,0,2166,0,41,97,88,14
PL_1001121220706,Laskowa,6112,3538,37,0,210,17,6,0,3036,0,21,112,85,14
PL_1001121220707,Limanowa,19250,9766,89,0,956,60,21,0,7854,0,142,298,296,50
PL_1001121220708,Łukowica,7483,3638,45,0,326,17,8,0,2920,0,54,110,145,13
PL_1001121220709,Mszana Dolna,13308,6346,63,0,549,29,10,0,5209,0,108,179,168,31
PL_1001121220710,Niedźwiedź,5537,2139,22,0,221,12,6,0,1706,0,23,70,68,11
PL_1001121220711,Słopnice,4924,2475,22,0,174,5,4,0,2054,0,22,111,75,8
PL_1001121220712,Tymbark,5039,2682,20,0,275,14,10,0,2130,0,54,70,94,15
PL_1001121200801,Charsznica,6168,2566,22,0,502,26,13,0,1697,0,87,107,106,6
PL_1001121200802,Gołcza,4971,2220,44,0,401,15,3,0,1529,0,76,69,71,12
PL_1001121200803,Kozłów,3886,1494,16,0,166,8,8,0,1164,0,34,42,51,5
PL_1001121200804,Książ Wielki,4243,1886,19,0,328,15,9,0,1335,0,54,47,68,11
PL_1001121200805,Miechów,15901,7034,64,0,1870,96,23,0,3945,0,363,321,296,56
PL_1001121200806,Racławice,2090,792,7,0,132,4,0,0,581,0,19,25,21,3
PL_1001121200807,Słaboszów,2935,1117,17,0,183,8,3,0,800,0,32,34,35,5
PL_1001121200901,Dobczyce,11731,5733,50,0,1200,49,23,0,3530,0,214,322,304,41
PL_1001121200902,Lubień,7699,3706,38,0,434,20,4,0,2857,0,74,133,113,33
PL_1001121200903,Myślenice,34230,17666,143,0,4287,147,50,0,10619,0,685,796,791,146
PL_1001121200904,Pcim,8617,4534,67,0,565,28,11,0,3390,0,103,151,180,39
PL_1001121200905,Raciechowice,5071,2158,22,0,335,22,7,0,1528,0,69,72,88,11
PL_1001121200906,Siepraw,6901,3370,28,0,682,24,8,0,2194,0,106,129,139,60
PL_1001121200907,Sułkowice,11491,5129,54,0,987,42,12,0,3372,0,196,210,212,44
PL_1001121200908,Tokarnia,6730,3506,26,0,327,16,8,0,2824,0,58,117,113,17
PL_1001121200909,Wiśniowa,5681,2955,22,0,287,9,12,0,2303,0,66,116,128,12
PL_1001121221001,Grybów,4797,2465,15,0,423,18,4,0,1728,0,62,119,84,11
PL_1001121221002,Chełmiec,21816,11034,75,0,1441,42,25,0,8323,0,265,424,385,54
PL_1001121221003,Gródek nad Dunajcem,7163,3345,37,0,369,16,9,0,2643,0,84,91,76,20
PL_1001121221004,Grybów,18911,10304,84,0,792,32,18,0,8492,0,117,453,277,39
PL_1001121221005,Kamionka Wielka,7801,4176,38,0,416,18,6,0,3279,0,76,167,152,24
PL_1001121221006,Korzenna,11135,5747,74,0,400,29,15,0,4831,0,80,142,156,20
PL_1001121221007,Krynica-Zdrój,14650,7284,61,0,2182,85,42,0,4062,0,248,248,304,52
PL_1001121221008,Łabowa,4449,2101,26,0,209,12,7,0,1657,0,37,73,62,18
PL_1001121221009,Łącko,12414,6191,102,0,639,38,17,0,4836,0,68,211,260,20
PL_1001121221010,Łososina Dolna,8275,4342,26,0,365,15,10,0,3668,0,55,98,96,9
PL_1001121221011,Muszyna,9344,4413,64,0,937,43,34,0,2816,0,175,158,150,36
PL_1001121221012,Nawojowa,6442,3167,35,0,338,13,7,0,2502,0,88,67,90,27
PL_1001121221013,Piwniczna-Zdrój,8414,3791,24,0,596,11,17,0,2813,0,63,126,130,11
PL_1001121221014,Podegrodzie,9825,4987,57,0,430,18,7,0,4035,0,78,160,173,29
PL_1001121221015,Rytro,2965,1463,13,0,191,4,1,0,1114,0,25,57,49,9
PL_1001121221016,Stary Sącz,18419,9304,89,0,1474,53,28,0,6740,0,208,343,317,52
PL_1001121691101,Nowy Targ,26236,11645,98,0,3578,129,59,0,5981,0,547,612,531,110
PL_1001121691102,Szczawnica,6025,2786,34,0,838,26,13,0,1544,0,82,125,108,16
PL_1001121691103,Czarny Dunajec,17618,6121,66,0,634,21,27,0,4823,0,69,250,212,19
PL_1001121691104,Czorsztyn,6024,2558,35,0,510,16,8,0,1660,0,63,104,138,24
PL_1001121691105,Jabłonka,14216,6401,60,0,414,26,12,0,5386,0,72,261,149,21
PL_1001121691106,Krościenko nad Dunajcem,5368,2421,19,0,515,18,8,0,1574,0,68,99,103,17
PL_1001121691107,Lipnica Wielka,4535,2006,29,0,149,7,9,0,1647,0,25,53,83,4
PL_1001121691108,Łapsze Niżne,7335,2817,41,0,359,35,13,0,2093,0,53,97,107,19
PL_1001121691109,Nowy Targ,18657,7313,99,0,1108,54,43,0,5297,0,148,246,284,34
PL_1001121691110,Ochotnica Dolna,6582,3170,40,0,293,17,7,0,2583,0,48,95,75,12
PL_1001121691111,Raba Wyżna,11338,4800,50,0,589,21,15,0,3608,0,134,189,170,24
PL_1001121691112,Rabka-Zdrój,14249,6611,66,0,1426,63,26,0,4209,0,233,270,278,40
PL_1001121691113,Spytkowice,3515,1481,14,0,153,4,3,0,1158,0,26,43,75,5
PL_1001121691114,Szaflary,8537,3027,58,0,335,17,13,0,2308,0,42,146,92,16
PL_1001121231201,Bukowno,8273,3791,26,0,1299,187,20,0,1643,0,237,152,193,34
PL_1001121231203,Bolesław,6427,2623,28,0,761,217,8,0,1176,0,176,120,111,26
PL_1001121231204,Klucze,12303,5781,56,0,1704,218,25,0,2748,0,351,213,418,47
PL_1001121231205,Olkusz,38943,19078,154,0,5293,986,58,0,9818,0,1021,801,804,143
PL_1001121231206,Trzyciąż,5686,2597,30,0,369,29,8,0,1893,0,68,81,100,19
PL_1001121231207,Wolbrom,18552,8343,83,0,1702,241,25,0,5158,0,324,367,355,88
PL_1001121231301,Oświęcim,30443,15220,93,0,6354,198,91,0,6356,0,857,586,560,125
PL_1001121231302,Brzeszcze,16955,8542,69,0,2724,117,23,0,4505,0,384,264,370,86
PL_1001121231303,Chełmek,10288,4910,45,0,1577,60,29,0,2475,0,263,171,248,42
PL_1001121231304,Kęty,26703,13368,148,0,4393,103,51,0,6940,0,580,501,544,108
PL_1001121231305,Osiek,6501,3027,32,0,645,29,16,0,1936,0,112,103,128,26
PL_1001121231306,Oświęcim,14799,7792,83,0,2546,73,29,0,4006,0,364,296,323,72
PL_1001121231307,Polanka Wielka,3420,1626,18,0,399,12,7,0,972,0,54,67,85,12
PL_1001121231308,Przeciszów,5455,2547,24,0,722,24,10,0,1453,0,97,84,113,20
PL_1001121231309,Zator,7478,3561,54,0,873,26,18,0,2083,0,189,139,149,30
PL_1001121201401,Koniusza,7026,2912,37,0,449,16,6,0,1943,0,80,92,275,14
PL_1001121201402,Koszyce,4580,1694,16,0,317,6,3,0,1100,0,40,46,162,4
PL_1001121201403,Nowe Brzesko,4657,2089,18,0,338,9,4,0,1389,0,65,62,198,6
PL_1001121201404,Pałecznica,2869,1196,13,0,220,3,5,0,821,0,19,33,80,2
PL_1001121201405,Proszowice,13295,5557,52,0,1054,41,20,0,3220,0,157,160,834,19
PL_1001121201406,Radziemice,2762,1130,13,0,161,9,4,0,791,0,17,37,96,2
