gisco_id,name,registered,turnout,invalid,blank,PiS,PO,Razem,NN,PSL,ZL,K’15,.N,JOW,SPP,RS RP,ZdŚ,Samoobrona,SB!,KNP,MN,OdP
PL_604670901,Dąbrowa,3708,1372,78,0,390,241,59,47,224,132,139,55,0,7,0,0,0,0,0,0,0
PL_604670902,Jeziora Wielkie,3974,1491,82,0,436,164,34,36,380,198,111,45,0,5,0,0,0,0,0,0,0
PL_604670903,Mogilno,19984,8756,298,0,2581,2189,309,368,933,854,756,414,0,54,0,0,0,0,0,0,0
PL_604670904,Strzelno,9541,3915,200,0,1132,897,104,162,643,324,286,147,0,20,0,0,0,0,0,0,0
PL_604671001,Kcynia,10638,4435,258,0,1139,691,116,164,601,1031,266,139,0,30,0,0,0,0,0,0,0
PL_604671002,Mrocza,7140,2766,108,0,805,715,93,110,232,288,266,126,0,23,0,0,0,0,0,0,0
PL_604671003,Nakło nad Notecią,25770,11795,494,0,3422,3365,441,567,560,1375,883,603,0,85,0,0,0,0,0,0,0
PL_604671004,Sadki,5699,2133,126,0,647,443,88,64,238,294,136,89,0,8,0,0,0,0,0,0,0
PL_604671005,Szubin,18741,8585,341,0,2323,2225,283,461,1052,730,565,548,0,57,0,0,0,0,0,0,0
PL_604081101,Radziejów,4809,2216,83,0,759,516,79,66,66,324,195,114,0,9,0,0,5,0,0,0,0
PL_604081102,Bytoń,3055,1103,71,0,492,117,28,33,123,109,93,29,0,5,0,0,3,0,0,0,0
PL_604081103,Dobre,4497,1625,57,0,677,229,47,53,206,166,131,50,0,6,0,0,3,0,0,0,0
PL_604081104,Osięciny,6479,2477,109,0,1038,352,96,62,224,285,206,86,0,16,0,0,3,0,0,0,0
PL_604081105,Piotrków Kujawski,7667,2833,138,0,1246,430,102,76,201,304,217,99,0,16,0,0,4,0,0,0,0
PL_604081106,Radziejów,3632,1330,47,0,522,198,32,51,203,129,100,41,0,4,0,0,3,0,0,0,0
PL_604081107,Topólka,4085,1515,83,0,567,251,33,27,177,179,146,43,0,3,0,0,6,0,0,0,0
PL_604071201,Rypin,13113,5831,181,0,2164,1500,190,192,370,532,343,330,0,22,0,0,7,0,0,0,0
PL_604071202,Brzuze,4288,1498,62,0,500,229,45,47,228,143,163,74,0,4,0,0,3,0,0,0,0
PL_604071203,Rogowo,3867,1273,71,0,586,186,26,32,190,68,92,18,0,3,0,0,1,0,0,0,0
PL_604071204,Rypin,5928,1944,72,0,712,343,44,62,331,94,218,58,0,7,0,0,3,0,0,0,0
PL_604071205,Skrwilno,4847,1832,67,0,902,216,40,46,270,119,122,40,0,9,0,0,1,0,0,0,0
PL_604071206,Wąpielsk,3299,1029,42,0,421,169,23,23,167,61,91,28,0,4,0,0,0,0,0,0,0
PL_604681301,Kamień Krajeński,5453,2169,125,0,616,607,98,74,240,140,175,83,0,11,0,0,0,0,0,0,0
PL_604681302,Sępólno Krajeńskie,12550,5354,168,0,1504,1603,166,157,482,541,387,279,0,67,0,0,0,0,0,0,0
PL_604681303,Sośno,4000,1367,72,0,432,284,46,38,206,128,111,43,0,7,0,0,0,0,0,0,0
PL_604681304,Więcbork,10389,4175,124,0,1427,1147,131,108,424,292,291,206,0,25,0,0,0,0,0,0,0
PL_604681401,Bukowiec,3994,1540,94,0,549,255,53,58,229,108,139,50,0,5,0,0,0,0,0,0,0
PL_604681402,Dragacz,5688,2113,68,0,605,525,105,77,159,196,221,133,0,24,0,0,0,0,0,0,0
PL_604681403,Drzycim,3984,1607,73,0,548,312,54,87,202,95,155,60,0,21,0,0,0,0,0,0,0
PL_604681404,Jeżewo,6248,2506,108,0,899,549,74,128,171,173,247,137,0,20,0,0,0,0,0,0,0
PL_604681405,Lniano,3311,1465,54,0,465,308,42,66,260,61,152,46,0,11,0,0,0,0,0,0,0
PL_604681406,Nowe,8349,2958,100,0,790,928,118,193,244,180,219,167,0,19,0,0,0,0,0,0,0
PL_604681407,Osie,4319,1808,82,0,497,470,62,154,212,122,120,77,0,12,0,0,0,0,0,0,0
PL_604681408,Pruszcz,7500,3439,149,0,924,822,84,140,697,205,230,162,0,26,0,0,0,0,0,0,0
PL_604681409,Świecie,26442,11910,386,0,3210,3713,506,566,764,983,961,746,0,75,0,0,0,0,0,0,0
PL_604681410,Świekatowo,2826,1176,57,0,342,207,15,48,256,86,115,44,0,6,0,0,0,0,0,0,0
PL_604681411,Warlubie,5034,1696,91,0,536,331,58,55,226,173,143,68,0,15,0,0,0,0,0,0,0
PL_604061501,Chełmża,11381,4707,168,0,1638,1334,180,198,94,480,349,237,0,25,0,0,4,0,0,0,0
PL_604061502,Chełmża,7692,2788,114,0,1025,558,105,112,288,200,216,132,0,22,0,0,16,0,0,0,0
PL_604061503,Czernikowo,6960,2491,108,0,815,842,99,92,121,162,151,85,0,13,0,0,3,0,0,0,0
PL_604061504,Lubicz,14470,7294,180,0,2616,1847,249,274,207,570,644,653,0,46,0,0,8,0,0,0,0
PL_604061505,Łubianka,5139,2400,80,0,780,490,79,97,266,193,234,161,0,15,0,0,5,0,0,0,0
PL_604061506,Łysomice,7384,3408,76,0,1141,906,126,164,115,265,306,280,0,20,0,0,9,0,0,0,0
PL_604061507,Obrowo,11393,5670,178,0,1739,1382,244,261,355,470,527,456,0,48,0,0,10,0,0,0,0
PL_604061508,Wielka Nieszawka,3670,1912,49,0,479,574,69,81,146,164,128,203,0,16,0,0,3,0,0,0,0
PL_604061509,Zławieś Wielka,10101,4748,175,0,1358,1234,160,179,355,396,386,461,0,38,0,0,6,0,0,0,0
PL_604681601,Cekcyn,5334,2186,85,0,643,530,88,69,315,148,158,140,0,10,0,0,0,0,0,0,0
PL_604681602,Gostycyn,4133,1680,61,0,575,317,50,64,199,119,143,125,0,27,0,0,0,0,0,0,0
PL_604681603,Kęsowo,3515,1364,88,0,428,253,45,52,228,71,136,45,0,18,0,0,0,0,0,0,0
PL_604681604,Lubiewo,4627,1960,95,0,757,353,52,59,297,105,151,77,0,14,0,0,0,0,0,0,0
PL_604681605,Śliwice,4329,1909,96,0,725,358,49,77,317,84,106,85,0,12,0,0,0,0,0,0,0
PL_604681606,Tuchola,16010,7456,216,0,2394,1927,244,311,630,532,661,499,0,42,0,0,0,0,0,0,0
PL_604071701,Wąbrzeźno,10814,4608,120,0,1195,1306,186,195,148,623,444,369,0,17,0,0,5,0,0,0,0
PL_604071702,Dębowa Łąka,2546,886,34,0,284,141,25,34,139,71,131,17,0,3,0,0,7,0,0,0,0
PL_604071703,Książki,3376,1217,68,0,413,232,39,70,141,80,129,32,0,5,0,0,8,0,0,0,0
PL_604071704,Płużnica,3889,1388,75,0,387,369,45,54,150,106,141,45,0,12,0,0,4,0,0,0,0
PL_604071705,Wąbrzeźno,6812,2431,111,0,761,445,105,109,288,206,272,102,0,19,0,0,13,0,0,0,0
PL_604081801,Kowal,2943,1274,63,0,436,294,52,45,69,147,94,58,0,6,0,0,10,0,0,0,0
PL_604081802,Baruchowo,2888,1063,45,0,484,148,38,18,100,80,99,41,0,3,0,0,7,0,0,0,0
PL_604081803,Boniewo,2798,1039,43,0,542,107,21,18,95,126,71,13,0,1,0,0,2,0,0,0,0
PL_604081804,Brześć Kujawski,9284,3539,113,0,1148,712,126,131,232,520,363,167,0,19,0,0,8,0,0,0,0
PL_604081805,Choceń,6553,2127,128,0,761,381,71,71,217,274,152,58,0,12,0,0,2,0,0,0,0
PL_604081806,Chodecz,5118,1636,75,0,668,259,36,43,234,151,105,57,0,5,0,0,3,0,0,0,0
PL_604081807,Fabianki,7676,3088,91,0,836,713,144,126,290,369,266,231,0,17,0,0,5,0,0,0,0
PL_604081808,Izbica Kujawska,6187,2141,108,0,1131,204,46,60,158,248,134,28,0,23,0,0,1,0,0,0,0
PL_604081809,Kowal,3218,1173,64,0,514,159,41,27,98,111,98,33,0,2,0,0,26,0,0,0,0
PL_604081810,Lubanie,3732,1458,65,0,619,211,63,47,65,177,155,48,0,4,0,0,4,0,0,0,0
PL_604081811,Lubień Kujawski,6050,2059,95,0,870,314,81,46,208,176,174,71,0,9,0,0,15,0,0,0,0
PL_604081812,Lubraniec,8051,3392,172,0,1492,364,55,61,227,755,175,76,0,6,0,0,9,0,0,0,0
PL_604081813,Włocławek,5640,2364,115,0,698,440,102,58,459,214,151,106,0,7,0,0,14,0,0,0,0
PL_604671901,Barcin,11614,4748,186,0,1157,1432,180,214,344,531,383,294,0,27,0,0,0,0,0,0,0
PL_604671902,Gąsawa,4256,1776,78,0,638,329,45,43,221,149,145,123,0,5,0,0,0,0,0,0,0
PL_604671903,Janowiec Wielkopolski,7296,2958,128,0,869,520,85,82,256,632,225,148,0,13,0,0,0,0,0,0,0
PL_604671904,Łabiszyn,7763,3110,146,0,963,719,151,141,247,287,232,199,0,25,0,0,0,0,0,0,0
PL_604671905,Rogowo,5557,2308,121,0,666,429,89,74,388,219,177,134,0,11,0,0,0,0,0,0,0
PL_604671906,Żnin,19605,8759,311,0,2764,2379,233,349,670,612,582,800,0,59,0,0,0,0,0,0,0
PL_604066101,Bydgoszcz,276759,153739,2234,0,45271,49990,5890,7349,2766,15453,10692,13142,0,952,0,0,0,0,0,0,0
PL_604076201,Grudziądz,73733,34429,770,0,9805,11532,1306,1605,745,3954,2520,2007,0,138,0,0,47,0,0,0,0
PL_604066301,Toruń,155767,87083,1322,0,26177,26978,3411,4145,1078,9173,5512,8628,0,613,0,0,46,0,0,0,0
PL_604086401,Włocławek,90717,42804,1012,0,12645,11796,1854,1401,790,6519,3563,2960,0,218,0,0,46,0,0,0,0
PL_306090101,Międzyrzec Podlaski,13783,7240,181,0,3623,948,165,352,576,549,548,292,0,0,0,0,6,0,0,0,0
PL_306090102,Terespol,4623,2328,79,0,929,475,56,103,64,320,214,87,0,0,0,0,1,0,0,0,0
PL_306090103,Biała Podlaska,10699,5280,133,0,2190,752,79,226,643,563,518,169,0,0,0,0,7,0,0,0,0
PL_306090104,Drelów,4396,1966,95,0,855,144,39,76,411,126,190,27,0,0,0,0,3,0,0,0,0
PL_306090105,Janów Podlaski,4295,1937,52,0,793,160,44,62,323,274,186,39,0,0,0,0,4,0,0,0,0
PL_306090106,Kodeń,3225,1427,75,0,572,164,28,38,158,222,136,29,0,0,0,0,5,0,0,0,0
PL_306090107,Konstantynów,3271,1439,58,0,596,144,32,63,152,252,123,19,0,0,0,0,0,0,0,0,0
PL_306090108,Leśna Podlaska,3448,1531,50,0,768,101,32,47,162,208,132,31,0,0,0,0,0,0,0,0,0
PL_306090109,Łomazy,4195,1941,40,0,856,172,48,119,229,288,142,42,0,0,0,0,5,0,0,0,0
PL_306090110,Międzyrzec Podlaski,8163,4085,191,0,2307,215,67,169,597,158,298,75,0,0,0,0,8,0,0,0,0
PL_306090111,Piszczac,5909,2362,97,0,1154,260,66,91,169,255,216,52,0,0,0,0,2,0,0,0,0
PL_306090112,Rokitno,2515,1039,37,0,452,99,23,27,127,170,90,11,0,0,0,0,3,0,0,0,0
PL_306090113,Rossosz,1929,979,42,0,511,70,16,46,124,62,85,21,0,0,0,0,2,0,0,0,0
PL_306090114,Sławatycze,2016,905,36,0,380,127,20,21,124,105,57,33,0,0,0,0,2,0,0,0,0
PL_306090115,Sosnówka,2167,829,28,0,341,63,25,14,148,114,82,12,0,0,0,0,2,0,0,0,0
PL_306090116,Terespol,5386,2426,86,0,1243,294,52,88,136,253,207,64,0,0,0,0,3,0,0,0,0
PL_306090117,Tuczna,2689,1056,21,0,510,77,17,43,172,120,80,11,0,0,0,0,5,0,0,0,0
PL_306090118,Wisznice,4170,1947,54,0,859,208,46,94,256,227,157,40,0,0,0,0,6,0,0,0,0
PL_306090119,Zalesie,3565,1498,49,0,654,213,19,55,192,179,111,24,0,0,0,0,2,0,0,0,0
PL_306100201,Biłgoraj,21419,11129,174,0,4887,1332,283,629,1594,732,1057,434,0,0,0,0,7,0,0,0,0
PL_306100202,Aleksandrów,2544,1232,29,0,824,50,14,64,112,10,110,17,0,0,0,0,2,0,0,0,0
PL_306100203,Biłgoraj,10415,5149,115,0,2730,163,81,240,1217,105,393,99,0,0,0,0,6,0,0,0,0
PL_306100204,Biszcza,3175,1467,36,0,815,44,12,50,333,31,112,34,0,0,0,0,0,0,0,0,0
PL_306100205,Frampol,5164,2275,42,0,1263,133,51,90,318,76,246,54,0,0,0,0,2,0,0,0,0
PL_306100206,Goraj,3484,1570,46,0,904,63,17,70,228,43,171,26,0,0,0,0,2,0,0,0,0
PL_306100207,Józefów,5818,2349,88,0,1069,348,47,96,176,144,302,73,0,0,0,0,6,0,0,0,0
PL_306100208,Księżpol,5565,2512,77,0,1349,144,34,114,320,94,295,80,0,0,0,0,5,0,0,0,0
PL_306100209,Łukowa,3516,1709,44,0,1089,85,23,70,179,49,130,36,0,0,0,0,4,0,0,0,0
PL_306100210,Obsza,3468,1562,54,0,916,100,18,69,208,48,136,12,0,0,0,0,1,0,0,0,0
PL_306100211,Potok Górny,4570,2254,65,0,1475,68,32,101,287,32,168,23,0,0,0,0,3,0,0,0,0
PL_306100212,Tarnogród,5520,2710,78,0,1495,215,47,106,313,122,257,76,0,0,0,0,1,0,0,0,0
PL_306100213,Tereszpol,3196,1357,57,0,785,80,28,68,147,47,119,25,0,0,0,0,1,0,0,0,0
PL_306100214,Turobin,5456,2711,64,0,1708,126,29,87,350,108,201,32,0,0,0,0,6,0,0,0,0
PL_306100301,Rejowiec Fabryczny,3708,1454,40,0,561,213,46,52,78,95,288,81,0,0,0,0,0,0,0,0,0
PL_306100302,Białopole,2571,924,42,0,406,93,22,41,170,42,75,29,0,0,0,0,4,0,0,0,0
PL_306100303,Chełm,11200,4869,128,0,2217,667,135,210,474,245,600,185,0,0,0,0,8,0,0,0,0
PL_306100304,Dorohusk,5402,2183,95,0,1051,205,55,66,231,73,344,55,0,0,0,0,8,0,0,0,0
PL_306100305,Dubienka,2097,745,33,0,250,104,94,27,114,47,61,14,0,0,0,0,1,0,0,0,0
PL_306100306,Kamień,3321,1327,38,0,588,133,34,89,200,49,157,35,0,0,0,0,4,0,0,0,0
PL_306100307,Leśniowice,3122,1091,36,0,376,102,24,31,286,66,141,27,0,0,0,0,2,0,0,0,0
PL_306100308,Rejowiec Fabryczny,3574,1298,46,0,666,109,33,38,132,58,172,41,0,0,0,0,3,0,0,0,0
PL_306100309,Ruda-Huta,3716,1327,65,0,561,162,51,58,133,66,192,34,0,0,0,0,5,0,0,0,0
PL_306100310,Sawin,4672,1777,67,0,782,199,45,71,239,90,222,49,0,0,0,0,13,0,0,0,0
PL_306100311,Siedliszcze,5567,1772,77,0,762,272,42,60,242,70,206,35,0,0,0,0,6,0,0,0,0
PL_306100312,Wierzbica,4268,1698,92,0,758,123,38,42,340,74,192,34,0,0,0,0,5,0,0,0,0
PL_306100313,Wojsławice,3307,1223,46,0,586,73,22,54,171,52,123,92,0,0,0,0,4,0,0,0,0
PL_306100314,Żmudź,2679,946,26,0,421,103,25,22,178,43,109,17,0,0,0,0,2,0,0,0,0
PL_306100315,Rejowiec,5338,1836,77,0,896,213,53,68,157,82,201,86,0,0,0,0,3,0,0,0,0
PL_306100401,Hrubieszów,15581,7014,189,0,2923,1672,185,299,542,405,561,224,0,0,0,0,14,0,0,0,0
PL_306100402,Dołhobyczów,4817,1634,68,0,698,128,27,35,438,72,134,28,0,0,0,0,6,0,0,0,0
PL_306100403,Horodło,4441,1483,60,0,608,163,32,54,301,70,166,24,0,0,0,0,5,0,0,0,0
PL_306100404,Hrubieszów,8431,3148,111,0,1508,356,84,124,468,93,326,63,0,0,0,0,15,0,0,0,0
PL_306100405,Mircze,6428,2330,101,0,998,180,38,57,619,81,203,34,0,0,0,0,19,0,0,0,0
PL_306100406,Trzeszczany,3607,1421,48,0,759,140,34,35,185,69,133,17,0,0,0,0,1,0,0,0,0
PL_306100407,Uchanie,4010,1553,61,0,801,92,18,41,331,33,131,37,0,0,0,0,8,0,0,0,0
PL_306100408,Werbkowice,8012,3210,127,0,1801,284,48,127,342,107,298,76,0,0,0,0,0,0,0,0,0
PL_306120501,Batorz,2738,1457,26,0,910,41,16,39,251,46,101,8,0,0,1,0,16,2,0,0,0
PL_306120502,Chrzanów,2460,1456,27,0,1033,20,15,32,224,18,72,6,0,0,1,0,5,3,0,0,0
PL_306120503,Dzwola,5313,2796,57,0,2017,64,27,81,291,49,176,9,0,0,1,0,10,14,0,0,0
PL_306120504,Godziszów,4834,3169,52,0,2463,53,17,70,216,63,157,21,0,0,3,0,49,5,0,0,0
PL_306120505,Janów Lubelski,13334,6985,109,0,4472,659,114,299,283,321,515,147,0,0,7,0,43,16,0,0,0
PL_306120506,Modliborzyce,5807,2700,95,0,1624,193,51,88,251,110,220,45,0,0,0,0,17,6,0,0,0
PL_306120507,Potok Wielki,3884,1658,60,0,996,95,15,60,152,93,149,24,0,0,1,0,11,2,0,0,0
PL_306100601,Krasnystaw,16147,7682,195,0,2787,1207,194,581,641,648,609,812,0,0,0,0,8,0,0,0,0
PL_306100602,Fajsławice,3895,1852,49,0,1040,85,32,102,257,46,190,46,0,0,0,0,5,0,0,0,0
PL_306100603,Gorzków,3113,1264,39,0,608,86,18,72,223,60,123,33,0,0,0,0,2,0,0,0,0
PL_306100604,Izbica,7020,2797,106,0,1396,211,54,259,316,105,251,87,0,0,0,0,12,0,0,0,0
PL_306100605,Krasnystaw,7285,3057,81,0,1388,341,69,220,457,111,231,152,0,0,0,0,7,0,0,0,0
PL_306100606,Kraśniczyn,3323,1272,47,0,539,79,26,58,255,65,150,42,0,0,0,0,11,0,0,0,0
PL_306100607,Łopiennik Górny,3412,1315,49,0,712,95,19,52,177,51,117,38,0,0,0,0,5,0,0,0,0
PL_306100609,Rudnik,2703,1009,22,0,505,60,23,36,194,50,95,17,0,0,0,0,7,0,0,0,0
PL_306100610,Siennica Różana,3468,1549,43,0,459,89,34,50,581,58,182,50,0,0,0,0,3,0,0,0,0
PL_306100611,Żółkiewka,4812,1982,61,0,1140,140,31,77,226,90,159,40,0,0,0,0,18,0,0,0,0
PL_306120701,Kraśnik,28909,14946,405,0,6688,3381,382,520,798,933,1364,427,0,0,13,0,12,23,0,0,0
PL_306120702,Annopol,7262,2968,161,0,1412,348,50,99,476,119,244,49,0,0,0,0,3,7,0,0,0
PL_306120703,Dzierzkowice,4341,2011,61,0,1051,150,52,71,345,70,175,25,0,0,3,0,7,1,0,0,0
PL_306120704,Gościeradów,5901,2321,114,0,1146,216,56,72,412,82,177,32,0,0,1,0,1,12,0,0,0
PL_306120705,Kraśnik,5811,2830,74,0,1602,274,55,113,302,84,252,65,0,0,0,0,8,1,0,0,0
PL_306120706,Szastarka,4793,2297,81,0,1542,127,32,64,179,68,170,28,0,0,0,0,2,4,0,0,0
PL_306120707,Trzydnik Duży,5362,2213,70,0,1078,196,60,81,340,112,228,43,0,0,0,0,2,3,0,0,0
PL_306120708,Urzędów,6973,3341,117,0,1772,265,55,136,489,61,370,55,0,0,3,0,8,10,0,0,0
PL_306120709,Wilkołaz,4350,2406,59,0,1494,97,41,117,242,71,249,24,0,0,5,0,0,7,0,0,0
PL_306120710,Zakrzówek,5475,2590,68,0,1488,248,53,113,269,82,224,23,0,0,1,0,19,2,0,0,0
PL_306110801,Lubartów,17788,9977,175,0,4015,2112,297,631,515,711,927,551,0,0,12,0,3,28,0,0,0
PL_306110802,Abramów,3411,1684,55,0,989,71,34,86,231,52,142,13,0,0,3,0,2,6,0,0,0
PL_306110803,Firlej,4763,1936,101,0,851,204,39,131,278,90,178,52,0,0,2,0,4,6,0,0,0
PL_306110804,Jeziorzany,2343,913,32,0,488,64,24,25,135,35,77,22,0,0,3,0,4,4,0,0,0
PL_306110805,Kamionka,5118,2200,93,0,995,227,84,126,316,76,218,52,0,0,3,0,3,7,0,0,0
PL_306110806,Kock,5288,2370,92,0,1276,276,49,84,293,67,159,62,0,0,6,0,1,5,0,0,0
PL_306110807,Lubartów,8654,4323,114,0,2102,502,99,206,418,172,528,161,0,0,5,0,6,10,0,0,0
PL_306110808,Michów,5036,2118,52,0,1046,213,50,81,361,88,184,31,0,0,3,0,1,8,0,0,0
PL_306110809,Niedźwiada,5054,2365,79,0,1339,169,49,84,300,81,213,33,0,0,7,0,2,9,0,0,0
PL_306110810,Ostrów Lubelski,4353,2122,66,0,1074,177,47,100,333,71,206,31,0,0,6,0,4,7,0,0,0
PL_306110811,Ostrówek,3173,1316,39,0,650,96,19,50,274,47,115,14,0,0,2,0,1,9,0,0,0
PL_306110812,Serniki,3944,2022,86,0,1143,129,46,85,167,68,233,50,0,0,4,0,0,11,0,0,0
PL_306110813,Uścimów,2657,1139,38,0,565,93,24,29,233,38,92,18,0,0,3,0,3,3,0,0,0
PL_306110901,Bełżyce,10841,5269,157,0,2637,537,140,275,610,226,500,169,0,0,2,0,6,10,0,0,0
PL_306110902,Borzechów,3174,1743,58,0,912,61,23,56,448,45,110,25,0,0,1,0,2,2,0,0,0
PL_306110903,Bychawa,9680,4415,153,0,2281,356,91,228,582,150,460,88,0,0,10,0,5,11,0,0,0
PL_306110904,Garbów,7136,3562,97,0,1771,323,97,190,417,121,409,115,0,0,3,0,5,14,0,0,0
PL_306110905,Głusk,7673,4331,73,0,2056,637,126,283,261,198,395,276,0,0,4,0,2,20,0,0,0
PL_306110906,Jabłonna,6252,2595,68,0,1229,280,86,142,281,107,298,88,0,0,6,0,0,10,0,0,0
PL_306110907,Jastków,10580,5865,127,0,2861,877,153,282,456,229,469,381,0,0,7,0,9,14,0,0,0
PL_306110908,Konopnica,10341,6006,91,0,2241,957,160,301,996,278,523,437,0,0,6,0,2,14,0,0,0
PL_306110909,Krzczonów,3922,1725,53,0,772,103,26,70,438,64,146,45,0,0,2,0,1,5,0,0,0
PL_306110910,Niedrzwica Duża,8987,4769,126,0,2432,481,130,239,468,189,500,170,0,0,11,0,5,18,0,0,0
PL_306110911,Niemce,14594,8236,173,0,3285,876,166,447,1904,325,642,388,0,0,10,0,5,15,0,0,0
PL_306110912,Strzyżewice,6167,2866,67,0,1405,273,81,194,362,101,287,86,0,0,2,0,1,7,0,0,0
PL_306110913,Wojciechów,4780,2154,72,0,1133,178,57,89,324,80,157,50,0,0,1,0,6,7,0,0,0
PL_306110914,Wólka,8488,4700,139,0,2171,660,139,303,302,214,519,232,0,0,10,0,2,9,0,0,0
PL_306110915,Wysokie,3953,1705,45,0,921,94,21,48,352,76,118,14,0,0,1,0,9,6,0,0,0
PL_306110916,Zakrzew,2575,1118,36,0,630,44,17,30,222,19,100,12,0,0,0,0,4,4,0,0,0
PL_306111001,Cyców,6179,2593,104,0,1193,324,87,116,250,135,310,52,0,0,12,0,5,5,0,0,0
PL_306111002,Ludwin,4180,1830,92,0,842,179,49,82,253,60,227,32,0,0,2,0,3,9,0,0,0
PL_306111003,Łęczna,18918,9993,248,0,4685,1309,300,730,511,502,1256,396,0,0,13,0,16,27,0,0,0
PL_306111004,Milejów,7345,2957,117,0,1389,334,80,132,265,135,405,82,0,0,5,0,1,12,0,0,0
PL_306111005,Puchaczów,4321,2168,48,0,1180,175,68,91,217,58,275,44,0,0,0,0,3,9,0,0,0
PL_306111006,Spiczyn,4341,1908,59,0,848,228,50,116,209,62,263,60,0,0,4,0,3,6,0,0,0
PL_306121101,Łuków,23942,12891,275,0,5965,2592,288,716,524,773,1062,625,0,0,39,0,6,26,0,0,0
PL_306121102,Stoczek Łukowski,2157,1109,33,0,541,203,24,42,70,67,84,44,0,0,0,0,0,1,0,0,0
PL_306121103,Adamów,4640,2229,87,0,1433,221,36,55,179,65,120,24,0,0,3,0,2,4,0,0,0
PL_306121104,Krzywda,8229,3251,127,0,1792,246,71,97,382,137,313,65,0,0,5,0,9,7,0,0,0
PL_306121105,Łuków,13444,6540,258,0,3903,529,127,323,437,195,539,199,0,0,8,0,6,16,0,0,0
PL_306121106,Serokomla,3326,1456,63,0,712,67,19,45,387,36,93,23,0,0,2,0,3,6,0,0,0
PL_306121107,Stanin,7659,3638,171,0,1848,158,59,114,893,93,196,96,0,0,4,0,1,5,0,0,0
PL_306121108,Stoczek Łukowski,6539,2934,91,0,1920,157,50,70,358,57,168,51,0,0,2,0,1,9,0,0,0
PL_306121109,Trzebieszów,5880,3087,82,0,2160,122,28,132,219,47,213,68,0,0,3,0,4,9,0,0,0
PL_306121110,Wojcieszków,5537,2276,91,0,1332,188,44,69,296,57,138,49,0,0,3,0,6,3,0,0,0
PL_306121111,Wola Mysłowska,4004,1683,63,0,1050,91,27,64,179,38,125,36,0,0,2,0,3,5,0,0,0
PL_306121201,Chodel,5291,2361,90,0,1356,147,42,83,175,74,349,33,0,0,2,0,3,7,0,0,0
PL_306121202,Józefów nad Wisłą,5525,2078,115,0,929,250,38,62,281,136,214,41,0,0,4,0,3,5,0,0,0
PL_306121203,Karczmiska,4754,1874,66,0,807,156,52,60,389,75,218,38,0,0,4,0,2,7,0,0,0
PL_306121204,Łaziska,4062,1578,69,0,731,127,39,48,274,92,161,27,0,0,1,0,4,5,0,0,0
PL_306121205,Opole Lubelskie,14872,6315,218,0,2866,882,179,240,437,620,643,196,0,0,4,0,0,30,0,0,0
PL_306121206,Poniatowa,12003,5525,159,0,2576,817,197,206,456,382,528,169,0,0,5,0,3,27,0,0,0
PL_306121207,Wilków,3807,1553,64,0,862,86,34,49,208,63,145,30,0,0,2,0,2,8,0,0,0
PL_306091301,Dębowa Kłoda,3292,1235,43,0,570,143,28,26,137,117,120,48,0,0,0,0,3,0,0,0,0
PL_306091302,Jabłoń,3123,1579,46,0,864,83,31,73,199,74,159,48,0,0,0,0,2,0,0,0,0
PL_306091303,Milanów,3211,1421,55,0,692,95,24,44,194,69,156,91,0,0,0,0,1,0,0,0,0
PL_306091304,Parczew,12291,5701,133,0,2512,775,144,262,621,442,523,285,0,0,0,0,4,0,0,0,0
PL_306091305,Podedwórze,1466,638,19,0,272,51,13,37,116,43,78,8,0,0,0,0,1,0,0,0,0
PL_306091306,Siemień,3888,1642,46,0,880,150,40,65,209,54,161,32,0,0,0,0,5,0,0,0,0
PL_306091307,Sosnowica,2225,882,51,0,364,130,30,26,72,64,102,43,0,0,0,0,0,0,0,0,0
PL_306121401,Puławy,39393,22203,337,0,9042,5359,761,942,704,1502,2155,1312,0,0,28,0,21,40,0,0,0
PL_306121402,Baranów,3355,1540,64,0,709,137,44,65,231,73,163,42,0,0,1,0,2,9,0,0,0
PL_306121403,Janowiec,3096,1486,37,0,749,268,42,67,107,53,108,52,0,0,1,0,2,0,0,0,0
PL_306121404,Kazimierz Dolny,5790,2709,69,0,1287,509,68,113,170,97,253,132,0,0,2,0,5,4,0,0,0
PL_306121405,Końskowola,7430,4333,136,0,1971,559,125,217,415,164,576,136,0,0,8,0,5,21,0,0,0
PL_306121406,Kurów,6258,3110,91,0,1541,274,81,177,442,122,277,88,0,0,1,0,5,11,0,0,0
PL_306121407,Markuszów,2453,1295,39,0,674,129,33,65,104,50,152,45,0,0,3,0,0,1,0,0,0
PL_306121408,Nałęczów,8312,4538,101,0,2104,762,116,228,239,277,515,162,0,0,6,0,9,19,0,0,0
PL_306121409,Puławy,9625,4512,144,0,2011,661,132,177,498,179,498,180,0,0,8,0,7,17,0,0,0
PL_306121410,Wąwolnica,3873,1733,48,0,1064,142,37,91,81,58,153,46,0,0,3,0,3,7,0,0,0
PL_306121411,Żyrzyn,5377,2747,96,0,1394,254,72,185,294,102,272,52,0,0,3,0,19,4,0,0,0
PL_306091501,Radzyń Podlaski,12975,6706,146,0,2966,726,147,335,1029,463,535,354,0,0,0,0,5,0,0,0,0
PL_306091502,Borki,4850,1978,51,0,861,127,26,52,571,72,157,54,0,0,0,0,7,0,0,0,0
PL_306091503,Czemierniki,3642,1907,44,0,841,94,28,56,616,57,129,40,0,0,0,0,2,0,0,0,0
