gisco_id,name,registered,turnout,invalid,blank,ALD,AD,PDKR,IE,K.u.l.,PL,PN,Ind.
MT_(MEP),NATIONAL (MEP),304283,250691,4969,0,756,22938,64,1603,66,118983,97688,3624
