gisco_id,name,registered,turnout,invalid,blank,AL,ALD,AD,AN,IE,K.u.l.,Libertas,PL,PN,Ajkla
MT_(MEP),NATIONAL (MEP),322411,254039,5870,0,189,118,5802,1595,3637,47,298,135917,100486,80
