gisco_id,name,registered,turnout,invalid,blank,Ν.Δ. (1974),ΠΑ.ΣΟ.Κ.,Κ.Κ.Ε.,ΛΑ.Ο.Σ.,ΣΥ.ΡΙΖ.Α.,Ο.Π.,ΔΗ.ΑΝΑ.,Ε.Κ.,Κ.Κ.Ε. (μ-λ),ΕΝ.ΑΝΤΙ.Α.,Μ.-Λ. Κ.Κ.Ε.,Α.Σ.Κ.Ε.,ΦΙ.ΣΥ.,Ο.Α.Κ.Κ.Ε.,Κ.Φ.,Ε.Ο. (1986),Φ.Α.Δ.,Π.Α.Α.,Δ.Π.Ε. [Δημοκρατική Παγκόσμιος Ελλάς],Ν.Κ.Σ.Χ.Δ.,Ανεξ.
EL_300202,Αγράφων,2099,1427,22,8,691,634,18,26,21,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EL_300203,Απεραντίων,3309,2140,25,7,999,918,88,28,50,9,7,1,2,1,4,0,0,1,0,0,0,0,0,0,0
EL_300204,Ασπροποτάμου (Στερεας Ελλαδας),2454,1785,19,6,804,846,25,24,41,6,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0
EL_300201,Βίνιανης,1768,1249,15,6,560,594,22,23,20,0,4,0,1,0,1,0,0,2,1,0,0,0,0,0,0
EL_300102,Δομνίστας,2088,942,13,6,426,378,43,24,31,6,5,2,2,2,1,0,1,0,2,0,0,0,0,0,0
EL_300101,Καρπενησίου,9489,6532,117,38,2454,3245,252,140,162,45,37,10,9,5,5,0,8,3,2,0,0,0,0,0,0
EL_300103,Κτημενίων,1835,1149,17,2,614,403,21,43,29,9,6,1,0,2,1,0,0,0,1,0,0,0,0,0,0
EL_300104,Ποταμιάς (Στερεας Ελλαδας),2992,1276,24,13,495,575,57,33,48,9,13,5,2,0,0,0,0,2,0,0,0,0,0,0,0
EL_300105,Προυσού,1981,923,19,3,507,301,25,30,26,2,5,2,1,0,0,0,1,0,1,0,0,0,0,0,0
EL_300106,Φουρνά,1831,1291,20,3,632,466,59,34,44,7,8,3,5,3,2,0,2,1,2,0,0,0,0,0,0
EL_300205,Φραγκίστας,3054,1954,34,2,847,959,35,25,31,3,9,4,0,1,1,0,1,2,0,0,0,0,0,0,0
EL_330102,Αλυκών,7123,3978,81,21,1540,1608,373,128,155,19,8,5,8,3,16,1,3,2,1,0,0,0,0,0,6
EL_330103,Αρκαδίων,5449,3546,53,28,1373,1384,415,64,159,26,12,3,7,8,6,2,0,1,2,0,0,0,0,0,3
EL_330104,Αρτεμισίων,6103,3846,74,22,1386,1491,598,42,164,21,8,3,12,3,6,1,2,1,2,0,0,0,0,0,10
EL_330105,Ελατίων,3482,2026,51,20,735,756,253,38,91,16,10,18,13,3,5,1,2,1,1,0,0,0,0,0,12
EL_330101,Ζακυνθίων,14708,10124,230,78,3732,4324,784,231,482,120,43,10,28,18,12,5,11,1,5,0,0,0,0,0,10
EL_330106,Λαγανά,5798,4113,69,34,1501,1826,387,75,139,25,14,5,13,6,5,2,3,3,1,0,0,0,0,0,5
EL_390302,Αλιφείρας,3235,2288,38,4,867,1171,90,28,61,6,13,3,5,1,1,0,0,0,0,0,0,0,0,0,0
EL_390601,Αμαλιάδος,29003,20537,374,108,7425,10192,1021,374,740,142,43,32,26,28,12,0,15,3,0,0,0,0,0,0,2
EL_390202,Ανδραβίδας,3973,2962,72,15,1299,1293,98,46,91,25,6,3,3,7,1,0,0,3,0,0,0,0,0,0,0
EL_390303,Ανδριτσαίνης,2455,1667,25,5,792,597,98,56,61,10,9,9,1,1,1,0,1,1,0,0,0,0,0,0,0
EL_390401,Αρχαίας Ολυμπίας,12161,8591,131,40,3829,3760,345,161,217,48,21,8,5,8,8,0,5,5,0,0,0,0,0,0,0
EL_390702,Βαρθολομιού,5210,4001,65,10,1767,1727,159,109,116,22,10,3,2,4,4,0,2,1,0,0,0,0,0,0,0
EL_390203,Βουπρασίας,9005,6760,111,26,2600,3470,187,127,150,38,19,6,5,3,12,0,4,2,0,0,0,0,0,0,0
EL_390102,Βώλακος,3640,2700,48,8,1452,958,117,44,48,7,6,3,4,2,2,0,1,0,0,0,0,0,0,0,0
EL_390701,Γαστούνης,8185,5922,98,26,2341,2893,207,109,142,38,14,15,9,6,4,0,5,2,0,0,0,0,0,0,13
EL_390501,Ζαχάρως,10839,7493,129,33,3434,3025,398,157,231,35,21,9,8,5,5,0,2,1,0,0,0,0,0,0,0
EL_390103,Ιαρδάνου,4614,3476,40,15,1449,1506,243,75,86,20,11,6,6,12,3,0,3,1,0,0,0,0,0,0,0
EL_390204,Κάστρου - Κυλλήνης,3551,2742,46,19,1205,1159,122,66,80,23,13,2,2,2,1,0,2,0,0,0,0,0,0,0,0
EL_390402,Λαμπείας,1696,1217,20,6,484,556,43,33,58,4,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0
EL_390403,Λασιώνος,2354,1828,21,6,489,1137,88,25,48,4,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0
EL_390201,Λεχαινών,5805,4109,72,34,1616,1932,179,74,138,39,6,2,4,5,2,0,4,2,0,0,0,0,0,0,0
EL_390602,Πηνείας,6696,4902,72,8,1368,3098,145,55,121,13,5,5,6,0,2,0,2,2,0,0,0,0,0,0,0
EL_390101,Πύργου,35810,24939,545,168,10385,10409,1382,569,988,212,121,39,31,45,18,0,20,7,0,0,0,0,0,0,0
EL_390301,Σκιλλούντος,11918,8214,159,32,3799,3358,404,135,233,41,24,5,7,6,3,0,6,2,0,0,0,0,0,0,0
EL_390703,Τραγανού,3457,2359,70,14,1065,1056,43,33,46,13,10,3,2,2,1,0,1,0,0,0,0,0,0,0,0
EL_390502,Φιγαλείας,2703,1855,33,7,1046,617,68,11,53,12,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0
EL_390404,Φολόης,4571,3388,51,6,1440,1524,125,75,128,13,7,3,8,3,0,0,3,2,0,0,0,0,0,0,0
EL_390104,Ωλένης,8621,6583,107,18,2836,3021,301,93,143,24,17,6,8,5,3,0,1,0,0,0,0,0,0,0,0
EL_080201,Αλεξάνδρειας,17125,14457,295,107,6115,5945,618,648,422,92,109,25,23,12,19,0,18,9,0,0,0,0,0,0,0
EL_080302,Ανθεμίων,8244,6818,114,33,2962,2765,450,272,103,34,50,11,13,3,0,0,6,2,0,0,0,0,0,0,0
EL_080202,Αντιγονιδών,5970,5064,83,26,2285,2116,178,172,100,27,39,11,8,4,9,0,5,1,0,0,0,0,0,0,0
EL_080102,Αποστόλου Παύλου,9928,7660,149,55,3319,3044,427,334,126,59,91,13,15,1,18,0,5,4,0,0,0,0,0,0,0
EL_080103,Βεργίνας,3577,2739,49,16,997,1217,244,88,51,21,19,10,8,1,17,0,1,0,0,0,0,0,0,0,0
EL_080101,Βέροιας,36793,29494,656,233,11776,10533,2507,1454,1290,306,439,87,70,47,50,0,34,12,0,0,0,0,0,0,0
EL_080104,Δοβρά,6312,5197,88,25,2136,2110,371,218,133,28,52,15,5,7,3,0,3,3,0,0,0,0,0,0,0
EL_080303,Ειρηνούπολης,4563,3812,46,20,1795,1586,121,152,49,13,16,6,3,0,1,0,2,2,0,0,0,0,0,0,0
EL_080105,Μακεδονίδος,3538,2915,75,13,1137,1278,177,72,107,13,18,4,8,1,8,0,1,3,0,0,0,0,0,0,0
EL_080203,Μελίκης,8758,6927,102,25,3646,2460,203,281,90,27,51,13,9,6,6,0,6,2,0,0,0,0,0,0,0
EL_080301,Νάουσας,21015,16602,339,119,6005,5505,2470,836,814,193,175,54,38,12,27,0,11,4,0,0,0,0,0,0,0
EL_080204,Πλατέος,12555,9675,178,61,4300,3789,449,505,182,60,72,15,28,8,10,0,10,8,0,0,0,0,0,0,0
EL_710402,Αγίας Βαρβάρας (Κρητης),5718,4532,47,21,1406,2880,39,32,68,21,8,0,2,1,0,0,6,0,1,0,0,0,0,0,0
EL_710602,Αρκαλοχωρίου,11262,9473,107,34,3132,5609,215,50,250,33,10,2,10,4,4,0,0,5,4,0,0,0,0,0,4
EL_710202,Αρχανών,4717,3795,83,17,1087,1817,506,40,189,29,2,2,10,3,2,0,2,1,0,0,0,0,0,0,5
EL_710203,Αστερουσιών,6922,5896,41,11,2096,3317,169,30,179,22,13,2,8,1,2,0,1,0,4,0,0,0,0,0,0
EL_710300,Βιάννου,7084,5344,52,17,1570,3088,286,25,254,22,8,2,4,5,5,0,3,2,1,0,0,0,0,0,0
EL_710501,Γαζίου,10945,9808,155,50,3368,5142,390,148,399,75,40,7,10,4,3,0,8,1,4,0,0,0,0,0,4
EL_710102,Γοργολαΐνη,3405,2885,29,12,995,1623,90,30,70,16,10,5,1,2,0,0,1,0,1,0,0,0,0,0,0
EL_710401,Γόρτυνας,5924,4604,42,10,1541,2750,84,18,116,14,13,4,2,5,0,0,0,1,1,0,0,0,0,0,3
EL_710801,Γουβών,5361,4643,61,21,1819,2329,118,66,167,31,14,2,2,4,2,0,3,0,3,0,0,0,0,0,1
EL_710802,Επισκοπής,2716,2223,22,8,772,1218,66,13,81,18,5,4,9,1,1,0,1,0,3,0,0,0,0,0,1
EL_710702,Ζαρού,3172,2636,24,10,923,1577,24,41,27,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_710101,Ηρακλείου (Κρητης),99670,81474,1553,435,25946,40659,4435,1480,5084,1025,291,76,127,101,53,0,72,16,55,0,0,0,0,0,66
EL_710603,Θραψανού,2451,2149,33,16,748,1209,36,9,73,14,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1
EL_710601,Καστελλίου,6344,4952,61,24,1633,2944,74,40,132,21,4,1,5,5,0,0,0,1,6,0,0,0,0,0,1
EL_710403,Κόφινα,5378,4457,37,15,1655,2420,92,44,161,13,5,3,2,1,0,0,4,0,5,0,0,0,0,0,0
EL_710502,Κρουσώνα,3894,3379,27,8,1366,1802,40,18,90,6,4,1,3,8,0,0,0,0,4,0,0,0,0,0,2
EL_710803,Μαλίων,4496,3896,60,22,1237,2240,66,65,115,60,15,6,3,1,4,0,0,0,2,0,0,0,0,0,0
EL_710701,Μοιρών,10222,8317,78,32,2543,5081,213,45,252,35,23,0,4,1,2,0,1,0,7,0,0,0,0,0,0
EL_710103,Νέας Αλικαρνασσού,9117,7908,147,48,2408,4076,692,124,247,92,21,9,16,7,5,0,6,1,5,0,0,0,0,0,4
EL_710201,Νίκου Καζαντζάκη,7545,6488,63,22,2032,3769,315,44,169,35,10,6,5,8,2,0,0,1,3,0,0,0,0,0,4
EL_710404,Ρούβα,2892,2132,40,4,659,1212,109,18,65,9,6,1,4,1,1,0,0,1,0,0,0,0,0,0,2
EL_710105,Τεμένους,3708,3169,46,10,1045,1733,214,29,69,14,4,0,1,0,1,0,0,1,1,0,0,0,0,0,1
EL_710104,Πάλιανης,2278,1863,19,5,586,1131,34,21,49,9,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1
EL_710503,Τυλίσου,4132,3377,38,12,1102,1943,146,25,92,11,2,0,1,1,0,0,0,0,3,0,0,0,0,0,1
EL_710703,Τυμπακίου,9085,7339,66,24,2845,3980,125,67,163,27,16,3,7,1,4,0,1,0,6,0,0,0,0,0,4
EL_710804,Χερσονήσου,5569,4773,67,23,1743,2463,123,91,153,71,16,5,4,5,2,0,1,2,4,0,0,0,0,0,0
EL_200202,Αχέροντα,3150,2058,43,8,876,947,93,26,41,10,0,3,4,1,5,0,1,0,0,0,0,0,0,0,0
EL_200101,Ηγουμενίτσης,13392,9610,157,39,4250,3859,413,258,437,71,21,10,48,10,8,0,10,19,0,0,0,0,0,0,0
EL_200102,Μαργαριτίου,4694,2772,38,8,1346,1173,64,56,52,9,6,2,6,2,6,0,1,3,0,0,0,0,0,0,0
EL_200201,Παραμυθιάς,12539,7732,159,52,3449,3221,354,128,217,24,19,9,46,8,41,0,3,2,0,0,0,0,0,0,0
EL_200103,Παραποτάμου,2254,1511,24,8,671,682,59,18,33,2,5,3,2,0,1,0,0,3,0,0,0,0,0,0,0
EL_200104,Πέρδικας,2298,1516,25,7,701,598,91,16,49,8,6,0,8,3,4,0,0,0,0,0,0,0,0,0,0
EL_200302,Σαγιάδας,2572,1776,28,8,700,773,138,34,61,10,4,2,6,2,7,0,2,1,0,0,0,0,0,0,0
EL_200203,Σουλίου,1194,818,17,3,446,275,26,16,22,2,0,1,2,3,4,0,1,0,0,0,0,0,0,0,0
EL_200105,Συβότων,3833,2712,35,5,1312,1130,75,49,69,14,9,4,4,1,2,0,2,1,0,0,0,0,0,0,0
EL_200301,Φιλιατών,12539,6922,124,25,3174,2889,273,152,195,23,14,9,19,7,13,0,1,4,0,0,0,0,0,0,0
EL_180301,Αγίου Δημητρίου (Ηπειρου),9130,5935,98,24,2794,2327,232,142,199,43,23,14,18,11,3,4,1,2,0,0,0,0,0,0,0
EL_180602,Αετομηλίτσης,318,174,0,0,87,63,10,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
EL_180102,Ανατολής,5166,4439,80,37,1997,1767,190,113,149,43,29,11,3,3,5,1,11,0,0,0,0,0,0,0,0
EL_180402,Ανατολικού Ζαγορίου,3269,2095,37,8,1062,774,74,59,44,16,4,2,8,3,0,0,3,1,0,0,0,0,0,0,0
EL_180802,Άνω Καλαμά,3810,2521,55,14,955,995,298,35,123,21,11,3,4,0,3,2,2,0,0,0,0,0,0,0,0
EL_180803,Άνω Πωγωνίου,4294,2069,32,7,1026,692,192,28,69,5,3,3,2,9,0,0,1,0,0,0,0,0,0,0,0
EL_180202,Βαθυπέδου,313,216,3,1,64,121,17,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EL_180403,Βοβούσης,339,237,4,1,115,75,13,4,20,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
EL_180804,Δελβινακίου,5443,2281,35,8,967,882,220,50,70,12,8,3,7,1,8,9,1,0,0,0,0,0,0,0,0
EL_180303,Λάκκας Σουλίου,4435,2851,31,9,1555,1010,66,68,65,23,9,6,3,3,0,0,2,1,0,0,0,0,0,0,0
EL_180603,Διστράτου,640,431,4,1,201,132,56,17,8,2,5,1,0,0,2,0,2,0,0,0,0,0,0,0,0
EL_180302,Δωδώνης,3340,2265,46,10,1062,860,103,57,70,33,4,4,3,2,7,0,3,1,0,0,0,0,0,0,0
EL_180702,Εγνατίας (Ηπειρου),4741,3324,50,19,1359,1440,189,99,90,21,20,5,10,6,7,2,4,3,0,0,0,0,0,0,0
EL_180502,Εκάλης (Ηπειρου),2296,1817,31,12,719,785,140,36,65,7,7,2,7,1,3,1,1,0,0,0,0,0,0,0,0
EL_180503,Ευρυμενών (Ηπειρου),2259,1505,28,4,490,660,174,36,80,5,10,3,9,2,2,1,1,0,0,0,0,0,0,0,0
EL_180504,Ζίτσας,2816,2093,30,7,572,766,492,36,132,9,11,1,23,4,4,4,2,0,0,0,0,0,0,0,0
EL_180101,Ιωαννιτών,39313,31196,652,221,13327,10454,2353,927,2302,394,199,56,100,72,63,11,54,11,0,0,0,0,0,0,0
EL_180203,Καλαριτών,782,287,2,0,113,108,45,3,6,5,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
EL_180801,Καλπακίου,3079,1976,23,6,831,770,194,41,87,9,2,3,5,3,2,0,0,0,0,0,0,0,0,0,0
EL_180204,Κατσανοχωρίων,3326,2522,29,11,854,1240,172,44,127,13,9,4,9,5,3,0,1,1,0,0,0,0,0,0,0
EL_180401,Κεντρικού Ζαγορίου,2685,1872,24,11,832,666,136,33,131,18,6,2,1,5,3,1,3,0,0,0,0,0,0,0,0
EL_180601,Κόνιτσας,8721,5089,62,26,2371,1899,284,103,231,28,53,5,7,7,5,2,4,2,0,0,0,0,0,0,0
EL_180805,Λάβδανης,242,141,4,1,63,50,16,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_180604,Μαστοροχωρίων,4263,1970,36,11,637,738,332,44,124,13,12,3,8,5,4,3,0,0,0,0,0,0,0,0,0
EL_180205,Ματσουκίου,546,385,2,1,181,148,27,3,12,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0
EL_180701,Μετσόβου,4826,3758,75,18,2060,988,214,155,118,25,37,13,36,4,5,1,6,3,0,0,0,0,0,0,0
EL_180703,Μηλέας,927,613,11,7,280,212,63,10,23,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
EL_180505,Μολοσσών,4700,2798,35,13,1014,1277,233,53,102,14,9,1,18,10,14,3,2,0,0,0,0,0,0,0,0
EL_180103,Μπιζανίου,4396,3568,73,19,1410,1466,237,60,220,24,19,9,8,9,6,3,5,0,0,0,0,0,0,0,0
EL_180104,Νήσου Ιωαννίνων,621,490,8,4,204,198,29,4,24,7,4,0,5,1,2,0,0,0,0,0,0,0,0,0,0
EL_180105,Παμβώτιδος,10871,8634,178,54,3559,3678,484,171,314,62,28,11,42,12,26,10,4,1,0,0,0,0,0,0,0
EL_180404,Παπίγκου,317,234,1,3,138,60,3,4,16,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
EL_180501,Πασαρώνος,8366,6696,115,38,2441,2574,1007,102,276,29,21,9,29,13,31,2,7,2,0,0,0,0,0,0,0
EL_180106,Περάματος (Ηπειρου),5212,4214,112,33,1676,1588,487,85,156,33,15,6,11,1,4,1,5,1,0,0,0,0,0,0,0
EL_180201,Πραμάντων,2810,1893,24,8,671,856,206,18,68,10,4,3,7,5,7,3,3,0,0,0,0,0,0,0,0
EL_180806,Πωγωνιανής,639,385,1,2,168,143,26,7,30,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
EL_180304,Σελλών,4009,2575,34,14,1223,1030,84,76,58,14,12,7,16,2,3,1,1,0,0,0,0,0,0,0,0
EL_180206,Σιράκου,1292,897,5,3,335,451,46,8,36,6,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0
EL_180207,Τζουμέρκων,2706,2057,33,17,710,1009,131,32,93,7,0,4,7,0,7,6,1,0,0,0,0,0,0,0,0
EL_180405,Τύμφης,2334,1755,20,7,962,554,76,24,79,13,7,4,2,3,3,0,1,0,0,0,0,0,0,0,0
EL_180605,Φούρκας,299,170,0,0,120,31,10,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_320202,Αγίου Γεωργίου (Ιονιων Νησων),5437,3611,63,18,1391,1453,454,47,121,29,16,8,8,1,1,0,1,0,0,0,0,0,0,0,0
EL_320102,Αχιλλείων,10554,7307,146,41,3085,2444,1034,154,230,80,21,27,15,10,12,0,6,2,0,0,0,0,0,0,0
EL_320103,Ερεικούσσης,681,212,5,0,113,71,18,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_320203,Εσπερίων,8188,5647,100,22,2238,2084,785,86,212,45,13,10,21,10,16,0,1,4,0,0,0,0,0,0,0
EL_320201,Θιναλίου,5698,3981,111,15,1311,1596,626,82,156,38,15,10,1,4,11,0,2,3,0,0,0,0,0,0,0
EL_320204,Κασσωπαίων,2523,1917,42,21,782,692,233,46,74,9,4,2,4,2,3,0,1,2,0,0,0,0,0,0,0
EL_320101,Κερκυραίων,31734,21245,397,127,8543,6900,3229,494,957,306,91,57,40,26,48,0,20,10,0,0,0,0,0,0,0
EL_320302,Κορισσίων,6691,4514,82,23,1671,1952,525,74,129,22,6,4,13,3,8,0,2,0,0,0,0,0,0,0,0
EL_320301,Λευκιμμαίων,7493,5432,108,38,1900,1842,996,103,340,46,18,7,14,9,6,0,4,1,0,0,0,0,0,0,0
EL_320104,Μαθρακίου,576,224,2,1,115,68,31,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
EL_320303,Μελιτειέων,6657,5048,119,34,1813,1745,958,82,181,53,17,9,13,6,8,0,6,4,0,0,0,0,0,0,0
EL_320105,Οθωνών,630,289,3,1,171,91,11,4,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
EL_320106,Παλαιοκαστριτών,4670,3276,55,21,1381,1213,370,58,110,28,14,8,6,2,8,0,1,1,0,0,0,0,0,0,0
EL_320400,Παξών,2690,1849,32,21,685,621,283,47,118,11,3,6,6,3,10,0,2,1,0,0,0,0,0,0,0
EL_320107,Παρελίων,7224,4997,90,24,2060,1741,708,93,155,49,24,8,13,15,11,0,4,2,0,0,0,0,0,0,0
EL_320108,Φαιάκων,5631,4331,94,19,1539,1728,587,84,177,43,21,11,13,4,4,0,4,3,0,0,0,0,0,0,0
EL_050301,Ελευθερούπολης,11186,8331,175,49,3724,3581,278,195,177,46,62,23,10,0,2,0,5,4,0,0,0,0,0,0,0
EL_050302,Ελευθερών,7230,6121,122,36,2928,2346,217,210,164,28,28,11,12,5,8,0,4,2,0,0,0,0,0,0,0
EL_040100,Θάσου,14179,10495,183,46,4311,3366,1603,299,505,74,50,11,13,7,13,0,8,6,0,0,0,0,0,0,0
EL_050101,Καβάλας,51873,38052,907,277,14887,14152,3109,1554,1986,366,495,110,78,25,45,0,50,11,0,0,0,0,0,0,0
EL_050202,Κεραμωτής,6343,5032,80,25,2553,1968,101,148,96,16,19,6,13,2,3,0,2,0,0,0,0,0,0,0,0
EL_050203,Ορεινού,4119,2378,29,5,958,1189,63,51,44,16,12,5,1,1,2,0,2,0,0,0,0,0,0,0,0
EL_050303,Ορφανού,5852,4652,78,20,2345,1752,191,120,75,17,30,4,6,6,5,0,2,1,0,0,0,0,0,0,0
EL_050304,Παγγαίου,6511,4597,89,21,2727,1388,107,131,77,17,27,2,4,1,1,0,4,1,0,0,0,0,0,0,0
EL_050305,Πιερέων,6153,4677,84,28,2133,2000,163,85,82,19,63,6,7,3,1,0,3,0,0,0,0,0,0,0,0
EL_050102,Φιλίππων,15243,10535,239,71,4958,4236,330,285,204,69,81,14,20,6,12,0,4,6,0,0,0,0,0,0,0
EL_050201,Χρυσούπολης,16687,12473,257,60,5759,5242,351,347,274,46,60,19,14,14,16,0,9,5,0,0,0,0,0,0,0
EL_230202,Ανατολικής Αργιθέας,2924,1371,15,12,568,669,37,21,36,0,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0
EL_230201,Αργιθέας,3123,1987,21,4,1137,717,41,29,24,8,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0
EL_230602,Άρνης,3816,3067,21,14,1418,1250,189,84,51,16,4,3,5,1,0,10,0,1,0,0,0,0,0,0,0
EL_230203,Αχελώου,1811,1148,9,3,633,428,35,13,11,3,3,1,7,1,1,0,0,0,0,0,0,0,0,0,0
EL_230402,Ιθώμης (Θεσσαλιας),5638,3950,51,22,2278,1013,290,104,120,13,25,4,16,3,5,2,1,3,0,0,0,0,0,0,0
EL_230102,Ιτάμου,6035,4793,85,44,1847,1824,689,80,143,21,18,4,23,4,1,1,6,3,0,0,0,0,0,0,0
EL_230103,Καλλιφώνου,4257,3345,46,16,1427,1379,248,63,118,13,9,8,11,0,2,0,5,0,0,0,0,0,0,0,0
EL_230104,Κάμπου,6065,4963,63,19,2321,1906,335,123,135,18,9,5,17,6,2,1,3,0,0,0,0,0,0,0,0
EL_230101,Καρδίτσας,30062,24325,537,168,10370,8768,2221,536,1177,181,115,76,103,20,15,20,15,3,0,0,0,0,0,0,0
EL_230603,Μενελαΐδας,3398,2631,41,11,1186,1011,219,48,80,14,3,4,6,5,1,0,1,1,0,0,0,0,0,0,0
EL_230105,Μητρόπολης,5375,4482,95,25,1944,1659,515,74,108,16,9,4,19,6,1,4,3,0,0,0,0,0,0,0,0
EL_230401,Μουζακίου,12421,9190,89,31,5149,3125,271,189,228,32,24,11,16,8,3,4,7,3,0,0,0,0,0,0,0
EL_230302,Νεβρόπολης Αγράφων,4474,3416,50,21,1584,1373,168,54,116,13,16,4,13,1,0,1,1,1,0,0,0,0,0,0,0
EL_230501,Παλαμά,9878,8043,89,36,3891,3040,548,208,152,23,12,9,14,2,9,4,2,4,0,0,0,0,0,0,0
EL_230403,Παμίσου,6126,4566,82,24,2458,1517,272,84,75,11,12,5,18,3,2,2,1,0,0,0,0,0,0,0,0
EL_230301,Πλαστήρα,4309,3171,45,21,1266,1219,359,68,133,19,11,5,16,1,3,4,1,0,0,0,0,0,0,0,0
EL_230604,Ρεντίνης,840,623,4,2,287,241,36,17,25,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
EL_230502,Σελλάνων,5891,4680,61,21,2358,1911,150,66,73,10,9,5,9,3,1,1,1,1,0,0,0,0,0,0,0
EL_230601,Σοφάδων,12833,10686,178,47,5045,4324,489,218,244,39,30,14,17,10,7,12,7,5,0,0,0,0,0,0,0
EL_230605,Ταμασίου,5085,3505,63,15,1608,1190,405,104,78,14,4,8,13,0,0,0,2,1,0,0,0,0,0,0,0
EL_230503,Φύλλου,4380,3560,38,8,1853,1247,293,43,41,12,11,3,4,2,2,1,1,1,0,0,0,0,0,0,0
EL_160102,Αγίας Τριάδος,6449,4518,80,29,2300,1585,206,124,106,18,43,4,8,2,2,3,6,2,0,0,0,0,0,0,0
EL_160103,Αγίων Αναργύρων (Δυτικης Μακεδονιας),3629,2298,118,21,1018,864,79,61,92,7,18,3,4,1,3,2,4,3,0,0,0,0,0,0,0
EL_160302,Ακριτών,2027,1283,18,6,962,197,36,23,22,7,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0
EL_160109,Μεσοποταμιάς,5381,3542,61,19,2172,974,87,116,73,10,16,7,3,0,1,3,0,0,0,0,0,0,0,0,0
EL_160303,Αρρένων,1902,844,14,3,477,269,29,19,19,2,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0
EL_160104,Βιτσίου,2538,1370,26,14,665,518,43,30,52,11,1,2,2,1,1,0,4,0,0,0,0,0,0,0,0
EL_160304,Γράμου,185,150,3,1,100,28,7,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_160202,Ίωνος Δραγούμη,4425,3105,52,16,1797,856,113,126,96,8,23,3,4,3,5,1,2,0,0,0,0,0,0,0,0
EL_160101,Καστοριάς,14076,9994,185,88,5505,2672,344,365,570,88,99,10,19,10,11,6,18,4,0,0,0,0,0,0,0
EL_160105,Καστρακίου,1368,736,5,1,433,229,17,12,35,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
EL_160106,Κλεισούρας,743,524,19,2,211,238,19,17,10,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
EL_160107,Κορεστίων,2554,849,12,4,360,350,62,29,14,4,7,2,1,0,0,1,2,1,0,0,0,0,0,0,0
EL_160108,Μακέδνων,3156,2418,58,21,1093,940,79,94,95,13,15,2,4,0,2,1,1,0,0,0,0,0,0,0,0
EL_160301,Νεστορίου,4806,1920,14,13,899,717,142,41,71,5,6,3,2,2,4,0,0,1,0,0,0,0,0,0,0
EL_160201,Άργους Ορεστίκού,10135,6971,144,44,3447,2349,341,255,247,38,36,15,11,14,14,12,3,1,0,0,0,0,0,0,0
EL_350101,Αργοστολίου,14386,7705,170,55,2943,2778,913,246,331,101,60,30,26,14,14,7,13,1,3,0,0,0,0,0,0
EL_350102,Ελειού - Πρόνων,6303,3151,78,16,1363,1116,294,94,107,33,16,11,6,1,5,3,4,0,4,0,0,0,0,0,0
EL_350302,Ερίσου,3175,1341,30,5,547,464,154,43,59,10,3,5,3,9,7,1,1,0,0,0,0,0,0,0,0
EL_340100,Ιθάκης,5499,2595,64,11,866,895,431,80,175,23,16,5,7,7,4,4,2,0,5,0,0,0,0,0,0
EL_350103,Λειβαθούς,6411,3561,67,21,1398,1373,295,159,124,35,36,8,7,10,14,4,4,1,5,0,0,0,0,0,0
EL_350104,Ομαλών,1367,785,25,4,394,227,72,15,29,9,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0
EL_350200,Παλικής,10716,5907,102,42,1988,2182,1104,149,204,41,26,17,21,4,9,5,8,0,5,0,0,0,0,0,0
