gisco_id,name,registered,turnout,invalid,blank,ΠΑ.ΣΟ.Κ.,Ν.Δ. (1974),ΛΑ.Ο.Σ.,Κ.Κ.Ε.,ΣΥ.ΡΙΖ.Α.,Ο.Π.,Κ.Ε.Κ.Α.,ΠΑ.Μ.ΜΕ.,Ο.Ε.,Ε.Ο. (1986),ΦΙ.ΣΥ.,Χ.Α.,Μ.-Λ. Κ.Κ.Ε.,ΑΝΤ.ΑΡ.ΣΥ.Α.,Ε.Κ.,Α.Σ.Κ.Ε.,Ε.Κ.Α.Δ.,Κ.Φ.,Ε.Ε.Κ.,ΕΛ.ΕΝ.,Ο.Τ.,Κ.Π.Σ.Κ.,Ο.Α.Κ.Κ.Ε.,Λ.Ε.Υ.Κ.Ο.,ΠΑ.ΝΑ.Κ,Κ.Ν.
EL_270602,Αγίου Γεωργίου Τυμφρηστού,3292,2052,27,9,723,860,114,60,64,49,49,9,7,9,15,13,5,6,4,1,5,1,4,3,1,2,1,7,1,3
EL_270302,Θεσσαλιώτιδος,4265,2811,23,19,934,1166,170,238,60,43,42,11,15,17,10,13,6,4,6,3,3,2,8,0,0,1,1,11,2,3
EL_270104,Παύλιανης,581,320,6,0,148,74,15,35,15,9,3,3,1,1,3,1,1,0,2,1,0,0,1,0,0,0,0,1,0,0
EL_270402,Αγίου Κωνσταντίνου (Στερεας Ελλαδας),3048,2092,30,20,776,816,95,92,64,62,39,20,12,2,10,14,1,12,3,0,4,0,3,1,0,3,1,11,0,1
EL_270401,Καμένων Βούρλων,4432,2909,43,25,961,1238,196,145,73,73,37,20,12,8,13,9,8,7,1,4,3,4,2,0,2,2,1,19,1,2
EL_270703,Πελασγίας,3071,2123,26,14,823,799,94,190,32,49,16,9,7,8,5,11,3,4,4,3,3,3,3,0,1,2,2,9,3,0
EL_270202,Αμφίκλειας,4255,2538,23,20,840,946,215,153,99,74,35,15,12,12,20,10,15,21,9,1,1,0,3,0,1,5,1,5,1,1
EL_270101,Λαμιέων,56170,28119,454,276,10205,10174,2039,1264,1102,868,272,219,215,189,193,126,67,78,62,22,42,21,25,7,5,56,4,102,24,8
EL_270601,Σπερχειάδος,8898,5224,66,40,1733,2105,376,374,117,86,134,25,16,20,15,25,9,12,15,2,12,4,5,0,4,6,0,15,3,5
EL_270501,Αταλάντης,8432,4869,71,48,1810,1711,341,321,120,151,86,18,22,21,31,18,12,16,7,6,5,6,2,2,0,8,5,19,8,4
EL_270103,Λειανοκλαδίου,2743,1836,15,14,680,794,134,47,28,29,30,7,7,4,7,14,1,2,2,0,5,0,1,0,0,6,1,5,0,3
EL_270701,Στυλίδος,6538,3921,30,19,1572,1309,212,280,166,130,35,19,24,26,26,14,11,21,5,1,4,1,5,1,0,2,1,6,0,1
EL_270102,Γοργοποτάμου,4596,3034,37,11,1063,1320,201,100,42,81,47,8,29,15,20,15,2,4,4,4,4,3,3,0,1,3,0,14,3,0
EL_270603,Μακρακώμης,7512,4341,45,35,1417,1854,212,272,153,87,118,17,19,17,9,5,7,12,12,3,1,1,6,0,1,4,4,20,5,5
EL_270201,Τιθορέας,3833,2352,30,25,943,783,186,137,70,62,19,7,9,14,10,9,6,13,10,1,0,2,2,3,1,2,0,5,1,2
EL_270502,Δαφνουσίων,3595,2355,33,22,677,1011,229,99,81,61,28,13,12,7,19,10,6,6,4,1,5,4,1,0,0,3,1,15,1,6
EL_270503,Μαλεσίνης,4224,2699,24,11,1255,1003,121,109,37,33,19,11,16,12,7,6,4,4,4,2,1,3,3,1,0,1,0,9,2,1
EL_270604,Τυμφρηστού,683,427,3,4,176,186,15,11,4,9,9,3,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0
EL_270301,Δομοκού,6998,4612,41,38,1777,1818,284,234,119,85,48,19,17,16,14,13,7,28,7,3,10,0,4,1,0,3,2,20,3,1
EL_270403,Μώλου,5370,3353,38,15,1265,1296,190,191,89,90,57,15,20,15,8,11,6,7,3,2,5,2,4,0,3,7,1,9,1,3
EL_270105,Υπάτης,6039,4010,65,27,1453,1473,289,280,110,92,70,21,21,19,13,6,9,9,11,3,6,2,3,2,5,1,0,14,4,2
EL_270203,Ελάτειας,4177,2540,24,16,961,904,140,221,94,45,35,10,8,12,7,8,4,7,8,5,6,2,3,0,0,2,0,15,1,2
EL_270303,Ξυνιάδος,4245,2759,30,26,1007,1082,130,203,69,81,36,5,12,12,10,13,4,7,5,0,3,4,2,1,1,3,1,11,1,0
EL_270702,Εχιναίων,3901,2673,36,13,821,1212,177,148,46,68,40,20,24,4,18,10,5,4,5,1,5,1,0,1,0,3,1,9,0,1
EL_270504,Οπουντίων,3350,2247,44,12,956,672,92,254,47,37,35,9,15,12,4,23,4,8,2,1,1,2,1,2,1,1,2,8,1,1
EL_170202,Αετού (Δυτικης Μακεδονιας),4992,2138,36,36,771,774,131,117,60,37,32,29,8,17,10,5,8,5,7,4,5,2,2,2,36,3,1,0,0,0
EL_170302,Κρυσταλλοπηγής,1142,301,5,4,90,148,19,7,7,6,7,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_170104,Περάσματος,11579,4137,51,77,1538,1353,228,233,101,91,45,34,24,17,18,14,16,9,8,2,7,3,9,5,248,2,3,1,0,0
EL_170201,Αμυνταίου,10678,4939,98,66,1661,1682,257,320,189,155,41,74,30,29,18,24,15,8,24,6,6,1,8,4,213,6,4,0,0,0
EL_170204,Λεχόβου,1433,898,10,12,350,341,43,39,19,16,15,10,11,11,4,4,2,5,4,1,0,0,0,0,1,0,0,0,0,0
EL_170301,Πρεσπών,5820,1386,30,14,405,587,86,66,36,57,35,10,6,10,11,3,2,2,6,1,2,0,1,1,13,1,1,0,0,0
EL_170203,Βαρικού,980,508,10,4,209,112,18,46,18,8,7,5,2,2,2,0,2,1,4,0,1,1,1,1,52,1,1,0,0,0
EL_170103,Μελίτης,11256,5198,97,107,1705,1938,270,154,115,130,38,45,27,27,12,22,8,6,5,12,13,2,2,3,451,6,3,0,0,0
EL_170206,Φιλώτα,6186,3546,52,49,1192,1399,223,195,130,56,36,39,18,23,12,55,14,10,13,4,9,4,4,4,0,5,0,0,0,0
EL_170102,Κάτω Κλεινών,10692,2973,32,45,857,1261,259,116,67,75,36,35,19,18,10,19,4,1,7,4,8,2,4,2,76,13,3,0,0,0
EL_170205,Νυμφαίου,433,220,3,4,42,111,20,19,6,2,2,3,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
EL_170101,Φλώρινας,19392,7220,126,129,1936,2893,668,386,246,155,90,223,49,39,42,40,19,9,19,3,10,6,8,5,105,11,3,0,0,0
EL_310101,Αμφίσσης,8557,5216,106,84,1695,1601,373,583,168,112,84,47,30,40,32,27,11,13,12,8,9,9,6,2,0,148,2,0,0,14
EL_310104,Δελφών,1956,1202,27,23,388,411,77,101,31,36,28,11,9,12,5,11,1,3,7,0,1,1,3,0,2,13,0,0,0,1
EL_310107,Καλλιέων,1787,965,11,2,278,391,80,56,28,29,34,5,7,2,13,5,5,6,0,2,3,0,2,0,1,2,0,0,0,3
EL_310202,Βαρδουσίων,2418,751,7,1,244,331,32,34,20,16,35,4,4,3,6,3,0,3,3,0,1,0,0,0,0,4,0,0,0,0
EL_310105,Δεσφίνας,1960,1237,20,12,306,495,105,142,36,44,12,6,20,11,5,4,2,3,3,0,5,1,1,0,2,0,2,0,0,0
EL_310201,Λιδωρικίου,5071,2564,44,33,892,1067,144,125,51,50,55,10,13,10,18,7,7,11,5,5,3,2,1,0,1,5,1,0,0,4
EL_310102,Γαλαξιδίου,3109,1878,20,14,613,779,149,63,57,57,24,9,8,17,19,12,2,5,3,4,7,1,1,0,0,10,2,0,0,2
EL_310203,Ευπαλίου,7179,3971,61,31,1234,1622,209,307,146,87,88,59,9,20,18,18,5,19,5,7,7,3,2,0,2,7,1,0,0,4
EL_310108,Παρνασσού,2339,1427,29,16,405,561,125,79,81,42,27,13,3,3,12,8,3,8,1,0,1,2,3,0,1,3,0,0,0,1
EL_310103,Γραβιάς,2812,1697,37,14,526,597,149,132,61,43,57,11,13,8,4,10,3,10,6,3,0,3,2,1,0,6,1,0,0,0
EL_310106,Ιτέας,5582,3211,57,45,1183,906,262,277,154,97,37,21,27,20,12,18,12,29,8,2,6,1,6,2,1,24,1,0,0,3
EL_310204,Τολοφώνος,3260,2123,39,19,720,895,129,94,47,52,38,8,11,16,12,9,4,3,2,5,8,1,4,0,0,7,0,0,0,0
EL_570102,Αγίου Μηνά,3048,1812,34,22,921,441,67,102,69,57,45,7,12,13,5,4,0,1,1,2,0,5,0,1,1,1,1,0,0,0
EL_570106,Καρδαμύλων,6578,1722,21,24,595,638,77,81,76,56,46,8,13,16,9,9,5,13,12,1,0,7,3,3,2,6,0,0,0,1
EL_570101,Χίου,23979,10845,201,168,3982,3297,658,719,473,556,281,72,108,94,60,31,22,40,18,5,2,14,8,5,6,9,10,0,0,6
EL_570103,Αμανής,3654,1104,10,12,468,401,47,53,22,35,8,14,7,6,5,1,2,2,3,1,0,1,0,2,2,1,0,0,0,1
EL_570107,Μαστιχοχωρίων,6535,2998,49,29,1309,1154,140,66,58,76,38,11,10,8,11,4,1,5,9,0,0,3,4,4,3,4,2,0,0,0
EL_570200,Ψαρών,632,299,2,0,135,107,17,4,5,8,5,0,2,3,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
EL_570104,Ιωνίας,5608,2707,55,43,1061,860,102,205,164,86,54,12,14,8,5,1,10,11,3,3,0,0,1,0,1,3,2,0,0,3
EL_570300,Οινουσσών,1393,384,6,1,138,114,19,53,7,11,3,0,3,3,11,1,4,0,5,0,0,1,1,1,0,1,1,0,0,0
EL_570105,Καμποχώρων,4476,2192,57,39,894,691,123,70,54,103,75,10,20,14,5,5,3,6,6,2,0,2,2,5,2,2,1,0,0,1
EL_570108,Ομηρούπολης,9759,4416,80,57,1832,1240,199,402,183,144,100,21,27,25,17,5,15,35,9,3,2,9,2,3,4,2,0,0,0,0
EL_130102,Ανθεμούντα,4799,2959,66,50,862,1166,217,194,89,91,29,84,16,7,27,14,9,1,4,5,5,6,10,1,3,1,2,0,0,0
EL_130401,Μουδανιών,16206,9288,181,105,3507,3141,625,452,289,270,109,269,65,44,44,19,27,16,45,17,16,9,8,4,8,11,7,0,0,0
EL_130501,Σιθωνίας,8537,4877,63,43,1637,1891,344,240,194,134,47,88,37,30,39,13,8,12,13,6,17,3,12,3,1,1,1,0,0,0
EL_130202,Αρναίας,7093,4603,102,73,1168,2086,267,214,211,129,58,128,23,21,38,13,12,14,9,5,9,5,6,1,5,2,4,0,0,0
EL_130104,Ορμυλίας,4445,2469,34,35,741,838,190,260,130,61,29,61,10,14,10,3,14,5,4,5,4,5,11,0,2,2,1,0,0,0
EL_130201,Σταγίρων - Ακάνθου,9821,5818,95,75,2089,2071,333,356,275,157,88,89,37,36,26,16,15,7,12,7,9,7,3,1,4,5,5,0,0,0
EL_130103,Ζερβοχωρίων,3036,2117,34,13,740,915,92,103,71,38,22,25,9,9,7,6,6,1,8,1,4,2,5,0,1,3,2,0,0,0
EL_130302,Παλλήνης (Κεντρικης Μακεδονιας),5550,2991,42,22,1014,1165,235,108,92,93,32,83,12,16,13,14,6,7,14,4,11,2,4,0,1,0,1,0,0,0
EL_130502,Τορώνης,3928,2120,34,16,696,893,130,84,97,63,14,26,18,10,8,2,4,2,3,1,7,2,5,3,0,0,2,0,0,0
EL_130402,Καλλικράτειας,9386,5969,56,41,2374,2008,509,303,126,148,53,144,34,30,21,11,21,11,15,9,17,6,11,1,5,12,3,0,0,0
EL_130203,Παναγίας,4150,2569,72,32,905,962,150,117,113,58,45,39,14,11,7,8,3,8,3,2,9,2,2,1,2,3,1,0,0,0
EL_130403,Τρίγλιας,6072,3876,57,33,1404,1515,242,204,147,80,33,50,31,19,19,7,5,1,8,2,8,3,4,1,1,2,0,0,0,0
EL_130301,Κασσάνδρας,9257,5142,70,62,1505,1993,387,372,171,140,98,144,31,28,43,19,15,8,19,5,8,2,6,1,5,9,1,0,0,0
EL_130101,Πολυγύρου,10426,6670,117,96,2048,2864,405,272,292,140,79,138,29,36,46,12,13,7,18,10,10,7,7,4,3,8,9,0,0,0
EL_740102,Ακρωτηρίου,8050,4488,55,61,1699,1299,357,232,198,297,34,33,36,40,45,12,4,20,10,4,10,25,2,2,3,6,1,0,0,3
EL_740104,Θερίσου,5394,3153,35,22,1504,697,204,234,94,140,63,21,33,18,14,6,10,21,3,4,1,21,1,2,0,1,2,0,0,2
EL_740106,Νέας Κυδωνίας,5794,3393,35,35,1408,760,235,286,210,216,47,10,31,23,19,10,2,12,11,7,3,13,4,4,5,2,1,0,0,4
EL_740402,Ανατολικού Σελίνου,2198,1206,11,11,600,368,47,38,45,46,6,3,5,5,2,3,2,8,1,1,0,3,0,1,0,0,0,0,0,0
EL_740401,Πελεκάνου,3320,1846,16,18,964,446,83,103,59,67,19,8,18,9,5,5,3,7,3,0,1,10,1,0,0,0,1,0,0,0
EL_740202,Αρμένων,4347,2431,38,28,961,765,120,216,126,77,20,6,15,17,10,7,4,5,4,0,2,6,2,0,0,1,0,0,0,1
EL_740403,Καντάνου,1812,955,15,9,472,195,44,78,53,48,7,1,7,4,3,5,0,2,3,1,0,4,1,0,1,0,0,0,0,2
EL_740601,Πλατανιά,6226,3393,35,34,1550,817,179,280,142,154,68,8,31,16,15,12,5,15,10,4,1,10,1,1,2,1,0,0,0,2
EL_740203,Ασή Γωνιάς,769,441,3,4,216,149,25,9,12,8,0,2,1,2,1,0,1,2,1,1,0,2,0,0,1,0,1,0,0,0
EL_740105,Κεραμιών,2293,1261,13,10,617,335,71,82,38,41,10,5,11,4,1,1,4,6,0,1,2,4,2,0,0,1,0,0,0,2
EL_740107,Σούδας,5738,3485,50,53,1554,902,258,146,96,185,44,21,44,47,20,15,6,7,7,1,1,12,1,1,3,5,3,0,0,3
EL_740204,Βάμου,3793,1968,20,23,932,426,82,229,91,85,10,2,14,11,9,2,6,5,4,0,3,9,1,1,1,1,1,0,0,0
EL_740501,Κισσάμου,6895,4202,48,47,1930,1296,210,181,159,164,31,9,26,22,15,7,5,12,7,4,5,12,4,1,1,1,2,0,0,3
EL_740700,Σφακίων,3078,1388,6,14,526,512,61,93,55,40,10,13,4,11,21,2,1,4,1,0,3,9,1,0,0,1,0,0,0,0
EL_740602,Βουκολιών,3992,2247,21,18,1061,435,91,281,146,79,26,5,15,10,11,4,4,8,7,1,4,10,3,1,0,3,1,0,0,2
EL_740603,Κολυμβαρίου,6180,3565,36,46,1685,843,188,243,169,157,44,24,26,20,7,10,9,8,5,3,6,14,3,3,3,4,3,0,0,6
EL_740206,Φρε,1824,1143,10,10,513,345,74,69,37,41,3,4,8,10,3,2,1,3,1,1,2,2,0,1,0,2,0,0,0,1
EL_740300,Γαύδου,130,44,0,1,21,13,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EL_740201,Κρυονερίδας,3488,1686,16,16,792,533,88,85,29,50,8,8,10,10,3,4,2,3,2,2,3,8,2,9,1,1,0,0,0,1
EL_740101,Χανίων,42288,20305,235,234,7887,5251,1363,1401,1345,1213,206,163,192,147,183,60,29,133,36,26,25,98,12,9,7,24,11,0,0,15
EL_740205,Γεωργιουπόλεως,3200,1585,18,11,842,390,70,92,31,59,15,4,11,15,10,2,0,0,0,1,2,7,0,1,1,0,2,0,0,1
EL_740604,Μουσούρων,6306,3536,34,51,1669,871,158,252,153,136,37,14,23,25,31,7,5,19,8,1,4,20,4,1,2,3,0,0,0,8
EL_740103,Ελευθερίου Βενιζέλου,7905,4428,52,45,1999,1049,298,284,172,234,52,23,39,51,17,14,14,21,3,4,3,31,5,5,3,2,4,0,0,4
EL_740503,Μυθήμνης,3754,2209,23,31,1113,529,86,174,77,87,13,12,10,6,8,2,6,2,3,1,2,6,6,1,1,9,1,0,0,0
EL_ELYY99,Votes outside any municipality,40258,29087,317,253,9826,10958,1989,2519,1147,898,40,276,43,97,267,115,18,76,113,31,5,42,11,4,3,9,8,13,0,9
