gisco_id,name,registered,turnout,invalid,blank,ΠΑ.ΣΟ.Κ.,Ν.Δ. (1974),ΛΑ.Ο.Σ.,Κ.Κ.Ε.,ΣΥ.ΡΙΖ.Α.,Ο.Π.,Κ.Ε.Κ.Α.,ΠΑ.Μ.ΜΕ.,Ο.Ε.,Ε.Ο. (1986),ΦΙ.ΣΥ.,Χ.Α.,Μ.-Λ. Κ.Κ.Ε.,ΑΝΤ.ΑΡ.ΣΥ.Α.,Ε.Κ.,Α.Σ.Κ.Ε.,Ε.Κ.Α.Δ.,Κ.Φ.,Ε.Ε.Κ.,ΕΛ.ΕΝ.,Ο.Τ.,Κ.Π.Σ.Κ.,Ο.Α.Κ.Κ.Ε.,Λ.Ε.Υ.Κ.Ο.,ΠΑ.ΝΑ.Κ,Κ.Ν.
EL_240106,Μακρινίτσης,833,486,8,3,177,124,30,53,21,22,17,6,5,2,3,5,3,2,1,0,2,0,1,0,0,0,1,0,0,0
EL_250300,Σκοπέλου,5386,2655,28,17,792,868,152,512,87,90,19,10,7,10,10,11,9,3,4,0,2,3,5,0,3,3,2,8,0,0
EL_240401,Αργαλαστής,2524,1358,24,19,511,416,79,131,57,32,31,9,8,11,2,1,5,2,3,1,3,0,0,0,0,1,1,11,0,0
EL_240403,Μηλεών,3355,1942,22,20,571,816,135,94,62,69,40,21,16,10,11,6,7,14,4,1,4,0,2,0,0,1,1,15,0,0
EL_240204,Σούρπης,3785,2148,36,19,622,824,92,360,49,45,13,8,8,8,8,6,7,7,6,2,7,1,5,2,1,1,1,10,0,0
EL_240104,Αρτέμιδας,4444,2506,28,26,824,927,199,133,110,88,35,14,18,17,15,7,6,16,8,1,5,4,3,1,4,2,3,12,0,0
EL_240302,Μουρεσίου,3547,1834,28,15,645,757,106,72,57,56,22,7,7,14,7,6,6,7,6,0,3,2,1,3,0,0,0,7,0,0
EL_240405,Τρικερίου,2010,774,9,7,322,272,66,22,24,21,7,2,3,4,4,1,0,4,0,0,3,0,0,0,0,1,1,1,0,0
EL_240402,Αφετών,2688,1367,19,4,528,485,85,72,55,40,16,7,11,11,6,4,5,2,4,3,3,0,2,0,0,1,1,3,0,0
EL_240107,Νέας Αγχιάλου,5586,3740,61,54,1271,1448,265,214,101,113,33,33,30,23,14,9,9,11,16,3,8,1,10,3,0,1,1,8,0,0
EL_240501,Φερών (Θεσσαλιας),6376,4168,55,22,1255,1985,264,158,93,95,27,67,20,23,13,16,5,22,10,3,4,2,0,1,1,5,3,19,0,0
EL_240101,Βόλου,60298,31563,552,328,10334,8943,2484,3093,1917,1564,302,417,269,209,258,143,81,183,127,26,29,39,26,6,17,28,18,135,0,35
EL_240108,Νέας Ιωνίας (Θεσσαλιας),25648,13512,250,120,4805,3061,966,1857,1000,547,135,129,90,101,58,66,58,40,51,20,16,8,27,5,6,10,5,67,0,14
EL_440202,Αβίας,3304,1991,28,22,494,959,124,90,76,40,76,16,6,14,6,21,3,7,3,0,3,0,1,0,2,0,0,0,0,0
EL_440403,Δωρίου,5096,2067,17,14,611,983,117,106,67,35,15,15,9,12,14,24,4,2,6,1,4,3,2,2,1,1,1,0,0,1
EL_440504,Νέστορος,5659,2817,36,20,1078,1098,138,182,93,45,31,8,9,22,10,6,2,13,8,1,2,6,2,4,0,3,0,0,0,0
EL_440602,Αετού (Πελοποννησου),4233,1811,19,16,642,763,102,109,51,23,18,12,3,14,10,7,3,5,2,1,1,2,2,2,0,3,0,0,0,1
EL_440404,Είρας,1139,488,7,5,209,168,18,23,15,7,14,1,1,1,6,4,2,2,3,0,1,0,0,0,0,1,0,0,0,0
EL_440405,Οιχαλίας (Πελοποννησου),4751,1918,34,18,586,848,141,102,53,26,26,5,7,19,8,15,6,1,6,1,4,1,1,1,1,2,0,0,0,6
EL_440302,Αιπείας,3065,1650,21,13,610,592,93,88,95,41,31,9,2,13,5,2,5,13,7,2,2,3,0,1,0,2,0,0,0,0
EL_440104,Θουρίας,4472,2685,53,44,742,1141,227,155,112,56,49,10,7,26,16,14,5,6,9,3,0,2,3,2,0,3,0,0,0,0
EL_440505,Παπαφλέσσα,2157,1073,11,9,539,370,51,25,14,6,13,3,5,3,3,2,3,4,3,3,0,1,0,1,1,1,2,0,0,0
EL_440402,Ανδανίας,5747,2224,28,21,646,1012,168,106,46,53,47,17,14,11,9,17,4,3,4,2,2,1,0,4,0,4,1,0,0,4
EL_440306,Ιθώμης (Πελοποννησου),3743,1881,23,16,652,734,105,114,61,45,43,12,11,18,9,7,1,12,5,3,1,0,1,1,2,5,0,0,0,0
EL_440307,Πεταλιδίου,6024,3054,34,19,1084,1064,199,304,103,80,48,11,8,9,7,20,7,28,10,5,3,0,4,1,2,3,1,0,0,0
EL_440303,Ανδρούσας,4280,2236,39,21,621,963,169,118,88,44,68,14,11,11,10,11,7,20,3,1,8,2,1,1,1,2,2,0,0,0
EL_440101,Καλαμάτας,54139,27025,451,320,7516,10014,2054,2201,1475,1037,444,184,181,291,241,139,44,175,75,24,40,19,27,11,13,32,8,0,2,7
EL_440501,Πύλου,7718,3553,42,34,1256,1295,197,344,111,70,30,12,9,19,16,9,9,63,8,5,13,1,2,1,1,4,1,0,0,1
EL_440102,Άριος,3100,1423,15,14,541,552,104,72,32,32,26,4,1,14,5,2,1,2,1,1,1,0,0,0,1,0,2,0,0,0
EL_440502,Κορώνης,7725,3407,47,39,1191,1318,145,221,182,79,92,10,13,11,8,5,10,10,4,2,7,0,4,1,2,2,1,0,0,3
EL_440308,Τρικόρφου,1414,719,9,11,239,296,45,46,19,18,17,6,0,1,5,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0
EL_440304,Αριστομένους,4385,2323,25,15,774,941,119,189,93,42,40,2,9,13,7,21,4,16,6,0,1,1,1,1,0,2,1,0,0,0
EL_440601,Κυπαρισσίας,9213,4641,54,39,1626,1927,245,172,186,101,86,38,22,25,27,33,5,12,15,4,10,1,1,1,0,3,7,0,0,1
EL_440605,Τριπύλης,1172,465,4,1,151,207,45,20,8,7,8,0,1,0,3,1,0,0,1,1,1,0,0,1,0,1,3,0,0,1
EL_440103,Αρφαρών,4528,2158,33,34,533,948,210,125,81,40,53,11,11,26,10,13,4,7,4,0,4,3,2,1,1,4,0,0,0,0
EL_440201,Λεύκτρου,7623,3074,46,28,788,1249,208,365,130,86,52,16,13,16,18,10,3,13,10,1,3,1,6,6,2,0,2,0,0,2
EL_440606,Φιλιατρών,8428,3658,45,22,1429,1356,171,210,122,82,47,28,19,25,25,12,14,14,8,3,7,3,4,0,3,5,0,0,0,4
EL_440603,Αυλώνος (Πελοποννησου),3157,1536,11,11,492,660,92,91,60,31,19,10,6,13,8,13,2,6,4,0,0,1,0,2,1,2,1,0,0,0
EL_440503,Μεθώνης (Πελοποννησου),4058,1560,19,10,485,632,91,154,58,43,14,4,11,10,5,4,2,6,1,2,2,3,1,1,1,0,1,0,0,0
EL_440506,Χιλιοχωρίων,4258,2083,43,19,779,759,82,201,69,35,24,4,6,12,8,4,7,10,5,1,2,5,3,1,1,1,1,0,0,1
EL_440305,Βουφράδων,2455,1184,9,10,473,454,62,60,50,23,5,5,7,5,4,6,1,3,1,1,2,1,0,0,2,0,0,0,0,0
EL_440401,Μελιγαλά,6141,2820,39,21,853,1248,168,141,96,61,54,25,13,17,14,18,8,10,16,0,1,1,3,3,1,6,0,0,0,3
EL_440604,Γαργαλιάνων,9013,4405,65,41,1228,2040,282,273,183,87,39,18,20,22,21,32,2,10,8,3,6,2,6,4,3,9,0,0,0,1
EL_440301,Μεσσήνης,13964,6625,88,57,2401,2447,429,454,202,130,158,27,25,42,32,31,11,20,21,13,9,3,2,9,2,4,2,1,0,5
EL_060202,Αβδήρων,5812,3361,53,39,1442,1141,249,97,92,66,56,32,16,14,11,16,2,5,6,4,7,4,1,1,2,3,2,0,0,0
EL_060301,Μύκης,12543,8287,393,1335,3911,1591,44,299,162,116,35,23,41,22,30,18,50,34,19,39,24,6,31,15,15,16,18,0,0,0
EL_060102,Σταυρούπολης,6381,2738,37,43,970,1122,192,102,74,37,39,36,15,11,10,10,3,6,4,4,8,1,2,4,1,5,2,0,0,0
EL_060201,Βιστωνίδος,15535,7844,122,249,3326,2554,494,294,162,149,93,66,61,32,23,45,30,7,21,29,31,7,12,9,12,8,8,0,0,0
EL_060101,Ξάνθης,44809,20789,442,780,7708,5906,1562,1031,896,748,237,361,201,113,172,104,102,65,45,83,46,33,45,36,26,25,22,0,0,0
EL_060400,Τοπείρου,16489,9385,138,334,4505,2681,481,234,287,185,115,61,77,46,30,35,38,16,17,14,24,10,18,10,10,9,10,0,0,0
EL_060302,Θερμών,2128,1099,65,229,442,155,10,51,51,19,11,1,7,0,4,2,9,1,7,9,8,0,6,4,2,3,3,0,0,0
EL_060304,Σατρών,1128,580,13,100,184,149,3,56,13,7,1,6,7,3,0,3,14,6,1,4,4,0,1,0,2,1,2,0,0,0
EL_060303,Κοτύλης,2964,1944,115,365,680,415,13,134,36,34,27,7,15,7,5,2,13,20,5,20,4,2,9,1,3,2,10,0,0,0
EL_060203,Σελέρου,5688,3068,76,480,1554,463,51,95,73,37,16,12,20,18,18,6,26,16,17,13,12,3,28,6,13,3,12,0,0,0
EL_100201,Αριδαίας,21313,13434,233,169,4746,5387,824,559,350,208,157,199,57,70,47,72,43,26,65,22,33,18,18,4,102,17,8,0,0,0
EL_100202,Εξαπλατάνου,11755,6992,105,79,2548,2693,472,429,182,94,59,122,21,38,13,31,8,15,16,11,14,4,9,10,9,5,5,0,0,0
EL_100402,Μενηίδος,5677,3922,45,21,1674,1338,241,259,94,52,62,49,6,9,8,12,13,11,7,3,5,3,4,3,1,0,2,0,0,0
EL_100102,Βεγορίτιδας,6973,3391,47,43,1312,1234,230,138,86,64,17,66,18,13,14,16,16,8,8,2,8,3,1,3,34,2,4,0,4,0
EL_100302,Κρύας Βρύσης,10444,5775,55,40,1679,2990,407,169,110,70,30,70,16,16,19,26,9,6,22,2,6,1,8,2,12,3,4,3,0,0
EL_100305,Πέλλας,7984,5343,81,62,1844,1983,374,337,185,89,54,122,20,24,26,12,25,20,32,2,11,7,10,5,7,7,4,0,0,0
EL_100301,Γιαννιτσών,29490,15588,163,173,5433,5629,1154,966,511,342,83,508,80,75,89,52,49,46,70,26,36,16,17,9,40,14,7,0,0,0
EL_100303,Κύρρου,8776,5272,51,33,2123,2061,363,167,141,79,27,65,21,17,8,19,8,23,11,7,12,7,4,2,12,9,2,0,0,0
EL_100401,Σκύδρας,16105,9481,114,85,3590,3717,656,489,183,142,56,149,36,38,14,50,14,9,66,9,9,7,11,9,14,6,8,0,0,0
EL_100101,Έδεσσας,23740,13663,201,160,4985,4608,1002,709,564,364,83,309,70,82,70,46,30,92,61,21,19,12,15,6,135,11,7,0,0,1
EL_100304,Μεγάλου Αλεξάνδρου,7708,5244,72,59,1902,2208,358,198,85,83,44,71,30,14,29,10,11,12,22,6,11,4,2,3,7,2,1,0,0,0
EL_110301,Αιγινίου,5493,3600,58,40,1220,1325,229,314,139,70,21,74,10,17,15,6,14,3,17,5,5,1,3,3,4,5,2,0,0,0
EL_110302,Κολινδρού,5206,3207,32,24,802,1748,168,115,90,57,21,75,9,13,7,8,2,2,8,3,15,1,1,2,1,3,0,0,0,0
EL_110105,Πέτρας (Κεντρικης Μακεδονιας),7245,4861,57,52,1702,2407,187,129,82,69,22,55,18,9,15,9,4,6,4,6,16,2,7,0,0,2,1,0,0,0
EL_110202,Ανατολικού Ολύμπου,8855,5107,50,42,1486,1778,444,513,276,113,98,92,29,12,26,64,15,10,14,6,9,5,9,7,3,5,1,0,0,0
EL_110103,Κορινού,8594,4695,54,34,1506,1856,393,238,117,141,41,158,25,13,20,15,13,16,28,3,12,3,1,1,0,6,1,0,0,0
EL_110106,Πιερίων,3685,2346,37,16,648,1235,140,92,35,37,18,33,9,6,9,5,4,0,2,1,6,1,7,0,3,0,2,0,0,0
EL_110203,Δίου,11077,7365,52,44,2760,3515,379,199,105,92,22,71,22,12,17,9,11,5,12,4,7,7,4,2,3,8,3,0,0,0
EL_110201,Λιτοχώρου,7385,4359,68,51,1285,1239,343,628,245,136,53,106,35,23,42,22,16,19,18,4,6,4,8,1,2,2,3,0,0,0
EL_110304,Πύδνας,5758,3367,23,25,1332,1293,202,176,109,56,36,54,10,7,8,7,1,1,9,3,4,3,3,1,1,2,1,0,0,0
EL_110102,Ελαφίνας,7373,4331,38,35,1660,1951,251,119,72,49,42,51,10,9,5,4,3,5,6,4,5,0,3,3,1,4,1,0,0,0
EL_110303,Μεθώνης (Κεντρικης Μακεδονιας),3896,2384,17,14,914,767,159,195,86,79,29,39,11,13,11,13,8,2,5,2,12,0,5,1,0,1,1,0,0,0
EL_110101,Κατερίνης,48472,25212,252,254,8760,8733,1955,1589,1065,732,254,801,139,82,176,93,47,39,80,32,37,15,29,11,11,18,8,0,0,0
EL_110104,Παραλίας (Κεντρικης Μακεδονιας),6556,3530,51,40,1184,1291,383,178,68,97,36,73,25,22,16,12,12,6,10,2,7,6,6,0,2,1,2,0,0,0
EL_210202,Ανωγείου,1791,975,11,13,218,614,32,8,17,14,16,3,4,2,4,7,3,5,2,0,0,0,0,1,1,0,0,0,0,0
EL_210204,Κρανέας,1361,825,2,14,335,267,26,124,17,7,13,0,2,6,0,2,1,1,1,0,0,0,0,0,0,5,0,0,0,2
EL_210101,Πρεβέζης,15124,9067,121,105,3299,2588,426,1001,699,252,148,38,62,55,62,31,19,99,14,11,0,13,8,2,4,5,3,1,0,1
EL_210102,Ζαλόγγου,6768,4237,36,39,1519,1535,263,366,177,84,77,18,14,19,16,11,12,27,7,4,0,2,4,4,1,0,1,0,0,1
EL_210103,Λούρου,6908,4208,64,37,1652,1358,144,545,186,60,27,5,20,21,6,16,12,18,7,3,0,2,10,0,2,4,7,0,0,2
EL_210301,Φαναρίου,11882,5996,64,44,2403,2457,221,315,146,107,61,17,29,23,17,15,11,20,9,8,0,7,8,3,2,2,3,0,0,4
EL_210203,Θεσπρωτικού,7284,3920,48,21,1370,1690,187,239,171,63,28,12,17,12,12,7,6,17,4,3,0,2,2,3,1,2,3,0,0,0
EL_210302,Πάργας,4102,2407,31,33,1061,830,96,84,97,76,19,6,10,22,8,3,1,14,7,2,0,0,2,0,1,1,1,0,0,2
EL_210201,Φιλιππιάδος,9230,5459,71,59,1669,2558,249,313,190,97,68,26,21,25,18,15,10,17,15,7,0,6,12,1,3,3,1,0,0,5
EL_730400,Ανωγείων,2800,1857,6,14,806,685,30,179,84,21,3,2,3,1,3,3,5,5,0,1,1,3,2,0,0,0,0,0,0,0
EL_730302,Κουρητών,2894,1780,14,23,884,564,70,51,35,37,9,8,7,7,5,2,1,6,4,2,3,42,0,1,0,2,0,0,0,3
EL_730101,Ρεθύμνης,22616,12494,133,169,5469,2848,816,595,848,742,82,59,137,107,155,31,28,70,32,11,16,111,4,3,5,7,4,0,0,12
EL_730102,Αρκαδίου,5025,3154,35,32,1709,698,136,130,111,114,22,11,27,24,15,6,3,5,7,1,5,55,3,0,0,0,3,0,1,1
EL_730201,Λάμπης,6244,3789,42,39,1778,905,229,262,187,145,32,15,23,20,23,8,9,7,4,0,6,41,0,1,6,3,2,0,0,2
EL_730301,Σιβρίτου,3631,2251,31,17,1110,651,120,48,99,76,18,10,13,5,11,2,2,8,3,1,2,19,0,1,0,2,2,0,0,0
EL_730501,Γεροποτάμου,7695,4914,38,70,2536,1521,132,125,138,149,48,12,32,22,18,5,5,7,5,1,5,26,3,3,1,7,1,0,0,4
EL_730103,Λαππαίων,3203,1741,9,12,732,501,147,99,97,66,9,7,11,6,5,8,1,4,2,0,4,15,1,0,2,2,0,0,0,1
EL_730202,Φοίνικα,3515,2257,19,30,1100,525,105,147,111,89,22,8,16,9,14,3,2,6,6,2,3,33,2,0,0,2,1,0,0,2
EL_730503,Κουλούκωνα,5651,3349,38,25,1758,1236,90,32,46,53,14,6,11,6,3,3,3,0,1,5,3,9,3,0,0,0,1,0,0,3
EL_730104,Νικηφόρου Φωκά,5291,3168,32,38,1496,754,237,151,123,174,21,15,21,22,10,10,2,10,6,1,6,27,2,1,3,2,3,0,0,1
EL_730502,Ζωνιανών,988,511,4,1,245,170,21,4,50,8,0,1,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
EL_010102,Αιγείρου,5926,3232,43,144,1412,1014,185,99,89,67,36,13,12,8,12,4,4,7,6,6,14,3,2,1,2,0,4,45,0,0
EL_010203,Κέχρου,2316,889,20,162,352,215,12,14,20,10,9,2,5,2,4,1,2,0,1,5,4,4,5,3,1,0,0,36,0,0
EL_010204,Οργάνης,3294,1841,31,246,719,544,5,83,31,15,5,3,7,8,6,4,10,3,7,2,4,5,9,0,4,7,4,79,0,0
EL_010302,Αμαξάδων,1810,1007,33,42,328,337,40,66,19,17,7,7,8,6,5,0,9,1,0,9,4,4,13,1,5,1,3,42,0,0
EL_010101,Κομοτηνής,43899,22894,440,1297,7628,7049,1574,1137,888,753,188,285,143,128,151,66,95,54,68,65,58,33,48,24,24,32,29,637,0,0
EL_010401,Σαπών,13200,6106,103,299,2449,1821,389,245,157,125,35,41,40,24,20,26,25,10,22,28,24,11,16,8,10,4,12,160,2,0
EL_010202,Αρριανών,5754,2847,89,632,808,537,25,55,130,38,12,10,11,11,16,7,21,11,8,10,15,5,6,1,10,3,6,370,0,0
EL_010402,Μαρωνείας,9666,5656,121,483,1873,1805,299,116,237,132,51,48,34,30,21,14,19,14,24,25,19,6,16,13,6,8,11,231,0,0
EL_010303,Σώστου,8942,4088,127,766,886,1064,86,120,121,45,30,29,33,24,27,20,40,19,24,26,21,18,30,20,22,12,23,455,0,0
EL_010301,Ιάσμου,9280,4481,77,227,1506,1697,234,167,170,63,27,26,25,32,10,9,16,6,10,15,13,9,22,14,7,6,10,83,0,0
EL_010103,Νέου Σιδηροχωρίου,4741,2449,38,224,757,798,120,89,126,43,31,15,14,14,7,10,14,5,8,6,13,3,7,3,3,4,1,96,0,0
EL_010201,Φιλλύρας,9309,4484,130,872,1527,1016,89,86,119,40,12,16,24,14,16,4,18,11,9,23,22,7,13,5,19,19,18,355,0,0
EL_540101,Αγίου Κηρύκου,5064,1954,32,13,396,417,105,596,169,55,25,7,12,13,41,7,28,6,1,10,0,11,3,0,0,2,4,0,0,1
EL_560201,Καρλοβασίων,11305,4916,93,76,1587,1590,258,671,167,176,51,19,41,31,22,20,35,12,5,4,0,24,11,2,3,9,5,0,0,4
EL_540103,Ραχών,3012,1510,21,9,271,208,47,619,174,50,14,3,7,7,5,3,9,13,1,38,0,0,4,0,1,0,2,0,0,4
EL_560101,Βαθέος,14010,6169,166,120,1948,1842,471,561,286,299,108,38,52,58,40,25,21,14,18,11,0,67,7,4,3,6,1,0,0,3
EL_560202,Μαραθοκάμπου,3646,1769,35,17,703,402,67,314,106,32,12,13,8,12,0,5,7,7,6,2,0,9,6,1,1,0,2,0,0,2
EL_540200,Φούρνων Κορσεών,1747,885,6,3,395,195,13,220,13,9,14,0,4,3,1,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0
EL_540102,Ευδήλου,3753,1929,24,19,403,221,54,821,231,63,20,5,5,4,11,3,17,10,3,7,0,0,5,0,1,1,0,0,0,1
EL_560102,Πυθαγορείου,11463,4989,137,74,1653,1457,328,660,161,153,104,20,38,41,22,29,24,8,17,6,0,26,13,4,0,5,2,0,0,7
EL_120702,Αγκίστρου,1079,405,5,3,124,189,43,8,6,9,6,3,2,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
EL_120103,Καπετάν Μητρουσίου,8005,4933,49,52,1609,2260,344,145,120,115,25,71,28,18,22,12,11,4,15,4,6,2,7,3,3,7,1,0,0,0
EL_120204,Πρώτης,3982,2429,46,18,475,1306,116,196,120,38,20,25,13,11,8,3,7,5,3,3,7,2,5,2,0,0,0,0,0,0
EL_120602,Αλιστράτης,5063,2837,36,21,896,1278,217,106,81,44,19,58,9,8,15,13,4,10,6,3,3,1,3,0,2,4,0,0,0,0
EL_120704,Κερκίνης,12596,6579,66,64,1623,3465,481,224,166,123,66,100,33,22,20,19,14,12,15,1,31,8,5,8,0,5,8,0,0,0
EL_120201,Ροδολίβους,4005,2301,48,32,604,845,139,301,150,47,12,37,9,12,16,2,6,17,3,6,3,2,4,1,2,3,0,0,0,0
EL_120202,Αμφίπολης,4402,2544,29,27,872,1084,128,177,60,32,31,45,8,6,8,7,7,4,5,3,5,2,0,2,1,1,0,0,0,0
EL_120203,Κορμίστας,4209,1855,25,7,441,909,129,209,34,26,13,12,9,12,6,2,4,0,2,1,10,1,1,0,0,0,2,0,0,0
EL_120101,Σερρών,52540,24165,429,386,6813,8975,2012,1625,1055,832,178,809,179,154,222,74,59,103,80,24,31,30,25,19,16,24,11,0,0,0
EL_120102,Άνω Βροντούς,624,324,4,3,145,117,13,8,13,10,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_120104,Λευκώνα,5581,3023,53,42,1015,1224,236,109,91,67,23,60,17,15,6,10,10,11,8,1,10,5,3,4,0,1,2,0,0,0
EL_120701,Σιδηροκάστρου,15141,6576,88,99,2005,2922,520,266,134,147,33,154,39,24,28,24,12,11,11,11,14,5,4,11,5,4,5,0,0,0
EL_120302,Αχινού,5053,2937,34,19,968,1224,168,244,51,63,32,45,6,9,6,10,8,6,15,8,6,1,8,1,1,1,3,0,0,0
EL_120601,Νέας Ζίχνης,13407,7511,93,76,2306,3389,479,374,208,155,62,128,27,31,29,24,11,22,22,7,22,9,15,5,6,7,4,0,0,0
EL_120502,Σκοτούσσης,7289,3985,39,46,1484,1582,271,133,106,104,27,81,21,15,10,10,5,2,14,6,12,6,3,3,3,2,0,0,0,0
EL_120703,Αχλαδοχωρίου,2307,943,18,7,255,480,74,29,11,19,7,17,3,1,4,2,1,0,3,0,2,1,0,1,7,1,0,0,0,0
EL_120301,Νιγρίτης,12285,6198,105,74,1924,2243,376,687,206,151,47,137,34,47,32,18,22,13,19,11,9,10,10,6,5,4,8,0,0,0
EL_120106,Σκουτάρεως,8119,4882,81,53,1711,2013,423,137,65,129,48,71,30,28,12,22,9,5,12,2,5,2,3,3,4,10,4,0,0,0
EL_120303,Βισαλτίας,8365,4697,89,58,1184,2522,300,158,68,83,38,68,17,19,16,16,5,2,11,10,12,4,7,3,0,4,3,0,0,0
EL_120105,Ορεινής,1235,771,18,11,415,175,29,37,16,14,3,6,4,4,2,1,6,1,2,6,5,0,5,2,9,0,0,0,0,0
EL_120402,Στρυμώνα,10093,4969,72,57,1619,2055,378,247,144,120,51,60,31,21,17,9,11,24,7,3,19,4,3,3,7,6,1,0,0,0
EL_120401,Εμμανουήλ Παππά,14015,7908,142,107,2261,3531,536,476,216,197,44,120,41,28,42,19,27,21,20,13,14,14,11,8,9,5,6,0,0,0
EL_120705,Πετριτσίου,9853,4704,58,42,1675,2054,272,152,113,92,51,71,26,21,9,13,4,13,11,5,6,8,5,0,1,2,0,0,0,0
EL_120503,Στρυμονικού,6270,3120,28,23,789,1678,258,69,62,53,28,46,10,19,7,14,9,3,4,2,10,2,4,0,1,0,1,0,0,0
EL_120501,Ηρακλείας (Κεντρικης Μακεδονιας),18081,8550,132,97,2775,3838,543,314,210,183,69,84,42,46,57,17,15,17,17,11,34,10,8,8,11,6,6,0,0,0
EL_120706,Προμαχώνος,405,186,3,1,55,97,12,8,1,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_120304,Τραγίλου,7378,4031,50,34,1152,1946,266,205,100,86,35,39,14,19,15,12,7,11,13,6,9,1,4,3,0,3,1,0,0,0
EL_260302,Αιθήκων,4879,2789,51,30,798,1309,150,191,78,45,19,21,21,16,12,8,6,6,5,1,10,4,2,2,0,1,0,0,0,3
EL_260104,Κόζιακα,3590,2234,33,23,657,947,97,324,38,32,13,12,7,9,8,5,6,5,9,1,3,0,2,0,1,2,0,0,0,0
EL_260306,Πιαλείων,4924,2778,59,57,1012,988,230,176,69,43,47,7,11,14,12,6,6,6,9,2,8,0,2,0,2,3,9,0,0,0
EL_260202,Ασπροποτάμου (Θεσσαλιας),2553,1133,8,2,366,504,81,43,45,37,10,5,4,4,7,4,0,3,1,0,4,1,2,0,0,1,0,0,0,1
EL_260206,Μαλακασίου,3428,1678,22,13,710,539,97,109,49,28,28,11,11,10,1,11,0,6,7,9,8,0,3,0,1,3,0,0,0,2
EL_260301,Πύλης,5360,3139,56,39,1012,1392,196,143,111,67,29,8,13,14,11,6,6,9,9,6,2,1,2,0,2,2,2,0,0,1
EL_260203,Βασιλικής,3284,1819,25,34,850,506,68,160,39,40,15,13,8,8,5,11,11,4,8,1,5,2,2,0,0,1,1,0,0,2
EL_260105,Μεγάλων Καλυβίων,3724,2290,23,30,808,829,113,252,53,55,20,20,17,12,12,5,3,7,5,3,8,1,3,3,2,2,3,0,0,1
EL_260307,Πινδέων,3603,1938,27,10,618,885,119,82,87,31,13,10,7,8,7,7,2,6,0,4,3,4,2,2,0,2,2,0,0,0
EL_260303,Γόμφων,6289,3905,41,42,1272,1509,255,405,124,68,32,23,19,9,16,6,14,21,11,3,7,2,6,4,1,2,13,0,0,0
EL_260304,Μυροφύλλου,835,382,4,3,121,141,26,23,26,5,1,3,4,2,2,1,1,2,5,0,3,1,3,2,0,3,0,0,0,0
EL_260101,Τρικκαίων,36989,21200,281,246,7174,7194,1296,2233,861,693,137,223,130,109,146,62,46,122,75,19,37,25,41,13,8,15,11,0,0,3
EL_260102,Εστιαιώτιδας,3593,2264,22,24,739,917,117,279,46,33,12,7,13,12,2,4,8,5,3,6,9,0,1,2,0,0,2,0,0,1
EL_260305,Νεράιδας,1903,872,23,7,335,299,49,61,27,20,11,6,0,10,4,5,2,3,1,0,2,0,1,1,1,2,0,0,0,2
EL_260207,Τυμφαίων,3847,1981,31,11,852,566,74,284,40,36,8,6,8,6,4,6,11,13,6,7,4,1,3,2,1,1,0,0,0,0
EL_260201,Καλαμπάκας,13073,7500,108,75,2965,2720,307,621,182,177,49,76,45,36,28,10,24,14,17,10,9,6,8,5,1,3,3,0,0,1
EL_260402,Οιχαλίας (Θεσσαλιας),8325,3598,54,42,1733,1302,110,165,46,43,18,7,15,13,7,4,2,7,4,5,10,0,1,2,2,2,4,0,0,0
EL_260108,Φαλωρείας,5545,3212,29,32,800,1476,158,408,92,69,38,9,9,13,6,10,11,4,8,5,15,1,10,3,0,4,1,0,0,1
EL_260103,Καλλιδένδρου,2885,1913,36,30,706,678,76,178,65,31,29,23,8,9,4,3,2,7,3,5,7,2,2,3,2,3,1,0,0,0
EL_260106,Παληοκάστρου,4371,2619,50,25,1063,618,94,541,71,44,16,13,23,13,8,4,9,6,5,5,1,1,5,0,1,1,2,0,0,0
EL_260401,Φαρκαδόνας,7946,4603,77,37,1706,1587,179,666,118,74,21,13,16,16,8,10,22,6,3,5,15,4,12,1,3,3,1,0,0,0
EL_260204,Καστανιάς,2641,1584,22,11,765,492,81,83,31,22,30,12,2,5,2,6,1,5,3,4,2,1,0,1,1,0,1,0,0,1
EL_260107,Παραληθαίων,4560,2632,41,30,1128,748,118,301,75,74,14,9,16,14,11,2,5,13,10,5,2,1,2,2,3,5,3,0,0,0
EL_260208,Χασίων (Θεσσαλιας),6504,3467,50,34,1556,1209,119,222,82,42,23,11,16,13,15,9,9,9,7,9,8,1,10,10,2,1,0,0,0,0
EL_260205,Κλεινοβού,3554,2171,19,16,913,875,87,79,51,37,16,9,11,9,3,15,5,5,5,2,4,1,1,2,2,0,2,0,0,2
EL_260403,Πελλιναίων,3788,2272,26,23,1053,692,98,179,56,57,18,9,7,13,4,5,4,5,3,3,6,2,1,0,3,2,3,0,0,0
