gisco_id,name,registered,turnout,invalid,blank,Ajkla,Alleanza Bidla,Alleanza Liberali,Alternattiva Demokratika,Imperium Europa,Partit Laburista,Partit Nazzjonalista
MT_(MEP),NATIONAL (MEP),344356,257588,5737,0,1208,1015,202,7418,6761,134462,100785
