gisco_id,name,registered,turnout,invalid,blank,PL,PN,Cassola,Imperium Europa,Borg Manché,AD+PD,ABBA,Volt,Ind.
MT_MT,Malta,370184,270142,9884,0,117805,109351,12706,6816,5936,3109,527,298,3710
