gisco_id,name,registered,turnout,invalid,blank,Alleanza Liberali,Alpha Liberal Democratic Party,Alternattiva Demokratika - The Green Party,Azzjoni Nazzjonali,Imperium Europa,K.u.l. Ewropa,Libertas Malta,Partit Laburista,Partit Nazzjonalista,Partit Tal-Ajkla
MT_(MEP),NATIONAL (MEP),322411,254039,5870,0,189,118,5802,1595,3637,47,298,135917,100486,80
