gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,SP,CDA,GL,PVV,CU,D66,PvdD,EénNL,LPF,SGP,PVN,Lijst 14,LDP,NVT,VSP,ABC,CDDP,ID,GVIP,TOP,LRVP,SMP
NL_0558,Wester-Koggenland,10625,8935,0,17,1131,1696,1121,3660,355,489,86,108,149,55,17,11,8,3,4,0,10,10,3,0,4,0,0,0
NL_1701,Westerveld,15174,13076,0,11,3865,2613,1735,2911,580,405,335,210,266,54,32,30,18,4,4,3,0,0,0,0,0,0,0,0
NL_0293,Westervoort,11729,9525,0,13,2288,1139,2093,2342,414,637,216,120,158,37,18,12,7,2,2,2,11,2,0,8,6,0,0,0
NL_1783,Westland,73378,61952,0,72,6041,11475,4963,27343,1257,4802,2245,522,813,556,839,850,38,11,5,10,55,42,5,12,0,0,0,0
NL_0098,Weststellingwerf,19846,16059,0,24,4858,2170,2681,4085,556,684,442,126,263,52,29,27,8,5,0,5,16,18,0,0,10,0,0,0
NL_0614,Westvoorne,11096,9470,0,12,1453,2649,1103,2438,243,791,164,133,240,130,41,42,3,0,3,2,12,10,2,0,0,0,0,0
NL_0189,Wierden,17592,15470,0,6,1732,1724,1346,7780,257,586,1407,107,101,36,28,329,9,0,0,2,8,5,2,0,6,0,0,0
NL_0462,Wieringen,6814,5320,0,7,1200,1153,1024,1029,160,373,98,51,119,30,16,4,2,3,0,0,39,9,0,0,3,0,0,0
NL_0463,Wieringermeer,9524,7823,0,10,1259,1390,1310,2539,201,477,308,100,115,29,17,43,0,3,2,3,9,3,2,0,4,0,0,0
NL_0296,Wijchen,29664,24409,0,35,4832,3283,5118,7969,791,1229,299,319,311,110,34,13,12,4,9,9,17,13,2,0,0,0,0,0
NL_1696,Wijdemeren,18022,15520,0,24,2238,3826,1766,4908,651,755,436,278,380,91,34,83,3,2,5,2,21,12,0,0,3,2,0,0
NL_0352,Wijk bij Duurstede,17354,14794,0,20,2652,2447,2254,4457,647,839,528,251,282,80,27,277,3,4,5,0,7,8,0,6,0,0,0,0
NL_0052,Winschoten,14656,11519,0,17,4659,1160,2393,1555,467,412,489,73,188,26,27,18,8,2,2,5,8,11,0,0,0,0,0,0
NL_0053,Winsum,10501,9146,0,16,2419,856,1548,2286,591,220,885,107,126,19,13,44,5,2,2,2,4,3,0,0,0,0,0,0
NL_0294,Winterswijk,21941,17775,0,18,4958,2966,3348,4392,554,563,413,217,200,56,22,12,18,3,0,5,18,7,0,2,3,0,0,0
NL_0873,Woensdrecht,16132,12335,0,12,2274,1994,2227,3807,268,1005,155,163,230,86,40,20,0,2,2,2,31,9,2,0,9,0,0,0
NL_0632,Woerden,35425,30325,0,35,4480,4940,3269,10697,1163,1449,2122,515,504,186,55,819,10,6,5,4,31,22,4,9,0,0,0,0
NL_0466,Wognum,6070,5178,0,3,570,859,664,2306,181,270,86,74,100,27,16,3,3,0,3,4,7,5,3,0,0,0,0,0
NL_0880,Wormerland,11933,10052,0,13,2049,1777,2029,2306,554,562,246,161,237,38,10,15,7,3,2,0,27,7,2,0,8,0,0,0
NL_0351,Woudenberg,8231,7179,0,11,768,989,521,2529,175,287,759,76,74,30,15,938,0,3,0,0,3,3,0,0,0,0,0,0
NL_0874,Woudrichem,10864,9234,0,7,1183,1062,1043,3662,171,440,1119,77,121,37,14,284,0,2,0,4,5,2,0,0,2,0,0,0
NL_0710,Wunseradiel,8838,7475,0,3,1549,832,1127,2811,271,300,347,67,98,29,13,9,5,0,0,2,10,2,0,0,2,0,0,0
NL_0683,Wymbritseradiel,11953,10294,0,13,1755,1137,1382,4490,360,300,544,116,97,32,24,19,8,0,0,7,8,7,0,0,7,0,0,0
NL_0479,Zaanstad,104814,83121,0,177,20233,12393,18205,14240,4495,6016,1989,1818,2097,552,219,208,53,19,17,43,188,85,6,0,68,0,0,0
NL_0297,Zaltbommel,19027,16071,0,12,2960,2101,1793,4302,544,764,1194,185,178,69,26,1911,10,2,2,2,7,7,3,0,0,0,0,0
NL_0473,Zandvoort,13118,10165,0,11,1707,3042,1465,2111,343,649,129,152,367,82,16,7,7,2,2,6,48,13,0,0,7,0,0,0
NL_0707,Zederik,9984,8972,0,8,1150,1065,653,3521,139,347,918,51,96,35,15,950,6,2,0,2,8,7,0,0,0,0,0,0
NL_0478,Zeevang,4720,4050,0,17,773,1062,533,886,210,271,53,66,129,13,13,4,2,2,0,0,12,3,0,0,2,0,0,0
NL_0050,Zeewolde,13298,11252,0,10,1409,2517,1184,3394,367,558,1247,143,230,50,35,77,0,2,5,2,14,3,0,0,6,0,0,0
NL_0355,Zeist,45271,37312,0,59,7057,7279,4837,9014,2476,1857,1751,1080,842,202,60,677,16,12,15,3,39,27,0,9,0,0,0,0
NL_0299,Zevenaar,24736,20154,0,15,4342,2519,3855,6632,645,948,324,325,307,92,45,18,9,33,4,6,18,10,0,6,4,0,0,0
NL_1666,Zevenhuizen-Moerkapelle,7619,6570,0,6,954,1164,494,1963,126,373,461,59,113,55,13,775,5,2,0,2,0,5,0,2,0,0,0,0
NL_0476,Zijpe,8782,7408,0,9,1383,1599,1170,2064,290,417,115,86,162,48,21,13,4,0,0,9,9,3,0,0,6,0,0,0
NL_0637,Zoetermeer,88587,71558,0,143,15209,12707,11814,16223,2871,5182,2672,1389,1603,648,180,584,201,23,21,19,0,28,8,33,0,0,0,0
NL_0638,Zoeterwoude,6307,5275,0,8,753,876,655,2013,271,296,118,89,107,32,10,38,2,2,2,2,0,3,0,0,0,0,0,0
NL_0056,Zuidhorn,13457,12111,0,24,2461,1146,1633,3372,613,282,2087,149,154,27,18,121,2,2,2,3,13,4,0,0,0,0,0,0
NL_0879,Zundert,15483,11553,0,8,1768,1842,1859,4596,249,740,110,112,137,59,32,4,0,3,3,6,13,9,3,3,3,0,0,0
NL_0301,Zutphen,35186,29285,0,42,7909,3438,6725,5228,2020,1053,1084,827,630,87,55,43,11,5,7,15,28,10,0,52,16,0,0,0
NL_1896,Zwartewaterland,15454,13422,0,13,1756,990,1064,4326,157,376,2439,50,74,18,13,2123,6,0,4,0,8,4,0,0,4,0,0,0
NL_0642,Zwijndrecht,34054,27763,0,35,5315,3861,4409,7257,701,2056,1861,380,471,346,65,901,14,2,5,2,59,17,2,5,0,0,0,0
NL_0193,Zwolle,87301,71816,0,90,17250,8356,12429,16063,4170,2464,7588,1412,1092,267,102,369,29,0,14,5,61,20,3,0,32,0,0,0
