gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,CDA,PVV,D66,GL,SP,PvdD,CU-SGP,EKP,Newropeans,LDP,Libertas,DG,EV&D,PEP,Solidara
NL_0934,Maasbree,9983,3585,5,9,273,315,1373,874,275,173,154,66,20,20,5,6,4,5,3,3,2
NL_1671,Maasdonk,8459,2575,6,4,160,194,1239,421,136,80,236,59,8,4,13,3,6,0,5,0,3
NL_0263,Maasdriel,17980,6161,13,13,546,817,1667,1452,435,344,327,161,279,22,26,20,13,9,9,5,3
NL_1641,Maasgouw,19591,7297,7,26,415,440,3326,1794,359,255,317,216,57,24,18,13,12,10,6,6,6
NL_0556,Maassluis,23995,8819,12,17,1017,991,1768,2075,834,372,722,321,493,54,28,20,28,4,9,31,23
NL_0935,Maastricht,93220,32092,70,93,3909,2869,6291,6187,4416,3595,2445,1089,377,146,208,75,116,79,43,27,57
NL_0936,Margraten,10517,4216,3,10,337,397,1611,801,373,299,169,125,20,16,23,7,7,7,6,3,2
NL_0025,Marum,7774,2720,4,5,440,284,733,386,182,156,137,87,252,21,9,5,5,2,4,2,7
NL_0420,Medemblik,20495,6998,6,10,654,956,1617,1348,673,524,491,288,267,56,38,14,23,15,11,6,6
NL_0993,Meerlo-Wanssum,5893,2139,2,5,145,175,850,478,126,110,174,35,9,8,5,3,5,4,5,0,0
NL_0938,Meerssen,15573,5673,8,11,475,535,1911,1160,501,407,324,165,47,31,29,17,22,8,6,4,12
NL_0941,Meijel,4653,1435,1,7,99,168,582,322,55,51,73,55,3,7,3,0,4,4,3,0,0
NL_0083,Menaldumadeel,10418,3792,4,9,822,340,1012,408,284,295,297,104,149,31,13,5,7,7,4,0,4
NL_1987,Menterwolde,9765,2999,13,0,740,222,384,535,198,247,341,89,169,14,17,6,3,3,4,3,13
NL_0119,Meppel,24567,9531,14,14,1606,1212,1775,1348,920,787,651,289,761,53,25,13,33,17,5,3,5
NL_0687,Middelburg,36077,14197,19,18,1751,1144,2371,1663,1441,1314,906,678,2613,66,82,25,40,27,7,8,24
NL_0559,Middelharnis,13880,5971,5,2,526,521,1200,1039,299,181,293,132,1719,14,11,7,15,0,2,2,4
NL_1842,Midden-Delfland,13019,5777,8,6,414,700,1898,930,677,359,208,126,327,33,24,11,27,2,5,20,2
NL_1731,Midden-Drenthe,25911,10296,17,21,2057,1123,2810,1312,698,692,610,268,532,58,17,16,25,22,5,4,9
NL_0815,Mill en Sint Hubert,8476,2999,14,7,273,267,1344,488,130,112,259,42,16,14,14,2,5,5,4,0,3
NL_0265,Millingen aan de Rijn,4500,1375,3,5,262,159,271,231,120,111,137,52,8,0,3,2,3,0,4,2,3
NL_1709,Moerdijk,28302,8901,18,11,861,1139,2296,1728,694,506,758,305,423,57,30,22,28,9,9,6,6
NL_1955,Montferland,27295,8150,10,10,879,832,2874,1541,581,429,596,185,83,40,19,13,26,12,6,5,9
NL_0335,Montfoort,9920,4515,6,8,397,547,1107,780,444,329,171,70,591,10,14,11,14,8,0,7,7
NL_0944,Mook en Middelaar,6142,2672,2,7,287,331,627,382,405,283,186,85,15,23,17,5,5,4,7,4,0
NL_0563,Moordrecht,5900,2309,5,5,252,287,420,447,194,118,180,80,280,8,14,6,2,7,3,2,0
NL_0424,Muiden,4889,2416,3,5,285,363,335,419,484,206,123,114,38,14,9,2,9,3,3,0,2
NL_0425,Naarden,12343,6375,6,11,570,1556,811,922,1209,546,219,253,116,42,33,30,28,13,6,3,3
NL_1740,Neder-Betuwe,16086,6029,8,5,620,434,885,1044,287,160,227,106,2197,13,9,10,12,5,2,2,3
NL_0643,Nederlek,11004,4895,9,18,679,791,724,916,334,238,298,161,645,22,15,11,16,4,2,2,10
NL_0946,Nederweert,13069,4414,6,11,261,448,2041,817,205,144,312,80,19,24,12,9,13,6,4,0,2
NL_0304,Neerijnen,8806,3674,10,1,391,433,740,699,259,157,141,102,694,15,8,4,5,6,3,5,3
NL_0412,Niedorp,9075,2998,1,6,417,502,534,597,310,213,196,107,28,31,7,7,16,12,7,3,4
NL_0356,Nieuwegein,47317,16577,38,47,2219,1675,2552,3508,1915,1471,1466,650,678,97,68,38,72,25,20,9,29
NL_0567,Nieuwerkerk aan den IJssel,16198,6787,3,18,588,960,1174,1261,765,362,375,276,851,37,34,19,11,8,2,33,10
NL_0569,Nieuwkoop,20373,7632,16,10,506,1034,2219,1587,663,428,344,199,481,41,30,22,27,10,7,5,3
NL_0571,Nieuw-Lekkerland,6681,3255,11,2,323,152,417,374,99,79,109,74,1592,8,5,2,4,3,2,0,0
NL_0104,Nijefurd,8478,3493,1,4,501,312,1154,427,245,299,232,99,154,35,10,2,4,10,0,0,4
NL_0267,Nijkerk,29178,12002,12,19,890,1197,3124,1762,867,505,424,264,2780,59,33,13,27,10,7,4,5
NL_0268,Nijmegen,126332,49047,100,168,6656,3431,6444,4682,8486,10155,5598,1547,652,173,330,134,142,152,40,22,135
NL_1695,Noord-Beveland,5895,2458,1,2,258,356,582,426,175,118,164,108,226,12,10,3,8,4,2,2,2
NL_1699,Noordenveld,24223,9976,10,15,2064,1380,1601,1336,1083,979,570,320,480,56,19,14,21,11,3,3,13
NL_0171,Noordoostpolder,33258,13221,28,27,1310,1459,4044,1821,844,616,653,294,1924,75,32,14,37,17,13,7,6
NL_0575,Noordwijk,19288,7668,22,13,672,1346,1481,1739,821,555,377,277,196,52,36,28,15,18,9,4,7
NL_0576,Noordwijkerhout,11631,4696,9,8,377,747,1229,1049,393,306,259,165,58,35,9,13,21,8,6,0,4
NL_0820,"Nuenen, Gerwen en Nederwetten",17227,6898,4,19,711,1224,1568,936,1035,561,473,165,70,33,31,29,8,16,3,3,9
NL_0302,Nunspeet,19921,9190,24,5,395,671,1776,1175,339,238,232,153,4098,27,17,5,19,5,3,3,5
NL_0951,Nuth,12690,4691,12,13,434,327,1657,1082,290,258,325,190,28,28,14,9,13,3,5,2,2
NL_0579,Oegstgeest,16458,8854,15,23,933,1611,1260,1063,1882,924,380,309,254,33,58,37,46,12,4,3,7
NL_0823,Oirschot,13605,4962,9,15,374,575,2092,732,350,231,382,112,20,12,18,12,18,2,4,2,3
NL_0824,Oisterwijk,19681,7089,9,9,651,1010,2179,1152,769,484,452,152,69,45,32,15,27,17,11,4,2
NL_0269,Oldebroek,17091,6055,5,3,411,299,1331,715,171,144,166,85,2681,11,9,3,8,5,3,0,7
NL_0173,Oldenzaal,24332,8410,10,18,909,845,3006,1286,805,536,573,164,81,52,24,20,15,24,5,9,28
NL_1773,Olst-Wijhe,13312,4863,8,11,873,502,1478,517,397,400,331,136,121,26,15,5,16,12,5,2,8
NL_0175,Ommen,13613,5832,14,8,421,548,2185,631,403,225,228,110,974,28,18,3,13,9,2,2,11
NL_0881,Onderbanken,6432,2226,7,6,236,132,695,622,99,90,196,91,24,8,0,6,8,2,0,2,2
NL_1586,Oost Gelre,22829,7565,15,3,806,982,2986,937,553,389,593,117,70,37,29,19,6,10,6,3,4
NL_0826,Oosterhout,41273,13338,18,28,1529,1903,2789,2732,1678,876,1026,330,170,68,55,35,33,25,12,11,20
NL_0580,Oostflakkee,8075,3103,7,5,371,292,625,638,152,120,131,113,610,7,8,4,16,2,0,2,2
NL_0085,Ooststellingwerf,20262,7607,15,14,1456,745,1859,1035,508,551,611,275,393,46,13,18,29,15,8,8,8
NL_0431,Oostzaan,6992,2680,8,6,394,350,218,756,268,228,168,138,84,21,11,6,10,8,5,0,5
NL_0432,Opmeer,8447,2867,8,8,273,405,900,541,225,158,149,100,31,25,7,9,14,4,8,4,4
NL_0086,Opsterland,22699,8445,4,5,1818,761,1884,775,627,647,720,212,858,43,21,12,21,15,6,6,10
NL_0828,Oss,58694,18793,41,44,1814,1799,4767,3152,1926,1234,3110,466,128,86,64,33,55,23,18,8,25
NL_0584,Oud-Beijerland,17900,6996,15,15,698,764,1172,1351,629,446,353,245,1194,28,23,20,16,14,3,2,8
NL_1509,Oude IJsselstreek,30500,9946,16,9,1284,937,3508,1544,715,551,793,242,188,51,29,10,25,24,6,4,10
NL_0437,Ouder-Amstel,9805,4575,9,11,589,661,719,793,746,450,219,171,122,26,15,9,14,7,5,4,5
NL_0644,Ouderkerk,6157,2791,3,15,295,272,437,444,146,91,112,73,868,9,3,4,6,5,4,2,2
NL_0589,Oudewater,7451,3167,4,7,218,344,1072,528,260,142,114,56,365,15,13,6,14,0,8,0,6
NL_1734,Overbetuwe,33524,11558,14,15,1229,1391,2820,1762,1349,1013,711,271,790,45,35,18,35,21,15,6,18
NL_0590,Papendrecht,24284,9079,9,14,1001,1126,1698,1761,737,428,491,289,1359,58,36,19,21,15,5,5,7
NL_0765,Pekela,10084,2871,11,8,649,172,445,632,89,187,383,113,147,15,4,2,5,2,2,0,5
NL_1926,Pijnacker-Nootdorp,33003,13542,20,20,1102,2061,2880,2512,1787,1086,637,471,652,77,76,40,54,22,24,8,13
NL_0439,Purmerend,60209,19326,37,34,2730,2267,1798,5291,1935,1600,1967,949,328,107,71,41,83,25,27,10,26
NL_0273,Putten,17623,7749,8,9,347,693,2265,1125,346,231,201,148,2295,26,13,4,18,11,2,2,6
NL_0177,Raalte,28176,10029,10,12,1017,983,4481,1061,778,533,636,172,229,37,24,12,14,17,3,5,5
NL_0595,Reeuwijk,9840,4693,0,1,271,733,1119,807,404,223,122,92,843,27,14,8,14,3,7,2,3
NL_1661,Reiderland,5573,1458,5,3,289,134,144,349,67,95,255,72,16,6,7,5,4,2,3,2,2
NL_0703,Reimerswaal,15280,6275,13,7,384,421,992,891,216,129,207,125,2818,30,13,9,9,3,6,0,2
NL_0274,Renkum,24986,11831,15,15,1481,1610,2161,1453,1878,1373,696,527,384,71,55,31,32,27,14,3,5
NL_0339,Renswoude,3256,1342,2,2,43,126,453,208,51,27,42,19,362,3,2,2,2,0,0,0,0
NL_1667,Reusel-De Mierden,9745,2665,4,6,226,259,1231,368,154,97,201,48,9,16,13,2,15,5,9,0,2
NL_0275,Rheden,35196,14029,21,17,1981,1675,2505,2058,1777,1381,1341,554,467,53,45,34,32,46,15,8,19
NL_0340,Rhenen,14181,6215,5,9,577,622,1028,1112,523,413,235,157,1456,27,13,7,15,4,2,4,6
NL_0597,Ridderkerk,35549,13156,19,17,1413,1108,2226,2886,751,464,705,463,2903,63,36,28,29,11,11,9,14
NL_0196,Rijnwaarden,8471,2442,3,4,301,226,688,566,187,133,178,96,15,10,12,5,3,12,0,0,3
NL_1672,Rijnwoude,14219,6082,10,15,486,753,1519,1024,618,314,299,153,801,28,14,12,15,8,6,3,4
NL_1742,Rijssen-Holten,26844,11706,34,8,778,741,2596,1111,384,237,241,150,5331,32,19,10,10,3,6,9,6
NL_0603,Rijswijk,37158,14999,22,34,1662,1838,2369,3509,2037,1160,817,788,396,97,76,46,80,33,15,9,11
NL_1669,Roerdalen,16777,6037,15,22,426,365,2367,1646,292,304,329,174,23,17,20,19,6,5,3,3,3
NL_0957,Roermond,41971,13552,20,34,1301,1324,3485,3526,1091,1049,922,423,135,70,54,19,36,16,10,14,23
NL_1674,Roosendaal,58874,17682,37,30,1894,2132,4057,4254,1555,1173,1362,584,203,118,74,45,75,28,15,15,31
NL_0599,Rotterdam,426897,127208,496,339,18881,12206,12678,28661,16874,12246,10867,5750,5277,586,565,336,418,206,176,83,563
NL_0600,Rozenburg,9712,3022,3,5,347,285,533,875,189,135,265,163,157,22,10,9,9,5,5,4,4
NL_0277,Rozendaal,1148,754,2,2,70,228,120,85,114,62,23,23,15,0,6,2,0,2,0,2,0
NL_0840,Rucphen,18184,4062,12,5,364,463,1044,1409,183,133,216,134,27,22,15,7,15,4,4,5,0
NL_0441,Schagen,14666,5202,7,9,814,842,799,893,567,464,385,216,90,40,15,10,20,15,9,6,6
NL_0039,Scheemda,11180,3675,8,7,759,307,734,547,209,292,368,141,246,14,7,6,16,4,3,3,4
NL_0458,Schermer,3991,1849,2,3,239,338,440,278,181,120,110,67,17,18,15,4,5,4,2,2,5
NL_0279,Scherpenzeel,6811,3252,7,1,203,361,746,459,146,86,82,48,1079,17,7,2,4,2,2,2,0
NL_0606,Schiedam,55452,16763,59,63,2551,1485,2175,4435,1634,1232,1450,769,548,86,66,34,61,21,16,30,48
NL_0088,Schiermonnikoog,752,438,1,0,80,72,86,36,59,48,16,20,16,2,0,2,0,2,0,0,0
NL_0844,Schijndel,17714,5321,14,10,606,557,1651,851,409,325,619,146,18,35,20,15,21,6,8,8,2
NL_0962,Schinnen,10550,4257,2,10,420,266,1530,1001,275,235,268,143,37,23,9,8,9,11,2,2,6
NL_0608,Schoonhoven,9107,3820,10,12,370,446,778,658,388,303,236,148,408,15,15,9,12,5,2,0,5
NL_1676,Schouwen-Duiveland,26834,11311,16,33,1116,1564,2186,2008,853,560,510,403,1892,54,32,15,37,11,6,4,11
NL_0964,Sevenum,5890,2004,1,11,149,181,923,269,129,93,160,42,11,9,10,3,7,3,3,3,3
NL_0518,s-Gravenhage,300937,112925,340,351,13839,14817,12419,22397,19036,11332,6969,5698,2833,469,534,376,487,263,99,56,610
NL_0796,s-Hertogenbosch,106213,36756,87,117,4161,4255,6343,6350,5139,4274,3470,1236,374,160,346,90,146,72,67,14,55
NL_0965,Simpelveld,8656,3020,2,7,405,135,1129,746,129,113,163,120,25,15,9,5,7,2,4,0,4
NL_1702,Sint Anthonis,8892,3927,5,9,263,365,2022,453,207,186,265,66,14,16,28,4,8,9,2,3,2
NL_0845,Sint-Michielsgestel,21489,6927,14,14,753,848,2057,1066,762,476,569,148,59,25,56,10,36,9,18,6,6
NL_0846,Sint-Oedenrode,13333,4392,6,11,415,552,1659,537,371,246,422,78,24,10,13,6,24,8,7,2,2
NL_1883,Sittard-Geleen,75117,24612,38,46,2581,1712,7381,5951,1634,1894,1775,954,218,112,95,48,69,46,12,13,33
NL_0051,Skarsterlan,20675,8003,14,15,1475,770,2622,944,548,472,493,195,326,77,15,6,9,4,7,3,8
NL_0610,Sliedrecht,18210,7251,13,9,664,520,1077,1113,314,231,498,200,2537,21,10,10,23,4,6,0,4
NL_0040,Slochteren,11953,4275,3,9,756,409,800,531,287,315,289,148,664,12,15,10,15,3,2,2,6
NL_1714,Sluis,18636,6399,7,9,712,950,1570,1256,511,372,432,247,214,44,27,2,21,14,6,2,3
NL_0090,Smallingerland,42348,15908,42,27,3073,1136,3810,1723,1159,1034,1225,411,2085,56,36,18,30,20,7,9,7
NL_0091,Sneek,25557,8951,13,19,1717,882,2101,1134,857,664,722,277,424,61,15,9,21,14,7,7,7
NL_0342,Soest,34532,15029,30,35,1364,2360,2526,2895,2143,1200,727,526,916,72,61,33,68,27,17,7,22
NL_0847,Someren,13939,4564,11,14,287,1429,1339,699,215,180,208,89,36,28,3,5,5,5,6,3,2
NL_0848,Son en Breugel,11659,4640,11,13,364,853,1199,688,616,301,286,156,56,21,21,9,26,8,5,2,5
NL_0612,Spijkenisse,56181,15646,37,38,2083,1438,1830,4916,1222,931,1452,741,641,89,46,40,56,24,20,18,24
NL_0037,Stadskanaal,26099,8132,13,17,1387,536,2263,1324,311,283,565,206,1116,41,22,8,14,6,5,4,11
NL_0180,Staphorst,11143,5498,5,10,222,293,943,579,116,97,74,56,3071,10,5,2,3,5,2,2,3
NL_0532,Stede Broec,16027,5119,7,9,584,662,1026,1201,443,375,379,209,110,36,21,12,21,5,10,5,4
NL_0851,Steenbergen,18161,5354,11,10,508,740,1291,1363,365,232,337,199,208,39,13,11,5,9,8,2,3
NL_1708,Steenwijkerland,33302,12856,15,20,1782,1446,3480,1849,879,748,764,403,1247,65,49,28,26,24,15,5,11
NL_0971,Stein,20741,6918,14,11,1010,389,1987,2036,340,331,451,195,52,27,23,15,29,2,2,2,4
NL_0617,Strijen,6990,2728,5,4,274,330,604,560,193,160,129,106,331,9,5,4,2,2,6,3,2
NL_0009,Ten Boer,5537,2452,4,7,407,142,562,232,177,234,169,72,423,6,7,0,3,3,2,2,2
NL_0715,Terneuzen,41924,13448,21,17,1568,1269,2779,2862,1019,658,800,422,1765,74,61,29,42,23,19,14,6
NL_0093,Terschelling,3860,1809,2,3,298,315,303,276,162,187,132,55,38,13,7,5,7,3,3,3,3
NL_0448,Texel,10471,4821,11,16,618,608,1058,714,463,541,375,174,129,38,19,9,26,5,10,2,5
NL_1525,Teylingen,26290,11055,12,23,951,2034,2692,1795,1466,767,522,325,240,54,43,30,48,20,15,5,13
NL_0716,Tholen,18672,6877,18,1,559,533,1075,1127,199,297,355,213,2427,27,11,6,14,3,9,0,3
NL_0281,Tiel,30012,9115,15,20,1355,1196,1337,2026,918,746,674,295,346,49,33,18,32,9,13,4,29
NL_0855,Tilburg,152657,58434,135,313,6981,6677,10380,9913,7544,6108,6667,1903,521,294,321,118,263,112,78,19,87
NL_0183,Tubbergen,15460,4978,6,13,283,443,2850,721,224,158,131,55,42,21,9,5,7,7,5,5,5
NL_1700,Twenterand,25394,8672,12,17,764,545,3205,1172,326,278,374,198,1691,25,11,7,17,10,8,7,5
NL_1730,Tynaarlo,25013,10953,24,17,2043,1664,1578,1253,1481,1289,606,335,479,63,39,15,29,19,9,3,7
NL_0737,Tytsjerksteradiel,24532,9096,15,12,1502,689,3095,922,625,678,547,203,678,57,16,15,8,22,8,3,3
NL_0282,Ubbergen,7405,3065,3,8,379,302,756,352,368,435,259,121,24,12,16,2,5,15,2,0,7
NL_0856,Uden,30748,10369,19,25,883,1293,2924,1866,949,574,1360,240,64,42,44,13,27,14,15,2,15
NL_0450,Uitgeest,9462,3621,6,4,481,550,595,680,443,352,256,125,28,24,28,5,12,19,6,2,5
NL_0451,Uithoorn,20586,8584,9,16,933,1412,1421,1938,1012,659,511,327,178,42,34,34,32,7,7,7,5
NL_0184,Urk,11459,3950,12,14,9,26,1095,477,16,4,8,17,2260,3,5,2,2,0,0,0,0
NL_0344,Utrecht,226319,91321,156,396,11859,8628,8230,8724,20354,18976,6170,3122,2498,250,680,342,356,261,87,43,189
NL_1581,Utrechtse Heuvelrug,37443,18249,27,25,1657,2768,3336,2531,2629,1892,857,708,1491,70,78,47,62,39,11,8,13
NL_0981,Vaals,6587,2296,7,2,283,136,705,555,97,143,162,107,16,24,11,4,13,25,4,4,4
NL_0994,Valkenburg aan de Geul,13875,5062,11,12,393,475,1759,1113,384,291,317,174,45,16,19,10,24,5,4,7,3
NL_0858,Valkenswaard,24296,7724,16,23,861,1173,1918,1522,646,435,692,192,78,41,42,10,36,14,10,7,8
NL_0047,Veendam,22037,6394,5,11,1610,650,977,1083,479,401,538,222,324,25,20,12,13,6,8,3,7
NL_0345,Veenendaal,45486,19349,18,50,1441,1571,3676,3327,1039,910,678,329,6101,58,36,24,39,15,7,5,25
NL_0717,Veere,16922,7845,6,7,651,832,1919,859,552,459,265,303,1880,35,27,9,22,9,6,3,3
NL_0860,Veghel,27729,9124,14,16,794,1109,3060,1605,715,451,893,190,64,54,42,28,33,11,9,8,28
NL_0861,Veldhoven,33158,10787,15,25,1164,1488,2632,1969,1131,708,931,316,163,62,46,42,42,18,17,12,6
NL_0453,Velsen,51183,17667,20,62,2466,2032,2716,3737,2055,1502,1340,768,607,114,62,48,54,35,19,8,22
NL_0983,Venlo,68971,21835,28,61,1974,1952,5753,6764,1357,1393,1489,515,173,100,59,43,67,30,20,16,41
NL_0984,Venray,29458,9442,14,22,881,855,3471,1723,733,531,822,190,69,27,30,12,28,16,3,6,9
NL_0620,Vianen,14949,5636,5,14,691,619,1103,1149,548,388,406,184,440,19,20,16,15,6,8,4,4
NL_0622,Vlaardingen,54233,17968,42,24,2296,1592,2716,4433,1661,1187,1741,755,1161,106,57,35,68,30,15,28,21
NL_0048,Vlagtwedde,12921,4119,6,5,734,324,1029,825,220,228,305,205,171,20,9,8,12,4,6,2,6
NL_0096,Vlieland,840,406,0,2,67,84,41,49,58,40,29,19,5,6,3,2,0,2,0,0,0
NL_0718,Vlissingen,34513,10373,16,21,1410,1000,1676,2081,930,733,958,586,737,81,48,15,34,18,8,10,11
NL_0623,Vlist,7411,3422,1,4,299,400,864,507,255,163,127,64,688,22,12,5,6,3,2,0,0
NL_0986,Voerendaal,10223,3703,7,5,364,300,1283,716,309,208,283,131,41,18,12,7,12,4,2,2,0
NL_0626,Voorschoten,17110,8302,11,12,806,1443,1532,1147,1382,897,374,327,192,33,50,33,28,10,6,6,13
NL_0285,Voorst,18613,7363,13,13,997,969,2258,993,671,393,443,196,308,18,25,21,16,15,2,2,10
NL_0865,Vught,19154,7247,11,9,755,1218,1609,928,1014,714,571,185,49,40,49,20,40,15,14,2,4
NL_0866,Waalre,12473,5415,9,11,523,1051,1197,788,749,387,357,149,56,26,36,22,37,6,3,3,7
NL_0867,Waalwijk,35395,10564,19,21,966,1263,2600,2221,892,534,752,300,795,51,52,30,22,12,7,6,21
NL_0627,Waddinxveen,19307,8276,18,16,698,894,1733,1344,698,420,301,215,1787,52,24,17,32,11,4,4,8
NL_0289,Wageningen,25579,12818,24,40,1772,1031,1635,870,2577,2547,873,365,755,53,116,59,29,39,3,3,27
NL_0629,Wassenaar,17852,8999,15,14,498,2742,1494,1813,1185,351,252,314,139,27,49,27,52,18,7,7,7
NL_0852,Waterland,13269,6233,12,8,739,752,1091,1287,744,632,487,240,137,28,22,10,19,9,8,4,4
NL_0988,Weert,37291,12495,13,43,1065,1218,3980,3043,903,561,1043,308,110,69,37,28,37,9,11,10,7
NL_0457,Weesp,13576,5290,7,24,669,671,708,979,753,575,398,256,112,35,27,11,32,14,9,6,4
NL_0870,Werkendam,20032,7338,13,13,578,595,2033,1182,313,274,293,169,1789,27,19,7,25,3,3,3,3
NL_0459,Wervershoof,6512,2271,3,7,193,315,742,476,151,116,136,62,32,20,2,5,2,2,5,2,3
NL_0668,West Maas en Waal,14247,5072,14,11,463,588,1645,1052,408,287,377,126,32,18,12,16,6,13,2,0,2
NL_1701,Westerveld,15306,6818,7,14,1273,1167,1170,991,658,540,395,298,207,35,21,5,15,10,7,4,4
NL_0293,Westervoort,11682,3839,6,8,574,334,718,705,369,374,427,120,111,15,15,9,15,7,27,0,5
NL_1783,Westland,74646,27777,42,39,1592,3750,9126,6555,1863,1028,866,663,1806,137,87,59,81,11,35,18,19
NL_0098,Weststellingwerf,20266,7066,20,10,1304,817,1682,1191,465,476,494,262,216,61,17,13,7,10,8,6,7
NL_0614,Westvoorne,11046,4667,9,8,502,982,704,1240,443,192,214,185,101,35,14,13,13,3,4,3,2
NL_0189,Wierden,17781,7200,6,4,509,725,2890,978,362,210,253,110,1066,28,16,17,6,7,3,3,7
NL_0462,Wieringen,6804,2213,1,4,302,358,271,601,155,141,208,91,40,21,4,3,6,2,2,2,3
NL_0463,Wieringermeer,9497,3495,1,15,315,433,1025,739,201,144,219,114,221,22,18,7,7,6,3,3,4
NL_0296,Wijchen,30408,10344,13,29,1240,1073,2892,1648,1164,856,868,255,109,67,58,13,26,15,7,7,10
NL_1696,Wijdemeren,18054,7851,15,5,710,1671,1433,1472,935,532,390,295,240,50,19,18,38,13,9,3,3
NL_0352,Wijk bij Duurstede,17491,6873,11,9,699,911,1260,1174,807,641,540,291,418,22,15,19,24,16,8,4,4
NL_0052,Winschoten,14667,4298,5,11,999,445,641,746,278,306,439,160,220,17,8,7,5,3,5,0,3
NL_0053,Winsum,10642,4925,7,14,964,390,1100,333,406,558,332,179,576,18,8,4,16,8,4,4,7
NL_0294,Winterswijk,22169,7697,6,10,1405,1180,1748,986,642,514,751,162,184,37,19,19,8,15,4,4,3
NL_0873,Woensdrecht,16630,4952,3,5,469,711,1134,1230,451,247,288,235,50,57,15,16,11,10,12,2,6
NL_0632,Woerden,36398,15553,10,28,1372,1809,3866,2189,1806,1201,700,390,1866,73,84,40,58,28,10,4,19
NL_0880,Wormerland,12100,4358,14,6,632,532,595,768,488,489,451,209,105,28,12,6,10,5,5,0,3
NL_0351,Woudenberg,8677,4233,5,13,275,399,899,547,314,145,160,86,1337,17,14,5,10,4,4,4,4
NL_0874,Woudrichem,10924,4038,5,7,284,359,1210,547,236,175,199,110,865,11,8,3,11,4,3,0,3
NL_0710,Wunseradiel,8918,3589,4,7,500,348,1390,388,226,219,243,98,92,38,9,7,5,7,4,0,4
NL_0683,Wymbritseradiel,12009,4683,5,8,580,416,1854,502,379,287,258,90,237,27,13,4,15,3,2,0,3
NL_0479,Zaanstad,107752,35039,80,66,5862,3461,3848,7637,3553,3548,3393,1846,975,197,135,65,136,80,50,29,78
NL_0297,Zaltbommel,19127,7140,17,13,714,654,1223,982,618,500,309,171,1815,23,35,21,21,8,8,5,3
NL_0473,Zandvoort,13193,5048,12,8,499,964,518,1438,553,278,280,318,44,30,29,21,26,17,8,2,3
NL_0707,Zederik,9977,4860,6,2,480,388,1477,579,196,130,132,74,1353,12,7,8,8,5,5,5,5
NL_0478,Zeevang,4731,2118,8,4,258,392,250,465,237,177,123,119,36,7,9,7,10,4,6,3,3
NL_0050,Zeewolde,14496,6320,38,10,469,1021,1247,1152,575,327,301,210,874,20,21,17,13,4,7,8,6
NL_0355,Zeist,45387,20427,18,39,2187,2948,3023,2951,3037,2328,1213,811,1454,74,93,76,69,61,12,8,25
NL_0299,Zevenaar,24938,8754,10,10,1231,920,2299,1492,877,618,755,263,113,49,18,18,36,17,13,6,9
NL_1666,Zevenhuizen-Moerkapelle,7878,3581,9,5,265,455,628,558,267,100,133,82,1025,19,13,2,13,2,2,2,3
NL_0476,Zijpe,8820,4106,12,36,513,687,838,764,386,264,310,152,49,37,12,9,17,11,6,0,3
NL_0637,Zoetermeer,92041,32200,56,75,3808,3800,4385,7181,4205,2369,2481,1395,1785,139,143,80,131,44,36,11,76
NL_0638,Zoeterwoude,6259,2598,5,6,246,278,825,362,305,227,152,89,57,19,7,3,7,2,3,2,4
NL_0056,Zuidhorn,13655,6762,11,11,911,489,1694,493,489,642,356,158,1429,25,19,9,9,4,5,2,6
NL_0879,Zundert,15889,4598,9,12,385,655,1548,914,391,195,243,120,32,43,16,11,8,5,5,3,3
NL_0301,Zutphen,35618,14326,26,38,2252,1358,1891,1507,2107,1991,1599,760,515,53,69,35,41,44,8,10,22
NL_1896,Zwartewaterland,15621,6445,8,4,485,348,1575,591,151,145,216,69,2806,14,4,3,9,4,3,5,5
NL_0642,Zwijndrecht,34250,11976,25,15,1257,1320,2315,2555,867,557,682,385,1813,55,33,17,32,9,11,6,22
NL_0193,Zwolle,90558,34889,55,64,4826,3100,5832,3510,3993,4134,2690,1122,4702,111,172,54,114,98,18,13,281
