gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,MEP,PCTP/MRPP,PPM,POUS,PH,E,MPT,PLD
PT_040522,Murçós,305,98,1,6,46,28,8,0,4,0,1,0,0,2,0,2,0
PT_040523,Olmos,309,94,3,3,48,22,6,2,7,2,1,0,0,0,0,0,0
PT_040524,Peredo,331,123,4,2,54,36,12,5,5,2,0,0,1,1,0,1,0
PT_040525,Podence,455,116,3,2,54,23,24,7,2,0,0,1,0,0,0,0,0
PT_040526,Salselas,584,176,2,3,89,44,18,9,3,1,2,2,0,0,0,3,0
PT_040527,Santa Combinha,112,30,0,1,13,12,1,2,1,0,0,0,0,0,0,0,0
PT_040528,Sezulfe,373,92,2,4,55,15,11,4,0,0,1,0,0,0,0,0,0
PT_040529,Soutelo Mourisco,152,29,4,2,13,10,0,0,0,0,0,0,0,0,0,0,0
PT_040530,Talhas,621,172,5,0,70,56,22,7,7,1,3,0,0,0,1,0,0
PT_040531,Talhinhas,336,101,1,0,53,35,6,2,3,0,1,0,0,0,0,0,0
PT_040532,Vale Benfeito,277,88,10,2,56,8,7,1,1,0,0,1,0,0,1,0,1
PT_040533,Vale Da Porca,415,128,3,3,54,28,15,10,6,3,5,0,0,0,0,1,0
PT_040534,Vale De Prados,469,99,1,6,48,28,7,4,2,0,1,0,0,1,1,0,0
PT_040535,Vilar Do Monte,170,55,0,1,20,19,6,2,6,0,0,0,0,0,0,1,0
PT_040536,Vilarinho De Agrochão,295,66,1,2,38,10,9,3,0,0,0,0,0,0,1,1,1
PT_040537,Vilarinho Do Monte,108,42,1,1,23,10,3,0,1,1,0,2,0,0,0,0,0
PT_040538,Vinhas,418,111,2,1,50,27,11,5,8,2,1,1,1,0,1,1,0
PT_040617,Águas Vivas,298,85,4,0,53,14,5,5,1,0,2,0,0,0,0,0,1
PT_040601,Atenor,213,44,0,1,23,13,3,3,0,1,0,0,0,0,0,0,0
PT_040602,Cicouro,147,52,1,1,15,19,8,5,1,0,0,0,0,0,1,1,0
PT_040603,Constantim,171,83,0,0,50,20,2,3,5,0,1,0,0,1,0,1,0
PT_040604,Duas Igrejas,840,195,7,15,96,47,16,6,3,0,0,0,1,1,0,1,2
PT_040605,Genísio,308,76,0,2,31,27,8,4,2,0,0,0,0,0,0,1,1
PT_040606,Ifanes,212,87,2,0,49,25,7,1,1,0,1,0,0,0,1,0,0
PT_040607,Malhadas,481,153,8,4,55,58,10,10,3,0,1,2,0,0,0,1,1
PT_040608,Miranda Do Douro,1850,586,4,26,263,169,35,50,15,3,3,1,1,1,1,1,13
PT_040609,Palaçoulo,565,157,2,11,98,27,7,3,2,2,1,1,0,1,1,0,1
PT_040610,Paradela,197,66,1,3,33,22,1,2,2,0,0,0,0,0,0,2,0
PT_040611,Picote,369,110,2,9,26,54,10,4,1,1,1,0,1,0,1,0,0
PT_040612,Póvoa,271,97,5,6,52,14,8,3,2,2,3,0,0,0,1,1,0
PT_040613,São Martinho De Angueira,491,123,2,3,63,29,6,10,3,1,1,2,0,0,1,2,0
PT_040614,Sendim,1495,419,22,21,175,150,20,18,2,1,3,3,1,0,0,0,3
PT_040615,Silva,408,94,3,2,64,14,3,3,5,0,0,0,0,0,0,0,0
PT_040616,Vila Chã De Braciosa,454,108,1,8,48,31,7,6,7,0,0,0,0,0,0,0,0
PT_040701,Abambres,419,126,4,2,79,11,10,5,10,1,2,1,0,1,0,0,0
PT_040702,Abreiro,375,152,6,9,88,14,13,7,8,3,3,0,0,0,0,1,0
PT_040703,Aguieiras,488,133,1,4,87,4,27,7,1,0,0,1,0,1,0,0,0
PT_040704,Alvites,387,97,1,0,56,9,17,1,6,3,1,0,0,0,3,0,0
PT_040705,Avantos,209,63,0,0,36,13,6,1,7,0,0,0,0,0,0,0,0
PT_040706,Avidagos,346,135,2,3,74,21,10,8,7,2,4,2,0,0,0,1,1
PT_040707,Barcel,212,88,1,1,48,23,4,5,5,1,0,0,0,0,0,0,0
PT_040708,Bouça,433,157,5,1,79,24,40,2,2,1,0,1,0,0,1,1,0
PT_040709,Cabanelas,433,156,1,0,98,20,23,3,6,0,1,4,0,0,0,0,0
PT_040710,Caravelas,329,91,5,2,47,11,18,3,4,0,0,0,0,0,0,1,0
PT_040711,Carvalhais,1482,448,18,11,158,105,28,51,59,3,6,3,2,1,0,2,1
PT_040712,Cedães,591,182,6,3,91,33,20,8,14,0,1,1,0,0,0,3,2
PT_040713,Cobro,267,75,2,2,50,4,8,1,4,2,1,0,0,1,0,0,0
PT_040714,Fradizela,363,145,1,1,82,18,26,9,4,1,0,1,0,0,1,1,0
PT_040715,Franco,335,112,2,3,59,28,9,4,3,1,1,0,0,1,0,1,0
PT_040716,Frechas,1213,438,12,15,165,117,64,21,30,5,3,2,0,2,0,2,0
PT_040717,Freixeda,135,64,0,0,42,8,11,3,0,0,0,0,0,0,0,0,0
PT_040718,Lamas De Orelhão,597,235,6,2,167,8,37,5,4,2,2,0,0,0,0,2,0
PT_040719,Marmelos,194,68,2,1,45,5,9,1,4,0,0,0,0,0,0,0,1
PT_040720,Mascarenhas,770,279,8,6,121,48,43,27,15,0,3,1,0,1,4,2,0
PT_040721,Mirandela,9605,3137,67,106,1234,640,409,337,219,25,29,11,1,15,6,18,20
PT_040722,Múrias,458,162,2,0,74,39,45,0,0,1,0,1,0,0,0,0,0
PT_040723,Navalho,111,62,0,0,34,16,1,4,6,0,0,0,0,0,0,0,1
PT_040724,Passos,558,209,4,3,107,27,41,10,9,1,3,2,0,1,0,1,0
PT_040725,Pereira,283,97,0,0,57,10,9,12,2,4,1,1,0,0,1,0,0
PT_040726,Romeu,359,148,2,0,104,15,17,6,2,0,2,0,0,0,0,0,0
PT_040727,São Pedro Velho,460,136,1,1,89,10,25,5,3,1,1,0,0,0,0,0,0
PT_040728,São Salvador,282,114,3,0,45,47,9,3,2,2,1,1,0,1,0,0,0
PT_040729,Sucçães,846,255,2,6,145,40,23,17,15,1,3,1,0,0,0,1,1
PT_040730,Torre de Dona Chama,1383,398,4,6,206,72,76,20,7,3,1,0,1,1,0,1,0
PT_040731,Vale De Asnes,440,120,6,1,76,2,20,4,4,1,5,0,0,0,1,0,0
PT_040732,Vale De Gouvinhas,495,157,2,1,83,21,35,7,4,0,2,0,0,0,1,0,1
PT_040733,Vale De Salgueiro,528,231,6,6,144,28,31,1,13,2,0,0,0,0,0,0,0
PT_040734,Vale De Telhas,372,158,2,2,87,41,13,5,4,2,0,0,0,0,1,1,0
PT_040735,Valverde,192,48,2,0,23,8,5,6,1,0,2,0,0,1,0,0,0
PT_040736,Vila Boa,173,71,3,0,33,4,27,2,2,0,0,0,0,0,0,0,0
PT_040737,Vila Verde,109,61,0,0,45,8,4,0,3,0,0,0,0,1,0,0,0
PT_040801,Azinhoso,451,138,3,6,75,29,14,6,1,1,0,1,0,1,0,1,0
PT_040802,Bemposta,840,193,4,12,96,55,8,10,4,2,1,0,0,0,1,0,0
PT_040803,Bruçó,295,129,7,9,38,46,10,8,2,0,2,1,0,3,2,0,1
PT_040804,Brunhoso,380,121,2,3,101,3,3,6,2,1,0,0,0,0,0,0,0
PT_040805,Brunhozinho,175,52,2,1,26,12,3,2,2,0,2,0,1,0,0,1,0
PT_040806,Castanheira,116,53,0,0,34,4,9,3,2,1,0,0,0,0,0,0,0
PT_040807,Castelo Branco,676,230,3,3,100,71,24,16,5,1,2,2,0,0,1,1,1
PT_040808,Castro Vicente,491,121,0,1,84,14,17,3,0,0,1,0,1,0,0,0,0
PT_040809,Meirinhos,379,133,0,5,50,60,12,2,1,0,0,1,0,0,1,1,0
PT_040810,Mogadouro,3183,681,17,22,284,148,90,72,29,6,2,3,2,0,1,3,2
PT_040811,Paradela,210,84,1,5,47,13,13,3,1,0,0,0,0,1,0,0,0
PT_040812,Penas Roias,556,123,4,2,60,26,10,12,3,2,0,0,0,0,1,0,3
PT_040813,Peredo Da Bemposta,298,126,5,4,75,23,10,4,2,0,0,1,0,0,0,2,0
PT_040814,Remondes,418,96,1,2,56,22,4,4,3,2,0,1,0,0,0,0,1
PT_040815,Saldanha,248,106,1,2,94,3,5,1,0,0,0,0,0,0,0,0,0
PT_040816,Sanhoane,187,63,1,3,24,13,13,2,3,3,1,0,0,0,0,0,0
PT_040817,São Martinho Do Peso,586,143,4,3,65,46,7,13,3,0,0,1,0,0,0,1,0
PT_040818,Soutelo,209,95,2,9,64,4,7,4,2,1,2,0,0,0,0,0,0
PT_040819,Tó,230,93,4,2,64,11,6,2,2,0,2,0,0,0,0,0,0
PT_040820,Travanca,258,86,1,6,50,20,2,5,0,0,0,0,0,0,0,2,0
PT_040821,Urrós,470,147,7,3,94,25,9,3,4,1,0,1,0,0,0,0,0
PT_040822,Vale Da Madre,219,72,1,6,36,10,10,4,2,0,1,0,1,1,0,0,0
PT_040823,Vale De Porco,188,57,0,1,21,16,14,1,3,0,0,0,0,1,0,0,0
PT_040824,Valverde,250,96,0,1,52,20,9,7,3,0,2,0,1,0,0,1,0
PT_040825,Ventozelo,260,87,5,0,34,14,29,0,2,0,0,0,0,0,0,2,1
PT_040826,Vila De Ala,377,144,1,6,104,13,14,1,2,1,0,0,0,0,0,2,0
PT_040827,Vilar De Rei,92,45,2,3,23,3,12,1,0,1,0,0,0,0,0,0,0
PT_040828,Vilarinho Dos Galegos,308,106,7,3,43,41,7,0,2,1,0,0,0,0,0,2,0
PT_040901,Açoreira,519,175,6,8,44,80,14,7,9,0,2,3,0,0,0,2,0
PT_040902,Adeganha,559,158,2,1,82,36,16,4,7,3,2,1,0,0,1,1,2
PT_040903,Cabeça Boa,490,141,1,6,64,40,16,3,8,1,0,0,0,0,0,2,0
PT_040904,Cardanha,356,132,3,1,59,46,15,0,1,5,0,0,0,0,1,0,1
PT_040905,Carviçais,976,300,1,8,134,91,28,16,13,1,0,1,2,1,2,2,0
PT_040906,Castedo,291,116,2,3,51,45,2,5,4,1,1,0,0,0,0,2,0
PT_040907,Felgar,1099,354,7,13,132,118,31,20,21,3,5,0,1,1,1,0,1
PT_040908,Felgueiras,391,149,4,2,52,60,14,10,2,2,2,0,0,1,0,0,0
PT_040909,Horta Da Vilariça,486,146,3,7,63,44,13,8,4,0,1,0,0,0,0,1,2
PT_040910,Larinho,561,153,3,4,72,47,11,4,3,4,3,0,1,0,0,1,0
PT_040911,Lousa,628,161,1,3,94,33,11,6,9,0,0,1,0,0,0,1,2
PT_040912,Maçores,281,89,2,3,32,44,1,2,4,0,0,0,0,0,1,0,0
PT_040913,Mós,286,127,2,3,53,49,7,5,1,2,1,1,0,2,0,1,0
PT_040914,Peredo Dos Castelhanos,220,92,2,3,32,38,4,4,3,2,1,1,0,1,0,1,0
PT_040915,Souto Da Velha,213,67,1,0,28,28,5,0,2,1,0,1,0,0,0,1,0
PT_040916,Torre De Moncorvo,2824,969,18,34,399,262,109,73,45,8,5,2,1,2,3,4,4
PT_040917,Urros,349,105,0,2,49,33,7,7,0,0,4,0,1,0,0,2,0
PT_041001,Assares,202,65,5,3,13,16,8,5,12,0,1,1,0,1,0,0,0
PT_041002,Benlhevai,241,85,1,6,24,25,5,12,6,3,1,1,0,0,0,1,0
PT_041003,Candoso,243,82,1,2,46,12,6,7,2,0,4,1,0,1,0,0,0
PT_041004,Carvalho De Egas,166,80,2,4,39,19,5,7,2,0,1,1,0,0,0,0,0
PT_041005,Freixiel,891,290,8,11,114,90,22,13,14,5,2,2,0,2,2,3,2
PT_041006,Lodões,179,48,3,3,15,18,1,1,5,0,1,0,0,0,0,1,0
PT_041007,Mourão,197,84,2,1,45,17,13,1,2,0,1,0,1,0,0,1,0
PT_041008,Nabo,289,109,1,2,57,40,3,0,2,1,0,3,0,0,0,0,0
PT_041009,Roios,219,88,0,1,44,21,7,7,5,0,1,0,0,1,0,1,0
PT_041010,Samões,428,137,1,1,55,41,20,9,9,0,1,0,0,0,0,0,0
PT_041011,Sampaio,220,78,2,0,45,14,12,3,2,0,0,0,0,0,0,0,0
PT_041012,Santa Comba De Vilariça,487,185,3,9,36,73,9,26,18,1,6,2,0,2,0,0,0
PT_041013,Seixo De Manhoses,607,218,2,1,93,24,53,14,26,1,1,1,0,0,1,1,0
PT_041014,Trindade,197,77,0,5,38,15,14,1,1,1,1,1,0,0,0,0,0
PT_041015,Vale Frechoso,239,101,3,2,42,33,4,7,2,1,4,0,1,0,0,1,1
PT_041016,Valtorno,428,151,2,0,77,32,21,13,3,1,1,0,1,0,0,0,0
PT_041017,Vila Flor,2203,631,13,21,234,192,51,59,45,2,5,2,2,2,2,0,1
PT_041018,Vilarinho Das Azenhas,199,71,0,1,29,21,10,1,5,0,2,0,0,1,0,1,0
PT_041019,Vilas Boas,790,289,3,5,144,52,52,13,11,1,4,0,1,1,0,1,1
PT_041101,Algoso,471,140,1,1,116,12,9,0,0,0,0,0,0,0,0,0,1
PT_041102,Angueira,241,71,1,2,25,27,3,4,6,0,2,0,0,0,1,0,0
PT_041103,Argozelo,1164,248,3,6,110,103,10,3,7,1,2,0,0,1,0,1,1
PT_041104,Avelanoso,237,62,1,1,29,24,0,3,2,1,0,0,0,0,1,0,0
PT_041105,Caçarelhos,298,131,3,4,94,13,10,4,0,2,0,0,0,0,1,0,0
PT_041106,Campo De Víboras,266,85,1,1,58,14,4,2,0,0,3,0,0,0,1,1,0
PT_041107,Carção,691,180,9,2,111,47,2,3,0,0,2,2,0,0,0,1,1
PT_041108,Matela,479,120,2,1,85,24,1,1,3,0,1,0,0,0,0,1,1
PT_041109,Pinelo,338,103,1,2,73,24,1,1,1,0,0,0,0,0,0,0,0
PT_041110,Santulhão,736,154,3,3,99,32,2,9,3,1,0,0,1,0,1,0,0
PT_041111,Uva,271,55,1,2,25,21,4,1,0,0,1,0,0,0,0,0,0
PT_041112,Vale De Frades,397,100,3,0,79,10,3,1,2,0,0,1,0,0,0,1,0
PT_041113,Vilar Seco,253,74,2,2,44,14,4,1,2,0,1,0,0,2,0,0,2
PT_041114,Vimioso,1255,316,5,9,144,99,15,25,9,1,6,0,0,0,0,3,0
PT_041201,Agrochão,413,128,3,3,50,41,9,5,10,1,1,1,0,2,0,1,1
PT_041202,Alvaredos,107,57,0,0,38,15,2,1,1,0,0,0,0,0,0,0,0
PT_041203,Candedo,488,109,3,2,52,32,7,1,12,0,0,0,0,0,0,0,0
PT_041204,Celas,465,60,0,2,24,23,6,2,0,0,1,0,1,0,0,0,1
PT_041205,Curopos,388,78,3,0,33,20,10,8,3,0,1,0,0,0,0,0,0
PT_041206,Edral,336,60,2,1,8,44,1,0,2,1,0,0,0,0,0,0,1
PT_041207,Edrosa,244,54,0,1,32,14,3,2,1,0,0,1,0,0,0,0,0
PT_041208,Ervedosa,642,156,4,4,54,69,13,5,3,1,1,0,0,1,0,1,0
PT_041209,Fresulfe,109,41,0,1,14,22,0,1,2,0,0,0,0,0,0,0,1
PT_041210,Mofreita,62,26,0,2,7,14,2,0,1,0,0,0,0,0,0,0,0
PT_041211,Moimenta,197,81,1,6,19,46,3,1,2,0,1,1,1,0,0,0,0
PT_041212,Montouto,195,34,0,0,6,26,1,0,0,0,1,0,0,0,0,0,0
PT_041213,Nunes,204,81,0,1,22,18,27,3,7,1,1,0,0,0,0,1,0
PT_041214,Ousilhão,183,50,0,6,19,7,8,4,4,1,0,1,0,0,0,0,0
PT_041215,Paçó,297,61,2,4,25,18,3,4,1,0,1,1,0,0,0,2,0
PT_041216,Penhas Juntas,392,77,1,1,41,12,14,3,2,2,0,0,1,0,0,0,0
PT_041217,Pinheiro Novo,157,46,1,0,6,37,0,0,1,0,0,0,0,0,0,1,0
PT_041218,Quirás,347,48,1,0,22,13,3,5,0,1,3,0,0,0,0,0,0
PT_041219,Rebordelo,807,251,5,0,116,101,12,6,6,1,1,0,0,1,0,2,0
PT_041220,Santa Cruz,87,38,0,0,14,7,16,0,0,0,1,0,0,0,0,0,0
PT_041221,Santalha,434,106,0,0,56,32,13,1,2,0,0,0,0,1,0,0,1
PT_041222,São Jomil,79,30,2,1,8,11,6,0,0,0,0,0,0,1,0,0,1
PT_041223,Sobreiro De Baixo,466,113,3,1,41,40,14,6,6,0,0,0,1,0,0,1,0
PT_041224,Soeira,165,68,1,7,18,28,5,2,1,0,0,2,2,0,0,2,0
PT_041225,Travanca,128,55,0,6,12,31,2,1,1,1,0,0,0,0,0,1,0
PT_041226,Tuizelo,577,90,0,0,35,15,12,8,4,14,1,1,0,0,0,0,0
PT_041227,Vale Das Fontes,508,174,1,3,95,42,14,8,6,2,0,0,1,0,0,1,1
PT_041228,Vale De Janeiro,203,81,1,3,32,33,3,2,0,1,1,1,0,1,0,3,0
PT_041229,Vila Boa De Ousilhão,242,68,2,0,13,28,10,7,4,0,1,0,0,1,0,2,0
PT_041231,Vilar De Lomba,286,63,2,3,23,30,2,0,2,0,1,0,0,0,0,0,0
PT_041232,Vilar De Ossos,347,94,1,1,46,18,13,8,1,1,3,1,0,0,0,1,0
PT_041233,Vilar De Peregrinos,250,73,0,2,37,18,2,5,2,0,1,2,2,0,1,1,0
PT_041234,Vilar Seco De Lomba,377,88,1,1,29,44,6,3,4,0,0,0,0,0,0,0,0
PT_041230,Vila Verde,270,76,4,2,27,22,7,7,4,1,0,0,2,0,0,0,0
PT_041235,Vinhais,2271,690,23,12,253,236,46,63,25,9,3,3,4,1,1,9,2
PT_050101,Belmonte,2711,858,23,34,247,244,51,103,107,8,17,3,2,6,1,6,6
PT_050102,Caria,2084,654,21,28,214,179,41,75,59,7,9,4,5,4,4,3,1
PT_050103,Colmeal Da Torre,822,260,7,18,97,81,11,25,9,4,3,1,2,1,0,0,1
PT_050104,Inguias,732,207,2,11,66,74,16,18,14,1,0,1,0,0,2,1,1
PT_050105,Maçainhas,375,151,7,9,45,55,8,7,12,1,1,0,0,1,1,3,1
PT_050201,Alcains,4506,1590,30,86,374,634,76,199,89,21,29,8,1,9,8,8,18
PT_050202,Almaceda,1002,303,3,7,126,94,17,18,22,2,6,3,0,0,1,1,3
PT_050203,Benquerenças,699,306,7,11,68,122,15,34,18,3,4,3,1,2,0,8,10
PT_050204,Cafede,280,129,2,7,21,59,8,11,12,3,1,0,0,0,0,2,3
PT_050205,Castelo Branco,27577,10626,232,519,3320,2563,955,1628,733,108,103,59,9,41,54,75,227
PT_050206,Cebolais De Cima,1228,602,11,45,108,221,43,73,64,9,13,3,0,1,1,3,7
PT_050207,Escalos De Baixo,911,289,6,10,47,137,15,45,13,2,5,2,0,1,1,2,3
PT_050208,Escalos De Cima,1104,398,21,30,75,159,23,46,21,6,6,2,0,0,0,0,9
PT_050209,Freixial Do Campo,521,259,8,18,62,99,10,29,11,3,7,0,1,3,2,5,1
PT_050210,Juncal Do Campo,475,226,18,14,48,94,10,15,11,0,2,2,1,1,1,3,6
PT_050211,Lardosa,981,401,7,15,90,145,31,42,32,7,10,4,0,3,0,6,9
PT_050212,Louriçal Do Campo,778,236,4,12,92,72,9,19,11,4,3,5,0,0,4,1,0
PT_050213,Lousa,778,336,4,24,79,131,19,30,19,2,9,4,1,3,2,4,5
PT_050214,Malpica Do Tejo,690,292,6,6,46,141,6,20,46,1,8,1,2,1,0,4,4
PT_050215,Mata,583,234,2,5,62,85,28,30,3,3,4,3,1,0,3,2,3
PT_050216,Monforte Da Beira,426,174,4,6,55,89,2,6,7,0,1,1,1,0,0,2,0
PT_050217,Ninho Do Açor,532,208,7,9,39,99,14,17,10,1,4,4,0,2,2,0,0
PT_050218,Póvoa De Rio De Moinhos,743,303,15,18,89,88,32,27,11,4,5,1,1,3,2,3,4
PT_050219,Retaxo,899,395,9,16,67,165,25,47,42,3,6,2,1,0,2,3,7
PT_050220,Salgueiro Do Campo,950,452,11,13,143,157,30,48,19,3,7,2,0,3,2,4,10
PT_050221,Santo André Das Tojeiras,1122,433,9,14,196,140,35,19,8,3,1,1,2,1,1,2,1
PT_050222,São Vicente Da Beira,1654,656,27,18,267,216,36,41,20,6,8,4,3,2,1,2,5
PT_050223,Sarzedas,1840,776,24,22,349,269,37,31,14,4,9,4,1,2,2,5,3
PT_050224,Sobral Do Campo,541,179,8,8,41,82,19,2,6,1,1,1,0,4,0,3,3
PT_050225,Tinalhas,697,250,9,14,66,96,22,11,12,3,5,7,1,1,1,0,2
PT_050302,Aldeia De São Francisco De Assis,719,211,1,4,76,60,8,11,39,5,2,1,0,0,1,2,1
PT_050303,Aldeia Do Souto,296,108,4,11,18,43,16,5,5,0,4,0,1,0,1,0,0
PT_050304,Barco,796,259,12,15,81,81,27,18,11,1,5,0,2,3,0,2,1
PT_050305,Boidobra,2366,853,18,55,127,294,50,109,171,5,7,1,1,2,4,2,7
PT_050331,Canhoso,1681,666,22,39,115,261,34,104,57,6,16,2,2,4,0,3,1
PT_050330,Cantar-Galo,2535,775,15,23,88,352,39,86,138,7,17,0,1,4,1,3,1
PT_050306,Casegas,783,201,6,11,57,62,16,15,20,3,3,1,2,1,2,0,2
PT_050308,Cortes Do Meio,1011,352,9,14,76,135,40,23,38,1,4,0,1,3,2,3,3
PT_050329,Coutada,601,196,11,5,56,69,17,25,9,0,1,1,0,0,0,1,1
PT_050307,Covilhã (Conceição),7146,2932,51,149,665,1002,183,389,340,44,35,13,6,8,11,12,24
PT_050317,Covilhã (Santa Maria),2656,983,12,46,265,309,83,131,100,8,17,1,1,2,1,4,3
PT_050319,Covilhã (São Martinho),4325,1659,35,102,343,628,100,217,169,21,19,3,2,5,1,8,6
PT_050320,Covilhã (São Pedro),2230,938,12,45,329,272,76,119,55,19,2,1,0,1,2,2,3
PT_050309,Dominguizo,1100,435,10,25,140,122,21,52,41,6,6,1,2,7,1,1,0
PT_050310,Erada,939,407,11,22,71,167,37,45,19,3,5,7,0,6,0,8,6
PT_050311,Ferro,1632,456,19,24,100,150,34,43,55,8,10,4,1,3,0,3,2
PT_050312,Orjais,876,268,8,9,56,107,21,26,21,9,5,1,0,2,0,1,2
PT_050313,Ourondo,511,178,6,4,63,39,9,14,31,4,4,0,3,0,0,1,0
PT_050314,Paul,1666,555,14,22,154,149,46,57,87,9,3,3,0,2,6,2,1
PT_050315,Peraboa,1080,315,17,16,115,87,28,17,16,3,4,0,1,0,2,6,3
PT_050316,Peso,804,288,7,18,91,85,24,29,19,2,3,2,0,3,1,2,2
PT_050318,São Jorge Da Beira,1037,304,6,10,92,131,12,18,26,3,2,0,0,2,0,2,0
PT_050321,Sarzedo,227,85,3,3,13,53,6,5,0,1,0,0,0,0,0,0,1
PT_050322,Sobral De São Miguel,672,212,5,8,80,54,24,27,9,1,0,1,0,0,1,2,0
PT_050323,Teixoso,4181,1383,27,65,263,609,76,177,117,9,22,1,1,5,1,4,6
PT_050324,Tortosendo,5002,2264,41,105,412,475,122,325,636,28,61,16,6,7,9,11,10
PT_050325,Unhais Da Serra,1399,606,27,18,104,210,35,89,93,5,10,2,1,0,1,6,5
PT_050326,Vale Formoso,592,156,5,8,31,63,21,9,11,2,1,0,0,1,0,2,2
PT_050328,Vales Do Rio,838,371,10,21,98,126,26,31,41,1,4,1,1,2,2,4,3
PT_050327,Verdelhos,844,131,2,9,51,34,8,12,11,0,1,2,0,0,0,1,0
PT_050301,Vila Do Carvalho,2001,637,13,20,91,284,23,73,99,7,13,5,1,2,2,2,2
PT_050401,Alcaide,724,245,5,14,66,72,18,24,23,7,5,2,0,3,2,3,1
PT_050402,Alcaria,1182,394,10,22,132,142,16,32,18,4,5,2,0,4,0,2,5
PT_050403,Alcongosta,570,191,2,6,54,73,12,13,21,2,2,3,0,1,1,1,0
PT_050404,Aldeia De Joanes,890,362,8,22,107,85,28,61,33,4,9,1,0,0,0,1,3
PT_050405,Aldeia Nova Do Cabo,671,201,8,13,35,68,17,18,26,3,5,3,0,0,0,3,2
PT_050406,Alpedrinha,1101,312,6,5,111,103,29,31,9,2,2,3,1,2,1,2,5
PT_050407,Atalaia Do Campo,690,270,8,4,102,75,31,28,10,2,0,1,2,1,1,2,3
PT_050408,Barroca,777,248,2,9,84,93,25,15,5,2,5,2,0,3,1,1,1
PT_050409,Bogas De Baixo,384,134,2,0,80,39,5,2,1,2,0,0,0,1,1,0,1
PT_050410,Bogas De Cima,651,150,2,4,79,43,7,7,3,2,0,0,0,1,0,2,0
PT_050411,Capinha,664,204,3,3,81,54,14,10,25,3,4,2,1,0,1,2,1
PT_050412,Castelejo,890,343,16,20,130,90,20,34,15,5,8,0,1,1,1,0,2
PT_050413,Castelo Novo,358,133,4,4,46,39,13,11,7,2,3,0,0,1,0,3,0
PT_050414,Donas,789,271,10,14,42,116,10,43,26,2,3,0,0,0,0,3,2
PT_050431,Enxames,622,127,4,4,27,48,4,15,14,0,5,0,1,1,0,1,3
PT_050415,Escarigo,405,143,7,2,63,45,8,6,8,0,2,1,0,0,0,0,1
PT_050416,Fatela,593,142,2,7,28,44,7,31,12,3,3,1,0,2,1,0,1
PT_050417,Fundão,7921,2845,64,154,909,715,218,394,232,35,46,11,4,11,6,18,28
PT_050418,Janeiro De Cima,428,133,1,4,60,46,10,5,4,1,1,0,0,0,0,0,1
PT_050419,Lavacolhos,285,127,3,12,24,60,7,8,8,0,1,1,2,1,0,0,0
PT_050430,Mata Da Rainha,294,103,5,4,46,34,6,0,2,2,1,0,0,0,0,3,0
PT_050420,Orca,821,317,6,7,113,120,23,20,17,4,2,0,0,1,1,2,1
PT_050421,Pêro Viseu,801,225,8,13,71,66,13,23,14,2,6,1,0,2,1,1,4
PT_050422,Póvoa De Atalaia,775,242,2,10,91,86,6,29,7,2,3,2,0,0,0,1,3
PT_050423,Salgueiro,888,208,9,15,54,79,19,9,9,0,5,0,2,0,3,3,1
PT_050424,Silvares,1235,363,5,26,101,150,14,19,29,2,9,2,0,2,0,1,3
PT_050425,Soalheira,1047,349,5,13,161,83,31,29,10,5,1,2,0,1,1,4,3
PT_050426,Souto Da Casa,1006,313,13,17,128,77,10,34,15,3,4,1,2,3,2,1,3
PT_050427,Telhado,701,256,7,13,73,111,11,24,8,5,3,1,0,0,0,0,0
PT_050428,Vale De Prazeres,1498,321,4,5,98,124,20,24,20,4,6,6,1,2,1,5,1
PT_050429,Valverde,1279,392,9,16,78,160,22,54,26,2,12,4,0,1,0,4,4
PT_050501,Alcafozes,235,129,1,1,56,57,5,3,1,2,2,0,0,0,0,1,0
PT_050502,Aldeia De Santa Margarida,349,156,5,4,32,85,12,8,5,0,2,0,1,2,0,0,0
PT_050503,Idanha-a-Nova,2068,903,14,42,282,359,50,63,59,4,9,1,2,1,6,3,8
PT_050504,Idanha-a-Velha,87,45,0,0,19,20,0,0,5,0,0,0,0,0,1,0,0
PT_050505,Ladoeiro,1428,505,13,16,144,211,38,23,31,4,12,3,2,1,1,0,6
PT_050506,Medelim,288,123,2,7,51,40,2,7,7,0,1,1,0,0,0,2,3
PT_050507,Monfortinho,644,270,5,15,115,91,21,6,4,1,2,4,0,1,2,1,2
PT_050508,Monsanto,908,292,10,3,72,130,16,17,26,1,7,2,0,2,1,0,5
PT_050509,Oledo,447,173,3,3,47,66,15,6,21,1,2,2,0,2,1,1,3
PT_050510,Penha Garcia,931,345,12,8,107,149,30,13,8,2,4,0,2,5,2,1,2
PT_050511,Proença-a-Velha,280,116,4,6,34,45,7,9,3,2,0,1,0,0,2,0,3
PT_050512,Rosmaninhal,704,194,5,2,64,70,13,18,10,1,5,4,0,0,0,2,0
PT_050513,Salvaterra Do Extremo,216,95,4,2,24,42,5,4,10,0,1,1,0,0,1,0,1
PT_050514,São Miguel De Acha,712,277,10,10,82,107,18,17,21,3,0,3,2,0,2,0,2
PT_050515,Segura,207,114,3,4,39,42,5,13,6,0,1,0,0,1,0,0,0
PT_050516,Toulões,312,159,4,4,41,73,7,7,8,1,9,1,0,2,0,1,1
