gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,PPM,PAN,PCTP/MRPP,PDA,PTP,E,MPT,MEP,PPV/CDC,PH,POUS,PND
PT_111503,Buraca,12881,7310,137,193,1891,2491,903,466,809,27,93,132,0,12,49,21,35,16,9,16,10
PT_111504,Damaia,17395,11114,150,282,3223,3769,1200,667,1268,42,148,130,0,28,64,42,43,16,14,15,13
PT_111505,Falagueira,12245,7424,101,145,1872,2577,763,417,1174,30,80,112,0,22,32,21,23,20,9,18,8
PT_111506,Mina,16133,9502,148,204,2764,3039,1166,528,1109,39,131,140,0,14,69,39,36,22,13,25,16
PT_111507,Reboleira,12935,7877,116,161,2502,2382,1016,498,794,32,108,93,0,12,48,25,30,14,13,16,17
PT_111510,São Brás,17788,11187,188,322,3200,3400,1500,737,1154,61,176,156,0,24,94,38,50,25,24,14,24
PT_111511,Venda Nova,7795,4609,60,96,1168,1636,550,285,542,32,60,73,0,19,18,19,27,6,4,8,6
PT_111508,Venteira,17044,10652,148,269,3575,3109,1350,566,1167,27,150,106,0,19,43,30,40,16,14,10,13
PT_110201,Arranhó,2017,1279,16,23,573,369,112,43,84,8,11,18,0,2,4,2,4,3,0,5,2
PT_110202,Arruda Dos Vinhos,6151,3860,62,129,1284,1014,531,223,395,29,33,53,0,11,26,15,14,9,8,9,15
PT_110203,Cardosas,624,424,5,9,160,104,39,14,66,4,6,8,0,1,1,2,2,2,0,0,1
PT_110204,Santiago dos Velhos,1087,645,11,32,182,232,63,34,57,4,3,12,0,1,6,3,0,0,1,3,1
PT_110301,Alcoentre,2392,1409,37,23,426,459,152,72,149,6,15,32,0,2,5,14,4,4,2,4,3
PT_110302,Aveiras De Baixo,1140,745,6,20,202,212,97,43,115,6,12,14,0,1,6,3,2,1,0,2,3
PT_110303,Aveiras De Cima,3978,2141,35,35,483,783,137,187,356,7,20,52,0,1,13,12,6,5,2,2,5
PT_110304,Azambuja,6189,3744,68,133,1031,1028,455,300,515,10,45,82,0,9,16,13,14,4,4,7,10
PT_110309,Maçussa,358,220,0,5,52,81,7,10,57,0,1,2,0,1,0,2,1,0,0,1,0
PT_110305,Manique Do Intendente,1215,753,12,18,179,253,42,55,160,3,8,16,0,0,1,0,3,1,2,0,0
PT_110306,Vale Do Paraíso,871,550,10,17,121,187,47,37,99,1,3,14,0,1,3,3,2,0,0,2,3
PT_110307,Vila Nova Da Rainha,742,488,7,19,108,162,64,29,68,7,1,7,0,1,3,3,6,1,1,1,0
PT_110308,Vila Nova De São Pedro,599,435,10,24,109,119,35,33,71,1,6,13,0,2,1,1,4,2,1,0,3
PT_110401,Alguber,769,472,3,9,176,173,46,13,28,4,7,3,0,0,1,3,0,1,2,2,1
PT_110402,Cadaval,2464,1461,20,43,630,343,197,73,95,5,15,16,0,2,8,4,3,3,2,2,0
PT_110403,Cercal,497,329,8,7,106,119,53,14,9,2,3,4,0,1,0,0,0,2,0,1,0
PT_110404,Figueiros,662,410,8,14,204,122,39,5,8,0,3,2,0,0,3,0,0,0,1,1,0
PT_110405,Lamas,2775,1659,25,48,571,602,160,66,89,15,16,25,0,4,13,2,3,8,3,5,4
PT_110406,Painho,1224,613,8,17,243,215,51,12,37,1,2,8,0,0,2,3,6,0,1,3,4
PT_110407,Peral,881,499,7,15,211,146,57,11,33,2,7,1,0,1,0,3,1,0,1,2,1
PT_110408,Pêro Moniz,566,318,6,7,157,77,34,10,13,1,0,5,0,0,0,1,3,0,1,2,1
PT_110409,Vermelha,1207,723,14,14,327,217,78,23,23,3,6,7,0,2,3,2,1,0,0,0,3
PT_110410,Vilar,1587,1006,13,44,515,196,139,32,26,2,9,4,0,2,3,4,5,3,2,5,2
PT_110501,Alcabideche,30739,17794,235,425,6644,4433,2990,863,1167,84,250,233,0,53,102,71,76,49,33,44,42
PT_110502,Carcavelos,18503,12469,124,353,5064,2658,2144,724,809,32,229,106,0,18,29,42,82,13,21,11,10
PT_110503,Cascais,31718,18761,146,366,8552,3369,4031,719,813,59,279,120,0,25,68,57,78,12,19,21,27
PT_110504,Estoril,23623,14632,109,342,6522,2778,2941,650,701,38,209,90,0,14,34,49,102,11,15,11,16
PT_110505,Parede,18565,12190,112,348,5425,2374,2025,609,741,38,217,93,0,12,28,44,75,16,20,7,6
PT_110506,São Domingos De Rana,42384,25865,358,711,8416,7156,3752,1569,2386,109,440,326,0,62,145,109,136,54,49,34,53
PT_110601,Ajuda,15183,8916,121,173,2439,3001,978,485,1224,30,141,147,0,18,35,27,36,17,15,18,11
PT_110602,Alcântara,13385,8191,107,201,2655,2298,1096,483,944,35,126,90,0,11,31,19,51,12,5,14,13
PT_110603,Alto Do Pina,10033,5999,63,157,2559,1348,992,286,326,25,82,52,0,14,22,20,31,5,4,7,6
PT_110604,Alvalade,8877,6208,42,163,2924,1149,1105,274,312,16,117,22,0,4,9,8,35,5,12,7,4
PT_110605,Ameixoeira,10389,5929,67,160,1859,1876,811,312,529,19,61,66,0,10,35,32,52,10,6,13,11
PT_110606,Anjos,8851,5137,73,118,1825,1346,679,354,444,22,108,69,0,5,23,15,34,4,4,5,9
PT_110607,Beato,11877,7093,120,136,2048,2274,859,388,836,47,100,118,0,16,40,30,29,12,14,11,15
PT_110608,Benfica,35983,23408,265,580,8691,6405,3135,1352,1985,65,343,229,0,36,66,68,98,24,23,23,20
PT_110609,Campo Grande,9852,6394,59,168,2461,1541,1065,353,481,14,91,51,0,13,25,10,40,4,7,3,8
PT_110610,Campolide,14083,8489,100,166,2868,2511,1168,513,713,38,123,110,0,13,38,20,48,15,18,17,10
PT_110611,Carnide,16236,10660,122,307,3669,2869,1496,613,992,52,136,156,0,19,53,39,75,18,20,11,13
PT_110612,Castelo,414,257,10,4,48,89,18,21,52,2,2,5,0,1,1,0,0,0,1,1,2
PT_110613,Charneca,7598,3963,74,90,1044,1442,461,220,409,24,32,57,0,15,30,14,15,8,4,15,9
PT_110614,Coração De Jesus,4299,2591,35,73,925,632,428,181,193,6,47,21,0,4,6,12,21,0,3,2,2
PT_110615,Encarnação,2912,1643,16,43,537,473,215,111,147,9,37,14,0,3,6,6,12,2,7,3,2
PT_110616,Graça,5572,3302,36,75,1116,1002,343,209,330,11,71,42,0,8,15,8,12,3,7,9,5
PT_110617,Lapa,8473,5800,54,124,2519,1060,1293,222,264,19,86,50,0,2,20,15,59,1,5,3,4
PT_110618,Lumiar,35697,24172,232,759,10023,5369,4142,1319,1334,39,327,192,0,21,58,74,193,25,25,20,20
PT_110619,Madalena,442,271,1,13,79,81,38,15,28,0,8,4,0,0,0,1,2,0,1,0,0
PT_110620,Mártires,356,238,1,3,83,53,49,14,23,1,5,2,0,0,0,0,4,0,0,0,0
PT_110621,Marvila,36548,19330,315,393,4432,7126,1982,1328,2451,104,243,382,0,90,167,74,80,47,23,51,42
PT_110622,Mercês,4474,2781,43,74,863,795,335,224,267,14,76,26,0,8,12,8,25,3,2,3,3
PT_110623,Nossa Senhora De Fátima,15379,10390,85,250,4066,2265,1945,460,525,28,161,78,0,7,322,24,73,7,15,11,68
PT_110624,Pena,4570,2576,41,67,833,780,343,168,208,7,40,34,0,2,8,16,13,1,4,6,5
PT_110625,Penha De França,11930,7337,104,163,2506,2168,893,528,598,24,146,69,0,11,31,22,33,6,7,8,20
PT_110626,Prazeres,6519,3925,40,80,1444,998,660,194,322,15,50,42,0,6,16,11,25,5,5,8,4
PT_110627,Sacramento,873,518,1,12,177,127,68,37,64,5,6,10,0,1,2,0,2,3,0,2,1
PT_110628,Santa Catarina,3693,2095,13,72,632,635,260,165,179,15,52,25,0,4,4,10,10,5,6,2,6
PT_110629,Santa Engrácia,4836,2939,48,62,988,901,307,182,302,12,36,42,0,9,9,9,19,2,4,4,3
PT_110630,Santa Isabel,6619,4388,42,81,1831,965,785,210,274,12,80,33,0,4,13,8,33,5,5,1,6
PT_110631,Santa Justa,861,307,6,7,89,96,41,20,24,1,4,5,0,1,5,2,3,0,0,1,2
PT_110632,Santa Maria De Belém,8408,5407,63,112,2135,1196,994,265,383,24,72,56,0,4,21,7,42,4,15,12,2
PT_110633,Santa Maria dos Olivais,44635,28295,373,684,9345,8599,3522,1573,2740,97,395,389,0,44,139,85,152,42,35,41,40
PT_110634,Santiago,755,432,4,7,138,116,57,22,50,4,11,7,0,0,3,2,7,2,0,0,2
PT_110635,Santo Condestável,15532,9875,134,228,3485,2624,1399,612,909,24,176,100,0,16,34,30,54,11,14,13,12
PT_110636,Santo Estêvão,1871,1052,19,18,246,324,112,75,183,8,25,20,0,3,6,2,3,4,1,1,2
PT_110637,Santos-o-Velho,3973,2403,33,46,736,623,460,128,243,10,46,27,0,6,7,6,19,1,5,6,1
PT_110638,São Cristóvão E São Lourenço,1385,763,8,15,244,224,107,45,67,4,17,13,0,1,3,3,9,1,1,0,1
PT_110639,São Domingos De Benfica,30352,20923,199,562,9029,4652,3395,965,1276,43,305,147,0,22,55,51,138,14,15,14,41
PT_110640,São Francisco Xavier,6878,5127,38,101,2401,879,1086,199,241,15,63,25,0,5,13,8,42,5,3,3,0
PT_110641,São João,14703,8593,126,174,2807,2585,1060,572,818,27,150,121,0,15,29,24,36,8,14,16,11
PT_110642,São João De Brito,11891,8027,71,202,3697,1544,1410,338,417,23,128,47,0,10,27,15,68,3,13,7,7
PT_110643,São João De Deus,10791,7497,73,179,3430,1327,1488,356,354,26,108,45,0,6,12,19,56,6,3,5,4
PT_110644,São Jorge De Arroios,17581,10653,130,256,4265,2553,1619,627,723,26,177,82,0,13,30,41,65,6,17,16,7
PT_110645,São José,3067,1674,26,38,507,495,225,124,160,12,38,22,0,3,3,6,3,4,1,2,5
PT_110646,São Mamede,5272,3609,29,95,1465,741,738,175,188,10,71,31,0,3,8,9,32,1,6,4,3
PT_110647,São Miguel,1538,814,13,17,156,329,54,52,140,1,23,15,0,1,6,1,1,0,1,3,1
PT_110648,São Nicolau,1105,622,10,24,204,159,97,51,41,3,9,11,0,2,2,1,2,2,1,2,1
PT_110649,São Paulo,2818,1515,25,41,419,492,180,115,150,7,24,30,0,4,5,5,11,2,2,1,2
PT_110650,São Sebastião Da Pedreira,6772,4630,38,95,2047,836,1077,165,188,13,66,21,0,4,10,12,39,5,10,3,1
PT_110651,São Vicente De Fora,3423,1918,31,41,544,594,233,107,250,7,24,41,0,4,10,7,10,2,6,5,2
PT_110652,Sé,1036,605,14,22,195,160,77,28,68,2,11,9,0,0,6,0,5,1,3,2,2
PT_110653,Socorro,2888,1459,21,31,396,543,115,91,174,11,23,24,0,3,8,2,4,3,3,2,5
PT_110701,Apelação,4081,2224,30,46,480,876,216,90,365,10,20,31,0,11,13,11,6,5,2,6,6
PT_110722,Bobadela,7483,5261,91,194,1367,1808,533,301,722,11,76,51,0,12,26,19,26,9,6,3,6
PT_110702,Bucelas,3949,2441,42,79,572,906,184,133,399,8,21,49,0,3,14,9,10,7,0,2,3
PT_110703,Camarate,16052,9505,212,182,2267,3166,1010,493,1521,54,117,177,0,32,105,34,41,32,11,26,25
PT_110705,Fanhões,2304,1498,21,52,407,455,157,67,239,6,16,30,0,8,3,14,6,7,0,4,6
PT_110706,Frielas,1743,1121,13,27,272,402,113,83,134,10,13,21,0,2,10,6,4,2,2,3,4
PT_110707,Loures,22027,14235,237,388,4650,3904,1826,819,1561,65,211,176,0,41,112,63,74,21,31,22,34
PT_110708,Lousa,2655,1649,23,41,579,461,173,67,197,9,18,33,0,2,14,4,5,5,4,7,7
PT_110709,Moscavide,11497,7653,106,160,2249,2587,924,390,870,15,98,105,0,12,31,24,34,13,15,9,11
PT_110719,Portela,11520,8206,90,222,3947,1663,1254,293,430,16,106,53,0,7,18,23,51,10,12,3,8
PT_110723,Prior Velho,5463,3417,57,81,928,1087,408,207,450,8,45,58,0,4,26,11,24,5,5,6,7
PT_110712,Sacavém,13920,9114,140,213,2436,3010,960,439,1456,33,102,155,0,15,49,20,38,11,17,8,12
PT_110713,Santa Iria De Azoia,14489,9892,157,245,2232,3008,912,453,2351,37,103,186,0,27,56,27,35,14,19,17,13
PT_110714,Santo Antão Do Tojal,3541,2250,30,51,573,785,185,90,391,7,22,40,0,9,24,8,13,7,2,8,5
PT_110724,Santo António Dos Cavaleiros,20915,12213,198,318,3706,3640,1611,871,1204,27,221,121,0,27,73,57,65,21,23,11,19
PT_110715,São João Da Talha,14401,9381,202,223,2348,3080,1008,484,1480,29,132,176,0,22,56,21,47,26,13,19,15
PT_110716,São Julião Do Tojal,2884,1806,31,42,385,623,110,89,414,8,26,37,0,1,17,7,7,4,0,2,3
PT_110717,Unhos,7328,4163,82,78,945,1534,409,220,600,18,41,94,0,10,56,14,24,10,8,12,8
PT_110811,Atalaia,1477,915,23,35,469,167,114,36,24,7,9,5,0,5,5,3,6,4,2,0,1
PT_110801,Lourinhã,8834,5296,63,151,2537,1130,613,313,238,23,75,45,0,9,20,19,25,7,9,13,6
PT_110809,Marteleira,1539,888,11,32,445,190,99,49,23,3,8,7,0,3,2,0,4,0,1,6,5
PT_110802,Miragaia,1638,1037,26,20,538,242,111,37,32,3,3,7,0,6,0,6,1,1,1,1,2
PT_110803,Moita Dos Ferreiros,1665,948,10,18,575,136,128,24,12,7,7,7,0,0,6,4,3,2,3,2,4
PT_110804,Moledo,393,249,3,5,143,38,25,6,12,2,1,6,0,0,2,0,2,1,0,2,1
PT_110805,Reguengo Grande,1415,776,10,45,321,190,98,21,56,5,6,9,0,2,1,3,2,0,0,6,1
PT_110810,Ribamar,1845,1119,24,44,645,143,135,37,30,4,13,12,0,1,7,11,7,0,2,1,3
PT_110806,Santa Bárbara,1512,1020,16,35,557,142,153,39,31,3,11,7,0,3,4,4,6,3,0,4,2
PT_110807,São Bartolomeu Dos Galegos,975,624,14,10,295,138,77,25,36,4,7,4,0,1,2,4,1,1,0,3,2
PT_110808,Vimeiro,1215,812,11,37,385,151,103,41,35,6,10,9,0,2,7,1,2,2,6,2,2
PT_110901,Azueira,2482,1590,30,54,617,524,135,75,79,4,12,19,0,2,6,7,13,5,0,5,3
PT_110902,Carvoeira,1545,1024,12,47,384,214,161,69,86,3,16,9,0,2,3,4,7,2,1,2,2
PT_110903,Cheleiros,1043,641,13,21,280,180,61,28,22,7,4,6,0,2,5,4,3,1,0,2,2
PT_110904,Encarnação,3474,2313,37,74,1325,323,277,70,71,20,30,27,0,7,8,6,16,9,4,7,2
PT_110905,Enxara Do Bispo,1359,739,8,16,253,261,61,42,53,7,5,13,0,1,3,3,5,5,0,1,2
PT_110906,Ericeira,7340,4521,48,150,1772,1111,626,285,247,22,91,48,0,7,23,23,42,5,6,8,7
PT_110907,Gradil,871,573,7,27,212,156,68,26,40,2,5,7,0,1,6,4,4,2,2,3,1
PT_110908,Igreja Nova,2279,1432,38,66,580,350,176,64,70,6,20,12,0,6,8,9,13,6,2,3,3
PT_110909,Mafra,12850,8218,111,341,3018,1927,1233,552,551,25,143,85,0,26,48,40,58,12,17,15,16
PT_110910,Malveira,4588,2789,45,87,1068,577,439,175,218,15,38,46,0,9,17,17,16,6,7,6,3
PT_110911,Milharado,4995,3179,56,133,1188,832,427,127,195,18,43,45,0,13,17,21,28,11,6,11,8
PT_110912,Santo Estêvão Das Galés,1326,878,27,32,329,219,108,45,60,2,14,11,0,4,7,7,4,4,0,1,4
PT_110913,Santo Isidoro,3081,2009,33,87,863,453,263,122,89,7,27,20,0,6,8,6,12,2,2,5,4
PT_110917,São Miguel De Alcainça,1312,904,11,32,381,188,138,49,62,4,12,7,0,5,2,4,4,0,3,0,2
PT_110914,Sobral Da Abelheira,963,658,10,29,238,216,56,25,38,5,11,9,0,1,2,1,2,4,4,3,4
PT_110916,Venda Do Pinheiro,5737,3827,64,131,1465,877,604,206,254,21,63,49,0,9,21,20,14,8,6,7,8
PT_110915,Vila Franca Do Rosário,699,431,4,10,190,109,45,18,30,3,2,4,0,1,3,4,1,3,2,2,0
PT_111601,Caneças,9667,6079,120,176,1781,1820,736,358,697,24,81,112,0,32,50,29,15,10,11,12,15
PT_111602,Famões,8866,5876,106,176,1865,1847,736,340,491,15,63,87,0,17,34,31,22,12,9,8,17
PT_111603,Odivelas,49203,30647,435,840,10140,9445,3991,1706,2612,99,408,332,0,40,177,103,117,43,58,45,56
PT_111604,Olival De Basto,4850,3005,43,70,893,993,308,159,342,15,47,48,0,13,27,11,14,3,6,8,5
PT_111605,Pontinha,19758,11569,195,268,3090,4180,1241,646,1297,43,154,179,0,33,69,49,35,25,19,21,25
PT_111606,Póvoa De Santo Adrião,11685,7153,118,174,2395,2237,813,433,635,35,78,86,0,16,37,17,28,8,19,7,17
PT_111607,Ramada,15565,10445,147,292,3604,2779,1545,638,889,31,153,129,0,18,67,32,47,20,18,16,20
PT_111006,Algés,18856,12899,118,315,5457,2924,2127,616,836,30,169,91,0,11,28,28,95,10,16,15,13
PT_111002,Barcarena,10993,7307,85,229,2359,1948,1068,461,722,23,135,83,0,11,43,36,51,15,12,9,17
PT_111003,Carnaxide,19843,12875,181,435,4737,3138,2003,727,1052,28,194,138,0,21,43,40,75,12,14,16,21
PT_111011,Caxias,7078,4565,49,140,1724,1075,793,253,312,15,80,35,0,14,21,10,23,8,5,3,5
PT_111007,Cruz Quebrada - Dafundo,5439,3525,41,102,1090,1091,454,200,354,10,75,45,0,6,7,9,18,4,2,14,3
PT_111008,Linda-a-Velha,18079,12206,149,363,4703,3079,1775,716,934,26,173,90,0,10,41,45,65,5,15,10,7
PT_111004,Oeiras E São Julião Da Barra,30888,20567,202,583,8722,4360,3390,1156,1247,45,353,144,0,22,47,62,137,23,35,21,18
PT_111005,Paço De Arcos,13148,8442,96,264,3271,1775,1417,534,646,34,150,82,0,12,28,38,53,13,12,9,8
PT_111009,Porto Salvo,11675,7213,128,201,2149,2216,957,496,653,22,114,104,0,13,37,25,51,12,15,13,7
PT_111010,Queijas,8638,6267,76,193,2269,1635,884,356,574,22,69,69,0,7,24,16,28,13,11,9,12
PT_111118,Agualva,29431,17167,263,429,5189,5386,2268,1083,1594,54,275,197,0,41,119,68,76,46,25,18,36
PT_111102,Algueirão-Mem Martins,49928,28331,355,752,9046,7610,4275,2005,2577,86,465,364,0,54,201,112,237,61,57,25,49
PT_111103,Almargem Do Bispo,7233,4654,83,115,1530,1431,554,238,379,31,68,76,0,16,41,33,16,13,8,12,10
PT_111104,Belas,18563,11392,161,315,3635,3076,1775,655,1173,39,137,132,0,29,78,40,53,47,14,14,19
PT_111119,Cacém,17341,9952,123,292,2757,3130,1293,644,1113,48,148,128,0,28,71,43,61,25,20,17,11
PT_111115,Casal De Cambra,9012,5351,96,121,1625,1635,703,296,504,22,77,102,0,17,46,24,17,23,13,16,14
PT_111105,Colares,6354,4015,58,149,1533,962,689,181,233,17,68,33,0,7,25,11,13,7,5,14,10
PT_111116,Massamá,22075,13931,178,405,4958,3753,1898,905,1234,26,202,127,0,20,60,46,58,15,19,8,19
PT_111120,Mira-Sintra,5233,3124,37,68,826,1068,316,175,451,13,40,57,0,11,13,14,12,5,8,5,5
PT_111117,Monte Abraão,16972,9886,133,241,3088,2943,1346,669,963,39,149,97,0,22,67,34,44,13,13,15,10
PT_111106,Montelavar,3236,2004,30,61,656,608,188,111,241,6,15,37,0,9,10,6,12,4,0,5,5
PT_111114,Pêro Pinheiro,3678,2221,39,51,835,604,255,112,202,18,30,29,0,8,11,7,5,5,3,2,5
PT_111107,Queluz,22943,13187,172,322,3760,4244,1671,863,1460,46,204,138,0,26,94,42,57,25,18,25,20
PT_111108,Rio De Mouro,35663,20839,312,554,6225,5960,3096,1379,2072,57,335,311,0,55,150,75,100,49,37,30,42
PT_111110,São João Das Lampas,8319,5296,87,212,2047,1307,740,234,329,31,89,79,0,13,30,34,21,10,8,13,12
PT_111121,São Marcos,10649,5973,79,190,1568,1754,936,462,581,24,121,71,0,17,54,29,30,23,14,7,13
PT_111109,Sintra (Santa Maria E São Miguel),8117,5399,86,185,1915,1311,819,340,399,26,112,60,0,11,31,26,38,15,8,7,10
PT_111111,Sintra (São Martinho),5153,3279,36,72,1215,859,528,158,216,21,54,34,0,5,25,16,16,12,2,5,5
PT_111112,Sintra (São Pedro De Penaferrim),9557,6260,73,152,2250,1568,1066,340,444,29,94,75,0,15,38,28,33,23,9,12,11
PT_111113,Terrugem,3872,2460,32,65,956,719,259,121,179,10,33,28,0,7,11,13,12,3,3,6,3
PT_111201,Santo Quintino,3002,1645,15,36,459,507,186,73,268,9,14,43,0,6,5,4,5,5,0,7,3
PT_111202,Sapataria,2204,1297,30,52,353,360,147,71,186,8,13,31,0,6,13,10,5,2,2,4,4
PT_111203,Sobral De Monte Agraço,2714,1779,27,53,561,446,206,104,283,9,22,27,0,8,7,7,11,4,1,3,0
PT_111301,A Dos Cunhados,6699,4274,68,114,2099,798,554,231,216,16,47,39,0,13,15,12,28,7,6,5,6
PT_111302,Campelos,2361,1386,25,50,734,241,173,52,43,11,7,12,0,4,8,4,6,4,3,5,4
PT_111303,Carmões,720,444,6,13,124,163,45,23,42,4,3,8,0,2,1,3,2,0,1,2,2
PT_111304,Carvoeira,1395,862,14,25,251,255,66,45,160,2,6,22,0,3,4,2,2,3,0,1,1
PT_111305,Dois Portos,1883,1089,26,25,332,372,95,55,118,6,12,28,0,1,4,3,3,2,3,3,1
PT_111306,Freiria,2111,1295,12,51,688,242,140,39,54,5,15,10,0,7,4,9,1,1,5,6,6
PT_111320,Maceira,1632,1011,20,34,301,239,121,72,137,5,15,29,0,0,11,13,2,7,0,3,2
PT_111307,Matacães,961,636,18,20,205,184,55,30,88,7,7,6,0,0,3,3,3,1,1,0,5
PT_111308,Maxial,2473,1430,33,34,485,489,123,53,136,11,6,25,0,8,4,8,7,2,2,1,3
PT_111309,Monte Redondo,681,417,7,16,128,128,33,23,60,2,6,11,0,0,1,0,1,1,0,0,0
PT_111319,Outeiro Da Cabeça,854,483,8,13,152,128,36,33,71,7,8,13,0,3,0,5,4,1,1,0,0
PT_111310,Ponte Do Rol,1920,1261,20,49,520,329,146,73,63,9,8,15,0,3,0,9,7,0,3,1,6
PT_111311,Ramalhal,2809,1827,26,78,582,525,181,121,167,8,33,41,0,10,21,10,7,4,4,3,6
PT_111312,Runa,849,562,6,17,178,146,55,33,98,2,7,10,0,1,2,0,0,2,1,3,1
PT_111314,São Pedro Da Cadeira,3929,2436,44,72,1015,628,262,113,138,17,37,41,0,13,9,9,12,14,3,6,3
PT_111316,Silveira,6823,4312,85,133,1917,888,614,220,218,20,58,47,0,12,20,11,29,8,10,15,7
PT_111313,Torres Vedras (Santa Maria Do Castelo E São Miguel),4621,2786,48,88,932,736,314,183,342,7,33,54,0,8,10,7,11,3,5,0,5
PT_111315,Torres Vedras (São Pedro E São Tiago),15745,9794,125,312,3881,2155,1261,619,925,28,146,120,0,29,40,28,58,16,13,20,18
PT_111317,Turcifal,2560,1578,29,53,557,489,148,90,135,5,15,18,0,4,8,12,6,5,0,2,2
PT_111318,Ventosa,4502,2806,34,95,1313,747,212,117,157,13,22,28,0,5,10,12,13,6,4,12,6
PT_111401,Alhandra,5600,3494,40,75,697,1098,283,220,886,20,42,75,0,7,18,9,10,2,2,6,4
PT_111402,Alverca Do Ribatejo,23872,15103,234,480,3624,4774,1618,1011,2525,45,211,222,0,32,94,57,81,23,18,20,34
PT_111403,Cachoeiras,583,356,6,11,81,105,40,14,79,1,8,4,0,0,2,3,2,0,0,0,0
PT_111404,Calhandriz,767,496,7,17,116,162,25,41,103,1,5,8,0,1,4,2,1,1,0,2,0
PT_111405,Castanheira Do Ribatejo,6029,3591,44,102,835,1136,345,246,661,14,52,69,0,10,15,15,12,10,8,10,7
PT_111411,Forte Da Casa,9349,5753,108,145,1568,1823,693,368,655,27,103,86,0,18,52,30,28,14,15,11,9
PT_111406,Póvoa De Santa Iria,22077,14330,181,439,3782,4182,1950,1013,1957,42,200,210,0,42,90,63,79,31,29,20,20
PT_111407,São João Dos Montes,4098,2772,45,83,625,817,295,183,559,12,41,48,0,10,15,10,12,3,4,6,4
PT_111410,Sobralinho,3995,2469,35,67,470,845,224,170,510,10,23,41,0,9,19,9,7,11,6,7,6
PT_111408,Vialonga,15348,9116,142,222,2000,2669,1065,632,1846,21,120,152,0,28,59,31,37,29,21,22,20
PT_111409,Vila Franca De Xira,15937,9475,107,274,2745,2710,1066,631,1474,47,84,157,0,16,40,28,40,14,9,12,21
PT_310101,Arco Da Calheta,3298,1842,29,11,1182,99,343,18,14,10,22,15,0,32,6,16,3,0,0,0,42
PT_310102,Calheta,3351,1798,44,18,1181,111,252,39,18,8,18,17,0,29,4,17,5,0,0,0,37
PT_310103,Estreito Da Calheta,1764,845,23,9,583,46,110,16,4,3,7,5,0,11,2,5,1,0,0,0,20
PT_310104,Fajã Da Ovelha,1121,541,16,4,313,24,134,5,7,2,4,2,0,8,2,5,2,0,0,0,13
PT_310105,Jardim Do Mar,232,151,6,5,74,15,14,8,5,1,3,2,0,4,2,3,0,0,0,0,9
PT_310106,Paúl Do Mar,876,324,5,3,232,15,50,6,5,0,0,4,0,1,1,0,0,0,0,0,2
PT_310107,Ponta Do Pargo,1163,601,16,5,391,33,105,7,6,2,6,5,0,7,4,1,3,0,0,0,10
PT_310108,Prazeres,764,399,13,7,268,20,73,4,3,0,1,1,0,2,0,0,0,0,0,0,7
PT_310201,Câmara De Lobos,15294,7515,141,80,4102,808,1034,239,266,17,103,105,0,146,29,230,30,0,0,0,185
PT_310202,Curral Das Freiras,2119,1003,31,11,583,55,74,33,87,3,21,21,0,16,9,23,10,0,0,0,26
PT_310203,Estreito De Câmara De Lobos,9485,5248,132,53,3052,469,590,176,137,18,61,78,0,85,19,266,16,0,0,0,96
PT_310205,Jardim Da Serra,3205,1690,56,38,759,278,156,52,94,19,22,40,0,50,8,82,4,0,0,0,32
PT_310204,Quinta Grande,1938,1149,29,17,669,121,106,31,21,6,12,15,0,34,8,55,2,0,0,0,23
PT_310303,Funchal (Santa Luzia),5945,3283,54,29,1496,550,561,151,125,11,56,34,0,49,8,37,10,0,0,0,112
PT_310304,Funchal (Santa Maria Maior),13807,7731,165,94,3367,1261,1207,402,322,36,157,88,0,179,25,127,30,0,0,0,271
PT_310308,Funchal (São Pedro),7608,3946,67,53,1739,672,641,187,205,7,77,47,0,68,13,35,11,0,0,0,124
PT_310310,Funchal (Sé),2928,1411,23,11,673,184,310,50,46,5,21,17,0,17,0,3,2,0,0,0,49
PT_310301,Imaculado Coração De Maria,6436,3480,68,27,1562,535,587,152,158,7,70,51,0,63,9,48,5,0,0,0,138
PT_310302,Monte,6611,3704,73,44,1657,515,489,173,215,18,93,72,0,75,33,84,13,0,0,0,150
PT_310305,Santo António,24086,13774,369,164,5874,2101,1922,638,1032,56,306,284,0,293,57,216,48,0,0,0,414
PT_310306,São Gonçalo,6135,3329,70,38,1409,567,468,180,177,9,71,59,0,88,11,60,16,0,0,0,106
PT_310307,São Martinho,23998,13336,231,147,6009,1914,2247,679,549,47,245,192,0,268,56,196,44,0,0,0,512
PT_310309,São Roque,8877,5312,105,56,2391,835,714,229,303,18,114,114,0,111,22,117,20,0,0,0,163
PT_310401,Água De Pena,2136,1084,31,14,472,290,94,41,28,4,17,21,0,20,4,20,2,0,0,0,26
PT_310402,Caniçal,3527,1705,41,9,954,426,100,33,26,4,16,14,0,27,7,19,2,0,0,0,27
PT_310403,Machico,11278,5638,101,78,2354,1793,430,247,117,15,55,60,0,117,25,85,19,0,0,0,142
PT_310404,Porto Da Cruz,2717,1603,43,14,882,279,115,73,29,10,14,17,0,30,8,47,6,0,0,0,36
PT_310405,Santo António Da Serra,1342,739,11,7,415,110,85,21,13,10,11,15,0,17,5,11,3,0,0,0,5
