gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,PPM,PAN,PCTP/MRPP,PDA,PTP,E,MPT,MEP,PPV/CDC,PH,POUS,PND
PT_430101,Altares,837,379,1,21,171,108,64,7,4,1,1,1,0,0,0,0,0,0,0,0,0
PT_430102,Angra (Nossa Senhora Da Conceição),3802,1481,7,58,643,383,209,75,57,2,23,9,2,4,2,4,3,0,0,0,0
PT_430103,Angra (Santa Luzia),2445,1126,2,51,433,310,184,78,35,0,16,9,1,0,0,2,5,0,0,0,0
PT_430104,Angra (São Pedro),3387,1676,9,65,771,374,313,76,36,0,12,8,3,3,0,3,3,0,0,0,0
PT_430105,Angra (Sé),1300,627,5,15,313,129,105,24,12,2,12,3,0,0,3,1,3,0,0,0,0
PT_430106,Cinco Ribeiras,613,347,3,24,185,62,49,13,5,0,2,1,0,1,1,1,0,0,0,0,0
PT_430107,Doze Ribeiras,523,251,2,15,102,83,29,9,5,1,3,0,0,0,1,1,0,0,0,0,0
PT_430108,Feteira,1022,503,8,26,239,117,77,16,10,1,1,6,0,2,0,0,0,0,0,0,0
PT_430109,Porto Judeu,2320,901,7,35,504,191,103,34,12,0,4,4,1,0,3,0,3,0,0,0,0
PT_430110,Posto Santo,922,419,2,27,191,120,31,27,0,1,4,12,0,1,0,3,0,0,0,0,0
PT_430111,Raminho,526,265,4,9,139,77,25,7,1,1,2,0,0,0,0,0,0,0,0,0,0
PT_430112,Ribeirinha,2374,1290,14,36,687,361,126,35,12,4,4,5,1,1,0,2,2,0,0,0,0
PT_430113,Santa Bárbara,1173,567,7,27,263,112,122,14,12,2,4,2,1,0,0,1,0,0,0,0,0
PT_430114,São Bartolomeu De Regatos,1653,695,6,31,353,134,99,38,10,3,7,8,0,0,0,3,3,0,0,0,0
PT_430115,São Bento,1786,840,4,40,341,253,121,38,22,0,7,4,0,1,2,6,1,0,0,0,0
PT_430116,São Mateus Da Calheta,3078,1171,11,41,411,448,139,55,28,3,12,9,2,4,3,4,1,0,0,0,0
PT_430117,Serreta,380,201,2,11,81,61,38,3,2,0,1,1,0,0,1,0,0,0,0,0,0
PT_430118,Terra Chã,2531,1030,14,44,422,279,151,64,28,4,9,6,2,0,1,3,3,0,0,0,0
PT_430119,Vila De São Sebastião,1915,800,6,18,382,199,132,33,10,1,6,2,4,2,0,2,3,0,0,0,0
PT_450101,Calheta,1270,567,9,20,290,166,46,9,10,1,2,5,1,1,2,3,2,0,0,0,0
PT_450102,Norte Pequeno,215,131,0,1,80,24,18,3,2,0,2,1,0,0,0,0,0,0,0,0,0
PT_450103,Ribeira Seca,1012,522,1,9,362,68,54,12,5,0,5,4,0,1,0,0,1,0,0,0,0
PT_450104,Santo Antão,774,349,5,7,238,46,35,7,1,2,0,2,0,2,1,1,2,0,0,0,0
PT_450105,Topo (Nossa Senhora Do Rosário),502,224,1,6,151,35,21,3,3,0,1,0,1,1,0,0,1,0,0,0,0
PT_490101,Corvo,349,195,1,6,46,73,22,1,6,37,1,1,1,0,0,0,0,0,0,0,0
PT_470101,Capelo,451,224,0,10,94,77,11,8,11,0,4,5,1,1,2,0,0,0,0,0,0
PT_470102,Castelo Branco,1164,568,3,26,279,153,46,20,19,2,4,9,2,0,1,0,4,0,0,0,0
PT_470103,Cedros,852,476,5,21,304,45,55,16,16,4,4,3,1,0,2,0,0,0,0,0,0
PT_470104,Feteira,1492,522,4,25,231,121,66,21,27,4,9,6,0,1,1,2,4,0,0,0,0
PT_470105,Flamengos,1339,584,5,26,281,176,48,13,24,1,2,5,1,0,1,0,1,0,0,0,0
PT_470106,Horta (Angústias),2389,996,4,45,441,294,81,43,56,2,10,7,2,1,3,3,4,0,0,0,0
PT_470107,Horta (Conceição),1018,495,3,26,232,133,47,13,31,3,2,2,0,0,1,1,1,0,0,0,0
PT_470108,Horta (Matriz),2155,996,2,47,522,201,92,34,72,4,6,4,2,4,2,0,4,0,0,0,0
PT_470109,Pedro Miguel,616,293,3,23,138,63,26,6,26,1,2,2,0,1,0,1,1,0,0,0,0
PT_470110,Praia Do Almoxarife,693,379,2,32,156,132,24,12,14,1,1,4,0,0,0,1,0,0,0,0,0
PT_470111,Praia Do Norte,224,141,2,16,60,26,26,2,7,0,1,1,0,0,0,0,0,0,0,0,0
PT_470112,Ribeirinha,403,207,0,9,117,37,17,11,8,2,0,2,1,2,0,1,0,0,0,0,0
PT_470113,Salão,359,203,2,4,138,21,19,9,7,0,1,1,0,0,0,0,1,0,0,0,0
PT_420101,Água De Pau,2807,819,11,24,350,268,100,37,7,4,7,5,4,1,0,1,0,0,0,0,0
PT_420102,Cabouco,1468,584,11,18,249,180,76,21,5,0,10,6,3,3,0,1,1,0,0,0,0
PT_420103,Lagoa (Nossa Senhora Do Rosário),4595,1873,19,61,800,569,219,89,52,3,18,16,9,6,4,8,0,0,0,0,0
PT_420104,Lagoa (Santa Cruz),2988,1030,21,18,491,257,121,52,36,8,6,9,4,3,0,3,1,0,0,0,0
PT_420105,Ribeira Chã,358,159,3,14,68,38,23,6,5,1,0,0,0,1,0,0,0,0,0,0,0
PT_480101,Fajã Grande,179,77,2,3,35,18,10,5,1,0,2,0,0,0,1,0,0,0,0,0,0
PT_480102,Fajãzinha,78,45,1,4,21,12,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0
PT_480103,Fazenda,222,124,2,10,54,36,10,4,4,0,0,2,0,0,0,1,1,0,0,0,0
PT_480104,Lajedo,96,48,1,4,28,6,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0
PT_480105,Lajes Das Flores,509,226,3,11,118,50,21,10,5,3,3,1,0,0,1,0,0,0,0,0,0
PT_480106,Lomba,148,70,1,6,37,15,4,1,1,1,3,0,0,0,0,0,1,0,0,0,0
PT_480107,Mosteiro,39,19,0,2,5,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_460101,Calheta De Nesquim,354,147,1,13,90,29,8,0,1,0,1,2,1,0,1,0,0,0,0,0,0
PT_460102,Lajes Do Pico,1610,741,4,35,310,262,89,15,12,2,7,4,0,0,0,1,0,0,0,0,0
PT_460103,Piedade,792,372,0,17,221,95,26,5,2,1,1,1,0,0,0,2,1,0,0,0,0
PT_460104,Ribeiras,933,387,3,8,222,108,23,10,4,0,2,3,0,0,2,1,1,0,0,0,0
PT_460105,Ribeirinha,388,175,1,5,83,66,10,7,2,0,1,0,0,0,0,0,0,0,0,0,0
PT_460106,São João,432,246,1,13,134,63,23,1,4,0,3,0,1,1,1,0,1,0,0,0,0
PT_460201,Bandeiras,516,203,4,9,124,43,12,2,2,0,1,4,0,1,1,0,0,0,0,0,0
PT_460202,Candelária,789,392,3,20,168,133,44,7,11,0,0,2,1,0,1,1,1,0,0,0,0
PT_460203,Criação Velha,690,308,0,20,200,43,31,5,6,0,0,2,0,0,0,0,1,0,0,0,0
PT_460204,Madalena,2258,914,8,58,542,174,70,26,14,0,7,6,2,3,0,2,2,0,0,0,0
PT_460205,São Caetano,491,235,1,7,154,42,18,4,2,1,2,1,1,1,0,0,1,0,0,0,0
PT_460206,São Mateus,714,364,3,18,202,106,20,0,8,0,2,2,1,0,1,0,1,0,0,0,0
PT_420201,Achada,449,254,2,5,119,107,8,3,2,1,0,2,2,1,0,1,1,0,0,0,0
PT_420202,Achadinha,482,238,8,2,104,92,10,5,4,1,2,3,3,0,1,1,2,0,0,0,0
PT_420208,Algarvia,319,174,2,5,96,32,14,10,3,0,3,2,3,1,0,3,0,0,0,0,0
PT_420203,Lomba Da Fazenda,848,415,7,14,226,96,37,18,4,2,3,2,1,1,1,2,1,0,0,0,0
PT_420204,Nordeste,1150,585,14,19,313,129,57,24,11,1,5,3,1,2,1,4,1,0,0,0,0
PT_420206,Salga,474,225,5,9,110,70,14,4,1,0,5,2,0,3,1,0,1,0,0,0,0
PT_420207,Santana,397,229,6,15,97,74,16,6,4,1,2,3,1,1,0,3,0,0,0,0,0
PT_420209,Santo António de Nordestinho,321,161,2,0,90,42,14,6,2,0,3,0,0,1,0,1,0,0,0,0,0
PT_420210,São Pedro de Nordestinho,290,145,5,9,73,32,15,4,0,0,0,2,1,1,0,1,2,0,0,0,0
PT_420323,Ajuda da Bretanha,657,225,1,5,99,37,40,13,11,3,2,6,1,0,0,5,2,0,0,0,0
PT_420301,Arrifes,6109,1930,23,42,861,545,231,90,59,8,16,16,13,6,3,13,4,0,0,0,0
PT_420303,Candelária,990,298,6,10,148,73,34,13,8,0,0,4,0,0,0,2,0,0,0,0,0
PT_420304,Capelas,3514,1303,9,38,540,378,172,73,36,1,10,13,13,4,2,7,7,0,0,0,0
PT_420305,Covoada,1115,420,3,7,196,106,61,18,11,0,3,3,4,1,3,4,0,0,0,0,0
PT_420306,Fajã De Baixo,4338,1912,13,55,828,467,299,125,53,2,23,14,10,5,3,9,6,0,0,0,0
PT_420307,Fajã De Cima,3170,1029,7,25,458,240,162,55,33,3,12,11,8,3,1,6,5,0,0,0,0
PT_420308,Fenais Da Luz,1704,641,3,20,319,111,94,46,19,1,7,7,3,1,0,2,8,0,0,0,0
PT_420309,Feteiras,1398,381,3,16,146,159,23,9,9,1,2,4,2,2,0,3,2,0,0,0,0
PT_420310,Ginetes,1127,409,8,9,188,104,56,11,14,3,2,4,2,3,1,3,1,0,0,0,0
PT_420311,Mosteiros,1134,401,3,7,211,116,36,4,16,2,1,0,0,2,0,3,0,0,0,0,0
PT_420324,Pilar da Bretanha,582,239,4,7,103,41,53,9,12,0,1,4,1,0,2,0,2,0,0,0,0
PT_420313,Ponta Delgada (São José),5890,2533,18,77,1229,537,333,153,74,8,26,19,23,3,5,19,9,0,0,0,0
PT_420314,Ponta Delgada (São Pedro),7476,3376,29,119,1650,680,429,196,143,7,46,19,18,7,10,17,6,0,0,0,0
PT_420312,Ponta Delgada (São Sebastião),4366,1969,18,51,1087,346,270,88,54,4,15,11,9,5,0,7,4,0,0,0,0
PT_420315,Relva,2430,984,8,25,495,179,139,61,31,6,13,6,3,3,3,7,5,0,0,0,0
PT_420316,Remédios,868,398,5,10,168,118,39,27,12,1,3,4,5,1,2,3,0,0,0,0,0
PT_420317,Rosto Do Cão (Livramento),3612,1366,14,37,680,258,190,74,48,4,11,12,20,2,5,5,6,0,0,0,0
PT_420318,Rosto Do Cão (São Roque),4180,1386,16,40,650,331,150,81,54,6,9,19,8,9,0,9,4,0,0,0,0
PT_420319,Santa Bárbara,763,347,5,5,138,101,40,22,15,0,7,2,5,3,1,3,0,0,0,0,0
PT_420325,Santa Clara,2654,1070,11,31,473,276,127,56,43,4,20,12,6,2,0,4,5,0,0,0,0
PT_420320,Santo António,1782,716,7,27,304,149,131,31,29,3,7,13,3,4,1,4,3,0,0,0,0
PT_420321,São Vicente Ferreira,1871,780,13,32,362,168,116,35,24,1,5,7,9,3,2,1,2,0,0,0,0
PT_420322,Sete Cidades,712,220,3,5,88,99,13,4,5,0,0,0,3,0,0,0,0,0,0,0,0
PT_420401,Água Retorta,439,249,6,11,98,101,10,12,4,0,3,1,0,1,0,0,2,0,0,0,0
PT_420402,Faial Da Terra,394,166,1,8,89,49,11,3,1,2,0,0,1,0,0,0,1,0,0,0,0
PT_420403,Furnas,1521,637,8,38,256,179,69,38,11,3,6,9,6,5,2,5,2,0,0,0,0
PT_420404,Nossa Senhora Dos Remédios,1034,474,6,15,256,141,32,6,4,0,5,4,0,2,0,2,1,0,0,0,0
PT_420405,Povoação,2055,876,11,35,365,329,69,16,19,4,12,4,3,4,0,3,2,0,0,0,0
PT_420406,Ribeira Quente,812,274,2,17,97,121,11,12,4,1,3,3,0,1,0,2,0,0,0,0,0
PT_420501,Calheta,720,281,6,7,111,83,27,25,8,0,3,6,0,1,0,2,2,0,0,0,0
PT_420502,Fenais Da Ajuda,995,427,7,10,217,86,73,17,5,1,2,0,4,1,2,2,0,0,0,0,0
PT_420503,Lomba Da Maia,1034,392,2,11,183,99,53,20,6,1,0,5,1,7,1,2,1,0,0,0,0
PT_420504,Lomba De São Pedro,288,149,1,5,65,47,20,3,3,0,0,2,0,1,0,1,1,0,0,0,0
PT_420505,Maia,1811,732,17,22,299,299,55,15,7,0,4,9,4,0,0,0,1,0,0,0,0
PT_420506,Pico Da Pedra,2238,995,23,42,392,236,131,75,38,6,17,12,10,1,2,6,4,0,0,0,0
PT_420507,Porto Formoso,1152,455,6,14,170,190,20,27,10,1,1,8,1,5,0,2,0,0,0,0,0
PT_420508,Rabo De Peixe,6482,1370,22,42,605,301,146,202,24,1,5,7,6,2,1,3,3,0,0,0,0
PT_420509,Ribeira Grande (Conceição),1995,858,4,28,389,226,95,60,21,0,13,6,5,5,0,2,4,0,0,0,0
PT_420510,Ribeira Grande (Matriz),3470,1246,14,38,583,304,128,76,31,3,16,19,16,3,6,3,6,0,0,0,0
PT_420511,Ribeira Seca,2464,898,10,28,469,180,111,37,23,2,5,7,7,5,2,4,8,0,0,0,0
PT_420512,Ribeirinha,2068,566,8,18,249,159,67,23,12,2,6,4,3,4,1,4,6,0,0,0,0
PT_420513,Santa Bárbara,1104,415,2,12,207,94,49,27,6,2,2,6,2,1,0,2,3,0,0,0,0
PT_420514,São Brás,564,279,3,6,138,69,27,23,5,0,0,2,2,2,0,2,0,0,0,0,0
PT_440101,Guadalupe,1230,537,2,14,371,113,16,7,1,3,1,3,0,1,1,1,3,0,0,0,0
PT_440102,Luz,763,270,3,9,139,83,24,6,2,0,3,0,1,0,0,0,0,0,0,0,0
PT_440103,São Mateus,795,408,4,12,212,140,14,10,8,0,2,3,0,0,2,1,0,0,0,0,0
PT_440104,Santa Cruz Da Graciosa,1642,714,7,22,308,293,31,21,16,0,5,5,2,0,1,0,3,0,0,0,0
PT_480201,Caveira,70,50,0,2,21,12,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PT_480202,Cedros,114,57,0,3,14,9,11,3,13,0,0,2,2,0,0,0,0,0,0,0,0
PT_480203,Ponta Delgada,353,153,2,6,65,39,36,3,2,0,0,0,0,0,0,0,0,0,0,0,0
PT_480204,Santa Cruz Das Flores,1478,630,2,29,210,196,137,23,21,2,2,3,3,0,0,0,2,0,0,0,0
PT_460301,Prainha,548,228,2,13,120,55,24,5,1,0,2,1,0,3,0,1,1,0,0,0,0
PT_460302,Santa Luzia,394,166,2,6,90,41,14,7,3,0,1,0,0,1,0,0,1,0,0,0,0
PT_460303,Santo Amaro,297,186,2,5,86,73,13,2,0,0,2,0,1,1,0,1,0,0,0,0,0
PT_460304,Santo António,714,266,4,8,110,90,24,5,12,0,5,1,1,1,1,2,2,0,0,0,0
PT_460305,São Roque Do Pico,1268,515,1,30,280,112,51,10,20,1,4,2,1,1,0,1,1,0,0,0,0
PT_450201,Manadas (Santa Bárbara),387,192,1,2,123,40,18,3,2,0,1,1,0,0,1,0,0,0,0,0,0
PT_450202,Norte Grande (Neves),582,288,4,8,142,58,55,4,7,2,3,2,1,1,1,0,0,0,0,0,0
PT_450203,Rosais,702,337,4,5,107,56,153,5,1,0,2,4,0,0,0,0,0,0,0,0,0
PT_450204,Santo Amaro,808,375,3,13,158,93,87,7,1,1,3,2,1,1,0,2,3,0,0,0,0
PT_450205,Urzelina (São Mateus),791,384,2,9,225,68,47,13,4,0,1,4,3,3,0,2,3,0,0,0,0
PT_450206,Velas (São Jorge),1795,839,10,24,426,166,139,29,16,3,10,6,5,1,1,2,1,0,0,0,0
PT_430201,Agualva,1376,597,1,12,309,205,45,19,1,0,3,0,0,0,0,1,1,0,0,0,0
PT_430202,Biscoitos,1350,503,5,29,244,135,44,27,8,1,2,8,0,0,0,0,0,0,0,0,0
PT_430203,Cabo Da Praia,611,309,6,12,141,68,59,13,4,0,2,0,0,0,2,1,1,0,0,0,0
PT_430204,Fonte Do Bastardo,1090,418,2,18,211,89,61,18,11,0,1,4,0,0,1,0,2,0,0,0,0
PT_430205,Fontinhas,1388,595,3,18,330,131,78,20,5,1,1,3,2,1,0,0,2,0,0,0,0
PT_430206,Lajes,3265,1313,10,78,637,326,157,52,17,5,8,10,1,4,0,4,4,0,0,0,0
PT_430211,Porto Martins,858,430,7,13,174,111,90,19,5,0,5,2,0,0,1,2,1,0,0,0,0
PT_430207,Praia Da Vitória (Santa Cruz),6162,2082,23,68,968,512,314,93,39,2,22,12,6,5,8,4,6,0,0,0,0
PT_430208,Quatro Ribeiras,435,214,1,13,86,88,14,7,3,0,0,0,0,0,1,1,0,0,0,0,0
PT_430209,São Brás,958,429,5,13,202,141,37,14,4,1,1,3,5,1,0,1,1,0,0,0,0
PT_430210,Vila Nova,1617,685,7,25,342,227,45,17,12,0,1,2,1,2,2,1,1,0,0,0,0
PT_410101,Almagreira,487,160,1,12,86,30,19,4,7,0,0,1,0,0,0,0,0,0,0,0,0
PT_410102,Santa Bárbara,468,172,1,10,98,34,9,4,11,0,0,2,1,1,0,0,1,0,0,0,0
PT_410103,Santo Espírito,669,190,3,6,86,65,11,8,3,1,0,0,3,2,0,1,1,0,0,0,0
PT_410104,São Pedro,669,234,4,18,87,63,22,20,8,0,1,2,2,3,2,2,0,0,0,0,0
PT_410105,Vila Do Porto,2817,1066,14,63,473,297,97,59,36,3,6,9,0,1,2,5,1,0,0,0,0
PT_420601,Água de Alto,1545,517,6,13,232,163,61,11,13,6,4,2,3,2,0,1,0,0,0,0,0
PT_420602,Ponta Garça,3147,1217,18,27,614,275,195,34,16,5,4,5,8,3,7,3,3,0,0,0,0
PT_420603,Ribeira Das Taínhas,689,342,9,17,126,137,25,10,5,0,2,1,4,1,1,3,1,0,0,0,0
PT_420606,Ribeira Seca,784,275,2,4,152,63,37,1,9,0,1,2,0,1,1,0,2,0,0,0,0
PT_420604,Vila Franca Do Campo (São Miguel),2749,870,18,17,404,262,100,40,14,1,5,4,2,0,1,2,0,0,0,0,0
PT_420605,Vila Franca Do Campo (São Pedro),1252,437,1,8,191,137,51,24,7,0,7,3,3,0,1,1,3,0,0,0,0
PT_010101,Agadão,426,256,3,5,143,46,42,6,3,1,1,0,1,1,1,0,3,0,0,0,0
PT_010102,Aguada De Baixo,1554,855,14,37,421,169,160,28,12,2,3,1,1,0,0,2,3,2,0,0,0
PT_010103,Aguada De Cima,3677,1932,20,73,987,470,234,73,27,6,10,11,2,4,3,5,2,5,0,0,0
PT_010104,Águeda,10324,5925,71,190,2454,1748,694,271,282,12,47,68,7,15,17,22,20,7,0,0,0
PT_010105,Barrô,1720,936,12,36,436,269,112,25,14,2,11,7,0,1,4,3,3,1,0,0,0
PT_010106,Belazaima Do Chão,574,354,5,17,146,114,37,12,10,0,5,4,1,0,0,2,1,0,0,0,0
PT_010120,Borralha,1975,1273,16,54,496,403,144,64,51,1,12,15,1,6,1,3,5,1,0,0,0
PT_010107,Castanheira Do Vouga,605,369,5,15,204,66,52,9,13,0,1,1,0,0,1,1,1,0,0,0,0
PT_010108,Espinhel,2410,1384,25,46,563,438,144,75,44,1,6,19,0,4,4,6,5,4,0,0,0
PT_010109,Fermentelos,2844,1780,13,31,1130,148,320,59,34,6,8,5,0,4,13,3,4,2,0,0,0
PT_010110,Lamas Do Vouga,679,380,3,6,163,138,39,12,11,1,1,2,0,1,2,0,1,0,0,0,0
PT_010111,Macieira De Alcoba,119,64,0,5,44,6,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PT_010112,Macinhata Do Vouga,3128,1680,15,51,711,493,206,74,73,6,8,19,1,3,8,3,5,4,0,0,0
PT_010113,Óis Da Ribeira,649,446,9,18,199,114,68,23,9,0,0,4,0,0,1,0,1,0,0,0,0
PT_010114,Préstimo,817,447,11,21,186,86,101,16,14,1,1,2,1,1,2,2,1,1,0,0,0
PT_010115,Recardães,2971,1824,16,81,778,530,211,81,62,4,21,26,2,4,0,3,5,0,0,0,0
PT_010116,Segadães,806,504,5,22,180,167,82,17,19,3,1,2,1,1,2,1,1,0,0,0,0
PT_010117,Travassô,1496,935,14,32,394,236,141,63,24,4,3,11,1,2,4,3,0,3,0,0,0
PT_010118,Trofa,2630,1633,14,48,695,448,201,84,90,4,8,12,1,2,3,9,7,7,0,0,0
PT_010119,Valongo Do Vouga,4485,2436,31,104,1002,720,294,93,116,5,7,30,1,7,8,5,10,3,0,0,0
PT_010201,Albergaria-a-Velha,7433,4134,47,134,1761,887,848,190,155,6,35,30,2,3,4,11,17,4,0,0,0
PT_010202,Alquerubim,2119,1097,6,27,484,295,177,40,25,6,5,12,1,5,6,5,1,2,0,0,0
PT_010203,Angeja,1998,1204,13,39,428,324,221,43,80,2,9,20,1,3,6,7,5,3,0,0,0
PT_010204,Branca,4937,2967,38,73,1479,587,514,103,72,10,19,25,2,7,15,10,8,5,0,0,0
PT_010205,Frossos,848,509,12,21,196,105,122,19,18,4,5,4,0,0,1,0,1,1,0,0,0
PT_010206,Ribeira De Fráguas,1641,980,17,26,397,254,203,22,26,5,7,2,2,6,6,4,2,1,0,0,0
PT_010207,São João De Loure,1818,1097,7,26,522,185,249,41,30,0,11,11,1,4,3,1,3,3,0,0,0
PT_010208,Valmaior,1740,1050,8,13,450,260,195,46,48,2,8,7,0,2,3,6,2,0,0,0,0
PT_010315,Aguim,1117,667,9,16,348,155,64,38,17,0,8,0,1,1,5,4,1,0,0,0,0
PT_010301,Amoreira Da Gândara,1203,681,18,24,369,120,107,15,10,2,2,3,0,3,3,2,1,2,0,0,0
PT_010302,Ancas,690,423,6,28,222,70,53,23,6,1,3,3,0,3,2,2,1,0,0,0,0
PT_010303,Arcos,4786,2798,24,104,1274,620,344,171,163,6,21,29,2,6,9,7,11,7,0,0,0
PT_010304,Avelãs De Caminho,1221,689,7,27,334,165,90,25,18,2,2,7,0,1,3,4,3,1,0,0,0
PT_010305,Avelãs De Cima,2121,1251,16,38,775,161,160,35,22,5,7,5,3,3,6,5,4,6,0,0,0
PT_010306,Mogofores,970,571,7,11,236,166,90,27,11,3,7,7,0,0,3,1,1,1,0,0,0
PT_010307,Moita,2395,1344,19,28,750,246,183,43,38,5,10,7,0,0,4,4,5,2,0,0,0
PT_010308,Óis Do Bairro,451,263,3,13,125,69,23,13,6,1,3,2,1,0,0,3,1,0,0,0,0
PT_010314,Paredes Do Bairro,1036,657,9,21,438,85,65,23,8,0,1,2,0,3,1,0,0,1,0,0,0
PT_010309,Sangalhos,4058,2323,39,79,1142,387,334,109,114,13,19,26,4,9,13,13,17,5,0,0,0
PT_010310,São Lourenço Do Bairro,2388,1288,15,44,694,262,145,58,19,3,10,9,0,5,7,6,4,7,0,0,0
PT_010311,Tamengos,1575,886,14,25,439,214,112,29,17,8,4,9,1,2,4,5,2,1,0,0,0
PT_010312,Vila Nova De Monsarros,1707,863,8,17,444,239,88,15,24,4,6,4,1,2,3,1,3,4,0,0,0
PT_010313,Vilarinho Do Bairro,3003,1756,13,32,1205,226,187,26,19,6,7,7,1,4,10,8,2,3,0,0,0
PT_010401,Albergaria Da Serra,146,61,3,1,24,22,5,0,1,1,0,1,0,1,0,0,0,2,0,0,0
PT_010402,Alvarenga,1176,717,12,20,384,149,108,8,13,4,0,4,1,1,6,5,1,1,0,0,0
PT_010403,Arouca,2729,1776,22,69,830,392,296,62,50,3,16,11,1,1,8,3,3,9,0,0,0
PT_010404,Burgo,1873,1187,19,23,520,261,266,40,26,5,10,7,1,2,4,2,1,0,0,0,0
PT_010405,Cabreiros,180,64,0,1,32,23,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0
PT_010406,Canelas,724,420,5,7,197,76,113,3,11,1,2,1,0,1,0,3,0,0,0,0,0
PT_010407,Chave,1203,800,15,22,348,190,152,27,13,14,4,7,0,0,1,2,3,2,0,0,0
PT_010408,Covelo de Paivó,125,56,0,0,26,13,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PT_010409,Escariz,1940,1139,14,20,610,240,193,21,9,2,5,3,3,8,4,4,1,2,0,0,0
PT_010410,Espiunca,411,256,2,3,121,53,61,4,4,0,2,1,0,1,1,1,1,1,0,0,0
PT_010411,Fermedo,1362,715,9,7,343,178,121,19,14,1,3,6,1,3,5,2,2,1,0,0,0
PT_010412,Janarde,153,86,0,0,42,25,12,2,2,0,2,0,0,0,0,1,0,0,0,0,0
PT_010413,Mansores,1063,649,6,22,395,88,111,4,6,0,5,2,0,2,4,2,2,0,0,0,0
PT_010414,Moldes,1248,708,7,17,328,180,130,10,13,4,2,4,3,0,6,3,1,0,0,0,0
PT_010415,Rossas,1446,945,19,24,506,148,190,20,24,2,1,3,0,2,1,2,1,2,0,0,0
PT_010416,Santa Eulália,2045,1269,14,33,616,247,251,49,27,5,9,4,2,1,3,2,4,2,0,0,0
PT_010417,São Miguel Do Mato,732,384,1,4,229,76,55,4,8,0,1,1,1,2,1,0,0,1,0,0,0
PT_010418,Tropeço,1134,624,9,16,286,120,135,22,8,1,5,6,1,3,3,3,2,4,0,0,0
PT_010419,Urrô,1043,656,8,10,367,120,114,11,10,3,3,2,2,2,2,0,1,1,0,0,0
PT_010420,Várzea,456,328,1,7,174,67,61,3,11,0,1,1,0,0,1,1,0,0,0,0,0
PT_010501,Aradas,7514,4432,42,128,2095,824,804,240,122,13,63,35,1,12,11,13,21,8,0,0,0
PT_010502,Cacia,6233,3641,80,134,1402,897,538,262,171,9,33,45,8,12,23,14,9,4,0,0,0
PT_010503,Eirol,672,469,6,19,202,73,129,14,7,0,3,6,2,1,2,2,3,0,0,0,0
PT_010504,Eixo,4663,2576,20,80,988,578,482,165,139,7,33,26,1,9,10,15,14,9,0,0,0
PT_010505,Esgueira,11137,6488,81,277,2347,1579,1061,466,364,16,92,78,5,21,28,24,42,7,0,0,0
PT_010506,Glória,9211,5526,43,205,2267,1164,929,422,272,14,86,40,4,7,8,11,44,10,0,0,0
PT_010507,Nariz,1341,763,28,18,436,82,137,24,9,3,6,5,2,2,2,2,3,4,0,0,0
PT_010514,Nossa Senhora De Fátima,1754,1070,14,28,603,124,221,39,12,1,7,9,1,0,2,4,3,2,0,0,0
PT_010508,Oliveirinha,4477,2649,42,81,1465,378,432,103,50,7,35,11,1,6,8,11,9,10,0,0,0
PT_010509,Requeixo,1106,658,7,11,351,87,134,32,17,0,3,6,1,1,2,2,4,0,0,0,0
PT_010513,Santa Joana,7369,4339,47,154,2107,848,625,212,188,16,36,42,2,17,11,13,15,6,0,0,0
PT_010510,São Bernardo,4217,2732,29,102,1261,505,521,145,97,3,32,13,0,0,5,5,10,4,0,0,0
PT_010511,São Jacinto,973,499,6,13,163,195,72,22,16,3,2,0,0,0,4,1,2,0,0,0,0
PT_010512,Vera Cruz,8039,5434,51,223,2197,1106,942,365,338,14,78,39,0,2,13,22,40,4,0,0,0
PT_010601,Bairros,1717,1017,17,15,434,434,63,17,10,1,4,5,2,2,2,7,3,1,0,0,0
PT_010602,Fornos,1349,797,15,17,300,364,48,14,22,2,7,4,0,1,1,0,1,1,0,0,0
PT_010603,Paraíso,847,534,6,11,250,175,56,7,12,3,3,4,0,2,1,2,1,1,0,0,0
PT_010604,Pedorido,1384,682,7,14,227,310,43,31,25,4,7,6,1,2,0,1,3,1,0,0,0
PT_010605,Raiva,2126,1132,17,19,358,490,88,96,38,0,2,8,3,3,2,3,3,2,0,0,0
PT_010606,Real,1191,665,7,12,253,294,52,17,16,0,3,2,0,3,3,2,1,0,0,0,0
PT_010607,Santa Maria De Sardoura,2248,1328,19,16,697,415,101,31,22,1,3,8,2,4,1,4,3,1,0,0,0
PT_010608,São Martinho De Sardoura,1675,1062,8,22,594,277,74,48,18,5,2,4,3,0,1,3,2,1,0,0,0
PT_010609,Sobrado,2340,1500,13,28,715,484,146,44,38,1,5,8,0,3,4,3,3,5,0,0,0
PT_010701,Anta,9682,6358,86,159,2508,1783,644,410,511,20,57,76,11,17,24,19,24,9,0,0,0
