gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD-CDS-PP-PPM,CH,B.E.,IL,ADN,PAN,R.I.R.,L,CDU,E,MAS,MPT,PCTP/MRPP,Volt,PPD/PSD,CDS-PP,JPP,PTP,A,NC,PPD/PSD-CDS-PP,PPM
PT_091321,Tamanhos,219,109,0,0,54,0,8,1,0,0,1,0,1,3,0,0,0,0,0,39,2,0,0,0,0,0,0
PT_091331,"Torre do Terrenho, Sebadelhe da Serra e Terrenho",439,227,2,3,80,0,21,0,2,0,0,1,1,5,0,0,0,0,2,97,13,0,0,0,0,0,0
PT_091332,Trancoso (São Pedro e Santa Maria) e Souto Maior,3019,1673,14,26,705,0,124,54,46,0,6,11,14,21,0,1,2,0,3,608,38,0,0,0,0,0,0
PT_091325,Valdujo,184,98,1,0,52,0,8,1,0,0,1,0,0,4,1,0,0,0,0,25,4,0,1,0,0,0,0
PT_091333,Vale do Seixo e Vila Garcia,240,124,2,0,69,0,10,2,2,0,0,0,0,1,0,0,0,0,0,33,4,0,1,0,0,0,0
PT_091334,Vila Franca das Naves e Feital,905,492,4,3,216,0,31,15,12,0,1,2,2,6,0,1,1,0,1,183,13,0,1,0,0,0,0
PT_091335,Vilares e Carnicães,316,180,2,2,93,0,9,7,0,0,0,0,1,9,0,0,0,0,0,53,4,0,0,0,0,0,0
PT_091401,Almendra,366,148,2,1,71,0,8,1,1,0,1,0,0,2,0,0,0,0,0,60,1,0,0,0,0,0,0
PT_091402,Castelo Melhor,240,102,1,0,54,0,0,3,0,0,0,0,0,0,1,0,0,0,1,41,1,0,0,0,0,0,0
PT_091403,Cedovim,301,162,4,2,77,0,16,2,3,0,1,0,0,1,0,0,0,0,0,52,4,0,0,0,0,0,0
PT_091404,Chãs,274,126,0,1,62,0,3,1,0,0,0,0,1,0,0,0,0,0,0,57,1,0,0,0,0,0,0
PT_091405,Custóias,225,103,0,2,43,0,3,2,0,0,3,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,0
PT_091418,Freixo de Numão,523,256,2,4,107,0,14,4,1,0,6,0,0,2,2,0,0,0,0,110,3,0,1,0,0,0,0
PT_091407,Horta,235,98,3,1,50,0,4,3,0,0,1,0,0,1,1,0,0,0,1,33,0,0,0,0,0,0,0
PT_091410,Muxagata,312,171,4,4,64,0,24,1,1,0,0,1,0,2,0,1,1,0,0,63,5,0,0,0,0,0,0
PT_091411,Numão,270,131,2,0,58,0,5,3,0,0,0,1,2,0,0,0,0,0,0,55,5,0,0,0,0,0,0
PT_091412,Santa Comba,279,99,0,0,28,0,0,1,0,0,1,0,0,2,0,0,0,0,0,65,2,0,0,0,0,0,0
PT_091414,Sebadelhe,263,143,1,2,74,0,7,5,1,0,0,0,0,3,0,0,0,0,0,46,4,0,0,0,0,0,0
PT_091415,Seixas,291,133,1,0,43,0,12,1,1,0,1,1,2,3,0,0,0,0,2,64,1,0,1,0,0,0,0
PT_091416,Touça,240,109,0,3,45,0,7,1,2,0,0,1,1,2,0,0,0,0,0,47,0,0,0,0,0,0,0
PT_091419,Vila Nova de Foz Côa,3200,1583,18,9,713,0,106,39,46,0,11,7,9,36,3,1,2,0,2,553,27,0,1,0,0,0,0
PT_100121,Alcobaça e Vestiaria,6166,3553,40,43,1265,0,243,154,199,9,53,19,47,135,9,2,4,0,2,1234,84,0,0,0,11,0,0
PT_100102,Alfeizerão,3263,1660,18,27,586,0,143,63,86,6,14,6,13,28,0,2,0,0,0,631,35,0,1,0,1,0,0
PT_100120,Aljubarrota,5625,3126,40,61,1157,0,288,130,165,7,38,15,34,97,2,2,4,0,3,988,83,0,3,0,9,0,0
PT_100104,Bárrio,1311,809,9,16,377,0,43,27,35,3,8,6,4,40,1,0,1,0,2,218,15,0,0,0,4,0,0
PT_100105,Benedita,7379,4877,81,67,1241,0,423,181,349,22,52,17,54,66,1,8,6,0,0,2181,121,0,2,0,5,0,0
PT_100106,Cela,2737,1535,25,26,563,0,122,65,58,0,13,15,11,38,3,3,1,0,3,549,30,0,0,0,10,0,0
PT_100122,"Coz, Alpedriz e Montes",2644,1575,23,30,768,0,110,75,49,7,24,11,12,63,1,0,1,0,1,370,24,0,2,0,4,0,0
PT_100108,Évora De Alcobaça,3714,2417,38,38,794,0,198,73,84,7,25,18,13,41,2,1,6,0,3,1005,66,0,1,0,4,0,0
PT_100109,Maiorga,1660,991,13,11,490,0,78,50,44,0,6,5,19,58,0,0,0,0,0,195,19,0,0,0,3,0,0
PT_100123,Pataias e Martingança,5945,3568,40,51,1633,0,271,169,171,9,53,18,31,156,2,5,2,0,3,889,42,0,1,0,22,0,0
PT_100112,São Martinho Do Porto,2742,1460,20,14,549,0,118,63,85,2,17,6,16,35,2,2,0,0,1,489,31,0,1,0,9,0,0
PT_100114,Turquel,3806,2453,62,30,559,0,296,83,129,5,23,17,19,20,1,2,5,0,2,1132,60,0,2,0,6,0,0
PT_100116,Vimeiro,1591,1019,11,16,200,0,114,11,32,4,16,1,1,14,1,1,0,0,1,555,39,0,0,0,2,0,0
PT_100201,Almoster,566,315,4,1,83,0,17,7,5,0,0,1,0,3,0,0,0,0,0,188,4,0,1,0,1,0,0
PT_100208,Alvaiázere,1622,973,21,11,269,0,106,24,27,0,7,3,8,7,0,1,1,0,0,467,20,0,1,0,0,0,0
PT_100204,Maçãs de Dona Maria,1442,839,7,6,236,0,68,11,13,0,3,4,5,9,0,0,1,0,0,447,29,0,0,0,0,0,0
PT_100205,Pelmá,707,337,6,1,64,0,65,4,8,0,3,0,2,2,0,0,0,0,0,175,6,0,0,0,1,0,0
PT_100209,Pussos São Pedro,1540,891,9,9,263,0,112,29,16,2,6,4,6,7,1,0,0,0,0,406,21,0,0,0,0,0,0
PT_100301,Alvorge,938,541,5,10,241,0,33,12,12,0,3,1,3,9,2,0,0,0,0,200,8,0,2,0,0,0,0
PT_100309,Ansião,3185,1957,32,30,767,0,156,61,41,0,16,12,12,48,0,1,2,0,0,740,37,0,1,0,1,0,0
PT_100303,Avelar,1782,1066,17,17,460,0,68,34,38,3,8,4,11,12,0,2,2,0,0,377,10,0,2,0,1,0,0
PT_100304,Chão De Couce,1648,948,10,9,318,0,56,21,31,1,7,4,3,18,1,0,1,0,1,448,18,0,1,0,0,0,0
PT_100306,Pousaflores,828,492,7,4,182,0,36,11,3,3,2,0,3,6,1,0,0,0,0,221,13,0,0,0,0,0,0
PT_100307,Santiago Da Guarda,2658,1496,10,9,445,0,127,21,41,2,7,11,14,11,1,1,1,0,0,772,22,0,1,0,0,0,0
PT_100401,Batalha,7537,4617,46,83,1455,0,395,185,365,24,63,29,37,64,2,4,4,0,9,1702,141,0,4,0,5,0,0
PT_100404,Golpilheira,1332,893,4,13,284,0,62,34,48,0,14,3,10,9,1,0,3,0,0,371,34,0,0,0,3,0,0
PT_100402,Reguengo Do Fetal,1890,1150,17,16,389,0,75,33,69,0,17,7,8,9,1,2,0,0,2,469,33,0,2,0,1,0,0
PT_100403,São Mamede,3225,1996,32,29,409,0,217,35,80,10,20,6,10,18,3,1,3,0,2,1035,79,0,1,0,6,0,0
PT_100506,Bombarral e Vale Covo,6096,3380,36,54,1431,0,245,159,137,11,62,9,41,157,0,5,6,0,1,910,115,0,0,0,1,0,0
PT_100502,Carvalhal,2177,1272,10,15,573,0,85,43,51,3,6,9,6,26,1,2,1,0,0,380,57,0,1,0,3,0,0
PT_100505,Pó,720,452,4,6,176,0,45,8,18,0,1,1,3,18,0,0,0,0,0,160,11,0,1,0,0,0,0
PT_100503,Roliça,2241,1285,6,15,471,0,121,49,64,7,8,6,6,82,1,1,0,0,0,397,50,0,0,0,1,0,0
PT_100601,A Dos Francos,1384,779,12,12,293,0,86,21,22,2,9,4,1,19,0,0,0,0,0,276,21,0,0,0,1,0,0
PT_100602,Alvorninha,2502,1342,15,18,471,0,107,47,55,4,14,12,13,32,0,2,1,0,3,518,28,0,1,0,1,0,0
PT_100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,10596,5259,43,85,2136,0,487,368,288,22,101,37,87,210,7,10,6,0,10,1267,86,0,3,0,6,0,0
PT_100604,Carvalhal Benfeito,1024,585,12,6,138,0,47,13,18,1,8,8,7,5,1,0,0,0,0,294,26,0,0,0,1,0,0
PT_100606,Foz Do Arelho,1251,704,8,10,268,0,52,33,51,3,14,2,10,25,0,2,1,0,2,207,14,0,0,0,2,0,0
PT_100607,Landal,923,519,10,8,149,0,49,11,19,3,3,1,6,3,0,2,0,0,0,239,15,0,1,0,0,0,0
PT_100608,Nadadouro,1616,1030,11,22,335,0,89,64,75,8,13,0,13,24,1,3,0,0,0,347,23,0,0,0,2,0,0
PT_100617,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",16379,9112,77,120,3291,0,631,568,614,29,158,46,165,305,10,8,9,0,6,2867,184,0,6,0,18,0,0
PT_100609,Salir De Matos,2212,1230,20,23,449,0,125,46,59,6,9,5,12,28,0,1,4,0,1,415,26,0,0,0,1,0,0
PT_100611,Santa Catarina,2572,1568,20,18,412,0,133,61,63,3,16,7,15,24,3,2,1,0,1,729,59,0,1,0,0,0,0
PT_100619,Tornada e Salir do Porto,3835,2123,19,32,948,0,150,122,86,4,26,7,23,69,2,1,3,0,2,595,28,0,1,0,5,0,0
PT_100615,Vidais,919,553,5,8,178,0,44,19,15,1,8,5,1,10,0,2,0,0,0,245,11,0,0,0,1,0,0
PT_100703,Castanheira de Pêra e Coentral,2522,1545,20,22,861,0,57,48,51,0,13,7,5,22,0,1,3,0,1,411,21,0,1,0,1,0,0
PT_100801,Aguda,927,527,11,1,198,0,36,21,10,0,2,3,4,3,0,0,1,0,0,220,16,0,0,0,1,0,0
PT_100802,Arega,735,437,4,5,173,0,37,11,16,0,6,3,0,3,0,1,2,0,0,169,7,0,0,0,0,0,0
PT_100803,Campelo,171,90,2,0,43,0,8,0,0,1,1,0,1,3,0,0,1,0,0,30,0,0,0,0,0,0,0
PT_100806,Figueiró dos Vinhos e Bairradas,3403,1903,30,25,788,0,109,55,62,3,18,4,14,36,1,2,5,0,1,722,26,0,0,0,2,0,0
PT_100901,Amor,4104,2367,31,64,939,0,177,98,139,8,42,18,28,65,1,3,5,0,1,679,63,0,3,0,3,0,0
PT_100902,Arrabal,2377,1543,10,20,436,0,137,42,99,4,12,11,9,25,2,1,8,0,0,665,60,0,0,0,2,0,0
PT_100925,Bajouca,1763,1247,15,30,214,0,59,40,63,2,12,4,17,15,2,3,0,0,0,733,38,0,0,0,0,0,0
PT_100926,Bidoeira De Cima,2097,1338,19,22,237,0,91,24,65,1,8,10,3,8,1,0,1,0,1,826,18,0,1,0,2,0,0
PT_100907,Caranguejeira,4322,2674,27,40,613,0,178,76,123,5,28,8,17,14,1,2,1,0,4,1470,62,0,1,0,4,0,0
PT_100909,Coimbrão,1652,870,17,22,355,0,49,43,35,2,19,10,9,15,1,1,4,0,0,270,16,0,1,0,1,0,0
PT_100932,Colmeias e Memória,3864,1959,24,27,545,0,172,52,101,4,27,12,27,12,0,4,8,0,4,905,33,0,0,0,2,0,0
PT_100933,"Leiria, Pousos, Barreira e Cortes",28984,18447,168,260,6240,0,1157,993,1397,75,306,59,312,427,10,16,31,0,21,6579,355,0,12,0,29,0,0
PT_100913,Maceira,8406,5108,67,94,2073,0,440,256,254,7,70,34,37,128,6,7,11,0,7,1489,110,0,9,0,9,0,0
PT_100934,Marrazes e Barosa,21661,12110,89,208,4449,0,1008,711,911,47,228,51,196,297,10,12,34,0,7,3630,190,0,8,0,24,0,0
PT_100915,Milagres,2788,1622,27,33,477,0,130,57,87,7,7,5,12,15,0,2,8,0,1,703,41,0,1,0,9,0,0
PT_100935,Monte Real e Carvide,4996,2932,49,69,1114,0,232,131,172,13,43,21,22,61,6,5,10,0,1,903,72,0,3,0,5,0,0
PT_100936,Monte Redondo e Carreira,4763,2796,40,68,948,0,207,101,97,18,43,25,20,64,5,6,2,0,2,1059,84,0,3,0,4,0,0
PT_100937,Parceiros e Azoia,6423,4290,40,65,1510,0,292,220,316,25,65,28,53,97,6,9,5,0,3,1491,57,0,3,0,5,0,0
PT_100921,Regueira De Pontes,1892,1220,22,36,454,0,106,45,56,0,11,3,8,15,1,1,3,0,1,417,40,0,1,0,0,0,0
PT_100938,Santa Catarina da Serra e Chainça,4217,2942,31,38,581,0,235,52,136,11,33,10,21,17,2,3,2,0,1,1669,96,0,2,0,2,0,0
PT_100939,Santa Eufémia e Boa Vista,3797,2330,29,37,537,0,182,80,135,8,16,10,29,33,1,1,2,0,0,1146,81,0,1,0,2,0,0
PT_100940,Souto da Carpalhosa e Ortigosa,5108,3271,41,67,838,0,241,122,201,7,28,20,23,41,2,4,6,0,2,1463,158,0,3,0,4,0,0
PT_101001,Marinha Grande,27921,15609,134,253,6716,0,1154,1058,875,55,268,67,190,1604,9,29,34,0,11,2951,155,0,12,0,34,0,0
PT_101003,Moita,1226,739,11,7,398,0,51,38,24,7,10,3,9,84,1,0,0,0,0,88,4,0,2,0,2,0,0
PT_101002,Vieira De Leiria,5144,2688,31,59,1175,0,217,194,133,12,51,15,30,187,0,2,8,0,3,534,34,0,1,0,2,0,0
PT_101101,Famalicão,1503,864,9,12,361,0,86,52,32,3,8,7,4,16,0,1,4,0,2,257,8,0,0,0,2,0,0
PT_101102,Nazaré,9998,4607,42,63,2119,0,363,281,207,21,48,17,42,226,2,4,4,0,3,1125,38,0,0,0,2,0,0
PT_101103,Valado Dos Frades,2709,1376,9,19,597,0,96,93,53,3,9,11,10,176,2,3,0,0,3,270,18,0,0,0,4,0,0
PT_101201,A Dos Negros,1336,787,9,13,356,0,60,43,24,1,14,2,7,25,0,1,0,0,0,220,12,0,0,0,0,0,0
PT_101202,Amoreira,906,474,8,5,190,0,32,31,33,2,8,2,6,16,1,3,1,0,0,131,4,0,1,0,0,0,0
PT_101208,Gaeiras,2057,1350,9,22,598,0,95,69,65,5,21,4,21,49,2,1,1,0,3,363,21,0,0,0,1,0,0
PT_101203,Olho Marinho,1178,619,9,15,233,0,62,15,27,3,8,5,5,55,0,1,0,0,1,173,7,0,0,0,0,0,0
PT_101210,"Santa Maria, São Pedro e Sobral da Lagoa",3403,1901,10,24,788,0,168,88,80,11,29,9,17,61,1,1,0,0,1,582,30,0,0,0,1,0,0
PT_101209,Usseira,816,457,7,4,117,0,48,21,17,0,6,0,1,8,0,0,0,0,0,217,11,0,0,0,0,0,0
PT_101207,Vau,864,483,7,0,171,0,43,17,22,1,4,3,13,11,0,0,0,0,0,184,7,0,0,0,0,0,0
PT_101301,Graça,614,312,9,1,104,0,23,7,3,2,2,1,0,4,0,0,0,0,0,150,6,0,0,0,0,0,0
PT_101302,Pedrógão Grande,1984,1147,18,16,449,0,78,29,32,1,0,7,2,21,1,1,0,0,0,464,27,0,0,0,1,0,0
PT_101303,Vila Facaia,488,301,9,0,115,0,5,7,2,1,1,0,0,10,0,0,0,0,0,146,4,0,1,0,0,0,0
PT_101402,Atouguia Da Baleia,8197,4599,53,61,1757,0,519,218,183,27,52,28,51,163,4,1,3,0,3,1386,85,0,2,0,3,0,0
PT_101406,Ferrel,2554,1297,9,22,578,0,107,53,81,10,18,6,15,56,1,4,2,0,2,321,8,0,1,0,3,0,0
PT_101407,Peniche,12399,5824,51,74,2728,0,533,278,216,36,103,55,57,394,5,3,9,0,5,1210,57,0,2,0,8,0,0
PT_101405,Serra Del-Rei,1203,710,12,17,290,0,59,49,20,3,11,11,4,55,0,0,1,0,0,164,12,0,0,0,2,0,0
PT_101501,Abiul,2475,1040,10,18,222,0,96,22,44,4,2,6,8,18,2,0,0,0,0,558,27,0,0,0,3,0,0
PT_101503,Almagreira,2857,1356,16,30,441,0,105,43,40,3,14,4,9,13,1,5,3,0,2,597,29,0,1,0,0,0,0
PT_101504,Carnide,1621,804,9,17,134,0,83,16,32,3,6,3,4,7,2,0,0,0,1,476,8,0,0,0,3,0,0
PT_101505,Carriço,3105,1665,35,30,571,0,142,58,64,3,24,14,5,31,1,2,1,0,2,648,34,0,0,0,0,0,0
PT_101518,"Guia, Ilha e Mata Mourisca",5630,3138,49,69,898,0,243,121,124,12,29,16,26,36,1,7,7,0,1,1410,82,0,3,0,4,0,0
PT_101506,Louriçal,4019,2111,41,54,751,0,125,105,70,2,33,15,18,47,3,2,2,0,4,805,32,0,1,0,1,0,0
PT_101515,Meirinhas,1551,977,7,17,165,0,112,23,81,6,2,5,8,6,2,1,1,0,2,521,17,0,0,0,1,0,0
PT_101508,Pelariga,1856,998,5,11,335,0,83,35,54,4,3,8,9,9,1,1,0,0,2,419,16,0,1,0,2,0,0
PT_101509,Pombal,15303,7587,70,183,2707,0,595,377,436,25,88,41,88,151,1,12,16,0,5,2642,144,0,4,0,2,0,0
PT_101510,Redinha,1928,942,8,19,434,0,78,32,26,1,14,6,1,5,0,2,1,0,2,290,23,0,0,0,0,0,0
PT_101519,Santiago e São Simão de Litém e Albergaria dos Doze,4648,2264,26,40,706,0,179,87,114,3,38,10,21,50,0,2,5,0,7,923,48,0,0,0,5,0,0
PT_101513,Vermoil,2548,1319,18,29,353,0,126,32,60,2,10,4,16,27,0,0,2,0,4,602,28,0,2,0,4,0,0
PT_101514,Vila Cã,1381,655,8,22,164,0,65,25,26,1,3,2,4,13,1,0,1,0,0,295,22,0,0,0,3,0,0
PT_101602,Alqueidão Da Serra,1553,904,9,20,332,0,58,59,40,0,13,9,13,22,1,0,1,0,1,306,18,0,1,0,1,0,0
PT_101615,Alvados e Alcaria,694,429,2,3,98,0,33,18,21,4,3,1,0,8,1,0,0,0,0,221,16,0,0,0,0,0,0
PT_101616,Arrimal e Mendiga,1353,925,13,23,219,0,102,21,33,2,9,5,5,15,0,1,3,0,1,447,26,0,0,0,0,0,0
PT_101605,Calvaria De Cima,2111,1218,18,25,471,0,124,65,67,4,25,2,5,22,2,1,2,0,1,355,27,0,1,0,1,0,0
PT_101606,Juncal,2783,1657,23,15,610,0,147,66,90,0,13,10,11,26,2,2,1,0,2,601,34,0,1,0,3,0,0
PT_101608,Mira De Aire,3122,1777,30,24,704,0,177,67,104,5,31,12,6,43,0,3,5,0,4,537,20,0,1,0,4,0,0
PT_101609,Pedreiras,2242,1416,19,27,501,0,144,45,77,1,16,2,8,25,0,1,0,0,5,517,23,0,1,0,4,0,0
PT_101614,Porto de Mós - São João Baptista e São Pedro,5380,3169,33,50,1029,0,291,156,185,12,27,8,29,57,0,0,2,0,4,1222,58,0,0,0,6,0,0
PT_101610,São Bento,720,442,7,3,54,0,57,4,16,0,2,0,4,4,1,1,0,0,3,268,17,0,0,0,1,0,0
PT_101613,Serro Ventoso,801,529,5,10,125,0,78,17,23,1,2,5,5,8,0,1,0,0,0,233,15,0,1,0,0,0,0
PT_110117,Abrigada e Cabanas de Torres,3596,2273,13,25,1092,0,195,109,84,2,21,11,24,244,0,0,3,23,3,383,32,5,1,2,1,0,0
PT_110118,Aldeia Galega da Merceana e Aldeia Gavinha,2494,1538,11,17,700,0,164,61,60,0,17,7,21,124,0,0,1,14,1,317,21,1,0,0,1,0,0
PT_110119,Alenquer (Santo Estêvão e Triana),9956,6296,40,92,2626,0,589,314,394,11,95,22,127,400,5,5,12,33,13,1405,104,6,1,1,1,0,0
PT_110106,Carnota,1359,852,5,11,386,0,73,29,25,3,15,5,9,54,0,1,1,10,1,210,12,0,1,1,0,0,0
PT_110120,Carregado e Cadafais,11015,5803,54,64,2458,0,674,356,278,11,94,25,88,406,5,9,7,42,7,1124,81,7,6,0,7,0,0
PT_110107,Meca,1421,890,4,6,466,0,56,29,25,2,6,6,8,76,0,0,0,10,0,176,15,2,0,2,1,0,0
PT_110108,Olhalvo,1595,1078,7,6,489,0,109,42,44,0,10,7,8,76,0,3,1,17,0,240,17,1,1,0,0,0,0
PT_110109,Ota,1019,630,7,3,280,0,90,31,14,1,12,0,4,51,0,0,0,9,0,106,21,0,0,1,0,0,0
PT_110121,Ribafria e Pereiro de Palhacana,1303,822,5,13,392,0,75,34,20,0,17,6,8,54,0,0,0,5,0,169,15,6,2,0,1,0,0
PT_110113,Ventosa,1679,1116,14,17,569,0,88,42,33,1,12,3,5,42,0,1,2,6,0,259,19,0,0,0,3,0,0
PT_110114,Vila Verde Dos Francos,959,522,5,3,270,0,45,22,11,1,2,3,3,24,0,1,0,4,0,121,6,1,0,0,0,0,0
PT_111513,Águas Livres,31294,17816,178,149,8765,0,1260,911,919,49,359,50,319,1049,19,28,31,77,24,3362,218,16,8,11,14,0,0
PT_111512,Alfragide,13924,9299,53,87,3499,0,640,446,947,24,171,10,290,343,5,16,8,42,7,2550,146,1,3,8,3,0,0
PT_111514,Encosta do Sol,22515,12502,153,111,6448,0,954,593,553,30,218,36,234,738,8,23,17,70,18,2068,186,10,20,6,8,0,0
PT_111515,Falagueira-Venda Nova,17859,10002,107,72,5044,0,767,518,476,27,202,26,181,694,8,15,14,61,11,1645,95,12,4,12,11,0,0
PT_111516,Mina de Água,35910,20847,201,193,9864,0,1912,1061,1128,39,450,55,368,1173,9,27,34,118,18,3899,245,15,9,14,15,0,0
PT_111517,Venteira,22412,12876,86,142,5972,0,905,673,703,37,292,34,267,828,7,22,17,46,19,2627,166,9,6,6,12,0,0
PT_110201,Arranhó,2098,1373,26,11,633,0,121,47,55,2,10,3,18,47,0,0,1,2,0,383,12,1,0,1,0,0,0
PT_110202,Arruda Dos Vinhos,7607,5082,40,63,2105,0,440,198,395,3,85,19,91,268,5,6,5,19,2,1239,88,3,2,4,2,0,0
PT_110203,Cardosas,675,465,2,6,199,0,49,15,25,2,10,3,6,22,0,2,1,0,0,117,5,0,1,0,0,0,0
PT_110204,São Tiago dos Velhos,1121,737,8,1,344,0,66,33,45,1,10,7,10,20,2,2,1,5,0,171,8,0,0,1,2,0,0
PT_110301,Alcoentre,2286,1218,8,12,523,0,165,62,39,5,4,3,24,66,0,2,1,5,1,279,11,0,4,3,1,0,0
PT_110302,Aveiras De Baixo,1108,734,7,8,310,0,74,35,38,2,11,3,4,56,2,3,1,11,1,158,9,1,0,0,0,0,0
PT_110303,Aveiras De Cima,3961,2046,36,15,997,0,170,131,73,5,24,8,19,195,1,2,2,15,3,318,29,2,1,0,0,0,0
PT_110304,Azambuja,6913,3916,39,44,1594,0,405,238,221,9,51,12,66,271,1,5,5,27,2,842,67,8,2,1,6,0,0
PT_110310,"Manique do Intendente, Vila Nova de São Pedro e Maçussa",1877,1169,10,17,519,0,90,56,35,2,16,8,46,127,1,1,4,14,0,214,8,1,0,0,0,0,0
PT_110306,Vale Do Paraíso,794,537,7,3,268,0,40,38,7,0,5,3,8,45,1,3,0,5,0,99,5,0,0,0,0,0,0
PT_110307,Vila Nova Da Rainha,698,482,2,10,243,0,66,17,20,0,2,2,6,33,1,0,0,2,0,72,5,0,0,1,0,0,0
PT_110401,Alguber,689,438,6,3,197,0,35,16,18,0,3,0,6,12,0,0,0,4,0,136,2,0,0,0,0,0,0
PT_110411,Cadaval e Pêro Moniz,3164,1660,26,22,685,0,130,77,74,6,12,2,23,68,2,2,2,9,1,490,25,3,1,0,0,0,0
PT_110412,Lamas e Cercal,3092,1795,26,28,862,0,148,63,44,2,19,12,19,54,1,2,2,9,1,481,21,1,0,0,0,0,0
PT_110413,Painho e Figueiros,1598,862,8,14,389,0,66,30,29,1,11,1,6,31,0,0,0,3,0,261,10,1,1,0,0,0,0
PT_110407,Peral,832,507,5,4,209,0,49,23,18,1,10,3,3,15,1,0,0,2,1,148,15,0,0,0,0,0,0
PT_110409,Vermelha,1109,641,6,12,292,0,39,16,24,5,6,4,10,14,0,1,0,1,0,200,10,0,0,0,1,0,0
PT_110410,Vilar,1507,889,9,20,302,0,96,37,38,2,7,3,9,26,1,1,3,2,0,319,12,0,1,0,1,0,0
PT_110501,Alcabideche,35803,20593,157,195,7695,0,1918,844,1961,57,387,40,326,617,23,20,37,88,20,5789,367,10,15,10,17,0,0
PT_110507,Carcavelos e Parede,38762,25759,137,255,8390,0,1596,1160,2830,98,640,52,846,909,10,26,31,51,33,8097,554,5,5,11,23,0,0
PT_110508,Cascais e Estoril,54618,32103,161,222,8545,0,2873,1079,4257,112,621,54,717,814,19,27,33,70,40,11421,976,20,9,19,14,0,0
PT_110506,São Domingos De Rana,49344,30671,251,358,12773,0,2551,1394,2404,108,719,96,613,1341,27,44,45,140,30,7273,403,41,11,24,25,0,0
PT_110601,Ajuda,12784,7593,57,68,3654,0,415,354,545,28,137,18,212,515,7,11,11,37,10,1411,90,4,1,2,6,0,0
PT_110602,Alcântara,11525,7105,33,53,2911,0,396,342,689,26,117,13,276,405,8,8,7,25,9,1622,145,2,2,14,2,0,0
PT_110654,Alvalade,29198,20875,96,146,6255,0,1036,882,2752,46,385,28,973,832,10,21,16,32,40,6696,608,7,3,4,7,0,0
PT_110655,Areeiro,18956,13078,66,80,3699,0,660,548,1724,32,227,12,634,501,6,16,14,22,23,4424,373,4,1,6,6,0,0
PT_110656,Arroios,27498,15739,90,111,5375,0,693,1150,1585,38,377,16,987,970,5,21,16,40,26,3893,318,9,5,3,11,0,0
PT_110657,Avenidas Novas,20589,14511,59,78,3710,0,729,521,2409,29,177,20,588,472,6,12,8,16,26,5045,591,3,3,7,2,0,0
PT_110607,Beato,10363,5972,74,42,2783,0,453,321,318,21,122,9,161,373,7,6,8,35,2,1113,101,6,4,2,11,0,0
PT_110658,Belém,13802,9857,34,71,2601,0,559,306,1518,19,119,7,375,337,4,11,8,20,12,3481,371,3,0,1,0,0,0
PT_110608,Benfica,32192,21258,130,174,8984,0,1111,972,1681,78,370,31,697,987,11,23,26,59,24,5529,341,10,3,7,10,0,0
PT_110659,Campo de Ourique,18690,12533,85,108,4181,0,631,527,1559,37,236,18,541,566,9,8,17,40,26,3569,352,8,0,9,6,0,0
PT_110610,Campolide,12678,7967,57,63,3080,0,439,351,848,11,135,13,281,366,6,9,11,31,10,2079,158,4,1,8,6,0,0
PT_110611,Carnide,15937,10806,73,88,4161,0,599,420,1100,16,183,19,351,546,5,11,9,58,9,2952,180,5,4,9,8,0,0
PT_110660,Estrela,15826,10688,32,65,2835,0,574,378,1572,19,151,15,364,370,7,6,6,21,16,3550,498,123,70,13,3,0,0
PT_110618,Lumiar,39116,28635,121,216,8784,0,1352,1041,3810,58,492,55,1112,1009,13,25,24,61,47,9640,730,11,6,13,15,0,0
PT_110621,Marvila,32981,17737,179,130,9425,0,1707,904,715,35,319,56,283,992,11,23,26,124,16,2535,165,19,41,10,22,0,0
PT_110661,Misericórdia,9746,5370,26,37,2047,0,246,345,567,14,117,9,252,298,5,6,8,27,8,1183,163,1,6,2,3,0,0
PT_110633,Olivais,28850,18181,117,164,7801,0,1217,917,1289,42,399,43,542,1067,16,22,21,92,22,4082,297,11,4,6,10,0,0
PT_110662,Parque das Nações,17026,11969,65,97,4083,0,585,415,1525,25,218,13,399,383,3,10,9,30,18,3890,173,7,5,3,13,0,0
PT_110663,Penha de França,24246,14148,112,118,5919,0,740,1091,931,31,325,25,679,920,6,25,15,60,23,2926,170,9,9,8,6,0,0
PT_110664,Santa Clara,19029,10260,83,86,4759,0,1062,414,693,20,162,29,222,452,6,20,19,55,19,1983,140,11,8,6,11,0,0
PT_110665,Santa Maria Maior,9389,4412,35,29,2020,0,218,282,286,8,88,9,175,359,4,7,5,37,5,737,95,7,3,1,2,0,0
PT_110666,Santo António,10166,6579,16,49,1915,0,278,323,906,19,104,9,312,292,4,7,7,12,9,2052,253,3,0,3,6,0,0
PT_110639,São Domingos De Benfica,30489,21680,85,147,6859,0,956,792,2705,47,397,18,866,796,9,16,18,35,27,7352,535,4,3,4,9,0,0
PT_110667,São Vicente,11326,6551,45,47,2718,0,300,514,425,15,169,9,355,519,2,15,6,33,10,1265,88,4,2,8,2,0,0
