gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD-CDS-PP-PPM,CH,B.E.,IL,ADN,PAN,R.I.R.,L,CDU,E,MAS,MPT,PCTP/MRPP,Volt,PPD/PSD,CDS-PP,JPP,PTP,A,NC,PPD/PSD-CDS-PP,PPM
PT_040322,Castanheiro do Norte e Ribalonga,456,254,3,5,99,0,19,6,2,0,0,6,0,7,1,0,1,0,0,103,2,0,0,0,0,0,0
PT_040306,Fonte Longa,271,132,2,0,38,0,8,6,4,0,0,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0
PT_040323,"Lavandeira, Beira Grande e Selores",412,213,3,1,70,0,18,9,2,0,1,2,2,2,1,0,0,0,0,100,2,0,0,0,0,0,0
PT_040308,Linhares,437,202,1,3,86,0,21,4,2,0,0,0,0,5,0,1,0,0,0,75,4,0,0,0,0,0,0
PT_040309,Marzagão,303,174,5,0,53,0,18,4,4,0,2,1,0,2,0,0,0,0,0,83,2,0,0,0,0,0,0
PT_040311,Parambos,211,115,1,2,48,0,4,4,2,0,1,1,1,1,0,0,1,0,0,48,1,0,0,0,0,0,0
PT_040312,Pereiros,202,100,3,1,48,0,4,3,2,0,0,0,0,1,0,0,0,0,0,37,1,0,0,0,0,0,0
PT_040313,Pinhal Do Norte,250,131,4,2,41,0,7,6,3,0,1,1,1,4,1,0,1,0,0,50,9,0,0,0,0,0,0
PT_040314,Pombal,262,148,4,1,45,0,8,4,2,0,0,3,0,0,0,0,1,0,0,76,4,0,0,0,0,0,0
PT_040316,Seixo De Ansiães,284,148,2,3,61,0,15,4,1,0,0,1,0,1,0,0,0,0,0,58,2,0,0,0,0,0,0
PT_040318,Vilarinho da Castanheira,507,194,5,1,58,0,24,5,2,0,2,0,1,5,0,0,2,0,0,83,6,0,0,0,0,0,0
PT_040407,Freixo de Espada à Cinta e Mazouco,2011,1006,9,9,569,0,69,14,9,0,5,6,2,11,0,0,1,0,0,295,7,0,0,0,0,0,0
PT_040408,Lagoaça e Fornos,481,256,1,2,111,0,21,13,4,0,0,0,0,5,0,0,0,0,0,97,2,0,0,0,0,0,0
PT_040404,Ligares,319,160,0,1,94,0,7,5,0,0,0,3,0,8,0,0,0,0,0,42,0,0,0,0,0,0,0
PT_040406,Poiares,348,180,4,1,102,0,14,6,1,0,1,1,1,4,0,0,0,0,0,44,1,0,0,0,0,0,0
PT_040539,Ala e Vilarinho do Monte,586,273,6,4,113,0,38,3,2,0,0,0,1,2,2,0,1,0,0,89,12,0,0,0,0,0,0
PT_040502,Amendoeira,447,264,3,3,107,0,19,9,0,0,1,0,3,4,1,2,1,0,0,101,10,0,0,0,0,0,0
PT_040503,Arcas,365,166,0,2,83,0,7,0,3,0,0,0,0,0,0,0,0,0,0,68,3,0,0,0,0,0,0
PT_040540,Bornes e Burga,544,217,2,4,106,0,10,8,3,0,0,0,0,0,0,0,3,0,0,77,4,0,0,0,0,0,0
PT_040507,Carrapatas,230,115,1,2,43,0,10,1,1,0,0,1,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0
PT_040541,Castelãos e Vilar do Monte,429,226,1,2,74,0,19,4,3,0,0,4,0,2,2,0,0,0,0,103,12,0,0,0,0,0,0
PT_040509,Chacim,345,112,3,2,59,0,4,1,2,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0
PT_040510,Cortiços,372,160,1,2,83,0,14,2,0,0,1,0,0,8,1,1,1,0,0,45,1,0,0,0,0,0,0
PT_040511,Corujas,198,111,0,1,41,0,6,1,1,0,0,0,1,1,0,1,0,0,0,50,8,0,0,0,0,0,0
PT_040542,"Espadanedo, Edroso, Murçós e Soutelo Mourisco",709,236,5,0,89,0,20,4,1,0,0,0,1,1,0,0,0,0,0,108,7,0,0,0,0,0,0
PT_040514,Ferreira,416,124,1,0,58,0,10,0,1,0,2,0,0,1,0,0,0,0,0,42,9,0,0,0,0,0,0
PT_040515,Grijó De Vale Benfeito,483,177,3,1,86,0,7,5,1,0,1,1,0,3,0,0,0,0,0,62,7,0,0,0,0,0,0
PT_040516,Lagoa,383,176,4,5,77,0,17,3,2,0,0,2,0,0,0,1,0,0,0,57,8,0,0,0,0,0,0
PT_040517,Lamalonga,419,158,2,1,58,0,10,2,3,0,0,0,1,1,0,0,0,0,0,78,2,0,0,0,0,0,0
PT_040518,Lamas De Podence,309,135,2,0,28,0,12,0,1,0,1,0,0,0,0,1,0,0,0,85,5,0,0,0,0,0,0
PT_040519,Lombo,314,175,2,1,77,0,26,0,2,0,1,0,0,2,0,0,0,0,0,58,6,0,0,0,0,0,0
PT_040520,Macedo De Cavaleiros,6154,3073,33,34,1283,0,207,79,72,0,19,12,17,60,1,3,2,0,0,1166,85,0,0,0,0,0,0
PT_040521,Morais,675,221,6,5,100,0,18,2,2,0,2,0,0,5,0,0,0,0,0,80,1,0,0,0,0,0,0
PT_040523,Olmos,254,110,0,3,51,0,7,3,0,0,0,0,0,1,0,0,0,0,0,44,1,0,0,0,0,0,0
PT_040524,Peredo,238,113,4,0,53,0,10,0,3,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0
PT_040543,Podence e Santa Combinha,466,185,2,1,85,0,10,1,7,0,1,0,0,1,0,0,0,0,0,70,7,0,0,0,0,0,0
PT_040526,Salselas,447,191,5,1,82,0,16,7,0,0,1,2,0,5,1,3,0,0,0,60,8,0,0,0,0,0,0
PT_040528,Sezulfe,322,141,6,0,70,0,7,4,3,0,2,2,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0
PT_040530,Talhas,472,159,0,0,69,0,14,2,1,0,0,0,1,0,0,0,0,0,0,66,6,0,0,0,0,0,0
PT_040544,Talhinhas e Bagueixe,450,183,3,0,106,0,16,2,3,0,1,0,3,2,0,0,2,0,0,43,2,0,0,0,0,0,0
PT_040532,Vale Benfeito,234,100,1,1,27,0,10,2,2,0,0,2,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0
PT_040533,Vale Da Porca,329,144,2,1,86,0,9,3,0,0,0,0,0,2,0,0,0,0,0,35,6,0,0,0,0,0,0
PT_040534,Vale De Prados,518,244,5,7,112,0,20,4,10,0,1,2,2,1,0,0,0,0,0,70,10,0,0,0,0,0,0
PT_040536,Vilarinho De Agrochão,240,98,1,1,33,0,8,5,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
PT_040538,Vinhas,292,93,2,2,37,0,6,3,0,0,0,0,0,2,0,0,0,0,0,39,2,0,0,0,0,0,0
PT_040618,Constantim e Cicouro,233,109,2,3,47,0,9,0,1,0,0,0,0,3,0,0,0,0,0,41,3,0,0,0,0,0,0
PT_040604,Duas Igrejas,634,271,6,1,95,0,14,4,1,0,1,0,1,2,1,0,0,0,0,142,3,0,0,0,0,0,0
PT_040605,Genísio,221,106,4,0,30,0,2,2,0,0,1,0,0,0,0,0,0,0,0,64,3,0,0,0,0,0,0
PT_040619,Ifanes e Paradela,303,158,1,0,48,0,10,1,0,0,0,0,0,0,0,0,0,0,0,95,3,0,0,0,0,0,0
PT_040607,Malhadas,409,156,3,2,54,0,22,1,0,0,1,2,0,0,0,0,0,0,0,69,2,0,0,0,0,0,0
PT_040608,Miranda Do Douro,1855,1058,11,7,398,0,43,30,8,0,7,3,6,2,1,0,1,0,0,530,11,0,0,0,0,0,0
PT_040609,Palaçoulo,472,228,8,5,61,0,11,11,3,0,1,2,1,1,0,0,0,0,0,117,7,0,0,0,0,0,0
PT_040611,Picote,285,157,2,3,89,0,9,1,1,0,3,0,0,2,0,0,1,0,0,46,0,0,0,0,0,0,0
PT_040612,Póvoa,200,113,3,1,50,0,11,1,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0
PT_040613,São Martinho De Angueira,356,139,2,1,65,0,2,2,0,0,0,0,0,0,0,0,0,0,0,65,2,0,0,0,0,0,0
PT_040620,Sendim e Atenor,1393,735,12,9,276,0,49,18,18,0,4,2,2,3,1,0,2,0,0,326,13,0,0,0,0,0,0
PT_040621,Silva e Águas Vivas,529,227,7,0,56,0,20,4,1,0,0,1,0,2,0,2,1,0,0,120,13,0,0,0,0,0,0
PT_040616,Vila Chã De Braciosa,353,164,4,2,53,0,8,0,3,0,0,2,1,1,0,0,1,0,0,85,4,0,0,0,0,0,0
PT_040701,Abambres,389,189,0,0,47,0,26,2,1,0,0,0,2,5,0,1,0,0,0,98,7,0,0,0,0,0,0
PT_040702,Abreiro,259,126,4,0,46,0,19,1,0,0,0,1,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0
PT_040703,Aguieiras,361,140,0,1,55,0,13,2,1,0,0,1,1,1,0,0,0,0,0,59,6,0,0,0,0,0,0
PT_040704,Alvites,255,84,0,3,36,0,7,3,2,0,0,0,0,4,0,0,0,0,0,27,2,0,0,0,0,0,0
PT_040738,Avantos e Romeu,456,185,0,0,62,0,26,5,1,0,0,0,0,5,0,0,0,0,0,82,4,0,0,0,0,0,0
PT_040739,"Avidagos, Navalho e Pereira",477,255,8,3,114,0,30,11,0,0,0,2,0,3,1,0,1,0,0,79,3,0,0,0,0,0,0
PT_040740,"Barcel, Marmelos e Valverde da Gestosa",403,191,4,4,82,0,31,4,1,0,2,0,0,4,0,0,1,0,0,57,1,0,0,0,0,0,0
PT_040708,Bouça,314,146,3,0,44,0,12,2,3,0,2,0,0,0,0,0,0,0,0,77,3,0,0,0,0,0,0
PT_040709,Cabanelas,379,168,1,1,53,0,15,2,3,0,2,0,1,0,0,0,0,0,0,81,9,0,0,0,0,0,0
PT_040710,Caravelas,209,106,1,0,39,0,14,4,1,0,1,2,0,2,0,1,1,0,0,33,7,0,0,0,0,0,0
PT_040711,Carvalhais,1202,583,7,4,225,0,84,25,4,0,3,4,2,29,0,0,1,0,0,182,13,0,0,0,0,0,0
PT_040712,Cedães,358,162,6,0,73,0,14,0,2,0,0,1,0,8,0,0,0,0,0,50,8,0,0,0,0,0,0
PT_040713,Cobro,174,109,2,1,26,0,8,0,1,0,4,1,0,2,0,0,0,0,0,59,5,0,0,0,0,0,0
PT_040714,Fradizela,257,121,1,0,58,0,11,1,0,0,0,0,0,1,0,0,0,0,0,46,3,0,0,0,0,0,0
PT_040741,Franco e Vila Boa,327,166,3,0,58,0,25,1,1,0,1,0,0,2,0,0,1,0,0,71,3,0,0,0,0,0,0
PT_040716,Frechas,833,467,4,8,224,0,39,10,4,0,0,5,3,11,0,0,0,0,0,144,15,0,0,0,0,0,0
PT_040742,Freixeda e Vila Verde,170,93,0,0,32,0,5,0,1,0,0,2,1,4,1,1,0,0,0,45,1,0,0,0,0,0,0
PT_040718,Lamas De Orelhão,464,268,5,0,59,0,34,0,2,0,2,2,1,1,0,0,1,0,0,150,11,0,0,0,0,0,0
PT_040720,Mascarenhas,578,312,3,0,141,0,27,7,3,0,2,0,2,12,0,0,0,0,0,75,40,0,0,0,0,0,0
PT_040721,Mirandela,10755,5581,55,44,2074,0,661,153,145,0,45,32,27,131,3,5,6,0,0,2062,138,0,0,0,0,0,0
PT_040722,Múrias,314,133,4,0,52,0,14,0,0,0,1,0,0,2,0,0,0,0,0,54,6,0,0,0,0,0,0
PT_040724,Passos,394,208,3,2,79,0,29,5,1,0,1,3,1,2,0,0,0,0,0,75,7,0,0,0,0,0,0
PT_040727,São Pedro Velho,339,164,2,0,49,0,10,3,0,0,1,1,0,2,0,0,0,0,0,90,6,0,0,0,0,0,0
PT_040728,São Salvador,220,114,0,4,45,0,11,1,1,0,0,1,0,1,0,1,0,0,0,48,1,0,0,0,0,0,0
PT_040729,Suçães,617,309,3,5,120,0,32,6,0,0,0,3,0,3,0,0,0,0,0,132,5,0,0,0,0,0,0
PT_040730,Torre de Dona Chama,1004,437,4,2,179,0,44,3,5,0,1,2,1,2,1,0,1,0,0,180,12,0,0,0,0,0,0
PT_040731,Vale De Asnes,298,124,3,1,39,0,15,2,0,0,0,1,0,0,0,0,0,0,0,57,6,0,0,0,0,0,0
PT_040732,Vale De Gouvinhas,351,125,1,1,41,0,22,1,1,0,0,1,0,3,3,0,0,0,0,44,7,0,0,0,0,0,0
PT_040733,Vale De Salgueiro,363,231,4,2,69,0,22,1,3,0,0,1,1,3,1,0,0,0,0,116,8,0,0,0,0,0,0
PT_040734,Vale De Telhas,285,125,1,1,65,0,12,3,0,0,0,2,0,2,0,0,0,0,0,34,5,0,0,0,0,0,0
PT_040801,Azinhoso,345,155,1,0,48,0,7,5,0,0,1,2,3,1,0,0,1,0,0,83,3,0,0,0,0,0,0
PT_040802,Bemposta,680,311,3,0,123,0,37,7,4,0,4,0,1,1,0,0,1,0,0,124,6,0,0,0,0,0,0
PT_040803,Bruçó,162,96,3,2,31,0,3,2,2,0,1,0,0,0,1,0,0,0,0,47,4,0,0,0,0,0,0
PT_040804,Brunhoso,304,112,2,0,35,0,0,2,0,0,0,0,1,2,1,0,0,0,0,68,1,0,0,0,0,0,0
PT_040829,"Brunhozinho, Castanheira e Sanhoane",273,162,2,1,45,0,16,2,4,0,0,1,0,1,0,0,0,0,0,85,5,0,0,0,0,0,0
PT_040807,Castelo Branco,487,246,4,1,96,0,22,5,2,0,3,1,0,5,3,1,0,0,0,98,5,0,0,0,0,0,0
PT_040808,Castro Vicente,359,173,1,2,66,0,19,1,2,0,0,1,0,2,0,0,0,0,0,78,1,0,0,0,0,0,0
PT_040809,Meirinhos,286,157,1,2,85,0,13,2,0,0,2,1,2,0,0,1,1,0,0,45,2,0,0,0,0,0,0
PT_040830,"Mogadouro, Valverde, Vale de Porco e Vilar de Rei",3608,1850,28,11,600,0,185,38,15,0,13,4,8,9,2,0,0,0,0,903,34,0,0,0,0,0,0
PT_040811,Paradela,169,98,1,1,42,0,4,2,1,0,0,0,1,0,0,0,0,0,0,46,0,0,0,0,0,0,0
PT_040812,Penas Roias,400,206,1,0,71,0,13,2,3,0,0,1,1,0,1,0,1,0,0,105,7,0,0,0,0,0,0
PT_040813,Peredo Da Bemposta,225,147,2,0,24,0,11,3,0,0,1,2,0,0,1,0,0,0,0,99,4,0,0,0,0,0,0
PT_040831,Remondes e Soutelo,502,195,6,0,58,0,23,0,1,0,1,1,0,0,0,0,0,0,0,99,6,0,0,0,0,0,0
PT_040815,Saldanha,160,92,1,0,12,0,6,0,1,0,0,0,0,0,0,0,1,0,0,68,3,0,0,0,0,0,0
PT_040817,São Martinho Do Peso,447,155,5,0,48,0,16,2,0,0,0,0,0,2,0,0,0,0,0,79,3,0,0,0,0,0,0
PT_040819,Tó,224,120,0,1,26,0,16,1,0,0,0,0,0,0,0,0,0,0,0,72,4,0,0,0,0,0,0
PT_040820,Travanca,167,87,0,3,28,0,4,0,0,0,0,0,0,1,0,0,0,0,0,46,5,0,0,0,0,0,0
PT_040821,Urrós,358,197,6,4,69,0,10,2,1,0,2,1,0,1,0,0,1,0,0,94,6,0,0,0,0,0,0
PT_040822,Vale Da Madre,148,82,1,1,18,0,9,4,2,0,2,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0
PT_040826,Vila De Ala,254,130,1,1,20,0,17,1,0,0,2,0,0,0,0,0,0,0,0,84,4,0,0,0,0,0,0
PT_040832,Vilarinho dos Galegos e Ventozelo,429,218,6,4,91,0,27,3,3,0,0,1,1,1,1,0,0,0,0,75,5,0,0,0,0,0,0
PT_040901,Açoreira,394,183,2,1,101,0,15,3,2,0,1,0,0,2,0,0,0,0,0,55,1,0,0,0,0,0,0
PT_040918,Adeganha e Cardanha,583,245,2,0,87,0,21,8,1,0,1,0,0,4,0,0,2,0,0,112,7,0,0,0,0,0,0
PT_040903,Cabeça Boa,389,162,6,1,64,0,12,1,3,0,1,1,0,0,0,0,0,0,0,69,4,0,0,0,0,0,0
PT_040905,Carviçais,679,337,3,1,124,0,32,9,1,0,3,3,3,4,0,1,2,0,0,142,9,0,0,0,0,0,0
PT_040906,Castedo,177,89,0,1,33,0,13,2,0,0,0,3,0,2,0,0,0,0,0,35,0,0,0,0,0,0,0
PT_040919,Felgar e Souto da Velha,1031,467,3,3,220,0,41,10,3,0,1,0,0,10,1,0,0,0,0,164,11,0,0,0,0,0,0
PT_040920,Felgueiras e Maçores,408,206,0,1,105,0,10,6,1,0,0,0,2,0,0,0,0,0,0,75,6,0,0,0,0,0,0
PT_040909,Horta Da Vilariça,292,113,2,1,35,0,12,2,3,0,0,2,0,1,1,0,1,0,0,53,0,0,0,0,0,0,0
PT_040910,Larinho,413,183,3,0,90,0,16,6,1,0,1,1,1,3,0,0,1,0,0,50,10,0,0,0,0,0,0
PT_040911,Lousa,410,147,3,0,47,0,10,3,3,0,2,3,0,3,0,0,0,0,0,73,0,0,0,0,0,0,0
PT_040913,Mós,177,88,1,0,44,0,6,4,1,0,2,0,2,0,0,0,0,0,0,25,3,0,0,0,0,0,0
PT_040916,Torre De Moncorvo,2497,1368,13,11,553,0,111,35,14,0,10,4,5,25,0,0,3,0,0,553,31,0,0,0,0,0,0
PT_040921,Urrós e Peredo dos Castelhanos,426,183,0,2,104,0,10,3,4,0,1,1,0,3,0,1,0,0,0,51,3,0,0,0,0,0,0
PT_041020,Assares e Lodões,275,111,1,1,59,0,6,4,1,0,0,2,0,6,0,0,0,0,0,28,3,0,0,0,0,0,0
PT_041002,Benlhevai,201,126,4,0,56,0,7,8,6,0,2,0,0,1,0,0,0,0,0,38,4,0,0,0,0,0,0
PT_041021,Candoso e Carvalho de Egas,322,152,0,3,70,0,6,5,4,0,0,2,1,3,0,0,0,0,0,54,4,0,0,0,0,0,0
PT_041005,Freixiel,664,322,5,2,146,0,26,3,6,0,2,2,1,8,0,0,1,0,0,114,6,0,0,0,0,0,0
PT_041009,Roios,153,100,3,3,50,0,5,2,2,0,0,1,0,1,0,0,0,0,0,28,5,0,0,0,0,0,0
PT_041010,Samões,376,160,1,0,77,0,14,1,1,0,0,1,0,2,0,0,0,0,0,57,6,0,0,0,0,0,0
PT_041011,Sampaio,162,95,1,0,35,0,16,0,2,0,0,0,0,1,1,0,1,0,0,34,4,0,0,0,0,0,0
PT_041012,Santa Comba De Vilariça,434,198,4,1,111,0,29,4,1,0,1,0,1,3,0,1,0,0,0,39,3,0,0,0,0,0,0
PT_041013,Seixo De Manhoses,451,223,3,1,81,0,23,4,2,0,2,0,2,5,0,0,0,0,0,87,13,0,0,0,0,0,0
PT_041014,Trindade,154,77,0,0,20,0,4,2,0,0,0,0,0,0,1,0,0,0,0,46,4,0,0,0,0,0,0
PT_041015,Vale Frechoso,182,113,0,0,45,0,13,1,2,0,0,0,0,1,0,0,0,0,0,49,2,0,0,0,0,0,0
PT_041022,Valtorno e Mourão,425,204,2,1,71,0,12,6,5,0,0,0,0,1,0,0,0,0,0,102,4,0,0,0,0,0,0
PT_041023,Vila Flor e Nabo,2261,1121,14,6,474,0,96,22,17,0,7,6,2,14,1,1,2,0,0,436,23,0,0,0,0,0,0
PT_041024,Vilas Boas e Vilarinho das Azenhas,704,365,2,2,142,0,35,11,4,0,2,6,1,4,2,0,0,0,0,136,18,0,0,0,0,0,0
PT_041115,"Algoso, Campo de Víboras e Uva",747,398,4,3,71,0,21,3,3,0,2,0,0,4,0,0,0,0,0,281,6,0,0,0,0,0,0
PT_041103,Argozelo,855,344,7,4,187,0,14,3,3,0,3,0,0,1,1,0,1,0,0,120,0,0,0,0,0,0,0
PT_041116,Caçarelhos e Angueira,326,185,1,1,57,0,10,7,2,0,1,1,1,4,0,0,1,0,0,97,2,0,0,0,0,0,0
PT_041107,Carção,508,165,3,2,68,0,15,0,1,0,0,1,0,3,0,2,0,0,0,69,1,0,0,0,0,0,0
PT_041108,Matela,303,106,1,1,28,0,2,3,1,0,0,0,1,1,0,0,0,0,0,67,1,0,0,0,0,0,0
PT_041109,Pinelo,239,108,1,0,25,0,5,0,1,0,0,0,0,0,0,0,1,0,0,74,1,0,0,0,0,0,0
PT_041110,Santulhão,583,200,3,3,56,0,3,2,1,0,0,2,0,1,0,0,0,0,0,129,0,0,0,0,0,0,0
PT_041117,Vale de Frades e Avelanoso,381,139,0,0,47,0,4,3,3,0,0,0,0,1,0,0,0,0,0,80,1,0,0,0,0,0,0
PT_041113,Vilar Seco,193,87,1,1,19,0,4,2,1,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0
PT_041114,Vimioso,1332,586,13,5,256,0,29,13,10,0,8,2,1,6,1,0,1,0,0,239,2,0,0,0,0,0,0
PT_041201,Agrochão,256,120,4,1,47,0,11,1,2,0,0,0,0,2,0,0,2,0,0,49,1,0,0,0,0,0,0
PT_041203,Candedo,334,135,1,2,64,0,12,4,1,0,0,0,0,2,0,0,0,0,0,45,4,0,0,0,0,0,0
PT_041204,Celas,275,94,2,0,40,0,11,2,2,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0
PT_041236,Curopos e Vale de Janeiro,352,153,2,0,73,0,11,1,0,0,1,0,1,2,0,0,0,0,0,61,1,0,0,0,0,0,0
PT_041206,Edral,237,90,4,0,54,0,5,0,1,0,0,0,0,0,0,1,0,0,0,23,2,0,0,0,0,0,0
PT_041207,Edrosa,208,103,1,1,43,0,8,0,0,0,1,0,0,1,0,0,0,0,0,46,2,0,0,0,0,0,0
PT_041208,Ervedosa,425,197,0,0,91,0,17,9,0,0,0,1,0,1,0,0,0,0,0,73,5,0,0,0,0,0,0
PT_041237,Moimenta e Montouto,285,113,2,2,64,0,3,1,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0
PT_041238,Nunes e Ousilhão,254,126,3,2,65,0,13,1,1,0,0,1,0,0,0,0,1,0,0,36,3,0,0,0,0,0,0
PT_041215,Paçó,229,96,1,0,31,0,10,2,1,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,0
PT_041216,Penhas Juntas,298,143,2,1,44,0,6,0,0,0,2,1,0,1,0,1,0,0,0,83,2,0,0,0,0,0,0
PT_041239,Quirás e Pinheiro Novo,373,91,1,1,48,0,5,0,0,0,0,0,0,1,0,0,0,0,0,34,1,0,0,0,0,0,0
PT_041219,Rebordelo,641,331,5,1,177,0,38,10,2,0,0,0,0,2,1,0,0,0,0,92,3,0,0,0,0,0,0
PT_041221,Santalha,299,111,1,1,38,0,3,2,1,0,1,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0
PT_041240,Sobreiró de Baixo e Alvaredos,485,191,1,0,80,0,21,2,2,0,0,0,0,1,0,0,0,0,0,81,3,0,0,0,0,0,0
PT_041241,"Soeira, Fresulfe e Mofreita",255,104,5,2,45,0,4,1,0,0,0,1,1,0,0,0,1,0,0,44,0,0,0,0,0,0,0
PT_041242,Travanca e Santa Cruz,203,121,0,0,43,0,11,1,1,0,0,2,0,0,0,0,0,0,0,59,4,0,0,0,0,0,0
PT_041226,Tuizelo,412,136,4,0,41,0,10,3,0,0,1,0,0,1,0,0,0,0,0,74,2,0,0,0,0,0,0
PT_041227,Vale Das Fontes,390,161,2,0,74,0,8,3,0,0,2,0,0,2,0,0,0,0,0,68,2,0,0,0,0,0,0
PT_041229,Vila Boa De Ousilhão,197,81,3,2,33,0,6,3,1,0,2,1,0,1,0,0,0,0,0,28,1,0,0,0,0,0,0
PT_041243,Vilar de Lomba e São Jomil,298,131,1,0,50,0,4,1,4,0,0,0,0,1,0,0,0,0,0,66,4,0,0,0,0,0,0
PT_041232,Vilar De Ossos,255,118,2,1,59,0,5,1,1,0,2,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
PT_041233,Vilar De Peregrinos,195,81,1,0,26,0,4,0,2,0,0,0,0,1,0,0,0,0,0,45,2,0,0,0,0,0,0
PT_041234,Vilar Seco De Lomba,267,108,1,3,55,0,3,0,0,0,1,1,1,3,0,0,0,0,0,39,1,0,0,0,0,0,0
PT_041230,Vila Verde,213,97,3,0,36,0,7,0,3,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0
PT_041235,Vinhais,2130,1080,17,5,516,0,60,16,7,0,5,3,2,21,1,1,2,0,0,412,12,0,0,0,0,0,0
PT_050106,Belmonte e Colmeal da Torre,3288,1754,29,14,972,0,164,68,39,7,9,5,10,70,0,3,3,10,0,333,14,0,3,0,1,0,0
PT_050102,Caria,1776,877,15,9,416,0,81,36,21,2,12,1,3,27,2,0,0,2,0,231,17,0,0,0,2,0,0
PT_050104,Inguias,651,321,7,3,169,0,21,14,7,3,5,3,1,12,1,0,0,2,0,68,4,0,0,0,1,0,0
PT_050105,Maçainhas,306,166,4,5,97,0,6,6,4,0,1,0,2,7,0,0,0,1,0,32,1,0,0,0,0,0,0
PT_050201,Alcains,4243,2185,19,32,1087,0,210,94,83,5,15,6,21,50,0,2,5,10,0,516,28,0,1,0,1,0,0
PT_050202,Almaceda,554,261,2,1,152,0,14,14,4,1,1,0,1,7,0,0,0,1,0,59,4,0,0,0,0,0,0
PT_050203,Benquerenças,580,361,5,8,181,0,34,25,11,1,6,0,1,7,0,1,1,0,0,75,5,0,0,0,0,0,0
PT_050205,Castelo Branco,31245,17986,140,205,7264,0,2133,845,620,29,233,47,220,469,12,14,35,42,0,5465,203,0,2,0,8,0,0
PT_050226,Cebolais de Cima e Retaxo,1634,984,8,11,548,0,87,56,18,8,18,2,9,43,0,0,3,4,0,154,13,0,0,0,2,0,0
PT_050227,Escalos de Baixo e Mata,1012,521,12,6,295,0,49,19,8,1,2,0,4,7,0,0,1,1,0,105,9,0,1,0,1,0,0
PT_050228,Escalos de Cima e Lousa,1300,721,10,8,425,0,70,32,7,2,4,2,1,17,1,1,0,3,0,126,11,0,1,0,0,0,0
PT_050229,Freixial e Juncal do Campo,654,429,7,5,258,0,39,14,4,0,4,1,1,8,0,0,1,0,0,85,2,0,0,0,0,0,0
PT_050211,Lardosa,815,457,4,0,251,0,54,12,4,0,8,2,3,12,0,0,0,1,0,101,3,0,0,0,2,0,0
PT_050212,Louriçal Do Campo,484,285,3,3,142,0,24,6,7,0,4,0,0,7,1,0,1,1,0,81,5,0,0,0,0,0,0
PT_050214,Malpica Do Tejo,363,212,10,1,130,0,22,6,0,0,0,0,1,17,1,0,0,2,0,19,2,0,0,0,1,0,0
PT_050216,Monforte Da Beira,293,167,2,2,106,0,18,3,0,0,0,0,0,1,0,0,0,0,0,29,6,0,0,0,0,0,0
PT_050230,Ninho do Açor e Sobral do Campo,675,386,6,3,194,0,36,12,9,2,5,0,5,5,0,0,4,2,0,95,7,0,0,0,1,0,0
PT_050231,Póvoa de Rio de Moinhos e Cafede,826,468,7,10,223,0,64,17,13,1,4,5,2,11,0,1,1,2,0,99,6,0,0,0,2,0,0
PT_050220,Salgueiro Do Campo,635,398,3,5,237,0,36,17,4,0,2,0,5,10,0,1,2,0,0,71,4,0,0,0,1,0,0
PT_050221,Santo André Das Tojeiras,601,328,3,2,167,0,28,5,5,1,0,2,0,3,0,0,1,2,0,100,9,0,0,0,0,0,0
PT_050222,São Vicente Da Beira,1024,554,10,4,259,0,29,30,3,2,3,0,3,7,1,0,9,0,0,185,9,0,0,0,0,0,0
PT_050223,Sarzedas,1003,561,8,7,248,0,39,16,6,0,5,1,2,4,1,1,4,0,0,206,12,0,1,0,0,0,0
PT_050225,Tinalhas,488,268,3,1,124,0,22,11,11,0,2,0,5,5,1,0,1,1,0,77,3,0,0,0,1,0,0
PT_050302,Aldeia De São Francisco De Assis,479,263,3,2,175,0,21,5,2,0,2,1,0,13,0,0,1,1,0,33,3,0,0,0,1,0,0
PT_050332,Barco e Coutada,868,425,0,4,231,0,32,32,11,0,7,3,1,6,0,0,1,2,0,86,9,0,0,0,0,0,0
PT_050305,Boidobra,2687,1708,7,20,839,0,95,88,58,5,15,5,19,112,1,3,1,6,0,408,26,0,0,0,0,0,0
