gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,PND,CDU,PCTP/MRPP,E,PH,POUS,PDA
PT_030322,Lamas,523,428,11,6,183,144,40,21,8,11,3,0,0,1,0
PT_030323,Lomar,3754,2761,30,41,799,1275,153,179,18,221,31,2,6,6,0
PT_030324,Braga (Maximinos),6700,4758,35,86,1233,2078,434,369,41,417,38,6,11,10,0
PT_030325,Mire De Tibães,1990,1412,5,16,355,718,92,81,18,106,9,2,5,5,0
PT_030326,Morreira,748,552,0,8,221,221,53,17,7,21,1,0,1,2,0
PT_030327,Navarra,402,254,1,2,65,141,18,9,2,11,3,1,0,1,0
PT_030328,Nogueira,4198,3193,17,69,791,1518,240,223,26,257,30,4,13,5,0
PT_030329,Nogueiró,1304,988,7,23,275,381,106,96,12,75,9,0,3,1,0
PT_030330,Padim Da Graça,1351,1064,15,4,351,539,58,26,7,44,9,2,2,7,0
PT_030331,Palmeira,4220,2871,24,42,829,1419,185,147,27,144,25,4,15,10,0
PT_030332,Panoias,1089,786,11,12,195,390,43,27,10,76,17,0,3,2,0
PT_030333,Parada De Tibães,655,512,5,6,176,233,32,21,2,29,5,0,2,1,0
PT_030334,Pedralva,977,604,27,0,194,289,46,18,0,27,2,0,1,0,0
PT_030335,Pousada,369,262,3,2,108,100,28,7,0,7,3,1,2,1,0
PT_030336,Priscos,1055,745,6,9,268,284,86,32,10,35,4,1,10,0,0
PT_030337,Real,3769,2822,17,50,671,1328,165,225,26,293,29,2,8,8,0
PT_030338,Ruilhe,1016,739,12,14,195,337,53,42,9,58,13,0,5,1,0
PT_030339,Santa Lucrécia De Algeriz,439,309,3,5,74,181,11,9,3,14,5,1,2,1,0
PT_030340,Penso (Santo Estêvão),364,277,2,2,115,116,17,9,1,12,2,0,1,0,0
PT_030341,Braga (São João Do Souto),1162,733,9,12,272,217,133,40,9,39,2,0,0,0,0
PT_030342,Braga (São José De São Lázaro),12273,8841,64,225,2473,3673,942,706,63,598,62,10,20,5,0
PT_030343,Passos (São Julião),626,468,6,16,192,157,56,15,2,15,4,2,1,2,0
PT_030344,Este (São Mamede),1425,976,4,20,242,523,74,44,10,48,6,2,2,1,0
PT_030345,Merelim (São Paio),2032,1434,8,18,274,727,95,130,12,150,13,0,7,0,0
PT_030346,Este (São Pedro),1575,1185,14,23,350,575,93,45,11,57,10,1,4,2,0
PT_030347,Merelim (São Pedro),1560,1168,8,30,321,559,96,46,17,71,13,5,1,1,0
PT_030348,Oliveira (São Pedro),513,388,7,4,117,178,35,15,5,18,6,2,1,0,0
PT_030349,Braga (São Vicente),8728,6183,41,144,1537,2837,524,507,47,487,47,3,6,3,0
PT_030350,Penso (São Vicente),327,264,2,3,101,112,18,7,1,14,3,2,1,0,0
PT_030351,Braga (São Vítor),18804,13330,81,306,3482,5786,1240,1092,107,1104,77,16,29,10,0
PT_030352,Braga (Sé),4251,3044,34,45,699,1386,223,281,25,305,34,2,2,8,0
PT_030353,Semelhe,642,469,1,9,120,240,40,19,4,25,8,0,1,2,0
PT_030354,Sequeira,1828,1326,14,20,433,594,73,68,12,84,21,1,3,3,0
PT_030355,Sobreposta,978,706,11,17,255,281,75,21,9,23,4,4,4,2,0
PT_030356,Tadim,798,597,3,13,177,283,26,37,5,43,6,0,1,3,0
PT_030357,Tebosa,882,644,3,10,229,313,31,23,4,21,8,0,0,2,0
PT_030358,Tenões,894,717,4,18,185,325,52,58,4,62,5,1,3,0,0
PT_030359,Trandeiras,626,492,4,1,190,189,64,16,5,13,3,0,1,6,0
PT_030360,Vilaça,762,558,5,7,197,238,27,33,5,35,8,0,0,3,0
PT_030361,Vimieiro,853,674,5,3,221,342,42,22,0,31,6,0,2,0,0
PT_030362,Fradelos,603,472,5,16,218,161,30,16,4,11,4,2,0,5,0
PT_030401,Abadim,644,442,4,8,112,292,12,3,1,9,0,0,0,1,0
PT_030402,Alvite,831,583,1,41,187,288,21,10,3,27,1,0,2,2,0
PT_030403,Arco De Baúlhe,1544,1044,7,8,318,598,44,33,5,15,6,2,7,1,0
PT_030404,Basto,675,491,3,2,202,263,8,4,1,3,3,0,1,1,0
PT_030405,Bucos,609,422,5,4,209,175,14,5,2,5,2,0,1,0,0
PT_030406,Cabeceiras De Basto,863,554,1,2,189,295,39,7,1,12,6,1,0,1,0
PT_030407,Cavez,1680,959,9,5,297,567,47,11,5,12,2,0,1,3,0
PT_030408,Faia,636,406,6,0,106,268,14,6,2,2,2,0,0,0,0
PT_030409,Gondiães,393,207,1,0,110,78,8,1,1,1,1,1,3,2,0
PT_030410,Outeiro,815,591,2,10,196,334,24,7,4,6,2,0,4,2,0
PT_030411,Painzela,674,427,1,3,137,250,14,5,6,2,3,0,3,3,0
PT_030412,Passos,264,171,0,2,71,76,15,4,1,1,1,0,0,0,0
PT_030413,Pedraça,816,493,6,5,165,271,29,4,2,8,1,1,1,0,0
PT_030414,Refojos De Basto,3417,2388,27,22,817,1261,147,39,4,49,7,2,7,6,0
PT_030415,Rio Douro,1229,751,16,6,235,417,41,11,7,6,3,1,7,1,0
PT_030416,Vila Nune,447,222,1,0,76,124,6,4,0,7,2,2,0,0,0
PT_030417,Vilar De Cunhas,347,197,1,2,91,97,2,3,0,0,0,0,0,1,0
PT_030501,Agilde,989,632,10,3,312,179,99,10,7,5,4,3,0,0,0
PT_030502,Arnóia,1495,978,20,15,363,436,84,33,7,13,0,1,4,2,0
PT_030503,Borba de Montanha,1117,631,1,4,403,105,92,4,6,6,3,2,5,0,0
PT_030504,Britelo,2009,1379,16,14,401,775,66,52,15,27,3,2,4,4,0
PT_030505,Caçarilhe,446,218,3,1,106,74,29,1,0,0,1,0,2,1,0
PT_030506,Canedo De Basto,1048,637,5,7,243,304,30,13,7,10,7,2,6,3,0
PT_030507,Carvalho,701,412,11,3,223,105,49,5,7,7,0,1,1,0,0
PT_030508,Codeçoso,508,325,3,5,143,129,20,10,5,7,2,0,0,1,0
PT_030509,Corgo,378,215,2,1,48,146,6,6,4,2,0,0,0,0,0
PT_030510,Fervença,1132,733,5,8,428,161,98,8,6,7,4,2,4,2,0
PT_030511,Gagos,567,377,4,6,157,148,21,18,6,14,2,0,1,0,0
PT_030512,Gémeos,533,374,4,1,102,232,16,10,1,3,1,0,2,2,0
PT_030513,Infesta,356,178,2,1,111,44,9,1,2,2,3,0,3,0,0
PT_030514,Molares,522,366,6,1,129,156,40,15,4,9,3,1,2,0,0
PT_030515,Moreira Do Castelo,618,374,6,2,157,152,41,6,3,2,2,0,3,0,0
PT_030516,Ourilhe,383,255,4,2,146,63,25,1,0,9,3,1,1,0,0
PT_030517,Rego,1279,667,11,8,341,112,156,12,6,14,4,0,3,0,0
PT_030518,Ribas,999,594,10,9,290,205,46,6,4,11,4,1,7,1,0
PT_030519,Basto (Santa Tecla),261,138,5,0,61,56,4,6,1,2,0,0,1,2,0
PT_030520,Basto (São Clemente),1450,870,10,3,286,381,133,13,6,21,8,1,5,3,0
PT_030521,Vale De Bouro,756,427,5,4,192,186,24,8,0,3,2,1,1,1,0
PT_030522,Veade,756,474,5,3,163,215,28,19,2,20,8,2,7,2,0
PT_030601,Antas,1781,1187,13,28,447,417,155,44,26,27,12,4,11,3,0
PT_030602,Apúlia,3624,2330,27,35,1215,520,399,40,39,27,12,4,9,3,0
PT_030603,Belinho,1944,1204,21,19,572,331,115,53,15,54,8,5,4,7,0
PT_030604,Curvos,740,511,10,5,206,173,74,29,3,4,4,0,1,2,0
PT_030605,Esposende,2908,2119,19,46,494,1048,229,142,16,103,12,3,6,1,0
PT_030606,Fão,2482,1662,14,37,555,654,158,122,13,90,12,3,2,2,0
PT_030607,Fonte Boa,1120,778,4,4,378,158,188,17,15,8,2,0,2,2,0
PT_030608,Forjães,2250,1636,26,19,632,646,140,64,11,73,16,2,4,3,0
PT_030609,Gandra,961,693,11,12,259,245,98,25,13,26,3,0,1,0,0
PT_030610,Gemeses,946,634,7,9,273,178,128,15,13,5,0,3,3,0,0
PT_030611,Mar,1132,748,9,19,289,259,89,34,8,31,4,0,5,1,0
PT_030612,Marinhas,4449,3039,38,38,1043,1164,456,119,38,96,25,5,14,3,0
PT_030613,Palmeira De Faro,1893,1216,20,25,465,433,111,60,12,59,14,4,6,7,0
PT_030614,Rio Tinto,596,427,1,9,236,90,73,3,3,6,2,0,4,0,0
PT_030615,Vila Chã,1393,790,8,14,376,216,85,40,7,23,8,2,8,3,0
PT_030701,Aboim,452,258,5,0,91,137,14,2,2,2,0,1,3,1,0
PT_030702,Agrela,249,149,5,1,41,82,7,5,1,7,0,0,0,0,0
PT_030703,Antime,1326,1038,3,11,197,660,31,30,4,85,12,0,4,1,0
PT_030704,Ardegão,341,241,1,3,70,147,9,5,0,4,2,0,0,0,0
PT_030705,Armil,705,525,3,11,123,286,22,22,1,45,9,2,1,0,0
PT_030706,Arnozela,337,243,3,1,65,146,12,10,1,4,1,0,0,0,0
PT_030707,Cepães,1196,823,10,12,234,454,40,27,3,28,10,1,3,1,0
PT_030708,Estorãos,1570,1039,19,13,190,649,47,45,11,51,8,3,1,2,0
PT_030709,Fafe,13162,8869,113,178,2385,4573,564,451,39,473,59,6,16,12,0
PT_030710,Fareja,589,419,2,3,96,271,16,12,0,10,4,2,1,2,0
PT_030711,Felgueiras,135,89,2,0,21,52,5,3,2,4,0,0,0,0,0
PT_030712,Fornelos,1061,724,8,7,172,427,33,26,3,39,6,1,1,1,0
PT_030713,Freitas,672,360,9,3,99,209,16,9,2,9,2,0,1,1,0
PT_030714,Golães,1767,1272,15,26,446,627,64,27,7,37,11,4,7,1,0
PT_030715,Gontim,134,89,2,0,17,58,4,2,2,2,2,0,0,0,0
PT_030716,Medelo,1067,812,10,9,201,473,40,28,5,36,9,0,0,1,0
PT_030717,Monte,557,254,3,2,127,81,19,5,4,8,1,0,4,0,0
PT_030718,Moreira Do Rei,1796,1170,20,14,325,640,80,28,7,37,10,3,6,0,0
PT_030719,Passos,921,586,6,0,202,312,33,11,5,12,2,0,3,0,0
PT_030720,Pedraído,301,189,1,1,66,79,18,4,3,12,4,0,0,1,0
PT_030721,Queimadela,610,403,4,0,142,208,24,6,3,9,5,0,1,1,0
PT_030722,Quinchães,1888,1324,11,14,413,727,61,33,9,35,11,3,2,5,0
PT_030723,Regadas,1478,1046,5,10,391,518,46,23,11,23,11,2,2,4,0
PT_030724,Revelhe,760,493,2,6,137,281,23,24,2,13,3,0,2,0,0
PT_030725,Ribeiros,586,391,6,2,113,223,16,15,0,8,2,1,2,3,0
PT_030726,Arões (Santa Cristina),952,664,9,9,131,441,23,17,7,16,8,1,0,2,0
PT_030727,Silvares (São Clemente),471,305,5,2,61,187,13,14,0,15,3,0,2,3,0
PT_030728,São Gens,1720,1052,6,6,362,553,55,27,11,19,5,2,3,3,0
PT_030729,Silvares (São Martinho),1281,953,6,12,290,513,43,43,8,29,7,1,1,0,0
PT_030730,Arões (São Romão),2588,1825,19,36,644,867,82,65,11,67,19,7,5,3,0
PT_030731,Seidões,485,330,2,9,111,143,32,10,7,13,1,0,1,1,0
PT_030732,Serafão,1102,699,4,12,240,359,27,21,7,16,9,0,3,1,0
PT_030733,Travassós,1517,958,18,7,332,460,53,16,10,45,10,0,4,3,0
PT_030734,Várzea Cova,620,310,4,1,124,152,20,1,0,4,3,1,0,0,0
PT_030735,Vila Cova,225,194,3,7,61,102,9,11,0,0,0,1,0,0,0
PT_030736,Vinhós,651,466,10,2,116,271,23,12,7,20,3,1,1,0,0
PT_030801,Aldão,815,569,14,15,157,286,43,20,4,21,4,0,3,2,0
PT_030802,Arosa,567,328,3,1,88,176,10,18,5,17,6,0,3,1,0
PT_030803,Atães,1343,888,6,17,228,491,55,34,13,25,9,4,5,1,0
PT_030804,Azurém,7163,5088,32,89,1281,2393,417,370,26,414,39,4,17,6,0
PT_030805,Balazar,502,306,4,5,84,151,30,10,4,14,1,0,1,2,0
PT_030806,Barco,1065,777,3,10,337,299,61,14,7,32,9,2,3,0,0
PT_030807,Brito,3589,2619,17,24,730,1306,163,108,13,210,32,2,7,7,0
PT_030808,Caldelas,4665,3188,13,42,976,1462,255,168,14,215,26,5,5,7,0
PT_030809,Calvos,821,483,3,1,83,301,37,17,9,22,2,1,4,3,0
PT_030810,Castelões,340,208,1,2,76,77,17,13,3,14,2,1,1,1,0
PT_030811,Conde,1088,879,3,10,98,597,26,63,3,72,6,1,0,0,0
PT_030812,Costa,2400,1742,12,48,376,894,157,124,8,100,15,2,5,1,0
PT_030813,Creixomil,6778,5047,17,63,1410,2306,398,308,33,437,54,6,9,6,0
PT_030814,Donim,805,492,3,8,173,237,34,18,3,12,0,0,2,2,0
PT_030815,Fermentões,3423,2492,9,26,528,1475,148,123,14,138,17,8,2,4,0
PT_030816,Figueiredo,365,281,1,1,111,106,28,16,5,8,5,0,0,0,0
PT_030817,Gandarela,918,691,7,3,100,314,28,42,4,173,16,0,3,1,0
PT_030818,Gémeos,421,309,4,2,90,156,28,6,6,11,4,0,0,2,0
PT_030819,Gominhães,448,330,1,1,73,189,19,13,3,22,5,3,1,0,0
PT_030820,Gonça,929,656,6,8,240,300,45,17,8,14,13,0,1,4,0
PT_030821,Gondar,2376,1701,13,15,305,889,56,92,9,288,27,1,3,3,0
PT_030822,Gondomar,595,366,2,1,100,203,22,15,5,11,4,0,1,2,0
PT_030823,Guardizela,2111,1525,11,21,331,872,61,65,11,122,22,3,4,2,0
PT_030824,Infantas,1413,1016,10,9,202,621,67,37,5,31,12,8,6,8,0
PT_030826,Leitões,516,363,2,5,129,130,51,15,0,25,3,2,1,0,0
PT_030827,Longos,1257,786,8,4,295,324,78,12,4,47,8,2,2,2,0
PT_030828,Lordelo,3894,2700,21,22,659,1546,151,121,12,127,23,7,6,5,0
PT_030829,Mascotelos,975,723,9,8,168,381,41,45,6,51,10,1,2,1,0
PT_030830,Mesão Frio,2846,2119,13,52,616,954,184,113,10,136,26,6,2,7,0
PT_030831,Moreira De Cónegos,4682,3447,19,17,533,2118,116,183,26,366,50,2,14,3,0
PT_030832,Nespereira,2034,1415,10,16,306,842,59,74,13,79,12,2,1,1,0
PT_030833,Oleiros,448,335,0,0,97,146,68,9,1,12,0,1,0,1,0
PT_030834,Guimarães (Oliveira Do Castelo),3537,2511,10,64,774,1061,267,142,10,162,15,3,3,0,0
PT_030835,Pencelo,1092,763,5,10,152,397,82,32,4,66,10,2,0,3,0
PT_030836,Pinheiro,1003,742,9,6,167,445,40,29,4,23,13,0,3,3,0
PT_030837,Polvoreira,3494,2550,19,17,520,1557,135,116,16,131,20,4,13,2,0
PT_030838,Ponte,4789,3285,30,42,714,1786,178,184,26,279,35,2,5,4,0
PT_030839,Rendufe,558,338,3,4,81,189,19,8,4,13,6,4,1,6,0
PT_030840,Ronfe,3643,2731,12,36,789,1305,181,175,12,183,25,2,5,6,0
PT_030841,Briteiros (Salvador),1043,638,9,7,203,268,36,16,5,80,6,0,6,2,0
PT_030842,Prazins (Santa Eufémia),965,675,10,18,207,315,58,18,5,36,6,1,0,1,0
PT_030843,Briteiros (Santa Leocádia),710,482,2,2,177,179,61,7,3,38,6,0,4,3,0
PT_030844,Airão (Santa Maria),1602,1244,3,18,405,580,99,65,12,39,17,3,1,2,0
PT_030845,Souto (Santa Maria),670,443,4,6,123,259,19,10,4,9,6,2,1,0,0
PT_030846,Candoso (Santiago),1369,1037,2,17,223,553,66,52,11,87,19,2,1,4,0
PT_030847,Briteiros (Santo Estêvão),1040,676,4,8,256,272,41,33,6,37,10,1,4,4,0
PT_030848,Prazins (Santo Tirso),699,468,3,5,139,223,41,17,4,29,1,1,4,1,0
PT_030849,Sande (São Clemente),1420,1062,11,10,365,465,84,50,9,51,13,0,3,1,0
PT_030850,Selho (São Cristovão),2132,1520,2,11,295,789,72,105,7,205,25,0,4,5,0
PT_030851,São Faustino,804,572,5,1,157,296,38,27,7,32,6,0,2,1,0
PT_030853,Airão (São João Baptista),753,551,1,6,185,261,65,12,1,17,0,1,2,0,0
PT_030854,Selho (São Jorge),4367,3334,24,30,722,1576,168,241,23,500,37,1,5,7,0
PT_030855,Sande (São Lourenço),1046,729,4,9,304,325,39,14,3,21,5,3,1,1,0
PT_030856,Selho (São Lourenço),1345,976,2,12,175,611,51,53,3,43,14,1,5,6,0
PT_030857,Candoso (São Martinho),1296,1012,10,12,204,507,45,66,5,150,12,0,1,0,0
PT_030858,Sande (São Martinho),2519,1740,15,18,587,842,134,55,11,60,7,1,4,6,0
PT_030860,Guimarães (São Paio),3674,2469,19,40,714,1033,232,162,13,225,19,2,5,5,0
PT_030862,Souto (São Salvador),815,507,4,6,198,223,32,13,8,15,5,1,0,2,0
PT_030863,Guimarães (São Sebastião),2086,1492,8,22,508,555,213,80,6,83,9,2,5,1,0
PT_030864,Abação (São Tomé),1729,1223,7,2,394,563,110,47,12,53,22,3,8,2,0
PT_030865,São Torcato,2967,2145,16,33,490,1225,112,84,13,119,35,6,8,4,0
PT_030866,Serzedelo,3439,2444,19,33,361,1390,80,164,7,340,43,2,5,0,0
PT_030867,Serzedo,1098,768,5,5,236,405,66,20,6,16,4,1,1,3,0
PT_030868,Silvares,1770,1304,7,13,317,692,98,44,17,96,13,5,1,1,0
PT_030869,Tabuadelo,1281,959,7,9,289,452,70,39,11,59,15,4,0,4,0
PT_030871,Urgezes,4291,3151,27,34,867,1504,287,200,14,173,33,3,3,6,0
PT_030872,Vermil,1038,808,9,9,351,241,100,36,4,44,4,1,5,4,0
PT_030873,Sande (Vila Nova),1549,1164,7,11,318,552,110,69,9,73,6,3,3,3,0
PT_030901,Águas Santas,359,225,2,3,50,142,11,3,3,5,3,1,1,1,0
PT_030902,Ajude,208,113,0,1,33,71,4,1,0,3,0,0,0,0,0
PT_030903,Brunhais,390,223,2,2,81,103,25,3,0,2,3,0,1,1,0
PT_030904,Calvos,420,307,2,8,97,162,22,5,4,4,0,1,0,2,0
PT_030905,Campos,909,654,10,5,191,336,70,8,8,17,5,2,0,2,0
PT_030906,Covelas,380,263,4,5,95,129,21,4,0,2,2,0,0,1,0
PT_030907,Esperança,550,285,1,2,104,137,31,5,0,2,2,0,1,0,0
PT_030908,Ferreiros,347,238,0,4,69,141,9,2,4,2,3,1,1,2,0
PT_030909,Fonte Arcada,1141,688,4,6,348,229,61,13,12,10,1,0,4,0,0
PT_030910,Frades,297,190,5,1,40,120,16,4,2,2,0,0,0,0,0
PT_030911,Friande,327,167,6,1,62,82,11,0,0,3,2,0,0,0,0
PT_030912,Galegos,585,336,0,4,128,160,20,11,5,6,1,1,0,0,0
PT_030913,Garfe,1129,708,12,11,321,288,41,15,8,9,1,0,1,1,0
PT_030914,Geraz Do Minho,480,354,7,4,134,165,29,5,0,7,2,0,0,1,0
PT_030915,Lanhoso,616,373,6,6,187,127,38,5,0,3,0,1,0,0,0
PT_030916,Louredo,348,234,1,4,81,112,21,3,3,8,1,0,0,0,0
PT_030917,Monsul,729,446,4,5,215,181,21,6,2,7,1,0,3,1,0
PT_030918,Moure,220,139,2,2,42,77,13,1,0,1,1,0,0,0,0
PT_030919,Póvoa De Lanhoso (Nossa Senhora Do Amparo),3468,2413,21,33,922,1043,170,95,15,96,6,1,8,3,0
PT_030920,Oliveira,420,259,3,9,118,92,23,5,3,3,1,0,1,1,0
PT_030921,Rendufinho,663,400,2,2,184,166,24,10,2,8,1,0,1,0,0
PT_030922,Santo Emilião,766,487,3,4,160,253,23,15,4,18,3,0,2,2,0
PT_030923,São João De Rei,402,253,3,3,78,143,18,4,0,3,0,0,1,0,0
PT_030924,Serzedelo,773,467,7,6,243,149,33,3,7,12,3,1,3,0,0
PT_030925,Sobradelo Da Goma,1048,606,9,5,243,276,43,5,6,8,3,3,4,1,0
PT_030926,Taíde,1566,932,12,16,313,453,78,22,8,13,8,1,3,5,0
PT_030927,Travassos,835,519,1,4,157,271,53,19,1,10,2,1,0,0,0
PT_030928,Verim,422,233,2,1,74,135,10,2,1,6,0,1,0,1,0
PT_030929,Vilela,638,400,4,8,182,161,26,4,5,2,3,1,1,3,0
PT_031001,Balança,367,246,3,1,132,80,21,5,0,4,0,0,0,0,0
PT_031002,Brufe,64,39,0,0,34,1,4,0,0,0,0,0,0,0,0
PT_031003,Campo Do Gerês,198,138,1,3,53,61,9,5,0,6,0,0,0,0,0
PT_031004,Carvalheira,454,294,14,12,111,94,45,4,3,7,3,1,0,0,0
PT_031005,Chamoim,376,215,3,0,98,66,32,0,5,5,1,0,3,2,0
PT_031006,Chorense,530,297,5,6,162,92,15,6,4,3,2,0,1,1,0
PT_031007,Cibões,457,292,1,1,213,50,25,1,0,0,0,0,1,0,0
PT_031008,Covide,419,245,3,0,144,61,21,4,3,6,3,0,0,0,0
PT_031009,Gondoriz,341,204,5,2,89,88,14,3,1,0,1,0,0,1,0
PT_031010,Moimenta,732,497,10,8,204,206,25,29,3,7,1,1,2,1,0
PT_031011,Monte,179,92,1,0,62,18,11,0,0,0,0,0,0,0,0
PT_031012,Ribeira,253,164,1,3,101,38,9,7,2,1,0,1,1,0,0
PT_031013,Rio Caldo,1034,554,7,4,300,169,52,2,7,5,3,0,2,3,0
