gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD-CDS-PP,MPT,CDU,B.E.,L,PCTP/MRPP,PPV/CDC,PAN,PND,PPM,PTP,MAS,PDA,E,POUS
PT_040519,Lombo,364,118,2,4,33,63,6,1,4,1,0,0,2,1,0,0,0,1,0,0
PT_040520,Macedo De Cavaleiros,5920,1700,60,78,580,658,104,74,58,19,18,3,18,6,3,8,7,2,4,0
PT_040521,Morais,755,129,6,7,50,43,6,2,0,3,1,0,1,3,0,3,0,1,3,0
PT_040523,Olmos,282,126,6,0,46,56,2,6,1,0,3,0,3,1,1,0,0,0,1,0
PT_040524,Peredo,284,88,5,3,28,41,1,1,0,0,1,0,1,6,0,0,0,1,0,0
PT_040543,Podence e Santa Combinha,480,122,2,0,53,47,9,2,4,1,0,0,0,4,0,0,0,0,0,0
PT_040526,Salselas,509,166,6,7,54,76,4,5,4,0,5,0,1,3,0,1,0,0,0,0
PT_040528,Sezulfe,333,91,5,6,22,39,4,6,1,2,1,0,1,0,3,0,1,0,0,0
PT_040530,Talhas,519,133,5,1,52,60,7,1,0,0,1,1,1,1,2,0,0,0,1,0
PT_040544,Talhinhas e Bagueixe,512,157,11,6,62,56,1,6,2,2,2,0,2,3,0,2,1,0,0,1
PT_040532,Vale Benfeito,249,67,6,0,15,39,2,2,0,1,0,0,1,0,0,1,0,0,0,0
PT_040533,Vale Da Porca,352,128,3,3,36,61,4,6,6,0,3,1,1,2,0,0,1,0,0,1
PT_040534,Vale De Prados,483,128,6,3,64,37,6,6,0,2,1,0,1,1,0,0,0,1,0,0
PT_040536,Vilarinho De Agrochão,274,78,1,1,23,42,8,0,0,0,0,0,1,2,0,0,0,0,0,0
PT_040538,Vinhas,339,92,4,3,29,33,7,4,0,2,1,0,0,2,2,1,0,0,4,0
PT_040618,Constantim e Cicouro,262,98,0,3,43,36,4,5,4,0,1,0,0,0,0,1,1,0,0,0
PT_040604,Duas Igrejas,733,206,5,5,87,87,3,4,7,1,1,0,0,4,0,1,0,0,0,1
PT_040605,Genísio,251,75,1,8,29,31,2,1,0,0,0,1,0,2,0,0,0,0,0,0
PT_040619,Ifanes e Paradela,340,134,3,5,57,61,0,0,4,2,1,0,0,0,0,0,0,0,0,1
PT_040607,Malhadas,409,97,0,5,41,39,1,2,2,0,1,0,3,1,2,0,0,0,0,0
PT_040608,Miranda Do Douro,1927,599,14,26,248,215,42,17,10,9,2,2,2,8,0,2,1,0,0,1
PT_040609,Palaçoulo,517,142,7,10,39,69,5,2,0,2,0,0,1,5,0,0,2,0,0,0
PT_040611,Picote,319,119,4,4,65,35,6,2,1,0,0,0,0,0,1,1,0,0,0,0
PT_040612,Póvoa,223,74,4,3,11,37,10,1,3,0,0,0,1,3,0,0,1,0,0,0
PT_040613,São Martinho De Angueira,417,97,5,1,36,41,2,3,1,0,2,0,0,2,2,0,1,0,1,0
PT_040620,Sendim e Atenor,1505,440,17,25,167,150,25,17,15,4,4,2,2,4,0,7,0,0,1,0
PT_040621,Silva e Águas Vivas,601,183,5,4,50,95,7,5,3,2,0,0,1,0,2,3,2,2,1,1
PT_040616,Vila Chã De Braciosa,399,122,4,7,34,60,4,9,0,2,0,0,1,0,1,0,0,0,0,0
PT_040701,Abambres,394,120,14,6,21,53,4,6,1,1,0,5,2,3,0,3,1,0,0,0
PT_040702,Abreiro,317,115,4,6,21,66,8,2,0,0,1,0,0,5,0,0,0,2,0,0
PT_040703,Aguieiras,380,98,8,1,13,64,0,0,7,0,0,0,2,1,0,1,0,1,0,0
PT_040704,Alvites,310,48,0,0,11,22,5,5,1,0,2,0,0,1,0,0,0,0,0,1
PT_040738,Avantos e Romeu,472,136,8,2,26,80,4,4,5,1,1,4,1,0,0,0,0,0,0,0
PT_040739,"Avidagos, Navalho e Pereira",559,211,8,12,54,97,8,7,12,1,3,0,4,2,0,0,0,1,2,0
PT_040740,"Barcel, Marmelos e Valverde da Gestosa",462,124,3,4,41,52,0,7,8,1,3,0,0,2,2,0,0,1,0,0
PT_040708,Bouça,363,124,4,4,37,68,2,2,2,1,0,1,0,1,1,0,0,0,0,1
PT_040709,Cabanelas,435,112,7,3,25,52,11,2,5,3,2,1,0,0,1,0,0,0,0,0
PT_040710,Caravelas,273,92,7,2,15,53,1,3,1,1,3,1,0,0,1,2,1,0,0,1
PT_040711,Carvalhais,1243,342,6,8,124,99,22,49,16,4,7,0,1,2,2,1,0,0,1,0
PT_040712,Cedães,452,141,7,2,45,56,8,7,9,1,2,0,1,1,1,1,0,0,0,0
PT_040713,Cobro,191,71,6,6,6,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PT_040714,Fradizela,309,106,2,0,20,67,0,2,1,0,1,1,5,1,0,3,2,0,1,0
PT_040741,Franco e Vila Boa,409,138,2,5,35,79,3,3,1,0,3,1,2,0,2,2,0,0,0,0
PT_040716,Frechas,1003,310,5,6,123,123,14,16,10,3,2,0,4,1,1,1,1,0,0,0
PT_040742,Freixeda e Vila Verde,206,70,4,2,10,40,1,5,1,0,2,0,0,4,0,0,1,0,0,0
PT_040718,Lamas De Orelhão,541,188,13,1,17,139,3,3,5,0,1,0,1,2,0,0,0,0,3,0
PT_040720,Mascarenhas,660,209,12,5,47,102,12,11,6,1,4,0,1,4,1,2,0,0,1,0
PT_040721,Mirandela,10508,2917,109,107,898,999,255,266,105,38,51,11,30,14,4,12,4,0,10,4
PT_040722,Múrias,383,120,9,4,34,59,7,3,1,0,0,1,0,0,0,1,0,0,0,1
PT_040724,Passos,494,154,1,6,25,95,11,1,5,3,2,0,0,1,3,0,1,0,0,0
PT_040727,São Pedro Velho,389,116,2,1,24,74,6,2,1,1,0,1,1,1,1,1,0,0,0,0
PT_040728,São Salvador,240,61,2,1,23,25,1,3,3,0,0,1,1,0,1,0,0,0,0,0
PT_040729,Sucçães,723,214,2,6,54,103,10,14,7,2,7,0,0,4,2,0,0,0,3,0
PT_040730,Torre de Dona Chama,1206,691,27,45,153,331,42,12,16,2,10,4,9,18,12,1,3,1,2,3
PT_040731,Vale De Asnes,353,83,1,0,25,45,1,4,1,0,0,1,0,0,1,2,0,0,2,0
PT_040732,Vale De Gouvinhas,425,112,4,0,22,53,16,0,6,0,1,3,3,1,0,0,2,1,0,0
PT_040733,Vale De Salgueiro,431,192,10,5,41,112,9,7,1,1,0,1,1,2,0,1,0,1,0,0
PT_040734,Vale De Telhas,341,107,2,1,28,58,2,2,9,1,0,0,0,0,1,0,1,0,2,0
PT_040801,Azinhoso,397,143,5,3,53,64,8,1,1,0,1,0,2,2,0,1,1,0,1,0
PT_040802,Bemposta,763,192,5,1,66,93,5,7,3,3,1,0,0,3,0,3,0,1,0,1
PT_040803,Bruçó,223,100,6,4,65,16,4,1,2,0,0,0,2,0,0,0,0,0,0,0
PT_040804,Brunhoso,328,90,4,0,12,66,2,0,2,0,2,0,0,0,1,0,0,0,0,1
PT_040829,"Brunhozinho, Castanheira e Sanhoane",367,140,5,8,38,60,10,5,1,4,3,0,1,2,3,0,0,0,0,0
PT_040807,Castelo Branco,560,221,4,3,102,83,6,7,4,1,4,1,3,0,1,1,0,1,0,0
PT_040808,Castro Vicente,423,122,5,5,27,69,10,0,1,0,1,0,0,2,0,0,0,1,1,0
PT_040809,Meirinhos,343,137,1,6,91,31,4,0,1,0,1,0,0,1,0,0,0,1,0,0
PT_040830,"Mogadouro, Valverde, Vale de Porco e Vilar de Rei",3667,953,23,28,357,384,61,25,16,8,9,2,3,12,4,6,3,2,9,1
PT_040811,Paradela,200,81,2,5,29,39,1,1,2,0,0,0,0,1,0,0,0,1,0,0
PT_040812,Penas Roias,455,122,4,3,53,49,5,3,3,0,1,0,0,1,0,0,0,0,0,0
PT_040813,Peredo Da Bemposta,234,101,2,2,36,51,2,0,1,0,0,0,0,1,3,0,1,1,1,0
PT_040831,Remondes e Soutelo,559,166,9,6,29,85,11,8,4,3,0,1,0,1,2,3,2,0,0,2
PT_040815,Saldanha,208,93,1,2,17,69,1,0,0,0,0,0,2,0,0,1,0,0,0,0
PT_040817,São Martinho Do Peso,528,146,2,2,66,61,2,2,5,0,3,0,3,0,0,0,0,0,0,0
PT_040819,Tó,200,88,8,4,30,35,5,1,0,0,1,0,0,3,1,0,0,0,0,0
PT_040820,Travanca,198,80,0,2,34,30,6,2,0,0,1,0,0,0,2,2,1,0,0,0
PT_040821,Urrós,411,135,2,8,41,69,3,2,1,0,1,0,0,1,3,1,0,3,0,0
PT_040822,Vale Da Madre,173,72,1,5,24,29,1,5,0,1,0,0,0,1,3,2,0,0,0,0
PT_040826,Vila De Ala,320,143,7,5,18,101,1,3,2,1,2,1,0,1,0,0,1,0,0,0
PT_040832,Vilarinho dos Galegos e Ventozelo,485,166,6,8,77,52,2,5,0,0,1,0,1,1,4,5,3,0,1,0
PT_040901,Açoreira,457,97,4,4,51,28,2,5,1,0,1,0,0,0,0,1,0,0,0,0
PT_040918,Adeganha e Cardanha,756,227,3,3,104,99,1,4,0,1,5,1,1,3,0,0,0,1,1,0
PT_040903,Cabeça Boa,419,131,2,1,39,73,2,0,3,1,1,0,6,0,0,0,0,0,2,1
PT_040905,Carviçais,862,290,8,4,96,139,14,6,5,1,5,2,1,4,1,1,1,0,2,0
PT_040906,Castedo,245,75,1,2,34,27,2,4,0,0,1,0,0,0,1,1,0,0,0,2
PT_040919,Felgar e Souto da Velha,1184,324,10,11,136,110,21,12,2,3,5,0,2,5,2,2,1,0,2,0
PT_040920,Felgueiras e Maçores,542,195,7,5,78,72,18,5,3,1,0,0,0,1,1,2,1,1,0,0
PT_040909,Horta Da Vilariça,396,102,4,3,15,58,11,6,2,0,1,0,0,1,0,0,0,1,0,0
PT_040910,Larinho,479,172,5,5,71,62,5,8,2,0,2,1,1,4,4,1,0,0,1,0
PT_040911,Lousa,505,113,6,3,33,58,1,4,2,1,0,2,0,3,0,0,0,0,0,0
PT_040913,Mós,239,109,3,0,52,37,2,5,2,1,1,1,0,0,3,2,0,0,0,0
PT_040916,Torre De Moncorvo,2667,830,23,49,266,330,53,44,24,9,13,0,5,7,1,2,0,1,3,0
PT_040921,Urrós e Peredo dos Castelhanos,501,164,5,1,85,46,6,10,0,1,0,1,1,2,3,3,0,0,0,0
PT_041020,Assares e Lodões,295,99,1,4,47,18,7,8,7,1,2,0,0,0,2,1,1,0,0,0
PT_041002,Benlhevai,206,88,2,9,33,25,2,7,3,0,0,0,0,4,3,0,0,0,0,0
PT_041021,Candoso e Carvalho de Egas,363,128,4,6,44,38,16,5,8,1,2,1,0,1,0,2,0,0,0,0
PT_041005,Freixiel,751,249,5,8,105,85,11,4,7,2,3,1,6,4,1,6,0,0,0,1
PT_041009,Roios,172,70,8,3,28,13,5,5,1,1,2,0,2,1,1,0,0,0,0,0
PT_041010,Samões,381,99,5,7,35,33,6,4,4,0,0,0,0,1,0,4,0,0,0,0
PT_041011,Sampaio,190,74,1,2,24,39,1,2,0,0,1,0,0,1,1,0,1,0,1,0
PT_041012,Santa Comba De Vilariça,434,151,8,11,71,26,10,17,3,0,2,0,0,0,0,1,0,0,1,1
PT_041013,Seixo De Manhoses,499,157,2,4,46,65,9,17,6,0,1,0,1,0,1,1,2,0,2,0
PT_041014,Trindade,171,74,1,2,15,42,7,0,4,0,1,0,1,0,0,0,1,0,0,0
PT_041015,Vale Frechoso,198,74,2,2,40,20,2,1,4,0,1,0,0,1,0,0,0,0,1,0
PT_041022,Valtorno e Mourão,498,176,4,5,62,80,0,2,9,1,4,0,0,5,0,2,0,0,0,2
PT_041023,Vila Flor e Nabo,2368,669,25,26,295,198,27,37,22,8,5,2,3,6,2,6,4,1,2,0
PT_041024,Vilas Boas e Vilarinho das Azenhas,802,290,8,8,114,109,15,13,2,1,3,5,0,6,1,1,1,1,0,2
PT_041115,"Algoso, Campo de Víboras e Uva",902,261,8,7,50,176,6,2,3,0,0,0,2,3,0,0,2,1,0,1
PT_041103,Argozelo,978,239,6,0,127,92,4,1,0,1,1,0,0,5,1,0,1,0,0,0
PT_041116,Caçarelhos e Angueira,410,169,4,5,47,91,3,7,4,0,1,0,0,6,0,0,1,0,0,0
PT_041107,Carção,620,132,6,2,49,55,2,4,2,1,5,0,1,2,1,0,1,0,1,0
PT_041108,Matela,404,94,2,5,32,44,2,3,0,0,0,0,0,3,0,1,1,0,1,0
PT_041109,Pinelo,288,97,2,2,21,62,2,1,0,0,0,1,1,4,0,1,0,0,0,0
PT_041110,Santulhão,653,127,5,3,37,56,3,6,5,2,1,0,1,3,1,2,0,0,1,1
PT_041117,Vale de Frades e Avelanoso,467,132,5,9,43,58,5,2,2,2,3,0,1,0,0,0,2,0,0,0
PT_041113,Vilar Seco,211,64,1,1,11,43,2,0,0,2,0,0,1,1,2,0,0,0,0,0
PT_041114,Vimioso,1322,328,9,8,144,116,17,14,6,4,4,0,1,3,0,0,1,0,1,0
PT_041201,Agrochão,308,108,2,4,29,48,10,7,1,0,2,0,0,2,3,0,0,0,0,0
PT_041203,Candedo,390,90,2,1,42,33,2,4,0,0,3,0,3,0,0,0,0,0,0,0
PT_041204,Celas,328,62,0,1,31,21,3,0,0,0,0,0,4,0,0,1,0,0,0,1
PT_041236,Curopos e Vale de Janeiro,426,124,4,1,56,42,4,5,4,0,1,1,2,1,1,0,0,1,0,1
PT_041206,Edral,294,52,0,3,34,7,2,2,1,0,1,0,0,1,0,0,0,1,0,0
PT_041207,Edrosa,200,60,1,0,25,24,2,1,1,1,0,0,1,1,1,0,2,0,0,0
PT_041208,Ervedosa,503,122,5,4,45,42,10,5,0,1,1,0,1,6,1,1,0,0,0,0
PT_041237,Moimenta e Montouto,326,92,2,4,59,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0
PT_041238,Nunes e Ousilhão,300,102,8,10,42,23,2,4,2,2,1,0,1,2,1,2,1,0,1,0
PT_041215,Paçó,257,64,3,0,12,37,4,3,3,0,0,0,0,1,0,1,0,0,0,0
PT_041216,Penhas Juntas,333,93,1,1,28,49,5,2,1,1,1,1,0,1,0,1,1,0,0,0
PT_041239,Quirás e Pinheiro Novo,418,84,1,1,56,20,2,1,0,0,1,0,2,0,0,0,0,0,0,0
PT_041219,Rebordelo,714,212,3,3,105,67,10,4,6,3,0,0,4,6,0,1,0,0,0,0
PT_041221,Santalha,349,79,2,3,19,46,2,4,0,1,1,0,0,0,1,0,0,0,0,0
PT_041240,Sobreiró de Baixo e Alvaredos,537,151,3,2,49,79,9,3,2,0,0,0,1,1,0,1,0,1,0,0
PT_041241,"Soeira, Fresulfe e Mofreita",267,84,2,5,39,24,5,3,1,0,3,0,0,0,0,1,0,0,1,0
PT_041242,Travanca e Santa Cruz,162,85,1,4,44,30,1,1,1,1,0,0,0,0,0,1,1,0,0,0
PT_041226,Tuizelo,493,82,2,3,25,32,1,6,3,2,1,0,1,2,1,2,0,0,1,0
PT_041227,Vale Das Fontes,454,112,3,0,53,37,8,4,1,0,0,1,1,1,0,1,1,0,1,0
PT_041229,Vila Boa De Ousilhão,185,53,0,5,17,16,3,1,0,0,1,0,6,2,0,2,0,0,0,0
PT_041243,Vilar de Lomba e São Jomil,322,87,5,2,36,33,1,2,3,1,0,0,0,1,1,1,0,0,1,0
PT_041232,Vilar De Ossos,300,90,6,5,40,21,6,3,1,1,1,0,3,1,0,1,0,0,1,0
PT_041233,Vilar De Peregrinos,212,54,0,0,20,25,3,1,1,1,0,0,0,2,0,0,0,1,0,0
PT_041234,Vilar Seco De Lomba,311,79,2,1,35,28,2,5,1,1,0,0,0,1,1,2,0,0,0,0
PT_041230,Vila Verde,256,61,4,4,21,22,3,0,0,1,3,0,1,0,1,0,1,0,0,0
PT_041235,Vinhais,2212,642,12,11,319,184,26,25,21,5,6,1,10,6,4,2,6,0,4,0
PT_050106,Belmonte e Colmeal da Torre,3605,1022,40,36,484,163,78,110,40,22,19,2,5,5,6,6,2,1,3,0
PT_050102,Caria,1999,527,11,20,247,96,29,56,22,6,11,3,5,4,3,8,4,1,0,1
PT_050104,Inguias,686,205,6,14,83,51,11,14,10,1,6,0,0,2,0,4,0,1,2,0
PT_050105,Maçainhas,353,150,1,7,71,31,8,17,3,0,4,0,1,4,1,0,1,1,0,0
PT_050201,Alcains,4520,1385,38,68,659,271,89,94,80,24,20,4,10,6,2,8,2,3,6,1
PT_050202,Almaceda,781,234,5,9,97,80,11,12,3,0,7,0,3,3,1,1,2,0,0,0
PT_050203,Benquerenças,604,252,10,10,127,55,14,13,7,2,2,0,3,2,1,1,1,0,1,3
PT_050205,Castelo Branco,30654,10205,419,477,3779,2581,799,852,430,260,143,55,127,54,65,67,29,21,38,9
PT_050226,Cebolais de Cima e Retaxo,1802,797,30,21,399,134,43,102,20,5,21,0,11,2,2,2,1,1,3,0
PT_050227,Escalos de Baixo e Mata,1218,484,18,15,295,71,26,21,10,0,9,1,3,4,4,2,3,1,1,0
PT_050228,Escalos de Cima e Lousa,1577,557,21,21,323,76,14,34,19,4,19,0,6,3,9,4,0,0,2,2
PT_050229,Freixial e Juncal do Campo,806,361,23,18,164,59,29,14,12,7,7,1,6,6,5,7,2,0,1,0
PT_050211,Lardosa,891,331,9,2,170,69,14,30,4,3,8,3,3,9,1,1,2,1,2,0
PT_050212,Louriçal Do Campo,622,218,9,2,123,50,4,9,6,5,4,0,1,3,0,0,0,0,1,1
PT_050214,Malpica Do Tejo,514,241,3,1,162,13,5,45,5,0,6,0,0,0,1,0,0,0,0,0
PT_050216,Monforte Da Beira,338,148,1,3,104,23,5,3,2,1,2,1,0,0,2,0,0,1,0,0
PT_050230,Ninho do Açor e Sobral do Campo,822,331,15,9,174,79,13,11,8,6,3,1,3,3,4,1,1,0,0,0
PT_050231,Póvoa de Rio de Moinhos e Cafede,910,357,8,19,155,98,17,23,15,3,5,2,0,7,0,2,2,0,0,1
PT_050220,Salgueiro Do Campo,808,368,24,23,178,70,17,13,12,5,7,1,7,3,3,1,1,1,2,0
PT_050221,Santo André Das Tojeiras,806,291,11,10,133,112,6,6,4,4,2,0,0,2,1,0,0,0,0,0
PT_050222,São Vicente Da Beira,1313,445,10,20,176,141,36,13,17,2,7,0,4,9,1,2,4,1,2,0
PT_050223,Sarzedas,1379,582,26,12,259,212,8,16,8,8,9,0,7,9,1,1,1,1,3,1
PT_050225,Tinalhas,599,217,11,5,97,53,4,10,4,5,7,1,6,8,2,1,1,0,2,0
PT_050302,Aldeia De São Francisco De Assis,580,203,13,6,94,43,11,17,5,1,3,2,3,1,0,3,1,0,0,0
PT_050332,Barco e Coutada,1115,332,11,21,163,85,11,14,9,0,3,2,0,3,2,2,3,0,2,1
PT_050305,Boidobra,2643,952,34,47,353,118,80,191,37,11,29,2,18,8,5,6,3,3,6,1
PT_050333,Cantar-Galo e Vila do Carvalho,3900,1264,40,35,662,100,101,211,45,5,31,6,7,3,1,10,2,1,4,0
PT_050334,Casegas e Ourondo,1072,198,7,9,89,46,6,30,2,2,2,0,0,4,0,0,1,0,0,0
PT_050308,Cortes Do Meio,924,313,11,13,142,66,10,36,8,3,4,3,6,3,2,0,4,0,2,0
PT_050335,Covilhã e Canhoso,17580,6295,214,233,2559,1092,572,858,317,118,108,23,78,29,21,24,14,4,26,5
PT_050309,Dominguizo,1016,357,10,23,122,87,26,45,14,7,5,0,8,0,5,0,1,0,2,2
PT_050310,Erada,801,262,14,14,108,51,29,15,5,4,8,0,3,0,5,2,1,1,1,1
PT_050311,Ferro,1509,392,15,17,167,59,34,49,13,13,9,2,5,1,4,2,0,0,2,0
PT_050312,Orjais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_050314,Paul,1557,415,14,37,131,97,23,58,17,5,10,1,7,3,5,2,1,1,2,1
PT_050315,Peraboa,1016,264,10,10,106,78,16,10,6,11,4,2,4,0,3,2,0,1,0,1
PT_050336,Peso e Vales do Rio,1470,234,9,24,86,47,21,21,14,0,3,0,2,1,1,1,0,0,4,0
PT_050318,São Jorge Da Beira,756,234,6,8,119,55,13,19,6,1,2,0,3,1,0,0,1,0,0,0
PT_050322,Sobral De São Miguel,500,184,7,8,56,70,7,12,5,2,5,2,1,3,1,3,2,0,0,0
PT_050337,Teixoso e Sarzedo,4186,1267,53,47,587,181,113,131,65,15,28,2,11,6,6,9,5,1,6,1
PT_050324,Tortosendo,5006,2036,41,89,608,299,140,595,105,33,62,7,22,7,6,6,5,3,8,0
PT_050325,Unhais Da Serra,1244,552,14,17,244,68,38,77,39,5,28,1,6,2,5,6,1,0,1,0
PT_050338,Vale Formoso e Aldeia do Souto,801,229,13,18,105,26,20,15,12,4,1,1,4,2,1,4,1,0,0,2
PT_050327,Verdelhos,710,146,7,2,77,23,5,12,10,0,4,1,0,4,0,1,0,0,0,0
PT_050401,Alcaide,624,239,13,7,102,27,20,32,10,5,7,0,0,1,2,10,1,0,0,2
PT_050402,Alcaria,1067,339,21,15,139,69,32,25,11,7,9,1,4,0,1,5,0,0,0,0
PT_050403,Alcongosta,486,168,1,6,69,47,21,10,6,2,0,0,2,1,1,1,0,0,0,1
PT_050406,Alpedrinha,986,283,9,14,120,97,10,10,6,1,2,2,2,0,4,5,0,0,1,0
PT_050408,Barroca,653,203,12,20,76,57,12,5,1,5,7,0,2,0,1,4,0,0,1,0
PT_050410,Bogas De Cima,493,125,2,8,29,69,4,2,4,2,0,1,1,1,0,1,0,1,0,0
PT_050411,Capinha,573,151,2,5,60,43,4,16,5,4,4,1,3,0,0,0,0,1,1,2
PT_050412,Castelejo,787,290,18,5,89,86,41,9,7,3,8,0,4,6,2,3,2,1,3,3
PT_050413,Castelo Novo,326,108,3,6,36,29,9,10,3,3,5,0,1,0,2,1,0,0,0,0
PT_050431,Enxames,504,148,5,9,63,23,4,12,11,1,4,0,2,1,2,10,0,0,0,1
PT_050416,Fatela,552,185,3,8,98,23,12,21,5,3,2,0,5,0,0,4,0,0,1,0
PT_050434,"Fundão, Valverde, Donas, A. Joanes, A. Nova Cabo",11789,3867,139,185,1478,844,330,372,172,77,82,11,45,19,16,52,18,6,18,3
PT_050433,Janeiro de Cima e Bogas de Baixo,648,234,6,6,98,103,7,4,1,2,1,1,0,1,1,1,1,0,1,0
PT_050419,Lavacolhos,272,99,0,4,49,14,11,10,5,0,2,0,2,0,0,0,0,0,1,1
PT_050420,Orca,679,268,15,9,132,75,9,12,3,1,2,1,3,1,0,4,0,1,0,0
PT_050421,Pêro Viseu,759,189,3,9,80,40,15,7,9,6,4,0,2,1,2,7,1,1,2,0
PT_050435,Póvoa de Atalaia e Atalaia do Campo,1250,338,10,17,151,111,15,7,8,4,3,0,3,3,2,1,1,0,1,1
PT_050424,Silvares,1112,318,9,19,159,68,13,14,12,5,8,2,2,3,0,3,0,0,0,1
PT_050425,Soalheira,952,249,6,6,89,98,9,14,6,4,3,0,0,5,1,4,1,2,0,1
PT_050426,Souto Da Casa,880,280,8,9,100,97,13,16,13,2,4,0,7,2,1,4,3,0,1,0
PT_050427,Telhado,623,229,4,24,105,37,23,8,11,2,4,0,3,4,1,1,1,0,1,0
PT_050432,Três Povos,1124,328,16,28,158,76,12,7,3,5,3,1,5,2,5,4,2,1,0,0
PT_050436,Vale de Prazeres e Mata da Rainha,1488,360,16,9,160,98,23,17,7,4,8,1,3,3,0,4,2,0,1,4
PT_050502,Aldeia De Santa Margarida,280,129,2,11,66,19,12,8,3,1,4,0,1,1,0,0,0,0,0,1
PT_050518,Idanha-a-Nova e Alcafozes,2169,807,24,34,402,172,42,66,17,4,17,2,8,7,5,3,1,0,2,1
PT_050505,Ladoeiro,1260,386,13,9,220,82,24,10,7,6,5,0,3,1,2,1,0,1,2,0
PT_050506,Medelim,244,128,3,6,66,35,3,7,2,2,1,0,0,2,0,0,0,1,0,0
PT_050519,Monfortinho e Salvaterra do Extremo,716,300,18,4,135,92,18,11,4,3,5,1,4,3,2,0,0,0,0,0
PT_050520,Monsanto e Idanha-a-Velha,810,290,8,5,191,45,3,11,6,2,4,1,0,3,2,4,4,0,1,0
PT_050509,Oledo,375,159,6,6,87,29,10,7,3,2,1,0,3,1,2,1,0,0,1,0
PT_050510,Penha Garcia,758,389,15,7,232,90,9,5,6,1,5,0,1,8,3,2,2,0,1,2
PT_050511,Proença-a-Velha,213,93,3,3,49,18,1,8,3,1,2,1,3,0,0,0,0,0,0,1
PT_050512,Rosmaninhal,645,158,5,3,97,33,3,7,4,0,2,0,0,0,4,0,0,0,0,0
PT_050514,São Miguel De Acha,603,208,7,8,103,49,5,17,5,3,3,0,3,1,1,1,1,1,0,0
PT_050516,Toulões,246,113,3,4,64,20,2,6,3,2,4,0,1,1,1,0,0,1,0,1
PT_050521,Zebreira e Segura,1124,394,12,11,203,74,9,51,6,0,12,0,2,6,3,2,1,0,0,2
PT_050601,Álvaro,224,103,3,5,12,69,1,5,1,0,2,0,0,2,2,1,0,0,0,0
PT_050603,Cambas,327,105,5,1,33,59,0,2,2,2,0,0,0,1,0,0,0,0,0,0
PT_050613,Estreito-Vilar Barroco,1049,453,19,23,107,241,18,9,5,11,3,0,1,6,3,2,1,0,3,1
PT_050605,Isna,206,130,13,9,23,75,4,1,0,0,2,0,0,1,1,0,0,0,1,0
PT_050606,Madeirã,164,77,1,9,14,45,1,0,0,0,1,1,2,3,0,0,0,0,0,0
PT_050607,Mosteiro,323,152,7,6,31,91,7,2,1,0,2,0,0,0,0,2,1,2,0,0
PT_050614,Oleiros-Amieira,2178,884,43,61,189,447,46,23,23,12,9,2,3,10,3,4,3,1,4,1
PT_050609,Orvalho,545,170,13,6,68,58,5,7,6,2,0,0,1,1,2,0,1,0,0,0
PT_050610,Sarnadas De São Simão,243,89,3,6,20,49,4,1,0,0,1,1,1,1,0,1,1,0,0,0
PT_050611,Sobral,182,97,3,4,16,66,1,0,0,1,1,0,3,2,0,0,0,0,0,0
PT_050713,"Aldeia do Bispo, Águas e Aldeia de João Pires",1108,372,12,12,174,104,15,25,10,3,7,0,2,1,2,3,1,0,1,0
PT_050704,Aranhas,330,112,7,4,65,20,3,4,1,0,3,0,0,4,0,0,0,0,0,1
PT_050706,Benquerença,587,171,10,3,88,43,10,2,4,1,3,0,0,0,0,3,0,1,2,1
PT_050707,Meimão,356,129,5,5,77,31,0,2,3,0,0,0,1,0,5,0,0,0,0,0
PT_050708,Meimoa,417,144,7,3,61,45,7,11,2,2,3,0,1,1,0,0,0,0,0,1
PT_050714,Pedrógão de São Pedro e Bemposta,679,217,6,6,138,46,3,3,4,2,2,1,0,2,1,1,0,1,0,1
PT_050710,Penamacor,1308,471,8,11,238,135,38,15,10,2,0,0,4,3,2,2,2,1,0,0
PT_050711,Salvador,417,119,9,3,52,30,3,5,7,4,0,1,1,0,2,0,2,0,0,0
PT_050712,Vale Da Senhora Da Póvoa,265,130,3,2,77,28,6,2,3,1,1,1,1,2,0,2,1,0,0,0
PT_050802,Montes Da Senhora,675,280,11,11,91,126,14,3,4,3,4,0,1,2,4,1,2,0,2,1
PT_050807,Proença-a-Nova e Peral,4604,1756,83,75,530,739,158,31,36,17,8,10,28,13,7,9,6,2,2,2
PT_050805,São Pedro Do Esteval,528,208,4,12,84,78,16,2,3,2,3,0,0,2,2,0,0,0,0,0
PT_050808,Sobreira Formosa e Alvito da Beira,2034,817,39,25,265,377,27,18,17,8,8,2,5,8,4,4,3,1,4,2
PT_050901,Cabeçudo,859,281,15,11,101,94,18,13,15,2,1,0,1,5,2,2,1,0,0,0
PT_050902,Carvalhal,495,200,13,7,73,78,10,8,3,4,2,0,0,0,0,1,1,0,0,0
PT_050903,Castelo,1001,351,16,17,114,128,35,8,7,4,8,2,3,1,1,0,4,1,0,2
PT_050915,"Cernache do Bonjardim, Nesperal e Palhais",3391,1206,74,54,336,506,54,42,30,27,18,3,14,10,10,11,4,2,8,3
