gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD-CDS-PP,MPT,CDU,B.E.,L,PCTP/MRPP,PPV/CDC,PAN,PND,PPM,PTP,MAS,PDA,E,POUS
PT_430101,Altares,839,194,5,15,81,61,7,6,5,3,3,3,2,1,1,1,0,0,0,0
PT_430106,Cinco Ribeiras,622,192,5,14,67,73,11,2,3,3,2,2,1,1,2,1,3,2,0,0
PT_430107,Doze Ribeiras,487,159,4,11,82,48,2,2,2,2,0,0,2,1,0,1,1,1,0,0
PT_430108,Feteira,1120,319,2,10,144,109,11,11,10,6,3,2,2,2,0,4,2,1,0,0
PT_430102,Angra (Nossa Senhora Da Conceição),3897,841,19,52,352,210,65,41,34,13,9,1,22,1,6,6,1,5,3,1
PT_430109,Porto Judeu,2366,373,5,21,139,159,10,10,15,3,1,2,1,1,3,2,0,0,1,0
PT_430110,Posto Santo,921,201,3,25,85,50,10,5,7,5,3,0,2,3,0,1,1,1,0,0
PT_430111,Raminho,541,159,4,4,63,71,7,3,0,0,1,0,1,0,2,0,1,2,0,0
PT_430112,Ribeirinha,2399,669,16,29,316,261,17,4,7,2,3,1,4,0,4,3,1,0,1,0
PT_430113,Santa Bárbara,1198,262,6,20,114,95,13,5,1,1,2,0,1,0,1,3,0,0,0,0
PT_430103,Angra (Santa Luzia),2387,634,13,43,262,161,37,29,30,9,9,2,15,5,5,1,4,7,2,0
PT_430114,São Bartolomeu De Regatos,1735,325,8,23,97,125,19,12,13,4,3,1,3,3,5,3,1,5,0,0
PT_430115,São Bento,1801,457,8,32,217,124,18,16,17,2,5,0,7,4,2,1,2,0,2,0
PT_430116,São Mateus Da Calheta,3345,586,11,42,286,117,33,34,29,9,3,2,8,0,4,2,1,3,2,0
PT_430104,Angra (São Pedro),3391,960,30,63,341,311,69,45,40,27,5,0,8,5,1,1,2,9,1,2
PT_430105,Angra (Sé),1128,337,4,20,112,133,21,11,13,6,2,2,6,0,1,1,0,1,2,2
PT_430117,Serreta,363,122,1,7,55,40,7,8,1,1,0,1,0,0,1,0,0,0,0,0
PT_430118,Terra Chã,2566,522,17,42,200,163,31,14,17,9,2,2,8,3,3,7,0,2,1,1
PT_430119,Vila De São Sebastião,1944,379,6,13,144,173,15,4,7,3,1,1,1,3,3,2,2,0,1,0
PT_450101,Calheta,1273,294,9,21,127,75,22,7,6,5,1,0,1,6,1,1,0,10,1,1
PT_450102,Norte Pequeno,225,86,1,5,24,44,5,0,1,2,2,0,0,2,0,0,0,0,0,0
PT_450103,Ribeira Seca,954,215,2,10,41,123,12,3,7,4,0,0,2,7,1,0,1,1,1,0
PT_450104,Santo Antão,728,174,5,7,55,83,3,2,1,2,2,1,1,4,1,1,0,6,0,0
PT_450105,Topo (Nossa Senhora Do Rosário),493,125,3,3,44,63,0,2,0,1,1,0,3,0,1,0,1,2,0,1
PT_490101,Corvo,350,134,0,5,72,10,3,5,0,0,0,1,0,0,20,0,0,18,0,0
PT_470106,Horta (Angústias),2249,550,2,35,225,166,22,33,23,9,2,2,6,0,17,1,2,4,1,0
PT_470101,Capelo,466,150,0,10,67,41,6,11,5,2,3,0,0,3,2,0,0,0,0,0
PT_470102,Castelo Branco,1139,294,3,22,134,89,9,12,7,1,2,1,1,2,4,0,4,1,2,0
PT_470103,Cedros,822,301,3,24,72,168,4,7,2,5,4,2,1,0,3,1,0,4,0,1
PT_470107,Horta (Conceição),1042,284,3,25,125,77,16,14,5,6,0,0,0,2,5,2,1,1,2,0
PT_470104,Feteira,1541,285,6,23,108,82,11,16,8,6,3,1,5,1,9,0,2,4,0,0
PT_470105,Flamengos,1368,316,4,27,159,88,4,9,6,4,1,0,3,0,10,0,0,0,1,0
PT_470108,Horta (Matriz),2196,570,9,46,183,174,21,63,35,12,2,0,11,1,7,2,0,3,1,0
PT_470109,Pedro Miguel,621,156,5,19,49,40,3,19,6,2,1,0,3,0,1,2,0,4,2,0
PT_470110,Praia Do Almoxarife,712,233,3,25,131,47,3,14,2,1,1,0,2,1,1,0,0,2,0,0
PT_470111,Praia Do Norte,222,124,2,15,33,63,4,2,0,0,1,0,0,0,2,0,1,1,0,0
PT_470112,Ribeirinha,384,111,0,12,41,42,1,7,2,1,1,0,1,1,2,0,0,0,0,0
PT_470113,Salão,361,118,0,12,29,63,4,1,2,1,0,0,1,3,0,1,0,1,0,0
PT_420101,Água De Pau,2821,354,14,21,182,83,17,8,7,2,3,0,5,2,1,1,3,4,1,0
PT_420102,Cabouco,1578,203,3,9,106,34,14,11,1,4,5,0,5,0,3,2,0,6,0,0
PT_420103,Lagoa (Nossa Senhora Do Rosário),4711,903,25,63,394,200,75,29,39,15,11,0,14,5,11,4,1,14,2,1
PT_420105,Ribeira Chã,373,93,1,8,48,29,0,1,0,0,2,0,2,0,0,0,1,0,1,0
PT_420104,Lagoa (Santa Cruz),3085,476,20,20,209,109,36,19,23,6,7,0,5,4,7,0,3,5,1,2
PT_480101,Fajã Grande,195,77,0,4,32,15,4,0,10,0,0,0,2,0,0,1,0,9,0,0
PT_480102,Fajãzinha,74,35,1,4,15,7,1,3,2,0,0,0,0,0,0,0,0,2,0,0
PT_480103,Fazenda,234,76,3,2,49,16,0,1,2,0,0,0,0,0,1,0,0,2,0,0
PT_480104,Lajedo,97,36,3,6,7,12,3,2,1,0,0,0,0,0,0,0,1,1,0,0
PT_480105,Lajes Das Flores,520,127,3,11,43,45,2,5,2,1,0,0,3,0,2,1,1,8,0,0
PT_480106,Lomba,152,51,1,8,18,18,3,1,0,1,0,0,1,0,0,0,0,0,0,0
PT_480107,Mosteiro,35,14,2,0,4,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0
PT_460101,Calheta De Nesquim,347,90,1,16,41,20,1,0,4,0,1,0,2,0,1,1,2,0,0,0
PT_460102,Lajes Do Pico,1671,409,3,35,168,115,25,16,10,11,6,0,0,3,6,2,2,7,0,0
PT_460103,Piedade,796,219,7,11,68,109,7,0,2,2,1,0,1,2,0,2,0,5,1,1
PT_460104,Ribeiras,891,174,1,3,72,77,5,6,3,0,0,0,1,2,1,2,0,0,0,1
PT_460105,Ribeirinha,397,110,0,5,68,25,2,1,2,0,0,1,1,0,2,0,0,2,1,0
PT_460106,São João,431,133,3,9,51,50,8,6,1,1,0,0,1,1,0,0,1,0,0,1
PT_460201,Bandeiras,550,104,4,6,38,34,4,2,4,1,0,0,8,0,1,2,0,0,0,0
PT_460202,Candelária,796,216,4,18,84,76,10,8,4,0,1,0,5,0,1,0,2,3,0,0
PT_460203,Criação Velha,723,158,2,18,43,77,6,6,3,1,0,0,0,0,1,0,0,1,0,0
PT_460204,Madalena,2373,426,6,33,128,193,26,14,8,3,5,0,4,2,1,2,0,1,0,0
PT_460205,São Caetano,499,152,1,13,41,76,6,2,2,2,1,0,1,1,1,0,2,1,2,0
PT_460206,São Mateus,702,206,2,5,66,108,5,9,3,1,1,0,2,2,1,1,0,0,0,0
PT_420201,Achada,468,135,1,5,80,38,3,3,1,0,1,0,0,0,1,1,0,1,0,0
PT_420202,Achadinha,482,161,4,4,94,34,6,7,3,0,1,1,1,4,0,0,0,2,0,0
PT_420208,Algarvia,309,83,4,0,36,23,2,3,2,1,1,0,5,0,0,5,0,0,1,0
PT_420203,Lomba Da Fazenda,879,196,8,9,87,56,4,8,8,1,2,0,2,3,1,2,1,4,0,0
PT_420204,Nordeste,1205,320,6,10,143,113,9,11,8,2,3,1,4,4,2,1,1,2,0,0
PT_420206,Salga,507,111,3,6,64,18,3,5,8,0,2,0,1,0,0,1,0,0,0,0
PT_420207,Santana,411,156,4,16,79,38,1,3,5,0,4,0,3,0,0,0,0,2,0,1
PT_420209,Santo António de Nordestinho,304,107,2,2,48,41,7,0,2,1,0,0,1,0,0,1,1,1,0,0
PT_420210,São Pedro de Nordestinho,281,91,6,7,48,18,3,2,3,0,0,0,1,2,1,0,0,0,0,0
PT_420323,Ajuda da Bretanha,683,99,1,5,40,28,3,4,5,0,1,0,2,3,4,1,0,2,0,0
PT_420301,Arrifes,6465,735,11,34,347,159,44,47,20,15,12,1,7,7,6,5,3,15,2,0
PT_420303,Candelária,991,97,0,0,43,36,4,3,3,2,0,0,1,3,1,1,0,0,0,0
PT_420304,Capelas,3687,559,10,32,250,133,32,16,27,8,18,0,8,4,3,4,2,11,0,1
PT_420305,Covoada,1190,190,7,10,75,59,7,7,2,4,3,0,1,3,3,2,1,4,2,0
PT_420306,Fajã De Baixo,4567,956,26,68,352,211,89,61,44,20,9,2,12,11,7,3,3,30,5,3
PT_420307,Fajã De Cima,3058,454,13,28,188,119,28,15,15,12,7,3,6,3,2,2,1,11,1,0
PT_420308,Fenais Da Luz,1801,288,2,16,103,66,40,13,14,3,6,1,10,1,4,2,0,7,0,0
PT_420309,Feteiras,1382,131,2,9,71,33,4,2,3,1,1,0,1,0,0,2,0,1,0,1
PT_420310,Ginetes,1111,172,2,6,74,61,4,6,5,1,0,1,4,0,0,4,0,4,0,0
PT_420311,Mosteiros,1086,184,4,7,77,69,1,8,6,1,1,0,1,0,2,4,1,0,1,1
PT_420324,Pilar da Bretanha,583,117,2,2,62,28,3,3,10,1,0,0,0,3,0,1,1,0,1,0
PT_420325,Santa Clara,2868,547,17,36,216,131,47,28,28,9,4,0,12,5,2,1,3,7,1,0
PT_420312,Ponta Delgada (São Sebastião),4189,837,34,57,249,280,65,40,32,17,10,2,12,7,6,3,0,22,1,0
PT_420315,Relva,2592,422,7,30,124,142,35,25,23,6,8,0,5,1,1,2,1,8,3,1
PT_420316,Remédios,875,243,1,13,126,40,9,6,32,1,2,0,3,3,3,2,0,2,0,0
PT_420317,Rosto Do Cão (Livramento),3811,689,14,43,227,199,72,34,33,17,12,3,12,4,3,1,1,13,1,0
PT_420318,Rosto Do Cão (São Roque),4419,644,20,31,296,141,42,36,30,12,8,1,9,3,0,1,0,12,1,1
PT_420319,Santa Bárbara,750,179,3,9,72,58,6,4,8,3,2,0,3,1,4,2,1,1,1,1
PT_420320,Santo António,1732,315,13,16,120,100,11,5,19,1,8,2,6,0,3,5,0,6,0,0
PT_420313,Ponta Delgada (São José),5839,1147,19,75,383,332,88,67,51,39,21,4,19,10,3,1,4,26,5,0
PT_420314,Ponta Delgada (São Pedro),7774,1654,40,94,542,415,155,108,102,57,24,8,34,6,2,5,6,43,12,1
PT_420321,São Vicente Ferreira,2053,341,13,33,102,107,25,13,15,7,1,0,8,1,5,2,0,9,0,0
PT_420322,Sete Cidades,704,110,0,10,77,19,0,1,1,1,0,0,0,0,0,1,0,0,0,0
PT_420401,Água Retorta,427,113,1,6,69,27,3,0,0,2,0,1,1,2,0,0,0,1,0,0
PT_420402,Faial Da Terra,426,106,3,14,62,20,3,1,1,0,0,0,0,1,0,1,0,0,0,0
PT_420403,Furnas,1546,259,8,18,130,38,11,11,12,5,6,2,6,2,2,3,1,3,1,0
PT_420404,Nossa Senhora Dos Remédios,1110,275,5,24,119,100,6,5,3,2,2,2,3,1,0,1,0,1,1,0
PT_420405,Povoação,2055,538,10,38,324,96,20,14,12,3,1,0,5,3,2,3,0,5,2,0
PT_420406,Ribeira Quente,819,139,5,11,83,20,3,2,5,1,0,0,3,1,1,2,1,0,0,1
PT_420501,Calheta,768,159,3,6,75,39,9,7,4,6,2,0,4,0,1,0,0,2,1,0
PT_420509,Ribeira Grande (Conceição),2124,359,7,28,165,74,25,11,27,5,0,1,7,1,3,1,0,3,1,0
PT_420502,Fenais Da Ajuda,1000,175,10,7,55,74,3,4,6,1,2,2,0,5,2,1,1,0,1,1
PT_420503,Lomba Da Maia,1047,165,4,6,55,69,9,6,0,0,3,0,3,3,2,1,1,3,0,0
PT_420504,Lomba De São Pedro,302,93,3,3,47,27,2,0,3,2,0,1,1,1,0,1,2,0,0,0
PT_420505,Maia,1828,324,6,12,200,58,8,9,9,4,2,1,2,2,1,0,1,8,0,1
PT_420506,Pico Da Pedra,2375,479,20,38,146,117,33,43,32,6,10,1,9,0,5,3,2,12,1,1
PT_420507,Porto Formoso,1158,210,11,17,112,31,9,5,8,3,1,0,1,1,0,3,0,8,0,0
PT_420508,Rabo De Peixe,6978,775,24,21,203,303,27,17,126,7,7,1,8,4,5,5,1,13,2,1
PT_420510,Ribeira Grande (Matriz),3489,448,18,19,189,94,23,17,29,15,10,0,8,1,2,5,1,16,0,1
PT_420511,Ribeira Seca,2505,353,6,18,121,138,11,13,19,1,8,0,3,1,0,2,2,10,0,0
PT_420512,Ribeirinha,2152,216,7,9,81,57,11,14,17,2,5,1,4,3,2,1,0,1,0,1
PT_420513,Santa Bárbara,1130,206,2,19,112,42,6,5,9,2,1,0,3,2,0,1,1,1,0,0
PT_420514,São Brás,555,137,3,4,54,53,5,1,6,2,1,0,0,2,2,3,0,1,0,0
PT_440101,Guadalupe,1180,250,1,11,88,124,7,2,3,1,1,0,1,2,1,1,2,4,1,0
PT_440102,Luz,761,148,4,4,84,34,3,6,2,0,2,0,0,0,1,1,2,5,0,0
PT_440104,Santa Cruz Da Graciosa,1705,363,6,16,196,94,16,7,7,6,5,0,1,2,0,2,1,4,0,0
PT_440103,São Mateus,813,261,5,10,164,68,1,2,2,2,3,0,2,0,1,0,0,1,0,0
PT_480201,Caveira,70,39,1,6,21,1,0,3,0,1,3,0,1,0,1,0,0,1,0,0
PT_480202,Cedros,121,39,0,3,16,3,1,11,1,0,2,0,1,0,0,0,0,0,0,1
PT_480203,Ponta Delgada,316,103,1,13,36,36,1,3,1,0,1,0,1,1,2,0,0,7,0,0
PT_480204,Santa Cruz Das Flores,1421,309,7,27,131,61,21,21,4,2,5,0,5,2,2,2,5,10,4,0
PT_460301,Prainha,540,127,1,5,48,49,7,4,5,0,2,0,4,1,0,1,0,0,0,0
PT_460302,Santa Luzia,393,104,1,9,46,40,1,2,1,1,0,0,2,0,0,1,0,0,0,0
PT_460303,Santo Amaro,284,107,0,8,62,27,4,1,1,1,0,0,0,1,0,1,0,0,1,0
PT_460304,Santo António,716,141,1,11,73,29,4,6,4,0,5,0,5,0,0,0,0,2,1,0
PT_460305,São Roque Do Pico,1267,288,5,20,108,98,11,13,12,5,4,0,2,3,2,1,0,3,1,0
PT_450202,Norte Grande (Neves),571,176,6,6,51,80,5,3,4,4,4,0,2,3,2,5,0,0,0,1
PT_450203,Rosais,679,106,1,7,31,60,4,0,1,0,1,0,0,1,0,0,0,0,0,0
PT_450201,Manadas (Santa Bárbara),379,95,0,4,30,46,8,2,2,0,0,0,1,1,0,1,0,0,0,0
PT_450204,Santo Amaro,814,143,1,10,44,55,6,4,1,3,1,0,2,4,1,3,1,7,0,0
PT_450206,Velas (São Jorge),1813,358,5,23,140,118,22,11,14,3,4,1,3,2,3,1,1,6,1,0
PT_450205,Urzelina (São Mateus),809,166,3,9,38,75,11,11,9,0,3,0,1,2,1,2,0,1,0,0
PT_430201,Agualva,1356,328,3,20,156,124,4,7,4,1,0,0,0,4,0,2,0,3,0,0
PT_430202,Biscoitos,1404,266,5,21,107,88,6,8,8,9,4,1,3,1,1,2,0,2,0,0
PT_430203,Cabo Da Praia,639,145,0,12,53,56,0,5,2,6,1,0,1,6,1,1,0,1,0,0
PT_430204,Fonte Do Bastardo,1100,184,0,20,76,54,8,5,9,3,1,1,2,2,1,0,1,1,0,0
PT_430205,Fontinhas,1424,304,2,36,133,106,9,5,3,1,0,1,3,1,2,1,1,0,0,0
PT_430206,Lajes,3205,681,6,43,299,220,27,22,18,6,6,0,11,2,3,6,3,6,2,1
PT_430211,Porto Martins,919,225,5,14,103,59,14,9,9,3,2,0,4,2,0,0,0,1,0,0
PT_430207,Praia Da Vitória (Santa Cruz),6283,994,28,80,422,266,58,29,38,17,12,3,10,6,7,2,3,7,5,1
PT_430208,Quatro Ribeiras,418,114,2,6,73,25,1,1,2,2,0,0,1,1,0,0,0,0,0,0
PT_430209,São Brás,989,192,1,13,95,54,10,6,3,1,2,0,2,0,2,0,3,0,0,0
PT_430210,Vila Nova,1578,331,6,24,156,102,15,3,7,2,5,1,2,3,2,1,1,0,0,1
PT_410101,Almagreira,523,85,1,7,41,15,4,5,6,0,0,0,2,0,0,1,0,3,0,0
PT_410102,Santa Bárbara,515,89,0,12,39,22,2,5,2,0,0,0,1,2,1,0,1,2,0,0
PT_410103,Santo Espírito,700,112,2,6,59,19,9,9,1,1,0,0,0,2,1,1,1,1,0,0
PT_410104,São Pedro,705,131,2,14,53,28,7,5,12,1,1,0,0,3,2,1,0,1,1,0
PT_410105,Vila Do Porto,2915,582,17,55,237,121,43,41,25,9,9,2,4,6,3,0,2,7,1,0
PT_420601,Água de Alto,1623,214,2,15,107,54,7,9,7,1,3,0,1,0,1,5,1,1,0,0
PT_420602,Ponta Garça,3200,489,9,25,221,162,22,9,5,5,3,2,4,3,2,1,1,10,3,2
PT_420603,Ribeira Das Taínhas,644,222,7,9,146,38,3,2,2,1,3,0,0,0,2,1,0,8,0,0
PT_420606,Ribeira Seca,945,132,3,4,64,36,5,5,4,3,1,0,2,0,2,2,0,0,0,1
PT_420604,Vila Franca Do Campo (São Miguel),2670,372,11,23,201,89,12,4,4,4,10,2,4,0,3,1,1,3,0,0
PT_420605,Vila Franca Do Campo (São Pedro),1381,219,4,10,101,53,16,10,6,1,2,0,8,4,0,0,1,3,0,0
PT_010103,Aguada De Cima,3699,935,29,65,287,364,58,41,41,18,8,3,10,4,0,3,3,1,0,0
PT_010121,Águeda e Borralha,12360,3926,105,256,1301,1249,325,286,138,73,50,18,44,18,21,13,8,0,20,1
PT_010122,Barrô e Aguada de Baixo,3147,889,36,100,242,364,38,27,23,8,4,1,7,16,6,3,5,5,3,1
PT_010123,"Belazaima do Chão, Castanheira do Vouga e Agadão",1502,471,13,41,134,229,19,7,8,4,2,0,2,5,2,0,2,0,1,2
PT_010109,Fermentelos,2853,1000,27,66,94,642,60,36,25,8,10,1,9,11,2,3,1,1,2,2
PT_010112,Macinhata Do Vouga,3105,828,23,40,267,304,59,53,25,4,13,1,6,8,4,7,4,2,6,2
PT_010127,Préstimo e Macieira de Alcoba,906,265,7,19,78,98,18,19,8,3,5,0,1,2,3,0,4,0,0,0
PT_010124,Recardães e Espinhel,5460,1726,42,99,565,574,145,116,75,28,21,4,23,9,6,7,5,1,6,0
PT_010125,Travassô e Óis da Ribeira,2111,715,23,55,215,278,52,36,26,4,8,1,7,3,2,1,1,1,0,2
PT_010126,"Trofa, Segadães e Lamas do Vouga",4113,1410,27,101,429,450,127,125,51,23,21,3,14,7,11,3,7,2,7,2
PT_010119,Valongo Do Vouga,4392,1292,31,97,438,377,88,126,46,10,28,4,13,3,10,6,6,3,5,1
PT_010209,Albergaria-a-Velha e Valmaior,9526,2780,98,183,690,1022,257,209,106,43,31,7,39,28,14,18,15,7,10,3
PT_010202,Alquerubim,2110,556,14,31,163,218,37,26,20,7,13,1,8,6,2,3,2,4,1,0
PT_010203,Angeja,1935,629,18,37,194,199,42,70,30,6,8,0,4,8,1,3,4,2,2,1
PT_010204,Branca,5025,1512,55,75,322,661,161,79,41,16,27,2,18,12,9,14,7,1,6,6
PT_010206,Ribeira De Fráguas,1610,610,24,28,153,276,41,28,18,5,6,3,7,6,2,0,6,2,5,0
PT_010210,São João de Loure e Frossos,2616,902,27,48,205,386,72,67,35,11,11,1,11,7,3,6,4,2,6,0
PT_010316,"Amoreira da Gândara, Paredes do Bairro e Ancas",2798,916,24,100,151,461,62,22,31,8,11,4,5,9,2,2,7,0,3,14
PT_010317,Arcos e Mogofores,5731,1809,50,127,466,649,195,142,58,38,18,6,24,12,3,8,7,2,3,1
PT_010304,Avelãs De Caminho,1209,369,8,35,87,149,40,13,14,3,3,2,6,2,1,5,1,0,0,0
PT_010305,Avelãs De Cima,2057,733,31,36,109,442,46,20,15,5,4,3,4,10,2,2,2,1,0,1
PT_010307,Moita,2312,744,27,40,184,341,47,40,15,9,11,0,8,11,2,3,2,1,2,1
PT_010309,Sangalhos,3878,1280,51,119,269,495,93,106,43,16,21,9,19,10,11,5,7,1,4,1
PT_010310,São Lourenço Do Bairro,2380,733,37,63,188,318,41,19,24,8,10,1,6,4,2,5,2,2,2,1
PT_010318,"Tamengos, Aguim e Óis do Bairro",3115,928,24,54,257,379,85,47,25,10,10,3,10,10,3,2,3,1,4,1
PT_010312,Vila Nova De Monsarros,1677,417,13,39,150,143,17,17,15,5,3,0,5,1,2,3,0,2,1,1
PT_010313,Vilarinho Do Bairro,2979,915,29,56,127,572,45,20,15,4,2,0,8,9,7,8,5,2,4,2
PT_010402,Alvarenga,1110,369,17,21,97,180,26,6,4,2,2,0,3,5,3,1,1,1,0,0
PT_010421,Arouca e Burgo,4655,1530,40,118,393,608,129,80,39,14,16,27,20,13,8,12,5,2,6,0
PT_010422,Cabreiros e Albergaria da Serra,287,83,3,0,49,19,2,3,1,2,0,0,1,2,0,1,0,0,0,0
PT_010423,Canelas e Espiunca,1078,301,9,9,64,164,19,6,4,0,4,4,3,0,2,8,2,2,1,0
PT_010407,Chave,1165,457,11,24,95,199,50,23,14,3,8,4,4,9,4,5,0,1,3,0
PT_010424,Covelo de Paivó e Janarde,252,79,1,3,17,49,6,0,0,0,1,2,0,0,0,0,0,0,0,0
PT_010409,Escariz,1965,579,12,29,122,279,74,10,8,8,3,4,7,4,3,7,2,2,5,0
PT_010411,Fermedo,1313,385,5,13,91,209,16,18,12,3,3,3,2,1,4,4,1,0,0,0
PT_010413,Mansores,1038,323,4,13,51,213,15,7,4,4,0,2,2,6,2,0,0,0,0,0
PT_010414,Moldes,1219,382,9,29,118,166,25,20,0,3,0,2,5,1,0,3,1,0,0,0
PT_010415,Rossas,1446,478,6,45,74,245,38,32,6,5,5,9,1,0,2,4,1,1,3,1
PT_010416,Santa Eulália,2031,655,20,47,154,307,51,18,12,6,5,7,6,3,6,4,3,1,3,2
PT_010417,São Miguel Do Mato,691,198,3,3,38,122,11,6,2,0,3,0,2,2,3,1,1,1,0,0
PT_010418,Tropeço,1088,300,3,20,48,137,44,8,11,8,3,2,3,3,4,3,2,0,1,0
PT_010419,Urrô,1002,332,12,35,54,166,37,6,4,3,1,3,5,2,2,2,0,0,0,0
PT_010420,Várzea,447,195,2,15,36,100,21,5,3,2,2,1,3,0,1,1,2,0,1,0
PT_010501,Aradas,8086,2473,79,172,556,913,215,161,147,73,28,7,56,14,10,6,9,4,22,1
PT_010502,Cacia,6345,2113,79,154,585,572,233,182,119,45,40,8,24,14,14,12,13,4,10,5
PT_010515,Eixo e Eirol,5522,1672,52,111,430,539,167,120,98,41,43,2,23,7,10,8,8,3,8,2
PT_010505,Esgueira,11543,3788,91,225,1037,1010,423,383,263,115,67,7,69,15,23,11,13,6,27,3
PT_010517,Glória e Vera Cruz,17380,6564,157,394,1553,1997,620,694,476,318,67,31,110,28,35,24,20,6,29,5
PT_010508,Oliveirinha,4434,1340,41,107,235,597,119,67,59,20,19,2,27,13,11,10,5,1,5,2
PT_010516,"Requeixo, Nossa Senhora de Fátima e Nariz",4210,1331,39,88,193,784,75,35,51,18,9,2,14,6,6,5,1,1,3,1
PT_010513,Santa Joana,7452,2551,98,155,597,898,267,163,151,46,33,13,58,13,11,11,6,6,19,6
PT_010510,São Bernardo,4433,1644,64,127,338,623,148,109,88,52,12,9,40,11,7,5,5,0,6,0
PT_010511,São Jacinto,937,264,4,7,120,44,30,19,9,7,5,0,5,3,5,1,4,0,1,0
PT_010602,Fornos,1301,401,9,10,203,120,15,12,11,3,3,0,5,4,1,2,2,0,1,0
PT_010610,"Raiva, Pedorido e Paraíso",4206,1156,39,37,520,275,77,64,69,12,17,0,14,6,5,7,6,2,3,3
PT_010606,Real,1168,340,7,16,168,101,17,3,11,5,2,1,1,3,1,1,2,1,0,0
PT_010607,Santa Maria De Sardoura,2217,598,23,19,201,259,33,17,13,9,6,0,5,3,3,5,0,0,2,0
PT_010608,São Martinho De Sardoura,1717,566,8,16,188,240,41,12,27,13,7,1,4,3,2,1,0,2,1,0
PT_010611,Sobrado e Bairros,4107,1255,35,48,487,441,104,35,35,15,10,2,8,12,7,7,2,3,3,1
PT_010706,Anta e Guetim,11067,4564,157,195,1431,1255,366,521,230,76,116,14,61,35,22,30,14,8,24,9
PT_010702,Espinho,10273,4421,123,208,1130,1568,372,459,227,79,53,18,73,29,19,18,14,3,24,4
PT_010704,Paramos,3202,1235,29,35,472,284,121,144,64,18,25,3,7,8,10,6,3,2,2,2
PT_010705,Silvalde,6104,2575,65,90,1137,479,175,351,100,31,68,6,22,11,9,10,2,6,9,4
PT_010801,Avanca,5625,1792,72,143,484,580,179,118,68,30,36,7,23,12,6,19,7,1,7,0
PT_010808,Beduído e Veiros,9209,2828,83,159,765,935,228,281,104,50,67,8,39,33,19,22,17,3,13,2
PT_010809,Canelas e Fermelã,2522,914,10,50,196,349,95,106,34,13,22,2,12,6,7,6,3,2,1,0
PT_010805,Pardilhó,3893,931,30,52,216,336,75,119,29,9,21,1,12,6,5,9,4,1,6,0
PT_010806,Salreu,3496,1086,34,65,267,443,98,57,32,17,18,4,14,12,6,8,3,0,5,3
PT_011005,Gafanha da Encarnação,5267,1186,38,96,241,492,83,78,49,29,19,3,23,14,6,6,4,2,3,0
PT_011006,Gafanha da Nazaré,13600,3910,134,300,858,1350,430,272,213,76,43,18,72,27,24,38,20,5,27,3
PT_011007,Gafanha do Carmo,1763,407,9,23,109,178,26,19,15,4,6,2,7,2,2,2,1,1,1,0
PT_011008,Ílhavo (São Salvador),15262,4405,129,293,1133,1410,424,389,230,96,70,21,80,39,19,30,14,5,19,4
PT_011102,Barcouço,1936,548,16,26,218,130,42,63,25,6,2,0,11,2,2,1,2,0,2,0
PT_011103,Casal Comba,3120,844,21,49,389,173,62,59,41,9,12,2,11,3,4,0,4,1,4,0
PT_011104,Luso,2449,746,13,41,297,162,63,88,30,9,15,0,10,6,3,1,0,0,2,6
PT_011109,"Mealhada, Ventosa do Bairro e Antes",5868,1784,59,122,624,499,121,160,78,32,22,4,28,7,9,5,9,1,4,0
PT_011106,Pampilhosa,3596,1108,30,79,450,188,107,131,63,6,15,4,12,3,6,2,6,0,4,2
PT_011107,Vacariça,1800,548,18,37,250,111,21,58,17,12,5,0,2,2,5,5,2,1,2,0
PT_011201,Bunheiro,2533,733,17,40,115,417,58,32,13,4,9,0,6,5,4,4,4,0,4,1
PT_011202,Monte,1528,332,15,14,75,155,23,19,14,3,3,0,2,7,0,0,2,0,0,0
PT_011203,Murtosa,3293,772,20,46,114,448,35,35,15,13,8,1,11,10,3,6,2,1,2,2
PT_011204,Torreira,2634,626,16,40,128,264,53,50,16,6,15,1,10,5,4,5,4,0,7,2
PT_011301,Carregosa,3116,1211,49,83,280,474,112,48,37,17,23,7,27,8,12,17,8,1,7,1
PT_011302,Cesar,2836,1084,51,52,318,398,105,48,31,13,13,2,11,15,8,9,2,4,1,3
PT_011303,Fajões,2810,863,29,37,210,354,77,55,31,11,13,1,3,11,8,8,4,2,7,2
PT_011304,Loureiro,3114,1107,26,65,275,542,83,18,27,11,18,3,10,10,6,6,2,2,2,1
PT_011305,Macieira De Sarnes,1777,763,27,37,260,186,69,76,31,16,13,2,15,4,6,7,3,2,8,1
PT_011320,Nogueira do Cravo e Pindelo,4726,1869,71,85,638,567,208,109,49,25,33,6,23,16,9,13,8,1,6,2
PT_011321,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",18040,6398,211,361,1909,2188,613,306,294,130,89,15,89,43,33,41,23,8,38,7
PT_011310,Ossela,1817,655,23,18,181,296,47,25,13,9,4,1,11,7,4,10,2,1,2,1
PT_011322,"Pinheiro da Bemposta, Travanca e Palmaz",6599,2030,71,126,612,776,160,69,49,33,20,10,29,25,16,14,9,3,8,0
