gisco_id,registered,turnout,invalid,blank,PPD/PSD-CDS-PP-PPM,PS,CH,B.E.,IL,ADN,L,CDU,R.I.R.,E,JPP,MPT,PAN,PPD/PSD-CDS-PP,PCTP/MRPP,NC,PPM,PND,Volt,PLS,PTP
PT_160410,270,156,3,0,0,40,40,1,2,1,2,1,1,1,0,0,0,64,0,0,0,0,0,0,0
PT_160411,974,499,6,9,0,106,122,5,13,12,9,0,0,0,0,0,3,213,0,0,1,0,0,0,0
PT_160436,3408,1921,16,54,0,388,497,34,83,13,54,16,3,6,0,0,17,739,0,0,0,0,1,0,0
PT_160415,987,416,10,6,0,34,92,3,6,16,7,4,1,0,0,0,2,233,0,0,1,0,1,0,0
PT_160437,635,298,2,9,0,88,53,5,3,5,5,2,1,0,0,0,1,122,0,0,1,0,1,0,0
PT_160438,3267,1561,9,31,0,412,351,27,60,14,37,27,5,2,0,0,18,565,0,0,1,0,2,0,0
PT_160418,625,367,1,5,0,39,94,7,20,5,6,1,1,0,0,0,3,185,0,0,0,0,0,0,0
PT_160420,793,470,2,17,0,57,117,1,19,10,8,2,1,0,0,0,4,232,0,0,0,0,0,0,0
PT_160421,312,200,0,1,0,25,52,2,9,3,1,3,1,0,0,0,2,101,0,0,0,0,0,0,0
PT_160422,257,135,2,5,0,40,17,2,3,0,3,2,0,0,0,0,0,61,0,0,0,0,0,0,0
PT_160423,212,122,1,0,0,20,26,0,11,8,0,1,0,0,0,0,0,54,0,0,1,0,0,0,0
PT_160424,1064,391,4,5,0,69,58,2,9,11,4,0,1,2,0,0,1,224,0,0,0,0,1,0,0
PT_160439,467,265,2,3,0,23,42,5,9,7,3,2,0,0,0,0,2,167,0,0,0,0,0,0,0
PT_160427,344,191,3,5,0,42,51,2,3,5,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0
PT_160428,683,333,4,11,0,72,43,10,4,13,5,2,0,1,0,0,1,165,0,0,2,0,0,0,0
PT_160440,495,295,0,4,0,80,75,11,6,5,6,2,0,1,0,0,3,99,0,0,3,0,0,0,0
PT_160431,322,150,0,1,0,9,41,1,5,6,3,2,2,0,0,0,0,79,0,0,0,0,1,0,0
PT_160501,266,171,1,3,0,57,30,4,3,4,4,0,0,1,0,0,0,64,0,0,0,0,0,0,0
PT_160522,737,368,2,11,0,127,69,6,10,5,10,6,1,0,0,0,2,116,0,0,2,0,1,0,0
PT_160503,570,345,1,4,0,94,72,6,4,4,5,6,2,0,0,0,3,142,0,0,0,0,2,0,0
PT_160523,503,281,2,2,0,72,87,4,8,3,7,8,2,0,0,0,2,83,0,0,0,0,1,0,0
PT_160505,351,174,2,4,0,34,36,5,3,2,5,1,0,0,0,0,2,78,0,0,1,0,1,0,0
PT_160507,430,253,4,12,0,62,54,3,4,1,11,2,2,3,0,0,4,90,0,0,0,0,1,0,0
PT_160524,956,519,6,8,0,162,72,8,15,10,11,11,1,2,0,0,7,205,0,0,0,0,1,0,0
PT_160510,419,219,0,2,0,50,57,5,0,7,6,7,3,0,0,0,0,81,0,0,0,0,1,0,0
PT_160525,431,217,1,2,0,44,54,1,1,5,2,4,3,1,0,0,2,97,0,0,0,0,0,0,0
PT_160513,317,200,4,7,0,75,36,3,5,3,3,3,1,0,0,0,1,59,0,0,0,0,0,0,0
PT_160514,386,223,2,6,0,77,44,4,3,4,3,3,2,2,0,0,2,70,0,0,0,0,1,0,0
PT_160515,266,143,1,5,0,45,18,2,1,2,3,1,0,0,0,0,4,61,0,0,0,0,0,0,0
PT_160526,1860,1143,10,37,0,348,241,13,36,19,35,36,2,0,0,0,11,350,0,0,1,0,4,0,0
PT_160519,206,122,0,3,0,41,25,2,2,1,1,5,0,0,0,0,1,41,0,0,0,0,0,0,0
PT_160520,502,266,3,5,0,86,54,5,7,5,3,3,2,0,0,0,1,92,0,0,0,0,0,0,0
PT_160521,213,123,0,2,0,20,37,3,1,3,1,3,0,0,0,0,0,53,0,0,0,0,0,0,0
PT_160601,377,187,1,2,0,28,45,1,1,5,4,3,1,0,0,0,0,96,0,0,0,0,0,0,0
PT_160602,305,176,1,2,0,27,28,2,2,2,4,0,1,0,0,0,2,105,0,0,0,0,0,0,0
PT_160603,608,378,5,15,0,68,83,5,18,3,3,7,0,2,0,0,4,165,0,0,0,0,0,0,0
PT_160604,510,249,2,2,0,84,60,5,5,3,1,3,0,0,0,0,0,84,0,0,0,0,0,0,0
PT_160626,883,477,6,10,0,107,89,4,15,10,4,4,2,0,0,0,2,224,0,0,0,0,0,0,0
PT_160606,344,180,0,6,0,21,32,1,3,6,9,4,0,0,0,0,3,95,0,0,0,0,0,0,0
PT_160627,653,283,3,10,0,48,62,0,4,7,1,7,0,0,0,0,1,139,0,0,1,0,0,0,0
PT_160611,901,537,5,12,0,109,106,6,21,8,8,4,0,1,0,0,6,250,0,0,0,0,1,0,0
PT_160612,496,218,1,2,0,34,65,2,1,3,6,4,0,2,0,0,1,96,0,0,0,0,1,0,0
PT_160613,425,238,3,6,0,49,58,0,9,1,5,0,0,0,0,0,4,103,0,0,0,0,0,0,0
PT_160614,501,326,1,4,0,68,50,3,20,2,11,0,0,1,0,0,3,163,0,0,0,0,0,0,0
PT_160628,4572,2506,24,46,0,772,489,35,80,28,79,42,1,0,0,0,27,880,0,0,2,0,1,0,0
PT_160619,413,198,1,6,0,29,52,3,2,3,1,6,2,0,0,0,0,92,0,0,0,0,1,0,0
PT_160629,459,236,2,6,0,56,51,0,5,4,4,1,1,1,0,0,2,102,0,0,1,0,0,0,0
PT_160623,313,179,1,3,0,26,41,3,7,2,1,1,0,1,0,0,1,92,0,0,0,0,0,0,0
PT_160624,385,174,0,5,0,41,32,4,4,2,4,1,0,0,0,0,1,80,0,0,0,0,0,0,0
PT_160630,693,355,6,3,0,64,76,3,6,8,2,1,1,0,0,0,1,183,0,0,1,0,0,0,0
PT_160701,1009,712,3,5,0,73,212,3,28,18,7,3,1,0,0,0,3,355,0,0,1,0,0,0,0
PT_160752,3697,2519,26,39,0,567,516,41,130,14,97,95,2,5,0,0,27,956,0,0,1,0,3,0,0
PT_160704,3238,2128,19,35,0,477,525,45,88,29,38,80,2,2,0,0,12,769,0,0,3,0,4,0,0
PT_160753,1578,1055,8,23,0,164,263,15,36,23,18,12,3,1,0,0,7,477,0,0,1,0,4,0,0
PT_160754,1064,634,3,14,0,62,139,3,20,18,12,2,1,0,0,0,3,355,0,0,1,0,1,0,0
PT_160755,813,527,4,4,0,76,155,4,18,9,7,4,3,1,0,0,5,237,0,0,0,0,0,0,0
PT_160707,625,363,5,0,0,24,85,0,7,12,3,2,0,2,0,0,4,218,0,0,1,0,0,0,0
PT_160708,364,265,3,8,0,54,42,2,13,5,4,3,0,1,0,0,0,130,0,0,0,0,0,0,0
PT_160709,200,82,0,1,0,3,13,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
PT_160710,441,300,1,3,0,47,84,4,11,5,2,3,0,0,0,0,1,139,0,0,0,0,0,0,0
PT_160756,1014,599,1,9,0,50,148,8,14,8,4,3,2,1,0,0,3,348,0,0,0,0,0,0,0
PT_160757,943,554,4,11,0,99,123,7,20,11,10,7,0,2,0,0,7,251,0,0,1,0,1,0,0
PT_160713,903,635,2,5,0,96,150,9,30,9,12,8,2,1,0,0,7,303,0,0,1,0,0,0,0
PT_160714,633,414,2,8,0,55,105,3,19,12,8,6,0,2,0,0,4,189,0,0,0,0,1,0,0
PT_160716,2516,1742,25,23,0,236,365,16,79,29,21,15,4,6,0,0,8,912,0,0,1,0,2,0,0
PT_160717,426,243,2,2,0,45,43,4,10,4,8,7,1,1,0,0,3,113,0,0,0,0,0,0,0
PT_160718,1294,938,9,11,0,139,206,9,28,26,16,29,2,2,0,0,6,455,0,0,0,0,0,0,0
PT_160719,1716,1231,13,20,0,208,294,12,78,11,60,16,1,0,0,0,11,502,0,0,0,0,5,0,0
PT_160721,1065,720,13,9,0,81,114,6,34,16,16,3,2,0,0,0,5,419,0,0,1,0,1,0,0
PT_160758,1701,1133,6,10,0,113,249,12,41,12,21,5,3,2,0,0,9,646,0,0,1,0,3,0,0
PT_160724,563,326,3,7,0,28,81,5,7,7,11,2,0,2,0,0,1,171,0,0,1,0,0,0,0
PT_160726,1016,670,4,7,0,109,139,9,15,12,18,4,2,2,0,0,1,347,0,0,0,0,1,0,0
PT_160727,591,371,7,11,0,47,114,8,19,14,13,5,2,0,0,0,3,127,0,0,1,0,0,0,0
PT_160728,362,233,4,4,0,21,55,6,9,3,3,5,0,0,0,0,1,120,0,0,1,0,1,0,0
PT_160729,382,255,2,4,0,36,61,4,12,4,6,1,0,0,0,0,0,125,0,0,0,0,0,0,0
PT_160759,353,221,2,1,0,28,54,1,6,3,2,4,0,0,0,0,1,119,0,0,0,0,0,0,0
PT_160760,1589,1028,14,12,0,107,273,6,40,36,9,9,2,5,0,0,2,511,0,0,1,0,1,0,0
PT_160734,717,502,3,1,0,42,124,6,23,9,10,0,2,1,0,0,2,277,0,0,1,0,1,0,0
PT_160744,954,639,4,15,0,75,168,14,23,12,6,11,0,2,0,0,1,306,0,0,2,0,0,0,0
PT_160747,1045,665,4,2,0,54,163,6,17,11,11,6,1,5,0,0,4,380,0,0,0,0,1,0,0
PT_160737,2090,1168,8,19,0,141,283,7,46,22,26,8,2,2,0,0,11,592,0,0,1,0,0,0,0
PT_160739,1722,1177,26,26,0,338,239,20,54,26,25,28,3,0,0,0,9,382,0,0,0,0,1,0,0
PT_160740,353,238,1,6,0,34,45,3,8,5,1,2,2,0,0,0,0,130,0,0,1,0,0,0,0
PT_160742,532,407,8,8,0,99,88,4,21,7,12,6,0,0,0,0,7,147,0,0,0,0,0,0,0
PT_160743,408,250,2,0,0,47,40,2,6,10,6,1,0,0,0,0,2,133,0,0,1,0,0,0,0
PT_160703,609,361,3,8,0,76,63,8,17,9,11,4,0,0,0,0,2,160,0,0,0,0,0,0,0
PT_160745,611,472,7,5,0,64,105,4,31,3,9,3,0,0,0,0,5,234,0,0,1,0,1,0,0
PT_160746,430,274,2,3,0,25,79,1,8,3,2,0,3,1,0,0,3,143,0,0,0,0,1,0,0
PT_160750,910,670,4,13,0,92,134,13,42,7,12,13,4,1,0,0,7,328,0,0,0,0,0,0,0
PT_160802,254,139,3,3,0,11,38,0,4,2,1,1,0,1,0,0,1,74,0,0,0,0,0,0,0
PT_160803,1598,845,6,10,0,137,329,7,22,10,7,6,1,1,0,0,7,299,0,0,3,0,0,0,0
PT_160805,646,401,5,4,0,43,140,3,11,3,5,6,1,0,0,0,4,173,0,0,0,0,3,0,0
PT_160806,516,324,7,5,0,95,76,7,10,5,6,5,1,0,0,0,5,101,0,0,0,0,1,0,0
PT_160817,1284,739,4,8,0,161,264,7,12,7,8,5,2,1,0,0,5,251,0,0,2,0,2,0,0
PT_160808,1090,685,9,6,0,187,197,10,9,6,9,0,0,0,0,0,12,240,0,0,0,0,0,0,0
PT_160818,451,234,0,4,0,27,72,1,4,4,0,1,0,1,0,0,2,117,0,0,1,0,0,0,0
PT_160819,580,392,1,8,0,54,147,4,12,10,4,7,1,1,0,0,1,142,0,0,0,0,0,0,0
PT_160812,1205,740,7,3,0,145,223,8,28,13,9,7,0,2,0,0,6,284,0,0,3,0,2,0,0
PT_160820,4560,2448,18,41,0,498,839,38,73,19,38,24,5,5,0,0,38,807,0,0,3,0,2,0,0
PT_160816,550,359,4,12,0,131,64,4,9,8,7,12,1,2,0,0,6,99,0,0,0,0,0,0,0
PT_160901,1428,951,6,12,0,250,151,21,39,10,44,64,3,1,0,0,15,333,0,0,0,0,2,0,0
PT_160902,2534,1387,9,11,0,229,395,17,48,21,29,12,5,0,0,0,20,588,0,0,1,0,2,0,0
PT_160903,235,168,6,3,0,38,59,4,1,6,1,8,0,0,0,0,3,37,0,0,1,0,1,0,0
PT_160904,2291,1518,24,35,0,357,371,26,69,9,46,24,1,9,0,0,12,528,0,0,2,0,5,0,0
PT_160905,4259,2751,23,44,0,714,589,89,138,20,122,114,4,8,0,0,38,842,0,0,3,0,3,0,0
PT_160941,4662,3033,41,51,0,620,734,55,150,43,80,45,7,4,0,0,32,1164,0,0,4,0,3,0,0
PT_160942,2030,1480,6,29,0,341,326,28,46,14,34,25,1,2,0,0,8,616,0,0,1,0,3,0,0
PT_160908,1631,1087,14,15,0,264,197,37,62,13,55,32,4,4,0,0,11,377,0,0,1,0,1,0,0
PT_160910,3067,1545,20,19,0,192,510,28,70,43,32,16,4,2,0,0,12,592,0,0,2,0,3,0,0
PT_160940,3469,1905,17,47,0,335,618,41,92,27,45,43,11,4,0,0,22,593,0,0,6,0,4,0,0
PT_160911,7215,4454,42,60,0,1099,1385,85,175,52,165,192,12,10,0,0,50,1111,0,0,10,0,6,0,0
PT_160914,436,309,0,6,0,59,97,15,13,9,5,5,2,0,0,0,2,94,0,0,2,0,0,0,0
PT_160943,3218,2004,30,40,0,367,475,22,57,54,32,15,12,3,0,0,7,888,0,0,1,0,1,0,0
PT_160915,1549,981,9,20,0,212,177,11,48,23,14,8,5,3,0,0,9,439,0,0,2,0,1,0,0
PT_160944,2519,1661,10,20,0,416,432,33,81,23,40,42,8,1,0,0,8,542,0,0,2,0,3,0,0
PT_160920,510,298,6,1,0,60,89,2,6,7,5,3,2,1,0,0,3,112,0,0,0,0,1,0,0
PT_160922,1412,871,6,14,0,174,217,10,51,18,19,9,3,2,0,0,5,340,0,0,1,0,2,0,0
PT_160945,1372,915,11,17,0,194,187,8,38,19,19,12,2,4,0,0,9,395,0,0,0,0,0,0,0
PT_160925,1021,693,13,29,0,137,145,16,26,15,18,10,3,1,0,0,6,271,0,0,1,0,2,0,0
PT_160926,2521,1824,20,41,0,449,377,46,92,18,75,69,2,7,0,0,11,614,0,0,1,0,2,0,0
PT_160948,22348,15099,132,240,0,3991,2861,408,843,129,780,685,27,30,0,0,189,4756,0,0,5,0,23,0,0
PT_160928,3678,2526,28,43,0,637,557,48,110,27,80,65,7,3,0,0,29,885,0,0,1,0,6,0,0
PT_160923,1151,732,5,8,0,165,163,15,32,17,19,4,1,2,0,0,11,290,0,0,0,0,0,0,0
PT_160946,2242,1470,19,26,0,253,390,17,62,30,33,4,2,2,0,0,10,616,0,0,3,0,3,0,0
PT_160947,1171,745,12,9,0,115,165,10,32,15,16,10,3,2,0,0,6,346,0,0,2,0,2,0,0
PT_160938,2097,1300,11,23,0,334,292,16,48,21,34,20,1,3,0,0,8,485,0,0,2,0,2,0,0
PT_160935,1630,1068,7,16,0,231,225,21,46,16,20,26,4,0,0,0,5,446,0,0,1,0,4,0,0
PT_161016,1409,869,8,16,0,190,303,16,28,9,15,8,0,3,0,0,4,267,0,0,1,0,1,0,0
PT_161017,338,218,3,5,0,39,69,4,2,5,3,1,1,0,0,0,3,81,0,0,2,0,0,0,0
PT_161003,471,318,1,8,0,63,116,8,9,3,5,3,1,4,0,0,1,96,0,0,0,0,0,0,0
PT_161004,557,348,3,1,0,71,109,9,3,7,7,6,1,1,0,0,5,125,0,0,0,0,0,0,0
PT_161006,911,592,3,2,0,182,149,4,19,11,10,4,1,2,0,0,7,195,0,0,0,0,3,0,0
PT_161007,787,484,4,12,0,128,156,11,14,5,10,4,1,1,0,0,7,129,0,0,0,0,2,0,0
PT_161009,265,152,1,0,0,33,38,2,7,1,2,0,0,0,0,0,2,66,0,0,0,0,0,0,0
PT_161018,1003,665,5,8,0,138,208,10,16,6,16,6,0,3,0,0,4,242,0,0,0,0,3,0,0
PT_161012,339,214,2,3,0,43,66,1,3,4,1,0,0,1,0,0,0,90,0,0,0,0,0,0,0
PT_161013,550,291,2,8,0,66,68,8,6,8,4,5,0,0,0,0,3,112,0,0,0,0,1,0,0
PT_161019,1727,1053,9,21,0,304,234,18,48,12,35,12,0,3,0,0,7,347,0,0,1,0,2,0,0
PT_170101,2448,1425,16,17,0,374,282,17,40,11,29,14,3,0,0,0,12,606,0,0,1,0,3,0,0
PT_170120,777,369,11,5,0,126,49,3,9,10,3,8,0,0,0,0,3,140,0,0,2,0,0,0,0
PT_170121,541,331,7,2,0,63,82,7,1,4,3,1,1,0,0,0,2,158,0,0,0,0,0,0,0
PT_170107,937,563,5,6,0,205,93,10,18,5,3,8,1,0,0,0,6,202,0,0,1,0,0,0,0
PT_170108,481,215,2,2,0,59,46,3,2,1,5,9,1,0,0,0,1,83,0,0,1,0,0,0,0
PT_170109,551,342,0,6,0,105,75,1,10,3,6,7,1,0,0,0,3,125,0,0,0,0,0,0,0
PT_170122,587,243,5,1,0,54,58,3,1,4,3,0,0,0,0,0,3,110,0,0,1,0,0,0,0
PT_170112,1269,751,8,12,0,202,148,2,13,14,2,3,2,1,0,0,2,340,0,0,1,0,1,0,0
PT_170113,348,201,5,0,0,69,21,1,5,0,3,0,0,0,0,0,0,97,0,0,0,0,0,0,0
PT_170114,608,367,3,7,0,128,55,5,9,7,6,2,2,0,0,0,5,136,0,0,0,0,2,0,0
PT_170123,433,266,3,4,0,85,72,4,3,4,0,2,1,0,0,0,1,87,0,0,0,0,0,0,0
PT_170116,487,243,3,0,0,57,53,1,5,3,3,3,0,1,0,0,2,112,0,0,0,0,0,0,0
PT_170118,870,464,5,2,0,97,106,1,12,13,6,1,1,0,0,0,1,218,0,0,1,0,0,0,0
PT_170117,606,311,1,6,0,51,61,2,7,8,2,2,2,0,0,0,0,168,0,0,1,0,0,0,0
PT_170217,708,265,4,8,0,35,26,0,6,3,1,1,0,0,0,0,1,179,0,0,1,0,0,0,0
PT_170218,825,327,2,2,0,39,79,3,3,2,1,7,2,1,0,0,2,184,0,0,0,0,0,0,0
PT_170203,1151,704,18,5,0,81,68,3,4,5,3,1,0,0,0,0,1,514,0,0,1,0,0,0,0
PT_170219,1717,993,27,9,0,192,163,4,17,16,8,8,1,0,0,0,2,542,0,0,2,0,2,0,0
PT_170220,418,209,1,0,0,20,13,1,0,3,0,2,0,0,0,0,0,169,0,0,0,0,0,0,0
PT_170208,296,147,5,3,0,19,9,5,3,2,1,10,1,0,0,0,1,88,0,0,0,0,0,0,0
PT_170210,471,157,0,2,0,52,27,1,2,2,0,6,2,1,0,0,1,60,0,0,0,0,1,0,0
PT_170213,578,229,3,1,0,24,53,2,3,8,0,3,1,0,0,0,0,131,0,0,0,0,0,0,0
PT_170215,675,273,3,3,0,44,41,2,3,7,1,2,0,1,0,0,4,162,0,0,0,0,0,0,0
PT_170221,605,309,3,0,0,38,21,1,2,6,0,4,0,1,0,0,0,232,0,0,1,0,0,0,0
PT_170301,768,371,7,5,0,91,88,3,5,8,1,5,3,1,0,0,0,153,0,0,0,0,1,0,0
PT_170302,532,247,4,9,0,34,78,1,5,7,0,1,0,0,0,0,1,106,0,0,1,0,0,0,0
PT_170305,550,302,2,5,0,50,87,1,9,2,3,1,0,0,0,0,3,137,0,0,2,0,0,0,0
PT_170356,664,244,7,10,0,70,40,3,4,6,0,2,1,1,0,0,1,98,0,0,1,0,0,0,0
PT_170309,476,187,6,6,0,51,42,1,2,5,1,1,0,0,0,0,0,71,0,0,1,0,0,0,0
PT_170310,506,258,4,1,0,44,71,3,5,6,3,5,1,1,0,0,0,114,0,0,0,0,0,0,0
PT_170355,892,524,4,9,0,107,119,4,9,11,6,3,0,2,0,0,0,249,0,0,0,0,1,0,0
PT_170312,823,363,10,7,0,87,64,5,5,10,3,5,0,0,0,0,2,163,0,0,1,0,1,0,0
PT_170313,826,496,11,14,0,162,115,5,9,5,8,4,3,1,0,0,4,152,0,0,3,0,0,0,0
PT_170314,386,193,4,4,0,50,27,1,5,8,5,4,0,0,0,0,1,82,0,0,1,0,1,0,0
PT_170357,744,368,11,1,0,79,96,1,2,7,4,4,1,0,0,0,0,160,0,0,1,0,1,0,0
PT_170354,2853,1472,13,15,0,335,355,17,38,19,13,24,1,2,0,0,17,621,0,0,2,0,0,0,0
PT_170316,302,152,5,2,0,33,16,0,5,10,1,2,1,0,0,0,3,74,0,0,0,0,0,0,0
PT_170317,260,139,0,3,0,12,31,0,3,11,0,0,2,0,0,0,1,76,0,0,0,0,0,0,0
PT_170318,643,291,2,5,0,35,42,0,2,13,1,1,0,0,0,0,0,185,0,0,5,0,0,0,0
PT_170320,590,315,4,2,0,46,82,4,4,5,2,1,1,1,0,0,1,160,0,0,1,0,1,0,0
PT_170321,899,544,4,15,0,153,160,13,17,5,4,8,2,0,0,0,2,159,0,0,1,0,1,0,0
PT_170322,231,139,2,2,0,22,30,1,1,5,1,0,0,0,0,0,1,74,0,0,0,0,0,0,0
PT_170353,341,163,1,2,0,32,32,1,1,3,1,1,0,0,0,0,0,87,0,0,2,0,0,0,0
PT_170324,574,249,4,2,0,74,54,0,5,5,5,2,0,3,0,0,1,94,0,0,0,0,0,0,0
PT_170327,285,109,1,1,0,10,27,0,1,1,0,1,0,0,0,0,1,64,0,0,1,0,1,0,0
PT_170358,3736,2001,31,21,0,470,589,22,53,17,19,26,1,1,0,0,12,736,0,0,1,0,2,0,0
PT_170329,324,157,6,0,0,26,28,2,3,4,0,1,1,0,0,0,0,86,0,0,0,0,0,0,0
PT_170350,11756,6316,68,74,0,1541,1459,75,186,59,169,116,3,6,0,0,55,2494,0,0,5,0,6,0,0
PT_170330,465,255,8,4,0,79,54,1,1,5,4,3,0,1,0,0,1,93,0,0,0,0,1,0,0
PT_170331,639,282,1,3,0,64,96,0,7,3,1,2,1,0,0,0,0,104,0,0,0,0,0,0,0
PT_170333,1505,752,13,9,0,165,203,5,14,9,5,9,1,2,0,0,4,309,0,0,4,0,0,0,0
PT_170334,271,116,0,0,0,29,27,0,0,4,2,0,0,0,0,0,2,50,0,0,2,0,0,0,0
PT_170359,620,327,6,2,0,62,43,0,8,8,2,4,1,1,0,0,1,188,0,0,1,0,0,0,0
PT_170360,572,257,3,2,0,87,45,0,1,9,1,2,1,0,0,0,1,105,0,0,0,0,0,0,0
PT_170340,290,107,1,1,0,24,28,0,1,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
PT_170341,1560,979,11,8,0,213,248,13,29,12,23,17,1,0,0,0,11,391,0,0,1,0,1,0,0
PT_170361,1893,970,10,18,0,229,222,11,14,20,11,15,3,2,0,0,14,401,0,0,0,0,0,0,0
PT_170344,1895,1120,7,14,0,247,294,18,32,18,23,13,0,1,0,0,14,434,0,0,5,0,0,0,0
PT_170345,687,320,4,3,0,69,89,1,4,11,2,5,0,1,0,0,4,125,0,0,2,0,0,0,0
PT_170347,226,96,3,0,0,15,20,0,0,0,0,2,0,0,0,0,1,55,0,0,0,0,0,0,0
PT_170343,900,458,7,8,0,107,113,6,4,3,9,5,1,1,0,0,8,186,0,0,0,0,0,0,0
PT_170349,403,220,2,3,0,42,52,4,10,0,3,1,1,0,0,0,3,99,0,0,0,0,0,0,0
PT_170348,309,146,3,2,0,35,32,0,1,5,1,1,0,0,0,0,1,63,0,0,2,0,0,0,0
PT_170401,489,326,0,1,0,112,59,5,3,7,4,2,2,1,0,0,3,122,0,0,0,0,5,0,0
PT_170402,128,89,1,0,0,35,12,0,0,0,2,4,0,1,0,0,2,31,0,0,0,0,1,0,0
PT_170408,1480,949,14,7,0,202,133,10,28,17,15,5,5,2,0,0,12,497,0,0,0,0,2,0,0
PT_170403,301,187,1,0,0,51,29,3,4,0,4,1,2,0,0,0,3,89,0,0,0,0,0,0,0
PT_170407,960,502,12,1,0,136,71,3,10,7,5,4,1,1,0,0,1,249,0,0,0,0,1,0,0
PT_170501,1173,624,3,4,0,158,136,11,7,16,5,7,0,1,0,0,2,273,0,0,1,0,0,0,0
PT_170502,571,295,1,1,0,42,60,0,3,12,1,2,0,0,0,0,1,171,0,0,1,0,0,0,0
PT_170509,900,406,5,3,0,52,72,3,6,11,2,7,2,0,0,0,3,239,0,0,0,0,1,0,0
PT_170510,553,239,1,2,0,50,45,0,3,4,0,2,1,1,0,0,1,129,0,0,0,0,0,0,0
PT_170505,3071,1784,11,23,0,430,299,23,58,29,32,32,3,0,0,0,15,825,0,0,1,0,3,0,0
PT_170508,1143,618,7,6,0,136,112,4,16,13,6,7,0,0,0,0,1,309,0,0,1,0,0,0,0
PT_170601,525,306,2,5,0,111,47,4,13,1,3,2,2,1,0,0,2,112,0,0,1,0,0,0,0
PT_170636,578,173,4,2,0,53,31,1,3,2,0,1,0,0,0,0,1,75,0,0,0,0,0,0,0
PT_170603,381,136,1,2,0,30,27,1,1,2,0,0,0,0,0,0,1,71,0,0,0,0,0,0,0
PT_170604,1083,394,11,6,0,105,69,2,4,11,2,1,0,0,0,0,2,181,0,0,0,0,0,0,0
PT_170607,158,96,0,1,0,22,14,0,1,5,0,1,0,0,0,0,0,51,0,0,1,0,0,0,0
PT_170609,343,192,3,2,0,76,32,4,1,2,2,1,0,0,0,0,0,69,0,0,0,0,0,0,0
PT_170612,296,125,3,1,0,53,14,1,2,1,5,2,0,1,0,0,2,40,0,0,0,0,0,0,0
PT_170637,498,164,1,4,0,61,26,1,1,1,0,1,0,0,0,0,0,67,0,0,1,0,0,0,0
PT_170638,2047,1099,5,21,0,346,155,16,18,8,13,12,0,1,0,0,4,499,0,0,0,0,1,0,0
PT_170616,272,116,0,2,0,29,20,2,0,2,2,1,1,0,0,0,0,57,0,0,0,0,0,0,0
PT_170618,217,91,2,0,0,56,9,0,1,1,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0
PT_170619,171,78,0,1,0,23,16,0,2,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0
PT_170639,488,180,2,1,0,62,21,4,1,3,2,1,0,0,0,0,2,81,0,0,0,0,0,0,0
PT_170623,275,110,3,2,0,42,9,1,2,2,2,3,1,0,0,0,1,42,0,0,0,0,0,0,0
PT_170625,220,97,0,2,0,26,13,0,0,6,0,1,1,0,0,0,0,47,0,0,1,0,0,0,0
PT_170626,1494,812,6,4,0,248,132,12,8,6,12,13,3,2,0,0,2,363,0,0,1,0,0,0,0
PT_170627,251,111,2,4,0,47,14,1,1,0,1,1,0,0,0,0,0,40,0,0,0,0,0,0,0
PT_170629,416,146,3,1,0,23,36,2,0,2,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
PT_170640,384,177,4,3,0,55,30,0,1,1,1,1,0,0,0,0,0,81,0,0,0,0,0,0,0
PT_170631,263,94,2,2,0,39,12,1,0,3,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0
PT_170632,152,86,0,1,0,30,14,0,0,0,0,1,0,0,0,0,0,39,0,0,1,0,0,0,0
PT_170641,446,234,2,1,0,69,30,6,5,2,4,2,1,1,0,0,1,108,0,0,2,0,0,0,0
PT_170642,900,431,4,6,0,138,67,4,5,10,1,3,0,1,0,0,3,188,0,0,0,0,1,0,0
PT_170635,249,124,1,1,0,55,11,0,0,2,1,0,1,0,0,0,0,52,0,0,0,0,0,0,0
PT_170643,814,283,7,9,0,101,27,3,2,5,2,5,0,0,0,0,2,118,0,0,0,0,2,0,0
PT_170701,986,516,8,3,0,150,105,3,4,5,1,3,0,1,0,0,7,226,0,0,0,0,0,0,0
PT_170710,545,280,5,3,0,68,64,3,1,5,2,4,2,1,0,0,2,118,0,0,2,0,0,0,0
PT_170703,624,244,2,3,0,46,47,4,4,13,0,2,0,0,0,0,2,121,0,0,0,0,0,0,0
PT_170704,656,299,10,5,0,95,40,1,2,5,4,2,0,1,0,0,0,134,0,0,0,0,0,0,0
PT_170705,1891,1150,12,10,0,247,258,10,31,14,20,7,1,1,0,0,3,533,0,0,2,0,1,0,0
PT_170711,944,522,6,6,0,106,131,3,4,9,4,7,0,0,0,0,4,240,0,0,2,0,0,0,0
PT_170708,336,177,4,1,0,27,39,0,0,7,2,2,0,1,0,0,1,93,0,0,0,0,0,0,0
PT_170802,602,368,3,5,0,104,77,5,10,5,2,2,1,1,0,0,3,148,0,0,2,0,0,0,0
