gisco_id,registered,turnout,invalid,blank,PPD/PSD-CDS-PP-PPM,PS,CH,B.E.,IL,ADN,L,CDU,R.I.R.,E,JPP,MPT,PAN,PPD/PSD-CDS-PP,PCTP/MRPP,NC,PPM,PND,Volt,PLS,PTP
PT_031232,2061,1539,22,26,0,456,337,24,101,14,38,24,2,3,0,0,12,472,0,0,1,3,4,0,0
PT_031233,2826,2073,22,39,0,443,437,32,120,17,62,15,5,6,2,0,22,847,0,0,0,2,2,0,0
PT_031234,3074,2161,27,38,0,682,360,55,141,18,62,79,3,3,1,0,29,659,0,0,2,2,0,0,0
PT_031235,8223,6077,64,88,0,1047,1815,58,336,61,121,38,11,2,6,0,65,2348,0,0,3,10,4,0,0
PT_031257,2764,1982,17,26,0,664,422,36,113,19,37,26,4,0,0,0,26,589,0,0,0,0,3,0,0
PT_031258,1430,1072,6,17,0,243,210,10,65,14,44,11,2,1,0,0,14,432,0,0,0,3,0,0,0
PT_031259,4869,3450,39,56,0,683,782,54,183,37,80,31,6,4,4,0,22,1452,0,0,4,6,7,0,0
PT_031241,1841,1348,19,17,0,319,324,21,74,15,25,8,1,1,0,0,8,515,0,0,0,1,0,0,0
PT_031247,2702,1929,25,37,0,532,431,22,111,21,50,25,2,0,1,0,19,646,0,0,2,2,3,0,0
PT_031260,18722,13221,145,195,0,3045,2609,252,1063,117,495,186,12,14,5,0,167,4877,0,0,6,9,24,0,0
PT_031249,1186,907,6,4,0,180,206,10,41,10,9,10,1,4,1,0,4,420,0,0,0,0,1,0,0
PT_031359,904,512,12,5,0,67,137,3,36,8,2,2,2,0,0,0,2,233,0,0,0,3,0,0,0
PT_031304,482,346,6,5,0,46,75,4,16,2,4,2,1,1,0,0,2,181,0,0,1,0,0,0,0
PT_031308,1884,1291,17,21,0,354,418,12,47,10,18,17,6,4,0,0,6,357,0,0,0,3,1,0,0
PT_031361,898,572,8,11,0,72,164,1,19,7,7,6,2,0,1,0,8,265,0,0,0,1,0,0,0
PT_031309,1862,1205,10,20,0,176,369,19,64,9,14,8,1,3,0,0,7,504,0,0,1,0,0,0,0
PT_031311,523,351,0,3,0,46,88,4,28,6,2,4,0,1,0,0,5,160,0,0,0,4,0,0,0
PT_031313,426,302,3,6,0,34,66,2,6,4,2,1,0,0,0,0,2,176,0,0,0,0,0,0,0
PT_031362,725,480,1,8,0,73,112,3,10,9,7,4,0,1,0,0,5,244,0,0,0,2,1,0,0
PT_031363,871,603,8,15,0,107,156,4,30,4,15,3,1,1,0,0,2,252,0,0,3,2,0,0,0
PT_031316,1016,645,6,12,0,43,182,6,28,11,15,5,2,0,0,0,3,330,0,0,0,1,1,0,0
PT_031317,467,328,4,5,0,61,82,3,17,3,10,1,0,0,0,0,4,137,0,0,1,0,0,0,0
PT_031323,2785,1927,10,33,0,302,541,44,158,25,49,17,2,1,2,0,25,717,0,0,1,0,0,0,0
PT_031324,612,439,3,6,0,79,118,10,29,2,14,4,1,0,1,0,4,167,0,0,0,0,1,0,0
PT_031325,1095,735,8,13,0,133,223,26,45,6,24,4,7,0,0,0,6,237,0,0,0,1,2,0,0
PT_031364,876,578,3,6,0,56,150,5,24,13,8,0,2,0,1,0,4,303,0,0,0,0,3,0,0
PT_031328,1402,900,9,18,0,136,218,7,38,12,12,3,0,0,0,0,11,430,0,0,1,5,0,0,0
PT_031330,1220,786,4,9,0,128,256,17,42,6,13,14,0,0,1,0,5,288,0,0,0,3,0,0,0
PT_031365,534,386,0,5,0,45,101,3,11,6,3,1,1,0,0,0,4,204,0,0,1,0,1,0,0
PT_031331,735,479,3,6,0,98,163,7,16,7,1,3,1,1,0,0,3,168,0,0,0,2,0,0,0
PT_031335,520,358,1,11,0,44,85,4,24,3,9,3,1,0,0,0,0,173,0,0,0,0,0,0,0
PT_031366,1408,1033,8,18,0,178,233,13,61,16,19,13,5,1,0,0,6,459,0,0,0,2,1,0,0
PT_031337,464,312,1,4,0,36,102,1,12,5,4,1,1,0,0,0,3,139,0,0,0,1,2,0,0
PT_031350,666,426,3,7,0,54,105,3,29,5,5,2,0,1,1,0,2,208,0,0,0,1,0,0,0
PT_031360,3411,2099,30,30,0,172,539,20,101,37,22,17,8,1,0,0,4,1103,0,0,1,8,6,0,0
PT_031340,458,334,3,8,0,37,94,12,23,6,2,1,2,0,0,0,1,142,0,0,0,2,1,0,0
PT_031367,1272,869,5,7,0,106,206,3,44,10,8,7,2,0,0,0,9,460,0,0,0,2,0,0,0
PT_031352,2111,1531,14,23,0,351,432,33,122,10,52,20,2,0,1,0,17,450,0,0,0,3,1,0,0
PT_031354,1822,1280,8,20,0,208,426,17,77,11,40,18,1,1,1,0,16,435,0,0,0,1,0,0,0
PT_031369,1623,1039,15,20,0,174,208,9,42,17,16,7,2,2,0,0,4,522,0,0,1,0,0,0,0
PT_031368,564,342,6,3,0,44,110,2,9,3,7,5,2,0,0,0,4,145,0,0,0,2,0,0,0
PT_031355,461,256,0,2,0,53,38,1,5,5,1,0,0,0,0,0,3,148,0,0,0,0,0,0,0
PT_031342,4277,2930,23,46,0,576,841,45,222,27,101,50,4,3,2,0,32,944,0,0,3,4,7,0,0
PT_031370,6784,4520,32,79,0,796,1295,60,357,45,136,43,6,4,4,0,42,1610,0,0,2,4,5,0,0
PT_031408,10219,7071,89,132,0,2200,1374,167,586,49,257,113,16,8,3,0,67,1986,0,0,2,15,7,0,0
PT_031404,1667,1264,15,23,0,323,282,15,95,13,47,21,2,2,2,0,10,405,0,0,3,3,3,0,0
PT_031401,4865,3275,34,62,0,987,832,66,243,34,94,47,8,2,5,0,24,829,0,0,1,3,4,0,0
PT_031409,3010,2140,29,39,0,547,623,47,127,30,34,24,13,2,3,0,17,598,0,0,2,5,0,0,0
PT_031406,2148,1515,29,26,0,453,341,25,88,15,43,26,5,2,0,0,17,436,0,0,2,6,1,0,0
PT_040121,304,168,3,0,0,57,20,0,2,1,1,1,0,1,0,0,2,80,0,0,0,0,0,0,0
PT_040102,1971,1216,14,21,0,364,244,6,11,5,21,9,3,1,0,0,8,507,0,0,1,0,1,0,0
PT_040103,179,91,1,1,0,33,5,1,1,2,0,0,0,1,0,0,0,45,0,0,1,0,0,0,0
PT_040122,362,179,2,1,0,44,26,2,3,4,8,4,0,0,0,0,1,84,0,0,0,0,0,0,0
PT_040123,223,128,1,0,0,47,11,1,0,1,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0
PT_040124,353,171,1,0,0,33,35,2,1,2,3,2,0,0,0,0,1,91,0,0,0,0,0,0,0
PT_040125,199,119,2,0,0,34,20,0,1,5,4,2,0,0,0,0,2,49,0,0,0,0,0,0,0
PT_040126,181,111,5,0,0,33,23,0,0,0,2,0,0,0,0,0,1,47,0,0,0,0,0,0,0
PT_040111,482,228,3,2,0,69,41,1,3,3,0,3,1,0,0,0,5,96,0,0,0,0,1,0,0
PT_040118,259,143,1,1,0,40,19,3,1,2,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
PT_040119,259,154,0,3,0,68,23,1,0,3,1,2,0,0,0,0,0,52,0,0,1,0,0,0,0
PT_040120,219,90,2,0,0,23,12,1,2,1,1,0,0,0,0,0,0,47,0,0,1,0,0,0,0
PT_040201,173,123,2,1,0,26,19,1,1,2,0,0,0,0,0,0,5,66,0,0,0,0,0,0,0
PT_040250,348,151,12,0,0,42,15,2,4,0,2,1,0,0,0,0,3,70,0,0,0,0,0,0,0
PT_040203,256,110,7,3,0,19,10,0,3,3,0,0,0,0,0,0,4,61,0,0,0,0,0,0,0
PT_040204,512,287,4,2,0,60,36,1,10,4,3,3,0,0,0,0,1,162,0,0,1,0,0,0,0
PT_040206,209,108,3,2,0,28,25,0,1,6,0,2,0,0,0,0,0,41,0,0,0,0,0,0,0
PT_040251,253,146,2,1,0,21,25,1,1,2,0,2,0,1,0,0,2,88,0,0,0,0,0,0,0
PT_040209,348,194,0,4,0,47,36,1,6,0,1,1,0,0,0,0,0,98,0,0,0,0,0,0,0
PT_040210,423,156,3,1,0,26,22,1,2,5,0,0,0,0,0,0,1,94,0,0,0,0,1,0,0
PT_040212,480,304,4,9,0,63,74,2,8,6,3,3,0,0,0,0,3,129,0,0,0,0,0,0,0
PT_040213,256,142,1,2,0,42,23,0,0,2,1,0,0,1,0,0,0,70,0,0,0,0,0,0,0
PT_040215,263,135,0,3,0,42,11,2,0,0,0,3,0,0,0,0,2,72,0,0,0,0,0,0,0
PT_040216,400,210,2,6,0,52,42,2,7,6,2,3,0,0,0,0,1,87,0,0,0,0,0,0,0
PT_040217,176,88,1,1,0,13,21,0,1,1,0,1,0,0,0,0,0,48,0,0,0,0,1,0,0
PT_040218,422,248,4,4,0,62,47,1,7,4,2,0,2,2,0,0,1,111,0,0,0,0,1,0,0
PT_040219,317,148,8,2,0,31,28,0,1,3,0,1,0,0,0,0,1,72,0,0,1,0,0,0,0
PT_040252,1132,430,3,7,0,155,57,3,4,9,3,3,0,0,0,0,3,182,0,0,0,0,1,0,0
PT_040221,241,92,2,1,0,20,8,0,3,7,1,1,0,1,0,0,0,47,0,0,0,0,1,0,0
PT_040224,240,87,0,1,0,15,31,1,2,1,0,0,0,2,0,0,1,32,0,0,1,0,0,0,0
PT_040225,478,280,4,2,0,70,44,1,6,4,2,2,0,0,0,0,3,142,0,0,0,0,0,0,0
PT_040226,260,119,3,0,0,31,16,2,4,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0
PT_040253,788,319,7,1,0,98,43,0,3,12,1,3,1,0,0,0,3,143,0,0,1,0,3,0,0
PT_040229,211,103,2,0,0,26,15,0,0,3,2,4,0,0,0,0,2,49,0,0,0,0,0,0,0
PT_040230,306,132,0,5,0,13,21,2,2,7,1,1,0,0,0,0,1,77,0,0,1,0,1,0,0
PT_040232,229,135,1,5,0,58,14,3,1,0,2,3,0,1,0,0,0,47,0,0,0,0,0,0,0
PT_040233,254,113,3,0,0,26,16,1,5,3,1,1,0,0,0,0,1,56,0,0,0,0,0,0,0
PT_040234,243,123,2,1,0,30,8,0,3,1,0,2,0,1,0,0,0,75,0,0,0,0,0,0,0
PT_040254,205,94,1,0,0,24,9,1,9,1,2,0,1,0,0,0,0,45,0,0,1,0,0,0,0
PT_040236,546,261,2,4,0,57,62,1,16,8,3,3,1,1,0,0,3,99,0,0,1,0,0,0,0
PT_040255,380,225,2,1,0,61,29,2,1,2,0,1,0,0,0,0,1,123,0,0,1,0,1,0,0
PT_040239,385,153,1,1,0,32,23,0,2,2,0,1,2,0,0,0,0,89,0,0,0,0,0,0,0
PT_040240,1220,736,11,12,0,182,155,6,29,6,7,2,0,2,0,0,3,319,0,0,0,0,2,0,0
PT_040241,304,127,3,1,0,42,27,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0
PT_040256,460,172,2,4,0,24,26,0,0,3,1,0,1,0,0,0,0,111,0,0,0,0,0,0,0
PT_040244,347,220,6,4,0,47,46,2,10,4,3,3,0,1,0,0,0,94,0,0,0,0,0,0,0
PT_040257,21204,11692,124,187,0,3166,2487,160,552,117,227,142,10,9,0,0,103,4389,0,0,4,0,15,0,0
PT_040246,196,115,4,3,0,14,23,2,1,3,1,0,0,0,0,0,0,64,0,0,0,0,0,0,0
PT_040247,283,101,0,5,0,19,17,0,2,1,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0
PT_040248,288,153,5,3,0,50,34,1,1,1,0,1,0,1,0,0,1,54,0,0,1,0,0,0,0
PT_040249,139,80,0,0,0,14,7,0,0,2,0,0,0,0,0,0,1,56,0,0,0,0,0,0,0
PT_040320,470,236,3,0,0,28,47,1,3,5,3,2,0,0,0,0,1,140,0,0,1,0,2,0,0
PT_040321,389,218,5,4,0,28,51,0,4,1,1,0,0,1,0,0,3,117,0,0,1,0,2,0,0
PT_040304,1553,943,13,13,0,213,235,6,35,12,7,8,1,2,0,0,11,387,0,0,0,0,0,0,0
PT_040322,434,250,3,4,0,59,51,4,1,5,1,9,3,0,0,0,1,108,0,0,0,0,1,0,0
PT_040306,257,154,2,1,0,28,30,3,1,3,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
PT_040323,370,201,3,3,0,39,26,4,4,3,4,1,1,0,0,0,1,112,0,0,0,0,0,0,0
PT_040308,403,208,2,3,0,44,55,3,2,5,2,6,2,0,0,0,1,83,0,0,0,0,0,0,0
PT_040309,313,181,7,2,0,38,35,2,3,2,3,3,1,0,0,0,1,84,0,0,0,0,0,0,0
PT_040311,185,115,0,0,0,35,16,1,5,3,0,0,1,1,0,0,3,49,0,0,1,0,0,0,0
PT_040312,187,109,0,0,0,27,18,2,2,3,4,2,0,0,0,0,0,50,0,0,1,0,0,0,0
PT_040313,234,122,2,3,0,20,15,1,2,2,1,0,0,0,0,0,2,73,0,0,1,0,0,0,0
PT_040314,236,140,5,4,0,26,20,1,1,4,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0
PT_040316,269,149,3,2,0,34,39,1,3,4,2,2,0,0,0,0,2,56,0,0,0,0,1,0,0
PT_040318,481,226,0,3,0,45,53,2,1,9,3,3,2,1,0,0,0,104,0,0,0,0,0,0,0
PT_040407,1866,1067,13,4,0,340,274,4,9,15,11,5,1,4,0,0,4,382,0,0,1,0,0,0,0
PT_040408,422,265,3,2,0,73,65,2,2,3,0,3,0,0,0,0,1,111,0,0,0,0,0,0,0
PT_040404,295,170,2,0,0,67,35,0,0,4,0,6,0,0,0,0,1,54,0,0,0,0,1,0,0
PT_040406,304,208,1,2,0,100,38,0,1,4,3,1,1,0,0,0,0,57,0,0,0,0,0,0,0
PT_040539,531,294,4,6,0,57,59,2,4,14,1,1,1,2,0,0,2,141,0,0,0,0,0,0,0
PT_040502,449,291,5,5,0,89,51,0,4,2,6,2,0,1,0,0,4,122,0,0,0,0,0,0,0
PT_040503,331,157,0,3,0,29,24,0,3,0,2,0,0,0,0,0,0,96,0,0,0,0,0,0,0
PT_040540,511,219,1,2,0,44,37,0,0,11,3,0,0,0,0,0,0,121,0,0,0,0,0,0,0
PT_040507,206,109,3,0,0,30,23,1,2,1,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0
PT_040541,405,220,0,2,0,40,53,0,2,5,3,1,0,0,0,0,0,113,0,0,1,0,0,0,0
PT_040509,322,126,0,1,0,45,14,0,0,4,3,1,0,0,0,0,1,57,0,0,0,0,0,0,0
PT_040510,336,158,0,4,0,64,18,3,2,3,3,5,0,0,0,0,4,51,0,0,1,0,0,0,0
PT_040511,190,108,2,1,0,22,10,2,1,2,1,3,0,0,0,0,0,64,0,0,0,0,0,0,0
PT_040542,651,241,3,3,0,74,24,2,4,5,1,1,0,0,0,0,3,121,0,0,0,0,0,0,0
PT_040514,365,124,1,0,0,35,19,0,2,2,1,0,0,0,0,0,0,63,0,0,1,0,0,0,0
PT_040515,476,198,4,3,0,59,36,3,2,4,2,1,0,0,0,0,0,83,0,0,0,0,1,0,0
PT_040516,349,170,2,0,0,50,32,0,1,3,1,1,0,0,0,0,0,79,0,0,1,0,0,0,0
PT_040517,408,182,1,1,0,45,27,1,3,2,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
PT_040518,287,139,1,0,0,12,23,0,0,0,0,2,0,0,0,0,0,101,0,0,0,0,0,0,0
PT_040519,288,168,2,2,0,64,35,1,2,2,0,3,0,0,0,0,0,56,0,0,0,0,1,0,0
PT_040520,6287,3480,43,29,0,883,626,43,64,42,59,47,2,3,0,0,25,1608,0,0,2,0,4,0,0
PT_040521,669,268,5,2,0,113,48,0,3,2,4,0,1,0,0,0,2,88,0,0,0,0,0,0,0
PT_040523,228,111,3,4,0,44,13,1,0,1,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0
PT_040524,216,115,1,1,0,31,23,1,0,1,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0
PT_040543,402,198,6,4,0,71,21,0,0,6,0,1,0,1,0,0,2,86,0,0,0,0,0,0,0
PT_040526,406,182,5,1,0,44,26,1,1,9,0,3,0,1,0,0,1,89,0,0,1,0,0,0,0
PT_040528,323,178,2,2,0,59,33,2,1,6,0,2,0,1,0,0,0,70,0,0,0,0,0,0,0
PT_040530,422,148,0,3,0,41,22,1,1,4,0,0,0,0,0,0,2,74,0,0,0,0,0,0,0
PT_040544,402,188,4,2,0,66,36,0,2,6,0,2,0,0,0,0,14,55,0,0,0,0,1,0,0
PT_040532,220,110,3,0,0,10,33,0,0,1,0,0,1,0,0,0,1,61,0,0,0,0,0,0,0
PT_040533,317,159,1,2,0,50,40,2,1,1,3,1,0,0,0,0,1,57,0,0,0,0,0,0,0
PT_040534,510,263,2,3,0,77,77,2,5,5,3,0,0,0,0,0,1,88,0,0,0,0,0,0,0
PT_040536,226,121,0,0,0,33,19,1,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0
PT_040538,285,108,2,1,0,32,12,0,3,4,0,2,0,0,0,0,1,51,0,0,0,0,0,0,0
PT_040618,196,87,2,4,0,14,10,2,2,2,1,3,0,0,0,0,0,46,0,0,1,0,0,0,0
PT_040604,603,281,6,7,0,78,31,1,2,3,2,1,2,0,0,0,2,146,0,0,0,0,0,0,0
PT_040605,199,88,3,1,0,17,11,0,1,2,0,0,1,0,0,0,2,50,0,0,0,0,0,0,0
PT_040619,279,147,2,1,0,41,10,0,2,3,0,0,0,0,0,0,0,87,0,0,0,0,1,0,0
PT_040607,390,164,6,5,0,44,31,0,2,2,0,0,0,0,0,0,2,71,0,0,1,0,0,0,0
PT_040608,1839,1069,11,18,0,294,166,11,26,13,28,5,1,0,0,0,6,490,0,0,0,0,0,0,0
PT_040609,457,232,4,7,0,49,41,4,5,5,3,3,2,0,0,0,0,109,0,0,0,0,0,0,0
PT_040611,265,143,1,6,0,62,10,1,2,1,1,1,0,0,0,0,0,58,0,0,0,0,0,0,0
PT_040612,184,102,1,2,0,27,21,0,0,2,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0
PT_040613,315,120,3,2,0,40,11,0,1,4,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0
PT_040620,1371,712,21,16,0,185,138,9,26,7,16,8,2,1,0,0,7,275,0,0,0,0,1,0,0
PT_040621,505,194,4,6,0,28,28,2,2,4,3,1,0,0,0,0,1,115,0,0,0,0,0,0,0
PT_040616,322,157,7,5,0,36,18,0,0,5,3,2,0,0,0,0,1,80,0,0,0,0,0,0,0
PT_040701,387,207,3,2,0,29,64,0,2,6,1,1,1,0,0,0,0,98,0,0,0,0,0,0,0
PT_040702,242,109,3,1,0,19,34,1,1,3,0,1,0,0,0,0,0,45,0,0,0,0,1,0,0
PT_040703,332,133,2,1,0,37,27,1,1,7,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
PT_040704,255,103,1,1,0,30,24,1,3,2,1,1,0,0,0,0,0,38,0,0,1,0,0,0,0
PT_040738,403,193,1,0,0,41,44,1,3,3,1,3,0,0,0,0,0,96,0,0,0,0,0,0,0
PT_040739,443,246,6,2,0,43,71,1,4,8,5,0,1,0,0,0,0,105,0,0,0,0,0,0,0
PT_040740,382,195,0,2,0,49,57,3,2,0,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0
PT_040708,294,137,1,1,0,33,25,3,0,2,1,0,0,0,0,0,1,70,0,0,0,0,0,0,0
PT_040709,378,188,0,2,0,30,40,3,5,1,1,2,1,0,0,0,3,99,0,0,1,0,0,0,0
PT_040710,199,121,2,0,0,27,30,1,0,7,2,3,1,0,0,0,0,47,0,0,1,0,0,0,0
PT_040711,1187,619,13,8,0,153,196,3,16,6,8,15,1,1,0,0,1,197,0,0,1,0,0,0,0
PT_040712,340,197,5,2,0,62,44,2,2,2,4,4,1,1,0,0,0,68,0,0,0,0,0,0,0
PT_040713,155,97,5,1,0,25,21,0,0,0,1,2,1,0,0,0,1,40,0,0,0,0,0,0,0
PT_040714,253,129,1,0,0,40,21,0,4,1,0,1,0,0,0,0,0,60,0,0,0,0,1,0,0
PT_040741,304,163,2,1,0,25,55,1,2,6,1,1,0,0,0,0,2,65,0,0,2,0,0,0,0
PT_040716,791,467,6,4,0,143,117,6,10,6,4,10,0,0,0,0,1,160,0,0,0,0,0,0,0
PT_040742,161,86,1,2,0,15,14,0,4,1,1,2,0,0,0,0,0,46,0,0,0,0,0,0,0
PT_040718,437,265,3,1,0,26,80,0,1,9,0,0,0,1,0,0,2,142,0,0,0,0,0,0,0
PT_040720,560,316,2,2,0,78,112,1,4,6,2,7,0,0,0,0,1,100,0,0,0,0,1,0,0
PT_040721,10882,6417,67,65,0,1445,1705,58,201,62,103,117,3,3,0,0,57,2519,0,0,7,0,5,0,0
PT_040722,302,152,3,1,0,46,19,1,2,4,1,1,0,0,0,0,0,73,0,0,0,0,1,0,0
PT_040724,379,220,1,5,0,45,60,2,2,12,1,1,0,0,0,0,2,89,0,0,0,0,0,0,0
PT_040727,304,146,2,0,0,29,16,1,3,3,0,1,0,1,0,0,3,87,0,0,0,0,0,0,0
PT_040728,222,118,2,2,0,34,22,1,0,2,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
PT_040729,593,324,4,6,0,78,75,2,3,7,2,5,2,0,0,0,1,138,0,0,0,0,1,0,0
PT_040730,958,459,3,7,0,89,109,5,6,8,3,0,0,1,0,0,3,223,0,0,1,0,1,0,0
PT_040731,275,125,1,0,0,22,14,1,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
PT_040732,326,138,1,2,0,31,31,3,0,12,0,0,0,1,0,0,1,56,0,0,0,0,0,0,0
PT_040733,358,237,1,3,0,48,52,2,4,1,0,4,0,0,0,0,1,121,0,0,0,0,0,0,0
PT_040734,274,125,2,0,0,37,37,1,0,1,0,2,0,0,0,0,1,44,0,0,0,0,0,0,0
PT_040801,319,152,1,2,0,32,29,0,0,3,1,0,0,0,0,0,3,81,0,0,0,0,0,0,0
PT_040802,632,272,1,1,0,65,61,4,4,3,0,1,1,1,0,0,3,127,0,0,0,0,0,0,0
PT_040803,148,103,2,1,0,34,23,3,0,0,1,1,1,1,0,0,0,35,0,0,0,0,1,0,0
PT_040804,295,128,1,3,0,26,15,2,1,1,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
PT_040829,249,143,3,1,0,22,28,2,2,2,0,1,1,1,0,0,1,79,0,0,0,0,0,0,0
PT_040807,433,256,7,2,0,72,58,2,0,2,0,2,1,0,0,0,4,106,0,0,0,0,0,0,0
PT_040808,319,154,1,1,0,20,37,1,2,3,0,0,0,1,0,0,2,86,0,0,0,0,0,0,0
PT_040809,279,175,1,1,0,60,41,1,1,2,3,0,0,0,0,0,0,65,0,0,0,0,0,0,0
PT_040830,3638,2047,24,24,0,400,474,14,26,31,17,14,5,2,0,0,13,999,0,0,1,0,3,0,0
PT_040811,148,85,1,1,0,22,13,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0
PT_040812,368,213,2,1,0,31,46,2,2,3,0,0,0,0,0,0,1,125,0,0,0,0,0,0,0
PT_040813,208,141,1,0,0,19,24,0,1,2,0,0,3,1,0,0,0,90,0,0,0,0,0,0,0
PT_040831,461,197,2,0,0,28,44,0,4,0,0,1,0,1,0,0,1,113,0,0,2,0,1,0,0
PT_040815,138,82,0,2,0,7,6,1,2,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0
PT_040817,410,148,2,2,0,34,28,0,1,2,0,0,0,0,0,0,0,77,0,0,2,0,0,0,0
PT_040819,173,111,2,0,0,14,18,0,0,3,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
PT_040820,151,64,0,2,0,13,2,0,2,2,0,1,1,0,0,0,0,41,0,0,0,0,0,0,0
PT_040821,324,183,2,2,0,47,34,2,1,3,0,0,0,2,0,0,0,90,0,0,0,0,0,0,0
PT_040822,135,91,3,1,0,10,26,0,0,3,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
PT_040826,242,130,1,3,0,18,35,0,1,0,1,1,1,0,0,0,2,67,0,0,0,0,0,0,0
PT_040832,398,192,5,1,0,44,48,2,5,6,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0
PT_040901,374,222,2,4,0,48,53,2,4,1,2,3,0,0,0,0,0,103,0,0,0,0,0,0,0
PT_040918,547,264,6,2,0,53,48,0,1,1,4,3,0,0,0,0,0,144,0,0,0,0,2,0,0
PT_040903,372,178,1,2,0,40,36,0,2,5,0,0,1,1,0,0,2,88,0,0,0,0,0,0,0
PT_040905,574,323,4,1,0,85,68,1,4,2,1,2,0,0,0,0,3,148,0,0,1,0,3,0,0
PT_040906,154,82,2,0,0,18,29,0,2,1,0,3,0,0,0,0,1,26,0,0,0,0,0,0,0
PT_040919,1000,535,9,8,0,135,114,3,4,7,6,9,0,1,0,0,1,238,0,0,0,0,0,0,0
PT_040920,355,191,1,4,0,63,18,2,3,2,0,2,1,0,0,0,1,93,0,0,0,0,1,0,0
PT_040909,276,118,4,0,0,21,28,2,1,4,2,0,1,0,0,0,1,54,0,0,0,0,0,0,0
PT_040910,395,200,3,5,0,65,32,1,1,5,1,1,0,0,0,0,2,83,0,0,0,0,1,0,0
PT_040911,382,160,1,1,0,38,35,0,4,0,1,4,0,0,0,0,0,73,0,0,3,0,0,0,0
PT_040913,147,82,4,2,0,34,13,0,0,2,0,3,0,2,0,0,0,21,0,0,0,0,1,0,0
PT_040916,2443,1520,16,20,0,437,285,9,15,13,17,17,3,3,0,0,11,672,0,0,0,0,2,0,0
PT_040921,353,154,3,0,0,47,19,0,1,5,2,0,0,0,0,0,0,77,0,0,0,0,0,0,0
PT_041020,273,120,3,1,0,37,29,2,0,4,2,7,0,0,0,0,0,35,0,0,0,0,0,0,0
PT_041002,197,120,1,1,0,39,25,0,3,4,0,1,0,0,0,0,0,46,0,0,0,0,0,0,0
PT_041021,303,161,0,1,0,36,32,0,1,2,0,1,0,1,0,0,0,85,0,0,0,0,2,0,0
PT_041005,644,299,6,3,0,82,64,1,3,9,4,4,1,0,0,0,4,118,0,0,0,0,0,0,0
PT_041009,150,98,4,0,0,29,21,0,3,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0
PT_041010,365,216,4,4,0,48,66,1,5,6,3,2,0,1,0,0,0,75,0,0,1,0,0,0,0
PT_041011,148,93,0,0,0,15,16,0,2,5,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0
PT_041012,422,221,2,1,0,68,66,0,2,1,1,4,0,1,0,0,0,74,0,0,0,0,1,0,0
PT_041013,433,269,4,2,0,36,52,2,9,8,2,2,0,0,0,0,2,150,0,0,0,0,0,0,0
PT_041014,146,82,0,0,0,8,12,0,0,5,3,0,0,0,0,0,0,54,0,0,0,0,0,0,0
PT_041015,164,111,4,0,0,22,23,1,2,2,0,0,1,0,0,0,0,55,0,0,0,0,1,0,0
PT_041022,408,200,5,0,0,31,46,4,0,6,0,0,2,0,0,0,0,104,0,0,1,0,1,0,0
PT_041023,2262,1293,16,12,0,331,352,11,22,15,21,18,2,0,0,0,8,483,0,0,1,0,1,0,0
PT_041024,646,356,2,3,0,71,106,3,3,6,2,2,1,0,0,0,2,155,0,0,0,0,0,0,0
PT_041115,678,335,6,5,0,53,43,1,3,2,2,0,0,1,0,0,2,216,0,0,1,0,0,0,0
PT_041103,833,354,5,2,0,171,37,3,3,1,2,3,2,0,0,0,1,124,0,0,0,0,0,0,0
PT_041116,293,166,2,0,0,45,23,3,3,3,0,1,0,0,0,0,1,85,0,0,0,0,0,0,0
PT_041107,480,165,2,4,0,32,44,0,2,5,0,2,0,0,0,0,0,71,0,0,1,0,2,0,0
PT_041108,274,97,0,0,0,18,7,1,0,1,1,0,0,0,0,0,0,68,0,0,0,0,1,0,0
PT_041109,203,95,1,2,0,17,8,0,2,0,0,1,0,0,0,0,1,62,0,0,1,0,0,0,0
