gisco_id,name,registered,turnout,invalid,blank,N-VA,open vld,CD&V,SP.A,VLAAMS BELANG,GROEN,PVDA+,PS,MR,CDH,Parti Populaire,ECOLO,PTB-GO!,DEBOUT LES BELGES,FDF,LA DROITE,VEGA,MG,Stand Up USE,CSP,PRO DG,SP,VIVANT,PFF,VB
BE_25105,Tubize / Tubeke,0,13633,699,0,0,0,0,0,0,0,0,2514,5638,987,702,1720,289,204,568,165,48,4,95,0,0,0,0,0,0
BE_13040,Turnhout,0,27509,1151,0,7496,2864,5371,3839,2245,3693,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21016,Uccle / Ukkel,0,39206,1330,0,458,3205,345,182,0,276,28,5689,13696,2147,858,5701,941,552,2797,230,247,39,319,0,0,0,0,0,166
BE_82036,Vaux-sur-Sûre,0,3634,404,0,0,0,0,0,0,0,0,462,1364,815,140,253,48,45,46,38,6,3,10,0,0,0,0,0,0
BE_61063,Verlaine,0,2786,119,0,0,0,0,0,0,0,0,698,962,290,161,278,143,34,49,38,7,6,1,0,0,0,0,0,0
BE_63079,Verviers,0,31421,2819,0,0,0,0,0,0,0,0,7865,6958,3585,3234,3619,1454,712,525,381,148,70,51,0,0,0,0,0,0
BE_38025,Veurne / Furnes,0,8472,393,0,2181,1379,1746,1668,382,638,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82032,Vielsalm,0,5072,581,0,0,0,0,0,0,0,0,1069,989,1108,313,572,188,83,65,78,16,6,4,0,0,0,0,0,0
BE_25107,Villers-la-Ville,0,7054,372,0,0,0,0,0,0,0,0,1178,2764,570,463,1086,171,112,186,70,36,6,40,0,0,0,0,0,0
BE_61068,Villers-le-Bouillet,0,4202,276,0,0,0,0,0,0,0,0,1276,1082,335,246,458,249,81,81,91,18,5,4,0,0,0,0,0,0
BE_23088,Vilvoorde / Vilvorde,0,23767,1594,0,4164,5785,2730,5028,1271,2635,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_93090,Viroinval,0,4044,459,0,0,0,0,0,0,0,0,1271,732,479,231,312,238,118,101,80,13,4,6,0,0,0,0,0,0
BE_85045,Virton,0,7352,909,0,0,0,0,0,0,0,0,1630,1454,1529,422,797,159,202,96,96,19,30,9,0,0,0,0,0,0
BE_62108,Visé / Wezet,0,11313,651,0,0,0,0,0,0,0,0,3120,3269,1198,624,1030,754,252,184,143,63,11,14,0,0,0,0,0,0
BE_33041,Vleteren,0,2634,217,0,664,560,683,187,143,160,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13044,Vorselaar,0,5704,278,0,1722,699,1343,521,461,545,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13046,Vosselaar,0,7795,293,0,2534,1113,1723,672,522,795,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91143,Vresse-sur-Semois,0,1852,216,0,0,0,0,0,0,0,0,366,660,241,70,139,34,38,37,40,1,1,9,0,0,0,0,0,0
BE_44072,Waarschoot,0,5811,273,0,1236,1174,1324,841,294,544,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_42023,Waasmunster,0,7760,236,0,2347,1877,1524,543,521,615,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44073,Wachtebeke,0,5118,283,0,1091,1216,895,683,342,374,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63080,Waimes / Weismes,0,4895,475,0,0,0,0,0,0,0,0,632,1576,754,591,516,115,75,67,63,21,4,6,0,0,0,0,0,0
BE_93088,Walcourt,0,12621,1003,0,0,0,0,0,0,0,0,3313,3204,1278,1296,955,597,341,259,252,70,25,28,0,0,0,0,0,0
BE_25124,Walhain,0,4443,202,0,0,0,0,0,0,0,0,850,1591,498,182,762,91,44,131,33,23,2,34,0,0,0,0,0,0
BE_61072,Wanze,0,9102,587,0,0,0,0,0,0,0,0,3253,1846,731,545,1031,474,175,218,148,70,11,13,0,0,0,0,0,0
BE_34040,Waregem,0,27236,1772,0,6567,4886,7572,2648,1385,2087,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64074,Waremme / Borgworm,0,10136,798,0,0,0,0,0,0,0,0,3645,2250,862,525,869,570,170,192,164,52,17,22,0,0,0,0,0,0
BE_64075,Wasseiges,0,1874,127,0,0,0,0,0,0,0,0,432,691,123,116,231,44,46,33,16,11,1,3,0,0,0,0,0,0
BE_25110,Waterloo,0,16510,1198,0,0,0,0,0,0,0,0,3576,5590,1360,1230,1883,424,305,559,212,75,24,74,0,0,0,0,0,0
BE_21017,Watermael-Boitsfort / Watermaal-Bosvoorde,0,14021,448,0,126,1000,169,96,0,159,17,2090,3035,647,371,3169,469,131,1694,78,147,11,109,0,0,0,0,0,55
BE_25112,Wavre / Waver,0,21338,1180,0,0,0,0,0,0,0,0,3120,9535,1542,925,2958,414,342,759,301,109,16,137,0,0,0,0,0,0
BE_63084,Welkenraedt,0,6397,619,0,0,0,0,0,0,0,0,1383,1826,899,409,664,207,99,113,110,54,6,8,0,0,0,0,0,0
BE_73098,Wellen,0,5607,378,0,1186,1345,915,1070,325,296,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_84075,Wellin,0,2092,197,0,0,0,0,0,0,0,0,476,576,375,101,200,52,30,49,22,7,4,3,0,0,0,0,0,0
BE_23102,Wemmel,0,9392,850,0,1135,1934,595,241,199,408,50,701,1656,267,167,496,83,104,443,27,18,8,10,0,0,0,0,0,0
BE_33029,Wervik,0,12865,1017,0,2311,2201,2687,2677,757,892,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13049,Westerlo,0,18016,883,0,5584,2207,4881,1339,1270,1453,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_42025,Wetteren,0,17994,992,0,4593,4468,2781,2091,1189,1611,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34041,Wevelgem,0,22878,1341,0,4849,3177,6285,3049,1432,2234,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23103,Wezembeek-Oppem,0,7702,176,0,505,1112,355,138,77,203,21,556,2052,519,84,823,63,57,869,35,15,2,40,0,0,0,0,0,0
BE_42026,Wichelen,0,8558,462,0,2309,2332,1377,772,567,626,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_37017,Wielsbeke,0,6854,471,0,1816,1049,1989,600,484,384,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11050,Wijnegem,0,6492,231,0,2328,869,987,542,571,797,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12040,Willebroek,0,16860,659,0,4767,2191,2512,3671,1161,1446,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_37018,Wingene,0,10243,791,0,2366,1875,2879,916,590,704,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21018,Woluwe-Saint-Lambert / Sint-Lambrechts-Woluwe,0,24891,888,0,345,2124,365,153,0,239,31,2843,6101,1859,613,3370,508,358,4556,137,132,17,129,0,0,0,0,0,123
BE_21019,Woluwe-Saint-Pierre / Sint-Pieters-Woluwe,0,19591,470,0,243,2285,420,124,0,197,18,1915,6080,2060,415,2746,289,163,1748,105,75,13,143,0,0,0,0,0,82
BE_11052,Wommelgem,0,8606,307,0,3352,1392,1199,588,741,859,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45061,Wortegem-Petegem,0,5560,319,0,1139,1716,1055,498,237,536,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11053,Wuustwezel,0,13524,610,0,4260,1846,3683,817,1009,993,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91141,Yvoir,0,6045,388,0,0,0,0,0,0,0,0,1170,1953,714,322,896,248,82,148,79,27,7,11,0,0,0,0,0,0
BE_11054,Zandhoven,0,9460,343,0,3333,1295,2301,532,688,841,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23094,Zaventem,0,17628,1179,0,3150,5728,2636,1909,622,2093,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31040,Zedelgem,0,16387,1042,0,3789,2859,3950,2022,986,1506,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_42028,Zele,0,14163,642,0,3655,2807,3072,1835,928,1018,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_43018,Zelzate,0,8500,468,0,1410,1846,886,1630,622,370,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23096,Zemst,0,15885,574,0,4720,3269,2981,1404,969,1755,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45057,Zingem,0,5470,320,0,1091,1581,1222,396,255,530,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11055,Zoersel,0,15417,455,0,5921,2446,2918,892,1009,1525,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44080,Zomergem,0,6127,247,0,1331,1475,1615,496,282,579,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71066,Zonhoven,0,15127,821,0,4465,2750,2691,2027,1036,991,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_33037,Zonnebeke,0,8901,654,0,1997,1454,2318,1317,544,496,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_41081,Zottegem,0,19124,1091,0,4583,4349,3327,2967,882,1641,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24130,Zoutleeuw / Léau,0,6132,289,0,1550,1357,1269,858,372,347,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31042,Zuienkerke,0,2085,90,0,528,445,503,217,116,163,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44081,Zulte,0,11385,736,0,2648,2961,2543,965,607,797,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71067,Zutendaal,0,4990,169,0,1528,762,1330,435,329,312,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45065,Zwalm,0,5984,336,0,1329,1897,902,607,241,590,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34042,Zwevegem,0,17932,1047,0,3929,3118,4854,2199,989,1518,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11056,Zwijndrecht,0,13220,492,0,4181,1436,1786,1832,1343,1715,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00002,Alost,93835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00001,Aarschot,40118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00003,Andenne,28115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00004,Anderlecht,72464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00005,Antoing,15416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00006,Anvers,340182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00007,Arendonk,32812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00008,Arlon,24496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00009,Asse,107243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00010,Assenede,20277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00011,Ath,21840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00012,Aubel,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00014,Avelgem,9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00015,Aywaille,34216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00016,Bassenge,31746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00017,Bastogne,13476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00018,Beaumont,12084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00019,Beauraing,10334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00020,Beloeil,18906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00021,Beringen,91417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00022,Beveren,36776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00023,Bilzen,31577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00024,Binche,45268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00025,Boom,45906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00120,Looz,35764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00026,Bouillon,4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00027,Boussu,47881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00032,Bruxelles,82725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00028,Brakel,16838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00029,Brecht,72796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00030,Bree,31269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00031,Bruges,207094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00033,Celles,6866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00034,Châtelet,63748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00035,Charleroi,132683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00036,Chièvres,7642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00037,Chimay,11718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00038,Ciney,25326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00039,Comines-Warneton,10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00041,Couvin,15251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00042,Deinze,35568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00178,Termonde,61137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00043,Destelbergen,14012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00044,Diest,47870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00047,Dixmude,40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00045,Dinant,29292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00046,Dison,9989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00048,Dour,34609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00049,Duffel,40913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Durbuy,8603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00051,Eeklo,39514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00052,Eghezée,24256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00053,Enghien,16034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00054,Erezée,5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00055,Estaimpuis,9833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00056,Etalle,12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00057,Eupen,27628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00058,Evergem,26918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00059,Fauvillers,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00060,Ferrières,3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00061,Fléron,65551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00062,Flobecq,7317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00063,Florennes,8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00064,Florenville,8161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00065,Fontaine-l'Evêque,51219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00066,Fosses-la-Ville,32592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00068,Frameries,21419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00069,Frasnes-Lez-Anvaing,8922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00072,Gedinne,8056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00073,Gembloux,58631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00074,Genappe,18898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00075,Genk,64929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00071,Gand,176600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00079,Grammont,25604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00076,Gistel,27695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00077,Glabbeek,15335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00078,Grâce-Hollogne,41221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00081,Haacht,62126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00082,Hal,70893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00083,Hamme,27162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00084,Hannut,21106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00085,Harelbeke,59796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00086,Hasselt,90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00087,Heist-op-den-Berg,64694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00089,Herentals,80938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00088,Herck-la-Ville,28821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00090,Herstal,25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00091,Herve,17260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00092,Herzele,36230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00093,Hooglede,16642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00094,Hoogstraten,28881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00095,Horebeke,7997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00096,Houffalize,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00097,Huy,40998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00202,Ypres,33930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00098,Ixelles,73991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00099,Izegem,30232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00100,Jodoigne,32492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00101,Kapellen,88057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00102,Kaprijke,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00103,Kontich,94095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00040,Courtrai,102832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00104,Kruishoutem,12246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00121,Louvain,140145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00114,Liège,128704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00106,La Louvière,51870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00107,La Roche-en-Ardenne,7238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00108,Landen,12278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00109,Le Roeulx,6133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00110,Lennik,36606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00111,Lens,10443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00112,Lessines,13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00113,Leuze-en-Hainaut,10370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00115,Lichtervelde,6743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00116,Lierre,35842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00117,Limbourg,21282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00118,Lochristi,27550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
