gisco_id,name,registered,turnout,invalid,blank,open vld,VLAAMS BELANG,CD&V,SP.A,N-VA,Lijst Dedecker,GROEN!,PVDA+,SLP,LSP,CAP,SP,ECOLO,PFF,CSP,FN,R.W.F.,WALLONIE D'ABORD,PTB+,MS,CAP D'ORAZIO,LCR-PSL,PC-GE,PS,MR,CDH,ProDG,VIVANT,EUROPA der WERTE
BE_K00002,Alost,91985,84565,4238,0,18346,15992,15163,9544,8589,6175,5044,652,485,209,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00001,Aarschot,38945,36097,1995,0,7262,5138,8107,4116,3212,3238,2305,334,233,85,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00003,Andenne,26550,23806,2312,0,0,0,0,0,0,0,0,0,0,0,0,6463,5542,5030,2614,743,414,336,166,53,51,49,33,0,0,0,0,0,0
BE_K00004,Anderlecht,70179,59305,4371,0,2393,2021,1353,1315,388,379,742,74,48,24,22,0,10026,0,0,1849,204,315,513,57,165,228,131,14411,11761,6515,0,0,0
BE_K00005,Antoing,15119,13773,1802,0,0,0,0,0,0,0,0,0,0,0,0,4893,2155,2378,1568,493,120,217,42,8,20,25,52,0,0,0,0,0,0
BE_K00006,Anvers,335113,294848,9953,0,46760,66003,35262,57074,24032,10815,34732,6535,2340,775,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00007,Arendonk,31744,29920,1713,0,3573,4288,9703,2683,4600,1501,1475,168,115,54,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00008,Arlon,23691,21330,2054,0,0,0,0,0,0,0,0,0,0,0,0,3246,5980,4945,3943,551,152,227,72,28,30,50,52,0,0,0,0,0,0
BE_K00009,Asse,104822,95875,3634,0,20593,13247,17874,6389,11727,5209,5576,438,251,121,70,2076,2748,3718,1213,412,94,235,108,29,38,47,28,0,0,0,0,0,0
BE_K00010,Assenede,20179,18900,1035,0,4297,2597,3562,2436,1116,1650,898,1086,132,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00011,Ath,21307,19247,1754,0,0,0,0,0,0,0,0,0,0,0,0,6370,3548,4266,1716,611,203,488,116,18,51,61,45,0,0,0,0,0,0
BE_K00012,Aubel,9117,9134,926,0,0,0,0,0,0,0,0,0,0,0,0,1673,1858,2147,1958,296,64,114,47,13,17,10,11,0,0,0,0,0,0
BE_K00014,Avelgem,9096,8496,707,0,1723,801,2188,1304,390,728,481,57,77,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00015,Aywaille,32905,29035,1528,0,0,0,0,0,0,0,0,0,0,0,0,6894,7028,8035,3613,655,388,391,251,25,68,78,81,0,0,0,0,0,0
BE_K00016,Bassenge,30266,26898,1781,0,0,0,0,0,0,0,0,0,0,0,0,8427,4948,5337,4212,775,311,366,548,26,72,49,46,0,0,0,0,0,0
BE_K00017,Bastogne,12850,11989,1210,0,0,0,0,0,0,0,0,0,0,0,0,1327,1963,3888,3073,303,67,77,26,11,16,16,12,0,0,0,0,0,0
BE_K00018,Beaumont,12441,10438,1196,0,0,0,0,0,0,0,0,0,0,0,0,2439,1542,2599,1738,423,168,179,66,14,29,23,22,0,0,0,0,0,0
BE_K00019,Beauraing,9887,9035,966,0,0,0,0,0,0,0,0,0,0,0,0,2107,1653,2537,1214,217,141,129,35,9,2,9,16,0,0,0,0,0,0
BE_K00020,Beloeil,18188,16625,1565,0,0,0,0,0,0,0,0,0,0,0,0,6270,2527,3804,1196,595,155,244,121,12,40,41,55,0,0,0,0,0,0
BE_K00021,Beringen,88097,81838,4448,0,10763,14761,16991,16417,8479,5277,3681,461,297,143,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00022,Beveren,36037,33369,1310,0,5123,6817,8425,2936,3685,2212,2270,254,209,69,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00023,Bilzen,30800,29098,1905,0,5178,4229,7018,2803,4340,1726,1412,230,175,37,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00024,Binche,43930,39031,3862,0,0,0,0,0,0,0,0,0,0,0,0,15174,5513,5926,3262,1753,437,755,355,1565,134,165,130,0,0,0,0,0,0
BE_K00025,Boom,44666,40927,1612,0,6103,9156,7905,7094,3478,2078,2734,456,156,82,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00120,Looz,35012,33280,2087,0,7379,4239,7837,4882,2720,2028,1588,218,203,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00026,Bouillon,4220,3772,444,0,0,0,0,0,0,0,0,0,0,0,0,728,689,993,707,95,41,32,12,4,9,12,6,0,0,0,0,0,0
BE_K00027,Boussu,47365,42039,4244,0,0,0,0,0,0,0,0,0,0,0,0,17614,6003,5837,4180,1972,360,653,569,73,278,114,142,0,0,0,0,0,0
BE_K00032,Bruxelles,79726,65874,4093,0,3112,1503,1336,1433,495,381,1941,183,65,25,15,0,11878,0,0,1257,181,293,625,64,135,326,181,16098,11723,8531,0,0,0
BE_K00028,Brakel,16429,15336,924,0,4485,1793,3010,1917,1114,1152,745,93,62,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00029,Brecht,69115,63266,2840,0,10582,11548,16720,5814,7199,3307,4208,529,312,120,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00030,Bree,30274,28899,1913,0,5811,3616,9264,2165,3007,1667,1043,186,135,61,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00031,Bruges,204213,185384,9926,0,35787,22712,42633,22784,16106,17469,14634,1175,1483,456,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00033,Celles,6723,6182,717,0,0,0,0,0,0,0,0,0,0,0,0,1354,978,2008,845,117,36,79,8,4,10,13,13,0,0,0,0,0,0
BE_K00034,Châtelet,61981,55461,5378,0,0,0,0,0,0,0,0,0,0,0,0,19551,8843,8535,6572,3369,896,1098,738,45,196,99,141,0,0,0,0,0,0
BE_K00035,Charleroi,134444,115834,12224,0,0,0,0,0,0,0,0,0,0,0,0,38798,18525,16743,11834,9091,2040,2844,2330,168,466,264,507,0,0,0,0,0,0
BE_K00036,Chièvres,7371,6806,645,0,0,0,0,0,0,0,0,0,0,0,0,2185,1086,1836,577,204,61,121,38,3,21,11,18,0,0,0,0,0,0
BE_K00037,Chimay,11164,10142,1409,0,0,0,0,0,0,0,0,0,0,0,0,1912,1612,2799,1664,332,123,182,47,13,19,21,9,0,0,0,0,0,0
BE_K00038,Ciney,24341,21852,2199,0,0,0,0,0,0,0,0,0,0,0,0,4296,4844,6164,3005,485,308,297,107,49,26,36,36,0,0,0,0,0,0
BE_K00039,Comines-Warneton,10749,9813,1818,0,0,0,0,0,0,0,0,0,0,0,0,1484,1519,2334,1993,275,68,211,40,14,12,21,24,0,0,0,0,0,0
BE_K00041,Couvin,14770,13287,1725,0,0,0,0,0,0,0,0,0,0,0,0,3664,2062,2559,2051,492,342,230,55,43,25,20,19,0,0,0,0,0,0
BE_K00042,Deinze,34425,32178,1886,0,8163,3274,8336,2607,2448,2896,2086,147,219,66,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00178,Termonde,59963,55020,2399,0,11377,9563,11536,6694,5570,3641,3315,370,322,136,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00043,Destelbergen,13897,12922,526,0,3870,1575,2290,1199,1240,890,1101,111,80,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00044,Diest,47458,44003,2751,0,8530,6507,9147,6343,3648,3973,2238,399,290,95,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00047,Dixmude,39045,36408,2828,0,6083,3694,11037,3559,2256,4883,1546,193,224,64,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00045,Dinant,28322,25758,2939,0,0,0,0,0,0,0,0,0,0,0,0,5321,5308,6652,3428,846,571,405,147,40,36,34,31,0,0,0,0,0,0
BE_K00046,Dison,9750,8469,991,0,0,0,0,0,0,0,0,0,0,0,0,2891,1449,1241,1073,445,93,154,61,10,19,20,22,0,0,0,0,0,0
BE_K00048,Dour,33761,30273,3529,0,0,0,0,0,0,0,0,0,0,0,0,11016,3865,4291,4633,1545,265,458,264,37,151,85,134,0,0,0,0,0,0
BE_K00049,Duffel,40102,36469,1535,0,6614,6124,9283,3135,4154,2375,2744,227,149,82,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Durbuy,8222,7261,441,0,0,0,0,0,0,0,0,0,0,0,0,2188,1380,1478,1387,162,80,71,32,6,8,7,21,0,0,0,0,0,0
BE_K00051,Eeklo,38845,36032,2481,0,8108,4268,9152,2776,2476,3499,2565,310,261,82,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00052,Eghezée,22917,21030,1582,0,0,0,0,0,0,0,0,0,0,0,0,4292,4533,5776,3471,503,369,278,119,15,29,38,25,0,0,0,0,0,0
BE_K00053,Enghien,15346,13859,1227,0,0,0,0,0,0,0,0,0,0,0,0,2538,2952,4095,2096,437,128,185,94,15,40,25,27,0,0,0,0,0,0
BE_K00054,Erezée,4758,4352,361,0,0,0,0,0,0,0,0,0,0,0,0,909,888,1069,769,102,150,54,22,0,9,4,15,0,0,0,0,0,0
BE_K00055,Estaimpuis,9889,9023,1149,0,0,0,0,0,0,0,0,0,0,0,0,2913,1593,1693,1111,295,56,104,42,9,13,22,23,0,0,0,0,0,0
BE_K00056,Etalle,12259,11387,1286,0,0,0,0,0,0,0,0,0,0,0,0,1859,2521,3025,2125,228,116,140,30,12,16,18,11,0,0,0,0,0,0
BE_K00057,Eupen,26620,23614,2262,0,0,0,0,0,0,0,0,0,0,0,0,3067,4106,4192,7331,0,0,0,0,0,0,0,0,0,0,0,1576,875,205
BE_K00058,Evergem,25860,23633,1187,0,4652,3429,5588,2220,2000,2259,1542,266,366,83,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00059,Fauvillers,1539,1452,163,0,0,0,0,0,0,0,0,0,0,0,0,177,301,423,320,32,10,14,8,0,2,2,0,0,0,0,0,0,0
BE_K00060,Ferrières,3534,3235,209,0,0,0,0,0,0,0,0,0,0,0,0,733,822,794,463,84,34,47,28,4,5,7,5,0,0,0,0,0,0
BE_K00061,Fléron,63439,56704,3376,0,0,0,0,0,0,0,0,0,0,0,0,17445,11638,13477,6661,1600,631,796,654,36,151,130,109,0,0,0,0,0,0
BE_K00062,Flobecq,7021,6387,727,0,0,0,0,0,0,0,0,0,0,0,0,1674,957,1745,912,156,51,96,24,4,14,9,18,0,0,0,0,0,0
BE_K00063,Florennes,8404,7699,916,0,0,0,0,0,0,0,0,0,0,0,0,1650,1217,1775,1360,354,157,163,39,22,20,10,16,0,0,0,0,0,0
BE_K00064,Florenville,7982,7332,768,0,0,0,0,0,0,0,0,0,0,0,0,1968,1323,1842,1093,140,89,68,12,7,5,12,5,0,0,0,0,0,0
BE_K00065,Fontaine-l'Evêque,49558,44304,4281,0,0,0,0,0,0,0,0,0,0,0,0,15312,7375,8076,4099,2468,754,843,540,64,181,58,253,0,0,0,0,0,0
BE_K00066,Fosses-la-Ville,30657,27602,2427,0,0,0,0,0,0,0,0,0,0,0,0,6017,6078,6490,3981,1056,534,612,258,28,47,35,39,0,0,0,0,0,0
BE_K00068,Frameries,20687,18642,1885,0,0,0,0,0,0,0,0,0,0,0,0,6900,2663,2752,2525,923,197,260,246,24,131,72,64,0,0,0,0,0,0
BE_K00069,Frasnes-Lez-Anvaing,8551,7720,591,0,0,0,0,0,0,0,0,0,0,0,0,1673,1293,2994,808,171,46,66,26,2,18,24,8,0,0,0,0,0,0
BE_K00072,Gedinne,7894,7311,838,0,0,0,0,0,0,0,0,0,0,0,0,1232,1164,2253,1292,216,125,111,31,10,19,12,8,0,0,0,0,0,0
BE_K00073,Gembloux,55642,49983,4727,0,0,0,0,0,0,0,0,0,0,0,0,12918,10492,10762,6362,1920,1006,1152,329,40,125,81,69,0,0,0,0,0,0
BE_K00074,Genappe,18041,16456,1049,0,0,0,0,0,0,0,0,0,0,0,0,2447,3981,5520,2354,400,249,284,65,10,39,36,22,0,0,0,0,0,0
