gisco_id,name,registered,turnout,invalid,blank,Latvijas Sociālistiskā partija,Tautas partija,Konservatīvā partija,Latgales Gaisma,"Apvienība ""Tēvzemei un Brīvībai""/LNNK","Politisko organizāciju apvienība ""Par cilvēka tiesībām vienotā Latvijā""","""Apvienotā sociāldemokrātiskā labklājības partija""",Tautas saskaņas partija,"""Zaļo un Zemnieku savienība""","""Latvijas Pirmā Partija""",Latvijas Sociāldemokrātiskā strādnieku partija,"""Jaunais laiks""","Savienība ""Latvijas ceļš""",Kristīgi demokrātiskā savienība (KDS),"Politiskā organizācija (partija) ""Eiroskeptiķi""","""Sociāldemokrātu savienība - SDS"""
LV_7090,Sarkaņu pagasts,1122,390,0,0,1,49,3,1,141,3,2,1,43,19,19,74,23,1,10,0
LV_5688,Saukas pagasts,576,212,0,0,1,13,4,1,74,3,0,0,16,15,18,48,15,0,1,3
LV_8033,Saulkrastu l.t.,4244,1980,0,0,13,172,20,3,768,47,19,28,43,71,68,576,128,6,10,8
LV_7674,Saunas pagasts,937,308,0,0,2,21,6,7,76,5,1,0,30,6,29,100,21,2,1,1
LV_7092,Sausnējas pagasts,557,224,0,0,0,14,2,3,78,0,1,1,14,4,21,64,18,1,1,2
LV_3278,Seces pagasts,790,254,0,0,1,15,12,0,86,1,2,3,9,19,10,52,32,5,5,2
LV_9433,Sedas l.t.,533,213,0,0,9,6,10,0,36,85,9,15,3,4,8,11,8,3,4,2
LV_5474,Sesavas pagasts,1211,376,0,0,1,22,22,1,124,7,2,2,74,9,12,79,8,0,11,2
LV_5478,Sidrabenes pagasts,1202,402,0,0,4,23,6,1,108,8,4,3,35,8,33,91,18,2,1,57
LV_8094,Siguldas pag.,10734,4957,0,0,18,413,64,10,1817,102,34,63,171,208,223,1328,434,16,44,12
LV_7676,Vārkavas novads,1909,742,0,0,14,37,12,24,172,67,9,33,107,25,43,129,51,0,16,3
LV_7888,Silmalas pagasts,2363,1069,0,0,111,18,41,33,32,242,6,455,33,8,34,22,20,1,6,7
LV_6088,Skaistas pagasts,616,232,0,0,13,16,8,36,30,17,1,16,38,6,15,23,8,3,0,2
LV_4080,Skaistkalnes pagasts,1071,462,0,0,4,34,7,0,183,1,1,1,24,17,14,133,17,5,21,0
LV_9684,Skaņkalnes pagasts,600,286,0,0,1,31,8,0,94,5,0,0,31,12,8,59,33,0,3,1
LV_4486,Skrudalienas pagasts,953,374,0,0,22,5,13,66,5,76,3,127,12,5,10,9,16,1,4,0
LV_6229,Skrundas l.t.,2808,1054,0,0,4,115,17,1,455,6,2,4,31,68,54,226,62,3,6,0
LV_3282,Skrīveru pagasts,3131,1402,0,0,11,126,13,5,586,13,6,10,80,84,65,306,73,7,12,5
LV_4278,Skujenes pagasts,728,281,0,0,1,32,0,0,118,7,5,0,33,6,3,58,16,0,1,1
LV_6676,Skultes pagasts,1546,593,0,0,1,69,7,1,183,9,5,1,40,21,26,189,32,0,3,6
LV_9080,Slampes pagasts,1545,524,0,0,3,35,8,0,196,2,0,4,25,17,29,146,54,1,3,1
LV_9415,Smiltene,4634,2162,0,0,1,224,20,1,928,12,4,10,53,90,97,514,183,4,17,4
LV_9480,Smiltenes pagasts,900,381,0,0,3,43,7,1,152,2,0,2,29,20,21,71,22,3,5,0
LV_9082,Smārdes pagasts,2005,729,0,0,14,62,9,3,262,5,6,14,36,20,38,183,66,3,7,1
LV_6290,Snēpeles pagasts,628,267,0,0,1,29,3,0,97,2,0,0,29,14,14,58,18,1,0,1
LV_7890,Sokolku pagasts,683,291,0,0,34,8,12,8,22,95,0,48,15,2,20,15,7,2,1,2
LV_7680,Stabulnieku pagasts,698,255,0,0,15,21,6,27,46,10,0,3,33,6,19,37,22,3,5,2
LV_3284,Staburaga pagasts,377,125,0,0,1,3,2,1,55,1,0,0,13,8,8,20,9,0,4,0
LV_6637,Staiceles l.t.,1396,612,0,0,0,37,3,0,223,5,0,0,25,25,33,200,50,2,9,0
LV_4280,Stalbes pagasts,918,371,0,0,4,45,6,0,143,2,2,0,30,12,8,82,31,2,4,0
LV_4084,Stelpes pagasts,659,207,0,0,0,20,3,1,85,0,2,1,23,9,8,42,3,1,9,0
LV_8815,Stende,1416,559,0,0,3,80,12,0,215,4,0,5,9,36,23,122,34,2,13,1
LV_8096,Stopiņu novads,4439,2002,0,0,26,183,41,7,585,229,93,84,52,52,64,449,103,11,20,3
LV_7892,Stoļerovas pagasts,521,177,0,0,24,10,10,6,20,24,3,11,18,6,29,6,5,4,1,0
LV_5090,Stradu pagasts,1525,522,0,0,20,60,6,2,184,10,8,2,43,29,29,89,33,5,2,0
LV_4282,Straupes pagasts,1130,464,0,0,3,27,6,1,171,3,1,3,62,8,10,130,28,0,11,0
LV_8886,Strazdes pagasts,337,141,0,0,0,9,2,0,39,4,0,0,11,4,7,47,14,1,3,0
LV_9417,Strenči,1101,560,0,0,2,42,3,4,313,1,4,3,18,7,19,97,44,1,2,0
LV_7894,Stružānu pagasts,734,348,0,0,30,10,10,18,108,40,3,22,9,3,25,53,8,4,2,3
LV_5088,Stāmerienas pagasts,924,304,0,0,2,38,1,0,109,7,2,0,30,9,11,57,32,0,6,0
LV_4435,Subates l.t.,819,357,0,0,5,13,9,35,86,22,5,19,17,19,14,85,23,5,0,0
LV_7488,Suntažu pagasts,1542,579,0,0,3,53,11,0,162,3,0,3,40,19,25,197,53,1,9,0
LV_3286,Sunākstes pagasts,416,179,0,0,0,16,8,2,51,4,0,2,16,6,12,41,14,2,4,1
LV_7682,Sutru pagasts,558,256,0,0,7,26,12,7,65,19,2,7,21,10,28,36,12,1,3,0
LV_6090,Svariņu pagasts,335,135,0,0,15,3,2,4,14,19,5,27,9,3,7,11,10,0,2,4
LV_4488,Sventes pagasts,849,383,0,0,11,6,10,86,14,85,8,56,27,9,14,14,33,7,2,1
LV_4088,Svitenes pagasts,651,269,0,0,4,16,11,0,112,7,1,0,34,4,13,41,9,0,15,2
LV_5482,Svētes pagasts,1062,335,0,0,4,19,9,4,93,4,3,6,32,17,27,96,8,1,10,2
LV_8092,Sējas novads,1721,618,0,0,2,37,14,3,257,8,4,2,36,18,24,178,20,1,14,0
LV_5690,Sēlpils pagasts,751,259,0,0,3,20,5,0,74,4,2,0,42,11,23,52,20,1,0,2
LV_9078,Sēmes pagasts,862,289,0,0,0,11,8,2,115,4,0,1,15,12,6,73,33,1,5,3
LV_3280,Sērenes pagasts,613,222,0,0,2,20,4,1,77,10,2,4,12,11,16,52,7,1,3,0
LV_9682,Sēļu pagasts,357,157,0,0,2,9,3,0,51,4,1,0,27,6,6,34,11,1,2,0
LV_7694,Vārkavas pagasts,1076,482,0,0,5,22,8,35,100,14,1,16,48,13,66,123,19,4,4,4
LV_4492,Tabores pagasts,567,169,0,0,11,5,11,20,3,65,1,30,2,4,6,5,4,0,1,1
LV_8801,Talsi,8919,3623,0,0,3,439,26,4,1402,25,2,15,83,155,163,917,289,9,42,49
LV_4286,Taurenes pagasts,713,274,0,0,1,31,2,0,108,2,3,2,35,11,15,53,8,1,2,0
LV_7492,Taurupes pagasts,756,271,0,0,1,14,5,1,102,2,4,0,26,8,14,61,29,1,3,0
LV_3886,Tilžas pagasts,883,359,0,0,2,27,3,1,113,11,2,3,53,6,29,75,22,9,2,1
LV_5094,Tirzas pagasts,790,263,0,0,0,26,4,1,95,0,0,0,49,3,15,52,15,2,1,0
LV_3684,Trapenes pagasts,668,278,0,0,5,23,2,0,113,5,0,1,19,15,32,36,24,0,2,1
LV_9484,Trikātas pagasts,778,360,0,0,2,49,10,0,117,6,2,4,32,8,15,97,13,2,3,0
LV_9001,Tukums,13359,4940,0,0,54,344,159,8,1778,129,43,59,141,245,247,1145,510,27,40,11
LV_9084,Tumes pagasts,1293,508,0,0,2,52,6,2,160,2,0,1,76,38,28,91,46,3,1,0
LV_6292,Turlavas pagasts,718,292,0,0,0,42,9,2,138,5,0,1,11,10,10,42,15,0,7,0
LV_9866,Tārgales pagasts,1328,430,0,0,1,11,14,2,194,4,1,4,18,23,26,91,32,1,7,1
LV_4688,Tērvetes pag.,2799,1050,0,0,4,96,24,1,372,6,2,8,97,31,57,270,61,6,14,1
LV_9870,Ugāles pagasts,1735,683,0,0,5,45,16,1,260,13,0,6,35,26,19,210,36,1,8,2
LV_4690,Ukru pagasts,365,114,0,0,0,4,3,0,38,1,1,0,18,7,5,29,4,3,1,0
LV_6680,Umurgas pagasts,979,384,0,0,3,61,6,1,143,3,0,3,15,20,20,80,26,0,2,1
LV_9874,Usmas pagasts,443,201,0,0,2,19,2,0,78,2,0,0,12,14,6,45,13,2,5,1
LV_9878,Užavas pagasts,458,197,0,0,1,7,2,0,74,5,0,1,21,14,10,33,20,3,3,3
LV_4494,Vaboles pagasts,759,333,0,0,4,10,6,35,102,4,1,4,36,7,15,52,49,4,0,4
LV_8492,Vadakstes pagasts,355,118,0,0,0,12,1,0,24,0,1,0,22,5,10,38,5,0,0,0
LV_9688,Vaidavas pagasts,858,420,0,0,4,45,0,0,166,1,1,0,22,15,16,91,48,1,10,0
LV_4290,Vaives pagasts,1087,431,0,0,1,24,3,2,109,5,1,0,114,10,13,115,29,2,3,0
LV_6492,Vaiņodes pagasts,1739,747,0,0,5,57,8,2,297,6,2,5,62,42,48,160,39,6,8,0
LV_8837,Valdemārpils l.t.,2020,751,0,0,7,79,4,2,281,3,0,2,22,47,27,196,60,4,12,5
LV_8892,Valdgales pagasts,1081,374,0,0,2,29,8,2,151,4,2,2,15,39,13,85,17,1,2,2
LV_5486,Valgundes novads,1372,500,0,0,1,41,8,4,179,20,10,8,44,18,39,96,25,0,7,0
LV_9401,Valka,4896,2192,0,0,24,464,31,5,752,93,21,22,91,93,88,346,136,6,14,6
LV_3290,Valles pagasts,834,288,0,0,3,17,17,1,85,7,2,0,26,16,16,69,22,3,4,0
LV_9601,Valmiera,19234,8716,0,0,30,795,99,17,3375,253,47,84,393,239,397,2265,605,16,87,14
LV_9690,Valmieras pagasts,2294,923,0,0,9,79,12,3,286,27,2,16,77,35,36,269,58,6,7,1
LV_8894,Vandzenes pagasts,1426,480,0,0,2,34,4,0,212,3,0,1,24,12,21,120,36,0,8,3
LV_8017,Vangaži,1860,693,0,0,8,23,63,6,143,185,37,39,13,20,34,73,37,3,6,3
LV_7017,Varakļāni,1695,804,0,0,18,48,13,13,219,26,5,20,36,28,74,244,40,10,7,3
LV_7094,Varakļānu pagasts,719,295,0,0,3,16,8,3,103,3,3,2,27,8,17,79,18,2,2,1
LV_5694,Variešu pagasts,938,316,0,0,3,18,2,1,109,12,1,4,23,10,17,85,26,0,3,2
LV_9490,Variņu pagasts,690,330,0,0,1,25,8,0,127,5,1,0,19,13,11,52,65,0,2,1
LV_9692,Vecates pagasts,304,141,0,0,0,12,5,0,35,10,1,1,14,2,6,28,25,0,2,0
LV_3688,Veclaicenes pagasts,326,136,0,0,1,21,3,0,35,2,0,0,8,9,4,36,16,0,1,0
LV_4292,Vecpiebalgas pagasts,1227,543,0,0,2,64,7,0,232,3,0,0,39,19,18,122,25,5,5,2
LV_6494,Vecpils pagasts,398,141,0,0,0,9,0,0,60,0,0,0,13,3,8,44,4,0,0,0
LV_4496,Vecsalienas pagasts,463,153,0,0,9,3,15,37,6,29,3,27,8,3,4,4,4,1,0,0
LV_4092,Vecsaules pagasts,1545,482,0,0,5,75,11,1,143,7,3,5,43,16,22,105,31,1,12,2
LV_3890,Vectilžas pagasts,376,171,0,0,0,20,4,3,88,0,0,1,19,4,5,16,6,0,3,2
LV_4094,Vecumnieku pagasts,3169,1356,0,0,8,115,43,5,536,19,12,14,70,51,48,324,79,5,24,3
LV_3892,Vecumu pagasts,608,213,0,0,8,8,5,9,30,9,2,4,19,13,13,51,25,5,7,5
LV_2700,Ventspils,23106,9005,0,0,85,342,132,19,3471,859,88,401,237,385,672,1682,445,50,110,27
LV_4294,Veselavas pagasts,498,202,0,0,0,7,1,0,78,1,1,0,19,4,12,63,15,0,1,0
LV_7096,Vestienas pagasts,563,252,0,0,3,29,12,0,86,0,0,1,19,9,9,58,22,1,3,0
LV_6684,Vidrižu pagasts,1184,423,0,0,0,36,5,4,138,1,0,1,11,35,20,127,34,2,7,2
LV_9090,Viesatu pagasts,319,148,0,0,1,6,1,0,71,0,0,0,22,3,7,23,12,1,1,0
LV_4096,Viesturu pagasts,664,220,0,0,3,11,14,0,57,6,6,11,24,7,16,39,18,3,5,0
LV_5635,Viesītes l.t.,2044,703,0,0,8,65,13,2,212,11,1,4,44,31,69,193,44,2,2,2
LV_3292,Vietalvas pagasts,759,264,0,0,5,16,7,0,102,2,0,2,31,7,25,48,15,1,2,1
LV_9492,Vijciema pagasts,577,277,0,0,1,32,2,1,113,2,2,2,16,18,7,55,22,0,4,0
LV_5490,Vilces pagasts,1315,458,0,0,2,32,14,1,140,2,2,4,33,11,62,120,21,1,7,6
LV_9694,Vilpulkas pagasts,499,176,0,0,5,15,5,1,47,0,1,4,29,7,8,39,12,0,2,1
LV_8896,Virbu pagasts,645,243,0,0,4,21,9,1,98,10,3,4,17,4,13,51,4,1,2,1
LV_5492,Vircavas pagasts,943,312,0,0,1,16,37,0,87,9,10,5,36,6,10,66,21,1,2,5
LV_3690,Virešu pagasts,544,183,0,0,0,12,2,0,69,0,1,1,15,7,13,34,24,4,1,0
LV_6498,Virgas pagasts,562,219,0,0,1,15,2,2,86,3,0,3,15,5,9,65,10,1,1,1
LV_3815,Viļaka,1973,837,0,0,18,49,29,29,183,107,11,11,81,37,44,128,82,12,11,5
LV_7817,Viļāni,2746,1133,0,0,128,31,44,20,191,270,16,74,40,25,75,133,70,5,8,3
LV_7898,Viļānu pagasts,1521,569,0,0,30,17,26,10,81,108,7,51,64,10,38,52,63,4,5,3
LV_6688,Viļķenes pagasts,1179,574,0,0,9,38,11,1,248,6,2,0,29,18,40,117,44,1,9,1
LV_4498,Višķu pagasts,1732,586,0,0,25,31,20,115,83,36,15,38,39,15,33,69,47,10,3,7
LV_9088,Vānes pagasts,835,314,0,0,0,18,10,1,185,2,1,0,24,12,8,36,10,2,4,1
LV_6296,Vārmes pagasts,814,326,0,0,1,30,11,0,143,0,0,0,25,21,11,55,18,0,11,0
LV_9884,Vārves pagasts,1437,390,0,0,1,18,5,0,192,2,0,6,26,13,27,65,25,1,8,1
LV_6496,Vērgales pagasts,1137,385,0,0,0,36,6,0,177,3,1,2,27,10,21,84,12,0,4,2
LV_7896,Vērēmu pagasts,1274,449,0,0,5,32,7,8,100,54,0,33,61,7,52,56,26,5,2,1
LV_3894,Vīksnas pagasts,661,229,0,0,6,9,11,4,50,13,4,2,27,7,24,38,30,2,1,1
LV_5696,Vīpes pagasts,542,217,0,0,8,6,10,6,58,19,1,5,26,5,17,45,4,2,3,2
LV_4694,Vītiņu pagasts,723,217,0,0,5,14,4,0,79,1,1,4,37,8,18,32,9,5,0,0
LV_3296,Zalves pagasts,589,230,0,0,2,23,4,2,67,5,1,1,26,20,11,50,12,1,4,1
LV_9092,Zantes pagasts,451,205,0,0,3,19,10,0,69,1,0,0,26,5,18,35,15,0,2,2
LV_5698,Zasas pagasts,800,372,0,0,2,52,12,3,135,1,0,1,27,18,19,76,23,1,2,0
LV_4296,Zaubes pagasts,759,305,0,0,1,42,4,0,87,1,1,0,23,11,11,102,16,1,4,1
LV_5496,Zaļenieku pagasts,1167,466,0,0,3,26,16,3,160,14,4,10,63,19,24,86,34,2,0,2
LV_8494,Zaņas pagasts,530,215,0,0,0,8,0,0,96,0,0,0,15,10,20,36,27,0,2,1
LV_4698,Zebrenes pagasts,416,174,0,0,4,18,6,0,49,4,0,2,15,10,10,44,11,0,1,0
LV_3694,Zeltiņu pagasts,314,165,0,0,2,21,4,0,46,1,1,1,14,9,11,26,20,0,9,0
LV_9096,Zentenes pagasts,467,149,0,0,1,7,2,0,50,0,0,1,10,8,7,50,13,0,0,0
LV_3696,Ziemera pagasts,703,285,0,0,1,36,3,5,92,6,1,0,18,17,17,56,28,1,4,0
LV_6817,Zilupe,1858,629,0,0,179,14,8,27,16,172,10,132,10,5,23,5,12,3,8,5
LV_9696,Zilākalna pagasts,396,128,0,0,9,7,10,1,43,24,1,1,3,3,7,11,4,1,3,0
LV_9890,Ziru pagasts,435,161,0,0,2,14,2,0,69,2,0,1,6,2,13,34,5,1,7,3
LV_8496,Zirņu pagasts,1261,466,0,0,6,57,3,0,181,6,0,1,16,15,32,113,26,1,8,1
LV_9894,Zlēku pagasts,385,196,0,0,0,18,5,0,98,3,0,0,9,18,12,17,9,1,2,4
LV_4298,Zosēnu pagasts,376,150,0,0,1,14,1,0,41,1,1,1,39,1,3,35,9,0,3,0
LV_6898,Zvirgzdenes pagasts,687,229,0,0,30,19,10,2,45,12,1,6,29,5,18,33,13,3,3,0
LV_8498,Zvārdes pagasts,253,100,0,0,1,19,0,0,31,0,0,0,4,4,6,26,9,0,0,0
LV_9496,Zvārtavas pagasts,427,200,0,0,0,17,8,0,79,0,1,0,24,12,3,33,20,0,3,0
LV_5648,Ābeļu pagasts,689,242,0,0,10,9,8,1,54,8,2,14,21,11,23,60,15,1,3,2
LV_8044,Ādažu novads,4662,1881,0,0,22,168,39,10,627,102,42,42,54,72,62,465,148,6,22,0
LV_7846,Čornajas pagasts,1118,239,0,0,20,6,13,13,10,65,4,51,15,3,14,10,8,2,0,5
LV_6246,Ēdoles pagasts,757,251,0,0,1,38,1,0,114,0,0,0,10,8,11,54,14,0,0,0
LV_7054,Ērgļu pagasts,2133,979,0,0,7,102,14,4,400,11,7,7,36,32,36,232,66,1,21,3
LV_9452,Ērģemes pagasts,777,334,0,0,0,39,3,0,115,2,0,3,63,6,9,56,36,0,2,0
LV_9454,Ēveles pagasts,458,230,0,0,3,24,3,1,92,3,0,1,23,4,10,38,23,0,4,1
LV_8854,Ģibuļu pagasts,1914,733,0,0,2,94,11,0,282,6,0,0,40,54,30,154,40,2,14,4
LV_4664,Īles pagasts,403,166,0,0,1,13,2,4,69,3,2,1,6,13,10,24,13,1,3,1
LV_4068,Īslīces pagasts,2581,966,0,0,10,118,19,2,318,20,7,6,43,44,54,206,80,4,29,6
LV_6254,Īvandes pagasts,324,82,0,0,0,11,2,0,33,0,0,1,13,4,1,11,5,0,1,0
LV_8858,Īves pagasts,424,146,0,0,1,11,9,1,54,0,0,0,19,11,2,26,8,0,1,3
LV_7409,Ķegums,3029,1305,0,0,13,126,40,2,415,62,9,13,49,47,60,349,84,13,23,0
LV_7456,Ķeipenes pagasts,891,325,0,0,5,22,0,1,131,1,1,0,13,14,10,85,32,1,8,1
LV_8070,Ķekavas pagasts,8375,3811,0,0,18,268,48,11,1469,116,62,44,97,151,131,1113,212,10,52,9
LV_6080,Ķepovas pagasts,206,77,0,0,4,4,6,9,8,8,0,2,20,1,2,7,5,1,0,0
LV_9666,Ķoņu pagasts,577,249,0,0,3,18,3,0,76,4,0,2,34,12,10,63,17,1,3,3
LV_8864,Ķūļciema pagasts,365,143,0,0,4,5,9,0,68,0,0,1,11,7,6,23,5,0,3,1
LV_7070,Ļaudonas pagasts,1186,468,0,0,4,35,11,2,192,3,1,3,34,12,29,105,29,2,5,1
LV_6880,Ņukšu pagasts,432,151,0,0,19,6,5,10,32,5,0,3,20,8,8,12,20,1,1,1
LV_6092,Šķaunes pagasts,495,165,0,0,11,11,5,21,23,8,1,3,27,2,11,17,18,3,3,1
LV_6094,Šķeltovas pagasts,643,234,0,0,23,8,10,49,18,20,4,21,30,0,11,22,2,5,1,10
LV_3882,Šķilbēnu pagasts,1005,345,0,0,5,28,8,6,100,17,2,6,84,17,10,40,14,3,4,1
LV_8488,Šķēdes pagasts,545,172,0,0,0,20,5,1,79,1,0,1,4,3,6,42,10,0,0,0
LV_6096,Ūdrīšu pagasts,1112,379,0,0,21,16,16,34,43,44,8,35,48,3,25,43,33,3,3,4
LV_3898,Žīguru pagasts,678,223,0,0,19,12,19,7,48,26,8,3,11,6,8,28,18,2,6,2
